Symbol,삼성SDI_시가(원),삼성SDI_종가(원),삼성SDI_거래량(주),삼성SDI_PER(IFRS-연결),삼성SDI_순매수수량(개인)(주),삼성SDI_순매수수량(기관계)(주),삼성SDI_순매수수량(외국인계)(주)
2010-02-18,134000.0,133000.0,150510.0,28.83,-44971,8816,43245
2010-02-19,132500.0,131500.0,262261.0,28.5,-45562,5030,39961
2010-02-22,133500.0,134500.0,191435.0,29.15,-57991,5207,50233
2010-02-23,134500.0,134500.0,510564.0,29.15,12517,-265339,253144
2010-02-24,132500.0,131500.0,381977.0,28.5,174966,-76348,-119810
2010-02-25,132000.0,128500.0,320890.0,27.85,108808,-21292,-83552
2010-02-26,128500.0,128500.0,220213.0,27.85,49014,-21100,-25299
2010-03-02,129500.0,129500.0,253573.0,28.07,86278,-19699,-69737
2010-03-03,129500.0,131000.0,214546.0,28.39,-11309,40860,-42560
2010-03-04,131000.0,131000.0,285281.0,28.39,-36862,50743,-25976
2010-03-05,132000.0,134000.0,276198.0,29.04,-77627,57263,290
2010-03-08,135500.0,135500.0,293466.0,29.37,-116134,24874,94249
2010-03-09,135500.0,135500.0,306071.0,29.37,-38723,55659,-29828
2010-03-10,135500.0,135000.0,189666.0,29.26,-18841,18487,-1569
2010-03-11,135500.0,134000.0,253855.0,29.04,7118,-7095,-1524
2010-03-12,133000.0,133500.0,229532.0,28.94,10608,-53138,46305
2010-03-15,132500.0,130500.0,506297.0,28.29,89503,-296908,208177
2010-03-16,130500.0,131000.0,315771.0,28.39,96055,-41753,-48060
2010-03-17,132500.0,137500.0,854047.0,29.8,-286511,146731,135101
2010-03-18,138000.0,140000.0,759511.0,30.34,-254290,177428,44308
2010-03-19,141000.0,141000.0,353842.0,30.56,-66651,70125,-9741
2010-03-22,139500.0,139000.0,267543.0,30.13,21290,8232,-24762
2010-03-23,140500.0,142000.0,387927.0,30.78,-110898,88208,11530
2010-03-24,143500.0,143500.0,452360.0,31.1,-86040,60124,17556
2010-03-25,144500.0,145500.0,502886.0,31.54,-148082,139353,13852
2010-03-26,146000.0,146000.0,358630.0,31.64,12980,40611,-53021
2010-03-29,143000.0,144000.0,427906.0,31.21,6074,25687,-44676
2010-03-30,144000.0,143000.0,270442.0,30.99,35294,-40956,9552
2010-03-31,143000.0,142000.0,349214.0,30.78,28767,2337,-14203
2010-04-01,142500.0,150500.0,1033097.0,32.62,-187691,-32858,225769
2010-04-02,151500.0,153500.0,880188.0,33.27,-206579,76341,130823
2010-04-05,157000.0,156500.0,673977.0,33.92,-59192,41876,1556
2010-04-06,156000.0,152000.0,763322.0,32.95,148314,-61386,-123244
2010-04-07,151000.0,154000.0,545226.0,33.38,-15444,-104741,55250
2010-04-08,151000.0,154500.0,416957.0,33.49,30256,-44371,34190
2010-04-09,155000.0,151500.0,431853.0,32.84,65327,-58906,-15437
2010-04-12,152000.0,143000.0,767776.0,30.99,100629,-79788,-21524
2010-04-13,144500.0,144000.0,404325.0,31.21,48523,-93079,44263
2010-04-14,145500.0,143500.0,554526.0,31.1,114740,-149046,36609
2010-04-15,144500.0,142000.0,706102.0,30.78,189206,-225703,42070
2010-04-16,141000.0,139500.0,960061.0,30.24,235833,-569799,346414
2010-04-19,138000.0,138500.0,696147.0,30.02,286245,-8864,-293969
2010-04-20,140000.0,143500.0,493052.0,31.1,-12545,27810,-11684
2010-04-21,145000.0,146000.0,718137.0,31.64,-1265,65482,-65738
2010-04-22,144500.0,142000.0,891987.0,30.78,261997,-148595,-102827
2010-04-23,140500.0,140000.0,592123.0,30.34,154674,-179043,39076
2010-04-26,141000.0,148500.0,1177280.0,32.19,-76133,-113632,174758
2010-04-27,147500.0,145500.0,816681.0,31.54,122852,-163800,35031
2010-04-28,142000.0,144500.0,910608.0,31.32,176136,-154654,-13032
2010-04-29,144500.0,140500.0,836993.0,30.45,223051,-141590,-69408
2010-04-30,143000.0,149000.0,1684745.0,32.3,-202947,-7454,222123
2010-05-03,148500.0,146000.0,1057281.0,31.64,148530,-30997,-153475
2010-05-04,148000.0,147500.0,563154.0,31.97,-11416,4527,12504
2010-05-06,143000.0,142000.0,676355.0,30.78,95840,-43180,-64709
2010-05-07,136000.0,138500.0,863544.0,30.02,-15315,65292,-70683
2010-05-10,139500.0,142000.0,450211.0,30.78,20091,-15299,-8649
2010-05-11,144000.0,147500.0,1333033.0,31.97,-290243,388018,-86202
2010-05-12,151000.0,154000.0,1536710.0,33.38,-503426,399786,96609
2010-05-13,156000.0,155000.0,1053543.0,33.6,-285138,222572,69648
2010-05-14,155000.0,166000.0,1584619.0,35.98,-284660,155029,108773
2010-05-17,165500.0,168500.0,1288004.0,36.52,-107605,110963,-15249
2010-05-18,170000.0,158000.0,1617389.0,34.25,69938,-88768,47889
2010-05-19,156000.0,161000.0,1333198.0,34.9,35290,-6990,-20779
2010-05-20,160000.0,157500.0,1465259.0,34.14,-74950,81840,-35222
2010-05-24,156500.0,158500.0,678287.0,34.35,-71934,46316,26120
2010-05-25,157000.0,156500.0,1014333.0,33.92,-12007,84922,-83471
2010-05-26,159000.0,163000.0,1016209.0,35.33,-86730,93020,-13969
2010-05-27,161500.0,163500.0,860920.0,35.44,46239,18244,-75088
2010-05-28,165500.0,158000.0,1507063.0,34.25,304212,46694,-365568
2010-05-31,158500.0,163500.0,989181.0,35.44,-228656,280857,-68003
2010-06-01,166500.0,167000.0,1418614.0,36.2,-458251,378518,40088
2010-06-03,171000.0,170000.0,837545.0,36.85,-83182,10994,71749
2010-06-04,171000.0,177000.0,1165653.0,38.36,-290916,92154,210581
2010-06-07,173500.0,179500.0,1059362.0,38.91,-120030,73104,40069
2010-06-08,180000.0,177500.0,947016.0,38.47,136169,-101675,-30201
2010-06-09,176500.0,172000.0,1033591.0,37.28,68395,-41039,2539
2010-06-10,172500.0,174500.0,623763.0,37.82,-21525,3682,17448
2010-06-11,177000.0,172000.0,697461.0,37.28,174406,-109278,-74483
2010-06-14,172000.0,171500.0,419435.0,37.17,27787,-36298,10606
2010-06-15,172500.0,177500.0,673461.0,38.47,-140614,-15747,154951
2010-06-16,178500.0,178000.0,555502.0,38.58,29246,-22856,2033
2010-06-17,178500.0,181500.0,675817.0,39.34,-22691,57156,-33196
2010-06-18,181500.0,182000.0,418184.0,39.45,-96039,50713,47039
2010-06-21,178000.0,178500.0,906046.0,38.69,46668,25091,-52797
2010-06-22,178000.0,179000.0,437640.0,38.8,32272,-15727,-10616
2010-06-23,178000.0,178000.0,318609.0,38.58,-18533,32405,-17276
2010-06-24,176000.0,177500.0,535576.0,38.47,112147,36913,-148589
2010-06-25,175000.0,174500.0,314216.0,37.82,68097,-59493,-841
2010-06-28,175500.0,174500.0,299176.0,37.82,68080,-66454,-2825
2010-06-29,175000.0,172000.0,503872.0,37.28,-20518,-7233,27309
2010-06-30,168500.0,173000.0,445911.0,37.5,-4821,37515,-14027
2010-07-01,170500.0,168000.0,480555.0,36.41,130745,-109951,-3197
2010-07-02,168000.0,163500.0,677759.0,35.44,35331,-59605,22744
2010-07-05,163500.0,164500.0,393770.0,35.65,-5080,23796,-28440
2010-07-06,164500.0,168500.0,388330.0,36.52,30704,-24322,-16015
2010-07-07,169000.0,164500.0,265298.0,35.65,70439,-14604,-57424
2010-07-08,167000.0,167000.0,204110.0,36.2,-7774,-9262,12937
2010-07-09,169000.0,172500.0,450356.0,37.39,-76883,11967,50428
2010-07-12,178500.0,180500.0,996314.0,39.12,-340275,324770,26830
2010-07-13,181000.0,180500.0,665350.0,39.12,-208899,203363,-14820
2010-07-14,183000.0,182000.0,509720.0,39.45,-104659,75240,42979
2010-07-15,182500.0,186500.0,730545.0,40.42,-133024,90602,39858
2010-07-16,186500.0,186500.0,480812.0,40.42,-67165,52423,33737
2010-07-19,184500.0,187000.0,338725.0,40.53,-2751,5742,-1932
2010-07-20,186500.0,180500.0,688140.0,39.12,183832,-111977,-25767
2010-07-21,182500.0,183500.0,442923.0,39.77,44058,-88157,45088
2010-07-22,182500.0,181000.0,825960.0,39.23,-7469,-15250,-2112
2010-07-23,182500.0,176500.0,825123.0,38.26,97136,-71336,-24070
2010-07-26,175000.0,177500.0,444508.0,38.47,74260,11421,-54613
2010-07-27,179000.0,176500.0,342617.0,38.26,50431,-68929,22639
2010-07-28,177500.0,174500.0,584599.0,37.82,38754,-11722,-29234
2010-07-29,173500.0,168500.0,787245.0,36.52,251297,-81298,-163228
2010-07-30,167000.0,170000.0,722791.0,36.85,184952,-98800,-90619
2010-08-02,171000.0,175500.0,516940.0,38.04,7877,253,-10023
2010-08-03,179500.0,179000.0,640825.0,38.8,-79818,13752,74972
2010-08-04,180500.0,179500.0,342882.0,38.91,-8175,-32894,41851
2010-08-05,180500.0,171500.0,746971.0,37.17,57552,24386,-90044
2010-08-06,168500.0,168500.0,596306.0,36.52,74167,-3869,-73106
2010-08-09,168500.0,168000.0,255444.0,36.41,11697,31482,-39537
2010-08-10,167000.0,168500.0,256102.0,36.52,5651,67665,-73279
2010-08-11,167000.0,170000.0,449450.0,36.85,-26653,86707,-53373
2010-08-12,166000.0,171500.0,682724.0,37.17,-164320,139436,6906
2010-08-13,173000.0,173000.0,246100.0,37.5,18827,42975,-59183
2010-08-16,172500.0,169000.0,356315.0,36.63,88769,25374,-109589
2010-08-17,169000.0,172000.0,251567.0,37.28,-51405,45497,755
2010-08-18,172500.0,177000.0,503404.0,38.36,-183418,141492,35677
2010-08-19,178000.0,181000.0,685249.0,39.23,-395429,351101,-6962
2010-08-20,180500.0,182000.0,458634.0,39.45,-178233,182652,-9241
2010-08-23,183500.0,180500.0,299853.0,39.12,-28352,45745,-18881
2010-08-24,182000.0,186500.0,831061.0,40.42,-204904,166626,57491
2010-08-25,185500.0,182000.0,476838.0,39.45,-15173,17601,-14418
2010-08-26,184000.0,173000.0,1004289.0,37.5,97399,-17589,-41843
2010-08-27,171500.0,173000.0,531479.0,37.5,56815,16235,-64445
2010-08-30,175500.0,174000.0,297677.0,37.71,98715,-20733,-79005
2010-08-31,171000.0,168000.0,605461.0,36.41,182573,-123919,-51099
2010-09-01,168000.0,168000.0,520903.0,36.41,124716,-49505,-88200
2010-09-02,171500.0,171000.0,345624.0,37.06,59115,8765,-67476
2010-09-03,173500.0,172500.0,361306.0,37.39,20220,-39847,16932
2010-09-06,175000.0,172500.0,292585.0,37.39,43280,-73596,37043
2010-09-07,172500.0,174500.0,248966.0,37.82,-27457,-51070,85157
2010-09-08,172500.0,170500.0,266467.0,36.96,52128,2415,-50448
2010-09-09,170500.0,174000.0,412031.0,37.71,53683,11502,-61100
2010-09-10,174000.0,173000.0,279224.0,37.5,36902,-40119,1184
2010-09-13,176000.0,169000.0,1293898.0,36.63,249235,-606852,368004
2010-09-14,171500.0,164500.0,1194219.0,35.65,481423,-242701,-221518
2010-09-15,163500.0,154500.0,2030836.0,33.49,630766,-335879,-236868
2010-09-16,155000.0,155500.0,801763.0,33.7,30556,9130,-35397
2010-09-17,157000.0,160000.0,596887.0,34.68,-8546,44591,-34381
2010-09-20,160500.0,160000.0,274593.0,34.68,47971,-36732,-9391
2010-09-24,159500.0,160000.0,381856.0,34.68,13791,3864,-27889
2010-09-27,161500.0,156500.0,527882.0,33.92,141957,-136900,-3783
2010-09-28,156500.0,157000.0,335014.0,34.03,30160,-32145,1804
2010-09-29,158500.0,159000.0,488195.0,34.46,-9007,-65511,52658
2010-09-30,159500.0,156000.0,643883.0,33.81,253109,-167240,-74286
2010-10-01,154500.0,149500.0,1452739.0,32.4,552067,-481125,-42165
2010-10-04,150500.0,150000.0,1483351.0,32.51,260445,-699343,416874
2010-10-05,148000.0,146000.0,729424.0,31.64,269616,-87906,-196439
2010-10-06,148000.0,147000.0,490850.0,31.86,121021,-87011,-39382
2010-10-07,147000.0,148500.0,485121.0,32.19,58106,-40772,-13564
2010-10-08,147500.0,148500.0,268543.0,32.19,17892,-57013,39846
2010-10-11,149000.0,145000.0,418743.0,31.43,96377,-97727,7671
2010-10-12,145000.0,145500.0,479826.0,31.54,41440,-37167,17831
2010-10-13,147000.0,149000.0,515408.0,32.3,-68424,-27381,97128
2010-10-14,152000.0,151000.0,435045.0,32.73,-110890,34635,80801
2010-10-15,151500.0,154000.0,489618.0,33.38,-173221,143809,18727
2010-10-18,154500.0,153000.0,352911.0,33.16,-11713,38580,-15293
2010-10-19,151000.0,147000.0,473754.0,31.86,38047,-50073,13867
2010-10-20,145500.0,148500.0,372322.0,32.19,59782,-37633,-10158
2010-10-21,149500.0,153000.0,563975.0,33.16,-161247,141632,15136
2010-10-22,153000.0,153500.0,408560.0,33.27,-40399,69543,-35350
2010-10-25,153500.0,150500.0,481794.0,32.62,155757,-41496,-114642
2010-10-26,150000.0,154000.0,580589.0,33.38,-99687,18497,55603
2010-10-27,154500.0,154000.0,436336.0,33.38,12223,-16893,10014
2010-10-28,155500.0,158000.0,899356.0,34.25,-286038,38149,257955
2010-10-29,158000.0,154500.0,374733.0,33.49,-38630,36507,10667
2010-11-01,156000.0,155500.0,336739.0,33.7,-10356,17084,-4310
2010-11-02,156500.0,157500.0,561564.0,34.14,-183465,121610,46643
2010-11-03,159500.0,154500.0,549938.0,33.49,81881,-109027,14815
2010-11-04,154500.0,153500.0,459790.0,33.27,76635,-162161,61507
2010-11-05,156500.0,154500.0,440326.0,33.49,12184,-55609,45941
2010-11-08,160000.0,159000.0,716305.0,34.46,-153748,5713,141392
2010-11-09,159000.0,159000.0,289946.0,34.46,-25726,5180,21355
2010-11-10,159500.0,163000.0,718030.0,35.33,-109437,47241,67803
2010-11-11,164000.0,167000.0,1304810.0,36.2,-278443,287194,-107882
2010-11-12,169000.0,167000.0,831559.0,36.2,-25577,99510,-80369
2010-11-15,166000.0,168500.0,567371.0,36.52,-118996,23591,87040
2010-11-16,169500.0,168000.0,426784.0,36.41,-47940,29235,29382
2010-11-17,167000.0,168500.0,368063.0,36.52,-96193,97679,-2628
2010-11-18,170000.0,169500.0,368956.0,36.74,-4191,12507,-10651
2010-11-19,171000.0,172500.0,499859.0,37.39,-92578,68341,54527
2010-11-22,174000.0,175000.0,772973.0,37.93,-39421,221767,-212070
2010-11-23,175000.0,173000.0,703138.0,37.5,-81068,78600,-8266
2010-11-24,168500.0,169000.0,780773.0,36.63,-63345,119870,-68689
2010-11-25,172000.0,171000.0,352898.0,37.06,-11911,17751,-9238
2010-11-26,170500.0,168500.0,390433.0,36.52,-76521,10345,44476
2010-11-29,167500.0,167000.0,274888.0,36.2,37220,-42909,-1955
2010-11-30,167500.0,165500.0,523317.0,35.87,68856,-15017,-52263
2010-12-01,164000.0,163500.0,479123.0,35.44,184625,-134839,-44408
2010-12-02,166500.0,170000.0,523471.0,36.85,-36814,-17286,60490
2010-12-03,171500.0,169500.0,378498.0,36.74,48970,1849,-55295
2010-12-06,170500.0,174000.0,736094.0,37.71,-165898,104837,14781
2010-12-07,176500.0,176500.0,958771.0,38.26,-207489,143204,53733
2010-12-08,177000.0,177500.0,429072.0,38.47,-76813,62600,11106
2010-12-09,178000.0,179000.0,465395.0,38.8,-143476,66863,76589
2010-12-10,178500.0,179000.0,307115.0,38.8,-13322,-541,11239
2010-12-13,179500.0,177500.0,330676.0,38.47,35107,-6795,-14113
2010-12-14,176000.0,173500.0,792521.0,37.61,295698,-256438,11562
2010-12-15,174000.0,170500.0,1034650.0,36.96,449151,-361605,-47226
2010-12-16,169000.0,170000.0,447342.0,36.85,111082,-59494,-66768
2010-12-17,171000.0,170500.0,323881.0,36.96,4707,-31292,34971
2010-12-20,167000.0,168500.0,534613.0,36.52,91128,-132114,47388
2010-12-21,171000.0,170500.0,350341.0,36.96,29580,-27939,-7116
2010-12-22,169500.0,169000.0,302305.0,36.63,73850,-75302,-7351
2010-12-23,168500.0,166500.0,319429.0,36.09,77973,-108557,13447
2010-12-24,166000.0,162500.0,462657.0,35.22,52869,-58258,15324
2010-12-27,162000.0,165500.0,333170.0,35.87,-70837,49208,11858
2010-12-28,166500.0,168500.0,396340.0,36.52,-87208,96460,-7686
2010-12-29,169500.0,169500.0,207875.0,36.74,-6372,5180,-2468
2010-12-30,170000.0,168000.0,276605.0,36.41,62999,7895,-62563
2011-01-03,169500.0,178000.0,885579.0,23.58,-197375,156404,31285
2011-01-04,178500.0,179000.0,764987.0,23.71,-143879,184967,-10346
2011-01-05,178000.0,178000.0,452369.0,23.58,16576,-14598,-15995
2011-01-06,180500.0,180500.0,845862.0,23.91,-232995,187237,54772
2011-01-07,180500.0,178000.0,395998.0,23.58,79757,-83420,3961
2011-01-10,176500.0,174000.0,635030.0,23.05,65856,-77086,1936
2011-01-11,172000.0,169000.0,927755.0,22.39,361411,-76960,-261184
2011-01-12,169500.0,169500.0,527201.0,22.46,194023,-77603,-113669
2011-01-13,171500.0,170000.0,487983.0,22.52,124599,-44379,-46186
2011-01-14,171500.0,171500.0,389887.0,22.72,61589,-44664,-35547
2011-01-17,171500.0,167500.0,646265.0,22.19,269614,-184900,-47591
2011-01-18,166500.0,169000.0,581202.0,22.39,-68838,72848,-5051
2011-01-19,170000.0,171000.0,448416.0,22.65,-9221,47291,-52585
2011-01-20,170000.0,165000.0,909717.0,21.86,294222,-234995,-36263
2011-01-21,163000.0,159000.0,800975.0,21.06,261154,-142482,-102488
2011-01-24,160000.0,160000.0,450027.0,21.2,104568,-116409,19819
2011-01-25,161000.0,164000.0,446052.0,21.73,-106649,101579,-8601
2011-01-26,165500.0,163500.0,301511.0,21.66,16740,-4083,-9681
2011-01-27,165000.0,162000.0,452405.0,21.46,113941,-76603,-34512
2011-01-28,160000.0,154500.0,1498279.0,20.47,518344,-280522,-204265
2011-01-31,152000.0,156000.0,428034.0,20.67,2307,3774,-11363
2011-02-01,157500.0,154500.0,334846.0,20.47,85146,-13526,-66163
2011-02-07,156500.0,157000.0,255079.0,20.8,-1119,18073,-17388
2011-02-08,156000.0,156000.0,229405.0,20.67,32840,26979,-57384
2011-02-09,158000.0,158000.0,447454.0,20.93,44447,59301,-102090
2011-02-10,157000.0,156000.0,435701.0,20.67,80335,-6842,-77821
2011-02-11,155000.0,155000.0,420781.0,20.53,23706,41084,-62104
2011-02-14,156500.0,157000.0,257573.0,20.8,-22135,9015,17193
2011-02-15,157500.0,158500.0,374893.0,21.0,-46120,59926,-33485
2011-02-16,161000.0,160000.0,415337.0,21.2,-167732,162148,-12967
2011-02-17,162500.0,162500.0,499413.0,21.53,-205232,189242,-5371
2011-02-18,163500.0,163000.0,366385.0,21.59,-119458,108389,-110
2011-02-21,163000.0,165500.0,545605.0,21.93,-288241,284677,11882
2011-02-22,164000.0,166000.0,519787.0,21.99,-271305,292017,-18262
2011-02-23,165000.0,165000.0,365280.0,21.86,-103653,111752,-37166
2011-02-24,164000.0,163500.0,258560.0,21.66,-53143,51395,2367
2011-02-25,163000.0,163500.0,221007.0,21.66,-26712,59992,-24478
2011-02-28,163000.0,166500.0,483300.0,22.06,-203686,200001,-3536
2011-03-02,166000.0,168500.0,567516.0,22.32,-264750,293008,-32995
2011-03-03,169500.0,174000.0,746243.0,23.05,-466814,249567,207186
2011-03-04,177500.0,174000.0,651837.0,23.05,-237808,119902,113981
2011-03-07,173000.0,173500.0,324198.0,22.99,-103252,26063,89405
2011-03-08,174000.0,174500.0,581948.0,23.12,-86801,47830,31685
2011-03-09,175500.0,169500.0,858509.0,22.46,110710,-48580,-67914
2011-03-10,167500.0,167500.0,521480.0,22.19,50515,-26840,-50431
2011-03-11,164500.0,166000.0,579563.0,21.99,-69675,67576,-4035
2011-03-14,169000.0,167000.0,444574.0,22.12,-2791,-5882,2220
2011-03-15,168000.0,168500.0,723421.0,22.32,-184382,148561,19997
2011-03-16,170000.0,167500.0,374177.0,22.19,-12350,105353,-121820
2011-03-17,164500.0,165000.0,394063.0,21.86,21651,6031,-22565
2011-03-18,164500.0,165000.0,600683.0,21.86,40989,-47068,-8079
2011-03-21,167000.0,163000.0,726654.0,21.59,198635,-162349,-3628
2011-03-22,162500.0,157000.0,1294489.0,20.8,402848,-372660,12079
2011-03-23,158000.0,159500.0,744323.0,21.13,205373,58477,-273048
2011-03-24,160000.0,158000.0,330199.0,20.93,69065,-34840,-35299
2011-03-25,159500.0,161500.0,514767.0,21.4,27904,-21857,-4485
2011-03-28,162500.0,161500.0,271736.0,21.4,14009,-6345,-541
2011-03-29,160500.0,161000.0,347412.0,21.33,22460,-70677,49837
2011-03-30,161000.0,168000.0,868816.0,22.26,-75135,100947,-19663
2011-03-31,168000.0,168000.0,457444.0,22.26,-36183,21759,12994
2011-04-01,168000.0,172000.0,611281.0,22.79,-257685,222320,29337
2011-04-04,172500.0,169500.0,373427.0,22.46,-18188,22674,-4754
2011-04-05,171000.0,172500.0,642650.0,22.85,-211450,170088,26988
2011-04-06,173500.0,171000.0,636112.0,22.65,-28289,-23850,21785
2011-04-07,172500.0,172500.0,759067.0,22.85,-135196,66121,71953
2011-04-08,172500.0,173000.0,377831.0,22.92,-48349,-7303,59509
2011-04-11,173000.0,174000.0,413145.0,23.05,-40152,-17578,56147
2011-04-12,177500.0,174000.0,915537.0,23.05,-182524,204346,-22260
2011-04-13,175500.0,177000.0,490622.0,23.45,-133260,89865,44369
2011-04-14,177000.0,181000.0,1059645.0,23.98,-286819,169204,95567
2011-04-15,181500.0,185000.0,954907.0,24.51,-178929,132834,42687
2011-04-18,185500.0,189000.0,1043117.0,25.04,-59758,76565,-5622
2011-04-19,188500.0,189000.0,856878.0,25.04,-32714,90666,-57573
2011-04-20,192000.0,198000.0,1279245.0,26.23,18368,-74843,45693
2011-04-21,199500.0,196500.0,1177090.0,26.03,174607,-193835,-12430
2011-04-22,195500.0,194500.0,1152763.0,25.77,265003,-275724,37076
2011-04-25,194000.0,194500.0,539585.0,25.77,63773,-75282,10450
2011-04-26,196500.0,189500.0,1146567.0,25.1,353416,-439806,55338
2011-04-27,190500.0,190000.0,713309.0,25.17,40631,-115167,96318
2011-04-28,192500.0,189000.0,581767.0,25.04,-22893,34669,15860
2011-04-29,188500.0,191500.0,628585.0,25.37,-37856,-40060,77791
2011-05-02,192000.0,197000.0,526341.0,26.1,-4696,38311,-31657
2011-05-03,197000.0,197500.0,448300.0,26.16,-122261,57649,57530
2011-05-04,198000.0,188000.0,822241.0,24.91,217462,-85632,-133234
2011-05-06,184500.0,186500.0,550480.0,24.71,-61071,27769,36265
2011-05-09,187500.0,186000.0,261407.0,24.64,16947,27998,-21452
2011-05-11,185500.0,184500.0,376461.0,24.44,78525,-72318,568
2011-05-12,182500.0,188500.0,572413.0,24.97,-52707,21122,53885
2011-05-13,189500.0,189000.0,353980.0,25.04,-13548,28923,-18049
2011-05-16,187000.0,191500.0,361962.0,25.37,-95577,75284,12254
2011-05-17,191500.0,187500.0,362971.0,24.84,18065,97429,-116009
2011-05-18,188000.0,189500.0,320950.0,25.1,22754,7346,-25837
2011-05-19,194000.0,185000.0,703533.0,24.51,-33151,99741,-59383
2011-05-20,185500.0,189000.0,276415.0,25.04,-71485,59794,13193
2011-05-23,188500.0,184000.0,300799.0,24.38,34449,12187,-47296
2011-05-24,182500.0,183000.0,243989.0,24.24,-15727,33784,-11956
2011-05-25,186000.0,184000.0,353234.0,24.38,-25231,53268,-22134
2011-05-26,186500.0,201000.0,1584504.0,26.63,-734079,474803,229576
2011-05-27,200000.0,200500.0,2150703.0,26.56,-64833,-128927,263229
2011-05-30,198000.0,177500.0,3416730.0,23.52,807742,-295591,-519714
2011-05-31,177500.0,176500.0,1736187.0,23.38,141150,-195016,35542
2011-06-01,180000.0,178500.0,1217332.0,23.65,112201,-94188,-26961
2011-06-02,174500.0,174000.0,936530.0,23.05,255089,-241583,4429
2011-06-03,174500.0,164500.0,1672533.0,21.79,328593,-265078,-53078
2011-06-07,162000.0,166500.0,567143.0,22.06,-11811,1765,16536
2011-06-08,167000.0,163500.0,469592.0,21.66,20631,12540,-26253
2011-06-09,162500.0,165500.0,483268.0,21.93,-9842,108773,-89313
2011-06-10,167500.0,160000.0,542931.0,21.2,22769,-11011,3478
2011-06-13,157000.0,156500.0,495765.0,20.73,-57959,-2225,66030
2011-06-14,156000.0,162500.0,545669.0,21.53,-134207,128008,1579
2011-06-15,164000.0,163500.0,305237.0,21.66,24662,1350,-25607
2011-06-16,161000.0,164500.0,343546.0,21.79,-38951,63739,-18278
2011-06-17,165500.0,161000.0,472718.0,21.33,28223,-75985,42084
2011-06-20,161000.0,161500.0,268067.0,21.4,-42462,14189,27713
2011-06-21,163500.0,164500.0,279017.0,21.79,-50184,-9782,44689
2011-06-22,163500.0,162500.0,557459.0,21.53,27085,-83514,64293
2011-06-23,163500.0,164500.0,302870.0,21.79,-73334,23832,46655
2011-06-24,166000.0,170500.0,648375.0,22.59,-206157,112081,68870
2011-06-27,169500.0,169500.0,272428.0,22.46,3865,22604,-1669
2011-06-28,172000.0,166500.0,269608.0,22.06,40228,-27905,3689
2011-06-29,168500.0,165500.0,357779.0,21.93,71215,-86617,12024
2011-06-30,165500.0,163500.0,352913.0,21.66,112029,-133962,32244
2011-07-01,165500.0,168500.0,411614.0,22.32,-88539,37520,40627
2011-07-04,170500.0,170000.0,400718.0,22.52,-97389,77545,18032
2011-07-05,171000.0,174500.0,372958.0,23.12,-86210,65311,13401
2011-07-06,173500.0,173500.0,233345.0,22.99,-32639,29300,7013
2011-07-07,174000.0,172000.0,298357.0,22.79,19637,-35627,22909
2011-07-08,173500.0,173000.0,263829.0,22.92,-4576,-39564,43697
2011-07-11,171500.0,168000.0,273599.0,22.26,46832,-72473,19572
2011-07-12,166000.0,164500.0,227450.0,21.79,-9779,961,10237
2011-07-13,165500.0,165000.0,287471.0,21.86,71140,-97252,37327
2011-07-14,165000.0,167500.0,271999.0,22.19,33229,-35003,19350
2011-07-15,166000.0,169500.0,184570.0,22.46,-42907,8038,33091
2011-07-18,168500.0,163500.0,331851.0,21.66,86412,-89258,19266
2011-07-19,164000.0,163000.0,261445.0,21.59,55898,-33118,-22153
2011-07-20,167000.0,174500.0,751268.0,23.12,-317641,252813,39867
2011-07-21,174000.0,175000.0,409404.0,23.18,-77521,95946,-24777
2011-07-22,176500.0,173500.0,311320.0,22.99,-275,-6353,14134
2011-07-25,172500.0,169500.0,285611.0,22.46,66292,-82147,12623
2011-07-26,169500.0,170000.0,164322.0,22.52,-7130,17296,-7102
2011-07-27,169500.0,169500.0,251997.0,22.46,56646,-77721,19182
2011-07-28,166500.0,169500.0,206198.0,22.46,-26716,3127,27342
2011-07-29,171000.0,170000.0,347020.0,22.52,-91329,67302,30128
2011-08-01,173500.0,175500.0,372450.0,23.25,-123647,88233,25834
2011-08-02,174000.0,170500.0,252270.0,22.59,7035,30242,-26429
2011-08-03,167500.0,163500.0,454083.0,21.66,172519,-26352,-131165
2011-08-04,164500.0,160000.0,411192.0,21.2,55612,-10277,-53577
2011-08-05,152000.0,156000.0,547178.0,20.67,-152635,70564,71757
2011-08-08,154000.0,148500.0,644223.0,19.67,-48833,10651,19912
2011-08-09,142500.0,141500.0,877648.0,18.75,25336,-2797,-55999
2011-08-10,149000.0,145500.0,623456.0,19.28,-7850,49781,-97538
2011-08-11,138500.0,155000.0,647086.0,20.53,-180992,242786,-80034
2011-08-12,156000.0,152000.0,468567.0,20.14,-60516,71465,-19632
2011-08-16,157000.0,158000.0,215918.0,20.93,-56144,46862,9038
2011-08-17,157000.0,161000.0,338238.0,21.33,-93170,94358,-1521
2011-08-18,160500.0,158000.0,385526.0,20.93,-2828,23520,-13911
2011-08-19,150000.0,139000.0,769455.0,18.41,152858,-197596,19726
2011-08-22,140500.0,133000.0,392445.0,17.62,-33564,-21903,38123
2011-08-23,134500.0,141000.0,418273.0,18.68,-29131,12572,26397
2011-08-24,138500.0,131500.0,1668872.0,17.42,416995,-399021,43777
