Symbol,삼성SDI_시가(원),삼성SDI_종가(원),삼성SDI_거래량(주),삼성SDI_PER(IFRS-연결),삼성SDI_순매수수량(개인)(주),삼성SDI_순매수수량(기관계)(주),삼성SDI_순매수수량(외국인계)(주)
2001-10-17,50000.0,50500.0,294829.0,4.45,-24191,-99339,109810
2001-10-18,50000.0,50000.0,104801.0,4.41,-3790,-5280,12070
2001-10-19,50000.0,50200.0,86370.0,4.42,-5980,20890,-13030
2001-10-22,49100.0,52000.0,148350.0,4.58,3400,-41080,41880
2001-10-23,52500.0,52000.0,289930.0,4.58,-35690,-95700,145210
2001-10-24,52900.0,53500.0,268868.0,4.71,-11377,-63830,107347
2001-10-25,54000.0,54400.0,316907.0,4.79,-2210,-216670,223640
2001-10-26,53800.0,51900.0,471152.0,4.57,139510,44620,-202330
2001-10-29,52300.0,52200.0,301100.0,4.6,-6324,44074,-82470
2001-10-30,51000.0,51300.0,119530.0,4.52,-17060,37930,-21160
2001-10-31,50400.0,52000.0,88000.0,4.58,-17740,14590,-6850
2001-11-01,52900.0,53000.0,119010.0,4.67,-13700,6750,1570
2001-11-02,53500.0,53800.0,188317.0,4.74,-72160,50330,-13430
2001-11-05,53900.0,54000.0,96672.0,4.76,-9390,11350,-13340
2001-11-06,54000.0,54000.0,205460.0,4.76,24310,-68940,11350
2001-11-07,54000.0,53400.0,129520.0,4.7,-9870,-6140,3830
2001-11-08,53400.0,54000.0,194240.0,4.76,10,-29460,34360
2001-11-09,54000.0,53300.0,192070.0,4.7,32660,11260,-41740
2001-11-12,53300.0,54000.0,162980.0,4.76,6490,39300,-44090
2001-11-13,53300.0,55100.0,244700.0,4.85,-43220,4290,50910
2001-11-14,55400.0,57800.0,389268.0,5.09,9970,-94590,81480
2001-11-15,57700.0,58800.0,303111.0,5.18,-62270,-23660,84710
2001-11-16,58500.0,58400.0,201600.0,5.15,-7172,-8018,13560
2001-11-19,57400.0,58200.0,211290.0,5.13,-7020,24970,-18200
2001-11-20,58500.0,56700.0,199140.0,5.0,600,27510,-17980
2001-11-21,56400.0,55700.0,350681.0,4.91,58637,61859,-101446
2001-11-22,55700.0,57000.0,221980.0,5.02,47393,-16720,-10813
2001-11-23,57000.0,58900.0,356680.0,5.19,-36853,-22827,51220
2001-11-26,60000.0,61100.0,578720.0,5.38,-2770,-177390,241820
2001-11-27,60600.0,60000.0,410320.0,5.29,-16570,-105730,117860
2001-11-28,59300.0,57500.0,279290.0,5.07,-25120,-5020,60960
2001-11-29,57500.0,58000.0,178875.0,5.11,-34070,20470,26500
2001-11-30,59500.0,58000.0,149656.0,5.11,25041,-24991,-1020
2001-12-03,57900.0,59500.0,263930.0,5.24,40,-64220,99890
2001-12-04,60000.0,60500.0,302988.0,5.33,-6202,-58538,73440
2001-12-05,61000.0,64300.0,694791.0,5.67,-200290,22790,222040
2001-12-06,65900.0,63000.0,477825.0,5.55,-62060,-51090,128370
2001-12-07,62100.0,62500.0,458703.0,5.51,101080,27330,-129150
2001-12-10,62500.0,59500.0,246720.0,5.24,36870,-45160,12310
2001-12-11,59500.0,59400.0,184315.0,5.23,26050,12070,-49330
2001-12-12,58600.0,59000.0,450342.0,5.2,126542,98880,-227872
2001-12-13,59000.0,57700.0,564635.0,5.08,254730,-110330,-139200
2001-12-14,57900.0,56900.0,421534.0,5.01,106690,-48820,-71260
2001-12-17,56100.0,54300.0,242030.0,4.78,50250,-15330,-38270
2001-12-18,53800.0,53900.0,331412.0,4.75,35720,21880,-66850
2001-12-19,53700.0,54500.0,214035.0,4.8,-16345,29595,-20550
2001-12-20,54800.0,55400.0,330820.0,4.88,84240,48320,-140500
2001-12-21,55400.0,54200.0,207793.0,4.78,22730,1180,-26660
2001-12-24,54500.0,54300.0,142297.0,4.78,25660,-24250,-7410
2001-12-26,54300.0,55300.0,158610.0,4.87,22100,-23490,-13760
2001-12-27,54900.0,56500.0,196258.0,4.98,-35460,42680,-12520
2001-12-28,56900.0,58000.0,249957.0,5.11,-58510,104280,-62320
2002-01-02,58000.0,58600.0,247877.0,5.06,5739,32441,-41000
2002-01-03,58600.0,57600.0,327720.0,4.98,68515,11910,-70145
2002-01-04,57800.0,57400.0,373684.0,4.96,65044,10526,-61740
2002-01-07,57400.0,56700.0,437660.0,4.9,78290,-43300,-32800
2002-01-08,56000.0,54600.0,384367.0,4.72,167736,19154,-184440
2002-01-09,53900.0,54500.0,456215.0,4.71,220820,-134480,-58230
2002-01-10,54500.0,53500.0,449038.0,4.62,220633,-111873,-117460
2002-01-11,53500.0,53800.0,393654.0,4.65,86339,-98959,26390
2002-01-14,53800.0,54700.0,503720.0,4.73,166000,-70510,-94530
2002-01-15,54000.0,52800.0,250035.0,4.56,37502,-36792,-3020
2002-01-16,52700.0,51700.0,229843.0,4.47,41630,-7650,-33870
2002-01-17,50700.0,51400.0,389804.0,4.44,77374,6457,-97451
2002-01-18,51400.0,50500.0,258420.0,4.36,49270,-2330,-56900
2002-01-21,50500.0,49700.0,411348.0,4.29,133468,41502,-166120
2002-01-22,50400.0,53400.0,784426.0,4.61,219300,-104720,-107500
2002-01-23,53400.0,54400.0,800167.0,4.7,-63630,65730,-73590
2002-01-24,55500.0,56700.0,831193.0,4.9,-116447,-78510,200797
2002-01-25,57500.0,57600.0,750572.0,4.98,-114965,-22115,139760
2002-01-28,58100.0,57600.0,551403.0,4.98,-27920,-49350,80280
2002-01-29,57600.0,55600.0,394683.0,4.8,65070,-4270,-60730
2002-01-30,54100.0,52600.0,540069.0,4.55,85072,55428,-176130
2002-01-31,54000.0,54000.0,455498.0,4.67,28461,-75621,48080
2002-02-01,54500.0,53100.0,494825.0,4.59,23200,-74440,45160
2002-02-04,53500.0,53000.0,246225.0,4.58,-13570,-9080,25950
2002-02-05,52200.0,53200.0,192467.0,4.6,-6170,-570,-1250
2002-02-06,53600.0,54700.0,237346.0,4.73,-51836,-24174,77010
2002-02-07,54700.0,53000.0,250092.0,4.58,-22262,-65638,103390
2002-02-08,52500.0,53000.0,282180.0,4.58,65900,-68810,11010
2002-02-14,53600.0,56300.0,615910.0,4.86,-89611,46848,17553
2002-02-15,56000.0,58000.0,876158.0,5.01,-192363,-71533,317946
2002-02-18,58000.0,61100.0,822406.0,5.28,-203421,23930,123991
2002-02-19,61500.0,62300.0,750610.0,5.38,-172120,67050,112800
2002-02-20,62000.0,62200.0,305531.0,5.37,-58570,5220,53570
2002-02-21,63400.0,61100.0,634270.0,5.28,27959,33191,-63340
2002-02-22,60100.0,62500.0,283250.0,5.4,-53910,-27310,79000
2002-02-25,62000.0,62000.0,391960.0,5.36,-54891,29311,4750
2002-02-26,63500.0,65900.0,861840.0,5.69,-326510,149110,166640
2002-02-27,67000.0,68300.0,772010.0,5.9,-174350,-2030,187550
2002-02-28,69000.0,68700.0,361955.0,5.94,-70020,19700,62470
2002-03-04,70700.0,71200.0,626680.0,6.15,-172630,113030,104730
2002-03-05,72500.0,73300.0,487229.0,6.33,-61333,-101770,145023
2002-03-06,74000.0,72300.0,291291.0,6.25,8570,8430,-16120
2002-03-07,72300.0,69900.0,272718.0,6.04,13012,22898,-40990
2002-03-08,69900.0,71000.0,371642.0,6.14,-15750,82280,-59590
2002-03-11,71500.0,77300.0,726300.0,6.68,-322110,52270,256160
2002-03-12,77900.0,88800.0,1073871.0,7.67,-246140,-12950,246180
2002-03-13,91000.0,88300.0,1065426.0,7.63,197838,59390,-258678
2002-03-14,86500.0,89000.0,664195.0,7.69,116408,59652,-185130
2002-03-15,88000.0,90500.0,424122.0,7.82,-18900,42220,-28730
2002-03-18,90300.0,88700.0,389676.0,7.66,35717,-62807,26580
2002-03-19,89200.0,96000.0,985267.0,8.3,-45978,-37242,75480
2002-03-20,96500.0,97300.0,629356.0,8.41,21140,99090,-189930
2002-03-21,95000.0,96200.0,374960.0,8.31,68717,55743,-133100
2002-03-22,96000.0,102000.0,728999.0,8.81,-65190,90980,-64010
2002-03-25,102000.0,105000.0,407795.0,9.07,2160,-11920,-940
2002-03-26,102000.0,102000.0,438883.0,8.81,10273,64865,-48330
2002-03-27,105000.0,108000.0,596979.0,9.33,-19832,37548,-29926
2002-03-28,104000.0,113000.0,625722.0,9.76,-82717,124287,-40420
2002-03-29,118500.0,115000.0,517018.0,9.94,10125,-2195,-14870
2002-04-01,113000.0,108000.0,536904.0,9.33,84182,-55482,-10300
2002-04-02,107500.0,112000.0,910031.0,9.68,-9278,84068,-64640
2002-04-03,109000.0,111000.0,688100.0,9.59,55831,54709,-103060
2002-04-04,112000.0,114000.0,645793.0,9.85,-70492,108719,-47087
2002-04-08,112000.0,114500.0,519972.0,9.89,-2524,-1544,-41658
2002-04-09,112000.0,105500.0,458555.0,9.12,70730,20020,-100620
2002-04-10,100500.0,98000.0,617752.0,8.47,7535,95410,-98665
2002-04-11,98700.0,103000.0,740348.0,8.9,14034,-61064,28500
2002-04-12,99500.0,100000.0,493468.0,8.64,69136,78694,-154000
2002-04-15,99100.0,107500.0,486901.0,9.29,-40825,45635,6200
2002-04-16,109000.0,112000.0,493411.0,9.68,-76890,91300,-8960
2002-04-17,118000.0,125000.0,983484.0,10.8,-213927,203807,12050
2002-04-18,121500.0,124000.0,586425.0,10.71,106566,50990,-160670
2002-04-19,123500.0,127000.0,954441.0,10.97,10639,39880,-41371
2002-04-22,127000.0,128000.0,709735.0,11.06,125520,-42110,-75060
2002-04-23,127000.0,130000.0,561206.0,11.23,-8277,-13103,45940
2002-04-24,129500.0,126000.0,428976.0,10.89,13852,14898,-42530
2002-04-25,121000.0,118500.0,503845.0,10.24,-71389,28770,37209
2002-04-26,118500.0,117500.0,411066.0,10.15,53530,60970,-122090
2002-04-29,111000.0,114500.0,410035.0,9.89,-112690,90780,-4720
2002-04-30,113000.0,112500.0,377741.0,9.72,-34740,23340,5830
2002-05-02,115500.0,113500.0,313851.0,9.81,34481,2809,-34500
2002-05-03,111500.0,112000.0,332943.0,9.68,-37340,66710,-30490
2002-05-06,109000.0,102000.0,285617.0,8.81,-13180,45220,-32380
2002-05-07,98500.0,108500.0,497846.0,9.38,-55623,104223,-41820
2002-05-08,113000.0,115500.0,466291.0,9.98,6165,2815,-15410
2002-05-09,119000.0,115000.0,655974.0,9.94,71280,16610,-87020
2002-05-10,112000.0,108000.0,450866.0,9.33,-13283,142770,-144207
2002-05-13,104000.0,108000.0,363910.0,9.33,4018,31020,-31558
2002-05-14,113500.0,116000.0,503400.0,10.02,-51522,-27656,16886
2002-05-15,119500.0,117000.0,493833.0,10.11,-69030,56230,12070
2002-05-16,116000.0,117000.0,274770.0,10.11,-27240,7150,44850
2002-05-17,117000.0,125000.0,614445.0,10.8,-45200,53640,-20170
2002-05-20,125000.0,120500.0,490383.0,10.41,105593,47633,-152096
2002-05-21,118000.0,111000.0,878510.0,9.59,196650,56080,-276840
2002-05-22,111000.0,114000.0,594679.0,9.85,137868,-42181,-90917
2002-05-23,112000.0,109000.0,713414.0,9.42,145157,41621,-212348
2002-05-24,109000.0,109000.0,518229.0,9.42,84663,56690,-153353
2002-05-27,107000.0,105500.0,335462.0,9.12,93672,-12892,-79150
2002-05-28,105500.0,108000.0,297300.0,9.33,13310,60,-20090
2002-05-29,106500.0,105500.0,292839.0,9.12,14116,-25867,9681
2002-05-30,104000.0,99000.0,521120.0,8.55,170300,-18310,-139870
2002-05-31,100000.0,95700.0,556066.0,8.27,103920,930,-113810
2002-06-03,95100.0,99000.0,443139.0,8.55,-45900,26560,8920
2002-06-04,97000.0,104000.0,429845.0,8.99,5170,-34990,14860
2002-06-05,107000.0,105000.0,462051.0,9.07,-43490,28920,3440
2002-06-07,100500.0,106000.0,355720.0,9.16,-98380,390,73050
2002-06-10,108000.0,109000.0,355001.0,9.42,-104873,63153,12620
2002-06-11,110000.0,114500.0,440214.0,9.89,-134890,88080,34910
2002-06-12,113500.0,111500.0,448340.0,9.63,59334,41316,-116500
2002-06-14,110000.0,107000.0,441285.0,9.25,63650,41490,-113300
2002-06-17,105500.0,103000.0,358702.0,8.9,161787,-47242,-107965
2002-06-18,108000.0,103500.0,392030.0,8.94,95200,-39410,-54530
2002-06-19,102500.0,100000.0,907732.0,8.64,127727,-110990,-6617
2002-06-20,98600.0,99500.0,326541.0,8.6,55153,14167,-79000
2002-06-21,98200.0,103500.0,403743.0,8.94,-14900,-18740,45250
2002-06-24,100500.0,100000.0,286343.0,8.64,360,34170,-33810
2002-06-25,102000.0,93300.0,606845.0,8.06,166561,-121730,-47571
2002-06-26,90000.0,82100.0,850416.0,7.09,108970,-140390,68540
2002-06-27,86100.0,87000.0,764730.0,7.52,-49650,-37960,100130
2002-06-28,90000.0,93200.0,518288.0,8.05,-94536,-66410,177286
2002-07-02,90000.0,93400.0,340893.0,8.07,-1770,-36220,16240
2002-07-03,92500.0,93500.0,310518.0,8.08,-7790,38820,-32710
2002-07-04,94500.0,93600.0,338456.0,8.09,6590,-3710,-8140
2002-07-05,93600.0,95900.0,504574.0,8.29,-71370,70740,5300
2002-07-08,98500.0,94500.0,446587.0,8.17,8734,-33424,20640
2002-07-09,94500.0,95000.0,448756.0,8.21,25802,74393,-114775
2002-07-10,93000.0,91100.0,586425.0,7.87,235190,-134580,-84500
2002-07-11,89100.0,88500.0,712371.0,7.65,97770,-190990,92090
2002-07-12,90300.0,90800.0,401892.0,7.85,-119980,91670,19040
2002-07-15,88800.0,91300.0,316493.0,7.89,-53550,18640,26080
2002-07-16,91200.0,89900.0,413764.0,7.77,-39960,-29680,68980
2002-07-18,91000.0,90600.0,234636.0,7.83,-39755,-6959,49564
2002-07-19,90000.0,89500.0,336530.0,7.73,-38217,-64113,47250
2002-07-22,85900.0,83500.0,519106.0,7.22,36441,-164891,149690
2002-07-23,83000.0,85400.0,528910.0,7.38,96470,-62460,-23990
2002-07-24,82900.0,82500.0,360439.0,7.13,20520,-59070,43180
2002-07-25,89000.0,85000.0,686582.0,7.34,50710,-92610,47950
2002-07-26,83500.0,81700.0,360504.0,7.06,33824,13830,-45684
2002-07-29,82000.0,84200.0,319804.0,7.28,-93610,-33990,130130
2002-07-30,88400.0,88000.0,385680.0,7.6,-72520,31310,42750
2002-07-31,88200.0,89600.0,350844.0,7.74,-61899,-231,54410
2002-08-01,90400.0,89000.0,191276.0,7.69,-49562,-11808,55160
2002-08-02,88000.0,87600.0,245280.0,7.57,-31050,14340,9970
2002-08-05,86100.0,84700.0,251750.0,7.32,4160,-17150,19880
2002-08-06,82500.0,80500.0,541366.0,6.96,110264,80680,-188045
2002-08-07,83000.0,81100.0,401393.0,7.01,41400,-5190,-69150
2002-08-08,81200.0,80000.0,604800.0,6.91,195370,4140,-260390
2002-08-09,81100.0,79500.0,423597.0,6.87,66510,28610,-64330
2002-08-12,79500.0,80000.0,255607.0,6.91,-45800,-120,43410
2002-08-13,80000.0,83000.0,369168.0,7.17,-17440,98490,-93950
2002-08-14,81100.0,83200.0,466836.0,7.19,43321,78489,-137120
2002-08-16,84200.0,85000.0,619255.0,7.34,-85511,-19589,98400
2002-08-19,86400.0,83400.0,321179.0,7.21,25190,40350,-64500
2002-08-20,84600.0,87000.0,463651.0,7.52,-72870,105390,-40680
2002-08-21,86800.0,89300.0,582016.0,7.72,-86554,32164,67500
2002-08-22,91000.0,92900.0,815470.0,8.03,-45497,-142070,226357
2002-08-23,94000.0,92500.0,540986.0,7.99,-48309,-34498,117360
2002-08-26,91500.0,92500.0,156250.0,7.99,-56350,40080,15730
2002-08-27,92600.0,89500.0,344803.0,7.73,58690,-11830,-69490
2002-08-28,88000.0,88800.0,273923.0,7.67,30497,30940,-94667
2002-08-29,88800.0,91100.0,253925.0,7.87,-2538,-7285,1803
2002-08-30,91500.0,95500.0,567806.0,8.25,-19156,22586,40740
2002-09-02,96100.0,96500.0,370961.0,8.34,-17211,-46029,65220
2002-09-03,96000.0,93800.0,242411.0,8.11,4994,-8594,3170
2002-09-04,91800.0,92200.0,362883.0,7.97,15065,-24450,11588
2002-09-05,93000.0,90300.0,280143.0,7.8,46860,-52000,4940
2002-09-06,88800.0,87700.0,286343.0,7.58,87547,-50047,-40450
2002-09-09,88800.0,87000.0,217075.0,7.52,-81500,38060,40820
2002-09-10,87100.0,90000.0,238836.0,7.78,-36110,23170,9070
2002-09-11,90100.0,91400.0,256954.0,7.9,7557,19543,-34420
2002-09-12,91600.0,93000.0,373648.0,8.04,-131267,34677,101760
2002-09-13,91000.0,90400.0,241355.0,7.81,-58725,33575,15240
2002-09-16,90500.0,90800.0,305221.0,7.85,-61451,-98959,159310
2002-09-17,92800.0,95900.0,486825.0,8.29,-33990,-6550,35570
2002-09-18,93000.0,95000.0,505457.0,8.21,-12031,-69589,103950
2002-09-19,96000.0,96600.0,532580.0,8.35,-22690,20140,23990
2002-09-23,96000.0,93500.0,427393.0,8.08,26100,-93780,83620
2002-09-24,92100.0,91700.0,340061.0,7.92,44601,-48421,17380
2002-09-25,90100.0,91000.0,334738.0,7.86,8704,-44613,42040
2002-09-26,92700.0,88500.0,468347.0,7.65,108170,4480,-100630
2002-09-27,89000.0,86400.0,365218.0,7.47,-11829,42785,-20866
2002-09-30,83600.0,82200.0,313674.0,7.1,7782,5140,-8352
2002-10-01,81000.0,84000.0,288031.0,7.26,49535,-16575,-7080
2002-10-02,86000.0,82800.0,300134.0,7.15,-1981,66,7535
2002-10-04,81100.0,83600.0,261968.0,7.22,-12951,24341,-10040
2002-10-07,82400.0,80500.0,199995.0,6.96,22015,-26955,210
2002-10-08,79700.0,77200.0,625264.0,6.67,139266,16604,-145100
2002-10-09,77800.0,70700.0,578191.0,6.11,104110,-44100,-51450
2002-10-10,68900.0,69500.0,695102.0,6.01,-9050,61448,-59490
2002-10-11,71000.0,70300.0,669620.0,6.07,-33516,27256,11210
2002-10-14,73000.0,75500.0,416395.0,6.52,-86760,44280,24320
2002-10-15,75800.0,77500.0,494642.0,6.7,-37777,83437,-80130
2002-10-16,79000.0,83400.0,1099165.0,7.21,-38350,57849,-21440
2002-10-17,83000.0,84000.0,511130.0,7.26,-1020,-22650,9960
2002-10-18,85500.0,87500.0,894713.0,7.56,-80232,-95148,206460
2002-10-21,87500.0,79400.0,946559.0,6.86,73920,-39240,-74380
2002-10-22,79400.0,72900.0,1633014.0,6.3,567711,-7201,-619320
2002-10-23,72900.0,74500.0,1260390.0,6.44,156980,-41330,-150950
2002-10-24,75100.0,75400.0,987185.0,6.52,13842,-75222,40480
2002-10-25,75100.0,76500.0,433209.0,6.61,-123130,8460,25360
2002-10-28,78000.0,81600.0,643653.0,7.05,-69618,53938,6290
2002-10-29,81600.0,80000.0,688790.0,6.91,27438,-15328,-123820
2002-10-30,80000.0,77000.0,607330.0,6.65,56810,-109720,-39090
2002-10-31,77600.0,75700.0,552442.0,6.54,69880,-85250,-28880
2002-11-01,75700.0,74700.0,416752.0,6.45,46569,-123949,-16230
2002-11-04,76000.0,79500.0,588375.0,6.87,-85940,21060,54420
2002-11-05,79800.0,79000.0,543210.0,6.83,-75900,-12150,29140
2002-11-06,80000.0,82500.0,732329.0,7.13,-164080,80410,88080
2002-11-07,82500.0,81500.0,694540.0,7.04,25810,8320,-29130
2002-11-08,79500.0,79100.0,598910.0,6.83,61590,41820,-174750
2002-11-11,78900.0,76500.0,369720.0,6.61,30660,4870,-74630
2002-11-12,75400.0,76800.0,397704.0,6.64,29600,-41090,-38520
2002-11-13,76800.0,76800.0,365161.0,6.64,10349,-87699,6760
2002-11-14,77000.0,76300.0,350474.0,6.59,30314,-65614,-23450
2002-11-15,78000.0,78700.0,746950.0,6.8,162055,-11835,-147900
2002-11-18,78000.0,77000.0,378221.0,6.65,2380,5720,31180
2002-11-19,75700.0,76800.0,341220.0,6.64,90360,90,-66670
2002-11-20,76000.0,78200.0,590584.0,6.76,76110,43830,-109180
2002-11-21,79700.0,78800.0,865760.0,6.81,-133939,138089,4110
2002-11-22,80500.0,77000.0,1638595.0,6.65,-130220,-65130,271150
2002-11-25,76900.0,77000.0,870840.0,6.65,214735,-44925,-145920
2002-11-26,78000.0,78300.0,787417.0,6.77,117816,-109626,-14290
2002-11-27,77900.0,81500.0,951038.0,7.04,-14960,-93980,101040
2002-11-28,84000.0,84100.0,1582193.0,7.27,-362306,-274,396240
2002-11-29,84800.0,87500.0,799188.0,7.56,-151227,107007,41010
2002-12-02,87700.0,87800.0,530156.0,7.59,-77730,2890,89760
2002-12-03,87000.0,87800.0,497224.0,7.59,14113,-52923,53990
2002-12-04,85900.0,82500.0,645145.0,7.13,135045,4990,-148485
2002-12-05,83000.0,84000.0,421939.0,7.26,20087,22193,-36010
2002-12-06,82500.0,84000.0,276851.0,7.26,-61349,71810,-15040
2002-12-09,83400.0,82000.0,432337.0,7.09,-28656,30586,-34090
2002-12-10,79600.0,80900.0,359712.0,6.99,116135,-15155,-94290
2002-12-11,81500.0,79600.0,399580.0,6.88,95595,-34225,-47150
2002-12-12,79200.0,80400.0,403890.0,6.95,120983,-43512,-84001
2002-12-13,79500.0,79200.0,604592.0,6.84,285242,-114292,-188540
2002-12-16,77900.0,77700.0,262542.0,6.71,53150,-38000,-13900
2002-12-17,78800.0,78200.0,211476.0,6.76,7191,-17451,1450
2002-12-18,77300.0,79200.0,289605.0,6.84,92338,-17868,-81210
2002-12-20,78500.0,79600.0,422569.0,6.88,94823,-28501,-70110
2002-12-23,79600.0,76000.0,565943.0,6.57,30730,86710,-119610
2002-12-24,75200.0,76100.0,255940.0,6.58,5274,11186,-1290
2002-12-26,75200.0,74400.0,290474.0,6.43,95921,-75601,-2960
2002-12-27,72500.0,72200.0,253051.0,6.24,34120,-29040,2850
2002-12-30,71100.0,68500.0,373729.0,5.92,49020,12850,-27320
2003-01-02,68600.0,70000.0,285226.0,5.72,121660,-65660,-31860
2003-01-03,72100.0,73600.0,595102.0,6.01,70340,-77260,20330
2003-01-06,74200.0,73300.0,260270.0,5.99,37803,-32637,-1656
2003-01-07,74500.0,71500.0,463099.0,5.84,17470,-18780,-8730
2003-01-08,71500.0,70600.0,279525.0,5.77,52020,-8300,-41510
2003-01-09,69400.0,69000.0,428470.0,5.64,132360,14330,-136910
2003-01-10,69300.0,67200.0,817180.0,5.49,248340,-17680,-261140
2003-01-13,66200.0,68400.0,384576.0,5.59,47016,12894,-59920
2003-01-14,67900.0,70400.0,599279.0,5.75,-45930,42220,42310
2003-01-15,71900.0,69700.0,470205.0,5.69,-66090,111350,-46430
2003-01-16,68500.0,71900.0,601651.0,5.87,9153,39288,-47910
2003-01-17,71000.0,71000.0,397042.0,5.8,-20349,10409,33940
2003-01-20,70900.0,71500.0,567859.0,5.84,-12708,-95412,-38300
2003-01-21,71300.0,69300.0,449742.0,5.66,-69620,42010,-21940
2003-01-22,69300.0,67900.0,258831.0,5.55,-17841,-20684,-3335
2003-01-23,68100.0,68300.0,223012.0,5.58,-13320,39340,-29370
2003-01-24,68300.0,64700.0,383540.0,5.29,23392,-35670,-42850
2003-01-27,63600.0,62500.0,495696.0,5.11,54277,-40427,-112030
2003-01-28,61700.0,62300.0,365545.0,5.09,130800,10360,-121110
2003-01-29,62500.0,61800.0,365502.0,5.05,-25148,-51202,32730
2003-01-30,61800.0,64400.0,393777.0,5.26,-44040,60130,-16040
2003-02-03,65000.0,66100.0,231799.0,5.4,-64380,14510,46880
2003-02-04,66000.0,67000.0,316769.0,5.47,-31789,-27251,72580
2003-02-05,65900.0,66700.0,176601.0,5.45,-57500,20670,31270
2003-02-06,66600.0,65400.0,200029.0,5.34,-48719,-21590,35008
2003-02-07,64100.0,62500.0,493149.0,5.11,210030,114700,-340840
2003-02-10,61500.0,61200.0,921610.0,5.0,32949,69360,586660
2003-02-11,62400.0,61800.0,433147.0,5.05,54716,-24207,-111470
