Symbol,기아차_시가(원),기아차_종가(원),기아차_거래량(주),기아차_PER(IFRS-연결),기아차_순매수수량(개인)(주),기아차_순매수수량(기관계)(주),기아차_순매수수량(외국인계)(주)
2001-10-10,8140.0,8220.0,763160.0,27.28,-131730,-133530,-100870
2001-10-11,8370.0,8380.0,572400.0,27.82,-144660,134130,8300
2001-10-12,8500.0,8380.0,528880.0,27.82,-118700,-120590,10400
2001-10-15,8380.0,8380.0,318440.0,27.82,-165980,-38300,1200
2001-10-16,8380.0,8400.0,321760.0,27.88,-36450,-17170,-55800
2001-10-17,8450.0,8410.0,486450.0,27.92,-57250,-242630,13760
2001-10-18,8410.0,8450.0,607480.0,28.05,-400190,-99150,36930
2001-10-19,8500.0,8450.0,551140.0,28.05,-89370,9560,-220520
2001-10-22,8450.0,8450.0,349980.0,28.05,-250660,-50490,2000
2001-10-23,8500.0,8680.0,322870.0,28.81,-102020,84170,14160
2001-10-24,8680.0,8680.0,452600.0,28.81,-118580,-71620,-1260
2001-10-25,8730.0,8680.0,477480.0,28.81,-234940,-37400,-10770
2001-10-26,8750.0,8680.0,232860.0,28.81,-99450,-23050,-1860
2001-10-29,8680.0,8690.0,621960.0,28.84,-491380,-74880,8000
2001-10-30,8690.0,8610.0,493700.0,28.58,-333820,-90100,0
2001-10-31,8460.0,8390.0,164340.0,27.85,-58800,51710,10550
2001-11-01,8200.0,8250.0,502890.0,27.38,141930,-149660,-60
2001-11-02,8300.0,8070.0,605100.0,26.79,189940,-24840,-184500
2001-11-05,8300.0,9200.0,661920.0,30.54,-65480,63590,-1000
2001-11-06,9200.0,8990.0,888260.0,29.84,-242060,258740,2380
2001-11-07,9100.0,8700.0,486090.0,28.88,36790,-218560,183930
2001-11-08,8890.0,9110.0,1013070.0,30.24,-198270,154400,7180
2001-11-09,8950.0,8900.0,497450.0,29.54,111440,-133820,33880
2001-11-12,8900.0,9100.0,369450.0,30.21,-139870,114970,27900
2001-11-13,9000.0,9500.0,944780.0,31.53,-517580,280150,231000
2001-11-14,9600.0,9600.0,1034780.0,31.87,-47790,98730,-51940
2001-11-15,9600.0,9770.0,1106760.0,32.43,-356800,234620,96500
2001-11-16,9650.0,9820.0,797720.0,32.6,-189550,100190,68990
2001-11-19,9900.0,10200.0,1320530.0,33.86,-113720,39750,60810
2001-11-20,10400.0,9730.0,1380280.0,32.3,383860,-148250,-265840
2001-11-21,9600.0,9500.0,1144180.0,31.53,188460,71380,-307280
2001-11-22,9500.0,9610.0,683730.0,31.9,201400,-200180,3700
2001-11-23,9520.0,9890.0,915200.0,32.83,-256510,143970,106480
2001-11-26,9950.0,9920.0,1337620.0,32.93,-138830,120070,50000
2001-11-27,10000.0,10050.0,1463300.0,33.36,-363190,165510,143000
2001-11-28,10000.0,9120.0,905650.0,30.27,-33710,-13790,32340
2001-11-29,8980.0,9200.0,891390.0,30.54,111830,-125250,8250
2001-11-30,9700.0,9270.0,720550.0,30.77,103930,-67860,-36180
2001-12-03,9370.0,9280.0,1041060.0,30.8,542030,-471650,-67210
2001-12-04,9240.0,9130.0,764910.0,30.31,188230,-156980,-35870
2001-12-05,9210.0,9690.0,1585990.0,32.16,-793710,623950,114640
2001-12-06,9700.0,9350.0,1047770.0,31.04,-132950,80220,47660
2001-12-07,9350.0,9740.0,931360.0,32.33,-402060,319820,62740
2001-12-10,9810.0,9710.0,2479950.0,32.23,-303920,161730,116830
2001-12-11,9600.0,9620.0,607910.0,31.93,590,8600,-2400
2001-12-12,9500.0,9450.0,985190.0,31.37,159140,-68150,-88900
2001-12-13,9300.0,9210.0,2537920.0,30.57,1339510,-1063220,-151090
2001-12-14,9130.0,9050.0,1197210.0,30.04,562330,-374690,-133620
2001-12-17,9000.0,8740.0,781930.0,29.01,131540,-129640,-1920
2001-12-18,8620.0,8500.0,754370.0,28.21,-47940,17750,27120
2001-12-19,8700.0,8620.0,690810.0,28.61,-36530,70330,-50020
2001-12-20,8500.0,8850.0,660560.0,29.38,-54430,61030,-22660
2001-12-21,8510.0,8300.0,873580.0,27.55,532080,-320710,-145450
2001-12-24,8350.0,8190.0,542860.0,27.18,56440,54740,-112100
2001-12-26,8230.0,8300.0,591560.0,27.55,123770,-108610,-25000
2001-12-27,8110.0,8440.0,728260.0,28.01,49350,-51030,4150
2001-12-28,8620.0,8860.0,1115490.0,29.41,-179710,172470,-10000
2002-01-02,9000.0,9200.0,1209708.0,7.86,-76502,197542,-118010
2002-01-03,9200.0,9200.0,1010730.0,7.86,-205460,210130,-9000
2002-01-04,9430.0,9210.0,810236.0,7.87,-160722,154502,-16110
2002-01-07,9210.0,9100.0,936819.0,7.78,111344,-54234,-54080
2002-01-08,9030.0,8950.0,766663.0,7.65,121470,-75610,-51490
2002-01-09,8900.0,9220.0,1256981.0,7.88,-27090,-350100,387660
2002-01-10,9300.0,8640.0,1329928.0,7.38,232550,-535430,294450
2002-01-11,8830.0,8980.0,885423.0,7.67,33000,-50440,6270
2002-01-14,9000.0,8940.0,443302.0,7.64,17200,-18370,8000
2002-01-15,9010.0,9030.0,1096616.0,7.72,48220,-345990,301740
2002-01-16,9040.0,8820.0,446880.0,7.54,-13403,13220,-1427
2002-01-17,8660.0,8800.0,485370.0,7.52,-216590,219900,-6570
2002-01-18,8800.0,8470.0,1135292.0,7.24,683390,-121440,-555120
2002-01-21,8400.0,8640.0,486991.0,7.38,-173830,224930,-62630
2002-01-22,8640.0,8650.0,492660.0,7.39,82728,-94378,5950
2002-01-23,8510.0,8790.0,601289.0,7.51,-130120,127570,1910
2002-01-24,8820.0,9300.0,1557885.0,7.95,-659880,399230,253020
2002-01-25,9470.0,9350.0,2080119.0,7.99,-532750,452160,16450
2002-01-28,9550.0,10150.0,4499035.0,8.67,-1233049,199299,904130
2002-01-29,10400.0,10200.0,5066953.0,8.72,-155550,-12000,106480
2002-01-30,9700.0,9550.0,1333845.0,8.16,-18210,82960,-44260
2002-01-31,9750.0,9700.0,1387333.0,8.29,201830,-255010,61770
2002-02-01,9440.0,9410.0,1501663.0,8.04,-14600,-252000,231120
2002-02-04,9360.0,9480.0,885590.0,8.1,36367,-148457,119620
2002-02-05,9400.0,9300.0,772660.0,7.95,86110,-79330,4700
2002-02-06,9400.0,9800.0,1699009.0,8.37,-565692,83872,460480
2002-02-07,9670.0,9640.0,1455125.0,8.24,-223705,281700,-58185
2002-02-08,9640.0,9610.0,697219.0,8.21,-3495,83110,-73155
2002-02-14,9810.0,10200.0,1708140.0,8.72,-232905,370960,-196925
2002-02-15,9960.0,10100.0,4000134.0,8.63,464672,189608,-675050
2002-02-18,10100.0,10800.0,5026805.0,9.23,353222,136168,-843880
2002-02-19,11050.0,11200.0,5762719.0,9.57,-93200,69330,-12810
2002-02-20,10950.0,11300.0,2476240.0,9.66,-48195,207375,-261780
2002-02-21,11500.0,11350.0,1939393.0,9.7,-431460,374450,5100
2002-02-22,10950.0,11250.0,1390640.0,9.61,-218470,34110,126030
2002-02-25,11250.0,11550.0,2957514.0,9.87,-253364,63284,249570
2002-02-26,11650.0,11550.0,3172700.0,9.87,32586,145701,12553
2002-02-27,11550.0,11650.0,4039147.0,9.96,819429,233044,-166633
2002-02-28,11650.0,11450.0,2341460.0,9.78,486660,-74410,-65150
2002-03-04,11850.0,11800.0,4178568.0,10.08,-66611,11151,375270
2002-03-05,12100.0,11800.0,2838739.0,10.08,492830,11500,-465910
2002-03-06,11800.0,11700.0,1721939.0,10.0,-164130,317760,-197330
2002-03-07,11700.0,11200.0,2081665.0,9.57,335350,130670,-509220
2002-03-08,11400.0,11800.0,2000683.0,10.08,-914169,574270,443540
2002-03-11,11800.0,11950.0,1256936.0,10.21,-208700,-28140,127430
2002-03-12,11750.0,12200.0,2302763.0,10.43,-567490,356770,-135300
2002-03-13,12400.0,12950.0,5512962.0,11.07,-231680,699020,-574200
2002-03-14,12850.0,13450.0,4601330.0,11.49,227400,-229350,27090
2002-03-15,13500.0,14150.0,7064267.0,12.09,-1433,-805007,721540
2002-03-18,15000.0,14200.0,5943636.0,12.14,475557,-778617,352100
2002-03-19,14200.0,14000.0,3704989.0,11.96,527107,177370,-565417
2002-03-20,13800.0,13450.0,4244583.0,11.49,446067,-39987,-390670
2002-03-21,13200.0,13850.0,7491633.0,11.84,25890,-2451180,2474970
2002-03-22,14200.0,14400.0,3154510.0,12.31,-129328,182918,-82540
2002-03-25,14400.0,13700.0,1898034.0,11.71,7887,88233,-91880
2002-03-26,13600.0,13850.0,1739277.0,11.84,-189641,295531,21330
2002-03-27,14000.0,14000.0,2248639.0,11.96,154990,-111750,-194340
2002-03-28,14100.0,13900.0,2823948.0,11.88,279580,194700,-470340
2002-03-29,14000.0,14050.0,1969533.0,12.01,9510,29400,-10850
2002-04-01,14100.0,13650.0,1856740.0,11.67,283950,-330130,102800
2002-04-02,13650.0,13900.0,2621952.0,11.88,-23420,-13050,67450
2002-04-03,13800.0,14400.0,3879844.0,12.31,169010,-405220,324910
2002-04-04,14350.0,14850.0,4492839.0,12.69,-567084,600004,-39160
2002-04-08,15000.0,14850.0,5619049.0,12.69,-593573,55373,731890
2002-04-09,14850.0,14400.0,2232818.0,12.31,-71935,277970,-197875
2002-04-10,14150.0,13550.0,2425929.0,11.58,-106600,143880,-21870
2002-04-11,13600.0,13600.0,2963943.0,11.62,433650,-513030,63110
2002-04-12,13200.0,13450.0,2176672.0,11.49,359552,-95712,-103380
2002-04-15,13500.0,13800.0,1623526.0,11.79,82117,237130,-373437
2002-04-16,13900.0,14500.0,3042222.0,12.39,-892306,420270,608466
2002-04-17,15000.0,14950.0,4652830.0,12.78,-832750,316440,831230
2002-04-18,14950.0,15200.0,3204983.0,12.99,-386170,23440,619010
2002-04-19,15150.0,15150.0,3254811.0,12.95,-221475,-328495,563160
2002-04-22,15300.0,14950.0,3241420.0,12.78,-480336,135647,315320
2002-04-23,14900.0,15250.0,2977308.0,13.03,531530,-475740,-69850
2002-04-24,15200.0,14450.0,2357707.0,12.35,369760,166370,-578760
2002-04-25,14050.0,13900.0,1825837.0,11.88,-429290,371860,32350
2002-04-26,13900.0,14300.0,1935511.0,12.22,13370,-208710,78450
2002-04-29,13750.0,13450.0,1699754.0,11.49,-257040,11140,174320
2002-04-30,13400.0,13350.0,1477437.0,11.41,-286760,321130,-35000
2002-05-02,13650.0,14200.0,2104310.0,12.14,-252973,-142267,433790
2002-05-03,14200.0,15050.0,5445385.0,12.86,-597919,-732293,1370602
2002-05-06,15050.0,14400.0,1872866.0,12.31,-100170,242190,-162860
2002-05-07,14000.0,14700.0,1976184.0,12.56,-273398,393398,-160580
2002-05-08,14750.0,14250.0,2179120.0,12.18,139760,-38030,-124320
2002-05-09,14550.0,13950.0,3137283.0,11.92,613740,230090,-904840
2002-05-10,13900.0,13650.0,1953983.0,11.67,268070,-65160,-230590
2002-05-13,13300.0,13450.0,1367329.0,11.49,-94407,186067,-75980
2002-05-14,13550.0,14000.0,1813268.0,11.96,-212000,369930,-392450
2002-05-15,14050.0,14400.0,1988340.0,12.31,-648330,361240,217760
2002-05-16,14200.0,14150.0,1139856.0,12.09,-140750,-77720,147020
2002-05-17,14150.0,14250.0,1297525.0,12.18,-137450,198590,-51210
2002-05-20,14250.0,13750.0,1439556.0,11.75,338549,-604279,258710
2002-05-21,13600.0,13300.0,1394420.0,11.37,189770,-90040,-105840
2002-05-22,13150.0,13400.0,1594605.0,11.45,-27430,118380,-64990
2002-05-23,13700.0,13250.0,1484611.0,11.32,60355,-398590,376225
2002-05-24,13300.0,13050.0,1172562.0,11.15,-165500,166720,21960
2002-05-27,13050.0,12600.0,1198397.0,10.77,-264890,337390,-38500
2002-05-28,12500.0,12500.0,1420597.0,10.68,-280570,634930,-314880
2002-05-29,12300.0,12000.0,1631190.0,10.26,394690,-188830,-211490
2002-05-30,11700.0,11750.0,2115926.0,10.04,-4890,-26940,110070
2002-05-31,11800.0,11800.0,1171604.0,10.08,-271410,-107880,356420
2002-06-03,11700.0,12100.0,1246505.0,10.34,-23905,-104175,169050
2002-06-04,12250.0,12300.0,1118000.0,10.51,-43700,-156510,202290
2002-06-05,12600.0,12650.0,919760.0,10.81,-256870,3130,258210
2002-06-07,12650.0,12700.0,1498262.0,10.85,-24290,-740160,737640
2002-06-10,12700.0,12500.0,993366.0,10.68,77713,213937,-311210
2002-06-11,12350.0,12200.0,846057.0,10.43,160990,-140270,-9250
2002-06-12,12050.0,12250.0,1742938.0,10.47,244134,-125304,-152640
2002-06-14,12200.0,12100.0,659648.0,10.34,-18600,-64665,71455
2002-06-17,12100.0,11500.0,1006261.0,9.83,95040,-99080,-7430
2002-06-18,11750.0,11750.0,753840.0,10.04,-157770,144330,7140
2002-06-19,11700.0,10850.0,1272376.0,9.27,118974,103276,-220450
2002-06-20,10650.0,10800.0,1228670.0,9.23,92930,301400,-395200
2002-06-21,10550.0,10400.0,1576589.0,8.89,80866,-1426,-61050
2002-06-24,10050.0,10000.0,1527835.0,8.55,132820,-336710,204060
2002-06-25,10100.0,10200.0,2547726.0,8.72,96896,-572375,456909
2002-06-26,10050.0,10150.0,1912592.0,8.67,-750420,-170510,891360
2002-06-27,10500.0,10800.0,2509690.0,9.23,-282567,-370983,980610
2002-06-28,11000.0,11000.0,2363986.0,9.4,345939,-41145,-345414
2002-07-02,10600.0,10900.0,1308685.0,9.31,-51445,71725,-33910
2002-07-03,10900.0,11500.0,1717090.0,9.83,-554780,-18270,585280
2002-07-04,11650.0,12000.0,1605810.0,10.26,-437557,-372550,810427
2002-07-05,12000.0,12500.0,1940140.0,10.68,-738180,121420,545030
2002-07-08,12800.0,11900.0,1649390.0,10.17,369840,-535710,174960
2002-07-09,12000.0,12100.0,973443.0,10.34,-294698,216148,79600
2002-07-10,12200.0,12100.0,1199420.0,10.34,-164690,-210960,395020
2002-07-11,11700.0,11100.0,1457779.0,9.49,495995,-164395,-329710
2002-07-12,11450.0,11550.0,874800.0,9.87,-136641,280581,-89220
2002-07-15,11200.0,11100.0,1140723.0,9.49,86799,-57339,-18060
2002-07-16,10800.0,10750.0,1330040.0,9.19,102310,349080,-449240
2002-07-18,10900.0,10750.0,671276.0,9.19,-4340,136900,-127260
2002-07-19,10750.0,10800.0,1763534.0,9.23,344550,-435550,-87930
2002-07-22,10200.0,10050.0,1185989.0,8.59,134560,157920,-296240
2002-07-23,10100.0,10900.0,1772577.0,9.31,-47630,274890,-217220
2002-07-24,10500.0,10600.0,1391030.0,9.06,129020,221510,-353190
2002-07-25,11350.0,10400.0,1707028.0,8.89,222890,4570,-62930
2002-07-26,10400.0,10150.0,1784990.0,8.67,413890,22110,-445470
2002-07-29,10250.0,10150.0,901060.0,8.67,15100,-34130,13960
2002-07-30,10500.0,10800.0,2142090.0,9.23,-397210,-299850,692000
2002-07-31,10800.0,10550.0,1151540.0,9.02,57430,-156940,110770
2002-08-01,10600.0,10300.0,802957.0,8.8,-20949,-114791,142680
2002-08-02,10100.0,10500.0,826628.0,8.97,-102787,12287,85880
2002-08-05,10400.0,10100.0,712829.0,8.63,204752,-203442,43850
2002-08-06,9900.0,10200.0,1172770.0,8.72,-106480,177630,-76350
2002-08-07,10450.0,10300.0,1142910.0,8.8,33130,-256450,218700
2002-08-08,10400.0,10100.0,1006205.0,8.63,369600,-405090,49620
2002-08-09,10450.0,10150.0,911266.0,8.67,8686,-69526,59000
2002-08-12,10100.0,10050.0,634461.0,8.59,94750,54460,-151890
2002-08-13,10100.0,10200.0,670612.0,8.72,9655,-81395,70930
2002-08-14,10000.0,10200.0,1034583.0,8.72,-92258,4108,78750
2002-08-16,10500.0,10550.0,1188528.0,9.02,-195732,-67390,278990
2002-08-19,10600.0,10450.0,1095225.0,8.93,60058,-275808,228670
2002-08-20,10700.0,10750.0,1166169.0,9.19,-404955,274585,113530
2002-08-21,10650.0,10700.0,843576.0,9.14,28692,253138,-283800
2002-08-22,10700.0,10500.0,1356564.0,8.97,348030,121980,-467710
2002-08-23,10650.0,10400.0,775278.0,8.89,-278640,138800,131370
2002-08-26,10250.0,10400.0,329754.0,8.89,-141820,148010,3340
2002-08-27,10400.0,10150.0,861728.0,8.67,438746,-352946,-81400
2002-08-28,10200.0,10250.0,539610.0,8.76,-155270,152720,-580
2002-08-29,10200.0,10100.0,696890.0,8.63,236760,-245690,-42420
2002-08-30,10050.0,10000.0,2348490.0,8.55,1178050,-83340,-1094880
2002-09-02,10050.0,10300.0,1143970.0,8.8,-156157,-21453,68370
2002-09-03,10300.0,10300.0,1379963.0,8.8,-523138,24868,487790
2002-09-04,10200.0,10050.0,1141627.0,8.59,237840,-454190,223060
2002-09-05,10200.0,9850.0,2122030.0,8.42,799760,-672000,-117900
2002-09-06,9700.0,9700.0,1676468.0,8.29,-54852,-190410,251600
2002-09-09,9510.0,9270.0,1350310.0,7.92,-73270,-145430,211910
2002-09-10,9110.0,9270.0,1081528.0,7.92,-17580,121230,-84780
2002-09-11,9300.0,9620.0,816500.0,8.22,-206540,232310,-18520
2002-09-12,9380.0,10000.0,1321982.0,8.55,-408480,149920,236140
2002-09-13,9850.0,9570.0,715550.0,8.18,200430,-177530,-21410
2002-09-16,9570.0,9430.0,683067.0,8.06,-25870,-67350,95240
2002-09-17,9510.0,9840.0,1088234.0,8.41,-316320,438160,-140400
2002-09-18,9590.0,9500.0,867332.0,8.12,313472,-356632,95120
2002-09-19,9490.0,9350.0,1067700.0,7.99,173640,168840,-353280
2002-09-23,9200.0,9230.0,653933.0,7.89,-176670,-66350,291070
2002-09-24,9100.0,9270.0,1611240.0,7.92,-163470,612870,-432190
2002-09-25,9150.0,8750.0,1753112.0,7.48,74990,-149860,73350
2002-09-26,8950.0,8400.0,1778180.0,7.18,333167,-232360,-104200
2002-09-27,8400.0,8180.0,1446964.0,6.99,130758,-12385,-101380
2002-09-30,7900.0,7830.0,1041044.0,6.69,-64810,-29670,91720
2002-10-01,7570.0,7800.0,1674044.0,6.67,279290,325330,-628220
2002-10-02,8020.0,7700.0,1165056.0,6.58,-39540,158740,-69220
2002-10-04,7520.0,7870.0,2618210.0,6.73,156063,231837,-374740
2002-10-07,7800.0,7450.0,1167420.0,6.37,354814,-293884,-78130
2002-10-08,7400.0,7630.0,1321691.0,6.52,-254630,234500,59830
2002-10-09,7650.0,7590.0,937820.0,6.49,-141800,-20670,152200
2002-10-10,7500.0,7170.0,1353376.0,6.13,-103690,-94470,187760
2002-10-11,7400.0,7200.0,1489770.0,6.15,8830,-348850,362310
2002-10-14,7460.0,7590.0,868720.0,6.49,33970,-123320,84410
2002-10-15,7590.0,7950.0,1523920.0,6.79,-248950,139570,89210
2002-10-16,8300.0,8500.0,2524526.0,7.26,-490594,-83917,530700
2002-10-17,8500.0,9000.0,2019420.0,7.69,-590020,-188490,717360
2002-10-18,9310.0,9400.0,2354275.0,8.03,-304520,-120200,401420
2002-10-21,9400.0,8880.0,1031706.0,7.59,-12460,87720,-106360
2002-10-22,9130.0,8500.0,1043454.0,7.26,71800,50700,-173180
2002-10-23,8350.0,8900.0,1400546.0,7.61,-231860,205660,-20850
2002-10-24,8800.0,8730.0,1447270.0,7.46,231468,-181328,-54870
2002-10-25,8640.0,8770.0,803200.0,7.49,-89960,161270,-95900
2002-10-28,8810.0,9000.0,1395190.0,7.69,-38670,310480,-281470
2002-10-29,9000.0,9050.0,1194387.0,7.73,-108120,286270,-177730
2002-10-30,9110.0,9100.0,1151758.0,7.78,-209750,-107250,319700
2002-10-31,9160.0,8790.0,1095750.0,7.51,46770,206790,-251160
2002-11-01,8700.0,8800.0,812780.0,7.52,-14315,8145,6170
2002-11-04,8900.0,8900.0,1009331.0,7.61,-227650,448870,-201060
2002-11-05,9000.0,8600.0,978065.0,7.35,327000,-220830,-94940
2002-11-06,8810.0,9220.0,1288330.0,7.88,-453580,316570,139160
2002-11-07,9080.0,9070.0,1100210.0,7.75,170890,-196000,11110
2002-11-08,8800.0,8770.0,858243.0,7.49,238523,-191250,-46353
2002-11-11,8760.0,8390.0,1100590.0,7.17,501760,-174490,-317520
2002-11-12,8200.0,8180.0,932710.0,6.99,278780,28940,-318290
2002-11-13,8200.0,8110.0,842201.0,6.93,175770,-309830,150080
2002-11-14,8050.0,8200.0,870773.0,7.01,66230,-19430,-164900
2002-11-15,8330.0,8400.0,798530.0,7.18,-199630,44800,161010
2002-11-18,8320.0,8120.0,617976.0,6.94,83820,43250,-138630
2002-11-19,8190.0,8470.0,916558.0,7.24,-275300,212580,67440
2002-11-20,8470.0,8400.0,744759.0,7.18,-44710,245870,-218880
2002-11-21,8620.0,8850.0,1347290.0,7.56,-627748,433468,189540
2002-11-22,9100.0,9010.0,1491330.0,7.7,-456768,-81192,575010
2002-11-25,9000.0,9300.0,814922.0,7.95,-237832,285182,-42300
2002-11-26,9300.0,9070.0,820607.0,7.75,231823,-141933,-66600
2002-11-27,9000.0,9200.0,569044.0,7.86,-161840,131910,24590
2002-11-28,9400.0,9000.0,953652.0,7.69,132225,26595,-141520
2002-11-29,8910.0,9100.0,1329274.0,7.78,391460,-284730,-133300
2002-12-02,9150.0,9500.0,1857727.0,8.12,-226610,-105780,301500
2002-12-03,9610.0,9990.0,2761176.0,8.54,-172097,-179863,456870
2002-12-04,9800.0,9600.0,1618410.0,8.2,-169366,152086,50990
2002-12-05,9750.0,10050.0,1696737.0,8.59,-67834,225760,-124589
2002-12-06,9850.0,9780.0,1500328.0,8.36,412940,-105590,-313310
2002-12-09,9760.0,9890.0,1443370.0,8.45,-248130,67320,177820
2002-12-10,9700.0,9610.0,1357951.0,8.21,376940,295290,-680290
2002-12-11,9610.0,9600.0,910570.0,8.2,62350,-158060,87180
2002-12-12,9470.0,10200.0,2517980.0,8.72,-925761,441421,464560
2002-12-13,10200.0,10050.0,1681755.0,8.59,113410,-746820,648250
2002-12-16,10000.0,9940.0,731220.0,8.49,101710,-268730,162430
2002-12-17,10150.0,10050.0,817967.0,8.59,-132293,92403,45350
2002-12-18,9850.0,10100.0,931151.0,8.63,-140707,74507,49530
2002-12-20,9900.0,10600.0,1797830.0,9.06,-669218,-169232,888070
2002-12-23,10600.0,10300.0,981448.0,8.8,-373730,252620,99780
2002-12-24,10150.0,9810.0,984622.0,8.38,8376,39604,-45510
2002-12-26,9710.0,9600.0,757230.0,8.2,72710,42470,-110710
2002-12-27,9310.0,9510.0,718720.0,8.13,-180170,-110350,295300
2002-12-30,9260.0,8800.0,952335.0,7.52,-76387,231199,-143982
2003-01-02,9000.0,9190.0,688980.0,4.76,114750,-213450,121280
2003-01-03,9350.0,9550.0,1419855.0,4.95,85900,-532480,498830
2003-01-06,9720.0,9700.0,1076373.0,5.03,151239,-369181,256472
2003-01-07,9900.0,9420.0,1034182.0,4.88,-154908,-137550,305128
2003-01-08,9500.0,9520.0,599806.0,4.93,-149790,-2400,163570
2003-01-09,9400.0,8940.0,1358610.0,4.63,526750,-286070,-199410
2003-01-10,9050.0,8470.0,2584582.0,4.39,615420,-465320,-164270
2003-01-13,8500.0,8650.0,1125177.0,4.48,109780,141750,-262250
2003-01-14,8630.0,8540.0,1095942.0,4.43,240100,-78130,-201350
2003-01-15,8600.0,8710.0,1416640.0,4.51,42829,-207099,180470
2003-01-16,8520.0,8470.0,1161095.0,4.39,350195,60955,-379420
2003-01-17,8300.0,8320.0,1269001.0,4.31,196124,-145480,-42200
2003-01-20,8190.0,8140.0,882096.0,4.22,163726,9180,-177190
2003-01-21,8130.0,8010.0,1320798.0,4.15,410310,-233840,-162290
2003-01-22,7810.0,7700.0,1674862.0,3.99,564001,-9821,-553190
2003-01-23,7560.0,7700.0,2717111.0,3.99,693031,546610,-1254070
2003-01-24,7700.0,7930.0,2383403.0,4.11,-1046088,-10232,1049610
2003-01-27,7770.0,7700.0,1293716.0,3.99,271670,-293400,49820
2003-01-28,7650.0,7800.0,594708.0,4.04,-3065,15365,-14250
2003-01-29,7840.0,7600.0,1353629.0,3.94,84920,-159500,35060
