Symbol,현대산업_시가(원),현대산업_종가(원),현대산업_거래량(주),현대산업_PER(IFRS-연결),현대산업_순매수수량(개인)(주),현대산업_순매수수량(기관계)(주),현대산업_순매수수량(외국인계)(주)
2002-01-18,7390.0,7280.0,1384600.0,,341900,21300,-545450
2002-01-21,7380.0,7850.0,1169968.0,,-223624,-115666,324360
2002-01-22,7970.0,7800.0,1302200.0,,-6120,-95980,131310
2002-01-23,7650.0,7820.0,1128048.0,,410880,74270,-501190
2002-01-24,8000.0,8150.0,1809825.0,,-233820,245680,29320
2002-01-25,8620.0,8900.0,5597731.0,,-1080820,-288780,1382750
2002-01-28,9100.0,8800.0,1729862.0,,-111900,183840,37720
2002-01-29,8990.0,8780.0,1349930.0,,226150,-250020,128060
2002-01-30,8500.0,8890.0,1428993.0,,-155060,23290,239350
2002-01-31,9000.0,8890.0,1417814.0,,-86630,-303750,469000
2002-02-01,8900.0,8660.0,845277.0,,-140590,39410,119380
2002-02-04,8500.0,8230.0,514291.0,,28740,-12090,0
2002-02-05,8150.0,8450.0,493929.0,,-111910,92380,7260
2002-02-06,8100.0,8200.0,510194.0,,115350,44960,-176910
2002-02-07,8290.0,8200.0,844010.0,,-93900,60570,53730
2002-02-08,8200.0,8280.0,782670.0,,-13040,280450,-270250
2002-02-14,8350.0,8760.0,1088872.0,,-195577,126540,144887
2002-02-15,8760.0,8840.0,1384157.0,,-112897,-36673,187570
2002-02-18,8920.0,9200.0,1872411.0,,-106040,-83550,341680
2002-02-19,9440.0,9640.0,3500574.0,,-705940,-27600,814500
2002-02-20,9650.0,9590.0,1729715.0,,-475140,240160,223750
2002-02-21,9800.0,9650.0,1322174.0,,-143530,-103810,257660
2002-02-22,9500.0,9260.0,846085.0,,-136390,109160,-1630
2002-02-25,9320.0,9250.0,511490.0,,-55240,45650,1760
2002-02-26,9330.0,9540.0,649942.0,,-226670,233140,-1400
2002-02-27,9620.0,10500.0,2589820.0,,-449620,419740,12690
2002-02-28,10500.0,10500.0,957892.0,,-77404,2584,61080
2002-03-04,10500.0,10250.0,1510630.0,,173822,96618,-268390
2002-03-05,10400.0,9990.0,1705807.0,,435150,137770,-567210
2002-03-06,10050.0,9680.0,1656525.0,,821660,-69780,-740070
2002-03-07,9750.0,9330.0,1850444.0,,629584,316696,-945120
2002-03-08,9300.0,9480.0,775334.0,,-78410,-26550,114090
2002-03-11,9500.0,9870.0,965755.0,,-135490,-14860,129160
2002-03-12,9910.0,9790.0,832730.0,,42110,-47380,2300
2002-03-13,9850.0,9970.0,1068535.0,,5810,66830,-6930
2002-03-14,10000.0,10050.0,750030.0,,-28420,-38360,68190
2002-03-15,9940.0,10300.0,2143176.0,,108692,81268,-192570
2002-03-18,10950.0,10500.0,2736039.0,,286003,-11080,-179143
2002-03-19,10500.0,10400.0,1232360.0,,8410,8350,-44720
2002-03-20,10250.0,10200.0,1481230.0,,-150790,-119230,238870
2002-03-21,10200.0,10200.0,806650.0,,-119230,56250,-1440
2002-03-22,10100.0,10150.0,1471986.0,,158940,95760,-270030
2002-03-25,10000.0,9850.0,1716347.0,,512180,54070,-524660
2002-03-26,9760.0,9410.0,1280386.0,,243270,113100,-363170
2002-03-27,9420.0,9450.0,798973.0,,156902,65308,-224050
2002-03-28,9510.0,9450.0,1209090.0,,320730,26410,-344810
2002-03-29,9350.0,9500.0,597700.0,,-214480,131980,0
2002-04-01,9500.0,9200.0,698204.0,,22690,-78660,-12700
2002-04-02,9200.0,9710.0,1729523.0,,-348800,-56630,430840
2002-04-03,9950.0,9650.0,1966057.0,,145980,251550,-475350
2002-04-04,9650.0,9470.0,1359901.0,,-100744,111354,-79090
2002-04-08,9600.0,9310.0,520451.0,,64860,4770,-69170
2002-04-09,9220.0,9110.0,461845.0,,15283,-22383,5600
2002-04-10,9020.0,8590.0,1442620.0,,115380,-213920,77750
2002-04-11,8600.0,8550.0,896150.0,,218120,13640,-255480
2002-04-12,8360.0,8500.0,605126.0,,177286,-92246,-93200
2002-04-15,8510.0,8770.0,747590.0,,-65720,143090,-131000
2002-04-16,8700.0,8950.0,956232.0,,65880,107820,-307730
2002-04-17,9000.0,9140.0,854010.0,,-280496,-7974,228100
2002-04-18,9000.0,8700.0,1045910.0,,374330,-230940,-103000
2002-04-19,8600.0,8500.0,829444.0,,297340,37610,-354990
2002-04-22,8600.0,8110.0,1242842.0,,363750,164280,-538690
2002-04-23,8010.0,7840.0,981530.0,,188860,204980,-382000
2002-04-24,7840.0,8200.0,1856959.0,,194620,-422340,278910
2002-04-25,8200.0,7800.0,1167135.0,,-126980,77370,47140
2002-04-26,7890.0,7790.0,394780.0,,20960,-15370,-5500
2002-04-29,7540.0,7500.0,868011.0,,-260510,280190,-18600
2002-04-30,7350.0,7130.0,1165869.0,,192370,-660,-191000
2002-05-02,7400.0,7690.0,2007899.0,,-95049,-606380,753649
2002-05-03,7680.0,7870.0,1392761.0,,-365030,146240,243480
2002-05-06,7800.0,7870.0,1500910.0,,13400,-36480,23290
2002-05-07,7980.0,7870.0,1587595.0,,-790,-4050,6100
2002-05-08,8020.0,8000.0,855389.0,,-170360,4840,181500
2002-05-09,8120.0,8180.0,1529068.0,,13100,-252240,305190
2002-05-10,8270.0,7900.0,796550.0,,-42170,-276790,319860
2002-05-13,7760.0,7820.0,468756.0,,-2500,5780,400
2002-05-14,7850.0,7570.0,793542.0,,129430,75500,-75500
2002-05-15,7640.0,7750.0,603264.0,,-6930,-1070,6200
2002-05-16,7770.0,7900.0,477140.0,,-203720,7910,195470
2002-05-17,8050.0,8340.0,1133078.0,,-308330,-146010,471920
2002-05-20,8490.0,8150.0,1213950.0,,29680,-401350,365800
2002-05-21,8300.0,7940.0,1180144.0,,191050,-38720,-151760
2002-05-22,7960.0,8100.0,476064.0,,-62910,21810,40870
2002-05-23,8160.0,8210.0,2316217.0,,-39012,-397590,437652
2002-05-24,8300.0,8200.0,800513.0,,-125950,69890,62820
2002-05-27,8110.0,7900.0,430071.0,,-102361,82410,500
2002-05-28,7900.0,7830.0,354700.0,,-38300,47720,-30000
2002-05-29,7730.0,7470.0,814110.0,,196460,9840,-239070
2002-05-30,7540.0,7520.0,921170.0,,-88300,-152910,423550
2002-05-31,7400.0,7400.0,481580.0,,-165810,9030,162220
2002-06-03,7410.0,7430.0,359260.0,,2630,-47680,45730
2002-06-04,7400.0,7520.0,358390.0,,-24449,-11670,30010
2002-06-05,7590.0,7600.0,415670.0,,-12320,12370,11690
2002-06-07,7650.0,7650.0,418970.0,,-111970,-7060,127950
2002-06-10,7650.0,7700.0,183467.0,,-35373,40043,2550
2002-06-11,7700.0,7990.0,632506.0,,-105517,-92303,212400
2002-06-12,8100.0,8400.0,1239929.0,,-331670,-3930,383230
2002-06-14,8400.0,8140.0,407760.0,,-40960,14130,33130
2002-06-17,8300.0,8100.0,340460.0,,-32120,-34870,66800
2002-06-18,8220.0,8000.0,525363.0,,65440,-140,-38300
2002-06-19,7800.0,7700.0,313760.0,,-45130,-24600,61310
2002-06-20,7550.0,7350.0,1031910.0,,534010,38260,-575750
2002-06-21,7280.0,7310.0,403080.0,,219550,-219400,-2200
2002-06-24,7200.0,6750.0,986160.0,,477720,-477250,-5360
2002-06-25,6860.0,6890.0,542138.0,,-162589,-10470,173339
2002-06-26,6800.0,7030.0,2119206.0,,-495190,-202080,862490
2002-06-27,7300.0,7140.0,1606126.0,,-198750,-28630,256260
2002-06-28,7410.0,7670.0,1054488.0,,-250480,-73790,383270
2002-07-02,7340.0,7800.0,870315.0,,-216490,-45360,279350
2002-07-03,7700.0,7800.0,657390.0,,-198090,-22790,256390
2002-07-04,7930.0,8040.0,695674.0,,-195174,-26920,269340
2002-07-05,8000.0,7970.0,686502.0,,-60866,96170,5000
2002-07-08,8100.0,7940.0,589591.0,,-13719,-180330,250000
2002-07-09,8000.0,8010.0,311962.0,,-79468,78928,0
2002-07-10,8000.0,8100.0,355072.0,,9690,-11550,1300
2002-07-11,8000.0,7860.0,369207.0,,-75410,40690,34630
2002-07-12,7960.0,8240.0,620970.0,,-157460,91310,49740
2002-07-15,8200.0,8150.0,404664.0,,4650,-6640,2780
2002-07-16,8160.0,8120.0,640240.0,,-27840,-10210,39160
2002-07-18,8170.0,8240.0,558230.0,,-75890,17050,58840
2002-07-19,8100.0,7860.0,543640.0,,7780,-75270,65870
2002-07-22,7600.0,7360.0,451070.0,,-32080,630,30310
2002-07-23,7280.0,7650.0,340586.0,,-161000,46460,113620
2002-07-24,7500.0,7600.0,299432.0,,37370,-29270,-8100
2002-07-25,7940.0,7790.0,357080.0,,-168170,63270,104900
2002-07-26,7720.0,7650.0,272240.0,,-86640,130,89750
2002-07-29,7850.0,7810.0,196190.0,,-64640,5210,60400
2002-07-30,7980.0,8360.0,1299648.0,,-37990,34090,970
2002-07-31,8500.0,8240.0,449080.0,,-44500,3310,42430
2002-08-01,8390.0,8160.0,420950.0,,-74140,-39920,114570
2002-08-02,8030.0,8290.0,437248.0,,-59610,-24900,83760
2002-08-05,8350.0,8120.0,1839080.0,,35940,-65380,34860
2002-08-06,8010.0,7780.0,745373.0,,-63930,123430,-60910
2002-08-07,8100.0,7900.0,348030.0,,-93160,68480,24680
2002-08-08,7820.0,7870.0,568451.0,,165150,-72110,-127330
2002-08-09,7950.0,7800.0,394440.0,,34930,3690,-36120
2002-08-12,7920.0,7900.0,393500.0,,-54250,9600,58500
2002-08-13,7910.0,8000.0,549423.0,,-25850,31390,-4540
2002-08-14,7920.0,7800.0,559754.0,,146694,-10144,-137480
2002-08-16,7800.0,7550.0,943517.0,,543840,-80060,-469920
2002-08-19,7550.0,7510.0,529067.0,,127650,-28080,-100050
2002-08-20,7620.0,7650.0,630673.0,,24740,66660,-94550
2002-08-21,7650.0,7900.0,972775.0,,-21350,51060,-29980
2002-08-22,7980.0,7960.0,575660.0,,-151000,120070,25380
2002-08-23,7990.0,7920.0,472055.0,,-179190,132320,31800
2002-08-26,7890.0,7930.0,725899.0,,-71350,-22820,93600
2002-08-27,8020.0,8000.0,713150.0,,-105680,-51090,157110
2002-08-28,8020.0,8050.0,620342.0,,-50100,-58550,106050
2002-08-29,8000.0,7960.0,305130.0,,45043,19500,-73243
2002-08-30,7950.0,8060.0,721586.0,,-10300,154450,-136140
2002-09-02,8060.0,8320.0,1109260.0,,83378,-138718,46830
2002-09-03,8470.0,8330.0,854052.0,,-316740,-68020,385990
2002-09-04,8130.0,8400.0,966773.0,,-202792,-203550,413042
2002-09-05,8500.0,8160.0,910272.0,,29180,18970,-46830
2002-09-06,8160.0,7860.0,445949.0,,-39340,25020,14690
2002-09-09,7830.0,7500.0,346655.0,,-28050,29520,-2780
2002-09-10,7330.0,7530.0,370148.0,,-64510,38520,26430
2002-09-11,7570.0,7580.0,327540.0,,59550,21040,-81510
2002-09-12,7510.0,7750.0,361230.0,,7500,43110,-59590
2002-09-13,7600.0,7460.0,329008.0,,188800,-96020,-107880
2002-09-16,7490.0,7250.0,372370.0,,156390,-55320,-101470
2002-09-17,7300.0,7310.0,430850.0,,142590,32160,-157690
2002-09-18,7100.0,7020.0,493190.0,,228900,-150110,-81730
2002-09-19,7010.0,6900.0,440470.0,,213450,12030,-247170
2002-09-23,6710.0,6600.0,457696.0,,130480,-46820,-84790
2002-09-24,6510.0,6200.0,707828.0,,273330,41570,-322150
2002-09-25,6250.0,6070.0,922500.0,,168640,-172310,2980
2002-09-26,6140.0,6190.0,928571.0,,-117700,23510,62630
2002-09-27,6220.0,6780.0,1723400.0,,-446500,135490,320890
2002-09-30,6620.0,6860.0,818095.0,,-268980,162000,104440
2002-10-01,6820.0,7000.0,403990.0,,-194350,142550,56220
2002-10-02,7100.0,6900.0,304910.0,,-60850,83550,-22390
2002-10-04,6780.0,6700.0,229710.0,,-18830,28880,-10050
2002-10-07,6610.0,6260.0,214603.0,,47908,-49158,1700
2002-10-08,6110.0,6300.0,368423.0,,31630,77720,-110180
2002-10-09,6300.0,5960.0,413830.0,,148680,-90040,-62820
2002-10-10,5810.0,5400.0,766728.0,,371030,76610,-450980
2002-10-11,5690.0,5350.0,434990.0,,-4590,10950,-24110
2002-10-14,5440.0,5540.0,559760.0,,173870,25150,-200400
2002-10-15,5590.0,5900.0,607580.0,,-88580,55970,32400
2002-10-16,6030.0,5850.0,600786.0,,-19174,-15090,34560
2002-10-17,5800.0,6080.0,386680.0,,-26590,3300,19670
2002-10-18,6230.0,6650.0,1006640.0,,-253260,10560,243410
2002-10-21,6670.0,6300.0,375011.0,,15660,13430,-28280
2002-10-22,6450.0,6000.0,429865.0,,86120,-16380,-70180
2002-10-23,6000.0,6200.0,631031.0,,-13300,111230,-126140
2002-10-24,6310.0,6130.0,334255.0,,18340,-56870,40440
2002-10-25,5980.0,6080.0,260620.0,,-13450,5730,25800
2002-10-28,6130.0,6420.0,393091.0,,-49100,10280,38100
2002-10-29,6470.0,6740.0,1114455.0,,-360810,217070,144100
2002-10-30,6750.0,6680.0,847058.0,,-110040,86980,-177080
2002-10-31,6600.0,6630.0,560839.0,,-18330,106010,-78220
2002-11-01,6590.0,6460.0,330263.0,,-5120,10690,-5580
2002-11-04,6470.0,6650.0,349717.0,,-49460,78180,-31610
2002-11-05,6650.0,6710.0,401970.0,,-112680,-19590,132560
2002-11-06,6760.0,6850.0,362205.0,,-126080,-40690,163460
2002-11-07,6970.0,7000.0,1319543.0,,-469558,-32770,504718
2002-11-08,7000.0,6870.0,227532.0,,-1388,21298,-19880
2002-11-11,6820.0,6660.0,193350.0,,43220,14910,-58210
2002-11-12,6440.0,6490.0,195429.0,,39010,25320,-65000
2002-11-13,6520.0,6400.0,265175.0,,52770,-47090,-3330
2002-11-14,6400.0,6500.0,712733.0,,100950,-40960,-60150
2002-11-15,6640.0,6680.0,344540.0,,-3880,1090,3420
2002-11-18,6800.0,6680.0,286050.0,,-64380,62790,470
2002-11-19,6650.0,6810.0,387218.0,,-14080,25250,-11170
2002-11-20,6830.0,7020.0,800357.0,,-212020,164190,15770
2002-11-21,7110.0,7050.0,537790.0,,-217080,140940,71750
2002-11-22,7190.0,7000.0,382275.0,,-44850,-23880,66640
2002-11-25,7200.0,7120.0,268217.0,,-91820,35040,51650
2002-11-26,7230.0,7400.0,1456773.0,,-158280,-5760,120420
2002-11-27,7440.0,7590.0,784149.0,,-156510,17440,87930
2002-11-28,7700.0,7430.0,406070.0,,62040,14460,-76500
2002-11-29,7450.0,7270.0,533637.0,,166727,53783,-221620
2002-12-02,7290.0,7600.0,699733.0,,-225450,342030,-116310
2002-12-03,7550.0,7600.0,663908.0,,-34090,-79620,131340
2002-12-04,7600.0,7610.0,599062.0,,-203230,3910,194650
2002-12-05,7680.0,7700.0,268890.0,,-151070,134090,14230
2002-12-06,7610.0,7660.0,140395.0,,-40310,-17760,59180
2002-12-09,7700.0,7600.0,265120.0,,-63091,-50259,114750
2002-12-10,7600.0,7600.0,280750.0,,-11140,54570,-42430
2002-12-11,7600.0,7610.0,433550.0,,700,-221500,263110
2002-12-12,7670.0,8000.0,612201.0,,-230774,-6806,235510
2002-12-13,7920.0,8100.0,492300.0,,-136330,-105990,242030
2002-12-16,8100.0,7850.0,170641.0,,-1590,-43430,46000
2002-12-17,7960.0,8280.0,313904.0,,-152287,71357,77000
2002-12-18,8200.0,7950.0,486327.0,,317407,-175677,0
2002-12-20,8100.0,7750.0,500152.0,,156001,-109721,54760
2002-12-23,7730.0,7750.0,269669.0,,-99600,43910,101570
2002-12-24,7600.0,7750.0,253224.0,,-108159,45339,66530
2002-12-26,7540.0,7740.0,468610.0,,223310,-172590,-54000
2002-12-27,7500.0,7380.0,408405.0,,-95340,-58460,205350
2002-12-30,7260.0,7000.0,402534.0,,-131790,-610,133650
2003-01-02,6930.0,7010.0,191390.0,5.17,32690,-49940,23260
2003-01-03,7080.0,7120.0,401349.0,5.25,109550,-197940,132560
2003-01-06,7130.0,7210.0,184610.0,5.32,9500,-42230,30330
2003-01-07,7280.0,6990.0,486765.0,5.16,73370,-66590,-3790
2003-01-08,6900.0,7060.0,175330.0,5.21,-63970,-9990,76550
2003-01-09,6900.0,6710.0,197669.0,4.95,89060,-64710,-18620
2003-01-10,6720.0,6590.0,316982.0,4.86,-5350,3270,-4880
2003-01-13,6470.0,6790.0,153180.0,5.01,-52570,31040,23420
2003-01-14,6700.0,6550.0,595956.0,4.83,275240,-23560,-251960
2003-01-15,6740.0,6950.0,592071.0,5.13,-193096,-28344,224130
2003-01-16,6900.0,7000.0,217550.0,5.17,-112740,22260,90210
2003-01-17,7020.0,6730.0,150940.0,4.97,-24510,-14410,38440
2003-01-20,6520.0,6750.0,109115.0,4.98,-35810,-6580,41280
2003-01-21,6520.0,6620.0,135690.0,4.89,15550,-40740,26200
2003-01-22,6520.0,6490.0,111680.0,4.79,2560,-27350,27810
2003-01-23,6470.0,6380.0,257866.0,4.71,54840,61290,-118170
2003-01-24,6430.0,6140.0,200080.0,4.53,-37480,44420,-8230
2003-01-27,6100.0,5900.0,163978.0,4.35,83960,-34430,-46230
2003-01-28,5840.0,5890.0,86764.0,4.35,32250,-6360,-25970
2003-01-29,5950.0,5740.0,181475.0,4.24,54600,-52550,-4930
2003-01-30,5700.0,5630.0,490890.0,4.15,289380,30300,-344070
2003-02-03,5700.0,5820.0,334200.0,4.29,109600,-5850,-103750
2003-02-04,5920.0,6090.0,697730.0,4.49,-110060,250520,-177460
2003-02-05,6100.0,6070.0,351650.0,4.48,-33280,-6940,34500
2003-02-06,6080.0,6000.0,146640.0,4.43,-46490,46910,0
2003-02-07,6000.0,5950.0,87570.0,4.39,-26350,10430,15750
2003-02-10,5770.0,6070.0,287790.0,4.48,-126830,34780,122050
2003-02-11,6150.0,6060.0,205290.0,4.47,-49270,-27190,75340
2003-02-12,6070.0,6040.0,135614.0,4.46,17640,14630,-32270
2003-02-13,6110.0,6250.0,413450.0,4.61,-61440,-47110,137870
2003-02-14,6300.0,6170.0,111792.0,4.55,-23040,12050,11760
2003-02-17,6340.0,6530.0,227850.0,4.82,-92530,22170,68570
2003-02-18,6600.0,6740.0,269694.0,4.97,-132570,-12170,143800
2003-02-19,6820.0,6890.0,311630.0,5.08,-147900,-12620,161590
2003-02-20,6890.0,6790.0,271910.0,5.01,-77540,68270,54270
2003-02-21,6650.0,6670.0,121656.0,4.92,10880,-60620,49740
2003-02-24,6840.0,6900.0,212522.0,5.09,-77110,25670,50190
2003-02-25,6800.0,6750.0,151910.0,4.98,-7700,-10090,17790
2003-02-26,6970.0,6730.0,106340.0,4.97,370,-45320,24950
2003-02-27,6670.0,6670.0,122380.0,4.92,-13390,-34310,48530
2003-02-28,6660.0,6650.0,140613.0,4.91,-15300,-31440,50030
2003-03-03,6550.0,6660.0,338412.0,4.91,60360,-65390,5030
2003-03-04,6660.0,6600.0,126230.0,4.87,450,-40490,40040
2003-03-05,6550.0,6590.0,190890.0,4.86,-66060,-960,68140
2003-03-06,6500.0,6500.0,90197.0,4.8,-31360,3390,28250
2003-03-07,6500.0,6340.0,146921.0,4.68,-20450,1570,18400
2003-03-10,6470.0,6400.0,84130.0,4.72,-47600,-3920,49220
2003-03-11,6200.0,6560.0,75474.0,4.84,-48420,17250,31400
2003-03-12,6650.0,6720.0,168279.0,4.96,-26500,7140,18520
2003-03-13,6700.0,6600.0,223145.0,4.87,-10420,2240,13400
2003-03-14,6770.0,6750.0,282124.0,4.98,38640,-25830,-12810
2003-03-17,6610.0,6580.0,159910.0,4.86,-57580,15260,42320
2003-03-18,6600.0,6580.0,958930.0,4.86,337440,-57100,-288660
2003-03-19,6600.0,6570.0,683100.0,4.85,18430,-197520,176360
2003-03-20,6600.0,6770.0,1063776.0,5.0,257456,-239346,-21870
2003-03-21,6820.0,6890.0,700346.0,5.08,9760,-55650,45890
2003-03-24,6900.0,6790.0,587860.0,5.01,9970,-60540,31290
2003-03-25,6500.0,6650.0,314590.0,4.91,-172326,67836,104490
2003-03-26,6720.0,6570.0,640487.0,4.85,44976,-37196,-7980
2003-03-27,6490.0,6400.0,220922.0,4.72,15920,-7270,-8450
2003-03-28,6380.0,6360.0,457506.0,4.69,172390,-232460,58970
2003-03-31,6290.0,6340.0,193604.0,4.68,-114690,15140,103050
2003-04-01,6350.0,6450.0,133960.0,4.76,-30990,-3510,34300
