Symbol,한온시스템_시가(원),한온시스템_종가(원),한온시스템_거래량(주),한온시스템_PER(IFRS-연결),한온시스템_순매수수량(개인)(주),한온시스템_순매수수량(기관계)(주),한온시스템_순매수수량(외국인계)(주)
2001-12-05,37250.0,37500.0,52470.0,6.33,-5740,2570,-410
2001-12-06,38450.0,36500.0,108730.0,6.16,13850,9530,-14420
2001-12-07,35850.0,36000.0,55940.0,6.07,-7570,1070,4650
2001-12-10,36100.0,37000.0,39270.0,6.24,-10570,6500,-240
2001-12-11,36100.0,37000.0,29680.0,6.24,-3490,7040,-4030
2001-12-12,37400.0,37700.0,42210.0,6.36,-10450,9350,0
2001-12-13,37100.0,37050.0,70410.0,6.25,11040,-8210,440
2001-12-14,36400.0,36400.0,42490.0,6.14,4960,14290,-17650
2001-12-17,36100.0,35900.0,43000.0,6.06,-8890,10260,-3260
2001-12-18,35850.0,35000.0,47280.0,5.91,170,17700,-18370
2001-12-19,34500.0,35200.0,23350.0,5.94,-4490,10170,-5810
2001-12-20,35000.0,35150.0,47000.0,5.93,1220,16630,-18450
2001-12-21,34700.0,33300.0,160450.0,5.62,22820,96790,-104140
2001-12-24,33300.0,33550.0,97490.0,5.66,6570,-10940,2210
2001-12-26,33200.0,33500.0,62700.0,5.65,9180,-2240,-7500
2001-12-27,32850.0,33500.0,28890.0,5.65,-2500,7240,-5240
2001-12-28,33550.0,36000.0,34970.0,6.07,-26770,25530,0
2002-01-02,36000.0,36300.0,44836.0,5.56,-5561,7891,-1880
2002-01-03,36300.0,39500.0,104560.0,6.04,-34420,-990,31170
2002-01-04,41000.0,43450.0,106610.0,6.65,-34816,-16094,34910
2002-01-07,45000.0,45000.0,59692.0,6.89,-7028,-12772,9380
2002-01-08,45000.0,44700.0,27668.0,6.84,-7920,-8820,7000
2002-01-09,44700.0,46500.0,67190.0,7.12,-400,-22780,22060
2002-01-10,46500.0,44500.0,58600.0,6.81,-5860,620,4460
2002-01-11,45500.0,45000.0,37810.0,6.89,-10370,-2110,3200
2002-01-14,44300.0,45000.0,25770.0,6.89,-4070,440,370
2002-01-15,43100.0,43000.0,42220.0,6.58,7170,-9930,-3270
2002-01-16,42350.0,42500.0,31320.0,6.5,-1090,-6310,5080
2002-01-17,41150.0,42450.0,30320.0,6.5,-3300,2590,380
2002-01-18,42450.0,42000.0,19710.0,6.43,1560,-7210,5560
2002-01-21,41500.0,41950.0,39805.0,6.42,8055,-7205,-1550
2002-01-22,42000.0,42000.0,23474.0,6.43,7065,-8475,1780
2002-01-23,42500.0,47200.0,42580.0,7.22,-6650,-2990,10090
2002-01-24,45600.0,46050.0,52770.0,7.05,-6510,8820,-480
2002-01-25,47000.0,46500.0,38920.0,7.12,-8040,-1910,7200
2002-01-28,46500.0,46600.0,44370.0,7.13,2540,-23480,20800
2002-01-29,46800.0,46600.0,27490.0,7.13,1730,-2450,-300
2002-01-30,45100.0,44300.0,34230.0,6.78,2110,16860,-18890
2002-01-31,44300.0,44300.0,34620.0,6.78,1290,-6190,-110
2002-02-01,44100.0,43150.0,45940.0,6.6,2390,-5500,-1730
2002-02-04,42300.0,43500.0,21730.0,6.66,-2740,2750,0
2002-02-05,42000.0,43500.0,27940.0,6.66,-2320,-6410,160
2002-02-06,43100.0,44600.0,22130.0,6.83,60,-840,830
2002-02-07,45200.0,43950.0,44580.0,6.73,3750,4190,0
2002-02-08,45200.0,43950.0,16260.0,6.73,3510,-3530,100
2002-02-14,45200.0,50500.0,60820.0,7.73,-5690,260,13380
2002-02-15,48750.0,48450.0,51689.0,7.41,-4752,-9690,-1338
2002-02-18,48050.0,48300.0,25390.0,7.39,10330,-9140,-1000
2002-02-19,52000.0,48300.0,70205.0,7.39,27225,-30305,3460
2002-02-20,47900.0,47000.0,48535.0,7.19,6645,-25355,8570
2002-02-21,47500.0,48450.0,35430.0,7.41,-5740,970,5280
2002-02-22,46100.0,47700.0,23790.0,7.3,-10170,4410,5630
2002-02-25,48100.0,49650.0,36740.0,7.6,-3180,-2060,4820
2002-02-26,50200.0,50700.0,52775.0,7.76,-15907,12627,2900
2002-02-27,50700.0,51800.0,37020.0,7.93,-13660,5080,200
2002-02-28,52700.0,50600.0,23731.0,7.74,3150,-3030,0
2002-03-04,51100.0,49500.0,35347.0,7.58,3090,4840,150
2002-03-05,49300.0,48150.0,51466.0,7.37,15115,-18295,350
2002-03-06,48350.0,48950.0,35710.0,7.49,5550,-340,-6430
2002-03-07,48500.0,50500.0,40410.0,7.73,-13795,-1075,10350
2002-03-08,50500.0,49900.0,20769.0,7.64,-490,1450,0
2002-03-11,49900.0,49700.0,37120.0,7.61,-1010,11820,-11500
2002-03-12,49700.0,51900.0,39010.0,7.94,-7750,7610,0
2002-03-13,51800.0,51700.0,34880.0,7.91,-12060,7210,4690
2002-03-14,51700.0,53700.0,48290.0,8.22,-8400,3500,5080
2002-03-15,53600.0,53000.0,44480.0,8.11,7880,-450,-16070
2002-03-18,54000.0,58800.0,84070.0,9.0,-18110,-770,17950
2002-03-19,61000.0,63900.0,96150.0,9.78,-6130,-9540,21340
2002-03-20,64000.0,64100.0,39590.0,9.81,-2060,1610,250
2002-03-21,64100.0,61700.0,41245.0,9.44,-800,3000,100
2002-03-22,62500.0,66000.0,44043.0,10.1,-1891,-359,3910
2002-03-25,66500.0,63000.0,88653.0,9.64,-3830,17160,-14100
2002-03-26,62000.0,61000.0,38597.0,9.34,1390,1840,-1480
2002-03-27,61900.0,61500.0,46670.0,9.41,-330,-2730,-6030
2002-03-28,62000.0,60200.0,56406.0,9.21,3683,-6513,-6170
2002-03-29,60200.0,61000.0,29745.0,9.34,-2520,7090,100
2002-04-01,61000.0,55000.0,53040.0,8.42,16320,-450,-22620
2002-04-02,55800.0,58500.0,30590.0,8.95,-4510,10010,1500
2002-04-03,58000.0,59000.0,27801.0,9.03,2510,-3400,1500
2002-04-04,58000.0,59400.0,46445.0,9.09,4090,-17720,13320
2002-04-08,59400.0,58000.0,29710.0,8.88,2500,-1740,-5940
2002-04-09,57200.0,59200.0,51910.0,9.06,-8140,-29800,37800
2002-04-10,60100.0,55100.0,20840.0,8.43,-830,2480,0
2002-04-11,55200.0,55600.0,54180.0,8.51,350,-10410,10060
2002-04-12,56900.0,55600.0,14820.0,8.51,3180,-3290,0
2002-04-15,55000.0,57400.0,11130.0,8.78,-990,370,-1750
2002-04-16,56700.0,59000.0,32560.0,9.03,-3350,7750,-18400
2002-04-17,60500.0,60000.0,26597.0,9.18,-11880,10930,360
2002-04-18,59900.0,58000.0,34030.0,8.88,8400,-11680,0
2002-04-19,58000.0,58500.0,46382.0,8.95,1190,-16050,14740
2002-04-22,58700.0,61000.0,60244.0,9.34,-8640,-21330,33800
2002-04-23,61100.0,60900.0,20015.0,9.32,90,-9220,9210
2002-04-24,61000.0,59000.0,27000.0,9.03,-4620,-8160,13280
2002-04-25,59000.0,58700.0,31757.0,8.98,-4110,-12830,16510
2002-04-26,58000.0,57100.0,36747.0,8.74,1890,-830,-5850
2002-04-29,57000.0,58500.0,27586.0,8.95,-6695,-6160,15405
2002-04-30,61000.0,58000.0,91180.0,8.88,6710,-37890,34740
2002-05-02,60000.0,58000.0,29700.0,8.88,5570,-20950,15410
2002-05-03,58500.0,57600.0,26725.0,8.81,-95,-5685,6250
2002-05-06,57000.0,55500.0,12340.0,8.49,-1630,470,1100
2002-05-07,54500.0,56300.0,18480.0,8.62,-4800,4810,0
2002-05-08,58000.0,56400.0,27935.0,8.63,4040,-6580,1450
2002-05-09,57500.0,54500.0,42110.0,8.34,2650,-3750,850
2002-05-10,55100.0,54000.0,21725.0,8.26,200,-3110,0
2002-05-13,53900.0,53600.0,11280.0,8.2,-200,-2850,0
2002-05-14,53600.0,54600.0,32310.0,8.36,-1530,-2450,1370
2002-05-15,54500.0,54600.0,36095.0,8.36,-840,11190,-12780
2002-05-16,55800.0,54600.0,23770.0,8.36,1470,-6090,0
2002-05-17,55500.0,55700.0,47230.0,8.52,2220,-2640,0
2002-05-20,55200.0,54200.0,22704.0,8.29,4210,-7140,-180
2002-05-21,53200.0,53000.0,15507.0,8.11,-3030,1210,0
2002-05-22,53900.0,54100.0,24762.0,8.28,-898,-5152,5230
2002-05-23,53600.0,51900.0,23540.0,7.94,9580,-7130,-990
2002-05-24,52500.0,52200.0,16341.0,7.99,-3420,3230,10
2002-05-27,52000.0,52600.0,18966.0,8.05,1760,-1800,0
2002-05-28,52700.0,56800.0,28520.0,8.69,-16620,3950,0
2002-05-29,56800.0,53100.0,27600.0,8.13,8080,-12520,-2700
2002-05-30,52600.0,53800.0,7840.0,8.23,-3260,3300,0
2002-05-31,53800.0,54800.0,14800.0,8.39,-6310,400,6300
2002-06-03,55500.0,55400.0,16750.0,8.48,-660,-6120,5380
2002-06-04,55000.0,54200.0,9600.0,8.29,-700,-2230,3020
2002-06-05,54200.0,53300.0,10615.0,8.16,660,-2010,3600
2002-06-07,53000.0,52700.0,26410.0,8.06,1970,-5130,3500
2002-06-10,52000.0,54500.0,8690.0,8.34,-5570,7230,0
2002-06-11,55200.0,54000.0,17785.0,8.26,3415,-350,1335
2002-06-12,53300.0,54700.0,47695.0,8.37,-785,-5995,-3260
2002-06-14,55000.0,54600.0,8080.0,8.36,-4710,4470,90
2002-06-17,53100.0,53800.0,15430.0,8.23,2240,-4380,-450
2002-06-18,55500.0,53600.0,14600.0,8.2,2480,4460,-7000
2002-06-19,53600.0,52200.0,9740.0,7.99,270,-3150,1800
2002-06-20,48900.0,52400.0,27380.0,8.02,2910,-1340,-1630
2002-06-21,52400.0,52400.0,11560.0,8.02,200,-180,0
2002-06-24,51800.0,56400.0,21380.0,8.63,-14710,6610,-1150
2002-06-25,54200.0,55000.0,44070.0,8.42,-4640,-10440,13860
2002-06-26,53600.0,52000.0,47380.0,7.96,2140,-10220,10810
2002-06-27,51900.0,52200.0,41840.0,7.99,2610,-19540,16870
2002-06-28,53000.0,53900.0,24400.0,8.25,3030,-2330,-6440
2002-07-02,52600.0,52300.0,20130.0,8.0,5270,-7120,780
2002-07-03,51800.0,51000.0,20640.0,7.8,4920,1500,-6600
2002-07-04,50800.0,51000.0,29400.0,7.8,5260,3130,-9890
2002-07-05,51000.0,51500.0,37650.0,7.88,720,17160,-22990
2002-07-08,52000.0,50000.0,60885.0,7.65,26415,-280,-27700
2002-07-09,50000.0,50500.0,23640.0,7.73,-3860,16310,-12470
2002-07-10,50000.0,47000.0,74660.0,7.19,52940,-15450,-20170
2002-07-11,46800.0,43450.0,101440.0,6.65,33830,-16730,-21550
2002-07-12,44000.0,45000.0,86211.0,6.89,13361,7469,-23730
2002-07-15,44450.0,44250.0,70340.0,6.77,-750,27530,-22740
2002-07-16,44050.0,43700.0,58790.0,6.69,9270,18940,-28130
2002-07-18,43500.0,42100.0,29390.0,6.44,7020,2330,-9350
2002-07-19,40700.0,41700.0,89410.0,6.38,24500,-10440,-13070
2002-07-22,40600.0,40100.0,51480.0,6.14,-12850,5470,6990
2002-07-23,39100.0,41800.0,33840.0,6.4,-12340,9300,1620
2002-07-24,41400.0,42000.0,42287.0,6.43,467,-9097,9800
2002-07-25,43500.0,43250.0,44722.0,6.62,-17470,680,16720
2002-07-26,43550.0,43000.0,70580.0,6.58,-14230,-30240,46950
2002-07-29,43700.0,43400.0,17660.0,6.64,-5650,2180,3470
2002-07-30,43700.0,44600.0,48610.0,6.83,-11070,19600,-9490
2002-07-31,43850.0,43700.0,28070.0,6.69,-2050,11470,-8930
2002-08-01,43600.0,43000.0,17290.0,6.58,-4000,2340,2630
2002-08-02,42550.0,43650.0,15220.0,6.68,-4580,5690,-300
2002-08-05,43200.0,41500.0,24560.0,6.35,3520,8920,-12010
2002-08-06,40250.0,43500.0,32630.0,6.66,-13450,26630,-13800
2002-08-07,43700.0,41500.0,32030.0,6.35,13000,6070,-18950
2002-08-08,41600.0,40300.0,50640.0,6.17,15890,-10630,3600
2002-08-09,41150.0,41300.0,46850.0,6.32,-10540,3170,7300
2002-08-12,40600.0,40900.0,32990.0,6.26,-40,2350,-2450
2002-08-13,40650.0,41000.0,48990.0,6.27,1094,-1920,826
2002-08-14,40400.0,42200.0,18200.0,6.46,-8390,7780,520
2002-08-16,43100.0,43600.0,24170.0,6.67,-11540,-230,12650
2002-08-19,43300.0,43350.0,17100.0,6.63,-3480,-1910,5600
2002-08-20,43350.0,44200.0,51950.0,6.76,-1720,700,290
2002-08-21,45000.0,44700.0,10920.0,6.84,-4200,2390,1710
2002-08-22,44300.0,45100.0,17370.0,6.9,-5070,-2610,7730
2002-08-23,45000.0,45500.0,34530.0,6.96,-9030,-15310,24240
2002-08-26,46200.0,46700.0,41215.0,7.15,-2450,-1580,5270
2002-08-27,47000.0,45000.0,57400.0,6.89,4760,-15620,12610
2002-08-28,45350.0,45400.0,17020.0,6.95,-7960,7110,1030
2002-08-29,44200.0,45500.0,15840.0,6.96,-4610,2770,1980
2002-08-30,46400.0,46000.0,13680.0,7.04,-1680,-70,3020
2002-09-02,45700.0,46300.0,13430.0,7.09,-1310,1730,0
2002-09-03,46000.0,45000.0,20560.0,6.89,4870,-13510,8570
2002-09-04,44500.0,44050.0,14868.0,6.74,38,-8548,8200
2002-09-05,44200.0,43950.0,9367.0,6.73,520,-2120,1990
2002-09-06,43900.0,43150.0,19730.0,6.6,3120,-5780,2840
2002-09-09,42100.0,41950.0,7980.0,6.42,-410,-1590,2000
2002-09-10,41600.0,43400.0,17570.0,6.64,-670,-4520,5510
2002-09-11,43800.0,42550.0,20215.0,6.51,-930,-4070,4380
2002-09-12,43250.0,44900.0,54475.0,6.87,740,7080,3600
2002-09-13,44100.0,44800.0,15750.0,6.86,-1830,-2810,3300
2002-09-16,45300.0,44900.0,8400.0,6.87,-1320,-4100,5420
2002-09-17,44500.0,46500.0,50359.0,7.12,-6611,-8319,13630
2002-09-18,46500.0,46300.0,23930.0,7.09,2260,-3720,0
2002-09-19,45550.0,45750.0,13020.0,7.0,-770,1810,-1020
2002-09-23,44550.0,45000.0,19280.0,6.89,-1620,3340,0
2002-09-24,43500.0,45000.0,36870.0,6.89,-8540,7120,-4820
2002-09-25,44200.0,42900.0,39110.0,6.57,30,6860,0
2002-09-26,43800.0,43900.0,36740.0,6.72,-1310,12040,-10000
2002-09-27,43900.0,43300.0,40090.0,6.63,5950,2450,-11450
2002-09-30,43300.0,42400.0,9110.0,6.49,390,-4080,2920
2002-10-01,41950.0,43000.0,34940.0,6.58,-1620,11140,-11760
2002-10-02,44150.0,43750.0,18530.0,6.7,1460,3480,-5400
2002-10-04,44000.0,44000.0,10110.0,6.73,-2930,4680,-810
2002-10-07,43300.0,43000.0,28890.0,6.58,330,-600,0
2002-10-08,42550.0,44100.0,99570.0,6.75,-2170,20170,-18000
2002-10-09,44900.0,41750.0,29166.0,6.39,5690,10,-8010
2002-10-10,41800.0,37000.0,38355.0,5.66,14170,-4900,-9420
2002-10-11,38700.0,37000.0,82750.0,5.66,8510,3510,-8820
2002-10-14,37000.0,38000.0,49270.0,5.82,4168,-298,-4680
2002-10-15,38400.0,38800.0,72989.0,5.94,-2725,-6325,12550
2002-10-16,39600.0,40250.0,30930.0,6.16,-7220,-9251,18420
2002-10-17,40200.0,40400.0,34765.0,6.18,-3905,-1345,4350
2002-10-18,41100.0,41500.0,26670.0,6.35,-5870,10690,220
2002-10-21,41050.0,41100.0,9825.0,6.29,-80,-1710,1790
2002-10-22,42100.0,41100.0,15190.0,6.29,-1430,-3820,5400
2002-10-23,41400.0,42300.0,27520.0,6.47,-8880,3230,6100
2002-10-24,43100.0,40900.0,28600.0,6.26,15010,-12790,-2200
2002-10-25,40900.0,40900.0,18800.0,6.26,2540,870,-3780
2002-10-28,41500.0,41300.0,27210.0,6.32,10450,890,-5980
2002-10-29,41700.0,41000.0,12640.0,6.27,-1000,2890,-2550
2002-10-30,40500.0,40900.0,20440.0,6.26,-1550,-1010,-530
2002-10-31,40600.0,40200.0,22100.0,6.15,3700,-4010,1220
2002-11-01,39300.0,39150.0,34550.0,5.99,2600,12820,-14000
2002-11-04,39400.0,40800.0,15240.0,6.24,-7750,10540,-2950
2002-11-05,41650.0,40100.0,19614.0,6.14,2180,2120,-4360
2002-11-06,40350.0,41250.0,17244.0,6.31,-7660,9210,0
2002-11-07,40700.0,40850.0,27150.0,6.25,7710,-6940,3650
2002-11-08,40600.0,40100.0,23670.0,6.14,2730,-12450,11810
2002-11-11,40400.0,40200.0,17210.0,6.15,1770,890,1540
2002-11-12,40300.0,40400.0,18020.0,6.18,-6870,8500,-120
2002-11-13,40550.0,40000.0,14280.0,6.12,3280,-2990,-220
2002-11-14,39750.0,40300.0,54770.0,6.17,9030,-19870,9980
2002-11-15,40350.0,40000.0,30550.0,6.12,10760,5860,-850
2002-11-18,40550.0,40000.0,13140.0,6.12,830,-2150,40
2002-11-19,40300.0,39700.0,15924.0,6.08,3950,-4080,0
2002-11-20,39600.0,40750.0,15140.0,6.24,-11160,10620,0
2002-11-21,41000.0,41500.0,36240.0,6.35,-11850,14780,-12420
2002-11-22,41550.0,41100.0,12980.0,6.29,250,1410,-2010
2002-11-25,41600.0,42000.0,17400.0,6.43,-10730,5190,4350
2002-11-26,42100.0,42000.0,16555.0,6.43,3330,-7340,4240
2002-11-27,41500.0,42200.0,7030.0,6.46,-2330,970,1360
2002-11-28,42350.0,43900.0,26010.0,6.72,-4170,1120,2420
2002-11-29,44400.0,44500.0,11110.0,6.81,-1900,1800,100
2002-12-02,44150.0,44200.0,10270.0,6.76,1680,-1560,0
2002-12-03,44200.0,44800.0,10250.0,6.86,-2230,1970,680
2002-12-04,44600.0,44900.0,23620.0,6.87,-5930,-380,5610
2002-12-05,44900.0,44050.0,40612.0,6.74,-918,-5672,6290
2002-12-06,44400.0,45000.0,15630.0,6.89,270,-6090,2720
2002-12-09,44050.0,44950.0,41130.0,6.88,-4720,-1600,6420
2002-12-10,45000.0,44800.0,14820.0,6.86,-1380,290,-410
2002-12-11,44350.0,44800.0,19630.0,6.86,-190,-2870,0
2002-12-12,45500.0,47000.0,44150.0,7.19,-3050,1720,570
2002-12-13,49000.0,44750.0,32830.0,6.85,10010,-14980,5000
2002-12-16,44500.0,44000.0,15920.0,6.73,-1180,-2840,0
2002-12-17,44100.0,44050.0,10000.0,6.74,-1020,920,0
2002-12-18,44150.0,43700.0,25881.0,6.69,5930,-10430,0
2002-12-20,44400.0,43850.0,19980.0,6.71,-3390,3390,0
2002-12-23,43300.0,42900.0,20250.0,6.57,-2690,7380,2640
2002-12-24,42200.0,42000.0,32300.0,6.43,3194,18796,4600
2002-12-26,41500.0,42400.0,21260.0,6.49,-1690,-6400,6330
2002-12-27,41000.0,41050.0,16560.0,6.28,-3430,-1090,4420
2002-12-30,41900.0,41000.0,15390.0,6.27,-6520,2940,3630
2003-01-02,40200.0,41500.0,23730.0,5.53,2350,-7250,5400
2003-01-03,41550.0,41450.0,28700.0,5.52,7860,-14390,6560
2003-01-06,41550.0,41900.0,11831.0,5.58,-120,-2890,3140
2003-01-07,42100.0,40500.0,18399.0,5.4,4180,-9070,4670
2003-01-08,40300.0,40500.0,11610.0,5.4,-720,-2340,3470
2003-01-09,41000.0,39550.0,35980.0,5.27,-170,-15250,15280
2003-01-10,40500.0,40800.0,38382.0,5.44,-15730,70,15690
2003-01-13,42000.0,43500.0,17360.0,5.8,-6770,1870,4820
2003-01-14,43500.0,42000.0,12121.0,5.6,3280,-3280,-90
2003-01-15,42300.0,43450.0,17230.0,5.79,-4050,-2280,6600
2003-01-16,42900.0,43600.0,13361.0,5.81,-5900,8080,-1740
2003-01-17,42650.0,41100.0,10360.0,5.48,3450,-3700,120
2003-01-20,41050.0,41750.0,7980.0,5.56,-560,630,-830
2003-01-21,41750.0,41350.0,10390.0,5.51,2080,-4470,2520
2003-01-22,40650.0,40800.0,9502.0,5.44,-690,880,-190
2003-01-23,41700.0,42750.0,14992.0,5.7,-7392,7772,-140
2003-01-24,42750.0,40800.0,6591.0,5.44,240,-650,380
2003-01-27,41000.0,40400.0,12920.0,5.38,4630,-6260,1870
2003-01-28,40400.0,40300.0,10530.0,5.37,4060,-4510,450
2003-01-29,41000.0,40500.0,14240.0,5.4,-120,-1410,1620
2003-01-30,40100.0,41000.0,11020.0,5.46,-1950,-4300,6670
2003-02-03,41700.0,42300.0,6990.0,5.64,-2840,-140,2980
2003-02-04,42300.0,42100.0,17830.0,5.61,-2060,-1200,6260
2003-02-05,41450.0,41750.0,9151.0,5.56,-4560,-1140,5700
2003-02-06,42400.0,40950.0,4755.0,5.46,1590,-3350,1670
2003-02-07,41450.0,41200.0,7437.0,5.49,-460,-2100,2580
2003-02-10,41550.0,41850.0,10529.0,5.58,-861,-2789,3750
2003-02-11,42700.0,40600.0,9690.0,5.41,4130,-3880,-250
2003-02-12,40800.0,39900.0,10370.0,5.32,6440,270,-6210
2003-02-13,39900.0,39300.0,38855.0,5.24,12765,-3965,-10280
2003-02-14,39500.0,39200.0,11380.0,5.22,-430,30,510
2003-02-17,40000.0,40750.0,10287.0,5.43,-3980,3080,900
2003-02-18,41000.0,40000.0,15930.0,5.33,1270,-1320,0
2003-02-19,40650.0,39100.0,23670.0,5.21,13220,-13280,60
2003-02-20,39500.0,39600.0,22660.0,5.28,4550,-4550,0
2003-02-21,39000.0,39100.0,21140.0,5.21,5430,-9380,0
2003-02-24,38750.0,39400.0,30730.0,5.25,100,8320,-8650
2003-02-25,39050.0,38500.0,17900.0,5.13,9770,-2660,-7160
2003-02-26,38800.0,38750.0,15640.0,5.16,-3420,1300,1940
2003-02-27,38350.0,38800.0,28441.0,5.17,5330,-19650,7110
2003-02-28,38950.0,38650.0,17080.0,5.15,7610,-12540,4930
2003-03-03,38800.0,39000.0,8630.0,5.2,-3510,5590,-2080
2003-03-04,38600.0,38400.0,16180.0,5.12,5780,-3830,-1950
2003-03-05,37600.0,38000.0,6380.0,5.06,-1960,-270,2400
2003-03-06,38000.0,37950.0,7280.0,5.06,-3940,1160,2830
2003-03-07,37500.0,38000.0,12910.0,5.06,-4820,-1460,6280
2003-03-10,37100.0,37600.0,6440.0,5.01,-450,-2040,1990
2003-03-11,37050.0,38500.0,10340.0,5.13,-3770,420,3290
2003-03-12,38550.0,38500.0,23680.0,5.13,-3960,10530,-6720
2003-03-13,38500.0,41500.0,35380.0,5.53,-5660,5950,-1750
2003-03-14,41000.0,40300.0,8830.0,5.37,-950,4230,-3280
2003-03-17,39000.0,38350.0,7850.0,5.11,-450,3410,-3260
2003-03-18,38350.0,38000.0,25620.0,5.06,10060,5450,-15970
2003-03-19,37550.0,37200.0,25760.0,4.96,11250,-9680,-1470
2003-03-20,37750.0,37800.0,34328.0,5.04,9368,-14558,5120
2003-03-21,38200.0,38700.0,39680.0,5.16,11950,-11950,0
2003-03-24,38800.0,38100.0,13180.0,5.08,2810,-2750,-60
2003-03-25,37050.0,37100.0,20350.0,4.94,-2490,610,1880
2003-03-26,37350.0,37350.0,13590.0,4.98,-3570,3240,300
2003-03-27,37100.0,36400.0,10180.0,4.85,4820,-4990,200
2003-03-28,36550.0,36800.0,18341.0,4.9,3631,-7031,2610
2003-03-31,36600.0,35100.0,15580.0,4.68,5750,-8550,2620
2003-04-01,34500.0,34500.0,38620.0,4.6,9330,-9720,360
2003-04-02,34950.0,35500.0,16780.0,4.73,-4170,4250,0
2003-04-03,36000.0,36700.0,15290.0,4.89,-11720,11090,180
2003-04-04,35850.0,36500.0,38940.0,4.86,3630,14060,-18370
2003-04-07,36500.0,37300.0,65238.0,4.97,6750,-2920,-4040
2003-04-08,36950.0,37600.0,69640.0,5.01,1771,29989,-32000
2003-04-09,37200.0,38000.0,22503.0,5.06,-12850,6460,6220
2003-04-10,38000.0,39000.0,48120.0,5.2,-15060,9120,600
2003-04-11,38300.0,39700.0,43320.0,5.29,-12780,6120,-3160
2003-04-14,41000.0,40550.0,68974.0,5.4,-26040,20850,-6490
2003-04-15,41000.0,41300.0,20431.0,5.5,-9360,4240,6450
2003-04-16,41400.0,41000.0,19291.0,5.46,-3050,-3000,6060
2003-04-17,40600.0,42000.0,21885.0,5.6,-6820,-2060,8850
2003-04-18,42900.0,43900.0,15380.0,5.85,-6440,5410,1990
2003-04-21,45300.0,44000.0,16580.0,5.86,-3530,8160,-4470
2003-04-22,43300.0,42200.0,26570.0,5.62,1260,4640,-5730
2003-04-23,41700.0,41450.0,29341.0,5.52,230,6700,-7140
2003-04-24,41000.0,41450.0,26101.0,5.52,-2800,5850,-1900
2003-04-25,43000.0,40950.0,25470.0,5.46,-1760,-18340,20590
2003-04-28,41400.0,41400.0,21110.0,5.52,250,-3260,3010
2003-04-29,41550.0,43700.0,21160.0,5.82,-3340,4630,-1330
2003-04-30,44000.0,43100.0,10750.0,5.74,-4050,2840,960
