Symbol,SK텔레콤_시가(원),SK텔레콤_종가(원),SK텔레콤_거래량(주),SK텔레콤_PER(IFRS-연결),SK텔레콤_순매수수량(개인)(주),SK텔레콤_순매수수량(기관계)(주),SK텔레콤_순매수수량(외국인계)(주)
2001-10-12,237000.0,229500.0,173841.0,20.6,-9530,-86420,112730
2001-10-15,220500.0,224500.0,95810.0,20.15,3100,-1610,12030
2001-10-16,224000.0,235500.0,149178.0,21.14,-24900,-1030,52470
2001-10-17,240000.0,240000.0,205984.0,21.55,-19240,-56900,100930
2001-10-18,240000.0,240000.0,239547.0,21.55,-10555,-54855,109810
2001-10-19,237000.0,234000.0,164950.0,21.01,24530,7060,-8890
2001-10-22,230000.0,232000.0,107724.0,20.83,25595,-16940,-8695
2001-10-23,233000.0,232000.0,111194.0,20.83,-13190,17280,8670
2001-10-24,231000.0,232000.0,107189.0,20.83,17823,8607,-31500
2001-10-25,232000.0,230000.0,137612.0,20.65,14924,-25414,10560
2001-10-26,232500.0,236500.0,175046.0,21.23,-17816,-4130,50286
2001-10-29,240000.0,247500.0,228255.0,22.22,-59490,28330,39550
2001-10-30,244500.0,240000.0,134052.0,21.55,9710,4890,-15900
2001-10-31,240000.0,245500.0,78621.0,22.04,-330,12300,-12500
2001-11-01,247000.0,245500.0,99665.0,22.04,-14780,-4150,18030
2001-11-02,247000.0,249000.0,2810479.0,22.35,-39350,2684420,43990
2001-11-05,254000.0,255000.0,141207.0,22.89,-15303,29233,-15610
2001-11-06,255000.0,254500.0,180570.0,22.85,-5477,12537,-3070
2001-11-07,256500.0,249500.0,124794.0,22.4,13811,-40011,28280
2001-11-08,250000.0,263500.0,328047.0,23.66,-63361,-17785,90580
2001-11-09,269500.0,267000.0,168754.0,23.97,-13380,-8720,39720
2001-11-12,267000.0,264000.0,110372.0,23.7,18040,-12650,-3360
2001-11-13,261500.0,270000.0,141412.0,24.24,-7170,45520,-38350
2001-11-14,274000.0,272000.0,220378.0,24.42,9913,-19768,6565
2001-11-15,270000.0,271000.0,243720.0,24.33,-11940,31840,-23470
2001-11-16,270000.0,270000.0,162436.0,24.24,-11617,50077,-41320
2001-11-19,261000.0,277000.0,197320.0,24.87,-27253,86163,-50890
2001-11-20,278000.0,271000.0,193861.0,24.33,3610,34000,-41010
2001-11-21,270000.0,268000.0,177902.0,24.06,2710,33338,-38158
2001-11-22,269000.0,270000.0,99905.0,24.24,4047,-1772,-885
2001-11-23,270000.0,287000.0,190410.0,25.77,-42200,47110,-8770
2001-11-26,284500.0,295000.0,257136.0,26.48,2138,-16648,16100
2001-11-27,287500.0,292500.0,280635.0,26.26,12416,61284,-89870
2001-11-28,289000.0,276000.0,229424.0,24.78,5549,13001,-16980
2001-11-29,272000.0,262500.0,326058.0,23.57,56428,50137,-107785
2001-11-30,268000.0,264000.0,251424.0,23.7,19133,5642,-53175
2001-12-03,260000.0,258000.0,265968.0,23.16,59598,-58510,-1098
2001-12-04,251500.0,260000.0,226516.0,23.34,29962,-40130,6438
2001-12-05,262000.0,284000.0,429743.0,25.5,-110330,96090,5830
2001-12-06,283500.0,269000.0,463447.0,24.15,23435,2125,-22580
2001-12-07,273000.0,272000.0,288868.0,24.42,17698,49142,-72590
2001-12-10,272000.0,252500.0,258302.0,22.67,44543,16647,-59220
2001-12-11,247500.0,256000.0,231188.0,22.98,39847,1353,-39920
2001-12-12,254000.0,260500.0,386183.0,23.39,32097,53417,-88714
2001-12-13,257000.0,254000.0,621228.0,22.8,178899,-97087,-75772
2001-12-14,250000.0,248500.0,236431.0,22.31,35889,-15809,-27500
2001-12-17,246000.0,236500.0,331011.0,21.23,80930,55450,-148630
2001-12-18,240000.0,238000.0,258921.0,21.37,-12464,5959,12995
2001-12-19,242000.0,244000.0,219474.0,21.9,-23186,10826,12960
2001-12-20,249500.0,261000.0,296727.0,23.43,-71772,10792,58890
2001-12-21,256000.0,249500.0,256718.0,22.4,37868,-5508,-45720
2001-12-24,246500.0,249500.0,153713.0,22.4,-7910,53917,-47377
2001-12-26,248500.0,249500.0,297758.0,22.4,180905,-169085,-15070
2001-12-27,249000.0,250000.0,185554.0,22.44,-968,22657,-31239
2001-12-28,250500.0,268000.0,292005.0,24.06,-92133,48345,-4950
2002-01-02,267000.0,272500.0,266017.0,21.2,-16128,28568,-16480
2002-01-03,268000.0,277000.0,248917.0,21.55,-39115,20043,19642
2002-01-04,280000.0,281000.0,239394.0,21.86,-20857,4147,8680
2002-01-07,281000.0,272000.0,313808.0,21.16,61191,-46971,-14230
2002-01-08,268000.0,262000.0,188345.0,20.38,58476,-22686,-43540
2002-01-09,258000.0,263500.0,262190.0,20.5,101680,-64160,-46580
2002-01-10,259000.0,251000.0,354267.0,19.53,133455,-96660,-45395
2002-01-11,254000.0,253000.0,316047.0,19.68,62229,-31749,-27310
2002-01-14,250000.0,259500.0,174992.0,20.19,-5820,6810,-7020
2002-01-15,252000.0,249000.0,260307.0,19.37,59597,-19187,-44550
2002-01-16,250000.0,248000.0,147593.0,19.29,23715,30500,-54585
2002-01-17,247000.0,248000.0,199041.0,19.29,-30159,72923,-45486
2002-01-18,249000.0,245500.0,236607.0,19.1,-2277,52097,-56960
2002-01-21,245000.0,248000.0,155726.0,19.29,-6024,19104,-33640
2002-01-22,249000.0,245500.0,203676.0,19.1,49518,-22788,-40750
2002-01-23,245000.0,253000.0,275725.0,19.68,-28258,57728,-32670
2002-01-24,255000.0,259000.0,480782.0,20.15,-73532,107602,-31440
2002-01-25,263000.0,263000.0,456609.0,20.46,-95613,82063,51490
2002-01-28,269000.0,264000.0,201129.0,20.54,8036,-17155,20599
2002-01-29,264000.0,264000.0,207465.0,20.54,-24819,32619,-39030
2002-01-30,255000.0,262000.0,214612.0,20.38,-36600,20340,7300
2002-01-31,258000.0,256000.0,1723870.0,19.91,72919,1337761,-77390
2002-02-01,255500.0,251000.0,197548.0,19.53,28772,-50052,16270
2002-02-04,248500.0,245000.0,215722.0,19.06,52560,-48860,4380
2002-02-05,245000.0,246000.0,267505.0,19.14,27290,-22930,-7690
2002-02-06,243000.0,253000.0,190593.0,19.68,-28806,1406,29500
2002-02-07,249000.0,242000.0,243571.0,18.83,47245,6395,-68520
2002-02-08,242000.0,243000.0,144272.0,18.9,15088,-18388,-1610
2002-02-14,248000.0,255000.0,252367.0,19.84,-22033,104750,-89700
2002-02-15,250000.0,250000.0,136411.0,19.45,-26338,32242,-4304
2002-02-18,248000.0,258000.0,241463.0,20.07,-53527,30840,18787
2002-02-19,260000.0,250000.0,180863.0,19.45,50161,-33991,-14550
2002-02-20,246000.0,248000.0,175762.0,19.29,47076,18797,-58274
2002-02-21,254000.0,257000.0,217742.0,19.99,-70570,43057,28310
2002-02-22,255000.0,263000.0,268235.0,20.46,-93833,41430,38513
2002-02-25,266000.0,266000.0,222440.0,20.69,-45815,27456,27040
2002-02-26,270000.0,266000.0,200550.0,20.69,-56274,84900,-8010
2002-02-27,262000.0,267000.0,225209.0,20.77,-39683,90023,-34210
2002-02-28,268500.0,260000.0,192372.0,20.23,22507,-5817,-13980
2002-03-04,267000.0,277000.0,484570.0,21.55,-154369,87940,77250
2002-03-05,281000.0,280000.0,361753.0,21.78,-54109,-62374,100833
2002-03-06,280000.0,281000.0,191349.0,21.86,-30506,-2434,43570
2002-03-07,281500.0,274000.0,181383.0,21.31,-4311,10491,1820
2002-03-08,274000.0,274500.0,160448.0,21.35,-26614,23044,3470
2002-03-11,278000.0,276000.0,166737.0,21.47,-19505,-288,18283
2002-03-12,275500.0,279500.0,161314.0,21.74,-6382,-11918,20350
2002-03-13,276000.0,275500.0,209849.0,21.43,23950,-11510,-10110
2002-03-14,274000.0,275000.0,340370.0,21.39,50045,-37235,-14150
2002-03-15,269000.0,271500.0,195985.0,21.12,14684,-27274,12340
2002-03-18,275000.0,271500.0,176894.0,21.12,-18165,-4528,13933
2002-03-19,274000.0,278000.0,305132.0,21.63,-19915,31908,-1013
2002-03-20,280000.0,283500.0,319783.0,22.05,-45753,-17162,61840
2002-03-21,280000.0,292000.0,465331.0,22.72,-108318,79094,24424
2002-03-22,292500.0,295000.0,428396.0,22.95,-55578,80248,-8040
2002-03-25,298000.0,285000.0,206303.0,22.17,16062,21708,-29320
2002-03-26,284000.0,290000.0,196492.0,22.56,-48996,58726,-13910
2002-03-27,291000.0,299000.0,239118.0,23.26,-70754,81344,-14370
2002-03-28,299000.0,292000.0,224131.0,22.72,-8630,9104,10756
2002-03-29,294000.0,290000.0,167073.0,22.56,1539,33454,-14766
2002-04-01,293000.0,279500.0,271177.0,21.74,58770,-60950,-3110
2002-04-02,281000.0,278500.0,242005.0,21.66,18950,3910,-19560
2002-04-03,274000.0,272500.0,397215.0,21.2,127120,-78630,-41120
2002-04-04,273000.0,274000.0,247918.0,21.31,-21499,16299,8570
2002-04-08,277500.0,275000.0,230178.0,21.39,-27777,-14108,39285
2002-04-09,277000.0,276000.0,124730.0,21.47,-34710,27740,6880
2002-04-10,271000.0,266000.0,167275.0,20.69,3595,-6048,-19627
2002-04-11,264000.0,258000.0,1431284.0,20.07,84015,-84880,975495
2002-04-12,258000.0,260500.0,220140.0,20.26,48222,-19112,-31290
2002-04-15,259500.0,266500.0,186032.0,20.73,3179,-1179,-4590
2002-04-16,272000.0,267000.0,162184.0,20.77,-5110,32410,-29670
2002-04-17,273500.0,280000.0,341076.0,21.78,-106689,81217,23420
2002-04-18,279500.0,281000.0,189725.0,21.86,-22436,10690,17746
2002-04-19,276000.0,269500.0,196618.0,20.96,51140,-31820,-26120
2002-04-22,267500.0,268000.0,264810.0,20.85,-25970,38390,-20460
2002-04-23,267000.0,269500.0,186539.0,20.96,13912,24038,-40820
2002-04-24,267000.0,265000.0,99608.0,20.61,13430,15950,-28130
2002-04-25,262000.0,261000.0,133145.0,20.3,4965,13035,-23230
2002-04-26,258000.0,257000.0,189028.0,19.99,30571,29249,-65320
2002-04-29,251000.0,244500.0,229105.0,19.02,28240,67200,-98870
2002-04-30,246500.0,251500.0,172519.0,19.56,-10500,-19700,28400
2002-05-02,251500.0,251500.0,149981.0,19.56,20417,-20477,270
2002-05-03,246000.0,246500.0,244592.0,19.18,44023,3497,-47660
2002-05-06,240000.0,239000.0,203454.0,18.59,44639,-24955,-28274
2002-05-07,235000.0,247000.0,251716.0,19.21,-25034,1584,27520
2002-05-08,251000.0,259000.0,314343.0,20.15,-62079,14669,40557
2002-05-09,262000.0,251000.0,413489.0,19.53,12473,-24365,5982
2002-05-10,252000.0,254500.0,297629.0,19.8,-42970,-59230,100940
2002-05-13,252500.0,264000.0,293823.0,20.54,-66314,-48546,109890
2002-05-14,265500.0,268000.0,286080.0,20.85,-21257,-26153,30693
2002-05-15,270000.0,269000.0,204710.0,20.93,-46740,22700,25380
2002-05-16,269000.0,272000.0,149082.0,21.16,-33920,880,39640
2002-05-17,272000.0,276000.0,240061.0,21.47,-51601,42631,9730
2002-05-20,269000.0,275500.0,269957.0,21.43,-10902,-75638,81180
2002-05-21,275000.0,271000.0,282282.0,21.08,-57077,3490,60867
2002-05-22,278000.0,279500.0,205212.0,21.74,-37020,67380,-33000
2002-05-23,279500.0,281500.0,334129.0,21.9,-50004,-24909,85533
2002-05-24,285000.0,292000.0,262316.0,22.72,-120419,97973,22376
2002-05-27,292000.0,284000.0,203323.0,22.09,-39969,-16413,59830
2002-05-28,289500.0,290000.0,164250.0,22.56,-24481,37791,-8810
2002-05-29,290000.0,290000.0,265091.0,22.56,4551,-47231,45000
2002-05-30,283000.0,275500.0,228935.0,21.43,19320,74090,-91380
2002-05-31,271000.0,270500.0,181883.0,21.04,-9660,42340,-31400
2002-06-03,272000.0,268500.0,106554.0,20.89,-987,27277,-27990
2002-06-04,263500.0,268500.0,147571.0,20.89,6970,10390,-31970
2002-06-05,265500.0,270000.0,150092.0,21.0,487,36610,-41547
2002-06-07,262500.0,261000.0,217286.0,20.3,18974,-404,-26850
2002-06-10,267000.0,267500.0,123578.0,20.81,-6406,56946,-33950
2002-06-11,268500.0,272500.0,116604.0,21.2,8970,-20360,900
2002-06-12,271000.0,276000.0,282342.0,21.47,-10131,11851,-2060
2002-06-14,274500.0,280000.0,162580.0,21.78,-29175,-12415,42860
2002-06-17,275000.0,270000.0,135669.0,21.0,17880,-6030,-14730
2002-06-18,275000.0,270000.0,135020.0,21.0,13810,54390,-72840
2002-06-19,270000.0,262000.0,263240.0,20.38,12350,39690,-63940
2002-06-20,260000.0,263500.0,157202.0,20.5,-1250,47900,-55270
2002-06-21,260000.0,269000.0,139681.0,20.93,-13510,2170,5270
2002-06-24,267000.0,267500.0,126493.0,20.81,-3519,47720,-41571
2002-06-25,267000.0,267000.0,167932.0,20.77,-1635,32525,-28730
2002-06-26,260000.0,256000.0,319798.0,19.91,-8260,-15770,21340
2002-06-27,259000.0,260500.0,164563.0,20.26,-17639,6120,14069
2002-06-28,262500.0,269500.0,224610.0,20.96,-10770,-49410,57550
2002-07-02,266500.0,265000.0,209861.0,20.61,-510,-23220,9930
2002-07-03,261000.0,269500.0,182257.0,20.96,-20129,6257,-11290
2002-07-04,271000.0,272500.0,165352.0,21.2,-11675,-46045,55460
2002-07-05,272500.0,279500.0,245856.0,21.74,-62750,71600,-920
2002-07-08,282000.0,272000.0,258580.0,21.16,58098,-75948,8410
2002-07-09,274000.0,276500.0,188941.0,21.51,-28075,54220,-565
2002-07-10,276500.0,272500.0,145146.0,21.2,7210,21240,-30190
2002-07-11,266500.0,265500.0,222713.0,20.65,10853,-15073,-24890
2002-07-12,272000.0,275000.0,195110.0,21.39,-30190,75310,-22030
2002-07-15,273000.0,273000.0,224761.0,21.24,-7341,44016,-41415
2002-07-16,270000.0,265000.0,318148.0,20.61,63462,84778,-169950
2002-07-18,262000.0,265000.0,186344.0,20.61,8813,59649,-67042
2002-07-19,261000.0,255500.0,322593.0,19.88,63508,-5218,-95350
2002-07-22,250000.0,245000.0,252890.0,19.06,14089,46711,-61310
2002-07-23,243000.0,249000.0,274890.0,19.37,43147,100550,-145217
2002-07-24,241000.0,238500.0,467143.0,18.55,106793,95290,-212723
2002-07-25,249000.0,238500.0,862873.0,18.55,256445,125921,-430266
2002-07-26,230000.0,226000.0,1088619.0,17.58,166973,148110,-337063
2002-07-29,227000.0,229000.0,425719.0,17.81,-8112,-5836,10008
2002-07-30,236500.0,237000.0,427152.0,18.44,-127675,28485,90940
2002-07-31,233000.0,231000.0,251981.0,17.97,37143,2327,-45680
2002-08-01,230000.0,225000.0,165164.0,17.5,34913,-6540,-28113
2002-08-02,218000.0,218000.0,299287.0,16.96,76531,-68301,-12320
2002-08-05,211000.0,209500.0,320112.0,16.3,16272,-6530,-8922
2002-08-06,202000.0,210500.0,284713.0,16.38,-44301,60684,-13773
2002-08-07,212500.0,209500.0,250915.0,16.3,28724,-15004,-15500
2002-08-08,211500.0,214000.0,265775.0,16.65,39511,-49621,-2450
2002-08-09,220000.0,215500.0,219506.0,16.76,-56257,33057,18900
2002-08-12,217500.0,220000.0,333754.0,17.11,-12580,-48210,87210
2002-08-13,219500.0,229000.0,268320.0,17.81,-45623,-17186,67839
2002-08-14,227000.0,231000.0,208131.0,17.97,-42550,45754,4986
2002-08-16,235000.0,233500.0,189101.0,18.16,-41111,-18285,58336
2002-08-19,234500.0,233000.0,138139.0,18.13,-19806,-12760,32566
2002-08-20,237500.0,236000.0,287750.0,18.36,-37890,91060,-51040
2002-08-21,234000.0,234000.0,232381.0,18.2,-6471,112981,-91640
2002-08-22,234000.0,236500.0,180955.0,18.4,-34200,7190,39600
2002-08-23,239000.0,235000.0,154611.0,18.28,-24089,23269,6460
2002-08-26,231500.0,235000.0,114301.0,18.28,-19948,35970,-15852
2002-08-27,235000.0,228000.0,235067.0,17.74,36347,-66862,22455
2002-08-28,228000.0,230000.0,157625.0,17.89,-30257,30617,6910
2002-08-29,230000.0,231500.0,84048.0,18.01,2234,-8778,3354
2002-08-30,231500.0,236500.0,210734.0,18.4,-24163,80223,-66240
2002-09-02,237500.0,244000.0,217181.0,18.98,-45711,-9922,42713
2002-09-03,243000.0,237500.0,143223.0,18.48,1332,-16282,15130
2002-09-04,234500.0,231500.0,222679.0,18.01,41269,-48128,6260
2002-09-05,234000.0,229000.0,94196.0,17.81,10019,-1104,-6375
2002-09-06,227000.0,226000.0,110124.0,17.58,-5328,-24630,30808
2002-09-09,226000.0,228500.0,70361.0,17.78,-23314,8674,15190
2002-09-10,229000.0,237500.0,187453.0,18.48,-43031,-7709,54880
2002-09-11,240000.0,240000.0,123661.0,18.67,-30657,-210,31617
2002-09-12,240000.0,245000.0,226040.0,19.06,-47287,15337,27580
2002-09-13,239000.0,238000.0,133420.0,18.51,-72,-46098,45300
2002-09-16,241000.0,232000.0,146000.0,18.05,31190,-30110,-2560
2002-09-17,236000.0,240500.0,172140.0,18.71,-23515,30890,-8655
2002-09-18,231000.0,232500.0,285964.0,18.09,64414,-65666,11132
2002-09-19,231500.0,232000.0,140160.0,18.05,-1980,3790,-7100
2002-09-23,227000.0,226500.0,134540.0,17.62,6030,-15250,11310
2002-09-24,225000.0,230500.0,237103.0,17.93,-23965,-43182,98117
2002-09-25,229000.0,225000.0,138389.0,17.5,5643,45512,-57180
2002-09-26,229000.0,228000.0,169042.0,17.74,4915,-17475,14550
2002-09-27,226000.0,235000.0,198390.0,18.28,-63484,38454,17430
2002-09-30,234500.0,237000.0,166138.0,18.44,-26004,-18192,43092
2002-10-01,235500.0,240000.0,197776.0,18.67,-35169,29369,11420
2002-10-02,244000.0,237000.0,118941.0,18.44,-8376,-22860,35166
2002-10-04,239500.0,245500.0,252869.0,19.1,-61066,-17061,81397
2002-10-07,246500.0,242500.0,131836.0,18.86,3856,-40136,40640
2002-10-08,244000.0,249000.0,226320.0,19.37,-42365,-7815,61110
2002-10-09,251000.0,243500.0,220747.0,18.94,3140,-53350,50850
2002-10-10,239500.0,231000.0,327614.0,17.97,4130,13520,-17540
2002-10-11,240000.0,230000.0,206687.0,17.89,-1834,-18976,28990
2002-10-14,237000.0,232000.0,135379.0,18.05,7132,-33520,20748
2002-10-15,234500.0,239000.0,170267.0,18.59,-12610,-20517,40370
2002-10-16,239500.0,237000.0,277020.0,18.44,24480,2781,-28000
2002-10-17,232000.0,228000.0,548354.0,17.74,203805,-1520,-223395
2002-10-18,230000.0,233500.0,776530.0,18.16,-44286,-3624,25460
2002-10-21,227500.0,224000.0,308946.0,17.43,84673,2047,-86450
2002-10-22,226000.0,220000.0,320918.0,17.11,46803,-7363,-46280
2002-10-23,215500.0,220000.0,417604.0,17.11,10501,42569,-70000
2002-10-24,220000.0,223000.0,405352.0,17.35,63150,-32670,-44890
2002-10-25,219000.0,224000.0,291428.0,17.43,-70164,95914,-23430
2002-10-28,226000.0,227500.0,231763.0,17.7,-14345,54765,-45440
2002-10-29,223500.0,229000.0,367878.0,17.81,-49078,35728,15220
2002-10-30,227000.0,224000.0,260058.0,17.43,10608,-57738,32920
2002-10-31,226000.0,225000.0,181541.0,17.5,3207,278,-2470
2002-11-01,222000.0,222500.0,199339.0,17.31,-2915,14623,-16168
2002-11-04,226500.0,225500.0,192983.0,17.54,-34935,78800,-42435
2002-11-05,223000.0,220500.0,191380.0,17.15,42390,-9990,-32940
2002-11-06,222500.0,230000.0,259244.0,17.89,-63960,43230,30110
2002-11-07,226500.0,231000.0,323809.0,17.97,-3029,-46451,64230
2002-11-08,227000.0,236500.0,281273.0,18.4,-14712,-81506,122308
2002-11-11,232000.0,226500.0,239003.0,17.62,48222,-32691,-13361
2002-11-12,222000.0,226000.0,187770.0,17.58,-10370,-1000,18270
2002-11-13,229000.0,224000.0,230845.0,17.43,44228,-37378,-6370
2002-11-14,228500.0,229000.0,341163.0,17.81,-60891,-43512,124443
2002-11-15,239000.0,242000.0,342142.0,18.83,-137909,23504,129745
2002-11-18,242000.0,238000.0,220506.0,18.51,-14533,57300,-40897
2002-11-19,234000.0,235000.0,198339.0,18.28,6781,54484,-62865
2002-11-20,234000.0,241000.0,287352.0,18.75,-49755,54277,-3952
2002-11-21,245000.0,243500.0,331596.0,18.94,-50858,28788,23420
2002-11-22,248500.0,245000.0,210750.0,19.06,-20780,-16960,38020
2002-11-25,247000.0,252000.0,272759.0,19.6,-52210,25721,50787
2002-11-26,253000.0,247000.0,208720.0,19.21,31196,-39929,4443
2002-11-27,241000.0,245000.0,146909.0,19.06,18526,16135,-36261
2002-11-28,248500.0,247500.0,224008.0,19.25,9537,-14243,24160
2002-11-29,243500.0,248500.0,189080.0,19.33,3363,-2983,-10210
2002-12-02,248500.0,248500.0,140425.0,19.33,4953,-12551,3435
2002-12-03,246500.0,250000.0,252903.0,19.45,-12137,15877,320
2002-12-04,248500.0,247000.0,239755.0,19.21,-12949,-27338,39737
2002-12-05,248500.0,251000.0,251944.0,19.53,-16087,32201,-25840
2002-12-06,251000.0,252500.0,193152.0,19.64,-480,-23730,38800
2002-12-09,252500.0,248000.0,214125.0,19.29,8574,-19743,7089
2002-12-10,244500.0,247000.0,169174.0,19.21,-1638,40355,-45687
2002-12-11,247500.0,244500.0,225837.0,19.02,3728,76115,-100563
2002-12-12,244000.0,246000.0,403885.0,19.14,12306,112734,-143120
2002-12-13,242000.0,243000.0,217049.0,18.9,35153,-60423,16660
2002-12-16,237500.0,238000.0,185854.0,18.51,29902,-21585,-14607
2002-12-17,240000.0,242000.0,111398.0,18.83,-2311,4682,-8751
2002-12-18,239500.0,243000.0,161897.0,18.9,4013,-2813,-22810
2002-12-20,240000.0,243500.0,151904.0,18.94,-16198,7793,11550
2002-12-23,246500.0,243500.0,186642.0,18.94,-421,5651,4200
2002-12-24,243000.0,240000.0,123651.0,18.67,-16597,33597,-2430
2002-12-26,238500.0,239000.0,145174.0,18.59,-12155,-18815,55460
2002-12-27,234000.0,233000.0,171876.0,18.13,16559,-18481,7152
2002-12-30,231500.0,229000.0,4674346.0,17.81,-33129,15171,37168
2003-01-02,230000.0,225000.0,177354.0,13.49,66325,-59948,-1587
2003-01-03,228000.0,228000.0,372745.0,13.67,100910,-75660,-20910
2003-01-06,230000.0,231000.0,244372.0,13.85,-1178,-4290,878
