Symbol,KCC_시가(원),KCC_종가(원),KCC_거래량(주),KCC_PER(IFRS-연결),KCC_순매수수량(개인)(주),KCC_순매수수량(기관계)(주),KCC_순매수수량(외국인계)(주)
2001-10-30,88000.0,85500.0,4170.0,12.9,-1320,-1010,2300
2001-10-31,84300.0,84000.0,6930.0,12.67,140,560,-2200
2001-11-01,83200.0,83200.0,14170.0,12.55,-2470,-5140,6110
2001-11-02,83600.0,83000.0,15910.0,12.52,-10,-5360,4370
2001-11-05,83600.0,85800.0,5710.0,12.94,-1500,1270,280
2001-11-06,86600.0,83300.0,16290.0,12.57,-570,5810,-5540
2001-11-07,83900.0,81300.0,12610.0,12.27,5130,-5810,720
2001-11-08,81300.0,79900.0,19090.0,12.05,4909,-3219,20
2001-11-09,80100.0,80000.0,16957.0,12.07,400,-9420,12720
2001-11-12,80000.0,81000.0,23610.0,12.22,-5340,-5070,18100
2001-11-13,79200.0,81000.0,19640.0,12.22,-4650,7030,-2520
2001-11-14,80300.0,80000.0,35710.0,12.07,6860,-6720,7440
2001-11-15,79600.0,81500.0,21490.0,12.3,-4820,3840,750
2001-11-16,80600.0,82800.0,25002.0,12.49,-4260,4720,-970
2001-11-19,81300.0,82500.0,23520.0,12.45,-2780,7080,-4730
2001-11-20,84500.0,82500.0,30800.0,12.45,3600,-3550,-1120
2001-11-21,82400.0,82300.0,21180.0,12.42,420,4800,-930
2001-11-22,83500.0,81800.0,15630.0,12.34,-1330,-2290,3720
2001-11-23,82900.0,83200.0,25200.0,12.55,-4740,710,4420
2001-11-26,82800.0,83100.0,51440.0,12.54,-1030,2090,-1540
2001-11-27,83100.0,86000.0,48146.0,12.97,-8384,-1076,8740
2001-11-28,86000.0,83900.0,27246.0,12.66,-8540,4890,920
2001-11-29,84100.0,88000.0,58050.0,13.28,-2580,-16680,15070
2001-11-30,90000.0,96000.0,24035.0,14.48,-1530,-4810,4990
2001-12-03,99000.0,98000.0,33140.0,14.79,2430,-3550,-480
2001-12-04,94000.0,92500.0,48311.0,13.96,5620,-6380,-10060
2001-12-05,93900.0,105000.0,46860.0,15.84,-9879,8889,-270
2001-12-06,111000.0,98000.0,29280.0,14.79,-1690,4620,-2790
2001-12-07,101000.0,105000.0,54770.0,15.84,-810,14690,-11790
2001-12-10,120500.0,102000.0,53693.0,15.39,9033,-1203,-7840
2001-12-11,102000.0,102000.0,24343.0,15.39,1463,1777,-6180
2001-12-12,105000.0,110000.0,30170.0,16.6,-5360,3830,-2100
2001-12-13,110000.0,103000.0,60981.0,15.54,16900,-18430,1880
2001-12-14,105000.0,107500.0,30000.0,16.22,-6430,5170,-260
2001-12-17,105000.0,106500.0,17560.0,16.07,-6580,7880,-1240
2001-12-18,107000.0,109000.0,40810.0,16.45,-6520,850,3190
2001-12-19,110500.0,125000.0,48915.0,18.86,-3725,-2110,6095
2001-12-20,132000.0,123000.0,82849.0,18.56,18930,12460,-34030
2001-12-21,123000.0,109500.0,49940.0,16.52,15580,-9340,-12310
2001-12-24,114000.0,109500.0,29350.0,16.52,-1816,2406,-180
2001-12-26,107500.0,101500.0,37265.0,15.31,7680,-3130,-5900
2001-12-27,98000.0,103500.0,33290.0,15.62,-1750,4140,-1850
2001-12-28,104500.0,109000.0,31950.0,16.45,-11330,12520,400
2002-01-02,110000.0,121500.0,45157.0,15.76,-14080,15540,-1840
2002-01-03,122000.0,119000.0,30190.0,15.44,-2630,8850,-8790
2002-01-04,120500.0,118500.0,24024.0,15.37,-1050,2860,-3600
2002-01-07,118500.0,114000.0,31150.0,14.79,10920,-10550,-720
2002-01-08,115000.0,108000.0,34620.0,14.01,17420,-3910,-13060
2002-01-09,105500.0,106000.0,43852.0,13.75,12378,-8590,-4798
2002-01-10,110000.0,108000.0,48620.0,14.01,-11900,1110,11330
2002-01-11,111000.0,108000.0,36077.0,14.01,4600,3540,-8170
2002-01-14,108000.0,108500.0,19236.0,14.08,1600,-930,-920
2002-01-15,108500.0,105500.0,33630.0,13.69,2220,1180,-3390
2002-01-16,105500.0,102000.0,45910.0,13.23,13270,10350,-23820
2002-01-17,101500.0,105000.0,42694.0,13.62,2660,26520,-29380
2002-01-18,105000.0,109000.0,38700.0,14.14,-8760,10190,-1280
2002-01-21,110000.0,110500.0,26035.0,14.34,-14890,15690,-1690
2002-01-22,110500.0,113500.0,22700.0,14.72,-5565,1175,4190
2002-01-23,113500.0,123000.0,27850.0,15.96,-15060,9750,5130
2002-01-24,124000.0,122500.0,33581.0,15.89,-5780,14220,-6990
2002-01-25,125000.0,131500.0,29461.0,17.06,-9700,7480,2640
2002-01-28,144500.0,131500.0,20925.0,17.06,3090,-2490,0
2002-01-29,132000.0,130000.0,20990.0,16.87,-1440,3500,-1120
2002-01-30,125000.0,123000.0,16170.0,15.96,2390,3260,-5030
2002-01-31,120000.0,119500.0,22081.0,15.5,4470,-4940,570
2002-02-01,125000.0,121000.0,19990.0,15.7,1870,-7380,5230
2002-02-04,118500.0,117500.0,8710.0,15.24,180,-180,0
2002-02-05,117500.0,118000.0,11284.0,15.31,-726,2846,-2000
2002-02-06,118000.0,126500.0,17000.0,16.41,-7630,5130,2810
2002-02-07,127500.0,122500.0,27280.0,15.89,-6070,9410,-3040
2002-02-08,127000.0,127000.0,14930.0,16.48,-890,-1250,2500
2002-02-14,130000.0,130000.0,33830.0,16.87,-370,3710,-3010
2002-02-15,128000.0,124000.0,25028.0,16.09,2928,-5220,1312
2002-02-18,122000.0,118500.0,54342.0,15.37,23899,-10129,-18150
2002-02-19,121000.0,116000.0,31400.0,15.05,12580,-11520,-1250
2002-02-20,114000.0,119000.0,39950.0,15.44,3300,23270,-26520
2002-02-21,119500.0,122000.0,28520.0,15.83,-9130,8270,730
2002-02-22,119000.0,117000.0,41650.0,15.18,7640,13300,-21160
2002-02-25,121000.0,122000.0,40520.0,15.83,-13570,22490,-5250
2002-02-26,122000.0,121000.0,37470.0,15.7,-2750,18080,-12810
2002-02-27,122000.0,122000.0,68790.0,15.83,-1830,19290,-14210
2002-02-28,122000.0,119000.0,35460.0,15.44,10950,-3170,-5440
2002-03-04,122000.0,126500.0,83920.0,16.41,-26140,21650,3660
2002-03-05,129500.0,145000.0,77239.0,18.81,-19150,-19060,37680
2002-03-06,145000.0,137000.0,24657.0,17.77,-1133,6853,-5140
2002-03-07,145000.0,148000.0,66061.0,19.2,-9456,-6170,17026
2002-03-08,140000.0,137500.0,63890.0,17.84,13390,6980,-25240
2002-03-11,140000.0,149000.0,42530.0,19.33,-7370,-1780,9290
2002-03-12,150000.0,150000.0,22370.0,19.46,-1370,2080,-890
2002-03-13,150000.0,147000.0,44620.0,19.07,3299,-1710,-839
2002-03-14,145000.0,169000.0,62420.0,21.93,-1600,6090,-4550
2002-03-15,160000.0,170500.0,81600.0,22.12,-10310,-3370,13240
2002-03-18,176000.0,162000.0,32561.0,21.02,13101,-4711,-7040
2002-03-19,162500.0,161500.0,52900.0,20.95,10310,4020,-14040
2002-03-20,159000.0,160000.0,65793.0,20.76,-260,910,-140
2002-03-21,160000.0,157000.0,98352.0,20.37,7680,-2860,-16640
2002-03-22,154500.0,171000.0,69890.0,22.18,-16650,5170,-16090
2002-03-25,169000.0,160000.0,54038.0,20.76,15526,1814,-18040
2002-03-26,159000.0,158000.0,32810.0,20.5,3120,16110,-18780
2002-03-27,159000.0,156000.0,48170.0,20.24,17840,7500,-27030
2002-03-28,156000.0,156000.0,33000.0,20.24,-2800,-550,3380
2002-03-29,156000.0,155000.0,39427.0,20.11,-1213,7533,-6710
2002-04-01,155000.0,148000.0,35570.0,19.2,11090,-10960,-530
2002-04-02,150000.0,152000.0,29373.0,19.72,-6533,7220,-877
2002-04-03,152000.0,152000.0,26300.0,19.72,1980,-6550,4490
2002-04-04,154000.0,152000.0,35692.0,19.72,-2319,859,1680
2002-04-08,150000.0,150000.0,35860.0,19.46,742,-11640,10168
2002-04-09,154000.0,151000.0,26796.0,19.59,-1798,-9292,11130
2002-04-10,149500.0,148000.0,27076.0,19.2,-3322,10960,-7598
2002-04-11,149000.0,153000.0,73870.0,19.85,-4260,-16060,20630
2002-04-12,155000.0,157500.0,26740.0,20.43,-3270,-3570,6930
2002-04-15,158000.0,161000.0,52350.0,20.89,880,2450,-4350
2002-04-16,158000.0,158000.0,27970.0,20.5,-3750,7800,-4280
2002-04-17,159000.0,158000.0,34250.0,20.5,-6320,9390,-2810
2002-04-18,158500.0,161000.0,34600.0,20.89,-290,-2510,3010
2002-04-19,156000.0,154500.0,41570.0,20.04,16530,-4910,-11670
2002-04-22,150500.0,148500.0,35700.0,19.27,2610,9760,-12160
2002-04-23,144000.0,148000.0,43820.0,19.2,-2870,29790,-26610
2002-04-24,145000.0,148000.0,16911.0,19.2,-3550,2320,1140
2002-04-25,146000.0,143000.0,45275.0,18.55,-600,19360,-19030
2002-04-26,143500.0,148500.0,22680.0,19.27,-5990,13520,-7790
2002-04-29,144500.0,146500.0,16342.0,19.01,-1912,7152,-5130
2002-04-30,147000.0,146000.0,16730.0,18.94,1246,-1836,-120
2002-05-02,150000.0,146000.0,42160.0,18.94,5855,-7065,16230
2002-05-03,143500.0,136000.0,48553.0,17.64,22194,-7334,-8990
2002-05-06,133000.0,127000.0,32732.0,16.48,2323,-3050,327
2002-05-07,124000.0,119000.0,37393.0,15.44,10950,-12330,2080
2002-05-08,121500.0,121500.0,44968.0,15.76,12090,-1310,10420
2002-05-09,125000.0,120500.0,76430.0,15.63,13890,-22250,8000
2002-05-10,121000.0,120500.0,21695.0,15.63,-200,-30,200
2002-05-13,123000.0,119000.0,22100.0,15.44,2330,-1280,2060
2002-05-14,120000.0,131500.0,63090.0,17.06,-24630,720,1720
2002-05-15,132500.0,142000.0,45311.0,18.42,-23960,3310,20490
2002-05-16,144500.0,132500.0,16948.0,17.19,6010,-3310,-1640
2002-05-17,135000.0,148500.0,34990.0,19.27,-16560,11720,4950
2002-05-20,141500.0,135000.0,29870.0,17.51,17450,-15380,-1960
2002-05-21,130000.0,123000.0,106030.0,15.96,34610,8510,-48380
2002-05-22,123000.0,123000.0,111216.0,15.96,40146,-47596,-470
2002-05-23,123000.0,118000.0,80731.0,15.31,24250,3590,-32620
2002-05-24,115000.0,122500.0,57110.0,15.89,-10680,27250,-17510
2002-05-27,118000.0,118500.0,22350.0,15.37,3050,2640,-5730
2002-05-28,118500.0,119000.0,15460.0,15.44,-2910,7020,-4370
2002-05-29,118000.0,120500.0,35724.0,15.63,-36,-16060,15976
2002-05-30,120500.0,120000.0,25793.0,15.57,-4640,1750,2790
2002-05-31,118500.0,118000.0,29660.0,15.31,-3950,880,2890
2002-06-03,118000.0,118000.0,26280.0,15.31,-2490,-5260,7570
2002-06-04,117000.0,113500.0,40840.0,14.72,9740,-4610,-6150
2002-06-05,116000.0,113000.0,30022.0,14.66,3412,-952,-2280
2002-06-07,112000.0,110000.0,27561.0,14.27,5040,-8870,3830
2002-06-10,110500.0,110000.0,27919.0,14.27,4010,4240,-8400
2002-06-11,110500.0,113500.0,31560.0,14.72,1320,-9400,7620
2002-06-12,111500.0,113500.0,52208.0,14.72,2878,-4918,1300
2002-06-14,113500.0,110000.0,28003.0,14.27,5710,-5790,320
2002-06-17,112000.0,109500.0,25362.0,14.21,-550,-8900,8240
2002-06-18,112000.0,107500.0,18700.0,13.95,510,-830,40
2002-06-19,107000.0,99000.0,24920.0,12.84,2610,-3810,960
2002-06-20,98000.0,103000.0,49701.0,13.36,5490,-11090,5610
2002-06-21,103000.0,103500.0,26649.0,13.43,2680,-6610,7200
2002-06-24,102000.0,105000.0,19640.0,13.62,-9580,7650,2290
2002-06-25,103000.0,102500.0,21095.0,13.3,-688,6610,-5492
2002-06-26,100000.0,97800.0,48740.0,12.69,-9670,-11240,21330
2002-06-27,98500.0,101000.0,34710.0,13.1,1960,-12260,10210
2002-06-28,105000.0,116000.0,84170.0,15.05,-22320,-21430,44290
2002-07-02,116000.0,121000.0,30680.0,15.7,-9240,5430,3850
2002-07-03,121000.0,122000.0,19750.0,15.83,-11200,6980,4080
2002-07-04,125000.0,124000.0,18170.0,16.09,-7060,2890,4610
2002-07-05,124000.0,129500.0,30597.0,16.8,-18790,16680,860
2002-07-08,130000.0,126500.0,24880.0,16.41,-890,-11570,12050
2002-07-09,126500.0,137500.0,35320.0,17.84,-23970,11860,12710
2002-07-10,136000.0,132500.0,20010.0,17.19,140,-5120,4400
2002-07-11,130500.0,126000.0,23540.0,16.35,3130,-1610,-1130
2002-07-12,130000.0,132500.0,24260.0,17.19,-12520,13600,2160
2002-07-15,133000.0,130000.0,20440.0,16.87,1140,-1260,110
2002-07-16,130000.0,129500.0,38590.0,16.8,-140,-4390,13700
2002-07-18,135000.0,137000.0,64151.0,17.77,-14099,-1841,17900
2002-07-19,134500.0,132000.0,29480.0,17.12,10500,-13540,2250
2002-07-22,125000.0,127500.0,12220.0,16.54,-750,1630,-730
2002-07-23,126500.0,130000.0,15740.0,16.87,-1430,7300,-4700
2002-07-24,126500.0,124500.0,27780.0,16.15,3710,-4530,420
2002-07-25,127000.0,124500.0,25463.0,16.15,-540,6680,-5090
2002-07-26,123000.0,113000.0,43690.0,14.66,15870,1060,-16200
2002-07-29,118000.0,118500.0,17660.0,15.37,-9260,2760,7100
2002-07-30,120500.0,124500.0,21170.0,16.15,-5460,6110,100
2002-07-31,124000.0,121000.0,23830.0,15.7,2210,-1360,-920
2002-08-01,120500.0,118500.0,7780.0,15.37,1530,-3460,2120
2002-08-02,120000.0,118500.0,12120.0,15.37,-2360,5450,-3250
2002-08-05,116500.0,120000.0,9460.0,15.57,-3110,-1200,4460
2002-08-06,116500.0,117500.0,26310.0,15.24,-1760,13950,-7770
2002-08-07,120500.0,116000.0,18886.0,15.05,5296,-4546,-1500
2002-08-08,117000.0,112000.0,23981.0,14.53,12330,-14460,2390
2002-08-09,114000.0,112000.0,24520.0,14.53,1830,2330,-4460
2002-08-12,113000.0,112000.0,80010.0,14.53,1010,-3100,3800
2002-08-13,112000.0,116000.0,10350.0,15.05,-3190,2180,1010
2002-08-14,113000.0,121500.0,16770.0,15.76,-7480,6580,1170
2002-08-16,121500.0,122000.0,21480.0,15.83,-1500,-450,2020
2002-08-19,122000.0,122000.0,17935.0,15.83,-690,-4440,5840
2002-08-20,123000.0,129000.0,28820.0,16.74,-12640,11220,1370
2002-08-21,125500.0,129500.0,20470.0,16.8,-2610,5470,-2350
2002-08-22,129500.0,128000.0,10620.0,16.61,-260,1850,-740
2002-08-23,130000.0,127000.0,11930.0,16.48,-1580,7350,-6060
2002-08-26,127000.0,124500.0,8710.0,16.15,-490,2280,-1630
2002-08-27,126500.0,120000.0,22571.0,15.57,11301,-9951,-1550
2002-08-28,120000.0,119000.0,19140.0,15.44,1560,5290,-6950
2002-08-29,117500.0,117000.0,18130.0,15.18,9200,-7780,-1630
2002-08-30,116000.0,121000.0,15620.0,15.7,-570,-650,-650
2002-09-02,126000.0,124000.0,16270.0,16.09,-4210,-5170,9190
2002-09-03,124000.0,120000.0,12940.0,15.57,5070,-2730,-2660
2002-09-04,119000.0,116500.0,15500.0,15.11,7270,-8300,1550
2002-09-05,118000.0,116500.0,8170.0,15.11,3540,-2090,-1120
2002-09-06,115000.0,116500.0,10930.0,15.11,-4140,2610,1320
2002-09-09,115500.0,115000.0,8900.0,14.92,-1530,-180,2390
2002-09-10,114000.0,122000.0,15460.0,15.83,-7500,4800,2650
2002-09-11,123500.0,122000.0,9900.0,15.83,-4710,2820,1690
2002-09-12,123000.0,129000.0,34890.0,16.74,-12800,10180,630
2002-09-13,127500.0,120500.0,20930.0,15.63,11640,-9070,-2460
2002-09-16,122000.0,122500.0,9740.0,15.89,460,-800,400
2002-09-17,124000.0,123500.0,19950.0,16.02,-2190,8890,-7300
2002-09-18,122000.0,115000.0,42240.0,14.92,22230,-15190,-5460
2002-09-19,116500.0,115500.0,27100.0,14.98,5250,5150,-10640
2002-09-23,116000.0,113500.0,16310.0,14.72,-170,-4890,5060
2002-09-24,110500.0,114000.0,18820.0,14.79,-5610,12730,-7370
2002-09-25,111500.0,111500.0,10861.0,14.47,160,40,-290
2002-09-26,115500.0,113000.0,13460.0,14.66,440,-2200,1670
2002-09-27,115000.0,115000.0,26730.0,14.92,-10490,1080,9310
2002-09-30,114000.0,117000.0,14990.0,15.18,-730,-3140,3620
2002-10-01,117500.0,122000.0,25660.0,15.83,-7760,-630,8390
2002-10-02,125000.0,122000.0,22080.0,15.83,-7200,-6680,13920
2002-10-04,122000.0,121000.0,10300.0,15.7,-1270,2220,-1130
2002-10-07,119000.0,114000.0,16810.0,14.79,8480,-11290,3140
2002-10-08,115500.0,119000.0,13680.0,15.44,-10150,10570,-460
2002-10-09,123000.0,113000.0,19989.0,14.66,8019,-7889,-660
2002-10-10,111500.0,99000.0,44510.0,12.84,12160,-6530,-6080
2002-10-11,103000.0,100000.0,37596.0,12.97,3970,-8930,4320
2002-10-14,104000.0,104000.0,15496.0,13.49,540,-600,-590
2002-10-15,107000.0,110000.0,20733.0,14.27,-7680,-2120,9570
2002-10-16,113000.0,110500.0,23960.0,14.34,640,-9030,8280
2002-10-17,110500.0,109500.0,17080.0,14.21,940,700,-2150
2002-10-18,113000.0,116000.0,18055.0,15.05,-6660,1130,6820
2002-10-21,116000.0,116500.0,14530.0,15.11,-4190,-1110,5810
2002-10-22,118000.0,116000.0,22228.0,15.05,-6760,1070,5930
2002-10-23,114500.0,114500.0,28790.0,14.85,-450,10960,-11930
2002-10-24,117500.0,113500.0,35210.0,14.72,13380,-10600,-3230
2002-10-25,113500.0,120000.0,28547.0,15.57,-19390,9620,9530
2002-10-28,119500.0,120500.0,11840.0,15.63,-1210,340,600
2002-10-29,121500.0,122000.0,17650.0,15.83,-3610,2420,3510
2002-10-30,124500.0,119500.0,10370.0,15.5,-610,-750,900
2002-10-31,121500.0,120000.0,11130.0,15.57,-4480,1940,2660
2002-11-01,122000.0,115000.0,13220.0,14.92,6240,-3010,-3480
2002-11-04,117000.0,125000.0,18540.0,16.22,-11630,14060,-2600
2002-11-05,121000.0,120000.0,21380.0,15.57,5390,-4400,-680
2002-11-06,122000.0,121000.0,31840.0,15.7,5780,10990,-15280
2002-11-07,119000.0,119000.0,36540.0,15.44,870,-370,-13330
2002-11-08,119000.0,116500.0,11690.0,15.11,5170,-7560,240
2002-11-11,118000.0,116500.0,20940.0,15.11,6360,-1160,-5040
2002-11-12,113000.0,115500.0,14775.0,14.98,-2210,3390,-1140
2002-11-13,115000.0,112500.0,24759.0,14.6,15520,-15490,-1280
2002-11-14,111500.0,113000.0,19270.0,14.66,430,-3950,3140
2002-11-15,116500.0,113500.0,26900.0,14.72,1390,-4050,200
2002-11-18,113000.0,110000.0,31180.0,14.27,12000,5430,-19360
2002-11-19,111500.0,110000.0,23710.0,14.27,1900,3740,-5990
2002-11-20,111000.0,113500.0,17982.0,14.72,-8310,10290,-2240
2002-11-21,113500.0,116500.0,24925.0,15.11,-12090,10650,2180
2002-11-22,117000.0,115500.0,12380.0,14.98,-4820,2700,1960
2002-11-25,117000.0,118500.0,17100.0,15.37,-5390,7000,170
2002-11-26,116500.0,115000.0,21670.0,14.92,9880,-4830,-4910
2002-11-27,112500.0,116000.0,16288.0,15.05,-10270,4070,6070
2002-11-28,117000.0,117500.0,76140.0,15.24,-3090,5270,15380
2002-11-29,118500.0,120000.0,14160.0,15.57,-900,-2640,2350
2002-12-02,120000.0,122000.0,17950.0,15.83,-3530,-1390,6540
2002-12-03,122000.0,121500.0,21840.0,15.76,310,1080,-970
2002-12-04,120500.0,117000.0,34920.0,15.18,5460,-3996,1906
2002-12-05,118500.0,120500.0,20720.0,15.63,-12490,9830,2360
2002-12-06,119500.0,125000.0,24610.0,16.22,-9600,10800,-350
2002-12-09,125000.0,121000.0,16250.0,15.7,-2610,-4500,7190
2002-12-10,121000.0,127500.0,19150.0,16.54,-8120,3420,4880
2002-12-11,126000.0,124500.0,15211.0,16.15,1810,-1740,-560
2002-12-12,128000.0,143000.0,39210.0,18.55,-9850,12400,-2670
2002-12-13,132000.0,123000.0,48821.0,15.96,18450,-19310,-380
2002-12-16,123000.0,120500.0,17479.0,15.63,5009,-10190,5341
2002-12-17,121500.0,121000.0,11773.0,15.7,-2901,1432,-61
2002-12-18,119000.0,120500.0,21170.0,15.63,-2780,1490,1860
2002-12-20,120500.0,120000.0,25750.0,15.57,-190,8090,-7870
2002-12-23,120500.0,124500.0,14020.0,16.15,-7735,6765,90
2002-12-24,125500.0,120000.0,10180.0,15.57,-370,1250,-960
2002-12-26,119000.0,124500.0,10850.0,16.15,-320,730,0
2002-12-27,121500.0,120000.0,13880.0,15.57,1190,-6530,5610
2002-12-30,123500.0,117000.0,16550.0,15.18,870,3420,-3210
2003-01-02,117000.0,114000.0,19970.0,8.05,12910,-12310,540
2003-01-03,115500.0,115000.0,26300.0,8.12,9293,-15573,5770
2003-01-06,115000.0,112500.0,15991.0,7.94,7498,-2067,-5491
2003-01-07,113500.0,120000.0,36840.0,8.47,-18240,-6230,24840
2003-01-08,118000.0,115500.0,28761.0,8.15,870,2490,-3090
2003-01-09,115000.0,111500.0,31550.0,7.87,13720,-9950,-3540
2003-01-10,113000.0,111000.0,35177.0,7.84,1710,-1230,-1120
2003-01-13,111500.0,116000.0,18597.0,8.19,-7810,6160,2030
2003-01-14,118000.0,114000.0,15190.0,8.05,2527,-7987,5370
2003-01-15,115500.0,117500.0,31950.0,8.29,-5860,-14730,20940
2003-01-16,118500.0,121000.0,21950.0,8.54,-10820,3750,6920
2003-01-17,119000.0,124000.0,18910.0,8.75,-6850,-2660,9300
2003-01-20,124000.0,121000.0,9510.0,8.54,150,-440,480
2003-01-21,122000.0,118500.0,17714.0,8.37,4890,-2420,-2320
2003-01-22,115500.0,115000.0,10420.0,8.12,1950,-670,-1200
2003-01-23,117000.0,118000.0,22546.0,8.33,-3856,8426,-4930
2003-01-24,118000.0,116000.0,21410.0,8.19,10,70,30
2003-01-27,119500.0,112500.0,21930.0,7.94,5610,-8360,3130
2003-01-28,112000.0,113500.0,18100.0,8.01,-480,550,-70
2003-01-29,114000.0,112500.0,21410.0,7.94,3920,-6410,3250
2003-01-30,113000.0,112000.0,17010.0,7.91,5500,1810,-6990
2003-02-03,112000.0,112000.0,21660.0,7.91,3670,2150,-5970
2003-02-04,112500.0,112500.0,21030.0,7.94,2580,-2560,90
2003-02-05,111500.0,111000.0,15270.0,7.84,380,1550,-1990
2003-02-06,111000.0,110000.0,12360.0,7.77,2930,-3530,250
2003-02-07,109000.0,107000.0,12680.0,7.55,-130,-860,970
2003-02-10,106000.0,108000.0,7850.0,7.62,-1490,4890,-2650
2003-02-11,107000.0,104500.0,17330.0,7.38,5260,-3920,-600
2003-02-12,104000.0,103500.0,30578.0,7.31,2070,5550,-10360
2003-02-13,103500.0,101000.0,36290.0,7.13,10710,2340,-12610
2003-02-14,101000.0,104000.0,24000.0,7.34,-5820,2330,3600
2003-02-17,105000.0,103500.0,42330.0,7.31,22280,6270,-30550
2003-02-18,104000.0,104000.0,32369.0,7.34,7450,9880,-17380
2003-02-19,107500.0,109000.0,144934.0,7.69,-2347,51827,-52470
2003-02-20,109000.0,107500.0,31260.0,7.59,7660,4970,-14730
2003-02-21,106000.0,107500.0,20900.0,7.59,-2500,6320,-3770
2003-02-24,106500.0,109500.0,25471.0,7.73,-9090,13160,-4980
2003-02-25,109000.0,108000.0,30849.0,7.62,-13900,7300,10220
2003-02-26,107000.0,110000.0,23790.0,7.77,-4790,-1200,5970
2003-02-27,108500.0,107500.0,25620.0,7.59,2920,2430,-6000
2003-02-28,108000.0,105000.0,14501.0,7.41,2170,-3630,-2680
2003-03-03,105000.0,104000.0,26530.0,7.34,3460,9350,-12590
2003-03-04,103000.0,102000.0,10860.0,7.2,3590,-4760,10
2003-03-05,104000.0,98300.0,30168.0,6.94,10640,3360,-13840
2003-03-06,98500.0,93900.0,28560.0,6.63,6290,4870,-11080
2003-03-07,91400.0,87000.0,33820.0,6.14,6720,70,-6940
2003-03-10,86500.0,86600.0,21145.0,6.11,1305,-1185,-520
2003-03-11,84000.0,87000.0,31577.0,6.14,-1310,-2930,3820
2003-03-12,84100.0,93900.0,46514.0,6.63,-6300,8970,1450
2003-03-13,96300.0,97000.0,54389.0,6.85,3400,-9690,5470
2003-03-14,98000.0,93000.0,39010.0,6.57,8790,-6670,-1760
2003-03-17,93100.0,94500.0,27001.0,6.67,-11751,5441,6310
2003-03-18,95700.0,95000.0,19361.0,6.71,-1990,3280,-1730
2003-03-19,93200.0,95000.0,27570.0,6.71,-2910,-450,-3630
2003-03-20,96900.0,96300.0,25757.0,6.8,257,-2637,-90
2003-03-21,97100.0,103000.0,19772.0,7.27,-10820,3880,6940
2003-03-24,104500.0,101000.0,19800.0,7.13,4030,470,-8290
2003-03-25,98300.0,100000.0,26082.0,7.06,-3108,7590,-3080
2003-03-26,99500.0,99900.0,32956.0,7.05,2300,4050,-5480
2003-03-27,101500.0,99000.0,286554.0,6.99,234,278260,-190
2003-03-28,100000.0,97500.0,26515.0,6.88,7449,8371,-17020
2003-03-31,97500.0,97400.0,19440.0,6.88,-4630,8290,-3840
2003-04-01,97800.0,95700.0,11380.0,6.76,2200,-990,-1780
2003-04-02,96000.0,97500.0,25855.0,6.88,793,7737,-8450
2003-04-03,98500.0,96000.0,32710.0,6.78,6481,16639,-27750
2003-04-04,94900.0,96100.0,27061.0,6.78,950,13660,-16000
2003-04-07,96100.0,100500.0,25087.0,7.09,-1832,7132,-5570
2003-04-08,100000.0,104000.0,22901.0,7.34,-9300,3780,5120
2003-04-09,102500.0,103500.0,10792.0,7.31,-2990,1000,970
2003-04-10,102000.0,101500.0,39092.0,7.17,7441,6910,-14731
