Symbol,두산_시가(원),두산_종가(원),두산_거래량(주),두산_PER(IFRS-연결),두산_순매수수량(개인)(주),두산_순매수수량(기관계)(주),두산_순매수수량(외국인계)(주)
2014-07-11,118000.0,121000.0,130240.0,25.73,-26208,8117,14061
2014-07-14,122000.0,121500.0,36200.0,25.83,-5131,8239,-2308
2014-07-15,121500.0,120500.0,49563.0,25.62,6293,-236,-6204
2014-07-16,121000.0,121500.0,25652.0,25.83,-5261,5205,88
2014-07-17,121000.0,122500.0,43528.0,26.05,-12315,5023,7292
2014-07-18,122000.0,124000.0,49297.0,26.37,-18644,27104,-8248
2014-07-21,123500.0,126000.0,60321.0,26.79,-4529,22547,-17954
2014-07-22,125000.0,125000.0,49226.0,26.58,8449,-6743,-2206
2014-07-23,124500.0,124000.0,41572.0,26.37,-1595,1964,-363
2014-07-24,124000.0,124500.0,37018.0,26.47,-1380,-1253,2653
2014-07-25,124500.0,124500.0,13018.0,26.47,167,2165,-2345
2014-07-28,124500.0,125500.0,23434.0,26.68,-4646,2298,1562
2014-07-29,126000.0,121000.0,111751.0,25.73,37273,-30224,-6498
2014-07-30,120500.0,121500.0,64893.0,25.83,-4999,241,4801
2014-07-31,121500.0,123500.0,55884.0,26.26,-10898,261,7165
2014-08-01,123500.0,124500.0,41348.0,26.47,-10819,-160,10970
2014-08-04,124500.0,123500.0,38835.0,26.26,1778,3960,-8201
2014-08-05,124000.0,121500.0,54804.0,25.83,11964,-12544,1723
2014-08-06,121500.0,117000.0,62978.0,24.88,14461,-12197,-2251
2014-08-07,117500.0,117500.0,47110.0,24.98,-2383,-21665,23795
2014-08-08,117000.0,118000.0,14866.0,25.09,-5381,2645,2611
2014-08-11,118000.0,117500.0,18692.0,24.98,-1484,1133,601
2014-08-12,117500.0,118000.0,15844.0,25.09,-2344,2288,500
2014-08-13,118500.0,119500.0,17483.0,25.41,-5700,-1769,6764
2014-08-14,119000.0,120500.0,16806.0,25.62,-6964,4544,2353
2014-08-18,120000.0,119000.0,10251.0,25.3,3118,-1381,-1660
2014-08-19,119000.0,117000.0,56803.0,24.88,15587,-11311,-3537
2014-08-20,117000.0,118500.0,36047.0,25.2,-173,-13086,12946
2014-08-21,118000.0,114500.0,43457.0,24.35,8371,-8500,-116
2014-08-22,115000.0,115500.0,15344.0,24.56,-207,4342,-4441
2014-08-25,115000.0,113500.0,27605.0,24.13,6055,5618,-12098
2014-08-26,113000.0,114500.0,38173.0,24.35,-3759,8563,-1334
2014-08-27,116500.0,118000.0,43046.0,25.09,-2919,3371,-3350
2014-08-28,117000.0,123000.0,68107.0,26.15,-22181,35832,-15314
2014-08-29,123000.0,120500.0,63639.0,25.62,4188,25007,-28122
2014-09-01,119500.0,117000.0,33767.0,24.88,10711,4630,-15708
2014-09-02,117000.0,117000.0,41860.0,24.88,12211,-15612,2819
2014-09-03,116500.0,117000.0,24311.0,24.88,6472,-2560,-3961
2014-09-04,116500.0,117000.0,20015.0,24.88,-1563,3101,-1430
2014-09-05,116500.0,117000.0,41578.0,24.88,4350,7405,-11135
2014-09-11,116000.0,117500.0,35160.0,24.98,-5082,5803,-331
2014-09-12,117500.0,119500.0,25407.0,25.41,-9266,18521,-9291
2014-09-15,120000.0,119000.0,15427.0,25.3,308,4939,-4503
2014-09-16,119500.0,119000.0,16275.0,25.3,34,4030,-5516
2014-09-17,119000.0,121500.0,22456.0,25.83,-5382,8684,-690
2014-09-18,120500.0,119000.0,20844.0,25.3,7383,1353,-8164
2014-09-19,119500.0,121000.0,54645.0,25.73,-15905,20540,-4575
2014-09-22,121000.0,121000.0,64856.0,25.73,-6009,7050,-12539
2014-09-23,121500.0,120000.0,40836.0,25.52,7460,8883,-16443
2014-09-24,119500.0,118500.0,40982.0,25.2,10249,-4876,-5628
2014-09-25,118500.0,119000.0,63132.0,25.3,3861,6291,-10552
2014-09-26,118000.0,116500.0,24802.0,24.77,8550,1861,-10721
2014-09-29,116500.0,113000.0,53888.0,24.03,2637,18436,-21916
2014-09-30,113000.0,103500.0,214717.0,22.01,51896,17355,-69472
2014-10-01,104500.0,105000.0,165973.0,22.33,1060,885,422
2014-10-02,105000.0,103000.0,164523.0,21.9,34962,19117,-54551
2014-10-06,103500.0,104500.0,103571.0,22.22,-12391,32130,-19866
2014-10-07,104000.0,104500.0,64580.0,22.22,-1027,27888,-32399
2014-10-08,104000.0,104500.0,110702.0,22.22,2948,44122,-49020
2014-10-10,105000.0,104000.0,70973.0,22.11,-3905,18673,-15000
2014-10-13,103500.0,104500.0,57502.0,22.22,-4480,25670,-21284
2014-10-14,105000.0,109000.0,81756.0,23.18,-18148,44541,-26980
2014-10-15,109000.0,106500.0,77130.0,22.64,3016,30323,-34577
2014-10-16,105500.0,106500.0,64724.0,22.64,-3959,24952,-19323
2014-10-17,108000.0,108500.0,48768.0,23.07,-3204,13124,-9920
2014-10-20,109000.0,109000.0,49990.0,23.18,353,16041,-16352
2014-10-21,108500.0,108000.0,67619.0,22.96,258,20783,-21079
2014-10-22,109000.0,108500.0,66485.0,23.07,-4609,14066,-9107
2014-10-23,109000.0,110000.0,82671.0,23.39,-21981,-14507,36468
2014-10-24,111000.0,112000.0,53812.0,23.81,-9524,11650,3696
2014-10-27,113500.0,112000.0,33419.0,23.81,813,-10063,8974
2014-10-28,112000.0,111000.0,55828.0,23.6,-146,-6386,6338
2014-10-29,111500.0,114000.0,72251.0,24.24,-15889,10952,7858
2014-10-30,114500.0,115000.0,54833.0,24.45,-1439,3458,-2889
2014-10-31,115500.0,111000.0,86099.0,23.6,5530,2601,-6226
2014-11-03,111500.0,113000.0,50730.0,24.03,-10806,-4886,12780
2014-11-04,113000.0,107500.0,107889.0,22.86,6250,-2433,-17385
2014-11-05,106500.0,107000.0,102750.0,22.75,-580,-28600,29157
2014-11-06,106500.0,106500.0,102807.0,22.64,1176,-6762,4524
2014-11-07,106000.0,111000.0,71056.0,23.6,-17837,17811,255
2014-11-10,112000.0,111500.0,74667.0,23.71,-6626,-1033,9123
2014-11-11,112000.0,113000.0,45412.0,24.03,-14773,7639,12502
2014-11-12,112500.0,115000.0,63295.0,24.45,-12514,2227,10778
2014-11-13,114500.0,117000.0,48425.0,24.88,-8731,9974,-701
2014-11-14,116000.0,117500.0,70957.0,24.98,-12684,28427,-15059
2014-11-17,116000.0,118000.0,45760.0,25.09,-5794,12984,-7134
2014-11-18,117500.0,117500.0,31411.0,24.98,-2050,-777,4467
2014-11-19,116500.0,115500.0,56451.0,24.56,-5112,3647,1958
2014-11-20,115500.0,113500.0,41753.0,24.13,6167,-17232,11742
2014-11-21,114000.0,116500.0,36056.0,24.77,-8874,3384,5687
2014-11-24,118500.0,122500.0,94450.0,26.05,-34279,474,22229
2014-11-25,123000.0,118000.0,83129.0,25.09,14747,-24191,9452
2014-11-26,118000.0,117500.0,51878.0,24.98,2007,-4625,7118
2014-11-27,116500.0,120000.0,39366.0,25.52,-11289,14427,-3139
2014-11-28,119000.0,115500.0,72815.0,24.56,9570,6153,-15794
2014-12-01,115000.0,114000.0,91392.0,24.24,-2747,-8499,11315
2014-12-02,113500.0,116500.0,47789.0,24.77,-5820,2978,3821
2014-12-03,115500.0,115000.0,22479.0,24.45,4244,-2131,-1947
2014-12-04,114500.0,115500.0,26700.0,24.56,-3856,2112,1863
2014-12-05,115500.0,118500.0,35498.0,25.2,-9498,5407,6712
2014-12-08,117500.0,118000.0,32839.0,25.09,2411,-8296,4333
2014-12-09,117500.0,115500.0,43905.0,24.56,5417,-1903,-3887
2014-12-10,114000.0,113000.0,78213.0,24.03,2015,-28585,26420
2014-12-11,112000.0,109000.0,46768.0,23.18,12688,-5946,-7323
2014-12-12,109500.0,112500.0,55565.0,23.92,-10115,-8138,18203
2014-12-15,111000.0,111000.0,28911.0,23.6,4485,675,-5316
2014-12-16,110500.0,111000.0,30242.0,23.6,430,9719,-10150
2014-12-17,111500.0,109500.0,23937.0,23.28,1835,7640,-10217
2014-12-18,111000.0,110500.0,35446.0,23.5,-10056,19193,-7963
2014-12-19,111500.0,111000.0,33008.0,23.6,1316,1882,-3212
2014-12-22,111000.0,110500.0,14322.0,23.5,1554,-3261,1667
2014-12-23,110500.0,111500.0,24716.0,23.71,-1609,-1439,3138
2014-12-24,112000.0,112000.0,19921.0,23.81,482,-4079,3597
2014-12-26,113000.0,114000.0,39370.0,24.24,-1419,-2152,3589
2014-12-29,112000.0,105000.0,114413.0,22.33,26222,-23594,-1963
2014-12-30,106000.0,103500.0,52876.0,22.01,5824,-11385,6014
2015-01-02,103500.0,101500.0,56857.0,40.97,4615,-14215,9223
2015-01-05,101000.0,102000.0,69258.0,41.17,5720,-24250,16695
2015-01-06,102500.0,100000.0,142272.0,40.36,23171,-21667,-2743
2015-01-07,100500.0,101500.0,59541.0,40.97,-6192,-13323,19646
2015-01-08,101500.0,101500.0,31795.0,40.97,-1834,4128,-1594
2015-01-09,102000.0,104000.0,45718.0,41.98,-13396,6492,7404
2015-01-12,103000.0,102000.0,22144.0,41.17,6364,-5712,-722
2015-01-13,102500.0,102000.0,40392.0,41.17,2693,-5118,2295
2015-01-14,102000.0,102500.0,15156.0,41.37,-2397,756,1631
2015-01-15,102000.0,102500.0,28292.0,41.37,1549,1326,-2905
2015-01-16,102000.0,100500.0,40550.0,40.56,8451,-6064,-2700
2015-01-19,100500.0,101000.0,25355.0,40.77,-3256,-1070,4884
2015-01-20,101500.0,102500.0,23373.0,41.37,-9978,3375,6603
2015-01-21,102000.0,102000.0,47485.0,41.17,237,10260,-11507
2015-01-22,103000.0,105500.0,44168.0,42.58,-14293,1055,12628
2015-01-23,105500.0,104500.0,37065.0,42.18,4097,5910,-8832
2015-01-26,104500.0,104500.0,27492.0,42.18,-2991,7676,-3356
2015-01-27,104500.0,106500.0,22669.0,42.99,-7095,3803,3814
2015-01-28,105500.0,107500.0,32234.0,43.39,-2432,929,1404
2015-01-29,107500.0,105500.0,44932.0,42.58,5524,-1751,-4173
2015-01-30,106000.0,104000.0,55512.0,41.98,2989,-10288,7293
2015-02-02,103000.0,104000.0,42197.0,41.98,3637,-12507,11081
2015-02-03,104500.0,107500.0,114024.0,43.39,-14036,10333,1789
2015-02-04,109500.0,110500.0,85858.0,44.6,-40243,47225,-5727
2015-02-05,111000.0,116000.0,160690.0,46.82,-55541,73767,-11358
2015-02-06,115500.0,118000.0,67513.0,47.63,-14703,20032,-5329
2015-02-09,116500.0,118500.0,32487.0,47.83,-6472,15408,-8933
2015-02-10,117500.0,117000.0,51798.0,47.22,-4223,2246,1977
2015-02-11,117500.0,117000.0,44318.0,47.22,-7836,15545,-7709
2015-02-12,116500.0,118500.0,57631.0,47.83,-4065,-15888,5953
2015-02-13,116500.0,117000.0,70728.0,47.22,-4413,6302,-1550
2015-02-16,116500.0,121500.0,73574.0,49.04,-15686,20871,-5153
2015-02-17,123000.0,125000.0,60737.0,50.45,-22420,35031,-12333
2015-02-23,125500.0,120500.0,78463.0,48.64,7653,13589,-21107
2015-02-24,120000.0,124000.0,83016.0,50.05,-10129,-3737,14527
2015-02-25,124500.0,122500.0,69888.0,49.44,438,683,-1121
2015-02-26,123000.0,122000.0,75919.0,49.24,80,-12562,12482
2015-02-27,121000.0,119500.0,85279.0,48.23,10125,-31400,21532
2015-03-02,119500.0,123500.0,65688.0,49.85,-14467,-6408,10751
2015-03-03,124000.0,122500.0,39835.0,49.44,1561,-5299,3738
2015-03-04,123000.0,121000.0,49349.0,48.84,6818,-16237,9419
2015-03-05,120500.0,122000.0,58408.0,49.24,-6666,-16548,24337
2015-03-06,124500.0,125000.0,86823.0,50.45,-16012,-15899,31805
2015-03-09,123000.0,122000.0,49991.0,49.24,6521,-15059,-977
2015-03-10,122500.0,120500.0,40547.0,48.64,-718,2635,-1917
2015-03-11,119000.0,120000.0,35387.0,48.44,1382,-5234,3852
2015-03-12,120000.0,117500.0,41255.0,47.43,5234,-4455,-751
2015-03-13,118500.0,118000.0,56934.0,47.63,4336,-29343,24989
2015-03-16,117000.0,116000.0,48969.0,46.82,8166,-10063,1833
2015-03-17,116000.0,117000.0,49136.0,47.22,3699,-2190,-1561
2015-03-18,118000.0,119500.0,35881.0,48.23,-7918,-4258,12705
2015-03-19,119500.0,123000.0,71552.0,49.65,-11674,28863,-17079
2015-03-20,123500.0,125000.0,86693.0,50.45,-5546,881,4665
2015-03-23,125000.0,120500.0,74799.0,48.64,11473,2186,-13127
2015-03-24,120000.0,121500.0,25625.0,49.04,-3017,3955,-1016
2015-03-25,121000.0,119000.0,82945.0,48.03,13652,-21319,8698
2015-03-26,118000.0,117000.0,54150.0,47.22,4875,237,-14591
2015-03-27,118000.0,116000.0,51747.0,46.82,5416,4170,-9327
2015-03-30,116000.0,115500.0,41005.0,46.62,3488,-8073,-3291
2015-03-31,116500.0,116500.0,60657.0,47.02,6683,-13204,6478
2015-04-01,115000.0,108500.0,147635.0,43.79,44877,-46448,-2418
2015-04-02,108500.0,112000.0,87949.0,45.21,-16540,7867,3665
2015-04-03,111000.0,111500.0,34617.0,45.0,-6809,5835,974
2015-04-06,111500.0,106500.0,88955.0,42.99,35761,-33200,-2109
2015-04-07,107000.0,110000.0,44941.0,44.4,-10743,4625,6188
2015-04-08,110000.0,112500.0,43819.0,45.41,-12400,12120,105
2015-04-09,112000.0,118500.0,77476.0,47.83,-25223,17021,11948
2015-04-10,117000.0,117000.0,59320.0,47.22,8333,716,-7582
2015-04-13,117000.0,116500.0,49562.0,47.02,1938,4999,-6977
2015-04-14,116500.0,122500.0,129121.0,49.44,-29544,6793,22151
2015-04-15,122000.0,120500.0,43438.0,48.64,12671,-7792,-4397
2015-04-16,120500.0,124000.0,60663.0,50.05,-23797,2363,21473
2015-04-17,123000.0,121500.0,38785.0,49.04,3108,-6004,2956
2015-04-20,120000.0,120000.0,76382.0,48.44,11504,-25453,13707
2015-04-21,120500.0,122500.0,37727.0,49.44,-2309,-3036,5307
2015-04-22,122500.0,121000.0,45107.0,48.84,-1225,-12934,14271
2015-04-23,120500.0,124000.0,52395.0,50.05,-16367,15487,630
2015-04-24,123000.0,121000.0,39901.0,48.84,27,-37,10
2015-04-27,121500.0,126500.0,98857.0,51.06,32,-23768,24217
2015-04-28,127000.0,123500.0,46182.0,49.85,-4058,-3144,7157
2015-04-29,124500.0,125000.0,43179.0,50.45,-6508,6155,2213
2015-04-30,125000.0,124500.0,70313.0,50.25,2703,-4582,1888
2015-05-04,125000.0,123000.0,51056.0,49.65,1344,-4270,5020
2015-05-06,122500.0,126000.0,42312.0,50.86,-10281,7486,2677
2015-05-07,125000.0,122000.0,62983.0,49.24,48,8736,-8667
2015-05-08,123000.0,122500.0,48685.0,49.44,-1019,14069,-13054
2015-05-11,122500.0,119500.0,61572.0,48.23,16023,-9120,-7083
2015-05-12,119000.0,120500.0,49003.0,48.64,-6664,1509,5120
2015-05-13,119500.0,122000.0,34385.0,49.24,-9428,7350,1872
2015-05-14,120500.0,125000.0,35451.0,50.45,-6764,12454,-5804
2015-05-15,124500.0,120500.0,34735.0,48.64,165,14012,-14175
2015-05-18,120000.0,120000.0,31599.0,48.44,1302,4233,-5736
2015-05-19,119500.0,120500.0,22547.0,48.64,-2983,8217,-5054
2015-05-20,120000.0,119000.0,53248.0,48.03,9669,-15680,1251
2015-05-21,118000.0,117500.0,23625.0,47.43,-1540,499,941
2015-05-22,117500.0,120000.0,33795.0,48.44,-5642,141,5430
2015-05-26,120500.0,123500.0,32915.0,49.85,-7094,16804,-9360
2015-05-27,121500.0,119000.0,35109.0,48.03,10091,7578,-18121
2015-05-28,119000.0,115000.0,44913.0,46.42,20308,-3529,-17698
2015-05-29,115000.0,114500.0,51904.0,46.22,11956,-873,-13726
2015-06-01,114000.0,111000.0,30968.0,44.8,4751,-1173,-3883
2015-06-02,110500.0,112000.0,42343.0,45.21,3341,-3150,-231
2015-06-03,112000.0,111500.0,19326.0,45.0,2097,687,-2774
2015-06-04,111500.0,110500.0,25675.0,44.6,6888,-883,-6065
2015-06-05,109500.0,108000.0,37278.0,43.59,3090,-2876,-409
2015-06-08,107500.0,106500.0,22263.0,42.99,2788,-992,-2289
2015-06-09,106500.0,106500.0,40264.0,42.99,13014,322,-10238
2015-06-10,107500.0,106500.0,28370.0,42.99,2041,6679,-9885
2015-06-11,108000.0,106500.0,52948.0,42.99,10708,-1187,-11972
2015-06-12,106500.0,102500.0,65479.0,41.37,30665,-14793,-17384
2015-06-15,102000.0,103000.0,29297.0,41.57,-6243,-1819,8029
2015-06-16,103000.0,104000.0,48527.0,41.98,8548,-2096,-6452
2015-06-17,103500.0,104500.0,23737.0,42.18,4779,3578,-8307
2015-06-18,105000.0,104000.0,28099.0,41.98,3761,4359,-4144
2015-06-19,104000.0,105500.0,41068.0,42.58,-7403,16791,-9768
2015-06-22,105500.0,107500.0,29084.0,43.39,-4885,15033,-9968
2015-06-23,107000.0,110500.0,43800.0,44.6,-9089,12163,-2964
2015-06-24,109500.0,112500.0,37895.0,45.41,-11020,3246,8571
2015-06-25,112000.0,113500.0,33770.0,45.81,-7970,12030,-4119
2015-06-26,113000.0,111000.0,22292.0,44.8,1408,8167,-9675
2015-06-29,110000.0,110000.0,33475.0,44.4,-6621,7168,-597
2015-06-30,110000.0,109000.0,41890.0,44.0,3378,-899,-2519
2015-07-01,108000.0,108500.0,40986.0,43.79,7182,-11789,4498
2015-07-02,108500.0,110500.0,50981.0,44.6,-7546,-2316,9680
2015-07-03,110000.0,115000.0,52195.0,46.42,-21348,-4227,25729
2015-07-06,114000.0,109000.0,39393.0,44.0,8597,-1530,-7024
2015-07-07,109000.0,110000.0,27497.0,44.4,-831,834,333
2015-07-08,110000.0,107500.0,28036.0,43.39,3952,3601,-7678
2015-07-09,107500.0,108000.0,35837.0,43.59,-1089,157,932
2015-07-10,108000.0,109000.0,19009.0,44.0,-2363,807,1526
2015-07-13,108500.0,109000.0,22563.0,44.0,5055,-2270,-2886
2015-07-14,109500.0,107000.0,45399.0,43.19,9209,-18169,8609
2015-07-15,107000.0,106500.0,15878.0,42.99,-1,-646,647
2015-07-16,106000.0,107500.0,17946.0,43.39,-770,-2999,3749
2015-07-17,107500.0,101500.0,109208.0,40.97,51650,-14204,-37673
2015-07-20,101500.0,104500.0,43729.0,42.18,-21735,16613,4591
2015-07-21,105500.0,103500.0,44005.0,41.78,9456,-9744,-1825
2015-07-22,103000.0,104000.0,31811.0,41.98,-15142,13538,1604
2015-07-23,105000.0,103500.0,55140.0,41.78,-11361,20354,-5475
2015-07-24,104000.0,102500.0,37120.0,41.37,-3107,504,2723
2015-07-27,102500.0,102000.0,46503.0,41.17,15997,-13485,-2782
2015-07-28,102000.0,101500.0,65069.0,40.97,3343,5932,-9345
2015-07-29,101500.0,102000.0,46323.0,41.17,-382,-3876,4278
2015-07-30,102000.0,101500.0,39461.0,40.97,11456,-5998,-5773
2015-07-31,101500.0,102500.0,44855.0,41.37,4005,-11081,6973
2015-08-03,103000.0,101000.0,37918.0,40.77,6119,-10142,3826
2015-08-04,102000.0,104500.0,60759.0,42.18,-8613,878,8225
2015-08-05,106000.0,102000.0,56945.0,41.17,20808,-16442,-4308
2015-08-06,102500.0,101500.0,53024.0,40.97,9322,-8903,-870
2015-08-07,100500.0,97100.0,114546.0,39.19,37085,-24637,-12663
2015-08-10,96400.0,93900.0,69797.0,37.9,1381,2168,-3811
2015-08-11,94300.0,92100.0,55222.0,37.17,2108,-11260,9399
2015-08-12,91800.0,93700.0,60672.0,37.82,-7816,10337,3994
2015-08-13,93500.0,96400.0,59572.0,38.91,-6500,20829,-14329
2015-08-17,97200.0,93400.0,33156.0,37.7,5481,-3278,-2503
2015-08-18,93400.0,91500.0,59233.0,36.93,11497,1637,-8809
2015-08-19,91100.0,98200.0,138219.0,39.64,-26135,44717,-18582
2015-08-20,100000.0,98600.0,83423.0,39.8,-1411,19465,-18423
2015-08-21,98400.0,97000.0,60441.0,39.15,3440,17277,-21317
2015-08-24,96000.0,95400.0,77928.0,38.51,253,23274,-24367
2015-08-25,98700.0,93800.0,61360.0,37.86,28910,-20169,-8951
2015-08-26,93600.0,96200.0,53836.0,38.83,-7130,-2389,8213
2015-08-27,95500.0,95200.0,66392.0,38.43,15023,-10913,-4570
2015-08-28,95500.0,99500.0,55347.0,40.16,-18039,3313,15936
2015-08-31,100000.0,103000.0,82040.0,41.57,-12636,2525,9927
2015-09-01,101500.0,102500.0,39216.0,41.37,1324,-5471,4501
2015-09-02,101000.0,101000.0,70071.0,40.77,4098,-6764,2754
2015-09-03,106000.0,100000.0,113055.0,40.36,42825,-40794,-1072
2015-09-04,99500.0,97900.0,91034.0,39.52,11112,-2618,-8473
2015-09-07,97100.0,95300.0,81368.0,38.47,26219,-17194,-9030
2015-09-08,96100.0,95200.0,64759.0,38.43,10286,-6994,-3292
2015-09-09,96600.0,101500.0,80473.0,40.97,-3822,933,2346
2015-09-10,100500.0,107000.0,83094.0,43.19,-33125,12596,20206
2015-09-11,106000.0,106500.0,48524.0,42.99,-10151,6300,4056
2015-09-14,107000.0,106500.0,43290.0,42.99,-8502,-6328,14886
2015-09-15,107500.0,107000.0,34056.0,43.19,-6060,-3286,9471
2015-09-16,107500.0,112500.0,86351.0,45.41,-22484,5717,18172
2015-09-17,113500.0,111500.0,68203.0,45.0,1868,1129,-4357
2015-09-18,111500.0,112000.0,102998.0,45.21,-4724,-10379,15103
2015-09-21,112000.0,110500.0,28235.0,44.6,4729,-2159,-2321
2015-09-22,110500.0,112500.0,49511.0,45.41,8466,-20690,12128
2015-09-23,114000.0,112500.0,139649.0,45.41,-5855,18388,-12446
2015-09-24,113500.0,111000.0,51150.0,44.8,-431,-12693,13330
2015-09-25,111000.0,113500.0,38145.0,45.81,-3493,3706,587
2015-09-30,113000.0,111000.0,88743.0,44.8,27315,-30889,3443
2015-10-01,111000.0,108000.0,89813.0,43.59,14734,-15439,989
2015-10-02,108000.0,107000.0,52863.0,43.19,-840,-13740,13657
2015-10-05,107500.0,107500.0,58511.0,43.39,4031,1336,-5694
2015-10-06,108500.0,108500.0,44262.0,43.79,-2119,-13643,15910
2015-10-07,108000.0,109000.0,50758.0,44.0,2374,-28792,26631
2015-10-08,110000.0,105500.0,59476.0,42.58,15078,-9203,-5385
2015-10-12,106500.0,109500.0,116371.0,44.2,6015,-20323,12081
2015-10-13,110500.0,112000.0,87226.0,45.21,25586,-20356,-7266
2015-10-14,111500.0,108500.0,35597.0,43.79,14417,-11062,-3575
2015-10-15,108500.0,109000.0,96101.0,44.0,22807,-43611,20391
2015-10-16,109000.0,101500.0,211885.0,40.97,80209,-105924,25035
2015-10-19,102500.0,104500.0,92998.0,42.18,-21797,-11446,33343
2015-10-20,103000.0,105500.0,75433.0,42.58,-7191,-17079,23921
2015-10-21,106000.0,107500.0,97820.0,43.39,734,-26111,25528
2015-10-22,106000.0,105500.0,41297.0,42.58,12572,-12150,-422
2015-10-23,106500.0,111000.0,92369.0,44.8,-31761,23317,9110
2015-10-26,112000.0,109500.0,68437.0,44.2,28543,-18582,-9900
2015-10-27,109500.0,109000.0,30954.0,44.0,6749,-2682,-4863
2015-10-28,109500.0,108500.0,64015.0,43.79,12491,-23021,10530
2015-10-29,108500.0,108000.0,54982.0,43.59,5706,3449,-9155
2015-10-30,107000.0,110500.0,45094.0,44.6,6532,-4762,-1793
2015-11-02,111000.0,115500.0,111483.0,46.62,-642,17020,-16356
2015-11-03,115500.0,114000.0,58856.0,46.01,14233,-2188,-13072
2015-11-04,115000.0,120000.0,163117.0,48.44,-20128,13021,10772
2015-11-05,121000.0,121000.0,81300.0,48.84,21112,-5054,-16178
2015-11-06,119000.0,118000.0,104109.0,47.63,41947,-32281,-8828
2015-11-09,119500.0,122000.0,137892.0,49.24,33254,-22545,-14070
2015-11-10,123500.0,116500.0,177047.0,47.02,48838,-32904,-18807
2015-11-11,118000.0,121000.0,131846.0,48.84,31824,1306,-33758
2015-11-12,122500.0,126000.0,251896.0,50.86,87977,5051,-94379
2015-11-13,129000.0,123500.0,1224809.0,49.85,273218,-182287,-97643
2015-11-16,140500.0,117000.0,1737150.0,47.22,417319,-264623,-96227
2015-11-17,117500.0,112500.0,644345.0,45.41,-19390,65745,-29563
2015-11-18,115000.0,108500.0,342451.0,43.79,-4015,1404,1617
2015-11-19,110000.0,110000.0,214718.0,44.4,-35998,40100,-4106
2015-11-20,110000.0,107500.0,270177.0,43.39,-4554,8724,-7540
2015-11-23,108500.0,111000.0,276125.0,44.8,-65536,50248,15200
2015-11-24,111500.0,111000.0,157986.0,44.8,7668,-15427,7758
2015-11-25,112000.0,107500.0,193886.0,43.39,54140,-17635,-34905
2015-11-26,107500.0,108500.0,168075.0,43.79,-28034,16559,15510
2015-11-27,109000.0,107500.0,90182.0,43.39,13953,-13874,-116
2015-11-30,107000.0,104000.0,187085.0,41.98,10172,-19562,10068
2015-12-01,105000.0,104500.0,175893.0,42.18,21643,-52591,30916
2015-12-02,104500.0,102500.0,143109.0,41.37,4437,-27232,22376
2015-12-03,102500.0,100500.0,158917.0,40.56,25600,-14151,-11870
2015-12-04,99700.0,100500.0,122150.0,40.56,7952,-28531,20975
2015-12-07,101500.0,99100.0,114971.0,40.0,24434,-9907,-9808
2015-12-08,99100.0,96700.0,164794.0,39.03,-15154,-11377,26381
2015-12-09,98200.0,100500.0,166995.0,40.56,2084,26305,-28019
2015-12-10,101500.0,98600.0,149446.0,39.8,30784,5175,-32885
2015-12-11,98900.0,97400.0,111409.0,39.31,6537,14261,-21498
2015-12-14,96400.0,93500.0,210700.0,37.74,37425,-24102,-13044
2015-12-15,93600.0,93900.0,104275.0,37.9,-8108,-17174,25602
2015-12-16,94800.0,98700.0,143873.0,39.84,-49529,69270,-19036
2015-12-17,99500.0,97300.0,99399.0,39.27,7767,19078,-26945
2015-12-18,96500.0,96900.0,66463.0,39.11,1301,-2993,1091
2015-12-21,96500.0,98700.0,83255.0,39.84,-22897,21023,1874
2015-12-22,98400.0,95800.0,123895.0,38.67,28528,-26792,-1816
2015-12-23,95800.0,95100.0,99010.0,38.39,19175,-36242,18300
2015-12-24,97100.0,95700.0,74787.0,38.63,1160,-13109,12854
2015-12-28,96200.0,93600.0,122963.0,37.78,27290,-31299,7521
2015-12-29,91100.0,90900.0,141471.0,36.69,8153,-35869,26941
2015-12-30,91300.0,88500.0,178788.0,35.72,31139,-66671,35360
2016-01-04,87600.0,82600.0,269584.0,,45972,-95565,45527
2016-01-05,82300.0,83000.0,159003.0,,4200,-40822,32956
2016-01-06,83100.0,82900.0,233670.0,,1655,-39395,36799
2016-01-07,83200.0,81900.0,117187.0,,15242,-4075,-11650
2016-01-08,81000.0,80900.0,113010.0,,14548,-23751,8500
2016-01-11,81000.0,80500.0,74833.0,,-1851,-9796,11686
2016-01-12,82000.0,79800.0,138449.0,,53238,-2786,-50939
2016-01-13,80400.0,79500.0,143465.0,,40304,-9967,-31483
2016-01-14,78500.0,76500.0,167871.0,,8930,22285,-36229
2016-01-15,77500.0,70400.0,461086.0,,53255,-87482,30232
2016-01-18,69700.0,74200.0,236609.0,,-49783,45916,3823
2016-01-19,74500.0,71900.0,186628.0,,3289,33550,-33634
2016-01-20,71900.0,70200.0,121767.0,,186,3938,-3758
2016-01-21,70300.0,72700.0,529187.0,,20511,70822,-91342
2016-01-22,73900.0,74100.0,208078.0,,-18337,71000,-52816
2016-01-25,76000.0,75200.0,115438.0,,-4174,23750,-19523
2016-01-26,73900.0,74400.0,105522.0,,-13649,34690,-21465
2016-01-27,75400.0,75900.0,136765.0,,-15160,34799,-19739
2016-01-28,75000.0,77500.0,150974.0,,-4959,28399,-23016
2016-01-29,78200.0,76600.0,101418.0,,12435,21381,-33816
2016-02-01,75000.0,76300.0,110423.0,,-24216,14957,9234
