Symbol,LS_시가(원),LS_종가(원),LS_거래량(주),LS_PER(IFRS-연결),LS_순매수수량(개인)(주),LS_순매수수량(기관계)(주),LS_순매수수량(외국인계)(주)
2014-07-04,72700.0,73500.0,97439.0,19.24,-20884,2993,19137
2014-07-07,73600.0,72300.0,64008.0,18.92,15874,-13056,-3380
2014-07-08,72200.0,72700.0,52918.0,19.03,10028,-28948,18727
2014-07-09,72100.0,71400.0,75551.0,18.69,19246,-26433,6572
2014-07-10,71900.0,73000.0,127258.0,19.11,7625,-15381,930
2014-07-11,72400.0,72000.0,87892.0,18.85,21662,-39754,649
2014-07-14,72000.0,71700.0,81962.0,18.77,15742,-19129,5534
2014-07-15,71800.0,70900.0,84027.0,18.56,32389,-33435,682
2014-07-16,70900.0,71200.0,83995.0,18.64,21664,-21807,-1627
2014-07-17,70800.0,70900.0,134704.0,18.56,-12282,-15703,27651
2014-07-18,70400.0,71100.0,56888.0,18.61,2565,-11256,7065
2014-07-21,70800.0,70900.0,73370.0,18.56,19029,-25548,-298
2014-07-22,70500.0,70900.0,63211.0,18.56,8768,-21396,10165
2014-07-23,71200.0,72100.0,108471.0,18.87,-1190,-3800,4870
2014-07-24,72300.0,71800.0,96856.0,18.79,-2511,-26358,28654
2014-07-25,72300.0,73400.0,134722.0,19.21,-44511,-13119,54567
2014-07-28,73300.0,72700.0,108656.0,19.03,13187,-6630,-7086
2014-07-29,73100.0,73900.0,109621.0,19.34,-27179,21955,4995
2014-07-30,73900.0,73300.0,100725.0,19.19,13583,-23009,9202
2014-07-31,73300.0,72900.0,108926.0,19.08,-4490,1615,17654
2014-08-01,72600.0,74700.0,110918.0,19.55,-63679,20304,46898
2014-08-04,74700.0,75500.0,146404.0,19.76,-45190,16777,29277
2014-08-05,74800.0,74400.0,128902.0,19.47,-12064,14591,-6677
2014-08-06,73800.0,73700.0,99905.0,19.29,7107,-21065,5018
2014-08-07,73300.0,73200.0,85744.0,19.16,2863,-30192,23427
2014-08-08,73400.0,73000.0,99579.0,19.11,-10366,-3176,8411
2014-08-11,72700.0,73200.0,45920.0,19.16,-5428,775,4148
2014-08-12,73300.0,72500.0,79209.0,18.98,5596,-25281,18996
2014-08-13,72800.0,72700.0,70737.0,19.03,0,-6408,6435
2014-08-14,71600.0,73200.0,104994.0,19.16,-12117,-11753,20194
2014-08-18,72700.0,71900.0,98069.0,18.82,18717,-1375,-23772
2014-08-19,71800.0,70800.0,136307.0,18.53,60780,-68767,-2961
2014-08-20,70800.0,71400.0,93366.0,18.69,-990,-5954,4506
2014-08-21,71100.0,69400.0,122468.0,18.17,44148,-16928,-37143
2014-08-22,69400.0,70100.0,63414.0,18.35,14911,-24625,8902
2014-08-25,70000.0,69700.0,74969.0,18.24,8730,9777,-23404
2014-08-26,70000.0,72100.0,134358.0,18.87,-39446,1663,38057
2014-08-27,72300.0,72100.0,62775.0,18.87,6265,9555,-16250
2014-08-28,71500.0,71300.0,81834.0,18.66,30358,-20874,-10905
2014-08-29,70700.0,70000.0,101942.0,18.32,43247,-14922,-30283
2014-09-01,69800.0,70200.0,34636.0,18.38,5792,-3473,-4045
2014-09-02,70400.0,70300.0,40003.0,18.4,1702,-10300,4978
2014-09-03,69600.0,70100.0,80776.0,18.35,24854,-28073,-4215
2014-09-04,70300.0,69900.0,44702.0,18.3,6631,-432,-8285
2014-09-05,69700.0,69700.0,67401.0,18.24,2235,-17948,16202
2014-09-11,69700.0,69300.0,65098.0,18.14,19469,-14760,-4122
2014-09-12,69800.0,70500.0,101444.0,18.45,-17071,37244,-20566
2014-09-15,71000.0,71100.0,82776.0,18.61,-21942,17961,4570
2014-09-16,71500.0,71200.0,40971.0,18.64,-13488,9974,1256
2014-09-17,71300.0,71600.0,32575.0,18.74,-2853,6473,-808
2014-09-18,71100.0,71000.0,30696.0,18.58,-2827,3837,-984
2014-09-19,71000.0,71700.0,45944.0,18.77,-16624,9026,9841
2014-09-22,71300.0,70400.0,56183.0,18.43,2617,-3681,586
2014-09-23,69900.0,70200.0,80003.0,18.38,5055,-8396,2086
2014-09-24,69800.0,70000.0,47228.0,18.32,-14670,12656,2384
2014-09-25,70700.0,70000.0,36004.0,18.32,-716,1405,-1789
2014-09-26,69700.0,66800.0,230144.0,17.49,87520,-71402,-31041
2014-09-29,67000.0,67200.0,77892.0,17.59,-10875,16014,-8494
2014-09-30,67500.0,66800.0,98118.0,17.49,7181,3466,-10697
2014-10-01,65900.0,65400.0,102597.0,17.12,3211,-426,-919
2014-10-02,65000.0,65300.0,115664.0,17.09,4952,-21694,10746
2014-10-06,64900.0,64500.0,122868.0,16.88,26466,-36563,13290
2014-10-07,64100.0,63300.0,128662.0,16.57,20434,-59140,33492
2014-10-08,62800.0,63300.0,61579.0,16.57,732,-6042,7433
2014-10-10,63000.0,62600.0,79306.0,16.39,-2724,23784,-24122
2014-10-13,62400.0,61400.0,110422.0,16.07,-1240,32345,-24043
2014-10-14,62200.0,61500.0,65217.0,16.1,5820,-22754,17473
2014-10-15,61500.0,61000.0,90119.0,15.97,16920,-23347,977
2014-10-16,60200.0,59200.0,205968.0,15.5,49423,-89630,37936
2014-10-17,59200.0,59600.0,147362.0,15.6,4697,-62258,56113
2014-10-20,60500.0,60400.0,58322.0,15.81,-8092,7576,797
2014-10-21,60100.0,60300.0,70300.0,15.78,-19628,-428,20220
2014-10-22,60900.0,59900.0,58493.0,15.68,9351,-10363,1401
2014-10-23,59500.0,59600.0,50159.0,15.6,6083,-11860,7771
2014-10-24,60400.0,58600.0,128196.0,15.34,10920,-25007,11130
2014-10-27,58800.0,59300.0,36964.0,15.52,-5671,3070,2524
2014-10-28,59600.0,58600.0,65098.0,15.34,19551,-23429,1971
2014-10-29,58400.0,59600.0,101014.0,15.6,10897,-25270,14976
2014-10-30,60000.0,59700.0,72555.0,15.63,12149,-24892,13242
2014-10-31,59800.0,59900.0,60569.0,15.68,3560,-832,-2795
2014-11-03,59700.0,59700.0,68140.0,15.63,6427,-30256,20740
2014-11-04,59700.0,58500.0,88948.0,15.31,13014,-18974,8747
2014-11-05,58800.0,58900.0,47642.0,15.42,-4013,-4495,8233
2014-11-06,59000.0,59600.0,49743.0,15.6,5035,-15033,10082
2014-11-07,59300.0,59900.0,37793.0,15.68,5275,-9066,4175
2014-11-10,60300.0,59700.0,47944.0,15.63,3625,5012,-9345
2014-11-11,59700.0,59400.0,81932.0,15.55,21742,-16365,-4481
2014-11-12,59100.0,59100.0,110099.0,15.47,25527,-8560,-16995
2014-11-13,59100.0,59700.0,102410.0,15.63,-21329,-20653,42387
2014-11-14,60300.0,60400.0,94024.0,15.81,-1342,-2306,3608
2014-11-17,60000.0,59600.0,126928.0,15.6,-970,-13615,15637
2014-11-18,59100.0,59500.0,122004.0,15.57,26105,-24757,6763
2014-11-19,59200.0,59300.0,73997.0,15.52,-9219,14668,-6244
2014-11-20,59500.0,59200.0,49818.0,15.5,-1086,9759,-3645
2014-11-21,59300.0,59700.0,86375.0,15.63,5555,19919,-24013
2014-11-24,60100.0,61100.0,162435.0,15.99,18765,-31197,20248
2014-11-25,61200.0,62400.0,114014.0,16.33,-36013,4263,32409
2014-11-26,62500.0,61500.0,55577.0,16.1,12272,114,-12509
2014-11-27,61300.0,60800.0,65355.0,15.91,5421,-2969,-2375
2014-11-28,60300.0,60600.0,36656.0,15.86,-1063,3913,2114
2014-12-01,60200.0,57300.0,255337.0,15.0,14873,-6812,-14234
2014-12-02,57200.0,57500.0,78750.0,15.05,17157,-19767,3203
2014-12-03,57000.0,57300.0,94655.0,15.0,20468,793,-21104
2014-12-04,57000.0,57900.0,69205.0,15.16,23364,-10902,-11509
2014-12-05,57600.0,58500.0,87905.0,15.31,-3512,-34296,37809
2014-12-08,58000.0,58500.0,57766.0,15.31,-5936,-577,6506
2014-12-09,57400.0,57200.0,106528.0,14.97,1721,-21101,22633
2014-12-10,57100.0,56400.0,65575.0,14.76,585,-6344,5386
2014-12-11,56400.0,55400.0,93851.0,14.5,-238,29678,-30686
2014-12-12,56000.0,54400.0,176484.0,14.24,39921,-10972,-31495
2014-12-15,54400.0,54600.0,72139.0,14.29,1458,-19297,18100
2014-12-16,53800.0,54500.0,50937.0,14.27,-3061,7631,-4081
2014-12-17,54100.0,54200.0,63796.0,14.19,6457,8376,-15426
2014-12-18,54500.0,54200.0,59307.0,14.19,1351,3922,-3567
2014-12-19,54600.0,54400.0,63693.0,14.24,8508,-8677,164
2014-12-22,54200.0,54400.0,36789.0,14.24,1439,-1111,-487
2014-12-23,54500.0,55700.0,71796.0,14.58,-17358,16634,3649
2014-12-24,56000.0,56500.0,58606.0,14.79,-11099,17096,-3010
2014-12-26,56500.0,56700.0,41265.0,14.84,8866,-5632,51
2014-12-29,56300.0,55700.0,31093.0,14.58,4367,-1031,-3451
2014-12-30,55100.0,54300.0,63161.0,14.21,9847,-22172,12201
2015-01-02,54000.0,53900.0,50092.0,38.57,10694,-5311,-5420
2015-01-05,53500.0,53200.0,71087.0,38.07,13123,-16190,2789
2015-01-06,52200.0,52200.0,75354.0,37.36,-5028,-14542,16169
2015-01-07,52000.0,52000.0,51249.0,37.21,4826,-4662,-678
2015-01-08,51600.0,52500.0,67917.0,37.57,-432,-1908,2513
2015-01-09,53300.0,52600.0,62678.0,37.64,17577,-6441,-11146
2015-01-12,52600.0,52200.0,54443.0,37.36,10522,-16870,3913
2015-01-13,52200.0,51600.0,87541.0,36.93,12634,-12022,139
2015-01-14,51600.0,51200.0,43423.0,36.64,-1213,-14291,15775
2015-01-15,50600.0,49750.0,181752.0,35.6,16545,-39950,20023
2015-01-16,49800.0,48250.0,153807.0,34.53,19676,-24697,3389
2015-01-19,48300.0,48250.0,124992.0,34.53,33838,-20048,-13900
2015-01-20,47800.0,48000.0,89676.0,34.35,18281,-2770,-15656
2015-01-21,47750.0,47250.0,136379.0,33.81,31978,-33267,232
2015-01-22,47100.0,47700.0,184302.0,34.14,16284,-32166,15940
2015-01-23,48200.0,47650.0,88659.0,34.1,3639,15534,-19755
2015-01-26,47750.0,48250.0,58590.0,34.53,3396,-13811,6042
2015-01-27,48250.0,48550.0,70939.0,34.74,11809,-11570,2911
2015-01-28,48300.0,48850.0,84738.0,34.96,22244,-21961,-608
2015-01-29,48600.0,47850.0,98381.0,34.24,32289,-26467,-6857
2015-01-30,48150.0,48150.0,87723.0,34.46,-982,-8950,11352
2015-02-02,47950.0,48600.0,86127.0,34.78,20963,-24073,4600
2015-02-03,49050.0,48950.0,127326.0,35.03,-1002,-4798,7666
2015-02-04,49500.0,49400.0,126215.0,35.35,33107,-14295,-17756
2015-02-05,49550.0,48800.0,106326.0,34.92,38312,-4296,-33971
2015-02-06,48700.0,48950.0,79786.0,35.03,-3641,-11319,15103
2015-02-09,48900.0,48700.0,89412.0,34.85,13978,-4426,-9190
2015-02-10,49200.0,48400.0,84323.0,34.64,26978,-15440,-12129
2015-02-11,48200.0,47950.0,165117.0,34.31,25156,-29080,4429
2015-02-12,47700.0,47400.0,116963.0,33.92,842,-26468,24168
2015-02-13,47700.0,47500.0,89667.0,33.99,5358,-10444,3874
2015-02-16,47250.0,46850.0,611187.0,33.53,-30517,-24681,55421
2015-02-17,47100.0,48400.0,165390.0,34.64,-7630,-43063,47890
2015-02-23,49200.0,48950.0,120589.0,35.03,26414,-21191,-6033
2015-02-24,48950.0,48900.0,121880.0,34.99,28230,-18339,-8963
2015-02-25,49100.0,49650.0,173259.0,35.53,13134,-17794,6157
2015-02-26,49700.0,49250.0,158815.0,35.24,68267,-40069,-27474
2015-02-27,49500.0,51500.0,352033.0,36.85,98072,-76419,-16208
2015-03-02,51600.0,51900.0,229504.0,37.14,50323,-26929,-26923
2015-03-03,52000.0,52600.0,322162.0,37.64,12009,66124,-80021
2015-03-04,52400.0,53100.0,284608.0,38.0,20593,7274,-22724
2015-03-05,53600.0,55200.0,440888.0,39.5,-53764,127625,-54976
2015-03-06,55100.0,55000.0,213185.0,39.36,21493,14706,-28683
2015-03-09,54100.0,53700.0,211602.0,38.43,-15556,21641,-6593
2015-03-10,54000.0,54500.0,171965.0,39.0,-15213,1035,12724
2015-03-11,53600.0,53900.0,202834.0,38.57,4770,26849,-38719
2015-03-12,53900.0,53600.0,212051.0,38.36,-11972,36591,-38560
2015-03-13,54300.0,53300.0,117317.0,38.14,-2626,12651,-12505
2015-03-16,53300.0,52400.0,171941.0,37.5,8910,-16241,4805
2015-03-17,52400.0,52500.0,240378.0,37.57,47406,-112902,63869
2015-03-18,52500.0,52500.0,113495.0,37.57,8139,-25102,6932
2015-03-19,52800.0,51800.0,153626.0,37.07,26165,-49293,21959
2015-03-20,51800.0,51500.0,216841.0,36.85,-3569,-41484,43297
2015-03-23,52300.0,53500.0,302311.0,38.29,-40117,53088,-12676
2015-03-24,53700.0,53900.0,167433.0,38.57,5785,12168,-14964
2015-03-25,54000.0,53200.0,118615.0,38.07,3039,19100,-21803
2015-03-26,53000.0,52500.0,80329.0,37.57,5137,6457,-2578
2015-03-27,52600.0,52000.0,84617.0,37.21,7068,-15548,8867
2015-03-30,51900.0,51700.0,69800.0,37.0,-634,-5395,3776
2015-03-31,52200.0,52000.0,127686.0,37.21,9155,8876,-19012
2015-04-01,51700.0,51900.0,132402.0,37.14,21928,5946,-28252
2015-04-02,51900.0,52600.0,134885.0,37.64,-9676,38493,-25858
2015-04-03,54000.0,52900.0,68629.0,37.86,24759,-6236,-17375
2015-04-06,52700.0,53600.0,200028.0,38.36,50114,-13872,-39422
2015-04-07,53900.0,53400.0,165344.0,38.21,11716,29908,-44844
2015-04-08,53500.0,53400.0,110527.0,38.21,15420,14286,-30605
2015-04-09,53400.0,54300.0,182634.0,38.86,16762,-10465,-6344
2015-04-10,54000.0,54100.0,165452.0,38.72,7903,60420,-68121
2015-04-13,54100.0,54600.0,194060.0,39.07,13882,-22135,7165
2015-04-14,54300.0,56000.0,203820.0,40.07,20046,-28401,9528
2015-04-15,56000.0,55600.0,198262.0,39.79,10357,4595,-14512
2015-04-16,56000.0,56600.0,254932.0,40.5,-47606,39239,16878
2015-04-17,56900.0,56600.0,174455.0,40.5,-4160,-1397,6656
2015-04-20,55700.0,55700.0,223960.0,39.86,771,-13259,12441
2015-04-21,55500.0,56300.0,206082.0,40.29,-12941,-5414,17153
2015-04-22,56300.0,55200.0,181455.0,39.5,4188,-14731,10929
2015-04-23,55000.0,55400.0,155965.0,39.65,-3015,2892,-76
2015-04-24,55400.0,55100.0,134303.0,39.43,14955,-17175,2891
2015-04-27,55500.0,55200.0,154575.0,39.5,14528,-31836,24850
2015-04-28,55800.0,55300.0,138330.0,39.57,328,13392,-13437
2015-04-29,55700.0,54700.0,147140.0,39.14,12982,-27573,15385
2015-04-30,54800.0,54100.0,105227.0,38.72,443,-6074,8076
2015-05-04,53800.0,54100.0,252794.0,38.72,-3836,13253,-7881
2015-05-06,53500.0,53300.0,107750.0,38.14,-4678,4647,-2035
2015-05-07,53300.0,53000.0,106869.0,37.93,9369,25957,-35514
2015-05-08,53400.0,52900.0,52462.0,37.86,17785,-2886,-15842
2015-05-11,53200.0,53400.0,106399.0,38.21,-2499,21725,-16210
2015-05-12,53100.0,53400.0,87467.0,38.21,-11513,22305,-10512
2015-05-13,53500.0,53000.0,128940.0,37.93,24929,-3492,-17424
2015-05-14,52900.0,52700.0,89513.0,37.71,-4643,-20192,24839
2015-05-15,52900.0,51300.0,241275.0,36.71,36642,-10853,-23481
2015-05-18,51200.0,50600.0,130693.0,36.21,10822,-32512,21609
2015-05-19,50400.0,50600.0,152898.0,36.21,2863,-23644,20960
2015-05-20,50400.0,50600.0,133238.0,36.21,5924,11475,-17191
2015-05-21,50200.0,48950.0,303556.0,35.03,88463,-55206,-35463
2015-05-22,49250.0,50800.0,175063.0,36.35,-38145,-32215,69801
2015-05-26,50900.0,50800.0,164057.0,36.35,11887,-36606,24945
2015-05-27,50400.0,50600.0,179278.0,36.21,-5334,311,4065
2015-05-28,50300.0,49600.0,125061.0,35.49,46829,-30467,-17803
2015-05-29,49400.0,49250.0,149316.0,35.24,28630,-29474,-2539
2015-06-01,48650.0,49200.0,63153.0,35.21,-3758,-2077,6248
2015-06-02,49050.0,48450.0,98324.0,34.67,-2386,-11871,14451
2015-06-03,48250.0,48550.0,66623.0,34.74,-18847,-5628,25338
2015-06-04,48600.0,48350.0,73038.0,34.6,7502,-1150,-6249
2015-06-05,47850.0,47000.0,183075.0,33.63,37908,-18612,1173
2015-06-08,46750.0,46650.0,80868.0,33.38,11999,-18982,6803
2015-06-09,46650.0,46550.0,73964.0,33.31,9161,632,-9479
2015-06-10,46550.0,45850.0,168488.0,32.81,45029,-35943,-11281
2015-06-11,46350.0,46650.0,196126.0,33.38,23155,-18401,-3476
2015-06-12,46700.0,45300.0,152678.0,32.42,49585,-28326,-22283
2015-06-15,44600.0,44850.0,78190.0,32.1,-9330,-10266,18114
2015-06-16,44600.0,43800.0,173551.0,31.34,6965,18642,-25622
2015-06-17,43850.0,44000.0,82796.0,31.49,9696,-29231,19018
2015-06-18,44000.0,43600.0,72093.0,31.2,10392,-9628,-591
2015-06-19,43650.0,43150.0,118272.0,30.88,35753,-25786,-11314
2015-06-22,43200.0,43700.0,91217.0,31.27,5012,-26249,20395
2015-06-23,43800.0,43450.0,90560.0,31.09,44733,-30838,-10238
2015-06-24,43600.0,43750.0,116054.0,31.31,26259,-41396,10733
2015-06-25,43800.0,44350.0,147164.0,31.74,16535,-24820,33378
2015-06-26,43950.0,43950.0,102137.0,31.45,9621,-10736,738
2015-06-29,43500.0,42100.0,185430.0,30.13,13659,-9569,-7902
2015-06-30,41500.0,43450.0,110183.0,31.09,-14788,-22781,36848
2015-07-01,43100.0,43350.0,98427.0,31.02,37744,-15322,-5817
2015-07-02,43300.0,42400.0,179818.0,30.34,48149,-44554,-3560
2015-07-03,42400.0,42950.0,86891.0,30.74,-13838,-7575,19868
2015-07-06,42400.0,41700.0,84715.0,29.84,4631,14637,-23236
2015-07-07,41750.0,42100.0,158370.0,30.13,18928,-3280,-9622
2015-07-08,42350.0,44200.0,365797.0,31.63,-27146,-65574,93506
2015-07-09,44000.0,43700.0,166743.0,31.27,19127,2625,-22621
2015-07-10,44100.0,44200.0,120593.0,31.63,4453,2739,-7218
2015-07-13,44200.0,44000.0,123134.0,31.49,8215,-14812,8806
2015-07-14,44100.0,43700.0,152702.0,31.27,1791,19121,-21077
2015-07-15,44200.0,44450.0,184168.0,31.81,31619,-13823,-16825
2015-07-16,44300.0,43650.0,128889.0,31.24,19711,-6840,-15151
2015-07-17,43450.0,42450.0,166698.0,30.38,41294,-2423,-43100
2015-07-20,42600.0,42450.0,105358.0,30.38,3728,4927,-8459
2015-07-21,42600.0,42900.0,184001.0,30.7,63976,-9008,-54166
2015-07-22,42500.0,41850.0,158262.0,29.95,68281,-21920,-45925
2015-07-23,41750.0,39700.0,342333.0,28.41,88829,-42733,-45010
2015-07-24,39500.0,38350.0,271190.0,27.44,98636,-66091,-40432
2015-07-27,38050.0,38200.0,373343.0,27.34,107795,-82171,-25357
2015-07-28,37800.0,38650.0,203626.0,27.66,44121,-45825,4877
2015-07-29,39200.0,38800.0,115977.0,27.77,29685,4846,-34553
2015-07-30,39100.0,38700.0,131943.0,27.69,8171,3894,-11586
2015-07-31,39100.0,39200.0,156276.0,28.05,-1760,-20988,22551
2015-08-03,38950.0,38150.0,134954.0,27.3,7094,-8558,426
2015-08-04,38000.0,38150.0,202243.0,27.3,25170,-40909,14242
2015-08-05,38050.0,38450.0,164175.0,27.52,-3990,-26567,30564
2015-08-06,38500.0,38150.0,225082.0,27.3,33843,-10930,-24859
2015-08-07,38150.0,38800.0,134677.0,27.77,-17246,2219,15083
2015-08-10,38800.0,37550.0,188838.0,26.87,56171,-32977,-7621
2015-08-11,37900.0,36550.0,213474.0,26.16,-49975,-17253,66670
2015-08-12,36550.0,36700.0,164838.0,26.26,-7661,-57534,63176
2015-08-13,36400.0,36850.0,213259.0,26.37,-11017,10653,6079
2015-08-17,36800.0,34800.0,339993.0,24.9,112650,-55987,-60553
2015-08-18,34750.0,32700.0,482753.0,23.4,134019,-88932,-49851
2015-08-19,32350.0,31400.0,656160.0,22.47,115377,79768,-190076
2015-08-20,30800.0,29300.0,778036.0,20.97,399593,-173906,-238272
2015-08-21,28100.0,28850.0,526699.0,20.65,-23946,157536,-149731
2015-08-24,28450.0,27750.0,444303.0,19.86,160963,-23755,-139069
2015-08-25,27500.0,28850.0,512199.0,20.65,57698,27519,-78886
2015-08-26,29100.0,30450.0,484828.0,21.79,9078,113537,-138368
2015-08-27,30750.0,29900.0,322562.0,21.4,100410,29247,-138527
2015-08-28,30600.0,30100.0,327239.0,21.54,172372,-4407,-171160
2015-08-31,30200.0,31150.0,1902829.0,22.29,178930,73787,-254048
2015-09-01,30950.0,30850.0,365027.0,22.08,32525,36042,-65766
2015-09-02,30100.0,30300.0,276729.0,21.68,6946,-18235,12154
2015-09-03,30600.0,30150.0,206592.0,21.58,12835,43461,-58704
2015-09-04,30700.0,30950.0,454985.0,22.15,-9771,32874,-22555
2015-09-07,30550.0,30750.0,258967.0,22.01,79980,-6732,-71477
2015-09-08,30750.0,31450.0,364320.0,22.51,46681,25675,-72162
2015-09-09,31900.0,32750.0,451769.0,23.44,59775,61156,-132525
2015-09-10,32350.0,33500.0,361812.0,23.97,35371,106262,-149291
2015-09-11,33950.0,35950.0,916613.0,25.73,-137977,153415,-114173
2015-09-14,35800.0,34700.0,420114.0,24.83,93676,-8057,-97697
2015-09-15,34450.0,35150.0,339008.0,25.15,65435,10289,-104655
2015-09-16,35300.0,36100.0,330039.0,25.83,-6289,51549,-48689
2015-09-17,36500.0,36750.0,337435.0,26.3,-11877,40172,-38192
2015-09-18,36600.0,36550.0,500000.0,26.16,23607,-52216,-10279
2015-09-21,35650.0,34850.0,257611.0,24.94,20304,-52684,31030
2015-09-22,35050.0,35500.0,293043.0,25.4,1210,-13309,2636
2015-09-23,34750.0,34050.0,221082.0,24.37,36942,-66330,24580
2015-09-24,34050.0,34850.0,204573.0,24.94,-22022,69170,-46113
2015-09-25,35000.0,35100.0,99477.0,25.12,8797,7463,-16467
2015-09-30,34300.0,34300.0,198527.0,24.55,28796,36003,-63719
2015-10-01,34600.0,35000.0,198727.0,25.05,15636,-20830,1506
2015-10-02,34350.0,35650.0,241599.0,25.51,-47705,104870,-57612
2015-10-05,35600.0,36150.0,214987.0,25.87,13679,56414,-69402
2015-10-06,36550.0,35250.0,221809.0,25.23,50233,-7398,-36285
2015-10-07,35000.0,36550.0,278708.0,26.16,-1909,32707,10713
2015-10-08,36700.0,36950.0,208424.0,26.44,-7653,23226,-12850
2015-10-12,37450.0,39250.0,498513.0,28.09,-188100,173170,22790
2015-10-13,39050.0,39100.0,227598.0,27.98,-893,22744,-19290
2015-10-14,38800.0,38600.0,153745.0,27.62,-439,19974,-19111
2015-10-15,38350.0,39500.0,209258.0,28.27,-23342,39289,-10520
2015-10-16,39750.0,38700.0,204846.0,27.69,-17538,7310,12217
2015-10-19,38700.0,38850.0,87005.0,27.8,-23737,8279,6666
2015-10-20,38450.0,38000.0,142381.0,27.19,28511,-15727,-12884
2015-10-21,38000.0,39650.0,274596.0,28.37,-117971,77757,42757
2015-10-22,39400.0,39250.0,203092.0,28.09,913,38076,-37146
2015-10-23,39500.0,39850.0,138763.0,28.52,-24193,27101,-2696
2015-10-26,40000.0,40200.0,193618.0,28.77,-49626,31516,23681
2015-10-27,40300.0,40500.0,101488.0,28.98,-25422,23043,3984
2015-10-28,40500.0,39500.0,151386.0,28.27,19078,-6468,-12854
2015-10-29,39600.0,38900.0,153789.0,27.84,5128,-4037,7412
2015-10-30,39000.0,38700.0,157870.0,27.69,1322,-49924,49331
2015-11-02,38200.0,36050.0,684701.0,25.8,55431,-93222,49278
2015-11-03,36050.0,36600.0,203782.0,26.19,-20675,-29774,51004
2015-11-04,37000.0,37850.0,182598.0,27.09,-21522,15787,8915
2015-11-05,37700.0,37850.0,112821.0,27.09,-9254,4996,5736
2015-11-06,37550.0,37200.0,104003.0,26.62,3354,8510,-13090
2015-11-09,36850.0,36100.0,111193.0,25.83,-17973,296,17424
2015-11-10,36000.0,36000.0,164597.0,25.76,-29594,-30585,57963
2015-11-11,36100.0,35700.0,87555.0,25.55,-4672,1206,7326
2015-11-12,35800.0,35600.0,89558.0,25.48,4326,-30470,24094
2015-11-13,34950.0,35750.0,96497.0,25.58,-13253,-30967,43920
2015-11-16,35000.0,34850.0,155766.0,24.94,-2054,-16632,18836
2015-11-17,35600.0,35350.0,130467.0,25.3,15659,-15943,1018
2015-11-18,35500.0,34000.0,214378.0,24.33,79578,-79972,-3733
2015-11-19,34350.0,35200.0,148789.0,25.19,-11488,543,14888
2015-11-20,35300.0,36200.0,100952.0,25.91,-20801,18848,2053
2015-11-23,36200.0,36250.0,79897.0,25.94,-3241,-1440,4673
2015-11-24,36250.0,37500.0,149332.0,26.84,-17134,28091,-9494
2015-11-25,37100.0,36500.0,110077.0,26.12,23352,2262,-25560
2015-11-26,36500.0,37300.0,115747.0,26.69,-13686,26836,-8297
2015-11-27,37150.0,37000.0,64934.0,26.48,5759,5263,-11522
2015-11-30,36400.0,36700.0,117013.0,26.26,-19534,-179,20623
2015-12-01,36550.0,39850.0,341172.0,28.52,-117263,106426,21175
2015-12-02,39950.0,39850.0,160344.0,28.52,-14284,54647,-40339
2015-12-03,39500.0,39350.0,141572.0,28.16,18258,27188,-46365
2015-12-04,38600.0,40600.0,271117.0,29.05,-119202,127511,-5072
2015-12-07,40850.0,41300.0,322146.0,29.56,-71014,84088,-15125
2015-12-08,41500.0,40350.0,162898.0,28.88,-19847,15037,5745
2015-12-09,40350.0,42050.0,313501.0,30.09,-117473,79263,44404
2015-12-10,42100.0,42100.0,183852.0,30.13,-31638,80442,-48311
2015-12-11,42350.0,41650.0,226607.0,29.81,-25069,42276,-18071
2015-12-14,41050.0,40700.0,217468.0,29.13,-50416,130,53215
2015-12-15,40950.0,40450.0,160472.0,28.95,-4436,-12065,24279
2015-12-16,40950.0,41300.0,158095.0,29.56,-24515,-6243,33814
2015-12-17,41350.0,42000.0,145478.0,30.06,-39631,46233,-4969
2015-12-18,41600.0,41400.0,122608.0,29.63,5218,13473,-18598
2015-12-21,41050.0,42900.0,191751.0,30.7,-101233,66784,46636
2015-12-22,42800.0,42900.0,125726.0,30.7,-6484,41009,-32020
2015-12-23,42750.0,43700.0,183892.0,31.27,-35514,47616,-5287
2015-12-24,43850.0,42950.0,110126.0,30.74,-5779,32353,-25025
2015-12-28,42700.0,42200.0,131575.0,30.2,-16343,10758,7475
2015-12-29,41700.0,41700.0,83798.0,29.84,-6548,7311,-3698
2015-12-30,42000.0,40350.0,139036.0,28.88,13611,-26152,11324
2016-01-04,40200.0,39300.0,132176.0,,-8817,-15933,24887
2016-01-05,39350.0,40550.0,150085.0,,-22229,28114,-10101
2016-01-06,40550.0,40400.0,191177.0,,-61832,85671,-23884
2016-01-07,40350.0,39400.0,187307.0,,35374,-1902,-32291
2016-01-08,39000.0,39600.0,136760.0,,-3818,25331,-22384
2016-01-11,39050.0,38700.0,117397.0,,14980,20653,-35543
2016-01-12,38700.0,36700.0,278250.0,,81573,-75765,-6948
2016-01-13,37000.0,38300.0,124536.0,,-35002,22208,14629
2016-01-14,37450.0,36900.0,180171.0,,56009,-43681,-15841
2016-01-15,37400.0,37150.0,149567.0,,-24553,-3233,27894
2016-01-18,36600.0,37200.0,90712.0,,-1658,15889,-14295
2016-01-19,37050.0,35500.0,233210.0,,72280,-67713,-829
2016-01-20,35500.0,33650.0,448586.0,,102366,-168979,63609
2016-01-21,33600.0,34050.0,142363.0,,-12278,-4472,30671
