Symbol,LS_시가(원),LS_종가(원),LS_거래량(주),LS_PER(IFRS-연결),LS_순매수수량(개인)(주),LS_순매수수량(기관계)(주),LS_순매수수량(외국인계)(주)
2016-01-22,34750.0,35350.0,116279.0,,-7299,8924,4630
2016-01-25,35700.0,36800.0,146253.0,,-33854,28277,-5373
2016-01-26,36800.0,36250.0,127263.0,,13212,9184,-20736
2016-01-27,36850.0,36800.0,126164.0,,-2444,25834,-24035
2016-01-28,36800.0,37200.0,92580.0,,-27806,17504,9895
2016-01-29,37200.0,37350.0,86802.0,,-1715,-3278,4843
2016-02-01,37600.0,37250.0,88530.0,,1014,-5809,4817
2016-02-02,36500.0,36250.0,143155.0,,3221,-40952,37731
2016-02-03,35550.0,34650.0,199018.0,,51139,-102134,51057
2016-02-04,35300.0,37800.0,355397.0,,-109704,28317,84624
2016-02-05,37800.0,39350.0,284755.0,,-131875,97215,34370
2016-02-11,38200.0,38900.0,180809.0,,-40954,-15713,57167
2016-02-12,39300.0,39350.0,266923.0,,-84620,69817,29343
2016-02-15,40050.0,41350.0,230909.0,,-68393,35449,34187
2016-02-16,41550.0,41750.0,188805.0,,-59284,22040,32189
2016-02-17,41700.0,42250.0,134472.0,,-39754,8163,29976
2016-02-18,42500.0,42600.0,176177.0,,-72163,13119,58834
2016-02-19,42150.0,41900.0,134994.0,,-18981,-27177,43319
2016-02-22,41750.0,42550.0,151160.0,,-29815,20926,5414
2016-02-23,43000.0,41300.0,135557.0,,6880,-12375,-737
2016-02-24,41100.0,43000.0,157520.0,,-63993,11282,53360
2016-02-25,42550.0,42000.0,97494.0,,15704,-7807,-11287
2016-02-26,42550.0,41800.0,49918.0,,513,-7725,7164
2016-02-29,41700.0,41900.0,84338.0,,-305,-11763,12370
2016-03-02,42550.0,42500.0,108841.0,,27983,-27238,-237
2016-03-03,42700.0,41750.0,352442.0,,69046,-107857,38143
2016-03-04,42100.0,45150.0,445445.0,,-189146,112475,85463
2016-03-07,45150.0,44800.0,354947.0,,87078,-72082,-14407
2016-03-08,44950.0,45050.0,297156.0,,11112,-3513,-2846
2016-03-09,45000.0,44200.0,134306.0,,34076,-30383,-3263
2016-03-10,44200.0,44550.0,136371.0,,9789,-52196,42507
2016-03-11,44300.0,44300.0,112353.0,,-4550,-8287,12748
2016-03-14,44700.0,44150.0,106839.0,,-8503,-7293,16749
2016-03-15,43900.0,43650.0,87893.0,,5224,-27899,23765
2016-03-16,43650.0,43800.0,125164.0,,-22573,-27535,66828
2016-03-17,44100.0,45450.0,158204.0,,-60734,55002,11256
2016-03-18,45550.0,45600.0,203196.0,,-21949,83146,-61098
2016-03-21,46350.0,45400.0,114161.0,,-1094,8012,-6981
2016-03-22,45400.0,46000.0,117072.0,,-1017,-17812,18819
2016-03-23,45950.0,46100.0,114512.0,,-18467,40460,-22446
2016-03-24,45650.0,45450.0,117645.0,,-17127,9269,8234
2016-03-25,45450.0,44600.0,126287.0,,2764,-13093,11796
2016-03-28,44450.0,45650.0,117802.0,,-25505,-16680,42785
2016-03-29,46000.0,45800.0,96930.0,,-5259,-15580,20823
2016-03-30,45200.0,44000.0,545134.0,,-104990,38269,66754
2016-03-31,44600.0,44800.0,172335.0,,-10356,-43843,54323
2016-04-01,44900.0,44050.0,131179.0,,-27577,224,27897
2016-04-04,44100.0,43700.0,118560.0,,-12442,-35339,45118
2016-04-05,43700.0,43950.0,106905.0,,-533,-8777,12975
2016-04-06,43650.0,43400.0,139954.0,,10676,19326,19482
2016-04-07,43500.0,45750.0,237922.0,,-99194,77973,24587
2016-04-08,45400.0,46600.0,214595.0,,-68752,63719,4889
2016-04-11,46700.0,47300.0,117328.0,,-31654,45438,-10967
2016-04-12,47500.0,49150.0,253120.0,,-83261,99585,-7343
2016-04-14,49350.0,50300.0,187764.0,,-71346,56955,14678
2016-04-15,49750.0,49900.0,137036.0,,-20856,-15152,38095
2016-04-18,49100.0,49600.0,190218.0,,-9108,-1022,13983
2016-04-19,49350.0,49900.0,100842.0,,-28413,2935,27914
2016-04-20,50500.0,48850.0,126132.0,,-11548,7326,9883
2016-04-21,49050.0,50800.0,205792.0,,-85935,86994,-2578
2016-04-22,50200.0,50200.0,112225.0,,1611,6148,-8923
2016-04-25,49550.0,49600.0,105571.0,,1419,9312,-9482
2016-04-26,49750.0,48900.0,74553.0,,5520,-6790,-728
2016-04-27,48950.0,48650.0,67534.0,,-7371,-713,8411
2016-04-28,48900.0,49750.0,207336.0,,-49276,38347,12557
2016-04-29,49550.0,50800.0,163997.0,,-45373,4056,41775
2016-05-02,50400.0,50200.0,98038.0,,-1831,34797,-31126
2016-05-03,50700.0,49800.0,109861.0,,15938,4063,-20603
2016-05-04,49150.0,48250.0,134355.0,,11184,-32449,12201
2016-05-09,48150.0,46800.0,168903.0,,21604,-56256,33066
2016-05-10,46500.0,47900.0,145030.0,,-37465,3290,32108
2016-05-11,48300.0,47850.0,101943.0,,4408,-6238,-1772
2016-05-12,49700.0,50800.0,570655.0,,-146546,94997,45630
2016-05-13,51200.0,51600.0,207051.0,,-39792,16061,21733
2016-05-16,51700.0,52300.0,166107.0,,-55131,15113,41382
2016-05-17,52800.0,53800.0,239618.0,,-79083,9496,70960
2016-05-18,53800.0,53700.0,157175.0,,-61077,5305,55931
2016-05-19,53500.0,52400.0,184855.0,,-1867,-35100,38666
2016-05-20,52400.0,52800.0,96531.0,,-13257,-27409,41231
2016-05-23,53400.0,53300.0,124972.0,,-21458,-7308,31184
2016-05-24,53400.0,53200.0,69940.0,,-11083,3090,1015
2016-05-25,53500.0,55100.0,193785.0,,-90820,37131,56574
2016-05-26,55100.0,55500.0,145110.0,,-38131,27185,12255
2016-05-27,55700.0,56700.0,166062.0,,-46556,25126,27688
2016-05-30,56200.0,56300.0,111271.0,,-6033,8135,-284
2016-05-31,56100.0,56800.0,135607.0,,-23978,12119,18459
2016-06-01,56200.0,57500.0,103511.0,,-7895,1135,9809
2016-06-02,57300.0,57400.0,158282.0,,-22302,6488,19319
2016-06-03,57400.0,58100.0,114105.0,,-26202,19910,12960
2016-06-07,57900.0,58100.0,134687.0,,-22324,29819,-5573
2016-06-08,58000.0,59100.0,140529.0,,-43506,-1861,47418
2016-06-09,59000.0,57600.0,237900.0,,-4908,-43908,51167
2016-06-10,58100.0,57900.0,113973.0,,-8033,-37010,46965
2016-06-13,57200.0,56800.0,88015.0,,-8526,-8082,15506
2016-06-14,56300.0,56800.0,146624.0,,-8716,-39343,49029
2016-06-15,56800.0,58000.0,105566.0,,-28411,9992,19512
2016-06-16,57900.0,56500.0,92487.0,,-2056,-5242,7390
2016-06-17,57300.0,55900.0,101181.0,,-11375,-11519,23070
2016-06-20,56400.0,56700.0,155349.0,,6854,-27626,19131
2016-06-21,57300.0,57400.0,88220.0,,551,-25980,28007
2016-06-22,57400.0,57200.0,78144.0,,-600,-11458,12617
2016-06-23,56900.0,56700.0,75995.0,,-5864,1686,4940
2016-06-24,57200.0,55000.0,238036.0,,-41709,-16000,56457
2016-06-27,53100.0,54500.0,164575.0,,-13971,-49978,66459
2016-06-28,53900.0,55400.0,84595.0,,-22823,2118,25811
2016-06-29,55600.0,56700.0,95015.0,,-16837,-2699,17069
2016-06-30,56900.0,56100.0,80643.0,,10834,4045,-14852
2016-07-01,55800.0,56400.0,75486.0,,-3147,-16830,20815
2016-07-04,56200.0,56800.0,66876.0,,-16458,30553,-13929
2016-07-05,56500.0,56000.0,43209.0,,-261,608,-510
2016-07-06,56200.0,55500.0,62790.0,,-10020,9979,-409
2016-07-07,55800.0,56700.0,60657.0,,-14562,-4770,17321
2016-07-08,56400.0,57600.0,102977.0,,-27803,43415,-15293
2016-07-11,58400.0,57800.0,95156.0,,1601,10745,-12646
2016-07-12,58600.0,56700.0,161718.0,,30575,-67442,38452
2016-07-13,56800.0,55300.0,251130.0,,26847,-118762,86948
2016-07-14,55400.0,53500.0,172908.0,,25554,-44145,27404
2016-07-15,54200.0,54200.0,147176.0,,7527,-60828,54295
2016-07-18,54300.0,52300.0,164106.0,,32171,-51829,27295
2016-07-19,52300.0,51600.0,145659.0,,8997,-64899,53898
2016-07-20,52300.0,53100.0,124431.0,,-14404,-4869,20210
2016-07-21,53100.0,54100.0,144810.0,,-38213,48016,-9515
2016-07-22,54500.0,55100.0,117201.0,,-41797,53751,-9066
2016-07-25,54900.0,54500.0,90052.0,,-5831,10172,-4001
2016-07-26,54500.0,54500.0,82113.0,,-2239,-23508,25750
2016-07-27,54100.0,54200.0,92821.0,,-4616,-31800,36042
2016-07-28,54000.0,53700.0,69958.0,,-1487,-19252,19417
2016-07-29,53700.0,53300.0,133933.0,,7182,-56459,47748
2016-08-01,52900.0,54000.0,62955.0,,-7536,2083,5236
2016-08-02,53700.0,52400.0,86551.0,,26791,-31579,4738
2016-08-03,52300.0,51800.0,91720.0,,8357,-49158,39658
2016-08-04,52000.0,51500.0,114190.0,,13178,-49847,36839
2016-08-05,51600.0,52100.0,80183.0,,-10635,-15625,26302
2016-08-08,52200.0,51600.0,96230.0,,6380,8467,-14899
2016-08-09,51200.0,51700.0,79704.0,,9368,-23760,13519
2016-08-10,51700.0,52600.0,120600.0,,-2146,-8130,11276
2016-08-11,52300.0,53500.0,129693.0,,-2540,-6610,-627
2016-08-12,53900.0,54700.0,179431.0,,-40089,56606,-16031
2016-08-16,55400.0,58000.0,345756.0,,-98074,56504,42613
2016-08-17,58000.0,58700.0,177866.0,,-80459,26000,54762
2016-08-18,58600.0,60400.0,279715.0,,-77014,-26945,97098
2016-08-19,60100.0,60700.0,168696.0,,-41909,28551,13381
2016-08-22,60200.0,59700.0,103237.0,,-19485,-37476,58999
2016-08-23,60300.0,60200.0,84048.0,,-18081,-16809,39591
2016-08-24,59800.0,61200.0,228484.0,,-52000,16193,40985
2016-08-25,61700.0,60800.0,121390.0,,-21661,6997,18020
2016-08-26,61100.0,61200.0,70978.0,,-9911,-32503,44737
2016-08-29,61700.0,60100.0,108803.0,,-10548,9649,25692
2016-08-30,60400.0,60600.0,114794.0,,-15073,16529,-916
2016-08-31,61200.0,62900.0,342986.0,,-65609,-32858,101445
2016-09-01,62900.0,62600.0,140071.0,,-7033,25338,-15811
2016-09-02,62500.0,61800.0,144540.0,,-401,-53970,55340
2016-09-05,62400.0,62800.0,126489.0,,-20992,6387,14616
2016-09-06,62800.0,61500.0,124723.0,,9183,-40208,31025
2016-09-07,61500.0,61400.0,93625.0,,-2926,-19701,22639
2016-09-08,61500.0,61800.0,92143.0,,-15738,2810,12929
2016-09-09,61700.0,61300.0,62804.0,,-3758,-6158,9921
2016-09-12,60800.0,61000.0,133459.0,,-22533,5669,18082
2016-09-13,61000.0,58800.0,178835.0,,15757,-11884,-3978
2016-09-19,59000.0,60000.0,143830.0,,-20785,-31410,52403
2016-09-20,59600.0,59800.0,126311.0,,6238,-32599,26380
2016-09-21,59500.0,59000.0,142622.0,,25825,-71518,45202
2016-09-22,59500.0,59900.0,113528.0,,-39000,-7398,46694
2016-09-23,61000.0,59300.0,98173.0,,-5145,2557,2377
2016-09-26,60000.0,58700.0,80250.0,,282,-997,364
2016-09-27,58700.0,59500.0,92971.0,,-9642,3773,6379
2016-09-28,59600.0,58900.0,101088.0,,17574,-15819,-2097
2016-09-29,59100.0,59400.0,76860.0,,-6683,-35142,42203
2016-09-30,58900.0,58200.0,86974.0,,7810,2328,-10406
2016-10-04,58400.0,58800.0,104561.0,,-15389,-8338,24230
2016-10-05,58900.0,58900.0,63741.0,,7053,-780,-6911
2016-10-06,58500.0,58000.0,65780.0,,13593,-9527,-5887
2016-10-07,57600.0,58500.0,98671.0,,-8953,-7446,16382
2016-10-10,59100.0,58700.0,78031.0,,4234,-5045,-232
2016-10-11,59100.0,58600.0,43644.0,,-8858,7244,-386
2016-10-12,58900.0,58800.0,61789.0,,-1934,-4468,6903
2016-10-13,58400.0,58200.0,58840.0,,3837,-14455,10385
2016-10-14,58600.0,58600.0,56953.0,,-7959,-19293,27282
2016-10-17,59300.0,57800.0,109643.0,,8462,-668,-8222
2016-10-18,58300.0,58000.0,54310.0,,-10374,3021,7420
2016-10-19,57900.0,57500.0,69737.0,,1715,-4244,2716
2016-10-20,57300.0,57600.0,53833.0,,754,-11389,10854
2016-10-21,57700.0,57200.0,62966.0,,850,13783,-14563
2016-10-24,57100.0,58400.0,130323.0,,-18643,-17222,35041
2016-10-25,58300.0,59100.0,81997.0,,-10158,13550,-3492
2016-10-26,59000.0,58600.0,61535.0,,2356,8263,-10617
2016-10-27,58700.0,56900.0,141590.0,,25908,32896,-59223
2016-10-28,56200.0,53900.0,248809.0,,9596,12031,-21773
2016-10-31,53200.0,54900.0,118311.0,,-26146,-6517,32616
2016-11-01,53900.0,54400.0,76198.0,,-2535,-21441,23909
2016-11-02,54500.0,54700.0,78016.0,,-9490,1541,6000
2016-11-03,53900.0,53400.0,93928.0,,10158,-16811,6391
2016-11-04,53600.0,53300.0,67244.0,,349,-12745,12634
2016-11-07,53800.0,53100.0,65404.0,,7240,-315,-7279
2016-11-08,53300.0,52800.0,59764.0,,3081,3102,-6242
2016-11-09,52600.0,51100.0,129665.0,,2669,-15025,12317
2016-11-10,52100.0,55800.0,373234.0,,-35618,30932,12182
2016-11-11,56400.0,60000.0,517043.0,,-105836,164512,-38543
2016-11-14,61200.0,60800.0,236465.0,,-19224,43852,-23308
2016-11-15,60900.0,60700.0,148801.0,,-6485,55532,-47764
2016-11-16,60100.0,62000.0,225658.0,,-43189,73441,-29146
2016-11-17,61200.0,62000.0,116038.0,,-28780,61766,-30960
2016-11-18,61200.0,60900.0,145466.0,,-2917,38073,-34669
2016-11-21,60200.0,60000.0,112961.0,,-12567,26663,-14151
2016-11-22,60400.0,61100.0,130570.0,,-22049,37842,-15499
2016-11-23,61400.0,61700.0,165288.0,,-37818,61846,-23358
2016-11-24,61800.0,62200.0,219440.0,,-16163,53733,-38349
2016-11-25,63000.0,62800.0,124223.0,,-14508,33849,-19341
2016-11-28,62800.0,62300.0,97161.0,,-14260,26682,-11192
2016-11-29,61200.0,62000.0,70886.0,,-3569,12657,-9088
2016-11-30,61200.0,60900.0,151008.0,,3377,23927,-25380
2016-12-01,60500.0,62700.0,177881.0,,-43040,40340,4930
2016-12-02,62700.0,62100.0,86529.0,,-6957,34820,-27613
2016-12-05,62100.0,61800.0,64162.0,,498,25941,-25735
2016-12-06,63000.0,64400.0,250653.0,,-58648,22387,37007
2016-12-07,64800.0,63400.0,157032.0,,23277,72619,-95895
2016-12-08,63700.0,64000.0,93643.0,,1377,25418,-25495
2016-12-09,63400.0,63600.0,77844.0,,2397,7015,-10413
2016-12-12,64300.0,63800.0,54450.0,,3110,12253,-14728
2016-12-13,63500.0,63600.0,83938.0,,-10032,6291,3741
2016-12-14,63500.0,62600.0,125297.0,,-2671,16679,-14178
2016-12-15,62100.0,63100.0,107078.0,,-24429,1053,22376
2016-12-16,62700.0,62500.0,97782.0,,4695,7860,-12522
2016-12-19,62500.0,62200.0,45037.0,,-2436,3997,-1554
2016-12-20,62200.0,61500.0,113644.0,,11013,-2066,-8915
2016-12-21,61300.0,61300.0,71610.0,,-3275,-8207,11121
2016-12-22,61500.0,61200.0,77021.0,,-5237,2086,3364
2016-12-23,61300.0,60900.0,82023.0,,-4688,11410,-6614
2016-12-26,60900.0,61000.0,59540.0,,-1889,2641,-713
2016-12-27,61400.0,60600.0,65077.0,,-3733,2168,969
2016-12-28,60200.0,59900.0,43322.0,,3855,-3535,-310
2016-12-29,59900.0,59300.0,81527.0,,5027,3388,-8415
2017-01-02,58700.0,59800.0,48542.0,11.45,-7807,-4243,12038
2017-01-03,60300.0,59800.0,44921.0,11.45,346,3703,-4049
2017-01-04,59800.0,59400.0,55451.0,11.37,-2458,8336,-5838
2017-01-05,59300.0,61100.0,168257.0,11.7,-20602,7347,7316
2017-01-06,61200.0,62400.0,122212.0,11.95,-14956,16169,-1193
2017-01-09,62400.0,61500.0,70423.0,11.78,-3524,8150,-6087
2017-01-10,61100.0,60400.0,114720.0,11.57,5322,2978,-8852
2017-01-11,60500.0,62400.0,219744.0,11.95,-7467,-8296,15763
2017-01-12,62400.0,62500.0,102576.0,11.97,3614,-1610,-1928
2017-01-13,62700.0,62000.0,54946.0,11.87,1664,-3142,1526
2017-01-16,61800.0,62100.0,68543.0,11.89,1555,4653,-6187
2017-01-17,62400.0,62300.0,85947.0,11.93,-4069,-2863,6953
2017-01-18,62000.0,62900.0,66697.0,12.04,-1318,1260,79
2017-01-19,62900.0,62500.0,78893.0,11.97,3570,9130,-12700
2017-01-20,62800.0,63500.0,99925.0,12.16,-16367,-8276,24598
2017-01-23,63900.0,63700.0,71696.0,12.2,-10219,-7108,18163
2017-01-24,63600.0,63800.0,60818.0,12.22,-3161,698,2462
2017-01-25,64500.0,62200.0,91346.0,11.91,5145,14635,-19828
2017-01-26,62500.0,64000.0,112612.0,12.25,-26963,40708,-13745
2017-01-31,64000.0,62600.0,65778.0,11.99,11014,-406,-10608
2017-02-01,63000.0,63200.0,60019.0,12.1,-2011,5831,-4279
2017-02-02,62800.0,61900.0,81364.0,11.85,19682,-13072,-5824
2017-02-03,61600.0,61900.0,82103.0,11.85,-5331,-14662,19614
2017-02-06,62500.0,62400.0,114574.0,11.95,-13537,-6987,20524
2017-02-07,62900.0,63100.0,41402.0,12.08,-11808,2814,9069
2017-02-08,62800.0,63700.0,92322.0,12.2,-23460,34681,-10633
2017-02-09,63700.0,64200.0,125365.0,12.29,-19388,-7725,26724
2017-02-10,65600.0,70200.0,291992.0,13.44,-129836,101063,32576
2017-02-13,70400.0,70300.0,125216.0,13.46,-19025,10942,8622
2017-02-14,70800.0,69900.0,114438.0,13.38,-2303,-15431,17785
2017-02-15,70000.0,71000.0,98497.0,13.59,-20644,-4942,28395
2017-02-16,71400.0,70100.0,83793.0,13.42,3957,-19257,15161
2017-02-17,69900.0,69100.0,65308.0,13.23,589,-10898,10164
2017-02-20,69300.0,68400.0,56181.0,13.1,7107,-17677,10611
2017-02-21,68800.0,69400.0,74386.0,13.29,-6217,4189,1930
2017-02-22,69500.0,68700.0,84713.0,13.15,15201,-22178,6976
2017-02-23,69000.0,69000.0,66501.0,13.21,-7422,8812,-498
2017-02-24,69000.0,67800.0,89580.0,12.98,8037,-4381,-3739
2017-02-27,67800.0,66600.0,72963.0,12.75,9073,-18713,10821
2017-02-28,66700.0,67800.0,100051.0,12.98,-10850,-10079,20469
2017-03-02,68400.0,66800.0,172270.0,12.79,22033,-26489,3508
2017-03-03,66400.0,65200.0,109764.0,12.48,27704,-58565,29711
2017-03-06,65100.0,65300.0,95954.0,12.5,13155,-37023,23768
2017-03-07,65600.0,65300.0,81260.0,12.5,11632,-35470,23838
2017-03-08,65000.0,65200.0,98635.0,12.48,14293,-31398,16723
2017-03-09,64800.0,63900.0,184589.0,12.24,32501,-77205,45546
2017-03-10,63500.0,63700.0,126688.0,12.2,8246,-18633,10351
2017-03-13,63700.0,65300.0,115936.0,12.5,-25632,23081,2567
2017-03-14,65900.0,65000.0,96873.0,12.45,4442,14445,-18879
2017-03-15,65000.0,63400.0,168637.0,12.14,42318,-64975,22707
2017-03-16,63900.0,64900.0,173108.0,12.43,-21469,-21816,43089
2017-03-17,65400.0,65300.0,113179.0,12.5,6642,-21496,14658
2017-03-20,65200.0,63900.0,126945.0,12.24,48749,-42036,-6197
2017-03-21,64200.0,63500.0,123883.0,12.16,24285,-16545,-7944
2017-03-22,62700.0,61500.0,193399.0,11.78,63522,-84171,20599
2017-03-23,61800.0,64100.0,201206.0,12.27,-70471,-10381,81068
2017-03-24,64400.0,64200.0,55214.0,12.29,-2817,-1666,4541
2017-03-27,63600.0,62500.0,93238.0,11.97,25805,-30447,4642
2017-03-28,62500.0,63000.0,51863.0,12.06,-1988,-3891,5980
2017-03-29,63100.0,62200.0,69591.0,11.91,20347,-27969,7535
2017-03-30,62500.0,62500.0,52823.0,11.97,531,-8155,7702
2017-03-31,62400.0,64200.0,118889.0,12.29,-47005,34457,12305
2017-04-03,64400.0,63500.0,69627.0,12.16,7097,19441,-30353
2017-04-04,63300.0,63200.0,52679.0,12.1,6219,-4368,-1853
2017-04-05,64100.0,64800.0,97806.0,12.41,-26713,26116,2068
2017-04-06,64200.0,64700.0,84327.0,12.39,-5212,30038,-23266
2017-04-07,64700.0,65800.0,84197.0,12.6,-19787,16465,3872
2017-04-10,65900.0,64600.0,46637.0,12.37,9493,12728,-22221
2017-04-11,64400.0,64500.0,60664.0,12.35,-5827,-5193,10394
2017-04-12,64300.0,64600.0,44721.0,12.37,-5466,-3128,8594
2017-04-13,64800.0,65300.0,56846.0,12.5,-4143,13510,-9875
2017-04-14,64700.0,64300.0,28624.0,12.31,33,8614,-9147
2017-04-17,64200.0,64600.0,47026.0,12.37,-4622,18599,-13353
2017-04-18,64800.0,64400.0,66459.0,12.33,-10285,28194,-17909
2017-04-19,64300.0,63400.0,56528.0,12.14,20727,-2168,-17924
2017-04-20,63200.0,63400.0,79114.0,12.14,1665,13715,-10521
2017-04-21,63500.0,65200.0,89337.0,12.48,-29962,27530,5082
2017-04-24,65300.0,65400.0,75782.0,12.52,-13429,25982,-12594
2017-04-25,65500.0,65700.0,115494.0,12.58,3616,32162,-36031
2017-04-26,66300.0,66400.0,106319.0,12.71,-11705,18573,-6697
2017-04-27,66400.0,66900.0,101890.0,12.81,-15977,33310,-17309
2017-04-28,65800.0,65200.0,84357.0,12.48,23174,5225,-28899
2017-05-02,65500.0,66400.0,83327.0,12.71,-17324,2077,15313
2017-05-04,66100.0,67500.0,91397.0,12.92,-13307,6838,1138
2017-05-08,67300.0,67700.0,105925.0,12.96,-3088,7586,-6943
2017-05-10,68000.0,66800.0,99685.0,12.79,-5228,3060,-972
2017-05-11,67000.0,67800.0,63657.0,12.98,-10186,-4895,11688
2017-05-12,67800.0,67900.0,73601.0,13.0,-3440,26975,-23435
2017-05-15,68400.0,67600.0,69394.0,12.94,5241,20989,-26217
2017-05-16,68700.0,68500.0,102094.0,13.12,-7016,21434,-15089
2017-05-17,68200.0,72100.0,237976.0,13.81,-114646,30609,84246
2017-05-18,71500.0,72900.0,183922.0,13.96,-40173,-15965,57095
2017-05-19,72900.0,72400.0,82252.0,13.86,645,-27869,27006
2017-05-22,72700.0,73100.0,128020.0,14.0,-20943,-4734,25416
2017-05-23,72900.0,72500.0,140817.0,13.88,4045,-39601,35410
2017-05-24,73100.0,73700.0,155937.0,14.11,-28578,-28091,54811
2017-05-25,74200.0,75000.0,102186.0,14.36,-26099,21952,3860
2017-05-26,75100.0,74700.0,101250.0,14.3,-4872,-6333,12622
2017-05-29,75000.0,74100.0,96259.0,14.19,11529,-27825,15934
2017-05-30,74100.0,73900.0,66663.0,14.15,-3046,-6329,8425
2017-05-31,73900.0,73500.0,109264.0,14.07,4510,-9866,5811
2017-06-01,72900.0,74400.0,88880.0,14.25,-13486,-3908,17114
2017-06-02,74400.0,74000.0,81852.0,14.17,12187,-5638,-13478
2017-06-05,74400.0,73700.0,59100.0,14.11,6277,-25186,19823
2017-06-07,72800.0,72900.0,101071.0,13.96,9135,-45560,36423
2017-06-08,73000.0,73700.0,93495.0,14.11,2850,-28650,24367
2017-06-09,73200.0,73900.0,76351.0,14.15,2354,-10151,6412
2017-06-12,73400.0,72400.0,50351.0,13.86,5874,-5323,-301
2017-06-13,72400.0,76000.0,86356.0,14.55,-41044,14229,27879
2017-06-14,76300.0,74400.0,71208.0,14.25,-7,14312,-13763
2017-06-15,73800.0,73200.0,44737.0,14.02,12197,83,-12280
2017-06-16,73200.0,75700.0,210325.0,14.49,-38983,53595,-13997
2017-06-19,74900.0,74500.0,55909.0,14.27,10207,4261,-14286
2017-06-20,74700.0,71600.0,250095.0,13.71,74653,-118865,38822
2017-06-21,71600.0,71400.0,107410.0,13.67,-1462,-37953,39117
2017-06-22,71400.0,72400.0,91170.0,13.86,-1120,-21696,22719
2017-06-23,72500.0,71200.0,106259.0,13.63,28429,-35112,6172
2017-06-26,71900.0,71000.0,56215.0,13.59,12597,-20898,8299
2017-06-27,70800.0,70400.0,145776.0,13.48,24194,-61130,35236
2017-06-28,70700.0,71300.0,170993.0,13.65,-3009,-27369,29089
2017-06-29,71800.0,71500.0,94609.0,13.69,8815,-17509,8554
2017-06-30,70500.0,72900.0,115845.0,13.96,-42153,30911,13542
2017-07-03,72800.0,75200.0,121216.0,14.4,-59231,35308,29336
2017-07-04,75600.0,75200.0,123496.0,14.4,-15299,21877,-7365
2017-07-05,74300.0,74500.0,36293.0,14.27,3335,615,-3950
2017-07-06,74500.0,74900.0,53339.0,14.34,1448,-2731,5120
2017-07-07,74100.0,75500.0,61519.0,14.46,699,11081,-11680
2017-07-10,75600.0,76700.0,100779.0,14.69,-9779,31463,-20502
2017-07-11,77300.0,77700.0,95021.0,14.88,-22859,27539,-4498
2017-07-12,77100.0,76600.0,76288.0,14.67,911,4865,-4780
2017-07-13,77100.0,78200.0,113132.0,14.97,-21424,18314,4282
2017-07-14,78200.0,78200.0,69899.0,14.97,2880,7431,-10711
2017-07-17,79200.0,77700.0,123704.0,14.88,-13969,-18336,32302
2017-07-18,78400.0,79900.0,186157.0,15.3,-29052,-13844,49405
2017-07-19,79900.0,79700.0,62217.0,15.26,-3466,9284,-6541
2017-07-20,79500.0,82100.0,115422.0,15.72,-29125,32832,-3675
2017-07-21,80800.0,81800.0,74864.0,15.66,4104,18668,-22647
2017-07-24,82700.0,81700.0,50824.0,15.64,2308,21974,-24034
2017-07-25,82500.0,83500.0,86229.0,15.99,-13070,33375,-18686
2017-07-26,84000.0,84400.0,97933.0,16.16,-7978,37338,-27907
2017-07-27,84200.0,83700.0,226174.0,16.03,-33787,37258,-3669
2017-07-28,83100.0,83100.0,98287.0,15.91,-11056,-6107,17161
2017-07-31,82200.0,84200.0,82023.0,16.12,-22713,26782,-3612
2017-08-01,83700.0,84500.0,130878.0,16.18,-1500,11299,-9616
2017-08-02,84500.0,82900.0,99093.0,15.87,23662,-56221,31465
2017-08-03,82200.0,84200.0,84952.0,16.12,-28058,21204,7127
