Symbol,아모레G_시가(원),아모레G_종가(원),아모레G_거래량(주),아모레G_PER(IFRS-연결),아모레G_순매수수량(개인)(주),아모레G_순매수수량(기관계)(주),아모레G_순매수수량(외국인계)(주)
2005-04-08,263000.0,253500.0,26118.0,11.6,8026,4174,-11944
2005-04-11,251500.0,257500.0,16601.0,11.78,-770,-2211,2967
2005-04-12,257500.0,257000.0,16695.0,11.76,-4459,-4621,9473
2005-04-13,259000.0,260500.0,5562.0,11.92,-1751,260,1517
2005-04-14,257000.0,249000.0,24462.0,11.39,5500,-10785,4362
2005-04-15,250000.0,246000.0,20894.0,11.25,3810,-3767,79
2005-04-18,246500.0,250000.0,14555.0,11.44,-4812,1749,3420
2005-04-19,250000.0,275000.0,77754.0,12.58,-2892,-4566,8606
2005-04-20,275000.0,259500.0,25789.0,11.87,4391,-8331,4826
2005-04-21,260500.0,258500.0,14248.0,11.83,-1745,1241,406
2005-04-22,261000.0,258000.0,9847.0,11.8,2538,-107,-2971
2005-04-25,258500.0,257000.0,8866.0,11.76,557,1164,-3107
2005-04-26,257000.0,252000.0,24683.0,11.53,1465,-1462,138
2005-04-27,250500.0,250000.0,17276.0,11.44,3221,83,-2387
2005-04-28,250000.0,246000.0,18328.0,11.25,2552,2081,-5384
2005-04-29,244000.0,247000.0,14221.0,11.3,-1653,3071,-1709
2005-05-02,243500.0,257500.0,10564.0,11.78,-3871,975,3031
2005-05-03,257000.0,252500.0,10280.0,11.55,-443,-2202,2675
2005-05-04,252500.0,251500.0,9988.0,11.51,2400,-1135,-932
2005-05-06,254500.0,258000.0,9219.0,11.8,-3008,398,2990
2005-05-09,259000.0,266500.0,21807.0,12.19,-5589,-3082,10158
2005-05-10,266500.0,260500.0,9700.0,11.92,770,1138,-2168
2005-05-11,258000.0,258000.0,8954.0,11.8,-165,-3340,3626
2005-05-12,255000.0,255000.0,17142.0,11.67,97,-2209,2112
2005-05-13,255000.0,258500.0,8694.0,11.83,-714,-1429,2219
2005-05-16,259500.0,261500.0,7924.0,11.96,-2029,1462,449
2005-05-17,262000.0,256000.0,15359.0,11.71,-51,841,-850
2005-05-18,255000.0,258000.0,10509.0,11.8,-325,2246,-1635
2005-05-19,265000.0,259000.0,10111.0,11.85,-978,6536,-6309
2005-05-20,266000.0,257000.0,4674.0,11.76,769,138,-1155
2005-05-23,257500.0,256500.0,9531.0,11.73,698,1003,-1808
2005-05-24,257500.0,263000.0,10782.0,12.03,-1484,-3103,5068
2005-05-25,261000.0,260000.0,6357.0,11.89,120,-1662,1415
2005-05-26,262000.0,262000.0,20233.0,11.99,388,749,-1627
2005-05-27,266500.0,263500.0,29291.0,12.05,433,4528,-7549
2005-05-30,263500.0,262000.0,8802.0,11.99,925,1328,-2965
2005-05-31,263500.0,263500.0,6016.0,12.05,-333,779,-777
2005-06-01,261000.0,261000.0,10695.0,11.94,809,2808,-4044
2005-06-02,263500.0,262000.0,10880.0,11.99,-2890,-448,5121
2005-06-03,265500.0,268000.0,10306.0,12.26,-1001,347,2074
2005-06-07,265500.0,270000.0,19325.0,12.35,-1229,-1938,3231
2005-06-08,270000.0,275000.0,68957.0,12.58,-3295,7369,-4373
2005-06-09,273500.0,279000.0,31976.0,12.76,-1661,3378,-131
2005-06-10,276500.0,285000.0,12442.0,13.04,-2256,-964,3617
2005-06-13,285000.0,283000.0,8862.0,12.95,373,-936,962
2005-06-14,279500.0,284000.0,6858.0,12.99,-265,2866,-3320
2005-06-15,286000.0,284500.0,12408.0,13.01,596,1203,-2675
2005-06-16,282000.0,285500.0,11484.0,13.06,-770,1429,-1100
2005-06-17,295000.0,283000.0,11401.0,12.95,723,1258,-2261
2005-06-20,280000.0,273500.0,18313.0,12.51,6391,-1081,-5354
2005-06-21,272500.0,268000.0,18794.0,12.26,4648,2336,-7488
2005-06-22,265500.0,276500.0,29372.0,12.65,-1524,3861,-2770
2005-06-23,276500.0,274500.0,32552.0,12.56,2070,3142,-5407
2005-06-24,274500.0,276000.0,25964.0,12.63,71,744,-710
2005-06-27,272500.0,270000.0,10950.0,12.35,891,-5113,4450
2005-06-28,268000.0,273000.0,7443.0,12.49,56,956,-1400
2005-06-29,277000.0,276000.0,4845.0,12.63,-799,2016,-1301
2005-06-30,273500.0,274000.0,20883.0,12.53,1347,1785,-3124
2005-07-01,271000.0,268000.0,13024.0,12.26,10622,-2954,-7900
2005-07-04,269000.0,275000.0,19533.0,12.58,-5318,-2057,7948
2005-07-05,273000.0,272500.0,5892.0,12.47,1404,1007,-2354
2005-07-06,275000.0,279500.0,20072.0,12.79,-6375,230,5937
2005-07-07,275000.0,275500.0,8507.0,12.6,2021,-571,-1380
2005-07-08,275500.0,274000.0,7199.0,12.53,10,-624,824
2005-07-11,276000.0,284000.0,35637.0,12.99,-8047,3604,6126
2005-07-12,285000.0,292000.0,18603.0,13.36,-3474,-4058,9409
2005-07-13,292500.0,291000.0,11504.0,13.31,-1136,-295,1483
2005-07-14,299000.0,295000.0,15336.0,13.49,-1334,-2182,4950
2005-07-15,295500.0,297000.0,7937.0,13.59,222,-3449,3200
2005-07-18,292500.0,287000.0,9779.0,13.13,6377,-1232,-5144
2005-07-19,287000.0,289500.0,15851.0,13.24,359,3189,-3617
2005-07-20,290000.0,302000.0,26411.0,13.82,-6975,-2028,8998
2005-07-21,295000.0,285000.0,38846.0,13.04,19294,3561,-22793
2005-07-22,283000.0,290000.0,23573.0,13.27,-3353,4394,-1336
2005-07-25,290000.0,281000.0,40390.0,12.85,20939,5540,-26947
2005-07-26,280000.0,291000.0,30709.0,13.31,-11443,-2836,14156
2005-07-27,292000.0,286000.0,36927.0,13.08,4041,-3728,-89
2005-07-28,288000.0,288000.0,25243.0,13.17,1813,-5983,4641
2005-07-29,286500.0,281500.0,17621.0,12.88,10399,-996,-8693
2005-08-01,284500.0,286500.0,17497.0,13.11,-7678,-4283,12356
2005-08-02,286500.0,292000.0,14125.0,13.36,-6158,-3322,9555
2005-08-03,292500.0,297500.0,18558.0,13.61,-6386,-8987,15949
2005-08-04,295500.0,303500.0,26577.0,13.88,-11817,-238,11831
2005-08-05,303500.0,308500.0,17054.0,14.11,-3618,-362,3833
2005-08-08,309000.0,305000.0,9497.0,13.95,-533,-103,708
2005-08-09,300000.0,300000.0,19597.0,13.72,6576,755,-6363
2005-08-10,297000.0,306500.0,18301.0,14.02,-1294,-1062,2328
2005-08-11,301500.0,293000.0,51023.0,13.4,17848,3567,-22008
2005-08-12,288000.0,294500.0,36885.0,13.47,-4790,-5430,10234
2005-08-16,294500.0,286500.0,17179.0,13.11,5794,-4425,-1361
2005-08-17,286500.0,286500.0,15256.0,13.11,5107,1599,-6818
2005-08-18,287500.0,285000.0,31499.0,13.04,32,-5486,5442
2005-08-19,286000.0,279500.0,25843.0,12.79,8397,729,-9141
2005-08-22,279500.0,285500.0,13589.0,13.06,-1243,3703,-2793
2005-08-23,286000.0,280500.0,18657.0,12.83,6355,555,-7630
2005-08-24,280500.0,274000.0,31450.0,12.53,8031,-9679,929
2005-08-25,272000.0,270000.0,50321.0,12.35,12143,3796,-16382
2005-08-26,271500.0,278000.0,36093.0,12.72,-9989,-3453,13561
2005-08-29,278000.0,273500.0,10539.0,12.51,-1508,-1214,2818
2005-08-30,274500.0,273500.0,13690.0,12.51,1394,-4651,3253
2005-08-31,275000.0,279000.0,16439.0,12.76,-3047,-3199,5822
2005-09-01,281000.0,286000.0,10304.0,13.08,-3870,-23,3721
2005-09-02,289000.0,293000.0,15108.0,13.4,-7427,1389,6042
2005-09-05,295500.0,297500.0,18749.0,13.61,-8190,-2370,12360
2005-09-06,295000.0,292500.0,17940.0,13.38,-3417,4315,-1728
2005-09-07,293000.0,292500.0,7391.0,13.38,798,1742,-2320
2005-09-08,298500.0,295000.0,22937.0,13.49,-215,5029,-1382
2005-09-09,295000.0,287500.0,12163.0,13.15,3574,917,-4367
2005-09-12,287000.0,292000.0,17749.0,13.36,-4268,-2211,6969
2005-09-13,294500.0,295000.0,9738.0,13.49,-2021,-2646,4666
2005-09-14,292500.0,301500.0,9515.0,13.79,-5794,3049,2744
2005-09-15,299000.0,300000.0,15564.0,13.72,-668,-682,1367
2005-09-16,300000.0,304000.0,16845.0,13.91,-709,521,133
2005-09-20,305000.0,310000.0,19792.0,14.18,-3194,-257,3466
2005-09-21,310000.0,313500.0,34161.0,14.34,-719,-2116,3790
2005-09-22,310000.0,310500.0,25419.0,14.2,1855,-1058,-940
2005-09-23,310500.0,305000.0,6706.0,13.95,-1101,-2449,3610
2005-09-26,301000.0,306000.0,15514.0,14.0,632,2507,-3394
2005-09-27,307000.0,301500.0,11952.0,13.79,2773,-2075,-689
2005-09-28,302000.0,306000.0,14485.0,14.0,-4175,227,3802
2005-09-29,307000.0,340000.0,36671.0,15.55,-1819,-3345,10145
2005-09-30,318500.0,316000.0,15382.0,14.46,3905,1352,-5255
2005-10-04,318000.0,309000.0,17222.0,14.14,4236,4045,-7248
2005-10-05,308500.0,300000.0,24882.0,13.72,14183,-6783,-6815
2005-10-06,300000.0,300000.0,31344.0,13.72,3311,-8588,5460
2005-10-07,298000.0,300500.0,12752.0,13.75,-1339,1868,-1534
2005-10-10,300000.0,306000.0,13746.0,14.0,-3123,5931,-2905
2005-10-11,306000.0,314500.0,13477.0,14.39,-8465,1166,6718
2005-10-12,312000.0,313500.0,11160.0,14.34,-1075,-3433,4478
2005-10-13,314000.0,304000.0,20675.0,13.91,2885,-11111,7960
2005-10-14,305000.0,297500.0,13142.0,13.61,3986,-4349,367
2005-10-17,299000.0,302500.0,13163.0,13.84,-3282,-2738,6020
2005-10-18,307000.0,310500.0,27704.0,14.2,-4584,21555,-16086
2005-10-19,312500.0,300000.0,7894.0,13.72,1672,193,-2755
2005-10-20,306500.0,303000.0,8763.0,13.86,52,2782,-2867
2005-10-21,309000.0,320000.0,22330.0,14.64,-10688,12737,-1115
2005-10-24,322500.0,323000.0,42793.0,14.78,-4847,23912,-25558
2005-10-25,323000.0,350000.0,92026.0,16.01,-7904,31328,-65323
2005-10-26,348000.0,345000.0,32696.0,15.78,-3600,9305,-11312
2005-10-27,350000.0,320000.0,28698.0,14.64,2450,7469,-11588
2005-10-28,318500.0,315000.0,33352.0,14.41,1215,2256,-6409
2005-10-31,319000.0,311000.0,13790.0,14.23,701,1611,-3312
2005-11-01,313000.0,311000.0,21978.0,14.23,8044,-410,-7764
2005-11-02,310500.0,315000.0,20517.0,14.41,5860,2200,-8590
2005-11-03,315000.0,319500.0,16865.0,14.62,-687,2581,-2394
2005-11-04,319000.0,325000.0,19423.0,14.87,-3565,7322,-2416
2005-11-07,320500.0,325000.0,11614.0,14.87,-773,1660,-1125
2005-11-08,322000.0,314500.0,22922.0,14.39,7052,2865,-10460
2005-11-09,314500.0,315000.0,12621.0,14.41,1018,4025,-6503
2005-11-10,311500.0,313000.0,18404.0,14.32,5784,-1374,-6410
2005-11-11,313000.0,316000.0,24230.0,14.46,-31,7664,-9345
2005-11-14,314000.0,312500.0,18088.0,14.3,2094,-1851,-5199
2005-11-15,311000.0,312000.0,17103.0,14.27,3752,-5565,1766
2005-11-16,310500.0,311500.0,11776.0,14.25,731,2345,-3117
2005-11-17,310000.0,310000.0,14746.0,14.18,3984,722,-5675
2005-11-18,310000.0,300500.0,612662.0,13.75,29103,68496,-98203
2005-11-21,303500.0,302500.0,29304.0,13.84,295,-534,369
2005-11-22,304500.0,301000.0,21613.0,13.77,-1596,55,1069
2005-11-23,300500.0,305000.0,34697.0,13.95,4791,9741,-17015
2005-11-24,303000.0,323000.0,42397.0,14.78,-11592,12490,-7001
2005-11-25,324000.0,324500.0,47028.0,14.84,-7644,7001,-4834
2005-11-28,322000.0,313000.0,15952.0,14.32,-1093,1355,-24
2005-11-29,311500.0,327500.0,55962.0,14.98,-15288,8937,5772
2005-11-30,324000.0,337000.0,31434.0,15.42,-5145,-2525,6861
2005-12-01,337000.0,340500.0,63963.0,15.58,-2774,-2528,5424
2005-12-02,340000.0,334500.0,27018.0,15.3,7354,-3787,-4572
2005-12-05,334500.0,324000.0,34295.0,14.82,4606,3498,-7655
2005-12-06,321000.0,318500.0,18193.0,14.57,4495,-2265,-4919
2005-12-07,319000.0,309000.0,70256.0,14.14,23488,-3739,-20375
2005-12-08,306000.0,315500.0,37712.0,14.43,3485,2329,6187
2005-12-09,314000.0,312000.0,14016.0,14.27,786,7004,-7776
2005-12-12,309000.0,317500.0,28926.0,14.52,-1304,8095,-4995
2005-12-13,320500.0,329000.0,40206.0,15.05,-6916,9215,-3228
2005-12-14,325000.0,322000.0,38012.0,14.73,229,-3929,4743
2005-12-15,316000.0,312000.0,24300.0,14.27,8034,4512,-13766
2005-12-16,310500.0,311000.0,11762.0,14.23,155,-1500,1290
2005-12-19,318000.0,325000.0,13414.0,14.87,-7766,5341,2192
2005-12-20,322000.0,328000.0,10199.0,15.0,-5652,3866,1905
2005-12-21,325000.0,328000.0,14580.0,15.0,-4123,5557,-1320
2005-12-22,327000.0,328500.0,13442.0,15.03,-4800,4950,-445
2005-12-23,328500.0,323000.0,5321.0,14.78,720,-1072,295
2005-12-26,320000.0,321000.0,8103.0,14.68,271,1830,-567
2005-12-27,326000.0,324500.0,11398.0,14.84,-1222,3646,-1305
2005-12-28,325000.0,318000.0,12355.0,14.55,4698,-649,-4456
2005-12-29,315000.0,316000.0,36300.0,14.46,5250,-849,-4941
2006-01-02,316000.0,315500.0,18554.0,13.47,5768,-9746,4305
2006-01-03,316000.0,329000.0,36981.0,14.05,-14243,10334,6354
2006-01-04,331000.0,329000.0,30642.0,14.05,-4216,8757,-4450
2006-01-05,328000.0,336000.0,37187.0,14.34,-9906,3820,5726
2006-01-06,333500.0,341500.0,31576.0,14.58,-338,5314,-10239
2006-01-09,342000.0,335500.0,33961.0,14.32,2496,6968,-12237
2006-01-10,331000.0,340000.0,44024.0,14.52,-2708,12828,-10353
2006-01-11,337000.0,340000.0,43679.0,14.52,-3449,22963,-19434
2006-01-12,336500.0,350000.0,58408.0,14.94,-12914,7202,8749
2006-01-13,350000.0,345000.0,43155.0,14.73,3172,16487,-19632
2006-01-16,345000.0,353000.0,38647.0,15.07,1689,-4963,2905
2006-01-17,349000.0,346500.0,26277.0,14.79,-445,1260,-666
2006-01-18,343000.0,354000.0,26967.0,15.11,-1533,10244,-9052
2006-01-19,348000.0,349000.0,13806.0,14.9,-372,2690,-2618
2006-01-20,350000.0,340000.0,14400.0,14.52,1935,-832,-866
2006-01-23,340500.0,340000.0,16610.0,14.52,-8609,10259,-2394
2006-01-24,342000.0,339000.0,13272.0,14.47,-1166,461,1193
2006-01-25,335000.0,343000.0,26277.0,14.64,2550,-11973,8262
2006-01-26,339000.0,339000.0,11108.0,14.47,1560,111,-2388
2006-01-27,343500.0,340000.0,14372.0,14.52,1070,4787,-5176
2006-01-31,339000.0,343000.0,17581.0,14.64,149,-75,-941
2006-02-01,332500.0,336000.0,20152.0,14.34,493,-877,414
2006-02-02,338500.0,337500.0,27861.0,14.41,2905,-2751,895
2006-02-03,340000.0,341000.0,20427.0,14.56,-2025,-4268,9302
2006-02-06,333500.0,342500.0,26061.0,14.62,-1195,-3140,4285
2006-02-07,338000.0,332000.0,32834.0,14.17,9070,-2993,-5137
2006-02-08,330000.0,316000.0,40088.0,13.49,10553,3433,-15070
2006-02-09,316500.0,320000.0,23078.0,13.66,-2478,-839,2621
2006-02-10,320000.0,334500.0,30076.0,14.28,-10723,-5515,16288
2006-02-13,331500.0,327500.0,19425.0,13.98,2648,-9251,7824
2006-02-14,316000.0,332000.0,22625.0,14.17,-2150,10339,-7799
2006-02-15,332500.0,323000.0,11508.0,13.79,919,-3015,2320
2006-02-16,323000.0,333000.0,14490.0,14.22,-5081,-347,4829
2006-02-17,339500.0,340000.0,13108.0,14.52,-2423,854,1885
2006-02-20,342000.0,340000.0,17626.0,14.52,-3563,3608,1178
2006-02-21,340000.0,340000.0,15068.0,14.52,1283,5856,-7797
2006-02-22,342000.0,332000.0,18216.0,14.17,6986,-5820,-397
2006-02-23,335500.0,343000.0,16108.0,14.64,-9291,1911,6783
2006-02-24,345000.0,352500.0,12426.0,15.05,-7430,2012,5231
2006-02-27,348000.0,345500.0,305556.0,14.75,3481,144731,132729
2006-02-28,349000.0,339500.0,18076.0,14.49,8407,-1525,-7678
2006-03-02,341000.0,345000.0,18481.0,14.73,-3456,1638,5224
2006-03-03,345000.0,338500.0,36796.0,14.45,6091,-5282,-2489
2006-03-06,337000.0,350000.0,17642.0,14.94,-6874,6032,-579
2006-03-07,355000.0,337000.0,20036.0,14.39,4284,3609,-7743
2006-03-08,341000.0,332500.0,23334.0,14.19,599,3953,-4689
2006-03-09,339000.0,329000.0,24139.0,14.05,5269,4038,-8013
2006-03-10,332000.0,341500.0,34767.0,14.58,-3794,1284,-1144
2006-03-13,341500.0,346500.0,27470.0,14.79,-2448,5201,-5263
2006-03-14,350000.0,357000.0,37933.0,15.24,-8626,-13644,17388
2006-03-15,352000.0,365000.0,32521.0,15.58,-7028,-1774,5962
2006-03-16,367000.0,364000.0,48656.0,15.54,-4585,-6018,11249
2006-03-17,365500.0,357500.0,33332.0,15.26,494,2853,-6194
2006-03-20,357500.0,352000.0,16958.0,15.03,2864,1263,-4216
2006-03-21,351000.0,345000.0,18143.0,14.73,5538,797,-8547
2006-03-22,344500.0,341000.0,18404.0,14.56,1698,-7192,8897
2006-03-23,347000.0,347000.0,29233.0,14.81,-5558,-4329,9815
2006-03-24,347500.0,345000.0,12701.0,14.73,975,2927,-3992
2006-03-27,345000.0,350000.0,15537.0,14.94,-2971,4161,-2164
2006-03-28,355000.0,354500.0,16555.0,15.13,-482,3373,-3061
2006-03-29,357500.0,364500.0,24686.0,15.56,-4289,4164,-393
2006-03-30,362500.0,369000.0,12490.0,15.75,-2171,398,-542
2006-03-31,373500.0,380000.0,19925.0,16.22,-4755,-4085,7783
2006-04-03,374500.0,374000.0,14665.0,15.97,1612,961,-2925
2006-04-04,368500.0,363500.0,9871.0,15.52,3892,-1262,-2624
2006-04-05,364000.0,362000.0,12935.0,15.45,2977,-1419,-1883
2006-04-06,368000.0,380000.0,18741.0,16.22,-4767,-4940,9873
2006-04-07,383500.0,381000.0,9921.0,16.26,303,-1303,555
2006-04-10,381000.0,377000.0,10892.0,16.09,14,5937,-6838
2006-04-11,374000.0,365500.0,20263.0,15.6,4711,3698,-8486
2006-04-12,367500.0,369500.0,35065.0,15.77,4832,458,-5330
2006-04-13,369000.0,371000.0,13947.0,15.84,1178,1014,-2437
2006-04-14,371000.0,370000.0,20662.0,15.8,503,6117,-7556
2006-04-17,370000.0,366000.0,17700.0,15.63,887,3151,-3591
2006-04-18,366000.0,365000.0,16862.0,15.58,4125,5462,-10195
2006-04-19,365000.0,363000.0,29851.0,15.5,11484,-6166,-5366
2006-04-20,359500.0,353500.0,42966.0,15.09,19173,3073,-22804
2006-04-21,352000.0,352500.0,35791.0,15.05,11336,-2933,-8368
2006-04-24,352500.0,346000.0,28924.0,14.77,10673,-6891,-3465
2006-04-25,343000.0,353000.0,28981.0,15.07,3150,-4441,1998
2006-04-26,357000.0,356000.0,49092.0,15.2,-5182,-2828,7697
2006-04-27,358500.0,350000.0,40470.0,14.94,6627,2491,742
2006-04-28,350000.0,346500.0,20558.0,14.79,5515,-605,-5745
2006-05-02,351500.0,347000.0,23049.0,14.81,902,-322,-1317
2006-05-03,347000.0,353000.0,31492.0,15.07,-2493,-4483,6051
2006-05-04,358000.0,360000.0,27474.0,15.37,-8169,-95,7342
2006-05-08,364500.0,361500.0,47056.0,15.43,-1604,-1892,4225
2006-05-09,362500.0,361500.0,32005.0,15.43,-544,-15296,15929
2006-05-10,364000.0,362000.0,11915.0,15.45,-656,-3109,3799
2006-05-11,361500.0,362000.0,14697.0,15.45,-631,2485,-3309
2006-05-12,362000.0,349500.0,25750.0,14.92,9338,-8352,-2068
2006-05-15,349000.0,337000.0,29794.0,14.39,6968,11008,-17861
2006-05-16,340000.0,336500.0,19690.0,14.37,1301,6977,-7857
2006-05-17,337500.0,337500.0,25521.0,14.41,1551,-9499,8550
2006-05-18,328000.0,326500.0,35054.0,13.94,-1082,11400,-9255
2006-05-19,326500.0,332000.0,27933.0,14.17,1507,952,-2425
2006-05-22,336500.0,327000.0,26735.0,13.96,3070,1570,-4593
2006-05-23,322500.0,324000.0,28563.0,13.83,21,7335,-10260
2006-05-24,324000.0,320000.0,56568.0,13.66,5889,7938,-14104
2006-05-25,317000.0,320000.0,70010.0,13.66,-3396,-5454,9834
2006-05-26,320000.0,320000.0,0.0,13.66,0,0,0
2006-05-29,320000.0,320000.0,0.0,13.66,0,0,0
2006-05-30,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-01,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-02,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-05,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-07,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-08,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-09,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-12,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-13,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-14,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-15,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-16,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-19,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-20,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-21,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-22,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-23,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-26,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-27,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-28,320000.0,320000.0,0.0,13.66,0,0,0
2006-06-29,215000.0,183000.0,3327.0,11.63,1568,-1747,849
2006-06-30,156000.0,156000.0,2180.0,9.91,35,-270,47
2006-07-03,133000.0,133000.0,374123.0,8.45,154705,-105951,-36216
2006-07-04,133000.0,132500.0,350535.0,8.42,67851,-48127,-9754
2006-07-05,131000.0,133000.0,150476.0,8.45,-28361,-16477,44823
2006-07-06,133000.0,124000.0,156084.0,7.88,5161,-11564,3836
2006-07-07,125000.0,121500.0,148706.0,7.72,838,1868,-2741
2006-07-10,121000.0,119500.0,101632.0,7.59,6558,-6073,2782
2006-07-11,119500.0,112500.0,142216.0,7.15,23724,-19327,-4450
2006-07-12,112500.0,117000.0,157803.0,7.43,-16298,8808,7444
2006-07-13,117000.0,117000.0,151136.0,7.43,-7282,-12029,19396
2006-07-14,115000.0,120000.0,102348.0,7.62,-16062,-2965,19044
2006-07-18,118000.0,118000.0,58040.0,7.5,-16335,-1272,17735
2006-07-19,116500.0,120000.0,41484.0,7.62,-8750,-2746,11545
2006-07-20,123000.0,123500.0,38983.0,7.85,-9190,2186,6801
2006-07-21,122000.0,123500.0,20621.0,7.85,-8263,-130,8390
2006-07-24,123500.0,124000.0,24046.0,7.88,-9228,-1508,10874
2006-07-25,125000.0,124000.0,24285.0,7.88,-2587,455,1990
2006-07-26,125500.0,122000.0,47840.0,7.75,-5365,-1508,6858
2006-07-27,122500.0,127000.0,44040.0,8.07,-12702,2539,10140
2006-07-28,128500.0,124500.0,15700.0,7.91,2378,-447,-1973
2006-07-31,125000.0,122500.0,21497.0,7.78,-301,-2235,2433
2006-08-01,123000.0,124500.0,17732.0,7.91,-5605,1084,4576
2006-08-02,126000.0,128000.0,13193.0,8.13,-7803,707,7076
2006-08-03,127500.0,126000.0,20909.0,8.01,-525,-880,1515
