Symbol,아모레G_시가(원),아모레G_종가(원),아모레G_거래량(주),아모레G_PER(IFRS-연결),아모레G_순매수수량(개인)(주),아모레G_순매수수량(기관계)(주),아모레G_순매수수량(외국인계)(주)
2013-12-12,436000.0,436500.0,5078.0,23.25,-294,468,-237
2013-12-13,443000.0,438000.0,5174.0,23.33,-347,-1400,1747
2013-12-16,434000.0,444000.0,7011.0,23.65,-1196,51,1145
2013-12-17,447000.0,432000.0,8663.0,23.01,955,157,-1112
2013-12-18,434500.0,437500.0,8205.0,23.3,-1625,858,1112
2013-12-19,444500.0,441500.0,9741.0,23.51,-4192,1384,3139
2013-12-20,442500.0,444000.0,7260.0,23.65,-606,398,241
2013-12-23,448500.0,444000.0,6237.0,23.65,97,-667,471
2013-12-24,444000.0,448500.0,9529.0,23.89,-1406,-379,1846
2013-12-26,453000.0,463000.0,11636.0,24.66,-2189,-356,2493
2013-12-27,459000.0,465000.0,6995.0,24.76,-2,1575,-1577
2013-12-30,470000.0,465000.0,8132.0,24.76,237,-3496,3559
2014-01-02,462000.0,466000.0,7389.0,23.57,-641,-1404,2045
2014-01-03,470500.0,457500.0,8300.0,23.14,165,-1090,1136
2014-01-06,453000.0,470000.0,9592.0,23.77,-745,595,1137
2014-01-07,465000.0,462000.0,9469.0,23.37,1573,-1030,-543
2014-01-08,457000.0,461500.0,8331.0,23.34,207,-878,566
2014-01-09,462000.0,454000.0,8833.0,22.97,127,307,-416
2014-01-10,459000.0,460000.0,7040.0,23.27,-457,431,176
2014-01-13,460000.0,471500.0,7973.0,23.85,-711,-3336,4047
2014-01-14,473000.0,456000.0,6954.0,23.07,1311,495,-1806
2014-01-15,455000.0,466000.0,4928.0,23.57,-880,323,579
2014-01-16,462000.0,465500.0,6321.0,23.55,-855,2139,-1284
2014-01-17,461500.0,464500.0,5637.0,23.5,124,-391,313
2014-01-20,461500.0,470000.0,9348.0,23.77,-487,239,82
2014-01-21,471000.0,475500.0,6886.0,24.05,-514,615,-227
2014-01-22,475000.0,468500.0,8590.0,23.7,781,1385,-2191
2014-01-23,470000.0,471000.0,13894.0,23.83,514,-1433,964
2014-01-24,465000.0,477500.0,14323.0,24.15,-2120,-2264,4385
2014-01-27,475000.0,456000.0,12025.0,23.07,1282,-2184,885
2014-01-28,460000.0,470500.0,15166.0,23.8,-1041,-3684,4725
2014-01-29,470500.0,474500.0,9250.0,24.0,-764,-2358,3122
2014-02-03,480000.0,470500.0,8208.0,23.8,513,-3042,2400
2014-02-04,465000.0,469000.0,14089.0,23.72,-237,-295,497
2014-02-05,470500.0,453500.0,13600.0,22.94,2917,691,-3758
2014-02-06,455500.0,465000.0,9622.0,23.52,-1731,1259,390
2014-02-07,470000.0,469500.0,35311.0,23.75,1018,2432,-5324
2014-02-10,472500.0,470500.0,14021.0,23.8,1854,-9,1793
2014-02-11,465000.0,482000.0,10508.0,24.38,-1643,1751,-296
2014-02-12,477500.0,491000.0,12618.0,24.84,-678,-5329,5170
2014-02-13,488500.0,497000.0,10770.0,25.14,-121,-1645,2027
2014-02-14,492000.0,504000.0,10953.0,25.49,-1824,1681,132
2014-02-17,510000.0,506000.0,5509.0,25.6,1088,-404,-689
2014-02-18,506000.0,496500.0,9286.0,25.12,3360,-1206,-2395
2014-02-19,490000.0,489500.0,12410.0,24.76,859,-2680,1922
2014-02-20,483000.0,507000.0,9120.0,25.65,-663,-138,806
2014-02-21,501000.0,494000.0,7549.0,24.99,1753,-1903,402
2014-02-24,490000.0,484500.0,9625.0,24.51,2636,-2467,-277
2014-02-25,485000.0,490500.0,7269.0,24.81,-803,1164,-413
2014-02-26,487000.0,483000.0,10645.0,24.43,2241,-1426,-825
2014-02-27,483500.0,492000.0,9803.0,24.89,-1922,2088,-56
2014-02-28,489000.0,500000.0,22522.0,25.29,-1773,5341,-3558
2014-03-03,492500.0,490500.0,14276.0,24.81,1137,1956,-3093
2014-03-04,487500.0,485000.0,8036.0,24.53,643,-1433,774
2014-03-05,493000.0,483500.0,4387.0,24.46,921,-1616,688
2014-03-06,485000.0,507000.0,10242.0,25.65,-3445,-97,3667
2014-03-07,507000.0,507000.0,5341.0,25.65,44,905,-949
2014-03-10,505000.0,496000.0,6721.0,25.09,1889,-1504,-514
2014-03-11,495000.0,504000.0,4621.0,25.49,-1255,-139,1394
2014-03-12,500000.0,497000.0,6913.0,25.14,514,-1732,1159
2014-03-13,495000.0,504000.0,12794.0,25.49,-1407,4048,-2705
2014-03-14,509000.0,493000.0,6496.0,24.94,1466,-89,-1507
2014-03-17,490500.0,489000.0,3976.0,24.74,323,-85,-302
2014-03-18,489000.0,491500.0,6220.0,24.86,-235,372,-137
2014-03-19,495000.0,491000.0,6377.0,24.84,-335,-314,649
2014-03-20,492000.0,505000.0,15217.0,25.55,-854,-2637,2961
2014-03-21,501000.0,508000.0,5859.0,25.7,-807,1670,-863
2014-03-24,510000.0,508000.0,6087.0,25.7,1546,-1275,-403
2014-03-25,503000.0,510000.0,10348.0,25.8,538,-2782,2092
2014-03-26,510000.0,504000.0,8251.0,25.49,-28,-2865,2893
2014-03-27,509000.0,511000.0,7214.0,25.85,682,-2622,1919
2014-03-28,509000.0,523000.0,9559.0,26.46,-1865,-2599,4464
2014-03-31,519000.0,512000.0,13326.0,25.9,1538,-4835,3297
2014-04-01,505000.0,504000.0,10937.0,25.49,1799,-6252,4535
2014-04-02,504000.0,510000.0,9961.0,25.8,-833,-3485,4418
2014-04-03,509000.0,508000.0,5398.0,25.7,231,-1782,1591
2014-04-04,513000.0,511000.0,7113.0,25.85,-629,-440,1069
2014-04-07,510000.0,506000.0,4606.0,25.6,692,-1612,920
2014-04-08,506000.0,507000.0,6831.0,25.65,365,-3520,3268
2014-04-09,510000.0,528000.0,15100.0,26.71,-3581,1618,1842
2014-04-10,532000.0,534000.0,9315.0,27.01,-150,-647,760
2014-04-11,529000.0,522000.0,4847.0,26.4,722,-224,-591
2014-04-14,518000.0,512000.0,7028.0,25.9,813,-1142,363
2014-04-15,512000.0,524000.0,17997.0,26.51,509,-7415,6921
2014-04-16,521000.0,509000.0,7918.0,25.75,3050,-1393,-1658
2014-04-17,512000.0,514000.0,6442.0,26.0,-734,-2461,3131
2014-04-18,517000.0,511000.0,4662.0,25.85,663,-1894,1231
2014-04-21,509000.0,509000.0,6787.0,25.75,164,-736,572
2014-04-22,511000.0,528000.0,8162.0,26.71,-4538,517,3947
2014-04-23,523000.0,521000.0,5516.0,26.35,-233,739,-492
2014-04-24,521000.0,525000.0,5176.0,26.56,81,-1997,1916
2014-04-25,522000.0,509000.0,7047.0,25.75,3280,-2650,-630
2014-04-28,507000.0,510000.0,4335.0,25.8,-282,-135,417
2014-04-29,515000.0,524000.0,5444.0,26.51,-3307,2080,1113
2014-04-30,522000.0,534000.0,14288.0,27.01,-1010,-1448,2458
2014-05-02,525000.0,534000.0,3762.0,27.01,-146,-564,710
2014-05-07,529000.0,541000.0,9957.0,27.37,-1113,535,659
2014-05-08,538000.0,516000.0,13311.0,26.1,5032,-1858,-3120
2014-05-09,531000.0,563000.0,29194.0,28.48,-4099,-4717,8325
2014-05-12,560000.0,569000.0,22503.0,28.78,-158,9271,-9162
2014-05-13,575000.0,589000.0,18471.0,29.79,64,2435,-3093
2014-05-14,588000.0,620000.0,19749.0,31.36,1513,-703,-1362
2014-05-15,623000.0,603000.0,14037.0,30.5,3594,-3195,-351
2014-05-16,603000.0,607000.0,14969.0,30.7,-290,-1117,1945
2014-05-19,605000.0,605000.0,11222.0,30.6,-83,-910,993
2014-05-20,603000.0,602000.0,13117.0,30.45,2068,-7,-2066
2014-05-21,603000.0,622000.0,15555.0,31.46,-3119,-540,3644
2014-05-22,629000.0,640000.0,16551.0,32.37,-151,-3121,3263
2014-05-23,650000.0,655000.0,17411.0,33.13,-36,-2812,2622
2014-05-26,650000.0,658000.0,5652.0,33.28,1188,-273,-962
2014-05-27,664000.0,666000.0,12183.0,33.69,-892,-331,1157
2014-05-28,666000.0,666000.0,11439.0,33.69,1662,-1005,-727
2014-05-29,668000.0,661000.0,7552.0,33.44,1038,-56,-767
2014-05-30,663000.0,686000.0,26366.0,34.7,-974,-9486,10385
2014-06-02,682000.0,673000.0,13700.0,34.04,1199,-4677,3571
2014-06-03,674000.0,679000.0,17081.0,34.35,-330,-4169,5014
2014-06-05,672000.0,684000.0,7832.0,34.6,-854,102,763
2014-06-09,679000.0,692000.0,10463.0,35.0,-162,946,-792
2014-06-10,692000.0,692000.0,11733.0,35.0,1954,-5412,3344
2014-06-11,692000.0,718000.0,12558.0,36.32,-1277,-4291,5522
2014-06-12,711000.0,719000.0,16028.0,36.37,1412,-134,-1325
2014-06-13,720000.0,720000.0,24784.0,36.42,1581,9043,-10728
2014-06-16,721000.0,719000.0,8906.0,36.37,435,1190,-1628
2014-06-17,714000.0,715000.0,24496.0,36.17,592,4228,-4840
2014-06-18,712000.0,721000.0,11813.0,36.47,341,220,-571
2014-06-19,729000.0,751000.0,14605.0,37.99,-432,896,-326
2014-06-20,755000.0,748000.0,29710.0,37.84,5887,-4242,-1688
2014-06-23,748000.0,729000.0,17248.0,36.88,3230,-1166,-2341
2014-06-24,733000.0,767000.0,19991.0,38.8,-3316,1186,1855
2014-06-25,769000.0,740000.0,18316.0,37.43,760,2577,-3293
2014-06-26,747000.0,757000.0,11333.0,38.29,-932,-601,1995
2014-06-27,760000.0,749000.0,7977.0,37.89,-333,2919,-2586
2014-06-30,761000.0,747000.0,7417.0,37.79,733,-382,-351
2014-07-01,745000.0,753000.0,7630.0,38.09,-196,1805,-1646
2014-07-02,753000.0,771000.0,11486.0,39.0,-1908,4122,-2129
2014-07-03,767000.0,776000.0,8869.0,39.25,152,2391,-2469
2014-07-04,776000.0,795000.0,17646.0,40.21,-898,8721,-8119
2014-07-07,804000.0,788000.0,8755.0,39.86,2627,467,-3139
2014-07-08,788000.0,793000.0,8234.0,40.11,325,1177,-1607
2014-07-09,792000.0,804000.0,20047.0,40.67,-1659,8006,-6291
2014-07-10,801000.0,817000.0,13633.0,41.33,-605,5184,-4675
2014-07-11,820000.0,832000.0,8214.0,42.09,783,1672,-2360
2014-07-14,840000.0,840000.0,12924.0,42.49,55,4494,-4498
2014-07-15,847000.0,825000.0,16055.0,41.73,2480,702,-2432
2014-07-16,825000.0,830000.0,15566.0,41.98,-1165,13,1482
2014-07-17,839000.0,832000.0,7097.0,42.09,-319,-409,786
2014-07-18,822000.0,848000.0,8154.0,42.9,-1790,1054,736
2014-07-21,848000.0,829000.0,7697.0,41.93,2062,-775,-1300
2014-07-22,822000.0,829000.0,8203.0,41.93,314,358,-676
2014-07-23,826000.0,827000.0,5736.0,41.83,11,979,-1045
2014-07-24,819000.0,789000.0,21823.0,39.91,1772,-4053,2454
2014-07-25,801000.0,815000.0,14727.0,41.23,-1629,-710,2199
2014-07-28,815000.0,837000.0,10077.0,42.34,-1247,774,469
2014-07-29,854000.0,830000.0,21392.0,41.98,-811,-9245,10268
2014-07-30,834000.0,840000.0,8403.0,42.49,-1978,277,1726
2014-07-31,849000.0,886000.0,15243.0,44.82,-3493,2146,1282
2014-08-01,886000.0,928000.0,17584.0,46.94,-629,4620,-3651
2014-08-04,938000.0,915000.0,13617.0,46.28,2570,-458,-1908
2014-08-05,911000.0,914000.0,10430.0,46.23,497,2604,-3148
2014-08-06,926000.0,932000.0,15863.0,47.14,1738,2386,-4147
2014-08-07,950000.0,925000.0,9915.0,46.79,2417,-180,-2297
2014-08-08,926000.0,922000.0,9194.0,46.64,62,1664,-1537
2014-08-11,922000.0,960000.0,11325.0,48.56,-1682,1097,1093
2014-08-12,968000.0,963000.0,16621.0,48.71,772,238,-796
2014-08-13,964000.0,1022000.0,17568.0,51.7,-2996,-291,2926
2014-08-14,1022000.0,1065000.0,13760.0,53.87,-995,-2236,3273
2014-08-18,1054000.0,1010000.0,26214.0,51.09,9666,2946,-12471
2014-08-19,1012000.0,1022000.0,24702.0,51.7,2513,1091,-3323
2014-08-20,1022000.0,1026000.0,12403.0,51.9,-1491,-3236,5475
2014-08-21,1023000.0,1023000.0,12306.0,51.75,-627,1141,-379
2014-08-22,1013000.0,1038000.0,17906.0,52.51,-1821,1690,107
2014-08-25,1047000.0,1089000.0,15498.0,55.09,-669,-2198,3209
2014-08-26,1118000.0,1083000.0,16565.0,54.78,2495,-365,-1068
2014-08-27,1090000.0,1061000.0,14786.0,53.67,-23,-892,762
2014-08-28,1046000.0,1079000.0,18634.0,54.58,-467,2068,-1657
2014-08-29,1069000.0,1058000.0,14091.0,53.52,1669,-824,-290
2014-09-01,1044000.0,1065000.0,8455.0,53.87,-638,71,561
2014-09-02,1056000.0,1121000.0,12801.0,56.7,-3003,3198,-434
2014-09-03,1107000.0,1138000.0,9535.0,57.56,-1355,462,957
2014-09-04,1130000.0,1125000.0,10285.0,56.91,1362,1830,-3199
2014-09-05,1107000.0,1120000.0,8195.0,56.65,-456,2763,-2359
2014-09-11,1115000.0,1075000.0,13925.0,54.38,2972,85,-3057
2014-09-12,1080000.0,1005000.0,28552.0,50.84,1799,4829,-6615
2014-09-15,1010000.0,1027000.0,14290.0,51.95,-2495,-3196,5736
2014-09-16,1032000.0,1048000.0,10017.0,53.01,-1217,3637,-2742
2014-09-17,1054000.0,1058000.0,8320.0,53.52,554,-2161,1545
2014-09-18,1045000.0,1068000.0,7100.0,54.02,-582,1024,-479
2014-09-19,1074000.0,1094000.0,11619.0,55.34,-2167,3100,-286
2014-09-22,1091000.0,1079000.0,7358.0,54.58,603,1240,-1808
2014-09-23,1079000.0,1105000.0,9184.0,55.9,-830,1025,-200
2014-09-24,1106000.0,1095000.0,10891.0,55.39,350,2603,-2925
2014-09-25,1115000.0,1131000.0,10234.0,57.21,-3732,3117,641
2014-09-26,1132000.0,1135000.0,10525.0,57.41,1921,4235,-6254
2014-09-29,1135000.0,1164000.0,14313.0,58.88,41,989,-1012
2014-09-30,1164000.0,1169000.0,11361.0,59.13,847,-914,97
2014-10-01,1162000.0,1155000.0,8755.0,58.42,826,2578,-3239
2014-10-02,1139000.0,1170000.0,13179.0,59.18,-2271,3002,-785
2014-10-06,1177000.0,1164000.0,5683.0,58.88,-49,994,-945
2014-10-07,1164000.0,1141000.0,11845.0,57.72,674,16,-681
2014-10-08,1129000.0,1152000.0,14090.0,58.27,-1188,-594,1782
2014-10-10,1164000.0,1113000.0,16405.0,56.3,3173,3900,-7193
2014-10-13,1110000.0,1079000.0,14813.0,54.58,-1495,4488,-2564
2014-10-14,1070000.0,1073000.0,11347.0,54.28,-289,117,171
2014-10-15,1065000.0,1117000.0,17632.0,56.5,698,4930,-5841
2014-10-16,1125000.0,1139000.0,27733.0,57.62,-1518,9211,-8023
2014-10-17,1131000.0,1203000.0,23748.0,60.85,-4295,8119,-3914
2014-10-20,1197000.0,1183000.0,11364.0,59.84,1927,2149,-4192
2014-10-21,1182000.0,1242000.0,19749.0,62.83,-615,2018,-1364
2014-10-22,1260000.0,1238000.0,17114.0,62.62,3768,2450,-6007
2014-10-23,1231000.0,1249000.0,14209.0,63.18,-248,591,51
2014-10-24,1251000.0,1244000.0,8561.0,62.93,912,289,-1150
2014-10-27,1275000.0,1244000.0,9205.0,62.93,1825,-1215,-603
2014-10-28,1257000.0,1282000.0,12300.0,64.85,-3320,4855,-1532
2014-10-29,1284000.0,1246000.0,22985.0,63.03,3877,93,-4027
2014-10-30,1240000.0,1224000.0,29476.0,61.92,-76,3013,-3543
2014-10-31,1212000.0,1183000.0,15260.0,59.84,1833,-559,-1406
2014-11-03,1166000.0,1257000.0,19695.0,63.58,-2443,3039,-827
2014-11-04,1257000.0,1254000.0,15302.0,63.43,-453,2479,-2164
2014-11-05,1280000.0,1243000.0,11963.0,62.88,349,2106,-2673
2014-11-06,1243000.0,1217000.0,11261.0,61.56,194,776,-1409
2014-11-07,1221000.0,1221000.0,14652.0,61.76,2233,-490,-1916
2014-11-10,1226000.0,1185000.0,19954.0,59.94,1969,1429,-3759
2014-11-11,1192000.0,1216000.0,24398.0,61.51,556,-3411,2414
2014-11-12,1200000.0,1161000.0,22290.0,58.73,3757,-3617,70
2014-11-13,1158000.0,1154000.0,10558.0,58.37,-352,-2043,2431
2014-11-14,1147000.0,1129000.0,12052.0,57.11,816,-1398,588
2014-11-17,1129000.0,1035000.0,30455.0,52.35,3780,-3133,-515
2014-11-18,1035000.0,1111000.0,19695.0,56.2,-5505,-2873,8691
2014-11-19,1112000.0,1134000.0,14572.0,57.36,-423,-2570,3158
2014-11-20,1135000.0,1122000.0,6881.0,56.76,-90,3306,-3236
2014-11-21,1117000.0,1128000.0,4920.0,57.06,-267,-386,553
2014-11-24,1124000.0,1105000.0,22369.0,55.9,2630,552,-3235
2014-11-25,1101000.0,1113000.0,14512.0,56.3,-2221,2732,324
2014-11-26,1140000.0,1154000.0,11990.0,58.37,-2619,2920,-482
2014-11-27,1136000.0,1141000.0,6203.0,57.72,617,914,-1501
2014-11-28,1135000.0,1162000.0,9081.0,58.78,-388,311,182
2014-12-01,1150000.0,1170000.0,8127.0,59.18,-835,-1261,2133
2014-12-02,1178000.0,1173000.0,7528.0,59.34,-816,-482,1243
2014-12-03,1161000.0,1177000.0,6783.0,59.54,-595,-693,1396
2014-12-04,1167000.0,1184000.0,6420.0,59.89,-972,-22,1050
2014-12-05,1180000.0,1177000.0,9455.0,59.54,53,-3973,3992
2014-12-08,1161000.0,1136000.0,13698.0,57.46,-261,-1633,2067
2014-12-09,1133000.0,1108000.0,8258.0,56.05,1170,-4456,3409
2014-12-10,1098000.0,1099000.0,9814.0,55.59,526,-374,137
2014-12-11,1080000.0,1050000.0,17093.0,53.11,3456,2420,-5985
2014-12-12,1061000.0,1065000.0,12317.0,53.87,926,-3509,2726
2014-12-15,1051000.0,1039000.0,15468.0,52.56,-243,2623,-2071
2014-12-16,1039000.0,1040000.0,13768.0,52.61,-1054,25,1028
2014-12-17,1040000.0,1039000.0,11230.0,52.56,1083,-1322,240
2014-12-18,1057000.0,1044000.0,11764.0,52.81,-1700,-2052,3538
2014-12-19,1051000.0,1052000.0,9946.0,53.21,1388,142,-1469
2014-12-22,1056000.0,1054000.0,6951.0,53.32,-142,-661,805
2014-12-23,1055000.0,1036000.0,12026.0,52.41,898,-354,564
2014-12-24,1036000.0,1040000.0,6049.0,52.61,-1118,-356,1661
2014-12-26,1035000.0,1042000.0,10838.0,52.71,-2166,-1079,3341
2014-12-29,1046000.0,1015000.0,17700.0,51.34,687,-2404,1756
2014-12-30,1028000.0,998000.0,17914.0,50.48,1444,-2293,953
2015-01-02,990000.0,1025000.0,9305.0,38.01,-257,-990,1238
2015-01-05,1009000.0,1016000.0,15354.0,37.68,1813,-1301,-173
2015-01-06,1001000.0,989000.0,14190.0,36.68,455,-1814,1479
2015-01-07,989000.0,962000.0,12877.0,35.67,1302,-2406,1114
2015-01-08,958000.0,965000.0,9663.0,35.79,-917,-1007,1845
2015-01-09,972000.0,973000.0,10837.0,36.08,2626,-3190,572
2015-01-12,966000.0,985000.0,7279.0,36.53,543,-533,-210
2015-01-13,993000.0,1035000.0,19321.0,38.38,-2789,2491,11
2015-01-14,1036000.0,1050000.0,12935.0,38.94,-1838,3313,-1510
2015-01-15,1043000.0,1096000.0,17178.0,40.64,-2834,5589,-2906
2015-01-16,1099000.0,1093000.0,15354.0,40.53,228,2863,-3228
2015-01-19,1094000.0,1102000.0,7802.0,40.87,-1498,4182,-2784
2015-01-20,1103000.0,1154000.0,15915.0,42.79,-917,2243,-1657
2015-01-21,1146000.0,1136000.0,14342.0,42.13,3608,3112,-6845
2015-01-22,1149000.0,1184000.0,18898.0,43.91,-2493,2261,389
2015-01-23,1197000.0,1182000.0,12190.0,43.83,2180,1,-2117
2015-01-26,1183000.0,1203000.0,15257.0,44.61,-1077,-33,1072
2015-01-27,1206000.0,1220000.0,11872.0,45.24,-1548,3356,-1542
2015-01-28,1220000.0,1213000.0,15409.0,44.98,-397,4713,-3695
2015-01-29,1210000.0,1235000.0,10625.0,45.8,-2289,2939,23
2015-01-30,1237000.0,1253000.0,15977.0,46.47,-986,1938,-467
2015-02-02,1238000.0,1246000.0,8090.0,46.21,1571,-659,-828
2015-02-03,1240000.0,1244000.0,14275.0,46.13,972,1435,-2572
2015-02-04,1235000.0,1216000.0,31823.0,45.09,-2682,-36,2929
2015-02-05,1200000.0,1229000.0,22910.0,45.58,-1855,7109,-5231
2015-02-06,1220000.0,1248000.0,11915.0,46.28,-1768,302,1221
2015-02-09,1259000.0,1235000.0,10181.0,45.8,1338,1597,-2889
2015-02-10,1230000.0,1247000.0,13126.0,46.24,-2156,3652,-1464
2015-02-11,1236000.0,1280000.0,13252.0,47.47,-3231,3474,-158
2015-02-12,1271000.0,1305000.0,9453.0,48.39,-1592,1743,-147
2015-02-13,1291000.0,1331000.0,11632.0,49.36,-1385,5232,-3941
2015-02-16,1315000.0,1314000.0,7423.0,48.73,7,1884,-1891
2015-02-17,1304000.0,1323000.0,6584.0,49.06,-576,991,-299
2015-02-23,1323000.0,1361000.0,5861.0,50.47,-901,953,-52
2015-02-24,1344000.0,1358000.0,11221.0,50.36,-3,2258,-2218
2015-02-25,1383000.0,1329000.0,11408.0,49.28,2083,1022,-3305
2015-02-26,1329000.0,1310000.0,16773.0,48.58,2120,-5560,3476
2015-02-27,1294000.0,1336000.0,18328.0,49.54,285,-2497,2479
2015-03-02,1313000.0,1289000.0,17468.0,47.8,4428,-1532,-2869
2015-03-03,1289000.0,1278000.0,33150.0,47.39,-676,430,302
2015-03-04,1264000.0,1243000.0,14443.0,46.09,1261,-3470,2260
2015-03-05,1228000.0,1231000.0,10413.0,45.65,34,-1576,1542
2015-03-06,1231000.0,1257000.0,8913.0,46.61,-55,-1033,1184
2015-03-09,1256000.0,1219000.0,15019.0,45.2,2182,1077,-3160
2015-03-10,1219000.0,1230000.0,8674.0,45.61,-884,-576,1404
2015-03-11,1230000.0,1234000.0,13575.0,45.76,949,2955,-3813
2015-03-12,1222000.0,1195000.0,17546.0,44.31,4069,-4399,23
2015-03-13,1206000.0,1216000.0,11574.0,45.09,-1883,2032,-131
2015-03-16,1218000.0,1255000.0,12830.0,46.54,64,-2035,1893
2015-03-17,1262000.0,1267000.0,15304.0,46.98,2059,1326,-3368
2015-03-18,1267000.0,1289000.0,23657.0,47.8,-1137,-1694,2748
2015-03-19,1293000.0,1348000.0,15601.0,49.99,-4001,551,3015
2015-03-20,1357000.0,1370000.0,17904.0,50.8,-813,-2063,2737
2015-03-23,1375000.0,1338000.0,8774.0,49.62,1497,-1162,-217
2015-03-24,1330000.0,1364000.0,9712.0,50.58,-795,194,642
2015-03-25,1358000.0,1410000.0,10714.0,52.29,-1268,274,1020
2015-03-26,1426000.0,1405000.0,14654.0,52.1,206,-123,-65
2015-03-27,1400000.0,1397000.0,11158.0,51.81,-541,1442,-871
2015-03-30,1397000.0,1419000.0,7052.0,52.62,-1946,555,1460
2015-03-31,1421000.0,1500000.0,13181.0,55.62,-2910,-1480,4613
2015-04-01,1502000.0,1457000.0,16485.0,54.03,5348,-6500,1269
2015-04-02,1462000.0,1416000.0,9940.0,52.51,805,-3466,2699
2015-04-03,1438000.0,1438000.0,5575.0,53.33,366,-811,869
2015-04-06,1438000.0,1449000.0,7737.0,53.73,-281,494,-150
2015-04-07,1449000.0,1446000.0,7982.0,53.62,503,-2247,1762
2015-04-08,1433000.0,1429000.0,10604.0,52.99,2174,772,-2765
2015-04-09,1434000.0,1443000.0,8021.0,53.51,-352,58,486
2015-04-10,1439000.0,1544000.0,16241.0,57.26,-5054,2382,2480
2015-04-13,1550000.0,1563000.0,18501.0,57.96,3907,-2338,-1569
2015-04-14,1560000.0,1500000.0,18546.0,55.62,2255,-1322,-712
2015-04-15,1473000.0,1550000.0,15363.0,57.48,-2313,-5152,7653
2015-04-16,1566000.0,1580000.0,11120.0,58.59,-419,-403,847
2015-04-17,1571000.0,1621000.0,12902.0,60.11,-653,823,-200
2015-04-20,1623000.0,1628000.0,11865.0,60.37,1597,-2695,853
2015-04-21,1580000.0,1630000.0,14269.0,60.45,981,-2315,956
2015-04-22,1630000.0,1630000.0,0.0,60.45,0,0,0
2015-04-23,1630000.0,1630000.0,0.0,60.45,0,0,0
2015-04-24,1630000.0,1630000.0,0.0,60.45,0,0,0
2015-04-27,1630000.0,1630000.0,0.0,60.45,0,0,0
2015-04-28,1630000.0,1630000.0,0.0,60.45,0,0,0
2015-04-29,1630000.0,1630000.0,0.0,60.45,0,0,0
2015-04-30,1630000.0,1630000.0,0.0,60.45,0,0,0
2015-05-04,1630000.0,1630000.0,0.0,60.45,0,0,0
2015-05-06,1630000.0,1630000.0,0.0,60.45,0,0,0
2015-05-07,1630000.0,1630000.0,0.0,60.45,0,0,0
2015-05-08,163000.0,154000.0,416340.0,57.11,70295,-52799,-17264
2015-05-11,156000.0,161000.0,194420.0,59.7,-12082,26334,-17351
2015-05-12,160000.0,155500.0,152082.0,57.66,35398,15415,-52914
2015-05-13,156500.0,167500.0,214419.0,62.11,4809,10751,-13781
2015-05-14,181000.0,176500.0,335471.0,65.45,69484,-38333,-33139
2015-05-15,178500.0,183500.0,315580.0,68.05,58352,-31836,-27028
2015-05-18,187000.0,195500.0,387537.0,72.5,33029,-43263,7787
2015-05-19,201000.0,198000.0,379017.0,73.42,97337,-82896,-25573
2015-05-20,200500.0,198000.0,165500.0,73.42,8813,2508,-14562
2015-05-21,200000.0,198000.0,183099.0,73.42,10666,23297,-49563
2015-05-22,196500.0,189500.0,295262.0,70.27,40528,1711,-49556
2015-05-26,188000.0,180000.0,286953.0,66.75,49359,10520,-59254
2015-05-27,176000.0,180000.0,263978.0,66.75,-10168,40256,-33696
2015-05-28,178000.0,176500.0,209053.0,65.45,41510,2955,-44445
2015-05-29,175500.0,175000.0,215778.0,64.9,14128,4383,-19109
2015-06-01,171000.0,170500.0,196359.0,63.23,-5511,6117,-2206
2015-06-02,166000.0,163000.0,275066.0,60.45,-700,-10981,13698
2015-06-03,160000.0,166000.0,238111.0,61.56,-19493,8154,11644
2015-06-04,164500.0,171500.0,218103.0,63.6,13061,22650,-37008
2015-06-05,171500.0,169000.0,118293.0,62.67,561,12934,-14226
2015-06-08,171000.0,172000.0,96684.0,63.78,15367,16505,-31128
2015-06-09,171000.0,168500.0,106640.0,62.49,34317,2416,-36987
2015-06-10,171000.0,166000.0,125816.0,61.56,9046,-6675,-1421
2015-06-11,169000.0,167000.0,139025.0,61.93,-7371,-4533,12142
2015-06-12,166500.0,171500.0,210369.0,63.6,-22608,46305,-20904
2015-06-15,171500.0,178500.0,212577.0,66.19,-48546,38950,9596
2015-06-16,179500.0,185000.0,278277.0,68.6,-20132,65798,-45633
2015-06-17,185500.0,179000.0,135788.0,66.38,9640,27394,-37173
2015-06-18,181500.0,188500.0,180871.0,69.9,-54486,64364,-12865
2015-06-19,191500.0,187500.0,156426.0,69.53,6580,25137,-31592
2015-06-22,189000.0,187000.0,114821.0,69.35,-6014,30954,-24901
2015-06-23,188000.0,188000.0,155325.0,69.72,-17176,10116,7647
2015-06-24,188500.0,192500.0,155839.0,71.39,-47226,40218,7278
2015-06-25,193000.0,193000.0,115552.0,71.57,-18805,11317,7613
2015-06-26,195500.0,194500.0,114884.0,72.13,-8784,20828,-12036
2015-06-29,190500.0,190500.0,107128.0,70.64,-2525,25086,-21826
2015-06-30,187500.0,187000.0,149321.0,69.35,3408,9406,-13195
2015-07-01,187000.0,190000.0,107186.0,70.46,7752,3585,-12882
2015-07-02,193000.0,206500.0,276569.0,76.58,-69683,94607,-27056
2015-07-03,208000.0,208000.0,135146.0,77.13,-6004,43642,-38029
2015-07-06,205000.0,196500.0,109127.0,72.87,21465,-8173,-14483
