Symbol,현대차_시가(원),현대차_종가(원),현대차_거래량(주),현대차_PER(IFRS-연결),현대차_순매수수량(개인)(주),현대차_순매수수량(기관계)(주),현대차_순매수수량(외국인계)(주)
2014-03-04,245000.0,242000.0,283267.0,8.09,2860,10425,-10500
2014-03-05,246000.0,244500.0,303418.0,8.17,-17975,-9467,37301
2014-03-06,246500.0,243500.0,292360.0,8.14,-3150,-58548,62428
2014-03-07,244000.0,238500.0,374495.0,7.97,59715,-45300,-10497
2014-03-10,236500.0,237000.0,403993.0,7.92,61326,784,-62277
2014-03-11,238500.0,236500.0,381899.0,7.9,79683,29597,-112165
2014-03-12,238500.0,235500.0,496623.0,7.87,80883,-11991,-69571
2014-03-13,234500.0,229000.0,722434.0,7.65,243424,95647,-341346
2014-03-14,225000.0,229000.0,484550.0,7.65,75801,46964,-125543
2014-03-17,229000.0,234000.0,334656.0,7.82,-72002,68437,-1875
2014-03-18,235000.0,235000.0,299901.0,7.85,-146,-4499,4755
2014-03-19,236000.0,231000.0,278237.0,7.72,49190,-5462,-43978
2014-03-20,231000.0,229500.0,301673.0,7.67,70520,2227,-68642
2014-03-21,231500.0,234500.0,363353.0,7.84,-18797,26146,-3994
2014-03-24,235500.0,235500.0,266484.0,7.87,-26316,13720,11173
2014-03-25,235500.0,232500.0,307508.0,7.77,6822,4964,-16911
2014-03-26,235500.0,243000.0,746044.0,8.12,-274767,-22033,293080
2014-03-27,243000.0,246000.0,504730.0,8.22,-143308,-74292,220743
2014-03-28,244000.0,248000.0,498126.0,8.29,-173607,-57446,232104
2014-03-31,254000.0,251000.0,527443.0,8.39,-153093,-107853,259603
2014-04-01,249000.0,251500.0,474347.0,8.41,-28986,-54523,82978
2014-04-02,253500.0,250000.0,404580.0,8.36,15699,-104628,86354
2014-04-03,251500.0,245500.0,485309.0,8.2,12765,-102832,89148
2014-04-04,247000.0,247500.0,528636.0,8.27,-23339,-46115,63880
2014-04-07,245500.0,246500.0,256626.0,8.24,-12472,-4777,21766
2014-04-08,244000.0,248500.0,419165.0,8.31,4948,13852,-19141
2014-04-09,248500.0,243500.0,652217.0,8.14,112724,-52756,-63527
2014-04-10,244000.0,242500.0,567327.0,8.1,74738,-61784,-11416
2014-04-11,240000.0,242000.0,375135.0,8.09,22712,-57877,38535
2014-04-14,241000.0,241500.0,279338.0,8.07,33270,11244,-48124
2014-04-15,245000.0,238000.0,423734.0,7.95,134282,-94959,-39046
2014-04-16,238000.0,242000.0,308142.0,8.09,-79371,19493,62276
2014-04-17,243000.0,240000.0,200432.0,8.02,8390,1970,-11173
2014-04-18,242500.0,245000.0,197380.0,8.19,-78946,49703,31498
2014-04-21,244500.0,244000.0,164134.0,8.15,31842,-59345,27046
2014-04-22,244000.0,245000.0,185214.0,8.19,16766,-42401,28323
2014-04-23,246000.0,245000.0,283031.0,8.19,-3353,-34835,41610
2014-04-24,245000.0,242000.0,393086.0,8.09,57746,-81610,26549
2014-04-25,239500.0,236000.0,628399.0,7.89,111894,64210,-178100
2014-04-28,234500.0,233500.0,385835.0,7.8,94019,43870,-139364
2014-04-29,234500.0,234000.0,190077.0,7.82,5712,25899,-31793
2014-04-30,233500.0,230000.0,475635.0,7.69,125618,-4305,-122717
2014-05-02,229500.0,225000.0,739558.0,7.52,306605,58428,-367730
2014-05-07,226000.0,223000.0,967678.0,7.45,184739,176103,-360856
2014-05-08,224500.0,228500.0,756939.0,7.64,-9771,152908,-157090
2014-05-09,228500.0,231500.0,487858.0,7.74,-93171,-57419,149902
2014-05-12,231000.0,229500.0,332735.0,7.67,14514,53449,-69739
2014-05-13,230000.0,231500.0,277308.0,7.74,-52813,32130,21825
2014-05-14,233000.0,237500.0,482961.0,7.94,-186012,92228,96292
2014-05-15,237500.0,239500.0,447964.0,8.0,-133481,-100221,236937
2014-05-16,238000.0,234500.0,430751.0,7.84,76063,-159562,86012
2014-05-19,234000.0,233500.0,463215.0,7.8,51135,-85648,34175
2014-05-20,231000.0,230000.0,469488.0,7.69,142866,-75588,-65987
2014-05-21,229000.0,230500.0,351589.0,7.7,42092,-60517,20166
2014-05-22,232500.0,233000.0,355821.0,7.79,-35464,-62488,99585
2014-05-23,233500.0,233000.0,280951.0,7.79,-25123,-61927,97543
2014-05-26,234000.0,235000.0,181362.0,7.85,-19431,-12528,32275
2014-05-27,233500.0,229000.0,261692.0,7.65,57894,-67145,6701
2014-05-28,228000.0,230000.0,419525.0,7.69,-23030,-14608,39930
2014-05-29,232000.0,230000.0,267730.0,7.69,-4551,-28948,33636
2014-05-30,229500.0,224500.0,656833.0,7.5,173234,-96946,-66162
2014-06-02,225000.0,226500.0,284325.0,7.57,-52580,11306,41988
2014-06-03,226500.0,227000.0,368432.0,7.59,5383,-49747,47704
2014-06-05,225000.0,225000.0,478380.0,7.52,114705,-38936,-76167
2014-06-09,225500.0,224000.0,529733.0,7.49,60133,-34004,-25413
2014-06-10,225500.0,223000.0,389436.0,7.45,54492,-81075,25558
2014-06-11,225000.0,224000.0,431378.0,7.49,21142,-13767,-7197
2014-06-12,224000.0,225000.0,497827.0,7.52,5098,-88019,83353
2014-06-13,226000.0,224000.0,271092.0,7.49,21756,-28616,6728
2014-06-16,225000.0,225000.0,251955.0,7.52,-17201,13337,3602
2014-06-17,225500.0,229500.0,428285.0,7.67,-8985,22816,-19509
2014-06-18,229000.0,226000.0,323232.0,7.55,36911,-31477,-4992
2014-06-19,226500.0,223500.0,467097.0,7.47,94412,-147679,64212
2014-06-20,223000.0,218000.0,674455.0,7.29,96434,-57842,-33095
2014-06-23,218000.0,219500.0,295059.0,7.34,17447,18415,-33488
2014-06-24,219000.0,224500.0,529462.0,7.5,-120893,3543,118676
2014-06-25,225500.0,228500.0,464090.0,7.64,-169079,-69984,239794
2014-06-26,229500.0,229500.0,319268.0,7.67,-90555,18957,71172
2014-06-27,228000.0,230000.0,455585.0,7.69,-128565,127786,1377
2014-06-30,229500.0,229500.0,550203.0,7.67,-4052,-19138,31801
2014-07-01,229500.0,229000.0,324800.0,7.65,-3811,-124182,127450
2014-07-02,230000.0,230500.0,389013.0,7.7,-55547,-72763,126872
2014-07-03,229500.0,228000.0,475659.0,7.62,48273,-179924,134696
2014-07-04,228000.0,228000.0,385434.0,7.62,4069,-102660,100324
2014-07-07,228500.0,225500.0,376346.0,7.54,22382,-151270,130283
2014-07-08,226000.0,225500.0,378656.0,7.54,8468,-101433,92603
2014-07-09,224000.0,224000.0,327572.0,7.49,11160,-143959,135808
2014-07-10,224000.0,228500.0,374869.0,7.64,-49140,-115570,168016
2014-07-11,226500.0,224000.0,483044.0,7.49,83651,-182654,100644
2014-07-14,225500.0,223000.0,338023.0,7.45,9349,-108469,97782
2014-07-15,224500.0,230000.0,619122.0,7.69,-56089,-62325,103192
2014-07-16,232500.0,235000.0,741561.0,7.85,-312284,-22861,338725
2014-07-17,236500.0,234000.0,377852.0,7.82,-46224,-76752,124343
2014-07-18,233000.0,232500.0,262678.0,7.77,-18807,-48372,68227
2014-07-21,232000.0,227500.0,378429.0,7.6,92175,-121836,32584
2014-07-22,229000.0,229000.0,251881.0,7.65,23786,-120387,93747
2014-07-23,228500.0,225500.0,522243.0,7.54,139449,-106921,-31436
2014-07-24,226000.0,229000.0,513030.0,7.65,12487,4612,-17021
2014-07-25,229000.0,227500.0,436864.0,7.6,-21472,-191673,213262
2014-07-28,227000.0,227000.0,406597.0,7.59,13045,-83036,72487
2014-07-29,228500.0,237500.0,851599.0,7.94,-300178,133043,169993
2014-07-30,240000.0,244500.0,1173392.0,8.17,-391818,-178007,564095
2014-07-31,244000.0,245500.0,896422.0,8.2,-215013,-221503,441110
2014-08-01,244000.0,243500.0,646744.0,8.14,-62261,-99914,180292
2014-08-04,244500.0,237500.0,604581.0,7.94,93412,-224647,137873
2014-08-05,239000.0,236000.0,339051.0,7.89,58948,-139658,81447
2014-08-06,236500.0,233000.0,404136.0,7.79,59091,-113718,55760
2014-08-07,233500.0,232000.0,388268.0,7.75,33209,-21662,-8806
2014-08-08,229000.0,228500.0,435228.0,7.64,62309,-64447,2532
2014-08-11,231500.0,231000.0,228457.0,7.72,-11707,-19117,31052
2014-08-12,231500.0,232000.0,260152.0,7.75,-22587,-40814,64395
2014-08-13,231000.0,233500.0,377665.0,7.8,23277,-140361,117493
2014-08-14,232000.0,230000.0,456745.0,7.69,34054,-32635,-2023
2014-08-18,230000.0,224000.0,514051.0,7.49,151875,-26633,-125608
2014-08-19,225500.0,224500.0,810409.0,7.5,130058,-91712,-33334
2014-08-20,226000.0,226000.0,631677.0,7.55,-3757,-293768,307347
2014-08-21,225000.0,224000.0,484864.0,7.49,-4074,-76638,89322
2014-08-22,225500.0,224500.0,287028.0,7.5,12462,-18835,6154
2014-08-25,223000.0,225000.0,268543.0,7.52,-3602,-38711,43068
2014-08-26,227500.0,226000.0,368380.0,7.55,-17285,10679,7549
2014-08-27,225000.0,228000.0,354688.0,7.62,-16276,-31931,48235
2014-08-28,230000.0,231000.0,628777.0,7.72,-109232,-88268,200706
2014-08-29,228500.0,233000.0,461481.0,7.79,-59156,-2199,62752
2014-09-01,233000.0,232000.0,198000.0,7.75,-14304,-38421,54704
2014-09-02,229500.0,225500.0,613996.0,7.54,123688,-262414,141196
2014-09-03,223500.0,222000.0,745094.0,7.42,198159,-185396,-16927
2014-09-04,225500.0,221500.0,646772.0,7.4,100618,-78150,-19289
2014-09-05,222000.0,217500.0,528360.0,7.27,228409,-102694,-133721
2014-09-11,213500.0,213500.0,1206072.0,7.14,135304,-88478,-51203
2014-09-12,214000.0,220000.0,453172.0,7.35,-26757,-55193,79493
2014-09-15,219000.0,219500.0,248359.0,7.34,-18124,-19066,37022
2014-09-16,221000.0,218500.0,240898.0,7.3,-17143,-17423,35381
2014-09-17,217500.0,218000.0,376893.0,7.29,88229,-88067,-88
2014-09-18,214500.0,198000.0,3157275.0,6.62,1238836,-1131998,-92206
2014-09-19,196000.0,195000.0,2243215.0,6.52,739457,-121214,-625325
2014-09-22,198000.0,195500.0,823578.0,6.53,187317,-19783,-175461
2014-09-23,193000.0,191500.0,1156796.0,6.4,148913,-134740,-13048
2014-09-24,189000.0,192000.0,685905.0,6.42,-30373,-41637,74880
2014-09-25,192000.0,189500.0,1234251.0,6.33,258122,-61867,-208260
2014-09-26,186000.0,187000.0,708445.0,6.25,161401,-116577,-37736
2014-09-29,189000.0,189500.0,766182.0,6.33,-66291,-57026,119635
2014-09-30,191500.0,190500.0,753733.0,6.37,67683,3828,-70125
2014-10-01,190000.0,188500.0,550912.0,6.3,48613,21207,-80904
2014-10-02,188500.0,180000.0,1229479.0,6.02,359399,-42324,-320405
2014-10-06,180000.0,184500.0,811614.0,6.17,-27174,78961,-50345
2014-10-07,187000.0,182000.0,613882.0,6.08,190948,15529,-210053
2014-10-08,176500.0,178000.0,908851.0,5.95,149899,-145472,-19173
2014-10-10,176500.0,178000.0,851504.0,5.95,17330,-9675,-7947
2014-10-13,175000.0,178500.0,669464.0,5.97,-30654,117644,-91227
2014-10-14,178500.0,176000.0,643060.0,5.88,97282,17508,-122426
2014-10-15,177500.0,175000.0,635810.0,5.85,61669,-94836,26803
2014-10-16,172500.0,168000.0,1313348.0,5.61,260120,-74629,-204168
2014-10-17,167000.0,162000.0,1426803.0,5.41,178421,-46271,-138720
2014-10-20,167000.0,169000.0,1011389.0,5.65,-183800,103584,76183
2014-10-21,168000.0,167000.0,676487.0,5.58,14393,-70270,60071
2014-10-22,170000.0,161500.0,1547454.0,5.4,323732,-207115,-116089
2014-10-23,161000.0,171000.0,1628590.0,5.72,-13604,153497,-142193
2014-10-24,174000.0,172500.0,1093533.0,5.77,-108294,-27283,136824
2014-10-27,174000.0,176000.0,653719.0,5.88,-108850,94926,15347
2014-10-28,177000.0,173500.0,613889.0,5.8,78485,-131550,52563
2014-10-29,175000.0,173500.0,962784.0,5.8,92177,-21922,-68081
2014-10-30,173500.0,172000.0,686081.0,5.75,42289,-60273,16569
2014-10-31,174000.0,170000.0,989444.0,5.68,57728,-134536,75627
2014-11-03,168000.0,160000.0,1478229.0,5.35,498868,-303083,-164660
2014-11-04,158000.0,155000.0,1473463.0,5.18,212175,-161732,-41926
2014-11-05,154500.0,151000.0,1519541.0,5.05,282657,-24589,-248373
2014-11-06,151000.0,158500.0,1624934.0,5.3,-20989,126387,-116812
2014-11-07,159500.0,162000.0,1140760.0,5.41,-88965,-9648,96941
2014-11-10,163500.0,166500.0,1611241.0,5.56,-68390,2818,59046
2014-11-11,167500.0,176000.0,2201298.0,5.88,-426690,259675,154110
2014-11-12,180000.0,176000.0,976845.0,5.88,-27660,-102105,57855
2014-11-13,176000.0,178500.0,517752.0,5.97,-105728,49202,46712
2014-11-14,178000.0,177000.0,500588.0,5.92,8943,-90865,78444
2014-11-17,177500.0,177500.0,406427.0,5.93,-36697,-26395,64476
2014-11-18,177000.0,177500.0,407507.0,5.93,20775,-53768,21802
2014-11-19,176500.0,171500.0,987283.0,5.73,243097,-305449,-677
2014-11-20,169000.0,167000.0,1081005.0,5.58,170726,-198591,3134
2014-11-21,166500.0,165000.0,749777.0,5.51,185019,-48331,-214485
2014-11-24,168500.0,171500.0,874483.0,5.73,-158441,797,154634
2014-11-25,172500.0,174000.0,606749.0,5.82,-55752,81554,-22159
2014-11-26,174000.0,174500.0,356869.0,5.83,-72839,7565,65353
2014-11-27,174000.0,180500.0,1033833.0,6.03,-307819,311524,-8086
2014-11-28,180000.0,179000.0,496885.0,5.98,-16542,55328,-37855
2014-12-01,178000.0,182000.0,657799.0,6.08,-100149,101088,-27839
2014-12-02,181000.0,176500.0,382558.0,5.9,72690,-41562,-34776
2014-12-03,175500.0,177500.0,569089.0,5.93,4494,47958,-53830
2014-12-04,178500.0,185000.0,883903.0,6.18,-314135,277339,37153
2014-12-05,185000.0,188000.0,621504.0,6.28,-172361,136532,36329
2014-12-08,190000.0,185500.0,703970.0,6.2,-7926,-60791,48142
2014-12-09,185000.0,181500.0,559866.0,6.07,135101,-32055,-138874
2014-12-10,180000.0,180000.0,442791.0,6.02,55136,28672,-94639
2014-12-11,176500.0,178000.0,659936.0,5.95,86895,147464,-232819
2014-12-12,176000.0,178500.0,539986.0,5.97,54905,43880,-110716
2014-12-15,175500.0,174500.0,711166.0,5.83,140820,40691,-231116
2014-12-16,172500.0,174500.0,506501.0,5.83,-12746,65789,-119000
2014-12-17,175500.0,169000.0,955643.0,5.65,244257,-35765,-299562
2014-12-18,169500.0,167500.0,950863.0,5.6,188339,-27024,-224769
2014-12-19,170000.0,170000.0,627727.0,5.68,13250,65557,-100121
2014-12-22,170500.0,171000.0,470746.0,5.72,13810,106945,-120866
2014-12-23,170500.0,171500.0,373463.0,5.73,3447,63762,-66064
2014-12-24,175500.0,175000.0,712521.0,5.85,-84371,154651,-64430
2014-12-26,176000.0,174500.0,454662.0,5.83,13064,42831,-54217
2014-12-29,173000.0,171500.0,281864.0,5.73,36964,-29220,-66961
2014-12-30,172500.0,169000.0,697354.0,5.65,105700,-103553,-81345
2015-01-02,169000.0,169000.0,458014.0,6.57,14067,-85010,-30917
2015-01-05,171000.0,168000.0,454073.0,6.53,24169,-43519,-81436
2015-01-06,166500.0,164500.0,635059.0,6.39,106230,-149385,-67700
2015-01-07,163000.0,170000.0,511006.0,6.61,-74500,-83676,75544
2015-01-08,172500.0,178000.0,902742.0,6.92,-253996,-136480,289364
2015-01-09,180000.0,180000.0,717579.0,6.99,-290043,48584,154150
2015-01-12,178000.0,177500.0,684147.0,6.9,-40319,-57249,24756
2015-01-13,181500.0,179500.0,713861.0,6.97,-163370,12353,66382
2015-01-14,181000.0,177500.0,392613.0,6.9,-32791,-79968,83700
2015-01-15,178000.0,174500.0,378944.0,6.78,59554,-85961,29222
2015-01-16,172000.0,171000.0,584513.0,6.64,165945,-133541,-72411
2015-01-19,172500.0,172500.0,317800.0,6.7,-33261,8779,25275
2015-01-20,173000.0,173500.0,230296.0,6.74,6931,10673,-21083
2015-01-21,172500.0,171500.0,487848.0,6.66,82903,-162719,28139
2015-01-22,171500.0,168000.0,934624.0,6.53,163725,-326207,74211
2015-01-23,170500.0,168000.0,808652.0,6.53,67459,-153974,16169
2015-01-26,165500.0,164500.0,1025813.0,6.39,302742,-109909,-292769
2015-01-27,166000.0,164000.0,807357.0,6.37,156987,-211610,-45907
2015-01-28,164500.0,165500.0,575233.0,6.43,104602,-175278,10881
2015-01-29,165500.0,167000.0,415472.0,6.49,-9769,1933,-2149
2015-01-30,168500.0,169500.0,708694.0,6.59,-129151,-62237,189522
2015-02-02,170000.0,171000.0,434084.0,6.64,-89064,-65480,67789
2015-02-03,169000.0,166000.0,704421.0,6.45,150146,-272787,111372
2015-02-04,166500.0,166500.0,827022.0,6.47,84604,-164862,80417
2015-02-05,166000.0,166000.0,381546.0,6.45,31753,-110572,85915
2015-02-06,166000.0,163500.0,1051919.0,6.35,315818,-431651,113610
2015-02-09,162000.0,157500.0,865369.0,6.12,371721,-295019,-86016
2015-02-10,157000.0,156500.0,543125.0,6.08,128979,-70812,-58432
2015-02-11,157500.0,157000.0,590973.0,6.1,100544,-80459,5313
2015-02-12,158000.0,155000.0,545256.0,6.02,114009,-57246,-62147
2015-02-13,156000.0,158000.0,565464.0,6.14,-11313,-35340,41379
2015-02-16,159000.0,158000.0,305310.0,6.14,9533,-61659,49774
2015-02-17,158000.0,162500.0,616701.0,6.31,-190114,-2803,196222
2015-02-23,166000.0,162000.0,661014.0,6.29,42385,31329,-76947
2015-02-24,164000.0,162500.0,450646.0,6.31,10783,-56520,47425
2015-02-25,163500.0,164000.0,502056.0,6.37,-114630,45577,65569
2015-02-26,164500.0,163500.0,472204.0,6.35,33162,-103671,71646
2015-02-27,163000.0,160500.0,668860.0,6.24,146767,-150989,5068
2015-03-02,162000.0,161500.0,478539.0,6.28,26120,-39367,7011
2015-03-03,162500.0,166500.0,735321.0,6.47,-106339,24479,80053
2015-03-04,167500.0,163500.0,635636.0,6.35,169079,-28686,-141859
2015-03-05,163000.0,167500.0,481426.0,6.51,-127805,-7012,135295
2015-03-06,169000.0,173000.0,930838.0,6.72,-353533,199323,145502
2015-03-09,172500.0,169000.0,616415.0,6.57,50316,93600,-141288
2015-03-10,171000.0,173000.0,657344.0,6.72,-112531,131450,-18227
2015-03-11,171000.0,176500.0,1126499.0,6.86,-204605,157950,42885
2015-03-12,177500.0,172000.0,839816.0,6.68,138914,-11287,-131384
2015-03-13,173500.0,172000.0,497175.0,6.68,-13534,10458,1976
2015-03-16,172500.0,175500.0,794357.0,6.82,-158336,197640,-37551
2015-03-17,178000.0,182000.0,1193025.0,7.07,-465239,150456,311110
2015-03-18,183000.0,182000.0,868610.0,7.07,-147319,-11478,163765
2015-03-19,186000.0,184000.0,772519.0,7.15,-128961,-125072,259444
2015-03-20,185000.0,181000.0,798518.0,7.03,36247,-165961,132076
2015-03-23,182000.0,179000.0,650348.0,6.96,43680,-176436,133689
2015-03-24,178500.0,175000.0,868581.0,6.8,222245,-163955,-58063
2015-03-25,173500.0,170000.0,894773.0,6.61,325083,-257342,-65403
2015-03-26,168500.0,169000.0,630097.0,6.57,70088,-91009,16130
2015-03-27,170000.0,167500.0,556195.0,6.51,99537,-115065,15667
2015-03-30,168500.0,167000.0,400470.0,6.49,127130,-139773,13821
2015-03-31,170000.0,168500.0,545852.0,6.55,41047,-143997,102086
2015-04-01,167500.0,164000.0,687942.0,6.37,290890,-220292,-74451
2015-04-02,165500.0,164000.0,499028.0,6.37,107256,-78888,-35712
2015-04-03,166500.0,166000.0,406857.0,6.45,77442,-136247,56202
2015-04-06,166500.0,162000.0,567728.0,6.29,279554,-257003,-31088
2015-04-07,162500.0,161500.0,493303.0,6.28,161147,-94154,-72663
2015-04-08,162500.0,161000.0,582165.0,6.26,161103,-122621,-48136
2015-04-09,161000.0,161500.0,552693.0,6.28,95748,-74042,-22029
2015-04-10,162500.0,167500.0,897568.0,6.51,-82821,24124,62069
2015-04-13,169000.0,167000.0,874056.0,6.49,91141,-37350,-53200
2015-04-14,167500.0,171000.0,855013.0,6.64,-36959,30571,6248
2015-04-15,173500.0,170000.0,582563.0,6.61,101945,-63664,-39960
2015-04-16,170500.0,169000.0,642025.0,6.57,74317,-166654,89403
2015-04-17,168000.0,170000.0,582544.0,6.61,-53522,-16633,68160
2015-04-20,168000.0,174500.0,953611.0,6.78,-321422,-27256,332888
2015-04-21,174000.0,171000.0,753660.0,6.64,117291,-59459,-59739
2015-04-22,170000.0,170000.0,828845.0,6.61,-8369,-135892,150914
2015-04-23,172000.0,175500.0,1216380.0,6.82,-171663,216063,-57310
2015-04-24,178000.0,177500.0,1211753.0,6.9,-466157,158260,325799
2015-04-27,179500.0,176000.0,748451.0,6.84,-97849,50432,52456
2015-04-28,176500.0,172500.0,740146.0,6.7,-29043,-121334,157193
2015-04-29,171500.0,171000.0,601241.0,6.64,7623,-149450,142498
2015-04-30,170500.0,169000.0,427815.0,6.57,45290,-40478,-6680
2015-05-04,170000.0,172000.0,380816.0,6.68,-40994,-52342,88384
2015-05-06,171500.0,171500.0,503864.0,6.66,-14923,-7703,24805
2015-05-07,170500.0,173000.0,402405.0,6.72,-58117,-64,62319
2015-05-08,172500.0,173000.0,468895.0,6.72,-3286,-6066,10534
2015-05-11,175000.0,169500.0,436637.0,6.59,23359,-31469,2442
2015-05-12,170000.0,169000.0,458718.0,6.57,-6260,-23283,28954
2015-05-13,169000.0,166000.0,757632.0,6.45,242156,-187726,-60574
2015-05-14,165000.0,164000.0,549230.0,6.37,239309,-245670,3467
2015-05-15,165500.0,163500.0,658615.0,6.35,131513,-175167,43391
2015-05-18,163000.0,162500.0,487389.0,6.31,102573,-45208,-59363
2015-05-19,161000.0,162500.0,500399.0,6.31,160591,1240,-160683
2015-05-20,164000.0,162500.0,486568.0,6.31,80538,-32548,-48130
2015-05-21,162500.0,159500.0,560571.0,6.2,202710,-77289,-126680
2015-05-22,159500.0,162500.0,483612.0,6.31,11046,-67052,56626
2015-05-26,162500.0,160000.0,771656.0,6.22,202687,-48148,-159129
2015-05-27,157500.0,157000.0,812113.0,6.1,268734,-72731,-199695
2015-05-28,157500.0,156000.0,720265.0,6.06,253191,-163383,-78808
2015-05-29,157500.0,158000.0,790681.0,6.14,-75765,-87939,159589
2015-06-01,157500.0,154500.0,661877.0,6.0,243577,-171899,-73178
2015-06-02,151500.0,138500.0,3463055.0,5.38,1584005,-559298,-1042203
2015-06-03,138500.0,135500.0,3117196.0,5.27,570742,-152511,-447563
2015-06-04,136500.0,139000.0,1737559.0,5.4,-138436,-300501,436596
2015-06-05,138000.0,137500.0,1081459.0,5.34,120973,-60011,-60814
2015-06-08,137500.0,134500.0,1119635.0,5.23,83812,-107353,24733
2015-06-09,136000.0,135500.0,659565.0,5.27,129678,-72515,-55866
2015-06-10,137000.0,134500.0,977599.0,5.23,167683,-64103,-104745
2015-06-11,137500.0,138000.0,1652650.0,5.36,-35124,173604,-145387
2015-06-12,139500.0,136000.0,645129.0,5.28,181284,-61313,-125993
2015-06-15,136500.0,136500.0,465681.0,5.3,-2233,-25576,26054
2015-06-16,135500.0,137000.0,1072315.0,5.32,-30271,-108203,128838
2015-06-17,138000.0,136000.0,552346.0,5.28,29233,-38969,9953
2015-06-18,137000.0,131500.0,1115055.0,5.11,450913,-163803,-301553
2015-06-19,132000.0,130000.0,973949.0,5.05,174519,-97125,-78781
2015-06-22,131000.0,132000.0,784690.0,5.13,-71822,-91928,171823
2015-06-23,133500.0,131000.0,715018.0,5.09,135626,-122246,-12810
2015-06-24,131500.0,133000.0,682058.0,5.17,6379,-25080,16009
2015-06-25,133000.0,132000.0,545527.0,5.13,49226,-49179,-2543
2015-06-26,132000.0,135000.0,819996.0,5.25,-165677,-148351,315110
2015-06-29,132500.0,134500.0,630861.0,5.23,-150266,-40201,190693
2015-06-30,135000.0,136000.0,635953.0,5.28,-59712,-16109,75135
2015-07-01,136000.0,136500.0,666296.0,5.3,124454,-20383,-104122
2015-07-02,136500.0,135500.0,1096166.0,5.27,-58374,-262803,318305
2015-07-03,135000.0,135000.0,351816.0,5.25,-61820,-3729,74512
2015-07-06,131500.0,133000.0,784386.0,5.17,-94237,-77937,170679
2015-07-07,132500.0,131500.0,801649.0,5.11,86353,43486,-128914
2015-07-08,131000.0,128000.0,1004894.0,4.97,166200,1716,-165033
2015-07-09,125500.0,127000.0,911818.0,4.93,75073,-24299,-52880
2015-07-10,126500.0,124000.0,1166534.0,4.82,21561,-206203,178445
2015-07-13,124000.0,125500.0,368577.0,4.88,-13016,-38032,55872
2015-07-14,126000.0,125500.0,581446.0,4.88,65723,-42020,-20116
2015-07-15,126000.0,126500.0,491854.0,4.92,35132,-37819,1438
2015-07-16,126000.0,127000.0,518944.0,4.93,41263,-108366,56768
2015-07-17,126500.0,123500.0,893463.0,4.8,41030,-271244,223507
2015-07-20,123000.0,124000.0,537690.0,4.82,27851,-77921,52203
2015-07-21,125000.0,133000.0,1327713.0,5.17,-125326,-3475,124441
2015-07-22,132500.0,131000.0,887693.0,5.09,45328,109517,-152916
2015-07-23,131000.0,138000.0,1512712.0,5.36,-300090,73911,223679
2015-07-24,138000.0,139000.0,1013380.0,5.4,-178179,168294,23005
2015-07-27,139000.0,145000.0,1414445.0,5.63,-380756,35020,353573
2015-07-28,143000.0,145000.0,1170007.0,5.63,-251400,143481,114157
2015-07-29,145000.0,146000.0,735122.0,5.67,-118514,-55861,180215
2015-07-30,146500.0,150000.0,1233619.0,5.83,-330860,-89313,450346
2015-07-31,149500.0,149000.0,746904.0,5.79,-27328,-9308,37684
2015-08-03,148500.0,143500.0,753561.0,5.58,-50439,-165654,218426
2015-08-04,141000.0,144000.0,368056.0,5.6,-36325,-56190,94300
2015-08-05,144500.0,145500.0,358304.0,5.65,-77859,-10357,90947
2015-08-06,144000.0,139500.0,829920.0,5.42,86020,-125938,42202
2015-08-07,139000.0,138000.0,581892.0,5.36,-41611,44708,-3332
2015-08-10,138500.0,140000.0,367835.0,5.44,-62318,45674,14466
2015-08-11,141000.0,139000.0,384972.0,5.4,274,61181,-58645
2015-08-12,139500.0,146000.0,1656891.0,5.67,-237850,343219,-107102
2015-08-13,145000.0,144500.0,957016.0,5.61,-11439,48059,-36412
2015-08-17,143500.0,143500.0,449849.0,5.58,-19760,68408,-50810
2015-08-18,144500.0,146500.0,628892.0,5.69,-103487,141130,-32351
2015-08-19,145500.0,148000.0,810111.0,5.75,-302927,284511,26864
2015-08-20,147000.0,149000.0,697471.0,5.79,-217307,47847,169524
2015-08-21,145000.0,146000.0,818191.0,5.67,-142572,116259,29230
2015-08-24,145000.0,142500.0,810847.0,5.54,-47101,73401,-26075
2015-08-25,144500.0,147500.0,1279827.0,5.73,-255808,294764,-40963
2015-08-26,148500.0,150000.0,803308.0,5.83,-11997,166170,-168136
2015-08-27,152500.0,147000.0,867600.0,5.71,93618,98454,-183266
2015-08-28,147000.0,144000.0,926743.0,5.6,78149,43556,-116068
2015-08-31,144000.0,149000.0,767410.0,5.79,-145041,11904,133605
2015-09-01,147000.0,146500.0,437156.0,5.69,15209,24855,-38963
2015-09-02,146000.0,151500.0,1131571.0,5.89,-407830,316342,99320
2015-09-03,151500.0,152000.0,529122.0,5.91,-6444,122788,-117760
2015-09-04,151500.0,150000.0,439335.0,5.83,5376,82977,-84280
2015-09-07,149000.0,152000.0,640220.0,5.91,-116521,280262,-163939
2015-09-08,152000.0,156500.0,852958.0,6.08,-197225,288023,-91217
2015-09-09,157000.0,155500.0,609850.0,6.04,5979,236335,-240137
2015-09-10,156000.0,156500.0,742873.0,6.08,-94229,256019,-162800
2015-09-11,156000.0,156000.0,649365.0,6.06,-85395,-102335,199706
