Symbol,현대차_시가(원),현대차_종가(원),현대차_거래량(주),현대차_PER(IFRS-연결),현대차_순매수수량(개인)(주),현대차_순매수수량(기관계)(주),현대차_순매수수량(외국인계)(주)
2006-07-03,80500.0,79600.0,1010128.0,9.24,25635,-59322,81865
2006-07-04,79200.0,78200.0,1225584.0,9.08,97902,-173107,97493
2006-07-05,77000.0,77600.0,733214.0,9.01,-14219,-177661,196835
2006-07-06,77000.0,76500.0,625550.0,8.88,26664,-176148,163695
2006-07-07,76900.0,76300.0,672208.0,8.86,130639,-253446,138115
2006-07-10,75900.0,77100.0,949417.0,8.95,47737,39762,-118512
2006-07-11,77000.0,76200.0,898848.0,8.85,206151,-177158,-130034
2006-07-12,76400.0,74500.0,1372248.0,8.65,370738,-355211,111993
2006-07-13,72500.0,72300.0,1753452.0,8.39,559398,-307572,-206610
2006-07-14,71000.0,70000.0,1724921.0,8.13,667079,-81979,-544261
2006-07-18,68300.0,70000.0,1316148.0,8.13,10984,-21143,15833
2006-07-19,70000.0,70600.0,543700.0,8.2,-51457,46018,-6843
2006-07-20,71700.0,72300.0,955064.0,8.39,-67337,223153,-129234
2006-07-21,71400.0,72800.0,919849.0,8.45,81966,149372,-233865
2006-07-24,72600.0,72100.0,732719.0,8.37,213003,-12865,-196976
2006-07-25,72400.0,73700.0,1160049.0,8.56,-238707,151014,75040
2006-07-26,74000.0,74200.0,687911.0,8.61,28882,-13565,-16111
2006-07-27,75000.0,74400.0,1150651.0,8.64,130282,-110051,-18770
2006-07-28,74100.0,73300.0,1186072.0,8.51,187824,-153260,57569
2006-07-31,74200.0,73100.0,617047.0,8.49,-5898,-102077,109465
2006-08-01,73100.0,74000.0,1130447.0,8.59,-121966,94863,-82143
2006-08-02,73500.0,76900.0,2068088.0,8.93,-283483,672093,-598038
2006-08-03,77100.0,77100.0,1393907.0,8.95,-221032,269271,-113049
2006-08-04,76900.0,77100.0,936092.0,8.95,-45898,373239,-352826
2006-08-07,77800.0,76700.0,783022.0,8.9,-36603,4246,20455
2006-08-08,76700.0,77400.0,666846.0,8.99,-107502,58712,33100
2006-08-09,77400.0,77400.0,680093.0,8.99,30194,-27083,-14748
2006-08-10,77200.0,76700.0,639628.0,8.9,84435,-28816,-61374
2006-08-11,77200.0,75500.0,750911.0,8.76,69233,-4045,-53779
2006-08-14,75200.0,76000.0,521996.0,8.82,-11473,204962,-215147
2006-08-16,76800.0,78200.0,1554312.0,9.08,-255547,380648,-259722
2006-08-17,79000.0,78700.0,1260523.0,9.14,-181472,89464,-44528
2006-08-18,78800.0,78300.0,914213.0,9.09,-29532,-82222,122673
2006-08-21,78500.0,78100.0,1039487.0,9.07,80511,-232660,133478
2006-08-22,78100.0,78400.0,630651.0,9.1,-4538,198953,-205698
2006-08-23,78900.0,78100.0,860839.0,9.07,2157,16138,-44908
2006-08-24,77800.0,78600.0,573982.0,9.12,-20500,125190,-118638
2006-08-25,78300.0,79200.0,622678.0,9.19,-46582,223302,-224552
2006-08-28,79600.0,79300.0,643658.0,9.21,-51792,184791,-140413
2006-08-29,80000.0,79800.0,793630.0,9.26,7046,306113,-337541
2006-08-30,80000.0,79300.0,554592.0,9.21,78421,22502,-105923
2006-08-31,79600.0,81000.0,1235780.0,9.4,-249084,268471,-96855
2006-09-01,81200.0,82200.0,1233236.0,9.54,-167898,125722,50318
2006-09-04,82800.0,83000.0,1004999.0,9.64,-133980,146985,-10040
2006-09-05,83000.0,84500.0,632429.0,9.81,-155186,79145,-75386
2006-09-06,83900.0,83400.0,1194497.0,9.68,-24385,26176,414408
2006-09-07,82100.0,82500.0,844022.0,9.58,-41350,216874,-61064
2006-09-08,81500.0,81800.0,586787.0,9.5,20206,-44403,36716
2006-09-11,81800.0,80300.0,1009448.0,9.32,-2498,-192802,323374
2006-09-12,80000.0,80600.0,511437.0,9.36,-43498,-58658,91143
2006-09-13,81900.0,81200.0,407806.0,9.43,-10951,-20491,32494
2006-09-14,81200.0,82500.0,1260078.0,9.58,-22873,56258,6655
2006-09-15,82800.0,84000.0,813979.0,9.75,-150359,54105,98032
2006-09-18,83500.0,85400.0,881040.0,9.91,-213347,38281,143316
2006-09-19,85400.0,85300.0,617850.0,9.9,-37353,-111971,183294
2006-09-20,84700.0,84000.0,832134.0,9.75,46681,34078,-76821
2006-09-21,84900.0,83000.0,903527.0,9.64,51752,-172066,152860
2006-09-22,81800.0,80800.0,1599214.0,9.38,240577,-233321,60744
2006-09-25,80800.0,81500.0,611690.0,9.46,32719,25624,-38521
2006-09-26,81900.0,80400.0,563345.0,9.33,55109,-57295,9515
2006-09-27,80400.0,81400.0,755733.0,9.45,11703,75211,-88825
2006-09-28,81400.0,81400.0,678763.0,9.45,50312,89761,-136228
2006-09-29,81500.0,81000.0,789465.0,9.4,130699,87771,-158793
2006-10-02,80500.0,80600.0,552302.0,9.36,75733,90494,-163123
2006-10-04,80000.0,79200.0,1160130.0,9.19,175303,-189017,27684
2006-10-09,80000.0,78000.0,1966874.0,9.06,-221364,-102796,315183
2006-10-10,77800.0,78300.0,725370.0,9.09,-18501,-17512,33078
2006-10-11,78000.0,77600.0,997832.0,9.01,29299,-24461,17500
2006-10-12,77400.0,78500.0,1199511.0,9.11,33054,-32138,2631
2006-10-13,79000.0,79100.0,1279181.0,9.18,127666,30667,-182614
2006-10-16,78800.0,78000.0,1433759.0,9.06,315447,63579,-379573
2006-10-17,78200.0,77600.0,1082834.0,9.01,47896,-190378,148800
2006-10-18,76600.0,77200.0,895341.0,8.96,94973,56886,-160251
2006-10-19,77500.0,76500.0,572364.0,8.88,149895,-62747,-64442
2006-10-20,76400.0,76500.0,671722.0,8.88,61946,-75046,-705
2006-10-23,77100.0,77800.0,1189046.0,9.03,49636,100438,-141153
2006-10-24,78500.0,78400.0,748871.0,9.1,-50302,138775,-97080
2006-10-25,78400.0,78500.0,468921.0,9.11,5768,-1438,-21196
2006-10-26,78900.0,77900.0,2245152.0,9.04,110986,-729267,712363
2006-10-27,77300.0,76100.0,1488186.0,8.83,342635,-54521,-231137
2006-10-30,75900.0,75000.0,1144194.0,8.71,23521,182990,-223450
2006-10-31,74500.0,76600.0,1050677.0,8.89,-64857,46869,15684
2006-11-01,76100.0,76500.0,753531.0,8.88,51237,-8403,-12596
2006-11-02,75300.0,74900.0,2117364.0,8.7,533908,-390472,-14005
2006-11-03,74600.0,73700.0,1724108.0,8.56,400069,-501518,193496
2006-11-06,73300.0,72100.0,1493664.0,8.37,351039,-148007,-161157
2006-11-07,72600.0,72500.0,857093.0,8.42,53579,-123036,82102
2006-11-08,72700.0,73500.0,1046052.0,8.53,-66066,124116,-103033
2006-11-09,73500.0,74900.0,1040734.0,8.7,-84575,-11122,69647
2006-11-10,74800.0,73900.0,601934.0,8.58,147947,-30638,-82171
2006-11-13,73700.0,74200.0,887497.0,8.61,64120,-139030,99251
2006-11-14,74500.0,74800.0,796423.0,8.68,79974,-51955,-26691
2006-11-15,74900.0,75500.0,688863.0,8.76,-55055,-38792,104424
2006-11-16,75700.0,74800.0,548556.0,8.68,69687,-86065,58204
2006-11-17,74800.0,74700.0,582543.0,8.67,28202,6674,-19839
2006-11-20,74100.0,73000.0,1299272.0,8.47,291432,-220339,-36301
2006-11-21,72300.0,70300.0,3408322.0,8.16,908616,-276288,-591363
2006-11-22,70500.0,71000.0,1817636.0,8.24,495653,-65627,-469718
2006-11-23,70500.0,69300.0,2490907.0,8.05,492747,-147863,-383639
2006-11-24,69100.0,69700.0,1515865.0,8.09,321002,-29131,-340562
2006-11-27,69600.0,69400.0,1758801.0,8.06,411950,62673,-491200
2006-11-28,68500.0,69700.0,1083579.0,8.09,157323,2898,-162989
2006-11-29,69700.0,70800.0,1035413.0,8.22,-110265,38833,51839
2006-11-30,70800.0,70400.0,1611824.0,8.17,-124398,-151268,323702
2006-12-01,70400.0,70600.0,1894241.0,8.2,-392420,53527,357522
2006-12-04,70600.0,70000.0,679653.0,8.13,36240,4459,-22416
2006-12-05,70100.0,69000.0,1009085.0,8.01,204903,-79674,-104974
2006-12-06,68800.0,67300.0,1994929.0,7.81,194860,-317700,161962
2006-12-07,66500.0,65800.0,2854288.0,7.64,501419,-203740,-241312
2006-12-08,64900.0,64900.0,1760445.0,7.53,60623,-15771,-16737
2006-12-11,64600.0,64700.0,1307221.0,7.51,142141,18671,-181212
2006-12-12,64600.0,64900.0,948602.0,7.53,-8847,-125291,148317
2006-12-13,64700.0,65700.0,1275365.0,7.63,-119259,76274,8626
2006-12-14,66000.0,67800.0,2120604.0,7.87,-187354,64853,91213
2006-12-15,67900.0,67800.0,962886.0,7.87,-60097,13775,2407
2006-12-18,68700.0,67700.0,855620.0,7.86,-43175,-120145,164923
2006-12-19,68000.0,68000.0,690049.0,7.89,9265,128845,-52389
2006-12-20,67800.0,68500.0,796909.0,7.95,-86276,136366,308
2006-12-21,68900.0,68500.0,877815.0,7.95,-65462,-5266,176534
2006-12-22,68200.0,68400.0,728928.0,7.94,-82628,26803,27177
2006-12-26,68400.0,68300.0,838897.0,7.93,-22718,-316196,338390
2006-12-27,68000.0,67300.0,627219.0,7.81,99925,-41173,-29023
2006-12-28,67300.0,67400.0,577705.0,7.82,35747,-75621,38363
2007-01-02,67700.0,67500.0,685546.0,15.24,17080,-32805,25393
2007-01-03,67700.0,67600.0,874422.0,15.26,28083,-20526,-66888
2007-01-04,67500.0,66700.0,1241442.0,15.06,-109016,-86991,195994
2007-01-05,66100.0,65300.0,1586010.0,14.74,81852,-386018,285001
2007-01-08,64000.0,64900.0,886974.0,14.65,-57086,-46513,129345
2007-01-09,64900.0,64500.0,1190861.0,14.56,18341,22534,-19962
2007-01-10,64000.0,63500.0,1094031.0,14.34,35817,-194439,158487
2007-01-11,63400.0,63900.0,730780.0,14.43,-7250,19711,-37268
2007-01-12,64500.0,63900.0,1525790.0,14.43,-38458,-49696,89680
2007-01-15,64200.0,64100.0,825325.0,14.47,28063,33988,-50017
2007-01-16,63800.0,65400.0,1827115.0,14.76,177442,517845,-866358
2007-01-17,66000.0,65200.0,1177628.0,14.72,21540,75789,-101999
2007-01-18,65900.0,65100.0,750181.0,14.7,-41366,-42377,102474
2007-01-19,64900.0,64100.0,891958.0,14.47,-111214,-66026,210001
2007-01-22,63900.0,64600.0,619116.0,14.58,-108208,52264,29538
2007-01-23,64200.0,64800.0,519878.0,14.63,-53026,-55189,95213
2007-01-24,65500.0,67000.0,1751339.0,15.13,-208349,631,194533
2007-01-25,68000.0,66500.0,966103.0,15.01,-114077,-38289,124661
2007-01-26,65500.0,66400.0,794870.0,14.99,-61203,18640,1454
2007-01-29,66500.0,66200.0,1071146.0,14.95,-175510,212146,-103098
2007-01-30,66700.0,66800.0,467571.0,15.08,-103540,47717,3772
2007-01-31,66900.0,67100.0,735910.0,15.15,-89075,-36912,74046
2007-02-01,67000.0,68000.0,1210336.0,15.35,-295307,134517,121186
2007-02-02,68600.0,69800.0,2066945.0,15.76,-451578,-59213,542371
2007-02-05,69900.0,69800.0,1763378.0,15.76,-162011,-227881,428865
2007-02-06,69800.0,69000.0,1248838.0,15.58,85863,-158067,-22626
2007-02-07,69000.0,68900.0,701573.0,15.56,-17073,-34759,64582
2007-02-08,68700.0,67700.0,1265964.0,15.28,178564,154360,-405545
2007-02-09,67300.0,68000.0,643128.0,15.35,-61817,-41542,117010
2007-02-12,67300.0,68700.0,711128.0,15.51,-48616,-30700,88996
2007-02-13,68000.0,68700.0,649397.0,15.51,13032,-19351,2821
2007-02-14,69800.0,70000.0,1247322.0,15.8,-206542,18773,186758
2007-02-15,71000.0,70200.0,763871.0,15.85,-80864,-56466,107912
2007-02-16,70900.0,71600.0,1524960.0,16.16,-191506,273463,-84260
2007-02-20,72000.0,72600.0,1250386.0,16.39,-210669,164288,10123
2007-02-21,73700.0,73000.0,1317144.0,16.48,-219159,32617,241304
2007-02-22,73300.0,72400.0,1260848.0,16.35,-29020,-284777,345850
2007-02-23,72100.0,71900.0,1592999.0,16.23,88442,-325742,327826
2007-02-26,71000.0,70900.0,1763187.0,16.01,118447,-414256,317296
2007-02-27,71000.0,70100.0,1091087.0,15.83,32460,-243521,271580
2007-02-28,68000.0,69000.0,1169635.0,15.58,22967,-173579,154875
2007-03-02,68500.0,68800.0,1920391.0,15.53,96268,315519,-449884
2007-03-05,67900.0,68300.0,1670998.0,15.42,14641,513598,-588015
2007-03-06,68700.0,68800.0,1121896.0,15.53,24780,270208,-318373
2007-03-07,69300.0,68500.0,1151881.0,15.46,35212,-89795,15552
2007-03-08,67900.0,67600.0,1519234.0,15.26,407264,-46191,-352295
2007-03-09,68200.0,67700.0,1172525.0,15.28,131579,-73476,-53366
2007-03-12,68000.0,68700.0,937437.0,15.51,27761,68429,-121046
2007-03-13,68900.0,68600.0,629245.0,15.49,-12489,-110381,128619
2007-03-14,67500.0,67900.0,560293.0,15.33,-40000,-33676,46150
2007-03-15,68200.0,68400.0,591959.0,15.44,-45145,17964,37793
2007-03-16,68800.0,68400.0,479497.0,15.44,-16304,-74904,86261
2007-03-19,68500.0,68500.0,475318.0,15.46,25414,-34868,5737
2007-03-20,68700.0,67800.0,830538.0,15.31,12386,-255321,266253
2007-03-21,68000.0,67600.0,775960.0,15.26,54425,-88541,47768
2007-03-22,68000.0,67300.0,1068034.0,15.19,86294,-278004,227704
2007-03-23,67000.0,66700.0,1287545.0,15.06,139782,-364969,293675
2007-03-26,66200.0,66300.0,1020431.0,14.97,41185,-255250,222304
2007-03-27,66000.0,66300.0,739105.0,14.97,75747,70011,-151243
2007-03-28,65800.0,65400.0,1501627.0,14.76,426351,-267985,-174315
2007-03-29,65400.0,65500.0,897332.0,14.79,211299,-77510,-118330
2007-03-30,65900.0,66100.0,1089786.0,14.92,151285,-58380,-96410
2007-04-02,67800.0,68300.0,3265362.0,15.42,627136,206277,-904368
2007-04-03,69000.0,68000.0,1164005.0,15.35,-74730,-46450,153760
2007-04-04,68100.0,67200.0,1622717.0,15.17,92666,-540877,441759
2007-04-05,67300.0,66500.0,1257232.0,15.01,274666,-177229,-74028
2007-04-06,66500.0,65900.0,1622198.0,14.88,412893,-728836,450247
2007-04-09,65900.0,65800.0,1170234.0,14.86,203633,-398825,244119
2007-04-10,66000.0,65700.0,958315.0,14.83,263860,-19446,-223231
2007-04-11,65700.0,66300.0,1016630.0,14.97,94016,-92333,-15344
2007-04-12,66300.0,65700.0,1610709.0,14.83,154068,-99789,-59770
2007-04-13,65400.0,65300.0,1231740.0,14.74,219491,-259546,53477
2007-04-16,65000.0,64800.0,1469633.0,14.63,301799,-214302,-41450
2007-04-17,65300.0,65000.0,1081098.0,14.67,71314,-166191,87503
2007-04-18,65300.0,64800.0,909994.0,14.63,37566,-102977,74344
2007-04-19,64600.0,64300.0,1359337.0,14.52,65116,-238195,196557
2007-04-20,64000.0,63200.0,2446018.0,14.27,719885,-919734,304938
2007-04-23,63500.0,63100.0,1549748.0,14.25,44359,-181437,149645
2007-04-24,62800.0,62000.0,2019024.0,14.0,197436,-534699,380443
2007-04-25,61900.0,60500.0,2810663.0,13.66,340802,-73831,-232279
2007-04-26,60600.0,60100.0,2350321.0,13.57,551455,165589,-726880
2007-04-27,60100.0,58000.0,2500088.0,13.09,523067,-145481,-365426
2007-04-30,58700.0,59300.0,2148154.0,13.39,57509,96397,-177809
2007-05-02,59900.0,61600.0,2754661.0,13.91,-46856,645866,-669372
2007-05-03,62400.0,61900.0,1886786.0,13.97,-407901,228642,138926
2007-05-04,62400.0,62200.0,1106297.0,14.04,-141498,-35141,178689
2007-05-07,62900.0,63000.0,1999917.0,14.22,-272343,326317,-62389
