Symbol,한국단자_시가(원),한국단자_종가(원),한국단자_거래량(주),한국단자_PER(IFRS-연결),한국단자_순매수수량(개인)(주),한국단자_순매수수량(기관계)(주),한국단자_순매수수량(외국인계)(주)
2008-12-16,11750.0,12050.0,22110.0,4.51,-1380,0,1380
2008-12-17,12350.0,11900.0,12882.0,4.46,4130,-3270,-840
2008-12-18,11700.0,12200.0,12970.0,4.57,-10160,10240,-100
2008-12-19,12000.0,11700.0,18028.0,4.38,8100,-8620,520
2008-12-22,11950.0,11600.0,22110.0,4.34,3530,-3080,-440
2008-12-23,11600.0,11500.0,7650.0,4.31,1020,-350,-670
2008-12-24,11600.0,11050.0,10080.0,4.14,2200,-1430,-770
2008-12-26,11100.0,10950.0,11990.0,4.1,2540,-3040,500
2008-12-29,10700.0,11250.0,10140.0,4.21,-2400,3710,-1310
2008-12-30,11000.0,10950.0,14970.0,4.1,-2400,2320,930
2009-01-02,11050.0,11150.0,5540.0,7.18,-440,-270,710
2009-01-05,11250.0,11450.0,13524.0,7.38,-1463,1763,600
2009-01-06,11500.0,11750.0,20440.0,7.57,-10710,8160,3550
2009-01-07,11850.0,12000.0,12351.0,7.73,-400,-190,600
2009-01-08,11650.0,11750.0,19238.0,7.57,-3960,6000,-2030
2009-01-09,11950.0,11950.0,9080.0,7.7,-1590,590,1000
2009-01-12,11900.0,11450.0,9051.0,7.38,2970,-2300,-670
2009-01-13,11700.0,10950.0,47842.0,7.05,32120,-30330,-1790
2009-01-14,11000.0,10700.0,65663.0,6.89,49403,-49673,270
2009-01-15,10400.0,10350.0,27462.0,6.67,2762,528,-3290
2009-01-16,10500.0,10400.0,22356.0,6.7,10130,-4910,-5210
2009-01-19,10450.0,10700.0,33326.0,6.89,-2100,-860,1760
2009-01-20,10700.0,10550.0,9403.0,6.8,50,-170,120
2009-01-21,10300.0,10500.0,11871.0,6.76,2050,-150,-1890
2009-01-22,10650.0,10400.0,22491.0,6.7,-720,410,320
2009-01-23,10350.0,10250.0,14340.0,6.6,-630,190,440
2009-01-28,10300.0,10650.0,55864.0,6.86,-2390,60,2310
2009-01-29,10750.0,10650.0,24200.0,6.86,4350,-6250,2110
2009-01-30,10600.0,10650.0,23916.0,6.86,-5580,-40,5620
2009-02-02,10750.0,10850.0,32786.0,6.99,-12730,1180,11550
2009-02-03,10950.0,12450.0,169986.0,8.02,-37850,27460,11990
2009-02-04,13000.0,13600.0,267160.0,8.76,-20950,-21220,38800
2009-02-05,13350.0,13100.0,44060.0,8.44,-15170,-700,16170
2009-02-06,13450.0,13400.0,60730.0,8.63,-6300,5650,-700
2009-02-09,13500.0,12900.0,41041.0,8.31,1730,-2460,1070
2009-02-10,13100.0,13800.0,38781.0,8.89,-5750,2030,3720
2009-02-11,13400.0,15850.0,219373.0,10.21,-22060,29600,-5260
2009-02-12,16200.0,15750.0,71365.0,10.15,-6510,8410,850
2009-02-13,15750.0,16100.0,52580.0,10.37,-16190,19970,-3780
2009-02-16,16450.0,16000.0,52302.0,10.31,-20461,20611,-110
2009-02-17,16000.0,15500.0,35951.0,9.98,-19850,17910,-260
2009-02-18,15350.0,15300.0,45459.0,9.86,2390,-4370,2120
2009-02-19,15400.0,15300.0,24526.0,9.86,-4240,6740,-2500
2009-02-20,15300.0,13800.0,26050.0,8.89,-2610,720,1890
2009-02-23,13800.0,15200.0,62386.0,9.79,6830,-5250,3120
2009-02-24,14250.0,14650.0,24131.0,9.44,-8720,4250,4470
2009-02-25,15300.0,14650.0,34526.0,9.44,6250,3970,-10220
2009-02-26,14650.0,14800.0,45430.0,9.53,1030,-3860,3830
2009-02-27,14900.0,15000.0,33475.0,9.66,-21740,15110,6690
2009-03-02,15100.0,14650.0,17661.0,9.44,250,510,-760
2009-03-03,14200.0,14650.0,12180.0,9.44,-3739,999,2740
2009-03-04,14700.0,15300.0,18501.0,9.86,-1190,-3450,6080
2009-03-05,15600.0,15950.0,23120.0,10.27,-10380,4980,5570
2009-03-06,15400.0,16300.0,15762.0,10.5,-8450,6130,2320
2009-03-09,16450.0,17100.0,56096.0,11.01,-11824,-23126,34950
2009-03-10,17100.0,17000.0,19366.0,10.95,-5390,4960,-130
2009-03-11,17000.0,15750.0,77122.0,10.15,27351,-4340,-20321
2009-03-12,15750.0,16500.0,31931.0,10.63,-12700,3030,9640
2009-03-13,16850.0,16600.0,32240.0,10.69,-3360,4520,-1170
2009-03-16,16400.0,16900.0,14846.0,10.89,-12282,12912,-630
2009-03-17,16900.0,16900.0,14200.0,10.89,-3363,-1637,4980
2009-03-18,17200.0,16500.0,14921.0,10.63,-6430,920,5510
2009-03-19,16900.0,16900.0,7660.0,10.89,-4300,2600,1700
2009-03-20,16800.0,17250.0,17784.0,11.11,-6130,-2710,8850
2009-03-23,17500.0,17500.0,11581.0,11.27,-1850,-2320,4160
2009-03-24,17500.0,17450.0,11430.0,11.24,3360,-3380,30
2009-03-25,17600.0,17000.0,17381.0,10.95,2110,-3380,1260
2009-03-26,17000.0,18000.0,15330.0,11.59,-10040,7170,2870
2009-03-27,17800.0,17750.0,19760.0,11.43,-2070,1180,1440
2009-03-30,17950.0,16800.0,24994.0,10.82,8941,-7171,-1770
2009-03-31,16800.0,17400.0,10520.0,11.21,-6980,5430,1550
2009-04-01,17400.0,17200.0,27782.0,11.08,-2871,-1419,4290
2009-04-02,17500.0,17200.0,15400.0,11.08,1980,-3560,1580
2009-04-03,17250.0,16750.0,24250.0,10.79,11430,-12640,1240
2009-04-06,16850.0,16750.0,20484.0,10.79,-368,-3182,3550
2009-04-07,16750.0,16650.0,12342.0,10.72,322,-332,20
2009-04-08,16800.0,16600.0,10302.0,10.69,-20,460,-450
2009-04-09,16600.0,16650.0,28935.0,10.72,10300,-1500,-8810
2009-04-10,16900.0,17950.0,54514.0,11.56,-17279,10809,4440
2009-04-13,18050.0,18100.0,24190.0,11.66,-8170,940,980
2009-04-14,18400.0,17700.0,21034.0,11.4,-538,1990,1168
2009-04-15,17700.0,17550.0,34060.0,11.3,-1760,11660,-6760
2009-04-16,17900.0,18100.0,45760.0,11.66,-28100,-2270,33170
2009-04-17,18200.0,18100.0,29090.0,11.66,-10050,-4870,14920
2009-04-20,17700.0,17800.0,31151.0,11.47,-4043,-18287,22330
2009-04-21,17800.0,17500.0,7350.0,11.27,-1450,130,1320
2009-04-22,17700.0,17800.0,14833.0,11.47,2960,-7490,4530
2009-04-23,18100.0,17800.0,24353.0,11.47,-1437,-12093,13530
2009-04-24,18050.0,17150.0,60452.0,11.05,755,-46955,46400
2009-04-27,17500.0,17200.0,3960.0,11.08,1800,-1400,-400
2009-04-28,17300.0,16700.0,14723.0,10.76,1910,-1380,-1530
2009-04-29,16600.0,17000.0,10730.0,10.95,6400,-7160,760
2009-04-30,16800.0,16800.0,40324.0,10.82,4170,-33480,28810
2009-05-04,17300.0,17250.0,20531.0,11.11,10080,-12410,2330
2009-05-06,17400.0,17200.0,9890.0,11.08,2330,-4880,2550
2009-05-07,17250.0,17250.0,6900.0,11.11,680,-1080,400
2009-05-08,17450.0,17150.0,15930.0,11.05,8520,-7730,-830
2009-05-11,17000.0,16850.0,9062.0,10.85,4720,-4180,-540
2009-05-12,16850.0,16800.0,10944.0,10.82,3840,-3330,-510
2009-05-13,16650.0,16750.0,9914.0,10.79,1190,-1030,-160
2009-05-14,16550.0,16600.0,20029.0,10.69,-3890,3080,870
2009-05-15,16650.0,16750.0,13500.0,10.79,4713,-5123,410
2009-05-18,16500.0,16450.0,18658.0,10.6,8527,-7687,-840
2009-05-19,16800.0,16500.0,6059.0,10.63,-520,-830,1350
2009-05-20,16400.0,16350.0,8150.0,10.53,50,40,-90
2009-05-21,16500.0,16700.0,14311.0,10.76,-8720,6940,1780
2009-05-22,16600.0,16500.0,8937.0,10.63,-1360,890,470
2009-05-25,16600.0,17350.0,20721.0,11.18,-1910,3480,-1570
2009-05-26,17450.0,17100.0,18286.0,11.01,-1034,3687,-2653
2009-05-27,17300.0,17100.0,19047.0,11.01,-11100,12920,-1820
2009-05-28,17050.0,17250.0,9800.0,11.11,-5150,6380,-1230
2009-05-29,17450.0,16750.0,4842.0,10.79,2050,-1780,-270
2009-06-01,16900.0,16800.0,2912.0,10.82,-770,880,-110
2009-06-02,16900.0,16350.0,20396.0,10.53,8632,-7202,-1430
2009-06-03,16600.0,16050.0,20288.0,10.34,9681,-6501,-3180
2009-06-04,16050.0,15350.0,14781.0,9.89,9310,-4270,-5040
2009-06-05,15350.0,15350.0,14408.0,9.89,10160,-4160,-6000
2009-06-08,15450.0,15400.0,7750.0,9.92,2040,-970,-1070
2009-06-09,15650.0,15400.0,16510.0,9.92,-7330,5990,1340
2009-06-10,15250.0,16000.0,25010.0,10.31,4590,1540,-6130
2009-06-11,16300.0,15600.0,52303.0,10.05,6457,19540,-25947
2009-06-12,15600.0,15650.0,23682.0,10.08,4119,-4709,590
2009-06-15,15650.0,15650.0,16474.0,10.08,3330,2710,-6040
2009-06-16,15400.0,15450.0,5845.0,9.95,3080,-390,-2690
2009-06-17,15350.0,14850.0,10645.0,9.57,4380,-2470,-1910
2009-06-18,14900.0,15150.0,7210.0,9.76,3010,-1530,-1480
2009-06-19,15350.0,16500.0,57419.0,10.63,11467,-11460,-7
2009-06-22,16400.0,17450.0,62090.0,11.24,-1420,-6050,7470
2009-06-23,17200.0,17350.0,18110.0,11.18,5540,-2240,-3300
2009-06-24,17450.0,16850.0,11580.0,10.85,1223,-573,-650
2009-06-25,16850.0,17000.0,4645.0,10.95,-330,-660,990
2009-06-26,16900.0,17000.0,10660.0,10.95,1620,-1990,370
2009-06-29,16700.0,16800.0,3326.0,10.82,660,70,-730
2009-06-30,16950.0,16900.0,8020.0,10.89,-540,150,390
2009-07-01,16900.0,16750.0,10070.0,10.79,-7780,90,300
2009-07-02,16750.0,17200.0,29940.0,11.08,4813,-7973,-50
2009-07-03,17200.0,17300.0,22900.0,11.14,2030,-3710,80
2009-07-06,17700.0,17250.0,134844.0,11.11,-2318,-16992,19310
2009-07-07,17250.0,16300.0,42997.0,10.5,397,3743,-4140
2009-07-08,16400.0,15800.0,17826.0,10.18,550,-260,-290
2009-07-09,15800.0,15850.0,13463.0,10.21,-3140,690,2450
2009-07-10,16100.0,16100.0,6810.0,10.37,-2200,1740,460
2009-07-13,16000.0,16100.0,12510.0,10.37,-9560,30,-470
2009-07-14,16250.0,17300.0,18651.0,11.14,-7570,9060,-1490
2009-07-15,17300.0,17500.0,25022.0,11.27,-6780,4400,-1140
2009-07-16,17500.0,17700.0,11010.0,11.4,-1530,1500,-970
2009-07-17,17700.0,17700.0,68560.0,11.4,-36650,-110,-820
2009-07-20,17300.0,17800.0,23600.0,11.47,-9900,3010,100
2009-07-21,17800.0,17850.0,12277.0,11.5,-5923,9833,-3910
2009-07-22,18000.0,17800.0,19569.0,11.47,-5400,2930,-360
2009-07-23,17600.0,18850.0,328935.0,12.14,-11606,300126,420
2009-07-24,19200.0,18300.0,15340.0,11.79,-560,-400,1910
2009-07-27,18250.0,18800.0,9710.0,12.11,-5950,5680,270
2009-07-28,18650.0,18500.0,3970.0,11.92,-670,-80,750
2009-07-29,18450.0,18400.0,3860.0,11.85,-570,30,1030
2009-07-30,18400.0,18250.0,2331.0,11.76,360,-700,340
2009-07-31,18200.0,18350.0,10030.0,11.82,-2100,1590,510
2009-08-03,18500.0,18150.0,2851.0,11.69,110,-380,270
2009-08-04,18550.0,17850.0,6435.0,11.5,-710,20,690
2009-08-05,17900.0,18100.0,9310.0,11.66,-940,-1320,10
2009-08-06,17950.0,17300.0,8540.0,11.14,4230,-530,-140
2009-08-07,17250.0,17550.0,4350.0,11.3,1080,-700,820
2009-08-10,17550.0,17950.0,6923.0,11.56,170,-620,450
2009-08-11,18050.0,17900.0,10770.0,11.53,-1600,2740,210
2009-08-12,17700.0,17800.0,6701.0,11.47,-3820,3290,530
2009-08-13,17800.0,18300.0,8565.0,11.79,-5300,5310,190
2009-08-14,18200.0,18200.0,499.0,11.72,-30,-70,100
2009-08-17,18450.0,18100.0,6811.0,11.66,-3110,3770,-1200
2009-08-18,18000.0,18050.0,8020.0,11.63,-3620,5220,-1600
2009-08-19,18300.0,18000.0,10146.0,11.59,-3020,6200,-3860
2009-08-20,18200.0,18000.0,6137.0,11.59,-1728,3560,-1832
2009-08-21,17950.0,17950.0,4841.0,11.56,-3750,3520,230
2009-08-24,18300.0,18500.0,8091.0,11.92,-3650,2290,1360
2009-08-25,19500.0,18350.0,7992.0,11.82,1541,-2011,670
2009-08-26,18500.0,18300.0,5000.0,11.79,-1370,-580,-170
2009-08-27,18300.0,18300.0,3670.0,11.79,60,1700,-1860
2009-08-28,18250.0,18500.0,11072.0,11.92,-8222,7420,410
2009-08-31,18550.0,18300.0,5660.0,11.79,-3650,3250,260
2009-09-01,18250.0,18500.0,19140.0,11.92,-8180,8000,180
2009-09-02,18600.0,18600.0,4513.0,11.98,30,180,-150
2009-09-03,18600.0,18450.0,2950.0,11.88,-1880,-240,360
2009-09-04,18500.0,18600.0,4850.0,11.98,-1980,2010,-30
2009-09-07,18600.0,18800.0,2610.0,12.11,-420,1110,-510
2009-09-08,18700.0,19600.0,419517.0,12.63,-9354,204314,-80
2009-09-09,20600.0,22500.0,143432.0,14.49,16850,-17120,-1730
2009-09-10,22750.0,22350.0,290237.0,14.4,801,1691,-2030
2009-09-11,22450.0,21200.0,71905.0,13.66,24470,-2450,-21950
2009-09-14,21000.0,20150.0,42793.0,12.98,-2750,7810,-5260
2009-09-15,20400.0,22700.0,72433.0,14.62,-21490,17880,3810
2009-09-16,22600.0,22650.0,23272.0,14.59,-7290,-760,7480
2009-09-17,22700.0,22550.0,29580.0,14.53,-3110,-3170,6200
2009-09-18,22600.0,23250.0,240742.0,14.98,14342,-91322,116200
2009-09-21,23350.0,23800.0,47753.0,15.33,-6300,8760,-2460
2009-09-22,23700.0,23800.0,23120.0,15.33,10820,-10760,240
2009-09-23,23600.0,23000.0,17250.0,14.82,1446,-1026,-420
2009-09-24,23000.0,23100.0,67293.0,14.88,-1192,-408,7070
2009-09-25,22800.0,22500.0,11535.0,14.49,-2725,990,1735
2009-09-28,23000.0,23500.0,15300.0,15.14,-7050,4120,2930
2009-09-29,24200.0,22500.0,14833.0,14.49,-1950,130,1820
2009-09-30,22400.0,22100.0,174280.0,14.24,-4690,-750,5440
2009-10-01,22500.0,22100.0,11401.0,14.24,-4500,240,4260
2009-10-05,22000.0,21800.0,17024.0,14.04,-5200,8920,-3720
2009-10-06,21700.0,21500.0,11490.0,13.85,-2020,-1860,3880
2009-10-07,21800.0,21350.0,7550.0,13.75,-660,2720,-1330
2009-10-08,21100.0,21400.0,43870.0,13.78,-9630,8980,650
2009-10-09,22050.0,21950.0,46634.0,14.14,9976,724,-7660
2009-10-12,22300.0,21550.0,7000.0,13.88,1340,290,-700
2009-10-13,21800.0,21150.0,4258.0,13.62,-2390,920,1470
2009-10-14,21650.0,21350.0,7471.0,13.75,301,169,-470
2009-10-15,21450.0,21000.0,9000.0,13.53,1060,-1060,0
2009-10-16,21000.0,20200.0,23241.0,13.01,7150,-2020,-5130
2009-10-19,20200.0,19950.0,12470.0,12.85,-3430,7240,-3810
2009-10-20,20000.0,20000.0,8600.0,12.88,2610,830,-3440
2009-10-21,20200.0,20350.0,11040.0,13.11,-1510,7200,-5690
2009-10-22,20350.0,20700.0,24080.0,13.33,-11540,17650,-6110
2009-10-23,20600.0,20750.0,10724.0,13.37,-1380,1970,-590
2009-10-26,20850.0,20850.0,16903.0,13.43,6000,-380,-5620
2009-10-27,20800.0,20500.0,7108.0,13.2,-240,-290,530
2009-10-28,20300.0,20500.0,13190.0,13.2,-3102,1512,390
2009-10-29,20500.0,20500.0,11450.0,13.2,-4922,4542,380
2009-10-30,20350.0,20450.0,16620.0,13.17,6670,-1680,-4990
2009-11-02,20200.0,20500.0,18550.0,13.2,-1450,2530,-1080
2009-11-03,20200.0,20850.0,38970.0,13.43,15080,-14500,-580
2009-11-04,21150.0,22350.0,137791.0,14.4,27090,-9120,-14330
2009-11-05,22700.0,22350.0,52782.0,14.4,24950,-12830,-13750
2009-11-06,22500.0,21600.0,31021.0,13.91,18690,-15960,-2470
2009-11-09,21750.0,21350.0,18481.0,13.75,6402,-2522,-3880
2009-11-10,21450.0,21050.0,12242.0,13.56,-1260,2380,-1120
2009-11-11,21550.0,21000.0,21910.0,13.53,11400,2340,-13740
2009-11-12,21000.0,20500.0,44074.0,13.2,-8120,7010,-2250
2009-11-13,20100.0,19700.0,31743.0,12.69,-8310,8550,-1740
2009-11-16,19600.0,19250.0,20571.0,12.4,5820,-7570,650
2009-11-17,19200.0,18550.0,36163.0,11.95,7013,-5493,-1920
2009-11-18,18500.0,18450.0,13053.0,11.88,3450,-100,-3750
2009-11-19,18250.0,18750.0,30682.0,12.08,9680,5250,-13530
2009-11-20,18700.0,18750.0,23661.0,12.08,881,7759,-9440
2009-11-23,18900.0,18250.0,30290.0,11.76,5000,3380,-9380
2009-11-24,18300.0,17650.0,33369.0,11.37,3743,5797,-9110
2009-11-25,17450.0,17700.0,24440.0,11.4,5491,5490,-11630
2009-11-26,17700.0,17700.0,17250.0,11.4,1740,6580,-2320
2009-11-27,17150.0,16950.0,32039.0,10.92,-3390,15130,-9240
2009-11-30,17050.0,17050.0,11850.0,10.98,2767,1083,-2100
2009-12-01,17050.0,17000.0,29864.0,10.95,12004,-5804,-6780
2009-12-02,17000.0,17000.0,28150.0,10.95,10060,-1940,-6120
2009-12-03,17000.0,17000.0,45563.0,10.95,30453,-5973,-18880
2009-12-04,17000.0,16950.0,34264.0,10.92,10140,5880,-12020
2009-12-07,17150.0,17200.0,87156.0,11.08,59971,-9051,-42820
2009-12-08,17300.0,17100.0,42823.0,11.01,21170,-320,-18850
2009-12-09,16950.0,16750.0,133386.0,10.79,35489,-19979,-15510
2009-12-10,16850.0,16750.0,29542.0,10.79,14310,1180,-14490
2009-12-11,16750.0,17450.0,75282.0,11.24,26930,1930,-30910
2009-12-14,17600.0,17400.0,48768.0,11.21,19396,1624,-20640
2009-12-15,17500.0,17850.0,80566.0,11.5,29130,3040,-33390
2009-12-16,17900.0,18500.0,76881.0,11.92,9220,-4830,10
2009-12-17,18650.0,17950.0,43343.0,11.56,10430,1350,-11780
2009-12-18,17800.0,17900.0,35667.0,11.53,-4029,1849,2180
2009-12-21,17850.0,18000.0,30033.0,11.59,-5650,80,5570
2009-12-22,18050.0,17900.0,13912.0,11.53,-1300,0,1300
2009-12-23,17950.0,18000.0,23880.0,11.59,-9450,8890,1460
2009-12-24,18100.0,18900.0,171230.0,12.17,-21450,37120,-32050
2009-12-28,18850.0,19100.0,60915.0,12.3,-5210,-5730,10490
2009-12-29,18950.0,18750.0,54131.0,12.08,7650,5300,-10760
2009-12-30,18500.0,18350.0,31186.0,11.82,-2684,6904,-3050
2010-01-04,18400.0,18700.0,32150.0,14.78,-16540,16480,60
2010-01-05,18900.0,18850.0,76400.0,14.9,-29377,50670,337
2010-01-06,18950.0,18900.0,37481.0,14.94,-7989,7810,179
2010-01-07,18850.0,18500.0,73554.0,14.62,-5920,6000,220
2010-01-08,18600.0,18900.0,21931.0,14.94,5890,-3050,-2840
2010-01-11,18700.0,18600.0,43560.0,14.7,-15811,20330,-650
2010-01-12,18600.0,18600.0,11422.0,14.7,-1080,1610,-690
2010-01-13,18700.0,18450.0,19453.0,14.58,1430,-330,-1100
2010-01-14,18400.0,18200.0,24280.0,14.38,-2730,6030,-3190
2010-01-15,18250.0,18600.0,11381.0,14.7,-5420,1260,4020
2010-01-18,18350.0,18600.0,17783.0,14.7,-4610,6360,-1750
2010-01-19,18700.0,19600.0,85485.0,15.49,-14892,14220,872
2010-01-20,19600.0,19550.0,31396.0,15.45,-690,-830,1520
2010-01-21,19400.0,19350.0,16877.0,15.29,1360,-1050,-200
2010-01-22,18950.0,18450.0,35273.0,14.58,-6450,7570,-1120
2010-01-25,18600.0,18600.0,23570.0,14.7,-8720,-5070,13790
2010-01-26,18800.0,18600.0,29030.0,14.7,-21691,2481,19210
2010-01-27,18600.0,18550.0,18810.0,14.66,-5212,-5768,10980
2010-01-28,18650.0,18650.0,16757.0,14.74,-2592,-1378,3970
2010-01-29,18300.0,18500.0,28089.0,14.62,-11607,1287,9320
2010-02-01,18450.0,18300.0,36330.0,14.46,4920,-710,-4580
2010-02-02,18200.0,17900.0,19654.0,14.14,2425,-955,-1470
2010-02-03,18050.0,17900.0,9160.0,14.14,420,-260,-660
2010-02-04,17900.0,18600.0,22130.0,14.7,-11190,12680,-990
2010-02-05,18200.0,18200.0,17420.0,14.38,-3010,3650,-640
2010-02-08,18000.0,17900.0,9590.0,14.14,-4580,-190,-1230
2010-02-09,18000.0,17900.0,26820.0,14.14,-2480,970,1510
2010-02-10,18050.0,17800.0,17007.0,14.07,9449,-7319,-2630
2010-02-11,17700.0,17800.0,3327.0,14.07,50,-480,590
2010-02-12,17800.0,17850.0,10921.0,14.11,4140,-630,-2810
2010-02-16,17850.0,17800.0,1586.0,14.07,171,-171,0
2010-02-17,17800.0,18000.0,8710.0,14.22,1779,-4279,2000
2010-02-18,18500.0,18650.0,77959.0,14.74,29900,-33060,900
2010-02-19,18650.0,18550.0,25323.0,14.66,-4390,5510,-1120
2010-02-22,18700.0,18850.0,45000.0,14.9,10610,-18170,770
2010-02-23,18700.0,19300.0,80051.0,15.25,-25531,27540,2801
2010-02-24,19000.0,19650.0,51827.0,15.53,-11938,12948,1000
2010-02-25,19650.0,19500.0,24850.0,15.41,-8650,9590,-1940
2010-02-26,19500.0,19700.0,14161.0,15.57,-4000,-520,-480
2010-03-02,20000.0,19750.0,29870.0,15.61,-7200,6680,150
2010-03-03,19450.0,19550.0,25645.0,15.45,110,-2920,-610
2010-03-04,19550.0,19250.0,5396.0,15.21,-95,90,-85
2010-03-05,19250.0,18900.0,10930.0,14.94,-1160,-290,1450
2010-03-08,19050.0,19150.0,11012.0,15.13,821,530,1449
2010-03-09,19000.0,19200.0,8154.0,15.17,-3470,1620,1850
2010-03-10,19200.0,19250.0,12047.0,15.21,-1910,-1300,4210
2010-03-11,19250.0,19000.0,6301.0,15.01,-532,-238,770
2010-03-12,19200.0,18900.0,10925.0,14.94,-3050,-1140,3690
2010-03-15,18950.0,18800.0,9230.0,14.86,-1780,-540,2290
2010-03-16,19000.0,18650.0,6803.0,14.74,-2182,452,1730
2010-03-17,18750.0,18850.0,19085.0,14.9,40,-3590,4130
2010-03-18,18850.0,18600.0,14140.0,14.7,3330,-190,-3140
2010-03-19,18600.0,17500.0,79409.0,13.83,39880,13190,-53360
2010-03-22,17700.0,17600.0,92749.0,13.91,13880,35700,-49480
2010-03-23,17800.0,17600.0,77752.0,13.91,39400,-6710,-32040
2010-03-24,17750.0,17650.0,51881.0,13.95,30500,-8330,-23170
2010-03-25,17650.0,17700.0,21340.0,13.99,6810,320,-9640
2010-03-26,17700.0,17900.0,50482.0,14.14,10870,9050,-19920
2010-03-29,17700.0,18250.0,55300.0,14.42,-6140,8640,-2350
2010-03-30,18250.0,18050.0,19240.0,14.26,1890,-1460,-730
2010-03-31,18150.0,18000.0,16690.0,14.22,-4940,4800,-400
2010-04-01,18000.0,18000.0,21380.0,14.22,6270,-1630,360
2010-04-02,18000.0,17850.0,23811.0,14.11,5230,-10350,4790
2010-04-05,17850.0,17550.0,24104.0,13.87,4270,-3860,-410
2010-04-06,17500.0,17500.0,18829.0,13.83,7160,-7380,220
2010-04-07,17950.0,18050.0,64703.0,14.26,210,1470,-1980
2010-04-08,18050.0,18450.0,39126.0,14.58,-11020,9770,1530
2010-04-09,18450.0,18450.0,43570.0,14.58,1392,-702,-870
2010-04-12,18500.0,18250.0,13440.0,14.42,140,1150,-1470
2010-04-13,18250.0,18200.0,11880.0,14.38,-280,1070,-790
2010-04-14,18300.0,18200.0,5911.0,14.38,-960,-900,940
2010-04-15,18200.0,18050.0,11470.0,14.26,1202,-1302,100
2010-04-16,17950.0,17800.0,15244.0,14.07,1240,-1490,-90
2010-04-19,17550.0,17500.0,15750.0,13.83,-820,500,320
2010-04-20,17500.0,17800.0,21705.0,14.07,1304,-8214,7270
2010-04-21,18000.0,17750.0,24180.0,14.03,3650,-1410,-2240
2010-04-22,17700.0,17700.0,16710.0,13.99,6300,-6620,770
2010-04-23,17800.0,17700.0,16201.0,13.99,2961,-4211,280
2010-04-26,17750.0,17750.0,35630.0,14.03,22508,-22208,-300
2010-04-27,17600.0,16850.0,118994.0,13.32,76680,-80770,4090
2010-04-28,16650.0,16900.0,45134.0,13.35,16409,-14499,-4130
2010-04-29,17000.0,17000.0,132616.0,13.43,61094,-60874,-1630
2010-04-30,17400.0,17600.0,88686.0,13.91,7764,-6164,-1610
2010-05-03,17600.0,17700.0,40015.0,13.99,-3320,2400,920
2010-05-04,17700.0,17700.0,28260.0,13.99,-1240,-240,-720
2010-05-06,17450.0,17600.0,32661.0,13.91,-5260,-1670,-1060
2010-05-07,17250.0,17150.0,32936.0,13.55,-650,7880,-8590
2010-05-10,17150.0,18150.0,71393.0,14.34,-12480,11850,1830
2010-05-11,18250.0,18800.0,104408.0,14.86,-4360,5390,6030
2010-05-12,19100.0,18800.0,62415.0,14.86,1864,1486,-4350
2010-05-13,18950.0,20300.0,177558.0,16.04,-15150,3990,-250
2010-05-14,20300.0,20150.0,76170.0,15.92,1590,10,-2400
2010-05-17,19950.0,19450.0,66423.0,15.37,9409,-3799,-5730
2010-05-18,19900.0,19300.0,66555.0,15.25,210,-9180,5170
2010-05-19,19050.0,19450.0,40415.0,15.37,-4860,2430,1330
2010-05-20,19350.0,19400.0,84641.0,15.33,6110,-5160,-1060
2010-05-24,19100.0,19600.0,91621.0,15.49,24281,-17001,-6650
2010-05-25,19850.0,19600.0,59610.0,15.49,-27920,29880,-2560
2010-05-26,19600.0,20300.0,57760.0,16.04,-30898,24238,-2780
2010-05-27,20450.0,19850.0,69399.0,15.69,7749,-3759,-3990
2010-05-28,20000.0,20000.0,35489.0,15.8,-12209,10759,1460
2010-05-31,20200.0,20550.0,32932.0,16.24,-6470,5780,690
2010-06-01,20600.0,20150.0,27319.0,15.92,-7290,7270,1020
2010-06-03,20200.0,21000.0,84770.0,16.59,10150,-10610,460
2010-06-04,20900.0,20600.0,24771.0,16.28,409,-529,120
2010-06-07,19750.0,20150.0,19500.0,15.92,-4620,4540,80
2010-06-08,20100.0,21050.0,49780.0,16.63,-16790,16620,170
2010-06-09,21050.0,20650.0,19590.0,16.32,-8130,2030,4580
2010-06-10,20850.0,21000.0,38212.0,16.59,-15542,4240,9602
2010-06-11,21000.0,20500.0,21121.0,16.2,9350,-2650,-9180
2010-06-14,20500.0,20500.0,18463.0,16.2,-5970,320,5400
2010-06-15,20250.0,20150.0,8832.0,15.92,550,-652,1632
2010-06-16,20150.0,20000.0,19280.0,15.8,728,-3458,3700
2010-06-17,19800.0,20950.0,44193.0,16.56,-28632,25532,3020
2010-06-18,20750.0,22400.0,99442.0,17.7,-63330,51800,1410
2010-06-21,22600.0,22450.0,31861.0,17.74,-1720,710,670
2010-06-22,22400.0,22550.0,22980.0,17.82,-6780,6840,280
2010-06-23,22300.0,21800.0,19232.0,17.23,858,-2368,1760
2010-06-24,21650.0,21750.0,18219.0,17.19,-1380,-2350,4380
2010-06-25,21700.0,21900.0,54660.0,17.31,1669,-5319,1750
2010-06-28,22200.0,21600.0,14309.0,17.07,-690,60,270
2010-06-29,21450.0,21250.0,12881.0,16.79,-1090,-1080,2270
2010-06-30,21200.0,20700.0,19992.0,16.36,3832,-1062,3270
2010-07-01,20550.0,20100.0,54521.0,15.88,18510,2620,660
2010-07-02,20400.0,19600.0,25210.0,15.49,2220,-3840,1890
