Symbol,한국단자_시가(원),한국단자_종가(원),한국단자_거래량(주),한국단자_PER(IFRS-연결),한국단자_순매수수량(개인)(주),한국단자_순매수수량(기관계)(주),한국단자_순매수수량(외국인계)(주)
2006-08-21,13950.0,13900.0,18010.0,7.65,-8500,8250,250
2006-08-22,13700.0,14250.0,17380.0,7.84,-3390,10550,-7160
2006-08-23,14250.0,13900.0,4550.0,7.65,1540,-1540,0
2006-08-24,13750.0,13800.0,3180.0,7.59,1410,-1380,-30
2006-08-25,14050.0,14000.0,4081.0,7.7,-1040,2020,-900
2006-08-28,14250.0,14200.0,7060.0,7.81,-3850,1590,-240
2006-08-29,14250.0,14200.0,3120.0,7.81,-1130,950,180
2006-08-30,14200.0,13850.0,6220.0,7.62,3140,-1500,-1640
2006-08-31,13850.0,14000.0,12870.0,7.7,1350,3110,-4460
2006-09-01,14200.0,13900.0,12600.0,7.65,9200,-160,-9070
2006-09-04,13950.0,14550.0,26082.0,8.0,861,6089,-6630
2006-09-05,14600.0,14600.0,10440.0,8.03,2970,-3700,900
2006-09-06,14550.0,14600.0,4820.0,8.03,700,-900,330
2006-09-07,14750.0,14900.0,6360.0,8.2,-2060,2160,-100
2006-09-08,14750.0,15300.0,13100.0,8.42,720,-920,2200
2006-09-11,15300.0,15300.0,20830.0,8.42,-14590,13750,-50
2006-09-12,15100.0,15900.0,23640.0,8.75,-6740,4780,-380
2006-09-13,15750.0,15500.0,6972.0,8.53,980,430,-1410
2006-09-14,15750.0,15200.0,40620.0,8.36,3360,24770,-26360
2006-09-15,15200.0,15200.0,4210.0,8.36,-110,-220,330
2006-09-18,15200.0,15500.0,4610.0,8.53,-1810,1050,760
2006-09-19,15500.0,15100.0,7720.0,8.31,2370,-480,-1890
2006-09-20,15100.0,15300.0,6320.0,8.42,-3200,2960,150
2006-09-21,15300.0,15250.0,4120.0,8.39,-210,760,-670
2006-09-22,15000.0,15100.0,7210.0,8.31,-2020,1530,-530
2006-09-25,15350.0,15100.0,3810.0,8.31,-870,1640,-1200
2006-09-26,15100.0,14750.0,3780.0,8.11,2650,-1490,-1070
2006-09-27,14650.0,14800.0,9500.0,8.14,4250,-1940,-1880
2006-09-28,14800.0,14800.0,3500.0,8.14,-60,560,-500
2006-09-29,14700.0,15100.0,10211.0,8.31,680,1060,-1740
2006-10-02,15050.0,15100.0,6680.0,8.31,180,-180,0
2006-10-04,15100.0,15000.0,2670.0,8.25,470,-470,0
2006-10-09,15000.0,14400.0,14540.0,7.92,-6250,6250,0
2006-10-10,14100.0,14600.0,2810.0,8.03,460,-460,0
2006-10-11,14600.0,14550.0,1810.0,8.0,100,-100,0
2006-10-12,14550.0,14700.0,5120.0,8.09,-460,690,-330
2006-10-13,14900.0,14900.0,67180.0,8.2,-790,670,1880
2006-10-16,14600.0,15100.0,3740.0,8.31,670,-50,-620
2006-10-17,15100.0,14800.0,4230.0,8.14,1320,-820,-500
2006-10-18,14700.0,14700.0,8040.0,8.09,160,1300,-1700
2006-10-19,14700.0,14900.0,8190.0,8.2,3930,-4670,1040
2006-10-20,14750.0,14900.0,8580.0,8.2,-1320,2560,-1300
2006-10-23,14700.0,14900.0,7260.0,8.2,3130,1740,-4930
2006-10-24,14700.0,15050.0,7660.0,8.28,-640,-210,850
2006-10-25,14850.0,15100.0,6680.0,8.31,-1650,1110,610
2006-10-26,14900.0,15600.0,28160.0,8.58,-14895,17235,-2400
2006-10-27,15550.0,15550.0,20960.0,8.55,10960,-3600,-7420
2006-10-30,15550.0,15500.0,5890.0,8.53,-1190,3250,-2300
2006-10-31,15400.0,15850.0,5818.0,8.72,-2730,1460,1270
2006-11-01,15600.0,16150.0,4980.0,8.88,-1610,920,690
2006-11-02,16100.0,16750.0,14330.0,9.21,-7270,5980,980
2006-11-03,16800.0,16900.0,18020.0,9.3,-2530,-8450,10980
2006-11-06,16950.0,16800.0,4040.0,9.24,-2700,410,2290
2006-11-07,17000.0,17200.0,19670.0,9.46,-9590,-2710,12040
2006-11-08,17200.0,17000.0,2860.0,9.35,-1850,1890,-40
2006-11-09,16700.0,17250.0,13180.0,9.49,1350,-3080,1310
2006-11-10,17250.0,17200.0,4900.0,9.46,-2170,1670,0
2006-11-13,17250.0,16550.0,10820.0,9.1,-1350,1350,0
2006-11-14,16600.0,17800.0,62560.0,9.79,16950,-5310,710
2006-11-15,18600.0,18000.0,19720.0,9.9,8350,-7310,-790
2006-11-16,17700.0,18250.0,12690.0,10.04,-3100,-330,3430
2006-11-17,18250.0,18000.0,17080.0,9.9,7980,-680,-4300
2006-11-20,17850.0,18200.0,25140.0,10.01,13030,-8260,-4770
2006-11-21,18200.0,18500.0,12740.0,10.18,560,-530,-30
2006-11-22,18400.0,19000.0,41827.0,10.45,-6228,1878,2990
2006-11-23,19000.0,21200.0,110888.0,11.66,-3016,506,-1260
2006-11-24,21200.0,21000.0,43080.0,11.55,13600,-10030,900
2006-11-27,20450.0,20800.0,23540.0,11.44,2130,-2990,1100
2006-11-28,20250.0,20750.0,31791.0,11.41,3820,410,-4530
2006-11-29,21400.0,22300.0,50940.0,12.27,-15820,25970,-5960
2006-11-30,23000.0,22000.0,39748.0,12.1,-13133,12323,-300
2006-12-01,21650.0,21000.0,36667.0,11.55,-9207,13507,-290
2006-12-04,20650.0,20450.0,20390.0,11.25,2800,-4200,1400
2006-12-05,20700.0,20050.0,28402.0,11.03,3680,-4860,1180
2006-12-06,19750.0,20050.0,20140.0,11.03,-16570,16230,340
2006-12-07,19800.0,20100.0,12350.0,11.06,-4580,4190,370
2006-12-08,19850.0,19800.0,9160.0,10.89,-3500,3730,-40
2006-12-11,19500.0,20000.0,11490.0,11.0,-4560,6410,-1820
2006-12-12,19650.0,20050.0,17350.0,11.03,-4910,6680,-1710
2006-12-13,19700.0,20500.0,23970.0,11.28,-1210,420,5270
2006-12-14,20500.0,20500.0,47560.0,11.28,8700,7530,-14940
2006-12-15,20300.0,20000.0,25902.0,11.0,2190,9190,-11310
2006-12-18,19950.0,19800.0,26460.0,10.89,-4900,9130,-4640
2006-12-19,19500.0,19750.0,35830.0,10.86,3150,2830,-6140
2006-12-20,19600.0,19500.0,45419.0,10.73,-3379,19919,-11550
2006-12-21,19400.0,19200.0,12811.0,10.56,1920,-540,-1440
2006-12-22,19200.0,18400.0,20850.0,10.12,90,3410,-3410
2006-12-26,18200.0,17900.0,34729.0,9.85,8080,-690,-14000
2006-12-27,17800.0,18000.0,34180.0,9.9,15224,1480,-17274
2006-12-28,18050.0,17850.0,24835.0,9.82,-1144,12620,-11326
2007-01-02,17750.0,18000.0,9982.0,12.02,-4240,3570,500
2007-01-03,18000.0,18200.0,16200.0,12.16,-2690,2260,680
2007-01-04,18200.0,17850.0,7700.0,11.92,-170,1290,-1050
2007-01-05,17650.0,17800.0,13400.0,11.89,-1060,2080,-980
2007-01-08,18000.0,18100.0,9310.0,12.09,-2700,4800,-2100
2007-01-09,17850.0,18300.0,5110.0,12.22,-1410,1400,10
2007-01-10,18150.0,18200.0,10700.0,12.16,310,2650,-2960
2007-01-11,18400.0,17750.0,8530.0,11.86,2660,-980,-380
2007-01-12,17750.0,16900.0,59490.0,11.29,-6220,23710,-17150
2007-01-15,16950.0,17000.0,41240.0,11.35,-5930,13700,-7630
2007-01-16,16950.0,16400.0,13184.0,10.95,260,4260,-4450
2007-01-17,16350.0,16850.0,34860.0,11.25,-1910,12380,-10350
2007-01-18,16600.0,16700.0,18960.0,11.15,-4840,13490,-8640
2007-01-19,16550.0,17850.0,11490.0,11.92,-250,470,-180
2007-01-22,17500.0,17900.0,10650.0,11.96,-2900,2790,110
2007-01-23,17200.0,18500.0,39190.0,12.36,-7630,4430,3200
2007-01-24,18500.0,18750.0,8880.0,12.52,-3190,3160,30
2007-01-25,18800.0,18300.0,12530.0,12.22,1140,70,1390
2007-01-26,18150.0,18550.0,23800.0,12.39,-5700,2310,3420
2007-01-29,18150.0,18600.0,11520.0,12.42,-3750,700,3490
2007-01-30,18200.0,18800.0,22490.0,12.56,8010,-630,-5900
2007-01-31,19000.0,18850.0,8710.0,12.59,80,-360,460
2007-02-01,18850.0,19000.0,69220.0,12.69,4860,-33350,30680
2007-02-02,19000.0,19000.0,10610.0,12.69,6550,-4160,-2390
2007-02-05,18950.0,18350.0,30021.0,12.26,19170,-2260,-15300
2007-02-06,17600.0,18250.0,19560.0,12.19,130,7160,-6770
2007-02-07,18250.0,17550.0,28740.0,11.72,9230,1970,-10360
2007-02-08,17450.0,17100.0,89510.0,11.42,27360,-8880,-2890
2007-02-09,17050.0,17200.0,15770.0,11.49,-3400,3450,300
2007-02-12,17200.0,16800.0,7320.0,11.22,3060,-720,-2280
2007-02-13,16600.0,16150.0,53972.0,10.79,8710,-1650,-7000
2007-02-14,16200.0,16750.0,17245.0,11.19,1060,2580,1270
2007-02-15,16600.0,16900.0,20160.0,11.29,-1820,1450,5370
2007-02-16,16600.0,16600.0,14944.0,11.09,9670,150,-10
2007-02-20,16450.0,16550.0,9780.0,11.05,870,-920,60
2007-02-21,16550.0,16250.0,12805.0,10.85,5285,-5255,-40
2007-02-22,16350.0,16250.0,30125.0,10.85,8040,-15260,7190
2007-02-23,16250.0,16300.0,26810.0,10.89,2670,200,10
2007-02-26,16100.0,16200.0,27410.0,10.82,-2280,2230,40
2007-02-27,16000.0,15850.0,11990.0,10.59,4370,-1460,130
2007-02-28,15250.0,15500.0,17467.0,10.35,-2543,2753,-180
2007-03-02,15250.0,15400.0,12099.0,10.29,1192,-52,-1130
2007-03-05,15250.0,15000.0,31100.0,10.02,17180,-5540,-11410
2007-03-06,14900.0,15050.0,33741.0,10.05,20970,-5720,-15250
2007-03-07,15150.0,15050.0,18859.0,10.05,6580,-730,700
2007-03-08,15000.0,15200.0,30306.0,10.15,12437,-11727,-710
2007-03-09,15300.0,15550.0,27150.0,10.39,2627,-12817,11030
2007-03-12,15550.0,16800.0,72040.0,11.22,-30140,31340,-1200
2007-03-13,16800.0,16650.0,75320.0,11.12,1780,4240,-6850
2007-03-14,16400.0,16950.0,81600.0,11.32,13280,-18310,4880
2007-03-15,16800.0,17400.0,34861.0,11.62,-15891,16301,190
2007-03-16,17400.0,17300.0,45153.0,11.56,-15910,17740,-1150
2007-03-19,17200.0,17400.0,14260.0,11.62,-2850,2440,290
2007-03-20,17100.0,17000.0,12150.0,11.35,-4070,3790,280
2007-03-21,17050.0,17150.0,47330.0,11.46,-4170,1450,2880
2007-03-22,17150.0,17900.0,144358.0,11.96,13090,-6820,-310
2007-03-23,17900.0,17500.0,29310.0,11.69,-1850,2490,120
2007-03-26,17500.0,17050.0,21260.0,11.39,2850,-2890,40
2007-03-27,17000.0,16350.0,66790.0,10.92,33010,-20100,-7990
2007-03-28,16350.0,16250.0,23370.0,10.85,730,-3580,2850
2007-03-29,16100.0,16550.0,24270.0,11.05,9730,-14590,4860
2007-03-30,16450.0,16300.0,12590.0,10.89,3150,-4020,1210
2007-04-02,16300.0,16600.0,29850.0,11.09,12720,-9070,2600
2007-04-03,16600.0,16750.0,35960.0,11.19,14480,-20710,6230
2007-04-04,16750.0,16600.0,35640.0,11.09,3030,-3030,0
2007-04-05,16750.0,16450.0,23740.0,10.99,8630,-6130,-2500
2007-04-06,16500.0,16550.0,54300.0,11.05,23340,-31400,8060
2007-04-09,16650.0,16700.0,22910.0,11.15,6730,-4080,-2650
2007-04-10,16700.0,16500.0,38953.0,11.02,24897,-21567,-3170
2007-04-11,16500.0,17400.0,97850.0,11.62,-390,3550,-3100
2007-04-12,17350.0,18150.0,103000.0,12.12,27977,113,-23090
2007-04-13,18200.0,17700.0,67451.0,11.82,23950,-21080,-2870
2007-04-16,17750.0,17950.0,51968.0,11.99,8540,-3580,-4960
2007-04-17,18300.0,18250.0,41567.0,12.19,4620,-4560,-60
2007-04-18,17950.0,18200.0,30130.0,12.16,-3000,7990,10
2007-04-19,18200.0,17700.0,30380.0,11.82,5160,3480,-3640
2007-04-20,17500.0,18000.0,37320.0,12.02,15320,3080,-13400
2007-04-23,17950.0,18000.0,63700.0,12.02,12970,2720,-15690
2007-04-24,18000.0,17600.0,32362.0,11.76,6428,-448,-5980
2007-04-25,17500.0,17300.0,44451.0,11.56,15730,-6190,-9410
2007-04-26,17350.0,18200.0,134716.0,12.16,7966,26454,-34420
2007-04-27,18650.0,18700.0,114998.0,12.49,-10098,44188,-34690
2007-04-30,18700.0,19150.0,57436.0,12.79,7509,2591,-9970
2007-05-02,19200.0,19000.0,39910.0,12.69,11090,-2440,-8650
2007-05-03,19100.0,19000.0,84000.0,12.69,22770,1710,-24480
2007-05-04,19150.0,19500.0,124310.0,13.02,9181,30509,-39690
2007-05-07,19350.0,19200.0,90785.0,12.82,-2250,21390,-14200
2007-05-08,19000.0,18700.0,58280.0,12.49,10980,3790,-9770
2007-05-09,18550.0,19000.0,64553.0,12.69,17980,-2670,-10560
2007-05-10,19100.0,19750.0,263210.0,13.19,38280,-2570,-36110
2007-05-11,19400.0,19900.0,112300.0,13.29,-12330,42420,-30090
2007-05-14,19950.0,19600.0,49131.0,13.09,-3300,10700,-7640
2007-05-15,20500.0,20050.0,95170.0,13.39,17580,8850,-26520
2007-05-16,19950.0,20200.0,58703.0,13.49,11765,-665,-11130
2007-05-17,20200.0,20650.0,53130.0,13.79,-171,2231,-2170
2007-05-18,20800.0,21050.0,118131.0,14.06,-14298,22758,-2020
2007-05-21,20850.0,21100.0,59256.0,14.09,-7680,8170,-620
2007-05-22,21050.0,21650.0,89700.0,14.46,-37530,38490,-930
2007-05-23,21700.0,22750.0,92000.0,15.2,-43020,44860,-1270
2007-05-25,22150.0,22900.0,113210.0,15.3,-30890,22470,-4550
2007-05-28,22800.0,25100.0,158070.0,16.77,-35162,47082,-10920
2007-05-29,24900.0,25800.0,127110.0,17.23,-44340,45930,-590
2007-05-30,26300.0,26500.0,51682.0,17.7,-2440,-720,1490
2007-05-31,26800.0,27400.0,58830.0,18.3,-24729,13759,11000
2007-06-01,27400.0,26550.0,86777.0,17.73,-9500,7910,1560
2007-06-04,26200.0,26400.0,109880.0,17.63,1420,1270,-2630
2007-06-05,26500.0,25500.0,234802.0,17.03,-19940,21630,-1530
2007-06-07,25900.0,25350.0,60255.0,16.93,-3490,-1290,4720
2007-06-08,25350.0,24400.0,62983.0,16.3,-750,-3090,4610
2007-06-11,24500.0,24300.0,54741.0,16.23,16950,-20600,3690
2007-06-12,24300.0,24350.0,39022.0,16.26,-3688,368,3100
2007-06-13,24100.0,25750.0,74710.0,17.2,2090,-2760,800
2007-06-14,26450.0,25300.0,98380.0,16.9,6000,3310,-9430
2007-06-15,25200.0,24500.0,94914.0,16.36,-9610,7900,1710
2007-06-18,24850.0,26700.0,160390.0,17.83,8138,-4938,1640
2007-06-19,27000.0,28000.0,519420.0,18.7,5180,8880,-9700
2007-06-20,28250.0,27100.0,76899.0,18.1,-10080,4540,3340
2007-06-21,26350.0,27000.0,87230.0,18.03,-2080,7250,-5230
2007-06-22,27000.0,25700.0,49840.0,17.17,-2670,1490,1180
2007-06-25,25250.0,24000.0,47937.0,16.03,-5670,4910,800
2007-06-26,24100.0,24400.0,30470.0,16.3,-6942,562,6340
2007-06-27,24150.0,24350.0,191562.0,16.26,-7440,-162160,1570
2007-06-28,24400.0,25100.0,30320.0,16.77,-10100,6630,3240
2007-06-29,25300.0,25100.0,18800.0,16.77,-10130,2615,1130
2007-07-02,24800.0,25100.0,24071.0,16.77,-4650,-2091,1590
2007-07-03,25200.0,25850.0,28570.0,17.27,-6260,5330,6000
2007-07-04,25900.0,25600.0,46229.0,17.1,-7190,-2320,660
2007-07-05,25600.0,26000.0,51260.0,17.37,-28420,472,6490
2007-07-06,25800.0,26100.0,38876.0,17.43,-8140,3644,350
2007-07-09,25850.0,25150.0,38322.0,16.8,-6550,3630,2350
2007-07-10,25250.0,24500.0,36405.0,16.36,12384,-10714,-1670
2007-07-11,24500.0,24550.0,36996.0,16.4,1720,-5090,3370
2007-07-12,24600.0,25300.0,42771.0,16.9,3124,-6734,3610
2007-07-13,25950.0,25900.0,37630.0,17.3,1280,-5740,4090
2007-07-16,26000.0,26000.0,43271.0,17.37,8960,-8170,-980
2007-07-18,26250.0,25400.0,37400.0,16.97,10390,-6550,-340
2007-07-19,25350.0,25400.0,41266.0,16.97,10706,-6106,2390
2007-07-20,25650.0,26150.0,38020.0,17.47,6780,540,2340
2007-07-23,26050.0,26150.0,33060.0,17.47,-2099,-1681,-1430
2007-07-24,26900.0,25900.0,21680.0,17.3,-905,2065,-470
2007-07-25,25700.0,26250.0,37781.0,17.53,-12871,4611,9160
2007-07-26,26750.0,26700.0,67670.0,17.83,15370,-14780,180
2007-07-27,26400.0,26250.0,43929.0,17.53,2432,-512,-4020
2007-07-30,26250.0,26300.0,24620.0,17.57,-7372,2902,2970
2007-07-31,26300.0,27100.0,40260.0,18.1,-6510,-630,15230
2007-08-01,26600.0,26450.0,22550.0,17.67,-480,4160,-3680
2007-08-02,26450.0,25900.0,32310.0,17.3,3490,5030,-8520
2007-08-03,25950.0,25550.0,14340.0,17.07,2520,850,-3460
2007-08-06,25000.0,25650.0,20390.0,17.13,-4770,6550,-1870
2007-08-07,25900.0,26100.0,13070.0,17.43,-7220,7610,-480
2007-08-08,26200.0,25850.0,10619.0,17.27,-5560,5100,170
2007-08-09,25650.0,25050.0,22240.0,16.73,3490,150,-3550
2007-08-10,24500.0,24900.0,34940.0,16.63,-11620,22880,-11260
2007-08-13,25450.0,25650.0,24815.0,17.13,-9087,8947,-10
2007-08-14,25100.0,24900.0,28934.0,16.63,-17810,16920,860
2007-08-16,23600.0,23100.0,52040.0,15.43,-26395,32415,-5640
2007-08-17,24300.0,22750.0,22660.0,15.2,-9480,11270,-1610
2007-08-20,22800.0,23050.0,36720.0,15.4,16220,-10010,-6120
2007-08-21,23100.0,22800.0,17820.0,15.23,-4650,3020,1630
2007-08-22,22650.0,23300.0,9280.0,15.56,-4560,2090,2120
2007-08-23,24000.0,24000.0,16040.0,16.03,-10530,7990,2510
2007-08-24,23650.0,23750.0,7480.0,15.86,-1080,520,560
2007-08-27,23800.0,23800.0,8533.0,15.9,-1223,-627,2450
2007-08-28,24100.0,24700.0,12870.0,16.5,-9520,6530,3070
2007-08-29,24550.0,24950.0,14090.0,16.66,-10160,5610,4010
2007-08-30,25400.0,25150.0,8930.0,16.8,170,-3000,2800
2007-08-31,24800.0,24950.0,18040.0,16.66,-3730,1860,830
2007-09-03,24800.0,24100.0,63587.0,16.1,18097,-1777,-16260
2007-09-04,24200.0,23700.0,19307.0,15.83,1563,-363,-1230
2007-09-05,23700.0,23650.0,21720.0,15.8,3420,-7270,4150
2007-09-06,23250.0,24000.0,18300.0,16.03,-1730,8290,-7040
2007-09-07,24000.0,23450.0,15170.0,15.66,4470,-1630,-2840
2007-09-10,23300.0,22100.0,28751.0,14.76,14791,-10611,-4060
2007-09-11,22100.0,21500.0,21929.0,14.36,-3410,6600,-3190
2007-09-12,21550.0,20700.0,30271.0,13.83,7260,-3750,-4690
2007-09-13,21000.0,20700.0,36160.0,13.83,5230,-1020,-4050
2007-09-14,20950.0,21750.0,18220.0,14.53,-640,-4080,4970
2007-09-17,21850.0,21850.0,13590.0,14.59,-5710,2500,3100
2007-09-18,21850.0,21900.0,8680.0,14.63,-1210,780,460
2007-09-19,22450.0,22000.0,28190.0,14.69,4670,-340,-4830
2007-09-20,21650.0,21600.0,23640.0,14.43,-3110,1860,1220
2007-09-21,21500.0,22000.0,22922.0,14.69,-5512,2820,3042
2007-09-27,21650.0,21800.0,21090.0,14.56,1120,6540,-7660
2007-09-28,21600.0,21600.0,17612.0,14.43,-4460,1700,3260
2007-10-01,21550.0,22000.0,8951.0,14.69,-1139,209,930
2007-10-02,22000.0,23000.0,37570.0,15.36,-8920,-4210,13130
2007-10-04,22500.0,22200.0,24700.0,14.83,9160,-2500,-6660
2007-10-05,22150.0,21200.0,43715.0,14.16,7050,-7330,280
2007-10-08,21250.0,21150.0,18520.0,14.13,2630,-2990,360
2007-10-09,21150.0,21000.0,11290.0,14.03,2440,-2470,1480
2007-10-10,21050.0,21350.0,12051.0,14.26,-650,-2080,2730
2007-10-11,21350.0,21050.0,14200.0,14.06,2990,-6060,3070
2007-10-12,20700.0,20900.0,29230.0,13.96,5260,-3490,-1770
2007-10-15,20600.0,20350.0,12110.0,13.59,120,-40,-80
2007-10-16,20050.0,18950.0,26791.0,12.66,9371,-5461,-3800
2007-10-17,18500.0,19100.0,25640.0,12.76,-4610,-9580,9890
2007-10-18,18700.0,19200.0,48100.0,12.82,940,-15520,12190
2007-10-19,19000.0,20000.0,25340.0,13.36,-1620,-7570,2390
2007-10-22,19450.0,19850.0,10743.0,13.26,-230,-1550,1190
2007-10-23,19650.0,19700.0,10525.0,13.16,-2930,-2910,-160
2007-10-24,19700.0,20000.0,27395.0,13.36,-7015,-11455,1040
2007-10-25,19950.0,19800.0,16770.0,13.23,-1210,-6200,1280
2007-10-26,19650.0,19700.0,15200.0,13.16,-1730,-9100,390
2007-10-29,19700.0,20000.0,16240.0,13.36,-9350,-3390,270
2007-10-30,19700.0,20000.0,11060.0,13.36,-3520,-5050,1050
2007-10-31,20000.0,20650.0,15820.0,13.79,-5005,-5955,6380
2007-11-01,20650.0,20400.0,11750.0,13.63,-900,-1890,1410
2007-11-02,19600.0,19900.0,12690.0,13.29,-120,-7340,630
2007-11-05,20000.0,19900.0,13880.0,13.29,-5330,-5040,1810
2007-11-06,19600.0,20000.0,13450.0,13.36,-4100,-4040,1490
2007-11-07,20000.0,20250.0,11910.0,13.53,-1130,-5290,100
2007-11-08,19650.0,19850.0,14130.0,13.26,3490,-6500,-1780
2007-11-09,19600.0,20100.0,14740.0,13.43,-2990,-3880,630
2007-11-12,20050.0,19700.0,11800.0,13.16,-1490,-3240,-2030
2007-11-13,19300.0,19750.0,11070.0,13.19,-2320,-1570,-1190
2007-11-14,19800.0,20400.0,9380.0,13.63,-2280,-1860,-360
2007-11-15,20000.0,20050.0,11370.0,13.39,1170,-4600,120
2007-11-16,19750.0,20000.0,21110.0,13.36,-5260,-2770,-2740
2007-11-19,19750.0,19500.0,16461.0,13.02,-3280,-3970,-1190
2007-11-20,19200.0,19000.0,9230.0,12.69,-90,-3000,-1010
2007-11-21,18600.0,18800.0,15301.0,12.56,90,-2770,1490
2007-11-22,18400.0,18650.0,10481.0,12.46,-2550,-1500,-640
2007-11-23,18300.0,18550.0,11960.0,12.39,-4430,-1680,-1530
2007-11-26,18150.0,18100.0,21271.0,12.09,1980,-3160,-7150
2007-11-27,17700.0,18000.0,13410.0,12.02,-3990,-2100,640
2007-11-28,18200.0,18050.0,9710.0,12.06,-1240,-4030,-760
2007-11-29,18100.0,18850.0,14422.0,12.59,-4520,-5490,7440
2007-11-30,19300.0,19100.0,11150.0,12.76,-100,-3410,630
2007-12-03,19400.0,19400.0,6680.0,12.96,-1860,-2260,2400
2007-12-04,19000.0,19000.0,9566.0,12.69,-2626,-2524,-190
2007-12-05,19400.0,18850.0,9401.0,12.59,-1630,-4240,1880
2007-12-06,18850.0,18600.0,11530.0,12.42,2600,-2990,390
2007-12-07,18700.0,18850.0,11850.0,12.59,-1460,-7140,490
2007-12-10,18900.0,19050.0,8870.0,12.72,2780,-3500,-680
2007-12-11,19000.0,19250.0,12720.0,12.86,-620,-4280,-920
2007-12-12,19000.0,19300.0,18830.0,12.89,-4430,-3480,630
2007-12-13,19000.0,20050.0,12050.0,13.39,-2970,-1790,2820
2007-12-14,19750.0,20550.0,16880.0,13.73,-1410,-1760,-1190
2007-12-17,20550.0,20150.0,17820.0,13.46,-3830,-3510,-700
2007-12-18,20050.0,20850.0,50090.0,13.93,-31020,-2580,-30
2007-12-20,20850.0,21500.0,29593.0,14.36,5065,-4010,-1555
2007-12-21,22000.0,22700.0,48287.0,15.16,-2785,-6150,-17865
2007-12-24,23200.0,21700.0,18621.0,14.49,7071,-8741,1670
2007-12-26,21700.0,22650.0,47781.0,15.13,-15290,-11750,-1600
2007-12-27,22100.0,23800.0,71770.0,15.9,-25070,-780,-22650
2007-12-28,23350.0,24000.0,15880.0,16.03,-6540,-570,-2560
2008-01-02,24000.0,23000.0,16710.0,8.61,3330,-240,1320
2008-01-03,22650.0,23250.0,11710.0,8.71,-10,-3840,490
2008-01-04,23250.0,22850.0,19320.0,8.56,2540,-3760,-9440
2008-01-07,22450.0,22100.0,16040.0,8.28,1560,-4230,-4260
2008-01-08,21750.0,22300.0,19140.0,8.35,230,-4600,-7270
2008-01-09,22050.0,23400.0,18870.0,8.76,-1810,-5700,-8760
2008-01-10,23000.0,23350.0,56380.0,8.74,4060,-21700,-27060
2008-01-11,23100.0,22600.0,14060.0,8.46,1070,-4400,3330
2008-01-14,22600.0,21500.0,6110.0,8.05,2265,-3015,-40
2008-01-15,21600.0,22050.0,21530.0,8.26,-3220,-6890,-9850
2008-01-16,21350.0,21500.0,7650.0,8.05,250,-1420,-3340
2008-01-17,21550.0,21500.0,14520.0,8.05,-7210,-130,-4750
2008-01-18,20900.0,21750.0,23330.0,8.14,-6810,-2700,-10170
2008-01-21,21750.0,22000.0,38430.0,8.24,-6360,2000,-13970
2008-01-22,21200.0,20900.0,9783.0,7.83,-5140,490,-1150
2008-01-23,21950.0,21900.0,10700.0,8.2,-7770,220,790
2008-01-24,22000.0,21900.0,5042.0,8.2,1830,1210,-3040
2008-01-25,22000.0,21900.0,3650.0,8.2,750,20,-770
2008-01-28,21450.0,21950.0,4842.0,8.22,-3552,3332,-260
2008-01-29,22000.0,21900.0,5290.0,8.2,-1560,4550,-2990
2008-01-30,21700.0,21850.0,6800.0,8.18,-1550,-80,1630
2008-01-31,22000.0,21350.0,4670.0,7.99,330,-30,180
2008-02-01,21350.0,20750.0,12630.0,7.77,-3300,-1370,4670
2008-02-04,21450.0,21150.0,5969.0,7.92,-2240,-480,2720
2008-02-05,20550.0,21550.0,6852.0,8.07,-2990,240,2750
2008-02-11,21700.0,21350.0,4520.0,7.99,360,-2130,1770
2008-02-12,21100.0,21050.0,4669.0,7.88,1140,-830,-310
2008-02-13,21050.0,21000.0,7479.0,7.86,3580,-1220,-820
2008-02-14,21900.0,21100.0,6869.0,7.9,-1350,1590,960
2008-02-15,21100.0,21400.0,3270.0,8.01,1190,-1920,730
2008-02-18,21150.0,21400.0,3738.0,8.01,1680,-1870,190
2008-02-19,21900.0,21650.0,3290.0,8.11,470,-720,250
2008-02-20,21600.0,21100.0,2880.0,7.9,1320,-1420,100
2008-02-21,21600.0,21700.0,5410.0,8.13,-1240,840,400
2008-02-22,22000.0,21500.0,1951.0,8.05,880,-870,-10
2008-02-25,21850.0,21800.0,2350.0,8.16,-1410,1540,-130
2008-02-26,21900.0,21650.0,1701.0,8.11,-160,-210,370
2008-02-27,21800.0,21600.0,1080.0,8.09,-30,230,-200
2008-02-28,21500.0,21750.0,3010.0,8.14,0,-1160,1390
2008-02-29,21950.0,21200.0,4170.0,7.94,3110,-3280,170
2008-03-03,20950.0,21000.0,4530.0,7.86,1940,-1100,-440
2008-03-04,21950.0,21450.0,1200.0,8.03,450,-610,160
2008-03-05,21450.0,21150.0,1540.0,7.92,590,-940,350
2008-03-06,20950.0,21300.0,5590.0,7.98,-200,-40,240
2008-03-07,21050.0,21350.0,3440.0,7.99,1260,-1320,60
2008-03-10,21350.0,21300.0,1920.0,7.98,-230,-130,360
2008-03-11,21400.0,21250.0,2140.0,7.96,-720,480,240
2008-03-12,21100.0,21400.0,2300.0,8.01,-360,40,320
2008-03-13,21650.0,21900.0,5840.0,8.2,-4348,5040,-692
2008-03-14,21900.0,20950.0,4420.0,7.84,330,260,-590
2008-03-17,20600.0,21000.0,6890.0,7.86,-680,850,520
