Symbol,빙그레_시가(원),빙그레_종가(원),빙그레_거래량(주),빙그레_PER(IFRS-연결),빙그레_순매수수량(개인)(주),빙그레_순매수수량(기관계)(주),빙그레_순매수수량(외국인계)(주)
2001-11-16,7350.0,7340.0,113500.0,7.14,36670,140,-37000
2001-11-19,7360.0,7300.0,84310.0,7.11,27940,4530,-32850
2001-11-20,7350.0,7190.0,101230.0,7.0,13260,-8730,100
2001-11-21,7180.0,7250.0,58560.0,7.06,-4110,3780,200
2001-11-22,7260.0,7600.0,128940.0,7.4,28990,-29640,0
2001-11-23,7700.0,7800.0,116170.0,7.59,1230,2780,0
2001-11-26,7900.0,8380.0,192560.0,8.16,27620,2860,0
2001-11-27,8400.0,8290.0,124060.0,8.07,-15070,10110,1320
2001-11-28,8180.0,7910.0,125320.0,7.7,1520,5610,100
2001-11-29,7600.0,8300.0,78870.0,8.08,-3790,-1330,0
2001-11-30,8370.0,8600.0,159170.0,8.37,22010,-5170,0
2001-12-03,8750.0,9100.0,130830.0,8.86,11210,-10780,0
2001-12-04,8900.0,9050.0,96740.0,8.81,1320,-1150,0
2001-12-05,9110.0,9280.0,106590.0,9.03,-14780,13250,0
2001-12-06,9400.0,9100.0,190380.0,8.86,-3620,1710,60
2001-12-07,9100.0,9070.0,145000.0,8.83,-8640,7200,1320
2001-12-10,9010.0,8890.0,85450.0,8.65,3480,-2820,-150
2001-12-11,8890.0,8890.0,70630.0,8.65,20170,510,-20060
2001-12-12,8850.0,9440.0,150480.0,9.19,-43140,-2720,45380
2001-12-13,9500.0,9340.0,146040.0,9.09,19150,-25190,9520
2001-12-14,9340.0,9580.0,79430.0,9.32,-9070,-3230,13020
2001-12-17,9800.0,9490.0,65840.0,9.24,-9940,-70,9130
2001-12-18,9700.0,9450.0,73520.0,9.2,-210,-530,1100
2001-12-19,9460.0,9580.0,96010.0,9.32,-20390,620,19590
2001-12-20,9620.0,9480.0,65080.0,9.23,-640,640,0
2001-12-21,9500.0,9490.0,70660.0,9.24,-330,-3660,4170
2001-12-24,9520.0,9480.0,56000.0,9.23,-6280,1100,5180
2001-12-26,9550.0,9790.0,72130.0,9.53,1380,-1380,0
2001-12-27,9850.0,10400.0,162640.0,10.12,1370,-1470,120
2001-12-28,10700.0,10650.0,81020.0,10.37,-4880,3800,0
2002-01-02,10800.0,11050.0,85750.0,10.76,-12380,2460,0
2002-01-03,11050.0,11000.0,152580.0,10.71,-4610,3180,0
2002-01-04,11400.0,11000.0,94730.0,10.71,-884,3614,150
2002-01-07,11000.0,10900.0,112180.0,10.61,-1940,170,-120
2002-01-08,10750.0,10450.0,122130.0,10.17,21420,-1450,-20000
2002-01-09,10100.0,10650.0,106390.0,10.37,4550,-4200,0
2002-01-10,10800.0,10300.0,83760.0,10.03,16790,-15330,0
2002-01-11,10500.0,10350.0,44810.0,10.07,780,-780,0
2002-01-14,10250.0,10750.0,64959.0,10.46,-720,610,0
2002-01-15,10550.0,11000.0,90910.0,10.71,-4910,-6430,11890
2002-01-16,11200.0,10700.0,72390.0,10.41,6550,450,1000
2002-01-17,10450.0,10850.0,83568.0,10.56,-16540,3420,12940
2002-01-18,10700.0,10750.0,46104.0,10.46,2870,-2770,0
2002-01-21,10500.0,10700.0,29130.0,10.41,-6600,2780,3230
2002-01-22,10850.0,10750.0,36426.0,10.46,3500,-3170,0
2002-01-23,10850.0,11000.0,50350.0,10.71,-4020,3650,50
2002-01-24,11200.0,12000.0,206390.0,11.68,-4590,2490,700
2002-01-25,12800.0,12000.0,207380.0,11.68,-8920,6120,2200
2002-01-28,12150.0,12500.0,112000.0,12.17,-1230,510,0
2002-01-29,12550.0,12800.0,102272.0,12.46,-5430,3280,2200
2002-01-30,12600.0,12650.0,102108.0,12.31,770,-770,0
2002-01-31,12800.0,12500.0,71076.0,12.17,8560,-4800,0
2002-02-01,12500.0,12000.0,107192.0,11.68,10610,-8560,0
2002-02-04,11800.0,11600.0,75290.0,11.29,360,-2740,-300
2002-02-05,11300.0,11600.0,58104.0,11.29,2030,-2140,-700
2002-02-06,11650.0,12300.0,81300.0,11.97,-190,190,0
2002-02-07,12300.0,11900.0,63343.0,11.58,179,-1169,0
2002-02-08,12100.0,11950.0,49710.0,11.63,1220,-1050,0
2002-02-14,12150.0,12200.0,85720.0,11.87,24270,4550,-25760
2002-02-15,12150.0,12250.0,87910.0,11.92,31240,1600,-32840
2002-02-18,12200.0,12050.0,109730.0,11.73,47110,1240,-48320
2002-02-19,12000.0,12350.0,101960.0,12.02,4150,-4390,0
2002-02-20,12200.0,12400.0,64650.0,12.07,-270,-240,0
2002-02-21,12500.0,12800.0,101750.0,12.46,-2970,2930,-1000
2002-02-22,12800.0,12800.0,57730.0,12.46,200,-100,-1500
2002-02-25,13100.0,13000.0,174040.0,12.65,55310,1690,-56000
2002-02-26,13000.0,12950.0,82770.0,12.6,-7040,6830,0
2002-02-27,12950.0,13100.0,119160.0,12.75,32310,7170,-39800
2002-02-28,13000.0,13200.0,63300.0,12.85,-2800,2900,-100
2002-03-04,13350.0,13200.0,132908.0,12.85,49278,572,-49850
2002-03-05,13200.0,12700.0,153880.0,12.36,14290,-5390,-8800
2002-03-06,12750.0,12600.0,103310.0,12.26,-260,380,-120
2002-03-07,12600.0,12550.0,66680.0,12.22,5970,1030,-7000
2002-03-08,12450.0,11750.0,222250.0,11.44,63960,-1960,-62000
2002-03-11,11900.0,11850.0,106230.0,11.53,32900,-2170,-30680
2002-03-12,11900.0,12000.0,147510.0,11.68,39760,-1420,-38340
2002-03-13,12000.0,12450.0,103471.0,12.12,2170,-2120,0
2002-03-14,12450.0,12750.0,102340.0,12.41,2360,-330,-1990
2002-03-15,12750.0,12850.0,115376.0,12.51,530,-590,0
2002-03-18,12950.0,12900.0,109085.0,12.56,560,-560,0
2002-03-19,12900.0,12800.0,146210.0,12.46,-1560,1680,0
2002-03-20,12800.0,14200.0,632010.0,13.82,-39960,40270,0
2002-03-21,14000.0,16000.0,805120.0,15.57,-22960,22720,0
2002-03-22,15800.0,15150.0,382160.0,14.75,50,-880,600
2002-03-25,15350.0,15050.0,293890.0,14.65,9050,-9450,400
2002-03-26,15050.0,14650.0,198610.0,14.26,16930,-18660,1560
2002-03-27,14950.0,15300.0,246662.0,14.89,6155,-16685,8530
2002-03-28,15700.0,15100.0,159510.0,14.7,3720,1780,0
2002-03-29,15050.0,15000.0,96170.0,14.6,2230,2540,0
2002-04-01,15100.0,15200.0,171070.0,14.79,6340,-5960,0
2002-04-02,15200.0,16200.0,428670.0,15.77,-12890,2000,10660
2002-04-03,16300.0,16950.0,474580.0,16.5,-26060,18430,7700
2002-04-04,16950.0,17000.0,211211.0,16.55,-729,3639,320
2002-04-08,16800.0,17150.0,188280.0,16.69,-38340,28720,17460
2002-04-09,17100.0,16900.0,150399.0,16.45,-32410,32410,0
2002-04-10,16350.0,15850.0,161590.0,15.43,830,-1440,550
2002-04-11,16100.0,15950.0,169380.0,15.52,23280,-19370,-3440
2002-04-12,15400.0,15750.0,129310.0,15.33,-1100,-3180,750
2002-04-15,16000.0,17200.0,319560.0,16.74,-12710,13400,-50
2002-04-16,16850.0,17000.0,198110.0,16.55,-21300,22930,-1410
2002-04-17,17250.0,16050.0,1846048.0,15.62,371630,-357800,-19280
2002-04-18,16200.0,15900.0,479810.0,15.48,112000,-99220,-21270
2002-04-19,15700.0,15600.0,402610.0,15.18,107810,-106940,0
2002-04-22,15700.0,16000.0,302270.0,15.57,23160,-23230,0
2002-04-23,15950.0,14400.0,630650.0,14.02,312010,-311610,100
2002-04-24,14400.0,13800.0,370795.0,13.43,34630,-28950,100
2002-04-25,13300.0,12400.0,522950.0,12.07,118470,-118680,140
2002-04-26,12400.0,13300.0,393710.0,12.95,24870,-34870,10000
2002-04-29,12500.0,12850.0,276000.0,12.51,22860,-22980,100
2002-04-30,12800.0,13400.0,222090.0,13.04,21440,-21280,-100
2002-05-02,13950.0,14700.0,365381.0,14.31,-31730,-2680,34470
2002-05-03,14700.0,14750.0,213565.0,14.36,3610,-3330,0
2002-05-06,14500.0,14000.0,237315.0,13.63,-8640,-1810,10500
2002-05-07,13400.0,14050.0,318158.0,13.68,-19240,2740,16500
2002-05-08,14400.0,14200.0,172841.0,13.82,5530,-5530,0
2002-05-09,14400.0,13900.0,226930.0,13.53,1080,-13570,12880
2002-05-10,13700.0,14000.0,118678.0,13.63,3350,-3350,0
2002-05-13,13700.0,13500.0,155960.0,13.14,9370,-9400,30
2002-05-14,13600.0,13150.0,263260.0,12.8,200,-270,270
2002-05-15,13300.0,13400.0,179575.0,13.04,-3250,3250,0
2002-05-16,13400.0,13300.0,101990.0,12.95,1930,-2020,0
2002-05-17,13300.0,13850.0,230350.0,13.48,2700,-2670,-130
2002-05-20,13750.0,14500.0,399030.0,14.11,-95690,-4210,100000
2002-05-21,14500.0,13800.0,309500.0,13.43,1930,-1840,0
2002-05-22,14000.0,14200.0,188250.0,13.82,-1920,1960,0
2002-05-23,14350.0,14300.0,327345.0,13.92,7960,-6310,-380
2002-05-24,14500.0,15050.0,530246.0,14.65,-7230,4930,-10
2002-05-27,15200.0,14850.0,495860.0,14.45,-3340,-160,-10
2002-05-28,14800.0,14300.0,272330.0,13.92,-4550,4550,0
2002-05-29,14300.0,14000.0,274885.0,13.63,9790,-7440,-2220
2002-05-30,13500.0,13000.0,231030.0,12.65,-2330,2390,0
2002-05-31,12750.0,12100.0,398612.0,11.78,65200,-170,-64960
2002-06-03,12300.0,12150.0,285322.0,11.83,34420,180,-35000
2002-06-04,11800.0,11950.0,216620.0,11.63,10990,-920,-10000
2002-06-05,12050.0,12200.0,206190.0,11.87,-240,240,0
2002-06-07,11950.0,12500.0,281433.0,12.17,-59140,59290,0
2002-06-10,12550.0,12500.0,220347.0,12.17,-31160,31170,0
2002-06-11,12600.0,12200.0,133020.0,11.87,13260,2530,-16400
2002-06-12,12050.0,12200.0,142590.0,11.87,11920,-11280,1340
2002-06-14,12050.0,12350.0,123690.0,12.02,2210,-280,0
2002-06-17,12300.0,12200.0,116850.0,11.87,1200,-770,-400
2002-06-18,12300.0,11900.0,144230.0,11.58,-2020,2230,-210
2002-06-19,11800.0,10600.0,221910.0,10.32,1190,-1430,240
2002-06-20,10500.0,10350.0,227600.0,10.07,2900,1400,0
2002-06-21,10350.0,10200.0,189850.0,9.93,-480,500,0
2002-06-24,9990.0,9450.0,243160.0,9.2,-2960,1490,0
2002-06-25,9600.0,8740.0,234240.0,8.51,-2850,3320,0
2002-06-26,8430.0,7660.0,318570.0,7.46,-3630,1850,280
2002-06-27,8100.0,8100.0,242554.0,7.88,520,-520,0
2002-06-28,8310.0,9310.0,343750.0,9.06,-7950,-1730,9680
2002-07-02,8700.0,9500.0,336170.0,9.25,-5180,-3320,8620
2002-07-03,9400.0,9470.0,173460.0,9.22,-7300,7300,0
2002-07-04,9800.0,9620.0,167790.0,9.36,3960,-1960,0
2002-07-05,9620.0,9680.0,236590.0,9.42,-4440,4440,-50
2002-07-08,10100.0,9690.0,205690.0,9.43,-2970,-2010,0
2002-07-09,9800.0,11100.0,457590.0,10.8,-50980,50980,0
2002-07-10,11100.0,11150.0,477400.0,10.85,-23850,31810,0
2002-07-11,11000.0,10800.0,195770.0,10.51,5100,-4970,-100
2002-07-12,10850.0,11000.0,211244.0,10.71,-20880,20840,0
2002-07-15,11200.0,10950.0,158510.0,10.66,-9910,5210,2700
2002-07-16,10950.0,10450.0,179960.0,10.17,-55210,55210,0
2002-07-18,10500.0,10500.0,122490.0,10.22,630,-630,0
2002-07-19,10600.0,11100.0,427130.0,10.8,6600,-3880,-2700
2002-07-22,11100.0,10600.0,487690.0,10.32,-1950,-50,2000
2002-07-23,10750.0,11100.0,348320.0,10.8,-11550,10840,0
2002-07-24,11050.0,10700.0,211535.0,10.41,-3570,-1430,0
2002-07-25,11200.0,11450.0,613300.0,11.14,5280,-19960,-1420
2002-07-26,11450.0,11200.0,363960.0,10.9,-8980,3980,0
2002-07-29,11700.0,11400.0,308470.0,11.1,4500,80,-580
2002-07-30,11600.0,11550.0,285921.0,11.24,-70060,65750,0
2002-07-31,11450.0,11000.0,232620.0,10.71,-11460,13720,0
2002-08-01,11100.0,10600.0,186322.0,10.32,-30240,24880,500
2002-08-02,10200.0,10300.0,205960.0,10.03,-6870,4810,-200
2002-08-05,9950.0,9360.0,177950.0,9.11,-18160,9160,0
2002-08-06,8660.0,9000.0,194880.0,8.76,-35850,31110,0
2002-08-07,9210.0,9270.0,100580.0,9.02,-9210,9210,0
2002-08-08,9510.0,9490.0,87310.0,9.24,7110,-7110,0
2002-08-09,9600.0,9700.0,118290.0,9.44,-36780,31780,0
2002-08-12,9700.0,9600.0,75720.0,9.34,-11170,9170,0
2002-08-13,9460.0,9690.0,76170.0,9.43,-25420,25210,0
2002-08-14,9500.0,9720.0,102860.0,9.46,-35660,35660,0
2002-08-16,10000.0,9950.0,117220.0,9.68,-28240,6220,0
2002-08-19,9970.0,10250.0,104540.0,9.98,-12200,-400,0
2002-08-20,10500.0,10400.0,106960.0,10.12,-28740,13730,0
2002-08-21,10150.0,10750.0,293370.0,10.46,930,880,-500
2002-08-22,10900.0,10850.0,131380.0,10.56,-36150,31110,40
2002-08-23,10850.0,10700.0,109110.0,10.41,-31050,29050,0
2002-08-26,10400.0,10500.0,71850.0,10.22,-19860,19860,0
2002-08-27,10550.0,10400.0,51070.0,10.12,-1410,1390,20
2002-08-28,10300.0,10400.0,65690.0,10.12,-5470,5470,0
2002-08-29,10300.0,10750.0,131100.0,10.46,-30530,32530,0
2002-08-30,10800.0,10850.0,133206.0,10.56,-21690,18790,0
2002-09-02,11100.0,10750.0,77431.0,10.46,-245,-725,0
2002-09-03,10750.0,10850.0,96340.0,10.56,-7070,5350,0
2002-09-04,10650.0,10600.0,219630.0,10.32,16740,-22700,-40
2002-09-05,10700.0,10300.0,97880.0,10.03,-4330,4370,0
2002-09-06,10050.0,9900.0,148190.0,9.64,-29060,30800,0
2002-09-09,10000.0,9410.0,92640.0,9.16,-27090,14040,50
2002-09-10,9330.0,9460.0,85860.0,9.21,-7280,6550,0
2002-09-11,10000.0,9700.0,57740.0,9.44,1200,-1200,0
2002-09-12,9710.0,10000.0,67720.0,9.73,-18030,26390,0
2002-09-13,9820.0,9960.0,50850.0,9.69,-370,-3130,0
2002-09-16,10100.0,9960.0,47090.0,9.69,-4320,4320,0
2002-09-17,10550.0,10400.0,58750.0,10.12,-1910,1890,0
2002-09-18,10000.0,10200.0,51090.0,9.93,3970,-3950,0
2002-09-19,10400.0,10300.0,52070.0,10.03,-5390,5390,0
2002-09-23,10200.0,10200.0,55520.0,9.93,-2010,4910,-500
2002-09-24,10000.0,10200.0,78590.0,9.93,-23440,23420,0
2002-09-25,10050.0,9750.0,136690.0,9.49,-840,12740,0
2002-09-26,9950.0,9430.0,191210.0,9.18,33960,-39650,0
2002-09-27,9150.0,9000.0,310350.0,8.76,-21770,23620,50
2002-09-30,8010.0,8320.0,79860.0,8.1,-19840,-2230,21040
2002-10-01,8050.0,8620.0,164588.0,4.64,-3340,-10910,14250
2002-10-02,8730.0,8730.0,97719.0,4.7,-34340,35410,0
2002-10-04,8550.0,8680.0,45590.0,4.68,-5770,4780,990
2002-10-07,8600.0,8600.0,93570.0,4.63,37750,-42930,5180
2002-10-08,8400.0,8450.0,95637.0,4.55,990,-30990,0
2002-10-09,8420.0,8230.0,79190.0,4.43,-8380,7980,0
2002-10-10,8060.0,7880.0,162537.0,4.25,43450,-33500,0
2002-10-11,7990.0,7600.0,132100.0,4.09,39590,-28830,0
2002-10-14,7790.0,7790.0,166820.0,4.2,87230,-71180,0
2002-10-15,7890.0,8000.0,132870.0,4.31,44970,-1250,0
2002-10-16,8200.0,8220.0,151870.0,4.43,-17420,-1180,20000
2002-10-17,8250.0,8350.0,78908.0,4.5,-1810,1940,0
2002-10-18,8600.0,8800.0,129160.0,4.74,17670,-20000,0
2002-10-21,8800.0,9000.0,92290.0,4.85,-4300,0,0
2002-10-22,9210.0,9040.0,151590.0,4.87,5550,150,0
2002-10-23,9100.0,9050.0,97270.0,4.88,-3450,3450,0
2002-10-24,9200.0,8790.0,95630.0,4.74,49160,-45100,0
2002-10-25,8710.0,8800.0,59060.0,4.74,4990,-4990,0
2002-10-28,8850.0,9080.0,92600.0,4.89,3210,-4230,0
2002-10-29,9010.0,9100.0,58620.0,4.9,10980,1190,0
2002-10-30,9190.0,9050.0,51470.0,4.88,590,-590,0
2002-10-31,9050.0,9000.0,42890.0,4.85,18710,-18710,0
2002-11-01,8840.0,9000.0,82980.0,4.85,35600,-36100,0
2002-11-04,9050.0,9170.0,46100.0,4.94,-4550,4690,0
2002-11-05,9090.0,9130.0,29550.0,4.92,2570,-2570,0
2002-11-06,9130.0,9240.0,65130.0,4.98,14330,-14330,0
2002-11-07,9340.0,9210.0,30594.0,4.96,12790,-12790,0
2002-11-08,9230.0,9100.0,55590.0,4.9,1330,-1830,0
2002-11-11,9030.0,8970.0,48840.0,4.83,1280,-1360,0
2002-11-12,8870.0,8860.0,41704.0,4.77,-764,1284,-520
2002-11-13,8860.0,8800.0,32810.0,4.74,11500,-9120,-2380
2002-11-14,9200.0,9100.0,46770.0,4.9,9640,-12360,2720
2002-11-15,9150.0,9100.0,31680.0,4.9,220,50,-770
2002-11-18,9100.0,9330.0,110977.0,5.03,-1780,-70,0
2002-11-19,9330.0,9720.0,159550.0,5.24,36330,-28830,0
2002-11-20,9750.0,9720.0,83720.0,5.24,18580,-18770,0
2002-11-21,9900.0,9770.0,76834.0,5.26,22920,-25140,0
2002-11-22,9810.0,10200.0,147276.0,5.5,13930,2030,60
2002-11-25,10350.0,10000.0,204214.0,5.39,116750,-93750,0
2002-11-26,9980.0,10550.0,119190.0,5.68,2290,-1380,0
2002-11-27,10500.0,11000.0,161870.0,5.93,-1330,330,0
2002-11-28,11250.0,10950.0,125900.0,5.9,25910,-9590,0
2002-11-29,11100.0,11200.0,49021.0,6.03,1430,-1430,0
2002-12-02,11350.0,11850.0,159130.0,6.38,1240,-590,0
2002-12-03,12000.0,11850.0,126710.0,6.38,37420,-37320,-100
2002-12-04,11550.0,11700.0,130840.0,6.3,-10870,-9070,19940
2002-12-05,11850.0,11700.0,65060.0,6.3,-4440,4500,-60
2002-12-06,11800.0,11450.0,361360.0,6.17,39430,-39770,-160
2002-12-09,11200.0,10900.0,177150.0,5.87,2400,-1230,0
2002-12-10,10600.0,11150.0,101260.0,6.01,1870,-1870,0
2002-12-11,11450.0,11200.0,82170.0,6.03,-3280,-6720,0
2002-12-12,11100.0,11800.0,91450.0,6.36,2130,-3320,980
2002-12-13,11800.0,11800.0,59100.0,6.36,-9280,-660,0
2002-12-16,11600.0,11600.0,52140.0,6.25,-3340,-1460,0
2002-12-17,11850.0,11600.0,70680.0,6.25,10360,-10360,0
2002-12-18,11600.0,11900.0,76430.0,6.41,-27400,18400,0
2002-12-20,12000.0,11900.0,50710.0,6.41,-30110,15110,0
2002-12-23,11750.0,11250.0,116640.0,6.06,-25040,24640,150
2002-12-24,11000.0,10700.0,178910.0,5.76,-26900,5560,100
2002-12-26,10500.0,10500.0,152918.0,5.66,-1930,4150,-220
2002-12-27,10250.0,10000.0,106080.0,5.39,1900,-2780,0
2002-12-30,9600.0,9340.0,250900.0,5.03,-18120,8020,100
2003-01-02,9600.0,10100.0,127470.0,,-2600,-3350,-340
2003-01-03,10550.0,10550.0,98510.0,,7510,-7350,-100
2003-01-06,10650.0,10550.0,86000.0,,-4860,3520,40
2003-01-07,10700.0,10500.0,102142.0,,-7270,5970,100
2003-01-08,10450.0,10800.0,79900.0,,1030,-30,0
2003-01-09,10650.0,10600.0,72323.0,,0,2370,-4280
2003-01-10,10750.0,10500.0,192692.0,,18650,-19800,180
2003-01-13,10500.0,10500.0,111450.0,,49760,-49860,40
2003-01-14,10750.0,10950.0,74080.0,,6640,-1840,160
2003-01-15,11000.0,11100.0,79284.0,,4870,-1000,120
2003-01-16,10950.0,11150.0,61710.0,,-160,2210,250
2003-01-17,11000.0,10950.0,59873.0,,2340,-1430,120
2003-01-20,10750.0,10900.0,57120.0,,-11820,11780,40
2003-01-21,10750.0,10800.0,35430.0,,-520,520,0
2003-01-22,10600.0,10450.0,83180.0,,320,-130,-190
2003-01-23,10400.0,10700.0,43680.0,,-6410,6130,280
2003-01-24,10700.0,10500.0,62150.0,,13070,-13150,80
2003-01-27,10100.0,10150.0,51230.0,,3630,-3890,0
2003-01-28,10000.0,10250.0,37400.0,,1770,-1770,0
2003-01-29,10450.0,10300.0,51795.0,,1180,-580,-600
2003-01-30,10350.0,10700.0,84570.0,,-16810,-3080,19890
2003-02-03,10500.0,10550.0,125811.0,,-510,530,-20
2003-02-04,10550.0,10600.0,27800.0,,550,-550,0
2003-02-05,10400.0,10350.0,59176.0,,5126,-76,-50
2003-02-06,10300.0,10300.0,45740.0,,140,-190,50
2003-02-07,10200.0,10100.0,98203.0,,-100,0,100
2003-02-10,9900.0,10000.0,96854.0,,-11070,1070,0
2003-02-11,10150.0,10050.0,82510.0,,520,-520,0
2003-02-12,9910.0,10100.0,49720.0,,-170,120,50
2003-02-13,10100.0,10400.0,49410.0,,-8340,3340,0
2003-02-14,10350.0,10400.0,46350.0,,-300,80,220
2003-02-17,10650.0,11000.0,110760.0,,-130,-770,900
2003-02-18,11000.0,10850.0,62830.0,,-5690,5290,0
2003-02-19,11150.0,11100.0,78490.0,,-13620,13280,340
2003-02-20,10900.0,11100.0,55555.0,,-1300,1300,0
2003-02-21,11250.0,11000.0,27855.0,,1180,-1180,0
2003-02-24,11150.0,11350.0,86740.0,,-20900,5500,400
2003-02-25,11200.0,11000.0,56200.0,,3000,-1890,0
2003-02-26,11050.0,10950.0,41180.0,,-9010,8750,260
2003-02-27,10800.0,10700.0,45240.0,,2980,-2820,-160
2003-02-28,10750.0,10900.0,27498.0,,1090,-990,-100
2003-03-03,11000.0,11100.0,42830.0,,-3590,3590,0
2003-03-04,10800.0,10800.0,29830.0,,3690,-3690,0
2003-03-05,10700.0,10250.0,76904.0,,-790,-310,100
2003-03-06,10350.0,10150.0,67800.0,,-3090,2990,100
2003-03-07,10000.0,9930.0,60553.0,,-570,500,70
2003-03-10,9930.0,9500.0,52526.0,,930,-930,0
2003-03-11,9110.0,9000.0,104298.0,,7470,-15540,0
2003-03-12,9060.0,9500.0,70949.0,,-4390,4390,0
2003-03-13,9800.0,9520.0,67150.0,,800,1130,-1860
2003-03-14,10100.0,10150.0,97590.0,,40418,-40418,0
2003-03-17,9810.0,9400.0,66060.0,,-1290,1290,0
2003-03-18,9940.0,10000.0,89360.0,,9970,600,0
2003-03-19,9770.0,9950.0,46960.0,,2120,-2050,0
2003-03-20,10100.0,10600.0,116510.0,,11810,-11810,0
2003-03-21,10850.0,10700.0,70190.0,,-2910,2860,0
2003-03-24,10700.0,10400.0,69160.0,,1220,-1760,40
2003-03-25,9850.0,10450.0,157690.0,,-6470,6290,80
2003-03-26,10700.0,10600.0,129640.0,,-1350,-1600,-9500
2003-03-27,10400.0,10700.0,54740.0,,2240,-2510,200
2003-03-28,10850.0,10900.0,49440.0,,560,-280,-280
2003-03-31,10700.0,10550.0,42550.0,,-1300,1300,0
2003-04-01,10250.0,10450.0,48210.0,,1200,-1260,-140
2003-04-02,10650.0,10700.0,49300.0,,-4000,4000,0
2003-04-03,10950.0,11100.0,217120.0,,-27040,23860,2380
2003-04-04,11150.0,11650.0,330440.0,,12327,-92867,81540
2003-04-07,11950.0,12200.0,241861.0,,20900,-19820,720
2003-04-08,12100.0,12150.0,191287.0,,6617,-21457,12840
2003-04-09,12000.0,12250.0,155287.0,,-2870,1950,340
2003-04-10,12350.0,12550.0,187271.0,,37660,-43360,6000
2003-04-11,12800.0,12300.0,189000.0,,32960,-31930,4240
2003-04-14,12350.0,12300.0,189669.0,,-1760,3910,400
2003-04-15,12450.0,12050.0,216460.0,,1110,-1170,60
2003-04-16,12300.0,12400.0,255269.0,,27700,-35300,3500
2003-04-17,12300.0,12150.0,162860.0,,25180,-25180,0
2003-04-18,12400.0,12950.0,641981.0,,38760,-36950,1190
2003-04-21,13000.0,13050.0,294807.0,,31227,-29757,-1070
2003-04-22,13100.0,12700.0,236780.0,,14460,-14960,-130
2003-04-23,12800.0,12400.0,197250.0,,-4620,4840,-70
2003-04-24,12300.0,12350.0,135960.0,,18650,-18650,0
2003-04-25,12150.0,11650.0,260418.0,,-12592,-5798,18020
2003-04-28,11450.0,11700.0,138190.0,,12360,-12410,0
2003-04-29,11950.0,11950.0,203580.0,,34160,-34260,100
2003-04-30,12150.0,11800.0,140890.0,,8380,-7410,330
2003-05-02,12000.0,12450.0,225750.0,,12350,-12680,0
2003-05-06,12650.0,12350.0,173349.0,,7520,5180,1000
2003-05-07,12350.0,12350.0,226820.0,,24650,-30470,2820
2003-05-09,12350.0,12600.0,210089.0,,22550,-22050,0
2003-05-12,12850.0,12700.0,265600.0,,15770,-23890,120
2003-05-13,12800.0,12300.0,242342.0,,-31120,29120,0
2003-05-14,12300.0,12600.0,196661.0,,-15910,-3810,4260
2003-05-15,12900.0,13400.0,969412.0,,-149290,44720,100870
2003-05-16,13700.0,13600.0,591936.0,,-14360,35340,-100
2003-05-19,13350.0,12800.0,283551.0,,-13370,15900,0
2003-05-20,12550.0,13000.0,250090.0,,2510,3040,-480
2003-05-21,12850.0,12950.0,163570.0,,-2120,-770,-1350
2003-05-22,12800.0,12450.0,388460.0,,-12930,-8230,23100
2003-05-23,12600.0,12750.0,308320.0,,-22110,24790,-1600
2003-05-26,13050.0,13200.0,430060.0,,-65926,46896,15840
2003-05-27,13400.0,12900.0,374650.0,,-18640,9610,0
2003-05-28,13250.0,12850.0,261380.0,,-13750,10740,40
2003-05-29,12700.0,12550.0,266868.0,,23955,-27995,-30
2003-05-30,12400.0,12650.0,188607.0,,10700,-12540,830
2003-06-02,12750.0,12750.0,208914.0,,3200,-4200,-830
2003-06-03,12750.0,12450.0,224533.0,,10540,-13120,0
2003-06-04,12450.0,12300.0,234284.0,,20610,-18850,60
2003-06-05,12400.0,12250.0,206951.0,,-13950,12290,0
2003-06-09,12150.0,12400.0,261030.0,,18150,2140,-2020
2003-06-10,12300.0,12150.0,155070.0,,-8530,7830,40
2003-06-11,12150.0,12050.0,169463.0,,18350,-8700,150
2003-06-12,12100.0,12250.0,158855.0,,12730,-12710,-60
2003-06-13,12300.0,12300.0,150608.0,,-670,-2540,10
2003-06-16,12250.0,12200.0,161080.0,,8780,-2280,-8000
2003-06-17,12350.0,12200.0,359705.0,,30190,18160,-44940
2003-06-18,12200.0,11950.0,217082.0,,-6530,-1110,7040
2003-06-19,11900.0,11750.0,252662.0,,-8500,510,7190
2003-06-20,11600.0,12000.0,188120.0,,-39220,19210,19010
2003-06-23,11850.0,11700.0,85490.0,,-17290,13760,3530
2003-06-24,11400.0,11400.0,130540.0,,-1700,-3770,5470
2003-06-25,11500.0,11650.0,106840.0,,-3640,3640,0
2003-06-26,11650.0,11450.0,99830.0,,-5520,-1600,7620
2003-06-27,11550.0,11300.0,124162.0,,15180,-7600,20
2003-06-30,11200.0,11150.0,106491.0,,-8190,8030,150
2003-07-01,11200.0,11350.0,144530.0,,39340,-39350,10
2003-07-02,11450.0,11700.0,200500.0,,-38920,14930,23000
