Symbol,빙그레_시가(원),빙그레_종가(원),빙그레_거래량(주),빙그레_PER(IFRS-연결),빙그레_순매수수량(개인)(주),빙그레_순매수수량(기관계)(주),빙그레_순매수수량(외국인계)(주)
2008-05-27,36200.0,37000.0,13140.0,8.68,-1280,-1260,1010
2008-05-28,37400.0,36700.0,14970.0,8.61,3630,-7130,3070
2008-05-29,36600.0,36500.0,15630.0,8.56,940,2370,-4020
2008-05-30,36450.0,36500.0,24860.0,8.56,-1110,1780,690
2008-06-02,36350.0,36150.0,22044.0,8.48,5253,-6240,7010
2008-06-03,36300.0,35800.0,12620.0,8.4,430,-2890,1730
2008-06-04,35700.0,36000.0,49059.0,8.45,12400,-430,-12790
2008-06-05,35800.0,36350.0,20982.0,8.53,740,-2980,2440
2008-06-09,35650.0,36050.0,25092.0,8.46,-5336,-4244,9540
2008-06-10,36000.0,35750.0,32565.0,8.39,-2301,-13099,10290
2008-06-11,36250.0,36500.0,53823.0,8.56,-14690,12210,2410
2008-06-12,36150.0,35500.0,82237.0,8.33,6826,-5266,-1900
2008-06-13,35800.0,35600.0,25815.0,8.35,3560,-11860,7010
2008-06-16,35500.0,35800.0,11967.0,8.4,-837,-3263,1980
2008-06-17,35900.0,35700.0,12040.0,8.38,-1930,-1670,2220
2008-06-18,35700.0,35600.0,16301.0,8.35,-6630,1250,3380
2008-06-19,35600.0,35700.0,21709.0,8.38,-6621,-4620,5650
2008-06-20,35600.0,35800.0,13355.0,8.4,2099,-4129,290
2008-06-23,35500.0,35700.0,8608.0,8.38,-2830,1900,1090
2008-06-24,35600.0,35450.0,22955.0,8.32,-5010,-1510,4970
2008-06-25,35500.0,35400.0,28922.0,8.31,-7650,6540,-4120
2008-06-26,35400.0,35550.0,17008.0,8.34,-8948,-710,9338
2008-06-27,35100.0,35500.0,29932.0,8.33,-7790,1360,4590
2008-06-30,35500.0,36100.0,22600.0,8.47,-5440,4860,-1670
2008-07-01,36250.0,35500.0,25124.0,8.33,-3282,-6698,8180
2008-07-02,35500.0,35200.0,31815.0,8.26,-14400,-1130,13200
2008-07-03,35500.0,35150.0,26620.0,8.25,-16220,1040,14140
2008-07-04,35500.0,34100.0,28890.0,8.0,-3340,410,470
2008-07-07,34500.0,34600.0,14630.0,8.12,-6230,1100,4510
2008-07-08,35000.0,34100.0,18020.0,8.0,-6200,-2340,8340
2008-07-09,34500.0,34650.0,20730.0,8.13,-7410,620,3100
2008-07-10,34650.0,36000.0,95651.0,8.45,-15790,35560,-19140
2008-07-11,36000.0,36100.0,40232.0,8.47,-11680,13000,-10460
2008-07-14,35450.0,36100.0,17560.0,8.47,-4410,7080,-4140
2008-07-15,36200.0,36000.0,52481.0,8.45,-8910,39340,-31970
2008-07-16,36000.0,36250.0,30421.0,8.51,-8990,11830,-6550
2008-07-17,36250.0,35700.0,38342.0,8.38,-5198,11618,-8390
2008-07-18,35500.0,35600.0,23461.0,8.35,-4630,16270,-12550
2008-07-21,35600.0,36000.0,37080.0,8.45,-7730,14800,-12240
2008-07-22,36000.0,36000.0,29061.0,8.45,-7099,15439,-5550
2008-07-23,36550.0,36000.0,29091.0,8.45,-1300,8990,-8720
2008-07-24,36000.0,36100.0,46120.0,8.47,1050,18090,-15440
2008-07-25,35250.0,35950.0,18585.0,8.43,-6405,5013,-3578
2008-07-28,35950.0,36450.0,13170.0,8.55,-7590,6100,1510
2008-07-29,35800.0,36150.0,25400.0,8.48,-13380,11070,2390
2008-07-30,36200.0,36450.0,22380.0,8.55,-13160,8610,4160
2008-07-31,36300.0,37200.0,43230.0,8.73,-23790,18370,1030
2008-08-01,37200.0,37250.0,33190.0,8.74,2381,-10431,8480
2008-08-04,37700.0,37200.0,31786.0,8.73,-14134,12330,2060
2008-08-05,37600.0,37550.0,20698.0,8.81,-7840,4510,1050
2008-08-06,37600.0,37800.0,19657.0,8.87,-6403,8013,-3440
2008-08-07,37800.0,36500.0,23467.0,8.56,10311,-4511,-6240
2008-08-08,36500.0,35700.0,22120.0,8.38,1590,-5500,1800
2008-08-11,35750.0,35950.0,15566.0,8.43,-3639,959,2650
2008-08-12,35900.0,36000.0,34410.0,8.45,-4770,10690,-4580
2008-08-13,36350.0,36050.0,34810.0,8.46,-3230,-7390,12210
2008-08-14,36000.0,36300.0,86739.0,8.52,-3110,55110,-49800
2008-08-18,36300.0,36000.0,21050.0,8.45,-1350,-1510,910
2008-08-19,36000.0,36050.0,23970.0,8.46,-6330,5340,-4490
2008-08-20,36050.0,36000.0,20190.0,8.45,-3110,3020,-4540
2008-08-21,36000.0,36050.0,28891.0,8.46,-4961,6771,-4300
2008-08-22,36400.0,36000.0,12890.0,8.45,-4630,4670,-1700
2008-08-25,35650.0,35600.0,35720.0,8.35,4040,2390,11760
2008-08-26,35450.0,35900.0,17750.0,8.42,-6610,5760,-1500
2008-08-27,35900.0,36200.0,37650.0,8.49,-6620,20290,-14660
2008-08-28,35900.0,36000.0,7790.0,8.45,291,-2401,2050
2008-08-29,36200.0,36450.0,22091.0,8.55,-6610,6130,930
2008-09-01,36500.0,36300.0,33430.0,8.52,-13010,23730,-10920
2008-09-02,36050.0,36000.0,25710.0,8.45,-8800,15780,-5840
2008-09-03,35500.0,35500.0,11861.0,8.33,-1582,-1098,2610
2008-09-04,35300.0,35000.0,18930.0,8.21,1567,-4387,7000
2008-09-05,34950.0,35150.0,17670.0,8.25,-3100,-4230,7500
2008-09-08,35150.0,35300.0,17788.0,8.28,4003,-3723,-240
2008-09-09,35100.0,35050.0,18345.0,8.22,-1115,-3895,4830
2008-09-10,35400.0,36000.0,22040.0,8.45,-5530,5440,-2110
2008-09-11,35500.0,35300.0,41770.0,8.28,7000,-16880,10470
2008-09-12,35450.0,35750.0,15790.0,8.39,-430,-3000,690
2008-09-16,34550.0,35800.0,22013.0,8.4,-12817,6500,4477
2008-09-17,35800.0,35300.0,16866.0,8.28,3760,-2690,-1830
2008-09-18,35850.0,35600.0,18985.0,8.35,-6690,6740,-760
2008-09-19,35500.0,35950.0,40100.0,8.43,-4000,26010,-21010
2008-09-22,35550.0,36050.0,32290.0,8.46,-7570,8320,1100
2008-09-23,36200.0,35500.0,19471.0,8.33,2821,8279,-11090
2008-09-24,35750.0,35300.0,63000.0,8.28,10630,-3070,-7450
2008-09-25,35200.0,35100.0,19370.0,8.24,2260,-1240,-1040
2008-09-26,34700.0,35000.0,17270.0,8.21,-4980,1800,1200
2008-09-29,35100.0,35100.0,26061.0,8.24,-5179,-5601,9840
2008-09-30,34200.0,33750.0,32692.0,7.92,3940,5550,-11470
2008-10-01,33700.0,33000.0,26561.0,7.74,5640,-1540,-4380
2008-10-02,33050.0,33350.0,13500.0,7.82,350,5960,-6460
2008-10-06,33000.0,32800.0,40701.0,7.7,5180,4840,-22320
2008-10-07,32800.0,32700.0,21611.0,7.67,-350,1600,-1420
2008-10-08,32500.0,31650.0,34204.0,7.43,-2078,8868,-13040
2008-10-09,32400.0,31700.0,31318.0,7.44,-3290,1420,1660
2008-10-10,31300.0,28800.0,74091.0,6.76,17940,-7630,-16440
2008-10-13,29200.0,31000.0,38191.0,7.27,-13400,3370,9700
2008-10-14,31950.0,32200.0,25150.0,7.55,4230,-810,-2890
2008-10-15,32200.0,33700.0,19070.0,7.91,-8470,6810,1790
2008-10-16,32500.0,33900.0,24500.0,7.95,-5274,5024,230
2008-10-17,33500.0,34900.0,42020.0,8.19,-15390,3260,11620
2008-10-20,35150.0,35400.0,28950.0,8.31,-9570,14270,-5010
2008-10-21,34700.0,34150.0,36636.0,8.01,6316,3340,-10170
2008-10-22,34750.0,34100.0,51144.0,8.0,-1707,10247,-11220
2008-10-23,33900.0,33500.0,51879.0,7.86,-6857,1497,5060
2008-10-24,33500.0,33100.0,51918.0,7.77,-18948,29198,-10020
2008-10-27,32450.0,31400.0,32756.0,7.37,-1964,730,1654
2008-10-28,32000.0,30950.0,41296.0,7.26,-3924,17894,-14480
2008-10-29,31900.0,31450.0,32640.0,7.38,-5810,-1580,6370
2008-10-30,32000.0,34450.0,72601.0,8.08,-18335,-4914,35649
2008-10-31,33650.0,35550.0,78874.0,8.34,-6460,-35200,34390
2008-11-03,36050.0,34200.0,35201.0,8.02,1590,-11250,11000
2008-11-04,34500.0,36900.0,41946.0,8.66,-15536,14186,-1580
2008-11-05,37000.0,37900.0,52686.0,8.89,-19560,-5350,25320
2008-11-06,37850.0,37200.0,36730.0,8.73,-4340,11420,-4710
2008-11-07,37200.0,39300.0,71977.0,9.22,-23290,20110,-4520
2008-11-10,40200.0,40200.0,60432.0,9.43,-11140,1540,8490
2008-11-11,40000.0,40250.0,42511.0,9.44,-12770,11230,1240
2008-11-12,40000.0,40350.0,35710.0,9.47,-9090,15560,-9200
2008-11-13,38500.0,41150.0,61635.0,9.65,-11050,7450,-590
2008-11-14,41200.0,41150.0,42671.0,9.65,-1670,-3700,4910
2008-11-17,40100.0,41100.0,51445.0,9.64,-1374,3264,-2530
2008-11-18,40300.0,41000.0,45642.0,9.62,-2986,-6974,11840
2008-11-19,40500.0,40000.0,40622.0,9.38,-1268,-10322,13070
2008-11-20,40000.0,38400.0,16060.0,9.01,-630,1310,-2080
2008-11-21,37850.0,41000.0,47250.0,9.62,-10870,920,9730
2008-11-24,39850.0,38350.0,35890.0,9.0,4300,520,-8780
2008-11-25,38650.0,40000.0,34570.0,9.38,-2200,7490,-6320
2008-11-26,39050.0,38100.0,33006.0,8.94,13629,-1910,-9710
2008-11-27,38300.0,38600.0,22451.0,9.06,-2530,-2370,4770
2008-11-28,38600.0,40000.0,32637.0,9.38,-11299,-2531,12910
2008-12-01,39250.0,39100.0,16745.0,9.17,3700,-1840,-1830
2008-12-02,37800.0,38050.0,23201.0,8.93,2700,1810,-6510
2008-12-03,37600.0,37800.0,38904.0,8.87,4835,-6685,4060
2008-12-04,37050.0,36800.0,33991.0,8.63,3341,-1411,-2500
2008-12-05,37500.0,37400.0,32270.0,8.77,-2650,8780,-6380
2008-12-08,37400.0,38100.0,41970.0,8.94,-30,13710,-14250
2008-12-09,38800.0,37800.0,26170.0,8.87,1298,-1808,-150
2008-12-10,38300.0,39000.0,39992.0,9.15,-8770,2330,4290
2008-12-11,38500.0,39850.0,76480.0,9.35,-1090,2010,1210
2008-12-12,39000.0,40400.0,70295.0,9.48,855,10985,-13700
2008-12-15,40500.0,41300.0,63051.0,9.69,-10211,3721,4390
2008-12-16,40900.0,40600.0,57730.0,9.53,-10840,-5840,15170
2008-12-17,40950.0,42000.0,44240.0,9.85,-13080,-3530,14690
2008-12-18,42450.0,43000.0,58883.0,10.09,-6940,4000,-2320
2008-12-19,43350.0,40750.0,54642.0,9.56,3894,1730,-7534
2008-12-22,40850.0,41300.0,27101.0,9.69,-2709,-391,1230
2008-12-23,40800.0,40100.0,14973.0,9.41,190,-2550,440
2008-12-24,40700.0,42800.0,47572.0,10.04,-9448,3198,4280
2008-12-26,42150.0,43400.0,19647.0,10.18,-6210,4910,1350
2008-12-29,43200.0,41500.0,52143.0,9.74,10393,-20983,3220
2008-12-30,41000.0,43550.0,75938.0,10.22,-4686,11226,-9610
2009-01-02,42050.0,41900.0,21628.0,9.93,4305,-6475,960
2009-01-05,42300.0,40000.0,34427.0,9.48,17212,-17872,1190
2009-01-06,41100.0,40850.0,57649.0,9.68,-8529,-1641,12570
2009-01-07,40850.0,41000.0,31381.0,9.72,991,-14494,10430
2009-01-08,41450.0,40500.0,46971.0,9.6,2780,5370,-9800
2009-01-09,40000.0,39950.0,33802.0,9.47,3360,-7090,1320
2009-01-12,39950.0,40950.0,25781.0,9.71,-7750,-3560,9740
2009-01-13,40050.0,40700.0,20100.0,9.65,-1140,-5340,5080
2009-01-14,40300.0,41100.0,20501.0,9.74,-7112,-2098,7460
2009-01-15,40500.0,38900.0,32332.0,9.22,7400,-5700,-3000
2009-01-16,38900.0,40150.0,20740.0,9.52,-5820,2630,580
2009-01-19,40100.0,40200.0,11830.0,9.53,-380,-4650,4310
2009-01-20,39500.0,39100.0,21192.0,9.27,5901,-7341,620
2009-01-21,39600.0,37800.0,37480.0,8.96,5650,-11240,2630
2009-01-22,38000.0,38600.0,28796.0,9.15,-3960,1980,590
2009-01-23,39150.0,37600.0,21074.0,8.91,5104,-8974,2430
2009-01-28,38350.0,38450.0,17559.0,9.11,-4855,3545,3830
2009-01-29,38500.0,40150.0,21514.0,9.52,-9816,916,7080
2009-01-30,39900.0,39500.0,16383.0,9.36,-1967,-923,2960
2009-02-02,39250.0,41300.0,31180.0,9.79,-7410,1950,4380
2009-02-03,40600.0,39700.0,35990.0,9.41,11020,-15400,1500
2009-02-04,39500.0,40450.0,28620.0,9.59,-4510,-850,3400
2009-02-05,39700.0,39500.0,18391.0,9.36,2824,-8354,4380
2009-02-06,39600.0,39550.0,19797.0,9.38,-4724,4974,-1740
2009-02-09,39750.0,38200.0,49268.0,9.06,27574,2486,-15600
2009-02-10,38500.0,38100.0,41757.0,9.03,23860,2607,-20930
2009-02-11,38000.0,37750.0,31438.0,8.95,14966,-3026,-14020
2009-02-12,38050.0,37900.0,41357.0,8.98,10787,-14265,8680
2009-02-13,37900.0,38550.0,20390.0,9.14,-5950,2170,1750
2009-02-16,38000.0,38100.0,25893.0,9.03,5885,-2680,-1020
2009-02-17,37500.0,35500.0,64661.0,8.42,21879,-5339,-22970
2009-02-18,35000.0,34350.0,56246.0,8.14,13499,451,-22650
2009-02-19,34100.0,33400.0,92862.0,7.92,33792,-9392,-26510
2009-02-20,33500.0,34500.0,60132.0,8.18,-15510,-880,12450
2009-02-23,35000.0,34500.0,42670.0,8.18,4234,256,-4020
2009-02-24,33900.0,35900.0,40690.0,8.51,-21710,11620,4620
2009-02-25,35600.0,35850.0,27760.0,8.5,560,-3900,-890
2009-02-26,35300.0,35400.0,31100.0,8.39,-4380,-5990,7250
2009-02-27,35000.0,36100.0,23636.0,8.56,-5700,-2830,7020
2009-03-02,35250.0,35900.0,32740.0,8.51,-7640,600,6520
2009-03-03,35900.0,35900.0,25100.0,8.51,-8060,2360,2950
2009-03-04,35350.0,38150.0,31720.0,9.04,-16970,-200,11800
2009-03-05,37450.0,37150.0,33266.0,8.81,4910,-4740,-1920
2009-03-06,37800.0,37100.0,22319.0,8.79,-9780,2880,4360
2009-03-09,38200.0,37700.0,17937.0,8.94,-1220,-1280,-130
2009-03-10,37700.0,38100.0,22110.0,9.03,-2520,-8760,11450
2009-03-11,38200.0,39200.0,32103.0,9.29,-12040,-3390,15200
2009-03-12,39350.0,40500.0,63641.0,9.6,-18050,16760,-590
2009-03-13,39750.0,41250.0,37948.0,9.78,-18430,-600,18610
2009-03-16,40500.0,42000.0,36990.0,9.96,-7080,-7620,13670
2009-03-17,42000.0,41550.0,26996.0,9.85,-2540,-1400,6880
2009-03-18,41950.0,41500.0,14684.0,9.84,840,-2960,1980
2009-03-19,41500.0,42000.0,17611.0,9.96,-5250,6220,-940
2009-03-20,41450.0,41650.0,13024.0,9.87,-2239,910,889
2009-03-23,42200.0,42500.0,21022.0,10.07,-7150,4110,4520
2009-03-24,42250.0,42700.0,21522.0,10.12,1292,-6412,7760
2009-03-25,42700.0,42500.0,19894.0,10.07,-20,-2990,3070
2009-03-26,41800.0,41800.0,36718.0,9.91,5940,-7160,60
2009-03-27,41500.0,41650.0,27090.0,9.87,5067,-4607,-210
2009-03-30,41650.0,40900.0,27574.0,9.7,750,3660,-4300
2009-03-31,40800.0,41950.0,20580.0,9.94,-8930,6880,2130
2009-04-01,41300.0,42250.0,24461.0,10.02,-3811,-2559,5460
2009-04-02,41750.0,42300.0,25112.0,10.03,5760,-5630,-60
2009-04-03,41800.0,41700.0,41092.0,9.89,7912,-20622,12830
2009-04-06,41300.0,41250.0,19856.0,9.78,3010,120,-3010
2009-04-07,41500.0,41200.0,22316.0,9.77,4549,-1939,-2570
2009-04-08,41200.0,40550.0,13565.0,9.61,1870,-440,-1330
2009-04-09,40650.0,41650.0,29085.0,9.87,1900,-1040,-780
2009-04-10,41600.0,41500.0,31455.0,9.84,8770,-70,-8640
2009-04-13,41650.0,41750.0,25220.0,9.9,-4001,-5249,9340
2009-04-14,41550.0,41100.0,23202.0,9.74,6929,-6705,6
2009-04-15,40650.0,39900.0,48800.0,9.46,19424,-6804,-22140
2009-04-16,39950.0,39300.0,30304.0,9.32,16860,-2840,-15610
2009-04-17,39050.0,38650.0,57809.0,9.16,26117,-8837,-20470
2009-04-20,38800.0,38450.0,68101.0,9.11,29010,-6510,-30200
2009-04-21,38000.0,38150.0,37422.0,9.04,16660,-1440,-14320
2009-04-22,38400.0,39500.0,46640.0,9.36,930,1650,800
2009-04-23,40200.0,40450.0,37291.0,9.59,760,-630,-40
2009-04-24,40000.0,40000.0,22702.0,9.48,-4600,-1240,5940
2009-04-27,40000.0,39150.0,34884.0,9.28,4670,-3550,-2080
2009-04-28,39200.0,38950.0,25662.0,9.23,-6130,5970,500
2009-04-29,38650.0,39650.0,20150.0,9.4,-4339,649,3550
2009-04-30,39550.0,40300.0,104866.0,9.55,9045,-22535,13560
2009-05-04,41300.0,43300.0,76535.0,10.26,-28470,14780,16940
2009-05-06,43500.0,43100.0,92648.0,10.22,8060,-10890,2960
2009-05-07,43150.0,43200.0,90689.0,10.24,-6680,-4220,11010
2009-05-08,44300.0,44500.0,58677.0,10.55,-7472,6452,2530
2009-05-11,44900.0,44950.0,66381.0,10.66,-5430,-340,6430
2009-05-12,44100.0,44650.0,37522.0,10.58,-5459,6650,-1101
2009-05-13,44050.0,44850.0,47153.0,10.63,-4320,6610,-2420
2009-05-14,44800.0,45700.0,102083.0,10.83,7950,-4510,-22120
2009-05-15,45850.0,47700.0,72621.0,11.31,-6013,-29327,35150
2009-05-18,47200.0,45850.0,33711.0,10.87,13711,-6321,-7160
2009-05-19,46100.0,45300.0,45393.0,10.74,13974,-6104,-7960
2009-05-20,45950.0,45300.0,48830.0,10.74,1030,680,-2800
2009-05-21,45750.0,45600.0,27808.0,10.81,-7675,535,7220
2009-05-22,46000.0,46300.0,59377.0,10.98,-8600,570,12910
2009-05-25,46200.0,47000.0,61064.0,11.14,2266,-4896,7290
2009-05-26,47000.0,45000.0,45469.0,10.67,10020,-12970,3760
2009-05-27,45500.0,44850.0,41510.0,10.63,6400,-710,-5570
2009-05-28,44650.0,45000.0,31322.0,10.67,-5370,4560,-1110
2009-05-29,45750.0,44900.0,29050.0,10.64,-2270,7310,-4960
2009-06-01,44500.0,44850.0,52456.0,10.63,3100,19450,-21680
2009-06-02,45300.0,44850.0,36677.0,10.63,4245,9155,-6360
2009-06-03,44850.0,44350.0,25182.0,10.51,2910,4280,-1890
2009-06-04,44500.0,42650.0,28216.0,10.11,2105,1935,-5630
2009-06-05,42800.0,42700.0,36248.0,10.12,10618,4332,-12410
2009-06-08,42900.0,43600.0,20369.0,10.34,-1038,1388,700
2009-06-09,43800.0,43700.0,32623.0,10.36,-5777,11587,-3680
2009-06-10,43350.0,43350.0,31580.0,10.28,-2173,-5957,8080
2009-06-11,44000.0,43400.0,56311.0,10.29,-6610,5240,12250
2009-06-12,43600.0,44200.0,23730.0,10.48,-2660,1030,1380
2009-06-15,44050.0,42900.0,31104.0,10.17,18821,-7181,-10990
2009-06-16,42700.0,42550.0,29769.0,10.09,6780,6230,-12810
2009-06-17,42300.0,42750.0,18920.0,10.13,-3000,-2450,5430
2009-06-18,42750.0,42200.0,16900.0,10.0,-1040,-2690,3810
2009-06-19,42700.0,41950.0,17192.0,9.94,67,-1967,1880
2009-06-22,41550.0,42050.0,28563.0,9.97,-1740,4980,-3270
2009-06-23,41400.0,40500.0,25447.0,9.6,8290,-8440,290
2009-06-24,40700.0,40650.0,24481.0,9.64,-2530,3640,-1040
2009-06-25,41100.0,42400.0,51932.0,10.05,-2650,9040,-6780
2009-06-26,42700.0,43900.0,29328.0,10.41,-17928,38,17930
2009-06-29,44000.0,43000.0,29000.0,10.19,3670,8880,-7900
2009-06-30,43650.0,44000.0,39781.0,10.43,-12181,4321,7700
2009-07-01,44000.0,44200.0,28138.0,10.48,-7606,5426,-110
2009-07-02,44950.0,43300.0,41425.0,10.26,-760,-3470,3280
2009-07-03,43050.0,42650.0,30861.0,10.11,10520,4470,-15500
2009-07-06,42600.0,43950.0,25564.0,10.42,-9741,-2559,8250
2009-07-07,43950.0,44200.0,27090.0,10.48,910,-8730,8590
2009-07-08,43800.0,43050.0,18898.0,10.21,7578,-68,-8490
2009-07-09,43050.0,43050.0,25492.0,10.21,-348,-12272,8220
2009-07-10,43600.0,43050.0,15217.0,10.21,2920,-1170,-1210
2009-07-13,43300.0,41500.0,25717.0,9.84,9800,-10880,1080
2009-07-14,41850.0,40800.0,18359.0,9.67,6213,-6523,330
2009-07-15,41250.0,41050.0,24239.0,9.73,940,-7460,6220
2009-07-16,41500.0,41500.0,18546.0,9.84,-4710,-1830,6450
2009-07-17,42000.0,42250.0,11036.0,10.02,-670,1860,-1200
2009-07-20,42300.0,42800.0,21631.0,10.15,-7670,7800,-690
2009-07-21,43000.0,43900.0,34474.0,10.41,-5883,9852,-2809
2009-07-22,43500.0,43600.0,11651.0,10.34,-4060,3110,930
2009-07-23,43550.0,44000.0,21128.0,10.43,-7926,11056,-3200
2009-07-24,43500.0,44000.0,17146.0,10.43,-6337,-353,6300
2009-07-27,44200.0,44200.0,36852.0,10.48,-5714,-470,7764
2009-07-28,44200.0,43900.0,20775.0,10.41,203,-403,-310
2009-07-29,43600.0,44000.0,15840.0,10.43,-3759,4449,-1730
2009-07-30,43350.0,43150.0,17990.0,10.23,3830,-4460,540
2009-07-31,43300.0,43800.0,14710.0,10.38,-5310,780,4500
2009-08-03,43800.0,43050.0,38348.0,10.21,-1530,-7230,8210
2009-08-04,43050.0,42450.0,28877.0,10.06,7702,-10372,2580
2009-08-05,42150.0,43000.0,32588.0,10.19,-16472,-6118,21850
2009-08-06,43500.0,43000.0,16172.0,10.19,-602,920,972
2009-08-07,43000.0,43650.0,18752.0,10.35,-6438,3448,2920
2009-08-10,43800.0,43750.0,27854.0,10.37,-3960,-3470,15360
2009-08-11,43750.0,44350.0,36721.0,10.51,-8510,3060,9040
2009-08-12,44650.0,44450.0,28784.0,10.54,-6286,9036,-980
2009-08-13,44150.0,42700.0,49199.0,10.12,23135,-21675,1260
2009-08-14,42700.0,42700.0,21577.0,10.12,932,-2352,3820
2009-08-17,43150.0,41100.0,31673.0,9.74,2640,-9480,6830
2009-08-18,41700.0,42100.0,19810.0,9.98,-7903,4603,3180
2009-08-19,42000.0,41300.0,23774.0,9.79,8260,-11240,3060
2009-08-20,41600.0,42300.0,17753.0,10.03,-5840,-850,6610
2009-08-21,41850.0,42750.0,21650.0,10.13,-5210,-130,5340
2009-08-24,42500.0,42900.0,18317.0,10.17,-8707,4877,3810
2009-08-25,42100.0,42100.0,11368.0,9.98,-1324,-4316,5700
2009-08-26,42000.0,42300.0,10953.0,10.03,-4630,-660,5260
2009-08-27,42250.0,42700.0,17383.0,10.12,-10250,-380,10570
2009-08-28,42650.0,42900.0,12200.0,10.17,-2110,-3470,5430
2009-08-31,43000.0,42000.0,9692.0,9.96,-119,-5111,5180
2009-09-01,42000.0,43050.0,21961.0,10.21,-11971,1561,10460
2009-09-02,43000.0,43250.0,19004.0,10.25,-6592,-2610,9162
2009-09-03,42750.0,42900.0,7427.0,10.17,-2555,1035,1520
2009-09-04,42600.0,43400.0,14960.0,10.29,-5699,589,5010
2009-09-07,43050.0,43100.0,10510.0,10.22,-90,-420,430
2009-09-08,43400.0,42800.0,14821.0,10.15,120,-1900,4460
2009-09-09,42250.0,42550.0,15710.0,10.09,5610,-3370,-2350
2009-09-10,42350.0,43550.0,38800.0,10.32,-2798,6388,-4510
2009-09-11,42750.0,42850.0,24721.0,10.16,8060,-8330,340
2009-09-14,42650.0,42200.0,22806.0,10.0,2920,590,-3510
2009-09-15,42000.0,41650.0,34476.0,9.87,6880,-21000,13930
2009-09-16,41600.0,41700.0,36006.0,9.89,-3936,-2164,6070
2009-09-17,41750.0,42350.0,43203.0,10.04,-5958,5098,4350
2009-09-18,41900.0,42400.0,22104.0,10.05,1623,-11463,10190
2009-09-21,42000.0,43050.0,22403.0,10.21,-6710,-2770,9500
2009-09-22,42800.0,42600.0,22482.0,10.1,-10630,-4380,15400
2009-09-23,42900.0,42350.0,13444.0,10.04,2781,-1031,-1750
2009-09-24,42200.0,42000.0,11280.0,9.96,1000,1780,-2820
2009-09-25,41800.0,41900.0,9050.0,9.93,370,360,-730
2009-09-28,41650.0,41650.0,18630.0,9.87,-2160,-2600,4770
2009-09-29,41650.0,42250.0,18970.0,10.02,250,-690,350
2009-09-30,41750.0,42950.0,21440.0,10.18,-10230,6140,4030
2009-10-01,42950.0,43850.0,28086.0,10.39,-19050,8830,8700
2009-10-05,43900.0,44500.0,49020.0,10.55,-21750,-1860,24880
2009-10-06,44800.0,44250.0,20985.0,10.49,-5450,2680,5010
2009-10-07,43550.0,44950.0,37323.0,10.66,-10240,-6000,24790
2009-10-08,44600.0,45500.0,38455.0,10.79,-5923,-15587,21110
2009-10-09,45750.0,44700.0,15724.0,10.6,1500,-4610,3100
2009-10-12,44850.0,44700.0,11700.0,10.6,-1340,-4540,6360
2009-10-13,44400.0,44200.0,18890.0,10.48,1089,-12759,11700
2009-10-14,44000.0,44750.0,20540.0,10.61,-5640,480,11600
2009-10-15,44750.0,44850.0,69208.0,10.63,3171,-58442,58805
2009-10-16,44650.0,45300.0,19150.0,10.74,10,-1940,8940
2009-10-19,45200.0,46700.0,28114.0,11.07,-4475,-6880,16395
2009-10-20,46750.0,47400.0,17433.0,11.24,667,-1386,2679
2009-10-21,47600.0,46050.0,21270.0,10.92,2542,-4692,7700
2009-10-22,45550.0,44750.0,15014.0,10.61,-881,-29,930
2009-10-23,45000.0,45250.0,8834.0,10.73,-234,-1150,3670
2009-10-26,45000.0,45950.0,9409.0,10.89,-4260,5800,-1580
2009-10-27,45650.0,44450.0,25801.0,10.54,3980,-3560,-410
2009-10-28,44200.0,45800.0,22232.0,10.86,-8764,1494,6310
2009-10-29,45800.0,44400.0,40174.0,10.53,-2230,-2690,3840
2009-10-30,44650.0,44500.0,16872.0,10.55,-1029,-7281,8470
2009-11-02,44600.0,44000.0,13153.0,10.43,-3117,857,2440
2009-11-03,43250.0,43400.0,16009.0,10.29,928,-6058,5140
2009-11-04,43700.0,43400.0,15117.0,10.29,830,-5890,3400
2009-11-05,43450.0,44000.0,16455.0,10.43,-1000,-8210,8410
2009-11-06,43550.0,44900.0,6570.0,10.64,-1980,-1460,3500
2009-11-09,44550.0,45150.0,19251.0,10.7,-3880,-1340,5220
2009-11-10,45150.0,45250.0,12222.0,10.73,-539,-4731,8380
2009-11-11,45900.0,46000.0,7801.0,10.9,-3920,3680,390
2009-11-12,45600.0,45150.0,12864.0,10.7,-208,-4082,4200
2009-11-13,45850.0,45450.0,9470.0,10.77,-2320,850,1380
2009-11-16,45300.0,46000.0,15464.0,10.9,-6919,1719,6820
2009-11-17,46000.0,45600.0,6104.0,10.81,494,-2894,2430
2009-11-18,46000.0,46400.0,22843.0,11.0,-10860,6110,5600
2009-11-19,46100.0,46400.0,12969.0,11.0,110,-4910,4830
2009-11-20,46750.0,46800.0,7951.0,11.09,-3200,2730,470
2009-11-23,46750.0,47000.0,11664.0,11.14,-3874,-1076,4950
2009-11-24,47350.0,47800.0,11230.0,11.33,-5330,-1620,7000
2009-11-25,47450.0,47450.0,7563.0,11.25,-2068,828,1730
2009-11-26,47100.0,46600.0,7662.0,11.05,-412,-2028,2460
2009-11-27,46000.0,46200.0,22489.0,10.95,-2471,-5389,7850
2009-11-30,46250.0,48300.0,21551.0,11.45,-1710,2860,400
2009-12-01,47100.0,48900.0,18323.0,11.59,-1427,277,1760
