Symbol,한솔테크닉스_시가(원),한솔테크닉스_종가(원),한솔테크닉스_거래량(주),한솔테크닉스_PER(IFRS-연결),한솔테크닉스_순매수수량(개인)(주),한솔테크닉스_순매수수량(기관계)(주),한솔테크닉스_순매수수량(외국인계)(주)
2014-10-10,12850.0,12750.0,102512.0,,7517,-11110,3593
2014-10-13,12450.0,12000.0,146312.0,,29398,-12854,-15529
2014-10-14,11850.0,12100.0,190842.0,,30455,-92310,60855
2014-10-15,12100.0,12050.0,124528.0,,7136,-19993,12857
2014-10-16,12300.0,12650.0,400583.0,,81884,-85085,4201
2014-10-17,12750.0,12550.0,233175.0,,38351,-73622,34271
2014-10-20,12600.0,12550.0,150408.0,,9285,-26603,17318
2014-10-21,12900.0,12300.0,212803.0,,60288,-39992,-20296
2014-10-22,12500.0,12200.0,118345.0,,16900,-32517,15617
2014-10-23,12300.0,12200.0,137478.0,,29641,-33461,3820
2014-10-24,12300.0,11500.0,332998.0,,6780,8137,-13917
2014-10-27,11500.0,11400.0,206856.0,,-44655,12717,31938
2014-10-28,11600.0,11400.0,168077.0,,17483,-16687,-2796
2014-10-29,11450.0,11500.0,157532.0,,-24264,3405,20859
2014-10-30,11550.0,11750.0,186528.0,,32482,-16872,-18881
2014-10-31,12200.0,11750.0,197963.0,,57914,-10464,-43979
2014-11-03,11600.0,11200.0,79121.0,,-859,1624,-765
2014-11-04,11250.0,10800.0,202693.0,,-2466,-22279,24745
2014-11-05,10650.0,10600.0,81582.0,,-7422,-4697,11119
2014-11-06,10600.0,10900.0,64543.0,,270,3203,-6673
2014-11-07,10900.0,11200.0,92917.0,,19945,-11370,-8575
2014-11-10,11200.0,11150.0,54927.0,,-748,-474,-5433
2014-11-11,11000.0,11100.0,79375.0,,6897,-7468,571
2014-11-12,11150.0,11800.0,290846.0,,-6756,-8886,-6866
2014-11-13,11750.0,12400.0,398073.0,,-10776,8964,-13252
2014-11-14,12300.0,12350.0,109044.0,,-8113,-420,6004
2014-11-17,12250.0,12650.0,226657.0,,3078,-17002,-4013
2014-11-18,12550.0,12100.0,264654.0,,41400,-3382,-38018
2014-11-19,12050.0,11500.0,252563.0,,-3419,-2067,9525
2014-11-20,11500.0,11750.0,171191.0,,-13071,-13234,26294
2014-11-21,11650.0,12500.0,377575.0,,-9261,-11493,15556
2014-11-24,12400.0,13000.0,349543.0,,-32276,7438,7893
2014-11-25,13100.0,13050.0,244607.0,,-25689,17026,5621
2014-11-26,13050.0,13400.0,248784.0,,24024,-30569,1545
2014-11-27,13350.0,13050.0,193029.0,,20635,-12166,-8063
2014-11-28,12950.0,13100.0,256121.0,,18800,-3247,-8209
2014-12-01,12800.0,12400.0,297384.0,,90379,-19721,-5944
2014-12-02,12250.0,12850.0,176216.0,,-1030,-29503,27612
2014-12-03,12850.0,12600.0,71114.0,,5183,-12097,6314
2014-12-04,12700.0,14200.0,1001688.0,,-57327,-31693,86782
2014-12-05,14250.0,14250.0,351566.0,,35317,-807,-28510
2014-12-08,14300.0,14250.0,233939.0,,17082,-15704,4069
2014-12-09,14250.0,14450.0,250519.0,,7232,-13009,-4406
2014-12-10,14550.0,13700.0,297409.0,,10099,-5183,-144
2014-12-11,13500.0,13850.0,214442.0,,9895,-3028,-6177
2014-12-12,13750.0,13250.0,223011.0,,43056,-18904,-24152
2014-12-15,12950.0,13300.0,158562.0,,22515,-36662,15457
2014-12-16,13200.0,13600.0,229584.0,,-24559,-38298,20649
2014-12-17,13650.0,14000.0,200219.0,,-23558,-5453,9680
2014-12-18,14000.0,14150.0,250170.0,,-27243,-115,3428
2014-12-19,14250.0,14250.0,156312.0,,2670,10351,-1582
2014-12-22,14250.0,13750.0,136687.0,,48297,-28581,-16616
2014-12-23,13800.0,13950.0,164638.0,,-13734,4043,9691
2014-12-24,13850.0,13900.0,201805.0,,7590,-2582,-4710
2014-12-26,13950.0,14400.0,439851.0,,-74571,-12994,84085
2014-12-29,14500.0,14400.0,178821.0,,26576,-21933,-4643
2014-12-30,14300.0,14500.0,149072.0,,-6086,6329,-747
2015-01-02,14400.0,14900.0,289701.0,,28408,-9322,-17539
2015-01-05,14900.0,14950.0,188964.0,,-3052,8311,-5843
2015-01-06,14700.0,14600.0,214180.0,,5772,9703,-15475
2015-01-07,14500.0,14500.0,136181.0,,20911,-12041,-972
2015-01-08,14500.0,14650.0,167810.0,,8249,-16677,22371
2015-01-09,14750.0,14500.0,203682.0,,-9269,508,10761
2015-01-12,14350.0,14450.0,204926.0,,10661,-7279,31233
2015-01-13,14450.0,14450.0,202629.0,,-56238,-9404,67712
2015-01-14,14600.0,14350.0,104841.0,,24377,-11024,-508
2015-01-15,14300.0,15500.0,600438.0,,-107212,-3242,76602
2015-01-16,15500.0,16000.0,794159.0,,-1271,-8110,3114
2015-01-19,16150.0,15950.0,262936.0,,30685,5427,-36305
2015-01-20,15900.0,15600.0,265211.0,,12363,7712,-20075
2015-01-21,15600.0,15350.0,535236.0,,101563,-36451,-55905
2015-01-22,15300.0,15050.0,429291.0,,82991,6228,-99095
2015-01-23,15150.0,15000.0,279144.0,,35627,2023,-37760
2015-01-26,15200.0,15300.0,252535.0,,-7706,-3301,-19697
2015-01-27,15450.0,13850.0,660791.0,,-6570,-16458,-8115
2015-01-28,13850.0,13850.0,320808.0,,-1952,-6639,8460
2015-01-29,14000.0,13800.0,272833.0,,30158,-2705,-24918
2015-01-30,13900.0,13700.0,258040.0,,53434,5175,-58277
2015-02-02,13650.0,13300.0,378392.0,,61069,17985,-76967
2015-02-03,13350.0,13750.0,279518.0,,20885,21295,-42200
2015-02-04,13950.0,14350.0,550855.0,,77157,26930,-109568
2015-02-05,14400.0,14150.0,278043.0,,44535,21415,-69131
2015-02-06,14200.0,14150.0,223128.0,,63277,-9531,-57283
2015-02-09,14250.0,14050.0,216726.0,,1038,18922,-29000
2015-02-10,14000.0,14350.0,217157.0,,24136,20419,-45254
2015-02-11,14350.0,14750.0,338591.0,,-6943,15503,-7851
2015-02-12,14850.0,14800.0,198221.0,,-7437,7325,-4888
2015-02-13,14900.0,14400.0,148103.0,,26892,-23724,-4853
2015-02-16,14300.0,13950.0,203375.0,,15466,-46508,4042
2015-02-17,13950.0,14000.0,113365.0,,-1714,-22512,22766
2015-02-23,13900.0,13700.0,293243.0,,42421,-32662,-7658
2015-02-24,13800.0,14200.0,288400.0,,38231,-40639,908
2015-02-25,14150.0,13950.0,192990.0,,76175,-45191,-28583
2015-02-26,14050.0,14450.0,247933.0,,-5509,1527,3104
2015-02-27,14350.0,14850.0,359651.0,,-2639,-16737,19598
2015-03-02,14900.0,14800.0,263378.0,,-1005,-15267,15610
2015-03-03,14850.0,14500.0,213880.0,,3454,-10772,7478
2015-03-04,14500.0,14200.0,278397.0,,11150,-20885,12753
2015-03-05,14100.0,14350.0,171251.0,,-2562,4218,1388
2015-03-06,14450.0,15550.0,1158149.0,,-132290,69467,62123
2015-03-09,15450.0,15600.0,687629.0,,-9393,4019,6271
2015-03-10,15750.0,15100.0,593693.0,,-25308,19528,-26684
2015-03-11,14750.0,14700.0,463602.0,,-24276,7224,11941
2015-03-12,14850.0,14850.0,627608.0,,67942,-69880,838
2015-03-13,15000.0,14750.0,352109.0,,29941,-33905,-12538
2015-03-16,14900.0,15050.0,306393.0,,13213,-8484,-4950
2015-03-17,15050.0,15200.0,345871.0,,16943,-1396,-18047
2015-03-18,15500.0,17450.0,2939381.0,,-219503,209016,15907
2015-03-19,17500.0,17550.0,1842075.0,,-30824,30572,-12944
2015-03-20,16650.0,17550.0,1675307.0,,-118790,67383,51754
2015-03-23,17750.0,17950.0,886940.0,,-96076,81773,8185
2015-03-24,17900.0,17800.0,726606.0,,-100517,59748,23698
2015-03-25,18050.0,17850.0,779402.0,,-54579,17523,28549
2015-03-26,17900.0,17700.0,533189.0,,34063,-4631,-23232
2015-03-27,17550.0,16300.0,1615021.0,,110569,-100433,-6040
2015-03-30,16250.0,16250.0,518953.0,,57291,-90780,30766
2015-03-31,16250.0,15850.0,747745.0,,60661,-31525,-8311
2015-04-01,15700.0,15850.0,499124.0,,83249,-42970,-54902
2015-04-02,15850.0,16100.0,689468.0,,187250,-421,-194417
2015-04-03,15800.0,16500.0,476109.0,,32880,9073,-56453
2015-04-06,16500.0,16050.0,442031.0,,60658,-35890,-43911
2015-04-07,16100.0,15750.0,282542.0,,-39930,11758,27752
2015-04-08,15850.0,16350.0,328828.0,,-31197,-2002,19633
2015-04-09,16350.0,16450.0,544292.0,,66262,-44767,-26637
2015-04-10,16400.0,16050.0,360790.0,,27855,-16749,-9748
2015-04-13,16200.0,16300.0,273844.0,,-27109,-7817,30863
2015-04-14,16350.0,15850.0,310768.0,,26173,-10440,-16803
2015-04-15,15750.0,16300.0,270995.0,,8841,2082,-9033
2015-04-16,16200.0,16500.0,266917.0,,-67446,48402,16450
2015-04-17,16550.0,17450.0,993846.0,,-71308,24313,37926
2015-04-20,17200.0,17400.0,425953.0,,-13433,36974,-26416
2015-04-21,17550.0,17900.0,623281.0,,-40408,22816,25403
2015-04-22,17900.0,17350.0,653261.0,,55700,-45370,-15580
2015-04-23,17300.0,18300.0,652417.0,,-38710,5586,38124
2015-04-24,18200.0,18050.0,327271.0,,-21881,14137,10744
2015-04-27,18000.0,18900.0,547548.0,,-109726,17287,79404
2015-04-28,19000.0,18850.0,458808.0,,-27646,35286,1035
2015-04-29,19000.0,19250.0,663553.0,,-94912,84480,17821
2015-04-30,19300.0,19000.0,458654.0,,-45543,28799,12394
2015-05-04,19050.0,17950.0,437667.0,,-16643,-36793,57898
2015-05-06,17850.0,18600.0,484164.0,,-119312,13369,105943
2015-05-07,18550.0,18300.0,252064.0,,19293,-21655,-3133
2015-05-08,18450.0,18600.0,195853.0,,1666,9231,-11067
2015-05-11,18800.0,19100.0,342197.0,,-29289,21985,-3595
2015-05-12,19200.0,17950.0,516673.0,,156182,-68967,-87088
2015-05-13,17950.0,18500.0,251735.0,,-46111,30234,12084
2015-05-14,18550.0,19150.0,611021.0,,-47866,79356,-55664
2015-05-15,19200.0,20700.0,1190993.0,,-107714,96846,-351
2015-05-18,21200.0,20850.0,1577587.0,,-167528,280366,-129320
2015-05-19,22000.0,23950.0,2620546.0,,-702089,516105,119712
2015-05-20,24400.0,24300.0,1494239.0,,-211991,21635,203669
2015-05-21,24400.0,24500.0,1003004.0,,-198349,109085,110179
2015-05-22,24650.0,24300.0,977966.0,,-218159,135214,93443
2015-05-26,24750.0,24750.0,686622.0,,-93160,2862,89858
2015-05-27,24250.0,23250.0,751256.0,,26273,-62947,41201
2015-05-28,23450.0,23350.0,736997.0,,-94400,-48344,159813
2015-05-29,23350.0,24550.0,1067620.0,,-251123,159222,84884
2015-06-01,24600.0,23700.0,507174.0,,11990,39318,-50400
2015-06-02,23600.0,23750.0,350232.0,,-98606,62052,31262
2015-06-03,23650.0,24150.0,602574.0,,-121412,141181,-30289
2015-06-04,24550.0,23650.0,539146.0,,13185,28846,-35620
2015-06-05,23250.0,23450.0,305061.0,,-35910,-6073,57071
2015-06-08,23300.0,24350.0,323544.0,,-108836,57629,51737
2015-06-09,24150.0,23600.0,387494.0,,52039,6364,-63611
2015-06-10,23650.0,23000.0,364070.0,,-20345,-9539,23884
2015-06-11,23350.0,25000.0,649857.0,,-245141,200351,41622
2015-06-12,24700.0,24500.0,473434.0,,-17910,85755,-54140
2015-06-15,24550.0,24550.0,469209.0,,23761,21544,-49124
2015-06-16,24450.0,25200.0,498077.0,,1344,20782,-12866
2015-06-17,25600.0,23150.0,1224326.0,,103296,-94580,-209
2015-06-18,23350.0,21800.0,1048349.0,,163736,-309602,142391
2015-06-19,22150.0,22550.0,619986.0,,80610,-94087,5981
2015-06-22,22550.0,21250.0,759860.0,,245471,-188992,-57646
2015-06-23,21500.0,22250.0,583973.0,,-62776,-14937,72960
2015-06-24,22150.0,23300.0,364564.0,,-71272,78272,-6625
2015-06-25,23000.0,23250.0,211851.0,,-16161,10392,5769
2015-06-26,23250.0,23450.0,239716.0,,-11915,25657,-9233
2015-06-29,22800.0,21450.0,436512.0,,97928,-80694,-15204
2015-06-30,21300.0,22400.0,309172.0,,-108858,81018,32165
2015-07-01,22450.0,22300.0,224591.0,,176,-44302,44126
2015-07-02,22350.0,21450.0,351108.0,,51278,-92850,44855
2015-07-03,21250.0,21150.0,471126.0,,117459,-177492,58744
2015-07-06,20500.0,19200.0,879045.0,,197720,-250253,95473
2015-07-07,19550.0,18800.0,636576.0,,29042,-152574,121102
2015-07-08,19200.0,18350.0,430702.0,,57691,-81801,28675
2015-07-09,17950.0,18450.0,744032.0,,73957,-109066,36231
2015-07-10,18500.0,17800.0,399728.0,,98887,-129879,31449
2015-07-13,17850.0,19600.0,472665.0,,-4485,25218,3017
2015-07-14,19950.0,19250.0,369810.0,,138749,-29846,-109202
2015-07-15,19050.0,19500.0,400331.0,,29342,1520,-34142
2015-07-16,19400.0,20100.0,453899.0,,-14191,74192,-60330
2015-07-17,20050.0,19500.0,226057.0,,77599,-8944,-68655
2015-07-20,19750.0,19700.0,298800.0,,61312,-4262,-56050
2015-07-21,19700.0,19050.0,282509.0,,105278,-94324,-13104
2015-07-22,19050.0,19000.0,167801.0,,6567,-17564,4997
2015-07-23,19000.0,19850.0,325332.0,,-12231,101950,-81264
2015-07-24,19900.0,19250.0,188832.0,,64137,13309,-79546
2015-07-27,18900.0,18650.0,201744.0,,89020,-16349,-62611
2015-07-28,18600.0,17400.0,590191.0,,262787,-233779,-30139
2015-07-29,17300.0,18450.0,394196.0,,-100062,45104,56318
2015-07-30,18850.0,19500.0,631340.0,,-105347,133096,-27749
2015-07-31,19400.0,19500.0,249933.0,,25189,49695,-74584
2015-08-03,19650.0,18700.0,187958.0,,36804,-7221,-29842
2015-08-04,18400.0,20400.0,536766.0,,-122573,128486,-8127
2015-08-05,20600.0,20250.0,307777.0,,30894,19504,-55298
2015-08-06,20150.0,20800.0,273208.0,,-27517,21715,1152
2015-08-07,20700.0,20900.0,308643.0,,61575,-3154,-60258
2015-08-10,20750.0,20050.0,171475.0,,27814,-16889,-14275
2015-08-11,20250.0,19450.0,202121.0,,1722,-18516,18468
2015-08-12,19200.0,20500.0,240726.0,,-53224,70381,-17047
2015-08-13,20450.0,20600.0,156458.0,,45699,-10688,-35011
2015-08-17,20700.0,21900.0,462117.0,,-125682,75192,51889
2015-08-18,22000.0,22300.0,606738.0,,-146909,7561,-58260
2015-08-19,21700.0,21050.0,343441.0,,-45953,13217,-18822
2015-08-20,20700.0,20000.0,179783.0,,-4405,-5200,10230
2015-08-21,18700.0,18750.0,343699.0,,-8042,16107,-8065
2015-08-24,18400.0,18800.0,312393.0,,-51529,49709,2480
2015-08-25,19100.0,19050.0,251534.0,,39361,-13857,-22461
2015-08-26,19050.0,20600.0,328291.0,,-101082,37907,62625
2015-08-27,20750.0,20350.0,293259.0,,-27483,18473,9970
2015-08-28,20650.0,21150.0,260081.0,,-17491,1266,16225
2015-08-31,21700.0,20950.0,232120.0,,29957,1475,-29551
2015-09-01,21000.0,20350.0,259444.0,,-26535,67506,-40993
2015-09-02,21950.0,20800.0,942074.0,,130563,-64033,-76483
2015-09-03,21150.0,22300.0,849824.0,,-235415,41988,191707
2015-09-04,22800.0,21950.0,735258.0,,-88150,53872,40713
2015-09-07,22400.0,21700.0,556797.0,,50109,-44724,-5765
2015-09-08,21950.0,20950.0,468201.0,,47717,-33468,-14728
2015-09-09,21350.0,21400.0,332537.0,,29992,-40374,5003
2015-09-10,21000.0,21050.0,465779.0,,46196,-41530,3101
2015-09-11,20700.0,20600.0,266415.0,,-8330,-29703,38750
2015-09-14,21250.0,21700.0,1056692.0,,-76271,4284,73536
2015-09-15,21800.0,22500.0,635549.0,,-146163,65305,81645
2015-09-16,22700.0,22700.0,455084.0,,-78136,19167,57563
2015-09-17,22950.0,23650.0,1018094.0,,-253123,214801,41244
2015-09-18,23700.0,24750.0,943196.0,,-251426,102221,144422
2015-09-21,24500.0,24700.0,1081566.0,,29606,39411,-49558
2015-09-22,25000.0,24400.0,482396.0,,-71365,-5321,78519
2015-09-23,24350.0,24400.0,348883.0,,-56803,24696,32159
2015-09-24,24450.0,23950.0,362838.0,,14217,14424,-29138
2015-09-25,24100.0,24150.0,320877.0,,-34142,-23998,59140
2015-09-30,23800.0,23800.0,501483.0,,89677,-37593,-48400
2015-10-01,24000.0,26900.0,2020507.0,,-297008,83556,219113
2015-10-02,27000.0,26300.0,1290538.0,,128772,-35972,-95500
2015-10-05,26400.0,25800.0,765068.0,,108172,-62253,-46856
2015-10-06,26050.0,25250.0,668246.0,,85185,-90856,-4339
2015-10-07,25550.0,25750.0,902948.0,,-24859,52894,-26392
2015-10-08,25950.0,25350.0,479072.0,,71522,-26647,-39851
2015-10-12,25500.0,24900.0,642698.0,,-15889,-101760,119517
2015-10-13,24600.0,23950.0,708503.0,,-21423,-23548,47125
2015-10-14,23700.0,24000.0,484306.0,,-43978,-24147,74335
2015-10-15,24950.0,24200.0,789594.0,,76472,-38056,-40167
2015-10-16,24400.0,24100.0,369045.0,,3255,-16574,13062
2015-10-19,24550.0,24150.0,240369.0,,26283,-33406,7603
2015-10-20,24200.0,23400.0,585936.0,,99739,-31708,-57302
2015-10-21,23350.0,22950.0,417175.0,,-20960,-26412,47222
2015-10-22,24200.0,23600.0,828397.0,,-44956,83385,-40786
2015-10-23,24100.0,23400.0,378516.0,,21667,8578,-28795
2015-10-26,23500.0,25100.0,954002.0,,-201200,12402,177499
2015-10-27,25250.0,25600.0,915888.0,,-98801,35119,62334
2015-10-28,25700.0,25050.0,474385.0,,15639,405,-14803
2015-10-29,25150.0,24950.0,388341.0,,-25373,-10845,38304
2015-10-30,24800.0,25100.0,398372.0,,-34957,-9293,44330
2015-11-02,25250.0,25750.0,388287.0,,-85526,975,83096
2015-11-03,25950.0,26200.0,497369.0,,-102966,98938,4968
2015-11-04,26350.0,26000.0,252903.0,,-31606,17922,8228
2015-11-05,26050.0,25650.0,278464.0,,-13696,21161,-4507
2015-11-06,25450.0,25500.0,248144.0,,-361,-1697,17251
2015-11-09,25400.0,25200.0,281743.0,,-59824,19186,40738
2015-11-10,24900.0,23750.0,464540.0,,34565,-50461,15896
2015-11-11,23600.0,25200.0,376879.0,,-86257,-19438,107895
2015-11-12,25100.0,24550.0,259965.0,,28729,-13591,-15288
2015-11-13,24200.0,24200.0,150704.0,,19168,-1497,-17595
2015-11-16,24300.0,24550.0,614436.0,,-87761,21202,78216
2015-11-17,25250.0,25150.0,420974.0,,-40196,35900,4741
2015-11-18,25200.0,24400.0,294269.0,,-161,-2049,23
2015-11-19,24650.0,25950.0,556721.0,,-194651,9462,182811
2015-11-20,25950.0,26450.0,462311.0,,-165612,3359,152752
2015-11-23,26900.0,25950.0,548599.0,,36187,-32006,-4211
2015-11-24,26000.0,26600.0,400865.0,,-86601,9253,77075
2015-11-25,26750.0,26950.0,330623.0,,-42492,-32647,73905
2015-11-26,27200.0,27750.0,907011.0,,-148572,-17331,192941
2015-11-27,27900.0,28850.0,935962.0,,-317085,37734,278634
2015-11-30,28850.0,29850.0,808108.0,,-172094,-49025,220978
2015-12-01,29850.0,28900.0,639972.0,,43476,-64623,22224
2015-12-02,29100.0,29050.0,359180.0,,-19620,3448,24791
2015-12-03,28750.0,28500.0,391439.0,,-20081,-24240,43424
2015-12-04,28150.0,29450.0,470860.0,,-53674,25617,26506
2015-12-07,29800.0,28750.0,357360.0,,46305,-28142,-22058
2015-12-08,28750.0,28600.0,323599.0,,13118,-16921,2838
2015-12-09,28800.0,27950.0,533404.0,,7161,-3596,-4036
2015-12-10,27850.0,28400.0,429455.0,,-85467,10698,73249
2015-12-11,28550.0,27950.0,363062.0,,27082,-19377,-8035
2015-12-14,27550.0,27550.0,312547.0,,16751,1743,-18289
2015-12-15,27650.0,26850.0,381285.0,,5509,-29587,23209
2015-12-16,27200.0,26900.0,429173.0,,-86705,658,84969
2015-12-17,27400.0,28650.0,829870.0,,-176259,-25916,189687
2015-12-18,28400.0,28100.0,472093.0,,26210,-4686,-27019
2015-12-21,27750.0,28700.0,300989.0,,-33570,20710,-4433
2015-12-22,28750.0,27950.0,335295.0,,74820,-18343,-54772
2015-12-23,27950.0,27700.0,346375.0,,-57728,23705,30662
2015-12-24,28000.0,27350.0,222120.0,,54,16862,-14276
2015-12-28,27450.0,27200.0,219634.0,,-20518,6603,12579
2015-12-29,27250.0,27700.0,279486.0,,4875,-2427,-2361
2015-12-30,27600.0,28650.0,325795.0,,-72320,39427,34119
2016-01-04,28600.0,27750.0,437437.0,21.36,-17594,91966,-75380
2016-01-05,27350.0,27400.0,340251.0,21.09,81827,-38606,-20741
2016-01-06,27550.0,26400.0,684001.0,20.32,14613,-35435,15149
2016-01-07,26150.0,24650.0,913458.0,18.97,46863,-69307,27513
2016-01-08,24300.0,25100.0,612589.0,19.32,-78704,-8463,86663
2016-01-11,25000.0,24750.0,347787.0,19.05,-35139,14310,22529
2016-01-12,24950.0,24300.0,314787.0,18.7,23763,-9195,-13517
2016-01-13,24600.0,24550.0,492641.0,18.89,19360,27810,-45222
2016-01-14,23950.0,23750.0,418484.0,18.28,-2302,9147,-6945
2016-01-15,24200.0,22900.0,628214.0,17.62,-92151,2043,88055
2016-01-18,22800.0,23050.0,413636.0,17.74,-25633,9625,14929
2016-01-19,23350.0,23550.0,305562.0,18.12,58964,36702,-94986
2016-01-20,23500.0,22000.0,560730.0,16.93,-13291,19189,-6218
2016-01-21,22200.0,22300.0,304038.0,17.16,-48917,20010,28474
2016-01-22,22550.0,22850.0,226540.0,17.59,13399,17221,-31540
2016-01-25,23200.0,22900.0,225981.0,17.62,15849,5691,-21540
2016-01-26,22750.0,22750.0,195453.0,17.51,10624,12057,-22701
2016-01-27,23100.0,23200.0,288741.0,17.85,-39668,51823,-11555
2016-01-28,23250.0,23200.0,179800.0,17.85,36624,9551,-45434
2016-01-29,23300.0,23250.0,293577.0,17.89,-972,97594,-92933
2016-02-01,23500.0,23300.0,207884.0,17.93,13186,5032,-17302
2016-02-02,23300.0,24150.0,279166.0,18.59,-16921,24943,-7772
2016-02-03,23900.0,23600.0,266413.0,18.16,51151,5343,-56174
2016-02-04,23850.0,23650.0,249572.0,18.2,24531,22556,-45281
2016-02-05,23550.0,22950.0,188189.0,17.66,34200,5437,-39682
2016-02-11,21950.0,20850.0,448793.0,16.05,-4225,9166,-4922
2016-02-12,20500.0,17250.0,1470956.0,13.28,246346,-82402,-165508
2016-02-15,17900.0,18000.0,842829.0,13.85,191695,-209698,23785
2016-02-16,18400.0,18400.0,491790.0,14.16,34470,18311,-48193
2016-02-17,19000.0,18400.0,1022798.0,14.16,357252,34871,-393112
2016-02-18,19000.0,19400.0,580683.0,14.93,-55230,49264,-2091
2016-02-19,19500.0,19450.0,464619.0,14.97,93187,48633,-140853
2016-02-22,19350.0,19550.0,259081.0,15.05,60377,635,-60072
2016-02-23,19800.0,18700.0,526848.0,14.39,118754,-24786,-93968
2016-02-24,18600.0,19000.0,314554.0,14.62,-23403,-2230,25633
2016-02-25,19050.0,18600.0,341817.0,14.31,79505,-56997,-22280
2016-02-26,18650.0,19100.0,278942.0,14.7,-14496,-6686,21182
2016-02-29,19150.0,18750.0,296087.0,14.43,107703,-28003,-85647
2016-03-02,19100.0,18750.0,315939.0,14.43,91019,-46959,-43412
2016-03-03,18800.0,18400.0,361873.0,14.16,39154,-41112,2258
2016-03-04,18500.0,18400.0,284469.0,14.16,118625,-54772,-59345
2016-03-07,18400.0,18200.0,325869.0,14.01,72388,-12218,-60170
2016-03-08,18250.0,17900.0,514721.0,13.78,172120,-108604,-63516
2016-03-09,17750.0,18700.0,451827.0,14.39,-36406,-3756,40162
2016-03-10,18750.0,19100.0,364063.0,14.7,-18140,-11232,28372
2016-03-11,19000.0,18950.0,204002.0,14.58,57736,5502,-63238
2016-03-14,19200.0,19050.0,196816.0,14.66,20704,6264,-28021
2016-03-15,19100.0,19000.0,179605.0,14.62,-36151,-3066,39217
2016-03-16,19000.0,19450.0,437495.0,14.97,-18492,26361,-8019
2016-03-17,19650.0,19350.0,396134.0,14.89,44197,41605,-84774
2016-03-18,19450.0,20750.0,873606.0,15.97,-195809,40099,146484
2016-03-21,21100.0,21100.0,660394.0,16.24,-25276,8120,16101
2016-03-22,20900.0,21200.0,286264.0,16.32,-20149,36228,-15871
2016-03-23,21300.0,20850.0,262534.0,16.05,-5870,4500,-2829
2016-03-24,20900.0,20850.0,187275.0,16.05,-61123,1101,58461
2016-03-25,20900.0,20400.0,235122.0,15.7,-13552,8851,4801
2016-03-28,20550.0,20100.0,185617.0,15.47,7987,-763,-7124
2016-03-29,20200.0,20750.0,241734.0,15.97,-6132,7292,511
2016-03-30,21150.0,20800.0,242158.0,16.01,4122,17272,-35394
2016-03-31,21050.0,20150.0,230606.0,15.51,12004,-21713,5709
2016-04-01,20150.0,19600.0,428368.0,15.08,72278,-31130,-48698
2016-04-04,19550.0,19600.0,675385.0,15.08,168350,-131980,-48895
2016-04-05,19500.0,20300.0,558377.0,15.62,-14762,11357,3405
2016-04-06,20200.0,20950.0,450550.0,16.12,-97908,-9622,118332
2016-04-07,21000.0,21200.0,487453.0,16.32,-17070,-2778,17769
2016-04-08,20850.0,21000.0,213285.0,16.16,-10108,-20003,32791
2016-04-11,21500.0,21200.0,492195.0,16.32,113609,43778,-153179
2016-04-12,21200.0,20700.0,306622.0,15.93,37717,-7956,-35686
2016-04-14,20800.0,21650.0,514447.0,16.66,-190169,11720,185823
2016-04-15,21850.0,21900.0,474553.0,16.85,-87309,7648,94809
2016-04-18,21950.0,22300.0,610765.0,17.16,9504,-23222,15758
2016-04-19,22400.0,22500.0,276406.0,17.32,-23606,2673,20395
2016-04-20,22600.0,22700.0,397750.0,17.47,-28598,6025,13257
2016-04-21,22700.0,22700.0,238004.0,17.47,-54086,20289,32898
2016-04-22,22650.0,22750.0,244256.0,17.51,-41601,-9619,51620
2016-04-25,22750.0,21800.0,342677.0,16.78,-2021,-17561,19279
2016-04-26,21950.0,22350.0,172395.0,17.2,-48415,6170,42447
2016-04-27,22350.0,22750.0,269578.0,17.51,-60021,46794,17937
2016-04-28,22850.0,22100.0,193816.0,17.01,37377,-15360,-16692
2016-04-29,21900.0,21900.0,141270.0,16.85,13424,-15168,1744
2016-05-02,22200.0,22050.0,150933.0,16.97,6440,40245,-47822
2016-05-03,21900.0,21800.0,133486.0,16.78,28473,-23755,-3530
2016-05-04,21650.0,21050.0,259753.0,16.2,20635,-35519,15069
2016-05-09,21000.0,21050.0,120825.0,16.2,-2272,527,1745
2016-05-10,21100.0,22800.0,424447.0,17.55,-172352,85271,87832
2016-05-11,22850.0,23250.0,385035.0,17.89,-83756,60023,28136
2016-05-12,23200.0,22850.0,178706.0,17.59,32091,15129,-47221
2016-05-13,22750.0,22800.0,116201.0,17.55,8991,2645,-11637
2016-05-16,22800.0,22100.0,197276.0,17.01,-7107,4972,-2876
2016-05-17,22400.0,22200.0,331865.0,17.08,23358,-9448,-13907
2016-05-18,22100.0,21600.0,176417.0,16.62,13000,3618,-19624
2016-05-19,21650.0,21100.0,200058.0,16.24,24731,22441,-48016
2016-05-20,21100.0,21700.0,191226.0,16.7,-29823,14013,18307
2016-05-23,21900.0,21400.0,134827.0,16.47,40491,-2799,-38138
2016-05-24,21600.0,21150.0,102973.0,16.28,21145,-2848,-18297
2016-05-25,21400.0,21350.0,147812.0,16.43,23550,2314,-25864
2016-05-26,21600.0,20950.0,207527.0,16.12,57124,1826,-58949
2016-05-27,20900.0,20800.0,245087.0,16.01,39189,-31191,202
2016-05-30,20950.0,20950.0,162359.0,16.12,-7147,27760,-20677
2016-05-31,20850.0,20950.0,185020.0,16.12,5718,-8099,3982
