Symbol,한솔테크닉스_시가(원),한솔테크닉스_종가(원),한솔테크닉스_거래량(주),한솔테크닉스_PER(IFRS-연결),한솔테크닉스_순매수수량(개인)(주),한솔테크닉스_순매수수량(기관계)(주),한솔테크닉스_순매수수량(외국인계)(주)
2006-10-19,53000.0,53500.0,58818.0,11.74,-13537,-656,13963
2006-10-20,54500.0,54500.0,43544.0,11.96,-853,-4645,8028
2006-10-23,55400.0,54100.0,31524.0,11.87,-152,-8533,4975
2006-10-24,54500.0,52700.0,71227.0,11.56,13201,-10855,7537
2006-10-25,52100.0,53700.0,47335.0,11.78,1173,1015,270
2006-10-26,53700.0,52900.0,68528.0,11.61,1709,19901,-1900
2006-10-27,52400.0,52000.0,87902.0,11.41,21759,-8455,-8355
2006-10-30,51200.0,50200.0,40921.0,11.01,13612,-15822,290
2006-10-31,50400.0,51000.0,86824.0,11.19,9656,4363,22270
2006-11-01,52400.0,53900.0,95824.0,11.83,-24139,136,25197
2006-11-02,53500.0,53100.0,56540.0,11.65,-646,329,-3327
2006-11-03,53000.0,51800.0,85723.0,11.37,24777,-6115,-82
2006-11-06,51400.0,52000.0,53037.0,11.41,7076,-21076,13814
2006-11-07,52900.0,52000.0,48609.0,11.41,1720,-6950,4910
2006-11-08,51700.0,51900.0,95242.0,11.39,62,-23246,14795
2006-11-09,52400.0,51700.0,68538.0,11.34,6301,-16222,5983
2006-11-10,52000.0,51800.0,60331.0,11.37,13561,-19313,6080
2006-11-13,52100.0,52200.0,40166.0,11.45,-14859,14060,-177
2006-11-14,52500.0,55000.0,148416.0,12.07,-30938,26258,5470
2006-11-15,56200.0,56500.0,123944.0,12.4,2704,-11451,9180
2006-11-16,56500.0,57000.0,77631.0,12.51,-3555,5657,0
2006-11-17,56300.0,57000.0,64577.0,12.51,243,-7535,3110
2006-11-20,56300.0,57200.0,52227.0,12.55,-13686,8777,4950
2006-11-21,56800.0,57700.0,40137.0,12.66,-1019,-939,4186
2006-11-22,57800.0,56600.0,61996.0,12.42,3428,-10048,6482
2006-11-23,55700.0,56700.0,47658.0,12.44,-12102,8098,2490
2006-11-24,56500.0,56400.0,34693.0,12.37,1508,-3391,742
2006-11-27,55500.0,57600.0,39240.0,12.64,-18164,9114,8445
2006-11-28,57000.0,58300.0,59048.0,12.79,-14457,7375,1606
2006-11-29,59000.0,59000.0,49210.0,12.95,-23345,31873,-9164
2006-11-30,59000.0,59800.0,66571.0,13.12,-11595,9877,400
2006-12-01,59800.0,57500.0,102627.0,12.62,47951,-49198,2670
2006-12-04,57900.0,56400.0,41884.0,12.37,8982,-5473,295
2006-12-05,56400.0,55400.0,58874.0,12.16,-83,6139,350
2006-12-06,54700.0,54800.0,111329.0,12.02,13416,7200,-9754
2006-12-07,54100.0,53500.0,70326.0,11.74,11586,-11713,290
2006-12-08,53200.0,51800.0,72206.0,11.37,20268,-19707,-4550
2006-12-11,51500.0,50700.0,68744.0,11.12,-518,-6924,6562
2006-12-12,50700.0,49600.0,56934.0,10.88,-11488,12403,1172
2006-12-13,49400.0,51500.0,63536.0,11.3,-6560,-2240,3480
2006-12-14,50400.0,53500.0,72162.0,11.74,-7023,1083,7977
2006-12-15,53000.0,52800.0,36407.0,11.59,-797,-976,1660
2006-12-18,52800.0,52200.0,53777.0,11.45,18837,-21796,2167
2006-12-19,51800.0,51400.0,57936.0,11.28,21936,-19905,1749
2006-12-20,51400.0,51400.0,76133.0,11.28,4412,-13525,9824
2006-12-21,51200.0,51400.0,146665.0,11.28,21993,-11791,2556
2006-12-22,50800.0,51800.0,89290.0,11.37,-8149,8236,3915
2006-12-26,51300.0,51300.0,81403.0,11.26,-1778,2756,6987
2006-12-27,51100.0,49800.0,82529.0,10.93,27434,-23184,-2216
2006-12-28,49800.0,50000.0,91633.0,10.97,7540,-33360,27250
2007-01-02,49350.0,49500.0,73275.0,7.5,14776,-17471,2535
2007-01-03,49300.0,47600.0,73288.0,7.22,26591,-22845,-3660
2007-01-04,47150.0,46600.0,123745.0,7.06,18440,-46854,35954
2007-01-05,47000.0,46100.0,145237.0,6.99,28906,-41206,7140
2007-01-08,45800.0,43800.0,113973.0,6.64,24413,-22036,-3577
2007-01-09,43850.0,46200.0,177200.0,7.0,7843,-13803,720
2007-01-10,46350.0,46200.0,115653.0,7.0,8351,-23829,7368
2007-01-11,46650.0,46250.0,73345.0,7.01,-12309,7829,500
2007-01-12,46700.0,47600.0,106585.0,7.22,13845,-13525,2150
2007-01-15,48500.0,47200.0,66392.0,7.16,20050,-13060,-4060
2007-01-16,46800.0,46800.0,48897.0,7.09,-12439,4493,3190
2007-01-17,46200.0,45800.0,57111.0,6.94,4256,-6408,3200
2007-01-18,45250.0,45950.0,53990.0,6.97,-8681,-13959,11470
2007-01-19,45100.0,44400.0,136333.0,6.73,43034,-33714,2470
2007-01-22,44350.0,41950.0,152764.0,6.36,60734,-60290,-8600
2007-01-23,40900.0,40000.0,234939.0,6.06,69361,-62482,8630
2007-01-24,39800.0,41000.0,201030.0,6.22,84750,-74459,1080
2007-01-25,41500.0,40800.0,189779.0,6.18,56613,-69833,8710
2007-01-26,39800.0,40400.0,73285.0,6.12,3333,-8023,2540
2007-01-29,41500.0,39500.0,114970.0,5.99,21883,-22003,2270
2007-01-30,39400.0,38550.0,104507.0,5.84,25343,-31753,3520
2007-01-31,38600.0,37200.0,164323.0,5.64,31279,-27870,5030
2007-02-01,37550.0,37900.0,212594.0,5.75,46334,32986,-64960
2007-02-02,38250.0,39200.0,167395.0,5.94,37724,-15556,-23780
2007-02-05,39150.0,38750.0,100682.0,5.87,12724,-23324,440
2007-02-06,38350.0,41400.0,237774.0,6.28,29712,-32122,5060
2007-02-07,41900.0,42650.0,243302.0,6.47,27313,-12863,-15060
2007-02-08,42650.0,42500.0,126675.0,6.44,4903,12777,-1670
2007-02-09,42000.0,40900.0,253128.0,6.2,61778,-25388,-15820
2007-02-12,40400.0,39700.0,182226.0,6.02,35886,-1497,-18370
2007-02-13,39300.0,39250.0,148032.0,5.95,25180,-30230,-4690
2007-02-14,39600.0,41300.0,148239.0,6.26,-13645,12895,1150
2007-02-15,42100.0,39900.0,158197.0,6.05,6597,443,-11040
2007-02-16,40700.0,40300.0,229434.0,6.11,35177,-37457,-3890
2007-02-20,40500.0,40300.0,123244.0,6.11,-18592,15512,-1070
2007-02-21,40750.0,43100.0,294119.0,6.53,-29496,20896,-2570
2007-02-22,42900.0,44200.0,436230.0,6.7,-113000,167090,-56690
2007-02-23,44800.0,44000.0,154716.0,6.67,-55683,35973,24220
2007-02-26,44000.0,45850.0,170764.0,6.95,-47366,47746,5530
2007-02-27,45450.0,44500.0,150736.0,6.75,-1803,1693,130
2007-02-28,41500.0,44450.0,134941.0,6.74,-26320,27520,1740
2007-03-02,44400.0,44100.0,70256.0,6.68,-4713,-257,3170
2007-03-05,44600.0,43800.0,131562.0,6.64,-37750,28700,-2440
2007-03-06,44500.0,47200.0,186791.0,7.16,-39085,41325,-4890
2007-03-07,47600.0,47300.0,147435.0,7.17,-11275,26005,-23190
2007-03-08,46800.0,47500.0,108921.0,7.2,-6119,25849,-26850
2007-03-09,47500.0,48600.0,172310.0,7.37,-43559,46059,-6020
2007-03-12,49300.0,49000.0,122430.0,7.43,-31979,15929,-1100
2007-03-13,49000.0,49000.0,122541.0,7.43,1861,8736,-18927
2007-03-14,47700.0,49250.0,164975.0,7.47,-24763,50303,-39860
2007-03-15,49250.0,49550.0,108660.0,7.51,6628,23602,-39340
2007-03-16,49250.0,49900.0,68148.0,7.56,-12982,15707,-6435
2007-03-19,49900.0,51300.0,69434.0,7.78,-12213,13013,-4480
2007-03-20,51400.0,50800.0,97029.0,7.7,-3983,13416,-15968
2007-03-21,51500.0,50800.0,175111.0,7.7,5519,32304,-32905
2007-03-22,51100.0,49850.0,113987.0,7.56,9816,34363,-35624
2007-03-23,49400.0,49100.0,94726.0,7.44,-875,17305,-13770
2007-03-26,48850.0,51000.0,96555.0,7.73,-4107,3167,-6150
2007-03-27,50800.0,51000.0,103895.0,7.73,-15282,23207,-9918
2007-03-28,50900.0,49800.0,105874.0,7.55,21586,9876,-31117
2007-03-29,49000.0,50000.0,121978.0,7.58,1191,11829,-15720
2007-03-30,50000.0,49950.0,110614.0,7.57,7696,1957,-9653
2007-04-02,49800.0,51200.0,131947.0,7.76,1971,8406,-2957
2007-04-03,51000.0,50000.0,95295.0,7.58,28896,-32250,-1876
2007-04-04,50300.0,50400.0,172517.0,7.64,-20515,1435,14820
2007-04-05,50800.0,53600.0,237819.0,8.13,-23745,-13983,32841
2007-04-06,53300.0,52800.0,106697.0,8.0,13192,-17006,2078
2007-04-09,53800.0,52600.0,196847.0,7.97,44758,-39995,2811
2007-04-10,52700.0,53100.0,141463.0,8.05,-22209,20923,17308
2007-04-11,53800.0,55400.0,290079.0,8.4,-46969,4045,43016
2007-04-12,55000.0,55400.0,119985.0,8.4,-11076,20943,-8035
2007-04-13,55400.0,55500.0,116353.0,8.41,-10413,11893,-181
2007-04-16,56000.0,55800.0,98587.0,8.46,-5232,28440,-23088
2007-04-17,56000.0,53500.0,133979.0,8.11,20925,4456,-24881
2007-04-18,53100.0,53100.0,90557.0,8.05,-6695,9593,4425
2007-04-19,53400.0,51900.0,88521.0,7.87,-3049,3567,-134
2007-04-20,52200.0,52500.0,54986.0,7.96,3868,-5928,596
2007-04-23,53500.0,51400.0,164126.0,7.79,12109,-15686,656
2007-04-24,52000.0,51600.0,205093.0,7.82,44455,-48270,493
2007-04-25,52100.0,53100.0,238922.0,8.05,23087,-40935,4162
2007-04-26,53700.0,51500.0,157443.0,7.81,-23211,22046,94
2007-04-27,51000.0,51100.0,91086.0,7.75,8356,-5085,-468
2007-04-30,51000.0,50600.0,53098.0,7.67,-9733,14729,-4585
2007-05-02,50600.0,51000.0,108525.0,7.73,15564,-28763,7539
2007-05-03,51700.0,52900.0,88600.0,8.02,-11431,3348,377
2007-05-04,52600.0,51800.0,77423.0,7.85,3357,1848,5
2007-05-07,52200.0,55700.0,279293.0,8.44,-102128,90809,8336
2007-05-08,56000.0,55000.0,136354.0,8.34,-523,14576,-4224
2007-05-09,54800.0,57300.0,123516.0,8.69,-14627,20467,515
2007-05-10,57500.0,56100.0,150477.0,8.5,35187,-31140,-430
2007-05-11,55200.0,55000.0,206006.0,8.34,44979,-54327,-2598
2007-05-14,55000.0,53500.0,116767.0,8.11,21319,-29605,18044
2007-05-15,53500.0,53500.0,73196.0,8.11,-11988,-6557,21173
2007-05-16,53400.0,53800.0,115227.0,8.16,13903,-15261,-1798
2007-05-17,54700.0,53300.0,221042.0,8.08,73233,-65971,16473
2007-05-18,53700.0,52100.0,132701.0,7.9,39117,-14118,-23870
2007-05-21,51600.0,51400.0,153411.0,7.79,48511,-46404,-3703
2007-05-22,52000.0,54000.0,186373.0,8.19,11726,-12871,-4965
2007-05-23,54300.0,53200.0,111672.0,8.06,19652,-8478,-11184
2007-05-25,53100.0,53800.0,76970.0,8.16,-295,2661,2321
2007-05-28,53700.0,52800.0,111332.0,8.0,16804,-16065,-325
2007-05-29,53400.0,54500.0,162990.0,8.26,-32006,21510,5712
2007-05-30,54500.0,54700.0,165472.0,8.29,4222,6268,-5307
2007-05-31,54900.0,54800.0,149822.0,8.31,-17773,27905,-4935
2007-06-01,55000.0,52500.0,251469.0,7.96,78081,-65672,-13291
2007-06-04,52400.0,52000.0,173046.0,7.88,42814,-49376,12466
2007-06-05,51900.0,52000.0,149142.0,7.88,34664,-48490,14213
2007-06-07,51300.0,51800.0,170585.0,7.85,74800,-71751,1164
2007-06-08,51700.0,55000.0,400654.0,8.34,-12368,-10899,13194
2007-06-11,56700.0,57300.0,436950.0,8.69,-118835,70835,31493
2007-06-12,58300.0,56300.0,160773.0,8.53,3493,2885,-4113
2007-06-13,55500.0,55100.0,132306.0,8.35,-525,-4963,-618
2007-06-14,56400.0,58400.0,315543.0,8.85,-36044,14882,14851
2007-06-15,58500.0,55700.0,368487.0,8.44,146733,-125094,-5060
2007-06-18,57000.0,55600.0,282635.0,8.43,71823,-40831,2949
2007-06-19,56400.0,54200.0,289910.0,8.22,125400,-120212,-742
2007-06-20,54700.0,52600.0,207019.0,7.97,51655,-42994,-6086
2007-06-21,51000.0,53000.0,251356.0,8.03,55222,22974,-65588
2007-06-22,54100.0,53000.0,138382.0,8.03,14099,395,-15392
2007-06-25,51900.0,51000.0,189617.0,7.73,69518,-59712,-9307
2007-06-26,51100.0,49900.0,374082.0,7.56,49217,26825,-77146
2007-06-27,49800.0,49200.0,158144.0,7.46,36430,-14420,-16750
2007-06-28,49400.0,49700.0,126448.0,7.53,36686,-8695,-331
2007-06-29,49200.0,49050.0,102912.0,7.44,8079,-8489,-930
2007-07-02,49750.0,49000.0,114988.0,7.43,45247,-47854,3790
2007-07-03,49600.0,51900.0,199928.0,7.87,21039,-4739,-16110
2007-07-04,52000.0,51000.0,140007.0,7.73,26473,-25666,634
2007-07-05,51500.0,50900.0,115724.0,7.72,9294,-10646,48
2007-07-06,52000.0,51600.0,98157.0,7.82,8608,-14091,630
2007-07-09,52800.0,52600.0,224382.0,7.97,8287,42,-1191
2007-07-10,53300.0,51500.0,145129.0,7.81,32422,-33312,149
2007-07-11,51100.0,50500.0,102568.0,7.66,4125,-4562,-5
2007-07-12,50800.0,50700.0,197528.0,7.69,54818,-57723,9917
2007-07-13,51700.0,50400.0,283695.0,7.64,46682,-35834,-18406
2007-07-16,50900.0,51600.0,281292.0,7.82,-23231,21527,-445
2007-07-18,52800.0,52400.0,199075.0,7.94,-16227,40048,-24995
2007-07-19,52100.0,51800.0,131400.0,7.85,-4758,15084,-11366
2007-07-20,51900.0,52200.0,211099.0,7.91,70365,-6201,-66017
2007-07-23,52200.0,50900.0,173199.0,7.72,24345,-21394,-1343
2007-07-24,51100.0,49550.0,225149.0,7.51,36108,-18826,64
2007-07-25,49150.0,50400.0,101960.0,7.64,-12780,9440,1700
2007-07-26,51000.0,49700.0,123865.0,7.53,18027,-612,-6032
2007-07-27,48100.0,46100.0,186368.0,6.99,1754,410,-390
2007-07-30,46000.0,46800.0,92355.0,7.09,1370,-1790,2270
2007-07-31,47400.0,49950.0,211173.0,7.57,-80764,108120,-27593
2007-08-01,49250.0,48500.0,130158.0,7.35,-64997,62407,-4840
2007-08-02,49500.0,49000.0,73543.0,7.43,-8401,7161,-710
2007-08-03,49300.0,50100.0,95951.0,7.59,-20121,8341,-31580
2007-08-06,48300.0,49900.0,40502.0,7.56,-11418,12940,-1763
2007-08-07,50600.0,49000.0,37093.0,7.43,-2991,3561,-280
2007-08-08,49400.0,49100.0,36241.0,7.44,-9370,8510,670
2007-08-09,49850.0,50300.0,102412.0,7.62,-3224,-13386,16780
2007-08-10,48500.0,48200.0,69833.0,7.31,7354,-3464,-3903
2007-08-13,48300.0,47500.0,61632.0,7.2,2828,-7238,2940
2007-08-14,47500.0,46050.0,87648.0,6.98,5832,-4662,1830
2007-08-16,42000.0,39150.0,227658.0,5.93,61379,-48911,-1638
2007-08-17,39300.0,36900.0,133096.0,5.59,16675,-21705,450
2007-08-20,39000.0,42400.0,164124.0,6.43,-26534,31414,3770
2007-08-21,43500.0,44250.0,115892.0,6.71,-37052,53832,-6600
2007-08-22,44500.0,45100.0,57008.0,6.84,-27980,30970,-250
2007-08-23,46000.0,43900.0,118752.0,6.65,26277,-6423,-20384
2007-08-24,43850.0,42450.0,130364.0,6.44,18246,-16054,680
2007-08-27,44000.0,43450.0,84792.0,6.59,-4561,151,2000
2007-08-28,43400.0,42800.0,47623.0,6.49,-4193,5153,-1200
2007-08-29,40500.0,41950.0,71434.0,6.36,-3275,-85,2280
2007-08-30,43300.0,42500.0,84017.0,6.44,20885,-24075,1920
2007-08-31,42500.0,44800.0,102710.0,6.79,-45267,32527,11450
2007-09-03,45900.0,43600.0,78988.0,6.61,39689,-17900,-269
2007-09-04,43600.0,44000.0,51284.0,6.67,-4208,12103,850
2007-09-05,44500.0,44050.0,66309.0,6.68,530,3580,-610
2007-09-06,43100.0,44400.0,47311.0,6.73,-9299,6929,-400
2007-09-07,44450.0,43800.0,51717.0,6.64,13224,-10784,-2550
2007-09-10,42000.0,41500.0,83176.0,6.29,4010,-3060,-760
2007-09-11,41800.0,41850.0,51476.0,6.34,650,-10470,250
2007-09-12,42000.0,40550.0,48841.0,6.15,6781,-7304,-237
2007-09-13,40650.0,43500.0,99985.0,6.59,-25208,23278,830
2007-09-14,43500.0,44400.0,60242.0,6.73,-18030,8260,9220
2007-09-17,44400.0,45000.0,64240.0,6.82,-2120,10880,660
2007-09-18,44600.0,43450.0,42253.0,6.59,-1130,5420,-4010
2007-09-19,44900.0,43350.0,75724.0,6.57,-744,2124,-1400
2007-09-20,43500.0,43700.0,66844.0,6.62,-4314,-4676,8710
2007-09-21,43600.0,42900.0,54753.0,6.5,537,-877,1670
2007-09-27,43050.0,45300.0,95544.0,6.87,-22023,4673,16340
2007-09-28,45800.0,45000.0,65895.0,6.82,-2819,6739,-4580
2007-10-01,45400.0,46500.0,113070.0,7.05,-3578,4878,4100
2007-10-02,47000.0,47900.0,120627.0,7.26,-47835,46775,1080
2007-10-04,47550.0,48200.0,100655.0,7.31,-28872,25512,2260
2007-10-05,48250.0,45900.0,62593.0,6.96,18403,-15953,-950
2007-10-08,46500.0,45050.0,86653.0,6.83,18401,-16644,110
2007-10-09,45650.0,46300.0,81414.0,7.02,-13730,9990,3680
2007-10-10,47500.0,46200.0,55509.0,7.0,8507,-6513,100
2007-10-11,46650.0,45200.0,134878.0,6.85,47924,-60424,2460
2007-10-12,44450.0,42850.0,174625.0,6.5,51243,-40223,-8200
2007-10-15,43100.0,42250.0,114770.0,6.4,7023,2745,-11000
2007-10-16,42200.0,40700.0,102836.0,6.17,-8997,6607,2450
2007-10-17,40700.0,39950.0,95763.0,6.06,24680,-26720,2090
2007-10-18,41000.0,43900.0,189962.0,6.65,10322,-6782,6440
2007-10-19,43750.0,42100.0,107554.0,6.38,42326,-14766,-5710
2007-10-22,39500.0,40500.0,69234.0,6.14,6280,-6110,-190
2007-10-23,41600.0,40300.0,106320.0,6.11,27090,-24700,-2570
2007-10-24,40900.0,39150.0,133636.0,5.93,27660,-19390,17330
2007-10-25,39200.0,39150.0,142053.0,5.93,28050,-36630,8160
2007-10-26,39000.0,40100.0,224688.0,6.08,67890,-72220,9110
2007-10-29,40500.0,40000.0,172932.0,6.06,65602,-54376,-8310
2007-10-30,40900.0,41000.0,173494.0,6.22,9340,13250,-19490
2007-10-31,41700.0,43700.0,337781.0,6.62,-26132,-31796,53478
2007-11-01,44750.0,43500.0,180029.0,6.59,-26616,26176,-3680
2007-11-02,42200.0,41250.0,132999.0,6.25,17588,-10040,-7068
2007-11-05,41750.0,40750.0,137158.0,6.18,47639,-49099,1040
2007-11-06,42100.0,46850.0,645302.0,7.1,-67608,41258,26280
2007-11-07,47900.0,46000.0,420446.0,6.97,-53313,72153,-18860
2007-11-08,45000.0,48000.0,444232.0,7.28,-10619,47489,-39830
2007-11-09,48100.0,46100.0,226084.0,6.99,-3088,15538,-12940
2007-11-12,45250.0,45000.0,172503.0,6.82,-687,8067,-10210
2007-11-13,44850.0,45100.0,111291.0,6.84,10963,-5603,-7950
2007-11-14,46800.0,43350.0,219348.0,6.57,49067,-46047,-150
2007-11-15,43350.0,43150.0,159562.0,6.54,19868,-41078,3900
2007-11-16,42650.0,40850.0,171283.0,6.19,64093,-66843,2100
2007-11-19,41500.0,40900.0,80880.0,6.2,-503,-107,3680
2007-11-20,39900.0,41550.0,81622.0,6.3,-21235,22325,-1000
2007-11-21,41200.0,39500.0,101878.0,5.99,8397,-8637,-2520
2007-11-22,38650.0,39200.0,65824.0,5.94,6369,-8159,1910
2007-11-23,39650.0,37800.0,96507.0,5.73,19660,-19450,-1280
2007-11-26,38800.0,40000.0,72300.0,6.06,-476,-11934,3670
2007-11-27,38550.0,40300.0,77038.0,6.11,-4344,3474,330
2007-11-28,41200.0,39500.0,91088.0,5.99,28791,-22961,-6680
2007-11-29,40750.0,39950.0,72673.0,6.06,1863,-1314,-1629
2007-11-30,40200.0,40850.0,122782.0,6.19,5216,3814,-2780
2007-12-03,40700.0,39800.0,95255.0,6.03,14505,-8945,-5020
2007-12-04,39800.0,40250.0,61726.0,6.1,3921,-2931,-1910
2007-12-05,39800.0,40500.0,71173.0,6.14,-1424,-790,3070
2007-12-06,41050.0,39650.0,115070.0,6.01,23733,-18643,-3200
2007-12-07,39950.0,38700.0,140796.0,5.87,23289,-7799,2660
2007-12-10,39000.0,38250.0,53908.0,5.8,9100,-12710,1550
2007-12-11,38250.0,38800.0,66830.0,5.88,-11150,10200,20
2007-12-12,38000.0,38550.0,49493.0,5.84,9835,-6686,-600
2007-12-13,38500.0,37800.0,86292.0,5.73,28037,-29217,2270
2007-12-14,37900.0,38500.0,71762.0,5.84,-30490,29740,-600
2007-12-17,38000.0,37000.0,55124.0,5.61,6706,-1916,-2700
2007-12-18,36300.0,37300.0,64286.0,5.65,-7604,8214,-1130
2007-12-20,37750.0,37300.0,58333.0,5.65,-5168,-3472,8000
2007-12-21,36800.0,37300.0,87649.0,5.65,-7730,9660,220
2007-12-24,37700.0,38450.0,65119.0,5.83,-8528,7598,930
2007-12-26,38450.0,37900.0,69662.0,5.75,33213,-26253,-1690
2007-12-27,37900.0,38000.0,47627.0,5.76,-10677,10427,2390
2007-12-28,38000.0,38200.0,38531.0,5.79,-7220,7830,-530
2008-01-02,39000.0,38850.0,146741.0,25.59,35009,-34459,-190
2008-01-03,38600.0,38500.0,57987.0,25.36,12635,-13475,920
2008-01-04,38050.0,37400.0,92334.0,24.63,19460,-6210,-14170
2008-01-07,36300.0,36150.0,69215.0,23.81,17930,-16770,1780
2008-01-08,36900.0,36200.0,58206.0,23.84,7965,-9765,820
2008-01-09,35700.0,36350.0,104579.0,23.94,35110,-43010,3250
2008-01-10,36450.0,35900.0,87824.0,23.65,8470,-7340,-1680
2008-01-11,36150.0,35700.0,219722.0,23.51,-60587,-20633,42860
2008-01-14,36200.0,36600.0,97132.0,24.11,-41020,45970,-11270
2008-01-15,37950.0,36500.0,133078.0,24.04,15100,10440,-26990
2008-01-16,35700.0,35900.0,87071.0,23.65,-12369,11829,-1180
2008-01-17,36100.0,35400.0,80868.0,23.32,22615,-3695,-13370
2008-01-18,35000.0,36950.0,76089.0,24.34,-17671,18041,4380
2008-01-21,36900.0,35900.0,71329.0,23.65,-8239,16709,-9820
2008-01-22,34800.0,34400.0,117082.0,22.66,11870,-580,100
2008-01-23,34900.0,33300.0,79058.0,21.93,14689,-15719,-1040
2008-01-24,34000.0,33500.0,117527.0,22.07,22672,-27872,4090
2008-01-25,34000.0,34050.0,77313.0,22.43,7988,-14668,1630
2008-01-28,33150.0,30650.0,144231.0,20.19,32694,-38564,20940
2008-01-29,31450.0,30000.0,121135.0,19.76,19547,-30814,11530
2008-01-30,30150.0,28200.0,126134.0,18.57,5100,-22170,15410
2008-01-31,28200.0,29000.0,75159.0,19.1,-6855,-3893,10228
2008-02-01,29800.0,29950.0,53968.0,19.73,1510,2380,-6080
2008-02-04,30050.0,30100.0,65019.0,19.83,14050,-15130,1510
2008-02-05,30100.0,30550.0,58900.0,20.12,3879,-4349,360
2008-02-11,29550.0,29750.0,69731.0,19.6,2748,-3398,470
2008-02-12,29800.0,30600.0,47133.0,20.15,-9502,9360,-1298
2008-02-13,31250.0,30850.0,88020.0,20.32,-24475,26515,-1880
2008-02-14,31700.0,30100.0,164571.0,19.83,-31310,30510,-1120
2008-02-15,30000.0,31900.0,146373.0,21.01,-31612,25682,7940
2008-02-18,32000.0,32900.0,106166.0,21.67,-24300,31060,-4990
2008-02-19,32600.0,33250.0,61691.0,21.9,-12749,16429,-13610
2008-02-20,33000.0,32000.0,63026.0,21.08,-1861,5951,-7190
2008-02-21,33200.0,33200.0,90787.0,21.87,-25044,31164,-8580
2008-02-22,33000.0,32450.0,89794.0,21.37,17741,-18331,-5340
2008-02-25,32750.0,32550.0,43436.0,21.44,-3863,2703,-480
2008-02-26,33500.0,31550.0,69165.0,20.78,19544,-31900,3396
2008-02-27,31600.0,30550.0,163875.0,20.12,31045,-32705,760
2008-02-28,30700.0,30800.0,135445.0,20.29,36458,-36588,1690
2008-02-29,30600.0,30800.0,114502.0,20.29,-4307,-17938,-1086
2008-03-03,30000.0,29450.0,86309.0,19.4,34812,-36072,80
2008-03-04,29900.0,29100.0,72327.0,19.17,29268,-28578,2290
2008-03-05,29300.0,29450.0,63544.0,19.4,11559,-6199,2670
2008-03-06,30250.0,32550.0,273803.0,21.44,10618,-10288,-50
2008-03-07,32000.0,33000.0,203021.0,21.74,14430,-3960,-12470
2008-03-10,32150.0,31300.0,100919.0,20.62,-11769,12252,-1463
2008-03-11,30500.0,32600.0,76268.0,21.47,-9665,7422,2183
2008-03-12,33900.0,33000.0,146750.0,21.74,7830,-2060,-3260
2008-03-13,33300.0,33000.0,97935.0,21.74,-22389,19039,2190
2008-03-14,33500.0,32800.0,145582.0,21.6,-22570,23810,-530
2008-03-17,32800.0,33200.0,131218.0,21.87,-33152,44802,1350
2008-03-18,33650.0,34800.0,144069.0,22.92,-17518,17708,2470
2008-03-19,35800.0,34800.0,135547.0,22.92,-23255,18545,-4460
2008-03-20,34700.0,35500.0,101010.0,23.38,3356,-8556,7020
2008-03-21,36300.0,35250.0,88235.0,23.22,2670,-2820,-4790
2008-03-24,35300.0,34500.0,97212.0,22.72,18608,-17518,-1550
2008-03-25,35000.0,34300.0,105112.0,22.59,-4548,4899,529
2008-03-26,34500.0,32650.0,212122.0,21.51,50738,-62509,-919
2008-03-27,32600.0,32750.0,117221.0,21.57,28098,-36978,8760
2008-03-28,32800.0,34800.0,129491.0,22.92,-36926,28946,3340
2008-03-31,34800.0,34800.0,101272.0,22.92,12364,-11034,-3050
2008-04-01,34400.0,34350.0,107894.0,22.62,-12996,5246,-190
2008-04-02,35000.0,35200.0,191941.0,23.19,-35460,9200,-100
2008-04-03,35500.0,34500.0,124908.0,22.72,21797,-16257,-5730
2008-04-04,34500.0,33850.0,106065.0,22.3,29586,-31406,2690
2008-04-07,34200.0,33700.0,123401.0,22.2,54068,-39968,3620
2008-04-08,33750.0,33800.0,69540.0,22.26,-1540,620,-270
2008-04-10,33500.0,34500.0,51658.0,22.72,-10830,4900,-310
2008-04-11,34500.0,33450.0,150326.0,22.03,42035,-21725,-4200
2008-04-14,33000.0,33200.0,112243.0,21.87,-1541,6561,1030
2008-04-15,32950.0,32950.0,100110.0,21.7,33919,-27559,-1980
2008-04-16,32950.0,32600.0,255413.0,21.47,113364,-97784,-5620
2008-04-17,33000.0,32600.0,136153.0,21.47,3784,-15244,7690
2008-04-18,32850.0,33450.0,115122.0,22.03,-7707,1177,5960
2008-04-21,34300.0,34200.0,200461.0,22.53,2490,-36320,34050
2008-04-22,34450.0,33350.0,155967.0,21.97,52812,-52532,40
2008-04-23,33350.0,33600.0,135612.0,22.13,15362,-20112,8010
2008-04-24,33700.0,33400.0,70828.0,22.0,-2934,1244,-220
2008-04-25,33600.0,33300.0,84621.0,21.93,7663,-5793,-1570
