Symbol,현대중공업_시가(원),현대중공업_종가(원),현대중공업_거래량(주),현대중공업_PER(IFRS-연결),현대중공업_순매수수량(개인)(주),현대중공업_순매수수량(기관계)(주),현대중공업_순매수수량(외국인계)(주)
2001-11-14,23700.0,24350.0,559660.0,,-86490,81540,7000
2001-11-15,24400.0,24400.0,336190.0,,-50730,32470,10360
2001-11-16,24500.0,24350.0,269890.0,,-45560,54070,-10810
2001-11-19,24500.0,25000.0,327850.0,,-84360,97040,-7980
2001-11-20,25400.0,24450.0,243990.0,,-37790,-340,27100
2001-11-21,24250.0,24700.0,189400.0,,-67620,35300,27350
2001-11-22,24600.0,24500.0,155790.0,,19810,3260,-21270
2001-11-23,24600.0,25000.0,380320.0,,25260,-11570,-22670
2001-11-26,25100.0,26200.0,459760.0,,5180,-5370,0
2001-11-27,26200.0,26450.0,491270.0,,-76780,-22010,84170
2001-11-28,26200.0,24500.0,297840.0,,-60160,28750,27200
2001-11-29,23800.0,24300.0,255610.0,,-2040,2460,-550
2001-11-30,24600.0,24650.0,226380.0,,7890,-21090,13340
2001-12-03,24650.0,26000.0,368810.0,,1020,-15010,10100
2001-12-04,25900.0,25500.0,371750.0,,5370,6890,3180
2001-12-05,25800.0,26000.0,531270.0,,-141180,99760,35160
2001-12-06,26200.0,25350.0,349560.0,,-20790,5660,14120
2001-12-07,25400.0,26050.0,364270.0,,-46940,78270,22170
2001-12-10,26100.0,25000.0,370930.0,,76670,-15340,-68240
2001-12-11,24700.0,24750.0,284310.0,,30160,-41480,3820
2001-12-12,24500.0,24500.0,307110.0,,52170,-29960,-26960
2001-12-13,24500.0,23800.0,541510.0,,245690,-210310,-11940
2001-12-14,24000.0,24000.0,298810.0,,47680,-28100,-14610
2001-12-17,24000.0,23500.0,269660.0,,51750,-2740,-40810
2001-12-18,23550.0,23250.0,203530.0,,-11630,11200,430
2001-12-19,23700.0,23500.0,185560.0,,-12770,9410,1900
2001-12-20,23300.0,23850.0,217590.0,,-15300,14930,-2020
2001-12-21,23600.0,23250.0,196970.0,,79080,-59210,-16670
2001-12-24,23500.0,23650.0,128690.0,,-14050,21040,-10820
2001-12-26,23700.0,24000.0,160010.0,,18900,-24310,-180
2001-12-27,23200.0,25100.0,4718780.0,,-107990,2445860,8230
2001-12-28,25500.0,25300.0,239540.0,,-57100,50500,-190
2002-01-02,25300.0,25300.0,953044.0,,40357,717593,-15010
2002-01-03,25500.0,25500.0,256240.0,,-38099,33669,0
2002-01-04,25500.0,25650.0,215212.0,,-55980,65180,-4000
2002-01-07,25650.0,25150.0,274993.0,,44880,-52270,-1090
2002-01-08,25000.0,24350.0,292725.0,,105311,14187,-119488
2002-01-09,24400.0,24500.0,236723.0,,57970,-32110,-23360
2002-01-10,24500.0,24050.0,499622.0,,128910,-44410,-78730
2002-01-11,24600.0,24700.0,213994.0,,8142,-16802,7000
2002-01-14,25000.0,25650.0,289439.0,,-52829,26449,26480
2002-01-15,25300.0,25650.0,524663.0,,40980,-29760,-9360
2002-01-16,25900.0,26800.0,767750.0,,9480,-3110,450
2002-01-17,26500.0,27000.0,383070.0,,-40355,44475,2740
2002-01-18,26900.0,26350.0,372189.0,,-77510,-7360,82650
2002-01-21,26000.0,26200.0,212331.0,,-28014,36884,-21740
2002-01-22,26200.0,26500.0,225518.0,,-5255,8195,160
2002-01-23,26500.0,28000.0,731236.0,,-86880,71470,25970
2002-01-24,28200.0,29700.0,864703.0,,-164330,87030,77730
2002-01-25,30000.0,29000.0,933368.0,,-48506,131446,-80120
2002-01-28,29550.0,31350.0,924810.0,,-238630,-65250,298070
2002-01-29,31300.0,30400.0,381588.0,,-28681,79250,-6330
2002-01-30,29300.0,29000.0,339489.0,,-9579,1840,460
2002-01-31,29200.0,28700.0,345922.0,,101781,-120121,9540
2002-02-01,28700.0,28150.0,264975.0,,75540,-72370,3600
2002-02-04,28400.0,27050.0,321497.0,,138610,-45450,-101660
2002-02-05,26850.0,26900.0,300291.0,,65110,34040,-99380
2002-02-06,27000.0,27050.0,203514.0,,62744,3376,-65590
2002-02-07,27150.0,27450.0,447046.0,,-33905,41065,-28000
2002-02-08,27800.0,28500.0,272002.0,,43730,-46410,-1700
2002-02-14,30350.0,30500.0,785339.0,,-252650,57350,198340
2002-02-15,30000.0,30000.0,729590.0,,-15352,126782,-270
2002-02-18,29600.0,32450.0,1016315.0,,-136330,13340,129860
2002-02-19,32400.0,31850.0,627541.0,,-9670,-13770,14290
2002-02-20,31050.0,33300.0,930461.0,,-91449,-18110,86689
2002-02-21,33300.0,32550.0,945865.0,,126807,32113,-151720
2002-02-22,31200.0,31600.0,638727.0,,22771,78449,-99500
2002-02-25,31800.0,31150.0,254932.0,,-12620,27590,14660
2002-02-26,31800.0,31100.0,333843.0,,-19432,39542,5290
2002-02-27,31200.0,32950.0,525920.0,,-46350,79720,37610
2002-02-28,33600.0,35100.0,1567891.0,,-347370,-10210,421190
2002-03-04,36000.0,36450.0,1103786.0,,-257929,75800,237960
2002-03-05,37000.0,35300.0,703723.0,,58090,-59740,8950
2002-03-06,35600.0,35700.0,405273.0,,-69271,5561,71580
2002-03-07,35500.0,34200.0,446605.0,,37485,-26525,2840
2002-03-08,34000.0,34400.0,274498.0,,19010,-18870,10820
2002-03-11,34600.0,34000.0,219639.0,,26003,-39880,3427
2002-03-12,33600.0,35450.0,449715.0,,-69380,41160,10000
2002-03-13,35100.0,35900.0,475296.0,,-83494,60104,23000
2002-03-14,35700.0,36500.0,665140.0,,-62990,-30940,90050
2002-03-15,36200.0,36800.0,728508.0,,-182703,-47867,211770
2002-03-18,37100.0,35700.0,659856.0,,40030,41680,-32100
2002-03-19,35700.0,35550.0,472403.0,,-25020,32860,-870
2002-03-20,35550.0,34700.0,766409.0,,119250,-90710,-30550
2002-03-21,34400.0,34450.0,474140.0,,66940,44740,-114230
2002-03-22,34550.0,34450.0,584711.0,,46760,21290,-49430
2002-03-25,34600.0,34000.0,687019.0,,106260,35930,-103900
2002-03-26,33800.0,33200.0,461482.0,,-35757,21117,12240
2002-03-27,33500.0,35000.0,675797.0,,-207360,107460,36830
2002-03-28,34800.0,34300.0,322966.0,,-91777,46677,-2840
2002-03-29,34000.0,34200.0,234265.0,,-56580,25230,0
2002-04-01,34200.0,32650.0,386529.0,,101880,-104380,0
2002-04-02,32300.0,32600.0,398943.0,,25510,54160,-103530
2002-04-03,32600.0,32250.0,429927.0,,68072,-113972,38260
2002-04-04,32250.0,32300.0,294146.0,,52718,-36258,-15600
2002-04-08,32400.0,31900.0,791372.0,,-303960,302970,19140
2002-04-09,31900.0,32200.0,239751.0,,-63050,60750,2300
2002-04-10,31700.0,30300.0,348080.0,,71640,-11620,-75440
2002-04-11,31000.0,31300.0,535106.0,,-65440,-115200,176390
2002-04-12,31200.0,32450.0,528999.0,,15680,-24270,37500
2002-04-15,33100.0,32500.0,245352.0,,3838,17010,-9248
2002-04-16,32550.0,33000.0,380805.0,,-90640,25360,65000
2002-04-17,33500.0,34050.0,559550.0,,-160300,160750,31000
2002-04-18,34000.0,33700.0,398850.0,,-41270,12900,2100
2002-04-19,33750.0,33800.0,261577.0,,-69800,56250,5550
2002-04-22,33800.0,34000.0,436700.0,,-88500,73270,37690
2002-04-23,33800.0,33900.0,474650.0,,7440,-21490,-41960
2002-04-24,33950.0,33700.0,338444.0,,-136340,90810,-7610
2002-04-25,32500.0,31700.0,397800.0,,-64780,59290,-2270
2002-04-26,32200.0,31600.0,253990.0,,-24950,5390,-870
2002-04-29,31400.0,30100.0,231084.0,,-4690,-20730,26500
2002-04-30,30200.0,29650.0,422885.0,,14980,-131070,105800
2002-05-02,30600.0,29800.0,498940.0,,105659,-77800,-56049
2002-05-03,29500.0,29550.0,394295.0,,10710,-36130,-2690
2002-05-06,29200.0,28500.0,234997.0,,12100,-11350,-38100
2002-05-07,27500.0,28900.0,261490.0,,-96410,16120,42600
2002-05-08,28900.0,28950.0,208532.0,,7540,-12500,-17890
2002-05-09,29300.0,28300.0,444495.0,,56453,-166623,108860
2002-05-10,28700.0,28100.0,213388.0,,1630,-65940,67010
2002-05-13,27500.0,27550.0,225814.0,,22780,-21080,700
2002-05-14,27900.0,28100.0,431541.0,,-47370,9650,1180
2002-05-15,28400.0,29050.0,159530.0,,-17280,38710,7050
2002-05-16,29000.0,29150.0,120520.0,,-53680,37680,20000
2002-05-17,29500.0,29250.0,144275.0,,-39058,68128,-550
2002-05-20,29500.0,28300.0,169198.0,,66180,-52470,-5890
2002-05-21,27750.0,25800.0,602176.0,,287120,-261990,120
2002-05-22,26000.0,25600.0,604094.0,,271974,-262200,32306
2002-05-23,25200.0,24000.0,642029.0,,372952,-376370,5308
2002-05-24,24100.0,23500.0,463602.0,,177950,-39500,20
2002-05-27,23200.0,22900.0,454534.0,,186530,-156460,4200
2002-05-28,23200.0,23300.0,507029.0,,179170,-134780,21330
2002-05-29,23000.0,23000.0,552558.0,,217020,-218270,1830
2002-05-30,22600.0,23500.0,389570.0,,-45380,63210,7620
2002-05-31,23700.0,23350.0,407293.0,,-21640,-24740,93030
2002-06-03,23500.0,23700.0,422286.0,,31030,-37310,69570
2002-06-04,23400.0,23500.0,369041.0,,-25090,-141680,165800
2002-06-05,24000.0,24900.0,531930.0,,-123980,-28430,153270
2002-06-07,24900.0,24800.0,369054.0,,-112765,-80175,194590
2002-06-10,25050.0,25000.0,230508.0,,-79408,40170,37568
2002-06-11,24700.0,25000.0,233824.0,,-24934,10124,16910
2002-06-12,25000.0,25300.0,363971.0,,-10220,-18580,29740
2002-06-14,25300.0,26700.0,575969.0,,-164775,-46525,221170
2002-06-17,26700.0,26100.0,324745.0,,-59910,-26470,76930
2002-06-18,26500.0,26900.0,275830.0,,-98470,14170,87630
2002-06-19,27200.0,27550.0,845304.0,,-196345,-45510,261465
2002-06-20,27900.0,28000.0,504981.0,,-135082,-7248,157440
2002-06-21,27700.0,27650.0,278515.0,,-67230,-970,67790
2002-06-24,26500.0,26000.0,249201.0,,-27680,41170,-14240
2002-06-25,26000.0,26400.0,205202.0,,-100610,38370,65350
2002-06-26,26000.0,23850.0,227857.0,,-33060,6920,4300
2002-06-27,24500.0,24450.0,280390.0,,-44800,-29310,78570
2002-06-28,25000.0,25150.0,313691.0,,9364,-9390,3246
2002-07-02,24600.0,25150.0,155520.0,,21780,-22620,660
2002-07-03,24700.0,25000.0,131911.0,,-3580,-8040,11300
2002-07-04,25000.0,25350.0,171373.0,,36210,-33280,0
2002-07-05,25250.0,25450.0,394324.0,,-86010,121220,-18280
2002-07-08,26500.0,25400.0,344765.0,,78660,-89570,0
2002-07-09,25300.0,25600.0,237264.0,,-77946,82147,189
2002-07-10,25200.0,24400.0,373729.0,,169034,-50524,-118290
2002-07-11,23800.0,23550.0,262271.0,,78480,-76270,-1200
2002-07-12,23900.0,24200.0,185086.0,,-71610,68010,10
2002-07-15,23900.0,23950.0,201088.0,,-14720,15420,-10
2002-07-16,23550.0,23400.0,188800.0,,40260,16050,-54500
2002-07-18,23600.0,23750.0,138206.0,,-3204,34050,-30846
2002-07-19,23100.0,22900.0,292859.0,,176800,-127770,-44890
2002-07-22,22000.0,22050.0,202700.0,,-31040,5040,25200
2002-07-23,22000.0,22850.0,233937.0,,-9590,51130,-41830
2002-07-24,22400.0,22050.0,138632.0,,31440,-41260,10200
2002-07-25,22800.0,22000.0,203820.0,,51810,23600,-49700
2002-07-26,21800.0,20600.0,325454.0,,89890,870,-87500
2002-07-29,20600.0,20000.0,330329.0,,135049,-62509,-73370
2002-07-30,21100.0,20900.0,317530.0,,55020,28990,-80640
2002-07-31,20900.0,20500.0,178677.0,,74470,-42050,-32140
2002-08-01,20500.0,20600.0,222769.0,,52600,-44590,-6880
2002-08-02,20650.0,21300.0,270962.0,,-24100,-11530,34660
2002-08-05,21000.0,20700.0,161254.0,,-16700,1830,15310
2002-08-06,20200.0,21500.0,219715.0,,-112370,109780,-6600
2002-08-07,22200.0,21750.0,185430.0,,32450,-31770,-30
2002-08-08,21850.0,21150.0,182678.0,,114490,-107900,-5190
2002-08-09,21500.0,21050.0,184650.0,,2070,-2060,-300
2002-08-12,21100.0,21350.0,121342.0,,-2490,1910,0
2002-08-13,21600.0,21600.0,108268.0,,-4310,9320,-5000
2002-08-14,21000.0,21600.0,133940.0,,-29160,35570,-6920
2002-08-16,22000.0,21500.0,155010.0,,-20830,23010,-2030
2002-08-19,21600.0,21200.0,130200.0,,-19020,-9890,31280
2002-08-20,21500.0,21300.0,234811.0,,-60599,58970,-151
2002-08-21,21200.0,21150.0,197677.0,,16137,45840,-59870
2002-08-22,21200.0,21100.0,371313.0,,164090,2630,-166960
2002-08-23,20950.0,20600.0,360646.0,,67110,27000,-94920
2002-08-26,20400.0,20400.0,186155.0,,13860,18340,-41460
2002-08-27,20500.0,20100.0,294430.0,,150530,-71970,-77620
2002-08-28,19900.0,20200.0,193485.0,,-33140,21200,11310
2002-08-29,20000.0,20050.0,225331.0,,43799,-21950,-22119
2002-08-30,20050.0,21200.0,447110.0,,-28180,-34160,68260
2002-09-02,21300.0,21000.0,252440.0,,8872,-22432,15420
2002-09-03,21000.0,20550.0,237638.0,,25180,-24800,480
2002-09-04,20100.0,20050.0,312804.0,,98139,-98760,7950
2002-09-05,20200.0,20150.0,174030.0,,7959,-4839,-1120
2002-09-06,19900.0,19600.0,224310.0,,5810,-24650,12910
2002-09-09,19600.0,18500.0,253776.0,,414,4380,-6334
2002-09-10,18700.0,19300.0,224517.0,,-15840,9870,5230
2002-09-11,19300.0,19000.0,153550.0,,-17350,16580,-50
2002-09-12,18850.0,20000.0,284400.0,,-88910,32880,47090
2002-09-13,19400.0,19250.0,118497.0,,53960,-56260,1800
2002-09-16,19450.0,19400.0,133240.0,,3960,8100,-11570
2002-09-17,19300.0,19700.0,187926.0,,-41520,37520,0
2002-09-18,19000.0,18800.0,218440.0,,134020,-139740,16520
2002-09-19,18600.0,19000.0,106620.0,,-3370,3480,170
2002-09-23,18500.0,18150.0,181430.0,,74260,-37330,-36930
2002-09-24,17750.0,16900.0,341809.0,,170810,-49680,-122740
2002-09-25,16650.0,17100.0,179089.0,,23624,21700,-44881
2002-09-26,17200.0,16850.0,196799.0,,64450,-23890,-41190
2002-09-27,16550.0,16400.0,230980.0,,57750,-48192,-10188
2002-09-30,15950.0,16200.0,160949.0,,29640,-51860,21680
2002-10-01,15950.0,16800.0,219160.0,,-25120,30620,-5280
2002-10-02,17300.0,16900.0,179560.0,,6150,1680,2460
2002-10-04,16950.0,17250.0,166957.0,,-29681,17571,13210
2002-10-07,17300.0,17050.0,154278.0,,20202,-17442,-1000
2002-10-08,16900.0,17400.0,177390.0,,-61120,114170,-53320
2002-10-09,17750.0,17450.0,138700.0,,-39130,23670,11830
2002-10-10,17000.0,16750.0,285720.0,,-54020,56720,-4990
2002-10-11,17250.0,17050.0,130819.0,,210,24930,-22540
2002-10-14,17500.0,17600.0,139530.0,,-40370,41280,-2260
2002-10-15,17500.0,17900.0,170690.0,,3060,41420,-44350
2002-10-16,18100.0,18200.0,245470.0,,-84493,103760,-28940
2002-10-17,18000.0,18300.0,136208.0,,-39420,36510,0
2002-10-18,18500.0,18250.0,247296.0,,36714,41465,-78049
2002-10-21,18000.0,17700.0,182190.0,,16780,53580,-69550
2002-10-22,18000.0,17750.0,114470.0,,-35320,34930,0
2002-10-23,17450.0,18750.0,221070.0,,-122890,115010,-1380
2002-10-24,18700.0,18550.0,160585.0,,-6670,30,6000
2002-10-25,18200.0,18650.0,94800.0,,-39060,53650,-10000
2002-10-28,18450.0,18350.0,196681.0,,-61800,67450,-6450
2002-10-29,18150.0,18250.0,125820.0,,-40780,42920,-2660
2002-10-30,18200.0,18200.0,107485.0,,-26140,29890,-4830
2002-10-31,18000.0,17800.0,201179.0,,22680,66310,-89530
2002-11-01,17550.0,17950.0,103401.0,,-5810,-5280,13320
2002-11-04,17800.0,18500.0,168292.0,,-96360,77300,15560
2002-11-05,18250.0,18200.0,95050.0,,-3920,5320,0
2002-11-06,18550.0,18650.0,151170.0,,-74160,83690,390
2002-11-07,18300.0,18700.0,138070.0,,-20000,-2660,23700
2002-11-08,18550.0,18450.0,148772.0,,5940,28170,-32900
2002-11-11,18400.0,18450.0,122300.0,,-5090,9280,4850
2002-11-12,18250.0,18250.0,113104.0,,-12820,42080,-28990
2002-11-13,18000.0,18150.0,163780.0,,43270,12130,-52970
2002-11-14,18300.0,18100.0,130280.0,,-18750,28790,-10560
2002-11-15,18250.0,18300.0,140500.0,,-9710,51950,-49430
2002-11-18,18550.0,18350.0,116652.0,,-5920,37200,-32850
2002-11-19,18250.0,18600.0,106590.0,,-35710,55380,-19950
2002-11-20,18600.0,18350.0,184360.0,,-5710,124560,-121380
2002-11-21,18500.0,18800.0,292750.0,,44500,98120,-152330
2002-11-22,19000.0,18900.0,201658.0,,-10173,61743,-43800
2002-11-25,20500.0,20600.0,839915.0,,155390,64970,-215150
2002-11-26,21000.0,20350.0,444966.0,,108809,-6710,-100759
2002-11-27,19900.0,21700.0,554427.0,,-28950,103020,-72720
2002-11-28,22400.0,21700.0,462350.0,,-67790,67850,120
2002-11-29,22500.0,21250.0,395542.0,,114970,38370,-154420
2002-12-02,21050.0,21600.0,214419.0,,-71960,74530,-2300
2002-12-03,21600.0,23900.0,518898.0,,-246160,81320,166680
2002-12-04,23100.0,22900.0,326925.0,,-52990,64530,-25380
2002-12-05,22650.0,24000.0,467170.0,,-152770,99420,75700
2002-12-06,24000.0,24150.0,279740.0,,-32010,7960,30080
2002-12-09,24000.0,23150.0,278552.0,,-28250,32320,-3520
2002-12-10,22200.0,23550.0,285891.0,,-72732,64112,10740
2002-12-11,23250.0,23550.0,234566.0,,-97190,28550,70120
2002-12-12,23600.0,24950.0,499406.0,,-254460,189020,61770
2002-12-13,24650.0,25100.0,374576.0,,-66640,16420,53480
2002-12-16,25000.0,24300.0,208839.0,,19188,-68447,51639
2002-12-17,24850.0,25000.0,214940.0,,-60290,58250,140
2002-12-18,25000.0,25900.0,644070.0,,27195,-14105,-14370
2002-12-20,23650.0,23900.0,1087345.0,,-149170,770,154840
2002-12-23,24050.0,21800.0,477890.0,,-35150,20440,9870
2002-12-24,21300.0,20800.0,423820.0,,-41779,28799,10020
2002-12-26,20250.0,20900.0,283737.0,,2449,-16120,15071
2002-12-27,19300.0,19800.0,213561.0,,38360,-33000,-3240
2002-12-30,19300.0,19050.0,203170.0,,-15080,26630,-11620
2003-01-02,19150.0,19600.0,186890.0,,72190,-61150,-6470
2003-01-03,20100.0,22100.0,500459.0,,-82290,-92090,178020
2003-01-06,22200.0,21900.0,222950.0,,12908,-16360,4082
2003-01-07,22450.0,21950.0,247286.0,,-62246,-34600,98786
2003-01-08,22000.0,22700.0,197283.0,,-54460,-8600,68840
2003-01-09,22250.0,21600.0,213035.0,,50260,-60700,16090
2003-01-10,22000.0,21750.0,336310.0,,-46260,7320,36530
2003-01-13,21750.0,22500.0,296620.0,,-72640,59790,17640
2003-01-14,22700.0,22100.0,147975.0,,-1527,-12942,13899
2003-01-15,22300.0,21700.0,221438.0,,47940,-39030,-5360
2003-01-16,21200.0,21200.0,170879.0,,25560,37130,-63800
2003-01-17,20800.0,20450.0,162510.0,,15930,-110,-16200
2003-01-20,19800.0,20000.0,121040.0,,15950,1470,-18450
2003-01-21,20100.0,20900.0,163393.0,,-9570,-38310,29970
2003-01-22,20300.0,21000.0,206849.0,,-20690,-24690,43580
2003-01-23,21150.0,21600.0,195099.0,,-75866,88610,-15424
2003-01-24,21600.0,20500.0,113343.0,,-28790,-1440,29600
2003-01-27,19800.0,19850.0,199620.0,,43050,-57400,17960
2003-01-28,20000.0,19950.0,108404.0,,-2720,-670,2990
2003-01-29,19950.0,18500.0,367779.0,,146520,-49990,-105800
2003-01-30,18400.0,17700.0,576471.0,,305101,50860,-354141
2003-02-03,17800.0,17900.0,285077.0,,95935,9270,-107465
2003-02-04,18000.0,18350.0,277093.0,,81880,-6150,-77830
2003-02-05,18050.0,17900.0,165612.0,,61590,-1080,-58510
2003-02-06,17800.0,17700.0,149338.0,,48134,-18620,-29094
2003-02-07,17800.0,18100.0,155743.0,,-10164,-4680,14754
2003-02-10,18000.0,18200.0,96254.0,,-30890,30340,150
2003-02-11,18450.0,17800.0,202343.0,,34870,-37850,2370
2003-02-12,17700.0,17700.0,98590.0,,11630,-2530,-9360
2003-02-13,17800.0,17550.0,178583.0,,10980,-2120,-6080
2003-02-14,17550.0,17700.0,86599.0,,12060,-2930,-8460
2003-02-17,18100.0,18550.0,117920.0,,-31730,30210,1300
2003-02-18,18800.0,18400.0,93781.0,,-22800,22660,-160
2003-02-19,18750.0,18250.0,161880.0,,9130,12400,-18590
2003-02-20,18150.0,18300.0,148543.0,,-1333,29510,-29900
2003-02-21,18350.0,18500.0,85845.0,,16485,-21275,4470
2003-02-24,18600.0,19300.0,264346.0,,-64910,60780,510
2003-02-25,19350.0,19000.0,132630.0,,-3370,1690,1860
2003-02-26,19100.0,19100.0,83565.0,,-13980,14480,1090
2003-02-27,18750.0,18650.0,108780.0,,10783,-12330,4320
2003-02-28,18850.0,18400.0,88096.0,,37276,-18316,-13960
2003-03-03,18600.0,18950.0,98897.0,,-30510,19940,8870
2003-03-04,18650.0,18400.0,94330.0,,45420,-37600,-8800
2003-03-05,18050.0,17700.0,99880.0,,34380,-1870,-30220
2003-03-06,17900.0,17500.0,87613.0,,30560,-29030,0
2003-03-07,17200.0,16500.0,199720.0,,87500,-18260,-68790
2003-03-10,16150.0,16200.0,162322.0,,84360,-40390,-47000
2003-03-11,16000.0,16750.0,177633.0,,20210,-7850,-13830
2003-03-12,16750.0,18200.0,327360.0,,-89032,-38020,125902
2003-03-13,18400.0,19000.0,428480.0,,-148890,-10830,140750
2003-03-14,19800.0,18900.0,368996.0,,-92030,-42820,134800
2003-03-17,18900.0,17200.0,227219.0,,44482,-9300,-36082
2003-03-18,18100.0,18200.0,203188.0,,4080,-7620,0
2003-03-19,18050.0,18000.0,176820.0,,30360,-29390,-3910
2003-03-20,18400.0,19000.0,359960.0,,75930,-76690,690
2003-03-21,18800.0,19100.0,250761.0,,11850,31050,-43800
2003-03-24,19400.0,18500.0,222910.0,,11240,-12210,1000
2003-03-25,17850.0,17900.0,208374.0,,-16000,37650,-30660
2003-03-26,18150.0,18050.0,99283.0,,289,-4459,3970
2003-03-27,17750.0,18200.0,61760.0,,14170,-18400,5270
2003-03-28,18600.0,18200.0,117320.0,,23820,-8850,-15010
2003-03-31,17950.0,17700.0,93950.0,,-20630,6870,11350
2003-04-01,17700.0,18150.0,135725.0,,3910,-23100,19910
2003-04-02,18300.0,19450.0,592140.0,,-117040,-9020,120130
2003-04-03,20100.0,19500.0,341602.0,,-68770,23110,43850
2003-04-04,19400.0,19500.0,253675.0,,-53870,39560,8790
2003-04-07,20100.0,20400.0,369896.0,,-16790,35480,9460
2003-04-08,20100.0,20150.0,351880.0,,-25265,6195,16500
2003-04-09,20150.0,19900.0,187909.0,,-4210,-10540,16570
2003-04-10,19900.0,21200.0,543495.0,,-139070,58270,47720
2003-04-11,21650.0,23100.0,1046199.0,,-222250,22570,208080
2003-04-14,23500.0,22900.0,774003.0,,84310,38510,-107220
2003-04-15,23500.0,22950.0,317913.0,,-34470,13460,15480
2003-04-16,23200.0,23300.0,468988.0,,-34415,39205,8580
2003-04-17,22800.0,22600.0,248337.0,,9470,-15160,-13390
