Symbol,에스원_시가(원),에스원_종가(원),에스원_거래량(주),에스원_PER(IFRS-연결),에스원_순매수수량(개인)(주),에스원_순매수수량(기관계)(주),에스원_순매수수량(외국인계)(주)
2014-10-30,77000.0,76200.0,91256.0,35.96,3430,2975,-6423
2014-10-31,75800.0,74400.0,176596.0,35.11,45719,-58513,12740
2014-11-03,74500.0,75100.0,63330.0,35.44,-1981,-9902,12283
2014-11-04,75100.0,75100.0,71658.0,35.44,-15423,21261,-5958
2014-11-05,75800.0,75400.0,71494.0,35.58,-2744,34477,-31941
2014-11-06,75500.0,74200.0,65767.0,35.02,12698,-805,-17130
2014-11-07,73800.0,69000.0,331865.0,32.56,150057,-145109,-22994
2014-11-10,69600.0,69500.0,170711.0,32.8,-21152,-28650,52052
2014-11-11,70000.0,70000.0,126928.0,33.03,-16067,-5769,22263
2014-11-12,70000.0,70000.0,102324.0,33.03,16877,-11977,-5306
2014-11-13,69800.0,71000.0,91286.0,33.51,-8388,23109,-14639
2014-11-14,70800.0,71800.0,139066.0,33.88,-4812,58223,-53296
2014-11-17,71800.0,70500.0,66113.0,33.27,739,13492,-14283
2014-11-18,70700.0,71700.0,78186.0,33.84,-3715,22686,-18183
2014-11-19,72100.0,72500.0,83311.0,34.21,1899,18380,-20279
2014-11-20,72500.0,73000.0,168561.0,34.45,-7959,16991,-9532
2014-11-21,72700.0,73800.0,102757.0,34.83,-27574,49029,-21255
2014-11-24,73200.0,74500.0,96352.0,35.16,-19872,13481,6895
2014-11-25,75000.0,75700.0,177184.0,35.72,-25340,14442,11048
2014-11-26,74900.0,75900.0,82636.0,35.82,-25548,41534,-16081
2014-11-27,75600.0,74900.0,45573.0,35.35,-711,17547,-16836
2014-11-28,74200.0,75800.0,50914.0,35.77,-8367,-5342,13709
2014-12-01,74600.0,74200.0,60290.0,35.02,-2626,-23613,26239
2014-12-02,73600.0,74400.0,120814.0,35.11,-1720,-3236,4767
2014-12-03,74900.0,76200.0,59588.0,35.96,-6827,678,6149
2014-12-04,76100.0,75400.0,43726.0,35.58,-608,4353,-3364
2014-12-05,75000.0,74200.0,54555.0,35.02,9928,-390,-7466
2014-12-08,74200.0,77000.0,88877.0,36.34,-27005,-31692,58646
2014-12-09,77500.0,74700.0,58777.0,35.25,11418,-8955,-2463
2014-12-10,74500.0,74400.0,37978.0,35.11,3756,-8261,3943
2014-12-11,73200.0,72800.0,85280.0,34.36,13313,15706,-29086
2014-12-12,72900.0,74700.0,78452.0,35.25,-10670,-3163,15422
2014-12-15,74700.0,75400.0,34784.0,35.58,-5880,12512,-5718
2014-12-16,75000.0,74200.0,67016.0,35.02,4134,20371,-18034
2014-12-17,75300.0,74100.0,95121.0,34.97,-20155,5349,14633
2014-12-18,74800.0,72100.0,86266.0,34.02,27242,11737,-38949
2014-12-19,72900.0,73700.0,61337.0,34.78,-15288,16937,-3522
2014-12-22,73200.0,72700.0,44556.0,34.31,12740,1831,-16571
2014-12-23,72700.0,72400.0,42586.0,34.17,1153,7109,-7756
2014-12-24,72300.0,73400.0,36432.0,34.64,-8449,13332,-411
2014-12-26,73000.0,73700.0,26958.0,34.78,1198,6444,-4601
2014-12-29,73800.0,71600.0,32049.0,33.79,16388,-11057,-5331
2014-12-30,71400.0,71200.0,73226.0,33.6,13727,-4984,-8798
2015-01-02,70600.0,71100.0,48178.0,24.67,2137,-9129,6416
2015-01-05,70400.0,72100.0,77326.0,25.02,-8643,28292,-18973
2015-01-06,71600.0,70100.0,84040.0,24.33,23673,11377,-34978
2015-01-07,70800.0,69300.0,48781.0,24.05,15464,1412,-16976
2015-01-08,69600.0,69200.0,75392.0,24.01,27854,-15647,-12569
2015-01-09,69300.0,69100.0,80570.0,23.98,22110,13722,-35596
2015-01-12,68600.0,68300.0,62580.0,23.7,26426,705,-27231
2015-01-13,68500.0,68100.0,86940.0,23.63,15825,16243,-32293
2015-01-14,67900.0,67900.0,144694.0,23.56,28921,-5365,-18364
2015-01-15,67300.0,67500.0,129747.0,23.42,23244,1707,-23095
2015-01-16,68900.0,70200.0,159505.0,24.36,-41261,50701,-8751
2015-01-19,71000.0,71200.0,73362.0,24.71,-14027,26987,-12682
2015-01-20,71000.0,73200.0,98930.0,25.4,-41968,57782,-15814
2015-01-21,72500.0,72300.0,113532.0,25.09,8274,24341,-32645
2015-01-22,73900.0,75200.0,133791.0,26.1,-47798,61619,-12621
2015-01-23,75300.0,72100.0,170754.0,25.02,29335,23480,-58867
2015-01-26,72100.0,76500.0,300114.0,26.55,-38036,153668,-120526
2015-01-27,79000.0,79100.0,398993.0,27.45,-69649,79507,-10149
2015-01-28,78100.0,78700.0,157869.0,27.31,-936,7742,-7406
2015-01-29,78400.0,80000.0,184978.0,27.76,-55152,8968,47989
2015-01-30,80000.0,80000.0,170227.0,27.76,-17341,35410,-19107
2015-02-02,79200.0,80700.0,90788.0,28.0,-17981,28163,-6034
2015-02-03,81600.0,80900.0,97863.0,28.07,-22612,38544,-12396
2015-02-04,81000.0,79500.0,110258.0,27.59,-5007,-14550,18557
2015-02-05,79400.0,80000.0,101699.0,27.76,-3514,7003,-1325
2015-02-06,79400.0,81500.0,104120.0,28.28,-18536,11625,6512
2015-02-09,82400.0,80400.0,60523.0,27.9,970,26019,-28044
2015-02-10,81500.0,80000.0,50840.0,27.76,100,4298,-4931
2015-02-11,81000.0,80800.0,69491.0,28.04,-10579,30310,-20349
2015-02-12,80500.0,79500.0,68952.0,27.59,7265,11091,-18977
2015-02-13,79400.0,80600.0,65068.0,27.97,-11746,14108,-2890
2015-02-16,79700.0,80700.0,36701.0,28.0,-8803,11373,-3093
2015-02-17,80300.0,81500.0,48180.0,28.28,-18404,32411,-13219
2015-02-23,82200.0,81400.0,49257.0,28.25,-1702,24264,-22412
2015-02-24,80400.0,82300.0,42482.0,28.56,-10664,10469,1395
2015-02-25,83000.0,80600.0,43544.0,27.97,8072,2592,-9295
2015-02-26,80500.0,80600.0,56159.0,27.97,1222,-5558,4314
2015-02-27,79600.0,80000.0,69868.0,27.76,7175,468,-7661
2015-03-02,79400.0,78000.0,77442.0,27.07,9398,5847,-15580
2015-03-03,78000.0,79500.0,71422.0,27.59,-6379,-14597,21401
2015-03-04,78100.0,78600.0,43647.0,27.27,-1428,-2342,3500
2015-03-05,78300.0,78800.0,34202.0,27.34,-2863,3083,-195
2015-03-06,78600.0,78500.0,38186.0,27.24,1531,-12216,10867
2015-03-09,78100.0,77900.0,26074.0,27.03,-105,-7385,7614
2015-03-10,78400.0,76700.0,45607.0,26.62,4389,-19979,15590
2015-03-11,76600.0,75300.0,57332.0,26.13,8646,-27892,19253
2015-03-12,75100.0,74000.0,82187.0,25.68,12993,-36452,23741
2015-03-13,74800.0,78300.0,104481.0,27.17,-27540,-31398,58787
2015-03-16,79000.0,78700.0,66651.0,27.31,-12545,12505,-57
2015-03-17,79300.0,78200.0,60743.0,27.14,4332,-17857,13398
2015-03-18,79500.0,78700.0,56234.0,27.31,-12079,-13266,25205
2015-03-19,78900.0,77600.0,59013.0,26.93,8033,-34374,23138
2015-03-20,78200.0,77700.0,43151.0,26.96,1954,-1414,2646
2015-03-23,78300.0,78100.0,34787.0,27.1,-1880,8293,-6356
2015-03-24,78100.0,78500.0,41176.0,27.24,-2635,6658,-4023
2015-03-25,79200.0,80200.0,91333.0,27.83,-17689,11866,384
2015-03-26,81100.0,80100.0,66974.0,27.8,-2655,13523,-10868
2015-03-27,79700.0,80000.0,41914.0,27.76,-3427,7668,-4153
2015-03-30,80500.0,82500.0,71978.0,28.63,-29836,26058,6106
2015-03-31,82600.0,83900.0,91893.0,29.11,-12177,30812,-11787
2015-04-01,83800.0,84300.0,77049.0,29.25,-14742,21684,-5961
2015-04-02,84800.0,84200.0,43136.0,29.22,-9156,2987,6169
2015-04-03,84800.0,85600.0,44927.0,29.7,-17273,15814,1756
2015-04-06,85100.0,83300.0,71122.0,28.91,5473,-10954,5481
2015-04-07,83300.0,84100.0,62829.0,29.18,-5511,-771,6282
2015-04-08,83100.0,84200.0,41478.0,29.22,-9037,-1464,15475
2015-04-09,84300.0,84200.0,35949.0,29.22,38,-11191,11131
2015-04-10,83500.0,85300.0,62437.0,29.6,-13743,5078,9850
2015-04-13,84700.0,85600.0,104937.0,29.7,2539,-18897,15126
2015-04-14,85600.0,86600.0,113584.0,30.05,-8751,-15046,24080
2015-04-15,86200.0,88500.0,84484.0,30.71,-16207,7781,10216
2015-04-16,88500.0,88600.0,132445.0,30.75,-9877,-54083,64043
2015-04-17,88600.0,88300.0,56321.0,30.64,-1498,3475,-162
2015-04-20,88900.0,88500.0,70191.0,30.71,968,-19858,18872
2015-04-21,87900.0,87600.0,77109.0,30.4,3976,-41865,37918
2015-04-22,87000.0,88000.0,91536.0,30.54,-5224,-5845,11306
2015-04-23,87300.0,88100.0,75259.0,30.57,798,-8450,7757
2015-04-24,85000.0,82100.0,421218.0,28.49,58949,-27723,-31346
2015-04-27,82100.0,82500.0,150181.0,28.63,-8137,-5459,13948
2015-04-28,82800.0,81500.0,206607.0,28.28,2668,4521,-6895
2015-04-29,81300.0,81000.0,128539.0,28.11,-3619,-13806,18937
2015-04-30,80400.0,80100.0,86519.0,27.8,1723,-15556,14991
2015-05-04,80100.0,81000.0,54963.0,28.11,-1411,-9311,10722
2015-05-06,80400.0,81700.0,82228.0,28.35,-12252,28657,-16405
2015-05-07,81400.0,81400.0,108057.0,28.25,-21532,1220,22981
2015-05-08,81900.0,81200.0,59528.0,28.18,2982,3953,-6298
2015-05-11,81200.0,82300.0,51115.0,28.56,-7786,-8860,17313
2015-05-12,82100.0,81500.0,42195.0,28.28,-962,-16693,18195
2015-05-13,81400.0,81100.0,45135.0,28.14,-2079,-16541,19202
2015-05-14,80700.0,81600.0,64337.0,28.32,-3426,-14912,19010
2015-05-15,81000.0,81500.0,56801.0,28.28,-8127,-2940,11694
2015-05-18,81000.0,82800.0,62770.0,28.73,-7152,4325,2917
2015-05-19,82300.0,82600.0,60423.0,28.66,181,-16612,16519
2015-05-20,82000.0,83000.0,74431.0,28.8,-3429,10373,-6944
2015-05-21,82600.0,82000.0,65002.0,28.45,1771,-16510,14790
2015-05-22,82600.0,82900.0,57048.0,28.77,-2606,-5115,12359
2015-05-26,82900.0,82800.0,69536.0,28.73,4528,3464,-7992
2015-05-27,82400.0,80700.0,85470.0,28.0,-2193,-6422,8679
2015-05-28,80600.0,81800.0,68101.0,28.39,-4078,-14121,18199
2015-05-29,81200.0,82700.0,144302.0,28.7,21429,-44569,22034
2015-06-01,82700.0,80700.0,127072.0,28.0,33683,-12143,-23955
2015-06-02,80500.0,81100.0,69157.0,28.14,-4269,4694,-425
2015-06-03,80600.0,80900.0,83323.0,28.07,141,-12456,12909
2015-06-04,79900.0,79800.0,113066.0,27.69,1279,-27102,25823
2015-06-05,79000.0,79700.0,40067.0,27.66,-315,-8935,9250
2015-06-08,79100.0,79000.0,71882.0,27.41,4343,-6010,1667
2015-06-09,78800.0,78400.0,51701.0,27.21,6883,-1814,-5225
2015-06-10,78400.0,78500.0,49892.0,27.24,-1036,-5836,7072
2015-06-11,78300.0,77500.0,158799.0,26.89,8170,-10075,1880
2015-06-12,77700.0,77400.0,135803.0,26.86,5434,-23214,17780
2015-06-15,76800.0,77300.0,51277.0,26.82,-1514,-14122,15688
2015-06-16,77000.0,76000.0,177877.0,26.37,5916,24916,-30832
2015-06-17,76000.0,75700.0,161063.0,26.27,1590,-2100,560
2015-06-18,76000.0,73500.0,227610.0,25.51,34265,8904,-40766
2015-06-19,74000.0,73200.0,148401.0,25.4,35491,-51246,15755
2015-06-22,73200.0,74200.0,91653.0,25.75,5912,25559,-33191
2015-06-23,74200.0,75300.0,47720.0,26.13,-1650,-9875,11705
2015-06-24,75800.0,75900.0,47964.0,26.34,-4568,17236,-12640
2015-06-25,75500.0,75300.0,53351.0,26.13,10418,-767,-12228
2015-06-26,75500.0,77700.0,93815.0,26.96,-8186,3605,3381
2015-06-29,77000.0,77200.0,79003.0,26.79,6703,15611,-24914
2015-06-30,77300.0,78500.0,124634.0,27.24,24529,14268,-42125
2015-07-01,77700.0,78400.0,48285.0,27.21,742,9756,-10077
2015-07-02,78100.0,78800.0,50300.0,27.34,-1972,8623,-6793
2015-07-03,78000.0,77600.0,55108.0,26.93,-724,-19057,20981
2015-07-06,77600.0,76700.0,35153.0,26.62,-2466,2026,458
2015-07-07,77400.0,76400.0,45640.0,26.51,2086,-5971,3885
2015-07-08,77500.0,77000.0,98829.0,26.72,3195,2067,-5262
2015-07-09,77400.0,77000.0,78238.0,26.72,-8993,24325,-15738
2015-07-10,77100.0,76700.0,114232.0,26.62,3848,-31415,27903
2015-07-13,75900.0,76200.0,62721.0,26.44,8981,-46680,37660
2015-07-14,76000.0,77200.0,85809.0,26.79,-1516,23024,-21538
2015-07-15,77900.0,78700.0,69570.0,27.31,-4603,33240,-29008
2015-07-16,78700.0,78800.0,59425.0,27.34,-1535,8660,-7157
2015-07-17,78600.0,78800.0,64578.0,27.34,-2128,-23108,22736
2015-07-20,78000.0,79900.0,51978.0,27.73,-4847,16568,-12965
2015-07-21,79700.0,80100.0,49111.0,27.8,-961,4957,-4129
2015-07-22,79500.0,80900.0,80184.0,28.07,-10380,43472,-33723
2015-07-23,81500.0,81900.0,39751.0,28.42,-4399,7361,-3580
2015-07-24,83000.0,87100.0,230533.0,30.22,-55085,159617,-105241
2015-07-27,87100.0,87200.0,167897.0,30.26,-5464,13179,-12821
2015-07-28,87000.0,84500.0,139155.0,29.32,-22037,41651,-17547
2015-07-29,83500.0,84100.0,68628.0,29.18,-2854,12994,-8226
2015-07-30,85300.0,83300.0,62669.0,28.91,2545,-25889,23493
2015-07-31,83300.0,84300.0,66565.0,29.25,-505,-24845,25519
2015-08-03,83600.0,85800.0,71601.0,29.77,-17695,23517,-6293
2015-08-04,86700.0,85200.0,41349.0,29.57,3350,12752,-16049
2015-08-05,83800.0,85100.0,39465.0,29.53,-252,8308,-8056
2015-08-06,85200.0,86300.0,68542.0,29.95,-8501,22822,-14320
2015-08-07,86900.0,86500.0,50469.0,30.02,-6679,25652,-19013
2015-08-10,87000.0,87700.0,66216.0,30.43,-9551,7505,2037
2015-08-11,88900.0,88500.0,79429.0,30.71,3772,4570,-8362
2015-08-12,88900.0,88400.0,107443.0,30.68,-21839,33022,-13411
2015-08-13,87100.0,84100.0,183800.0,29.18,-1469,63650,-53347
2015-08-17,84900.0,85800.0,60439.0,29.77,-9543,23973,-14375
2015-08-18,86200.0,85800.0,63225.0,29.77,-6306,15427,-9048
2015-08-19,84000.0,84600.0,60376.0,29.36,2478,-11616,7414
2015-08-20,83000.0,84500.0,59789.0,29.32,-9725,8267,1458
2015-08-21,86000.0,84400.0,64913.0,29.29,-7085,10745,-3645
2015-08-24,85400.0,83300.0,115077.0,28.91,-7000,57548,-50085
2015-08-25,83400.0,83800.0,99474.0,29.08,-3031,11106,-8158
2015-08-26,84600.0,87900.0,173315.0,30.5,-22059,68413,-46338
2015-08-27,86000.0,92900.0,192078.0,32.24,-49242,65468,-16564
2015-08-28,93000.0,94000.0,149098.0,32.62,-5509,45058,-40286
2015-08-31,92600.0,93900.0,144510.0,32.58,-16655,40967,-24122
2015-09-01,92000.0,92900.0,95628.0,32.24,785,9665,-10400
2015-09-02,92000.0,97200.0,123508.0,33.73,-9610,-8468,18074
2015-09-03,97300.0,95600.0,110159.0,33.17,9470,1496,-10566
2015-09-04,92200.0,95300.0,79524.0,33.07,-6594,17384,-12214
2015-09-07,96200.0,89300.0,243457.0,30.99,25656,-33887,6590
2015-09-08,89300.0,88000.0,211873.0,30.54,-21951,-30938,52689
2015-09-09,86900.0,87700.0,80594.0,30.43,6047,-12174,5572
2015-09-10,88200.0,93000.0,190614.0,32.27,-18339,-24344,42853
2015-09-11,90600.0,86500.0,158302.0,30.02,56546,-28064,-28191
2015-09-14,86600.0,86700.0,88224.0,30.09,-17533,18541,-1018
2015-09-15,86800.0,87000.0,69130.0,30.19,-18715,24139,-5537
2015-09-16,88000.0,88200.0,55688.0,30.61,-8062,3007,5055
2015-09-17,89700.0,90800.0,101714.0,31.51,-23633,28768,-5615
2015-09-18,90900.0,90100.0,81676.0,31.27,9277,-9437,-90
2015-09-21,90100.0,89700.0,38771.0,31.13,-1256,8333,-6998
2015-09-22,90700.0,89000.0,47129.0,30.88,5920,-15390,8835
2015-09-23,87700.0,89400.0,105037.0,31.02,4100,-4991,854
2015-09-24,89400.0,89500.0,64131.0,31.06,2916,466,-3382
2015-09-25,89500.0,89000.0,36301.0,30.88,-2926,-4606,7532
2015-09-30,86000.0,93300.0,132332.0,32.38,-20825,-17353,39094
2015-10-01,92000.0,93400.0,67592.0,32.41,-115,-9908,12023
2015-10-02,93900.0,94000.0,50090.0,32.62,-4723,-2604,7327
2015-10-05,94700.0,94000.0,45650.0,32.62,-1996,-22979,24942
2015-10-06,95400.0,97200.0,95164.0,33.73,-21004,5183,17462
2015-10-07,95600.0,95200.0,87412.0,33.04,6014,-12679,7030
2015-10-08,96200.0,95400.0,76991.0,33.1,1732,-9143,8012
2015-10-12,95500.0,97000.0,56436.0,33.66,1502,-10555,9168
2015-10-13,96300.0,98000.0,63495.0,34.01,-4573,-4925,9615
2015-10-14,97100.0,95700.0,46337.0,33.21,5081,4271,-9292
2015-10-15,95300.0,94100.0,55769.0,32.65,8383,-17784,8889
2015-10-16,93500.0,94700.0,93767.0,32.86,-4002,-4188,8190
2015-10-19,94700.0,95800.0,39857.0,33.24,-2140,-8982,14122
2015-10-20,96100.0,97100.0,40711.0,33.69,-5261,-1311,6582
2015-10-21,97400.0,97100.0,38343.0,33.69,-4050,-1490,5540
2015-10-22,96000.0,97000.0,24227.0,33.66,982,-5122,4361
2015-10-23,98100.0,99500.0,89098.0,34.53,-8961,-26287,33829
2015-10-26,101000.0,98300.0,64034.0,34.11,3254,6211,-9470
2015-10-27,99000.0,97100.0,41773.0,33.69,2261,-9759,6432
2015-10-28,97100.0,99000.0,48819.0,34.35,-6639,-3531,9845
2015-10-29,97000.0,98100.0,50722.0,34.04,1821,16426,-18244
2015-10-30,98200.0,99000.0,39254.0,34.35,-2622,4281,-1659
2015-11-02,99100.0,97700.0,39706.0,33.9,4511,-1610,-2915
2015-11-03,97700.0,100500.0,50131.0,34.87,-8779,-7719,17328
2015-11-04,100000.0,99400.0,50146.0,34.49,4732,-3359,-1387
2015-11-05,99400.0,96600.0,117293.0,33.52,16676,-27849,14881
2015-11-06,96100.0,93500.0,107836.0,32.45,19692,-55090,34738
2015-11-09,93500.0,94300.0,72055.0,32.72,839,-40650,39175
2015-11-10,94300.0,92000.0,87485.0,31.92,9839,-38764,29010
2015-11-11,91100.0,93100.0,43666.0,32.31,-3862,-9677,13547
2015-11-12,92400.0,94000.0,39940.0,32.62,-4316,3556,766
2015-11-13,93200.0,94500.0,47500.0,32.79,-2142,-16060,18205
2015-11-16,98300.0,92600.0,81983.0,32.13,8222,-6695,-1535
2015-11-17,92700.0,90800.0,118047.0,31.51,17258,-33479,17035
2015-11-18,90800.0,89800.0,68000.0,31.16,9944,-26664,16637
2015-11-19,90600.0,90900.0,63885.0,31.54,-7622,-11656,19278
2015-11-20,91800.0,92900.0,36568.0,32.24,-2283,-4022,6319
2015-11-23,93000.0,94300.0,44884.0,32.72,-6408,9906,-3495
2015-11-24,93800.0,94500.0,51623.0,32.79,-7267,11074,-3807
2015-11-25,94000.0,95200.0,60692.0,33.04,-8162,-3324,12986
2015-11-26,95200.0,96100.0,73648.0,33.35,-4061,-17690,21757
2015-11-27,96700.0,94700.0,96980.0,32.86,6255,-8038,1773
2015-11-30,94800.0,94200.0,121489.0,32.69,-5112,5974,-838
2015-12-01,93000.0,94600.0,44859.0,32.83,-1124,-4170,5294
2015-12-02,93200.0,94900.0,40190.0,32.93,-5648,1728,3372
2015-12-03,96300.0,95000.0,37752.0,32.97,124,-3072,2948
2015-12-04,93900.0,93600.0,42780.0,32.48,3352,6010,-9372
2015-12-07,94100.0,93200.0,35205.0,32.34,-713,-6803,7516
2015-12-08,93700.0,94400.0,28769.0,32.76,-3814,-3355,7076
2015-12-09,94500.0,93500.0,34361.0,32.45,1718,13889,-15607
2015-12-10,93500.0,95700.0,49176.0,33.21,-6446,13982,-7440
2015-12-11,95200.0,97000.0,56521.0,33.66,820,9251,-10063
2015-12-14,96500.0,95700.0,42424.0,33.21,-19,14437,-15065
2015-12-15,96300.0,101000.0,103650.0,35.05,-23005,7020,15904
2015-12-16,101500.0,103000.0,80603.0,35.74,-10134,-1088,11182
2015-12-17,103000.0,101000.0,30811.0,35.05,6120,-7022,468
2015-12-18,100500.0,105500.0,54428.0,36.61,-9170,3776,6145
2015-12-21,105500.0,103500.0,71370.0,35.92,10624,-10278,-349
2015-12-22,103000.0,103000.0,48318.0,35.74,1570,-21453,19913
2015-12-23,103500.0,103500.0,50851.0,35.92,-287,-14294,14190
2015-12-24,104500.0,102000.0,42071.0,35.4,2754,-8317,5563
2015-12-28,100500.0,99300.0,69574.0,34.46,2496,-31126,28630
2015-12-29,98100.0,100500.0,44417.0,34.87,-5157,-6164,11321
2015-12-30,101000.0,99700.0,44277.0,34.6,1321,-11220,9904
2016-01-04,98100.0,100000.0,47480.0,24.73,782,-5706,4867
2016-01-05,100500.0,98700.0,69639.0,24.41,4765,16906,-22120
2016-01-06,98900.0,103500.0,75086.0,25.6,-27313,22871,4898
2016-01-07,101500.0,101500.0,40926.0,25.11,-748,9463,-8760
2016-01-08,102500.0,103000.0,37303.0,25.48,-2533,15292,-12759
2016-01-11,101000.0,102000.0,39261.0,25.23,-598,8407,-7900
2016-01-12,103000.0,100500.0,47453.0,24.86,6585,-14895,6803
2016-01-13,100500.0,101000.0,42866.0,24.98,-2648,-20085,22540
2016-01-14,99500.0,102000.0,58336.0,25.23,-7973,-830,8941
2016-01-15,101500.0,103500.0,86619.0,25.6,-5205,-15989,21736
2016-01-18,105000.0,93800.0,197978.0,23.2,32237,-26103,-4916
2016-01-19,93200.0,93900.0,156041.0,23.23,-488,-22865,23351
2016-01-20,94000.0,94800.0,58218.0,23.45,-8743,9322,2218
2016-01-21,95500.0,93600.0,60543.0,23.15,847,1019,-1862
2016-01-22,93600.0,97700.0,48635.0,24.17,-13724,3059,10665
2016-01-25,96600.0,98000.0,71925.0,24.24,-8041,2536,5517
2016-01-26,98400.0,99300.0,58447.0,24.56,-9970,11833,-1867
2016-01-27,101500.0,104500.0,90677.0,25.85,-19218,6830,17186
2016-01-28,102500.0,97800.0,115611.0,24.19,25820,-38098,13012
2016-01-29,96000.0,102000.0,89291.0,25.23,-18031,-16079,34733
2016-02-01,100000.0,103500.0,52690.0,25.6,-5428,10278,-4209
2016-02-02,101500.0,102500.0,51003.0,25.35,-5469,9306,-3846
2016-02-03,102500.0,99600.0,52304.0,24.64,7761,-6050,-1711
2016-02-04,100500.0,102500.0,58474.0,25.35,-6598,9327,-2799
2016-02-05,102500.0,104000.0,50967.0,25.72,-8838,4970,3845
2016-02-11,103500.0,104500.0,33097.0,25.85,-3265,6381,-3116
2016-02-12,104500.0,99800.0,64699.0,24.68,3582,19669,-20036
2016-02-15,99700.0,99600.0,52910.0,24.64,1684,-4317,2180
2016-02-16,99600.0,101500.0,46994.0,25.11,-3830,-13710,17540
2016-02-17,100000.0,98300.0,165416.0,24.31,21507,-10863,-10630
2016-02-18,98800.0,98000.0,108279.0,24.24,3328,-52032,49554
2016-02-19,97500.0,98500.0,75524.0,24.36,-1376,-22743,24119
2016-02-22,97000.0,99000.0,47157.0,24.49,-3577,-3636,7213
2016-02-23,99100.0,96300.0,61982.0,23.82,13478,-21982,8493
2016-02-24,97000.0,94800.0,75958.0,23.45,9996,-34493,24455
2016-02-25,95500.0,96700.0,61806.0,23.92,-13781,-15831,29611
2016-02-26,96900.0,95600.0,49037.0,23.65,3541,-23666,20632
2016-02-29,95400.0,91800.0,130732.0,22.71,27342,-75269,47926
2016-03-02,92500.0,91800.0,135648.0,22.71,16020,-71924,55903
2016-03-03,91600.0,91300.0,95252.0,22.58,21364,-52243,28676
2016-03-04,90400.0,89200.0,87925.0,22.06,29191,-48115,18151
2016-03-07,90000.0,91200.0,74131.0,22.56,-6113,-4354,10450
2016-03-08,91100.0,90000.0,66987.0,22.26,7975,-3167,-6823
2016-03-09,90000.0,90500.0,66122.0,22.38,-7831,7757,167
2016-03-10,91500.0,93000.0,115269.0,23.0,-19244,-8752,27907
2016-03-11,93400.0,91400.0,62455.0,22.61,10654,-12799,1845
2016-03-14,91000.0,88900.0,98768.0,21.99,31072,-53838,22366
2016-03-15,89400.0,91000.0,62114.0,22.51,-18194,113,18071
2016-03-16,90800.0,91800.0,42965.0,22.71,-8460,10836,-2365
2016-03-17,91800.0,91000.0,68999.0,22.51,3925,-1647,-2154
2016-03-18,91100.0,90600.0,66597.0,22.41,3929,-29248,25308
2016-03-21,90400.0,89800.0,45175.0,22.21,8703,-15994,7289
2016-03-22,89500.0,89900.0,57907.0,22.24,11982,-10917,-1067
2016-03-23,90000.0,90500.0,69187.0,22.38,-2212,20039,-17995
2016-03-24,89000.0,89500.0,39600.0,22.14,1378,-4910,3532
2016-03-25,89200.0,90700.0,65965.0,22.43,-4309,-920,5257
2016-03-28,90700.0,90300.0,48413.0,22.34,1632,-8269,6238
2016-03-29,89300.0,90000.0,52480.0,22.26,5002,1157,-5337
2016-03-30,90000.0,89400.0,89259.0,22.11,9200,3611,-11591
2016-03-31,89700.0,88400.0,87163.0,21.87,8329,347,-8650
2016-04-01,89300.0,89500.0,112000.0,22.14,-12579,41528,-28949
2016-04-04,89300.0,87200.0,70681.0,21.57,20622,-29129,8517
2016-04-05,87800.0,89200.0,98924.0,22.06,-15832,24072,-8240
2016-04-06,89500.0,90700.0,135693.0,22.43,-8449,15164,-6616
2016-04-07,91100.0,90700.0,95394.0,22.43,-5918,18762,-10833
2016-04-08,89700.0,94400.0,95065.0,23.35,-37601,14225,24419
2016-04-11,94400.0,93700.0,57227.0,23.18,2032,2407,-4439
2016-04-12,92700.0,91700.0,42253.0,22.68,4309,-6184,941
2016-04-14,90800.0,92100.0,72540.0,22.78,2848,-9196,6350
2016-04-15,91200.0,92000.0,57215.0,22.76,3915,-10317,9257
2016-04-18,90700.0,91000.0,55722.0,22.51,8712,-19755,11043
2016-04-19,90900.0,90800.0,37225.0,22.46,2835,8105,-8850
2016-04-20,91400.0,89100.0,53280.0,22.04,26290,-19601,-6689
2016-04-21,89000.0,89600.0,46878.0,22.16,4717,-1369,-3663
2016-04-22,89100.0,89400.0,48448.0,22.11,3717,5620,-8634
2016-04-25,88800.0,90500.0,55729.0,22.38,-5979,23913,-18035
2016-04-26,90300.0,89000.0,32299.0,22.01,12210,-4549,-7962
2016-04-27,88600.0,89000.0,32360.0,22.01,4374,-7765,3390
2016-04-28,88900.0,92500.0,235188.0,22.88,-9108,106277,-96670
2016-04-29,93000.0,93100.0,133923.0,23.03,-27119,37863,-10743
2016-05-02,93000.0,95800.0,122884.0,23.7,-39495,43424,-3949
2016-05-03,95800.0,96400.0,76867.0,23.84,-13830,-9900,23830
2016-05-04,95000.0,101500.0,214226.0,25.11,-53661,-35753,89558
2016-05-09,102000.0,101500.0,197006.0,25.11,-8258,-12033,20391
2016-05-10,101500.0,100000.0,59995.0,24.73,-2193,6710,-4517
2016-05-11,99800.0,100000.0,145787.0,24.73,-1281,-4363,5664
2016-05-12,100000.0,98800.0,36458.0,24.44,2717,-9612,5985
2016-05-13,99000.0,99200.0,53046.0,24.54,-2527,4441,-1464
2016-05-16,99000.0,100500.0,49948.0,24.86,-3604,25338,-21352
2016-05-17,100000.0,101000.0,33987.0,24.98,-1400,4758,-3426
