Symbol,한일시멘트_시가(원),한일시멘트_종가(원),한일시멘트_거래량(주),한일시멘트_PER(IFRS-연결),한일시멘트_순매수수량(개인)(주),한일시멘트_순매수수량(기관계)(주),한일시멘트_순매수수량(외국인계)(주)
2001-11-08,19500.0,19350.0,102010.0,8.4,43040,10100,-44590
2001-11-09,19550.0,19500.0,17380.0,8.47,4970,-4610,0
2001-11-12,19500.0,19500.0,74670.0,8.47,-15300,12800,0
2001-11-13,19700.0,20350.0,86100.0,8.84,-10040,11990,260
2001-11-14,20450.0,21600.0,130270.0,9.38,-41530,10800,34610
2001-11-15,21900.0,22400.0,129070.0,9.73,-17600,-32210,48380
2001-11-16,22200.0,23000.0,74110.0,9.99,-10050,-15060,23900
2001-11-19,23400.0,23500.0,56600.0,10.2,-19130,18290,290
2001-11-20,23400.0,24400.0,89150.0,10.59,-25070,17340,7250
2001-11-21,24600.0,25100.0,53540.0,10.9,-26280,25230,730
2001-11-22,25100.0,25950.0,28710.0,11.27,-10580,10920,0
2001-11-23,25950.0,26400.0,67920.0,11.46,-9150,38780,-30000
2001-11-26,25400.0,26500.0,24500.0,11.51,-6270,6410,0
2001-11-27,26500.0,26700.0,55510.0,11.59,-8310,3530,840
2001-11-28,26100.0,25400.0,24900.0,11.03,-8120,8490,-440
2001-11-29,24500.0,26000.0,57680.0,11.29,-17070,5160,10000
2001-11-30,26800.0,26500.0,93490.0,11.51,-1820,-10,0
2001-12-03,26000.0,27500.0,30030.0,11.94,-10510,8560,0
2001-12-04,27000.0,26200.0,24040.0,11.38,4050,-4470,0
2001-12-05,27000.0,26100.0,37920.0,11.33,-11240,9110,0
2001-12-06,26500.0,25700.0,35960.0,11.16,-720,-390,80
2001-12-07,25200.0,26200.0,20010.0,11.38,-3440,-140,2400
2001-12-10,26250.0,25200.0,47690.0,10.94,-1510,2310,-320
2001-12-11,24700.0,25100.0,10170.0,10.9,-1460,700,-40
2001-12-12,25100.0,24650.0,38590.0,10.7,-7500,11450,0
2001-12-13,24950.0,24250.0,66520.0,10.53,-8890,-1440,220
2001-12-14,24300.0,24700.0,42620.0,10.72,-10180,5360,260
2001-12-17,24800.0,25000.0,14180.0,10.86,-2380,2280,-140
2001-12-18,25400.0,25200.0,69060.0,10.94,-4830,24620,-19610
2001-12-19,24700.0,25350.0,27100.0,11.01,-1750,1490,130
2001-12-20,25750.0,26450.0,19040.0,11.48,-4940,4860,0
2001-12-21,26100.0,26300.0,29580.0,11.42,-2290,4340,-1600
2001-12-24,26550.0,28000.0,39750.0,12.16,-7010,6350,0
2001-12-26,27500.0,28000.0,17410.0,12.16,2140,-2700,0
2001-12-27,27100.0,28100.0,27750.0,12.2,5660,-5570,80
2001-12-28,28500.0,28500.0,20590.0,12.38,-6930,5910,0
2002-01-02,28500.0,28500.0,18190.0,6.0,-5660,3730,0
2002-01-03,28100.0,29500.0,30720.0,6.21,-7980,5150,0
2002-01-04,29500.0,30000.0,37620.0,6.32,-7460,10230,-2910
2002-01-07,29100.0,29500.0,22160.0,6.21,1690,-5190,-380
2002-01-08,28800.0,29500.0,29970.0,6.21,-11400,17580,-100
2002-01-09,29000.0,29500.0,46910.0,6.21,-15340,22570,0
2002-01-10,29100.0,26800.0,27955.0,5.64,1705,-525,0
2002-01-11,28000.0,29000.0,30825.0,6.11,-4200,-11500,15700
2002-01-14,29000.0,28700.0,4800.0,6.04,1080,-980,-250
2002-01-15,28100.0,28700.0,18646.0,6.04,3096,-3696,-40
2002-01-16,28100.0,29200.0,18980.0,6.15,-2320,2470,-150
2002-01-17,28700.0,30800.0,195900.0,6.49,32830,-15470,15230
2002-01-18,32400.0,32000.0,51190.0,6.74,-2420,1460,-300
2002-01-21,31950.0,31300.0,33310.0,6.59,-9140,8530,180
2002-01-22,30600.0,31100.0,45200.0,6.55,-9090,7880,0
2002-01-23,31200.0,34850.0,103480.0,7.34,17166,-10266,30
2002-01-24,34800.0,38400.0,158316.0,8.09,-47990,-20040,66420
2002-01-25,37950.0,38900.0,82730.0,8.19,-4470,-21380,25370
2002-01-28,38300.0,37800.0,56486.0,7.96,7125,-9540,1245
2002-01-29,37800.0,37700.0,71230.0,7.94,-2770,-14750,17060
2002-01-30,36550.0,36300.0,36670.0,7.64,15760,-720,-15000
2002-01-31,36300.0,35750.0,50025.0,7.53,7450,-8050,1140
2002-02-01,35100.0,34300.0,59740.0,7.22,6930,-8470,0
2002-02-04,34500.0,35200.0,43750.0,7.41,-1390,3600,30
2002-02-05,33450.0,33800.0,36580.0,7.12,4580,1990,-7000
2002-02-06,33100.0,34100.0,51100.0,7.18,2506,12944,-15390
2002-02-07,34100.0,33000.0,34770.0,6.95,5740,-940,-8310
2002-02-08,32300.0,33000.0,44240.0,6.95,14360,14990,-29250
2002-02-14,33000.0,33700.0,58750.0,7.1,9480,22920,-32710
2002-02-15,34000.0,35400.0,110387.0,7.46,-13903,-12367,16640
2002-02-18,37200.0,35400.0,119178.0,7.46,7978,-23518,24590
2002-02-19,36800.0,36200.0,90347.0,7.62,20270,-16070,-5170
2002-02-20,35500.0,36700.0,83390.0,7.73,-21330,-22160,45440
2002-02-21,36700.0,37000.0,80300.0,7.79,2664,4141,-7005
2002-02-22,37000.0,36300.0,68160.0,7.64,34430,-12090,-23400
2002-02-25,36500.0,37500.0,62220.0,7.9,-12580,29590,-16760
2002-02-26,37500.0,37900.0,64540.0,7.98,-29200,30320,30
2002-02-27,37100.0,37600.0,32660.0,7.92,-14150,15010,120
2002-02-28,37000.0,36500.0,34720.0,7.69,-3100,900,100
2002-03-04,37100.0,36000.0,102620.0,7.58,-14381,-6849,20090
2002-03-05,36500.0,35500.0,104190.0,7.48,-9980,-29010,39350
2002-03-06,35500.0,36800.0,73160.0,7.75,-23180,2740,20480
2002-03-07,37000.0,36500.0,48190.0,7.69,-17040,270,14270
2002-03-08,36600.0,36500.0,41380.0,7.69,-8040,8060,-70
2002-03-11,36400.0,35300.0,37740.0,7.43,16500,-18400,0
2002-03-12,34600.0,35700.0,48700.0,7.52,-13270,13220,0
2002-03-13,35500.0,36950.0,95980.0,7.78,13010,21700,-32800
2002-03-14,36900.0,37700.0,104410.0,7.94,14920,-15030,-200
2002-03-15,37500.0,39550.0,216920.0,8.33,-28220,-2480,30090
2002-03-18,40500.0,42900.0,266030.0,9.03,-43910,-88740,139500
2002-03-19,42000.0,41400.0,456810.0,8.72,99890,105230,-222890
2002-03-20,42000.0,40500.0,441570.0,8.53,39980,216480,-316740
2002-03-21,40100.0,45100.0,231460.0,9.5,-52780,-10610,33130
2002-03-22,46500.0,49900.0,313949.0,10.51,-114400,-2800,120720
2002-03-25,49100.0,48950.0,88200.0,10.31,-27310,6090,8200
2002-03-26,49200.0,49500.0,60840.0,10.42,-15990,-6080,-270
2002-03-27,49500.0,49300.0,48460.0,10.38,120,9270,-12200
2002-03-28,49650.0,47200.0,48840.0,9.94,-5420,4260,0
2002-03-29,49100.0,48050.0,46360.0,10.12,-2360,700,0
2002-04-01,47200.0,46500.0,49670.0,9.79,-5780,-4800,0
2002-04-02,46500.0,46900.0,86640.0,9.88,-9890,130,600
2002-04-03,47000.0,48000.0,100020.0,10.11,-6850,-38790,0
2002-04-04,46500.0,50000.0,82830.0,10.53,-33197,-11453,25450
2002-04-08,50500.0,48500.0,121590.0,10.21,13630,15960,-73310
2002-04-09,47600.0,47000.0,160563.0,9.9,11380,76520,-101450
2002-04-10,47000.0,46450.0,60920.0,9.78,-16030,30220,-19820
2002-04-11,46600.0,47100.0,118225.0,9.92,40,34270,-45320
2002-04-12,46000.0,47300.0,107710.0,9.96,-18890,41570,-25250
2002-04-15,47500.0,49000.0,110166.0,10.32,6430,-4330,-1440
2002-04-16,50000.0,52500.0,174000.0,11.06,-26350,13200,15160
2002-04-17,54100.0,53500.0,143680.0,11.27,-35640,-29740,72370
2002-04-18,53500.0,55000.0,113340.0,11.58,-27110,5810,-3290
2002-04-19,53800.0,52500.0,42377.0,11.06,1240,1620,-7980
2002-04-22,51500.0,52500.0,46247.0,11.06,-6090,-10240,17220
2002-04-23,54200.0,52300.0,26123.0,11.01,1850,-1090,9320
2002-04-24,52300.0,53500.0,117230.0,11.27,-5560,-21530,49510
2002-04-25,54000.0,52500.0,93530.0,11.06,-1410,-15340,13980
2002-04-26,53900.0,53800.0,71890.0,11.33,-12700,-27270,39960
2002-04-29,52500.0,49700.0,72848.0,10.47,920,10740,-13330
2002-04-30,48500.0,45300.0,70800.0,9.54,22960,-2690,-20180
2002-05-02,46800.0,47450.0,116300.0,9.99,2700,64900,6110
2002-05-03,48000.0,47700.0,38710.0,10.05,-10880,11970,-750
2002-05-06,45200.0,46400.0,19030.0,9.77,-2720,-4820,4500
2002-05-07,46400.0,46400.0,28310.0,9.77,3360,-6530,6170
2002-05-08,46500.0,46000.0,50960.0,9.69,29080,-19550,660
2002-05-09,46800.0,46000.0,110310.0,9.69,30440,-47170,49900
2002-05-10,46100.0,43700.0,46099.0,9.2,1300,-6480,4840
2002-05-13,43050.0,42000.0,54980.0,8.85,9050,5960,-9530
2002-05-14,42000.0,41250.0,122450.0,8.69,32590,11880,4320
2002-05-15,41500.0,41000.0,88212.0,8.63,38160,-7760,0
2002-05-16,41300.0,41500.0,95690.0,8.74,38030,-23500,980
2002-05-17,41700.0,42800.0,115070.0,9.01,7380,28890,-27750
2002-05-20,43100.0,42300.0,65800.0,8.91,-13360,9730,3700
2002-05-21,41200.0,42500.0,76257.0,8.95,-13620,-2490,0
2002-05-22,42000.0,44000.0,139271.0,9.27,-19860,9390,13300
2002-05-23,44500.0,44000.0,39863.0,9.27,-12090,-6830,10
2002-05-24,44000.0,44000.0,61917.0,9.27,1490,-2860,-40
2002-05-27,44500.0,44300.0,46840.0,9.33,-15880,660,0
2002-05-28,44500.0,44000.0,33030.0,9.27,-8310,-450,0
2002-05-29,42900.0,43800.0,48160.0,9.22,-13900,4820,-700
2002-05-30,43200.0,43200.0,22910.0,9.1,-4730,-1160,0
2002-05-31,42500.0,43000.0,19240.0,9.06,-8210,4570,10
2002-06-03,42500.0,42950.0,31070.0,9.05,-13360,9370,0
2002-06-04,41800.0,42200.0,18510.0,8.89,2950,2130,-5510
2002-06-05,41800.0,42800.0,72490.0,9.01,-9230,7260,0
2002-06-07,41800.0,42500.0,26020.0,8.95,-5280,-3350,0
2002-06-10,42450.0,43000.0,36480.0,9.06,-13270,-3540,0
2002-06-11,42700.0,42450.0,35420.0,8.94,-10060,7090,800
2002-06-12,42700.0,44200.0,202432.0,9.31,30070,-80910,52160
2002-06-14,39000.0,43600.0,70333.0,9.18,-430,-17550,18150
2002-06-17,44500.0,42600.0,21091.0,8.97,7670,-5550,-10
2002-06-18,42500.0,41800.0,20692.0,8.8,-5390,5710,940
2002-06-19,41800.0,40000.0,29890.0,8.42,3850,-12440,6330
2002-06-20,36050.0,40350.0,30918.0,8.5,0,-790,900
2002-06-21,40050.0,43000.0,30150.0,9.06,-3440,-3800,1960
2002-06-24,42000.0,42500.0,26650.0,8.95,-7110,3150,-8030
2002-06-25,41800.0,41500.0,14590.0,8.74,-3580,6600,-2950
2002-06-26,39500.0,35300.0,43760.0,7.43,5210,350,-1050
2002-06-27,35900.0,35900.0,116550.0,7.56,16390,-26730,-7800
2002-06-28,36500.0,37200.0,49947.0,7.83,-10260,-1810,-90
2002-07-02,34350.0,34500.0,92010.0,7.27,39950,18910,-51700
2002-07-03,34500.0,35000.0,53790.0,7.37,-11930,23140,-11380
2002-07-04,35450.0,35250.0,58040.0,7.42,11390,4730,-16120
2002-07-05,35550.0,36500.0,95360.0,7.69,6590,9220,-16450
2002-07-08,37500.0,36750.0,118210.0,7.74,-8330,-48580,57270
2002-07-09,36900.0,37300.0,57340.0,7.86,-7810,11450,3870
2002-07-10,38900.0,39150.0,44450.0,8.25,-14650,-7310,22210
2002-07-11,38900.0,37250.0,44670.0,7.84,3390,-3110,-70
2002-07-12,37650.0,38800.0,39451.0,8.17,-1669,719,0
2002-07-15,38050.0,37800.0,25360.0,7.96,2180,-2150,0
2002-07-16,37500.0,36800.0,22660.0,7.75,-2240,1750,0
2002-07-18,37200.0,36400.0,25290.0,7.67,310,4560,-4870
2002-07-19,35100.0,41850.0,47940.0,8.81,-1200,-13640,13410
2002-07-22,36000.0,35700.0,58400.0,7.52,25300,-20980,-4320
2002-07-23,35700.0,37000.0,30320.0,7.79,-12420,2710,9600
2002-07-24,36150.0,35050.0,22210.0,7.38,10920,-10810,0
2002-07-25,36100.0,34550.0,28340.0,7.28,8500,-7450,-1160
2002-07-26,34050.0,33300.0,38850.0,7.01,-6830,120,6710
2002-07-29,33800.0,32700.0,22530.0,6.89,1910,1060,-3050
2002-07-30,34000.0,33300.0,71000.0,7.01,15700,-39710,23780
2002-07-31,33900.0,33050.0,16930.0,6.96,6780,-6600,140
2002-08-01,33100.0,32500.0,17740.0,6.84,-4580,4540,430
2002-08-02,31400.0,31900.0,29820.0,6.72,1270,10890,-12350
2002-08-05,30600.0,30500.0,35570.0,6.42,-1740,14040,-10980
2002-08-06,30000.0,30300.0,27430.0,6.38,-5810,13810,-8540
2002-08-07,30500.0,30500.0,71450.0,6.42,3880,18150,-21960
2002-08-08,30500.0,30100.0,40820.0,6.34,17380,-5920,-12220
2002-08-09,31700.0,30900.0,84792.0,6.51,21820,-1670,-20260
2002-08-12,30900.0,31050.0,33270.0,6.54,-270,11450,-11400
2002-08-13,31000.0,31900.0,48550.0,6.72,3220,24920,-28140
2002-08-14,31100.0,31800.0,32690.0,6.7,-4320,4010,0
2002-08-16,32200.0,32300.0,38670.0,6.8,-3620,-1190,4910
2002-08-19,31900.0,31900.0,42061.0,6.72,8350,5960,-15690
2002-08-20,31900.0,32600.0,79216.0,6.87,1940,30190,-41750
2002-08-21,32250.0,32200.0,97560.0,6.78,27990,8740,-51240
2002-08-22,32400.0,32300.0,42260.0,6.8,7660,-5170,-420
2002-08-23,32350.0,32500.0,40140.0,6.84,5210,-8230,2990
2002-08-26,32150.0,33100.0,32650.0,6.97,-6930,5940,-100
2002-08-27,33500.0,33450.0,55430.0,7.04,-6220,-8430,14930
2002-08-28,33200.0,34000.0,28330.0,7.16,-11490,7390,-100
2002-08-29,33700.0,33500.0,53000.0,7.06,-11910,8360,3550
2002-08-30,33450.0,34000.0,22640.0,7.16,-7775,5860,-5
2002-09-02,34100.0,35800.0,80225.0,7.54,26620,-11830,5170
2002-09-03,35800.0,36900.0,135520.0,7.77,-32470,-54110,86470
2002-09-04,37500.0,37600.0,170230.0,7.92,38180,-45520,14970
2002-09-05,39500.0,38700.0,248138.0,8.15,22538,-83438,84030
2002-09-06,39000.0,39450.0,230622.0,8.31,22772,-111782,113550
2002-09-09,39300.0,35500.0,122650.0,7.48,1420,27520,-29440
2002-09-10,34500.0,35600.0,78400.0,7.5,-13930,33150,-25000
2002-09-11,36800.0,36200.0,39810.0,7.62,-7840,3230,-50
2002-09-12,35500.0,37250.0,59878.0,7.84,-18968,12958,1800
2002-09-13,36800.0,37800.0,52700.0,7.96,-11800,-10300,19210
2002-09-16,39000.0,38700.0,105190.0,8.15,-9510,-30470,47030
2002-09-17,39500.0,39350.0,84479.0,8.29,-2151,11471,-2650
2002-09-18,38600.0,39000.0,74025.0,8.21,-9535,17665,-1890
2002-09-19,38300.0,38950.0,56000.0,8.2,-14530,24770,-12640
2002-09-23,37750.0,38100.0,32590.0,8.02,-7920,6670,0
2002-09-24,38000.0,37500.0,28921.0,7.9,-4820,4820,0
2002-09-25,37450.0,36300.0,40180.0,7.64,-8810,-2070,10730
2002-09-26,37000.0,36300.0,38191.0,7.64,-3950,4870,0
2002-09-27,35650.0,36200.0,35640.0,7.62,-2380,14940,-12710
2002-09-30,36000.0,34500.0,15990.0,7.27,-3950,3850,0
2002-10-01,34000.0,34900.0,14950.0,7.35,-3520,3230,120
2002-10-02,35100.0,34450.0,52342.0,7.26,8352,-2682,-5650
2002-10-04,34400.0,34500.0,20200.0,7.27,-3920,4070,-150
2002-10-07,34550.0,33100.0,26086.0,6.97,-3550,1990,0
2002-10-08,32100.0,33200.0,15160.0,6.99,-3300,10570,-6320
2002-10-09,32750.0,33200.0,35210.0,6.99,1010,10500,-11730
2002-10-10,33200.0,29800.0,77271.0,6.28,13530,-10190,1540
2002-10-11,31000.0,28700.0,106621.0,6.04,34700,-10400,-21850
2002-10-14,29100.0,29200.0,64240.0,6.15,9080,-7760,-1540
2002-10-15,29100.0,30200.0,35850.0,6.36,-7285,7635,-400
2002-10-16,31200.0,32500.0,65251.0,6.84,-8630,-26110,34790
2002-10-17,32400.0,32700.0,13812.0,6.89,-1480,1960,0
2002-10-18,33100.0,33200.0,48002.0,6.99,-1170,4410,1150
2002-10-21,32900.0,32500.0,19270.0,6.84,-11310,11420,40
2002-10-22,32900.0,32450.0,43280.0,6.83,-8710,8610,0
2002-10-23,31800.0,34000.0,37010.0,7.16,-7800,20530,-14470
2002-10-24,34000.0,33150.0,26800.0,6.98,7300,630,-7000
2002-10-25,32200.0,32600.0,14480.0,6.87,-4430,3910,200
2002-10-28,33050.0,33400.0,24230.0,7.03,-3040,10120,-7050
2002-10-29,33850.0,33900.0,22280.0,7.14,-4600,-4590,0
2002-10-30,33300.0,34500.0,11230.0,7.27,-3770,3600,0
2002-10-31,34000.0,33900.0,25090.0,7.14,920,-1020,0
2002-11-01,33100.0,32600.0,13010.0,6.87,2630,-1920,-700
2002-11-04,31200.0,33350.0,16420.0,7.02,-5440,10380,-5400
2002-11-05,33000.0,32600.0,16620.0,6.87,6580,-2070,-4470
2002-11-06,32800.0,32700.0,17970.0,6.89,-1930,9940,-4340
2002-11-07,32450.0,32650.0,39070.0,6.88,17810,-3680,-16010
2002-11-08,32500.0,31600.0,20300.0,6.65,7580,-4220,-3680
2002-11-11,31600.0,30500.0,24670.0,6.42,7650,-4030,-3300
2002-11-12,30500.0,30800.0,13890.0,6.49,1210,3770,-390
2002-11-13,30800.0,30000.0,40790.0,6.32,9560,17600,-28140
2002-11-14,30500.0,30650.0,17160.0,6.45,-3540,2080,1400
2002-11-15,31100.0,31000.0,39530.0,6.53,15440,2040,-10580
2002-11-18,31200.0,31000.0,34010.0,6.53,980,9220,-7260
2002-11-19,31100.0,31350.0,34460.0,6.6,-3700,3740,-200
2002-11-20,31050.0,32300.0,42910.0,6.8,-3920,7900,-4300
2002-11-21,33000.0,32700.0,101030.0,6.89,-1090,-4050,-3120
2002-11-22,32850.0,33300.0,42981.0,7.01,-18720,23240,-4950
2002-11-25,33150.0,33250.0,33290.0,7.0,-7410,2530,-9980
2002-11-26,32700.0,33200.0,103480.0,6.99,13910,-7470,-9250
2002-11-27,32850.0,33200.0,17360.0,6.99,1260,-3010,650
2002-11-28,34000.0,34300.0,101820.0,7.22,50040,-47430,-10780
2002-11-29,33600.0,34950.0,23490.0,7.36,-5910,-1840,80
2002-12-02,34650.0,34500.0,14240.0,7.27,1420,-2440,0
2002-12-03,34300.0,34450.0,20000.0,7.26,4650,-9040,5430
2002-12-04,34100.0,34500.0,35620.0,7.27,-8440,13780,-1650
2002-12-05,34500.0,34800.0,24950.0,7.33,-6880,6070,-8010
2002-12-06,34700.0,34500.0,21610.0,7.27,1330,1740,-2610
2002-12-09,34550.0,33900.0,27290.0,7.14,-1050,-3910,-960
2002-12-10,33550.0,34000.0,26850.0,7.16,-5580,7860,-70
2002-12-11,33750.0,33900.0,19310.0,7.14,-1270,-8160,0
2002-12-12,34000.0,35500.0,60410.0,7.48,-4610,9290,-4780
2002-12-13,34900.0,34700.0,40390.0,7.31,6610,-21840,0
2002-12-16,34350.0,33850.0,15010.0,7.13,-450,-3910,0
2002-12-17,33950.0,34200.0,11360.0,7.2,-4990,4250,0
2002-12-18,34800.0,34600.0,20131.0,7.29,-3690,3660,0
2002-12-20,34300.0,35400.0,52050.0,7.46,-19290,4110,3800
2002-12-23,35700.0,35000.0,14730.0,7.37,-5030,5390,0
2002-12-24,35000.0,34900.0,22230.0,7.35,-7000,-1790,0
2002-12-26,34800.0,34400.0,27690.0,7.24,3840,-4170,0
2002-12-27,34000.0,34300.0,17040.0,7.22,-2400,3120,-600
2002-12-30,33900.0,36000.0,26820.0,7.58,-15750,16820,-1050
2003-01-02,34050.0,33200.0,23050.0,4.29,17600,-17220,-170
2003-01-03,33700.0,33500.0,41500.0,4.33,14140,-11380,-1550
2003-01-06,34000.0,33550.0,23330.0,4.33,-3020,3330,20
2003-01-07,33650.0,33400.0,24150.0,4.32,-11420,12100,0
2003-01-08,32850.0,33400.0,17660.0,4.32,-9170,9950,0
2003-01-09,33600.0,32900.0,28010.0,4.25,-5310,10450,-3150
2003-01-10,32900.0,33500.0,15690.0,4.33,-5290,4820,40
2003-01-13,33500.0,33800.0,21850.0,4.37,-3940,3470,20
2003-01-14,34250.0,33500.0,15110.0,4.33,-500,-2760,2630
2003-01-15,33400.0,34000.0,37240.0,4.39,-340,-8580,60
2003-01-16,34000.0,34000.0,7330.0,4.39,-3090,2990,50
2003-01-17,33650.0,33550.0,10580.0,4.33,1130,-1450,60
2003-01-20,33200.0,33900.0,4400.0,4.38,-1810,1110,20
2003-01-21,33500.0,33800.0,19580.0,4.37,-4130,3860,-300
2003-01-22,33250.0,33300.0,16160.0,4.3,-600,-970,1600
2003-01-23,34400.0,33700.0,26470.0,4.35,-2340,1210,140
2003-01-24,33450.0,33450.0,62930.0,4.32,-1780,830,240
2003-01-27,33850.0,32950.0,16550.0,4.26,2090,-5680,0
2003-01-28,32600.0,33000.0,7500.0,4.26,-1980,1980,0
2003-01-29,33000.0,32250.0,26890.0,4.17,4370,4480,-8600
2003-01-30,32700.0,32900.0,5780.0,4.25,-2190,2740,-750
2003-02-03,32550.0,32750.0,17670.0,4.23,-4400,-6600,-340
2003-02-04,32650.0,32600.0,22080.0,4.21,310,420,-600
2003-02-05,32250.0,32600.0,23610.0,4.21,1250,4090,-9990
2003-02-06,32350.0,32200.0,37260.0,4.16,9520,2120,-19010
2003-02-07,32000.0,31150.0,62380.0,4.02,11020,37960,-53570
2003-02-10,30750.0,30000.0,67840.0,3.88,10240,36680,-54620
2003-02-11,30900.0,30650.0,20060.0,3.96,-2590,1590,0
2003-02-12,30900.0,30700.0,17300.0,3.97,-9690,1490,-770
2003-02-13,31050.0,31200.0,64900.0,4.03,-3270,13930,-20900
2003-02-14,31000.0,31850.0,6590.0,4.12,-1160,230,10
2003-02-17,32500.0,32000.0,7800.0,4.13,-1150,700,450
2003-02-18,32900.0,32300.0,18660.0,4.17,-1450,5570,-2000
2003-02-19,32350.0,32200.0,38570.0,4.16,-1530,-4980,-6450
2003-02-20,32400.0,32000.0,34100.0,4.13,-560,-4790,3130
2003-02-21,32050.0,31850.0,11870.0,4.12,-240,2360,-2520
2003-02-24,32000.0,32000.0,40340.0,4.13,6770,-11710,4120
2003-02-25,31950.0,31300.0,20010.0,4.04,7510,1710,-9920
2003-02-26,31250.0,31500.0,52780.0,4.07,-4440,1250,50
2003-02-27,31250.0,32500.0,26720.0,4.2,-2570,-330,-240
2003-02-28,32450.0,32450.0,69240.0,4.19,-4900,8740,-210
2003-03-03,32800.0,32450.0,19860.0,4.19,-780,780,240
2003-03-04,32100.0,32300.0,6250.0,4.17,440,-1390,0
2003-03-05,32500.0,31950.0,4940.0,4.13,-1140,1440,-200
2003-03-06,32250.0,32200.0,11210.0,4.16,-7350,3510,3000
2003-03-07,32400.0,32300.0,50680.0,4.17,-3510,-6810,320
2003-03-10,31600.0,32600.0,7600.0,4.21,840,-1240,0
2003-03-11,32600.0,32300.0,59200.0,4.17,-3050,-11630,12200
2003-03-12,32300.0,33000.0,18990.0,4.26,-5220,-170,11440
2003-03-13,33100.0,33900.0,57780.0,4.38,-6100,-5290,6720
2003-03-14,33800.0,33700.0,38080.0,4.35,-1300,1730,-1000
2003-03-17,34200.0,33450.0,14910.0,4.32,1300,3740,50
2003-03-18,33600.0,34200.0,13450.0,4.42,-3060,3380,1480
2003-03-19,34700.0,35500.0,24850.0,4.59,-2481,2941,0
2003-03-20,36900.0,35900.0,30240.0,4.64,-3440,-8590,6000
2003-03-21,36200.0,36600.0,23700.0,4.73,-4300,9610,-9510
2003-03-24,36200.0,36650.0,10280.0,4.74,-3300,3270,20
2003-03-25,35500.0,36000.0,18200.0,4.65,-2050,7070,-7020
2003-03-26,36100.0,35700.0,9220.0,4.61,-770,2030,740
2003-03-27,35700.0,36400.0,22070.0,4.7,-8460,7160,5090
2003-03-28,36900.0,36500.0,17800.0,4.72,120,-2680,290
2003-03-31,35850.0,36900.0,20200.0,4.77,-900,-3590,-230
2003-04-01,36900.0,36900.0,26180.0,4.77,-690,-12380,9320
2003-04-02,36950.0,38650.0,80580.0,4.99,2020,-8910,6980
2003-04-03,38650.0,39000.0,29580.0,5.04,-7220,-7270,13090
2003-04-04,39000.0,41300.0,100550.0,5.34,-220,-12630,12250
2003-04-07,41800.0,41800.0,109190.0,5.4,12150,26780,-28050
2003-04-08,40900.0,41600.0,18470.0,5.37,-50,3410,-3530
2003-04-09,41600.0,41500.0,25140.0,5.36,310,16460,-16910
2003-04-10,42050.0,41500.0,45650.0,5.36,3940,9980,-11590
2003-04-11,41200.0,41900.0,53640.0,5.41,-11670,10020,-3030
2003-04-14,43800.0,43900.0,40554.0,5.67,-10166,-8184,19130
2003-04-15,44500.0,43600.0,22850.0,5.63,-4330,-8150,8520
2003-04-16,44000.0,44500.0,89340.0,5.75,-9460,-51730,69160
2003-04-17,44500.0,44300.0,10132.0,5.72,-2550,-690,740
2003-04-18,45000.0,44800.0,35487.0,5.79,-5400,-13440,18210
2003-04-21,45300.0,44950.0,10550.0,5.81,-310,480,-50
2003-04-22,45000.0,43900.0,20090.0,5.67,-1730,-2270,14110
2003-04-23,44900.0,44500.0,20580.0,5.75,730,-4740,5800
2003-04-24,44900.0,43200.0,23434.0,5.58,-1236,1216,170
2003-04-25,42500.0,42000.0,63630.0,5.43,-8840,22540,-12630
2003-04-28,41450.0,41800.0,11960.0,5.4,-5800,5070,730
2003-04-29,42600.0,42850.0,29140.0,5.54,-720,1680,780
2003-04-30,44300.0,44200.0,20400.0,5.71,-3070,-670,4360
2003-05-02,44000.0,43950.0,20860.0,5.68,930,-1230,0
2003-05-06,43650.0,42950.0,17310.0,5.55,2860,-3430,300
2003-05-07,43900.0,43250.0,26860.0,5.59,2010,-7400,5180
2003-05-09,45500.0,43500.0,21502.0,5.62,480,-840,2000
2003-05-12,44200.0,44100.0,19360.0,5.7,-5360,5450,60
2003-05-13,43700.0,44000.0,22170.0,5.68,-4470,7890,0
2003-05-14,43000.0,43400.0,29710.0,5.61,-50,-1890,3990
2003-05-15,43900.0,44400.0,26420.0,5.74,1580,-220,0
2003-05-16,45300.0,45550.0,39970.0,5.89,-4090,-8490,4000
2003-05-19,45550.0,45500.0,30200.0,5.88,4590,-12550,7000
2003-05-20,45000.0,44700.0,45730.0,5.78,8880,-9170,-320
2003-05-21,44700.0,45000.0,46510.0,5.81,-26100,30170,-2110
2003-05-22,45150.0,46900.0,79697.0,6.06,-8920,23510,5960
2003-05-23,47100.0,48500.0,50173.0,6.27,-10557,10847,17930
2003-05-26,49500.0,51500.0,71270.0,6.65,-19710,9410,17000
