Symbol,현대미포조선_시가(원),현대미포조선_종가(원),현대미포조선_거래량(주),현대미포조선_PER(IFRS-연결),현대미포조선_순매수수량(개인)(주),현대미포조선_순매수수량(기관계)(주),현대미포조선_순매수수량(외국인계)(주)
2001-11-07,7190.0,7050.0,39000.0,11.03,2670,-2920,250
2001-11-08,7010.0,7040.0,81540.0,11.02,-2330,-3390,0
2001-11-09,7010.0,6940.0,64940.0,10.86,12160,-1780,0
2001-11-12,6940.0,6930.0,128710.0,10.84,22110,7890,0
2001-11-13,6860.0,6900.0,74460.0,10.8,-9800,9060,0
2001-11-14,6950.0,7170.0,222680.0,11.22,-28020,13780,0
2001-11-15,7250.0,7160.0,150630.0,11.2,-14550,-19460,0
2001-11-16,7120.0,7040.0,121990.0,11.02,-16000,17530,0
2001-11-19,7000.0,7190.0,172200.0,11.25,43510,-16750,240
2001-11-20,7250.0,7350.0,302480.0,11.5,9970,21170,160
2001-11-21,7450.0,7350.0,129300.0,11.5,11220,-590,320
2001-11-22,7400.0,7300.0,74370.0,11.42,1000,3730,-3820
2001-11-23,7250.0,7440.0,151320.0,11.64,15840,-16880,0
2001-11-26,7540.0,8000.0,388850.0,12.52,46720,-38750,-250
2001-11-27,7900.0,7800.0,168650.0,12.21,-13800,1340,2170
2001-11-28,7770.0,7310.0,165910.0,11.44,-29340,24650,160
2001-11-29,7250.0,7330.0,138010.0,11.47,-4600,5870,0
2001-11-30,7410.0,7500.0,98570.0,11.74,290,320,0
2001-12-03,7510.0,7980.0,173860.0,12.49,24730,-24760,0
2001-12-04,7990.0,7770.0,182180.0,12.16,-1090,870,0
2001-12-05,7910.0,7810.0,140480.0,12.22,-27820,28660,0
2001-12-06,7840.0,7710.0,172080.0,12.06,-4500,5300,360
2001-12-07,7700.0,7730.0,119050.0,12.1,3000,-5080,1920
2001-12-10,7680.0,7520.0,141650.0,11.77,3090,-1980,150
2001-12-11,7620.0,7530.0,105460.0,11.78,17840,-16360,-80
2001-12-12,7510.0,7550.0,112340.0,11.81,-2160,2290,0
2001-12-13,7480.0,7370.0,142640.0,11.53,36050,-29680,1000
2001-12-14,7370.0,7420.0,61800.0,11.61,-3110,3550,-80
2001-12-17,7450.0,7230.0,78040.0,11.31,-3110,2400,-300
2001-12-18,7230.0,7130.0,39850.0,11.16,90,-1280,1350
2001-12-19,7150.0,7150.0,61150.0,11.19,-6170,5420,670
2001-12-20,7150.0,7250.0,42090.0,11.34,-7310,7310,0
2001-12-21,7120.0,7200.0,58890.0,11.27,-780,1310,-450
2001-12-24,7200.0,7270.0,114680.0,11.38,38040,-36930,0
2001-12-26,7490.0,7720.0,242720.0,12.08,53790,-53790,0
2001-12-27,7010.0,7290.0,129540.0,11.41,-34900,34630,160
2001-12-28,7290.0,7400.0,94820.0,11.58,-20720,12040,0
2002-01-02,7500.0,7420.0,107960.0,,-1720,190,0
2002-01-03,7420.0,7410.0,114661.0,,-32345,32775,0
2002-01-04,7410.0,7260.0,93280.0,,-11470,10660,240
2002-01-07,7310.0,7350.0,98150.0,,2500,-2100,-160
2002-01-08,7450.0,7390.0,104412.0,,-20250,20790,0
2002-01-09,7320.0,7300.0,75481.0,,9251,-8781,0
2002-01-10,7210.0,7200.0,105340.0,,25710,-23880,0
2002-01-11,7200.0,7240.0,61500.0,,-12860,11330,0
2002-01-14,7250.0,7200.0,26610.0,,360,-1440,0
2002-01-15,7120.0,7100.0,64290.0,,19200,-17590,-750
2002-01-16,7000.0,7190.0,69710.0,,2610,-3270,0
2002-01-17,7150.0,7130.0,31730.0,,-6090,4790,520
2002-01-18,7220.0,7000.0,154880.0,,88830,-90100,0
2002-01-21,7040.0,7030.0,61590.0,,-17170,-3520,2920
2002-01-22,7030.0,6990.0,63660.0,,31130,-30910,0
2002-01-23,6950.0,7180.0,84100.0,,-6270,-1410,70
2002-01-24,7230.0,7500.0,275442.0,,-1080,240,980
2002-01-25,7550.0,7900.0,466881.0,,-98730,15960,57880
2002-01-28,7950.0,8000.0,247738.0,,16670,-20600,0
2002-01-29,8100.0,7910.0,177360.0,,32470,-35090,140
2002-01-30,7710.0,7700.0,141500.0,,-50950,43360,100
2002-01-31,7780.0,7700.0,89270.0,,-5580,-9590,500
2002-02-01,7760.0,7900.0,238030.0,,-37750,62870,-100
2002-02-04,7980.0,7550.0,66111.0,,21090,-6990,-13960
2002-02-05,7410.0,7450.0,98627.0,,10577,31243,-41540
2002-02-06,7370.0,7900.0,158530.0,,-35000,48080,0
2002-02-07,7750.0,8100.0,689560.0,,-27140,84150,0
2002-02-08,7950.0,8200.0,220960.0,,-9770,59550,0
2002-02-14,8500.0,8500.0,473820.0,,147070,-41030,-4860
2002-02-15,8500.0,8400.0,304720.0,,59790,-36810,0
2002-02-18,8400.0,9100.0,542093.0,,-10010,27900,0
2002-02-19,9020.0,8800.0,357523.0,,120543,-105973,0
2002-02-20,8700.0,8760.0,366570.0,,54710,-55170,0
2002-02-21,8950.0,8700.0,218770.0,,-19310,20920,0
2002-02-22,8510.0,8560.0,143600.0,,-6850,9940,0
2002-02-25,8470.0,8490.0,120690.0,,-20350,19250,0
2002-02-26,8510.0,8650.0,222220.0,,34480,-35720,0
2002-02-27,8600.0,8800.0,288040.0,,-57200,57010,240
2002-02-28,8700.0,8320.0,905690.0,,339160,-353370,0
2002-03-04,8400.0,8100.0,898320.0,,52070,-39870,180
2002-03-05,8060.0,7870.0,484130.0,,34700,-32000,1000
2002-03-06,7900.0,7880.0,301370.0,,-6180,5640,-160
2002-03-07,7890.0,7800.0,179620.0,,-22390,15150,0
2002-03-08,7800.0,7850.0,151020.0,,3270,-4820,2500
2002-03-11,7900.0,8060.0,230920.0,,13910,-30,0
2002-03-12,8000.0,8010.0,175270.0,,3140,-1770,630
2002-03-13,7870.0,8050.0,252450.0,,34020,-33950,0
2002-03-14,8050.0,8060.0,192180.0,,3460,-290,-2690
2002-03-15,8010.0,8400.0,495500.0,,-39080,30880,0
2002-03-18,8410.0,8220.0,418990.0,,3560,-29950,0
2002-03-19,8300.0,8370.0,283102.0,,-25490,20140,-1500
2002-03-20,8410.0,8270.0,324643.0,,-18850,26330,0
2002-03-21,8250.0,8700.0,610870.0,,-23880,21400,-20
2002-03-22,8750.0,8990.0,621250.0,,14850,-7500,0
2002-03-25,9100.0,8700.0,448330.0,,34481,-20591,-400
2002-03-26,8680.0,8640.0,349030.0,,-94300,90200,3190
2002-03-27,8700.0,8910.0,327646.0,,18246,-26306,0
2002-03-28,8920.0,8790.0,342810.0,,-23300,23980,0
2002-03-29,8810.0,8660.0,153950.0,,-12320,11710,0
2002-04-01,8600.0,8190.0,256880.0,,32500,-27680,1650
2002-04-02,8180.0,8210.0,175692.0,,-10930,10710,1800
2002-04-03,8200.0,8250.0,269795.0,,58100,-58000,0
2002-04-04,8180.0,8600.0,252265.0,,-4310,3960,480
2002-04-08,8600.0,8500.0,328170.0,,51690,510,90
2002-04-09,8500.0,8250.0,141000.0,,-17320,17320,0
2002-04-10,8260.0,7990.0,156720.0,,-3790,2720,70
2002-04-11,7900.0,8030.0,143970.0,,29980,-25790,-5160
2002-04-12,8000.0,8160.0,87140.0,,7670,-8670,0
2002-04-15,8110.0,8200.0,79770.0,,15380,1620,-17550
2002-04-16,8110.0,8400.0,74151.0,,-2720,3220,0
2002-04-17,8490.0,8380.0,158440.0,,-8870,7750,540
2002-04-18,8300.0,8180.0,239160.0,,77740,-87280,0
2002-04-19,8200.0,8190.0,158970.0,,62460,-73240,0
2002-04-22,8250.0,8080.0,221910.0,,51720,-52450,0
2002-04-23,8040.0,8100.0,116130.0,,-1010,710,0
2002-04-24,8030.0,8020.0,106820.0,,-15220,10220,0
2002-04-25,8010.0,7690.0,139100.0,,-15590,10340,210
2002-04-26,7750.0,7720.0,104430.0,,16190,-17610,70
2002-04-29,7680.0,7400.0,117660.0,,410,3110,0
2002-04-30,7510.0,7500.0,95730.0,,4430,-5370,0
2002-05-02,7750.0,7640.0,115710.0,,-7190,6440,0
2002-05-03,7600.0,7850.0,95211.0,,9551,-9151,0
2002-05-06,7800.0,7660.0,114220.0,,1120,-1260,0
2002-05-07,7580.0,7550.0,97630.0,,-3030,1630,0
2002-05-08,7450.0,7680.0,95950.0,,5450,-4850,0
2002-05-09,7700.0,7510.0,95430.0,,5590,-4680,-750
2002-05-10,7380.0,7350.0,78480.0,,4880,-6840,0
2002-05-13,7250.0,7290.0,77510.0,,-1690,1110,0
2002-05-14,7290.0,7270.0,54330.0,,-4890,4520,-4890
2002-05-15,7390.0,7330.0,79090.0,,-2870,1370,0
2002-05-16,7330.0,7250.0,92120.0,,-23790,16150,0
2002-05-17,7250.0,7140.0,137960.0,,20520,-23650,-3030
2002-05-20,7150.0,7080.0,140400.0,,73140,-29250,-46900
2002-05-21,7050.0,6500.0,331240.0,,67780,-69600,2070
2002-05-22,6450.0,6350.0,261280.0,,-4440,2510,0
2002-05-23,6300.0,6010.0,283520.0,,12840,-12680,70
2002-05-24,6010.0,6020.0,118161.0,,-5190,5170,0
2002-05-27,5900.0,5890.0,110010.0,,-11270,11270,0
2002-05-28,5820.0,5630.0,294460.0,,142790,-65440,-72350
2002-05-29,5590.0,5520.0,131115.0,,8450,-8420,0
2002-05-30,5540.0,5540.0,149904.0,,-440,-60,0
2002-05-31,5550.0,5470.0,152820.0,,38330,-38990,0
2002-06-03,5310.0,5480.0,89050.0,,-800,830,0
2002-06-04,5400.0,5380.0,123200.0,,37580,-39560,0
2002-06-05,5300.0,5450.0,114379.0,,10160,740,0
2002-06-07,5400.0,5680.0,139781.0,,9690,-7870,0
2002-06-10,5700.0,5750.0,122120.0,,650,1000,0
2002-06-11,5750.0,5700.0,96790.0,,2010,2590,5300
2002-06-12,5700.0,5590.0,113290.0,,35750,-10490,2020
2002-06-14,5550.0,5720.0,76770.0,,-3910,3910,0
2002-06-17,5730.0,5650.0,38600.0,,4930,-3710,-1220
2002-06-18,5600.0,5620.0,68960.0,,-7990,7990,0
2002-06-19,5650.0,5500.0,94950.0,,-1680,2040,140
2002-06-20,5410.0,5600.0,51700.0,,-1380,1380,0
2002-06-21,5550.0,5480.0,70950.0,,-2030,-290,0
2002-06-24,5440.0,5210.0,75950.0,,-1160,1160,0
2002-06-25,5220.0,5070.0,62240.0,,-2740,2670,70
2002-06-26,5000.0,4505.0,81140.0,,-2220,2060,60
2002-06-27,4550.0,4650.0,49820.0,,340,-340,0
2002-06-28,4700.0,5040.0,57840.0,,1980,-1320,-160
2002-07-02,4600.0,4950.0,40650.0,,2010,-1840,0
2002-07-03,4800.0,5000.0,21850.0,,840,-840,0
2002-07-04,4965.0,5080.0,57240.0,,2180,-2120,-60
2002-07-05,5060.0,5200.0,131710.0,,3050,44370,-47450
2002-07-08,5260.0,5240.0,66070.0,,2600,-3100,0
2002-07-09,5200.0,5250.0,34697.0,,-2570,2570,0
2002-07-10,5230.0,5150.0,62898.0,,-1960,-440,0
2002-07-11,5050.0,4950.0,66520.0,,6120,-6670,-150
2002-07-12,5140.0,5020.0,64377.0,,-4200,4040,0
2002-07-15,5020.0,4885.0,59980.0,,-1780,1280,0
2002-07-16,4885.0,4750.0,68623.0,,2070,590,60
2002-07-18,4770.0,4840.0,57730.0,,-9180,1570,0
2002-07-19,4800.0,4650.0,76580.0,,2770,-3640,0
2002-07-22,4510.0,4370.0,98150.0,,25400,-16700,0
2002-07-23,4255.0,4400.0,104580.0,,21690,-20390,0
2002-07-24,4260.0,4270.0,51910.0,,850,-1250,200
2002-07-25,4700.0,4410.0,67100.0,,-4020,4020,0
2002-07-26,4260.0,4305.0,75430.0,,170,-170,0
2002-07-29,4325.0,4270.0,24750.0,,130,-130,0
2002-07-30,4320.0,4460.0,70430.0,,-7250,9020,0
2002-07-31,4450.0,4360.0,40670.0,,5420,-5420,0
2002-08-01,4360.0,4330.0,43930.0,,3270,-3740,0
2002-08-02,4350.0,4360.0,40780.0,,2890,-2890,0
2002-08-05,4305.0,4320.0,27060.0,,300,-300,0
2002-08-06,4050.0,4295.0,44550.0,,-3490,3490,0
2002-08-07,4340.0,4280.0,49000.0,,170,-60,-110
2002-08-08,4400.0,4310.0,48050.0,,11390,-5590,0
2002-08-09,4410.0,4365.0,73560.0,,-7050,7050,0
2002-08-12,4365.0,4470.0,106200.0,,17380,-8110,-6180
2002-08-13,4470.0,4480.0,46240.0,,40,190,0
2002-08-14,4400.0,4400.0,28750.0,,-710,710,0
2002-08-16,4430.0,4370.0,106860.0,,1990,-20,0
2002-08-19,4370.0,4300.0,139200.0,,47760,-400,0
2002-08-20,4350.0,4290.0,118653.0,,-1390,-3640,0
2002-08-21,4330.0,4280.0,67070.0,,1050,950,0
2002-08-22,4260.0,4320.0,88340.0,,950,1470,60
2002-08-23,4350.0,4315.0,89270.0,,480,1670,0
2002-08-26,4315.0,4255.0,52550.0,,-2800,2800,0
2002-08-27,4300.0,4220.0,46460.0,,1720,-1720,0
2002-08-28,4200.0,4245.0,30250.0,,-2170,2170,0
2002-08-29,4170.0,4190.0,48360.0,,-4990,-770,0
2002-08-30,4200.0,4220.0,55540.0,,-4490,1120,0
2002-09-02,4250.0,4260.0,69060.0,,25180,-16050,0
2002-09-03,4290.0,4335.0,85070.0,,13460,-10960,0
2002-09-04,4290.0,4200.0,65490.0,,26840,-27780,-60
2002-09-05,4210.0,4215.0,71070.0,,15320,-15260,0
2002-09-06,4200.0,4070.0,77630.0,,17160,-17630,500
2002-09-09,4100.0,3800.0,77900.0,,8990,-9990,1000
2002-09-10,3850.0,3870.0,117320.0,,2450,-2450,0
2002-09-11,3850.0,3875.0,59190.0,,12810,-12810,0
2002-09-12,3930.0,3870.0,70610.0,,25220,-25220,0
2002-09-13,3845.0,3810.0,86510.0,,51130,-51130,0
2002-09-16,3860.0,3750.0,46080.0,,7520,-10520,0
2002-09-17,3770.0,3800.0,86250.0,,27750,-27860,0
2002-09-18,3750.0,3765.0,57660.0,,-7230,5260,0
2002-09-19,3725.0,3745.0,35070.0,,2050,-2050,0
2002-09-23,3780.0,3645.0,77450.0,,-10,0,10
2002-09-24,3600.0,3550.0,99210.0,,34050,600,0
2002-09-25,3640.0,3440.0,58500.0,,8110,-8510,400
2002-09-26,3505.0,3440.0,60580.0,,10510,-10510,0
2002-09-27,3400.0,3370.0,27490.0,,-1550,1550,0
2002-09-30,3500.0,3600.0,312730.0,,31300,-30300,0
2002-10-01,3665.0,3500.0,94730.0,,8640,-7640,0
2002-10-02,3620.0,3465.0,86820.0,,-770,770,0
2002-10-04,3465.0,3450.0,58760.0,,-1460,1460,0
2002-10-07,3330.0,3350.0,50073.0,,1623,-1323,-300
2002-10-08,3260.0,3350.0,26450.0,,-1230,1230,0
2002-10-09,3420.0,3270.0,45250.0,,1420,-1190,-200
2002-10-10,3250.0,3080.0,86820.0,,19730,-19730,0
2002-10-11,3130.0,3125.0,34760.0,,40,-40,0
2002-10-14,3150.0,3340.0,51180.0,,0,0,0
2002-10-15,3220.0,3300.0,47520.0,,10,-10,0
2002-10-16,3400.0,3300.0,71345.0,,-5455,5460,0
2002-10-17,3240.0,3350.0,37050.0,,4510,-4510,0
2002-10-18,3455.0,3450.0,89590.0,,10000,-10000,0
2002-10-21,3490.0,3490.0,44510.0,,0,0,0
2002-10-22,3500.0,3400.0,61950.0,,0,0,0
2002-10-23,3400.0,3445.0,20890.0,,-2430,2430,0
2002-10-24,3460.0,3420.0,39090.0,,2560,-2560,0
2002-10-25,3400.0,3425.0,16919.0,,-3090,1090,0
2002-10-28,3430.0,3380.0,50316.0,,500,-530,0
2002-10-29,3400.0,3320.0,54771.0,,90,1310,0
2002-10-30,3370.0,3230.0,23789.0,,11079,-11079,0
2002-10-31,3250.0,3250.0,21971.0,,-70,70,0
2002-11-01,3215.0,3250.0,31250.0,,540,-540,0
2002-11-04,3250.0,3350.0,57370.0,,2100,1650,0
2002-11-05,3400.0,3850.0,572115.0,,1930,-400,270
2002-11-06,3900.0,3850.0,627707.0,,-140,910,-270
2002-11-07,3930.0,3730.0,233910.0,,2360,-10,0
2002-11-08,3680.0,3590.0,121529.0,,1800,-1910,110
2002-11-11,3560.0,3530.0,149870.0,,910,-880,0
2002-11-12,3450.0,3415.0,99119.0,,1100,-320,-780
2002-11-13,3410.0,3445.0,71469.0,,4730,-1300,-3430
2002-11-14,3440.0,3615.0,118560.0,,4960,-8870,3910
2002-11-15,3645.0,3550.0,97744.0,,1360,100,-1460
2002-11-18,3520.0,3400.0,109981.0,,-690,-410,0
2002-11-19,3360.0,3510.0,140050.0,,1834,-1734,1000
2002-11-20,3515.0,3500.0,70436.0,,940,0,-1000
2002-11-21,3500.0,3650.0,170790.0,,-390,390,0
2002-11-22,3745.0,3760.0,297090.0,,-22400,340,22060
2002-11-25,3980.0,4030.0,365981.0,,-1580,1210,-500
2002-11-26,3990.0,3900.0,160900.0,,910,-910,0
2002-11-27,3850.0,4140.0,161270.0,,-360,500,-140
2002-11-28,4200.0,4100.0,122170.0,,-19630,-10,-360
2002-11-29,4110.0,4120.0,81892.0,,-10190,190,0
2002-12-02,4150.0,4135.0,61200.0,,-20,0,20
2002-12-03,4145.0,4270.0,135794.0,,39180,650,-100
2002-12-04,4235.0,4320.0,181120.0,,-85040,1230,78320
2002-12-05,4310.0,4700.0,238329.0,,150,1400,-630
2002-12-06,4700.0,4850.0,256932.0,,-17820,-800,-160
2002-12-09,4980.0,4870.0,569432.0,,-30250,250,0
2002-12-10,4800.0,4720.0,115240.0,,-260,260,0
2002-12-11,4670.0,4550.0,118270.0,,-1690,-310,2000
2002-12-12,4500.0,4810.0,128516.0,,710,-2060,1350
2002-12-13,4810.0,5120.0,256510.0,,-46750,-1030,47780
2002-12-16,5120.0,5190.0,167360.0,,20060,-1060,1000
2002-12-17,5300.0,5200.0,256330.0,,13330,-13330,0
2002-12-18,5270.0,5250.0,330730.0,,52890,-330,0
2002-12-20,4860.0,5190.0,395550.0,,-97170,370,99650
2002-12-23,5050.0,4950.0,135800.0,,-1190,1190,0
2002-12-24,4855.0,4850.0,167120.0,,-11040,940,70
2002-12-26,4730.0,4800.0,91210.0,,-210,210,0
2002-12-27,4700.0,4620.0,81180.0,,-9730,-90,0
2002-12-30,4400.0,4560.0,110040.0,,-37570,640,36930
2003-01-02,4500.0,4780.0,20950.0,,1150,-580,-510
2003-01-03,4990.0,5050.0,76434.0,,920,-670,-220
2003-01-06,5100.0,4990.0,41443.0,,-430,370,60
2003-01-07,5010.0,4880.0,60990.0,,1250,-1250,0
2003-01-08,4805.0,4840.0,28940.0,,390,-390,0
2003-01-09,4735.0,4710.0,37430.0,,6470,-200,-6270
2003-01-10,4615.0,4690.0,55370.0,,890,-1010,120
2003-01-13,4560.0,4730.0,37756.0,,150,-210,60
2003-01-14,4740.0,4730.0,53600.0,,170,-260,90
2003-01-15,4740.0,4800.0,54010.0,,-180,0,180
2003-01-16,4750.0,4700.0,31440.0,,-800,650,150
2003-01-17,4615.0,4660.0,34660.0,,80,-260,180
2003-01-20,4430.0,4550.0,26650.0,,-540,480,60
2003-01-21,4600.0,4600.0,32460.0,,920,-920,0
2003-01-22,4475.0,4500.0,45230.0,,180,110,-290
2003-01-23,4455.0,4530.0,36250.0,,-3810,3390,420
2003-01-24,4650.0,4445.0,39590.0,,-560,440,120
2003-01-27,4300.0,4320.0,22670.0,,-5530,-1570,7100
2003-01-28,4300.0,4310.0,10880.0,,-1320,-1030,2350
2003-01-29,4360.0,4300.0,43290.0,,-28320,-390,28710
2003-01-30,4300.0,4400.0,12352.0,,132,-272,140
2003-02-03,4360.0,4505.0,15460.0,,-620,650,-30
2003-02-04,4435.0,4540.0,158050.0,,650,-650,0
2003-02-05,4460.0,4450.0,37980.0,,0,0,0
2003-02-06,4450.0,4310.0,27210.0,,1230,-1230,0
2003-02-07,4310.0,4300.0,44610.0,,-27500,0,27500
2003-02-10,4300.0,4300.0,26730.0,,-17050,780,16270
2003-02-11,4305.0,4300.0,36850.0,,-23240,-780,24020
2003-02-12,4300.0,4340.0,14220.0,,-5050,130,4920
2003-02-13,4305.0,4340.0,8680.0,,160,-160,0
2003-02-14,4260.0,4300.0,13640.0,,-1540,1210,330
2003-02-17,4350.0,4450.0,26660.0,,-2880,1530,1350
2003-02-18,4460.0,4530.0,16200.0,,-580,580,0
2003-02-19,4600.0,4450.0,22060.0,,-1180,670,510
2003-02-20,4455.0,4460.0,8630.0,,-510,510,0
2003-02-21,4430.0,4380.0,11250.0,,530,-530,0
2003-02-24,4495.0,4500.0,44861.0,,-2700,2100,600
2003-02-25,4505.0,4480.0,40630.0,,600,-600,0
2003-02-26,4410.0,4400.0,20280.0,,-640,250,390
2003-02-27,4420.0,4330.0,12110.0,,6710,-6470,-240
2003-02-28,4335.0,4145.0,27130.0,,1010,-930,-80
2003-03-03,4100.0,4250.0,8460.0,,-760,760,0
2003-03-04,4210.0,4290.0,19800.0,,1060,-1060,0
2003-03-05,4120.0,4100.0,43760.0,,440,-440,0
2003-03-06,4070.0,4000.0,11030.0,,190,-190,0
2003-03-07,4000.0,3900.0,38430.0,,130,-130,0
2003-03-10,4000.0,3890.0,9990.0,,390,-390,0
2003-03-11,3890.0,3800.0,18150.0,,-100,-130,230
2003-03-12,3720.0,3920.0,19040.0,,-3070,2780,290
2003-03-13,3905.0,3950.0,23190.0,,-940,3730,-2790
2003-03-14,4080.0,3990.0,24990.0,,840,-820,-20
2003-03-17,3990.0,3800.0,24150.0,,-380,380,0
2003-03-18,3950.0,4000.0,26769.0,,-320,320,0
2003-03-19,3885.0,3965.0,62020.0,,1050,-1050,0
2003-03-20,3975.0,4200.0,54981.0,,1071,-1681,0
2003-03-21,4140.0,4170.0,35371.0,,-650,650,0
2003-03-24,4200.0,4120.0,9572.0,,-1640,1500,140
2003-03-25,3710.0,3890.0,19250.0,,-1670,1530,140
2003-03-26,3985.0,3985.0,13740.0,,-5720,560,430
2003-03-27,4045.0,3990.0,7770.0,,-250,-50,300
2003-03-28,4040.0,3990.0,13240.0,,-410,-170,-420
2003-03-31,3995.0,3875.0,16142.0,,1,-1,0
2003-04-01,3970.0,3880.0,18604.0,,-760,-980,-210
2003-04-02,3900.0,4080.0,50690.0,,-1280,780,0
2003-04-03,4140.0,4115.0,27270.0,,-2020,1750,270
2003-04-04,4010.0,4140.0,28780.0,,-5710,850,810
2003-04-07,4275.0,4270.0,61390.0,,-2210,980,1230
2003-04-08,4270.0,4300.0,130860.0,,-7450,6190,1260
2003-04-09,4300.0,4215.0,21100.0,,980,-2100,510
2003-04-10,4250.0,4335.0,49805.0,,-4115,-4405,8820
2003-04-11,4270.0,4500.0,136150.0,,-3840,1320,580
2003-04-14,4635.0,4650.0,93120.0,,-4730,2500,400
2003-04-15,4720.0,4570.0,50310.0,,-1020,1020,0
2003-04-16,4570.0,5020.0,97410.0,,-23930,23930,0
2003-04-17,4855.0,5120.0,85020.0,,-35720,35790,-70
2003-04-18,5120.0,5050.0,62420.0,,-3350,1900,230
2003-04-21,5030.0,5000.0,54220.0,,-920,1020,-100
2003-04-22,5110.0,5050.0,63310.0,,4290,-4070,-190
2003-04-23,5100.0,4880.0,69716.0,,-3504,3604,-100
2003-04-24,4990.0,4820.0,48310.0,,-240,240,0
2003-04-25,4700.0,4510.0,71280.0,,2550,-2530,70
2003-04-28,4350.0,4540.0,48280.0,,-130,130,0
2003-04-29,4640.0,4780.0,32750.0,,-2300,2170,130
2003-04-30,4715.0,4950.0,67940.0,,-2420,2100,320
2003-05-02,5000.0,5550.0,459687.0,,-61873,26043,5830
2003-05-06,5640.0,5510.0,258220.0,,-57970,10940,47030
2003-05-07,5450.0,5650.0,313660.0,,-40710,13680,7030
2003-05-09,5600.0,6360.0,641917.0,,-284480,52660,241820
2003-05-12,6600.0,6500.0,386442.0,,-91150,5930,85220
2003-05-13,6620.0,6350.0,218924.0,,-21430,21450,-2500
2003-05-14,6290.0,6450.0,212172.0,,-26270,-3140,35050
2003-05-15,6510.0,6520.0,269796.0,,-75110,52130,21630
2003-05-16,6630.0,6450.0,153740.0,,-48330,-2040,50000
2003-05-19,6310.0,6250.0,100270.0,,-33120,31680,10
2003-05-20,6020.0,6140.0,88060.0,,-4470,3170,-120
2003-05-21,6140.0,6050.0,72530.0,,7480,-6340,-1140
2003-05-22,6070.0,6250.0,184880.0,,-6710,9550,-2840
2003-05-23,6280.0,6330.0,114520.0,,-18550,1270,15930
2003-05-26,6460.0,6730.0,467348.0,,-50752,1422,88000
2003-05-27,6870.0,6820.0,174110.0,,-12070,10740,0
2003-05-28,6920.0,6850.0,469660.0,,-75290,81820,30
2003-05-29,7000.0,6830.0,148040.0,,-14040,32680,0
2003-05-30,6800.0,6760.0,249918.0,,-92500,46970,52200
2003-06-02,6880.0,6840.0,291782.0,,-7018,-502,5300
2003-06-03,6900.0,6730.0,113477.0,,2970,-4230,-30
2003-06-04,6770.0,6540.0,366750.0,,13030,120360,-166680
2003-06-05,6660.0,6620.0,128330.0,,-57180,-2330,0
2003-06-09,6640.0,6620.0,75100.0,,-16590,7740,0
2003-06-10,6620.0,6650.0,71195.0,,-32820,31850,0
2003-06-11,6680.0,6530.0,129630.0,,-4730,4730,0
2003-06-12,6530.0,6420.0,162472.0,,-43380,48490,-5110
2003-06-13,6410.0,6470.0,81180.0,,-6140,32320,0
2003-06-16,6420.0,6360.0,126661.0,,-31920,-550,32470
2003-06-17,6400.0,6400.0,139374.0,,-47200,47650,-450
2003-06-18,6380.0,6400.0,149810.0,,-2980,-57090,60070
2003-06-19,6380.0,6440.0,119674.0,,-30150,-15670,35820
2003-06-20,6440.0,6810.0,344570.0,,-59970,-2460,20250
2003-06-23,6850.0,6620.0,99450.0,,-32000,9480,22520
2003-06-24,6580.0,6690.0,296640.0,,-18890,-18570,22460
2003-06-25,6660.0,6770.0,151070.0,,-39800,6260,33540
2003-06-26,6730.0,6820.0,76676.0,,-17800,1840,15960
2003-06-27,6850.0,7190.0,280490.0,,-81730,46160,35550
2003-06-30,7130.0,7300.0,119744.0,,-24610,24590,0
2003-07-01,7160.0,7200.0,80840.0,,-22140,22140,0
2003-07-02,7200.0,7100.0,99750.0,,-27760,27760,0
2003-07-03,7150.0,6860.0,119000.0,,-21070,21070,0
2003-07-04,6880.0,6960.0,76500.0,,-23990,6790,0
2003-07-07,6940.0,6890.0,53470.0,,-8490,8490,0
2003-07-08,6890.0,6890.0,112290.0,,-11340,11570,0
2003-07-09,6890.0,6600.0,55350.0,,3500,-3500,0
2003-07-10,6610.0,6620.0,61210.0,,-3700,370,3330
2003-07-11,6600.0,6520.0,20670.0,,-600,600,0
2003-07-14,6640.0,6720.0,78893.0,,2000,-2000,0
2003-07-15,6830.0,6530.0,40030.0,,3900,-3900,0
2003-07-16,6540.0,6250.0,93400.0,,-15320,-710,16030
2003-07-18,6100.0,6150.0,61330.0,,-2180,2180,0
2003-07-21,6330.0,6010.0,59200.0,,1080,-1080,0
2003-07-22,5930.0,6030.0,40169.0,,-1890,1890,0
2003-07-23,6000.0,6440.0,92120.0,,-19260,4230,0
2003-07-24,6250.0,6800.0,254850.0,,-1760,-32610,19370
2003-07-25,6870.0,7250.0,341741.0,,-128630,87000,30000
2003-07-28,7290.0,7540.0,255385.0,,-103707,57297,-3000
2003-07-29,7410.0,7390.0,141450.0,,-29330,29330,0
2003-07-30,7260.0,7800.0,222420.0,,-84460,87190,-370
2003-07-31,7850.0,7800.0,118510.0,,-18900,-8600,0
2003-08-01,7820.0,8100.0,157980.0,,-55960,65270,0
2003-08-04,7850.0,8100.0,192150.0,,13070,-11280,-1790
2003-08-05,8200.0,8040.0,140680.0,,-60,60,0
2003-08-06,8050.0,7900.0,105360.0,,-9610,-2500,0
2003-08-07,7800.0,8190.0,111670.0,,-39150,29150,0
