Symbol,팜스코_시가(원),팜스코_종가(원),팜스코_거래량(주),팜스코_PER(IFRS-연결),팜스코_순매수수량(개인)(주),팜스코_순매수수량(기관계)(주),팜스코_순매수수량(외국인계)(주)
2002-09-18,965.0,950.0,161390.0,6.56,20,-20,0
2002-09-19,970.0,975.0,552451.0,6.73,20,-20,0
2002-09-23,985.0,930.0,288230.0,6.42,0,0,0
2002-09-24,910.0,925.0,208512.0,6.38,0,0,0
2002-09-25,885.0,870.0,266740.0,6.0,0,0,0
2002-09-26,885.0,880.0,167542.0,6.07,0,0,0
2002-09-27,890.0,895.0,183640.0,6.18,0,0,0
2002-09-30,860.0,860.0,130510.0,5.93,0,0,0
2002-10-01,845.0,860.0,124820.0,5.93,10,-10,0
2002-10-02,880.0,865.0,187470.0,5.97,0,0,0
2002-10-04,855.0,865.0,62870.0,5.97,0,0,0
2002-10-07,855.0,845.0,175044.0,5.83,4,-4,0
2002-10-08,830.0,850.0,70134.0,5.87,0,0,0
2002-10-09,860.0,855.0,172300.0,5.9,0,0,0
2002-10-10,845.0,840.0,97570.0,5.8,20,-20,0
2002-10-11,845.0,840.0,191999.0,5.8,0,0,0
2002-10-14,855.0,920.0,222880.0,6.35,0,0,0
2002-10-15,950.0,920.0,1275052.0,6.35,0,0,0
2002-10-16,955.0,910.0,273832.0,6.28,12,-10,0
2002-10-17,900.0,910.0,252790.0,6.28,40,-40,0
2002-10-18,915.0,920.0,443190.0,6.35,0,0,0
2002-10-21,910.0,905.0,188250.0,6.24,10,-10,0
2002-10-22,910.0,920.0,185760.0,6.35,10,-10,0
2002-10-23,925.0,915.0,200210.0,6.31,0,0,0
2002-10-24,920.0,915.0,139570.0,6.31,0,0,0
2002-10-25,905.0,910.0,86659.0,6.28,0,0,0
2002-10-28,920.0,930.0,195210.0,6.42,10,-10,0
2002-10-29,925.0,920.0,99490.0,6.35,20,-20,0
2002-10-30,915.0,920.0,151730.0,6.35,10,-10,0
2002-10-31,925.0,1055.0,1501508.0,7.28,-1050,-10,1060
2002-11-01,1210.0,1210.0,1968823.0,8.35,1080,-20,-1060
2002-11-04,1220.0,1130.0,13083963.0,7.8,429,-429,0
2002-11-05,1140.0,1065.0,2798920.0,7.35,70,-70,0
2002-11-06,1050.0,1220.0,9197690.0,8.42,-1059,-31,0
2002-11-07,1250.0,1115.0,10704580.0,7.69,1020,-30,100
2002-11-08,1095.0,1060.0,2405542.0,7.31,-28640,-10,0
2002-11-11,1070.0,1030.0,1233122.0,7.11,0,0,0
2002-11-12,1000.0,1035.0,2759054.0,7.14,-44880,-20,-100
2002-11-13,1040.0,1035.0,2167635.0,7.14,10,-10,0
2002-11-14,1035.0,1040.0,1089907.0,7.18,0,0,0
2002-11-15,1050.0,1070.0,5817286.0,7.38,73650,0,0
2002-11-18,1100.0,1070.0,1572644.0,7.38,120,-120,0
2002-11-19,1080.0,1035.0,960750.0,7.14,0,0,0
2002-11-20,1025.0,1035.0,1256365.0,7.14,10,-10,0
2002-11-21,1045.0,1055.0,3476057.0,7.28,10,-10,0
2002-11-22,1065.0,1025.0,1087499.0,7.07,58,-58,0
2002-11-25,1030.0,1025.0,852494.0,7.07,0,0,0
2002-11-26,1025.0,1005.0,694115.0,6.93,10,-10,0
2002-11-27,1000.0,1010.0,1378360.0,6.97,30,-30,0
2002-11-28,1030.0,1020.0,680350.0,7.04,40,-20,0
2002-11-29,1020.0,1000.0,574291.0,6.9,-49970,-30,0
2002-12-02,1000.0,1005.0,685646.0,6.93,-19986,-20,0
2002-12-03,1010.0,1005.0,354689.0,6.93,-1930,-70,0
2002-12-04,1010.0,990.0,322270.0,6.83,10,-10,0
2002-12-05,995.0,1005.0,325072.0,6.93,10,-10,0
2002-12-06,1000.0,995.0,372881.0,6.87,0,0,0
2002-12-09,995.0,1000.0,305221.0,6.9,10,-10,0
2002-12-10,1025.0,1010.0,567209.0,6.97,1019,-19,0
2002-12-11,1020.0,995.0,566540.0,6.87,30,-30,0
2002-12-12,1000.0,1000.0,337473.0,6.9,16,-16,0
2002-12-13,1000.0,1010.0,1050320.0,6.97,-4980,-20,0
2002-12-16,1020.0,1010.0,435960.0,6.97,10,-10,0
2002-12-17,1020.0,1040.0,1190443.0,7.18,4030,-30,1000
2002-12-18,1050.0,1030.0,334380.0,7.11,-2000,0,2000
2002-12-20,1020.0,1010.0,343660.0,6.97,-1820,-20,1840
2002-12-23,1015.0,970.0,589150.0,6.69,4840,0,-4840
2002-12-24,955.0,930.0,522701.0,6.42,16,-16,0
2002-12-26,915.0,950.0,358928.0,6.56,30,-30,0
2002-12-27,895.0,870.0,290040.0,6.0,-38340,-80,0
2002-12-30,850.0,830.0,194767.0,5.73,0,0,0
2003-01-02,830.0,875.0,213880.0,3.03,270,-20,0
2003-01-03,895.0,905.0,231773.0,3.13,220,-220,0
2003-01-06,900.0,890.0,125236.0,3.08,1268,0,-1268
2003-01-07,910.0,890.0,399390.0,3.08,846,0,-846
2003-01-08,920.0,910.0,194610.0,3.15,0,0,0
2003-01-09,910.0,890.0,146787.0,3.08,10,-10,0
2003-01-10,900.0,875.0,294501.0,3.03,0,0,0
2003-01-13,865.0,890.0,94681.0,3.08,10,-10,0
2003-01-14,885.0,890.0,74010.0,3.08,20,-20,0
2003-01-15,895.0,900.0,137621.0,3.11,0,0,0
2003-01-16,900.0,920.0,433710.0,3.18,0,0,0
2003-01-17,935.0,930.0,908542.0,3.22,38420,0,0
2003-01-20,910.0,900.0,146912.0,3.11,10,-10,0
2003-01-21,920.0,885.0,134560.0,3.06,0,0,0
2003-01-22,870.0,875.0,209200.0,3.03,0,0,0
2003-01-23,870.0,875.0,139172.0,3.03,40,-10,-30
2003-01-24,875.0,890.0,277507.0,3.08,6,-6,0
2003-01-27,900.0,855.0,1298471.0,2.96,0,0,0
2003-01-28,870.0,865.0,256659.0,2.99,10,-10,0
2003-01-29,870.0,835.0,165060.0,2.89,0,0,0
2003-01-30,835.0,850.0,107450.0,2.94,0,0,0
2003-02-03,840.0,855.0,94330.0,2.96,0,0,0
2003-02-04,835.0,855.0,102300.0,2.96,0,0,0
2003-02-05,850.0,865.0,120440.0,2.99,0,0,0
2003-02-06,875.0,850.0,306930.0,2.94,10,-10,0
2003-02-07,850.0,855.0,124300.0,2.96,0,0,0
2003-02-10,855.0,860.0,72917.0,2.98,0,0,0
2003-02-11,870.0,930.0,1966730.0,3.22,4370,-4370,0
2003-02-12,920.0,890.0,548945.0,3.08,-7980,-20,0
2003-02-13,895.0,860.0,391121.0,2.98,80,-80,0
2003-02-14,855.0,860.0,155570.0,2.98,0,0,0
2003-02-17,865.0,875.0,231001.0,3.03,290,-290,0
2003-02-18,875.0,885.0,170047.0,3.06,10,-10,0
2003-02-19,900.0,875.0,145149.0,3.03,0,0,0
2003-02-20,885.0,880.0,130390.0,3.05,0,0,0
2003-02-21,880.0,880.0,50120.0,3.05,740,0,-740
2003-02-24,885.0,885.0,138605.0,3.06,0,0,0
2003-02-25,880.0,860.0,72650.0,2.98,-570,-30,0
2003-02-26,865.0,860.0,146990.0,2.98,0,0,0
2003-02-27,850.0,845.0,67490.0,2.92,0,0,0
2003-02-28,835.0,835.0,47490.0,2.89,0,0,0
2003-03-03,820.0,830.0,70111.0,2.87,10,-10,0
2003-03-04,835.0,815.0,97680.0,2.82,0,0,0
2003-03-05,810.0,785.0,192720.0,2.72,0,0,0
2003-03-06,785.0,770.0,70450.0,2.66,10,-10,0
2003-03-07,765.0,750.0,110170.0,2.6,0,0,0
2003-03-10,740.0,750.0,43390.0,2.6,0,0,0
2003-03-11,730.0,715.0,138750.0,2.47,0,0,0
2003-03-12,700.0,720.0,73340.0,2.49,5020,-20,0
2003-03-13,720.0,720.0,116790.0,2.49,10,-10,0
2003-03-14,735.0,745.0,164108.0,2.58,9,-9,0
2003-03-17,730.0,700.0,145870.0,2.42,-4990,-10,0
2003-03-18,725.0,750.0,477790.0,2.6,5020,-20,0
2003-03-19,755.0,740.0,178830.0,2.56,20,-20,0
2003-03-20,750.0,765.0,222531.0,2.65,34,-34,0
2003-03-21,775.0,775.0,217290.0,2.68,0,0,0
2003-03-24,780.0,770.0,202270.0,2.66,0,0,0
2003-03-25,735.0,745.0,237160.0,2.58,0,0,0
2003-03-26,750.0,745.0,155276.0,2.58,27,-27,0
2003-03-27,740.0,745.0,72250.0,2.58,10,-10,0
2003-03-28,750.0,760.0,56596.0,2.63,50,-50,0
2003-03-31,755.0,740.0,51116.0,2.56,0,0,0
2003-04-01,740.0,750.0,64748.0,2.6,90,-90,0
2003-04-02,755.0,760.0,56930.0,2.63,20,-20,0
2003-04-03,770.0,775.0,318820.0,2.68,0,0,0
2003-04-04,785.0,780.0,96810.0,2.7,20,-20,0
2003-04-07,785.0,810.0,195190.0,2.8,20,-20,0
2003-04-08,800.0,800.0,86742.0,2.77,0,0,0
2003-04-09,795.0,780.0,84950.0,2.7,20,-20,0
2003-04-10,770.0,790.0,73915.0,2.73,23,-18,-5
2003-04-11,790.0,795.0,171050.0,2.75,20,-20,0
2003-04-14,795.0,810.0,70058.0,2.8,20,-20,0
2003-04-15,825.0,815.0,112050.0,2.82,10,-10,0
2003-04-16,825.0,830.0,207203.0,2.87,-4950,-50,0
2003-04-17,830.0,815.0,103165.0,2.82,10,-10,0
2003-04-18,825.0,830.0,112204.0,2.87,50,-50,0
2003-04-21,850.0,835.0,96918.0,2.89,40,-40,0
2003-04-22,840.0,830.0,121134.0,2.87,0,0,0
2003-04-23,840.0,850.0,2280792.0,2.94,-17976,-24,0
2003-04-24,860.0,820.0,507970.0,2.84,18010,-10,0
2003-04-25,810.0,760.0,511950.0,2.63,10,-10,0
2003-04-28,735.0,765.0,353680.0,2.65,0,0,0
2003-04-29,780.0,790.0,180721.0,2.73,80,-80,0
2003-04-30,795.0,790.0,254120.0,2.73,0,0,0
2003-05-02,805.0,795.0,83730.0,2.75,20,-20,0
2003-05-06,800.0,790.0,108630.0,2.73,0,0,0
2003-05-07,795.0,800.0,111042.0,2.77,20,-20,0
2003-05-09,810.0,805.0,239433.0,2.79,33,-33,0
2003-05-12,820.0,820.0,237880.0,2.84,10,-10,0
2003-05-13,825.0,805.0,306708.0,2.79,75070,-70,0
2003-05-14,805.0,800.0,214166.0,2.77,-4520,-120,0
2003-05-15,800.0,805.0,114110.0,2.79,0,0,0
2003-05-16,815.0,810.0,262551.0,2.8,-2050,-10,0
2003-05-19,810.0,805.0,68640.0,2.79,10,-10,0
2003-05-20,785.0,795.0,63360.0,2.75,42,-42,0
2003-05-21,810.0,800.0,117470.0,2.77,10,-10,0
2003-05-22,795.0,810.0,156790.0,2.8,10,-10,0
2003-05-23,820.0,815.0,80639.0,2.82,30,-30,0
2003-05-26,820.0,815.0,163445.0,2.82,111,-111,0
2003-05-27,815.0,820.0,214528.0,2.84,13,-13,0
2003-05-28,830.0,835.0,191561.0,2.89,30,-30,0
2003-05-29,835.0,840.0,281526.0,2.91,10,-10,0
2003-05-30,840.0,845.0,140830.0,2.92,10,-10,0
2003-06-02,850.0,855.0,268555.0,2.96,30,-30,0
2003-06-03,860.0,845.0,736430.0,2.92,20,-20,0
2003-06-04,870.0,835.0,125967.0,2.89,30,-30,0
2003-06-05,845.0,835.0,117859.0,2.89,160,-160,0
2003-06-09,840.0,840.0,133252.0,2.91,12,-12,0
2003-06-10,840.0,840.0,147930.0,2.91,10,-10,0
2003-06-11,840.0,840.0,106299.0,2.91,40,-40,0
2003-06-12,845.0,845.0,77590.0,2.92,30,-30,0
2003-06-13,850.0,835.0,349191.0,2.89,200020,-20,0
2003-06-16,840.0,835.0,115239.0,2.89,16,-16,0
2003-06-17,835.0,840.0,158450.0,2.91,134,-134,0
2003-06-18,845.0,850.0,219006.0,2.94,20,-20,0
2003-06-19,865.0,850.0,195022.0,2.94,40,-40,0
2003-06-20,850.0,860.0,138911.0,2.98,20,-20,0
2003-06-23,850.0,845.0,135840.0,2.92,120,-120,0
2003-06-24,840.0,835.0,176424.0,2.89,20,-20,0
2003-06-25,835.0,835.0,73494.0,2.89,40,-40,0
2003-06-26,835.0,835.0,181800.0,2.89,30,-30,0
2003-06-27,840.0,835.0,152201.0,2.89,28,-28,0
2003-06-30,835.0,825.0,138345.0,2.85,20,-20,0
2003-07-01,835.0,835.0,84690.0,2.89,20,-20,0
2003-07-02,840.0,845.0,94540.0,2.92,10,-10,0
2003-07-03,850.0,850.0,127352.0,2.94,-39981,-19,0
2003-07-04,855.0,855.0,70490.0,2.96,30,-30,0
2003-07-07,855.0,860.0,110110.0,2.98,-30260,-40,0
2003-07-08,870.0,870.0,231190.0,3.01,40,-40,0
2003-07-09,870.0,855.0,98019.0,2.96,50,-50,0
2003-07-10,860.0,850.0,105740.0,2.94,60,-60,0
2003-07-11,850.0,855.0,96980.0,2.96,20,-20,0
2003-07-14,855.0,850.0,154291.0,2.94,0,0,0
2003-07-15,850.0,855.0,118200.0,2.96,30,-30,0
2003-07-16,850.0,850.0,83010.0,2.94,30,-30,0
2003-07-18,850.0,850.0,449690.0,2.94,10,-10,0
2003-07-21,860.0,870.0,195190.0,3.01,20,-20,0
2003-07-22,885.0,860.0,913701.0,2.98,-4330,-30,0
2003-07-23,870.0,855.0,219390.0,2.96,500,0,0
2003-07-24,860.0,855.0,183252.0,2.96,10,-10,0
2003-07-25,860.0,865.0,86760.0,2.99,10,-10,0
2003-07-28,870.0,880.0,471380.0,3.05,80,-80,0
2003-07-29,890.0,890.0,228914.0,3.08,26,-30,0
2003-07-30,880.0,890.0,174516.0,3.08,20,-20,0
2003-07-31,905.0,890.0,385730.0,3.08,50,-50,0
2003-08-01,880.0,890.0,259800.0,3.08,20,-20,0
2003-08-04,885.0,910.0,182799.0,3.15,10,-10,0
2003-08-05,925.0,895.0,670960.0,3.1,10,-10,0
2003-08-06,875.0,865.0,201390.0,2.99,3950,-90,0
2003-08-07,870.0,860.0,129360.0,2.98,20,-20,0
2003-08-08,855.0,865.0,164030.0,2.99,10,-10,0
2003-08-11,850.0,860.0,117990.0,2.98,10,-10,0
2003-08-12,865.0,860.0,32260.0,2.98,10,-10,0
2003-08-13,860.0,860.0,56620.0,2.98,40,-40,0
2003-08-14,865.0,860.0,120950.0,2.98,60,-60,0
2003-08-18,855.0,865.0,81072.0,2.99,20,-20,0
2003-08-19,870.0,865.0,80793.0,2.99,28,-28,0
2003-08-20,860.0,855.0,117540.0,2.96,20,-20,0
2003-08-21,860.0,865.0,101990.0,2.99,10,-10,0
2003-08-22,870.0,860.0,145390.0,2.98,10,-10,0
2003-08-25,860.0,900.0,111530.0,3.11,20,-20,0
2003-08-26,885.0,865.0,99430.0,2.99,50,-50,0
2003-08-27,880.0,870.0,24580.0,3.01,130,-130,0
2003-08-28,865.0,860.0,218220.0,2.98,-3000,0,0
2003-08-29,850.0,855.0,51709.0,2.96,9,-9,0
2003-09-01,850.0,865.0,75427.0,2.99,27,-27,0
2003-09-02,860.0,870.0,104500.0,3.01,40,-40,0
2003-09-03,870.0,860.0,77147.0,2.98,40,-40,0
2003-09-04,860.0,870.0,100190.0,3.01,60,-60,0
2003-09-05,870.0,860.0,36034.0,2.98,857,-857,0
2003-09-08,860.0,860.0,97390.0,2.98,10,-10,0
2003-09-09,855.0,860.0,34590.0,2.98,50,-50,0
2003-09-15,855.0,850.0,111970.0,2.94,20,-20,0
2003-09-16,845.0,870.0,246760.0,3.01,10020,-10020,0
2003-09-17,870.0,870.0,59740.0,3.01,10,-10,0
2003-09-18,870.0,860.0,48660.0,2.98,0,0,0
2003-09-19,860.0,855.0,63860.0,2.96,10,-10,0
2003-09-22,850.0,850.0,289090.0,2.94,10740,-10740,0
2003-09-23,850.0,865.0,244830.0,2.99,50,-50,0
2003-09-24,860.0,855.0,96902.0,2.96,22,-22,0
2003-09-25,850.0,850.0,139250.0,2.94,10,-10,0
2003-09-26,850.0,860.0,56400.0,2.98,10,-10,0
2003-09-29,850.0,850.0,57790.0,2.94,20,-20,0
2003-09-30,855.0,845.0,60420.0,2.92,10,-10,0
2003-10-01,850.0,850.0,59070.0,2.94,0,0,0
2003-10-02,850.0,855.0,60600.0,2.96,0,0,0
2003-10-06,855.0,860.0,88590.0,2.98,60,-60,0
2003-10-07,850.0,850.0,41770.0,2.94,10,-10,0
2003-10-08,845.0,845.0,47220.0,2.92,20,-20,0
2003-10-09,845.0,835.0,155100.0,2.89,40,-40,0
2003-10-10,840.0,830.0,84925.0,2.87,30,-30,0
2003-10-13,830.0,835.0,29490.0,2.89,20,-20,0
2003-10-14,830.0,810.0,164120.0,2.8,20,-20,0
2003-10-15,815.0,815.0,64690.0,2.82,-1000,0,0
2003-10-16,815.0,815.0,17070.0,2.82,20,-20,0
2003-10-17,815.0,820.0,40120.0,2.84,10,-10,0
2003-10-20,815.0,830.0,62920.0,2.87,20,-20,0
2003-10-21,830.0,820.0,118880.0,2.84,130,-130,0
2003-10-22,815.0,805.0,152271.0,2.79,0,0,0
2003-10-23,800.0,800.0,97025.0,2.77,30,-30,0
2003-10-24,790.0,805.0,30201.0,2.79,0,0,0
2003-10-27,800.0,800.0,23540.0,2.77,40,-40,0
2003-10-28,805.0,805.0,41478.0,2.79,4636,-26,0
2003-10-29,805.0,815.0,197140.0,2.82,60,-60,0
2003-10-30,800.0,820.0,159810.0,2.84,10,-10,0
2003-10-31,820.0,815.0,24700.0,2.82,26,-26,0
2003-11-03,805.0,810.0,61154.0,2.8,32,-32,0
2003-11-04,810.0,815.0,39920.0,2.82,10,-10,0
2003-11-05,805.0,815.0,19100.0,2.82,320,-320,0
2003-11-06,810.0,805.0,104409.0,2.79,51,-51,0
2003-11-07,805.0,810.0,27990.0,2.8,10,-10,0
2003-11-10,815.0,800.0,40460.0,2.77,20,-20,0
2003-11-11,805.0,805.0,9100.0,2.79,10,-10,0
2003-11-12,800.0,810.0,29746.0,2.8,156,-156,0
2003-11-13,805.0,820.0,43890.0,2.84,10,-10,0
2003-11-14,820.0,815.0,27450.0,2.82,30,-30,0
2003-11-17,815.0,810.0,26940.0,2.8,0,0,0
2003-11-18,810.0,810.0,53880.0,2.8,50,-50,0
2003-11-19,810.0,800.0,58275.0,2.77,0,0,0
2003-11-20,795.0,810.0,22160.0,2.8,80,-80,0
2003-11-21,805.0,805.0,35920.0,2.79,0,0,0
2003-11-24,810.0,780.0,29810.0,2.7,38,-38,0
2003-11-25,785.0,790.0,64680.0,2.73,0,0,0
2003-11-26,780.0,785.0,69900.0,2.72,10,-10,0
2003-11-27,790.0,790.0,67690.0,2.73,0,0,0
