Symbol,LG상사_시가(원),LG상사_종가(원),LG상사_거래량(주),LG상사_PER(IFRS-연결),LG상사_순매수수량(개인)(주),LG상사_순매수수량(기관계)(주),LG상사_순매수수량(외국인계)(주)
2016-05-10,35200.0,35200.0,162510.0,,9418,-67170,58547
2016-05-11,35350.0,35900.0,89327.0,,-7551,-3720,11322
2016-05-12,35400.0,36300.0,95892.0,,-3205,12353,-11392
2016-05-13,36800.0,36050.0,89545.0,,10027,-10109,4040
2016-05-16,35900.0,35750.0,58082.0,,-12799,9462,3405
2016-05-17,35700.0,36000.0,98476.0,,-768,2937,-5264
2016-05-18,35750.0,36800.0,150552.0,,-68651,59981,8606
2016-05-19,36400.0,36750.0,111259.0,,-19168,28540,-11574
2016-05-20,36800.0,37550.0,158633.0,,-35636,70929,-35786
2016-05-23,37550.0,37400.0,99047.0,,-8049,26539,-18950
2016-05-24,37050.0,37450.0,164290.0,,-37227,41959,366
2016-05-25,37550.0,38650.0,192709.0,,-85734,84249,2193
2016-05-26,38700.0,38750.0,149203.0,,-28970,36275,-7412
2016-05-27,39200.0,39150.0,145371.0,,-45554,8623,39877
2016-05-30,38600.0,38700.0,154827.0,,-7390,10955,-4595
2016-05-31,38350.0,38400.0,175348.0,,7836,-27638,20772
2016-06-01,38250.0,38350.0,128914.0,,-22991,-23851,50769
2016-06-02,38200.0,37650.0,191855.0,,6199,-38990,32691
2016-06-03,37400.0,37750.0,175831.0,,-17488,-73535,91663
2016-06-07,38300.0,39200.0,203862.0,,-53756,-26492,77974
2016-06-08,38900.0,39550.0,221963.0,,-10995,43769,-30619
2016-06-09,39050.0,38750.0,277455.0,,15896,-77376,63041
2016-06-10,38850.0,39650.0,193602.0,,-31590,-23844,55379
2016-06-13,39400.0,39050.0,101402.0,,-13004,-7782,22128
2016-06-14,39050.0,37850.0,228949.0,,49998,-47473,-2050
2016-06-15,37500.0,37850.0,126586.0,,-9816,-14445,31862
2016-06-16,37500.0,36650.0,195548.0,,-10397,-34782,44949
2016-06-17,37050.0,37250.0,136251.0,,-25035,15638,9426
2016-06-20,37350.0,38200.0,144049.0,,-10598,-23862,34930
2016-06-21,38200.0,38800.0,167216.0,,-39524,-13122,54153
2016-06-22,38400.0,38750.0,95712.0,,-3899,4294,-337
2016-06-23,38750.0,38900.0,89845.0,,-28990,9941,20757
2016-06-24,38950.0,37000.0,257478.0,,-8909,-6575,15735
2016-06-27,36050.0,36750.0,163069.0,,-5333,-21654,26488
2016-06-28,36650.0,37650.0,107812.0,,-20739,17484,2706
2016-06-29,37850.0,37850.0,123648.0,,-21892,12211,8315
2016-06-30,38750.0,37650.0,108997.0,,14736,-14855,-381
2016-07-01,37650.0,36900.0,121296.0,,35448,-33277,-2087
2016-07-04,36800.0,36900.0,158410.0,,27502,-64096,32939
2016-07-05,36500.0,36650.0,104752.0,,21932,-31913,8873
2016-07-06,36400.0,36650.0,122895.0,,-4430,-33900,38826
2016-07-07,36800.0,37850.0,168806.0,,-47454,-507,47410
2016-07-08,37600.0,37150.0,141244.0,,3863,31892,-35724
2016-07-11,37250.0,37950.0,128322.0,,-34806,-23536,58342
2016-07-12,37700.0,37900.0,154480.0,,533,-30425,30880
2016-07-13,38100.0,37950.0,136107.0,,-20225,-3353,22779
2016-07-14,38000.0,37550.0,77222.0,,-4771,-12325,17249
2016-07-15,37600.0,37900.0,95806.0,,-5287,-21352,26139
2016-07-18,37700.0,37700.0,69478.0,,-4912,-14922,19039
2016-07-19,37600.0,37400.0,63275.0,,6220,-14354,6698
2016-07-20,37050.0,36850.0,84436.0,,-6765,3473,2441
2016-07-21,36950.0,36900.0,160704.0,,12977,-41005,28563
2016-07-22,36950.0,36850.0,76796.0,,-6883,4571,1728
2016-07-25,37100.0,36500.0,68751.0,,1169,-11495,9818
2016-07-26,36300.0,36900.0,84336.0,,-5706,-5461,11070
2016-07-27,36900.0,37950.0,116886.0,,-59062,44973,13447
2016-07-28,38100.0,36600.0,202245.0,,51548,-50315,-1075
2016-07-29,36600.0,36450.0,278706.0,,39269,-31384,-6334
2016-08-01,36200.0,36800.0,78677.0,,-17605,-5135,23196
2016-08-02,36600.0,35700.0,148227.0,,42881,-58796,15368
2016-08-03,35600.0,35300.0,132028.0,,18060,-52869,36332
2016-08-04,35300.0,34650.0,179959.0,,37736,-75799,38797
2016-08-05,34650.0,35650.0,139915.0,,-35685,13101,22784
2016-08-08,36000.0,35300.0,95215.0,,25897,-41045,15504
2016-08-09,35150.0,35150.0,126098.0,,30205,-35590,5341
2016-08-10,35050.0,35400.0,93406.0,,-10543,-9039,21076
2016-08-11,35150.0,34800.0,112507.0,,23653,-28847,5057
2016-08-12,35150.0,35000.0,128370.0,,11643,-34370,23229
2016-08-16,35400.0,35000.0,67699.0,,-503,-15802,15373
2016-08-17,34950.0,35150.0,72133.0,,6313,-22959,16746
2016-08-18,35100.0,35150.0,66829.0,,2602,-15629,10464
2016-08-19,35000.0,34650.0,116899.0,,29079,-29778,511
2016-08-22,34550.0,34600.0,57307.0,,-3881,-1808,8566
2016-08-23,34550.0,34100.0,97863.0,,1420,-13083,16615
2016-08-24,33800.0,34000.0,79210.0,,-18253,460,17693
2016-08-25,34300.0,34550.0,67871.0,,-20259,16755,3304
2016-08-26,34500.0,34400.0,52907.0,,10887,7897,-18784
2016-08-29,34200.0,33650.0,96980.0,,14993,-3753,-11229
2016-08-30,33850.0,33900.0,77126.0,,-2051,-12180,13463
2016-08-31,33850.0,33250.0,138870.0,,19238,-17372,5424
2016-09-01,33050.0,33900.0,122481.0,,-29322,-10959,39769
2016-09-02,34100.0,34050.0,49535.0,,2439,-12860,7889
2016-09-05,34200.0,34600.0,93476.0,,-5394,19850,-14466
2016-09-06,34300.0,33900.0,73751.0,,29957,-19302,-10765
2016-09-07,33900.0,35750.0,236397.0,,-82505,47380,33937
2016-09-08,35900.0,35450.0,193343.0,,24149,12078,-34647
2016-09-09,35550.0,35950.0,158405.0,,-25110,14302,9808
2016-09-12,35800.0,35250.0,88589.0,,-12324,26163,-12092
2016-09-13,35350.0,35050.0,88874.0,,3114,-6567,3228
2016-09-19,34500.0,35650.0,116024.0,,-8795,8532,217
2016-09-20,35300.0,36400.0,128931.0,,-33687,51015,-17342
2016-09-21,36000.0,35500.0,116657.0,,26817,-27865,718
2016-09-22,35800.0,35450.0,104320.0,,-8125,-8290,16591
2016-09-23,35950.0,35500.0,115701.0,,-3672,-20794,24466
2016-09-26,35500.0,35200.0,71759.0,,1655,-7979,4606
2016-09-27,35100.0,35500.0,87440.0,,-4283,-24124,28407
2016-09-28,35300.0,35100.0,79210.0,,11767,-12658,3758
2016-09-29,35500.0,35900.0,235208.0,,-28213,-40401,70125
2016-09-30,36000.0,34900.0,306317.0,,24857,-437,-17721
2016-10-04,35050.0,33700.0,270033.0,,85943,-124389,36330
2016-10-05,33550.0,33650.0,174796.0,,22578,-68739,46061
2016-10-06,33600.0,31800.0,391137.0,,163202,-198399,34047
2016-10-07,31850.0,32750.0,185066.0,,-47796,-20645,69701
2016-10-10,32850.0,32300.0,133986.0,,35888,5294,-41784
2016-10-11,32600.0,32750.0,167121.0,,-34854,60636,-25742
2016-10-12,32750.0,32700.0,98351.0,,5383,6518,-11951
2016-10-13,32650.0,32250.0,90876.0,,6699,-4812,-1887
2016-10-14,32250.0,32200.0,83073.0,,1008,16413,-17520
2016-10-17,32450.0,32250.0,99750.0,,3005,-5143,2575
2016-10-18,32050.0,31550.0,93710.0,,23627,-4509,-19368
2016-10-19,31550.0,32050.0,96857.0,,-19973,27560,-7581
2016-10-20,32000.0,32400.0,74876.0,,-8237,24379,-15432
2016-10-21,32500.0,32100.0,101936.0,,-7588,21735,-14200
2016-10-24,32050.0,32100.0,55605.0,,-2312,3654,-1342
2016-10-25,32150.0,32250.0,58041.0,,-7481,20546,-13115
2016-10-26,32250.0,31450.0,118933.0,,32466,-18082,-9430
2016-10-27,30400.0,29350.0,416944.0,,158095,-135754,-24293
2016-10-28,29300.0,28550.0,438537.0,,117451,-37356,-82553
2016-10-31,28200.0,27850.0,278686.0,,61548,23958,-85861
2016-11-01,27550.0,27750.0,146906.0,,-9560,47239,-37669
2016-11-02,27600.0,27600.0,159657.0,,33139,-6094,-27635
2016-11-03,27900.0,28050.0,106466.0,,6567,20441,-26919
2016-11-04,28100.0,27900.0,53468.0,,10973,14570,-25543
2016-11-07,28200.0,28150.0,106361.0,,12620,43998,-56800
2016-11-08,28200.0,28300.0,129138.0,,19721,53173,-73230
2016-11-09,28300.0,27000.0,423463.0,,180125,-4477,-175766
2016-11-10,28000.0,30050.0,586385.0,,-75348,86851,-16586
2016-11-11,30050.0,31000.0,337885.0,,-66574,120791,-56194
2016-11-14,30700.0,31150.0,176269.0,,4807,-7064,-1485
2016-11-15,31100.0,31200.0,142372.0,,-35200,39370,-4070
2016-11-16,30800.0,32300.0,263076.0,,-62230,2803,59338
2016-11-17,32050.0,31800.0,146662.0,,27499,2174,-29655
2016-11-18,31650.0,31700.0,170745.0,,7090,-1129,-5523
2016-11-21,31700.0,31300.0,73052.0,,-9307,24084,-16395
2016-11-22,31350.0,31200.0,98499.0,,-12878,2187,9623
2016-11-23,31050.0,30950.0,108830.0,,-17818,12362,5456
2016-11-24,31100.0,30650.0,100475.0,,-19333,9082,13489
2016-11-25,30800.0,30700.0,106704.0,,-28743,29502,1705
2016-11-28,30700.0,30300.0,105839.0,,9690,-8545,-1145
2016-11-29,30000.0,30300.0,118735.0,,-14294,4177,10107
2016-11-30,30400.0,30150.0,137593.0,,-13864,18822,-4978
2016-12-01,30650.0,30850.0,321554.0,,-31047,-35136,60677
2016-12-02,30850.0,30650.0,140826.0,,-3075,15946,-12961
2016-12-05,30400.0,31100.0,102739.0,,-29699,28031,1678
2016-12-06,31500.0,32450.0,227312.0,,-82635,78383,1285
2016-12-07,32500.0,32200.0,126378.0,,-3647,44738,-39966
2016-12-08,32250.0,33500.0,221737.0,,-89667,79038,8593
2016-12-09,33000.0,32350.0,159056.0,,34631,4510,-41018
2016-12-12,32700.0,32650.0,87836.0,,-28745,32084,-3219
2016-12-13,32800.0,31600.0,232356.0,,56523,-93880,40032
2016-12-14,31600.0,31300.0,274451.0,,-1801,-69104,72919
2016-12-15,30950.0,31700.0,151773.0,,-40402,10887,29401
2016-12-16,31500.0,31100.0,138452.0,,34714,-38537,6816
2016-12-19,30900.0,30500.0,146363.0,,32946,-59734,27258
2016-12-20,30550.0,30450.0,135639.0,,5370,-28567,18534
2016-12-21,30600.0,30550.0,80273.0,,3584,5229,-4761
2016-12-22,30600.0,30350.0,89015.0,,5558,-9859,4301
2016-12-23,30050.0,30050.0,203050.0,,68318,-30895,-38243
2016-12-26,30150.0,29700.0,102010.0,,12585,-12137,-944
2016-12-27,29800.0,29750.0,102547.0,,5506,996,-6335
2016-12-28,29450.0,29200.0,98787.0,,35849,-34598,-2131
2016-12-29,29300.0,29250.0,49600.0,,11709,-6914,-4795
2017-01-02,29450.0,29550.0,50873.0,19.7,-6423,16811,-10298
2017-01-03,29650.0,30000.0,95876.0,20.0,4580,17912,-22482
2017-01-04,30000.0,30050.0,100126.0,20.03,14614,1753,-16367
2017-01-05,30000.0,30350.0,80103.0,20.23,-7787,16482,-8295
2017-01-06,30200.0,30250.0,90770.0,20.16,-14546,16780,-2234
2017-01-09,30150.0,30700.0,88121.0,20.46,-15693,23983,-8508
2017-01-10,30450.0,30400.0,104600.0,20.26,21568,-12410,-9158
2017-01-11,30400.0,31500.0,334722.0,21.0,-30075,-6672,37076
2017-01-12,31550.0,31550.0,126983.0,21.03,13693,7626,-21319
2017-01-13,31750.0,31900.0,100425.0,21.26,-17633,16510,-1277
2017-01-16,32100.0,32000.0,119669.0,21.33,-688,17967,-13079
2017-01-17,31850.0,32650.0,177499.0,21.76,-36172,10325,23847
2017-01-18,32600.0,32600.0,136126.0,21.73,-24107,18545,7877
2017-01-19,32300.0,32200.0,148789.0,21.46,9980,-53259,43406
2017-01-20,32200.0,32350.0,92707.0,21.56,-13339,19538,-7133
2017-01-23,32400.0,32700.0,121064.0,21.8,-27724,-4990,32774
2017-01-24,32650.0,32250.0,138825.0,21.5,13680,-24573,12233
2017-01-25,32300.0,32650.0,160748.0,21.76,-41279,33972,10316
2017-01-26,32600.0,31800.0,176691.0,21.2,20317,-6051,-9914
2017-01-31,31800.0,32300.0,124265.0,21.53,-32514,14333,18181
2017-02-01,32300.0,32350.0,169991.0,21.56,-899,-14310,15197
2017-02-02,32350.0,32350.0,200051.0,21.56,-3725,-27044,30669
2017-02-03,33100.0,33700.0,978906.0,22.46,-88692,-121413,202512
2017-02-06,33950.0,34250.0,293309.0,22.83,-87133,49691,35837
2017-02-07,34100.0,34650.0,224474.0,23.1,-52721,-12443,61854
2017-02-08,34400.0,34800.0,207230.0,23.2,-73747,11920,60367
2017-02-09,34850.0,34200.0,148559.0,22.8,-11130,-57355,68766
2017-02-10,34550.0,34900.0,119588.0,23.26,-28673,-24829,52971
2017-02-13,35000.0,35100.0,127704.0,23.4,-46242,25400,20782
2017-02-14,35200.0,35050.0,143765.0,23.36,-16006,-3050,18526
2017-02-15,34600.0,34500.0,200601.0,23.0,10959,-82300,70541
2017-02-16,34700.0,34550.0,135160.0,23.03,-9943,-25997,38330
2017-02-17,33950.0,34100.0,127691.0,22.73,-4841,30254,-26057
2017-02-20,33900.0,33200.0,154024.0,22.13,40482,-49768,9260
2017-02-21,33200.0,33300.0,142996.0,22.2,22551,-45308,18047
2017-02-22,33350.0,32800.0,160487.0,21.86,52472,-95781,43079
2017-02-23,32700.0,32600.0,189916.0,21.73,14992,-53323,34055
2017-02-24,32600.0,32000.0,198788.0,21.33,66930,-38906,-29235
2017-02-27,32200.0,31950.0,118662.0,21.3,26532,-39972,13030
2017-02-28,31900.0,32600.0,191594.0,21.73,-14584,29305,-17574
2017-03-02,33100.0,32100.0,157407.0,21.4,41009,-26794,-14351
2017-03-03,31800.0,32250.0,107102.0,21.5,-16026,17441,-2728
2017-03-06,32000.0,32100.0,125698.0,21.4,17157,-8550,-8617
2017-03-07,32100.0,32850.0,241830.0,21.9,-29018,6725,21301
2017-03-08,32550.0,32150.0,206314.0,21.43,36327,-29163,-7425
2017-03-09,32000.0,31450.0,207878.0,20.96,80816,-69453,-10818
2017-03-10,31300.0,31100.0,202817.0,20.73,41224,-37432,-4213
2017-03-13,31050.0,30650.0,239985.0,20.43,54821,-112984,59440
2017-03-14,30750.0,30500.0,192616.0,20.33,48990,-59386,11262
2017-03-15,30500.0,30050.0,264378.0,20.03,91793,-100575,8783
2017-03-16,30450.0,30550.0,200625.0,20.36,22469,-59549,23091
2017-03-17,30700.0,30600.0,196819.0,20.4,14418,-6711,-7707
2017-03-20,30550.0,30000.0,158410.0,20.0,82531,-59581,-23933
2017-03-21,30350.0,29850.0,147515.0,19.9,47321,-42765,-4686
2017-03-22,29900.0,29500.0,157027.0,19.66,52863,-32996,-14250
2017-03-23,29900.0,30900.0,429185.0,20.6,-41284,13412,18027
2017-03-24,30850.0,30300.0,226507.0,20.2,82868,14335,-94208
2017-03-27,30300.0,30600.0,136831.0,20.4,13004,7592,-20766
2017-03-28,30950.0,30650.0,158593.0,20.43,33112,-1506,-30563
2017-03-29,31300.0,31600.0,593343.0,21.06,-81931,57739,23116
2017-03-30,31700.0,31700.0,240797.0,21.13,-8773,60293,-53820
2017-03-31,31700.0,32200.0,282324.0,21.46,-87758,78162,10606
2017-04-03,32500.0,31350.0,249549.0,20.9,81410,-52451,-24906
2017-04-04,31500.0,31600.0,133858.0,21.06,-2176,18097,-15313
2017-04-05,31600.0,31650.0,154745.0,21.1,-15324,5435,9561
2017-04-06,31450.0,31450.0,157648.0,20.96,17723,-20915,2152
2017-04-07,31300.0,31100.0,148928.0,20.73,32631,-4253,-24135
2017-04-10,30950.0,30600.0,120731.0,20.4,-17174,3379,14315
2017-04-11,30600.0,30750.0,87339.0,20.5,-16856,20560,-4901
2017-04-12,30800.0,31300.0,120329.0,20.86,-12849,46142,-34431
2017-04-13,31300.0,30900.0,144917.0,20.6,44228,-12110,-31039
2017-04-14,30900.0,30850.0,111098.0,20.56,15446,-1815,-13241
2017-04-17,30700.0,30850.0,122848.0,20.56,26805,-39422,12117
2017-04-18,30850.0,30550.0,301806.0,20.36,119431,-120238,-1457
2017-04-19,30350.0,30650.0,115843.0,20.43,-7643,-17444,24357
2017-04-20,30650.0,30350.0,153427.0,20.23,58964,-55777,-2327
2017-04-21,30350.0,30300.0,191909.0,20.2,55941,-42284,-8317
2017-04-24,30350.0,30550.0,163753.0,20.36,-2524,-17083,19607
2017-04-25,30800.0,31400.0,224138.0,20.93,-32414,18214,14203
2017-04-26,31500.0,31850.0,296877.0,21.23,-15242,32904,-31432
2017-04-27,33250.0,32200.0,526698.0,21.46,-21777,35097,-1803
2017-04-28,31950.0,32500.0,492284.0,21.66,-44601,118398,-74950
2017-05-02,32800.0,32750.0,238242.0,21.83,-91171,-46362,138503
2017-05-04,32700.0,33100.0,228857.0,22.06,-68010,-15976,88185
2017-05-08,33200.0,32300.0,468434.0,21.53,105135,-91871,-11917
2017-05-10,32450.0,32600.0,320297.0,21.73,-58638,-80741,139343
2017-05-11,32800.0,32900.0,269810.0,21.93,-60244,-9541,69643
2017-05-12,32950.0,32400.0,216109.0,21.6,3554,-47237,44394
2017-05-15,32200.0,32250.0,151288.0,21.5,4132,-43265,39717
2017-05-16,31950.0,32300.0,146312.0,21.53,-38750,5712,33038
2017-05-17,32200.0,31250.0,380433.0,20.83,153833,-164905,12873
2017-05-18,30800.0,30900.0,328195.0,20.6,122169,-216282,93213
2017-05-19,30800.0,31350.0,150321.0,20.9,-15192,-4140,19069
2017-05-22,31450.0,31750.0,196766.0,21.16,-17834,31366,-13747
2017-05-23,31750.0,31750.0,266963.0,21.16,18523,-15059,-5801
2017-05-24,32000.0,32450.0,251934.0,21.63,-87192,38492,49814
2017-05-25,32550.0,33150.0,344855.0,22.1,-41228,-33785,74045
2017-05-26,33200.0,33100.0,199731.0,22.06,11526,2612,-13152
2017-05-29,33300.0,32600.0,133516.0,21.73,4485,-5726,1509
2017-05-30,32500.0,32700.0,152472.0,21.8,-18590,-11839,29546
2017-05-31,32700.0,33700.0,346808.0,22.46,-39005,66119,-38334
2017-06-01,33550.0,33050.0,171620.0,22.03,9917,18397,-30094
2017-06-02,33100.0,32750.0,205742.0,21.83,57221,-46797,-6121
2017-06-05,32800.0,32500.0,164834.0,21.66,21970,-34397,20827
2017-06-07,32400.0,32700.0,149514.0,21.8,7983,-2708,-5330
2017-06-08,32600.0,32800.0,234809.0,21.86,27867,-26319,1553
2017-06-09,32850.0,32450.0,170203.0,21.63,42923,-28047,-21075
2017-06-12,32500.0,32100.0,149451.0,21.4,9333,-3439,-5394
2017-06-13,32150.0,32650.0,150724.0,21.76,-29715,23498,5817
2017-06-14,32550.0,32200.0,152040.0,21.46,36002,-16648,-21007
2017-06-15,32100.0,31150.0,256805.0,20.76,129408,-62967,-66471
2017-06-16,31200.0,31350.0,153788.0,20.9,31578,-52277,20699
2017-06-19,31350.0,30950.0,171242.0,20.63,81080,-60975,-13705
2017-06-20,30900.0,30550.0,209668.0,20.36,109399,-99601,-9858
2017-06-21,30500.0,30650.0,91597.0,20.43,8025,-8634,599
2017-06-22,30650.0,30300.0,182065.0,20.2,70492,-74189,4020
2017-06-23,30300.0,30300.0,158473.0,20.2,30427,-35582,5145
2017-06-26,30450.0,30500.0,122478.0,20.33,17456,-36169,18673
2017-06-27,30400.0,30000.0,198676.0,20.0,74567,-46729,-27958
2017-06-28,30000.0,30350.0,118571.0,20.23,-21939,27993,-6084
2017-06-29,30400.0,30150.0,103803.0,20.1,20358,-8650,-11913
2017-06-30,30550.0,31050.0,208148.0,20.7,-73057,86154,-13685
2017-07-03,31100.0,31200.0,112484.0,20.8,-17726,20610,-2884
2017-07-04,31200.0,30500.0,163840.0,20.33,22108,-5596,-16512
2017-07-05,30350.0,30650.0,83339.0,20.43,-6267,-5816,12083
2017-07-06,30450.0,30550.0,86896.0,20.36,-4986,-13435,18421
2017-07-07,30450.0,30500.0,86207.0,20.33,-1983,9488,-7505
2017-07-10,30350.0,30050.0,117339.0,20.03,29335,2594,-31939
2017-07-11,30050.0,29900.0,101462.0,19.93,8312,-331,-8031
2017-07-12,30000.0,29950.0,58327.0,19.96,-557,-12464,12970
2017-07-13,29900.0,30000.0,131245.0,20.0,-7056,21493,-14487
2017-07-14,30150.0,29650.0,128890.0,19.76,27026,-7857,-19379
2017-07-17,29550.0,29800.0,83178.0,19.86,-22736,26889,-4173
2017-07-18,29900.0,29750.0,87874.0,19.83,19760,-7878,-11882
2017-07-19,29850.0,30400.0,124839.0,20.26,-57794,33873,24120
2017-07-20,30400.0,30600.0,82178.0,20.4,-28106,31943,-3837
2017-07-21,30450.0,30550.0,95472.0,20.36,-7221,17542,-10321
2017-07-24,30750.0,30100.0,84654.0,20.06,4352,-551,-3801
2017-07-25,30400.0,30000.0,112975.0,20.0,-2773,-1871,4619
2017-07-26,30250.0,31150.0,251610.0,20.76,-140956,56859,84117
2017-07-27,30750.0,30100.0,295239.0,20.06,109581,-47839,-61531
2017-07-28,30100.0,29750.0,221021.0,19.83,73148,15441,-88461
2017-07-31,29750.0,29400.0,223400.0,19.6,75997,-36603,-38794
2017-08-01,29200.0,29350.0,240530.0,19.56,96021,-81300,-17593
2017-08-02,29350.0,29000.0,237807.0,19.33,97825,-73202,-23997
2017-08-03,29200.0,28850.0,147597.0,19.23,10103,29838,-40899
2017-08-04,28750.0,28950.0,144540.0,19.3,23709,-24107,299
2017-08-07,29050.0,29250.0,104424.0,19.5,10112,-3028,-6943
2017-08-08,29250.0,29300.0,152422.0,19.53,-15567,26852,-11953
2017-08-09,29100.0,29200.0,153563.0,19.46,-32639,29126,3737
2017-08-10,29300.0,29250.0,174989.0,19.5,-35741,52105,-16364
2017-08-11,29150.0,29400.0,158808.0,19.6,-27634,56570,-28295
2017-08-14,29450.0,28750.0,161588.0,19.16,83135,-72329,-11850
2017-08-16,28750.0,28650.0,155385.0,19.1,54498,-44765,-9440
2017-08-17,28650.0,28700.0,105434.0,19.13,43570,-45420,1971
2017-08-18,28500.0,28350.0,188175.0,18.9,90343,-86063,-4428
2017-08-21,28350.0,28150.0,202779.0,18.76,2441,-1583,-1254
2017-08-22,28150.0,28600.0,137521.0,19.06,-36247,35998,378
2017-08-23,28850.0,28350.0,134915.0,18.9,-2157,21281,-19693
2017-08-24,28350.0,28700.0,566001.0,19.13,-19959,26525,-5922
2017-08-25,28900.0,28750.0,147271.0,19.16,-574,20793,-17847
2017-08-28,28750.0,28500.0,140470.0,19.0,3550,5331,-8893
2017-08-29,28350.0,28450.0,138921.0,18.96,-12883,15122,-2066
2017-08-30,28450.0,28650.0,101414.0,19.1,-3135,9115,-5688
2017-08-31,28750.0,28850.0,233015.0,19.23,-29443,49125,-19381
2017-09-01,29000.0,28700.0,143807.0,19.13,35062,-32101,1936
2017-09-04,27900.0,28500.0,171115.0,19.0,-72864,55081,20465
2017-09-05,28550.0,28450.0,155270.0,18.96,6578,991,-7005
2017-09-06,28350.0,28250.0,158560.0,18.83,5880,42051,-47941
2017-09-07,28250.0,28350.0,144606.0,18.9,-13011,52324,-41496
2017-09-08,28300.0,28650.0,164072.0,19.1,-41266,42773,-6507
2017-09-11,28650.0,28700.0,136479.0,19.13,-978,33587,-27567
2017-09-12,28750.0,28750.0,108432.0,19.16,-19755,33419,-9533
2017-09-13,28800.0,28600.0,127596.0,19.06,18096,10311,-29393
2017-09-14,28500.0,28700.0,194537.0,19.13,19031,12087,-30118
2017-09-15,28700.0,30150.0,307872.0,20.1,-142258,122809,19489
2017-09-18,30000.0,29900.0,217270.0,19.93,48785,-10438,-38347
2017-09-19,29700.0,29850.0,151996.0,19.9,-1323,44750,-43427
2017-09-20,30000.0,29450.0,177424.0,19.63,12420,16255,-42275
2017-09-21,29500.0,29100.0,152636.0,19.4,18023,12462,-30495
2017-09-22,29100.0,28150.0,238416.0,18.76,56533,-40694,-16499
2017-09-25,28150.0,27300.0,199881.0,18.2,-14648,12181,2467
2017-09-26,27250.0,27350.0,193251.0,18.23,-37755,-8938,46663
2017-09-27,27450.0,27300.0,163787.0,18.2,-48751,30937,17025
2017-09-28,27350.0,27150.0,150260.0,18.1,15399,759,-16175
2017-09-29,27350.0,27300.0,159354.0,18.2,-9036,17186,-8656
2017-10-10,27450.0,27350.0,136901.0,18.23,28601,-6063,-22538
2017-10-11,27300.0,27400.0,131819.0,18.26,26559,-19013,-8059
2017-10-12,27500.0,27550.0,190827.0,18.36,9289,14279,-23568
2017-10-13,27600.0,27500.0,152137.0,18.33,-2218,8094,-4748
2017-10-16,27550.0,28300.0,288554.0,18.86,-68555,117028,-53810
2017-10-17,28300.0,27950.0,175186.0,18.63,46337,905,-51547
2017-10-18,27850.0,27400.0,169287.0,18.26,65878,-68342,2895
2017-10-19,27400.0,27300.0,215166.0,18.2,67527,-72043,2000
2017-10-20,27400.0,27950.0,168649.0,18.63,-34223,-9188,43407
2017-10-23,27900.0,27650.0,108883.0,18.43,15452,-3401,-12051
2017-10-24,27650.0,27600.0,112368.0,18.4,44881,-34612,-10269
2017-10-25,27550.0,28000.0,196278.0,18.66,1240,-9753,8513
2017-10-26,29050.0,28600.0,678133.0,19.06,-29723,-2098,29427
2017-10-27,28600.0,28750.0,215044.0,19.16,-43844,-20082,59033
