Symbol,LG상사_시가(원),LG상사_종가(원),LG상사_거래량(주),LG상사_PER(IFRS-연결),LG상사_순매수수량(개인)(주),LG상사_순매수수량(기관계)(주),LG상사_순매수수량(외국인계)(주)
2014-09-11,27500.0,27350.0,131814.0,22.01,26605,-8427,-20278
2014-09-12,27350.0,27200.0,124411.0,21.89,31491,-19940,-13241
2014-09-15,27150.0,27200.0,80821.0,21.89,3046,-24146,20900
2014-09-16,27150.0,27200.0,74126.0,21.89,21287,-29162,7135
2014-09-17,27350.0,27650.0,96615.0,22.26,-23282,4897,18647
2014-09-18,27650.0,27600.0,109405.0,22.22,14629,-16399,68
2014-09-19,27700.0,27300.0,164406.0,21.97,42647,5171,-50894
2014-09-22,27400.0,27000.0,115912.0,21.73,38267,-32623,-7032
2014-09-23,27100.0,27150.0,117537.0,21.85,-15925,-3920,19095
2014-09-24,27150.0,27150.0,101474.0,21.85,6368,-18819,15239
2014-09-25,27250.0,26700.0,189555.0,21.49,50890,-45422,-5698
2014-09-26,26550.0,26350.0,220032.0,21.21,50414,-82918,31794
2014-09-29,26450.0,25600.0,269328.0,20.61,39287,-69494,25457
2014-09-30,25550.0,25700.0,214072.0,20.69,-13772,-37903,51325
2014-10-01,25700.0,24850.0,210751.0,20.0,24545,-50668,18588
2014-10-02,24650.0,25000.0,266470.0,20.12,-31211,21253,8528
2014-10-06,24900.0,25050.0,208115.0,20.16,-27089,11872,7479
2014-10-07,25050.0,25150.0,152235.0,20.24,-18310,-13496,31806
2014-10-08,24850.0,25050.0,124510.0,20.16,5679,-15290,9153
2014-10-10,24900.0,23600.0,372370.0,19.0,107502,-162100,51717
2014-10-13,23350.0,22700.0,295591.0,18.27,35749,-106922,70940
2014-10-14,22100.0,23000.0,249858.0,18.51,-39218,-56680,96769
2014-10-15,22900.0,23450.0,192815.0,18.88,-17962,-8170,27260
2014-10-16,23250.0,22750.0,179151.0,18.31,53050,-13342,-42628
2014-10-17,23000.0,22700.0,150389.0,18.27,2207,-27483,25188
2014-10-20,22950.0,22800.0,137799.0,18.35,46409,-53486,7839
2014-10-21,22750.0,22100.0,209996.0,17.79,871,-49683,53997
2014-10-22,22450.0,22300.0,81559.0,17.95,-13783,-8054,21362
2014-10-23,22100.0,22300.0,91941.0,17.95,-3425,3718,-411
2014-10-24,22450.0,21950.0,104371.0,17.67,12211,9919,-22122
2014-10-27,22100.0,22500.0,111170.0,18.11,-4243,38190,-33817
2014-10-28,22550.0,22300.0,78690.0,17.95,21809,16911,-39222
2014-10-29,22350.0,23050.0,196033.0,18.55,46704,11346,-57392
2014-10-30,23000.0,22550.0,124198.0,18.15,44229,2530,-46716
2014-10-31,22600.0,21650.0,310445.0,17.43,91343,-63294,-30191
2014-11-03,21500.0,20650.0,322032.0,16.62,114042,-88490,-26230
2014-11-04,20550.0,20000.0,290908.0,16.1,35070,-103958,78221
2014-11-05,19900.0,20200.0,121209.0,16.26,-2601,751,2042
2014-11-06,20450.0,21450.0,378018.0,17.27,39122,13599,-60444
2014-11-07,23050.0,24650.0,1065395.0,19.84,87853,-2789,-65179
2014-11-10,24650.0,25450.0,1510635.0,20.49,81831,256266,-359239
2014-11-11,25150.0,26000.0,671675.0,20.93,-177951,345084,-185075
2014-11-12,26100.0,27400.0,711956.0,22.05,-110509,212800,-100550
2014-11-13,27300.0,27900.0,455383.0,22.46,-150135,224805,-76575
2014-11-14,27550.0,27000.0,223823.0,21.73,23115,28722,-51904
2014-11-17,27050.0,28000.0,284528.0,22.54,-67310,96457,-30403
2014-11-18,27950.0,28050.0,384157.0,22.58,-48566,82485,-38095
2014-11-19,27800.0,29200.0,549253.0,23.5,-212810,247582,-28904
2014-11-20,29300.0,29800.0,835640.0,23.99,-306476,448600,-104832
2014-11-21,29800.0,29200.0,768609.0,23.5,-72305,72761,-14016
2014-11-24,29200.0,29950.0,657220.0,24.11,-253068,139002,100782
2014-11-25,30100.0,30500.0,506458.0,24.55,-104911,-25719,135813
2014-11-26,30450.0,30400.0,250058.0,24.47,-70834,107945,-43559
2014-11-27,30200.0,29850.0,461248.0,24.03,-55915,-2526,67037
2014-11-28,29450.0,28500.0,480819.0,22.94,-690,-44509,53820
2014-12-01,28050.0,28850.0,433195.0,23.22,-135419,72758,66086
2014-12-02,29050.0,29450.0,245995.0,23.7,-89826,123013,-36937
2014-12-03,29300.0,30300.0,307625.0,24.39,-63709,146997,-78588
2014-12-04,30250.0,30150.0,298915.0,24.27,-25841,46332,-16638
2014-12-05,30400.0,29900.0,251851.0,24.07,-31060,-25024,57165
2014-12-08,29150.0,30000.0,311251.0,24.15,-143102,108869,36295
2014-12-09,30000.0,29500.0,116973.0,23.75,4159,17112,-19108
2014-12-10,29300.0,28600.0,246155.0,23.02,-2583,-27321,29684
2014-12-11,28250.0,27950.0,271078.0,22.5,-37741,24394,22036
2014-12-12,28250.0,27900.0,157927.0,22.46,-40794,57115,-14751
2014-12-15,27600.0,27800.0,154767.0,22.38,-13658,6916,6674
2014-12-16,27600.0,27250.0,272293.0,21.93,-35784,-23349,60147
2014-12-17,27450.0,28150.0,316273.0,22.66,-57031,-30332,85185
2014-12-18,28750.0,27800.0,187044.0,22.38,-44854,110287,-65783
2014-12-19,28050.0,28400.0,185733.0,22.86,-22557,41696,-19133
2014-12-22,28550.0,28950.0,260679.0,23.3,-68309,89350,-18983
2014-12-23,28950.0,29050.0,189721.0,23.38,-26724,46203,-19509
2014-12-24,29200.0,29000.0,113488.0,23.34,-47149,69976,-20647
2014-12-26,29050.0,28450.0,253741.0,22.9,-59617,50903,11660
2014-12-29,28450.0,28850.0,101533.0,23.22,-5406,-2317,7723
2014-12-30,28650.0,28700.0,106925.0,23.1,-6287,26419,-20996
2015-01-02,28600.0,29250.0,137911.0,,-22085,23337,-2879
2015-01-05,28900.0,29050.0,142453.0,,-5214,31473,-24820
2015-01-06,29000.0,28900.0,142791.0,,24340,29193,-53377
2015-01-07,28800.0,28900.0,139222.0,,4040,21113,-25493
2015-01-08,28750.0,28800.0,159007.0,,14372,9645,-28407
2015-01-09,29000.0,28850.0,159172.0,,-14979,10600,3879
2015-01-12,28950.0,29950.0,313567.0,,59040,-4801,-49639
2015-01-13,30000.0,29400.0,173077.0,,32591,16603,-49194
2015-01-14,29700.0,30250.0,1176224.0,,-87697,12469,74155
2015-01-15,30300.0,30400.0,452441.0,,30744,-14033,-15770
2015-01-16,30350.0,30700.0,515814.0,,-17004,10756,-9978
2015-01-19,30700.0,30500.0,312324.0,,2209,731,-8985
2015-01-20,30500.0,31400.0,965447.0,,-188197,169540,15305
2015-01-21,32700.0,33250.0,1554349.0,,-366220,421452,-111159
2015-01-22,34050.0,33200.0,691742.0,,-50108,11479,44201
2015-01-23,33600.0,33750.0,517996.0,,-168074,172971,-10630
2015-01-26,33700.0,33950.0,252733.0,,-59308,102487,-43179
2015-01-27,34400.0,33900.0,249665.0,,-95128,100253,-5445
2015-01-28,33800.0,33900.0,286980.0,,-9453,-32270,44643
2015-01-29,33850.0,33650.0,292925.0,,-7088,40609,-27847
2015-01-30,34250.0,36750.0,1046123.0,,-356250,246358,74679
2015-02-02,36750.0,36800.0,265147.0,,-39169,58060,-18497
2015-02-03,37000.0,37700.0,434442.0,,-126953,58275,68340
2015-02-04,37850.0,37700.0,394822.0,,-48905,-16695,63001
2015-02-05,37900.0,38100.0,264737.0,,-37431,-6886,46985
2015-02-06,37850.0,38550.0,256424.0,,-21457,2903,3479
2015-02-09,38550.0,38800.0,234397.0,,-25840,68307,-41501
2015-02-10,38500.0,38300.0,243180.0,,16527,157,-20214
2015-02-11,38400.0,39350.0,387804.0,,-93942,86072,4978
2015-02-12,39450.0,37800.0,362706.0,,110901,-112150,-1408
2015-02-13,37600.0,37700.0,287994.0,,-20279,-58742,79530
2015-02-16,37450.0,38000.0,162698.0,,-27884,10906,20798
2015-02-17,38300.0,38000.0,144499.0,,24447,-7165,-18304
2015-02-23,37950.0,38250.0,207079.0,,-28640,-62368,91258
2015-02-24,38350.0,38450.0,233148.0,,-15745,-30278,49995
2015-02-25,38300.0,37150.0,299477.0,,84612,-124364,40651
2015-02-26,37100.0,38500.0,414865.0,,-127841,-162315,300564
2015-02-27,38200.0,37100.0,406753.0,,56173,-87432,31798
2015-03-02,37100.0,36250.0,507696.0,,62654,-189555,126380
2015-03-03,35550.0,36600.0,322921.0,,178,-75031,72169
2015-03-04,36200.0,36450.0,140110.0,,-25184,38155,-11721
2015-03-05,36700.0,36350.0,127876.0,,-40915,17244,23353
2015-03-06,36900.0,36700.0,200849.0,,-7178,-52227,62309
2015-03-09,36300.0,36150.0,139088.0,,15889,-55592,44569
2015-03-10,36150.0,36200.0,216301.0,,-11836,-15208,29574
2015-03-11,36200.0,35500.0,233041.0,,13457,-36759,27438
2015-03-12,35300.0,35450.0,174041.0,,-26427,-24159,49328
2015-03-13,35800.0,37000.0,255731.0,,-12529,-30602,29085
2015-03-16,36500.0,37950.0,277934.0,,-36079,68357,-28586
2015-03-17,37950.0,37450.0,232925.0,,39430,-54739,13948
2015-03-18,37700.0,35700.0,420248.0,,91218,-153552,62702
2015-03-19,36000.0,35850.0,249181.0,,6759,-94651,87988
2015-03-20,35850.0,35900.0,183638.0,,-8612,-22080,30824
2015-03-23,35700.0,36550.0,190254.0,,-61355,20547,38279
2015-03-24,36850.0,37050.0,169029.0,,-36579,147,35967
2015-03-25,36900.0,37050.0,104245.0,,9303,-31076,15338
2015-03-26,37050.0,36950.0,199807.0,,-31589,-17617,52104
2015-03-27,37350.0,36350.0,105679.0,,8339,-24017,19167
2015-03-30,36200.0,37250.0,128194.0,,-63878,10853,49125
2015-03-31,37700.0,37650.0,179199.0,,-68278,33206,24384
2015-04-01,37300.0,37250.0,265162.0,,39874,-16271,-23773
2015-04-02,37050.0,36050.0,236949.0,,9301,-21820,18599
2015-04-03,36400.0,36950.0,134502.0,,-19547,4117,15329
2015-04-06,36900.0,36750.0,173412.0,,-5624,17404,-3267
2015-04-07,36700.0,36350.0,116552.0,,21439,-25622,4662
2015-04-08,36250.0,38100.0,342858.0,,-57606,-12049,70818
2015-04-09,37850.0,38400.0,242904.0,,-23635,25188,-1463
2015-04-10,38500.0,39250.0,231799.0,,-65239,27629,7472
2015-04-13,39250.0,38950.0,222111.0,,7330,32974,-40231
2015-04-14,38800.0,39150.0,159697.0,,-32811,11838,22176
2015-04-15,39150.0,38750.0,170007.0,,38810,-51193,17623
2015-04-16,39100.0,38750.0,128796.0,,-6143,-26386,20869
2015-04-17,38600.0,39000.0,126278.0,,15931,-21041,5091
2015-04-20,39100.0,39400.0,167937.0,,-16672,-15201,32125
2015-04-21,39400.0,38000.0,261487.0,,106481,-78602,-25936
2015-04-22,38000.0,38250.0,226146.0,,-39982,6464,34412
2015-04-23,38000.0,37800.0,191046.0,,53226,-71004,13308
2015-04-24,37500.0,38100.0,178443.0,,28832,-44464,6380
2015-04-27,37750.0,41350.0,740134.0,,-180055,76049,88313
2015-04-28,41500.0,41450.0,279853.0,,-44426,69668,-20133
2015-04-29,41650.0,41100.0,213290.0,,-4998,-43764,51563
2015-04-30,41000.0,41150.0,238438.0,,7888,5750,-15824
2015-05-04,41150.0,39950.0,157179.0,,42770,-32244,-9010
2015-05-06,39950.0,39200.0,281482.0,,115187,-70947,-58423
2015-05-07,39050.0,39550.0,188368.0,,21561,-29797,9916
2015-05-08,39700.0,39500.0,145337.0,,14049,18817,-32625
2015-05-11,39500.0,40300.0,112669.0,,6779,2113,-8767
2015-05-12,40300.0,40400.0,134067.0,,-2411,20329,-17172
2015-05-13,41050.0,42900.0,1161125.0,,318811,-379152,33255
2015-05-14,42350.0,42450.0,782668.0,,178161,-311398,101696
2015-05-15,42450.0,42400.0,162969.0,,62429,15575,-81777
2015-05-18,42400.0,42550.0,133171.0,,8026,17218,-25244
2015-05-19,42250.0,42550.0,167492.0,,-45078,30542,13698
2015-05-20,42100.0,43300.0,186372.0,,-16431,31569,-14922
2015-05-21,43200.0,41400.0,231846.0,,40068,13127,-58823
2015-05-22,41400.0,42000.0,151840.0,,-26575,37402,-14830
2015-05-26,41700.0,42250.0,150348.0,,-13524,61813,-47776
2015-05-27,41600.0,41300.0,216994.0,,39448,37988,-77407
2015-05-28,41000.0,40800.0,203767.0,,-4842,52523,-48196
2015-05-29,40650.0,41800.0,152142.0,,-52881,73539,-20790
2015-06-01,41800.0,42100.0,134314.0,,-36808,67994,-35922
2015-06-02,41600.0,40750.0,145355.0,,19031,21980,-46222
2015-06-03,40750.0,40650.0,132395.0,,16369,-18272,1323
2015-06-04,40250.0,39500.0,147183.0,,44363,-35920,-9547
2015-06-05,39800.0,38850.0,169498.0,,-5290,-7567,12917
2015-06-08,38600.0,39250.0,115477.0,,3057,-6259,-5923
2015-06-09,39250.0,38450.0,200906.0,,14802,-5364,-7391
2015-06-10,38800.0,38650.0,136763.0,,5056,-33831,28280
2015-06-11,39000.0,38650.0,148665.0,,-23429,10178,11993
2015-06-12,38650.0,39050.0,131311.0,,15966,9332,-25803
2015-06-15,38800.0,38800.0,122577.0,,4977,15815,-26873
2015-06-16,38900.0,39000.0,106907.0,,-16395,58435,-44300
2015-06-17,38600.0,38850.0,94200.0,,-3610,38113,-36124
2015-06-18,39800.0,41000.0,203862.0,,-17436,44415,-34280
2015-06-19,40800.0,40250.0,90914.0,,12964,22638,-35602
2015-06-22,40300.0,39400.0,60323.0,,9027,1480,-4357
2015-06-23,39300.0,40600.0,90764.0,,-11196,12280,-2179
2015-06-24,41200.0,40850.0,93311.0,,8494,8831,-19166
2015-06-25,40850.0,40050.0,117919.0,,17250,-30022,12658
2015-06-26,40150.0,40650.0,92997.0,,-15448,12772,2898
2015-06-29,39500.0,38050.0,195388.0,,26601,14227,-47373
2015-06-30,38050.0,38900.0,91690.0,,-5401,4915,208
2015-07-01,38500.0,39650.0,93771.0,,-870,-1963,2555
2015-07-02,39400.0,39700.0,112277.0,,-8057,-5590,11715
2015-07-03,39700.0,40550.0,101991.0,,-34905,34557,-3805
2015-07-06,39550.0,38900.0,161150.0,,21897,19492,-45626
2015-07-07,39850.0,39150.0,113817.0,,-24365,18562,5628
2015-07-08,39150.0,36650.0,255210.0,,103954,-82947,-22197
2015-07-09,36850.0,36150.0,161023.0,,13905,-66017,50286
2015-07-10,36150.0,36700.0,143101.0,,-2151,-21664,25667
2015-07-13,35950.0,37200.0,49593.0,,1003,1116,-2366
2015-07-14,37600.0,36500.0,73455.0,,21527,-25414,4089
2015-07-15,36900.0,36750.0,103320.0,,19548,-34498,15784
2015-07-16,36750.0,35550.0,152528.0,,63480,-73783,12174
2015-07-17,35900.0,34400.0,156939.0,,20395,-60145,39742
2015-07-20,34400.0,33850.0,278063.0,,77267,-168418,84623
2015-07-21,33600.0,33600.0,221565.0,,62640,-88574,25073
2015-07-22,33600.0,35000.0,210970.0,,11727,9991,-19468
2015-07-23,34950.0,33850.0,215054.0,,45077,20550,-65653
2015-07-24,32900.0,33250.0,282138.0,,105972,-99804,-10188
2015-07-27,32650.0,30300.0,458489.0,,168308,-75997,-92401
2015-07-28,30050.0,29500.0,207941.0,,46466,-21431,-24952
2015-07-29,29650.0,29650.0,198860.0,,573,10919,-11504
2015-07-30,29500.0,29150.0,123915.0,,15729,-20365,4852
2015-07-31,29100.0,28800.0,148356.0,,46093,-38510,-8621
2015-08-03,28800.0,28200.0,199265.0,,26901,-52588,25058
2015-08-04,28200.0,28100.0,135986.0,,20303,-37100,16625
2015-08-05,28100.0,29150.0,243767.0,,-35947,67864,-24361
2015-08-06,29050.0,29750.0,149078.0,,-9726,40152,-33037
2015-08-07,29500.0,28950.0,142839.0,,14570,33671,-48694
2015-08-10,28900.0,27700.0,168827.0,,14681,-25963,11151
2015-08-11,28150.0,27500.0,206913.0,,-4553,-17075,21323
2015-08-12,27300.0,26600.0,459400.0,,25026,-69804,44947
2015-08-13,26350.0,26700.0,224764.0,,22823,-36957,14155
2015-08-17,27300.0,26550.0,152687.0,,30464,-42332,16399
2015-08-18,26750.0,27050.0,179788.0,,-39512,40811,-1308
2015-08-19,27000.0,27050.0,317677.0,,22264,4462,-27293
2015-08-20,26300.0,25250.0,256257.0,,80882,-15094,-64990
2015-08-21,24350.0,24200.0,293996.0,,50085,-97650,47504
2015-08-24,23500.0,24200.0,318514.0,,4284,-24641,22716
2015-08-25,24050.0,24300.0,240451.0,,8786,36358,4846
2015-08-26,24300.0,25550.0,240803.0,,407,1823,4060
2015-08-27,25700.0,25800.0,209693.0,,10019,26176,-36753
2015-08-28,26500.0,26350.0,260836.0,,31325,18270,-50174
2015-08-31,26200.0,26300.0,212318.0,,36403,-6285,-28937
2015-09-01,26300.0,26200.0,179160.0,,8690,18797,-27965
2015-09-02,25350.0,25850.0,226177.0,,84487,-58839,-35648
2015-09-03,25850.0,25900.0,187077.0,,8127,3627,-10327
2015-09-04,25600.0,25150.0,122961.0,,9043,-23880,14905
2015-09-07,25400.0,26000.0,177362.0,,12618,12705,-5323
2015-09-08,25700.0,25950.0,252890.0,,33298,39291,-34152
2015-09-09,26350.0,27050.0,272877.0,,-91886,74066,17221
2015-09-10,26800.0,28250.0,259558.0,,-43464,56720,-24715
2015-09-11,28000.0,29850.0,513298.0,,-31436,33273,-11514
2015-09-14,30200.0,29600.0,396382.0,,-23162,84181,-60522
2015-09-15,29700.0,30100.0,342241.0,,65784,-60409,-6354
2015-09-16,30400.0,31300.0,261244.0,,-10055,29207,-22350
2015-09-17,31500.0,29850.0,304452.0,,87026,-58180,-25675
2015-09-18,30100.0,29550.0,297020.0,,76758,-118924,42797
2015-09-21,29200.0,28800.0,226237.0,,35076,-53695,18619
2015-09-22,28900.0,29250.0,257441.0,,-10173,29348,-19477
2015-09-23,28800.0,28700.0,149746.0,,23429,724,-22353
2015-09-24,29000.0,28400.0,147848.0,,21159,-18982,-2303
2015-09-25,28250.0,28450.0,137942.0,,27902,-58966,21063
2015-09-30,27800.0,27150.0,316946.0,,126626,-149524,34607
2015-10-01,27200.0,27250.0,263436.0,,-21312,-60241,77172
2015-10-02,27250.0,28350.0,378139.0,,-22651,76160,-46845
2015-10-05,28500.0,28800.0,295031.0,,27032,71671,-102322
2015-10-06,29350.0,31500.0,595393.0,,2836,47440,-53427
2015-10-07,31500.0,31650.0,331405.0,,37727,65041,-108253
2015-10-08,31750.0,32000.0,373339.0,,-13624,6830,-1146
2015-10-12,32250.0,32700.0,364846.0,,-135511,90637,56644
2015-10-13,32700.0,33600.0,478424.0,,-183693,183409,-13770
2015-10-14,33100.0,33300.0,465628.0,,56144,-12504,-42288
2015-10-15,33300.0,34800.0,652085.0,,-120836,207731,-77410
2015-10-16,35000.0,34200.0,308202.0,,-33619,94629,-62760
2015-10-19,34000.0,34200.0,216449.0,,9974,-7825,-1753
2015-10-20,34250.0,35400.0,347724.0,,-55678,13316,47711
2015-10-21,35400.0,35850.0,311681.0,,-13641,50515,-36691
2015-10-22,35550.0,35500.0,287536.0,,-7768,39280,-29195
2015-10-23,34500.0,36000.0,388356.0,,-77110,43978,41909
2015-10-26,36250.0,34950.0,212974.0,,-3350,47671,-39515
2015-10-27,34600.0,35050.0,188514.0,,-37903,17250,20453
2015-10-28,35050.0,35100.0,165775.0,,-28824,15665,14474
2015-10-29,35800.0,35150.0,165421.0,,-22289,35100,-8489
2015-10-30,35350.0,34950.0,290413.0,,-7136,58299,-49672
2015-11-02,35000.0,35150.0,170619.0,,-35486,33793,1496
2015-11-03,35250.0,35650.0,150278.0,,-25923,34600,-8222
2015-11-04,35900.0,35750.0,155597.0,,-54906,59941,-5313
2015-11-05,35950.0,35800.0,107824.0,,-18656,25519,-13298
2015-11-06,35350.0,35400.0,112116.0,,-17059,26261,-9312
2015-11-09,34850.0,35050.0,263292.0,,-146866,120445,-4189
2015-11-10,34900.0,33600.0,218035.0,,5587,-13407,9018
2015-11-11,33300.0,32700.0,234560.0,,-25599,-8066,34412
2015-11-12,32700.0,33200.0,134079.0,,-3430,-43500,48089
2015-11-13,32650.0,32700.0,94527.0,,-4316,-4195,17804
2015-11-16,32000.0,32200.0,111832.0,,-40662,28481,12098
2015-11-17,32350.0,33200.0,121040.0,,-16017,37546,-22235
2015-11-18,33050.0,33150.0,159860.0,,20519,26504,-45234
2015-11-19,33300.0,34400.0,139928.0,,-35636,27217,8479
2015-11-20,34200.0,35750.0,273246.0,,-138391,151538,-16329
2015-11-23,36100.0,36900.0,279381.0,,-30115,51616,-21835
2015-11-24,37500.0,37600.0,203619.0,,-28860,62562,-33334
2015-11-25,37600.0,37600.0,153973.0,,-44831,62841,-18034
2015-11-26,37600.0,36800.0,172554.0,,-28307,-1814,29406
2015-11-27,37100.0,36900.0,146152.0,,-35679,-4235,39430
2015-11-30,36800.0,36400.0,135868.0,,-20631,15299,3492
2015-12-01,36450.0,36900.0,115981.0,,-28386,27364,418
2015-12-02,36500.0,36100.0,121257.0,,-1299,23475,-19189
2015-12-03,36100.0,36100.0,129247.0,,-9744,1086,8820
2015-12-04,35650.0,34950.0,162030.0,,21546,-24146,2100
2015-12-07,35500.0,34950.0,78320.0,,-9991,12163,-3929
2015-12-08,35100.0,34550.0,96474.0,,-12686,33729,-21043
2015-12-09,35000.0,34550.0,84685.0,,-7907,31552,-23727
2015-12-10,34350.0,34000.0,238962.0,,28125,39241,-68493
2015-12-11,33550.0,33800.0,102082.0,,-28215,56622,-29435
2015-12-14,33500.0,33150.0,145902.0,,-9891,25683,-20064
2015-12-15,33800.0,33550.0,166162.0,,-22654,36364,-13491
2015-12-16,34000.0,34400.0,230249.0,,-86415,112914,-14995
2015-12-17,34900.0,35200.0,157540.0,,-51637,57362,-6013
2015-12-18,34900.0,34650.0,139241.0,,-7937,5920,-13
2015-12-21,34650.0,34100.0,119313.0,,32799,-39490,6678
2015-12-22,34350.0,32900.0,241664.0,,47585,-91011,46490
2015-12-23,33200.0,33500.0,170338.0,,-38851,-8210,52207
2015-12-24,33900.0,33550.0,118186.0,,-41651,44347,3837
2015-12-28,33200.0,32550.0,69428.0,,-13151,11654,1090
2015-12-29,32550.0,34250.0,117157.0,,-22972,41920,-18928
2015-12-30,33950.0,33800.0,159004.0,,30205,38373,-69578
2016-01-04,33300.0,33750.0,209789.0,,-41719,62500,-26243
2016-01-05,33000.0,33500.0,116578.0,,20903,32144,-53576
2016-01-06,33650.0,33050.0,148886.0,,7059,16839,-22539
2016-01-07,32900.0,33600.0,185848.0,,-24721,44648,-14449
2016-01-08,33650.0,34100.0,120568.0,,4285,14791,-19194
2016-01-11,33550.0,32550.0,184336.0,,76902,-11055,-65869
2016-01-12,32950.0,31050.0,397751.0,,-13255,5071,9393
2016-01-13,31600.0,31700.0,155510.0,,2498,-30174,26687
2016-01-14,31200.0,29850.0,368761.0,,-3536,-12992,37428
2016-01-15,30250.0,28400.0,456693.0,,68129,-142139,84584
2016-01-18,27800.0,27950.0,445004.0,,-55688,64424,37540
2016-01-19,28200.0,27300.0,292493.0,,10742,252,-12257
2016-01-20,27400.0,27350.0,269751.0,,4307,24922,-48501
2016-01-21,27450.0,27100.0,201796.0,,35262,23587,-63421
2016-01-22,27800.0,27800.0,518183.0,,-106897,137885,-25366
2016-01-25,28750.0,28500.0,430437.0,,-91292,99438,-3615
2016-01-26,28400.0,29100.0,372265.0,,-74218,99533,-17851
2016-01-27,29550.0,30150.0,357430.0,,-100162,99664,-1474
2016-01-28,30000.0,30700.0,242542.0,,-37045,77337,-41986
2016-01-29,30750.0,30900.0,170260.0,,-31457,40074,-8310
2016-02-01,31100.0,30400.0,145490.0,,-32594,-1231,32751
2016-02-02,30050.0,31600.0,211651.0,,-66468,37431,28806
2016-02-03,31200.0,31150.0,157205.0,,17118,35425,-52424
2016-02-04,30450.0,32950.0,722240.0,,-208852,167941,55233
2016-02-05,32950.0,32850.0,241914.0,,-30108,25644,-5226
2016-02-11,31800.0,31950.0,188454.0,,-76568,66819,8959
2016-02-12,32000.0,31800.0,262074.0,,-56150,44251,15012
2016-02-15,32600.0,34050.0,356745.0,,-67343,6333,64413
2016-02-16,34050.0,33850.0,307225.0,,39590,-16531,-25359
2016-02-17,33500.0,33450.0,164222.0,,-25499,19188,6942
2016-02-18,34300.0,34550.0,243856.0,,-25126,17594,13053
2016-02-19,34100.0,34300.0,141274.0,,-4383,-12683,20030
2016-02-22,33900.0,33950.0,125241.0,,29504,-37253,3068
2016-02-23,34300.0,34200.0,96167.0,,-18757,-12512,34279
2016-02-24,33850.0,33700.0,95052.0,,-3599,-17916,19105
2016-02-25,33700.0,33300.0,141348.0,,-29203,-27847,54049
2016-02-26,33700.0,33350.0,87440.0,,-30218,-2878,31286
2016-02-29,33450.0,33200.0,125509.0,,-2757,-29409,30812
2016-03-02,33500.0,34600.0,228363.0,,-54130,48541,9432
2016-03-03,34550.0,35050.0,195786.0,,-45967,31951,14441
2016-03-04,34850.0,36500.0,262034.0,,-86196,52252,28146
2016-03-07,37000.0,37400.0,191146.0,,-34020,51513,-15434
2016-03-08,37650.0,36650.0,295956.0,,-11704,2936,11381
2016-03-09,36500.0,35700.0,267737.0,,52221,-69525,28846
2016-03-10,35800.0,35800.0,208074.0,,3050,-64882,71954
2016-03-11,35900.0,35750.0,151871.0,,24404,-44097,18893
2016-03-14,35850.0,34700.0,276471.0,,41172,-58352,17165
2016-03-15,34500.0,35150.0,184229.0,,-23125,-29266,55984
2016-03-16,35000.0,33550.0,342475.0,,64566,-8140,-52357
2016-03-17,34150.0,35550.0,339887.0,,-137736,48081,106872
2016-03-18,35950.0,36350.0,272665.0,,-74254,74639,-1758
2016-03-21,36550.0,36350.0,128891.0,,3876,23275,-24873
2016-03-22,36350.0,35850.0,151233.0,,16341,22657,-37625
2016-03-23,35600.0,36350.0,149023.0,,-20456,-5669,27168
2016-03-24,35650.0,35350.0,167608.0,,-2218,14073,-11505
2016-03-25,35400.0,34650.0,97383.0,,-13890,-10001,23892
2016-03-28,34700.0,34600.0,95251.0,,1847,-28716,26569
2016-03-29,34900.0,34350.0,161913.0,,-32686,-16961,47457
2016-03-30,34350.0,35350.0,115502.0,,-4963,-18304,21794
2016-03-31,35250.0,35800.0,170297.0,,-3325,12043,-8418
2016-04-01,35800.0,34950.0,170682.0,,26882,-14011,-12871
2016-04-04,34700.0,33300.0,380910.0,,203355,-145552,-56502
2016-04-05,33100.0,33500.0,189133.0,,-36649,-5715,45948
2016-04-06,33500.0,35250.0,253172.0,,-119035,41489,73034
2016-04-07,35100.0,35450.0,130659.0,,-33493,16645,22501
2016-04-08,35000.0,35000.0,83255.0,,79,9825,-9336
2016-04-11,35000.0,35850.0,98251.0,,-25482,1775,24810
2016-04-12,35650.0,36700.0,138360.0,,-42047,47640,-2449
2016-04-14,37200.0,37850.0,273751.0,,-116677,119630,-5553
2016-04-15,37400.0,37300.0,122608.0,,-11687,2284,8955
2016-04-18,36400.0,37000.0,132131.0,,8676,-33229,23034
2016-04-19,36700.0,36850.0,137755.0,,20491,-39596,18107
2016-04-20,37150.0,36600.0,76257.0,,-3019,-15927,21526
2016-04-21,36600.0,37050.0,104519.0,,-14044,1555,15109
2016-04-22,36700.0,36900.0,74780.0,,-4916,-3884,8911
2016-04-25,36500.0,36100.0,102692.0,,6780,-13145,6218
2016-04-26,36300.0,36050.0,103432.0,,3715,-23666,19002
2016-04-27,35950.0,36200.0,76835.0,,-6525,-1841,8066
2016-04-28,36500.0,37000.0,94569.0,,-26057,24504,1947
2016-04-29,37250.0,37900.0,262320.0,,-93406,73393,28254
2016-05-02,37600.0,36300.0,137152.0,,16683,2396,-20257
2016-05-03,36150.0,36750.0,119230.0,,-7598,-8147,15254
2016-05-04,36100.0,35350.0,276641.0,,77774,-40497,-31994
2016-05-09,35650.0,35150.0,203290.0,,-43379,-27661,74008
