Symbol,녹십자홀딩스_시가(원),녹십자홀딩스_종가(원),녹십자홀딩스_거래량(주),녹십자홀딩스_PER(IFRS-연결),녹십자홀딩스_순매수수량(개인)(주),녹십자홀딩스_순매수수량(기관계)(주),녹십자홀딩스_순매수수량(외국인계)(주)
2001-11-08,28500.0,28600.0,17840.0,2.63,-2580,2640,0
2001-11-09,28500.0,28250.0,17370.0,2.6,850,-660,0
2001-11-12,28000.0,28600.0,26630.0,2.63,-690,690,0
2001-11-13,28600.0,28150.0,32790.0,2.59,-1980,1930,10
2001-11-14,28100.0,29300.0,61710.0,2.69,11300,-1910,-8610
2001-11-15,30000.0,28700.0,45060.0,2.64,-1080,1650,-600
2001-11-16,29200.0,29800.0,90240.0,2.74,-20990,20670,80
2001-11-19,30300.0,30200.0,85630.0,2.78,-7550,7160,160
2001-11-20,30300.0,29800.0,65400.0,2.74,-900,90,630
2001-11-21,30000.0,30200.0,43120.0,2.78,-3630,3570,80
2001-11-22,30600.0,30850.0,91870.0,2.83,-2540,2340,-60
2001-11-23,30550.0,30700.0,45130.0,2.82,-650,600,0
2001-11-26,30550.0,31900.0,81330.0,2.93,7920,-6750,-1940
2001-11-27,31800.0,32150.0,115590.0,2.95,-470,2630,-1660
2001-11-28,31800.0,30000.0,42840.0,2.76,-3470,3440,-60
2001-11-29,29550.0,30350.0,26450.0,2.79,-1190,1740,-550
2001-11-30,30700.0,30350.0,26990.0,2.79,3460,-3530,20
2001-12-03,30350.0,30500.0,27510.0,2.8,800,-640,0
2001-12-04,31500.0,30800.0,26040.0,2.83,-420,530,160
2001-12-05,30800.0,31200.0,46670.0,2.87,-5850,3600,0
2001-12-06,31500.0,30500.0,35840.0,2.8,-1750,1720,360
2001-12-07,30600.0,30500.0,41810.0,2.8,560,3310,-7200
2001-12-10,30500.0,30800.0,95410.0,2.83,-2210,260,1930
2001-12-11,30500.0,30650.0,26060.0,2.82,-8190,360,-30
2001-12-12,30150.0,30200.0,33480.0,2.78,-8090,-650,0
2001-12-13,29600.0,30400.0,52580.0,2.79,-3680,-13300,110
2001-12-14,30900.0,30900.0,46780.0,2.84,-4900,-9990,-30
2001-12-17,31000.0,29600.0,33160.0,2.72,8080,-8160,-90
2001-12-18,30300.0,29500.0,15720.0,2.71,-290,-260,550
2001-12-19,29550.0,28800.0,32170.0,2.65,-660,1330,-670
2001-12-20,28800.0,29300.0,18360.0,2.69,-1380,930,0
2001-12-21,28800.0,28700.0,23120.0,2.64,8280,-7680,-150
2001-12-24,28700.0,28700.0,16960.0,2.64,2260,-120,0
2001-12-26,29000.0,29050.0,33110.0,2.67,7360,-7360,0
2001-12-27,29000.0,28600.0,23390.0,2.63,-60,10,60
2001-12-28,29200.0,29300.0,27450.0,2.69,-2660,2520,0
2002-01-02,29000.0,29700.0,21830.0,23.24,-1810,1790,0
2002-01-03,30000.0,29500.0,19840.0,23.08,-2420,2380,0
2002-01-04,29300.0,29800.0,26850.0,23.32,-1000,840,50
2002-01-07,29800.0,29600.0,16979.0,23.16,179,-149,-70
2002-01-08,29500.0,30050.0,28395.0,23.51,806,-926,-40
2002-01-09,30150.0,29650.0,28592.0,23.2,3370,-2710,0
2002-01-10,29800.0,29000.0,28950.0,22.69,8260,-7880,0
2002-01-11,29350.0,30500.0,72885.0,23.86,120,-100,-20
2002-01-14,30800.0,30050.0,47630.0,23.51,-140,160,0
2002-01-15,30000.0,29500.0,23720.0,23.08,-2220,-1530,-60
2002-01-16,29600.0,29400.0,17080.0,23.0,-6150,20,0
2002-01-17,29000.0,29550.0,16670.0,23.12,-2250,1840,-130
2002-01-18,29550.0,29500.0,20660.0,23.08,-8240,-900,0
2002-01-21,29700.0,29600.0,12364.0,23.16,-5592,1272,120
2002-01-22,29750.0,29700.0,16728.0,23.24,-6550,-890,-90
2002-01-23,29900.0,30000.0,26160.0,23.47,-2150,1380,20
2002-01-24,30050.0,30600.0,53545.0,23.94,-17130,3720,260
2002-01-25,30400.0,31200.0,74390.0,24.42,-4260,3210,790
2002-01-28,31700.0,31650.0,33010.0,24.76,-380,380,0
2002-01-29,31650.0,31200.0,23000.0,24.42,-1530,1190,120
2002-01-30,30800.0,30050.0,23560.0,23.51,830,-630,-180
2002-01-31,30250.0,29800.0,22980.0,23.32,2330,-2840,840
2002-02-01,30300.0,29500.0,26575.0,23.08,3580,-3500,0
2002-02-04,30300.0,30100.0,29540.0,23.55,2490,-1230,0
2002-02-05,30100.0,30000.0,17100.0,23.47,1230,-1120,0
2002-02-06,30000.0,30000.0,12180.0,23.47,280,-220,0
2002-02-07,30000.0,29600.0,14867.0,23.16,1797,-587,-1210
2002-02-08,29600.0,29550.0,11260.0,23.12,-1320,-680,0
2002-02-14,29500.0,29950.0,19750.0,23.44,300,2060,-1620
2002-02-15,29700.0,30600.0,20330.0,23.94,-5110,5120,-10
2002-02-18,30300.0,30800.0,18653.0,24.1,-1050,1650,0
2002-02-19,30500.0,30000.0,21910.0,23.47,-850,890,0
2002-02-20,30200.0,29800.0,17080.0,23.32,3180,-3160,0
2002-02-21,29950.0,29800.0,15845.0,23.32,400,1600,0
2002-02-22,30000.0,29850.0,12810.0,23.35,-70,30,0
2002-02-25,30050.0,29950.0,12410.0,23.44,-1190,1190,0
2002-02-26,30000.0,30250.0,23390.0,23.67,-2820,3310,0
2002-02-27,30500.0,30900.0,56820.0,24.18,-3440,3510,-720
2002-02-28,30800.0,30700.0,25391.0,24.02,-720,1890,-1170
2002-03-04,31200.0,31250.0,32700.0,24.45,-2460,2390,50
2002-03-05,31400.0,33500.0,138880.0,26.21,-22300,17920,4500
2002-03-06,33700.0,33500.0,46081.0,26.21,-6750,6790,-40
2002-03-07,33600.0,33900.0,65270.0,26.52,-1090,1100,-10
2002-03-08,33900.0,32700.0,30580.0,25.59,80,-80,0
2002-03-11,32500.0,32500.0,23430.0,25.43,1800,-1470,-310
2002-03-12,32500.0,32900.0,30380.0,25.74,210,-210,0
2002-03-13,32700.0,33200.0,37390.0,25.98,-410,240,190
2002-03-14,33650.0,33150.0,29326.0,25.94,-400,-380,900
2002-03-15,33000.0,34350.0,49224.0,26.87,-1190,2360,90
2002-03-18,34500.0,35950.0,69509.0,28.12,7250,-3400,0
2002-03-19,35950.0,35900.0,49854.0,28.09,3790,-60,0
2002-03-20,36100.0,35550.0,66390.0,27.82,9030,-1030,0
2002-03-21,35400.0,35700.0,46290.0,27.93,-2120,990,-500
2002-03-22,35700.0,36000.0,42030.0,28.17,-750,-960,90
2002-03-25,36200.0,36450.0,41880.0,28.52,2220,460,200
2002-03-26,36450.0,35400.0,34220.0,27.7,-6250,3220,730
2002-03-27,36000.0,35750.0,20330.0,27.97,-2200,2200,0
2002-03-28,36000.0,35150.0,26961.0,27.5,131,1130,0
2002-03-29,34700.0,34950.0,22911.0,27.34,-3729,1669,0
2002-04-01,35100.0,33500.0,36751.0,26.21,270,-1050,0
2002-04-02,32600.0,33100.0,47730.0,25.9,23260,980,-24380
2002-04-03,33000.0,32900.0,20940.0,25.74,-730,760,0
2002-04-04,32500.0,33000.0,15639.0,25.82,510,-670,160
2002-04-08,33400.0,33000.0,20341.0,25.82,7010,-5430,30
2002-04-09,33100.0,32500.0,23050.0,25.43,2740,-2740,0
2002-04-10,32100.0,31100.0,32590.0,24.33,8210,2950,-11160
2002-04-11,31300.0,30350.0,63420.0,23.74,26520,-5710,-30560
2002-04-12,30800.0,30900.0,16840.0,24.18,2370,-2930,-10
2002-04-15,31300.0,31550.0,16120.0,24.69,-2580,-50,-20
2002-04-16,31650.0,31800.0,17718.0,24.88,-9768,4488,0
2002-04-17,31850.0,32200.0,15840.0,25.2,-772,232,180
2002-04-18,32300.0,31400.0,26250.0,24.57,-3680,-6320,0
2002-04-19,31950.0,31700.0,33160.0,24.81,4180,-8300,0
2002-04-22,31700.0,31650.0,28450.0,24.76,-12090,1990,0
2002-04-23,31950.0,31450.0,18610.0,24.61,-10080,80,0
2002-04-24,31500.0,31000.0,19970.0,24.25,-10490,490,0
2002-04-25,31050.0,29800.0,28710.0,23.32,-9610,1470,-1880
2002-04-26,30000.0,30300.0,15620.0,23.71,-10150,150,0
2002-04-29,30300.0,29500.0,20040.0,23.08,-10900,860,0
2002-04-30,29500.0,29700.0,8820.0,23.24,-2850,-630,0
2002-05-02,30200.0,30450.0,8170.0,23.83,1320,-1670,0
2002-05-03,30400.0,29900.0,14350.0,23.39,-220,-1400,0
2002-05-06,29900.0,29500.0,8100.0,23.08,980,-1160,-1500
2002-05-07,30000.0,29800.0,8150.0,23.32,-2000,940,0
2002-05-08,29950.0,30000.0,11150.0,23.47,10,-10,0
2002-05-09,30000.0,29600.0,14727.0,23.16,2050,-1840,-250
2002-05-10,30000.0,29250.0,8990.0,22.88,730,-710,0
2002-05-13,29100.0,28900.0,10165.0,22.61,-110,130,0
2002-05-14,29200.0,29000.0,20220.0,22.69,-2120,820,-820
2002-05-15,29100.0,29250.0,8030.0,22.88,-2110,1800,270
2002-05-16,29000.0,29000.0,6460.0,22.69,-390,330,0
2002-05-17,29050.0,30300.0,37150.0,23.71,6400,-3100,-3360
2002-05-20,30450.0,29900.0,10390.0,23.39,2160,-2020,0
2002-05-21,29900.0,29900.0,20630.0,23.39,-8770,-900,-270
2002-05-22,29900.0,29950.0,15110.0,23.44,-10540,570,0
2002-05-23,30500.0,30350.0,13530.0,23.74,3610,-3340,0
2002-05-24,31000.0,30550.0,9110.0,23.9,-3060,3040,0
2002-05-27,30100.0,30350.0,11588.0,23.74,6998,-6990,-8
2002-05-28,30350.0,29800.0,62880.0,23.32,-11690,1690,0
2002-05-29,30100.0,29300.0,45490.0,22.93,-6630,-3360,0
2002-05-30,29950.0,29800.0,44730.0,23.32,-710,-290,-50
2002-05-31,29800.0,28850.0,22890.0,22.57,-7230,50,-2820
2002-06-03,29200.0,29000.0,14300.0,22.69,-9290,510,0
2002-06-04,29000.0,30000.0,14990.0,23.47,-1260,-1420,10
2002-06-05,29500.0,29650.0,6030.0,23.2,-670,470,200
2002-06-07,29650.0,29200.0,13700.0,22.85,-6050,-3850,0
2002-06-10,29200.0,29700.0,8700.0,23.24,-3030,450,0
2002-06-11,29900.0,29750.0,17790.0,23.28,-3210,-3730,-2600
2002-06-12,29750.0,29150.0,20572.0,22.81,-5290,-3440,-1140
2002-06-14,29350.0,29300.0,9972.0,22.93,-5100,-140,0
2002-06-17,29300.0,28900.0,7090.0,22.61,2540,-710,-1830
2002-06-18,28900.0,28600.0,8200.0,22.37,900,-440,-460
2002-06-19,28550.0,27650.0,7740.0,21.63,1090,-850,-240
2002-06-20,27600.0,27600.0,4450.0,21.59,0,0,0
2002-06-21,27600.0,27600.0,3620.0,21.59,310,-200,0
2002-06-24,27400.0,27000.0,5798.0,21.12,-1870,-120,-10
2002-06-25,27100.0,27000.0,2890.0,21.12,-400,-190,90
2002-06-26,26700.0,25200.0,7282.0,19.72,-200,-1300,0
2002-06-27,25500.0,25500.0,1880.0,19.95,10,-10,0
2002-06-28,25800.0,26300.0,4270.0,20.58,0,0,0
2002-07-02,25300.0,27100.0,5180.0,21.2,980,-60,-920
2002-07-03,27100.0,27100.0,1820.0,21.2,0,0,0
2002-07-04,27050.0,28000.0,9270.0,21.91,1460,-1460,0
2002-07-05,28200.0,28550.0,5290.0,22.34,10,-10,0
2002-07-08,28600.0,28500.0,4730.0,22.3,70,-70,0
2002-07-09,28450.0,28500.0,3590.0,22.3,670,-670,0
2002-07-10,28500.0,27700.0,8010.0,21.68,5390,-5570,0
2002-07-11,28000.0,27800.0,3990.0,21.75,-2370,-20,0
2002-07-12,27850.0,28450.0,5671.0,22.26,-3449,-1,0
2002-07-15,28500.0,28600.0,6770.0,22.37,-3340,-10,-120
2002-07-16,28600.0,28600.0,9710.0,22.37,-9000,0,0
2002-07-18,28600.0,28650.0,5200.0,22.42,-4520,0,0
2002-07-19,28650.0,27700.0,11410.0,21.68,-9000,0,0
2002-07-22,27700.0,26700.0,12220.0,20.89,-8000,-1000,0
2002-07-23,26700.0,27300.0,11720.0,21.36,-9000,0,0
2002-07-24,27300.0,26500.0,11720.0,20.73,-9450,0,450
2002-07-25,27400.0,27100.0,12250.0,21.2,-9060,60,0
2002-07-26,27200.0,26700.0,10260.0,20.89,-9000,0,0
2002-07-29,28000.0,27000.0,12990.0,21.12,-9000,0,0
2002-07-30,27000.0,27500.0,2360.0,21.51,-560,0,0
2002-07-31,27500.0,27700.0,3640.0,21.68,-3600,-10,0
2002-08-01,27450.0,27050.0,500.0,21.17,20,0,-20
2002-08-02,27100.0,26800.0,1960.0,20.97,-30,-30,60
2002-08-05,27000.0,26400.0,1040.0,20.66,-160,0,160
2002-08-06,26000.0,26100.0,3740.0,20.43,0,0,0
2002-08-07,26100.0,26850.0,7850.0,21.0,-7000,0,0
2002-08-08,26700.0,26050.0,3510.0,20.38,2000,0,0
2002-08-09,26500.0,26100.0,2120.0,20.43,990,-990,0
2002-08-12,26150.0,26550.0,2790.0,20.77,-940,0,0
2002-08-13,26550.0,26500.0,3830.0,20.73,-1030,-30,0
2002-08-14,26500.0,26500.0,2900.0,20.73,-190,190,0
2002-08-16,26800.0,26550.0,3520.0,20.77,0,0,0
2002-08-19,26500.0,26600.0,3340.0,20.81,0,0,0
2002-08-20,26600.0,27000.0,8670.0,21.12,10,-10,0
2002-08-21,27300.0,27400.0,4050.0,21.44,10,-10,0
2002-08-22,27500.0,27400.0,4090.0,21.44,100,-10,-90
2002-08-23,27600.0,27600.0,7890.0,21.59,-1000,0,0
2002-08-26,27250.0,27450.0,890.0,21.48,0,0,0
2002-08-27,27300.0,27300.0,3970.0,21.36,1300,-340,40
2002-08-28,27000.0,27500.0,1590.0,21.51,0,0,0
2002-08-29,27300.0,27250.0,1460.0,21.32,0,0,0
2002-08-30,27250.0,28200.0,7740.0,22.07,0,0,0
2002-09-02,28450.0,28300.0,4450.0,22.14,570,-570,0
2002-09-03,28300.0,28300.0,3450.0,22.14,-670,-830,0
2002-09-04,27700.0,28000.0,1830.0,21.91,50,-50,0
2002-09-05,28000.0,27850.0,2318.0,21.79,528,-8,-520
2002-09-06,27850.0,27900.0,2990.0,21.83,0,0,0
2002-09-09,27800.0,27250.0,2880.0,21.32,0,0,0
2002-09-10,27550.0,26800.0,4030.0,20.97,-150,20,120
2002-09-11,26900.0,27000.0,4830.0,21.12,-40,30,0
2002-09-12,27000.0,27000.0,6020.0,21.12,2110,-1430,-690
2002-09-13,26900.0,26750.0,2430.0,20.93,-40,130,-90
2002-09-16,26800.0,26500.0,3300.0,20.73,190,-180,0
2002-09-17,26500.0,26400.0,7193.0,20.66,5500,-5500,0
2002-09-18,26400.0,25200.0,17350.0,19.72,14340,-14320,0
2002-09-19,25200.0,25500.0,8560.0,19.95,4900,-4900,0
2002-09-23,25700.0,25200.0,2560.0,19.72,0,0,0
2002-09-24,25050.0,25050.0,3419.0,19.6,249,-249,0
2002-09-25,25550.0,24550.0,5640.0,19.21,-140,140,0
2002-09-26,25000.0,24400.0,5280.0,19.09,20,-20,0
2002-09-27,24400.0,24900.0,5670.0,19.48,-1080,0,1080
2002-09-30,24150.0,23800.0,7440.0,18.62,-520,0,0
2002-10-01,23400.0,23950.0,3610.0,18.74,-600,0,0
2002-10-02,24800.0,24200.0,3650.0,18.94,0,0,0
2002-10-04,23450.0,24600.0,3300.0,19.25,-2250,0,0
2002-10-07,24600.0,24200.0,3865.0,18.94,-3210,0,0
2002-10-08,24000.0,24450.0,3000.0,19.13,-2200,0,110
2002-10-09,24350.0,24400.0,3070.0,19.09,-2210,0,0
2002-10-10,24250.0,24250.0,5190.0,18.97,-4090,0,0
2002-10-11,24300.0,24650.0,3511.0,19.29,-3309,-1,0
2002-10-14,24700.0,25300.0,3080.0,19.8,-1720,0,0
2002-10-15,24900.0,25500.0,3030.0,19.95,-700,0,700
2002-10-16,25500.0,25350.0,2330.0,19.84,0,0,0
2002-10-17,25200.0,25000.0,14181.0,19.56,-10980,-20,0
2002-10-18,25500.0,26000.0,16150.0,20.34,-10700,0,700
2002-10-21,25500.0,25400.0,1100.0,19.87,0,0,0
2002-10-22,25800.0,24800.0,5640.0,19.4,450,0,-1700
2002-10-23,24500.0,24750.0,2961.0,19.36,730,0,-1030
2002-10-24,24950.0,24250.0,3390.0,18.97,550,0,-1050
2002-10-25,24000.0,24100.0,4990.0,18.86,-590,0,160
2002-10-28,24500.0,24150.0,6680.0,18.89,1580,0,-1800
2002-10-29,24350.0,24350.0,4600.0,19.06,0,0,0
2002-10-30,24500.0,24150.0,2520.0,18.89,0,0,0
2002-10-31,24200.0,24150.0,1460.0,18.89,0,0,0
2002-11-01,24150.0,24200.0,2520.0,18.94,0,0,0
2002-11-04,24200.0,24200.0,5300.0,18.94,-420,0,420
2002-11-05,24550.0,24900.0,63510.0,19.48,11020,0,-9520
2002-11-06,25350.0,24950.0,12850.0,19.52,0,0,0
2002-11-07,25200.0,24600.0,6020.0,19.25,10,-10,0
2002-11-08,24350.0,24350.0,5610.0,19.06,-120,0,120
2002-11-11,24200.0,24100.0,6240.0,18.86,-270,-10,280
2002-11-12,24000.0,24000.0,2410.0,18.77,-170,-10,180
2002-11-13,24000.0,23900.0,4130.0,18.7,10,-10,0
2002-11-14,24150.0,24000.0,2610.0,18.77,0,0,0
2002-11-15,24150.0,24000.0,3310.0,18.77,0,0,0
2002-11-18,23950.0,23700.0,5830.0,18.55,0,0,0
2002-11-19,23500.0,23600.0,2240.0,18.47,-120,0,120
2002-11-20,23650.0,24000.0,10845.0,18.77,0,0,0
2002-11-21,24200.0,26400.0,44680.0,20.66,-10000,10000,0
2002-11-22,26300.0,27000.0,23030.0,21.12,-10000,10000,0
2002-11-25,26300.0,26600.0,4030.0,20.81,-440,440,0
2002-11-26,26300.0,26500.0,10280.0,20.73,-30,0,30
2002-11-27,26300.0,26000.0,1850.0,20.34,0,0,0
2002-11-28,26000.0,26000.0,9470.0,20.34,2890,-10,-20
2002-11-29,26000.0,26500.0,2740.0,20.73,-130,0,120
2002-12-02,26800.0,26600.0,15980.0,20.81,0,0,0
2002-12-03,26600.0,27000.0,7380.0,21.12,0,0,0
2002-12-04,26400.0,26900.0,4390.0,21.05,0,0,0
2002-12-05,26900.0,26900.0,6080.0,21.05,-4960,-40,0
2002-12-06,27500.0,26900.0,7460.0,21.05,-5080,-120,200
2002-12-09,27000.0,26650.0,6660.0,20.85,-5000,0,0
2002-12-10,26650.0,26650.0,5030.0,20.85,-4180,0,0
2002-12-11,26950.0,26900.0,1920.0,21.05,-110,-10,0
2002-12-12,26900.0,26900.0,12180.0,21.05,-4570,0,-430
2002-12-13,26900.0,26650.0,5960.0,20.85,-5000,0,0
2002-12-16,26650.0,26300.0,5751.0,20.58,-4879,10,-131
2002-12-17,26400.0,26600.0,2941.0,20.81,-120,0,120
2002-12-18,26600.0,26650.0,5321.0,20.85,-3080,0,0
2002-12-20,26750.0,27000.0,2650.0,21.12,-670,0,0
2002-12-23,26900.0,26750.0,2220.0,20.93,-230,280,0
2002-12-24,26750.0,26450.0,13933.0,20.7,-3937,-1013,0
2002-12-26,26500.0,27000.0,6800.0,21.12,1320,0,0
2002-12-27,25700.0,26200.0,1730.0,20.5,0,0,0
2002-12-30,26200.0,25250.0,6860.0,19.75,-2210,-2790,0
2003-01-02,25700.0,25800.0,630.0,12.57,0,0,0
2003-01-03,25850.0,25850.0,1860.0,12.59,-900,900,0
2003-01-06,25850.0,25850.0,5970.0,12.59,-4900,0,-100
2003-01-07,25850.0,25700.0,7220.0,12.52,-4850,0,-150
2003-01-08,25700.0,26000.0,3560.0,12.66,-3350,-10,0
2003-01-09,26000.0,25300.0,5300.0,12.32,-1900,-3100,0
2003-01-10,25400.0,25300.0,6090.0,12.32,-5000,0,0
2003-01-13,25400.0,25800.0,1740.0,12.57,-350,0,0
2003-01-14,25800.0,25450.0,5140.0,12.4,-2890,-2110,0
2003-01-15,25500.0,25900.0,3190.0,12.61,-1020,0,0
2003-01-16,25900.0,25250.0,6890.0,12.3,-5000,0,0
2003-01-17,25350.0,25600.0,6190.0,12.47,-4580,0,0
2003-01-20,25500.0,25350.0,5660.0,12.35,-1840,-3160,0
2003-01-21,25350.0,24900.0,7370.0,12.13,-1150,-5500,0
2003-01-22,24600.0,24450.0,710.0,11.91,0,0,0
2003-01-23,24200.0,23950.0,1700.0,11.67,0,0,0
2003-01-24,24150.0,23850.0,2080.0,11.62,-180,0,180
2003-01-27,23300.0,22700.0,2420.0,11.06,-130,130,0
2003-01-28,23250.0,23350.0,9380.0,11.37,910,0,-910
2003-01-29,23700.0,23500.0,5740.0,11.44,0,0,0
2003-01-30,23400.0,24000.0,6620.0,11.69,500,0,-500
2003-02-03,24000.0,23800.0,1380.0,11.59,0,0,0
2003-02-04,24000.0,24150.0,4520.0,11.76,0,0,0
2003-02-05,22600.0,24300.0,5780.0,11.83,2010,-10,-2000
2003-02-06,24300.0,23800.0,1620.0,11.59,360,-360,0
2003-02-07,23900.0,23900.0,3380.0,11.64,100,0,-100
2003-02-10,23900.0,23900.0,1800.0,11.64,0,0,0
2003-02-11,23900.0,23800.0,2630.0,11.59,180,-180,0
2003-02-12,23800.0,23950.0,2400.0,11.67,10,-10,0
2003-02-13,24100.0,23750.0,4450.0,11.56,0,0,0
2003-02-14,23800.0,23850.0,810.0,11.62,0,0,0
2003-02-17,23950.0,24200.0,1230.0,11.79,0,0,0
2003-02-18,24300.0,24100.0,590.0,11.74,0,0,0
2003-02-19,24100.0,24300.0,1540.0,11.83,0,0,0
2003-02-20,24400.0,24700.0,970.0,12.03,0,0,0
2003-02-21,24700.0,25500.0,9030.0,12.42,-1000,0,-4000
2003-02-24,25450.0,26200.0,1690.0,12.76,130,-130,0
2003-02-25,25700.0,25850.0,790.0,12.59,10,-10,0
2003-02-26,25550.0,26400.0,1440.0,12.86,10,-10,0
2003-02-27,25700.0,25850.0,4280.0,12.59,400,-400,0
2003-02-28,25850.0,25850.0,5840.0,12.59,-1180,0,100
2003-03-03,26200.0,26200.0,1320.0,12.76,-390,0,390
2003-03-04,26250.0,25900.0,6720.0,12.61,-1810,-3190,0
2003-03-05,25900.0,25300.0,6930.0,12.32,-4470,0,-530
2003-03-06,25400.0,25450.0,3980.0,12.4,-930,10,0
2003-03-07,24850.0,25300.0,1430.0,12.32,0,0,0
2003-03-10,25300.0,25450.0,1820.0,12.4,-1780,0,0
2003-03-11,25450.0,25400.0,6410.0,12.37,-5000,0,0
2003-03-12,25400.0,25100.0,6650.0,12.23,-4980,-20,0
2003-03-13,25150.0,25350.0,2740.0,12.35,-1170,-10,660
2003-03-14,25350.0,25900.0,18430.0,12.61,-3800,0,0
2003-03-17,26500.0,25750.0,6880.0,12.54,10,-10,0
2003-03-18,26400.0,25450.0,9560.0,12.4,-5000,0,0
2003-03-19,25650.0,25500.0,4690.0,12.42,-1330,0,1330
2003-03-20,25950.0,26200.0,2400.0,12.76,0,0,0
2003-03-21,26100.0,25650.0,6210.0,12.49,-5000,0,0
2003-03-24,26100.0,26000.0,4264.0,12.66,90,0,-90
2003-03-25,26000.0,25800.0,12120.0,12.57,-9990,-10,0
2003-03-26,25800.0,26250.0,16136.0,12.78,-6390,0,0
2003-03-27,26250.0,26000.0,12310.0,12.66,-5000,0,0
2003-03-28,26050.0,26100.0,1407.0,12.71,7,-7,0
2003-03-31,26150.0,26300.0,2195.0,12.81,-485,-285,580
2003-04-01,26900.0,26700.0,1040.0,13.01,0,0,0
2003-04-02,26600.0,26050.0,3860.0,12.69,0,0,0
2003-04-03,26150.0,26850.0,13115.0,13.07,-45,-15,60
2003-04-04,26400.0,26400.0,4560.0,12.86,-90,0,90
2003-04-07,27350.0,27150.0,13573.0,13.22,140,-140,0
2003-04-08,27350.0,27350.0,12410.0,13.32,-3910,-30,0
2003-04-09,27350.0,27400.0,5070.0,13.34,-2680,-40,0
2003-04-10,27400.0,27750.0,1910.0,13.51,-760,-10,0
2003-04-11,27800.0,27900.0,4020.0,13.59,-2540,-20,0
2003-04-14,27350.0,27900.0,2060.0,13.59,0,0,0
2003-04-15,27900.0,28250.0,6351.0,13.76,-538,48,480
2003-04-16,28250.0,28250.0,3870.0,13.76,-2310,0,-90
2003-04-17,27900.0,27650.0,2170.0,13.47,0,0,0
2003-04-18,28600.0,27900.0,3990.0,13.59,0,0,0
2003-04-21,27900.0,28500.0,6300.0,13.88,-370,0,0
2003-04-22,28500.0,28500.0,2480.0,13.88,-1190,-10,0
2003-04-23,28550.0,28700.0,2780.0,13.98,-870,-20,0
2003-04-24,28700.0,29400.0,7350.0,14.32,-60,-130,90
2003-04-25,29400.0,28300.0,22820.0,13.78,-9950,-10,-40
2003-04-28,28300.0,28500.0,3860.0,13.88,-2670,0,0
2003-04-29,28700.0,28800.0,1540.0,14.03,-620,-10,630
2003-04-30,28800.0,29050.0,2470.0,14.15,-490,0,490
2003-05-02,28400.0,28900.0,1150.0,14.07,820,0,-820
2003-05-06,28500.0,27850.0,4160.0,13.56,1500,0,-1500
2003-05-07,28000.0,27900.0,2830.0,13.59,1200,-340,-860
2003-05-09,27850.0,27600.0,6191.0,13.44,1500,0,-1500
2003-05-12,27600.0,27600.0,10711.0,13.44,930,0,-930
2003-05-13,28250.0,27600.0,6230.0,13.44,910,0,-910
2003-05-14,27400.0,27500.0,3590.0,13.39,500,0,-500
2003-05-15,27500.0,27400.0,1490.0,13.34,460,-10,-450
2003-05-16,27400.0,27400.0,4010.0,13.34,1410,-10,-1400
2003-05-19,27700.0,27500.0,8500.0,13.39,3210,10,-3220
2003-05-20,27000.0,27200.0,4320.0,13.25,2090,-10,-2080
2003-05-21,27100.0,27000.0,4140.0,13.15,1530,0,-1530
2003-05-22,27450.0,26700.0,2700.0,13.01,1170,140,-1310
2003-05-23,26650.0,26700.0,5380.0,13.01,2440,-10,-2430
2003-05-26,27200.0,26700.0,1769.0,13.01,9,-9,0
2003-05-27,26600.0,26900.0,1190.0,13.1,0,0,0
2003-05-28,27000.0,26900.0,3670.0,13.1,10,-10,0
2003-05-29,26900.0,26700.0,8560.0,13.01,4990,0,-4990
2003-05-30,26500.0,24500.0,24926.0,11.93,21448,-41,-21407
2003-06-02,25400.0,25300.0,13640.0,12.32,210,-30,-180
2003-06-03,25300.0,25550.0,4354.0,12.44,330,0,-330
2003-06-04,25600.0,25700.0,2584.0,12.52,20,0,-20
2003-06-05,25750.0,26000.0,3740.0,12.66,210,0,-210
2003-06-09,26100.0,26300.0,5880.0,12.81,210,-210,0
2003-06-10,26200.0,26300.0,2290.0,12.81,0,0,0
2003-06-11,26200.0,26500.0,3066.0,12.9,0,0,0
2003-06-12,26050.0,26300.0,4600.0,12.81,1610,-1610,0
2003-06-13,26500.0,26450.0,2320.0,12.88,0,0,0
2003-06-16,26300.0,26800.0,3892.0,13.05,0,0,0
2003-06-17,27000.0,27250.0,4460.0,13.27,0,0,0
2003-06-18,27300.0,26750.0,3328.0,13.03,8,-8,0
2003-06-19,26800.0,26850.0,480.0,13.07,0,0,0
2003-06-20,26300.0,26600.0,4150.0,12.95,0,0,0
2003-06-23,26200.0,26650.0,1030.0,12.98,20,-20,0
2003-06-24,26600.0,26750.0,5340.0,13.03,0,0,0
2003-06-25,26700.0,26800.0,3038.0,13.05,10,-10,0
2003-06-26,26800.0,26900.0,3520.0,13.1,20,-20,0
2003-06-27,27200.0,27000.0,3410.0,13.15,10,-10,0
