Symbol,미래에셋대우_시가(원),미래에셋대우_종가(원),미래에셋대우_거래량(주),미래에셋대우_PER(IFRS-연결),미래에셋대우_순매수수량(개인)(주),미래에셋대우_순매수수량(기관계)(주),미래에셋대우_순매수수량(외국인계)(주)
2013-07-26,10250.0,10150.0,469752.0,24.07,2205,-19635,17430
2013-07-29,10150.0,10000.0,526560.0,23.72,-79131,56321,24610
2013-07-30,10000.0,10100.0,469992.0,23.95,-31734,35354,32820
2013-07-31,10100.0,9970.0,988963.0,23.64,250161,-58495,-147436
2013-08-01,9980.0,10000.0,399292.0,23.72,-69288,7268,55680
2013-08-02,10200.0,10050.0,825287.0,23.83,103575,-36338,-67717
2013-08-05,10100.0,10000.0,313193.0,23.72,1299,56241,-57540
2013-08-06,9990.0,9890.0,805009.0,23.45,157549,49161,-180630
2013-08-07,9840.0,9810.0,528697.0,23.27,-37195,20100,24595
2013-08-08,9810.0,9800.0,510621.0,23.24,106365,-3145,-98220
2013-08-09,9800.0,9780.0,735749.0,23.19,184800,-159128,-14942
2013-08-12,9710.0,9760.0,553869.0,23.15,39270,3900,-31740
2013-08-13,9760.0,9820.0,497157.0,23.29,74877,-66731,254
2013-08-14,9780.0,9750.0,992872.0,23.12,21557,52747,-70304
2013-08-16,9650.0,9700.0,512328.0,23.0,-1809,22771,-14792
2013-08-19,9670.0,9700.0,379416.0,23.0,24844,-11394,-13450
2013-08-20,9660.0,9590.0,743719.0,22.74,27563,22817,-29630
2013-08-21,9600.0,9440.0,1206985.0,22.39,-159080,130290,46500
2013-08-22,9310.0,9240.0,1035441.0,21.91,-130462,89056,82526
2013-08-23,9270.0,9270.0,785775.0,21.98,54518,-366,-101432
2013-08-26,9250.0,9250.0,672278.0,21.94,-119725,149325,460
2013-08-27,9200.0,9200.0,810765.0,21.82,-57907,88727,10420
2013-08-28,9030.0,9130.0,712578.0,21.65,-141430,20320,116110
2013-08-29,9110.0,9290.0,985919.0,22.03,85867,-87751,-5116
2013-08-30,9330.0,9350.0,725730.0,22.17,-135205,53730,97585
2013-09-02,9390.0,9390.0,430720.0,22.27,15505,-37275,17310
2013-09-03,9480.0,9430.0,671592.0,22.36,36040,-65540,42850
2013-09-04,9430.0,9550.0,985754.0,22.65,-246934,152094,105750
2013-09-05,9560.0,9600.0,507983.0,22.77,13932,-71992,62350
2013-09-06,9540.0,9550.0,533724.0,22.65,-69830,-24210,99040
2013-09-09,9550.0,9710.0,896905.0,23.03,-28877,-113843,148290
2013-09-10,9820.0,9850.0,1119507.0,23.36,-150622,37032,124430
2013-09-11,9950.0,9990.0,2014817.0,23.69,267246,-121706,-160200
2013-09-12,9990.0,9960.0,2452233.0,23.62,-338808,479486,-91328
2013-09-13,9960.0,9930.0,1051722.0,23.55,-93453,-130599,225242
2013-09-16,10050.0,10050.0,1418305.0,23.83,-28080,-24012,65572
2013-09-17,10100.0,10050.0,855365.0,23.83,-20876,-53796,97892
2013-09-23,10150.0,10050.0,919474.0,23.83,-67404,-42018,121582
2013-09-24,10000.0,10050.0,937605.0,23.83,-81991,52748,43323
2013-09-25,10000.0,9960.0,579542.0,23.62,-161056,148336,11360
2013-09-26,9940.0,9990.0,492679.0,23.69,75890,-78060,4510
2013-09-27,10050.0,10050.0,772244.0,23.83,43928,-74570,37602
2013-09-30,9980.0,9840.0,1041278.0,23.34,175257,46083,-197770
2013-10-01,9830.0,9840.0,909094.0,23.34,-98543,-23747,122330
2013-10-02,9950.0,9800.0,488990.0,23.24,70048,35387,-106435
2013-10-04,9750.0,9710.0,760307.0,23.03,-48446,72426,-23980
2013-10-07,9680.0,9650.0,562793.0,22.89,-56252,-10905,71757
2013-10-08,9610.0,9600.0,525021.0,22.77,-36810,-33930,69340
2013-10-10,9580.0,9610.0,440438.0,22.79,88643,-97563,8920
2013-10-11,9780.0,9740.0,1443120.0,23.1,150318,-189418,33100
2013-10-14,9770.0,9780.0,410241.0,23.19,7256,-21246,11920
2013-10-15,9870.0,9960.0,1619168.0,23.62,215248,-293868,58250
2013-10-16,9920.0,9950.0,1402360.0,23.6,-5544,-66906,90540
2013-10-17,10150.0,9970.0,1130041.0,23.64,-41585,98265,-29900
2013-10-18,10000.0,10100.0,1283183.0,23.95,206559,-196266,-48933
2013-10-21,10150.0,10050.0,936289.0,23.83,-161268,36278,151770
2013-10-22,10100.0,10050.0,833053.0,23.83,-71540,-19510,94220
2013-10-23,10050.0,10200.0,2899728.0,24.19,-140340,-210030,350550
2013-10-24,10250.0,10200.0,832382.0,24.19,-4525,-9765,-5820
2013-10-25,10250.0,9920.0,1999057.0,23.53,-79457,132567,-5510
2013-10-28,9960.0,9930.0,631370.0,23.55,-68865,56025,22130
2013-10-29,9940.0,9980.0,627308.0,23.67,-188491,48481,141930
2013-10-30,10050.0,9990.0,561534.0,23.69,6819,-44269,62800
2013-10-31,9940.0,9910.0,668065.0,23.5,-85474,156146,-74872
2013-11-01,9870.0,9860.0,572208.0,23.38,-56983,108273,-54790
2013-11-04,9860.0,9800.0,681771.0,23.24,-1402,137762,-136320
2013-11-05,9750.0,9730.0,695443.0,23.08,7659,138380,-146039
2013-11-06,9690.0,9710.0,544721.0,23.03,27731,9169,-26900
2013-11-07,9700.0,9680.0,387960.0,22.96,48929,-8029,-40510
2013-11-08,9610.0,9630.0,648969.0,22.84,-36139,86189,-40260
2013-11-11,9650.0,9590.0,552177.0,22.74,-30112,31792,-2920
2013-11-12,9620.0,9590.0,378290.0,22.74,10363,19157,-29520
2013-11-13,9560.0,9510.0,778616.0,22.55,-130114,88794,55320
2013-11-14,9510.0,9020.0,5406007.0,21.39,1145068,-1060838,-16480
2013-11-15,8900.0,8980.0,2384253.0,21.3,219498,-67368,-154480
2013-11-18,8990.0,8880.0,1618348.0,21.06,-99323,241683,-84810
2013-11-19,8870.0,8920.0,1319620.0,21.15,-15291,156451,-152680
2013-11-20,8940.0,8930.0,1052990.0,21.18,-46049,166804,-105133
2013-11-21,8940.0,8770.0,1765295.0,20.8,364321,-21121,-314950
2013-11-22,8840.0,8720.0,1235534.0,20.68,-200859,115297,103680
2013-11-25,8770.0,8840.0,987371.0,20.96,-33946,-87164,97170
2013-11-26,8840.0,8900.0,904096.0,21.11,16140,-167964,183064
2013-11-27,8860.0,8920.0,721816.0,21.15,-34173,127193,-93020
2013-11-28,8950.0,9130.0,1971870.0,21.65,-106371,292641,-185610
2013-11-29,9170.0,9200.0,1246939.0,21.82,-296196,304776,-10220
2013-12-02,9300.0,9200.0,855114.0,21.82,82856,58564,-144580
2013-12-03,9130.0,9080.0,809658.0,21.53,98794,105939,-204583
2013-12-04,9030.0,8970.0,889254.0,21.27,70273,136987,-208390
2013-12-05,8950.0,8920.0,730915.0,21.15,22961,71639,-94600
2013-12-06,8910.0,8880.0,509927.0,21.06,35557,6003,-35740
2013-12-09,8980.0,8950.0,451190.0,21.23,-38499,53627,-19078
2013-12-10,8950.0,8890.0,606759.0,21.08,-3710,91780,-78740
2013-12-11,8840.0,8800.0,852735.0,20.87,125028,149782,-255880
2013-12-12,8750.0,8700.0,1220446.0,20.63,220830,-16116,-214544
2013-12-13,8690.0,8750.0,571360.0,20.75,-105278,-39072,164840
2013-12-16,8710.0,8700.0,626530.0,20.63,46422,7556,-53978
2013-12-17,8740.0,8670.0,711793.0,20.56,23171,-41751,17580
2013-12-18,8670.0,8750.0,799199.0,20.75,-94741,-136619,242160
2013-12-19,8900.0,8730.0,596636.0,20.7,-82647,39397,46050
2013-12-20,8770.0,8780.0,713982.0,20.82,-144782,39832,107950
2013-12-23,8840.0,8810.0,521658.0,20.89,-45518,66608,-19440
2013-12-24,8840.0,8860.0,701173.0,21.01,-174396,106066,80410
2013-12-26,8920.0,8890.0,754888.0,21.08,-244940,217840,28900
2013-12-27,8920.0,8880.0,562753.0,21.06,-22036,-27232,52670
2013-12-30,8890.0,8900.0,755400.0,21.11,67825,-79555,11730
2014-01-02,8960.0,8800.0,743101.0,,-40882,-37498,78430
2014-01-03,8790.0,8750.0,1145039.0,,-68636,-23924,88830
2014-01-06,8760.0,8710.0,624341.0,,132220,-47872,-77878
2014-01-07,8670.0,8730.0,462867.0,,-49528,107513,-89945
2014-01-08,8780.0,8670.0,534655.0,,70069,-3949,-81260
2014-01-09,8640.0,8870.0,2300335.0,,334872,-253352,-28860
2014-01-10,8800.0,8790.0,1795396.0,,-70318,-424077,477185
2014-01-13,8790.0,8760.0,759841.0,,4439,-79559,71760
2014-01-14,8660.0,8720.0,712927.0,,66833,-91593,46290
2014-01-15,8730.0,8750.0,543720.0,,27632,-23196,1450
2014-01-16,8760.0,8800.0,576670.0,,30736,-38276,20550
2014-01-17,8800.0,8730.0,753613.0,,196195,18449,-198970
2014-01-20,8700.0,8700.0,584417.0,,-15772,146492,-98140
2014-01-21,8720.0,8790.0,677142.0,,22465,84655,-98390
2014-01-22,8800.0,8790.0,419621.0,,19315,8215,-8770
2014-01-23,8770.0,8720.0,446085.0,,19010,16570,-31580
2014-01-24,8680.0,8710.0,486952.0,,-11241,12350,-1109
2014-01-27,8600.0,8620.0,1060132.0,,-299844,234981,64763
2014-01-28,8610.0,8570.0,866959.0,,215558,-105481,-100047
2014-01-29,8550.0,8610.0,899601.0,,67974,-65274,-10700
2014-02-03,8540.0,8510.0,1285352.0,,-248161,196827,53634
2014-02-04,8370.0,8270.0,2597893.0,,258573,-352130,91785
2014-02-05,8280.0,8220.0,1325749.0,,48365,-334683,313460
2014-02-06,8200.0,8160.0,1066177.0,,18928,-159540,140612
2014-02-07,8200.0,8110.0,1192609.0,,140790,-320960,180170
2014-02-10,8150.0,8060.0,911493.0,,57886,-107476,49320
2014-02-11,8070.0,8080.0,1029516.0,,-11892,-41624,53446
2014-02-12,8110.0,8160.0,1049420.0,,-25464,-91649,75593
2014-02-13,8130.0,8140.0,546591.0,,-66028,72828,8820
2014-02-14,8170.0,8230.0,630143.0,,-33963,-75762,105675
2014-02-17,8270.0,8240.0,587053.0,,130587,-222277,99730
2014-02-18,8250.0,8220.0,562613.0,,-6039,-16901,43000
2014-02-19,8190.0,8210.0,570412.0,,-37430,32710,7720
2014-02-20,8180.0,8180.0,508095.0,,15225,-5508,-21157
2014-02-21,8170.0,8200.0,609375.0,,27802,-104702,91800
2014-02-24,8200.0,8180.0,468451.0,,-1615,-1955,27750
2014-02-25,8230.0,8410.0,2564744.0,,108183,-100440,5307
2014-02-26,8400.0,8380.0,767408.0,,-69991,79065,-6534
2014-02-27,8380.0,8460.0,1437779.0,,119357,-83657,-34200
2014-02-28,8470.0,8540.0,2962159.0,,187141,89000,-285171
2014-03-03,8560.0,8500.0,1228094.0,,-21432,-180558,171730
2014-03-04,8480.0,8400.0,1059630.0,,-4475,151567,-125640
2014-03-05,8500.0,8490.0,1023088.0,,-39435,-21757,35330
2014-03-06,8510.0,8530.0,430359.0,,-41904,-5226,68040
2014-03-07,8540.0,8480.0,646419.0,,-15113,52373,-34710
2014-03-10,8460.0,8430.0,727330.0,,-87354,133834,-55330
2014-03-11,8410.0,8400.0,928356.0,,189157,13481,-204238
2014-03-12,8360.0,8250.0,1288382.0,,-55004,305548,-248204
2014-03-13,8260.0,8200.0,816287.0,,125672,200951,-326623
2014-03-14,8120.0,8100.0,1186874.0,,161714,183896,-340410
2014-03-17,8090.0,8050.0,1157418.0,,393800,11930,-405730
2014-03-18,8110.0,8070.0,925556.0,,324773,66890,-391323
2014-03-19,8110.0,8120.0,866316.0,,110354,-137917,29893
2014-03-20,8100.0,8060.0,1213596.0,,-34488,-137180,171768
2014-03-21,8110.0,8030.0,1567602.0,,-332464,121550,212124
2014-03-24,8030.0,8020.0,871345.0,,-143546,182106,-38430
2014-03-25,8020.0,8130.0,2040628.0,,190370,-360588,173523
2014-03-26,8160.0,8140.0,753369.0,,-15150,-12960,39640
2014-03-27,8130.0,8140.0,576089.0,,27299,65551,-93050
2014-03-28,8170.0,8160.0,1095977.0,,58489,-8179,-41630
2014-03-31,8200.0,8200.0,1037758.0,,152704,-154173,1469
2014-04-01,8210.0,8210.0,834412.0,,278282,-63424,-214688
2014-04-02,8290.0,8280.0,2090740.0,,346929,-165649,-239070
2014-04-03,8280.0,8220.0,1150304.0,,91375,-4765,-86310
2014-04-04,8220.0,8190.0,956877.0,,153737,-20067,-138290
2014-04-07,8150.0,8190.0,559098.0,,-54336,44146,11190
2014-04-08,8180.0,8300.0,1621068.0,,203590,36850,-249850
2014-04-09,8360.0,8700.0,8364581.0,,-1066556,1143786,-322120
2014-04-10,8840.0,8730.0,2435702.0,,285728,-110688,-157480
2014-04-11,8640.0,8700.0,1681339.0,,-49075,122495,-49800
2014-04-14,8680.0,8690.0,1228535.0,,190550,-85670,-107500
2014-04-15,8760.0,8760.0,2936987.0,,101622,123138,-258620
2014-04-16,8830.0,8780.0,1827771.0,,320352,-84572,-230310
2014-04-17,8840.0,8780.0,1758378.0,,-221805,-32015,253260
2014-04-18,8830.0,8770.0,1252542.0,,33248,-37568,13840
2014-04-21,8800.0,8790.0,699313.0,,10302,-68482,58550
2014-04-22,8820.0,8770.0,1228560.0,,370646,31833,-398319
2014-04-23,8820.0,8670.0,1262281.0,,37902,182938,-221840
2014-04-24,8680.0,8640.0,905054.0,,-13438,37828,-16700
2014-04-25,8650.0,8510.0,1174498.0,,7003,140057,-142460
2014-04-28,8460.0,8500.0,777521.0,,-16348,13698,2760
2014-04-29,8510.0,8450.0,987864.0,,53410,-91350,31940
2014-04-30,8460.0,8460.0,747617.0,,33936,53124,-86660
2014-05-02,8510.0,8420.0,722567.0,,72658,89952,-166970
2014-05-07,8420.0,8320.0,1193110.0,,-83968,179888,-96010
2014-05-08,8280.0,8310.0,719344.0,,64239,104970,-169409
2014-05-09,8330.0,8410.0,744248.0,,137586,-158527,16201
2014-05-12,8400.0,8360.0,593708.0,,15007,8463,-26210
2014-05-13,8400.0,8420.0,1305772.0,,55616,55691,-115557
2014-05-14,8450.0,8550.0,1609281.0,,229531,-110441,-112670
2014-05-15,8790.0,8590.0,2917831.0,,500268,-550659,49861
2014-05-16,8600.0,8660.0,1460785.0,,-123346,-273344,404550
2014-05-19,8700.0,8750.0,2742168.0,,257326,-193336,-75170
2014-05-20,8750.0,8750.0,1134554.0,,-170010,31240,209060
2014-05-21,8710.0,8780.0,1067710.0,,-65754,-142423,209077
2014-05-22,8860.0,8820.0,1190751.0,,122514,-204694,79040
2014-05-23,8790.0,8820.0,765753.0,,-128251,19423,121868
2014-05-26,8850.0,8830.0,514934.0,,-163983,16463,148420
2014-05-27,8740.0,8750.0,1745350.0,,-174064,107394,66570
2014-05-28,8720.0,8790.0,1026530.0,,-11216,-197984,207820
2014-05-29,8790.0,8760.0,770539.0,,-129489,-34081,143770
2014-05-30,8770.0,8690.0,1327697.0,,-191168,253188,-73700
2014-06-02,8660.0,8600.0,1450554.0,,133694,-311463,167249
2014-06-03,8600.0,8640.0,1103011.0,,-148767,-227567,345754
2014-06-05,8650.0,8550.0,1268825.0,,-124690,194010,-40256
2014-06-09,8590.0,8540.0,866576.0,,131838,-37985,-116686
2014-06-10,8580.0,8650.0,1338494.0,,309467,-289724,-57015
2014-06-11,8670.0,8740.0,1662565.0,,183143,-192765,26876
2014-06-12,8760.0,8710.0,1430852.0,,-45991,151343,-106231
2014-06-13,8670.0,8680.0,850485.0,,-177637,167575,30121
2014-06-16,8630.0,8710.0,782860.0,,3725,169609,-173113
2014-06-17,8710.0,8700.0,658974.0,,36373,-33167,7953
2014-06-18,8750.0,8710.0,523378.0,,-29111,13211,6629
2014-06-19,8760.0,8720.0,509198.0,,-43514,7875,44959
2014-06-20,8720.0,8620.0,1141001.0,,-179107,331792,-152685
2014-06-23,8600.0,8660.0,594040.0,,-116283,-38131,154214
2014-06-24,8610.0,8650.0,577573.0,,51694,14230,-59164
2014-06-25,8610.0,8610.0,665141.0,,-211420,116762,87761
2014-06-26,8650.0,8720.0,1545639.0,,430224,-230096,-192903
2014-06-27,8720.0,8680.0,700319.0,,-28275,18157,3191
2014-06-30,8660.0,8720.0,755212.0,,-95820,-168364,268174
2014-07-01,8690.0,8680.0,746936.0,,44828,82742,-123294
2014-07-02,8740.0,8940.0,5578920.0,,47844,170416,-228227
2014-07-03,9000.0,8960.0,1411582.0,,-155471,17402,153498
2014-07-04,9060.0,8940.0,1018962.0,,-83606,-10242,57024
2014-07-07,9000.0,9010.0,1361237.0,,-6539,81961,-54532
2014-07-08,9020.0,9000.0,1066681.0,,-147147,82563,50271
2014-07-09,8990.0,9000.0,1471010.0,,-131830,145444,-57143
2014-07-10,9080.0,9250.0,3874250.0,,81933,274137,-176988
2014-07-11,9200.0,9250.0,1578006.0,,-192121,178931,12120
2014-07-14,9340.0,9320.0,1827211.0,,21244,81087,-79184
2014-07-15,9420.0,9410.0,3222759.0,,-385804,476513,-146474
2014-07-16,9470.0,9400.0,2372078.0,,193099,-311041,98243
2014-07-17,9500.0,9530.0,2573119.0,,4059,140426,-121086
2014-07-18,9450.0,9560.0,1240225.0,,94581,-81329,-52240
2014-07-21,9630.0,9650.0,2727299.0,,-99865,217149,-15676
2014-07-22,9650.0,9660.0,1556081.0,,-107591,52971,62391
2014-07-23,9760.0,9850.0,5873094.0,,94756,135847,-178889
2014-07-24,9900.0,9840.0,1983358.0,,-99210,-57860,176789
2014-07-25,9900.0,10050.0,2847089.0,,-141387,164540,-109866
2014-07-28,10050.0,10250.0,3631244.0,,69702,184429,-232301
2014-07-29,10250.0,10150.0,3571790.0,,-331550,86295,247512
2014-07-30,10250.0,10450.0,4744477.0,,-267101,-447867,660123
2014-07-31,10500.0,10450.0,4125739.0,,-70105,477769,-287245
2014-08-01,10250.0,10550.0,2192333.0,,-255381,162949,103129
2014-08-04,10550.0,10600.0,2642293.0,,35029,-409613,377973
2014-08-05,10600.0,10600.0,1738698.0,,-175714,-53174,188818
2014-08-06,10550.0,10600.0,1915519.0,,-153865,284354,-121799
2014-08-07,10650.0,10900.0,2626097.0,,-557500,269983,276269
2014-08-08,10850.0,10600.0,2291873.0,,-68529,245009,-178542
2014-08-11,10800.0,10950.0,2560975.0,,-423445,601275,-166335
2014-08-12,11000.0,11400.0,4913688.0,,-388332,809756,-264443
2014-08-13,11400.0,11300.0,4020489.0,,789353,-900923,262028
2014-08-14,11300.0,11200.0,3399288.0,,-29582,-362316,424182
2014-08-18,11150.0,11250.0,2295470.0,,-404477,15306,419265
2014-08-19,11350.0,11350.0,1993427.0,,-221126,-95099,345322
2014-08-20,11350.0,11350.0,1416271.0,,-466659,3057,561400
2014-08-21,11300.0,10850.0,3329064.0,,99193,-23437,43704
2014-08-22,10850.0,10850.0,1276488.0,,-183144,-158070,352879
2014-08-25,10900.0,11250.0,2227814.0,,-181018,-330409,556292
2014-08-26,11300.0,11250.0,1238290.0,,-271960,106780,175953
2014-08-27,11300.0,11700.0,5661025.0,,-347879,267876,229275
2014-08-28,11800.0,11900.0,3627392.0,,-673795,296385,381269
2014-08-29,11900.0,11800.0,1639564.0,,-10168,124759,-119366
2014-09-01,11800.0,11800.0,851750.0,,-6427,54327,26800
2014-09-02,11800.0,11700.0,1180921.0,,-127387,147886,10868
2014-09-03,11700.0,12000.0,2635056.0,,192557,-49405,371868
2014-09-04,12050.0,12100.0,1786691.0,,-194011,-17264,360869
2014-09-05,12000.0,11850.0,1387826.0,,-19345,126930,-119176
2014-09-11,11850.0,12000.0,1515043.0,,-87610,-69027,160675
2014-09-12,11950.0,11750.0,1692718.0,,-3462,280284,-271711
2014-09-15,11650.0,11250.0,2616548.0,,-205297,16201,231929
2014-09-16,11300.0,11500.0,1511666.0,,-107970,-77726,339730
2014-09-17,11600.0,11650.0,1601691.0,,-62088,-39057,120259
2014-09-18,11650.0,11550.0,820226.0,,-51624,16976,46113
2014-09-19,11700.0,11950.0,2266981.0,,-577005,409804,253924
2014-09-22,11900.0,11750.0,1173650.0,,51879,-19574,-7207
2014-09-23,11650.0,11850.0,1498406.0,,-603184,460109,203112
2014-09-24,11850.0,11800.0,1379037.0,,30011,-82943,66075
2014-09-25,11950.0,11750.0,1483582.0,,-120542,180256,47241
2014-09-26,11500.0,11350.0,1995845.0,,-129280,62043,66615
2014-09-29,11400.0,11250.0,1783822.0,,-146719,-220893,388033
2014-09-30,11150.0,10750.0,3395022.0,,551167,-884563,321097
2014-10-01,10650.0,10350.0,3713494.0,,355295,-1067228,678956
2014-10-02,10250.0,10650.0,3538862.0,,-582301,471580,69424
2014-10-06,10900.0,10850.0,2651308.0,,-137371,262336,-167278
2014-10-07,10850.0,10900.0,1649795.0,,49493,14325,-64285
2014-10-08,10700.0,10900.0,1312906.0,,-156150,17203,143064
2014-10-10,10750.0,10550.0,1724295.0,,91555,16495,-123377
2014-10-13,10350.0,10400.0,1713341.0,,-174754,86742,88375
2014-10-14,10500.0,10800.0,1413566.0,,-11378,-8323,25006
2014-10-15,10750.0,10450.0,1948705.0,,167611,-79383,-66291
2014-10-16,10250.0,10450.0,1381812.0,,99449,-55921,156442
2014-10-17,10500.0,10500.0,1717724.0,,-144111,48248,116672
2014-10-20,10750.0,10750.0,1207606.0,,-3399,111947,-104041
2014-10-21,10750.0,10500.0,1218833.0,,-135628,207410,-72137
2014-10-22,10750.0,10950.0,1925375.0,,-428864,194358,253727
2014-10-23,10850.0,10800.0,824966.0,,40989,1316,-40262
2014-10-24,11000.0,10800.0,934266.0,,-59921,65818,-7096
2014-10-27,10900.0,10900.0,660662.0,,33190,-21889,-28061
2014-10-28,10900.0,10850.0,1026689.0,,-49364,-21739,75471
2014-10-29,10950.0,11400.0,2249477.0,,-702841,545901,197771
2014-10-30,11400.0,11250.0,1361148.0,,245256,-193789,-52885
2014-10-31,11350.0,11200.0,1080499.0,,-37386,125543,-49365
2014-11-03,11250.0,11400.0,1647071.0,,-127729,300261,-157510
2014-11-04,11400.0,11100.0,1647076.0,,-213243,49687,154359
2014-11-05,11150.0,11550.0,1931920.0,,-770955,188486,595523
2014-11-06,11600.0,11350.0,1415226.0,,216929,-153492,-52999
2014-11-07,11300.0,11450.0,925433.0,,-50679,64142,-11251
2014-11-10,11450.0,11400.0,1382234.0,,-86243,-8312,105913
2014-11-11,11550.0,11600.0,1696771.0,,-378620,-335216,725959
2014-11-12,11500.0,11400.0,1106530.0,,167143,-212461,40898
2014-11-13,11400.0,11400.0,890445.0,,-87678,18268,73382
2014-11-14,11400.0,11050.0,1917044.0,,246097,-449519,204095
2014-11-17,11150.0,11050.0,1704421.0,,-15918,-295217,310051
2014-11-18,11100.0,11300.0,1448707.0,,-164507,-417743,592888
2014-11-19,11300.0,11300.0,827344.0,,-165778,21167,148341
2014-11-20,11250.0,11200.0,916375.0,,-105937,-205713,311280
2014-11-21,11250.0,11300.0,906062.0,,-101175,-271957,378773
2014-11-24,11500.0,11650.0,2290918.0,,-647424,291423,399475
2014-11-25,11650.0,11700.0,2027391.0,,12912,-50843,41336
2014-11-26,11750.0,11700.0,1097211.0,,-28002,-92145,102361
2014-11-27,11550.0,10850.0,4658009.0,,1556615,-1434581,-19893
2014-11-28,10750.0,10900.0,1301712.0,,-112797,-103121,210006
2014-12-01,10800.0,10650.0,1360522.0,,-89107,-316650,406111
2014-12-02,10600.0,10900.0,1210588.0,,-37611,-459619,502227
2014-12-03,10950.0,10850.0,1140352.0,,42072,-400492,350658
2014-12-04,10750.0,11000.0,1036687.0,,-240238,-130982,373052
2014-12-05,10950.0,10800.0,1223787.0,,216789,-569609,352620
2014-12-08,10850.0,10800.0,560099.0,,-115632,-93557,199639
2014-12-09,10750.0,10600.0,947683.0,,-165917,-87729,257826
2014-12-10,10500.0,10400.0,1171021.0,,-55200,-148053,230354
2014-12-11,10250.0,10500.0,1734676.0,,2345,-93847,92709
2014-12-12,10500.0,10300.0,803551.0,,67822,-126793,59071
2014-12-15,10150.0,10300.0,876356.0,,122268,-204528,84889
2014-12-16,10200.0,10050.0,1585548.0,,232774,-437197,205298
2014-12-17,10100.0,10350.0,1489320.0,,-380750,-113818,477067
2014-12-18,10550.0,10250.0,1043705.0,,49227,-71484,31787
2014-12-19,10400.0,10300.0,914780.0,,68457,-45132,2640
2014-12-22,10300.0,10100.0,1131826.0,,487286,-486078,-1208
2014-12-23,10150.0,10150.0,578000.0,,-124576,104262,25988
2014-12-24,10150.0,10200.0,742897.0,,121809,-143039,40400
2014-12-26,10150.0,10200.0,1387902.0,,-312782,443376,-72320
2014-12-29,10200.0,10100.0,801142.0,,118126,-179624,109292
2014-12-30,10150.0,9830.0,1395212.0,,224166,-123156,-107092
2015-01-02,9850.0,10100.0,1224237.0,16.77,-207685,120668,81277
2015-01-05,10050.0,9770.0,2146205.0,16.23,675643,-654315,-25212
2015-01-06,9650.0,9770.0,1256639.0,16.23,-192430,-232142,429807
2015-01-07,9790.0,9760.0,765674.0,16.21,-130647,-87928,219177
2015-01-08,9820.0,9910.0,978133.0,16.46,96187,-364314,268127
2015-01-09,10050.0,10050.0,1734469.0,16.69,407054,-318266,-160039
2015-01-12,9980.0,9820.0,1652216.0,16.31,662871,-394969,-285377
2015-01-13,9870.0,9750.0,2028509.0,16.19,414583,-817621,398182
2015-01-14,9830.0,10050.0,1657849.0,16.69,-220853,-212351,509895
2015-01-15,9970.0,9830.0,1593507.0,16.33,318375,-14123,-279356
2015-01-16,9800.0,9590.0,1533783.0,15.93,32488,-57935,22447
2015-01-19,9670.0,9660.0,926000.0,16.04,119714,-286668,167854
2015-01-20,9690.0,9660.0,873393.0,16.04,112680,-185165,94170
2015-01-21,9670.0,9450.0,1306723.0,15.69,-119124,-148600,290259
2015-01-22,9480.0,9400.0,2436552.0,15.61,675069,-1113314,438189
2015-01-23,9660.0,9790.0,2557920.0,16.26,-809614,322365,501467
2015-01-26,9770.0,9830.0,1972294.0,16.33,-420138,576197,-209839
2015-01-27,9950.0,9890.0,1688888.0,16.42,197253,269404,-463033
2015-01-28,9810.0,10050.0,1437961.0,16.69,-957,67849,-77213
2015-01-29,10050.0,10100.0,1466724.0,16.77,61655,156982,-222188
2015-01-30,10250.0,10100.0,2376599.0,16.77,44153,182671,-231884
2015-02-02,10100.0,10100.0,1100115.0,16.77,-85610,164000,-57066
2015-02-03,10250.0,10200.0,1654060.0,16.94,-462531,638567,-152111
2015-02-04,10350.0,10300.0,1586285.0,17.11,-471099,669707,-205478
2015-02-05,10300.0,10400.0,1699401.0,17.27,-146298,303369,-129843
2015-02-06,10550.0,10350.0,1210813.0,17.19,-106018,208504,-124904
2015-02-09,10350.0,10400.0,1221567.0,17.27,-11608,280559,-241220
2015-02-10,10350.0,10150.0,948002.0,16.86,66276,-46826,-22659
2015-02-11,10200.0,10100.0,1116434.0,16.77,-15633,-43553,59664
2015-02-12,10150.0,10050.0,1244508.0,16.69,-25658,103126,-68468
2015-02-13,10100.0,10150.0,1061120.0,16.86,-97414,248017,-176285
2015-02-16,10150.0,10300.0,762672.0,17.11,-4943,-31244,35466
2015-02-17,10200.0,10250.0,656053.0,17.02,-43232,137233,-113171
2015-02-23,10400.0,10200.0,1352564.0,16.94,353816,-234054,-86086
2015-02-24,10200.0,10100.0,1489389.0,16.77,447901,-209198,-225777
2015-02-25,10200.0,10550.0,2314645.0,17.52,-287035,194015,105712
2015-02-26,10600.0,10650.0,1312881.0,17.69,-39294,214491,-187770
2015-02-27,10650.0,10650.0,2046934.0,17.69,366358,197085,-606808
2015-03-02,10800.0,11000.0,2759938.0,18.27,-739946,1006090,-276187
2015-03-03,11100.0,10950.0,1740737.0,18.19,73765,381123,-450740
2015-03-04,10950.0,10850.0,1443826.0,18.02,-164448,462139,-284836
2015-03-05,10850.0,10850.0,946736.0,18.02,146215,-11132,-144072
2015-03-06,10950.0,11450.0,3065643.0,19.02,-476180,509375,11689
