Symbol,미래에셋대우_시가(원),미래에셋대우_종가(원),미래에셋대우_거래량(주),미래에셋대우_PER(IFRS-연결),미래에셋대우_순매수수량(개인)(주),미래에셋대우_순매수수량(기관계)(주),미래에셋대우_순매수수량(외국인계)(주)
2015-03-09,11300.0,11150.0,1853048.0,18.52,253043,125062,-389151
2015-03-10,11250.0,10950.0,1627324.0,18.19,28030,20336,-77344
2015-03-11,10700.0,10750.0,2157485.0,17.85,411022,32451,-436146
2015-03-12,10800.0,10750.0,3313768.0,17.85,580958,-453847,-149917
2015-03-13,10950.0,10650.0,1340798.0,17.69,-5759,170447,-116030
2015-03-16,10700.0,10600.0,983909.0,17.6,15683,3565,-41505
2015-03-17,10800.0,11400.0,4386321.0,18.93,-1183302,1252371,-123674
2015-03-18,11550.0,11650.0,5473623.0,19.35,-1407350,1687417,-111640
2015-03-19,12000.0,11750.0,4195862.0,19.51,-878085,847025,-17538
2015-03-20,11800.0,11800.0,1711893.0,19.6,-49333,371277,-330184
2015-03-23,12050.0,12300.0,5578207.0,20.43,-375996,1409936,-904175
2015-03-24,12200.0,12300.0,2275764.0,20.43,-263682,398796,-118758
2015-03-25,12200.0,12450.0,3547023.0,20.68,-328625,589465,-113172
2015-03-26,12250.0,12300.0,2299059.0,20.43,-96064,-47787,150363
2015-03-27,12400.0,12300.0,1960148.0,20.43,-191167,107252,108661
2015-03-30,12400.0,12950.0,3601190.0,21.51,-588771,954809,-203410
2015-03-31,13150.0,12950.0,4971499.0,21.51,-618843,914955,-244058
2015-04-01,12850.0,13050.0,2473312.0,21.67,215918,-151928,-80053
2015-04-02,13150.0,12900.0,1818734.0,21.42,-262671,297227,-36273
2015-04-03,13100.0,14000.0,6499523.0,23.25,-1431165,1794141,-7863
2015-04-06,14050.0,14050.0,3925099.0,23.33,-27877,458480,-463234
2015-04-07,14300.0,14400.0,3720854.0,23.91,-276134,579885,-244280
2015-04-08,14350.0,14700.0,4874154.0,24.41,-567651,1105492,-339584
2015-04-09,14850.0,14800.0,2682223.0,24.58,-621337,598087,110328
2015-04-10,15100.0,15950.0,7151908.0,26.49,-356769,753401,-72478
2015-04-13,16250.0,16550.0,7763905.0,27.49,541759,131804,-495154
2015-04-14,16350.0,16450.0,8452763.0,27.32,-133574,319113,-124314
2015-04-15,16800.0,16850.0,4026569.0,27.98,-32870,-130440,261687
2015-04-16,17050.0,16950.0,3757494.0,28.15,-255974,225729,48982
2015-04-17,16800.0,16700.0,3313344.0,27.73,183476,-374953,190492
2015-04-20,16200.0,16750.0,4550830.0,27.82,-533030,68589,541292
2015-04-21,17400.0,16300.0,4263412.0,27.07,294777,-331086,24417
2015-04-22,16300.0,17550.0,12758209.0,29.15,-1224535,837445,501897
2015-04-23,17900.0,17950.0,8239974.0,29.81,-306620,670759,-482730
2015-04-24,17950.0,17300.0,4871571.0,28.73,41761,-211909,49842
2015-04-27,17400.0,17350.0,2600332.0,28.81,-224456,382699,-174249
2015-04-28,17450.0,17800.0,3890517.0,29.56,-623054,385932,204860
2015-04-29,17900.0,17150.0,4903770.0,28.48,7285,-68853,104671
2015-04-30,17100.0,16850.0,4367739.0,27.98,-343143,33542,355199
2015-05-04,17100.0,16550.0,3157243.0,27.49,406461,-478219,80266
2015-05-06,16050.0,14600.0,13395451.0,24.25,1951292,-2213397,378035
2015-05-07,14550.0,14950.0,8434392.0,24.83,-160531,-55905,252519
2015-05-08,15000.0,15150.0,4300809.0,25.16,-840860,119293,740329
2015-05-11,15800.0,15650.0,5086458.0,25.99,11730,-286676,97870
2015-05-12,15350.0,15000.0,4005457.0,24.91,173984,-448847,353444
2015-05-13,15000.0,15750.0,4592590.0,26.16,-521646,363597,133519
2015-05-14,15850.0,16100.0,2671464.0,26.74,-271092,57202,236875
2015-05-15,16450.0,15300.0,3836255.0,25.41,496339,-293799,-231146
2015-05-18,15400.0,15600.0,1936099.0,25.91,-290231,-34157,321780
2015-05-19,15800.0,15500.0,2166356.0,25.74,-122872,211286,-92614
2015-05-20,15650.0,16300.0,3239318.0,27.07,-100698,186751,-97018
2015-05-21,16200.0,15850.0,2157636.0,26.32,153571,-63504,-107784
2015-05-22,16000.0,16100.0,1999574.0,26.74,-209866,162979,47772
2015-05-26,16050.0,15150.0,4000258.0,25.16,667126,-803741,150717
2015-05-27,14750.0,14750.0,3439909.0,24.5,-63894,-544948,594839
2015-05-28,15050.0,14500.0,2353116.0,24.08,294129,-655066,364247
2015-05-29,14400.0,14300.0,3361216.0,23.75,55628,-194388,157708
2015-06-01,14150.0,14100.0,2939574.0,23.42,-134404,-347734,447652
2015-06-02,14050.0,14000.0,2485678.0,23.25,185739,-139096,-41902
2015-06-03,14250.0,14400.0,2874410.0,23.91,126525,256391,-335996
2015-06-04,14700.0,14450.0,2396553.0,24.0,495016,172992,-576447
2015-06-05,14150.0,14100.0,2352141.0,23.42,301103,-355052,94417
2015-06-08,13850.0,15500.0,4983014.0,25.74,-914918,619594,337960
2015-06-09,15400.0,15400.0,3084473.0,25.58,195299,-98419,-86748
2015-06-10,15700.0,15200.0,2665517.0,25.24,10428,131046,-115192
2015-06-11,15550.0,14750.0,7694819.0,24.5,316861,-623617,367472
2015-06-12,14900.0,14400.0,3610501.0,23.91,252251,-569991,408147
2015-06-15,14250.0,14200.0,1371249.0,23.58,-83942,56742,24709
2015-06-16,14150.0,14350.0,2338114.0,23.83,-193352,226164,-34372
2015-06-17,14550.0,14500.0,1821756.0,24.08,223865,29841,-247530
2015-06-18,14600.0,14200.0,2065840.0,23.58,-50340,68756,-26876
2015-06-19,14650.0,15000.0,5526120.0,24.91,-482550,633908,-227050
2015-06-22,15000.0,14850.0,2049037.0,24.66,214495,30116,-244661
2015-06-23,15400.0,15500.0,6297789.0,25.74,-619059,763579,-181103
2015-06-24,15550.0,15350.0,1945914.0,25.49,377552,117746,-502647
2015-06-25,15250.0,16000.0,3927367.0,26.57,-799184,678024,67290
2015-06-26,15900.0,15950.0,2783376.0,26.49,-121236,370760,-297100
2015-06-29,15300.0,15100.0,2950427.0,25.08,-113760,325325,-152714
2015-06-30,15100.0,15250.0,2086537.0,25.33,233269,25598,-247059
2015-07-01,15300.0,15750.0,2164289.0,26.16,-170878,234223,-49334
2015-07-02,15900.0,15500.0,1865821.0,25.74,210756,-28988,-187418
2015-07-03,15600.0,15600.0,1486972.0,25.91,-31192,-16807,32107
2015-07-06,14950.0,14450.0,4324386.0,24.0,979984,-550128,-410345
2015-07-07,14750.0,14700.0,2629113.0,24.41,79580,-140028,51595
2015-07-08,14700.0,14000.0,2533993.0,23.25,365310,17662,-360702
2015-07-09,13800.0,14650.0,3420384.0,24.33,-178190,513717,-340436
2015-07-10,14650.0,14350.0,2465223.0,23.83,415646,-384312,-17535
2015-07-13,14350.0,15200.0,3218843.0,25.24,-499446,467935,73004
2015-07-14,15400.0,15000.0,2160781.0,24.91,-103691,201032,-84086
2015-07-15,15700.0,15750.0,5677406.0,26.16,-828948,416669,350055
2015-07-16,16050.0,16150.0,3662075.0,26.82,-350455,609842,-250279
2015-07-17,16250.0,16000.0,2135312.0,26.57,-390415,438437,-20222
2015-07-20,16000.0,15850.0,1456020.0,26.32,-158812,84952,96562
2015-07-21,15950.0,16050.0,2149956.0,26.65,-58135,66239,2608
2015-07-22,15900.0,15500.0,2127133.0,25.74,145371,-122421,45862
2015-07-23,15450.0,15800.0,2548343.0,26.24,-355028,451860,-117803
2015-07-24,15600.0,15350.0,1729446.0,25.49,-135024,34350,114871
2015-07-27,15050.0,14800.0,2828244.0,24.58,424188,-673806,288848
2015-07-28,14450.0,14900.0,2261917.0,24.75,-113247,-31858,149903
2015-07-29,15000.0,14200.0,2011338.0,23.58,224531,-307155,95665
2015-07-30,14500.0,14250.0,1594994.0,23.67,55819,-361677,308626
2015-07-31,14250.0,14500.0,1536864.0,24.08,-12994,-130182,144616
2015-08-03,14500.0,14250.0,1348810.0,23.67,73868,48117,-115465
2015-08-04,14250.0,14400.0,1158126.0,23.91,92709,36106,-137472
2015-08-05,14400.0,14250.0,1457786.0,23.67,340804,-287767,-51372
2015-08-06,14350.0,14800.0,3185242.0,24.58,-554779,468679,72004
2015-08-07,14700.0,14400.0,1457581.0,23.91,549888,-150934,-399304
2015-08-10,14350.0,14200.0,918512.0,23.58,-14881,28084,-21178
2015-08-11,14500.0,13200.0,4426970.0,21.92,575523,-742690,219019
2015-08-12,13100.0,12850.0,4464716.0,21.34,315169,-857854,517116
2015-08-13,12950.0,12950.0,2257035.0,21.51,289383,-329113,40334
2015-08-17,13100.0,13000.0,1582576.0,21.59,-199290,277152,-77462
2015-08-18,13100.0,12800.0,1292567.0,21.26,-169201,61644,104777
2015-08-19,12700.0,12150.0,3483721.0,20.18,316932,-690350,348374
2015-08-20,12000.0,12250.0,2158637.0,20.34,-473849,78530,407549
2015-08-21,11800.0,11700.0,2931339.0,19.43,-299751,196654,194718
2015-08-24,11750.0,11750.0,3581163.0,19.51,-431208,258495,193394
2015-08-25,12150.0,12700.0,4335480.0,21.09,-411588,1030379,-605999
2015-08-26,12600.0,12900.0,2846886.0,21.42,-16554,153867,-122793
2015-08-27,13050.0,12650.0,2779433.0,21.01,303838,-181614,-140624
2015-08-28,12900.0,12900.0,2161810.0,21.42,-520702,29742,490064
2015-08-31,12800.0,12400.0,2447792.0,20.59,648049,-887273,245655
2015-09-01,12300.0,12050.0,1892139.0,20.01,171804,-255165,78260
2015-09-02,11850.0,12200.0,1757150.0,20.26,-45237,102722,-65755
2015-09-03,12400.0,11850.0,1512888.0,19.68,292801,-254680,-34036
2015-09-04,11950.0,11700.0,1435613.0,19.43,33498,-135885,68775
2015-09-07,11750.0,11600.0,1108933.0,19.26,147278,-70576,-70862
2015-09-08,11650.0,11100.0,3225639.0,18.43,773983,-927798,141955
2015-09-09,11400.0,12100.0,3911501.0,20.09,-330804,434762,-152542
2015-09-10,11950.0,12700.0,5867163.0,21.09,-352538,529380,-142810
2015-09-11,12550.0,12450.0,1456188.0,20.68,142764,-77219,-58745
2015-09-14,12550.0,11950.0,1950110.0,19.85,195166,-304854,100200
2015-09-15,11850.0,12250.0,1530991.0,20.34,-38465,8537,31028
2015-09-16,12600.0,12950.0,3352143.0,21.51,-623305,832318,-211185
2015-09-17,13200.0,12850.0,1807513.0,21.34,81446,77724,-214433
2015-09-18,12950.0,12800.0,2122355.0,21.26,274835,-9683,-284805
2015-09-21,12500.0,12300.0,1542726.0,20.43,337987,-155718,-181289
2015-09-22,12450.0,12800.0,2213887.0,21.26,274748,-139683,-188286
2015-09-23,12500.0,12000.0,2128163.0,19.93,790703,-340212,-425475
2015-09-24,12150.0,12150.0,1332017.0,20.18,-442157,297434,155144
2015-09-25,12200.0,12150.0,1347362.0,20.18,199842,72701,-274483
2015-09-30,11850.0,11900.0,2194538.0,19.76,594420,-478845,-119185
2015-10-01,12100.0,12050.0,1826121.0,20.01,144052,-172027,9618
2015-10-02,12000.0,11750.0,1531743.0,19.51,427149,-398625,-25154
2015-10-05,12000.0,12000.0,2474574.0,19.93,-4930,-332879,337572
2015-10-06,12250.0,11700.0,2792996.0,19.43,722642,-541123,-139326
2015-10-07,11800.0,11950.0,1597957.0,19.85,51553,11446,-76799
2015-10-08,12050.0,11750.0,1854260.0,19.51,376935,-247049,-153480
2015-10-12,11900.0,12650.0,4408009.0,21.01,-895052,705343,202992
2015-10-13,12650.0,12450.0,1876366.0,20.68,216414,27336,-301213
2015-10-14,12350.0,12050.0,2207003.0,20.01,577681,99959,-741176
2015-10-15,12150.0,12400.0,1905237.0,20.59,13083,53942,-76964
2015-10-16,12550.0,12250.0,1264200.0,20.34,-52753,-84926,132448
2015-10-19,12300.0,12150.0,1168504.0,20.18,67046,-41323,12276
2015-10-20,12150.0,12050.0,1521661.0,20.01,53870,52154,-103066
2015-10-21,12050.0,12100.0,1940446.0,20.09,159003,-27506,-115228
2015-10-22,12000.0,12000.0,1814791.0,19.93,-127717,-29043,154523
2015-10-23,12250.0,11850.0,2268206.0,19.68,463595,-57819,-413360
2015-10-26,11950.0,11750.0,1754221.0,19.51,477038,-93883,-387650
2015-10-27,11750.0,11550.0,1731718.0,19.18,386307,-337488,-42481
2015-10-28,11650.0,11550.0,1056518.0,19.18,155483,-102808,-48675
2015-10-29,11700.0,11350.0,1729766.0,18.85,233210,-78156,-156395
2015-10-30,11300.0,11100.0,2170641.0,18.43,33506,-206119,173624
2015-11-02,11150.0,10950.0,2159971.0,18.19,496837,-704562,171963
2015-11-03,11100.0,11450.0,2364436.0,19.02,-100729,-51176,147145
2015-11-04,11500.0,11500.0,1220298.0,19.1,29533,41130,-82763
2015-11-05,11350.0,11500.0,936328.0,19.1,-24668,78072,-56404
2015-11-06,11400.0,11500.0,1685086.0,19.1,165249,150509,-325058
2015-11-09,11500.0,10900.0,1908771.0,18.1,485494,-361125,-116709
2015-11-10,10850.0,10650.0,1641809.0,17.69,-144585,-125663,270640
2015-11-11,10550.0,10650.0,1392929.0,17.69,84886,-39892,-45152
2015-11-12,10550.0,10500.0,762540.0,17.44,204678,-29298,-175080
2015-11-13,10300.0,10350.0,1480898.0,17.19,56733,-103417,37084
2015-11-16,10000.0,10000.0,2205668.0,16.61,317688,-569189,333639
2015-11-17,10250.0,10350.0,1128169.0,17.19,-157705,142051,27471
2015-11-18,10300.0,10250.0,940586.0,17.02,-27360,132750,-97260
2015-11-19,10400.0,10700.0,1310809.0,17.77,-249411,208000,76337
2015-11-20,10650.0,10600.0,644673.0,17.6,120664,-129994,10394
2015-11-23,10700.0,10500.0,818245.0,17.44,164214,-29264,-134450
2015-11-24,10450.0,10850.0,1305196.0,18.02,-135202,-38458,136510
2015-11-25,10850.0,10700.0,836731.0,17.77,99701,54164,-158765
2015-11-26,10700.0,10850.0,1054172.0,18.02,131359,-77695,-46619
2015-11-27,10850.0,10700.0,797029.0,17.77,24528,83082,-107610
2015-11-30,10600.0,10350.0,1644122.0,17.19,414466,-222343,-192323
2015-12-01,10500.0,10550.0,821722.0,17.52,-146188,129527,17061
2015-12-02,10600.0,10400.0,890297.0,17.27,93806,-58671,-12367
2015-12-03,10300.0,10400.0,708216.0,17.27,-36704,45251,-8547
2015-12-04,10250.0,10300.0,739048.0,17.11,197900,-114745,-83155
2015-12-07,10450.0,10150.0,917937.0,16.86,211283,-214066,783
2015-12-08,10100.0,10100.0,971581.0,16.77,109802,-28187,-81715
2015-12-09,10100.0,10050.0,1146954.0,16.69,216570,64166,-282786
2015-12-10,10050.0,10100.0,1487700.0,16.77,246233,-87547,-165396
2015-12-11,10200.0,10050.0,930088.0,16.69,1697,166063,-154860
2015-12-14,9970.0,9860.0,1603097.0,16.37,259288,94719,-354707
2015-12-15,9900.0,10050.0,1147958.0,16.69,-31774,184432,-152658
2015-12-16,10250.0,10450.0,1731456.0,17.35,-24364,76903,-93861
2015-12-17,10550.0,10400.0,963890.0,17.27,122777,-12489,-122748
2015-12-18,10250.0,10600.0,1221942.0,17.6,58126,35592,-95428
2015-12-21,10550.0,11000.0,2048440.0,18.27,-208063,318408,-108493
2015-12-22,11150.0,10250.0,4653204.0,17.02,970268,-587198,-367952
2015-12-23,10250.0,10250.0,1840447.0,17.02,-274203,67825,197753
2015-12-24,10400.0,10200.0,2330890.0,16.94,-68002,116837,19699
2015-12-28,10100.0,10000.0,4304137.0,16.61,332433,-560696,299558
2015-12-29,9920.0,9810.0,2369983.0,16.29,326778,-77222,-210827
2015-12-30,9900.0,9470.0,2836817.0,15.73,201774,-107583,-97882
2016-01-04,9400.0,9000.0,3370849.0,18.07,-125278,-367102,464921
2016-01-05,8900.0,8960.0,2645158.0,17.99,79989,-417192,337863
2016-01-06,9020.0,8760.0,2898573.0,17.59,109488,-350222,241343
2016-01-07,8660.0,8360.0,3817348.0,16.78,417557,-608915,218814
2016-01-08,8150.0,8480.0,3428675.0,17.02,-111375,133998,-13264
2016-01-11,8330.0,8110.0,2228561.0,16.28,222113,-207936,-203133
2016-01-12,8210.0,8050.0,1632582.0,16.16,-153748,-99616,254160
2016-01-13,8150.0,8280.0,2824165.0,16.62,424204,250247,-681195
2016-01-14,8050.0,8010.0,2890827.0,16.08,1107700,-43757,-1079593
2016-01-15,8140.0,7690.0,4298459.0,15.44,504562,-767602,271324
2016-01-18,7520.0,7690.0,1681674.0,15.44,-62704,-1969,47699
2016-01-19,7710.0,7700.0,2039683.0,15.46,534651,-189948,-420019
2016-01-20,7640.0,7380.0,2155341.0,14.82,43673,-186365,125443
2016-01-21,7380.0,7400.0,2892060.0,14.86,39238,46574,-81245
2016-01-22,7500.0,7780.0,2689693.0,15.62,-324137,158973,167327
2016-01-25,8000.0,7790.0,2325346.0,15.64,189676,129705,-326094
2016-01-26,7700.0,7590.0,1758343.0,15.24,165614,-45233,-127581
2016-01-27,7730.0,7750.0,2127708.0,15.56,-500,-99781,106223
2016-01-28,7700.0,7780.0,1993834.0,15.62,475325,-111566,-349442
2016-01-29,7840.0,7830.0,1811237.0,15.72,-49089,179628,-130524
2016-02-01,7950.0,8000.0,3963066.0,16.06,-187498,574463,-405932
2016-02-02,7950.0,7790.0,1557362.0,15.64,363033,-96431,-268546
2016-02-03,7700.0,7510.0,1752105.0,15.08,315074,-244826,-81051
2016-02-04,7590.0,7820.0,1590653.0,15.7,-196385,11138,218345
2016-02-05,7820.0,7970.0,2259426.0,16.0,-212139,155628,82373
2016-02-11,7590.0,7490.0,2574281.0,15.04,201959,-257512,60338
2016-02-12,7400.0,7250.0,2390578.0,14.55,256706,-216238,-49883
2016-02-15,7430.0,7620.0,1788181.0,15.3,-353137,73603,229839
2016-02-16,7680.0,7700.0,1561414.0,15.46,245464,-265944,4356
2016-02-17,7670.0,7660.0,1474675.0,15.38,62250,-105652,42932
2016-02-18,7850.0,7750.0,1937723.0,15.56,328254,-124079,-218217
2016-02-19,7680.0,7670.0,1337411.0,15.4,136348,-35460,-83047
2016-02-22,7670.0,7710.0,1060523.0,15.48,-160640,-30388,190469
2016-02-23,7840.0,7730.0,1171090.0,15.52,-68225,64482,4486
2016-02-24,7680.0,7700.0,926941.0,15.46,27720,-129004,101504
2016-02-25,7770.0,7740.0,1428558.0,15.54,-42014,2620,38894
2016-02-26,7850.0,7800.0,1088451.0,15.66,-65543,-5099,73842
2016-02-29,7830.0,7990.0,2801431.0,16.04,283287,-137009,-138678
2016-03-02,8160.0,8040.0,2502683.0,16.14,378768,45378,-428741
2016-03-03,8060.0,8100.0,1899481.0,16.26,-228879,2307,226811
2016-03-04,8130.0,8410.0,3867921.0,16.88,-665279,434600,213899
2016-03-07,8530.0,8820.0,4758999.0,17.71,-627216,509034,-123759
2016-03-08,8860.0,8680.0,2554447.0,17.43,261677,-71291,-204032
2016-03-09,8610.0,8620.0,1873124.0,17.3,44419,-164861,106959
2016-03-10,8630.0,8560.0,1664314.0,17.18,204960,-446726,238797
2016-03-11,8570.0,8660.0,1229490.0,17.39,-46452,-41808,101328
2016-03-14,8810.0,8500.0,2027968.0,17.06,389027,-102164,-316898
2016-03-15,8500.0,8210.0,2052603.0,16.48,46776,-80415,84461
2016-03-16,8270.0,8310.0,1163861.0,16.68,-152075,39427,110765
2016-03-17,8410.0,8640.0,3154899.0,17.34,-132818,137557,-35002
2016-03-18,8800.0,8620.0,2024386.0,17.3,324290,-147726,-190197
2016-03-21,8660.0,8470.0,1526977.0,17.0,154569,-100687,-69293
2016-03-22,8470.0,8460.0,1064102.0,16.98,134693,-63581,-74791
2016-03-23,8430.0,8400.0,929647.0,16.86,153403,-47686,-97717
2016-03-24,8360.0,8270.0,885494.0,16.6,26316,-44942,39626
2016-03-25,8280.0,8190.0,1019060.0,16.44,119700,-126000,49346
2016-03-28,8170.0,8120.0,932884.0,16.3,145850,-236417,88367
2016-03-29,8170.0,8410.0,1444873.0,16.88,-273028,-112500,363368
2016-03-30,8510.0,8520.0,1533544.0,17.1,-275121,203911,-12309
2016-03-31,8620.0,8270.0,2005024.0,16.6,586758,-179017,-400914
2016-04-01,8290.0,8060.0,1989085.0,16.18,354782,-317698,-35404
2016-04-04,8100.0,7950.0,1342337.0,15.96,219004,-294600,65847
2016-04-05,7880.0,7850.0,1428281.0,15.76,341892,-237398,-111952
2016-04-06,7830.0,7710.0,1868781.0,15.48,751104,-401343,-375940
2016-04-07,7810.0,7760.0,1127882.0,15.58,221501,-253416,22615
2016-04-08,7680.0,7750.0,1092479.0,15.56,316295,-248151,-67655
2016-04-11,7770.0,7690.0,1114548.0,15.44,513238,-106512,-405976
2016-04-12,7700.0,7730.0,1004707.0,15.52,22631,-95635,76185
2016-04-14,7890.0,8010.0,3486894.0,16.08,-288999,-122202,386780
2016-04-15,8050.0,8000.0,982246.0,16.06,-88511,142629,-55862
2016-04-18,7940.0,7850.0,1400889.0,15.76,435689,-174902,-287053
2016-04-19,7950.0,8050.0,2397437.0,16.16,-139860,278308,-164882
2016-04-20,8090.0,8260.0,4588473.0,16.58,-371662,54196,132350
2016-04-21,8430.0,8500.0,3169195.0,17.06,-153806,-70387,296690
2016-04-22,8430.0,8530.0,1669291.0,17.12,140408,-73790,-48517
2016-04-25,8550.0,8340.0,1704182.0,16.74,78368,-7842,-84726
2016-04-26,8280.0,8340.0,1546618.0,16.74,274924,-115220,-181440
2016-04-27,8290.0,8230.0,1129030.0,16.52,250059,-179293,-97166
2016-04-28,8310.0,8250.0,2174924.0,16.56,284444,94637,-365014
2016-04-29,8190.0,8270.0,994923.0,16.6,299645,-130716,-170484
2016-05-02,8220.0,8110.0,1012863.0,16.28,303434,-132884,-201826
2016-05-03,8180.0,8090.0,1156382.0,16.24,557590,-66542,-512092
2016-05-04,8020.0,7860.0,1827887.0,15.78,589477,-107919,-477870
2016-05-09,7830.0,7690.0,1153290.0,15.44,400484,-39466,-354017
2016-05-10,7690.0,7740.0,1446436.0,15.54,854099,-306453,-567930
2016-05-11,7840.0,7700.0,1175358.0,15.46,276866,11112,-328939
2016-05-12,7650.0,7650.0,1027267.0,15.36,256436,29936,-293762
2016-05-13,7690.0,8100.0,3434956.0,16.26,-1039458,1691154,-580314
2016-05-16,8180.0,8650.0,20726358.0,17.36,-4232016,-1772506,6063436
2016-05-17,8630.0,8230.0,4103425.0,16.52,577759,511992,-1071452
2016-05-18,8280.0,8260.0,2081472.0,16.58,13718,441315,-460895
2016-05-19,8290.0,8110.0,1612372.0,16.28,123196,230590,-361161
2016-05-20,8070.0,8100.0,1230283.0,16.26,87575,252463,-378480
2016-05-23,8130.0,8090.0,1251430.0,16.24,158253,113832,-284686
2016-05-24,8080.0,7880.0,1821912.0,15.82,363110,332289,-697115
2016-05-25,8130.0,8020.0,1557761.0,16.1,215216,179069,-404035
2016-05-26,8070.0,7920.0,805337.0,15.9,36040,77826,-139216
2016-05-27,7990.0,7970.0,1242713.0,16.0,220225,-144712,-62682
2016-05-30,8000.0,7880.0,916520.0,15.82,171724,-89919,-101005
2016-05-31,7890.0,7930.0,948632.0,15.92,193,7070,168
2016-06-01,7910.0,7910.0,772611.0,15.88,162042,-116591,-51985
2016-06-02,7930.0,7920.0,840204.0,15.9,99272,-101652,-2020
2016-06-03,7910.0,7860.0,704029.0,15.78,139083,57264,-204646
2016-06-07,7940.0,8080.0,1810459.0,16.22,89451,224709,-273423
2016-06-08,8120.0,8310.0,2103023.0,16.68,-52571,81173,-55249
2016-06-09,8330.0,8300.0,3961767.0,16.66,-362233,-119411,156194
2016-06-10,8310.0,8340.0,1140887.0,16.74,21081,38058,29753
2016-06-13,8160.0,8020.0,1794594.0,16.1,293572,114419,-420615
2016-06-14,7990.0,7900.0,1827529.0,15.86,811877,-24994,-820395
2016-06-15,7900.0,7900.0,930185.0,15.86,270329,-7027,-276836
2016-06-16,7910.0,7770.0,1337998.0,15.6,301343,-125447,-167258
2016-06-17,7850.0,7750.0,940165.0,15.56,329873,-81076,-275618
2016-06-20,7850.0,7950.0,1039730.0,15.96,-17142,104849,-51952
2016-06-21,7960.0,7930.0,562710.0,15.92,89136,2535,-101972
2016-06-22,7940.0,8120.0,1783265.0,16.3,-617706,468453,134221
2016-06-23,8080.0,8290.0,2202566.0,16.64,-292229,-17825,341855
2016-06-24,8400.0,7780.0,5600337.0,15.62,464448,-217533,-132251
2016-06-27,7520.0,7680.0,2092782.0,15.42,-1990,135209,-160917
2016-06-28,7590.0,7680.0,1845397.0,15.42,613530,23231,-639478
2016-06-29,7800.0,7820.0,1540910.0,15.7,164212,-104892,-52120
2016-06-30,7950.0,7790.0,976579.0,15.64,42327,-15806,-20112
2016-07-01,7860.0,7950.0,1472009.0,15.96,-254614,26228,208396
2016-07-04,7990.0,7990.0,853307.0,16.04,-28966,-17986,44597
2016-07-05,8010.0,8000.0,682100.0,16.06,-73709,28834,32205
2016-07-06,7960.0,7810.0,1205686.0,15.68,311641,-117948,-135897
2016-07-07,7860.0,7950.0,947523.0,15.96,-209460,164872,44588
2016-07-08,7940.0,7830.0,742522.0,15.72,160051,-56879,-108629
