Symbol,한국타이어월드와이드_시가(원),한국타이어월드와이드_종가(원),한국타이어월드와이드_거래량(주),한국타이어월드와이드_PER(IFRS-연결),한국타이어월드와이드_순매수수량(개인)(주),한국타이어월드와이드_순매수수량(기관계)(주),한국타이어월드와이드_순매수수량(외국인계)(주)
2014-10-22,20400.0,21000.0,330826.0,7.87,-33077,-45839,77829
2014-10-23,21050.0,21000.0,193968.0,7.87,6815,-33335,27404
2014-10-24,21150.0,20850.0,126811.0,7.82,779,-35312,34357
2014-10-27,20900.0,20500.0,92115.0,7.69,25750,-29833,583
2014-10-28,20600.0,20650.0,160333.0,7.74,-16878,34463,-20568
2014-10-29,20600.0,21250.0,187309.0,7.97,7834,-15965,-2151
2014-10-30,21500.0,21850.0,432969.0,8.19,27886,-30424,355
2014-10-31,21800.0,21700.0,113872.0,8.14,37851,-22385,-15760
2014-11-03,21500.0,21450.0,106624.0,8.04,-26078,16729,9828
2014-11-04,21450.0,21350.0,67879.0,8.0,478,2896,-4422
2014-11-05,21700.0,21300.0,90346.0,7.99,-4624,24098,-19135
2014-11-06,21250.0,21950.0,206282.0,8.23,-12152,39483,-26658
2014-11-07,21800.0,22100.0,126944.0,8.29,41865,-13112,-33223
2014-11-10,22150.0,21800.0,103096.0,8.17,15386,-6046,-10340
2014-11-11,21650.0,21650.0,77689.0,8.12,3064,11034,-14351
2014-11-12,21500.0,21550.0,117762.0,8.08,32878,-37074,4413
2014-11-13,21400.0,21450.0,129393.0,8.04,24467,-31342,18837
2014-11-14,21400.0,21400.0,62967.0,8.02,6868,-11486,3400
2014-11-17,21650.0,21250.0,101405.0,7.97,13031,-24841,11523
2014-11-18,21400.0,21200.0,91195.0,7.95,23092,-20709,-3819
2014-11-19,21400.0,21150.0,88694.0,7.93,28266,-34242,4295
2014-11-20,21150.0,21100.0,92006.0,7.91,1787,-13757,11970
2014-11-21,21100.0,20950.0,39698.0,7.85,49,9718,-9767
2014-11-24,21000.0,21150.0,54380.0,7.93,-11701,9040,2662
2014-11-25,21300.0,21300.0,65297.0,7.99,-4050,7887,-3630
2014-11-26,21300.0,21050.0,37458.0,7.89,-1743,9269,-7526
2014-11-27,21100.0,21450.0,73317.0,8.04,-16942,27674,-10732
2014-11-28,21450.0,21300.0,58433.0,7.99,-1318,7586,-6772
2014-12-01,21150.0,20550.0,152720.0,7.7,30569,-24811,-5644
2014-12-02,20250.0,20500.0,75772.0,7.69,-1291,-5238,3793
2014-12-03,20500.0,20950.0,103003.0,7.85,-13486,16133,-2526
2014-12-04,20750.0,21350.0,128429.0,8.0,-71807,64475,7451
2014-12-05,21250.0,21450.0,98076.0,8.04,617,10141,-10756
2014-12-08,21300.0,21250.0,123548.0,7.97,-17577,18406,-2542
2014-12-09,21050.0,20700.0,128460.0,7.76,38438,-49936,5658
2014-12-10,20600.0,20750.0,69471.0,7.78,-20605,30523,-6652
2014-12-11,20600.0,20800.0,139874.0,7.8,959,33807,-44015
2014-12-12,20700.0,21100.0,152616.0,7.91,21844,12652,-33358
2014-12-15,21200.0,21050.0,165796.0,7.89,26956,33757,-60754
2014-12-16,21250.0,23200.0,1315097.0,8.7,-119428,120159,2529
2014-12-17,23150.0,22600.0,423873.0,8.47,-56059,61632,-7565
2014-12-18,23150.0,22700.0,331061.0,8.51,-18007,18367,-1254
2014-12-19,22650.0,22900.0,212716.0,8.59,-5421,-43410,51271
2014-12-22,22800.0,23200.0,213596.0,8.7,-29882,33350,-2787
2014-12-23,23100.0,23950.0,275520.0,8.98,-63091,64899,1987
2014-12-24,24200.0,24300.0,153129.0,9.11,-40063,45160,-4217
2014-12-26,24350.0,23800.0,142303.0,8.92,-13291,-18354,30560
2014-12-29,23800.0,24350.0,129694.0,9.13,-17551,11344,6236
2014-12-30,24050.0,24450.0,193407.0,9.17,-40538,26383,13866
2015-01-02,24100.0,24550.0,131539.0,12.42,-54579,27838,27382
2015-01-05,24300.0,24200.0,153271.0,12.25,-17166,45738,-26191
2015-01-06,24150.0,24300.0,135286.0,12.3,-51843,42098,12314
2015-01-07,24300.0,23550.0,173492.0,11.92,-34581,31267,66
2015-01-08,23500.0,23350.0,188256.0,11.82,-73349,42652,38887
2015-01-09,23600.0,23900.0,100011.0,12.09,-37937,13481,27305
2015-01-12,23800.0,23900.0,47796.0,12.09,-10407,5485,5476
2015-01-13,23900.0,24550.0,324314.0,12.42,-134790,80261,53288
2015-01-14,24650.0,24500.0,135354.0,12.4,1897,-11199,9126
2015-01-15,24350.0,24750.0,108445.0,12.52,-17809,-5566,24435
2015-01-16,24550.0,25200.0,141069.0,12.75,-23386,18932,4464
2015-01-19,25300.0,25550.0,167973.0,12.93,-33439,52642,-18203
2015-01-20,25600.0,25100.0,177001.0,12.7,5014,-8937,4168
2015-01-21,25450.0,24950.0,88563.0,12.63,-1619,4059,-1928
2015-01-22,25400.0,25350.0,151030.0,12.83,-16767,-17420,34170
2015-01-23,25550.0,25150.0,87975.0,12.73,-12269,8916,4064
2015-01-26,25100.0,25100.0,67302.0,12.7,-12349,29944,-17595
2015-01-27,25300.0,25200.0,103792.0,12.75,-13997,12661,4422
2015-01-28,25000.0,24850.0,86684.0,12.57,-2015,-3240,7504
2015-01-29,24850.0,25700.0,224021.0,13.0,-13523,-11115,25488
2015-01-30,25750.0,25200.0,137897.0,12.75,49040,-49392,56
2015-02-02,24900.0,24450.0,113019.0,12.37,-3232,-13481,19116
2015-02-03,24400.0,23950.0,174512.0,12.12,3734,-77642,73908
2015-02-04,24050.0,24400.0,149544.0,12.35,-31025,-25860,56885
2015-02-05,24400.0,25350.0,135197.0,12.83,-53980,48331,5649
2015-02-06,25100.0,25000.0,62389.0,12.65,-9268,13258,-3990
2015-02-09,24800.0,25250.0,118427.0,12.78,-33172,44084,-10903
2015-02-10,25300.0,24250.0,69375.0,12.27,15359,-18550,3836
2015-02-11,24350.0,24850.0,83884.0,12.57,-31514,28564,3264
2015-02-12,24850.0,24800.0,79226.0,12.55,-18284,15404,2880
2015-02-13,24950.0,25400.0,114083.0,12.85,-44857,45929,-950
2015-02-16,25300.0,25350.0,48114.0,12.83,-3606,7575,-5039
2015-02-17,25350.0,25050.0,109844.0,12.68,-2502,-4423,8745
2015-02-23,24800.0,24250.0,115083.0,12.27,9754,-40207,30453
2015-02-24,24250.0,24400.0,110935.0,12.35,-16767,-18512,35609
2015-02-25,24450.0,24400.0,98772.0,12.35,-4963,3506,2343
2015-02-26,24350.0,24600.0,77333.0,12.45,-13383,104,13279
2015-02-27,24450.0,23700.0,160304.0,11.99,53338,-69892,16454
2015-03-02,23850.0,23350.0,130177.0,11.82,9000,-40670,31849
2015-03-03,23300.0,24000.0,81099.0,12.14,-22007,12826,9381
2015-03-04,23850.0,23700.0,137903.0,11.99,10414,-23622,13208
2015-03-05,23550.0,23750.0,122250.0,12.02,-7399,-12556,20955
2015-03-06,23650.0,23100.0,129280.0,11.69,50856,-72266,21494
2015-03-09,23100.0,22500.0,118224.0,11.39,28413,-51942,30789
2015-03-10,22400.0,22900.0,184678.0,11.59,9538,-36303,38688
2015-03-11,22650.0,22650.0,346238.0,11.46,74574,-66367,-8191
2015-03-12,22650.0,22300.0,228547.0,11.28,13070,-51826,38751
2015-03-13,22250.0,22450.0,199058.0,11.36,-5672,16321,-10196
2015-03-16,22650.0,22650.0,124487.0,11.46,-7688,27834,-19841
2015-03-17,22800.0,22900.0,117288.0,11.59,-11430,16114,-4301
2015-03-18,22800.0,22500.0,156691.0,11.39,4337,-4627,229
2015-03-19,22600.0,22150.0,197056.0,11.21,57746,-95023,39742
2015-03-20,21950.0,21000.0,434199.0,10.63,126303,-160607,36367
2015-03-23,21050.0,21750.0,219563.0,11.01,-88820,36607,49411
2015-03-24,21600.0,21200.0,190159.0,10.73,45885,-106193,58459
2015-03-25,21200.0,21000.0,309180.0,10.63,56530,-106303,60954
2015-03-26,21000.0,21600.0,208425.0,10.93,-63218,69799,-6328
2015-03-27,21600.0,21150.0,1095076.0,10.7,70275,122488,54935
2015-03-30,21600.0,20950.0,154699.0,10.6,19347,-32271,14181
2015-03-31,21100.0,21100.0,254729.0,10.68,-14763,-3678,20115
2015-04-01,20850.0,20300.0,273598.0,10.27,83911,-60059,-31070
2015-04-02,20250.0,21100.0,246110.0,10.68,-110713,120026,-22731
2015-04-03,21100.0,20850.0,153873.0,10.55,34616,-30635,-5481
2015-04-06,20800.0,20400.0,222221.0,10.32,83988,-89467,7707
2015-04-07,20300.0,20650.0,121346.0,10.45,-15744,19722,-8360
2015-04-08,20550.0,20500.0,95148.0,10.37,31521,-28347,-5614
2015-04-09,20500.0,20750.0,232379.0,10.5,-23074,4288,-17114
2015-04-10,20700.0,20650.0,232044.0,10.45,98244,-100840,-3544
2015-04-13,20700.0,20450.0,231523.0,10.35,80685,-84612,4167
2015-04-14,20500.0,20750.0,272806.0,10.5,22345,-68418,19350
2015-04-15,20750.0,20850.0,167669.0,10.55,8318,5292,-21576
2015-04-16,20850.0,21000.0,198603.0,10.63,6451,17122,-20988
2015-04-17,21100.0,20850.0,133802.0,10.55,39163,-21544,-14484
2015-04-20,20750.0,20750.0,166125.0,10.5,18183,-7243,-12789
2015-04-21,20750.0,20800.0,129285.0,10.53,2195,2361,-4669
2015-04-22,20750.0,20600.0,191761.0,10.42,17925,-8803,-9442
2015-04-23,20600.0,21400.0,251826.0,10.83,-58906,28096,24689
2015-04-24,21300.0,21450.0,303674.0,10.85,-13601,571,14424
2015-04-27,21700.0,21400.0,193294.0,10.83,60318,-53980,7559
2015-04-28,21300.0,21150.0,186783.0,10.7,65718,-5642,-8094
2015-04-29,21100.0,21400.0,135267.0,10.83,-39833,60547,-16885
2015-04-30,21450.0,21250.0,99884.0,10.75,1837,-18935,15710
2015-05-04,21250.0,19800.0,621853.0,10.02,165526,-31793,-137151
2015-05-06,19650.0,19750.0,242237.0,9.99,-2065,3382,-1890
2015-05-07,19650.0,19400.0,336414.0,9.82,33260,4781,-38377
2015-05-08,19250.0,19350.0,151148.0,9.79,33136,-1335,-31801
2015-05-11,19400.0,19150.0,161879.0,9.69,16949,-4308,-13282
2015-05-12,19150.0,18850.0,217389.0,9.54,54957,-26531,-32354
2015-05-13,18800.0,18850.0,115187.0,9.54,20458,-3111,-17712
2015-05-14,18850.0,19450.0,247409.0,9.84,50606,-57783,-3700
2015-05-15,19450.0,19350.0,145870.0,9.79,27703,31103,-58806
2015-05-18,19300.0,19100.0,134470.0,9.66,63236,-37802,-21160
2015-05-19,19000.0,19150.0,119961.0,9.69,34010,-17854,-17622
2015-05-20,19150.0,19150.0,126366.0,9.69,4023,27009,-30980
2015-05-21,19100.0,18750.0,131502.0,9.49,43169,-23483,-19553
2015-05-22,18850.0,19600.0,197050.0,9.92,-54465,47106,12760
2015-05-26,19700.0,19600.0,105439.0,9.92,-12820,36867,-23381
2015-05-27,19450.0,19150.0,112154.0,9.69,53742,-13367,-40664
2015-05-28,19050.0,19250.0,161436.0,9.74,14664,-3368,-11419
2015-05-29,19100.0,19650.0,118124.0,9.94,-19698,42041,-22820
2015-06-01,19700.0,19400.0,133510.0,9.82,24336,8712,-32577
2015-06-02,19350.0,18900.0,115569.0,9.56,14005,22273,-37974
2015-06-03,18900.0,18400.0,122378.0,9.31,46672,-9745,-39692
2015-06-04,18350.0,18050.0,184949.0,9.13,2045,-31025,28727
2015-06-05,18000.0,17900.0,134349.0,9.06,38967,-14475,-27080
2015-06-08,17900.0,17600.0,253079.0,8.91,71582,-92826,21006
2015-06-09,17500.0,17450.0,190067.0,8.83,59130,-32562,-26567
2015-06-10,17550.0,17500.0,186037.0,8.86,35095,-29447,-16926
2015-06-11,17500.0,17400.0,274017.0,8.8,23320,-46422,22553
2015-06-12,17750.0,17800.0,285227.0,9.01,-21298,25230,-7252
2015-06-15,17850.0,17600.0,164027.0,8.91,72345,-69789,-2657
2015-06-16,17450.0,16950.0,196972.0,8.58,16176,14430,-28326
2015-06-17,16800.0,16850.0,277429.0,8.53,3200,-38048,34744
2015-06-18,16950.0,16850.0,255520.0,8.53,-27197,-16846,43724
2015-06-19,16900.0,16400.0,390449.0,8.3,17948,13697,-16498
2015-06-22,16600.0,16850.0,375999.0,8.53,19573,-118710,126204
2015-06-23,16850.0,16950.0,138457.0,8.58,-10908,-9830,20738
2015-06-24,17000.0,17300.0,99308.0,8.75,-19781,-12080,29798
2015-06-25,17300.0,17300.0,122987.0,8.75,-9301,-21192,30330
2015-06-26,17300.0,17150.0,210336.0,8.68,3689,40766,-41607
2015-06-29,16750.0,16650.0,150496.0,8.43,25272,-27464,3450
2015-06-30,16550.0,16750.0,282043.0,8.48,36652,37210,-73962
2015-07-01,16750.0,16950.0,167299.0,8.58,-3536,-35527,39063
2015-07-02,17050.0,16900.0,299413.0,8.55,-93832,-4918,113449
2015-07-03,16950.0,17050.0,169585.0,8.63,-1651,-19581,20981
2015-07-06,17000.0,16750.0,170242.0,8.48,15437,-28619,12976
2015-07-07,16850.0,16800.0,148214.0,8.5,3347,-25589,21699
2015-07-08,17000.0,16750.0,123877.0,8.48,-1418,13601,-18118
2015-07-09,16650.0,16250.0,450294.0,8.22,116839,6286,-120961
2015-07-10,16100.0,15850.0,181139.0,8.02,53080,-29265,-23786
2015-07-13,15850.0,16150.0,102422.0,8.17,2767,14826,-17898
2015-07-14,16050.0,15950.0,148164.0,8.07,3597,49042,-50914
2015-07-15,16100.0,16200.0,64750.0,8.2,6943,-1947,-5403
2015-07-16,16200.0,16150.0,173390.0,8.17,45050,-28477,-16702
2015-07-17,16100.0,15900.0,163108.0,8.05,-28799,50965,-23057
2015-07-20,15950.0,16150.0,102997.0,8.17,-35993,5848,28357
2015-07-21,16150.0,16800.0,204435.0,8.5,-46434,48495,-23508
2015-07-22,16950.0,16600.0,189246.0,8.4,267,71407,-77374
2015-07-23,16850.0,17150.0,142522.0,8.68,-13487,36898,-24622
2015-07-24,17100.0,16750.0,120606.0,8.48,16269,12544,-29742
2015-07-27,16650.0,16550.0,104226.0,8.37,5318,8715,-28350
2015-07-28,16650.0,16700.0,97566.0,8.45,-7265,8444,-8952
2015-07-29,16800.0,17550.0,496766.0,8.88,191709,-188333,-29993
2015-07-30,17450.0,18050.0,432372.0,9.13,12907,40156,-62488
2015-07-31,18250.0,17500.0,340090.0,8.86,31737,15556,-55758
2015-08-03,17650.0,17750.0,270518.0,8.98,-18307,-3348,21656
2015-08-04,17650.0,18250.0,476190.0,9.23,1480,345,-3982
2015-08-05,18250.0,18200.0,191187.0,9.21,9667,9597,-34209
2015-08-06,18350.0,17950.0,73996.0,9.08,5921,-13565,7644
2015-08-07,17950.0,18050.0,162435.0,9.13,16096,-39308,12989
2015-08-10,18000.0,18000.0,90538.0,9.11,35888,-20445,-24195
2015-08-11,18000.0,17500.0,104451.0,8.86,2733,-1438,1105
2015-08-12,17500.0,17500.0,107677.0,8.86,-33007,39264,-6123
2015-08-13,17300.0,17400.0,154094.0,8.8,20590,-8089,-12358
2015-08-17,17650.0,17450.0,46118.0,8.83,-5211,16268,-10785
2015-08-18,17300.0,17900.0,149912.0,9.06,22472,-11084,-26427
2015-08-19,17700.0,17100.0,159188.0,8.65,44770,-10463,-33796
2015-08-20,16650.0,16100.0,290447.0,8.15,-53106,56929,-3923
2015-08-21,15600.0,15600.0,147585.0,7.89,-25345,28480,-3300
2015-08-24,15500.0,15600.0,70291.0,7.89,-16522,38242,-19284
2015-08-25,15500.0,15500.0,103547.0,7.84,39931,-1198,-39233
2015-08-26,15500.0,16150.0,93754.0,8.17,-17174,21919,-3896
2015-08-27,16200.0,16450.0,166187.0,8.32,-30996,53520,-22158
2015-08-28,16450.0,16900.0,111659.0,8.55,-30342,35116,-10544
2015-08-31,16700.0,17200.0,139075.0,8.7,-28100,5879,23758
2015-09-01,17050.0,17750.0,551861.0,8.98,-58467,13710,33020
2015-09-02,17500.0,18100.0,624135.0,9.16,-36499,81786,3230
2015-09-03,18150.0,18050.0,330280.0,9.13,115247,-153724,34676
2015-09-04,17900.0,17950.0,342244.0,9.08,24187,-87747,34739
2015-09-07,17750.0,17600.0,144232.0,8.91,-6322,23440,2905
2015-09-08,17600.0,17550.0,119019.0,8.88,-5599,-22541,17320
2015-09-09,17650.0,17650.0,259260.0,8.93,-82957,31277,62030
2015-09-10,17700.0,18100.0,129660.0,9.16,8549,-18842,647
2015-09-11,17950.0,17950.0,73280.0,9.08,-9209,-3724,11638
2015-09-14,18000.0,18050.0,88219.0,9.13,15716,-12420,-15796
2015-09-15,17850.0,18200.0,105069.0,9.21,-34667,64429,-29762
2015-09-16,18350.0,18250.0,233231.0,9.23,-72295,55149,15804
2015-09-17,18500.0,18300.0,102595.0,9.26,-44443,26673,17770
2015-09-18,18300.0,18350.0,89892.0,9.29,-20682,12004,9368
2015-09-21,18150.0,18200.0,49491.0,9.21,4953,1382,-11829
2015-09-22,18400.0,18250.0,46564.0,9.23,-1953,-5182,7335
2015-09-23,18150.0,17550.0,82245.0,8.88,29503,-33820,4317
2015-09-24,17850.0,17800.0,73098.0,9.01,-18994,-1576,20570
2015-09-25,17950.0,17850.0,53512.0,9.03,-15005,14584,421
2015-09-30,17600.0,18100.0,86059.0,9.16,22198,-24964,-6513
2015-10-01,18100.0,18250.0,91033.0,9.23,15661,-20927,5252
2015-10-02,18450.0,17950.0,39142.0,9.08,6533,-12450,5705
2015-10-05,18300.0,17600.0,67432.0,8.91,679,-10132,9278
2015-10-06,17650.0,17550.0,45462.0,8.88,4497,-16900,12290
2015-10-07,17450.0,17400.0,34262.0,8.8,4750,-6468,1690
2015-10-08,17500.0,17550.0,83539.0,8.88,7621,-17319,9598
2015-10-12,17800.0,18400.0,186817.0,9.31,-70041,27191,42980
2015-10-13,18300.0,18650.0,101167.0,9.44,-20761,8485,14582
2015-10-14,18800.0,19000.0,159376.0,9.61,-62748,8568,54280
2015-10-15,18950.0,19050.0,81460.0,9.64,-45868,2859,23009
2015-10-16,18900.0,18950.0,101719.0,9.59,-5121,-11322,16703
2015-10-19,19000.0,18950.0,41341.0,9.59,-7498,-1484,8982
2015-10-20,18950.0,19150.0,65507.0,9.69,-19408,30273,-10865
2015-10-21,19150.0,18850.0,121929.0,9.54,17157,-5611,-16238
2015-10-22,18800.0,18750.0,72773.0,9.49,-156,-25748,18671
2015-10-23,18800.0,18650.0,34987.0,9.44,-12045,10074,1971
2015-10-26,18800.0,19000.0,98075.0,9.61,-52656,41162,11594
2015-10-27,18800.0,18800.0,82512.0,9.51,-22453,45051,-22598
2015-10-28,18800.0,19000.0,56869.0,9.61,-20262,21783,-3521
2015-10-29,18850.0,18800.0,48247.0,9.51,-2646,17034,-14388
2015-10-30,18900.0,18450.0,62960.0,9.34,6706,-11096,4390
2015-11-02,18500.0,18950.0,113333.0,9.59,-1675,11753,-16525
2015-11-03,19050.0,19250.0,128436.0,9.74,-59430,67812,-8760
2015-11-04,19250.0,19400.0,237016.0,9.82,-65095,60549,1857
2015-11-05,19600.0,20300.0,327696.0,10.27,-136864,107725,42132
2015-11-06,20300.0,20400.0,148955.0,10.32,-67167,80870,-5703
2015-11-09,20350.0,19900.0,61841.0,10.07,-20731,5869,14862
2015-11-10,19850.0,19750.0,60611.0,9.99,-20645,4766,14505
2015-11-11,19550.0,19500.0,81780.0,9.87,-2415,9576,-7161
2015-11-12,19300.0,19300.0,124406.0,9.77,19506,12464,-28308
2015-11-13,19350.0,19100.0,64726.0,9.66,-296,6637,-6379
2015-11-16,18950.0,18950.0,126667.0,9.59,1778,-2941,-857
2015-11-17,19000.0,19000.0,74177.0,9.61,-2231,14640,-12409
2015-11-18,19050.0,19050.0,89721.0,9.64,2762,9466,-10773
2015-11-19,19100.0,19000.0,55330.0,9.61,234,-4171,3937
2015-11-20,18950.0,19100.0,53159.0,9.66,-11916,16461,-4545
2015-11-23,19100.0,18950.0,37542.0,9.59,15766,-15361,-405
2015-11-24,18950.0,19250.0,91647.0,9.74,-17548,34980,-17350
2015-11-25,19250.0,18900.0,80252.0,9.56,8774,17617,-26391
2015-11-26,18900.0,19050.0,70421.0,9.64,6752,8632,-17441
2015-11-27,19000.0,18750.0,41948.0,9.49,13652,-13480,-172
2015-11-30,18750.0,18300.0,104425.0,9.26,8126,-11216,3090
2015-12-01,18350.0,18650.0,63042.0,9.44,-11974,-1389,13263
2015-12-02,18650.0,18950.0,98114.0,9.59,-19120,6987,12133
2015-12-03,19150.0,18750.0,72667.0,9.49,-919,11452,-10533
2015-12-04,18700.0,18350.0,59655.0,9.29,15677,-1157,-14520
2015-12-07,18450.0,18300.0,43250.0,9.26,-5750,12888,-7138
2015-12-08,18350.0,18250.0,50594.0,9.23,-11791,4826,9942
2015-12-09,18300.0,18000.0,43449.0,9.11,4718,-5322,613
2015-12-10,18000.0,18300.0,82306.0,9.26,-18193,24422,-6479
2015-12-11,18250.0,18400.0,65143.0,9.31,-468,1434,-966
2015-12-14,18000.0,18200.0,58409.0,9.21,-6320,20598,-14223
2015-12-15,18450.0,17800.0,39471.0,9.01,10039,5210,-15249
2015-12-16,18100.0,17850.0,89468.0,9.03,13783,7632,-21715
2015-12-17,17900.0,17750.0,112392.0,8.98,17478,2155,-19633
2015-12-18,17700.0,17700.0,106559.0,8.96,-7131,2506,4625
2015-12-21,17850.0,17900.0,59063.0,9.06,-16344,9145,3035
2015-12-22,18050.0,18450.0,73720.0,9.34,-18322,24527,-6205
2015-12-23,18300.0,18600.0,73159.0,9.41,-5117,7590,-2473
2015-12-24,18650.0,18150.0,103000.0,9.18,-23526,1048,22478
2015-12-28,18200.0,17750.0,129922.0,8.98,-62950,42638,19737
2015-12-29,17650.0,17800.0,75375.0,9.01,16784,2029,-19316
2015-12-30,17750.0,17500.0,56094.0,8.86,23627,-9285,-14192
2016-01-04,17400.0,17350.0,85886.0,9.34,3688,20613,-19574
2016-01-05,17300.0,17700.0,165440.0,9.53,-28467,79656,-42109
2016-01-06,17650.0,17400.0,66554.0,9.37,202,14746,-8183
2016-01-07,17450.0,17500.0,56360.0,9.43,-4564,23397,-18833
2016-01-08,17500.0,17350.0,87538.0,9.34,-24052,44860,-24609
2016-01-11,17100.0,17100.0,75319.0,9.21,18961,12156,-31640
2016-01-12,17150.0,16800.0,92277.0,9.05,27455,33969,-61483
2016-01-13,16900.0,17000.0,99392.0,9.16,-18684,50386,-31620
2016-01-14,16950.0,17000.0,57839.0,9.16,-16,27690,-27674
2016-01-15,17250.0,17400.0,97421.0,9.37,-24855,9875,-8240
2016-01-18,17450.0,17600.0,89645.0,9.48,-24951,50335,-25384
2016-01-19,17750.0,17650.0,77660.0,9.51,-5684,32170,-26486
2016-01-20,17750.0,17200.0,95012.0,9.26,3691,13424,-17120
2016-01-21,17350.0,17350.0,66815.0,9.34,-35183,21569,11524
2016-01-22,17550.0,17350.0,64672.0,9.34,15190,18623,-33813
2016-01-25,17250.0,17250.0,88780.0,9.29,-3169,2351,871
2016-01-26,17250.0,17350.0,53704.0,9.34,-7803,6300,1503
2016-01-27,17450.0,17200.0,93851.0,9.26,-5982,11051,-5069
2016-01-28,17250.0,17550.0,147452.0,9.45,27888,-1360,-26929
2016-01-29,17550.0,17750.0,92175.0,9.56,1291,-3441,3939
2016-02-01,17650.0,17500.0,119581.0,9.43,5529,13741,-19912
2016-02-02,17400.0,17450.0,88129.0,9.4,-5933,-6495,12749
2016-02-03,17400.0,17800.0,223162.0,9.59,-18266,63706,-46136
2016-02-04,18050.0,17800.0,99816.0,9.59,7090,-12115,4915
2016-02-05,18000.0,18150.0,247451.0,9.78,-10829,31061,-39306
2016-02-11,18000.0,18100.0,142367.0,9.75,-39328,55818,-16877
2016-02-12,17900.0,18100.0,168249.0,9.75,-38886,17603,22784
2016-02-15,18250.0,18550.0,140054.0,9.99,-51468,43333,25909
2016-02-16,18750.0,18800.0,147164.0,10.13,-26163,13614,12661
2016-02-17,18750.0,19250.0,248286.0,10.37,-73576,68558,20457
2016-02-18,19450.0,19350.0,138329.0,10.42,-13177,23724,-11247
2016-02-19,19300.0,19450.0,175262.0,10.48,-79418,74034,5384
2016-02-22,19350.0,19600.0,103082.0,10.56,8525,-11585,3247
2016-02-23,19450.0,19950.0,194467.0,10.75,-76413,75280,1133
2016-02-24,19800.0,20050.0,89347.0,10.8,-25260,27699,-8457
2016-02-25,20200.0,20200.0,88932.0,10.88,-14059,-1432,15867
2016-02-26,20100.0,19900.0,90296.0,10.72,-15539,-2654,18193
2016-02-29,19900.0,20100.0,157592.0,10.83,23960,-3125,-20251
2016-03-02,20000.0,20250.0,128805.0,10.91,-39274,41811,-2337
2016-03-03,20350.0,19800.0,155867.0,10.66,17036,-38626,7924
2016-03-04,19750.0,20050.0,106416.0,10.8,-23857,9712,26765
2016-03-07,20200.0,20950.0,386900.0,11.28,-67342,74115,-601
2016-03-08,21250.0,21600.0,412787.0,11.63,-62929,142471,-63320
2016-03-09,21600.0,21950.0,343631.0,11.82,-44098,112235,-59243
2016-03-10,21950.0,22250.0,395964.0,11.98,-82807,70254,-20577
2016-03-11,22100.0,22050.0,230377.0,11.88,-25925,35925,-32308
2016-03-14,21850.0,22000.0,253932.0,11.85,-44346,57911,-5079
2016-03-15,22050.0,21800.0,233678.0,11.74,22676,-40777,-10126
2016-03-16,21800.0,22600.0,244940.0,12.17,-76539,100440,-18281
2016-03-17,22900.0,22450.0,367406.0,12.09,11142,-19672,-14087
2016-03-18,22250.0,21800.0,203318.0,11.74,-41637,13818,38459
2016-03-21,21950.0,21850.0,212087.0,11.77,-16694,7963,26321
2016-03-22,22050.0,21500.0,147907.0,11.58,-36696,-7123,57836
2016-03-23,21600.0,21900.0,218697.0,11.8,-80624,25489,51461
2016-03-24,21750.0,21500.0,160366.0,11.58,-38448,20001,30654
2016-03-25,21500.0,21750.0,178243.0,11.71,-73950,84446,6100
2016-03-28,21750.0,22550.0,348591.0,12.15,-78617,117404,-41948
2016-03-29,22900.0,22650.0,211681.0,12.2,39477,37956,-86935
2016-03-30,22800.0,22700.0,158316.0,12.23,6684,29175,-35902
2016-03-31,22750.0,22950.0,327941.0,12.36,-16170,-42129,45419
2016-04-01,22950.0,22000.0,167592.0,11.85,7501,-35034,26907
2016-04-04,22000.0,22350.0,174993.0,12.04,-50296,16945,35996
2016-04-05,22150.0,21900.0,239500.0,11.8,-37189,-3128,71521
2016-04-06,21750.0,22300.0,252697.0,12.01,-45749,-19445,65264
2016-04-07,22350.0,22300.0,255036.0,12.01,-12810,28552,-14063
2016-04-08,22050.0,22000.0,109217.0,11.85,16885,-18632,1315
2016-04-11,22300.0,22250.0,185363.0,11.98,-17892,-43116,66448
