Symbol,한국타이어월드와이드_시가(원),한국타이어월드와이드_종가(원),한국타이어월드와이드_거래량(주),한국타이어월드와이드_PER(IFRS-연결),한국타이어월드와이드_순매수수량(개인)(주),한국타이어월드와이드_순매수수량(기관계)(주),한국타이어월드와이드_순매수수량(외국인계)(주)
2013-04-04,19100.0,18750.0,106347.0,0.64,-6797,19277,-12480
2013-04-05,19150.0,18250.0,263750.0,0.62,49508,-6108,-43400
2013-04-08,18350.0,17600.0,175583.0,0.6,48510,19184,-66404
2013-04-09,17450.0,17650.0,200112.0,0.6,26862,8390,-35252
2013-04-10,17700.0,17650.0,81107.0,0.6,5730,168,-5678
2013-04-11,17850.0,17600.0,123636.0,0.6,32923,-11677,-19236
2013-04-12,17800.0,18500.0,264477.0,0.63,-131535,124805,6730
2013-04-15,18700.0,18750.0,97905.0,0.64,-13982,7772,6210
2013-04-16,18700.0,18550.0,73847.0,0.63,-15593,32810,-17217
2013-04-17,18550.0,18450.0,73771.0,0.63,13459,2051,-15510
2013-04-18,18250.0,18750.0,133406.0,0.64,-29665,5485,3860
2013-04-19,18950.0,18900.0,75299.0,0.64,-21769,20739,-1390
2013-04-22,18850.0,19350.0,78806.0,0.66,-23063,24959,-1896
2013-04-23,19150.0,20000.0,401168.0,0.68,-48256,60640,-60400
2013-04-24,20150.0,19800.0,197523.0,0.67,-3702,61272,-57570
2013-04-25,20000.0,20000.0,245094.0,0.68,30431,-4020,-29311
2013-04-26,20000.0,19950.0,368238.0,0.68,-4968,73088,-62230
2013-04-29,20200.0,19850.0,642499.0,0.68,126926,-58227,-62659
2013-04-30,19800.0,20000.0,470886.0,0.68,-42032,13152,28680
2013-05-02,19900.0,19900.0,118264.0,0.68,-11810,14480,-2670
2013-05-03,20050.0,19900.0,127223.0,0.68,36112,-30372,-6460
2013-05-06,20100.0,19950.0,143140.0,0.68,2360,22550,-24910
2013-05-07,19950.0,20000.0,124869.0,0.68,3888,-9146,7470
2013-05-08,20000.0,19850.0,109027.0,0.68,10746,-69,-10677
2013-05-09,20000.0,19750.0,97371.0,0.67,-12577,727,12120
2013-05-10,19900.0,19000.0,311895.0,0.65,88385,-105565,13680
2013-05-13,19050.0,18600.0,243934.0,0.63,73835,-119505,20680
2013-05-14,18750.0,19550.0,253706.0,0.67,-21275,9695,15710
2013-05-15,19650.0,19500.0,95778.0,0.66,29891,-14021,-15400
2013-05-16,19700.0,19950.0,185204.0,0.68,13632,-13282,-2270
2013-05-20,19950.0,20650.0,915356.0,0.7,-47465,368293,-331928
2013-05-21,20000.0,18900.0,1260311.0,0.64,281439,-99061,-169198
2013-05-22,18900.0,18750.0,435577.0,0.64,18845,47700,-66595
2013-05-23,18950.0,18550.0,213822.0,0.63,-16932,-255,17170
2013-05-24,18650.0,18950.0,223826.0,0.65,-57596,32066,28530
2013-05-27,19050.0,18850.0,98258.0,0.64,19527,-13737,-5790
2013-05-28,19000.0,18900.0,126451.0,0.64,-49351,51481,-2130
2013-05-29,19000.0,18800.0,86729.0,0.64,-16154,15224,930
2013-05-30,18750.0,19700.0,313247.0,0.67,-99076,118076,-20050
2013-05-31,19800.0,19300.0,211123.0,0.66,52197,-28294,-28953
2013-06-03,19350.0,19500.0,107881.0,0.66,-8319,-7401,17680
2013-06-04,19600.0,19450.0,121741.0,0.66,22960,-10280,-11160
2013-06-05,19450.0,19300.0,95855.0,0.66,14180,-5469,-13861
2013-06-07,19500.0,19750.0,209391.0,0.67,-62313,53696,-7983
2013-06-10,19750.0,20200.0,209221.0,0.69,43668,-36998,-16780
2013-06-11,20200.0,20100.0,152875.0,0.68,17627,-24424,-13133
2013-06-12,20250.0,20000.0,148916.0,0.68,11580,-32990,8370
2013-06-13,19800.0,19800.0,244047.0,0.67,41140,-16221,-27949
2013-06-14,19700.0,19850.0,113729.0,0.68,6540,-2900,-4560
2013-06-17,19900.0,19350.0,152466.0,0.66,24204,-20921,-2633
2013-06-18,19250.0,19850.0,222978.0,0.68,-35185,17186,17979
2013-06-19,20000.0,20200.0,207018.0,0.69,-44295,32757,338
2013-06-20,19800.0,20350.0,248321.0,0.69,27969,-13709,-34960
2013-06-21,19800.0,20500.0,258776.0,0.7,-6683,16565,-3762
2013-06-24,20500.0,20400.0,255096.0,0.69,51954,56526,-119950
2013-06-25,20100.0,20100.0,255641.0,0.68,-7796,10074,-768
2013-06-26,20500.0,20850.0,180152.0,0.71,-43956,51486,1360
2013-06-27,21050.0,21250.0,511377.0,0.72,172177,-164459,-14860
2013-06-28,21200.0,21300.0,486835.0,0.73,102822,20238,-123170
2013-07-01,21400.0,22100.0,493384.0,0.75,33842,-40899,-24770
2013-07-02,22200.0,22150.0,622237.0,0.75,152066,-171390,-42476
2013-07-03,22300.0,21850.0,422976.0,0.74,91574,-52114,-64410
2013-07-04,22000.0,22850.0,548685.0,0.78,-20281,26411,-40470
2013-07-05,23000.0,22850.0,314887.0,0.78,55614,-13744,-55970
2013-07-08,23400.0,22850.0,344153.0,0.78,18216,-22581,-45330
2013-07-09,22750.0,22150.0,517771.0,0.75,126538,-213841,54320
2013-07-10,22150.0,22100.0,505694.0,0.75,74380,-65660,-12160
2013-07-11,22250.0,22100.0,444335.0,0.75,91196,-12126,-79070
2013-07-12,22150.0,22650.0,509864.0,0.77,-72225,-66405,122350
2013-07-15,22650.0,22600.0,387947.0,0.77,164140,-83080,-121350
2013-07-16,22250.0,22550.0,420564.0,0.77,-6156,81788,-101050
2013-07-17,22650.0,24350.0,662567.0,0.83,-70611,41943,36839
2013-07-18,24350.0,24350.0,533040.0,0.83,79837,62337,-156453
2013-07-19,24200.0,24500.0,1015107.0,0.83,77114,316337,-423689
2013-07-22,24700.0,24850.0,597318.0,0.85,-97049,212349,-97607
2013-07-23,25050.0,25750.0,534521.0,0.88,-117711,248561,-89865
2013-07-24,25900.0,26400.0,473765.0,0.9,26586,-17908,-4568
2013-07-25,26000.0,25750.0,570730.0,0.88,49943,-62200,14800
2013-07-26,25750.0,25650.0,584278.0,0.87,13719,-36407,28438
2013-07-29,25700.0,25800.0,310921.0,0.88,-47273,127417,-82464
2013-07-30,25800.0,26300.0,396612.0,0.9,45191,-6541,-31140
2013-07-31,26500.0,25600.0,300147.0,0.87,46101,63240,-115571
2013-08-01,25500.0,25300.0,272340.0,0.86,16786,-39299,25513
2013-08-02,25450.0,25200.0,500277.0,0.86,62190,-93910,16530
2013-08-05,25000.0,25200.0,159275.0,0.86,-19622,-28568,48190
2013-08-06,25150.0,25500.0,187336.0,0.87,-70330,51210,19120
2013-08-07,25350.0,25150.0,227149.0,0.86,8683,55580,-55883
2013-08-08,25050.0,24650.0,524445.0,0.84,36155,24219,-52214
2013-08-09,24400.0,23900.0,506744.0,0.81,30920,-15240,60760
2013-08-12,23750.0,24100.0,203090.0,0.82,-30289,23960,-2671
2013-08-13,24100.0,24450.0,278584.0,0.83,-35642,69200,-23328
2013-08-14,24400.0,24100.0,327653.0,0.82,-107083,113223,-5140
2013-08-16,23850.0,24900.0,285010.0,0.85,-97738,64430,34808
2013-08-19,24900.0,24950.0,175793.0,0.85,-13006,63766,-50020
2013-08-20,24900.0,23850.0,334731.0,0.81,29745,25905,-46690
2013-08-21,24050.0,23650.0,235078.0,0.81,-45346,53568,-5832
2013-08-22,23400.0,23400.0,122641.0,0.8,-8486,17656,-15060
2013-08-23,23350.0,23900.0,146438.0,0.81,-17748,22544,-4256
2013-08-26,24000.0,24200.0,98125.0,0.82,-7840,20930,-21700
2013-08-27,24200.0,24500.0,199117.0,0.83,-21103,63101,-41990
2013-08-28,24000.0,24500.0,144609.0,0.83,-26250,49610,-23360
2013-08-29,24450.0,24800.0,185205.0,0.84,8340,21620,-20010
2013-08-30,25000.0,24100.0,345028.0,0.82,113797,-123525,-42
2013-09-02,24100.0,24300.0,157036.0,0.83,-6332,-12679,15511
2013-09-03,24450.0,23950.0,147916.0,0.82,23225,1715,2660
2013-09-04,23900.0,23750.0,119884.0,0.81,19044,-9621,-5783
2013-09-05,23900.0,24600.0,410629.0,0.84,5667,-57577,64020
2013-09-06,24650.0,25050.0,390277.0,0.85,-109947,83937,21010
2013-09-09,25150.0,25150.0,231894.0,0.86,-11915,53376,-31031
2013-09-10,25150.0,25900.0,293360.0,0.88,-97158,50598,46420
2013-09-11,25900.0,26300.0,222426.0,0.9,-92273,60423,8150
2013-09-12,26500.0,26100.0,189157.0,0.89,-79289,66089,19810
2013-09-13,26200.0,26550.0,178362.0,0.9,-37850,38393,477
2013-09-16,26400.0,26000.0,148392.0,0.89,16166,13394,-25560
2013-09-17,26050.0,26400.0,307639.0,0.9,-41798,15622,24336
2013-09-23,26450.0,26100.0,162526.0,0.89,13917,2249,-17416
2013-09-24,26050.0,25650.0,187473.0,0.87,33648,12343,-45781
2013-09-25,25800.0,25600.0,175432.0,0.87,-31996,34626,200
2013-09-26,25600.0,25800.0,162166.0,0.88,-14529,4845,11734
2013-09-27,25800.0,25850.0,104971.0,0.88,7095,-10075,5880
2013-09-30,25750.0,25400.0,195942.0,0.86,12613,-40233,27830
2013-10-01,25300.0,25000.0,151483.0,0.85,22380,14650,-25180
2013-10-02,25100.0,24750.0,136738.0,0.84,16679,-52909,36230
2013-10-04,24550.0,24750.0,185323.0,0.84,-14911,-44269,59680
2013-10-07,24950.0,24800.0,84443.0,0.84,-12308,-12742,24530
2013-10-08,24950.0,25350.0,105998.0,0.86,-31130,2470,13320
2013-10-10,25400.0,25050.0,282868.0,0.85,56290,-83330,46280
2013-10-11,25350.0,25100.0,109064.0,0.85,-15631,-9410,26241
2013-10-14,25250.0,24900.0,127827.0,0.85,17847,-36332,30885
2013-10-15,24900.0,25150.0,135349.0,0.86,-10337,-48718,50735
2013-10-16,25250.0,25150.0,135707.0,0.86,-7465,-43675,51140
2013-10-17,25350.0,24650.0,148783.0,0.84,36080,-62842,27762
2013-10-18,24700.0,25150.0,121962.0,0.86,-14763,-33739,51602
2013-10-21,25100.0,25100.0,94841.0,0.85,-771,-21273,40070
2013-10-22,25100.0,25000.0,216052.0,0.85,49137,-95047,77970
2013-10-23,25150.0,24800.0,303405.0,0.84,21154,-50114,29050
2013-10-24,25000.0,25200.0,88936.0,0.86,-43344,-17406,55970
2013-10-25,25300.0,24900.0,71837.0,0.85,15567,-20514,-110
2013-10-28,25050.0,25400.0,144115.0,0.86,22000,-35640,15400
2013-10-29,25650.0,25700.0,314179.0,0.87,-35999,25182,10997
2013-10-30,25700.0,25250.0,189561.0,0.86,-20645,-19315,57510
2013-10-31,25200.0,26150.0,273007.0,0.89,-72460,21559,44631
2013-11-01,26250.0,25950.0,86084.0,0.88,6840,-24480,18080
2013-11-04,25800.0,25100.0,121458.0,0.85,23378,-27368,4880
2013-11-05,25200.0,25100.0,123110.0,0.85,-49980,22300,28480
2013-11-06,24800.0,25200.0,106599.0,0.86,-16810,-17450,30260
2013-11-07,25100.0,24700.0,132384.0,0.84,27480,-34590,6980
2013-11-08,24450.0,24800.0,142361.0,0.84,-37999,18899,18770
2013-11-11,24900.0,24000.0,175143.0,0.82,8385,-6015,-1370
2013-11-12,23900.0,24350.0,155339.0,0.83,-36519,39999,-2990
2013-11-13,24150.0,24300.0,92197.0,0.83,-12680,8650,4050
2013-11-14,24250.0,24350.0,88369.0,0.83,-7828,9849,-2021
2013-11-15,24450.0,24500.0,59175.0,0.83,6463,-14693,8230
2013-11-18,24550.0,24850.0,81408.0,0.85,-26539,11739,14800
2013-11-19,24700.0,25500.0,152625.0,0.87,-60720,36250,22490
2013-11-20,25550.0,24900.0,122432.0,0.85,-21481,-14859,36410
2013-11-21,25000.0,24050.0,200713.0,0.82,109458,-114413,365
2013-11-22,24250.0,23850.0,125193.0,0.81,30735,-43590,12855
2013-11-25,23800.0,23900.0,205143.0,0.81,27470,-32250,5180
2013-11-26,23750.0,24000.0,176686.0,0.82,-14499,-12345,23144
2013-11-27,24000.0,24200.0,140205.0,0.82,-21879,6751,13128
2013-11-28,24350.0,24250.0,103289.0,0.83,-21723,-5216,26939
2013-11-29,24050.0,23900.0,130410.0,0.81,7912,-26472,18460
2013-12-02,23950.0,23100.0,200257.0,0.79,46199,-45447,3108
2013-12-03,23200.0,22850.0,145331.0,0.78,4397,-14460,9963
2013-12-04,22600.0,22500.0,194823.0,0.77,16967,-22077,9510
2013-12-05,22500.0,22350.0,115116.0,0.76,9100,-43970,34370
2013-12-06,22300.0,22400.0,95557.0,0.76,3035,-31135,34100
2013-12-09,22600.0,21950.0,188833.0,0.75,68710,-81080,14310
2013-12-10,21950.0,21650.0,181703.0,0.74,-22530,-33330,58300
2013-12-11,21700.0,21600.0,86913.0,0.74,2362,-5122,2770
2013-12-12,21600.0,21550.0,100876.0,0.73,20617,-18400,-2357
2013-12-13,21600.0,21350.0,186136.0,0.73,-26981,-7609,34590
2013-12-16,21300.0,21250.0,77755.0,0.72,12796,-30866,18290
2013-12-17,21300.0,21400.0,127088.0,0.73,5720,-46530,40010
2013-12-18,21450.0,21250.0,86010.0,0.72,-6882,1262,5090
2013-12-19,21450.0,22200.0,207178.0,0.76,-81006,22536,58590
2013-12-20,22200.0,21800.0,143456.0,0.74,17902,-19906,9114
2013-12-23,21950.0,21950.0,98674.0,0.75,-4613,5453,-840
2013-12-24,22300.0,22500.0,123113.0,0.77,-14558,3858,13180
2013-12-26,22650.0,22700.0,119341.0,0.77,-40407,63837,-22250
2013-12-27,22600.0,22250.0,111844.0,0.76,31960,23550,-17880
2013-12-30,22300.0,22050.0,101614.0,0.75,-32130,42217,-9086
2014-01-02,22150.0,21550.0,166452.0,8.08,5958,-17621,330
2014-01-03,21400.0,21400.0,124004.0,8.02,4672,-36702,42530
2014-01-06,21400.0,21400.0,51846.0,8.02,10328,-7270,13440
2014-01-07,21400.0,22000.0,138827.0,8.25,-12616,-32000,40527
2014-01-08,22050.0,22200.0,65411.0,8.32,11305,7875,-19180
2014-01-09,22100.0,22000.0,108237.0,8.25,19200,-24895,-24355
2014-01-10,22100.0,22350.0,109266.0,8.38,-10840,-1420,-5390
2014-01-13,22450.0,22350.0,68237.0,8.38,10480,-270,-12870
2014-01-14,22050.0,21950.0,105087.0,8.23,-3196,17566,-14470
2014-01-15,22050.0,22100.0,114273.0,8.29,6712,-10648,7826
2014-01-16,22150.0,22250.0,97443.0,8.34,3432,11138,-10420
2014-01-17,22200.0,21850.0,105941.0,8.19,19260,-25805,-2895
2014-01-20,21850.0,22000.0,109786.0,8.25,-14824,1365,11889
2014-01-21,21950.0,21550.0,164873.0,8.08,49708,-51458,-6090
2014-01-22,21600.0,22100.0,111086.0,8.29,-10896,10346,8550
2014-01-23,22100.0,21650.0,87931.0,8.12,25069,-13249,-13920
2014-01-24,21600.0,21850.0,114182.0,8.19,-17000,31260,380
2014-01-27,21500.0,21750.0,86510.0,8.15,-20970,31460,-11490
2014-01-28,21700.0,22050.0,123457.0,8.27,-4053,13920,1800
2014-01-29,22150.0,21200.0,1227529.0,7.95,157566,-785266,677430
2014-02-03,21350.0,21600.0,378613.0,8.1,116689,34780,-176779
2014-02-04,21250.0,21350.0,215434.0,8.0,-20682,53482,-31780
2014-02-05,21500.0,22000.0,262796.0,8.25,-79947,103697,-21340
2014-02-06,22100.0,22000.0,115011.0,8.25,5584,20847,-16431
2014-02-07,22150.0,22700.0,136165.0,8.51,-52902,46265,6147
2014-02-10,22950.0,22450.0,84255.0,8.42,-11975,10885,1090
2014-02-11,22450.0,22900.0,128438.0,8.59,-29223,31823,-590
2014-02-12,23100.0,22600.0,188357.0,8.47,-33820,31180,20470
2014-02-13,22550.0,22400.0,82210.0,8.4,11612,-7092,-4490
2014-02-14,22300.0,22500.0,120097.0,8.44,-16751,-4379,19890
2014-02-17,22650.0,22350.0,62131.0,8.38,-11929,4389,8540
2014-02-18,22350.0,22500.0,60916.0,8.44,-10605,4525,5080
2014-02-19,22350.0,22600.0,124051.0,8.47,-9928,18138,-8160
2014-02-20,22400.0,22300.0,117282.0,8.36,9337,6633,-16170
2014-02-21,22300.0,22150.0,72842.0,8.3,21741,-23961,4120
2014-02-24,22100.0,22000.0,77789.0,8.25,-10560,6560,3810
2014-02-25,22100.0,22100.0,102793.0,8.29,-34758,22478,12280
2014-02-26,22200.0,21900.0,188466.0,8.21,20835,4765,-22530
2014-02-27,21750.0,21600.0,183875.0,8.1,29468,-18028,-6400
2014-02-28,21400.0,21500.0,157514.0,8.06,37265,-62191,27466
2014-03-03,21450.0,21400.0,144634.0,8.02,-645,-15005,15510
2014-03-04,21350.0,21450.0,72484.0,8.04,1150,14040,-16640
2014-03-05,21600.0,21700.0,160987.0,8.14,14484,-6173,-10521
2014-03-06,21650.0,21550.0,74712.0,8.08,-15502,21052,-6930
2014-03-07,21550.0,21600.0,112746.0,8.1,8490,-3260,-7640
2014-03-10,21600.0,21400.0,207475.0,8.02,13390,-16490,-8900
2014-03-11,21350.0,21250.0,183503.0,7.97,33252,-12912,-26960
2014-03-12,21150.0,20650.0,307385.0,7.74,54529,-42559,-15480
2014-03-13,20550.0,20200.0,959415.0,7.57,231089,-270802,-11417
2014-03-14,19900.0,19850.0,445211.0,7.44,112112,-38162,-76100
2014-03-17,19850.0,19950.0,486953.0,7.48,45810,-85120,17770
2014-03-18,20050.0,20000.0,356927.0,7.5,54954,-54540,-7414
2014-03-19,20100.0,19900.0,401344.0,7.46,28239,-45939,10790
2014-03-20,19800.0,19550.0,472668.0,7.33,-15955,46825,-40120
2014-03-21,19650.0,19750.0,383032.0,7.41,-40453,-22500,11013
2014-03-24,19800.0,20000.0,262276.0,7.5,-62269,25298,1661
2014-03-25,20200.0,20400.0,229288.0,7.65,-51990,21450,27270
2014-03-26,20700.0,20600.0,477042.0,7.72,-18281,-68182,97033
2014-03-27,20700.0,20450.0,250755.0,7.67,8971,22369,-23120
2014-03-28,20550.0,20950.0,217742.0,7.85,-41632,24802,13510
2014-03-31,21000.0,21050.0,150827.0,7.89,3039,-4684,-6185
2014-04-01,21050.0,20700.0,193568.0,7.76,77278,-71798,6820
2014-04-02,20800.0,20400.0,192727.0,7.65,39380,-64950,25960
2014-04-03,20350.0,20500.0,114549.0,7.69,19825,-55215,35090
2014-04-04,20500.0,20300.0,132890.0,7.61,13891,-22081,10650
2014-04-07,20100.0,20250.0,80106.0,7.59,-4853,-6857,10610
2014-04-08,20150.0,20200.0,97209.0,7.57,31189,-25483,3634
2014-04-09,20250.0,20550.0,195855.0,7.7,-30671,3491,31290
2014-04-10,20700.0,20400.0,109084.0,7.65,17113,-33353,15800
2014-04-11,20200.0,20600.0,234198.0,7.72,-20795,-29735,48420
2014-04-14,20500.0,20700.0,126896.0,7.76,7110,-50870,42390
2014-04-15,20600.0,20600.0,251132.0,7.72,-4870,-95990,100860
2014-04-16,20600.0,20550.0,159217.0,7.7,50283,-43163,-22580
2014-04-17,20550.0,20600.0,165176.0,7.72,-1980,-1350,-12470
2014-04-18,20650.0,20650.0,117907.0,7.74,-52017,54967,-950
2014-04-21,20700.0,20650.0,120132.0,7.74,19540,-3344,-16196
2014-04-22,20600.0,20700.0,84424.0,7.76,-17188,-8082,25270
2014-04-23,20750.0,21000.0,196358.0,7.87,-30773,25076,6067
2014-04-24,20950.0,21200.0,398255.0,7.95,-29951,110558,-80407
2014-04-25,21100.0,20950.0,273825.0,7.85,-1827,22927,-21100
2014-04-28,20800.0,20900.0,103495.0,7.84,14807,-21127,6320
2014-04-29,21000.0,20900.0,90700.0,7.84,-22288,64228,-41940
2014-04-30,20950.0,20900.0,400552.0,7.84,70766,103564,-197980
2014-05-02,20900.0,20950.0,336698.0,7.85,64532,23118,-87250
2014-05-07,21050.0,21000.0,240536.0,7.87,58144,11451,-69595
2014-05-08,21000.0,20900.0,217476.0,7.84,19856,19584,-59440
2014-05-09,20900.0,20900.0,164467.0,7.84,-11310,19290,-13080
2014-05-12,20850.0,21100.0,174180.0,7.91,28168,-5328,-28190
2014-05-13,21150.0,21200.0,167556.0,7.95,-10921,17623,-23402
2014-05-14,21250.0,21600.0,294126.0,8.1,565,25895,9440
2014-05-15,21600.0,21650.0,85745.0,8.12,-56,22466,-32410
2014-05-16,21650.0,21450.0,131088.0,8.04,7603,25817,-39810
2014-05-19,21450.0,21450.0,188215.0,8.04,-4403,31107,-26134
2014-05-20,21400.0,21300.0,153953.0,7.99,-14305,57125,-42820
2014-05-21,21300.0,21500.0,202687.0,8.06,48558,-11388,-48070
2014-05-22,21500.0,21950.0,608293.0,8.23,-84478,-836,101434
2014-05-23,22100.0,21800.0,301991.0,8.17,39449,36801,-75250
2014-05-26,21950.0,22350.0,413336.0,8.38,25668,-70348,21780
2014-05-27,22200.0,22950.0,1094079.0,8.6,200636,-226606,-1260
2014-05-28,22750.0,23200.0,488426.0,8.7,-51176,242716,-203550
2014-05-29,23200.0,23150.0,363403.0,8.68,-81843,260233,-147040
2014-05-30,23200.0,23350.0,418508.0,8.75,-53559,234042,-170123
2014-06-02,23500.0,23250.0,357691.0,8.72,-14044,46176,-32632
2014-06-03,23150.0,23300.0,334630.0,8.74,35192,81375,-116095
2014-06-05,23150.0,23350.0,371655.0,8.75,15416,164991,-184331
2014-06-09,23500.0,23650.0,291330.0,8.87,-53996,114921,-51828
2014-06-10,23850.0,23700.0,368020.0,8.89,-107549,176694,-70408
2014-06-11,23750.0,23850.0,354747.0,8.94,18383,10520,-5803
2014-06-12,23800.0,23900.0,332564.0,8.96,-22408,59966,-28576
2014-06-13,23950.0,23700.0,141053.0,8.89,-6554,48802,-37552
2014-06-16,23700.0,23600.0,152173.0,8.85,-38158,79923,-28787
2014-06-17,23550.0,23700.0,203215.0,8.89,-74005,83578,7512
2014-06-18,23650.0,23550.0,148419.0,8.83,-20996,43344,-17400
2014-06-19,23650.0,23450.0,130488.0,8.79,-7888,39864,-31976
2014-06-20,23500.0,23300.0,221776.0,8.74,-38359,27306,31345
2014-06-23,23350.0,23400.0,229427.0,8.77,20664,27490,56078
2014-06-24,23450.0,23000.0,355402.0,8.62,-49154,75305,-107
2014-06-25,22800.0,22750.0,518816.0,8.53,-107411,187470,-52585
2014-06-26,22750.0,22600.0,119807.0,8.47,-11703,4929,22301
2014-06-27,22700.0,22450.0,96539.0,8.42,3511,-1914,-2219
2014-06-30,22350.0,22450.0,184389.0,8.42,-15231,-1156,15352
2014-07-01,22400.0,22300.0,134282.0,8.36,4089,-2781,-4306
2014-07-02,22400.0,22150.0,154681.0,8.3,11663,-20619,10704
2014-07-03,22150.0,21900.0,264282.0,8.21,58129,-45162,-13675
2014-07-04,22000.0,21650.0,269556.0,8.12,35170,4429,-41436
2014-07-07,21500.0,21600.0,174482.0,8.1,-40501,15482,-4060
2014-07-08,21400.0,21750.0,209627.0,8.15,-26700,56282,-30612
2014-07-09,21600.0,21650.0,158623.0,8.12,4136,32891,-37703
2014-07-10,21650.0,21250.0,272195.0,7.97,47165,113452,-71477
2014-07-11,21250.0,21200.0,73582.0,7.95,-1910,24238,-16318
2014-07-14,21450.0,21250.0,117890.0,7.97,-1044,8205,-6557
2014-07-15,21350.0,21350.0,127216.0,8.0,21298,19546,-42086
2014-07-16,21350.0,21700.0,308890.0,8.14,28511,29628,-34070
2014-07-17,21900.0,22300.0,443589.0,8.36,-29275,144313,-121773
2014-07-18,22100.0,22600.0,319083.0,8.47,7782,52104,-31934
2014-07-21,22550.0,22900.0,341420.0,8.59,119855,-129634,-17926
2014-07-22,22900.0,22800.0,198241.0,8.55,-16039,67937,-58234
2014-07-23,22850.0,23200.0,249396.0,8.7,-62330,114445,-48595
2014-07-24,23250.0,23150.0,196761.0,8.68,-32902,47511,-13867
2014-07-25,23050.0,23100.0,170536.0,8.66,-42943,55176,-10394
2014-07-28,23000.0,22800.0,131941.0,8.55,14446,-29731,10560
2014-07-29,22850.0,23150.0,252228.0,8.68,-50096,74985,-20317
2014-07-30,23400.0,23150.0,240177.0,8.68,9068,-29185,25563
2014-07-31,23100.0,22800.0,265221.0,8.55,2141,17238,-8383
2014-08-01,22900.0,22950.0,300930.0,8.6,-44531,37156,15985
2014-08-04,22900.0,22950.0,163385.0,8.6,-11301,65191,-48727
2014-08-05,22850.0,22250.0,221086.0,8.34,63946,-11375,-48929
2014-08-06,22150.0,22200.0,187340.0,8.32,-41948,80693,-18963
2014-08-07,22100.0,21800.0,175076.0,8.17,14166,3483,-15422
2014-08-08,21750.0,21300.0,364110.0,7.99,6505,91670,-84305
2014-08-11,21400.0,21650.0,262736.0,8.12,4078,25230,-27242
2014-08-12,21600.0,21500.0,197097.0,8.06,41563,-9304,-30748
2014-08-13,21350.0,21150.0,439922.0,7.93,31984,-34488,5526
2014-08-14,21100.0,21100.0,163574.0,7.91,44195,-83087,44681
2014-08-18,21200.0,21050.0,90819.0,7.89,33345,9662,-44330
2014-08-19,21050.0,21500.0,276139.0,8.06,6050,20537,-34652
2014-08-20,21600.0,21250.0,202178.0,7.97,-30569,68522,-37857
2014-08-21,21300.0,21150.0,142940.0,7.93,-6965,19182,-12068
2014-08-22,21050.0,21300.0,142089.0,7.99,-10778,40450,-28744
2014-08-25,21500.0,21450.0,186456.0,8.04,7833,82146,-89979
2014-08-26,21450.0,21600.0,170707.0,8.1,-7796,28226,-20430
2014-08-27,21650.0,21900.0,176279.0,8.21,-24718,66937,-44234
2014-08-28,21900.0,21900.0,148313.0,8.21,-29850,67432,-37410
2014-08-29,21950.0,21850.0,77348.0,8.19,-16907,37628,-20889
2014-09-01,21800.0,21750.0,79150.0,8.15,-6530,16433,-6113
2014-09-02,21750.0,21600.0,84690.0,8.1,717,1746,-1773
2014-09-03,21400.0,21500.0,98880.0,8.06,2610,17055,-19665
2014-09-04,21400.0,21200.0,165833.0,7.95,37626,-37690,64
2014-09-05,21000.0,20850.0,272678.0,7.82,89582,-115437,28111
2014-09-11,20700.0,20850.0,165507.0,7.82,-2000,-8885,-3286
2014-09-12,20650.0,20900.0,139082.0,7.84,2568,4137,-8069
2014-09-15,21000.0,21150.0,116722.0,7.93,393,12650,-11803
2014-09-16,21350.0,21200.0,91049.0,7.95,7660,10669,-20119
2014-09-17,21300.0,21300.0,64227.0,7.99,-16433,15302,1151
2014-09-18,21300.0,21100.0,83722.0,7.91,8823,19363,-28288
2014-09-19,21250.0,21200.0,99895.0,7.95,-8406,-13452,21858
2014-09-22,21200.0,20900.0,70099.0,7.84,13289,13771,-26682
2014-09-23,21000.0,21300.0,157019.0,7.99,-7432,-14371,16303
2014-09-24,21400.0,21100.0,145012.0,7.91,15649,-2047,-13850
2014-09-25,21100.0,20750.0,178657.0,7.78,13972,2482,-15633
2014-09-26,20750.0,20800.0,142036.0,7.8,20918,-4509,-3247
2014-09-29,20800.0,20850.0,181585.0,7.82,-30258,53038,-50369
2014-09-30,20850.0,21000.0,119302.0,7.87,34284,-7645,-32618
2014-10-01,20100.0,20900.0,239422.0,7.84,2890,74913,-77937
2014-10-02,20800.0,20950.0,201790.0,7.85,-22250,74231,-70450
2014-10-06,20850.0,20550.0,199050.0,7.7,41808,-8062,-41471
2014-10-07,20700.0,20400.0,182620.0,7.65,21395,15678,-38427
2014-10-08,20150.0,20450.0,209050.0,7.67,-6018,29559,-26140
2014-10-10,20550.0,20450.0,146953.0,7.67,-10420,32057,-21382
2014-10-13,20250.0,20000.0,257628.0,7.5,-52093,89865,-44204
2014-10-14,20100.0,20100.0,249271.0,7.54,97819,-111799,10720
2014-10-15,20300.0,20200.0,328783.0,7.57,101857,-117110,-1448
2014-10-16,20250.0,20150.0,181881.0,7.55,8922,-19355,12386
2014-10-17,20300.0,20500.0,327886.0,7.69,99184,-125595,24805
2014-10-20,20550.0,20400.0,97057.0,7.65,19127,-25243,5567
2014-10-21,20250.0,20300.0,107486.0,7.61,-22085,-11117,32898
