Symbol,현대엘리베이_시가(원),현대엘리베이_종가(원),현대엘리베이_거래량(주),현대엘리베이_PER(IFRS-연결),현대엘리베이_순매수수량(개인)(주),현대엘리베이_순매수수량(기관계)(주),현대엘리베이_순매수수량(외국인계)(주)
2014-09-17,36800.0,37300.0,71111.0,,-12995,6798,5439
2014-09-18,37300.0,37250.0,67496.0,,-3155,435,2720
2014-09-19,37500.0,38000.0,99585.0,,-19290,16005,2910
2014-09-22,38300.0,37450.0,49489.0,,-2023,738,6197
2014-09-23,37200.0,36350.0,65722.0,,-11448,4080,7368
2014-09-24,36650.0,37750.0,82737.0,,-9771,-1238,11009
2014-09-25,37700.0,37900.0,65678.0,,169,-2913,5344
2014-09-26,37400.0,37350.0,61469.0,,5405,3567,-8972
2014-09-29,37300.0,35550.0,82693.0,,5598,-2098,-3500
2014-09-30,35700.0,36500.0,50733.0,,-16240,7462,9049
2014-10-01,36300.0,35000.0,78311.0,,5959,-2886,-3385
2014-10-02,34650.0,34350.0,74292.0,,-1179,-2458,7547
2014-10-06,39450.0,39500.0,559089.0,,-39227,38505,4200
2014-10-07,38700.0,37400.0,638224.0,,5556,9355,-15311
2014-10-08,37100.0,38000.0,141635.0,,-32827,7350,28112
2014-10-10,37200.0,36500.0,121852.0,,-15336,4979,10357
2014-10-13,35400.0,36000.0,143732.0,,8374,2942,-9316
2014-10-14,36350.0,36600.0,109761.0,,-6141,6442,-301
2014-10-15,37350.0,38000.0,101433.0,,-4345,3836,569
2014-10-16,37650.0,37100.0,100941.0,,5069,1574,-6643
2014-10-17,37000.0,36900.0,81940.0,,-18826,2899,15927
2014-10-20,36950.0,37950.0,86864.0,,-9623,30,7193
2014-10-21,37950.0,37950.0,99315.0,,-427,6009,-6882
2014-10-22,38400.0,37750.0,85424.0,,4586,142,-6239
2014-10-23,37900.0,38350.0,106213.0,,-9789,-1991,11759
2014-10-24,38350.0,37900.0,98144.0,,22476,9594,-1770
2014-10-27,37850.0,36700.0,109991.0,,22479,275,6916
2014-10-28,38500.0,40650.0,931978.0,,-79653,97441,43406
2014-10-29,41500.0,41900.0,610328.0,,-65098,108574,2825
2014-10-30,43100.0,43950.0,739468.0,,-3286,27499,1221
2014-10-31,44200.0,44850.0,505043.0,,-134655,83503,45774
2014-11-03,44650.0,45750.0,277640.0,,-25455,8850,16686
2014-11-04,46600.0,49300.0,744545.0,,-65805,82526,-10340
2014-11-05,48150.0,49400.0,461737.0,,-139896,122793,10866
2014-11-06,50200.0,51400.0,431871.0,,-104115,123909,-14254
2014-11-07,51900.0,53700.0,408167.0,,-90060,84015,3127
2014-11-10,55300.0,54200.0,390370.0,,-4280,10143,-2924
2014-11-11,53500.0,53800.0,329099.0,,-24739,1618,21474
2014-11-12,54000.0,52600.0,207018.0,,-9914,-7122,15553
2014-11-13,52500.0,56100.0,509212.0,,-34210,3413,29790
2014-11-14,56400.0,50600.0,597285.0,,14077,-14655,-259
2014-11-17,55200.0,56500.0,746668.0,,-38570,11801,27346
2014-11-18,56500.0,55500.0,346101.0,,-21528,30220,-7218
2014-11-19,55200.0,59000.0,581560.0,,-74258,104431,-31433
2014-11-20,59700.0,62500.0,594047.0,,-61586,14851,46896
2014-11-21,62800.0,63000.0,562679.0,,-4774,92,24321
2014-11-24,62500.0,62600.0,315274.0,,-146,-37746,39013
2014-11-25,62600.0,60900.0,261886.0,,-26199,-524,46191
2014-11-26,61600.0,63900.0,308764.0,,-32242,8380,23717
2014-11-27,64300.0,62900.0,210577.0,,31804,10903,-41768
2014-11-28,62900.0,59100.0,394831.0,,10436,-42923,33146
2014-12-01,58000.0,60600.0,417191.0,,-76631,10528,61002
2014-12-02,58700.0,56100.0,891854.0,,99377,-110431,10905
2014-12-03,55600.0,55400.0,312260.0,,-60722,1624,59096
2014-12-04,56300.0,57000.0,343068.0,,-37593,12811,27949
2014-12-05,57600.0,55000.0,223348.0,,-9794,-16275,26479
2014-12-08,55100.0,55700.0,198602.0,,-39800,1023,38225
2014-12-09,55500.0,53300.0,234943.0,,7819,-3989,-24
2014-12-10,52400.0,50900.0,379733.0,,3450,-59694,60440
2014-12-11,50500.0,49300.0,234537.0,,-6793,-6714,13387
2014-12-12,49300.0,49600.0,200059.0,,11079,-18110,6940
2014-12-15,49700.0,54100.0,415810.0,,-36674,6396,27947
2014-12-16,54700.0,51700.0,285914.0,,79683,-22113,-57821
2014-12-17,51300.0,50400.0,232398.0,,-27811,-12664,39757
2014-12-18,51400.0,50400.0,208566.0,,7984,-10399,-419
2014-12-19,50600.0,49600.0,187167.0,,-9225,-133,15174
2014-12-22,50700.0,52100.0,313955.0,,-18854,1389,17883
2014-12-23,51100.0,53900.0,1141276.0,,-67378,-689474,753025
2014-12-24,55000.0,54200.0,360543.0,,70003,-1371,-76301
2014-12-26,53600.0,54700.0,446706.0,,-23039,-15215,21299
2014-12-29,54700.0,55700.0,194144.0,,-15349,41026,-23322
2014-12-30,55900.0,58100.0,232062.0,,-41264,40703,672
2015-01-02,61300.0,58500.0,340032.0,21.84,60201,19512,-86846
2015-01-05,57500.0,59600.0,221207.0,22.25,-59733,47249,6296
2015-01-06,58500.0,57600.0,165438.0,21.51,4942,50710,-43482
2015-01-07,56600.0,57300.0,231802.0,21.39,-12556,2492,27982
2015-01-08,57300.0,60500.0,291150.0,22.59,-50403,69022,13045
2015-01-09,61000.0,60700.0,227450.0,22.66,-24197,57220,-20572
2015-01-12,60000.0,60600.0,191247.0,22.63,-45849,29764,8830
2015-01-13,61500.0,60800.0,128379.0,22.7,2067,17694,-15820
2015-01-14,61000.0,61600.0,220084.0,23.0,-41122,55184,-2955
2015-01-15,61100.0,59600.0,194647.0,22.25,49086,10429,-58060
2015-01-16,58800.0,59700.0,158368.0,22.29,-52097,46946,10395
2015-01-19,59600.0,60200.0,121416.0,22.48,-31848,58108,-20567
2015-01-20,60500.0,60600.0,221541.0,22.63,1087,9861,6123
2015-01-21,61200.0,59000.0,148664.0,22.03,19422,-6615,-5022
2015-01-22,58700.0,60100.0,148898.0,22.44,-39636,29628,33728
2015-01-23,60900.0,59300.0,113324.0,22.14,-6871,21608,-14061
2015-01-26,59000.0,59800.0,72079.0,22.33,-35020,26027,6355
2015-01-27,60300.0,61800.0,201049.0,23.07,-45522,44759,-12895
2015-01-28,61500.0,62800.0,197260.0,23.45,-36247,52195,3867
2015-01-29,62300.0,63400.0,248842.0,23.67,-71171,80240,-5437
2015-01-30,64300.0,65000.0,255133.0,24.27,-13848,5614,7848
2015-02-02,65700.0,64500.0,187368.0,24.08,2181,-5920,3242
2015-02-03,64600.0,62900.0,188769.0,23.49,-24690,16674,6942
2015-02-04,63400.0,62900.0,130757.0,23.49,3883,-18633,14748
2015-02-05,63300.0,61800.0,109384.0,23.07,-16792,19089,-2219
2015-02-06,62100.0,62400.0,113611.0,23.3,-27234,28812,-1182
2015-02-09,62900.0,59900.0,164292.0,22.37,-8988,11697,-2281
2015-02-10,60700.0,60800.0,103032.0,22.7,-2297,-3920,6688
2015-02-11,60000.0,62000.0,120066.0,23.15,-18548,27205,-11493
2015-02-12,62000.0,63200.0,134533.0,23.6,-19691,53218,-36797
2015-02-13,63500.0,62500.0,100311.0,23.34,8101,8986,-20362
2015-02-16,62500.0,64100.0,152409.0,23.93,-64424,42663,22001
2015-02-17,64100.0,64000.0,101070.0,23.9,93,5852,-18235
2015-02-23,63800.0,65900.0,197322.0,24.61,-72896,83219,-9653
2015-02-24,65700.0,66800.0,167749.0,24.94,-15097,45318,-29931
2015-02-25,67400.0,67500.0,150640.0,25.2,-42586,50418,-7767
2015-02-26,69000.0,70900.0,310040.0,26.47,-106099,84756,20014
2015-02-27,70900.0,70600.0,149215.0,26.36,-18613,45006,-27392
2015-03-02,70100.0,69500.0,182306.0,25.95,-17043,23971,-6430
2015-03-03,69100.0,68600.0,134326.0,25.61,-18404,7673,10709
2015-03-04,68600.0,67800.0,187066.0,25.32,9972,-8634,399
2015-03-05,67200.0,67500.0,94870.0,25.2,-12786,7100,5702
2015-03-06,67900.0,66700.0,112575.0,24.9,28644,-29711,1017
2015-03-09,66600.0,68200.0,126235.0,25.46,-19362,28133,-3866
2015-03-10,68800.0,66600.0,124310.0,24.87,19493,14881,-34649
2015-03-11,65600.0,64000.0,204774.0,23.9,-13314,-17207,30384
2015-03-12,63000.0,60400.0,460573.0,22.55,1074,-58338,71680
2015-03-13,60000.0,64400.0,930334.0,24.05,-151094,118008,25081
2015-03-16,65300.0,66700.0,218770.0,24.9,-14325,38836,-23516
2015-03-17,66000.0,66600.0,168084.0,24.87,-37588,41269,7111
2015-03-18,66700.0,64000.0,141924.0,23.9,-8696,10784,21199
2015-03-19,64000.0,64800.0,150302.0,24.19,-27441,386,41318
2015-03-20,65700.0,69000.0,344647.0,25.76,-120963,109565,9832
2015-03-23,70100.0,71900.0,339909.0,26.85,-48062,84594,-36090
2015-03-24,71200.0,71200.0,261537.0,26.58,-26567,41713,-3550
2015-03-25,71200.0,67700.0,341676.0,25.28,14843,-7645,17747
2015-03-26,67200.0,66300.0,304381.0,24.76,14650,-44875,54098
2015-03-27,66600.0,69600.0,489800.0,25.99,-84021,84144,13800
2015-03-30,69400.0,71300.0,303601.0,26.62,-72290,114133,-39673
2015-03-31,72500.0,77700.0,551235.0,29.01,-147673,138719,12259
2015-04-01,78500.0,77400.0,318960.0,28.9,-59084,108396,-45279
2015-04-02,77900.0,79000.0,278862.0,29.5,-39286,76937,-17787
2015-04-03,78000.0,79000.0,211255.0,29.5,-55765,70096,3594
2015-04-06,80000.0,83500.0,306672.0,31.18,-60318,75289,-2833
2015-04-07,84500.0,81200.0,261271.0,30.32,21658,27894,-47807
2015-04-08,82400.0,82000.0,250400.0,30.62,-34788,12753,36198
2015-04-09,82500.0,84000.0,184746.0,31.36,-50401,70099,9905
2015-04-10,85000.0,82400.0,180323.0,30.77,-22638,46643,-12382
2015-04-13,84800.0,83000.0,162149.0,30.99,1723,-5799,14176
2015-04-14,83100.0,80700.0,176820.0,30.13,26996,-36254,10197
2015-04-15,80300.0,83400.0,246019.0,31.14,-76219,47120,36884
2015-04-16,83400.0,83000.0,110090.0,30.99,12474,14321,-16996
2015-04-17,84400.0,84400.0,206932.0,31.51,3984,-7391,20377
2015-04-20,84300.0,82700.0,147240.0,30.88,37485,-25188,-11127
2015-04-21,83100.0,86700.0,233557.0,32.37,-69390,87993,-8430
2015-04-22,86900.0,83200.0,274700.0,31.07,23266,20085,-38582
2015-04-23,83600.0,80200.0,436299.0,29.94,113488,-125848,17442
2015-04-24,79100.0,74400.0,595912.0,27.78,190397,-175912,-17427
2015-04-27,73700.0,73800.0,402794.0,27.56,36371,-115002,78623
2015-04-28,74500.0,74900.0,268457.0,27.97,-26814,3459,28416
2015-04-29,75800.0,71800.0,413054.0,26.81,-1366,-13335,37907
2015-04-30,67000.0,76400.0,1196600.0,28.53,-187790,209164,-8476
2015-05-04,76400.0,72800.0,244806.0,27.18,40183,-10729,-29436
2015-05-06,72100.0,71800.0,162736.0,26.81,795,5371,-2158
2015-05-07,71200.0,72700.0,119265.0,27.14,-14769,44224,-26819
2015-05-08,72200.0,72100.0,301864.0,26.92,-5948,58190,-50942
2015-05-11,71100.0,73100.0,121175.0,27.29,-14757,12293,-394
2015-05-12,73100.0,70000.0,164967.0,26.14,53399,-40559,-14315
2015-05-13,69400.0,71600.0,149726.0,26.73,-62807,53337,17346
2015-05-14,71300.0,70500.0,265488.0,26.32,10391,19859,-26409
2015-05-15,71400.0,68900.0,164169.0,25.73,14751,-21542,10154
2015-05-18,70500.0,74500.0,407752.0,27.82,-147013,161463,-15775
2015-05-19,74000.0,74100.0,155290.0,27.67,22634,26235,-51470
2015-05-20,74000.0,73200.0,127157.0,27.33,31214,-4837,-27730
2015-05-21,73100.0,77300.0,490623.0,28.86,-177896,136074,30054
2015-05-22,78300.0,76200.0,166612.0,28.45,35103,7303,-42643
2015-05-26,75400.0,74500.0,107841.0,27.82,7416,-8126,307
2015-05-27,73500.0,76600.0,144117.0,28.6,-33516,38058,-3120
2015-05-28,76000.0,76600.0,118681.0,28.6,-9769,19838,-10569
2015-05-29,76500.0,78000.0,146110.0,29.12,-26455,12045,16395
2015-06-01,78900.0,82400.0,319720.0,30.77,-120829,137985,-14577
2015-06-02,82000.0,80600.0,198173.0,30.09,-46884,46639,-59
2015-06-03,81800.0,81000.0,183799.0,30.24,-48210,27206,23973
2015-06-04,82000.0,79900.0,143117.0,29.83,-23466,7524,16968
2015-06-05,80100.0,79600.0,150370.0,29.72,-30904,-19782,51824
2015-06-08,79500.0,83500.0,337794.0,31.18,-128259,103332,21857
2015-06-09,79900.0,80300.0,235316.0,32.14,-13474,8145,4472
2015-06-10,82200.0,78100.0,154415.0,31.26,15716,-47885,33696
2015-06-11,78200.0,81300.0,141675.0,32.54,-35845,21973,15549
2015-06-12,80400.0,79700.0,129940.0,31.9,10958,-25054,15219
2015-06-15,79800.0,82200.0,137120.0,32.9,-64834,57632,-1624
2015-06-16,81800.0,80600.0,102466.0,32.26,6153,-21205,15052
2015-06-17,81200.0,80800.0,77358.0,32.34,-27847,23381,7895
2015-06-18,82100.0,80200.0,181504.0,32.1,-42952,11201,34079
2015-06-19,81000.0,81500.0,92103.0,32.62,-24564,1260,29712
2015-06-22,81300.0,80700.0,71719.0,32.3,-11801,10987,9406
2015-06-23,83700.0,80700.0,135433.0,32.3,20921,-23471,2550
2015-06-24,81000.0,79800.0,182553.0,31.94,-27717,17419,11146
2015-06-25,80400.0,79300.0,146807.0,31.74,-9803,6622,5178
2015-06-26,79000.0,77400.0,298101.0,30.98,34318,5240,-36869
2015-06-29,75600.0,75600.0,181025.0,30.26,6408,6811,-12640
2015-06-30,75200.0,75500.0,330053.0,30.22,34163,10070,-45958
2015-07-01,74600.0,77200.0,427705.0,30.9,47812,47501,-93320
2015-07-02,77900.0,81000.0,397507.0,32.42,9008,69245,-72598
2015-07-03,81000.0,81400.0,129890.0,32.58,-19188,30330,-12289
2015-07-06,80200.0,77500.0,167420.0,31.02,15949,13765,-29280
2015-07-07,78100.0,77800.0,116025.0,31.14,-15251,42818,-26579
2015-07-08,78900.0,76500.0,105659.0,30.62,-22219,5981,16459
2015-07-09,76400.0,77000.0,148003.0,30.82,-42613,40680,1898
2015-07-10,77700.0,78600.0,173299.0,31.46,-54743,63692,-10050
2015-07-13,79100.0,83400.0,253619.0,33.38,-78238,109467,-26920
2015-07-14,84300.0,86900.0,389301.0,34.78,-77563,64511,12900
2015-07-15,87300.0,86200.0,131889.0,34.5,-10459,10568,-48
2015-07-16,85600.0,87200.0,182801.0,34.9,-14551,-6166,18802
2015-07-17,86800.0,84100.0,144650.0,33.66,4533,-1671,-3417
2015-07-20,84200.0,82000.0,167260.0,32.82,-14881,-3280,20161
2015-07-21,82500.0,85400.0,163192.0,34.18,-38456,28406,10679
2015-07-22,85200.0,86000.0,119105.0,34.42,-21814,33018,-10347
2015-07-23,85600.0,86700.0,119339.0,34.7,-60441,51658,8678
2015-07-24,86100.0,84000.0,85617.0,33.62,10266,-5058,-5208
2015-07-27,82900.0,82600.0,131376.0,33.06,21045,-12226,-9868
2015-07-28,80800.0,80500.0,173272.0,32.22,24783,-11294,-14654
2015-07-29,80200.0,79100.0,86223.0,31.66,-4633,-11834,17325
2015-07-30,78000.0,77900.0,267338.0,31.18,-89218,87602,1477
2015-07-31,78100.0,79700.0,77769.0,31.9,-17045,16403,1421
2015-08-03,80100.0,79900.0,126592.0,31.98,-32382,34921,-1780
2015-08-04,79000.0,84800.0,248317.0,33.94,-90528,71666,14577
2015-08-05,86200.0,83300.0,290777.0,33.34,45475,1971,-46346
2015-08-06,84000.0,81700.0,611010.0,32.7,51867,286960,-339037
2015-08-07,81200.0,81600.0,159369.0,32.66,5511,40866,-46964
2015-08-10,81300.0,81500.0,171156.0,32.62,-977,32459,-30876
2015-08-11,81600.0,79900.0,87346.0,31.98,-2178,12055,-10907
2015-08-12,79300.0,77000.0,296128.0,30.82,-25208,27271,1381
2015-08-13,77000.0,78100.0,156822.0,31.26,-29732,24421,5274
2015-08-17,78000.0,76100.0,124190.0,30.46,328,5924,-6252
2015-08-18,75800.0,70800.0,706958.0,28.34,65942,-80286,-1646
2015-08-19,70300.0,67100.0,449295.0,26.85,64076,-43622,-18760
2015-08-20,65500.0,63300.0,541875.0,25.33,48136,-13758,-37205
2015-08-21,57500.0,58200.0,850363.0,23.29,101340,-200623,97902
2015-08-24,60300.0,59200.0,1281203.0,23.69,287032,-238155,-66600
2015-08-25,61500.0,62000.0,783343.0,24.81,1709,-2690,-7113
2015-08-26,63100.0,66400.0,608309.0,26.57,-27805,18991,11279
2015-08-27,67000.0,65600.0,346916.0,26.25,21300,15648,-37060
2015-08-28,66800.0,65700.0,240708.0,26.29,31620,-25457,-6197
2015-08-31,68000.0,66300.0,244585.0,26.53,-11068,34612,-21384
2015-09-01,66600.0,64400.0,232957.0,25.77,28524,-10416,-18519
2015-09-02,62800.0,63100.0,218948.0,25.25,19038,-48073,28743
2015-09-03,63300.0,62700.0,150942.0,25.09,21107,-24954,3483
2015-09-04,62400.0,60500.0,204037.0,24.21,-9101,14161,-4519
2015-09-07,61100.0,59200.0,224153.0,23.69,42231,-97290,55030
2015-09-08,60500.0,59400.0,257802.0,23.77,-11096,-31045,41857
2015-09-09,60800.0,60700.0,469115.0,24.29,78040,-120998,44489
2015-09-10,60300.0,61800.0,165873.0,24.73,-19699,-22307,41956
2015-09-11,61200.0,60400.0,170836.0,24.17,53482,-31165,-22387
2015-09-14,60500.0,58500.0,230373.0,23.41,79777,-90381,10965
2015-09-15,58000.0,58600.0,477912.0,23.45,92099,-166258,71747
2015-09-16,59500.0,58000.0,304977.0,23.21,110797,-109934,-1507
2015-09-17,58800.0,58000.0,186757.0,23.21,2138,-9827,8774
2015-09-18,58400.0,59800.0,318845.0,23.93,12170,-5897,-4505
2015-09-21,59300.0,59900.0,242206.0,23.97,-1405,51439,-50495
2015-09-22,60400.0,58700.0,201605.0,23.49,56238,-45866,-9354
2015-09-23,58200.0,58200.0,190598.0,23.29,-33450,38525,-4775
2015-09-24,58600.0,57200.0,155267.0,22.89,31959,-28408,-3665
2015-09-25,56800.0,57500.0,110406.0,23.01,-10563,14873,-4140
2015-09-30,56600.0,51200.0,682813.0,20.49,296639,-317753,30397
2015-10-01,51800.0,53500.0,410885.0,21.41,-41657,-21720,54714
2015-10-02,53500.0,52700.0,175389.0,21.09,15383,-38500,23414
2015-10-05,53500.0,52700.0,215720.0,21.09,75512,-93266,17494
2015-10-06,53400.0,51600.0,272217.0,20.65,107330,-148851,40940
2015-10-07,52000.0,51300.0,181890.0,20.53,76311,-87582,11318
2015-10-08,51900.0,51700.0,180946.0,20.69,45871,-46656,485
2015-10-12,52900.0,54700.0,564418.0,21.89,113568,-76294,-6298
2015-10-13,54100.0,53900.0,209312.0,21.57,64065,-12104,-52716
2015-10-14,53400.0,52300.0,250817.0,20.93,61001,-43384,-19307
2015-10-15,52300.0,53300.0,203240.0,21.33,36174,-32995,-3622
2015-10-16,53800.0,52800.0,137609.0,21.13,36878,-27066,-9673
2015-10-19,51600.0,51600.0,774088.0,20.65,48125,-100489,69227
2015-10-20,50400.0,51200.0,484978.0,20.49,76853,-111477,34762
2015-10-21,51500.0,48150.0,621123.0,19.27,174441,-181442,9935
2015-10-22,48000.0,46850.0,617639.0,18.75,127578,-212226,86791
2015-10-23,46850.0,47150.0,242799.0,18.87,40696,-51741,5230
2015-10-26,46700.0,47200.0,259184.0,18.89,46295,-57181,11886
2015-10-27,47300.0,47800.0,172734.0,19.13,29508,-7809,-22549
2015-10-28,49500.0,50800.0,864235.0,20.33,-75721,162506,-88117
2015-10-29,51800.0,53000.0,626323.0,21.21,-41784,134752,-115566
2015-10-30,52300.0,52400.0,314590.0,20.97,2354,52907,-51764
2015-11-02,52500.0,51800.0,108873.0,20.73,6051,-3022,-5169
2015-11-03,52100.0,53700.0,203352.0,21.49,-32414,50203,-17031
2015-11-04,54200.0,52300.0,185520.0,20.93,68468,-18510,-49932
2015-11-05,52200.0,51100.0,216607.0,20.45,40149,-37853,-1642
2015-11-06,48900.0,50700.0,323915.0,20.29,15024,7769,-22940
2015-11-09,52600.0,51800.0,488463.0,20.73,105911,82792,-188603
2015-11-10,50900.0,48750.0,357515.0,19.51,86501,27875,-114476
2015-11-11,48150.0,49800.0,202891.0,19.93,18965,22236,-43760
2015-11-12,49000.0,51600.0,157916.0,20.65,-3539,25097,-21810
2015-11-13,51500.0,53300.0,297594.0,21.33,-2452,85096,-84434
2015-11-16,53100.0,53600.0,312395.0,21.45,-33641,99801,-67915
2015-11-17,54200.0,55500.0,354526.0,22.21,-75835,107909,-26417
2015-11-18,55700.0,57800.0,547258.0,23.13,-100334,88071,9753
2015-11-19,58200.0,57700.0,203472.0,23.09,-17989,48471,-29875
2015-11-20,58000.0,59400.0,344303.0,23.77,-16435,33377,-16234
2015-11-23,59500.0,57800.0,212919.0,23.13,4719,-4108,-2457
2015-11-24,58000.0,57800.0,178998.0,23.13,-39896,17698,21721
2015-11-25,57600.0,59600.0,259899.0,23.85,3319,47734,-50027
2015-11-26,59900.0,58900.0,200172.0,23.57,-9857,39743,-28955
2015-11-27,59900.0,59100.0,127541.0,23.65,-14966,12375,2159
2015-11-30,58600.0,59100.0,148428.0,23.65,-36570,33255,4394
2015-12-01,59300.0,58800.0,119651.0,23.53,-11199,37524,-25461
2015-12-02,58200.0,57900.0,147207.0,23.17,-6846,22304,-15676
2015-12-03,57600.0,60800.0,243086.0,24.33,-56899,54113,3972
2015-12-04,60000.0,60400.0,272576.0,24.17,-23410,112686,-89673
2015-12-07,61500.0,63500.0,343606.0,25.41,-113445,125788,-11613
2015-12-08,63300.0,62200.0,212216.0,24.89,31721,7587,-39760
2015-12-09,62000.0,61600.0,264820.0,24.65,-9183,9215,1658
2015-12-10,61600.0,60000.0,190840.0,24.01,28967,-10999,-15397
2015-12-11,60300.0,62200.0,211105.0,24.89,-56124,53984,2028
2015-12-14,60500.0,59000.0,256679.0,23.61,-16050,24668,-8483
2015-12-15,59500.0,59000.0,222851.0,23.61,-13605,15649,379
2015-12-16,59000.0,59400.0,186220.0,23.77,-33280,46855,-14200
2015-12-17,60000.0,61500.0,177496.0,24.61,-63895,61230,3397
2015-12-18,61000.0,60900.0,152421.0,24.37,-16860,36777,-20176
2015-12-21,60100.0,61100.0,125043.0,24.45,-38006,32223,7294
2015-12-22,61200.0,60900.0,92406.0,24.37,-29610,29860,-184
2015-12-23,61000.0,60000.0,139442.0,24.01,-13230,21852,-7392
2015-12-24,60000.0,59600.0,105728.0,23.85,-20755,16948,9707
2015-12-28,60200.0,58300.0,119250.0,23.33,-38428,33821,10576
2015-12-29,58300.0,60200.0,126999.0,24.09,-38653,25750,12902
2015-12-30,60000.0,60200.0,110696.0,24.09,-13163,33989,-20376
2016-01-04,59700.0,54300.0,379269.0,,74155,-75690,1339
2016-01-05,53900.0,50300.0,839252.0,,196725,-228846,30094
2016-01-06,50100.0,50600.0,404568.0,,-10283,9640,-4067
2016-01-07,50700.0,49600.0,244695.0,,24983,-26171,889
2016-01-08,48250.0,46750.0,641786.0,,173025,-227351,54257
2016-01-11,46150.0,47400.0,247082.0,,-19702,2844,16984
2016-01-12,47450.0,46600.0,233962.0,,47648,20062,-66649
2016-01-13,46650.0,48650.0,241148.0,,-58686,50791,8005
2016-01-14,47950.0,47950.0,164568.0,,35790,3099,-39495
2016-01-15,49000.0,47600.0,185296.0,,10843,19461,-25597
2016-01-18,46650.0,47700.0,151619.0,,7867,13074,-16976
2016-01-19,47400.0,48350.0,148887.0,,-30199,51448,-21049
2016-01-20,47700.0,46600.0,370462.0,,55822,-23200,-27317
2016-01-21,47200.0,47500.0,306274.0,,-24213,17732,6476
2016-01-22,48350.0,47500.0,163941.0,,-3659,15629,-12470
2016-01-25,47550.0,49200.0,177105.0,,-49584,24314,25361
2016-01-26,49150.0,48450.0,148858.0,,3999,5420,-9425
2016-01-27,49200.0,48500.0,178289.0,,24113,-26603,2801
2016-01-28,48900.0,49200.0,118105.0,,-3444,3284,-887
2016-01-29,49400.0,48750.0,130628.0,,22166,-25140,3074
2016-02-01,48150.0,51500.0,438037.0,,-122782,81472,47642
2016-02-02,51500.0,51500.0,162962.0,,-5573,25011,-19538
2016-02-03,51900.0,50200.0,160526.0,,34705,-26205,-30092
2016-02-04,49600.0,47900.0,435643.0,,150798,-153266,5963
2016-02-05,48150.0,47750.0,100490.0,,2585,-19521,16886
2016-02-11,44350.0,40900.0,493824.0,,40070,-111068,71497
2016-02-12,40000.0,39150.0,532617.0,,5297,-90653,91536
2016-02-15,39300.0,40400.0,211823.0,,-4037,34582,-17030
2016-02-16,40600.0,40900.0,129718.0,,-5042,-7234,13498
2016-02-17,41000.0,40600.0,100702.0,,-571,-10362,8833
2016-02-18,41400.0,39750.0,264813.0,,86126,-120461,36493
2016-02-19,41100.0,40700.0,227144.0,,-3773,-15488,20313
2016-02-22,41700.0,41050.0,84379.0,,3156,-18939,12019
2016-02-23,41300.0,41300.0,107481.0,,-6255,4491,406
2016-02-24,41000.0,42050.0,137783.0,,3520,-6316,2696
2016-02-25,43300.0,45250.0,392221.0,,11040,51202,-62192
2016-02-26,45000.0,46800.0,344601.0,,-4956,86596,-83740
2016-02-29,47100.0,46300.0,171849.0,,34984,-18743,-10567
2016-03-02,47150.0,47350.0,133863.0,,-10150,-8672,15922
2016-03-03,47850.0,48450.0,217912.0,,-31447,8230,22510
2016-03-04,48250.0,50500.0,435750.0,,-77045,127364,-51116
2016-03-07,50600.0,50400.0,159362.0,,-1093,29338,-26281
2016-03-08,50700.0,51000.0,141533.0,,-23134,26696,-1497
2016-03-09,50400.0,50800.0,101800.0,,-4092,11429,-7037
2016-03-10,50800.0,50700.0,131796.0,,-36399,3197,33798
2016-03-11,50400.0,51900.0,218911.0,,-71353,34844,38779
2016-03-14,52500.0,52800.0,221275.0,,-31630,76275,-47264
2016-03-15,52500.0,52800.0,100265.0,,-10639,36310,-25771
2016-03-16,52600.0,52100.0,166229.0,,359,-30269,29510
2016-03-17,52400.0,50900.0,210852.0,,-1061,-50055,53290
2016-03-18,50600.0,50700.0,122251.0,,695,-28852,27182
2016-03-21,51000.0,51000.0,85339.0,,-14445,-515,14960
2016-03-22,50900.0,51000.0,80746.0,,-370,5352,-6649
2016-03-23,50600.0,50700.0,63267.0,,-8809,-2407,11116
2016-03-24,50700.0,50000.0,114132.0,,10879,-5082,-6693
2016-03-25,49900.0,51300.0,112719.0,,-31080,23876,6936
2016-03-28,51800.0,51500.0,302312.0,,39786,-26931,-15111
2016-03-29,51900.0,53600.0,294181.0,,-95600,9398,43425
2016-03-30,54900.0,54000.0,216145.0,,-71784,83118,-17612
2016-03-31,53900.0,54800.0,188465.0,,-12231,24464,-16519
2016-04-01,56400.0,54300.0,262361.0,,-3020,25359,-38034
2016-04-04,54300.0,53800.0,179359.0,,-46628,61352,-11675
2016-04-05,54000.0,54100.0,204484.0,,-27101,-7722,35234
2016-04-06,53900.0,54000.0,157967.0,,-20638,43903,-23367
2016-04-07,54800.0,56300.0,256175.0,,-96091,54171,41993
2016-04-08,55900.0,56600.0,154605.0,,-4803,33698,-29299
2016-04-11,56600.0,56600.0,142045.0,,10291,-15143,-8321
2016-04-12,56500.0,56600.0,81562.0,,10509,-12797,-2204
2016-04-14,56200.0,57100.0,125434.0,,-5175,-23322,21218
2016-04-15,56600.0,55900.0,104950.0,,6454,-8215,1159
2016-04-18,55600.0,56000.0,92636.0,,-14386,-10303,21889
2016-04-19,56200.0,58000.0,236609.0,,-31993,19983,582
2016-04-20,57700.0,56900.0,177626.0,,49834,-16448,-34310
