Symbol,S-Oil_시가(원),S-Oil_종가(원),S-Oil_거래량(주),S-Oil_PER(IFRS-연결),S-Oil_순매수수량(개인)(주),S-Oil_순매수수량(기관계)(주),S-Oil_순매수수량(외국인계)(주)
2013-12-24,72900.0,74200.0,270090.0,14.79,-16784,22459,-9345
2013-12-26,74400.0,74500.0,278159.0,14.85,-64928,118765,-64100
2013-12-27,73400.0,73500.0,207054.0,14.65,12865,-18008,1911
2013-12-30,73800.0,74000.0,148918.0,14.75,19154,-32278,6742
2014-01-02,74100.0,72500.0,301161.0,29.19,68092,5926,-74935
2014-01-03,72000.0,71100.0,390242.0,28.62,27314,-30309,2805
2014-01-06,70500.0,70000.0,359174.0,28.18,17527,-57604,40127
2014-01-07,69200.0,69700.0,255252.0,28.06,6183,-20162,13791
2014-01-08,69800.0,68000.0,838126.0,27.38,90899,53226,-137744
2014-01-09,67700.0,67700.0,247632.0,27.26,-16634,-11185,32246
2014-01-10,69500.0,70300.0,1396447.0,28.3,2535,-379329,350656
2014-01-13,71100.0,70600.0,213664.0,28.42,-37933,60704,-21771
2014-01-14,70300.0,69800.0,394272.0,28.1,-3703,-53178,56627
2014-01-15,69800.0,69700.0,198810.0,28.06,17670,-36856,17368
2014-01-16,69700.0,69800.0,246973.0,28.1,-10056,-23871,33922
2014-01-17,69800.0,69800.0,214868.0,28.1,-87,36484,-36197
2014-01-20,70000.0,70000.0,138172.0,28.18,-9210,18783,-8198
2014-01-21,70000.0,69900.0,110387.0,28.14,-51,19966,-19657
2014-01-22,70000.0,70100.0,123171.0,28.22,-30536,-1426,31789
2014-01-23,70300.0,70400.0,199557.0,28.34,-5450,-34575,40025
2014-01-24,70900.0,69900.0,219228.0,28.14,33727,-16304,-17228
2014-01-27,69000.0,68600.0,355919.0,27.62,24362,88926,-113308
2014-01-28,68500.0,68500.0,181174.0,27.58,-3460,-21426,24874
2014-01-29,68400.0,68600.0,147654.0,27.62,-3729,10628,-4925
2014-02-03,68000.0,68100.0,125326.0,27.42,-4624,55836,-51242
2014-02-04,67400.0,66700.0,385438.0,26.85,51335,27283,-77811
2014-02-05,67000.0,66500.0,191455.0,26.77,21189,-3634,-18316
2014-02-06,66400.0,66300.0,209253.0,26.69,-6002,20592,-15700
2014-02-07,67000.0,66500.0,200720.0,26.77,-13361,-38844,52525
2014-02-10,67200.0,67600.0,239518.0,27.21,-3949,-76845,80734
2014-02-11,66700.0,67600.0,144447.0,27.21,1351,-46222,44638
2014-02-12,67600.0,67000.0,265297.0,26.97,64984,-77470,13525
2014-02-13,67100.0,66600.0,135890.0,26.81,23380,-28703,3836
2014-02-14,67000.0,67100.0,86182.0,27.01,-14367,-5616,21049
2014-02-17,67700.0,66900.0,186705.0,26.93,41415,-34120,-7805
2014-02-18,66700.0,66700.0,186680.0,26.85,34512,-61111,27598
2014-02-19,66500.0,66500.0,109617.0,26.77,5288,1007,-6780
2014-02-20,66200.0,65900.0,298048.0,26.53,63550,-59019,-2157
2014-02-21,66100.0,66800.0,176089.0,26.89,-17641,-44397,62008
2014-02-24,67000.0,66300.0,181555.0,26.69,32653,-72588,40150
2014-02-25,66600.0,66200.0,233304.0,26.65,62318,-99408,37087
2014-02-26,66000.0,66200.0,232157.0,26.65,29201,-71346,44648
2014-02-27,65700.0,65400.0,308346.0,26.33,89421,-43457,-46391
2014-02-28,65400.0,65400.0,253803.0,26.33,-4739,-48882,53333
2014-03-03,64900.0,64800.0,209311.0,26.09,7959,15369,-23464
2014-03-04,64800.0,64500.0,265344.0,25.97,9920,45845,-55906
2014-03-05,64900.0,64600.0,211102.0,26.01,-14852,10002,4084
2014-03-06,64600.0,64400.0,184991.0,25.93,13532,-5059,-6928
2014-03-07,64500.0,64100.0,167065.0,25.81,1712,-3089,1483
2014-03-10,63900.0,64200.0,176533.0,25.85,-21598,-21836,43481
2014-03-11,64100.0,65100.0,324003.0,26.21,-7965,-65107,72312
2014-03-12,64800.0,64400.0,200696.0,25.93,-887,31815,-32355
2014-03-13,64200.0,64600.0,334888.0,26.01,-16916,51735,-36684
2014-03-14,64600.0,63500.0,376985.0,25.56,62492,70996,-130998
2014-03-17,63400.0,63800.0,130147.0,25.69,-4613,-15427,19994
2014-03-18,63800.0,63500.0,254667.0,25.56,10137,9656,-19367
2014-03-19,63600.0,62700.0,249785.0,25.24,9049,-31634,22565
2014-03-20,62700.0,61500.0,403532.0,24.76,7276,-30501,22828
2014-03-21,61200.0,60800.0,504816.0,24.48,40653,-110526,68436
2014-03-24,60800.0,61000.0,262009.0,24.56,3853,-8493,3205
2014-03-25,61200.0,61400.0,245814.0,24.72,13328,13748,-32709
2014-03-26,61500.0,61000.0,311674.0,24.56,74056,19179,-93465
2014-03-27,60900.0,61000.0,229564.0,24.56,20251,5679,-24498
2014-03-28,61400.0,61200.0,154951.0,24.64,-9499,1,6522
2014-03-31,61600.0,61600.0,300868.0,24.8,-33695,41565,-7043
2014-04-01,61700.0,61600.0,173312.0,24.8,41898,-27286,-12892
2014-04-02,61600.0,61600.0,114543.0,24.8,13743,-16163,2906
2014-04-03,61500.0,61000.0,243745.0,24.56,55105,-36888,-18619
2014-04-04,60900.0,60700.0,238952.0,24.44,25406,-36218,14352
2014-04-07,59900.0,61500.0,312954.0,24.76,-98393,-5697,93624
2014-04-08,61600.0,62200.0,336139.0,25.04,-1441,-24147,26623
2014-04-09,62500.0,63000.0,399040.0,25.36,-40785,4168,33805
2014-04-10,63700.0,62800.0,280521.0,25.28,13922,-1817,-19441
2014-04-11,62400.0,63100.0,221458.0,25.4,-3940,-23414,26910
2014-04-14,63100.0,63100.0,156334.0,25.4,16491,-71012,54468
2014-04-15,62900.0,62400.0,210953.0,25.12,60287,-31754,-27887
2014-04-16,62100.0,62200.0,151453.0,25.04,20790,-39933,21055
2014-04-17,62400.0,62300.0,103956.0,25.08,9357,-22345,12726
2014-04-18,62400.0,62700.0,207136.0,25.24,-51177,20079,25147
2014-04-21,62800.0,62500.0,115463.0,25.16,31968,-18385,-18685
2014-04-22,62200.0,62100.0,137988.0,25.0,28218,-5274,-23269
2014-04-23,62100.0,61300.0,387570.0,24.68,71317,12265,-78902
2014-04-24,60900.0,60900.0,303737.0,24.52,33291,-56176,22703
2014-04-25,60500.0,60200.0,323521.0,24.24,35331,-44492,8933
2014-04-28,60100.0,60300.0,90269.0,24.28,4621,-19042,14422
2014-04-29,60100.0,60400.0,125331.0,24.32,604,-30514,29906
2014-04-30,60700.0,60400.0,170853.0,24.32,9681,-59194,49660
2014-05-02,60200.0,60200.0,135826.0,24.24,4319,-33190,28832
2014-05-07,60000.0,59500.0,249298.0,23.95,10319,-3881,-4354
2014-05-08,59300.0,58900.0,278483.0,23.71,7962,36579,-44762
2014-05-09,58600.0,58800.0,166663.0,23.67,8954,6599,-12019
2014-05-12,58800.0,57900.0,273829.0,23.31,14316,-89626,75049
2014-05-13,58000.0,58600.0,216966.0,23.59,8770,-54011,45411
2014-05-14,58800.0,58700.0,131849.0,23.63,3379,-21406,18127
2014-05-15,58700.0,58800.0,122293.0,23.67,19554,-34475,14961
2014-05-16,58800.0,58500.0,220249.0,23.55,14741,-65783,62064
2014-05-19,58500.0,59000.0,188162.0,23.75,-6057,-47183,53310
2014-05-20,58800.0,58400.0,135537.0,23.51,-3366,-13495,17321
2014-05-21,58100.0,57900.0,249880.0,23.31,37406,-15803,-24437
2014-05-22,57900.0,58100.0,219986.0,23.39,35065,-29072,-5993
2014-05-23,58100.0,57700.0,150044.0,23.23,23448,-6147,-17597
2014-05-26,57400.0,57400.0,200704.0,23.11,24165,-19563,2313
2014-05-27,57400.0,57200.0,201204.0,23.03,24614,-8666,-14632
2014-05-28,57100.0,56800.0,197405.0,22.87,30845,-25099,-4782
2014-05-29,56600.0,55700.0,355410.0,22.42,41479,-54773,12627
2014-05-30,55500.0,55100.0,466079.0,22.18,9956,-88028,77641
2014-06-02,55100.0,55000.0,219850.0,22.14,10445,-1866,-8723
2014-06-03,54500.0,53900.0,386429.0,21.7,18231,34085,-50238
2014-06-05,53300.0,54200.0,432229.0,21.82,-41641,-17175,61901
2014-06-09,54400.0,55400.0,342871.0,22.3,-8710,-67221,76004
2014-06-10,55600.0,56100.0,250218.0,22.59,-10338,-1348,10312
2014-06-11,56400.0,56200.0,175634.0,22.63,-4431,-700,7665
2014-06-12,56100.0,55500.0,304268.0,22.34,7507,21889,-27365
2014-06-13,56400.0,56400.0,419682.0,22.71,104901,-95874,-8167
2014-06-16,57100.0,57400.0,643381.0,23.11,126302,-184217,56215
2014-06-17,57500.0,56800.0,305285.0,22.87,-31375,19081,11435
2014-06-18,56900.0,56800.0,136352.0,22.87,-17093,-11350,27966
2014-06-19,56400.0,56900.0,143225.0,22.91,-9080,12239,9411
2014-06-20,57200.0,55900.0,335913.0,22.5,23144,67436,-90725
2014-06-23,55900.0,56100.0,185501.0,22.59,-1065,14805,-13770
2014-06-24,55600.0,56600.0,223174.0,22.79,-45520,22177,21311
2014-06-25,56700.0,56900.0,307550.0,22.91,23037,24461,-49842
2014-06-26,56800.0,57100.0,292754.0,22.99,-16697,18832,-8721
2014-06-27,57100.0,57000.0,149038.0,22.95,-762,-6822,7538
2014-06-30,57500.0,56900.0,157423.0,22.91,514,3371,-2795
2014-07-01,56400.0,56800.0,115063.0,22.87,-6853,14348,-7579
2014-07-02,56300.0,56300.0,194602.0,22.67,1166,18859,-19248
2014-07-03,57200.0,56400.0,340042.0,22.71,74097,-91409,12132
2014-07-04,56600.0,55900.0,155299.0,22.5,11961,36260,-46714
2014-07-07,56100.0,55500.0,218725.0,22.34,-6024,50389,-40950
2014-07-08,55500.0,55500.0,194869.0,22.34,35940,23209,-60269
2014-07-09,55100.0,55000.0,199516.0,22.14,28421,-41408,10443
2014-07-10,54700.0,54700.0,132627.0,22.02,-9755,12437,-2432
2014-07-11,54400.0,54200.0,153743.0,21.82,-6382,11476,-5012
2014-07-14,54000.0,54200.0,113951.0,21.82,11107,5637,-17414
2014-07-15,54000.0,54300.0,191776.0,21.86,41483,-59170,18050
2014-07-16,54300.0,54300.0,123729.0,21.86,2827,7255,-9957
2014-07-17,54300.0,54300.0,175812.0,21.86,49660,6419,-52800
2014-07-18,54300.0,54000.0,132522.0,21.74,34513,8724,-42437
2014-07-21,54100.0,53800.0,152478.0,21.66,4992,2120,-8898
2014-07-22,53400.0,53900.0,172532.0,21.7,-17609,34987,-18533
2014-07-23,53600.0,53900.0,163978.0,21.7,24692,14572,-40245
2014-07-24,53700.0,55000.0,655134.0,22.14,42768,-187977,142298
2014-07-25,55300.0,54600.0,265531.0,21.98,53541,-5122,-50352
2014-07-28,54800.0,54500.0,184506.0,21.94,-12712,-37332,53952
2014-07-29,54800.0,55000.0,271390.0,22.14,-13750,-23197,35720
2014-07-30,55600.0,54600.0,304671.0,21.98,39698,-23762,-15318
2014-07-31,54900.0,55200.0,308967.0,22.22,-71536,6701,63592
2014-08-01,54800.0,55000.0,287437.0,22.14,17608,-6920,-11645
2014-08-04,55000.0,54700.0,209812.0,22.02,18582,30235,-46127
2014-08-05,54700.0,54200.0,326542.0,21.82,33515,1830,-36477
2014-08-06,54200.0,53800.0,164181.0,21.66,2353,18180,-21534
2014-08-07,53600.0,53700.0,143628.0,21.62,15317,23953,-39295
2014-08-08,53300.0,53500.0,275685.0,21.54,65132,-13777,-51465
2014-08-11,53500.0,53300.0,158502.0,21.46,3123,10997,-11125
2014-08-12,53500.0,53100.0,257492.0,21.38,-2985,-15148,19917
2014-08-13,52800.0,52900.0,198677.0,21.3,-7119,-46901,54870
2014-08-14,52700.0,53100.0,185788.0,21.38,-3890,-58714,62765
2014-08-18,53200.0,52600.0,138518.0,21.18,11731,-36213,25080
2014-08-19,52500.0,51000.0,709083.0,20.53,160891,-80585,-78957
2014-08-20,50600.0,47350.0,1591333.0,19.06,532173,-562180,29835
2014-08-21,46850.0,45900.0,1283229.0,18.48,383623,-339845,-53707
2014-08-22,45800.0,46650.0,881268.0,18.78,109187,-189362,78626
2014-08-25,46450.0,47000.0,442875.0,18.92,-15634,-15265,30280
2014-08-26,47000.0,47000.0,300463.0,18.92,29988,16666,-47454
2014-08-27,47100.0,46600.0,355702.0,18.76,56113,-36731,-19987
2014-08-28,46700.0,47050.0,324433.0,18.94,1166,-58000,57604
2014-08-29,47100.0,46850.0,379827.0,18.86,84145,-92867,8812
2014-09-01,46900.0,46100.0,384348.0,18.56,130992,-165557,28348
2014-09-02,46200.0,45600.0,364061.0,18.36,114701,-147828,36218
2014-09-03,45350.0,44350.0,719825.0,17.85,182609,-159020,-22412
2014-09-04,44350.0,43500.0,711434.0,17.51,202333,-329175,123858
2014-09-05,43450.0,45650.0,1248204.0,18.38,-101223,-27358,124461
2014-09-11,45650.0,45000.0,696933.0,18.12,199597,-139752,-60194
2014-09-12,44850.0,45150.0,306627.0,18.18,20199,-21787,278
2014-09-15,45150.0,46000.0,520640.0,18.52,-40266,92828,-56900
2014-09-16,46000.0,45700.0,296500.0,18.4,41046,40602,-84265
2014-09-17,46150.0,46500.0,372088.0,18.72,-26668,84914,-58371
2014-09-18,46300.0,46200.0,264405.0,18.6,-14882,65055,-50056
2014-09-19,46400.0,46850.0,381898.0,18.86,-12595,6432,5153
2014-09-22,46950.0,46250.0,385307.0,18.62,23195,-58534,34629
2014-09-23,46000.0,45600.0,334707.0,18.36,-21261,-30949,52984
2014-09-24,45600.0,45200.0,268617.0,18.2,60921,-36907,-23281
2014-09-25,45200.0,45100.0,263250.0,18.16,17904,-47040,29031
2014-09-26,44550.0,44250.0,215610.0,17.81,11398,-2104,-10463
2014-09-29,44500.0,43650.0,243113.0,17.57,41062,-21701,-19511
2014-09-30,43300.0,42800.0,486709.0,17.23,58495,-55679,-4164
2014-10-01,42350.0,41800.0,323927.0,16.83,-14937,-38695,52485
2014-10-02,41000.0,40000.0,537536.0,16.1,119544,-102639,-16629
2014-10-06,40050.0,41050.0,429344.0,16.53,-27495,4220,22511
2014-10-07,41050.0,39750.0,538060.0,16.0,165586,-129566,-38075
2014-10-08,39200.0,40450.0,447217.0,16.28,-37691,26672,1454
2014-10-10,40450.0,39550.0,269987.0,15.92,79688,-1905,-77782
2014-10-13,39000.0,39550.0,320077.0,15.92,13678,22496,-33806
2014-10-14,40000.0,40500.0,693929.0,16.3,-11391,216889,-207178
2014-10-15,40250.0,39600.0,335211.0,15.94,108843,-3933,-118414
2014-10-16,39400.0,39050.0,514694.0,15.72,72596,-123042,49429
2014-10-17,39350.0,39450.0,368200.0,15.88,-18106,-78142,104158
2014-10-20,40350.0,40150.0,241691.0,16.16,39908,17607,-58921
2014-10-21,39950.0,39400.0,302856.0,15.86,88190,-79508,-8681
2014-10-22,39900.0,39850.0,266681.0,16.04,-34989,4146,26433
2014-10-23,39350.0,39300.0,167206.0,15.82,23690,916,-27227
2014-10-24,39850.0,39200.0,177263.0,15.78,18443,-31936,13504
2014-10-27,39650.0,42100.0,670933.0,16.95,-226079,253916,-22962
2014-10-28,41600.0,40050.0,495128.0,16.12,200278,-3487,-201017
2014-10-29,40350.0,41200.0,643078.0,16.59,-53319,124262,-74831
2014-10-30,41500.0,40950.0,236117.0,16.49,88480,-55831,-33765
2014-10-31,41350.0,40650.0,215818.0,16.37,26104,-19874,-9625
2014-11-03,40950.0,40750.0,184333.0,16.41,47602,-26611,-22401
2014-11-04,40300.0,38600.0,508966.0,15.54,234821,-129030,-89036
2014-11-05,38050.0,38750.0,463756.0,15.6,67574,-25005,-35186
2014-11-06,39000.0,40350.0,409195.0,16.24,-43283,47,40244
2014-11-07,39650.0,39950.0,172350.0,16.08,9425,25125,-33580
2014-11-10,40100.0,40200.0,252623.0,16.18,-11493,31135,-20742
2014-11-11,40250.0,39900.0,225306.0,16.06,34565,-15666,-17000
2014-11-12,39900.0,41000.0,531029.0,16.51,6309,54326,-60307
2014-11-13,40900.0,41300.0,287621.0,16.63,-24887,87951,-63454
2014-11-14,40800.0,40850.0,312315.0,16.45,48967,-7116,-41146
2014-11-17,41000.0,42500.0,575841.0,17.11,-176588,177808,1109
2014-11-18,42500.0,42300.0,280646.0,17.03,8723,27933,-40383
2014-11-19,42150.0,41750.0,235170.0,16.81,16172,-16016,6898
2014-11-20,41750.0,41650.0,275021.0,16.77,23619,1786,-24672
2014-11-21,41850.0,42050.0,218758.0,16.93,-35199,-16461,48199
2014-11-24,42850.0,47000.0,2098796.0,18.92,-800421,892093,-79308
2014-11-25,46750.0,47500.0,805786.0,19.12,-106032,150483,-44379
2014-11-26,46800.0,46050.0,469426.0,18.54,46712,-49963,4033
2014-11-27,45350.0,44500.0,769774.0,17.92,122438,-141964,18657
2014-11-28,42050.0,42100.0,902631.0,16.95,239162,-354988,88739
2014-12-01,41200.0,40150.0,629480.0,16.16,231675,-260217,26413
2014-12-02,41350.0,41700.0,559764.0,16.79,-97716,-15651,112668
2014-12-03,41100.0,42400.0,337904.0,17.07,-18819,74980,-48780
2014-12-04,43150.0,43150.0,414803.0,17.37,4787,59176,-62182
2014-12-05,42900.0,45650.0,931420.0,18.38,-230666,299462,-75423
2014-12-08,45800.0,45100.0,571637.0,18.16,-63727,29445,37572
2014-12-09,43850.0,45450.0,450053.0,18.3,-48220,58875,-10853
2014-12-10,45000.0,43800.0,331842.0,17.63,10149,24073,-44301
2014-12-11,42850.0,44200.0,490078.0,17.79,15329,79088,-91479
2014-12-12,44150.0,44150.0,284816.0,17.77,37818,18849,-56715
2014-12-15,43550.0,46850.0,595518.0,18.86,-142746,182522,-38839
2014-12-16,46250.0,47400.0,1223585.0,19.08,-167484,83047,97328
2014-12-17,48500.0,49200.0,983274.0,19.81,-362384,201676,160293
2014-12-18,50300.0,49800.0,973435.0,20.05,-100257,120782,-20324
2014-12-19,49800.0,50500.0,703562.0,20.33,-128183,-56884,199113
2014-12-22,51500.0,51000.0,525579.0,20.53,-195064,22649,172340
2014-12-23,51100.0,49400.0,544202.0,19.89,33523,-91094,55743
2014-12-24,49700.0,50800.0,451882.0,20.45,-154645,14710,140104
2014-12-26,50600.0,50700.0,256562.0,20.41,-25676,31130,-1054
2014-12-29,50100.0,48650.0,335456.0,19.59,50487,-67996,17439
2014-12-30,48950.0,48400.0,323466.0,19.49,7496,-65037,58942
2015-01-02,48000.0,48600.0,277660.0,,6766,-1918,-5307
2015-01-05,48000.0,48250.0,482876.0,,-4954,-14447,24427
2015-01-06,46950.0,45100.0,648975.0,,168691,-162862,-9407
2015-01-07,45100.0,45300.0,429378.0,,59804,-97134,36629
2015-01-08,46250.0,46500.0,298402.0,,21080,12538,-32576
2015-01-09,47050.0,48600.0,534327.0,,-123631,211640,-85238
2015-01-12,48500.0,48850.0,408784.0,,12660,89211,-99895
2015-01-13,48250.0,48600.0,396731.0,,72426,38906,-110935
2015-01-14,48850.0,50100.0,504328.0,,-25201,85905,-65684
2015-01-15,51000.0,50200.0,471881.0,,-39487,113619,-73088
2015-01-16,50200.0,48900.0,332484.0,,72149,29251,-101082
2015-01-19,50600.0,53900.0,1283979.0,,-432199,303664,123705
2015-01-20,53600.0,54500.0,669938.0,,-218698,169364,48306
2015-01-21,53600.0,54800.0,486439.0,,10432,-3354,-7306
2015-01-22,55100.0,56100.0,973450.0,,-144095,214681,-68595
2015-01-23,56700.0,56400.0,752343.0,,-3132,91451,-87011
2015-01-26,55700.0,55000.0,383390.0,,12662,-17441,5006
2015-01-27,55600.0,58200.0,615574.0,,-130112,64004,63049
2015-01-28,58000.0,58200.0,656055.0,,-56921,79193,-23444
2015-01-29,57400.0,58200.0,600250.0,,-59049,5643,51828
2015-01-30,59500.0,60500.0,778834.0,,-242509,148390,95453
2015-02-02,63400.0,60200.0,1507847.0,,123748,-222045,101875
2015-02-03,61700.0,63500.0,1137757.0,,-299748,110332,197075
2015-02-04,65300.0,62900.0,1268010.0,,34582,-89807,56816
2015-02-05,61000.0,62100.0,689464.0,,-64177,-54429,115646
2015-02-06,63400.0,63000.0,735290.0,,-45825,202508,-152422
2015-02-09,62200.0,62800.0,540956.0,,-62257,114061,-50383
2015-02-10,62500.0,62200.0,572873.0,,22777,-78316,54855
2015-02-11,62200.0,62000.0,395946.0,,-29366,38710,-8834
2015-02-12,61500.0,59900.0,870052.0,,95025,-116099,29777
2015-02-13,60900.0,62800.0,542183.0,,-187893,81366,106724
2015-02-16,64000.0,61900.0,313984.0,,67652,-28295,-39182
2015-02-17,61900.0,62800.0,290739.0,,-93838,87348,7490
2015-02-23,63200.0,63000.0,243795.0,,-21917,15928,4085
2015-02-24,62800.0,63200.0,287742.0,,-69767,10910,58473
2015-02-25,63200.0,65300.0,484076.0,,-200432,116314,84218
2015-02-26,65900.0,66400.0,354911.0,,-83151,87321,-368
2015-02-27,65300.0,64800.0,391485.0,,94934,-19171,-76241
2015-03-02,65700.0,67600.0,539836.0,,-199292,54377,144125
2015-03-03,67600.0,68400.0,449536.0,,-93198,48372,45366
2015-03-04,68600.0,64900.0,902088.0,,252079,-288949,36752
2015-03-05,64900.0,67300.0,550798.0,,-118720,16457,94203
2015-03-06,67900.0,68000.0,376766.0,,-55489,4360,50834
2015-03-09,66400.0,67400.0,187124.0,,4908,-8740,3988
2015-03-10,67800.0,65300.0,487743.0,,99977,-86153,-13802
2015-03-11,63600.0,62500.0,692359.0,,156163,-85107,-79269
2015-03-12,62800.0,63000.0,826187.0,,-17504,-219598,236197
2015-03-13,63700.0,61800.0,524785.0,,126097,-151836,28793
2015-03-16,60600.0,58900.0,763321.0,,130752,-113965,-10555
2015-03-17,58800.0,61400.0,501821.0,,-152252,-72910,222249
2015-03-18,60700.0,60600.0,343941.0,,1321,-28540,29082
2015-03-19,63000.0,63000.0,576767.0,,-157116,217519,-62661
2015-03-20,62500.0,63600.0,230403.0,,4784,511,-5723
2015-03-23,64500.0,62600.0,295715.0,,41538,4123,-45696
2015-03-24,63200.0,62200.0,357490.0,,43724,-23076,-20527
2015-03-25,62300.0,60500.0,372749.0,,106651,-63153,-43438
2015-03-26,61300.0,63300.0,567119.0,,-194730,109715,82299
2015-03-27,65000.0,63800.0,433547.0,,-92454,114101,-24487
2015-03-30,62100.0,63100.0,208551.0,,-36976,34666,-57
2015-03-31,63300.0,64300.0,244469.0,,-71845,77701,-3428
2015-04-01,64600.0,66700.0,723260.0,,-246942,339021,-91337
2015-04-02,68000.0,67000.0,602585.0,,-148538,128485,15252
2015-04-03,66500.0,67200.0,538092.0,,-140988,144482,-2856
2015-04-06,65900.0,65600.0,414124.0,,-8941,68958,-49763
2015-04-07,67600.0,66500.0,295432.0,,-97380,83677,14093
2015-04-08,68000.0,72400.0,1541497.0,,-717906,413377,316254
2015-04-09,70900.0,72700.0,503813.0,,-82819,98390,-16200
2015-04-10,73500.0,72700.0,277098.0,,-34447,66625,-31015
2015-04-13,73500.0,73900.0,442468.0,,-58452,14880,43611
2015-04-14,74500.0,72800.0,387667.0,,55526,-17722,-37645
2015-04-15,74000.0,73900.0,304848.0,,-91040,81438,10276
2015-04-16,77600.0,74900.0,825265.0,,30961,-142736,113792
2015-04-17,75600.0,74400.0,346395.0,,18594,-20378,1172
2015-04-20,73500.0,76700.0,425606.0,,-73359,16673,56078
2015-04-21,76500.0,76300.0,293107.0,,-10349,22317,-9703
2015-04-22,76400.0,76500.0,378141.0,,-45278,-21857,67335
2015-04-23,76900.0,78100.0,419727.0,,-57895,23904,36184
2015-04-24,79400.0,76500.0,447968.0,,113654,-21273,-95873
2015-04-27,77500.0,74500.0,755420.0,,65000,-98244,38995
2015-04-28,75500.0,74900.0,578651.0,,-59731,-29696,100325
2015-04-29,75700.0,73700.0,417852.0,,52377,-31756,-21679
2015-04-30,74400.0,73400.0,318859.0,,-5293,-32312,35762
2015-05-04,74200.0,73000.0,204319.0,,18861,-34679,15793
2015-05-06,74000.0,73800.0,283100.0,,-36831,12673,24671
2015-05-07,74500.0,72600.0,277444.0,,24047,13696,-37459
2015-05-08,72500.0,70700.0,396701.0,,71097,-43717,-27813
2015-05-11,71100.0,70700.0,217706.0,,7314,-33737,26550
2015-05-12,71000.0,69200.0,477799.0,,75038,-97523,21944
2015-05-13,70100.0,71200.0,424986.0,,4835,34689,-40903
2015-05-14,71300.0,69500.0,282024.0,,69693,-42520,-26679
2015-05-15,69500.0,66700.0,502354.0,,138582,-80097,-58176
2015-05-18,66700.0,67500.0,235085.0,,-26458,-48747,74305
2015-05-19,67800.0,70000.0,333406.0,,-62701,36149,27587
2015-05-20,69000.0,66900.0,428449.0,,179877,-59779,-118297
2015-05-21,67700.0,65600.0,522021.0,,171640,-123903,-47158
2015-05-22,67000.0,69000.0,512323.0,,-175417,83719,93251
2015-05-26,68800.0,70300.0,415264.0,,-70072,64877,-9841
2015-05-27,68900.0,69200.0,379763.0,,-1873,-31719,35569
2015-05-28,69100.0,67000.0,496817.0,,153086,-90373,-65675
2015-05-29,67000.0,66000.0,458491.0,,86002,-108237,26907
2015-06-01,67700.0,66500.0,395907.0,,-17955,-844,-991
2015-06-02,66300.0,64700.0,506988.0,,55043,-64665,11634
2015-06-03,65600.0,65500.0,293054.0,,-93327,9904,83553
2015-06-04,64500.0,63000.0,565010.0,,260983,-321614,58601
2015-06-05,62800.0,62400.0,377281.0,,38375,-118666,79401
2015-06-08,63200.0,65300.0,444732.0,,-77325,128592,-51472
2015-06-09,64600.0,66600.0,516466.0,,-59891,82530,-26012
2015-06-10,68700.0,66700.0,561216.0,,3054,80167,-85073
2015-06-11,67600.0,66100.0,1349508.0,,101950,-494472,394904
2015-06-12,66100.0,64300.0,480963.0,,103961,-101818,-3262
2015-06-15,64300.0,65200.0,449517.0,,-150072,6223,143233
2015-06-16,66100.0,67900.0,582272.0,,-150110,203571,-53836
2015-06-17,69000.0,69700.0,482495.0,,-114894,145248,-31350
2015-06-18,69600.0,70700.0,505998.0,,-139211,150906,-14422
2015-06-19,72000.0,71300.0,379276.0,,-113351,166677,-54332
2015-06-22,70700.0,70800.0,282380.0,,-57552,60099,-2558
2015-06-23,71100.0,70000.0,278039.0,,60401,-81988,22193
2015-06-24,70500.0,70700.0,364165.0,,-23910,-77820,101700
2015-06-25,70300.0,71900.0,288469.0,,-99328,3247,97588
2015-06-26,71900.0,71200.0,215333.0,,-21563,-514,22057
2015-06-29,68800.0,66100.0,571138.0,,187497,-153561,-33851
2015-06-30,65700.0,67600.0,349870.0,,-55371,-63895,119233
2015-07-01,67800.0,67800.0,241604.0,,-38861,-19228,57809
2015-07-02,67400.0,67800.0,425388.0,,-26836,-155468,182694
2015-07-03,68000.0,66400.0,364940.0,,126573,-192314,65626
2015-07-06,65700.0,62600.0,840686.0,,330849,-443396,114406
2015-07-07,61800.0,63200.0,554431.0,,48732,-176676,125294
2015-07-08,63500.0,60800.0,482431.0,,180083,-137748,-34442
2015-07-09,59900.0,60600.0,468318.0,,83355,-103403,19604
2015-07-10,62000.0,62300.0,449597.0,,-12521,-9597,22138
2015-07-13,62200.0,62900.0,255732.0,,8558,-60949,52301
2015-07-14,63000.0,62200.0,180713.0,,22376,-37780,15454
2015-07-15,62200.0,63800.0,337253.0,,-97227,52013,45074
2015-07-16,63400.0,62200.0,309639.0,,88852,-32775,-56177
2015-07-17,62200.0,62800.0,284977.0,,-32077,-2041,34018
2015-07-20,62300.0,62000.0,162663.0,,37043,-38316,1627
2015-07-21,61400.0,60600.0,413218.0,,182734,-174561,-7761
2015-07-22,60900.0,61300.0,939578.0,,20308,-218756,200383
2015-07-23,61300.0,59600.0,539818.0,,108571,-192702,83439
2015-07-24,59000.0,57800.0,537065.0,,40416,-125498,84367
2015-07-27,57200.0,59500.0,488255.0,,-133646,-32095,166316
2015-07-28,59400.0,59000.0,506624.0,,-47725,24616,23989
2015-07-29,59900.0,59900.0,313664.0,,-28028,-37951,66469
