Symbol,신세계_시가(원),신세계_종가(원),신세계_거래량(주),신세계_PER(IFRS-연결),신세계_순매수수량(개인)(주),신세계_순매수수량(기관계)(주),신세계_순매수수량(외국인계)(주)
2001-10-19,92300.0,93700.0,28930.0,27.51,1360,-15880,14300
2001-10-22,93700.0,92500.0,14150.0,27.16,2740,5540,-8180
2001-10-23,92600.0,92000.0,31413.0,27.01,7470,-740,-7530
2001-10-24,93600.0,92900.0,31655.0,27.27,-3550,-11580,15630
2001-10-25,92800.0,90900.0,44770.0,26.69,20830,-7690,-13420
2001-10-26,90500.0,90000.0,56505.0,26.42,21970,-11650,-10230
2001-10-29,89500.0,89500.0,34160.0,26.27,14627,-2067,-16250
2001-10-30,89000.0,90000.0,40286.0,26.42,2501,-5511,2750
2001-10-31,90000.0,91900.0,20800.0,26.98,-10760,5060,5700
2001-11-01,93000.0,92300.0,67330.0,27.1,-10184,-9130,19314
2001-11-02,92000.0,95800.0,87150.0,28.12,-35380,-12610,48550
2001-11-05,96100.0,96500.0,35750.0,28.33,-7633,-8107,13230
2001-11-06,97000.0,102000.0,132510.0,29.94,-55335,-25255,82490
2001-11-07,102000.0,99900.0,72700.0,29.33,-10831,-21999,33160
2001-11-08,102000.0,100000.0,59583.0,29.36,-5431,-12812,17423
2001-11-09,100000.0,99100.0,41421.0,29.09,350,-1490,1840
2001-11-12,99100.0,101000.0,24030.0,29.65,-2850,-570,1820
2001-11-13,101000.0,95300.0,65933.0,27.98,-4320,-1390,12220
2001-11-14,101000.0,99900.0,76393.0,29.33,-760,-18880,22830
2001-11-15,100000.0,102000.0,41720.0,29.94,-6400,7270,-1630
2001-11-16,100000.0,95700.0,151020.0,28.09,67780,58790,-131390
2001-11-19,95200.0,95500.0,139268.0,28.04,34290,20520,-57070
2001-11-20,96800.0,95100.0,113370.0,27.92,2000,27780,-30870
2001-11-21,94900.0,94900.0,93163.0,27.86,11870,14080,-26000
2001-11-22,96300.0,102000.0,138004.0,29.94,-62850,-9280,75600
2001-11-23,102500.0,101500.0,101510.0,29.8,-5260,-6110,16930
2001-11-26,106000.0,106500.0,93094.0,31.26,-18870,-1300,19750
2001-11-27,108000.0,120000.0,241346.0,35.23,-24253,-7161,32584
2001-11-28,115000.0,107500.0,199335.0,31.56,37858,43452,-87040
2001-11-29,108500.0,107500.0,102954.0,31.56,1674,-16264,14070
2001-11-30,111000.0,113500.0,53942.0,33.32,-5860,1610,480
2001-12-03,114000.0,113500.0,218652.0,33.32,9573,-2323,-11690
2001-12-04,115500.0,107500.0,118285.0,31.56,64185,2525,-73100
2001-12-05,111000.0,109000.0,133765.0,32.0,10810,19520,-31100
2001-12-06,114500.0,113500.0,187752.0,33.32,-28145,-31815,58980
2001-12-07,114000.0,116500.0,103820.0,34.2,-15120,28770,-21620
2001-12-10,116500.0,114000.0,88884.0,33.47,-14429,-3445,21334
2001-12-11,113000.0,111500.0,46910.0,32.73,-1079,-87,-2494
2001-12-12,112500.0,115500.0,61175.0,33.91,-10380,-5280,11210
2001-12-13,117000.0,124000.0,208113.0,36.4,-49813,-24877,78870
2001-12-14,124000.0,127500.0,135782.0,37.43,-46292,-1910,45022
2001-12-17,130500.0,128000.0,79080.0,37.58,-6860,-9670,14010
2001-12-18,131000.0,124500.0,62883.0,36.55,1900,-4320,-2160
2001-12-19,124500.0,130000.0,70226.0,38.16,4414,-8884,3640
2001-12-20,135000.0,133500.0,87440.0,39.19,-5917,-9103,18260
2001-12-21,133500.0,136000.0,79616.0,39.92,-5470,-21170,25770
2001-12-24,134000.0,135500.0,61556.0,39.78,-9090,12380,-3760
2001-12-26,137500.0,135000.0,47242.0,39.63,-6630,-10240,15950
2001-12-27,136000.0,135500.0,50895.0,39.78,-14370,-1720,16160
2001-12-28,138500.0,139000.0,93222.0,40.81,-46240,16840,28000
2002-01-02,145000.0,159500.0,103639.0,17.99,-15010,-16190,30900
2002-01-03,164000.0,156000.0,194962.0,17.59,57032,-6062,-50990
2002-01-04,160000.0,160000.0,66344.0,18.04,-6120,10820,-3720
2002-01-07,160000.0,155500.0,70164.0,17.54,18090,-7370,-10980
2002-01-08,150500.0,153000.0,82824.0,17.25,120,-8897,9387
2002-01-09,149000.0,150500.0,76681.0,16.97,15409,-13212,-3217
2002-01-10,153500.0,142500.0,104359.0,16.07,35088,-11870,-22378
2002-01-11,149000.0,149000.0,59241.0,16.8,560,-6110,5090
2002-01-14,145000.0,150000.0,55610.0,16.92,1420,3930,-2510
2002-01-15,149000.0,145000.0,86640.0,16.35,11760,-3750,-10150
2002-01-16,145000.0,149500.0,115220.0,16.86,-8100,9790,-2330
2002-01-17,145500.0,152500.0,121536.0,17.2,7331,29749,-36510
2002-01-18,152500.0,156000.0,86096.0,17.59,-14180,-7960,22420
2002-01-21,159000.0,163000.0,107339.0,18.38,-33005,10195,22190
2002-01-22,163000.0,162000.0,85618.0,18.27,-10070,5900,3450
2002-01-23,162000.0,167000.0,46519.0,18.83,-6036,12800,-10424
2002-01-24,170000.0,176000.0,155858.0,19.85,-27360,-13950,43850
2002-01-25,180500.0,169500.0,128658.0,19.11,42859,14906,-54105
2002-01-28,171000.0,168500.0,80791.0,19.0,29716,-6671,-23505
2002-01-29,166500.0,169000.0,94480.0,19.06,5565,14710,-22405
2002-01-30,161500.0,166000.0,35370.0,18.72,-3270,11000,-7890
2002-01-31,166000.0,163000.0,46166.0,18.38,12420,-10470,-980
2002-02-01,165000.0,160500.0,122370.0,18.1,18360,800,-20590
2002-02-04,160500.0,161000.0,58100.0,18.16,200,2830,-2550
2002-02-05,160000.0,159500.0,81497.0,17.99,10407,4850,-15037
2002-02-06,155000.0,155000.0,78969.0,17.48,29850,690,-25180
2002-02-07,155000.0,153000.0,59836.0,17.25,-5380,10232,-3772
2002-02-08,154000.0,152000.0,34556.0,17.14,3680,1230,-4770
2002-02-14,155500.0,174000.0,134281.0,19.62,-55930,-2340,58560
2002-02-15,170000.0,165000.0,78162.0,18.61,18455,1851,-22386
2002-02-18,165000.0,163000.0,59070.0,18.38,2770,10100,-18120
2002-02-19,163000.0,162500.0,67166.0,18.33,7630,-190,-9820
2002-02-20,160000.0,158500.0,75770.0,17.87,17056,21950,-42316
2002-02-21,162000.0,164000.0,59715.0,18.49,-9420,15730,-6640
2002-02-22,159500.0,166000.0,69024.0,18.72,-22260,2510,20230
2002-02-25,170000.0,167000.0,81391.0,18.83,-15140,4570,9760
2002-02-26,169000.0,165000.0,58312.0,18.61,-3430,16050,-13040
2002-02-27,167000.0,171000.0,92805.0,19.28,-46025,48315,-2980
2002-02-28,175000.0,183000.0,183880.0,20.64,-51340,8640,44600
2002-03-04,183000.0,182500.0,70900.0,20.58,-3860,14240,-10280
2002-03-05,185000.0,180000.0,58720.0,20.3,-6160,-12270,18980
2002-03-06,183000.0,177000.0,39405.0,19.96,7187,6783,-14390
2002-03-07,171000.0,176500.0,87135.0,19.9,11113,-5413,-5860
2002-03-08,177500.0,179000.0,81930.0,20.19,-1067,5447,-4700
2002-03-11,180000.0,180000.0,39530.0,20.3,-6610,10620,-5380
2002-03-12,184000.0,199000.0,110163.0,22.44,-33870,10560,20030
2002-03-13,199000.0,205000.0,98985.0,23.12,-7780,7520,-950
2002-03-14,205000.0,215000.0,94125.0,24.25,-1393,14183,-14370
2002-03-15,212000.0,214000.0,147653.0,24.13,16061,18589,-44120
2002-03-18,219000.0,222000.0,90088.0,25.04,-9645,-2370,11945
2002-03-19,225000.0,225000.0,136986.0,25.37,-667,18637,-19480
2002-03-20,220000.0,210000.0,112614.0,23.68,39710,5720,-45910
2002-03-21,206000.0,204500.0,96085.0,23.06,8167,9633,-16010
2002-03-22,204500.0,211000.0,106904.0,23.79,-11180,-9650,22910
2002-03-25,210000.0,197000.0,58797.0,22.22,8682,1068,-10300
2002-03-26,198000.0,198500.0,110265.0,22.39,9020,12762,-23132
2002-03-27,198500.0,203000.0,103070.0,22.89,-11133,-5067,15150
2002-03-28,211000.0,209000.0,53940.0,23.57,-10551,-11459,22080
2002-03-29,215000.0,213000.0,30378.0,24.02,-10857,10997,-910
2002-04-01,213000.0,208000.0,51575.0,23.46,-550,-20250,20300
2002-04-02,210000.0,220000.0,72600.0,24.81,-14473,10103,2190
2002-04-03,220000.0,220000.0,56733.0,24.81,3821,-12361,8110
2002-04-04,215000.0,214000.0,80022.0,24.13,-184,12254,-17010
2002-04-08,210000.0,208000.0,78432.0,23.46,6601,-9221,2500
2002-04-09,208000.0,210000.0,36440.0,23.68,-4156,-904,5150
2002-04-10,207500.0,202000.0,51920.0,22.78,3250,-10230,6100
2002-04-11,201000.0,197000.0,99352.0,22.22,24381,-15684,-9087
2002-04-12,196000.0,198500.0,71393.0,22.39,9362,8318,-18660
2002-04-15,198500.0,202000.0,49411.0,22.78,-3870,8750,-6770
2002-04-16,204000.0,207000.0,154961.0,23.34,-12781,19656,-6635
2002-04-17,212000.0,218000.0,139993.0,24.58,-21558,-11727,34235
2002-04-18,218000.0,230000.0,87806.0,25.94,-29210,-5740,35910
2002-04-19,235000.0,245000.0,158535.0,27.63,-23335,-9760,33485
2002-04-22,240000.0,227000.0,148874.0,25.6,19951,28379,-48120
2002-04-23,230000.0,223000.0,59542.0,25.15,13039,-4814,-11345
2002-04-24,225000.0,216000.0,63873.0,24.36,14210,2880,-21670
2002-04-25,213000.0,209500.0,57923.0,23.63,9000,9370,-21320
2002-04-26,218000.0,228500.0,86130.0,25.77,-13561,-1009,13540
2002-04-29,227000.0,209500.0,101704.0,23.63,18630,2480,-22190
2002-04-30,209000.0,214500.0,55226.0,24.19,-429,10379,-10090
2002-05-02,215000.0,214000.0,93330.0,24.13,27070,390,-28130
2002-05-03,209000.0,214000.0,49630.0,24.13,860,-2980,-360
2002-05-06,207500.0,209500.0,45790.0,23.63,-3010,-2520,4260
2002-05-07,201000.0,204000.0,58290.0,23.01,235,22765,-25680
2002-05-08,206000.0,217000.0,101132.0,24.47,-9950,-4540,15650
2002-05-09,217000.0,205500.0,154565.0,23.17,49830,-1850,-49660
2002-05-10,205000.0,190000.0,187230.0,21.43,61470,25020,-88840
2002-05-13,192000.0,191000.0,140552.0,21.54,-17580,-10,14080
2002-05-14,191000.0,193000.0,83585.0,21.76,-8596,-8394,8104
2002-05-15,193000.0,195000.0,94733.0,21.99,13184,24690,-39240
2002-05-16,195000.0,198500.0,76325.0,22.39,-1160,5740,-5960
2002-05-17,195500.0,198000.0,143516.0,22.33,8540,31230,-42700
2002-05-20,200000.0,194000.0,73992.0,21.88,11010,-13894,2414
2002-05-21,193500.0,193500.0,45276.0,21.82,-7070,-2410,9670
2002-05-22,190500.0,195500.0,65724.0,22.05,-538,17500,-18782
2002-05-23,195000.0,190000.0,71829.0,21.43,16780,-1810,-13840
2002-05-24,191000.0,197500.0,81059.0,22.27,-29970,17540,12340
2002-05-27,200000.0,200500.0,67868.0,22.61,-17850,-21930,39820
2002-05-28,200000.0,201000.0,30550.0,22.67,-14840,5940,8800
2002-05-29,200000.0,192000.0,71085.0,21.65,12290,-1870,-10030
2002-05-30,192000.0,187000.0,63954.0,21.09,8840,13040,-21980
2002-05-31,187000.0,179000.0,107592.0,20.19,15906,-5990,-17356
2002-06-03,182500.0,183000.0,63174.0,20.64,-10921,-5329,16620
2002-06-04,176500.0,184000.0,58690.0,20.75,-1135,3670,-2655
2002-06-05,185000.0,189000.0,51271.0,21.31,-8380,-2250,10000
2002-06-07,187000.0,193000.0,80770.0,21.76,-12860,-17060,29970
2002-06-10,193000.0,195000.0,41460.0,21.99,-7889,10669,-7980
2002-06-11,197000.0,195000.0,67960.0,21.99,1440,2270,-4150
2002-06-12,196000.0,196500.0,112656.0,22.16,-7069,2609,3280
2002-06-14,195000.0,195000.0,175154.0,21.99,-5490,-6040,10190
2002-06-17,195000.0,186500.0,62020.0,21.03,14780,2060,-17520
2002-06-18,190000.0,185000.0,64490.0,20.86,-6920,-1770,8520
2002-06-19,186000.0,185000.0,86331.0,20.86,2900,-18090,13860
2002-06-20,183000.0,188000.0,60250.0,21.2,-7061,8440,-1809
2002-06-21,186000.0,197000.0,149495.0,22.22,-26390,-22360,41660
2002-06-24,197000.0,209000.0,144961.0,23.57,-42800,7010,32410
2002-06-25,212000.0,205000.0,43400.0,23.12,-12120,5050,5050
2002-06-26,203000.0,186500.0,89039.0,21.03,3714,-4304,1580
2002-06-27,196000.0,198000.0,58232.0,22.33,-12631,-11459,23940
2002-06-28,201000.0,204000.0,54384.0,23.01,-3023,-7890,9493
2002-07-02,202000.0,210000.0,82764.0,23.68,-10540,-8320,21020
2002-07-03,208000.0,216000.0,103230.0,24.36,-11599,10289,1280
2002-07-04,215000.0,211500.0,43693.0,23.85,7753,-6030,-1923
2002-07-05,212000.0,219000.0,91710.0,24.7,-17130,380,17120
2002-07-08,227000.0,225000.0,79206.0,25.37,-7820,-22530,31080
2002-07-09,225000.0,225500.0,68184.0,25.43,2811,19335,-20986
2002-07-10,226000.0,226500.0,48950.0,25.54,-6520,-10060,19710
2002-07-11,220000.0,213000.0,80901.0,24.02,10570,-11610,610
2002-07-12,219500.0,234000.0,50010.0,26.39,-22350,12890,10100
2002-07-15,238000.0,229000.0,51480.0,25.82,410,11900,-12950
2002-07-16,229500.0,220000.0,40262.0,24.81,12112,-890,-12432
2002-07-18,221000.0,222000.0,54644.0,25.04,3470,8655,-12325
2002-07-19,216500.0,219500.0,59536.0,24.75,4420,-8330,3960
2002-07-22,205000.0,208000.0,28822.0,23.46,-593,5073,-4610
2002-07-23,211000.0,214000.0,63022.0,24.13,-340,9670,-12680
2002-07-24,215000.0,210500.0,32838.0,23.74,2718,-392,-2476
2002-07-25,216000.0,204000.0,50118.0,23.01,15620,15690,-31360
2002-07-26,201000.0,201000.0,46650.0,22.67,-2250,6210,-4050
2002-07-29,201000.0,189500.0,93578.0,21.37,26942,15480,-41452
2002-07-30,197000.0,194500.0,80731.0,21.93,-1442,5312,-6340
2002-07-31,194500.0,193000.0,80808.0,21.76,3630,550,-4880
2002-08-01,190500.0,188000.0,102140.0,21.2,25735,11550,-36235
2002-08-02,184000.0,187000.0,100890.0,21.09,9962,32640,-44162
2002-08-05,187000.0,185500.0,69110.0,20.92,-9110,4430,6000
2002-08-06,176000.0,172000.0,163271.0,19.4,32446,58510,-91136
2002-08-07,174000.0,176500.0,100541.0,19.9,-1300,-2620,3460
2002-08-08,182500.0,178500.0,67744.0,20.13,6750,-21630,15450
2002-08-09,183500.0,185500.0,94270.0,20.92,-16660,-830,17440
2002-08-12,185500.0,184500.0,71250.0,20.81,2960,8440,-12500
2002-08-13,184000.0,190500.0,40445.0,21.48,-9090,-3190,11580
2002-08-14,191000.0,197000.0,74411.0,22.22,-20970,-7270,28840
2002-08-16,202000.0,201000.0,89540.0,22.67,-24260,-2210,26200
2002-08-19,199000.0,196000.0,32533.0,22.1,1153,-623,-780
2002-08-20,196000.0,198000.0,57310.0,22.33,-5942,252,5800
2002-08-21,198500.0,197000.0,86333.0,22.22,1585,12735,-13780
2002-08-22,197000.0,200000.0,66820.0,22.55,180,11400,-11720
2002-08-23,200000.0,202000.0,58503.0,22.78,-4980,10430,-5800
2002-08-26,200000.0,200000.0,33322.0,22.55,-5013,9450,-5117
2002-08-27,200000.0,201000.0,97812.0,22.67,18394,-3220,-14744
2002-08-28,200000.0,202000.0,65204.0,22.78,4981,6535,-11396
2002-08-29,200000.0,196000.0,37465.0,22.1,576,5690,-9386
2002-08-30,198500.0,205000.0,81940.0,23.12,-12395,-1325,14880
2002-09-02,211500.0,208000.0,67554.0,23.46,-20202,-10868,30850
2002-09-03,213000.0,216000.0,115340.0,24.36,-18548,-57464,78260
2002-09-04,212000.0,216000.0,79280.0,24.36,-2940,-23000,24630
2002-09-05,216000.0,215500.0,79390.0,24.3,1810,3690,-5100
2002-09-06,210000.0,208000.0,36962.0,23.46,1948,-7600,5582
2002-09-09,211000.0,197000.0,22799.0,22.22,-1170,4210,-3040
2002-09-10,198000.0,201000.0,56540.0,22.67,5900,9110,-14310
2002-09-11,202000.0,204500.0,49231.0,23.06,-2360,16830,-16040
2002-09-12,204500.0,210000.0,72841.0,23.68,-5870,4540,750
2002-09-13,205500.0,200500.0,58095.0,22.61,14225,2120,-16245
2002-09-16,202500.0,203500.0,91980.0,22.95,3410,-6920,3550
2002-09-17,208500.0,210000.0,58991.0,23.68,-11700,-1400,12360
2002-09-18,203000.0,202500.0,70970.0,22.84,18191,-15161,-2230
2002-09-19,200500.0,201000.0,40420.0,22.67,1940,120,-3530
2002-09-23,200000.0,185000.0,125380.0,20.86,44570,16230,-59670
2002-09-24,179000.0,179000.0,128169.0,20.19,37810,14774,-55844
2002-09-25,174000.0,171500.0,157598.0,19.34,16554,12710,-31544
2002-09-26,174500.0,172500.0,137548.0,19.45,-7090,-1580,9210
2002-09-27,171000.0,181000.0,107740.0,20.41,-19328,3728,16480
2002-09-30,175000.0,185000.0,78870.0,20.86,3866,5320,-9706
2002-10-01,180000.0,182500.0,29130.0,20.58,-2330,11820,-9530
2002-10-02,185500.0,182500.0,54930.0,20.58,13560,-2840,-6560
2002-10-04,176000.0,179500.0,66495.0,20.24,-32,7922,-8370
2002-10-07,175500.0,169000.0,71750.0,19.06,37823,-17563,-19670
2002-10-08,166000.0,164500.0,89610.0,18.55,20830,8330,-28280
2002-10-09,165000.0,146500.0,154059.0,16.52,33346,-28212,-2044
2002-10-10,139000.0,147000.0,201813.0,16.58,-17750,-20640,44840
2002-10-11,152000.0,154000.0,94172.0,17.37,-13280,-1250,17670
2002-10-14,155500.0,158000.0,69458.0,17.82,-5490,3880,1100
2002-10-15,159000.0,162500.0,53709.0,18.33,-7245,2945,-2260
2002-10-16,165000.0,170000.0,94932.0,19.17,-25286,-11990,28590
2002-10-17,168000.0,175500.0,67130.0,19.79,-33620,5170,8990
2002-10-18,180000.0,184500.0,119409.0,20.81,-32195,2745,26030
2002-10-21,186000.0,180000.0,36286.0,20.3,-3803,-347,3580
2002-10-22,183000.0,179000.0,31580.0,20.19,-1590,6220,-7190
2002-10-23,176000.0,178500.0,78270.0,20.13,9967,18210,-36567
2002-10-24,178500.0,169500.0,103920.0,19.11,29570,-2380,-43800
2002-10-25,165000.0,173000.0,64010.0,19.51,-4420,6450,-6610
2002-10-28,170500.0,170500.0,165483.0,19.23,55873,-1563,-61990
2002-10-29,168500.0,168500.0,141461.0,19.0,22690,26260,-47010
2002-10-30,167000.0,166500.0,76012.0,18.78,1790,-3300,-140
2002-10-31,166500.0,164500.0,111501.0,18.55,12529,5786,-27325
2002-11-01,162000.0,157000.0,106510.0,17.71,23770,9160,-35920
2002-11-04,160000.0,158000.0,93303.0,17.82,13690,6920,-24390
2002-11-05,160000.0,160000.0,113824.0,18.04,18474,-11334,-2470
2002-11-06,163000.0,170000.0,156127.0,19.17,-25470,10350,19080
2002-11-07,168000.0,168500.0,90196.0,19.0,-13770,8990,6180
2002-11-08,166000.0,165000.0,64350.0,18.61,780,-1770,2630
2002-11-11,167000.0,160500.0,83077.0,18.1,21200,-3380,-22680
2002-11-12,159000.0,162500.0,46381.0,18.33,-16078,16330,-222
2002-11-13,164000.0,164500.0,72210.0,18.55,-15248,-12548,26296
2002-11-14,164500.0,162000.0,80812.0,18.27,3348,3040,-6208
2002-11-15,165000.0,163500.0,49157.0,18.44,-4727,5149,-482
2002-11-18,163500.0,162500.0,87963.0,18.33,-6883,3830,2123
2002-11-19,164500.0,169000.0,62640.0,19.06,-18020,5880,12590
2002-11-20,171000.0,175000.0,116230.0,19.73,-42780,490,47020
2002-11-21,177000.0,177500.0,73739.0,20.02,-26619,9119,27660
2002-11-22,180000.0,178500.0,103410.0,20.13,-25830,-10470,45880
2002-11-25,175500.0,182500.0,50140.0,20.58,-14910,-4320,22940
2002-11-26,182500.0,184500.0,75586.0,20.81,-8715,-22865,34780
2002-11-27,180500.0,183500.0,47310.0,20.69,-5670,-10,5260
2002-11-28,186000.0,190000.0,73105.0,21.43,-13934,-8876,29590
2002-11-29,193000.0,193000.0,44840.0,21.76,-9520,-6280,20600
2002-12-02,196500.0,189000.0,41439.0,21.31,5979,-4559,3880
2002-12-03,187000.0,183500.0,98246.0,20.69,38426,-13986,-31170
2002-12-04,180000.0,178000.0,96326.0,20.07,20550,24110,-47310
2002-12-05,179500.0,183000.0,52999.0,20.64,-12650,8830,6940
2002-12-06,181500.0,185000.0,41845.0,20.86,-15030,-8100,23610
2002-12-09,185500.0,185000.0,66950.0,20.86,-10760,-4510,17330
2002-12-10,179000.0,181000.0,47520.0,20.41,1934,6226,-8330
2002-12-11,182000.0,177000.0,63938.0,19.96,-2783,-15710,19713
2002-12-12,177000.0,180000.0,119492.0,20.3,8631,-13900,4779
2002-12-13,180000.0,173500.0,93634.0,19.57,28524,-15104,-15230
2002-12-16,170500.0,165500.0,110081.0,18.66,35029,-3014,-33745
2002-12-17,166500.0,166500.0,73939.0,18.78,7084,2376,-9400
2002-12-18,163000.0,170000.0,65560.0,19.17,-12960,22300,-9780
2002-12-20,167500.0,168500.0,64560.0,19.0,-2302,8092,-5190
2002-12-23,168500.0,163000.0,82510.0,18.38,20820,10330,-35470
2002-12-24,161500.0,159500.0,60561.0,17.99,5495,18185,-27890
2002-12-26,155500.0,157500.0,55645.0,17.76,-3720,-12750,17010
2002-12-27,152500.0,154000.0,48613.0,17.37,2050,-3600,12500
2002-12-30,152000.0,149500.0,114740.0,16.86,-510,1300,410
2003-01-02,147000.0,149500.0,81368.0,12.36,17910,8270,-25170
2003-01-03,158000.0,156000.0,121761.0,12.9,15880,-20720,13800
2003-01-06,160000.0,159000.0,60871.0,13.14,-1030,-7300,8830
2003-01-07,162500.0,155500.0,86901.0,12.86,114,-17830,19996
2003-01-08,155500.0,153500.0,52927.0,12.69,7077,3654,-12551
2003-01-09,151500.0,146500.0,128030.0,12.11,27960,-14240,-14360
2003-01-10,152000.0,149500.0,150231.0,12.36,-19150,-50,20980
2003-01-13,148500.0,154000.0,38667.0,12.73,-7580,10850,-3500
2003-01-14,152500.0,160000.0,89724.0,13.23,-24260,-1210,30050
2003-01-15,164000.0,166000.0,114302.0,13.72,-22080,-33550,64080
2003-01-16,166000.0,168000.0,75329.0,13.89,-22368,4388,14850
2003-01-17,168000.0,172000.0,106582.0,14.22,-35831,-8669,48400
2003-01-20,172500.0,175500.0,72537.0,14.51,-19440,-18527,43557
2003-01-21,175000.0,169500.0,58412.0,14.01,-8680,-15220,25750
2003-01-22,165000.0,159000.0,86050.0,13.14,7270,-16640,9800
2003-01-23,156000.0,158000.0,124973.0,13.06,12850,23600,-46410
2003-01-24,157000.0,156500.0,104306.0,12.94,-3157,1497,1550
2003-01-27,151500.0,156500.0,36785.0,12.94,-4561,-1804,5795
2003-01-28,155000.0,157000.0,19018.0,12.98,-2977,907,1990
2003-01-29,159500.0,158000.0,54157.0,13.06,-922,-9308,12730
2003-01-30,158000.0,165000.0,48551.0,13.64,-9990,-8100,15300
2003-02-03,168000.0,167000.0,36477.0,13.81,-4380,4140,-5790
2003-02-04,168000.0,164000.0,128025.0,13.56,580,18840,-25920
2003-02-05,161000.0,163000.0,65591.0,13.48,-139,17960,-21611
2003-02-06,161000.0,157000.0,55444.0,12.98,4804,9116,-17360
2003-02-07,155500.0,157000.0,87620.0,12.98,5930,-1800,-10950
2003-02-10,156000.0,155500.0,50341.0,12.86,4120,18270,-26390
2003-02-11,155000.0,153000.0,71897.0,12.65,13833,-6940,-12163
2003-02-12,152500.0,157000.0,88460.0,12.98,-8590,-11630,24220
2003-02-13,159500.0,157500.0,50255.0,13.02,-3270,5940,-3590
2003-02-14,157500.0,157500.0,25320.0,13.02,-3970,7980,-3820
2003-02-17,161500.0,164000.0,78505.0,13.56,-9409,-21203,35712
2003-02-18,166000.0,169500.0,108929.0,14.01,-20079,-2671,37200
