Symbol,농심_시가(원),농심_종가(원),농심_거래량(주),농심_PER(IFRS-연결),농심_순매수수량(개인)(주),농심_순매수수량(기관계)(주),농심_순매수수량(외국인계)(주)
2001-10-29,58500.0,58000.0,56910.0,7.02,2080,29200,-35040
2001-10-30,57500.0,58100.0,14760.0,7.03,1470,690,-3040
2001-10-31,57800.0,58500.0,33980.0,7.08,-1540,-100,640
2001-11-01,58100.0,58800.0,11420.0,7.12,480,-3740,3100
2001-11-02,59400.0,59600.0,20760.0,7.22,-5470,1640,3850
2001-11-05,59500.0,59800.0,16810.0,7.24,-1040,-3430,0
2001-11-06,61000.0,59800.0,42925.0,7.24,-1320,-18430,16140
2001-11-07,59800.0,58500.0,58720.0,7.08,8770,-7540,-2350
2001-11-08,58500.0,58200.0,62640.0,7.05,7560,-5470,-2610
2001-11-09,58300.0,57300.0,82420.0,6.94,6560,-6483,-2627
2001-11-12,57400.0,57400.0,33150.0,6.95,7320,-450,-3140
2001-11-13,57000.0,56000.0,66945.0,6.78,13845,16695,-31840
2001-11-14,56100.0,55800.0,123830.0,6.76,37840,35320,-77210
2001-11-15,56000.0,56300.0,88565.0,6.82,34000,12510,-49440
2001-11-16,57000.0,58000.0,84730.0,7.02,-10650,-5290,20030
2001-11-19,58000.0,59900.0,125460.0,7.25,-3870,6770,90
2001-11-20,60000.0,59500.0,86770.0,7.2,-8520,13860,1000
2001-11-21,58600.0,60000.0,57100.0,7.26,5240,-9950,2280
2001-11-22,60500.0,61700.0,97110.0,7.47,6540,-15460,2020
2001-11-23,62200.0,61800.0,85157.0,7.48,-7553,5083,60
2001-11-26,62900.0,63300.0,137772.0,7.66,530,-18940,18900
2001-11-27,63000.0,63300.0,60997.0,7.66,-9911,8821,2730
2001-11-28,63300.0,60700.0,77430.0,7.35,-3600,-7640,14400
2001-11-29,60100.0,61300.0,35213.0,7.42,55,95,-910
2001-11-30,63900.0,62000.0,66690.0,7.51,8350,1040,-9340
2001-12-03,62200.0,64900.0,121280.0,7.86,22110,-26310,3440
2001-12-04,65500.0,64000.0,59910.0,7.75,4970,-5580,-5200
2001-12-05,64500.0,64300.0,74164.0,7.79,3040,-6920,1770
2001-12-06,64300.0,62500.0,105590.0,7.57,21570,-26040,-190
2001-12-07,62900.0,63000.0,77720.0,7.63,-1950,-7800,5920
2001-12-10,63000.0,62100.0,78650.0,7.52,2400,9450,-14630
2001-12-11,60200.0,62500.0,70370.0,7.57,10190,7300,-24240
2001-12-12,63400.0,67400.0,143920.0,8.16,-33240,16290,9750
2001-12-13,67600.0,67400.0,154980.0,8.16,15480,8060,-27240
2001-12-14,67400.0,70000.0,158130.0,8.48,-9570,13480,5260
2001-12-17,71300.0,72500.0,237710.0,8.78,29640,-9030,-8520
2001-12-18,73600.0,72000.0,229040.0,8.72,20950,-1120,-21120
2001-12-19,72500.0,73900.0,204740.0,8.95,25080,1160,-24700
2001-12-20,74900.0,73000.0,148365.0,8.84,-17870,-16200,15980
2001-12-21,73100.0,71000.0,86580.0,8.6,-11030,6330,0
2001-12-24,71000.0,71100.0,80996.0,8.61,-24750,26630,-9280
2001-12-26,70800.0,70700.0,72134.0,8.56,7344,-5674,-5600
2001-12-27,69700.0,71000.0,68250.0,8.6,1480,-2980,-910
2001-12-28,70100.0,72100.0,108341.0,8.73,4630,28380,-32690
2002-01-02,73500.0,76200.0,120919.0,18.45,2446,2024,-3430
2002-01-03,77000.0,77700.0,107549.0,18.81,-14215,7735,5190
2002-01-04,78900.0,76400.0,104351.0,18.5,11201,-12730,-6930
2002-01-07,77200.0,76000.0,63537.0,18.4,-12951,7130,4540
2002-01-08,75000.0,75100.0,56022.0,18.18,-4880,12300,-5220
2002-01-09,74100.0,76000.0,46172.0,18.4,-7837,2717,4130
2002-01-10,75100.0,74000.0,66196.0,17.91,7930,8250,-15270
2002-01-11,74700.0,74000.0,34745.0,17.91,-8470,3960,8810
2002-01-14,74000.0,74300.0,28640.0,17.99,1710,-1720,-400
2002-01-15,74500.0,72500.0,33300.0,17.55,1240,-3550,-410
2002-01-16,72500.0,72500.0,42040.0,17.55,-720,930,2800
2002-01-17,72500.0,72300.0,53110.0,17.5,11710,11640,-24670
2002-01-18,73800.0,75000.0,72703.0,18.16,-4590,4820,-60
2002-01-21,75900.0,75300.0,31481.0,18.23,-8790,10190,-2530
2002-01-22,75800.0,78000.0,84897.0,18.88,-10480,-1720,8540
2002-01-23,79500.0,81000.0,120649.0,19.61,-17104,15054,40
2002-01-24,83000.0,81000.0,76396.0,19.61,-20846,9676,12860
2002-01-25,81000.0,80000.0,110442.0,19.37,-13440,16600,-28330
2002-01-28,80000.0,80000.0,69710.0,19.37,25030,-9970,-19210
2002-01-29,80000.0,78500.0,63931.0,19.0,17460,-1700,-17240
2002-01-30,77000.0,76500.0,67150.0,18.52,18890,11930,-30070
2002-01-31,77200.0,80800.0,82110.0,19.56,-10443,-7947,14380
2002-02-01,80800.0,80600.0,74571.0,19.51,-20090,9120,-17580
2002-02-04,80500.0,79600.0,35920.0,19.27,-11390,-420,8250
2002-02-05,78800.0,79600.0,21310.0,19.27,-9810,9910,0
2002-02-06,79600.0,79200.0,36981.0,19.17,-9410,-2840,12700
2002-02-07,78700.0,80100.0,83216.0,19.39,-8804,-3076,9640
2002-02-08,80500.0,79500.0,56660.0,19.25,-5860,23870,-16880
2002-02-14,79600.0,81500.0,48808.0,19.73,-6750,4520,3610
2002-02-15,81000.0,81500.0,76134.0,19.73,16064,-15204,0
2002-02-18,82000.0,80500.0,57066.0,19.49,20936,-20116,10
2002-02-19,80500.0,78600.0,44387.0,19.03,4327,-5217,200
2002-02-20,78600.0,78900.0,37830.0,19.1,-7010,9100,710
2002-02-21,79000.0,78200.0,33038.0,18.93,-3410,5490,-2800
2002-02-22,78900.0,79500.0,39240.0,19.25,-10930,17930,190
2002-02-25,79700.0,80300.0,27802.0,19.44,-9570,16030,-6870
2002-02-26,80500.0,79800.0,49038.0,19.32,-7830,9440,-1990
2002-02-27,79900.0,80800.0,35521.0,19.56,-8200,7290,120
2002-02-28,81800.0,80000.0,42889.0,19.37,-1450,-1120,7500
2002-03-04,80400.0,81500.0,64880.0,19.73,-8380,20810,-12350
2002-03-05,81700.0,81000.0,79085.0,19.61,23350,6580,-31230
2002-03-06,82000.0,81400.0,59830.0,19.71,-3790,27250,-23730
2002-03-07,82000.0,83000.0,71205.0,20.09,-11480,-8520,8780
2002-03-08,83000.0,86800.0,111230.0,21.01,900,13790,20
2002-03-11,86800.0,85500.0,61435.0,20.7,5050,12760,-14440
2002-03-12,85000.0,89200.0,91090.0,21.59,-9950,6350,4450
2002-03-13,86000.0,89400.0,45820.0,21.64,-11820,12840,-2120
2002-03-14,89400.0,91000.0,67530.0,22.03,-11480,8770,3370
2002-03-15,91500.0,99600.0,123003.0,24.11,-33749,-4121,31100
2002-03-18,101500.0,99200.0,64700.0,24.01,-3535,-6415,70
2002-03-19,99200.0,103000.0,64470.0,24.93,850,-8650,-230
2002-03-20,103000.0,99000.0,86575.0,23.97,2465,5535,-5000
2002-03-21,98000.0,97000.0,36360.0,23.48,-7810,6850,70
2002-03-22,95100.0,94500.0,54540.0,22.88,11550,-1750,-10500
2002-03-25,94400.0,91500.0,62255.0,22.15,12762,-2652,-9830
2002-03-26,91200.0,94000.0,76419.0,22.76,-7898,-5432,12260
2002-03-27,94200.0,95000.0,51577.0,23.0,2355,620,-2715
2002-03-28,96400.0,95000.0,53675.0,23.0,10890,-29670,19150
2002-03-29,96400.0,94000.0,53118.0,22.76,-1352,7322,-500
2002-04-01,94100.0,93900.0,74080.0,22.73,-3980,16160,0
2002-04-02,91000.0,94600.0,32190.0,22.9,3120,-6940,3150
2002-04-03,95000.0,96300.0,120214.0,23.31,21580,-40560,60220
2002-04-04,98100.0,97400.0,40911.0,23.58,1600,-3640,1440
2002-04-08,95900.0,95000.0,37627.0,23.0,1610,-10930,8390
2002-04-09,95000.0,95000.0,44720.0,23.0,-1430,-1940,5210
2002-04-10,95000.0,92500.0,57820.0,22.39,-17212,1262,13950
2002-04-11,92500.0,92300.0,78854.0,22.34,2670,-26060,20640
2002-04-12,92300.0,94100.0,37350.0,22.78,-4960,14600,-9310
2002-04-15,95000.0,97700.0,30873.0,23.65,-7039,-931,7250
2002-04-16,99000.0,98300.0,27160.0,23.8,-10660,9300,560
2002-04-17,98700.0,98000.0,38943.0,23.72,-540,-7280,8890
2002-04-18,99400.0,98000.0,33850.0,23.72,10380,-10640,1280
2002-04-19,98000.0,96000.0,20820.0,23.24,430,-1400,800
2002-04-22,95000.0,95000.0,42022.0,23.0,-7130,6220,630
2002-04-23,92000.0,94000.0,31813.0,22.76,-990,910,0
2002-04-24,92500.0,94000.0,23190.0,22.76,-8890,9620,0
2002-04-25,95200.0,94000.0,30511.0,22.76,-7540,5610,1570
2002-04-26,94500.0,94000.0,21472.0,22.76,-6130,7050,710
2002-04-29,93000.0,91000.0,21960.0,22.03,-3829,2509,970
2002-04-30,90500.0,91000.0,22739.0,22.03,-1681,1231,0
2002-05-02,93800.0,92400.0,20790.0,22.37,8140,-8480,370
2002-05-03,91500.0,91100.0,20581.0,22.05,2961,-1521,0
2002-05-06,91600.0,92300.0,12022.0,22.34,-5222,4922,0
2002-05-07,91300.0,91900.0,10910.0,22.25,-3380,4430,0
2002-05-08,92000.0,94200.0,16750.0,22.8,-8310,4000,0
2002-05-09,95000.0,92700.0,46460.0,22.44,4000,-3830,-1650
2002-05-10,92700.0,92300.0,25290.0,22.34,2830,900,-5170
2002-05-13,90800.0,91800.0,13111.0,22.22,-730,3370,-2580
2002-05-14,87200.0,91000.0,20495.0,22.03,-3396,1126,-1246
2002-05-15,91100.0,91900.0,31706.0,22.25,-1440,2310,-1270
2002-05-16,92500.0,92000.0,22351.0,22.27,-2700,1860,410
2002-05-17,91200.0,91500.0,72361.0,22.15,22371,-3911,3210
2002-05-20,91100.0,90700.0,38291.0,21.96,2419,-21239,19010
2002-05-21,91600.0,89500.0,23860.0,21.67,-1920,-2700,4770
2002-05-22,89500.0,91700.0,20042.0,22.2,-8410,6640,700
2002-05-23,90600.0,91000.0,31571.0,22.03,-480,1510,0
2002-05-24,91000.0,90800.0,32228.0,21.98,-1266,-2314,3460
2002-05-27,90000.0,90000.0,17845.0,21.79,-660,630,0
2002-05-28,90700.0,90000.0,22810.0,21.79,-750,930,-10
2002-05-29,88500.0,89000.0,28720.0,21.55,-1269,2259,-760
2002-05-30,88800.0,89000.0,9170.0,21.55,-5670,5550,210
2002-05-31,89000.0,89000.0,15585.0,21.55,-5480,470,5070
2002-06-03,89000.0,88500.0,17090.0,21.42,2240,920,-620
2002-06-04,88500.0,89000.0,13640.0,21.55,-5080,-3320,8540
2002-06-05,88500.0,87900.0,11810.0,21.28,2580,-2380,340
2002-06-07,86200.0,85300.0,22610.0,20.65,4880,-6310,1110
2002-06-10,85500.0,85500.0,8949.0,20.7,-5091,5071,20
2002-06-11,85500.0,85600.0,20390.0,20.72,4160,-4580,1620
2002-06-12,85000.0,84000.0,48719.0,20.33,17790,2430,-16980
2002-06-14,83500.0,82800.0,13820.0,20.04,1880,-380,-1750
2002-06-17,82000.0,79600.0,22030.0,19.27,8860,-3320,-5480
2002-06-18,79500.0,78000.0,56206.0,18.88,12590,-250,-11890
2002-06-19,79000.0,76600.0,39490.0,18.54,-6820,6090,-750
2002-06-20,65500.0,76300.0,32990.0,18.47,-1215,-85,-3450
2002-06-21,76300.0,76300.0,24500.0,18.47,1735,5485,280
2002-06-24,76400.0,77000.0,23490.0,18.64,1540,-160,-100
2002-06-25,77800.0,78000.0,31470.0,18.88,-6900,9320,-4100
2002-06-26,77000.0,70000.0,27840.0,16.95,2240,-4200,1990
2002-06-27,71900.0,71000.0,41310.0,17.19,4320,-10020,3310
2002-06-28,72000.0,75500.0,21010.0,18.28,-6730,3850,1740
2002-07-02,75000.0,79000.0,25940.0,19.12,-4850,11970,-7130
2002-07-03,79000.0,80800.0,34140.0,19.56,-11080,4690,6270
2002-07-04,82300.0,85500.0,54050.0,20.7,-14870,-7540,22500
2002-07-05,84800.0,86800.0,26900.0,21.01,-11280,10080,3750
2002-07-08,86800.0,83500.0,20130.0,20.21,7730,-7130,-360
2002-07-09,85200.0,82900.0,22398.0,20.07,308,10912,-11390
2002-07-10,84500.0,83900.0,13600.0,20.31,120,-60,0
2002-07-11,82100.0,78100.0,19090.0,18.91,4640,-1890,-2800
2002-07-12,83000.0,84000.0,21985.0,20.33,-2810,3970,-2760
2002-07-15,84500.0,83000.0,21765.0,20.09,-230,-1740,2000
2002-07-16,85000.0,82000.0,14945.0,19.85,1160,310,340
2002-07-18,83000.0,81600.0,14870.0,19.75,2806,-3006,0
2002-07-19,81800.0,81400.0,19050.0,19.71,2830,-2900,370
2002-07-22,76600.0,80600.0,25300.0,19.51,-3190,2430,-940
2002-07-23,80600.0,81600.0,16810.0,19.75,-4920,8190,-60
2002-07-24,81000.0,79000.0,13980.0,19.12,2160,-2120,0
2002-07-25,80300.0,79900.0,13670.0,19.34,-6010,5970,0
2002-07-26,80500.0,78000.0,19620.0,18.88,-420,1250,-470
2002-07-29,77300.0,77000.0,25589.0,18.64,1249,361,-8240
2002-07-30,78800.0,78800.0,14905.0,19.08,-1396,1420,-374
2002-07-31,78500.0,79700.0,25640.0,19.29,-2480,1700,-3580
2002-08-01,79000.0,77700.0,16811.0,18.81,6089,-8399,-340
2002-08-02,76900.0,77700.0,11373.0,18.81,-1763,1463,110
2002-08-05,78200.0,77700.0,11410.0,18.81,-4350,4520,120
2002-08-06,76500.0,79000.0,25920.0,19.12,-9620,9890,60
2002-08-07,79500.0,78800.0,9920.0,19.08,1890,-1720,-140
2002-08-08,78800.0,77300.0,17287.0,18.71,8028,-7898,440
2002-08-09,78000.0,77000.0,17720.0,18.64,250,-8910,8620
2002-08-12,77000.0,77000.0,19750.0,18.64,2510,-4260,1670
2002-08-13,77000.0,78100.0,10900.0,18.91,1099,-719,-380
2002-08-14,77500.0,79200.0,10804.0,19.17,-1880,1710,0
2002-08-16,80000.0,80500.0,17960.0,19.49,-4400,2130,2610
2002-08-19,80500.0,80000.0,10380.0,19.37,930,1260,-1940
2002-08-20,80200.0,80900.0,14600.0,19.58,-6140,7970,-2300
2002-08-21,80000.0,79900.0,21524.0,19.34,5180,-920,-4340
2002-08-22,79900.0,78900.0,46410.0,19.1,18340,-6970,-12050
2002-08-23,78900.0,77800.0,28050.0,18.83,6550,690,-11750
2002-08-26,77800.0,77300.0,19210.0,18.71,-1640,1490,-30
2002-08-27,77200.0,77400.0,36960.0,18.74,5710,-14760,850
2002-08-28,76600.0,77400.0,14493.0,18.74,1560,5730,-7490
2002-08-29,77500.0,76900.0,26029.0,18.62,7012,3130,-10672
2002-08-30,76500.0,77800.0,17310.0,18.83,-2900,3860,-150
2002-09-02,78500.0,78400.0,26850.0,18.98,4140,-6700,2590
2002-09-03,78400.0,76600.0,31416.0,18.54,11016,-6596,-4640
2002-09-04,75100.0,75000.0,42084.0,18.16,6420,7180,-14360
2002-09-05,75000.0,75000.0,17830.0,18.16,-1880,5580,-5590
2002-09-06,74000.0,73000.0,20430.0,17.67,3320,6430,-9920
2002-09-09,73000.0,73000.0,18150.0,17.67,-1140,-170,1310
2002-09-10,73300.0,73400.0,19730.0,17.77,-2130,4020,-1690
2002-09-11,74000.0,74300.0,17400.0,17.99,1430,-1520,70
2002-09-12,75500.0,75500.0,28290.0,18.28,-1820,720,5490
2002-09-13,74800.0,74500.0,16250.0,18.04,2570,-6220,3740
2002-09-16,75900.0,74300.0,13590.0,17.99,-780,-4460,5100
2002-09-17,74500.0,75000.0,18160.0,18.16,-3040,3480,0
2002-09-18,74100.0,73300.0,21350.0,17.74,9020,-6850,190
2002-09-19,72700.0,73700.0,13270.0,17.84,-1200,-1580,850
2002-09-23,73700.0,72600.0,18430.0,17.58,1790,-4480,4080
2002-09-24,72100.0,72200.0,21136.0,17.48,-7600,9850,620
2002-09-25,72500.0,72100.0,30610.0,17.45,-7370,4160,3760
2002-09-26,72200.0,72100.0,18590.0,17.45,200,-1030,2250
2002-09-27,73000.0,73700.0,25140.0,17.84,-5420,-10920,14770
2002-09-30,73400.0,72000.0,28390.0,17.43,-1530,3450,-2230
2002-10-01,69000.0,71800.0,18918.0,17.38,-647,11117,-10400
2002-10-02,72200.0,71500.0,17092.0,17.31,1590,3400,-4960
2002-10-04,69500.0,70500.0,25138.0,17.07,1540,9840,-16680
2002-10-07,69600.0,70900.0,15667.0,17.16,-4093,4273,0
2002-10-08,69000.0,70000.0,14440.0,16.95,-1730,5220,-3500
2002-10-09,71000.0,69000.0,13860.0,16.7,870,1670,-530
2002-10-10,66500.0,63000.0,45360.0,15.25,2400,-8810,1600
2002-10-11,65900.0,62000.0,53160.0,15.01,960,-3340,-430
2002-10-14,63000.0,62600.0,35279.0,15.15,6859,-6039,-990
2002-10-15,63800.0,67000.0,85786.0,16.22,-15774,-44666,62270
2002-10-16,68900.0,69300.0,45340.0,16.78,-1920,-23020,27020
2002-10-17,68900.0,69400.0,17500.0,16.8,-650,-690,-500
2002-10-18,70000.0,71000.0,15950.0,17.19,-3790,5100,440
2002-10-21,70400.0,70300.0,8511.0,17.02,270,3370,-3610
2002-10-22,70900.0,70200.0,26495.0,16.99,8685,5875,-14600
2002-10-23,70200.0,74500.0,202560.0,18.04,47540,17560,-78940
2002-10-24,73900.0,72700.0,66140.0,17.6,-12840,10210,900
2002-10-25,71300.0,71600.0,30291.0,17.33,-7840,6860,630
2002-10-28,70700.0,72000.0,31710.0,17.43,-4380,4780,-300
2002-10-29,71300.0,71300.0,13030.0,17.26,-2550,2470,0
2002-10-30,70900.0,70400.0,19020.0,17.04,1410,-1130,0
2002-10-31,70400.0,70000.0,25595.0,16.95,-722,80,1090
2002-11-01,69000.0,69000.0,25700.0,16.7,-170,1960,-5490
2002-11-04,70100.0,70200.0,20270.0,16.99,-5740,7020,-1010
2002-11-05,70200.0,69500.0,22140.0,16.82,5110,840,-6060
2002-11-06,70400.0,69600.0,51510.0,16.85,13020,4490,-8440
2002-11-07,69200.0,68800.0,59002.0,16.66,5510,-14280,10240
2002-11-08,69300.0,68200.0,20150.0,16.51,1610,-1670,180
2002-11-11,68700.0,67500.0,25538.0,16.34,-4280,3540,1010
2002-11-12,66000.0,68900.0,19020.0,16.68,-3960,4270,-120
2002-11-13,69500.0,69300.0,33771.0,16.78,-1289,429,1130
2002-11-14,69600.0,69700.0,32260.0,16.87,-6400,14490,1940
2002-11-15,70000.0,69900.0,19800.0,16.92,-4850,5560,-710
2002-11-18,69900.0,70200.0,34700.0,16.99,-1930,-14050,15860
2002-11-19,70200.0,70700.0,19440.0,17.12,-1070,5690,-5670
2002-11-20,70500.0,71000.0,40476.0,17.19,-2734,10874,-8860
2002-11-21,71100.0,72200.0,85450.0,17.48,3930,-2100,-11560
2002-11-22,71500.0,72400.0,57610.0,17.53,-3510,1690,30
2002-11-25,73000.0,74000.0,13580.0,17.91,-7490,1900,3310
2002-11-26,74300.0,73900.0,36225.0,17.89,-96,-5594,1550
2002-11-27,72500.0,74700.0,29270.0,18.08,-4160,-3200,9270
2002-11-28,74800.0,75500.0,19520.0,18.28,860,-5910,6050
2002-11-29,76000.0,78600.0,23840.0,19.03,-6690,6780,570
2002-12-02,78000.0,77200.0,15620.0,18.69,3870,-1570,-1490
2002-12-03,76500.0,76300.0,31470.0,18.47,9160,13410,-19510
2002-12-04,77000.0,75200.0,18651.0,18.2,-1531,3801,-2550
2002-12-05,75300.0,77700.0,33920.0,18.81,-9320,4820,3740
2002-12-06,75500.0,76500.0,26713.0,18.52,-2228,-382,2630
2002-12-09,76500.0,75700.0,20830.0,18.33,-1620,3160,-1840
2002-12-10,75000.0,75500.0,25670.0,18.28,-500,-320,-1350
2002-12-11,75000.0,75500.0,15540.0,18.28,20,-100,110
2002-12-12,75500.0,78300.0,43620.0,18.96,-12800,6720,6020
2002-12-13,77100.0,77900.0,21180.0,18.86,1630,-6840,5800
2002-12-16,76300.0,76800.0,16771.0,18.59,359,-1800,2161
2002-12-17,77100.0,77400.0,14161.0,18.74,931,-1260,-191
2002-12-18,77900.0,76800.0,21710.0,18.59,4490,-4590,0
2002-12-20,76100.0,76300.0,18513.0,18.47,-600,8210,-7070
2002-12-23,75600.0,74500.0,35488.0,18.04,4168,312,-4730
2002-12-24,74300.0,73900.0,26500.0,17.89,-1920,4320,-1080
2002-12-26,72200.0,72800.0,22520.0,17.62,1780,-2150,0
2002-12-27,71200.0,72000.0,13300.0,17.43,2060,-1040,-900
2002-12-30,70200.0,72000.0,21650.0,17.43,-3940,8640,-4620
2003-01-02,72500.0,71000.0,20145.0,8.02,7690,-11750,5980
2003-01-03,72000.0,71100.0,58690.0,8.03,23670,-11460,-10100
2003-01-06,71400.0,70500.0,19164.0,7.97,4380,-3830,-90
2003-01-07,71000.0,69300.0,35430.0,7.83,8280,-7340,400
2003-01-08,68800.0,68600.0,19230.0,7.75,6610,-2560,-1870
2003-01-09,69100.0,68600.0,35041.0,7.75,4330,-3240,500
2003-01-10,69900.0,70300.0,51767.0,7.94,-18860,30140,-30
2003-01-13,70000.0,71600.0,21710.0,8.09,-7920,7520,120
2003-01-14,71900.0,72000.0,28184.0,8.13,-3800,1470,1260
2003-01-15,72500.0,70900.0,21700.0,8.01,5220,-300,-5270
2003-01-16,71200.0,71400.0,23060.0,8.07,-4250,9510,-6570
2003-01-17,71100.0,71400.0,24500.0,8.07,-4620,7520,-3110
2003-01-20,69700.0,71900.0,12150.0,8.12,-7060,4030,3010
2003-01-21,71900.0,71100.0,45590.0,8.03,-30,-11910,12050
2003-01-22,71100.0,72800.0,45871.0,8.23,-4140,-4210,8480
2003-01-23,73500.0,74000.0,29410.0,8.36,-11310,10070,990
2003-01-24,74900.0,72400.0,22440.0,8.18,-3530,7450,-8490
2003-01-27,72000.0,72800.0,24596.0,8.23,-890,9940,-9630
2003-01-28,72000.0,71100.0,14430.0,8.03,1700,3960,-6140
2003-01-29,71900.0,71800.0,18930.0,8.11,-410,3150,-530
2003-01-30,71800.0,71800.0,14636.0,8.11,-4230,5850,-1510
2003-02-03,71000.0,71300.0,8765.0,8.06,-4220,3990,-10
2003-02-04,71200.0,72000.0,11310.0,8.13,190,-3570,4640
2003-02-05,71200.0,71200.0,3605.0,8.04,-410,290,0
2003-02-06,70900.0,71100.0,25940.0,8.03,-1540,-2660,-1290
2003-02-07,70400.0,70500.0,15730.0,7.97,100,9470,-8730
2003-02-10,70500.0,69700.0,10165.0,7.88,-730,3990,-3960
2003-02-11,70700.0,70700.0,15730.0,7.99,-460,360,0
2003-02-12,70700.0,70100.0,6160.0,7.92,910,2080,-2540
2003-02-13,70500.0,69400.0,23321.0,7.84,1170,9100,-10820
2003-02-14,70000.0,71300.0,12490.0,8.06,-3190,7790,-4640
2003-02-17,73500.0,73500.0,17720.0,8.3,-12560,13400,150
2003-02-18,74300.0,73500.0,14741.0,8.3,-3640,4600,20
2003-02-19,73600.0,74200.0,31310.0,8.38,990,-500,-670
2003-02-20,74900.0,74300.0,32560.0,8.39,-2160,3170,30
2003-02-21,73100.0,74300.0,20114.0,8.39,-3364,-1846,5280
2003-02-24,75000.0,74800.0,20790.0,8.45,-2830,3660,950
2003-02-25,74000.0,72900.0,25560.0,8.24,3570,7830,-11050
2003-02-26,72500.0,73400.0,9300.0,8.29,-2950,3270,-1440
2003-02-27,73400.0,71300.0,22565.0,8.06,2385,-2575,-450
2003-02-28,71600.0,71500.0,6340.0,8.08,1380,-1800,500
2003-03-03,71700.0,73000.0,29570.0,8.25,-4230,-2930,7150
2003-03-04,72200.0,71200.0,8725.0,8.04,470,-4140,3750
2003-03-05,71500.0,70300.0,7880.0,7.94,-240,1380,-1090
2003-03-06,70800.0,71000.0,9905.0,8.02,-2104,2054,-120
2003-03-07,71000.0,68000.0,32720.0,7.68,5950,-4260,-6690
2003-03-10,69400.0,69300.0,7850.0,7.83,-370,-290,0
2003-03-11,68100.0,71000.0,16120.0,8.02,-3070,7800,-4420
2003-03-12,71000.0,70900.0,31950.0,8.01,280,14360,-16130
2003-03-13,70300.0,74000.0,47860.0,8.36,-3300,3690,-2940
2003-03-14,73800.0,73000.0,19060.0,8.25,2240,510,-1500
2003-03-17,73200.0,71000.0,18510.0,8.02,-1060,1570,800
2003-03-18,72900.0,71300.0,14500.0,8.06,-330,-170,-10
2003-03-19,71600.0,72200.0,18930.0,8.16,350,-3020,-2300
2003-03-20,72000.0,72700.0,29241.0,8.21,7410,5800,-13220
2003-03-21,72600.0,73600.0,23090.0,8.32,-3060,1950,910
2003-03-24,73600.0,74000.0,18310.0,8.36,-2910,-2120,20
2003-03-25,71000.0,75100.0,146924.0,8.49,16609,-21309,18150
2003-03-26,75500.0,77600.0,98930.0,8.77,-30250,28270,-3650
2003-03-27,77300.0,77000.0,22300.0,8.7,-10724,3224,8370
2003-03-28,76500.0,77000.0,62613.0,8.7,-3993,2713,-1130
2003-03-31,76000.0,75300.0,39733.0,8.51,550,8310,-9010
2003-04-01,74500.0,75400.0,40018.0,8.52,-760,-3770,-2090
2003-04-02,74000.0,76700.0,68290.0,8.67,-2410,9670,-570
2003-04-03,76700.0,78500.0,76830.0,8.87,-10401,5461,-1000
2003-04-04,78000.0,80000.0,37691.0,9.04,-6270,3250,1950
2003-04-07,80000.0,82500.0,58390.0,9.32,-2209,-6691,10400
2003-04-08,80400.0,82500.0,74335.0,9.32,-6861,8496,-2535
2003-04-09,82500.0,81100.0,30301.0,9.16,2729,-1749,-1080
2003-04-10,81100.0,85000.0,56970.0,9.6,-7084,-1816,6720
2003-04-11,85900.0,82000.0,37378.0,9.26,4638,-5128,440
2003-04-14,82000.0,85000.0,51288.0,9.6,-4698,12798,-8460
2003-04-15,85000.0,85300.0,33164.0,9.64,-4524,11334,-6720
2003-04-16,85300.0,84400.0,26550.0,9.54,3967,-8900,7450
2003-04-17,84000.0,86000.0,29191.0,9.72,-3730,4590,2670
2003-04-18,86400.0,86800.0,28810.0,9.81,-200,-360,220
2003-04-21,86800.0,86900.0,56144.0,9.82,-1045,1285,-50
2003-04-22,86200.0,84500.0,52040.0,9.55,4930,-7020,100
2003-04-23,84500.0,83700.0,57334.0,9.46,-546,-3824,3240
2003-04-24,82100.0,84000.0,77048.0,9.49,-1923,593,2570
2003-04-25,83000.0,82900.0,78530.0,9.37,-8729,1109,9260
2003-04-28,82900.0,84500.0,58818.0,9.55,-468,-4232,10230
2003-04-29,84500.0,89000.0,86167.0,10.06,-3520,10830,4510
