Symbol,오뚜기_시가(원),오뚜기_종가(원),오뚜기_거래량(주),오뚜기_PER(IFRS-연결),오뚜기_순매수수량(개인)(주),오뚜기_순매수수량(기관계)(주),오뚜기_순매수수량(외국인계)(주)
2014-04-17,415000.0,412000.0,3022.0,15.51,-1254,74,1432
2014-04-18,415000.0,414500.0,1702.0,15.61,-24,-228,252
2014-04-21,415000.0,425000.0,4847.0,16.0,-1802,1505,297
2014-04-22,428000.0,419500.0,3639.0,15.8,284,-106,-178
2014-04-23,416500.0,416500.0,1349.0,15.68,280,-415,135
2014-04-24,416500.0,417000.0,2896.0,15.7,-444,-206,650
2014-04-25,415000.0,410000.0,1739.0,15.44,339,-364,60
2014-04-28,405000.0,400000.0,2275.0,15.06,157,-630,473
2014-04-29,400000.0,409500.0,2289.0,15.42,-405,-509,914
2014-04-30,409000.0,409500.0,2294.0,15.42,214,-1064,850
2014-05-02,410000.0,414500.0,2383.0,15.61,-322,97,225
2014-05-07,413500.0,415500.0,3868.0,15.65,-945,1840,-895
2014-05-08,411500.0,412000.0,2504.0,15.51,184,625,-809
2014-05-09,405000.0,418000.0,1691.0,15.74,-402,236,166
2014-05-12,417000.0,415000.0,3871.0,15.63,140,372,-584
2014-05-13,413500.0,425000.0,2857.0,16.0,-818,253,569
2014-05-14,422500.0,426000.0,2076.0,16.04,-420,664,-244
2014-05-15,426000.0,421000.0,2296.0,15.85,846,-130,-716
2014-05-16,420500.0,417500.0,2759.0,15.72,227,-662,441
2014-05-19,415500.0,432000.0,4802.0,16.27,-1534,1736,-202
2014-05-20,431000.0,437000.0,3368.0,16.45,-850,412,385
2014-05-21,438500.0,447000.0,3550.0,16.83,-4,588,-550
2014-05-22,447000.0,435500.0,3801.0,16.4,966,-1025,59
2014-05-23,441000.0,441500.0,2560.0,16.62,-960,307,653
2014-05-26,436500.0,441500.0,2713.0,16.62,-82,-355,457
2014-05-27,445500.0,439500.0,3202.0,16.55,64,22,-34
2014-05-28,435500.0,436000.0,2954.0,16.42,540,-418,-122
2014-05-29,436000.0,445000.0,3084.0,16.76,-237,952,-741
2014-05-30,442000.0,442500.0,2134.0,16.66,199,75,-286
2014-06-02,441000.0,441500.0,1699.0,16.62,54,354,-408
2014-06-03,439000.0,437500.0,3024.0,16.47,842,-17,-840
2014-06-05,433000.0,433500.0,1331.0,16.32,-10,-203,213
2014-06-09,434500.0,438000.0,2384.0,16.49,-273,-110,414
2014-06-10,444000.0,444500.0,2145.0,16.74,-477,1108,-632
2014-06-11,449000.0,440000.0,2245.0,16.57,89,-370,276
2014-06-12,438000.0,439500.0,2686.0,16.55,177,-909,740
2014-06-13,436500.0,439000.0,1824.0,16.53,217,-186,-16
2014-06-16,434000.0,430000.0,2106.0,16.19,502,-190,-312
2014-06-17,430000.0,420000.0,2676.0,15.81,67,-108,41
2014-06-18,421000.0,440000.0,3847.0,16.57,-1896,1713,120
2014-06-19,441500.0,446000.0,3688.0,16.79,-2216,1006,1253
2014-06-20,442500.0,448500.0,1460.0,16.89,-582,629,-47
2014-06-23,448500.0,453000.0,3062.0,17.06,-312,1343,-1031
2014-06-24,454000.0,456500.0,1744.0,17.19,-114,339,-216
2014-06-25,457000.0,459500.0,2574.0,17.3,-706,100,612
2014-06-26,466000.0,486000.0,5852.0,18.3,-265,-590,643
2014-06-27,491000.0,492500.0,3469.0,18.54,-284,-79,363
2014-06-30,507000.0,517000.0,9385.0,19.47,-457,-1720,2324
2014-07-01,510000.0,504000.0,2782.0,18.98,1343,-939,-317
2014-07-02,506000.0,505000.0,4767.0,19.02,-286,166,300
2014-07-03,506000.0,533000.0,3809.0,20.07,-999,928,23
2014-07-04,534000.0,548000.0,4655.0,20.63,1037,-528,-607
2014-07-07,554000.0,530000.0,4659.0,19.96,1728,-1370,-348
2014-07-08,525000.0,537000.0,4066.0,20.22,501,-310,-111
2014-07-09,532000.0,519000.0,4825.0,19.54,1990,-1456,-550
2014-07-10,516000.0,514000.0,3692.0,19.35,142,281,-462
2014-07-11,514000.0,528000.0,4746.0,19.88,-497,1143,-656
2014-07-14,533000.0,528000.0,1396.0,19.88,-94,251,-157
2014-07-15,525000.0,520000.0,2272.0,19.58,396,-323,-123
2014-07-16,522000.0,520000.0,5530.0,19.58,-2290,-714,3084
2014-07-17,516000.0,509000.0,2902.0,19.17,835,64,-701
2014-07-18,514000.0,504000.0,2577.0,18.98,526,-209,-317
2014-07-21,505000.0,504000.0,1567.0,18.98,-231,247,-16
2014-07-22,500000.0,519000.0,3312.0,19.54,-664,1222,-364
2014-07-23,520000.0,525000.0,2409.0,19.77,541,81,-662
2014-07-24,517000.0,511000.0,2422.0,19.24,558,-72,-486
2014-07-25,508000.0,522000.0,2095.0,19.66,-231,382,-155
2014-07-28,528000.0,516000.0,2242.0,19.43,621,-342,-204
2014-07-29,519000.0,518000.0,2770.0,19.5,-1051,663,389
2014-07-30,525000.0,512000.0,3124.0,19.28,-525,-39,564
2014-07-31,513000.0,533000.0,4078.0,20.07,-2381,1557,827
2014-08-01,530000.0,529000.0,2835.0,19.92,256,-136,-120
2014-08-04,524000.0,533000.0,2304.0,20.07,-760,1239,-479
2014-08-05,533000.0,530000.0,721.0,19.96,156,-28,-128
2014-08-06,533000.0,537000.0,1466.0,20.22,-429,528,-91
2014-08-07,533000.0,522000.0,2456.0,19.66,886,-266,-620
2014-08-08,522000.0,515000.0,1346.0,19.39,209,34,-243
2014-08-11,513000.0,518000.0,1119.0,19.5,127,-238,111
2014-08-12,509000.0,510000.0,3370.0,19.2,957,-1430,388
2014-08-13,510000.0,526000.0,3467.0,19.81,-1687,685,1000
2014-08-14,526000.0,546000.0,4113.0,20.56,-1176,1164,-4
2014-08-18,541000.0,556000.0,2713.0,20.94,-531,1144,-601
2014-08-19,556000.0,570000.0,3763.0,21.46,-516,1896,-1401
2014-08-20,575000.0,580000.0,3600.0,21.84,-12,1192,-1180
2014-08-21,580000.0,579000.0,3855.0,21.8,1125,323,-1657
2014-08-22,575000.0,600000.0,4194.0,22.59,-170,954,-779
2014-08-25,599000.0,630000.0,4338.0,23.72,-144,1491,-1302
2014-08-26,653000.0,618000.0,6033.0,23.27,1578,-52,-1403
2014-08-27,618000.0,649000.0,7474.0,24.44,633,-687,206
2014-08-28,649000.0,641000.0,5903.0,24.14,1403,-887,-789
2014-08-29,639000.0,619000.0,4507.0,23.31,925,-1177,337
2014-09-01,615000.0,606000.0,5779.0,22.82,-482,-415,900
2014-09-02,604000.0,602000.0,3465.0,22.67,262,-502,366
2014-09-03,597000.0,608000.0,3283.0,22.89,431,-233,-80
2014-09-04,608000.0,590000.0,4055.0,22.22,1269,-1237,48
2014-09-05,587000.0,590000.0,4025.0,22.22,-570,-217,889
2014-09-11,590000.0,578000.0,2920.0,21.76,773,-1044,253
2014-09-12,578000.0,576000.0,2357.0,21.69,13,93,-200
2014-09-15,583000.0,568000.0,2162.0,21.39,47,-836,788
2014-09-16,573000.0,596000.0,2780.0,22.44,-354,700,-349
2014-09-17,599000.0,587000.0,3358.0,22.1,805,1083,-1899
2014-09-18,583000.0,577000.0,2586.0,21.73,1248,-296,-954
2014-09-19,577000.0,559000.0,6596.0,21.05,2610,487,-3097
2014-09-22,564000.0,574000.0,3595.0,21.61,-702,385,346
2014-09-23,568000.0,585000.0,2081.0,22.03,-372,1004,-632
2014-09-24,589000.0,605000.0,7103.0,22.78,-1306,3665,-2359
2014-09-25,605000.0,624000.0,5455.0,23.5,-1372,2378,-1006
2014-09-26,623000.0,619000.0,4013.0,23.31,-619,1722,-1103
2014-09-29,613000.0,615000.0,3506.0,23.16,512,641,-1145
2014-09-30,610000.0,617000.0,5004.0,23.23,-86,335,-243
2014-10-01,609000.0,605000.0,1716.0,22.78,-22,136,-297
2014-10-02,604000.0,608000.0,5304.0,22.89,-486,1858,-1287
2014-10-06,600000.0,603000.0,3156.0,22.71,873,-438,-455
2014-10-07,610000.0,596000.0,2724.0,22.44,774,880,-1654
2014-10-08,587000.0,584000.0,2804.0,21.99,225,-732,375
2014-10-10,586000.0,570000.0,3713.0,21.46,-1195,464,779
2014-10-13,578000.0,574000.0,2785.0,21.61,-208,557,-351
2014-10-14,582000.0,578000.0,2790.0,21.76,-319,988,-668
2014-10-15,580000.0,580000.0,2162.0,21.84,-5,547,-564
2014-10-16,585000.0,588000.0,3171.0,22.14,-826,775,-119
2014-10-17,596000.0,583000.0,2937.0,21.95,473,1332,-1809
2014-10-20,584000.0,580000.0,1420.0,21.84,301,397,-698
2014-10-21,578000.0,575000.0,1496.0,21.65,280,114,-381
2014-10-22,580000.0,586000.0,4490.0,22.07,-391,362,-338
2014-10-23,586000.0,617000.0,6455.0,23.23,-2269,1468,904
2014-10-24,624000.0,603000.0,4461.0,22.71,883,400,-1048
2014-10-27,607000.0,601000.0,2548.0,22.63,-76,-91,167
2014-10-28,606000.0,609000.0,2606.0,22.93,-168,308,-150
2014-10-29,609000.0,598000.0,2920.0,22.52,195,309,-521
2014-10-30,595000.0,587000.0,5192.0,22.1,509,-106,-405
2014-10-31,587000.0,567000.0,4238.0,21.35,1540,-839,-801
2014-11-03,556000.0,543000.0,7674.0,20.45,2793,-4342,1304
2014-11-04,544000.0,531000.0,6361.0,19.99,243,-1663,1349
2014-11-05,537000.0,560000.0,5275.0,21.09,-608,1566,-1010
2014-11-06,560000.0,527000.0,7240.0,19.84,1977,-490,-1453
2014-11-07,526000.0,510000.0,5474.0,19.2,924,-1481,875
2014-11-10,512000.0,507000.0,3422.0,19.09,86,-167,28
2014-11-11,507000.0,509000.0,2173.0,19.17,931,-1056,15
2014-11-12,509000.0,500000.0,3535.0,18.83,899,-910,-26
2014-11-13,497500.0,497500.0,2162.0,18.73,337,-752,418
2014-11-14,480000.0,505000.0,7770.0,19.02,-3008,2273,853
2014-11-17,508000.0,482000.0,6492.0,18.15,1987,-1781,-206
2014-11-18,481000.0,510000.0,5142.0,19.2,-2327,1868,455
2014-11-19,513000.0,520000.0,3336.0,19.58,-786,967,-202
2014-11-20,533000.0,523000.0,3854.0,19.69,-420,573,-157
2014-11-21,529000.0,522000.0,1728.0,19.66,215,96,-306
2014-11-24,515000.0,509000.0,2408.0,19.17,61,35,-94
2014-11-25,504000.0,515000.0,3515.0,19.39,492,-1436,944
2014-11-26,515000.0,519000.0,1278.0,19.54,-13,210,-205
2014-11-27,513000.0,516000.0,827.0,19.43,17,203,-220
2014-11-28,513000.0,528000.0,1788.0,19.88,-871,1020,-141
2014-12-01,527000.0,511000.0,4414.0,19.24,357,-707,435
2014-12-02,505000.0,524000.0,1880.0,19.73,-749,175,546
2014-12-03,517000.0,528000.0,2843.0,19.88,-367,-467,870
2014-12-04,525000.0,527000.0,1788.0,19.84,-568,193,197
2014-12-05,526000.0,519000.0,2778.0,19.54,655,-1474,819
2014-12-08,512000.0,504000.0,4834.0,18.98,1991,-3110,1185
2014-12-09,502000.0,505000.0,2162.0,19.02,-507,40,551
2014-12-10,501000.0,506000.0,2477.0,19.05,-484,-28,500
2014-12-11,512000.0,500000.0,2683.0,18.83,-115,1327,-1219
2014-12-12,500000.0,512000.0,4868.0,19.28,-1044,828,216
2014-12-15,514000.0,505000.0,2667.0,19.02,919,-280,-833
2014-12-16,505000.0,505000.0,2505.0,19.02,-261,568,-341
2014-12-17,508000.0,510000.0,2153.0,19.2,-826,1407,-577
2014-12-18,514000.0,506000.0,2574.0,19.05,-857,1495,-609
2014-12-19,506000.0,517000.0,2746.0,19.47,-1194,1034,-212
2014-12-22,512000.0,512000.0,1398.0,19.28,187,163,-289
2014-12-23,513000.0,512000.0,1829.0,19.28,-626,891,-265
2014-12-24,510000.0,512000.0,1087.0,19.28,-218,477,-120
2014-12-26,511000.0,505000.0,3718.0,19.02,193,-35,-12
2014-12-29,504000.0,498000.0,2559.0,18.75,1088,-954,-144
2014-12-30,499500.0,486000.0,4028.0,18.3,1039,-389,-559
2015-01-02,478000.0,485500.0,2354.0,17.81,-85,-30,134
2015-01-05,479500.0,502000.0,2898.0,18.42,-849,1288,-439
2015-01-06,494500.0,489000.0,1991.0,17.94,606,661,-1245
2015-01-07,485500.0,486500.0,3623.0,17.85,-6,2050,-2007
2015-01-08,483000.0,495000.0,2135.0,18.16,-244,512,-487
2015-01-09,503000.0,494000.0,1106.0,18.12,68,97,-165
2015-01-12,492000.0,486000.0,2074.0,17.83,524,-700,172
2015-01-13,488500.0,486500.0,3196.0,17.85,-282,63,219
2015-01-14,482500.0,475500.0,3381.0,17.44,1501,-270,-1421
2015-01-15,473000.0,476000.0,4778.0,17.46,437,-400,34
2015-01-16,474500.0,472000.0,3502.0,17.32,540,-766,322
2015-01-19,468500.0,474000.0,2476.0,17.39,7,-261,254
2015-01-20,478000.0,488500.0,2906.0,17.92,-871,-97,1009
2015-01-21,488500.0,499000.0,3852.0,18.31,-1328,1245,-129
2015-01-22,504000.0,497500.0,1921.0,18.25,-374,471,-103
2015-01-23,500000.0,507000.0,1508.0,18.6,-796,522,274
2015-01-26,507000.0,503000.0,2535.0,18.45,357,-922,505
2015-01-27,508000.0,517000.0,2341.0,18.97,-838,997,-216
2015-01-28,521000.0,539000.0,3772.0,19.77,-1500,925,381
2015-01-29,537000.0,550000.0,4077.0,20.18,-1375,1086,286
2015-01-30,552000.0,569000.0,5336.0,20.87,-1072,1933,-495
2015-02-02,571000.0,565000.0,2770.0,20.73,-375,1513,-1102
2015-02-03,559000.0,579000.0,3724.0,21.24,-1155,539,617
2015-02-04,585000.0,583000.0,3375.0,21.39,-1026,154,869
2015-02-05,585000.0,594000.0,1866.0,21.79,-846,470,376
2015-02-06,586000.0,594000.0,2192.0,21.79,-608,487,-64
2015-02-09,586000.0,581000.0,4165.0,21.32,-435,-761,1196
2015-02-10,573000.0,569000.0,3104.0,20.87,-511,558,213
2015-02-11,551000.0,590000.0,2433.0,21.65,-1097,1194,-97
2015-02-12,590000.0,581000.0,1430.0,21.32,24,-52,28
2015-02-13,581000.0,595000.0,1642.0,21.83,-1101,911,190
2015-02-16,591000.0,601000.0,1992.0,22.05,-1367,1433,-63
2015-02-17,602000.0,604000.0,2010.0,22.16,-754,1358,-595
2015-02-23,608000.0,613000.0,2287.0,22.49,-1021,1532,-15
2015-02-24,606000.0,612000.0,1874.0,22.45,-406,845,-436
2015-02-25,618000.0,600000.0,1626.0,22.01,29,260,-288
2015-02-26,608000.0,587000.0,1821.0,21.54,120,42,-156
2015-02-27,587000.0,596000.0,2199.0,21.87,-312,21,319
2015-03-02,592000.0,598000.0,2462.0,21.94,-152,360,-206
2015-03-03,592000.0,589000.0,1950.0,21.61,197,-52,-145
2015-03-04,584000.0,596000.0,2271.0,21.87,-391,507,-343
2015-03-05,588000.0,598000.0,1673.0,21.94,-390,292,103
2015-03-06,598000.0,606000.0,2107.0,22.23,-355,189,166
2015-03-09,605000.0,588000.0,1711.0,21.57,722,-626,-72
2015-03-10,584000.0,576000.0,3192.0,21.13,385,-304,-294
2015-03-11,573000.0,558000.0,5078.0,20.47,528,-491,-37
2015-03-12,558000.0,548000.0,4874.0,20.1,2144,-2784,640
2015-03-13,554000.0,572000.0,2530.0,20.99,-671,4,178
2015-03-16,572000.0,583000.0,2005.0,21.39,-235,760,-525
2015-03-17,584000.0,587000.0,3973.0,21.54,57,370,-428
2015-03-18,590000.0,575000.0,2277.0,21.1,38,-317,279
2015-03-19,579000.0,580000.0,2841.0,21.28,-578,156,422
2015-03-20,576000.0,575000.0,3100.0,21.1,80,-75,-5
2015-03-23,580000.0,582000.0,2432.0,21.35,-336,408,-72
2015-03-24,581000.0,593000.0,2672.0,21.76,-1080,1720,-640
2015-03-25,588000.0,594000.0,2705.0,21.79,-419,339,80
2015-03-26,605000.0,607000.0,3463.0,22.27,-1372,1526,-104
2015-03-27,608000.0,605000.0,2191.0,22.2,-609,1458,-789
2015-03-30,606000.0,607000.0,2538.0,22.27,-480,430,-75
2015-03-31,600000.0,597000.0,3700.0,21.9,388,772,-845
2015-04-01,600000.0,603000.0,2941.0,22.12,-67,-572,639
2015-04-02,597000.0,605000.0,2027.0,22.2,-418,344,33
2015-04-03,606000.0,606000.0,575.0,22.23,-102,187,-84
2015-04-06,601000.0,598000.0,2327.0,21.94,29,-28,274
2015-04-07,596000.0,607000.0,2320.0,22.27,-259,-18,165
2015-04-08,601000.0,609000.0,3101.0,22.34,-622,856,-59
2015-04-09,603000.0,613000.0,3140.0,22.49,-1173,1510,-370
2015-04-10,613000.0,658000.0,5631.0,24.14,-1019,2767,-1316
2015-04-13,653000.0,663000.0,5559.0,24.32,-741,1136,-287
2015-04-14,655000.0,668000.0,4349.0,24.51,-356,881,-559
2015-04-15,655000.0,661000.0,3438.0,24.25,611,-393,-5
2015-04-16,655000.0,671000.0,2454.0,24.62,-618,517,110
2015-04-17,666000.0,711000.0,7280.0,26.08,-1890,3225,-1012
2015-04-20,720000.0,699000.0,3753.0,25.64,1137,-446,-688
2015-04-21,698000.0,684000.0,3567.0,25.09,466,-7,-464
2015-04-22,679000.0,677000.0,5311.0,24.84,158,-425,256
2015-04-23,679000.0,700000.0,4540.0,25.68,-618,1560,-942
2015-04-24,705000.0,721000.0,7074.0,26.45,-446,1767,-971
2015-04-27,728000.0,754000.0,4942.0,27.66,-175,1181,-1007
2015-04-28,759000.0,722000.0,5279.0,26.49,1045,-57,-988
2015-04-29,735000.0,723000.0,3870.0,26.52,508,124,-632
2015-04-30,723000.0,704000.0,3893.0,25.83,723,-293,-429
2015-05-04,700000.0,728000.0,4520.0,26.71,-420,473,-53
2015-05-06,724000.0,691000.0,4652.0,25.35,1668,-658,-1010
2015-05-07,691000.0,690000.0,4237.0,25.31,443,-465,22
2015-05-08,697000.0,715000.0,4341.0,26.23,-979,425,615
2015-05-11,719000.0,740000.0,3735.0,27.15,-1131,1145,3
2015-05-12,737000.0,717000.0,4075.0,26.3,528,979,-1507
2015-05-13,711000.0,716000.0,2385.0,26.27,66,-154,88
2015-05-14,711000.0,715000.0,2433.0,26.23,349,-83,-266
2015-05-15,715000.0,725000.0,3876.0,26.6,-801,-3,796
2015-05-18,730000.0,749000.0,5488.0,27.48,-1034,2681,-1647
2015-05-19,749000.0,746000.0,7626.0,27.37,560,-65,-703
2015-05-20,748000.0,763000.0,3098.0,27.99,94,-12,-127
2015-05-21,761000.0,776000.0,5576.0,28.47,103,-123,20
2015-05-22,782000.0,775000.0,4562.0,28.43,-440,60,380
2015-05-26,762000.0,749000.0,4203.0,27.48,1113,-1428,315
2015-05-27,740000.0,735000.0,4516.0,26.97,952,-1873,921
2015-05-28,725000.0,709000.0,5631.0,26.01,1571,-2819,1218
2015-05-29,709000.0,725000.0,4697.0,26.6,-1778,746,1032
2015-06-01,719000.0,726000.0,2979.0,26.63,133,985,-1118
2015-06-02,717000.0,710000.0,2740.0,26.05,-60,1052,-992
2015-06-03,705000.0,684000.0,4292.0,25.09,1813,-2134,471
2015-06-04,684000.0,664000.0,6713.0,24.36,2206,-2572,391
2015-06-05,668000.0,663000.0,5918.0,24.32,935,-2153,1217
2015-06-08,665000.0,682000.0,3700.0,25.02,299,637,-939
2015-06-09,692000.0,667000.0,7193.0,24.47,3761,-3495,-296
2015-06-10,671000.0,674000.0,6829.0,24.73,-215,505,-290
2015-06-11,671000.0,692000.0,6249.0,25.39,-1653,1403,309
2015-06-12,697000.0,727000.0,5939.0,26.67,-1917,3514,-1601
2015-06-15,727000.0,721000.0,4198.0,26.45,-495,1919,-1425
2015-06-16,721000.0,719000.0,4711.0,26.38,-1084,2428,-1344
2015-06-17,719000.0,710000.0,3059.0,26.05,254,738,-981
2015-06-18,710000.0,740000.0,6357.0,27.15,-2980,1432,1562
2015-06-19,743000.0,728000.0,3529.0,26.71,364,719,-1083
2015-06-22,718000.0,742000.0,3005.0,27.22,-785,1574,-776
2015-06-23,734000.0,746000.0,3043.0,27.37,-423,496,-73
2015-06-24,747000.0,737000.0,2662.0,27.04,81,-211,139
2015-06-25,731000.0,768000.0,5123.0,28.18,-3335,2739,597
2015-06-26,772000.0,772000.0,3707.0,28.32,-730,1263,-533
2015-06-29,778000.0,784000.0,4769.0,28.76,-1035,2454,-1419
2015-06-30,784000.0,794000.0,5190.0,29.13,-1092,2708,-1533
2015-07-01,797000.0,779000.0,4393.0,28.58,267,-645,365
2015-07-02,780000.0,815000.0,4250.0,29.9,-1904,1725,179
2015-07-03,820000.0,815000.0,1769.0,29.9,-33,912,-879
2015-07-06,815000.0,789000.0,3451.0,28.95,918,-809,-109
2015-07-07,798000.0,797000.0,4834.0,29.24,-762,1881,-1119
2015-07-08,797000.0,806000.0,4608.0,29.57,-14,785,-706
2015-07-09,813000.0,819000.0,4533.0,30.05,-663,1586,-923
2015-07-10,815000.0,819000.0,3307.0,30.05,35,751,-786
2015-07-13,825000.0,852000.0,2183.0,31.26,-618,559,59
2015-07-14,852000.0,854000.0,4037.0,31.33,85,-512,426
2015-07-15,854000.0,880000.0,1684.0,32.28,-414,577,-167
2015-07-16,876000.0,841000.0,5417.0,30.85,731,-777,45
2015-07-17,841000.0,832000.0,5667.0,30.52,1072,-2096,1024
2015-07-20,837000.0,868000.0,2878.0,31.84,-1192,767,625
2015-07-21,875000.0,884000.0,3217.0,32.43,-461,1034,-574
2015-07-22,884000.0,856000.0,4852.0,31.4,1866,-1063,-803
2015-07-23,855000.0,858000.0,3011.0,31.48,-123,342,-219
2015-07-24,858000.0,853000.0,2351.0,31.29,361,264,-625
2015-07-27,843000.0,826000.0,3815.0,30.3,990,104,-1086
2015-07-28,834000.0,836000.0,3061.0,30.67,-389,657,-268
2015-07-29,830000.0,837000.0,4305.0,30.71,1047,-439,-604
2015-07-30,836000.0,836000.0,2838.0,30.67,-344,1083,-724
2015-07-31,836000.0,822000.0,2654.0,30.16,445,-855,410
2015-08-03,833000.0,877000.0,4678.0,32.17,-2014,1589,424
2015-08-04,884000.0,910000.0,5666.0,33.39,-859,1699,-841
2015-08-05,902000.0,974000.0,14975.0,35.73,-1345,1154,375
2015-08-06,986000.0,1095000.0,8065.0,40.17,-1822,1729,83
2015-08-07,1115000.0,1148000.0,10037.0,42.12,855,-2,-698
2015-08-10,1163000.0,1286000.0,28222.0,47.18,3266,-2768,-271
2015-08-11,1327000.0,1170000.0,25146.0,42.92,5227,-2450,-2813
2015-08-12,1175000.0,1107000.0,22576.0,40.61,1977,93,-2026
2015-08-13,1091000.0,1095000.0,11769.0,40.17,2005,-101,-1952
2015-08-17,1096000.0,1094000.0,8401.0,40.14,28,2258,-2258
2015-08-18,1100000.0,1067000.0,8673.0,39.15,-1590,2514,-924
2015-08-19,1054000.0,1009000.0,14586.0,37.02,1631,-2663,1029
2015-08-20,1000000.0,1001000.0,7235.0,36.72,248,148,-433
2015-08-21,975000.0,970000.0,12013.0,35.59,-1097,2312,-1132
2015-08-24,953000.0,945000.0,9468.0,34.67,710,-486,-188
2015-08-25,960000.0,970000.0,10847.0,35.59,1667,121,-1788
2015-08-26,961000.0,1009000.0,10515.0,37.02,-642,1794,-1153
2015-08-27,1010000.0,1113000.0,19779.0,40.83,640,2532,-2972
2015-08-28,1123000.0,1079000.0,14887.0,39.59,3500,1508,-5008
2015-08-31,1066000.0,1042000.0,7042.0,38.23,655,-492,-63
2015-09-01,1016000.0,986000.0,13167.0,36.17,336,-2132,1985
2015-09-02,964000.0,964000.0,9969.0,35.37,2356,-2805,449
2015-09-03,969000.0,979000.0,7952.0,35.92,1292,630,-1913
2015-09-04,963000.0,915000.0,10115.0,33.57,2696,-1846,-1166
2015-09-07,904000.0,913000.0,7128.0,33.5,-1641,628,1013
2015-09-08,907000.0,911000.0,5794.0,33.42,-736,3318,-2479
2015-09-09,926000.0,953000.0,8564.0,34.96,-1628,793,845
2015-09-10,952000.0,987000.0,7396.0,36.21,-2091,2721,-632
2015-09-11,977000.0,978000.0,5693.0,35.88,-43,-384,338
2015-09-14,972000.0,969000.0,3398.0,35.55,43,-679,645
2015-09-15,963000.0,942000.0,5390.0,34.56,1081,-2174,1093
2015-09-16,949000.0,952000.0,7861.0,34.93,1219,-2624,1403
2015-09-17,962000.0,944000.0,7406.0,34.63,1052,-2058,1007
2015-09-18,955000.0,996000.0,11610.0,36.54,-3992,-60,3907
2015-09-21,992000.0,968000.0,4049.0,35.51,1541,-1305,-236
2015-09-22,973000.0,988000.0,5010.0,36.25,-700,-255,944
2015-09-23,972000.0,975000.0,3966.0,35.77,167,-897,734
2015-09-24,980000.0,1017000.0,10501.0,37.31,-3018,1768,1284
2015-09-25,1020000.0,1020000.0,6551.0,37.42,-836,460,386
2015-09-30,990000.0,1039000.0,11484.0,38.12,-1980,366,1625
2015-10-01,1030000.0,1090000.0,9915.0,39.99,-2106,1159,888
2015-10-02,1090000.0,1072000.0,7551.0,39.33,-616,-337,951
2015-10-05,1086000.0,1088000.0,11729.0,39.92,-1214,-1689,2867
2015-10-06,1108000.0,1130000.0,7977.0,41.46,-1753,58,1691
2015-10-07,1129000.0,1028000.0,13842.0,37.71,4706,-3715,-953
2015-10-08,1046000.0,1046000.0,9028.0,38.37,505,-3172,2608
2015-10-12,1026000.0,1043000.0,9802.0,38.26,182,-2720,2542
2015-10-13,1026000.0,1043000.0,8453.0,38.26,-426,-293,719
2015-10-14,1032000.0,1026000.0,9789.0,37.64,52,-2640,2804
2015-10-15,1026000.0,1051000.0,10298.0,38.56,-1591,-2801,4392
2015-10-16,1044000.0,1062000.0,8064.0,38.96,-660,-403,1063
2015-10-19,1069000.0,1067000.0,7082.0,39.15,464,-3108,2654
2015-10-20,1075000.0,1080000.0,3874.0,39.62,-931,-330,1261
2015-10-21,1090000.0,1082000.0,4227.0,39.7,-297,68,229
2015-10-22,1082000.0,999000.0,20067.0,36.65,4741,-6298,1557
2015-10-23,1020000.0,989000.0,12915.0,36.28,2392,-2708,316
2015-10-26,1003000.0,1003000.0,4903.0,36.8,-478,-728,1163
2015-10-27,1004000.0,1057000.0,11746.0,38.78,-3640,1556,2078
2015-10-28,1058000.0,1093000.0,8924.0,40.1,-3689,-67,3756
2015-10-29,1076000.0,1099000.0,7604.0,40.32,-1047,-510,1707
2015-10-30,1097000.0,1049000.0,9753.0,38.48,2007,-4017,2010
2015-11-02,1069000.0,1023000.0,6284.0,37.53,1120,-2590,1470
2015-11-03,1036000.0,1022000.0,7233.0,37.49,1669,-2224,548
2015-11-04,1028000.0,1021000.0,8733.0,37.46,1823,-1209,-668
2015-11-05,1021000.0,1033000.0,5937.0,37.9,-484,-353,664
2015-11-06,1034000.0,1010000.0,4741.0,37.05,955,-1466,511
2015-11-09,982000.0,995000.0,5534.0,36.5,-60,-1494,1328
2015-11-10,1005000.0,996000.0,4578.0,36.54,2,-111,114
2015-11-11,999000.0,1004000.0,6246.0,36.83,-325,-1405,1730
2015-11-12,1012000.0,1040000.0,7440.0,38.15,-2312,2390,-78
2015-11-13,1019000.0,1005000.0,12486.0,36.87,2943,-540,-2397
2015-11-16,1004000.0,1021000.0,6803.0,37.46,-1790,1239,551
2015-11-17,1035000.0,1051000.0,9076.0,38.56,-2303,-1495,3774
2015-11-18,1049000.0,1035000.0,5511.0,37.97,366,-301,-227
2015-11-19,1043000.0,1056000.0,7814.0,38.74,-1170,-1888,3058
2015-11-20,1060000.0,1051000.0,6751.0,38.56,269,-3430,3161
2015-11-23,1060000.0,1044000.0,6950.0,38.3,391,-1011,620
2015-11-24,1049000.0,1039000.0,8166.0,38.12,163,-669,518
2015-11-25,1048000.0,1054000.0,9888.0,38.67,-782,-1099,1881
2015-11-26,1053000.0,1058000.0,7245.0,38.81,-1042,-163,1305
2015-11-27,1058000.0,1061000.0,10370.0,38.93,187,-1902,1715
2015-11-30,1068000.0,1041000.0,100556.0,38.19,-320,-9313,10053
