Symbol,오뚜기_시가(원),오뚜기_종가(원),오뚜기_거래량(주),오뚜기_PER(IFRS-연결),오뚜기_순매수수량(개인)(주),오뚜기_순매수수량(기관계)(주),오뚜기_순매수수량(외국인계)(주)
2006-05-04,132500.0,130000.0,2465.0,12.63,-258,-296,-302
2006-05-08,131000.0,132000.0,3697.0,12.83,-239,56,-2104
2006-05-09,132500.0,130000.0,3386.0,12.63,1129,540,-1669
2006-05-10,131500.0,131500.0,1948.0,12.78,-39,716,-677
2006-05-11,132500.0,132000.0,4964.0,12.83,878,-28,-999
2006-05-12,129500.0,125500.0,5345.0,12.19,2084,-555,-1398
2006-05-15,125000.0,123000.0,3066.0,11.95,682,-195,-485
2006-05-16,125000.0,121000.0,3735.0,11.76,-46,1211,-1165
2006-05-17,121000.0,122000.0,2904.0,11.85,425,-112,-563
2006-05-18,114500.0,120000.0,6913.0,11.66,-1366,1046,-311
2006-05-19,120000.0,126000.0,10062.0,12.24,-353,1534,-2181
2006-05-22,122000.0,120000.0,6517.0,11.66,846,2904,-4650
2006-05-23,120000.0,122000.0,8315.0,11.85,-1227,4153,-3565
2006-05-24,122500.0,120000.0,13580.0,11.66,2644,2876,-6522
2006-05-25,117000.0,116500.0,7303.0,11.32,193,1532,-1893
2006-05-26,115000.0,115000.0,5880.0,11.17,-522,810,-1112
2006-05-29,115000.0,114000.0,7233.0,11.08,773,612,-1741
2006-05-30,114000.0,115500.0,5564.0,11.22,-1092,1824,-1230
2006-06-01,114000.0,112500.0,7316.0,10.93,-94,11,-1217
2006-06-02,113000.0,113500.0,3754.0,11.03,-491,630,-2039
2006-06-05,115000.0,112500.0,2075.0,10.93,361,-1258,714
2006-06-07,112500.0,113500.0,3116.0,11.03,-1554,1468,-495
2006-06-08,115000.0,112000.0,8485.0,10.88,-374,-1202,1771
2006-06-09,115000.0,113500.0,2132.0,11.03,71,500,-626
2006-06-12,113500.0,116000.0,2179.0,11.27,14,764,-789
2006-06-13,116500.0,113000.0,2330.0,10.98,1455,-180,-1182
2006-06-14,116000.0,110500.0,12525.0,10.74,4920,1561,-6607
2006-06-15,115000.0,111000.0,7858.0,10.78,2568,-1092,-1357
2006-06-16,114500.0,115000.0,3018.0,11.17,-1943,2189,-300
2006-06-19,113000.0,114500.0,2229.0,11.12,-174,226,0
2006-06-20,113000.0,111000.0,2641.0,10.78,-629,-415,-70
2006-06-21,110000.0,108500.0,2122.0,10.54,-425,-841,36
2006-06-22,111000.0,112000.0,3869.0,10.88,-1820,1299,136
2006-06-23,112000.0,112000.0,1441.0,10.88,270,-540,-40
2006-06-26,113500.0,115000.0,2880.0,11.17,-1141,2409,-1304
2006-06-27,113000.0,114500.0,2578.0,11.12,-1018,504,-10
2006-06-28,111500.0,112000.0,2698.0,10.88,235,228,-310
2006-06-29,113500.0,114000.0,2760.0,11.08,-1053,2395,-1515
2006-06-30,114000.0,114000.0,3177.0,11.08,1361,456,-1829
2006-07-03,114500.0,111500.0,50660.0,10.83,1109,-934,108
2006-07-04,113500.0,112000.0,2008.0,10.88,147,-436,-24
2006-07-05,113000.0,113000.0,1319.0,10.98,-35,216,-181
2006-07-06,112500.0,110500.0,2595.0,10.74,1384,-711,-792
2006-07-07,110000.0,109500.0,2874.0,10.64,458,-502,-1571
2006-07-10,106500.0,113000.0,3721.0,10.98,-1912,2662,-880
2006-07-11,113500.0,112000.0,1705.0,10.88,299,25,-329
2006-07-12,111500.0,110500.0,3069.0,10.74,354,600,-1879
2006-07-13,110000.0,108000.0,3776.0,10.49,1359,-1293,-815
2006-07-14,107000.0,109000.0,3422.0,10.59,540,-1119,42
2006-07-18,107000.0,108000.0,929.0,10.49,-306,385,-278
2006-07-19,107500.0,109000.0,2285.0,10.59,-1226,210,0
2006-07-20,109000.0,112500.0,2776.0,10.93,-1438,2199,-950
2006-07-21,112500.0,109000.0,1174.0,10.59,398,-53,-363
2006-07-24,111000.0,111000.0,3021.0,10.78,393,-363,-19
2006-07-25,113000.0,113000.0,3151.0,10.98,-1229,2136,-1173
2006-07-26,113000.0,112000.0,1175.0,10.88,-251,182,28
2006-07-27,110500.0,114500.0,2826.0,11.12,-1938,2173,-109
2006-07-28,112500.0,115000.0,1843.0,11.17,-226,446,-230
2006-07-31,115500.0,114500.0,1885.0,11.12,777,147,-978
2006-08-01,115000.0,112000.0,2171.0,10.88,162,1076,-1317
2006-08-02,113500.0,115000.0,1634.0,11.17,-695,737,-100
2006-08-03,112500.0,111000.0,1988.0,10.78,1147,-497,-736
2006-08-04,111000.0,114000.0,1584.0,11.08,-563,907,-403
2006-08-07,114000.0,108500.0,2385.0,10.54,1982,-1439,-480
2006-08-08,110000.0,113500.0,3739.0,11.03,-1841,2395,-1030
2006-08-09,112000.0,112000.0,2697.0,10.88,338,604,-1120
2006-08-10,110500.0,110000.0,3983.0,10.69,1964,-2015,99
2006-08-11,111500.0,108000.0,4270.0,10.49,680,113,-722
2006-08-14,110000.0,108500.0,2150.0,10.54,-542,1221,-926
2006-08-16,110000.0,109000.0,1838.0,10.59,171,679,-890
2006-08-17,109000.0,107000.0,3283.0,10.4,1715,-681,-1134
2006-08-18,108000.0,105000.0,4732.0,10.2,2459,-766,-1711
2006-08-21,107000.0,103500.0,2524.0,10.06,1074,-639,-420
2006-08-22,105000.0,104000.0,5122.0,10.1,1458,-1501,-120
2006-08-23,102000.0,99800.0,10803.0,9.7,6045,-6095,37
2006-08-24,99800.0,92700.0,13276.0,9.01,8276,-819,-7464
2006-08-25,92700.0,93000.0,11063.0,9.04,4939,160,-5190
2006-08-28,93000.0,93300.0,7175.0,9.07,3213,-619,-2594
2006-08-29,93600.0,91300.0,14996.0,8.87,10670,-3030,-8073
2006-08-30,92800.0,92100.0,9588.0,8.95,1020,-1391,-1289
2006-08-31,91500.0,94100.0,7913.0,9.14,-984,447,284
2006-09-01,93900.0,97600.0,7427.0,9.48,-2006,363,557
2006-09-04,99500.0,97500.0,6863.0,9.47,459,-337,-487
2006-09-05,97500.0,97000.0,2071.0,9.42,-559,32,0
2006-09-06,97000.0,96000.0,3531.0,9.33,-376,-735,-50
2006-09-07,96000.0,97000.0,3469.0,9.42,-1992,725,-15
2006-09-08,96100.0,97200.0,3028.0,9.44,-1372,214,511
2006-09-11,96800.0,98000.0,2937.0,9.52,-679,468,0
2006-09-12,98000.0,98200.0,2656.0,9.54,-1486,-154,-26
2006-09-13,98500.0,99000.0,6694.0,9.62,-5119,-77,98
2006-09-14,100000.0,98100.0,7960.0,9.53,-45,728,-1101
2006-09-15,98600.0,101500.0,4298.0,9.86,-444,-437,315
2006-09-18,102000.0,104000.0,3769.0,10.1,-2237,1446,-205
2006-09-19,104000.0,102500.0,5550.0,9.96,-2964,-260,-122
2006-09-20,102500.0,102500.0,2500.0,9.96,-1113,1179,-115
2006-09-21,101500.0,101500.0,1114.0,9.86,-197,119,40
2006-09-22,103000.0,99700.0,1742.0,9.69,498,-622,159
2006-09-25,100500.0,99600.0,2025.0,9.68,-1374,1238,125
2006-09-26,100500.0,96200.0,2248.0,9.35,1447,-1382,47
2006-09-27,98900.0,99600.0,3312.0,9.68,-2234,1851,417
2006-09-28,101500.0,99300.0,3111.0,9.65,-105,-1835,-38
2006-09-29,99300.0,98700.0,1877.0,9.59,218,-597,383
2006-10-02,100000.0,99700.0,2535.0,9.69,-1278,1213,70
2006-10-04,98300.0,97200.0,1946.0,9.44,1339,-1243,-32
2006-10-09,96500.0,91000.0,7490.0,8.84,2687,489,-4142
2006-10-10,92500.0,93300.0,4327.0,9.07,-340,-592,844
2006-10-11,92000.0,93600.0,1573.0,9.09,-345,585,-342
2006-10-12,94600.0,93800.0,3087.0,9.11,671,-388,-331
2006-10-13,94100.0,95100.0,2039.0,9.24,-1033,1172,-222
2006-10-16,95800.0,95500.0,1079.0,9.28,76,115,-180
2006-10-17,97000.0,94700.0,1405.0,9.2,115,390,-522
2006-10-18,96000.0,93800.0,3764.0,9.11,237,645,-981
2006-10-19,94600.0,93200.0,2288.0,9.06,438,-526,89
2006-10-20,94400.0,94500.0,2926.0,9.18,1042,263,-1327
2006-10-23,94500.0,94700.0,1334.0,9.2,-1,517,-529
2006-10-24,94700.0,95000.0,2522.0,9.23,-689,-13,740
2006-10-25,95000.0,93600.0,2318.0,9.09,525,-779,224
2006-10-26,93300.0,94300.0,2509.0,9.16,199,-654,400
2006-10-27,94500.0,94300.0,1146.0,9.16,-296,522,-347
2006-10-30,94800.0,94400.0,729.0,9.17,-10,121,-155
2006-10-31,94700.0,94700.0,728.0,9.2,-195,165,60
2006-11-01,93400.0,96000.0,1573.0,9.33,-834,225,773
2006-11-02,96300.0,95800.0,2659.0,9.31,371,-495,30
2006-11-03,95900.0,96800.0,1513.0,9.41,-115,-107,100
2006-11-06,98400.0,96000.0,1726.0,9.33,336,-361,13
2006-11-07,99000.0,98800.0,3234.0,9.6,-722,525,50
2006-11-08,98800.0,98500.0,775.0,9.57,-298,270,-32
2006-11-09,99400.0,99000.0,2052.0,9.62,-517,-232,676
2006-11-10,97900.0,98500.0,2272.0,9.57,5,107,-124
2006-11-13,98500.0,98400.0,1166.0,9.56,-138,109,-26
2006-11-14,98400.0,99300.0,1685.0,9.65,-346,-455,144
2006-11-15,99500.0,99300.0,3101.0,9.65,-192,-1558,970
2006-11-16,99300.0,101500.0,4289.0,9.86,-788,143,651
2006-11-17,102500.0,103500.0,13388.0,10.06,-800,-8948,9689
2006-11-20,103500.0,102000.0,2075.0,9.91,-125,-296,0
2006-11-21,102000.0,108000.0,5622.0,10.49,-3167,1331,1778
2006-11-22,109000.0,107000.0,2461.0,10.4,-91,824,-890
2006-11-23,107000.0,106000.0,1367.0,10.3,-380,232,-40
2006-11-24,106000.0,104500.0,4088.0,10.15,1837,-1804,-204
2006-11-27,102000.0,105500.0,1670.0,10.25,-528,300,121
2006-11-28,105000.0,101500.0,1731.0,9.86,777,-136,-629
2006-11-29,103500.0,102000.0,2490.0,9.91,334,183,-528
2006-11-30,102500.0,103000.0,2002.0,10.01,110,14,281
2006-12-01,102500.0,104500.0,3446.0,10.15,27,683,-656
2006-12-04,103500.0,104500.0,2090.0,10.15,-772,250,550
2006-12-05,105000.0,106000.0,5977.0,10.3,1799,382,-2237
2006-12-06,106000.0,104500.0,3986.0,10.15,638,-5,-731
2006-12-07,106000.0,107000.0,8754.0,10.4,569,329,-880
2006-12-08,107500.0,108000.0,8170.0,10.49,-1220,2673,-1497
2006-12-11,106500.0,104500.0,2645.0,10.15,-193,-5,99
2006-12-12,106000.0,102500.0,2171.0,9.96,59,-382,362
2006-12-13,101500.0,102500.0,2120.0,9.96,468,-854,451
2006-12-14,101000.0,102500.0,7803.0,9.96,159,-4690,4328
2006-12-15,102500.0,103500.0,892.0,10.06,243,-271,3
2006-12-18,105500.0,104000.0,901.0,10.1,-324,248,60
2006-12-19,105500.0,103500.0,2507.0,10.06,-479,1426,270
2006-12-20,104500.0,104500.0,2765.0,10.15,-1247,739,646
2006-12-21,104000.0,103500.0,1740.0,10.06,384,466,-858
2006-12-22,105000.0,105000.0,5161.0,10.2,-735,209,-3469
2006-12-26,103500.0,104500.0,849.0,10.15,145,171,-307
2006-12-27,103000.0,104500.0,1272.0,10.15,208,89,-299
2006-12-28,104500.0,103500.0,389.0,10.06,-58,-9,-23
2007-01-02,104000.0,100500.0,1972.0,10.88,1139,-895,-250
2007-01-03,102500.0,98000.0,2223.0,10.61,558,-409,-112
2007-01-04,98000.0,95900.0,2714.0,10.38,1268,-793,-494
2007-01-05,95300.0,94000.0,3703.0,10.18,2217,-1217,-898
2007-01-08,94000.0,94000.0,3748.0,10.18,1015,131,-1146
2007-01-09,93100.0,93100.0,3376.0,10.08,2445,-1303,-1126
2007-01-10,93000.0,91500.0,2944.0,9.91,753,-1199,209
2007-01-11,91100.0,91400.0,8584.0,9.9,1929,-1492,-161
2007-01-12,91400.0,91000.0,7120.0,9.85,6274,-1213,-4998
2007-01-15,91400.0,90800.0,8255.0,9.83,3617,-1802,-1777
2007-01-16,90200.0,89100.0,5729.0,9.65,3233,-1359,-2089
2007-01-17,89100.0,87900.0,46609.0,9.52,1132,-829,-247
2007-01-18,86700.0,88300.0,5131.0,9.56,382,-1239,826
2007-01-19,89300.0,87800.0,1949.0,9.51,174,-246,56
2007-01-22,87400.0,86700.0,7271.0,9.39,98,1423,-3862
2007-01-23,86700.0,86800.0,3818.0,9.4,214,463,-2854
2007-01-24,86700.0,87700.0,2635.0,9.5,830,278,-1139
2007-01-25,88500.0,87900.0,5873.0,9.52,4073,-718,-3585
2007-01-26,88000.0,86600.0,4512.0,9.38,1635,-876,-2416
2007-01-29,86200.0,87000.0,5261.0,9.42,1873,-57,-2776
2007-01-30,87000.0,87000.0,1215.0,9.42,-216,111,-128
2007-01-31,87200.0,86000.0,2470.0,9.31,1146,-1248,-91
2007-02-01,85200.0,86900.0,3503.0,9.41,-617,138,-113
2007-02-02,86500.0,87100.0,3177.0,9.43,891,-119,-761
2007-02-05,87600.0,87300.0,3816.0,9.45,1071,-161,-1265
2007-02-06,87300.0,87500.0,4225.0,9.48,1047,-882,-210
2007-02-07,87900.0,90600.0,6415.0,9.81,1008,476,-1505
2007-02-08,90200.0,92000.0,7040.0,9.96,104,1300,-1381
2007-02-09,92500.0,91700.0,1829.0,9.93,-659,652,-20
2007-02-12,91700.0,90500.0,1677.0,9.8,-221,14,207
2007-02-13,89100.0,88200.0,3145.0,9.55,1295,-1351,56
2007-02-14,88500.0,88100.0,2952.0,9.54,519,-497,-30
2007-02-15,89800.0,88600.0,1496.0,9.59,31,-421,392
2007-02-16,87900.0,87400.0,2844.0,9.46,1277,-613,-663
2007-02-20,87500.0,87300.0,2342.0,9.45,741,-592,-338
2007-02-21,87100.0,87200.0,4945.0,9.44,248,-330,-32
2007-02-22,87700.0,88900.0,3529.0,9.63,215,62,-315
2007-02-23,89900.0,89700.0,2971.0,9.71,-317,926,-642
2007-02-26,89700.0,89700.0,2472.0,9.71,-1205,134,1153
2007-02-27,89100.0,88200.0,2021.0,9.55,-290,-201,513
2007-02-28,87000.0,86200.0,7282.0,9.33,1780,-3366,1223
2007-03-02,86100.0,86500.0,3304.0,9.37,-101,-1131,1251
2007-03-05,86500.0,86000.0,4300.0,9.31,-1218,-1090,1025
2007-03-06,86000.0,87000.0,1118.0,9.42,-94,10,84
2007-03-07,89100.0,86400.0,2901.0,9.36,1266,-1531,47
2007-03-08,86500.0,89000.0,6523.0,9.64,498,75,-652
2007-03-09,89000.0,87500.0,3073.0,9.48,1696,-1082,-520
2007-03-12,87300.0,89200.0,4694.0,9.66,2271,-916,-1355
2007-03-13,89000.0,89000.0,4579.0,9.64,2224,-1191,-979
2007-03-14,88600.0,88500.0,6036.0,9.58,2126,-417,-1682
2007-03-15,89400.0,89200.0,1914.0,9.66,-135,975,-837
2007-03-16,89200.0,88600.0,1707.0,9.59,487,-80,-373
2007-03-19,88700.0,87700.0,5612.0,9.5,3370,1044,-3726
2007-03-20,87700.0,87000.0,3726.0,9.42,1489,222,-897
2007-03-21,87600.0,87100.0,2703.0,9.43,-55,-422,475
2007-03-22,86100.0,88400.0,5423.0,9.57,-364,453,568
2007-03-23,88600.0,87800.0,1622.0,9.51,-383,492,261
2007-03-26,88700.0,88300.0,1311.0,9.56,-606,572,34
2007-03-27,89700.0,88400.0,2545.0,9.57,429,245,-725
2007-03-28,89300.0,87300.0,2799.0,9.45,1576,-1484,-91
2007-03-29,88600.0,87400.0,1795.0,9.46,114,655,-769
2007-03-30,88600.0,88200.0,3291.0,9.55,-33,-830,863
2007-04-02,87800.0,88200.0,1948.0,9.55,-298,621,-326
2007-04-03,88200.0,88000.0,2898.0,9.53,471,-891,429
2007-04-04,87900.0,88000.0,3519.0,9.53,1978,-1477,-501
2007-04-05,88100.0,87900.0,3480.0,9.52,606,-88,50
2007-04-06,87900.0,90900.0,6095.0,9.84,-876,1669,-792
2007-04-09,93600.0,97600.0,17529.0,10.57,1060,3414,-4283
2007-04-10,98000.0,96500.0,10435.0,10.45,2502,2810,-5295
2007-04-11,95100.0,95300.0,22291.0,10.32,-557,17522,-17237
2007-04-12,95000.0,103500.0,13542.0,11.21,-7074,5969,183
2007-04-13,99900.0,109000.0,16899.0,11.8,-8411,-729,5759
2007-04-16,106000.0,109500.0,8722.0,11.86,-3155,-568,3823
2007-04-17,112000.0,108500.0,5091.0,11.75,9,430,-439
2007-04-18,107000.0,110500.0,4673.0,11.97,-1341,299,1051
2007-04-19,110500.0,110000.0,5543.0,11.91,-1499,-453,-134
2007-04-20,110000.0,110500.0,3336.0,11.97,-1664,2403,-879
2007-04-23,108000.0,111000.0,4259.0,12.02,35,477,-722
2007-04-24,108000.0,108000.0,4221.0,11.7,-2249,1184,41
2007-04-25,108000.0,108000.0,3807.0,11.7,-2226,-148,1003
2007-04-26,110000.0,109500.0,4713.0,11.86,-2433,134,961
2007-04-27,109000.0,108000.0,1985.0,11.7,-757,-496,223
2007-04-30,108000.0,109500.0,3007.0,11.86,-2384,-127,53
2007-05-02,110000.0,111000.0,2283.0,12.02,-929,-8,921
2007-05-03,109000.0,112500.0,3499.0,12.18,-613,873,-282
2007-05-04,109000.0,113000.0,1572.0,12.24,-126,-59,185
2007-05-07,111000.0,113000.0,1934.0,12.24,-316,112,292
2007-05-08,112500.0,110500.0,1192.0,11.97,260,-289,61
2007-05-09,109000.0,111000.0,2437.0,12.02,-1702,455,1258
2007-05-10,109500.0,108000.0,5426.0,11.7,-81,-115,-383
2007-05-11,110000.0,105000.0,7585.0,11.37,-593,-264,-1930
2007-05-14,104000.0,105000.0,5869.0,11.37,549,-2826,-36
2007-05-15,103000.0,104500.0,4667.0,11.32,467,-840,349
2007-05-16,104000.0,106000.0,1248.0,11.48,-672,642,19
2007-05-17,105500.0,107000.0,4554.0,11.59,-613,-1366,2011
2007-05-18,107000.0,109500.0,2257.0,11.86,-652,62,536
2007-05-21,109500.0,108000.0,2383.0,11.7,-933,1048,-126
2007-05-22,107500.0,107000.0,4029.0,11.59,1676,-2802,219
2007-05-23,106500.0,110000.0,3921.0,11.91,-2192,-158,1339
2007-05-25,113000.0,113500.0,4859.0,12.29,-2398,2118,291
2007-05-28,111000.0,119000.0,15964.0,12.89,1223,8606,-10534
2007-05-29,117000.0,126000.0,13534.0,13.64,-2697,3845,-5146
2007-05-30,123500.0,124000.0,4592.0,13.43,315,604,-753
2007-05-31,124000.0,126000.0,4186.0,13.64,-1572,1849,-325
2007-06-01,123000.0,130000.0,14577.0,14.08,-6158,11714,-5624
2007-06-04,128000.0,130000.0,5701.0,14.08,-1233,1302,-508
2007-06-05,130000.0,128500.0,5279.0,13.91,-782,1261,-413
2007-06-07,126000.0,128500.0,7951.0,13.91,-1918,5908,-3998
2007-06-08,129000.0,128000.0,5140.0,13.86,167,2746,-2884
2007-06-11,126000.0,128000.0,9132.0,13.86,-1477,4872,-4261
2007-06-12,126000.0,127000.0,5410.0,13.75,-723,4035,-3292
2007-06-13,125000.0,126000.0,2425.0,13.64,-132,915,-853
2007-06-14,125500.0,127000.0,9182.0,13.75,-329,1586,-1401
2007-06-15,126000.0,124500.0,4837.0,13.48,269,-272,3
2007-06-18,124000.0,127000.0,3633.0,13.75,-1429,1345,28
2007-06-19,125000.0,125500.0,4185.0,13.59,1019,69,-1036
2007-06-20,125000.0,122000.0,4690.0,13.21,-1433,1666,-224
2007-06-21,119500.0,127000.0,5880.0,13.75,-2895,3075,-1189
2007-06-22,123500.0,123500.0,2311.0,13.37,-339,480,-148
2007-06-25,116500.0,126000.0,2735.0,13.64,-501,1084,-574
2007-06-26,127000.0,126000.0,3042.0,13.64,-1284,1578,-309
2007-06-27,123500.0,125000.0,2694.0,13.54,-45,127,-549
2007-06-28,122500.0,126000.0,1668.0,13.64,-355,439,-84
2007-06-29,126000.0,125000.0,2526.0,13.54,-1006,1014,-9
2007-07-02,123500.0,124500.0,2071.0,13.48,-898,1024,72
2007-07-03,125000.0,128000.0,4792.0,13.86,-1316,1355,485
2007-07-04,128000.0,129000.0,5668.0,13.97,-1398,738,60
2007-07-05,126500.0,126500.0,2122.0,13.7,470,-390,80
2007-07-06,129000.0,126500.0,3852.0,13.7,3,-54,42
2007-07-09,125500.0,126500.0,2649.0,13.7,1254,-844,22
2007-07-10,126500.0,126500.0,2656.0,13.7,131,-395,301
2007-07-11,126500.0,128500.0,6319.0,13.91,-1823,1954,-131
2007-07-12,126500.0,128500.0,4735.0,13.91,-1512,2302,143
2007-07-13,128000.0,138000.0,12864.0,14.94,1567,1167,-3474
2007-07-16,139000.0,138000.0,5701.0,14.94,395,1691,-1440
2007-07-18,138000.0,136000.0,4030.0,14.73,-1192,1138,24
2007-07-19,137500.0,139500.0,6299.0,15.11,-1471,1733,-371
2007-07-20,148000.0,155000.0,15278.0,16.78,-3680,7332,-3431
2007-07-23,154000.0,152000.0,4540.0,16.46,955,847,-1784
2007-07-24,154000.0,148000.0,4733.0,16.03,295,1398,-1434
2007-07-25,148000.0,145500.0,5971.0,15.76,-1255,1768,-1088
2007-07-26,147500.0,156000.0,13556.0,16.89,-2137,2950,-437
2007-07-27,156000.0,149500.0,6700.0,16.19,-1181,1530,-378
2007-07-30,147500.0,157500.0,4300.0,17.06,-1725,2250,-542
2007-07-31,153500.0,160000.0,6718.0,17.33,-1677,2411,-1229
2007-08-01,160000.0,147500.0,8263.0,15.97,1619,80,-1499
2007-08-02,147500.0,159000.0,5489.0,17.22,-2209,1199,1006
2007-08-03,157000.0,156000.0,2516.0,16.89,-192,254,-38
2007-08-06,155000.0,157500.0,2660.0,17.06,-162,-148,294
2007-08-07,159500.0,156000.0,2316.0,16.89,-495,-219,765
2007-08-08,158500.0,157500.0,3357.0,17.06,-317,-667,880
2007-08-09,156000.0,153500.0,4317.0,16.62,749,-945,245
2007-08-10,153000.0,151000.0,10127.0,16.35,1727,-52,-1582
2007-08-13,151000.0,149000.0,2692.0,16.13,388,1329,-1557
2007-08-14,147000.0,143500.0,2654.0,15.54,444,461,-905
2007-08-16,137500.0,140000.0,7680.0,15.16,-3959,4159,-731
2007-08-17,146500.0,139000.0,6447.0,15.05,-313,-74,349
2007-08-20,137500.0,144000.0,12535.0,15.59,661,4011,-4565
2007-08-21,143000.0,140500.0,5474.0,15.21,488,-943,-295
2007-08-22,138000.0,143500.0,6363.0,15.54,-420,2281,-3442
2007-08-23,141500.0,148000.0,7766.0,16.03,-1870,895,38
2007-08-24,145000.0,153500.0,1940.0,16.62,-300,717,-420
2007-08-27,152500.0,155000.0,1269.0,16.78,-146,257,-173
2007-08-28,155000.0,155000.0,9571.0,16.78,237,-426,69
2007-08-29,152000.0,156000.0,4535.0,16.89,-421,2482,-2059
2007-08-30,157000.0,158000.0,7152.0,17.11,2841,-1458,-1489
2007-08-31,160000.0,162000.0,5436.0,17.54,166,942,-1613
2007-09-03,162000.0,161500.0,4345.0,17.49,1188,-1021,-346
2007-09-04,162000.0,160500.0,8042.0,17.38,3214,653,-4203
2007-09-05,162000.0,155500.0,8273.0,16.84,4483,-2352,-1905
2007-09-06,159000.0,161500.0,4828.0,17.49,-447,801,-665
