Symbol,삼성증권_시가(원),삼성증권_종가(원),삼성증권_거래량(주),삼성증권_PER(IFRS-연결),삼성증권_순매수수량(개인)(주),삼성증권_순매수수량(기관계)(주),삼성증권_순매수수량(외국인계)(주)
2014-03-31,38550.0,39050.0,560138.0,271.99,-200142,178290,21992
2014-04-01,38950.0,39200.0,343491.0,273.04,-49258,54216,-978
2014-04-02,39300.0,40000.0,1077786.0,278.61,-386364,401564,-21480
2014-04-03,39900.0,40000.0,622683.0,278.61,-195492,319046,-123054
2014-04-04,40050.0,39750.0,439982.0,276.86,-35423,22123,14770
2014-04-07,39350.0,40100.0,296134.0,279.3,-84647,57629,27998
2014-04-08,39900.0,40600.0,384874.0,282.79,-57933,143912,-74749
2014-04-09,40700.0,41600.0,889845.0,289.75,-295268,325380,-38102
2014-04-10,42000.0,42150.0,639224.0,293.58,-149537,110481,42446
2014-04-11,41450.0,42100.0,478887.0,293.24,-57128,10279,45589
2014-04-14,41800.0,42050.0,305426.0,292.88,-43500,-19950,66000
2014-04-15,42050.0,41800.0,299944.0,291.15,-38468,-17582,57960
2014-04-16,41750.0,41450.0,300857.0,288.7,-1204,-85846,88510
2014-04-17,41850.0,41950.0,318001.0,292.19,-66194,-7356,80800
2014-04-18,42100.0,41900.0,179240.0,291.84,-18638,-33712,52840
2014-04-21,41900.0,41600.0,126434.0,289.75,-34740,-21940,58070
2014-04-22,41650.0,41000.0,269491.0,285.57,3207,-95025,93138
2014-04-23,41300.0,41250.0,311312.0,287.31,-34747,36461,-1560
2014-04-24,41350.0,41350.0,167353.0,288.01,-44268,32028,14440
2014-04-25,41250.0,39600.0,498902.0,275.82,76130,-39498,-36472
2014-04-28,39350.0,39500.0,173957.0,275.13,-6993,-41607,53560
2014-04-29,39500.0,39250.0,151430.0,273.38,7877,-6517,-960
2014-04-30,39300.0,39350.0,228179.0,274.08,32485,-47985,15500
2014-05-02,39650.0,38850.0,282265.0,270.59,50984,-66264,13160
2014-05-07,38700.0,38150.0,309386.0,265.72,69606,-105146,34790
2014-05-08,38150.0,38100.0,270359.0,265.37,43331,-47621,4190
2014-05-09,37850.0,38300.0,200893.0,266.77,19184,-69584,51720
2014-05-12,38300.0,37700.0,677722.0,262.59,36563,41486,-96939
2014-05-13,37800.0,38050.0,439213.0,265.02,47953,4126,-51239
2014-05-14,38300.0,39850.0,782315.0,277.56,-82219,291033,-218484
2014-05-15,40150.0,40650.0,590002.0,283.13,-59377,175397,-116420
2014-05-16,40400.0,41400.0,751727.0,288.36,-120528,193884,-70200
2014-05-19,41500.0,43350.0,1440382.0,301.94,-486264,457164,33230
2014-05-20,43200.0,43000.0,551983.0,299.5,-57316,15086,37110
2014-05-21,42600.0,43200.0,330211.0,300.9,-38719,-45411,81540
2014-05-22,43400.0,43600.0,404286.0,303.68,-89704,22914,66020
2014-05-23,43600.0,43400.0,308535.0,302.29,-50796,33062,13184
2014-05-26,43500.0,43700.0,264018.0,304.38,-73559,4009,63120
2014-05-27,43700.0,42300.0,414761.0,294.63,42529,-83779,41350
2014-05-28,42400.0,43400.0,324866.0,302.29,-94591,-17929,110830
2014-05-29,43000.0,42300.0,267672.0,294.63,46936,-59046,10520
2014-05-30,42400.0,41050.0,388001.0,285.92,59470,-82441,22141
2014-06-02,41200.0,41150.0,253786.0,286.61,32613,-61039,26773
2014-06-03,41850.0,42000.0,665011.0,292.54,96091,-61044,-49245
2014-06-05,41600.0,41900.0,351044.0,291.84,51611,4712,-47063
2014-06-09,42000.0,42200.0,324547.0,293.93,1265,14988,-19385
2014-06-10,42200.0,43050.0,267383.0,299.85,-61283,53373,6560
2014-06-11,43100.0,44350.0,664158.0,308.9,-242235,275388,-35666
2014-06-12,44150.0,44250.0,466858.0,308.21,-12639,2481,9161
2014-06-13,44000.0,43800.0,301894.0,305.08,-71086,108611,-37224
2014-06-16,44100.0,44800.0,526495.0,312.04,-156494,151399,3104
2014-06-17,44700.0,44700.0,323922.0,311.35,-13370,103661,-93079
2014-06-18,44400.0,44500.0,232242.0,309.95,-10460,38338,-28116
2014-06-19,44600.0,44450.0,287793.0,309.6,-63801,100311,-38298
2014-06-20,44450.0,43600.0,330292.0,303.68,-51446,144743,-90014
2014-06-23,43600.0,44150.0,296346.0,307.51,-5218,16955,-27810
2014-06-24,43750.0,43850.0,219450.0,305.42,-5502,25562,-24571
2014-06-25,43850.0,43700.0,158834.0,304.38,-20910,17566,212
2014-06-26,43800.0,44250.0,232868.0,308.21,-47295,36146,10956
2014-06-27,44100.0,44000.0,158704.0,306.47,-14761,-10465,22959
2014-06-30,44100.0,44300.0,235718.0,308.56,-44025,46582,-907
2014-07-01,44150.0,44450.0,156241.0,309.6,-41010,63481,-24511
2014-07-02,44800.0,45950.0,629610.0,320.05,-248479,203927,43034
2014-07-03,45950.0,46300.0,352088.0,322.49,-105661,101132,5381
2014-07-04,46700.0,46000.0,255151.0,320.4,-60203,64009,-856
2014-07-07,46000.0,46100.0,187256.0,321.1,-70814,22881,46910
2014-07-08,46000.0,45850.0,168714.0,319.35,-17477,-3782,27486
2014-07-09,45400.0,45900.0,169779.0,319.7,-33630,43782,-7899
2014-07-10,46100.0,46100.0,276281.0,321.1,-28400,-6969,22300
2014-07-11,45900.0,46150.0,288332.0,321.44,-73395,16430,56865
2014-07-14,46450.0,46650.0,312333.0,324.92,-109353,105428,-2874
2014-07-15,47000.0,46900.0,266903.0,326.67,-75641,69888,7457
2014-07-16,46900.0,46200.0,254238.0,321.79,-13909,6704,5759
2014-07-17,46750.0,47200.0,330067.0,328.76,-116983,92710,24989
2014-07-18,46700.0,46900.0,213899.0,326.67,43330,59926,-98674
2014-07-21,47050.0,47050.0,213872.0,327.71,-37620,22346,19355
2014-07-22,47150.0,47050.0,245626.0,327.71,7534,5387,-13121
2014-07-23,47500.0,47300.0,378716.0,329.46,-9308,24870,-13305
2014-07-24,47600.0,47150.0,249129.0,328.41,-24364,35158,-11040
2014-07-25,47400.0,46800.0,306051.0,325.97,35369,-18028,-21058
2014-07-28,46950.0,48200.0,591117.0,335.72,-86685,50038,33960
2014-07-29,48600.0,47600.0,669547.0,331.55,-78577,68879,10667
2014-07-30,47950.0,48200.0,500259.0,335.72,-9964,-37679,46353
2014-07-31,48350.0,49000.0,825853.0,341.3,-89544,-35184,116379
2014-08-01,48400.0,49300.0,356214.0,343.39,1256,-46131,35559
2014-08-04,49100.0,48500.0,481370.0,337.81,164650,-126609,-40727
2014-08-05,48850.0,47500.0,406163.0,330.85,79645,-103058,22424
2014-08-06,47450.0,47350.0,392844.0,329.8,84743,-174072,87960
2014-08-07,47450.0,48000.0,210345.0,334.33,-29144,-18853,51019
2014-08-08,47900.0,46750.0,289221.0,325.62,8231,-6579,-1290
2014-08-11,47500.0,48650.0,311719.0,338.86,-70948,8096,66106
2014-08-12,48850.0,49450.0,429185.0,344.43,-57011,43481,16982
2014-08-13,49500.0,49100.0,267510.0,341.99,-2442,-29911,36247
2014-08-14,49300.0,48950.0,313965.0,340.94,-60527,-31211,93118
2014-08-18,48750.0,48300.0,266560.0,336.42,43631,-35816,-961
2014-08-19,48400.0,48500.0,283543.0,337.81,10916,-53775,32177
2014-08-20,48600.0,47750.0,223205.0,332.59,8609,-29370,16842
2014-08-21,47800.0,46650.0,330804.0,324.92,64190,-132030,76429
2014-08-22,46500.0,46800.0,220521.0,325.97,24933,13230,-40163
2014-08-25,46700.0,47700.0,191644.0,332.24,-22196,-3137,26685
2014-08-26,47550.0,47350.0,136027.0,329.8,15305,-24939,9916
2014-08-27,47650.0,50200.0,949692.0,349.65,-526799,357377,165529
2014-08-28,50400.0,49400.0,383003.0,344.08,12850,-4405,-9921
2014-08-29,49350.0,49550.0,327548.0,345.12,-28519,-71073,101207
2014-09-01,49450.0,49450.0,133762.0,344.43,32897,-30185,-2331
2014-09-02,49100.0,48500.0,231513.0,337.81,61884,-51359,-11320
2014-09-03,48300.0,48800.0,270700.0,339.9,-1536,24659,266
2014-09-04,49100.0,49100.0,199109.0,341.99,-23434,5941,29176
2014-09-05,48850.0,48550.0,159187.0,338.16,27386,-17087,-10434
2014-09-11,48500.0,48050.0,170416.0,334.68,47776,-19068,-27934
2014-09-12,48350.0,47550.0,254046.0,331.19,71947,-84330,15045
2014-09-15,47500.0,46900.0,313763.0,326.67,41257,-121946,80289
2014-09-16,46900.0,47050.0,177313.0,327.71,-3481,-14617,18098
2014-09-17,47200.0,47350.0,175554.0,329.8,-24553,10427,13916
2014-09-18,47700.0,47700.0,194549.0,332.24,-65057,46181,18179
2014-09-19,48200.0,48100.0,246769.0,335.03,27626,16119,-35786
2014-09-22,48000.0,47000.0,244157.0,327.37,8199,32236,-39965
2014-09-23,46900.0,46450.0,278808.0,323.53,35597,-60480,21041
2014-09-24,46350.0,45450.0,431731.0,316.57,87162,-126769,41022
2014-09-25,45800.0,45850.0,310896.0,319.35,-19156,24909,-2492
2014-09-26,45200.0,44000.0,552154.0,306.47,270030,-166900,-117352
2014-09-29,44200.0,44800.0,379216.0,312.04,-34885,14466,17885
2014-09-30,44800.0,44100.0,357915.0,307.17,49492,-41313,-3332
2014-10-01,43800.0,41750.0,555917.0,290.79,150906,-182138,28072
2014-10-02,41600.0,43250.0,468414.0,301.24,-107852,25670,65227
2014-10-06,44000.0,43850.0,302864.0,305.42,-19063,26806,-7710
2014-10-07,44300.0,43950.0,231046.0,306.12,-941,43357,-42408
2014-10-08,43600.0,43650.0,145914.0,304.03,8360,5026,-11681
2014-10-10,43650.0,42300.0,301839.0,294.63,78951,11163,-92528
2014-10-13,41500.0,43300.0,354662.0,301.59,-127741,181695,-54005
2014-10-14,43500.0,45900.0,758567.0,319.7,-272498,467703,-199621
2014-10-15,45500.0,44900.0,446094.0,312.74,19619,92491,-112544
2014-10-16,44250.0,45150.0,451680.0,314.48,-55189,147431,-83377
2014-10-17,45550.0,44800.0,401718.0,312.04,2870,124444,-130154
2014-10-20,45600.0,45900.0,239146.0,319.7,-67919,73408,-5749
2014-10-21,45650.0,45600.0,225668.0,317.61,-27314,95754,-70961
2014-10-22,46300.0,46850.0,342991.0,326.32,-116077,23877,88191
2014-10-23,46450.0,46100.0,141836.0,321.1,-16479,34886,-18488
2014-10-24,46700.0,46050.0,141259.0,320.75,-19776,27438,-8175
2014-10-27,46200.0,46000.0,257372.0,320.4,31165,6118,-39767
2014-10-28,46100.0,46200.0,158703.0,321.79,-33080,58570,-26444
2014-10-29,46500.0,47600.0,402641.0,331.55,-142591,117605,25652
2014-10-30,47500.0,47650.0,239188.0,331.89,8726,61334,-69551
2014-10-31,48950.0,47800.0,440662.0,332.94,-9261,56704,-48433
2014-11-03,47700.0,49050.0,477526.0,341.64,-259494,150921,91745
2014-11-04,48750.0,49600.0,466958.0,345.48,-250888,160208,93784
2014-11-05,49550.0,49400.0,228183.0,344.08,-46923,41230,5980
2014-11-06,49350.0,48500.0,355839.0,337.81,-92916,41424,55458
2014-11-07,48400.0,48800.0,258025.0,339.9,-107474,38126,69701
2014-11-10,49300.0,49000.0,259234.0,341.3,-88316,84859,5247
2014-11-11,49600.0,48900.0,194319.0,340.6,-64318,45831,22960
2014-11-12,48650.0,49250.0,275297.0,343.03,-72716,86583,-13437
2014-11-13,48950.0,48800.0,200025.0,339.9,-8288,2392,7836
2014-11-14,48950.0,49200.0,458344.0,342.69,-139573,288753,-140424
2014-11-17,48950.0,49550.0,350977.0,345.12,-113041,164838,-46183
2014-11-18,49400.0,49550.0,226995.0,345.12,-57048,26258,32768
2014-11-19,49700.0,49350.0,213206.0,343.73,-34724,34468,1967
2014-11-20,49300.0,49400.0,147573.0,344.08,-43202,48751,-4584
2014-11-21,49400.0,49950.0,206398.0,347.91,-96612,70468,24826
2014-11-24,50100.0,52000.0,730449.0,362.19,-385640,322348,75289
2014-11-25,52000.0,52100.0,281352.0,362.88,-47476,64924,-9863
2014-11-26,52200.0,51800.0,178519.0,360.79,-7711,9287,9807
2014-11-27,51500.0,49750.0,581125.0,346.52,85010,-67534,-2844
2014-11-28,49550.0,49400.0,166540.0,344.08,-19044,12946,8507
2014-12-01,49200.0,48100.0,355025.0,335.03,17121,-114891,104830
2014-12-02,48300.0,49800.0,268762.0,346.87,-82374,6834,75358
2014-12-03,49750.0,49350.0,144261.0,343.73,10418,3035,-13145
2014-12-04,49350.0,49500.0,155892.0,344.78,-19953,10936,10367
2014-12-05,49400.0,49650.0,193088.0,345.82,-43616,-14857,59819
2014-12-08,49100.0,48650.0,167579.0,338.86,27128,-8532,-1486
2014-12-09,48700.0,48350.0,210360.0,336.77,-3124,-39030,43055
2014-12-10,48000.0,47650.0,235484.0,331.89,4355,-20361,10073
2014-12-11,47250.0,46900.0,306606.0,326.67,59464,-57044,-4903
2014-12-12,47200.0,47400.0,223823.0,330.15,-39451,31519,13403
2014-12-15,46850.0,47150.0,215939.0,328.41,8267,5337,-15028
2014-12-16,47150.0,47300.0,206846.0,329.46,-36886,49986,-17646
2014-12-17,47900.0,47450.0,190017.0,330.5,-15455,46562,-29261
2014-12-18,48000.0,47300.0,223888.0,329.46,-31098,4001,25478
2014-12-19,47900.0,47100.0,295694.0,328.06,49575,-60310,3605
2014-12-22,47000.0,46750.0,181823.0,325.62,40085,-76732,40104
2014-12-23,46650.0,46300.0,178300.0,322.49,11904,-38590,28579
2014-12-24,46550.0,46450.0,123560.0,323.53,-1346,1510,3101
2014-12-26,46550.0,46200.0,146302.0,321.79,-16772,21493,-13581
2014-12-29,46000.0,44950.0,187172.0,313.08,51886,-43863,-7522
2014-12-30,45300.0,44550.0,172403.0,310.3,15771,-36149,23714
2015-01-02,44600.0,44600.0,208846.0,14.94,43168,20684,-57741
2015-01-05,44400.0,43750.0,275404.0,14.65,72819,-29617,-40543
2015-01-06,43300.0,43800.0,238744.0,14.67,-85203,60881,20109
2015-01-07,44000.0,43800.0,194815.0,14.67,-7980,52092,-43817
2015-01-08,44300.0,44600.0,193172.0,14.94,-20537,47406,-12469
2015-01-09,45150.0,45250.0,239728.0,15.16,17165,17592,-36761
2015-01-12,45050.0,44600.0,185604.0,14.94,33418,3771,-37189
2015-01-13,44800.0,43400.0,357981.0,14.54,132507,-115353,-3568
2015-01-14,43800.0,43900.0,209856.0,14.7,-12911,-14282,26906
2015-01-15,43850.0,43250.0,212388.0,14.49,12723,-17041,4158
2015-01-16,43450.0,42350.0,250207.0,14.18,13497,-27478,22287
2015-01-19,43000.0,43450.0,184548.0,14.55,-43137,9197,37042
2015-01-20,43700.0,43400.0,127799.0,14.54,1346,10541,-14537
2015-01-21,43400.0,43450.0,185209.0,14.55,15081,-19896,4195
2015-01-22,43400.0,45400.0,512278.0,15.21,-195823,189950,10185
2015-01-23,46350.0,46900.0,397498.0,15.71,-162276,181500,-43124
2015-01-26,46450.0,46500.0,197559.0,15.57,4825,22726,-26975
2015-01-27,46950.0,46850.0,164888.0,15.69,-1834,66023,-63109
2015-01-28,46700.0,47700.0,259704.0,15.98,-111139,73513,36126
2015-01-29,47250.0,47000.0,165722.0,15.74,-9524,43133,-36865
2015-01-30,47400.0,47600.0,299218.0,15.94,-94843,62640,27946
2015-02-02,47250.0,48200.0,213101.0,16.14,-65542,14211,47961
2015-02-03,48200.0,48000.0,174183.0,16.08,-4664,-19301,24314
2015-02-04,48200.0,48600.0,277837.0,16.28,-109743,-3151,118959
2015-02-05,48600.0,48050.0,156767.0,16.09,2515,2354,-3522
2015-02-06,48050.0,48200.0,95812.0,16.14,-23172,-16256,40127
2015-02-09,48000.0,47400.0,136766.0,15.88,-6772,-5092,10748
2015-02-10,47500.0,47050.0,112294.0,15.76,1397,-32663,30958
2015-02-11,47050.0,46850.0,144461.0,15.69,-2621,-27439,30390
2015-02-12,46650.0,46850.0,185666.0,15.69,16117,-19555,3228
2015-02-13,47100.0,47000.0,111361.0,15.74,3745,-4470,6612
2015-02-16,47000.0,46700.0,99794.0,15.64,14947,2608,-3685
2015-02-17,46900.0,45400.0,313921.0,15.21,142506,-182135,45636
2015-02-23,45600.0,46100.0,163130.0,15.44,-9450,-22737,37199
2015-02-24,45800.0,46100.0,190638.0,15.44,61816,-47932,-11469
2015-02-25,46200.0,47200.0,279470.0,15.81,8394,-8747,-173
2015-02-26,47200.0,46750.0,288783.0,15.66,118948,-28005,-88576
2015-02-27,46900.0,47700.0,355729.0,15.98,-28412,-1880,30700
2015-03-02,47900.0,47900.0,278880.0,16.04,32697,13350,-46684
2015-03-03,48150.0,47350.0,274966.0,15.86,104083,-63781,-40371
2015-03-04,47400.0,47050.0,228387.0,15.76,-550,-32746,32515
2015-03-05,47050.0,46600.0,160872.0,15.61,62925,-60648,-1933
2015-03-06,46900.0,48150.0,424181.0,16.13,-18387,11525,452
2015-03-09,47650.0,46500.0,316678.0,15.57,78660,-64469,-14696
2015-03-10,47000.0,46350.0,192382.0,15.52,17193,-472,-15962
2015-03-11,45900.0,44500.0,524521.0,14.9,242695,-127968,-107448
2015-03-12,44750.0,44450.0,479559.0,14.89,135140,-112809,-24965
2015-03-13,45200.0,44750.0,233508.0,14.99,26998,-10185,-19690
2015-03-16,44500.0,43850.0,377297.0,14.69,152059,-156147,-3783
2015-03-17,44250.0,45850.0,604570.0,15.36,-94465,36034,65623
2015-03-18,45900.0,46650.0,482929.0,15.62,-121805,83779,33612
2015-03-19,47850.0,47250.0,448655.0,15.83,-76393,51743,25120
2015-03-20,47150.0,47400.0,230199.0,15.88,-36008,30038,8740
2015-03-23,47700.0,48950.0,722032.0,16.4,-152964,91785,130298
2015-03-24,48800.0,49250.0,373711.0,16.5,-70047,62318,24734
2015-03-25,49200.0,49750.0,473164.0,16.66,-83635,92914,1043
2015-03-26,49250.0,49600.0,362693.0,16.61,-103534,47818,60630
2015-03-27,50100.0,50200.0,420125.0,16.81,-90781,61142,10396
2015-03-30,50600.0,52300.0,760978.0,17.52,-211297,247788,-8151
2015-03-31,52900.0,52000.0,833360.0,17.42,-74354,108230,-42530
2015-04-01,51400.0,52600.0,488461.0,17.62,-140619,135251,10406
2015-04-02,52900.0,52000.0,278873.0,17.42,-20381,18598,3183
2015-04-03,52600.0,55400.0,777862.0,18.56,-253145,217165,46870
2015-04-06,55500.0,55900.0,729459.0,18.72,-69434,-72100,145017
2015-04-07,56700.0,56100.0,529107.0,18.79,-43310,-37795,65864
2015-04-08,56000.0,57700.0,648369.0,19.33,-150912,124756,15129
2015-04-09,57600.0,57300.0,468179.0,19.19,8852,53047,-56458
2015-04-10,57900.0,61500.0,1246596.0,20.6,-288008,109149,173947
2015-04-13,63000.0,65400.0,1554156.0,21.91,-164009,140376,32607
2015-04-14,66200.0,65000.0,1263788.0,21.77,103431,-81525,-12089
2015-04-15,66000.0,65700.0,791312.0,22.01,-36989,50071,2756
2015-04-16,66700.0,66400.0,657140.0,22.24,7217,-65249,57711
2015-04-17,65500.0,65900.0,729238.0,22.07,-44101,93423,-77241
2015-04-20,64200.0,65000.0,718084.0,21.77,15106,-55618,46239
2015-04-21,66400.0,62700.0,875827.0,21.0,92952,-164993,71064
2015-04-22,62500.0,66000.0,1713164.0,22.11,-305880,90116,205217
2015-04-23,67300.0,66200.0,838117.0,22.17,128472,-28812,-113429
2015-04-24,66200.0,63600.0,881646.0,21.3,131611,-172907,46270
2015-04-27,63700.0,64900.0,510163.0,21.74,-111149,-51574,164047
2015-04-28,64900.0,66000.0,837651.0,22.11,-209452,149623,69925
2015-04-29,66600.0,64700.0,607356.0,21.67,25798,63368,-74972
2015-04-30,64200.0,65500.0,646888.0,21.94,-53183,66660,-23078
2015-05-04,66200.0,63200.0,559585.0,21.17,175676,-164952,-13448
2015-05-06,61900.0,57200.0,1533532.0,19.16,291519,-231479,-58178
2015-05-07,57100.0,58700.0,1108834.0,19.66,-99420,179370,-77548
2015-05-08,58700.0,59000.0,512919.0,19.76,-101931,-9622,115443
2015-05-11,61700.0,62800.0,915897.0,21.03,-224485,205769,22905
2015-05-12,62100.0,61200.0,479523.0,20.5,25503,-78794,52991
2015-05-13,60700.0,61800.0,596876.0,20.7,21483,279,-22658
2015-05-14,61400.0,63500.0,433145.0,21.27,-104730,70580,32977
2015-05-15,64500.0,60500.0,726925.0,20.26,195119,-48064,-154356
2015-05-18,60700.0,60700.0,331725.0,20.33,-37024,-16421,51230
2015-05-19,60900.0,60400.0,537261.0,20.23,35355,-33524,-650
2015-05-20,60900.0,64000.0,819173.0,21.44,-202005,156643,48988
2015-05-21,64400.0,62700.0,596859.0,21.0,-17261,120373,-101096
2015-05-22,63800.0,64100.0,702898.0,21.47,7999,22386,-37985
2015-05-26,63700.0,61200.0,632296.0,20.5,71060,-14676,-60805
2015-05-27,60400.0,59000.0,656536.0,19.76,149516,-168145,9952
2015-05-28,60400.0,58700.0,448305.0,19.66,42563,-20376,-16945
2015-05-29,58300.0,58400.0,647861.0,19.56,41630,-42263,-2333
2015-06-01,57800.0,58300.0,438548.0,19.53,104582,-96972,-10826
2015-06-02,58600.0,58300.0,367469.0,19.53,10393,100,-6740
2015-06-03,59300.0,58100.0,378895.0,19.46,58858,-20920,-36321
2015-06-04,58600.0,58500.0,436455.0,19.59,-15408,90304,-74949
2015-06-05,57800.0,57500.0,404907.0,19.26,38405,-29362,-8838
2015-06-08,57800.0,61400.0,897034.0,20.57,-218240,37179,184757
2015-06-09,61200.0,61400.0,354950.0,20.57,3827,-9106,-409
2015-06-10,62000.0,59700.0,463280.0,20.0,25812,-61627,34865
2015-06-11,60700.0,58300.0,945392.0,19.53,126745,-7840,-119899
2015-06-12,58800.0,57100.0,647221.0,19.12,96793,-85806,-19027
2015-06-15,57100.0,55700.0,524608.0,18.66,55945,-113324,57181
2015-06-16,55400.0,54600.0,476937.0,18.29,5346,-24001,31710
2015-06-17,55200.0,55700.0,381625.0,18.66,-16890,71696,-55352
2015-06-18,56000.0,55100.0,334039.0,18.46,-4807,57706,-31077
2015-06-19,56400.0,56900.0,807925.0,19.06,-89730,79794,25096
2015-06-22,57200.0,57200.0,319837.0,19.16,33040,-5207,-28653
2015-06-23,59200.0,58500.0,619220.0,19.59,-129578,217572,-87057
2015-06-24,59000.0,57800.0,318850.0,19.36,44247,-42831,57
2015-06-25,57500.0,59300.0,472756.0,19.86,-109202,108884,-19524
2015-06-26,58900.0,58800.0,268185.0,19.69,-5721,36153,-30032
2015-06-29,56900.0,54400.0,663904.0,18.22,189636,-178101,966
2015-06-30,54400.0,54600.0,493901.0,18.29,81107,-65925,-2767
2015-07-01,54900.0,55800.0,445161.0,18.69,3152,-9630,6855
2015-07-02,56100.0,55100.0,345377.0,18.46,11775,-40267,28097
2015-07-03,55400.0,55800.0,251187.0,18.69,-46911,3261,43801
2015-07-06,54300.0,52800.0,575861.0,17.68,203753,-173500,-35301
2015-07-07,53800.0,53000.0,459461.0,17.75,74795,-42764,-22260
2015-07-08,53100.0,50000.0,869010.0,16.75,310894,-45864,-269193
2015-07-09,49450.0,50700.0,806557.0,16.98,119753,-116781,-1974
2015-07-10,50900.0,51300.0,477758.0,17.18,-79672,9712,74707
2015-07-13,51000.0,55000.0,793072.0,18.42,-229890,123701,101435
2015-07-14,55300.0,54500.0,466029.0,18.25,-33882,116801,-93344
2015-07-15,55100.0,56300.0,587710.0,18.86,-141546,78317,54095
2015-07-16,56200.0,56000.0,278482.0,18.76,14127,26432,-40773
2015-07-17,57200.0,56400.0,292506.0,18.89,-59411,62833,-4502
2015-07-20,56600.0,54400.0,417830.0,18.22,79086,-55880,-9082
2015-07-21,54700.0,54300.0,233552.0,18.19,5004,-36238,33771
2015-07-22,54100.0,53400.0,359079.0,17.89,15875,-110629,94743
2015-07-23,53200.0,53800.0,244899.0,18.02,-43827,-3643,48037
2015-07-24,53200.0,52300.0,249723.0,17.52,1255,-35015,34135
2015-07-27,51500.0,50500.0,480297.0,16.91,173257,-223722,51040
2015-07-28,50000.0,51400.0,337401.0,17.22,-28843,-65154,94405
2015-07-29,51900.0,51500.0,243274.0,17.25,-33092,-13194,47050
2015-07-30,52000.0,51500.0,268802.0,17.25,-35866,-3056,40719
2015-07-31,52100.0,52600.0,316755.0,17.62,-64187,-67349,132326
2015-08-03,52800.0,50200.0,547230.0,16.81,216378,-190512,-24452
2015-08-04,50200.0,50700.0,342408.0,16.98,56573,-48297,-10976
2015-08-05,50300.0,50400.0,483110.0,16.88,108374,-116843,10405
2015-08-06,50400.0,51100.0,622528.0,17.12,-61323,-79627,134032
2015-08-07,51100.0,50900.0,300797.0,17.05,32552,-45630,14265
2015-08-10,51000.0,50500.0,323107.0,16.91,-5820,-6874,18984
2015-08-11,51300.0,49200.0,685193.0,16.48,70237,-94717,20957
2015-08-12,49500.0,47750.0,703140.0,15.99,170560,-130002,-40855
2015-08-13,47900.0,47900.0,358853.0,16.04,79397,-101922,22702
2015-08-17,48500.0,48350.0,303447.0,16.19,-25599,49605,-24006
2015-08-18,48550.0,48150.0,229783.0,16.13,5608,-6564,-444
2015-08-19,47750.0,46450.0,659721.0,15.56,148052,4244,-153056
2015-08-20,46050.0,45700.0,451286.0,15.31,32192,7894,-43037
2015-08-21,44450.0,44000.0,554747.0,14.74,-76989,25739,50776
2015-08-24,43600.0,43000.0,594441.0,14.4,80122,28298,-60718
2015-08-25,43300.0,44250.0,746253.0,14.82,36122,45219,-10892
2015-08-26,43900.0,45350.0,515082.0,15.19,55496,26435,-31331
2015-08-27,45700.0,45000.0,493974.0,15.07,29032,41357,-22559
2015-08-28,45500.0,46800.0,541298.0,15.68,-111532,24733,87170
2015-08-31,46150.0,45200.0,603373.0,15.14,135105,-44463,-92517
2015-09-01,44850.0,44500.0,368949.0,14.9,914,-11755,17150
2015-09-02,43600.0,44550.0,418767.0,14.92,-451,-70484,61528
2015-09-03,44950.0,44000.0,407973.0,14.74,65202,-121845,57803
2015-09-04,44100.0,43950.0,444727.0,14.72,28639,-104967,77565
2015-09-07,43950.0,43700.0,303295.0,14.64,58519,-72197,12668
2015-09-08,43750.0,43100.0,531959.0,14.44,88784,-196689,107478
2015-09-09,44100.0,46900.0,795052.0,15.71,-152301,89313,60907
2015-09-10,45600.0,47100.0,588866.0,15.78,19852,-67968,45385
2015-09-11,46600.0,47900.0,631764.0,16.04,-213230,82651,127159
2015-09-14,48300.0,46350.0,328249.0,15.52,23817,61194,-83792
2015-09-15,46300.0,47800.0,347297.0,16.01,-70910,4946,68280
2015-09-16,48750.0,49650.0,718262.0,16.63,-119335,89769,26605
2015-09-17,50100.0,49900.0,485467.0,16.71,-69670,27006,40324
2015-09-18,49950.0,48400.0,726557.0,16.21,198779,-96129,-103710
2015-09-21,47300.0,47100.0,308072.0,15.78,39745,-109366,71515
2015-09-22,47250.0,47150.0,437652.0,15.79,62543,-48445,-14283
2015-09-23,46400.0,45900.0,385507.0,15.37,2053,-31420,30886
2015-09-24,46150.0,45650.0,345914.0,15.29,20592,-34996,20374
2015-09-25,45650.0,46700.0,309552.0,15.64,-31357,15812,18175
2015-09-30,45500.0,45450.0,536440.0,15.22,177834,-113371,-64158
2015-10-01,45700.0,46350.0,420674.0,15.52,-632,-130768,131300
2015-10-02,46100.0,44800.0,594685.0,15.01,280758,-245430,-34489
2015-10-05,45250.0,44900.0,352564.0,15.04,34192,-124961,93330
2015-10-06,45500.0,45000.0,296984.0,15.07,-3845,-40152,45876
2015-10-07,45100.0,45600.0,384999.0,15.27,17709,-34999,13148
2015-10-08,45800.0,45600.0,350600.0,15.27,30243,-44236,14819
2015-10-12,46000.0,47700.0,726670.0,15.98,-207438,123195,90744
2015-10-13,47800.0,46850.0,357333.0,15.69,42550,33740,-81643
2015-10-14,46500.0,45600.0,424965.0,15.27,152596,-14381,-143638
2015-10-15,45650.0,46650.0,339402.0,15.62,-3839,-17379,9199
2015-10-16,47150.0,47200.0,300771.0,15.81,-128031,-4241,132099
