Symbol,삼성증권_시가(원),삼성증권_종가(원),삼성증권_거래량(주),삼성증권_PER(IFRS-연결),삼성증권_순매수수량(개인)(주),삼성증권_순매수수량(기관계)(주),삼성증권_순매수수량(외국인계)(주)
2010-04-12,62400.0,61900.0,303390.0,16.88,39771,-56876,9989
2010-04-13,62100.0,61900.0,238714.0,16.88,34264,-43723,6240
2010-04-14,62100.0,62500.0,496712.0,17.04,145459,-78650,-1059
2010-04-15,63700.0,65600.0,1759718.0,17.89,-288501,272929,5377
2010-04-16,65600.0,65200.0,661025.0,17.78,-180773,178308,-6126
2010-04-19,64000.0,63500.0,751530.0,17.32,22518,-56867,45392
2010-04-20,63800.0,62700.0,376487.0,17.1,98285,-83550,-8793
2010-04-21,63400.0,63900.0,496417.0,17.43,52216,-90961,43144
2010-04-22,63400.0,62500.0,363049.0,17.04,105149,-93992,15482
2010-04-23,62900.0,62300.0,307470.0,16.99,127033,-117518,-8541
2010-04-26,62700.0,63600.0,535841.0,17.34,-76401,56200,12843
2010-04-27,63800.0,63100.0,377909.0,17.21,48680,-51165,3352
2010-04-28,61500.0,61500.0,702706.0,16.77,321711,-270749,-24904
2010-04-29,61800.0,61900.0,425219.0,16.88,60822,-88613,46613
2010-04-30,62300.0,61800.0,326297.0,16.85,-43169,39092,3522
2010-05-03,61500.0,60400.0,496614.0,16.47,249024,-114338,-129314
2010-05-04,61100.0,60200.0,263659.0,16.42,39902,-46076,16219
2010-05-06,59100.0,58500.0,452669.0,15.95,79258,-11017,-73515
2010-05-07,56400.0,57800.0,605510.0,15.76,-3853,-47383,13897
2010-05-10,58200.0,58900.0,348598.0,16.06,29977,67196,-86252
2010-05-11,59900.0,59800.0,607655.0,16.31,-121530,26903,96439
2010-05-12,60200.0,58800.0,306154.0,16.04,-28695,-6719,32419
2010-05-13,60000.0,59000.0,421322.0,16.09,124180,-174162,60542
2010-05-14,58800.0,59100.0,398228.0,16.12,80301,-37946,-37029
2010-05-17,58300.0,56500.0,559790.0,15.41,202327,-161838,-7794
2010-05-18,57100.0,56600.0,274021.0,15.44,-11476,-7075,-7060
2010-05-19,56000.0,56000.0,271498.0,15.27,28680,21177,-28031
2010-05-20,55400.0,54100.0,452811.0,14.75,188071,-76420,-114773
2010-05-24,53200.0,54200.0,395848.0,14.78,15046,45359,7536
2010-05-25,53700.0,52800.0,587003.0,14.4,-48206,151206,-86027
2010-05-26,53000.0,52300.0,399302.0,14.26,57485,-25835,-32062
2010-05-27,51900.0,53500.0,450399.0,14.59,63243,-78495,3967
2010-05-28,54300.0,53400.0,414938.0,14.56,54450,-90227,35094
2010-05-31,53200.0,54200.0,337483.0,14.78,48895,-96753,34027
2010-06-01,54000.0,54200.0,229818.0,14.78,8059,1259,-11373
2010-06-03,55000.0,55900.0,288435.0,15.24,-43096,23942,10777
2010-06-04,55500.0,55300.0,213367.0,15.08,27321,-23669,2590
2010-06-07,53600.0,54000.0,304422.0,14.73,-27377,24562,-7671
2010-06-08,53600.0,54400.0,298050.0,14.84,77047,24979,-108053
2010-06-09,54500.0,53700.0,216212.0,14.64,44198,-34033,-3907
2010-06-10,53800.0,55200.0,230379.0,15.05,-64255,37630,27781
2010-06-11,55900.0,56000.0,283425.0,15.27,-34870,-28990,54223
2010-06-14,56000.0,57400.0,378835.0,15.65,-112591,14162,93266
2010-06-15,57300.0,56900.0,261135.0,15.52,11270,15066,-23081
2010-06-16,57800.0,57500.0,310905.0,15.68,-116470,16004,98303
2010-06-17,57400.0,56600.0,339969.0,15.44,-4063,-59441,75908
2010-06-18,57400.0,55600.0,312803.0,15.16,97325,-142273,53008
2010-06-21,56400.0,57100.0,333621.0,15.57,-19112,-59317,77766
2010-06-22,56600.0,57600.0,224548.0,15.71,1751,-37750,36459
2010-06-23,57000.0,56600.0,233554.0,15.44,1434,-61271,59676
2010-06-24,56600.0,57400.0,208722.0,15.65,-31138,19319,13733
2010-06-25,56600.0,57000.0,262581.0,15.54,17871,-47249,33114
2010-06-28,57000.0,57000.0,226426.0,15.54,-41681,10744,27582
2010-06-29,56900.0,55800.0,334819.0,15.22,12132,-52945,43117
2010-06-30,54200.0,54600.0,332297.0,14.89,134951,-122368,-11068
2010-07-01,54000.0,54300.0,278584.0,14.81,76851,1859,-56829
2010-07-02,54300.0,54000.0,229975.0,14.73,48468,-69640,32862
2010-07-05,53700.0,54800.0,160208.0,14.94,-48677,-11316,61993
2010-07-06,54800.0,54400.0,249261.0,14.84,21628,-3626,-8278
2010-07-07,54600.0,54000.0,168832.0,14.73,37112,-30960,-7301
2010-07-08,54900.0,55800.0,316704.0,15.22,-89001,25069,57216
2010-07-09,56000.0,56700.0,329093.0,15.46,6870,-54044,38719
2010-07-12,57000.0,56900.0,253576.0,15.52,-57667,11391,51189
2010-07-13,56800.0,57000.0,257988.0,15.54,-68416,45641,10520
2010-07-14,57900.0,60400.0,1626642.0,16.47,-148952,171409,-48527
2010-07-15,59800.0,60200.0,487249.0,16.42,-145124,65571,69041
2010-07-16,60100.0,58700.0,489374.0,16.01,19156,13451,-35544
2010-07-19,57300.0,58500.0,490818.0,15.95,22399,26011,-50885
2010-07-20,58500.0,58400.0,243331.0,15.93,164,-13582,33508
2010-07-21,58800.0,58800.0,353779.0,16.04,-9829,-54250,57278
2010-07-22,58000.0,58500.0,287033.0,15.95,-117997,-10599,113808
2010-07-23,59400.0,59700.0,582112.0,16.28,-105734,83799,14834
2010-07-26,60500.0,60000.0,460055.0,16.36,38620,74039,-105525
2010-07-27,60500.0,60100.0,290934.0,16.39,-41957,10292,36344
2010-07-28,60400.0,60900.0,491951.0,16.61,-49280,108692,-107005
2010-07-29,60600.0,60700.0,405489.0,16.55,-135905,150274,-29319
2010-07-30,60600.0,60000.0,285235.0,16.36,-61927,56489,-122
2010-08-02,60200.0,61400.0,727551.0,16.74,-106163,286687,-195444
2010-08-03,62000.0,61300.0,915546.0,16.72,-189225,388659,-214946
2010-08-04,61800.0,63500.0,859172.0,17.32,-205503,202704,-5356
2010-08-05,64100.0,63400.0,1015696.0,17.29,-90330,311683,-238554
2010-08-06,63400.0,63800.0,674015.0,17.4,-168926,193170,-86228
2010-08-09,63500.0,65200.0,535282.0,17.78,-214915,180016,17120
2010-08-10,65400.0,64500.0,584853.0,17.59,-94324,152471,-62316
2010-08-11,64000.0,62600.0,816381.0,17.07,51527,-20761,-4375
2010-08-12,61100.0,61100.0,550489.0,16.66,-23719,108554,-55239
2010-08-13,61500.0,61900.0,338843.0,16.88,-39522,68387,-10564
2010-08-16,61500.0,62500.0,322832.0,17.04,-66427,95444,-24791
2010-08-17,62000.0,62400.0,302782.0,17.02,5375,-10379,5497
2010-08-18,62600.0,61500.0,547040.0,16.77,82289,-175260,97630
2010-08-19,61600.0,61700.0,373986.0,16.83,70441,-28749,-45275
2010-08-20,61000.0,60300.0,816306.0,16.44,171261,-228461,94268
2010-08-23,60500.0,60700.0,423066.0,16.55,32566,-134266,116436
2010-08-24,60400.0,59100.0,612534.0,16.12,291519,-238173,-40728
2010-08-25,58600.0,57400.0,582053.0,15.65,201169,-145317,-28017
2010-08-26,57800.0,57300.0,330551.0,15.63,1684,24937,-49524
2010-08-27,56800.0,57100.0,348784.0,15.57,87312,-72346,-16502
2010-08-30,57900.0,59400.0,453556.0,16.2,-162985,186579,-26403
2010-08-31,58500.0,58000.0,231541.0,15.82,16637,5183,-22277
2010-09-01,58400.0,59000.0,276250.0,16.09,-21623,-17680,15710
2010-09-02,60100.0,58700.0,334121.0,16.01,52760,-74773,32622
2010-09-03,59100.0,58800.0,382501.0,16.04,-10061,-79825,96310
2010-09-06,59800.0,60000.0,590574.0,16.36,-2427,141754,-134124
2010-09-07,60300.0,59800.0,242230.0,16.31,-41908,67323,-16858
2010-09-08,59300.0,60600.0,316874.0,16.53,-112672,158820,-49580
2010-09-09,60500.0,60500.0,357943.0,16.5,-110463,170024,-67487
2010-09-10,60800.0,62700.0,1181086.0,17.1,-433247,565738,-194397
2010-09-13,63500.0,63400.0,608119.0,17.29,-158359,151891,-4425
2010-09-14,63600.0,64000.0,474561.0,17.45,-205800,117462,65563
2010-09-15,63900.0,64200.0,416601.0,17.51,-73064,33269,42655
2010-09-16,64400.0,63700.0,553931.0,17.37,-136504,101989,21907
2010-09-17,64300.0,64800.0,514069.0,17.67,-118542,189317,-76878
2010-09-20,64700.0,64800.0,239923.0,17.67,-28862,16267,18201
2010-09-24,64500.0,64800.0,373023.0,17.67,-48220,-47159,96743
2010-09-27,65400.0,65700.0,729618.0,17.92,-150573,248002,-65757
2010-09-28,65400.0,65400.0,485462.0,17.84,-18030,59717,-39174
2010-09-29,65800.0,65500.0,387624.0,17.86,-11035,-87955,68404
2010-09-30,65500.0,64900.0,422370.0,17.7,-39503,-117174,159763
2010-10-01,64700.0,64400.0,323826.0,17.56,44597,-64686,14731
2010-10-04,65000.0,64800.0,534836.0,17.67,-52411,62394,-3443
2010-10-05,64500.0,66100.0,509083.0,18.03,-91611,91069,-11442
2010-10-06,67000.0,67400.0,862285.0,18.38,-131681,235064,-151927
2010-10-07,67400.0,67600.0,472431.0,18.44,-176107,151947,11682
2010-10-08,67700.0,67600.0,339973.0,18.44,-26512,36517,-6567
2010-10-11,68000.0,67700.0,497724.0,18.46,-158700,179290,-38187
2010-10-12,67900.0,67100.0,438787.0,18.3,-108873,120761,-4386
2010-10-13,67700.0,67600.0,449356.0,18.44,-61293,73651,-15089
2010-10-14,68000.0,69200.0,866565.0,18.87,-130181,260456,-143806
2010-10-15,69300.0,69000.0,250838.0,18.82,-25590,26580,19887
2010-10-18,68700.0,68100.0,401956.0,18.57,567,-12713,-7334
2010-10-19,68100.0,67400.0,326307.0,18.38,-8403,30770,-5041
2010-10-20,66500.0,68100.0,430310.0,18.57,-96524,130232,-39873
2010-10-21,69000.0,67100.0,399134.0,18.3,103218,-56504,-32336
2010-10-22,66800.0,66400.0,293811.0,18.11,3058,57749,-66657
2010-10-25,66600.0,68000.0,524509.0,18.54,73480,5350,-85750
2010-10-26,68400.0,68400.0,275003.0,18.65,-47013,14273,27959
2010-10-27,68400.0,67100.0,358361.0,18.3,20,-23421,41606
2010-10-28,67000.0,66200.0,248264.0,18.05,55546,-51998,-3341
2010-10-29,66800.0,64400.0,357597.0,17.56,108923,-22610,-64614
2010-11-01,64500.0,66800.0,392146.0,18.22,-96725,112084,-11274
2010-11-02,66100.0,66100.0,324625.0,18.03,17046,69147,-79236
2010-11-03,66300.0,66100.0,556023.0,18.03,85147,-31869,-49555
2010-11-04,66500.0,65000.0,396119.0,17.73,122195,-67591,-50878
2010-11-05,66400.0,65200.0,534141.0,17.78,-35722,51152,-29593
2010-11-08,65500.0,65400.0,246883.0,17.84,34022,-22022,-9141
2010-11-09,65400.0,66200.0,334533.0,18.05,-8142,-6011,15644
2010-11-10,65800.0,68600.0,806403.0,18.71,-207784,208805,-35653
2010-11-11,68300.0,66800.0,976913.0,18.22,119372,18679,-180581
2010-11-12,67000.0,63100.0,5917774.0,17.21,1063696,-1744811,588266
2010-11-15,63400.0,62600.0,700081.0,17.07,219830,-49389,-150737
2010-11-16,62600.0,61800.0,633542.0,16.85,144329,9756,-55007
2010-11-17,60800.0,61400.0,330676.0,16.74,42044,54702,-90379
2010-11-18,61700.0,64500.0,813814.0,17.59,-269937,338167,-99524
2010-11-19,64600.0,66100.0,782963.0,18.03,-172200,229855,-77640
2010-11-22,66700.0,67800.0,838476.0,18.49,-463009,420629,-11791
2010-11-23,67500.0,66600.0,498232.0,18.16,-145431,209575,-48892
2010-11-24,64700.0,66500.0,646415.0,18.14,-166280,160331,-7607
2010-11-25,67400.0,66400.0,319884.0,18.11,-24686,37728,-22278
2010-11-26,66700.0,65200.0,575206.0,17.78,-24015,-54302,40393
2010-11-29,65200.0,65000.0,233588.0,17.73,616,-1379,-8432
2010-11-30,65000.0,65000.0,256754.0,17.73,-27981,31723,-13162
2010-12-01,65000.0,65600.0,170333.0,17.89,11981,-4550,-8123
2010-12-02,66200.0,67300.0,457331.0,18.35,-154618,146131,-8148
2010-12-03,67200.0,67500.0,713557.0,18.41,-266913,234142,8482
2010-12-06,67700.0,67700.0,277781.0,18.46,-54292,67695,-15348
2010-12-07,67500.0,70600.0,1275758.0,19.25,-438754,440996,-22239
2010-12-08,70600.0,72400.0,1721977.0,19.74,-789808,728040,38149
2010-12-09,72600.0,73400.0,830097.0,20.02,-234996,183668,53392
2010-12-10,73000.0,73800.0,657258.0,20.13,-140119,147364,-7703
2010-12-13,74400.0,74200.0,522799.0,20.24,-53361,61875,-23504
2010-12-14,74200.0,74200.0,524975.0,20.24,113174,-64076,1184
2010-12-15,74300.0,77500.0,1139733.0,21.14,-296685,282854,-10463
2010-12-16,76800.0,77500.0,908653.0,21.14,-43797,20782,-19741
2010-12-17,78400.0,82100.0,1798698.0,22.39,-381573,393789,18187
2010-12-20,81500.0,84500.0,1613947.0,23.04,-251358,172187,48712
2010-12-21,86200.0,83500.0,1349958.0,22.77,395366,-360940,-24008
2010-12-22,82900.0,84300.0,791231.0,22.99,20569,23593,9090
2010-12-23,84700.0,84000.0,553178.0,22.91,-33095,-1789,-138
2010-12-24,83700.0,87000.0,1196564.0,23.73,-243042,251496,8317
2010-12-27,87100.0,83000.0,1261353.0,22.64,101776,-67687,563
2010-12-28,83500.0,83100.0,1053889.0,22.66,45145,-122575,72114
2010-12-29,84100.0,86500.0,1000254.0,23.59,30088,13108,-48763
2010-12-30,86600.0,88100.0,848379.0,24.03,102429,-79476,-16822
2011-01-03,88100.0,86800.0,955784.0,23.67,168832,-201591,8359
2011-01-04,87500.0,87500.0,730322.0,23.86,19114,-40661,22436
2011-01-05,87000.0,84200.0,1458135.0,22.96,377247,-383641,11366
2011-01-06,85000.0,85700.0,1018214.0,23.37,-23392,-27398,17998
2011-01-07,85200.0,86900.0,781768.0,23.7,-146132,102656,94
2011-01-10,86500.0,87600.0,888380.0,23.89,-19474,-156325,134101
2011-01-11,88000.0,88900.0,942238.0,24.24,-235176,38938,167142
2011-01-12,89500.0,89100.0,691122.0,24.3,-45050,41291,-6662
2011-01-13,90000.0,94000.0,1694689.0,25.64,-64607,129079,-49232
2011-01-14,94700.0,97100.0,1086338.0,26.48,-125004,65638,69630
2011-01-17,97200.0,95500.0,1178148.0,26.04,96894,-150815,58655
2011-01-18,95000.0,95400.0,1114573.0,26.02,228437,-252489,14606
2011-01-19,94500.0,89100.0,4312887.0,24.3,1255843,-1195881,-28641
2011-01-20,88700.0,88500.0,1651802.0,24.14,459794,-466254,-510
2011-01-21,88400.0,85900.0,1414914.0,23.43,12169,-135036,72157
2011-01-24,86000.0,88100.0,861969.0,24.03,-35003,28011,-5550
2011-01-25,88900.0,85700.0,1249293.0,23.37,275168,-174935,-60860
2011-01-26,86000.0,88100.0,671962.0,24.03,-69827,40916,-20525
2011-01-27,88500.0,88500.0,699013.0,24.14,73801,-62968,7979
2011-01-28,88100.0,91000.0,1039733.0,24.82,-181241,207239,-29604
2011-01-31,89100.0,88300.0,1397341.0,24.08,87949,-85632,3168
2011-02-01,89100.0,86600.0,661240.0,23.62,161495,-104961,-68090
2011-02-07,88200.0,88800.0,793017.0,24.22,-134841,158774,-17924
2011-02-08,90000.0,92500.0,1499836.0,25.23,-464106,29668,506138
2011-02-09,92500.0,88500.0,939449.0,24.14,335749,-225940,-74257
2011-02-10,87600.0,84300.0,1368420.0,22.99,543215,-419381,-112129
2011-02-11,83800.0,82100.0,1184543.0,22.39,133163,-104929,-30298
2011-02-14,83800.0,84900.0,524005.0,23.15,-69184,82898,-26722
2011-02-15,84700.0,83100.0,436293.0,22.66,63875,-38190,-34939
2011-02-16,82500.0,81300.0,458644.0,22.17,60505,-55860,-24649
2011-02-17,82300.0,78900.0,1199252.0,21.52,196019,-169957,-65988
2011-02-18,79000.0,82500.0,636807.0,22.5,-101066,93331,12371
2011-02-21,82500.0,81800.0,593079.0,22.31,2334,81101,-78326
2011-02-22,80000.0,79100.0,549712.0,21.57,-6525,14045,2612
2011-02-23,79200.0,79800.0,581098.0,21.76,-120167,141785,-37291
2011-02-24,79600.0,76100.0,1362979.0,20.75,286950,-190205,-115383
2011-02-25,76700.0,78500.0,679948.0,21.41,-69064,103534,-23275
2011-02-28,77900.0,75700.0,522880.0,20.64,69457,-63098,4402
2011-03-02,74600.0,74700.0,817752.0,20.37,119409,-108610,-16254
2011-03-03,75100.0,77700.0,785353.0,21.19,-130860,40496,62642
2011-03-04,78900.0,78600.0,548843.0,21.44,35530,-38091,-9119
2011-03-07,77900.0,75900.0,553290.0,20.7,169868,-136143,-2686
2011-03-08,76600.0,78300.0,615851.0,21.35,-85599,34402,-9752
2011-03-09,79200.0,79700.0,1071880.0,21.74,-17718,9972,-35617
2011-03-10,79800.0,78900.0,461903.0,21.52,83671,18121,-123390
2011-03-11,77200.0,77300.0,505560.0,21.08,9099,31258,-24239
2011-03-14,75600.0,74000.0,1013262.0,20.18,214837,-179234,-15403
2011-03-15,73600.0,70100.0,1803058.0,19.12,112807,-126926,54315
2011-03-16,71500.0,72700.0,1029699.0,19.83,-179515,160968,-23727
2011-03-17,71000.0,75400.0,962272.0,20.56,-174279,179765,2303
2011-03-18,75300.0,76400.0,752965.0,20.84,-89068,124056,-76479
2011-03-21,76400.0,76500.0,455450.0,20.86,39857,-27757,-19602
2011-03-22,77300.0,76300.0,864999.0,20.81,82102,-29653,-51648
2011-03-23,76100.0,73500.0,1247273.0,20.04,278747,-336028,65260
2011-03-24,74000.0,74400.0,602161.0,20.29,64044,-93869,2917
2011-03-25,75800.0,78000.0,1267626.0,21.27,-160206,-1583,114563
2011-03-28,78500.0,78000.0,765360.0,21.27,85363,-54153,-27117
2011-03-29,77800.0,78300.0,743267.0,21.35,-97928,19643,73872
2011-03-30,78400.0,79500.0,1339445.0,21.68,-182043,123166,23172
2011-03-31,80600.0,80600.0,935029.0,21.98,-185649,79033,100167
2011-04-01,81200.0,84000.0,1366606.0,28.51,-584394,464460,92783
2011-04-04,85000.0,84600.0,1026111.0,28.71,-212000,143635,67213
2011-04-05,84900.0,84900.0,776413.0,28.81,-56831,16453,58240
2011-04-06,84200.0,82000.0,1117557.0,27.83,130142,-184686,57329
2011-04-07,82600.0,81300.0,727943.0,27.59,146966,-143457,52714
2011-04-08,81000.0,83000.0,913233.0,28.17,-5480,87937,-88533
2011-04-11,82900.0,81500.0,547549.0,27.66,48276,-56283,5058
2011-04-12,81200.0,79300.0,679948.0,26.91,125815,-144942,49336
2011-04-13,79500.0,79700.0,982665.0,27.05,279569,-152664,-95539
2011-04-14,79700.0,80000.0,836291.0,27.15,93118,-91708,4663
2011-04-15,80700.0,81900.0,1606986.0,27.79,-53798,109269,-72093
2011-04-18,82500.0,80500.0,819210.0,27.32,87785,-46820,-13326
2011-04-19,78800.0,77600.0,1212594.0,26.33,290757,-289642,25000
2011-04-20,78800.0,84500.0,2078562.0,28.68,-317381,441665,-125276
2011-04-21,85600.0,86500.0,2367353.0,29.35,-527612,428682,78221
2011-04-22,86500.0,86900.0,1474904.0,29.49,-254222,210509,45590
2011-04-25,88200.0,86500.0,731138.0,29.35,-97416,94976,13356
2011-04-26,86400.0,84800.0,1327196.0,28.78,-16313,1476,-13076
2011-04-27,86500.0,86600.0,1872256.0,29.39,-414154,383189,49060
2011-04-28,87800.0,87900.0,1505242.0,29.83,-295026,260954,44826
2011-04-29,88800.0,89400.0,2083705.0,30.34,-593529,583068,40099
2011-05-02,90500.0,91500.0,1164966.0,31.05,-240652,211157,39141
2011-05-03,90600.0,88900.0,691742.0,30.17,9405,-22608,22066
2011-05-04,89300.0,85400.0,1071786.0,28.98,189486,-255335,60134
2011-05-06,83800.0,83500.0,722332.0,28.34,94703,-66644,-17331
2011-05-09,83600.0,82300.0,487961.0,27.93,109082,-72454,-22552
2011-05-11,83300.0,83800.0,550218.0,28.44,3992,-78795,124329
2011-05-12,82700.0,82300.0,555495.0,27.93,83573,-106795,45496
2011-05-13,82800.0,82200.0,676621.0,27.89,92005,-197790,111671
2011-05-16,81600.0,80500.0,490761.0,27.32,98736,-95803,-1221
2011-05-17,80100.0,81300.0,621593.0,27.59,42068,-134770,91116
2011-05-18,81500.0,82800.0,497363.0,28.1,-46593,19481,12423
2011-05-19,83000.0,80100.0,725306.0,27.18,-15967,-13083,69072
2011-05-20,80100.0,78300.0,973896.0,26.57,224070,-271240,31573
2011-05-23,77800.0,74400.0,1056059.0,25.25,24285,-75511,65178
2011-05-24,74000.0,75900.0,707434.0,25.76,-23121,-74816,103494
2011-05-25,75700.0,74300.0,638520.0,25.21,94777,-127654,53533
2011-05-26,75500.0,77900.0,660379.0,26.44,-69396,42323,-16691
2011-05-27,77800.0,78200.0,503093.0,26.54,-18936,9953,-12614
2011-05-30,79000.0,77200.0,447156.0,26.2,24649,-49083,8462
2011-05-31,77500.0,79500.0,657519.0,26.98,-86532,77825,-38199
2011-06-01,79100.0,78700.0,453382.0,26.71,44662,-36315,-16790
2011-06-02,76700.0,75800.0,975641.0,25.72,232843,-293426,83094
2011-06-03,75700.0,76300.0,312242.0,25.89,-28375,19377,-22277
2011-06-07,75000.0,76100.0,262245.0,25.82,24792,-46717,18455
2011-06-08,76000.0,74400.0,482630.0,25.25,152027,-117595,-12092
2011-06-09,74000.0,74800.0,377374.0,25.38,72781,-100783,30491
2011-06-10,75600.0,72600.0,472763.0,24.64,35626,-62365,68554
2011-06-13,71500.0,73200.0,457473.0,24.84,-50167,-47494,53341
2011-06-14,72500.0,74000.0,621371.0,25.11,-59130,176327,-131928
2011-06-15,74800.0,73700.0,327247.0,25.01,42825,-39018,-3216
2011-06-16,72500.0,72300.0,384360.0,24.54,-27283,-7840,61458
2011-06-17,72800.0,72500.0,558119.0,24.6,70268,-112334,32519
2011-06-20,72800.0,71700.0,495614.0,24.33,84455,-108385,27659
2011-06-21,72500.0,74600.0,750872.0,25.32,-66546,136723,-63531
2011-06-22,75700.0,76000.0,764027.0,25.79,-196656,262203,-59970
2011-06-23,75300.0,76000.0,349390.0,25.79,-34833,57324,-18239
2011-06-24,75800.0,77200.0,482131.0,26.2,-96040,101034,-15206
2011-06-27,76200.0,76100.0,273449.0,25.82,-38888,37668,50186
2011-06-28,77000.0,75800.0,353832.0,25.72,-48950,6936,27332
2011-06-29,77100.0,76400.0,280615.0,25.93,191,-30125,27686
2011-06-30,77000.0,79000.0,979290.0,26.81,-255401,273433,-30168
2011-07-01,79900.0,79100.0,437666.0,26.84,-118877,111755,2734
2011-07-04,80000.0,81100.0,827692.0,27.52,-196984,252518,-64572
2011-07-05,81200.0,81000.0,373332.0,27.49,-95464,53737,16861
2011-07-06,80300.0,80900.0,284211.0,27.45,940,-67133,67550
2011-07-07,80900.0,80500.0,375645.0,27.32,59392,-69956,41278
2011-07-08,81400.0,80500.0,282364.0,27.32,-23656,-26952,60542
2011-07-11,80100.0,77900.0,619360.0,26.44,118669,-220663,147763
2011-07-12,76400.0,75200.0,921541.0,25.52,231767,-357842,153788
2011-07-13,75700.0,75400.0,406613.0,25.59,106579,-57860,-23234
2011-07-14,75200.0,75600.0,382914.0,25.66,113548,-78340,-6151
2011-07-15,74600.0,76300.0,380282.0,25.89,14698,-37520,-13414
2011-07-18,76400.0,74400.0,509068.0,25.25,180924,-99000,-41527
2011-07-19,73600.0,74400.0,296697.0,25.25,76881,-78531,13071
2011-07-20,75800.0,75600.0,521529.0,25.66,-83301,30855,14759
2011-07-21,76100.0,75500.0,293312.0,25.62,45516,-27833,-8067
2011-07-22,76900.0,77300.0,751075.0,26.23,-162932,158785,2170
2011-07-25,76200.0,75700.0,371161.0,25.69,33347,-41187,26236
2011-07-26,76600.0,79700.0,1455245.0,27.05,-367333,488777,-141363
2011-07-27,80400.0,80800.0,1320912.0,27.42,-104918,114688,-17800
2011-07-28,79500.0,80600.0,712168.0,27.35,30464,27735,-44906
2011-07-29,81300.0,79500.0,484506.0,26.98,15434,-9007,2155
2011-08-01,81500.0,81000.0,507338.0,27.49,-61002,90710,-30450
2011-08-02,79900.0,78200.0,763832.0,26.54,82880,-69103,21302
2011-08-03,76100.0,75700.0,849728.0,25.69,107174,-244838,164833
2011-08-04,76200.0,74900.0,497624.0,25.42,-31951,30018,-7845
2011-08-05,70400.0,72300.0,991778.0,24.54,-157798,87788,81645
2011-08-08,70800.0,69200.0,1340102.0,23.48,-63466,-152767,186694
2011-08-09,65700.0,65300.0,1577152.0,22.16,22261,-46142,17976
2011-08-10,68600.0,65300.0,1002548.0,22.16,145776,61373,-238912
2011-08-11,61200.0,65000.0,745456.0,22.06,60495,-110341,45565
