Symbol,오리온홀딩스_시가(원),오리온홀딩스_종가(원),오리온홀딩스_거래량(주),오리온홀딩스_PER(IFRS-연결),오리온홀딩스_순매수수량(개인)(주),오리온홀딩스_순매수수량(기관계)(주),오리온홀딩스_순매수수량(외국인계)(주)
2014-11-18,882000.0,933000.0,38514.0,18.78,-12175,7906,4332
2014-11-19,933000.0,937000.0,26868.0,18.86,-3169,-7253,10529
2014-11-20,937000.0,935000.0,18478.0,18.82,-1782,306,1493
2014-11-21,940000.0,954000.0,26268.0,19.2,-3028,2943,88
2014-11-24,960000.0,952000.0,15110.0,19.16,-1947,1596,344
2014-11-25,940000.0,978000.0,29214.0,19.68,-3348,12284,-8928
2014-11-26,965000.0,970000.0,9958.0,19.52,-88,3218,-3129
2014-11-27,967000.0,950000.0,15710.0,19.12,172,1450,-1489
2014-11-28,943000.0,978000.0,10852.0,19.68,-2015,2990,-996
2014-12-01,962000.0,963000.0,15133.0,19.38,-12,438,-421
2014-12-02,951000.0,996000.0,11705.0,20.05,-3717,-4,3623
2014-12-03,984000.0,1000000.0,9088.0,20.13,-1382,4221,-2850
2014-12-04,990000.0,1010000.0,11381.0,20.33,-997,-117,1130
2014-12-05,1002000.0,998000.0,3922.0,20.09,101,742,-844
2014-12-08,986000.0,995000.0,3529.0,20.03,-133,437,-325
2014-12-09,986000.0,971000.0,7569.0,19.54,803,-3204,2467
2014-12-10,957000.0,961000.0,6613.0,19.34,278,1372,-1650
2014-12-11,948000.0,940000.0,13021.0,18.92,227,5460,-5698
2014-12-12,950000.0,938000.0,10370.0,18.88,158,-620,402
2014-12-15,936000.0,983000.0,12714.0,19.78,-1378,2562,-1193
2014-12-16,993000.0,997000.0,15724.0,20.07,-1485,4887,-3526
2014-12-17,1004000.0,959000.0,12454.0,19.3,1457,2365,-3888
2014-12-18,974000.0,969000.0,5802.0,19.5,-396,562,-348
2014-12-19,980000.0,962000.0,5608.0,19.36,-218,212,-67
2014-12-22,967000.0,972000.0,2716.0,19.56,-281,167,114
2014-12-23,992000.0,996000.0,3787.0,20.05,-652,1492,-840
2014-12-24,992000.0,997000.0,4720.0,20.07,-514,1149,-842
2014-12-26,984000.0,1008000.0,5454.0,20.29,-1269,731,518
2014-12-29,1000000.0,984000.0,4601.0,19.8,288,-329,41
2014-12-30,1012000.0,1015000.0,11273.0,20.43,-1639,-82,1787
2015-01-02,994000.0,1000000.0,6585.0,17.95,510,-707,244
2015-01-05,984000.0,1010000.0,8194.0,18.13,-760,-1600,2349
2015-01-06,999000.0,984000.0,8836.0,17.66,937,620,-1644
2015-01-07,984000.0,980000.0,11091.0,17.59,558,2072,-2820
2015-01-08,971000.0,970000.0,13320.0,17.41,784,-31,-751
2015-01-09,971000.0,975000.0,12549.0,17.5,-104,2224,-2095
2015-01-12,963000.0,975000.0,10673.0,17.5,21,2268,-2291
2015-01-13,987000.0,989000.0,35272.0,17.75,-1028,4634,-3606
2015-01-14,992000.0,994000.0,8353.0,17.84,-748,3290,-2490
2015-01-15,985000.0,1003000.0,7926.0,18.01,-467,3318,-2851
2015-01-16,991000.0,997000.0,5943.0,17.9,100,1719,-1824
2015-01-19,996000.0,997000.0,5114.0,17.9,-172,1074,-902
2015-01-20,1018000.0,1018000.0,12722.0,18.28,-1967,304,1663
2015-01-21,1010000.0,1052000.0,11598.0,18.89,-1367,-2840,4206
2015-01-22,1052000.0,1055000.0,11358.0,18.94,600,-3709,3108
2015-01-23,1060000.0,1052000.0,9877.0,18.89,-148,2876,-2728
2015-01-26,1067000.0,1059000.0,6595.0,19.01,-165,2182,-2017
2015-01-27,1060000.0,1075000.0,10188.0,19.3,-1009,-763,1775
2015-01-28,1052000.0,1034000.0,31663.0,18.56,2151,6770,-8811
2015-01-29,1034000.0,1040000.0,10590.0,18.67,-325,91,254
2015-01-30,1053000.0,1050000.0,13184.0,18.85,-690,-1097,1905
2015-02-02,1041000.0,1048000.0,5550.0,18.81,-213,-1531,1744
2015-02-03,1055000.0,1046000.0,6939.0,18.78,-413,1544,-944
2015-02-04,1043000.0,1061000.0,6913.0,19.05,-407,397,1010
2015-02-05,1053000.0,1048000.0,9875.0,18.81,530,1669,-2199
2015-02-06,1034000.0,1047000.0,11049.0,18.8,-1143,2746,-1603
2015-02-09,1043000.0,1035000.0,10028.0,18.58,405,29,-448
2015-02-10,1031000.0,1005000.0,16527.0,18.04,1524,935,-2460
2015-02-11,1015000.0,984000.0,16851.0,17.66,4095,-2726,-1109
2015-02-12,985000.0,1015000.0,9285.0,18.22,-3819,2085,1734
2015-02-13,1002000.0,1029000.0,9604.0,18.47,-967,-165,1131
2015-02-16,1019000.0,1007000.0,8293.0,18.08,-89,-113,195
2015-02-17,1009000.0,1019000.0,4667.0,18.29,-345,762,-197
2015-02-23,1013000.0,1027000.0,6452.0,18.44,-612,1830,-1180
2015-02-24,1015000.0,1006000.0,7376.0,18.06,1304,-1247,-57
2015-02-25,1011000.0,980000.0,18795.0,17.59,5804,-4229,-1590
2015-02-26,980000.0,934000.0,27558.0,16.77,9523,-6229,-1872
2015-02-27,930000.0,964000.0,21355.0,17.31,-4206,-1882,6068
2015-03-02,957000.0,970000.0,8009.0,17.41,-201,-1997,2197
2015-03-03,954000.0,971000.0,13474.0,17.43,-1523,-112,1635
2015-03-04,955000.0,977000.0,7154.0,17.54,-973,-820,1793
2015-03-05,966000.0,983000.0,12055.0,17.65,-971,-3767,4766
2015-03-06,984000.0,984000.0,8038.0,17.66,-633,-2684,3345
2015-03-09,972000.0,950000.0,6239.0,17.05,1935,-3497,1570
2015-03-10,951000.0,948000.0,8090.0,17.02,1618,-2598,974
2015-03-11,938000.0,924000.0,14166.0,16.59,5661,-3363,-2299
2015-03-12,923000.0,935000.0,13144.0,16.79,-1348,2650,-1415
2015-03-13,950000.0,977000.0,17688.0,17.54,-3864,3266,675
2015-03-16,984000.0,995000.0,17600.0,17.86,-4759,-190,4909
2015-03-17,995000.0,1032000.0,18913.0,18.53,-1832,-7118,8661
2015-03-18,1046000.0,1062000.0,12249.0,19.07,-2386,-157,2542
2015-03-19,1062000.0,1076000.0,12945.0,19.32,-1520,-928,2602
2015-03-20,1067000.0,1072000.0,13414.0,19.24,-139,-4598,4739
2015-03-23,1073000.0,1104000.0,10085.0,19.82,-1903,-1466,3379
2015-03-24,1103000.0,1097000.0,16941.0,19.69,207,-3117,2910
2015-03-25,1085000.0,1101000.0,7702.0,19.77,-646,-1848,2497
2015-03-26,1112000.0,1117000.0,12944.0,20.05,10,-3287,3277
2015-03-27,1113000.0,1133000.0,9661.0,20.34,-1143,1147,-22
2015-03-30,1131000.0,1140000.0,6789.0,20.47,-394,1111,-717
2015-03-31,1131000.0,1158000.0,10360.0,20.79,-482,1831,-1349
2015-04-01,1169000.0,1205000.0,12075.0,21.63,-780,3071,-2054
2015-04-02,1210000.0,1198000.0,19484.0,21.51,-299,4178,-4395
2015-04-03,1191000.0,1243000.0,8740.0,22.31,-976,635,347
2015-04-06,1250000.0,1205000.0,13040.0,21.63,1393,920,-2987
2015-04-07,1205000.0,1200000.0,12117.0,21.54,9,2864,-2873
2015-04-08,1190000.0,1211000.0,33539.0,21.74,-925,4169,-3258
2015-04-09,1203000.0,1210000.0,13889.0,21.72,-206,-2959,3176
2015-04-10,1204000.0,1224000.0,11593.0,21.97,-494,3017,-2541
2015-04-13,1213000.0,1240000.0,9970.0,22.26,-466,3695,-3224
2015-04-14,1229000.0,1215000.0,23712.0,21.81,541,1067,-1595
2015-04-15,1205000.0,1236000.0,19719.0,22.19,-471,-2422,2882
2015-04-16,1224000.0,1262000.0,11489.0,22.66,-502,-223,713
2015-04-17,1261000.0,1308000.0,11159.0,23.48,-31,-470,521
2015-04-20,1337000.0,1316000.0,10230.0,23.63,254,208,-652
2015-04-21,1316000.0,1299000.0,17096.0,23.32,703,-868,220
2015-04-22,1290000.0,1308000.0,17368.0,23.48,-689,-1970,2660
2015-04-23,1294000.0,1300000.0,11229.0,23.34,540,2122,-2664
2015-04-24,1286000.0,1300000.0,13798.0,23.34,275,-4123,3848
2015-04-27,1300000.0,1285000.0,9518.0,23.07,625,-1934,1330
2015-04-28,1299000.0,1280000.0,8930.0,22.98,339,159,-380
2015-04-29,1285000.0,1260000.0,8459.0,22.62,468,-2463,2027
2015-04-30,1244000.0,1253000.0,8981.0,22.49,-13,625,-612
2015-05-04,1269000.0,1269000.0,4319.0,22.78,-66,-26,92
2015-05-06,1282000.0,1282000.0,9404.0,23.01,-716,-113,829
2015-05-07,1270000.0,1258000.0,8607.0,22.58,153,-3105,2952
2015-05-08,1255000.0,1268000.0,12414.0,22.76,-229,-1463,1702
2015-05-11,1280000.0,1300000.0,7387.0,23.34,-607,261,346
2015-05-12,1318000.0,1345000.0,14205.0,24.15,-831,-694,1516
2015-05-13,1345000.0,1306000.0,11159.0,23.45,2226,1125,-3313
2015-05-14,1290000.0,1340000.0,8323.0,24.06,-1057,-149,1206
2015-05-15,1340000.0,1310000.0,8736.0,23.52,2202,-2854,120
2015-05-18,1336000.0,1311000.0,14842.0,23.54,1129,2263,-3392
2015-05-19,1320000.0,1317000.0,17575.0,23.64,-108,1519,-1365
2015-05-20,1317000.0,1374000.0,33089.0,24.67,-1232,16484,-15252
2015-05-21,1358000.0,1350000.0,14861.0,24.24,1410,5119,-6543
2015-05-22,1375000.0,1332000.0,22073.0,23.91,1150,-3078,1872
2015-05-26,1317000.0,1295000.0,16459.0,23.25,2171,-3062,720
2015-05-27,1280000.0,1271000.0,24651.0,22.82,1327,-4943,3076
2015-05-28,1255000.0,1277000.0,15750.0,22.92,-817,3041,-2239
2015-05-29,1254000.0,1250000.0,16643.0,22.44,362,-1722,1360
2015-06-01,1257000.0,1280000.0,11677.0,22.98,-1462,2231,-792
2015-06-02,1280000.0,1258000.0,11682.0,22.58,-179,2014,-1588
2015-06-03,1280000.0,1259000.0,11224.0,22.6,131,52,-447
2015-06-04,1231000.0,1250000.0,8030.0,22.44,436,196,-633
2015-06-05,1231000.0,1231000.0,13899.0,22.1,1139,936,-2095
2015-06-08,1217000.0,1239000.0,12642.0,22.24,-14,-1026,1035
2015-06-09,1240000.0,1219000.0,11641.0,21.88,1427,-952,-477
2015-06-10,1219000.0,1202000.0,12937.0,21.58,951,-1824,873
2015-06-11,1192000.0,1158000.0,24248.0,20.79,4946,-6100,1152
2015-06-12,1167000.0,1145000.0,21214.0,20.56,1215,-5284,4113
2015-06-15,1138000.0,1095000.0,37409.0,19.66,4724,-877,-2847
2015-06-16,1112000.0,1170000.0,35164.0,21.0,-6481,12949,-6509
2015-06-17,1156000.0,1152000.0,14244.0,20.68,-201,7100,-6888
2015-06-18,1168000.0,1191000.0,18322.0,21.38,-2313,12313,-10015
2015-06-19,1184000.0,1190000.0,13796.0,21.36,-86,3212,-3129
2015-06-22,1174000.0,1150000.0,11349.0,20.64,2209,625,-2859
2015-06-23,1134000.0,1125000.0,15870.0,20.2,3836,-1214,-2595
2015-06-24,1136000.0,1161000.0,19349.0,20.84,-2147,6611,-4186
2015-06-25,1176000.0,1176000.0,13678.0,21.11,-1517,5260,-3348
2015-06-26,1167000.0,1084000.0,46084.0,19.46,14886,1115,-15876
2015-06-29,1070000.0,1047000.0,42896.0,18.8,6227,15680,-21811
2015-06-30,1038000.0,1048000.0,45223.0,18.81,3530,17927,-22187
2015-07-01,1032000.0,1019000.0,33282.0,18.29,7020,4524,-12490
2015-07-02,1100000.0,1077000.0,69805.0,19.33,-5366,28328,-23498
2015-07-03,1100000.0,1109000.0,50829.0,19.91,3472,21036,-24543
2015-07-06,1105000.0,1117000.0,44911.0,20.05,-745,14874,-15421
2015-07-07,1168000.0,1168000.0,35549.0,20.97,-7456,12289,-4863
2015-07-08,1199000.0,1134000.0,19349.0,20.36,1417,2186,-4057
2015-07-09,1130000.0,1170000.0,22661.0,21.0,-6422,14334,-7812
2015-07-10,1170000.0,1160000.0,14418.0,20.82,-518,527,191
2015-07-13,1160000.0,1142000.0,9851.0,20.5,1304,-550,-947
2015-07-14,1138000.0,1162000.0,10101.0,20.86,-1127,-1404,2510
2015-07-15,1150000.0,1136000.0,14630.0,20.39,2609,-1650,-1005
2015-07-16,1122000.0,1080000.0,35075.0,19.39,13101,-13660,1653
2015-07-17,1086000.0,1070000.0,20995.0,19.21,3919,-8239,4300
2015-07-20,1084000.0,1088000.0,16947.0,19.53,-1447,1572,150
2015-07-21,1090000.0,1089000.0,9271.0,19.55,142,-2142,1944
2015-07-22,1093000.0,1104000.0,17847.0,19.82,-1972,6330,-4364
2015-07-23,1106000.0,1097000.0,9109.0,19.69,-156,1989,-1953
2015-07-24,1095000.0,1071000.0,10710.0,19.23,1599,2544,-4179
2015-07-27,1061000.0,1084000.0,12887.0,19.46,-1455,1698,-251
2015-07-28,1084000.0,1080000.0,13047.0,19.39,-1100,3882,-3091
2015-07-29,1069000.0,1088000.0,24493.0,19.53,-768,10284,-9491
2015-07-30,1095000.0,1088000.0,18127.0,19.53,-1068,5336,-4438
2015-07-31,1096000.0,1154000.0,23755.0,20.72,-6702,3610,3235
2015-08-03,1153000.0,1119000.0,15452.0,20.09,733,1157,-1881
2015-08-04,1133000.0,1143000.0,14542.0,20.52,-1872,-2225,4097
2015-08-05,1129000.0,1152000.0,14841.0,20.68,-2080,-561,2623
2015-08-06,1162000.0,1083000.0,23605.0,19.44,5703,-3755,-2084
2015-08-07,1093000.0,1131000.0,19713.0,20.3,-5467,1503,3692
2015-08-10,1129000.0,1125000.0,15876.0,20.2,-2007,2555,-460
2015-08-11,1138000.0,1040000.0,41480.0,18.67,10915,-10574,-1149
2015-08-12,1030000.0,982000.0,53334.0,17.63,7553,-8811,1267
2015-08-13,981000.0,989000.0,23919.0,17.75,-1796,773,997
2015-08-17,1005000.0,1027000.0,14605.0,18.44,-3349,749,2571
2015-08-18,991000.0,917000.0,70906.0,16.46,18236,-8974,-10766
2015-08-19,918000.0,889000.0,33199.0,15.96,2213,1215,-3689
2015-08-20,888000.0,909000.0,17965.0,16.32,-1956,3528,-1972
2015-08-21,880000.0,893000.0,21796.0,16.03,-2275,9203,-7479
2015-08-24,881000.0,857000.0,23581.0,15.38,2821,-1178,-1719
2015-08-25,857000.0,885000.0,20002.0,15.89,-2159,3728,-1579
2015-08-26,885000.0,865000.0,26418.0,15.53,5047,767,-5817
2015-08-27,874000.0,883000.0,26642.0,15.85,1500,-1081,-533
2015-08-28,900000.0,927000.0,23698.0,16.64,-3027,5037,-2010
2015-08-31,926000.0,933000.0,22402.0,16.75,1507,896,-2480
2015-09-01,919000.0,890000.0,21607.0,15.98,5894,-1974,-4037
2015-09-02,875000.0,914000.0,16627.0,16.41,-3543,2274,949
2015-09-03,910000.0,894000.0,11739.0,16.05,2319,40,-2323
2015-09-04,882000.0,890000.0,11678.0,15.98,-102,469,-663
2015-09-07,890000.0,920000.0,12500.0,16.52,-4223,6986,-2865
2015-09-08,920000.0,892000.0,12552.0,16.01,2335,-813,-1526
2015-09-09,900000.0,947000.0,19016.0,17.0,-9223,3271,5951
2015-09-10,942000.0,941000.0,20341.0,16.89,2016,-3342,1325
2015-09-11,922000.0,912000.0,14672.0,16.37,3627,263,-4334
2015-09-14,915000.0,910000.0,13020.0,16.34,1393,-6470,5119
2015-09-15,911000.0,919000.0,6325.0,16.5,-299,18,276
2015-09-16,920000.0,910000.0,22259.0,16.34,6316,-6150,-246
2015-09-17,917000.0,920000.0,14728.0,16.52,-3717,-1987,5696
2015-09-18,921000.0,936000.0,13701.0,16.8,-3930,498,3382
2015-09-21,936000.0,945000.0,9063.0,16.96,-1570,-808,2223
2015-09-22,950000.0,944000.0,14402.0,16.95,771,1247,-2135
2015-09-23,928000.0,924000.0,5667.0,16.59,389,605,-997
2015-09-24,925000.0,921000.0,6851.0,16.53,816,655,-1473
2015-09-25,923000.0,929000.0,11515.0,16.68,-718,55,663
2015-09-30,923000.0,942000.0,17625.0,16.91,-1824,-2069,3746
2015-10-01,937000.0,989000.0,15211.0,17.75,-7615,2548,5167
2015-10-02,983000.0,1002000.0,13964.0,17.99,-1394,-119,1522
2015-10-05,1002000.0,1021000.0,17417.0,18.33,-3340,4352,-934
2015-10-06,1021000.0,1064000.0,20051.0,19.1,-5555,-3419,9273
2015-10-07,1042000.0,1004000.0,14190.0,18.02,3122,-1936,-1205
2015-10-08,1017000.0,1040000.0,14372.0,18.67,-1113,-1245,2380
2015-10-12,1033000.0,996000.0,14967.0,17.88,3665,-485,-3287
2015-10-13,987000.0,1014000.0,7810.0,18.2,-1409,104,1637
2015-10-14,1014000.0,999000.0,5058.0,17.93,706,-882,56
2015-10-15,999000.0,1007000.0,6154.0,18.08,-364,311,55
2015-10-16,1009000.0,984000.0,19246.0,17.66,5930,-9828,3906
2015-10-19,986000.0,994000.0,10581.0,17.84,-1959,-1543,4105
2015-10-20,994000.0,1002000.0,11596.0,17.99,-272,-2095,2167
2015-10-21,1006000.0,972000.0,14168.0,17.45,5986,-6458,383
2015-10-22,972000.0,976000.0,11199.0,17.52,-462,-3586,4045
2015-10-23,993000.0,985000.0,7751.0,17.68,-1904,-1053,3888
2015-10-26,995000.0,989000.0,7532.0,17.75,561,-1875,1252
2015-10-27,988000.0,976000.0,8858.0,17.52,2217,-4971,2754
2015-10-28,980000.0,1018000.0,14256.0,18.28,-8144,403,7841
2015-10-29,1002000.0,988000.0,10684.0,17.74,4406,-4495,112
2015-10-30,989000.0,960000.0,15109.0,17.23,5251,-2631,-2227
2015-11-02,956000.0,948000.0,10265.0,17.02,3040,-3081,-32
2015-11-03,958000.0,996000.0,12873.0,17.88,-4302,1289,2995
2015-11-04,1006000.0,979000.0,9066.0,17.58,758,1328,-2086
2015-11-05,971000.0,1030000.0,16789.0,18.49,-9386,5640,3746
2015-11-06,1033000.0,1006000.0,7994.0,18.06,740,-827,83
2015-11-09,1014000.0,1027000.0,7897.0,18.44,-3374,2917,460
2015-11-10,1017000.0,1011000.0,6957.0,18.15,-1012,1352,-519
2015-11-11,1011000.0,1011000.0,9821.0,18.15,-343,1086,-643
2015-11-12,1009000.0,1032000.0,7248.0,18.53,-2132,2951,-802
2015-11-13,1015000.0,1037000.0,6122.0,18.62,-943,1374,-431
2015-11-16,1037000.0,1016000.0,16743.0,18.24,-335,2285,-1943
2015-11-17,1040000.0,1090000.0,36211.0,19.57,-9472,10194,-509
2015-11-18,1095000.0,1040000.0,19136.0,18.67,3324,2546,-6098
2015-11-19,1049000.0,1047000.0,6906.0,18.8,-877,2941,-2128
2015-11-20,1045000.0,1059000.0,11470.0,19.01,-1318,6828,-5445
2015-11-23,1068000.0,1120000.0,13909.0,20.11,-3712,7114,-2935
2015-11-24,1105000.0,1104000.0,9283.0,19.82,524,2590,-3122
2015-11-25,1097000.0,1094000.0,12258.0,19.64,1590,2162,-3752
2015-11-26,1095000.0,1135000.0,11579.0,20.38,-2526,2796,38
2015-11-27,1135000.0,1148000.0,15036.0,20.61,-4999,361,4692
2015-11-30,1149000.0,1141000.0,27500.0,20.48,-97,1430,-1658
2015-12-01,1132000.0,1101000.0,25693.0,19.77,4365,-3174,-1141
2015-12-02,1097000.0,1122000.0,11090.0,20.14,-1765,956,806
2015-12-03,1117000.0,1125000.0,18885.0,20.2,-1455,6923,-5724
2015-12-04,1110000.0,1103000.0,7033.0,19.8,1037,-269,-862
2015-12-07,1110000.0,1128000.0,9813.0,20.25,-2390,2262,451
2015-12-08,1132000.0,1145000.0,12466.0,20.56,-3345,5493,-2075
2015-12-09,1145000.0,1135000.0,10810.0,20.38,109,2508,-2728
2015-12-10,1139000.0,1157000.0,11557.0,20.77,-2998,4024,-1061
2015-12-11,1148000.0,1180000.0,11194.0,21.18,-808,2176,-1363
2015-12-14,1161000.0,1169000.0,9329.0,20.99,357,1558,-1878
2015-12-15,1159000.0,1134000.0,12076.0,20.36,1457,-566,-951
2015-12-16,1144000.0,1181000.0,14335.0,21.2,-3715,5172,-1639
2015-12-17,1186000.0,1194000.0,7530.0,21.43,-194,317,-243
2015-12-18,1193000.0,1176000.0,7220.0,21.11,208,734,-830
2015-12-21,1185000.0,1181000.0,7206.0,21.2,-39,-768,824
2015-12-22,1196000.0,1190000.0,8807.0,21.36,59,-94,1075
2015-12-23,1191000.0,1173000.0,6311.0,21.06,1070,-1292,161
2015-12-24,1178000.0,1167000.0,7099.0,20.95,86,-1899,2076
2015-12-28,1167000.0,1176000.0,7747.0,21.11,-1322,512,918
2015-12-29,1158000.0,1186000.0,7380.0,21.29,-268,1650,-1582
2015-12-30,1187000.0,1166000.0,7725.0,20.93,2583,-2339,-707
2016-01-04,1150000.0,1139000.0,10249.0,20.6,1553,-2977,1301
2016-01-05,1156000.0,1190000.0,15460.0,21.52,-3955,997,2968
2016-01-06,1190000.0,1200000.0,11814.0,21.7,-359,-83,479
2016-01-07,1183000.0,1149000.0,18308.0,20.78,4566,-2748,-1721
2016-01-08,1156000.0,1141000.0,17675.0,20.63,-98,1475,-1182
2016-01-11,1131000.0,1104000.0,16187.0,19.96,2552,-1147,-1832
2016-01-12,1117000.0,1100000.0,14760.0,19.89,1003,794,-1687
2016-01-13,1105000.0,1120000.0,11323.0,20.25,-1502,2125,-485
2016-01-14,1110000.0,1074000.0,16286.0,19.42,3201,-673,-3067
2016-01-15,1091000.0,1068000.0,21723.0,19.31,357,-5519,5291
2016-01-18,1069000.0,1053000.0,16770.0,19.04,1065,664,-1718
2016-01-19,1054000.0,1032000.0,28276.0,18.66,4167,-6815,2923
2016-01-20,1032000.0,1051000.0,17917.0,19.01,-1958,4390,-2150
2016-01-21,1064000.0,1012000.0,18148.0,18.3,3176,-1581,-1693
2016-01-22,1028000.0,1018000.0,16003.0,18.41,186,953,-1369
2016-01-25,1027000.0,1013000.0,13665.0,18.32,1740,256,-2014
2016-01-26,1018000.0,1012000.0,11981.0,18.3,156,3840,-3936
2016-01-27,1020000.0,1017000.0,14596.0,18.39,303,4030,-4289
2016-01-28,1016000.0,1017000.0,8602.0,18.39,669,-472,-212
2016-01-29,1004000.0,1030000.0,17302.0,18.63,-306,4926,-4774
2016-02-01,1034000.0,1052000.0,12457.0,19.02,-1566,1219,271
2016-02-02,1044000.0,1050000.0,12780.0,18.99,133,5278,-5411
2016-02-03,1038000.0,1028000.0,10402.0,18.59,1348,-202,-1138
2016-02-04,1039000.0,1030000.0,13757.0,18.63,517,238,-803
2016-02-05,1030000.0,1014000.0,12521.0,18.34,1266,-620,-561
2016-02-11,995000.0,981000.0,13691.0,17.74,2016,-1574,-533
2016-02-12,994000.0,946000.0,41699.0,17.11,3946,7972,-11926
2016-02-15,948000.0,920000.0,40822.0,16.64,7880,-5830,-2400
2016-02-16,918000.0,921000.0,22538.0,16.66,5168,-4890,245
2016-02-17,922000.0,884000.0,27233.0,15.99,5405,-1634,-3884
2016-02-18,900000.0,943000.0,29808.0,17.05,-9591,4353,5274
2016-02-19,943000.0,930000.0,8773.0,16.82,1118,758,-1769
2016-02-22,922000.0,938000.0,11033.0,16.96,859,-1499,603
2016-02-23,938000.0,927000.0,10467.0,16.76,549,-494,16
2016-02-24,922000.0,922000.0,6262.0,16.67,1851,-384,-1572
2016-02-25,923000.0,922000.0,11761.0,16.67,212,1397,-1666
2016-02-26,923000.0,916000.0,8893.0,16.56,1513,713,-2259
2016-02-29,921000.0,917000.0,14548.0,16.58,124,507,-639
2016-03-02,942000.0,956000.0,18562.0,17.29,-5577,5202,337
2016-03-03,956000.0,928000.0,24416.0,16.78,8723,3680,-12403
2016-03-04,928000.0,904000.0,32569.0,16.35,19532,-3952,-15397
2016-03-07,909000.0,904000.0,20090.0,16.35,1665,2699,-4481
2016-03-08,905000.0,908000.0,19302.0,16.42,-2219,6706,-5618
2016-03-09,915000.0,955000.0,32874.0,17.27,-8308,15241,-7695
2016-03-10,956000.0,974000.0,40392.0,17.61,173,8606,-10140
2016-03-11,975000.0,988000.0,29063.0,17.87,-1978,10098,-8527
2016-03-14,992000.0,968000.0,21620.0,17.51,464,3078,-3605
2016-03-15,960000.0,921000.0,33400.0,16.66,13598,-7494,-6189
2016-03-16,924000.0,930000.0,19212.0,16.82,647,1644,-2021
2016-03-17,935000.0,918000.0,29134.0,16.6,10059,-8814,-2305
2016-03-18,917000.0,909000.0,28549.0,16.44,15039,-10445,-4821
2016-03-21,917000.0,907000.0,13602.0,16.4,4605,-1772,-3391
2016-03-22,906000.0,914000.0,13831.0,16.53,601,1356,-2567
2016-03-23,915000.0,915000.0,11337.0,16.55,989,68,-629
2016-03-24,916000.0,910000.0,14912.0,16.46,3284,-4497,1355
2016-03-25,912000.0,907000.0,9505.0,16.4,3033,-1562,-1481
2016-03-28,908000.0,902000.0,8886.0,16.31,2116,-1539,-1767
2016-03-29,909000.0,915000.0,20293.0,16.55,-414,687,-1024
2016-03-30,922000.0,927000.0,18439.0,16.76,-1862,-748,2606
2016-03-31,935000.0,914000.0,19983.0,16.53,3017,2438,-5619
2016-04-01,924000.0,918000.0,22618.0,16.6,1510,4638,-6534
2016-04-04,931000.0,950000.0,37922.0,17.18,-8431,10881,-2693
2016-04-05,953000.0,951000.0,15244.0,17.2,-2334,2385,-161
2016-04-06,951000.0,942000.0,22198.0,17.03,-1006,1840,-674
2016-04-07,945000.0,950000.0,20520.0,17.18,-1259,-1560,3267
2016-04-08,943000.0,930000.0,21596.0,16.82,2263,-3657,1103
2016-04-11,923000.0,915000.0,15576.0,16.55,3049,-1128,-1936
2016-04-12,915000.0,918000.0,15835.0,16.6,1847,-3504,1687
2016-04-14,915000.0,931000.0,26472.0,16.84,-2075,-3642,5922
2016-04-15,928000.0,963000.0,25423.0,17.41,-13167,5586,7671
2016-04-18,964000.0,987000.0,27338.0,17.85,-7673,5035,3061
2016-04-19,987000.0,969000.0,21315.0,17.52,-745,7054,-5159
2016-04-20,970000.0,951000.0,11917.0,17.2,2328,2314,-4647
2016-04-21,954000.0,978000.0,11508.0,17.69,-4155,1912,2285
2016-04-22,968000.0,989000.0,15936.0,17.88,-5094,2034,3361
2016-04-25,977000.0,967000.0,11040.0,17.49,2810,-996,-2049
2016-04-26,969000.0,961000.0,7114.0,17.38,782,-1024,347
2016-04-27,961000.0,966000.0,6058.0,17.47,-465,-1093,1669
2016-04-28,964000.0,955000.0,9758.0,17.27,553,391,-968
2016-04-29,952000.0,930000.0,22387.0,16.82,5821,-7593,2286
2016-05-02,927000.0,929000.0,7429.0,16.8,1153,-2320,1886
2016-05-03,931000.0,937000.0,9448.0,16.94,-134,-1960,2411
2016-05-04,929000.0,969000.0,19733.0,17.52,-5610,2229,3960
2016-05-09,962000.0,970000.0,13549.0,17.54,-1014,2824,-1810
2016-05-10,958000.0,949000.0,13513.0,17.16,4603,-1707,-3079
2016-05-11,950000.0,964000.0,15233.0,17.43,-3717,-141,3913
2016-05-12,964000.0,997000.0,28109.0,18.03,-9492,6680,3133
2016-05-13,995000.0,979000.0,15869.0,17.7,1478,2258,-2805
2016-05-16,994000.0,1010000.0,24351.0,18.26,-7897,4506,3605
2016-05-17,1013000.0,1028000.0,20341.0,18.59,-5493,-1170,7186
2016-05-18,1022000.0,990000.0,22320.0,17.9,5285,-911,-4364
2016-05-19,982000.0,990000.0,15578.0,17.9,1600,-193,-1384
2016-05-20,982000.0,1003000.0,12922.0,18.14,-3772,1637,2134
2016-05-23,1008000.0,993000.0,6976.0,17.96,483,-1176,793
2016-05-24,991000.0,971000.0,8582.0,17.56,2725,-297,-2039
2016-05-25,978000.0,995000.0,9823.0,17.99,-2257,1987,310
2016-05-26,993000.0,968000.0,10491.0,17.51,3831,-2744,-1137
2016-05-27,976000.0,968000.0,7442.0,17.51,825,-879,766
2016-05-30,965000.0,955000.0,13275.0,17.27,2110,-2146,835
2016-05-31,960000.0,970000.0,18018.0,17.54,-1403,992,401
