Symbol,오리온홀딩스_시가(원),오리온홀딩스_종가(원),오리온홀딩스_거래량(주),오리온홀딩스_PER(IFRS-연결),오리온홀딩스_순매수수량(개인)(주),오리온홀딩스_순매수수량(기관계)(주),오리온홀딩스_순매수수량(외국인계)(주)
2005-05-10,128000.0,124500.0,30447.0,17.23,5313,9655,-15400
2005-05-11,123500.0,127000.0,23855.0,17.58,-3639,4926,-848
2005-05-12,124500.0,124500.0,12771.0,17.23,1132,4088,-4880
2005-05-13,123000.0,121000.0,44515.0,16.75,18013,-5855,-9507
2005-05-16,121500.0,119500.0,27230.0,16.54,9876,-2108,-4681
2005-05-17,121000.0,119000.0,39267.0,16.47,2725,1844,5442
2005-05-18,120000.0,123500.0,51051.0,17.09,-8798,-8160,18061
2005-05-19,124500.0,127500.0,43222.0,17.64,-5955,-16475,27662
2005-05-20,128500.0,127500.0,16163.0,17.64,-6371,494,7815
2005-05-23,129500.0,127000.0,16067.0,17.58,6,-1858,2435
2005-05-24,126000.0,128000.0,21873.0,17.71,-1563,5674,2001
2005-05-25,127000.0,128000.0,35948.0,17.71,256,-8160,12787
2005-05-26,127000.0,137500.0,34568.0,19.03,-16773,-896,16156
2005-05-27,137500.0,143000.0,58234.0,19.79,-22011,2040,21770
2005-05-30,143000.0,148000.0,43115.0,20.48,-6406,-6695,15481
2005-05-31,146000.0,146000.0,14170.0,20.2,-3779,-2708,8298
2005-06-01,144000.0,146000.0,44711.0,20.2,1008,-35079,33698
2005-06-02,146000.0,145000.0,20233.0,20.07,-791,-5767,6774
2005-06-03,143500.0,144000.0,28974.0,19.93,3873,3018,-5539
2005-06-07,144000.0,146000.0,23636.0,20.2,1259,-8261,7385
2005-06-08,146000.0,148000.0,25524.0,20.48,1618,-1567,3449
2005-06-09,151000.0,151500.0,30615.0,20.97,-501,-1054,2695
2005-06-10,152500.0,149000.0,16207.0,20.62,274,814,-1337
2005-06-13,147000.0,146000.0,94719.0,20.2,5821,-71399,75016
2005-06-14,146000.0,140000.0,59313.0,19.37,7638,-25363,36297
2005-06-15,141000.0,150000.0,35842.0,20.76,-7006,-3448,9160
2005-06-16,150000.0,150000.0,35397.0,20.76,-3186,-9018,12966
2005-06-17,152500.0,149500.0,31951.0,20.69,5211,-5705,305
2005-06-20,147500.0,149000.0,19484.0,20.62,1385,-3039,5425
2005-06-21,147000.0,149000.0,17366.0,20.62,-1644,397,3421
2005-06-22,147500.0,148000.0,17286.0,20.48,1564,-2158,4256
2005-06-23,148500.0,151000.0,24966.0,20.9,-308,-11086,9007
2005-06-24,149000.0,147500.0,10987.0,20.41,1056,-3933,1428
2005-06-27,145500.0,144500.0,22761.0,20.0,3156,-12300,11970
2005-06-28,144500.0,144000.0,20844.0,19.93,5958,-14227,7549
2005-06-29,145000.0,153500.0,28687.0,21.24,-6307,3812,5427
2005-06-30,152000.0,153500.0,50411.0,21.24,547,-10715,8447
2005-07-01,152500.0,156500.0,13256.0,21.66,-2435,1793,1763
2005-07-04,156500.0,151000.0,37425.0,20.9,15423,-8956,-4629
2005-07-05,151000.0,150000.0,46329.0,20.76,-1853,-18860,22778
2005-07-06,150500.0,149500.0,46216.0,20.69,2212,-15866,14839
2005-07-07,147000.0,146500.0,21437.0,20.27,4202,-5447,2730
2005-07-08,145500.0,147000.0,20309.0,20.34,678,7528,304
2005-07-11,147000.0,146500.0,22500.0,20.27,5699,-3401,-974
2005-07-12,146500.0,147000.0,16913.0,20.34,3966,-81,673
2005-07-13,145500.0,144500.0,30897.0,20.0,12426,-6420,-1501
2005-07-14,143500.0,145000.0,47154.0,20.07,-2140,1513,6145
2005-07-15,146000.0,153000.0,76954.0,21.17,-20557,18674,5749
2005-07-18,153000.0,151500.0,34673.0,20.97,5207,-14066,10129
2005-07-19,151500.0,152000.0,14268.0,21.04,-1384,4942,338
2005-07-20,152500.0,150000.0,36507.0,20.76,693,-3374,6432
2005-07-21,150000.0,148000.0,19803.0,20.48,2372,-2055,2655
2005-07-22,147500.0,153000.0,16611.0,21.17,-2506,3364,5000
2005-07-25,152000.0,151000.0,23142.0,20.9,-4924,4329,1694
2005-07-26,152000.0,153000.0,27097.0,21.17,-3233,5154,-756
2005-07-27,152000.0,154500.0,28845.0,21.38,-4376,14760,-6240
2005-07-28,154500.0,148000.0,37616.0,20.48,24732,-11580,-9860
2005-07-29,148500.0,148000.0,40365.0,20.48,4153,-21720,18979
2005-08-01,148000.0,147000.0,19896.0,20.34,1428,318,692
2005-08-02,145000.0,147500.0,23714.0,20.41,-2854,1120,1676
2005-08-03,146500.0,143000.0,31486.0,19.79,18306,-7702,-282
2005-08-04,145000.0,145000.0,34291.0,20.07,-3391,1548,-3472
2005-08-05,143000.0,141000.0,22718.0,19.51,5106,-6449,-1955
2005-08-08,137500.0,138500.0,21073.0,19.17,-3338,-1573,7963
2005-08-09,137500.0,137000.0,54457.0,18.96,8334,-20375,21530
2005-08-10,137000.0,140000.0,26966.0,19.37,-4686,9932,1551
2005-08-11,140500.0,147000.0,68293.0,20.34,-18662,-7572,37699
2005-08-12,149000.0,149000.0,33858.0,20.62,-5466,-15715,23773
2005-08-16,152500.0,149500.0,57428.0,20.69,-11248,-20553,34634
2005-08-17,147500.0,152000.0,37681.0,21.04,-2986,681,1664
2005-08-18,150000.0,144500.0,45173.0,20.0,7028,139,-9179
2005-08-19,146000.0,145500.0,33627.0,20.13,-5332,5303,1563
2005-08-22,146000.0,146500.0,21003.0,20.27,-5746,-5940,12022
2005-08-23,146000.0,146000.0,28566.0,20.2,-2984,5890,-2530
2005-08-24,146000.0,141500.0,22654.0,19.58,6513,-4396,-1837
2005-08-25,140000.0,154000.0,77069.0,21.31,-28998,5996,34572
2005-08-26,153000.0,152000.0,25881.0,21.04,-4476,-3572,6649
2005-08-29,146500.0,147500.0,30157.0,20.41,1996,-1295,625
2005-08-30,148000.0,149000.0,28844.0,20.62,1733,-4198,2707
2005-08-31,147000.0,146000.0,20282.0,20.2,3955,-5033,1154
2005-09-01,146000.0,147000.0,86010.0,20.34,6493,-13530,7159
2005-09-02,148500.0,149000.0,27888.0,20.62,-7765,300,12058
2005-09-05,149500.0,153500.0,43819.0,21.24,-7565,6986,-2610
2005-09-06,153500.0,159500.0,33680.0,22.07,-16844,6706,11659
2005-09-07,160000.0,161000.0,9119.0,22.28,-1471,-1122,1390
2005-09-08,162500.0,165000.0,37966.0,22.83,-5454,9937,-1410
2005-09-09,164000.0,167500.0,12389.0,23.18,-4459,5295,-31
2005-09-12,168000.0,167500.0,26822.0,23.18,2222,-4960,10458
2005-09-13,166000.0,167500.0,19286.0,23.18,-80,-8754,11217
2005-09-14,169000.0,175000.0,22630.0,24.22,-1295,-5422,7685
2005-09-15,174000.0,170000.0,20084.0,23.53,5516,-1590,-4520
2005-09-16,170000.0,173000.0,24560.0,23.94,-1755,-2282,4998
2005-09-20,171500.0,169000.0,36577.0,23.39,11533,5334,-16835
2005-09-21,169000.0,175000.0,37098.0,24.22,-7245,-10621,18069
2005-09-22,172000.0,183000.0,25309.0,25.32,-7126,-447,7670
2005-09-23,183500.0,188000.0,46896.0,26.02,1357,-801,4727
2005-09-26,185000.0,186000.0,30889.0,25.74,4718,9194,-14085
2005-09-27,184000.0,181000.0,26843.0,25.05,6036,-13924,-5255
2005-09-28,181500.0,178500.0,33649.0,24.7,14039,-4204,-9939
2005-09-29,178000.0,182500.0,31302.0,25.26,-3959,-3254,5047
2005-09-30,182500.0,185000.0,24451.0,25.6,-4220,1097,3115
2005-10-04,183500.0,194500.0,23683.0,26.91,-5129,-1026,5335
2005-10-05,196500.0,192000.0,33997.0,26.57,3055,-8359,13169
2005-10-06,187000.0,192000.0,32138.0,26.57,5004,-1704,-3168
2005-10-07,189000.0,187000.0,50581.0,25.88,3430,2724,-4702
2005-10-10,188000.0,190000.0,27244.0,26.29,1143,690,3096
2005-10-11,190000.0,194500.0,49796.0,26.91,-2263,27581,-18767
2005-10-12,194000.0,190000.0,21890.0,26.29,925,-1182,6551
2005-10-13,189000.0,183500.0,30843.0,25.39,4195,-10118,6944
2005-10-14,185500.0,184500.0,17830.0,25.53,-604,645,-61
2005-10-17,181500.0,187000.0,39586.0,25.88,-2869,-8626,20925
2005-10-18,191000.0,193500.0,20590.0,26.78,-3515,6693,-2707
2005-10-19,194000.0,193500.0,43496.0,26.78,-2329,12942,-7395
2005-10-20,198000.0,197500.0,16775.0,27.33,-2934,-2759,6827
2005-10-21,197000.0,210000.0,67623.0,29.06,-7859,1175,8202
2005-10-24,212500.0,210000.0,45647.0,29.06,-1092,-1437,6840
2005-10-25,216000.0,201500.0,39378.0,27.88,14224,-11347,-126
2005-10-26,205000.0,203500.0,33252.0,28.16,-4293,-3825,9358
2005-10-27,203500.0,202000.0,28381.0,27.95,36,-1216,1282
2005-10-28,197500.0,196000.0,21860.0,27.12,5863,-4390,-863
2005-10-31,198000.0,202500.0,36971.0,28.02,-1816,-15136,17698
2005-11-01,201500.0,203000.0,35984.0,28.09,827,-19818,19962
2005-11-02,201000.0,215000.0,36195.0,29.75,-9545,-1260,10383
2005-11-03,218500.0,218000.0,36385.0,30.17,-3941,-4492,10703
2005-11-04,223500.0,225000.0,29956.0,31.14,-5883,-7194,14037
2005-11-07,225500.0,231000.0,34583.0,31.97,-746,-18306,21490
2005-11-08,230000.0,238000.0,26579.0,32.94,-4594,-8441,14094
2005-11-09,237000.0,238500.0,64185.0,33.01,8032,-22022,13217
2005-11-10,235000.0,233000.0,38400.0,32.24,5810,-9173,1493
2005-11-11,230500.0,232500.0,34968.0,32.17,3723,1124,-422
2005-11-14,229000.0,226500.0,43300.0,31.34,9995,-1700,-8207
2005-11-15,225000.0,233500.0,52254.0,32.31,-2927,11938,-1935
2005-11-16,230500.0,234500.0,38971.0,32.45,-861,-11326,20190
2005-11-17,239500.0,246000.0,41446.0,34.04,-8600,-4626,15453
2005-11-18,248000.0,250000.0,38856.0,34.6,3559,300,-911
2005-11-21,250000.0,237000.0,23229.0,32.8,11000,-5220,-5141
2005-11-22,237000.0,237000.0,29698.0,32.8,4480,-4388,-230
2005-11-23,234000.0,244000.0,28294.0,33.77,-9078,7171,1276
2005-11-24,245000.0,245000.0,151991.0,33.9,-961,-102413,103204
2005-11-25,246500.0,240500.0,18477.0,33.28,5094,-1755,-3802
2005-11-28,240500.0,241000.0,17000.0,33.35,1211,1416,-638
2005-11-29,240500.0,244000.0,21367.0,33.77,-2279,-774,403
2005-11-30,244000.0,261500.0,51068.0,36.19,-13802,6246,7623
2005-12-01,261500.0,277000.0,57549.0,38.33,1558,-5341,12119
2005-12-02,282000.0,275000.0,65144.0,38.06,7644,-3732,-2377
2005-12-05,276500.0,271000.0,22304.0,37.5,259,-2044,3287
2005-12-06,267000.0,261000.0,28074.0,36.12,5445,3960,-9086
2005-12-07,255000.0,264500.0,36628.0,36.6,3915,-3111,-774
2005-12-08,260500.0,266000.0,47078.0,36.81,-4077,4085,3503
2005-12-09,264500.0,267000.0,18878.0,36.95,-2483,4764,-1616
2005-12-12,265000.0,266500.0,30882.0,36.88,609,10541,-11476
2005-12-13,265000.0,270000.0,30461.0,37.36,1509,2954,-3329
2005-12-14,268000.0,270000.0,29474.0,37.36,-1955,-4846,-2403
2005-12-15,268500.0,265000.0,30923.0,36.67,68,-8353,9486
2005-12-16,260500.0,266000.0,12983.0,36.81,-1916,293,-324
2005-12-19,261500.0,270000.0,11927.0,37.36,-4105,5197,-1258
2005-12-20,269500.0,270000.0,11834.0,37.36,-1228,3006,-1686
2005-12-21,267000.0,269500.0,50223.0,37.3,-382,-22125,22657
2005-12-22,265500.0,268000.0,59063.0,37.09,5982,-6914,3117
2005-12-23,265000.0,269500.0,13619.0,37.3,-5936,-2110,8244
2005-12-26,267000.0,288000.0,16006.0,39.85,-7722,2918,1677
2005-12-27,291500.0,285500.0,15845.0,39.51,20,-2115,1905
2005-12-28,281500.0,280500.0,11739.0,38.82,1988,2087,-3352
2005-12-29,276000.0,280500.0,22940.0,38.82,-451,1358,-831
2006-01-02,280000.0,274500.0,17156.0,19.52,3171,-3401,2003
2006-01-03,273000.0,268500.0,18996.0,19.09,8448,-4654,-2924
2006-01-04,270000.0,269000.0,29897.0,19.13,4380,-1182,-2992
2006-01-05,269000.0,262000.0,34997.0,18.63,11378,6201,-18715
2006-01-06,260000.0,264500.0,15687.0,18.81,443,-4724,3360
2006-01-09,263000.0,270000.0,22455.0,19.2,-4189,4423,-89
2006-01-10,272000.0,269500.0,36857.0,19.16,1908,-3519,907
2006-01-11,269500.0,280000.0,69090.0,19.91,-11585,31970,-19388
2006-01-12,277500.0,274000.0,21034.0,19.48,922,331,-1466
2006-01-13,275000.0,269000.0,10016.0,19.13,-597,902,-305
2006-01-16,269000.0,271000.0,18349.0,19.27,-1559,-4465,6953
2006-01-17,270000.0,258000.0,19532.0,18.35,8708,-8318,677
2006-01-18,257000.0,253000.0,55991.0,17.99,426,531,-111
2006-01-19,250000.0,248000.0,26774.0,17.63,-411,-8380,8821
2006-01-20,242500.0,234500.0,42673.0,16.67,7800,-5577,-578
2006-01-23,227000.0,220000.0,82813.0,15.64,5119,-12065,16925
2006-01-24,223000.0,240000.0,57507.0,17.06,-7439,-2029,9529
2006-01-25,237000.0,252000.0,47625.0,17.92,-5071,-10225,15480
2006-01-26,255500.0,253000.0,18578.0,17.99,-3146,-5887,9108
2006-01-27,251000.0,261000.0,13975.0,18.56,-4217,157,4109
2006-01-31,258000.0,259000.0,11447.0,18.42,654,-2908,2477
2006-02-01,257000.0,265000.0,45643.0,18.84,-6396,972,5403
2006-02-02,266000.0,260000.0,19486.0,18.49,1138,-6729,5580
2006-02-03,253000.0,249500.0,14952.0,17.74,-149,192,-789
2006-02-06,242000.0,240000.0,45469.0,17.06,10391,-1273,-8575
2006-02-07,240000.0,240000.0,88827.0,17.06,1567,-39715,38128
2006-02-08,239000.0,230000.0,229058.0,16.35,4118,-119122,115077
2006-02-09,231000.0,232000.0,28638.0,16.5,-57,-1207,1422
2006-02-10,232000.0,230000.0,11360.0,16.35,2158,315,-2443
2006-02-13,230000.0,230000.0,25660.0,16.35,1062,-1834,834
2006-02-14,230000.0,247500.0,27418.0,17.6,-6171,12465,-6758
2006-02-15,247000.0,239500.0,11928.0,17.03,3365,-1173,-1936
2006-02-16,242500.0,240000.0,9217.0,17.06,17,4751,-3695
2006-02-17,243500.0,244000.0,17304.0,17.35,-1336,142,1273
2006-02-20,240500.0,247000.0,10708.0,17.56,198,2959,-3386
2006-02-21,247000.0,248000.0,9956.0,17.63,-1168,1429,-120
2006-02-22,248000.0,247500.0,14872.0,17.6,-674,-1449,2443
2006-02-23,246500.0,254500.0,9102.0,18.1,-3466,3049,-44
2006-02-24,251000.0,270000.0,31581.0,19.2,-15245,14946,637
2006-02-27,268000.0,276500.0,20732.0,19.66,-291,2139,-2022
2006-02-28,278000.0,278000.0,15682.0,19.77,-1596,-1109,2559
2006-03-02,277500.0,263000.0,20481.0,18.7,2713,5964,-8939
2006-03-03,261500.0,260500.0,15692.0,18.52,1543,-1101,-168
2006-03-06,260500.0,263000.0,8053.0,18.7,-1063,5018,-4351
2006-03-07,258500.0,259000.0,9109.0,18.42,-1041,491,521
2006-03-08,251500.0,251000.0,29504.0,17.85,2551,7936,-11045
2006-03-09,253500.0,257500.0,12187.0,18.31,-2004,1983,881
2006-03-10,261500.0,256000.0,12471.0,18.2,685,-190,-512
2006-03-13,257000.0,270000.0,23185.0,19.2,-3869,5473,-1702
2006-03-14,271000.0,262500.0,8764.0,18.67,3557,-3675,690
2006-03-15,263000.0,271000.0,13781.0,19.27,-9300,3911,5536
2006-03-16,269500.0,264500.0,10607.0,18.81,-829,945,-107
2006-03-17,262000.0,264500.0,11560.0,18.81,-12,1071,-738
2006-03-20,263500.0,273000.0,7628.0,19.41,-4499,2925,1510
2006-03-21,276500.0,269000.0,14034.0,19.13,-1150,-3838,5679
2006-03-22,272500.0,273000.0,13710.0,19.41,-2280,-4717,7173
2006-03-23,280000.0,277000.0,8995.0,19.7,-2476,-440,3092
2006-03-24,277500.0,289500.0,15526.0,20.58,-7334,2109,5131
2006-03-27,293000.0,297500.0,16521.0,21.15,-4430,-714,4274
2006-03-28,300000.0,303000.0,13812.0,21.54,-809,-3349,4514
2006-03-29,300000.0,294000.0,15806.0,20.9,2968,-63,-3110
2006-03-30,287500.0,287000.0,17676.0,20.41,2730,7227,-10241
2006-03-31,282000.0,287000.0,24377.0,20.41,-496,5236,-5814
2006-04-03,283500.0,286500.0,11042.0,20.37,1194,652,-1976
2006-04-04,284000.0,278000.0,20944.0,19.77,7672,-3529,621
2006-04-05,278500.0,279000.0,15153.0,19.84,2223,2156,-3190
2006-04-06,282500.0,271500.0,32469.0,19.31,11450,-472,-9964
2006-04-07,271000.0,276000.0,31737.0,19.63,77,1563,-1184
2006-04-10,273000.0,280000.0,13025.0,19.91,-5873,4278,778
2006-04-11,280500.0,285000.0,17307.0,20.26,-2195,3629,-1261
2006-04-12,285000.0,282000.0,30114.0,20.05,-2736,2519,1081
2006-04-13,280500.0,285000.0,23496.0,20.26,-4474,177,4057
2006-04-14,282000.0,285000.0,11352.0,20.26,1157,466,-1640
2006-04-17,282000.0,280000.0,9915.0,19.91,-1634,-1640,3074
2006-04-18,280000.0,278000.0,29082.0,19.77,-69,-17287,17067
2006-04-19,275000.0,265000.0,67934.0,18.84,20384,-14366,-6183
2006-04-20,262000.0,265000.0,36054.0,18.84,-1283,-2892,4102
2006-04-21,265000.0,260500.0,25557.0,18.52,9857,-1980,-7936
2006-04-24,256500.0,260500.0,38888.0,18.52,6631,-9034,2448
2006-04-25,260500.0,261000.0,30006.0,18.56,-1076,1356,-547
2006-04-26,255000.0,265500.0,17260.0,18.88,-3036,3396,-733
2006-04-27,260500.0,258000.0,180761.0,18.35,10418,27500,-37794
2006-04-28,256500.0,247000.0,48382.0,17.56,24414,-1891,-22906
2006-05-02,247000.0,240500.0,31347.0,17.1,7633,6407,-13965
2006-05-03,240000.0,255000.0,68826.0,18.13,-10269,-4170,14464
2006-05-04,260000.0,260000.0,85951.0,18.49,-5323,-10174,16918
2006-05-08,263500.0,280000.0,112059.0,19.91,-24585,-33112,58627
2006-05-09,284000.0,284000.0,50409.0,20.19,-9406,-14605,25201
2006-05-10,286500.0,284000.0,36919.0,20.19,-6268,-8661,15950
2006-05-11,284500.0,285000.0,22139.0,20.26,-2714,822,1693
2006-05-12,281000.0,280000.0,14453.0,19.91,-1488,-3133,5131
2006-05-15,281000.0,256500.0,30803.0,18.24,5299,-3617,-1883
2006-05-16,265000.0,265500.0,32159.0,18.88,-4741,-2089,6741
2006-05-17,271000.0,279000.0,40033.0,19.84,2647,-14091,10851
2006-05-18,277000.0,265000.0,46028.0,18.84,1540,1386,-2977
2006-05-19,269000.0,270000.0,27792.0,19.2,-1878,5634,-3688
2006-05-22,271000.0,265000.0,33925.0,18.84,-3008,2048,1032
2006-05-23,264500.0,252000.0,36750.0,17.92,4991,12103,-18453
2006-05-24,253500.0,260000.0,70963.0,18.49,4585,7336,-12084
2006-05-25,263500.0,257500.0,31176.0,18.31,-4276,-2508,7348
2006-05-26,264000.0,259000.0,29819.0,18.42,-93,1678,-1633
2006-05-29,260000.0,265000.0,26670.0,18.84,-3121,-857,4243
2006-05-30,270000.0,269000.0,67425.0,19.13,-2853,-7485,10405
2006-06-01,267000.0,274000.0,31909.0,19.48,-3586,-9668,13278
2006-06-02,279000.0,277500.0,30215.0,19.73,-3178,-270,3481
2006-06-05,278500.0,265000.0,33343.0,18.84,5066,-18596,13720
2006-06-07,254000.0,255000.0,34275.0,18.13,1705,2623,-4225
2006-06-08,251500.0,233000.0,46969.0,16.57,16312,-5799,-9957
2006-06-09,234500.0,227500.0,68623.0,16.18,15264,-4786,-12140
2006-06-12,228000.0,230500.0,48973.0,16.39,1940,-20050,17920
2006-06-13,230500.0,231500.0,44946.0,16.46,-2792,-15044,20801
2006-06-14,227500.0,222000.0,43789.0,15.78,9690,-8022,-2414
2006-06-15,222500.0,215000.0,72538.0,15.29,16453,-28185,12118
2006-06-16,217500.0,222500.0,70341.0,15.82,-2384,-8482,10802
2006-06-19,222000.0,230000.0,34345.0,16.35,-4871,-2044,7117
2006-06-20,230000.0,226000.0,20547.0,16.07,-206,-751,1019
2006-06-21,230000.0,223000.0,15533.0,15.86,1947,-924,-893
2006-06-22,226500.0,226000.0,23064.0,16.07,172,-2761,2701
2006-06-23,224000.0,227000.0,25328.0,16.14,-1818,-932,3171
2006-06-26,227000.0,221000.0,25036.0,15.71,-1659,-3459,6570
2006-06-27,223000.0,229000.0,30004.0,16.28,2491,-7118,4368
2006-06-28,232000.0,238000.0,48375.0,16.92,-7945,-6142,14876
2006-06-29,237000.0,255000.0,73763.0,18.13,-14314,-288,14648
2006-06-30,260000.0,258000.0,60041.0,18.35,-5749,-24732,31332
2006-07-03,258000.0,249000.0,61962.0,17.71,1628,-5741,6490
2006-07-04,251000.0,247000.0,18184.0,17.56,-1142,-4001,5222
2006-07-05,244000.0,245000.0,21122.0,17.42,-3119,-1939,4342
2006-07-06,246500.0,255000.0,19048.0,18.13,-2962,-5874,9061
2006-07-07,255000.0,250500.0,22222.0,17.81,3057,-9261,5826
2006-07-10,250500.0,244000.0,17946.0,17.35,3537,525,-4899
2006-07-11,241000.0,235500.0,30741.0,16.74,13763,-8123,-5855
2006-07-12,236000.0,240000.0,23274.0,17.06,-2684,-1280,2115
2006-07-13,238500.0,240000.0,31622.0,17.06,-1443,-3836,5378
2006-07-14,236500.0,236500.0,13549.0,16.82,-1423,-7370,10191
2006-07-18,232000.0,226000.0,37712.0,16.07,1977,-599,-1588
2006-07-19,228000.0,226500.0,12213.0,16.1,-319,-76,319
2006-07-20,231500.0,232000.0,23333.0,16.5,-2155,2575,-909
2006-07-21,228000.0,221000.0,24652.0,15.71,12342,-3855,-6903
2006-07-24,221500.0,212500.0,41030.0,15.11,13605,-6490,-7321
2006-07-25,214000.0,217500.0,25153.0,15.47,-3433,-1403,4487
2006-07-26,215500.0,225000.0,27509.0,16.0,-9539,-4030,13528
