Symbol,대림산업_시가(원),대림산업_종가(원),대림산업_거래량(주),대림산업_PER(IFRS-연결),대림산업_순매수수량(개인)(주),대림산업_순매수수량(기관계)(주),대림산업_순매수수량(외국인계)(주)
2001-10-22,11400.0,11350.0,459880.0,17.51,15960,-21080,24650
2001-10-23,11150.0,11350.0,320250.0,17.51,-92570,4920,64560
2001-10-24,11450.0,11400.0,308730.0,17.59,-63340,99220,-45880
2001-10-25,11400.0,11700.0,338590.0,18.05,-125830,-3390,141350
2001-10-26,11800.0,11500.0,200910.0,17.74,-64380,-70420,144060
2001-10-29,11900.0,11150.0,250870.0,17.2,50760,-142110,83930
2001-10-30,11150.0,10900.0,155470.0,16.82,-20710,-25090,44840
2001-10-31,10800.0,11100.0,78180.0,17.13,-17730,-100,17850
2001-11-01,11050.0,11200.0,91430.0,17.28,8440,-1990,-4900
2001-11-02,11400.0,11550.0,258250.0,17.82,-94150,19600,85560
2001-11-05,11600.0,12200.0,444890.0,18.82,-113170,48370,117700
2001-11-06,12300.0,12350.0,715990.0,19.06,-88890,-140150,281800
2001-11-07,12200.0,12200.0,188810.0,18.82,-22200,-33750,55130
2001-11-08,12050.0,11950.0,389240.0,18.44,156790,-118620,-29890
2001-11-09,11950.0,11650.0,120210.0,17.98,32780,-2120,-28820
2001-11-12,11700.0,11900.0,146050.0,18.36,8930,-1970,-4300
2001-11-13,11700.0,11950.0,190870.0,18.44,-3260,-12450,21100
2001-11-14,12050.0,12100.0,568950.0,18.67,160050,-107680,32230
2001-11-15,12100.0,12400.0,542320.0,19.13,-104610,37170,190740
2001-11-16,12600.0,12600.0,912270.0,19.44,34940,-70870,145680
2001-11-19,12600.0,12500.0,378400.0,19.29,-62480,-1140,41780
2001-11-20,12650.0,12400.0,204860.0,19.13,-96560,48240,29390
2001-11-21,12100.0,12300.0,137770.0,18.98,-59160,69410,-3750
2001-11-22,12300.0,12100.0,355780.0,18.67,113510,-66830,-45770
2001-11-23,12150.0,12850.0,680010.0,19.83,11190,7630,104000
2001-11-26,13200.0,14750.0,1764230.0,22.76,134880,133080,29660
2001-11-27,14800.0,14700.0,1760350.0,22.68,-240980,431580,-57680
2001-11-28,14500.0,13050.0,638200.0,20.14,111530,-43860,-78790
2001-11-29,12600.0,13450.0,447890.0,20.75,-5660,-85800,72600
2001-11-30,13650.0,13500.0,341770.0,20.83,-6130,1310,-1350
2001-12-03,13200.0,14000.0,403670.0,21.6,-43920,-16480,56050
2001-12-04,13600.0,13450.0,655270.0,20.75,266670,-75190,-137110
2001-12-05,13500.0,13450.0,588130.0,20.75,67780,-10190,34560
2001-12-06,13900.0,13250.0,976710.0,20.44,233860,-245860,-3510
2001-12-07,13350.0,14000.0,598970.0,21.6,-298130,292850,9000
2001-12-10,14000.0,13500.0,295300.0,20.83,-1240,48190,-45190
2001-12-11,13100.0,13050.0,316120.0,20.14,60590,8730,-71840
2001-12-12,13200.0,13200.0,404380.0,20.37,78670,620,-33680
2001-12-13,13050.0,13250.0,428350.0,20.44,-22320,-101050,133580
2001-12-14,12550.0,13300.0,363850.0,20.52,-21980,-65770,80540
2001-12-17,13400.0,12700.0,218030.0,19.6,-53140,83640,-36760
2001-12-18,12800.0,12100.0,358390.0,18.67,126470,23300,-156690
2001-12-19,12200.0,12100.0,208490.0,18.67,-83210,97350,7450
2001-12-20,12100.0,12900.0,363640.0,19.9,-57690,-40440,100060
2001-12-21,12500.0,12100.0,219430.0,18.67,-13280,21190,-15300
2001-12-24,12400.0,12400.0,154720.0,19.13,6760,40340,-50350
2001-12-26,12300.0,12700.0,268360.0,19.6,31670,-14570,0
2001-12-27,12400.0,12600.0,254510.0,19.44,15940,9350,-23660
2001-12-28,13000.0,13750.0,563820.0,21.22,-147370,34410,132120
2002-01-02,14000.0,13900.0,309270.0,28.07,9820,-9400,-6750
2002-01-03,13850.0,14550.0,1069887.0,29.39,-272670,104600,127870
2002-01-04,14550.0,14800.0,570790.0,29.89,-190160,121710,62900
2002-01-07,14600.0,15100.0,1030974.0,30.5,5152,-66192,77060
2002-01-08,15100.0,14600.0,689463.0,29.49,35400,-98100,78510
2002-01-09,14600.0,14800.0,313707.0,29.89,-23040,7840,14210
2002-01-10,14800.0,14850.0,586778.0,29.99,-33800,-200,55330
2002-01-11,15200.0,15300.0,463778.0,30.9,-173122,25832,144980
2002-01-14,15150.0,14800.0,143542.0,29.89,24030,-25420,900
2002-01-15,14400.0,14250.0,202980.0,28.78,59940,-59190,-4270
2002-01-16,14250.0,14100.0,91870.0,28.48,-17970,15760,0
2002-01-17,13800.0,14000.0,160903.0,28.28,-44984,86744,-42960
2002-01-18,14150.0,13950.0,150470.0,28.17,28820,9570,-49320
2002-01-21,13700.0,14300.0,115590.0,28.88,-41896,43456,-4830
2002-01-22,14550.0,14750.0,194190.0,29.79,-59590,-5550,66450
2002-01-23,14750.0,14800.0,217208.0,29.89,-20710,59170,-31250
2002-01-24,14950.0,14850.0,352850.0,29.99,58220,7940,-70830
2002-01-25,15000.0,14400.0,594005.0,29.08,266870,5860,-276260
2002-01-28,14600.0,13950.0,740185.0,28.17,396840,52200,-422770
2002-01-29,14150.0,13900.0,446719.0,28.07,205151,-2451,-181750
2002-01-30,13700.0,13400.0,291829.0,27.06,75250,-3930,-74670
2002-01-31,13800.0,13450.0,290460.0,27.16,108660,-76050,-29090
2002-02-01,13400.0,13500.0,376312.0,27.27,32080,-89320,2750
2002-02-04,13400.0,13200.0,260410.0,26.66,-32040,-22890,9750
2002-02-05,13000.0,12700.0,515559.0,25.65,117859,58341,-217440
2002-02-06,12750.0,13000.0,279682.0,26.26,-27160,64370,-74390
2002-02-07,12800.0,12550.0,350948.0,25.35,25530,17390,-71210
2002-02-08,12300.0,12550.0,420340.0,25.35,141820,-6970,-157430
2002-02-14,12850.0,13300.0,540572.0,26.86,-67720,2500,40620
2002-02-15,13200.0,13700.0,515094.0,27.67,-84340,40530,44910
2002-02-18,13650.0,13850.0,440560.0,27.97,-17190,-74430,101860
2002-02-19,13900.0,13900.0,424102.0,28.07,-15720,49460,-99500
2002-02-20,13700.0,13850.0,319911.0,27.97,-111968,104018,-68850
2002-02-21,13850.0,13800.0,452538.0,27.87,-96351,106711,-159360
2002-02-22,13200.0,13750.0,377650.0,27.77,-6370,32260,-167790
2002-02-25,13600.0,13700.0,291590.0,27.67,-61916,94396,-33290
2002-02-26,13800.0,14750.0,1589027.0,29.79,-362820,379270,-330110
2002-02-27,14900.0,16050.0,1843898.0,32.42,-433693,309553,273400
2002-02-28,16100.0,16000.0,989365.0,32.31,-387970,-90320,571450
2002-03-04,16300.0,15850.0,476370.0,32.01,-64719,-29511,100780
2002-03-05,16200.0,16400.0,704739.0,33.12,-91560,-115510,307540
2002-03-06,16400.0,16000.0,280143.0,32.31,-32450,44050,-610
2002-03-07,16000.0,15850.0,353840.0,32.01,-143600,50440,101110
2002-03-08,15850.0,15650.0,338491.0,31.61,-113140,-58010,176820
2002-03-11,15650.0,15850.0,445223.0,32.01,40101,-89591,147650
2002-03-12,15800.0,16100.0,254870.0,32.52,-37200,19220,38900
2002-03-13,16300.0,15850.0,283030.0,32.01,-27240,1040,37590
2002-03-14,15400.0,16400.0,315540.0,33.12,-7060,19080,-10990
2002-03-15,16100.0,16150.0,866542.0,32.62,124563,-109413,-34390
2002-03-18,17000.0,16750.0,594081.0,33.83,-32441,-42639,79610
2002-03-19,17000.0,16700.0,292946.0,33.73,-45116,26116,0
2002-03-20,16900.0,16800.0,380290.0,33.93,-66232,-50148,140710
2002-03-21,16800.0,17200.0,511900.0,34.74,6120,-54300,130270
2002-03-22,17200.0,16500.0,483942.0,33.32,31611,65719,-89870
2002-03-25,16800.0,15900.0,279852.0,32.11,30311,22239,-35930
2002-03-26,16100.0,16000.0,310728.0,32.31,-45199,35129,41160
2002-03-27,16100.0,16500.0,303713.0,33.32,-68880,60390,46680
2002-03-28,16650.0,16600.0,343365.0,33.53,-46391,-22389,96900
2002-03-29,16950.0,16600.0,236148.0,33.53,-31630,-34360,100000
2002-04-01,16900.0,15650.0,290272.0,31.61,6282,-113532,91440
2002-04-02,15800.0,16500.0,635130.0,33.32,58325,-106965,129280
2002-04-03,16700.0,17800.0,867179.0,35.95,-250227,90807,146760
2002-04-04,17400.0,18200.0,506330.0,36.76,-146780,96750,82560
2002-04-08,18200.0,17200.0,272823.0,34.74,-14110,-10450,23970
2002-04-09,17200.0,16500.0,319534.0,33.32,31394,-39114,7260
2002-04-10,16100.0,15600.0,312021.0,31.51,68980,74690,-133170
2002-04-11,15700.0,16300.0,319860.0,32.92,-34120,114280,-77170
2002-04-12,15600.0,15600.0,280450.0,31.51,84740,-11150,-72380
2002-04-15,15600.0,15600.0,227051.0,31.51,54110,-22790,-33330
2002-04-16,15600.0,15600.0,416437.0,31.51,110720,-138060,26770
2002-04-17,15850.0,15700.0,402154.0,31.71,90670,-128590,42330
2002-04-18,16250.0,16500.0,845080.0,33.32,-231440,-270050,513790
2002-04-19,16700.0,17300.0,1026702.0,34.94,-318430,-367930,731890
2002-04-22,17800.0,16900.0,259215.0,34.13,-33880,-61910,102580
2002-04-23,16750.0,16750.0,261964.0,33.83,17180,-97390,80640
2002-04-24,16750.0,16000.0,258266.0,32.31,-1880,-45490,46950
2002-04-25,16000.0,15450.0,212940.0,31.2,-7470,40530,-37280
2002-04-26,15300.0,14900.0,344141.0,30.09,94790,-6370,-51580
2002-04-29,14750.0,14400.0,225654.0,29.08,4260,-77630,69180
2002-04-30,14750.0,15700.0,203490.0,31.71,-30880,-2410,33530
2002-05-02,15700.0,15800.0,244520.0,31.91,78740,-128450,49960
2002-05-03,15800.0,15500.0,153460.0,31.3,-3140,-34060,37490
2002-05-06,15200.0,14900.0,112770.0,30.09,-8410,-5590,13880
2002-05-07,14700.0,13900.0,447540.0,28.07,148970,-29630,-120440
2002-05-08,14000.0,13750.0,295670.0,27.77,100360,-86660,-40010
2002-05-09,14050.0,13500.0,412910.0,27.27,186400,-38510,-155720
2002-05-10,13500.0,12900.0,390067.0,26.05,56000,-59660,40
2002-05-13,12900.0,13000.0,449645.0,26.26,81830,-78970,40
2002-05-14,13100.0,13850.0,345577.0,27.97,-101407,53577,-53747
2002-05-15,14100.0,14200.0,287640.0,28.68,-112720,21950,92880
2002-05-16,14100.0,14150.0,154954.0,28.58,-24350,-1700,25690
2002-05-17,14100.0,14450.0,421190.0,29.18,14820,-79310,67620
2002-05-20,14300.0,14800.0,190830.0,29.89,-29520,-50720,82210
2002-05-21,14550.0,13850.0,232071.0,27.97,-12106,-40230,83386
2002-05-22,13900.0,14250.0,138879.0,28.78,-8520,43360,-31810
2002-05-23,13800.0,13700.0,120360.0,27.67,39714,-43480,-4
2002-05-24,13800.0,13900.0,92800.0,28.07,-47260,46920,-200
2002-05-27,13750.0,13300.0,88735.0,26.86,26250,-23900,-2520
2002-05-28,13150.0,13200.0,90000.0,26.66,-6400,28080,-22020
2002-05-29,13100.0,12700.0,171509.0,25.65,24710,7860,-29940
2002-05-30,12700.0,12600.0,104200.0,25.45,5420,33740,-34300
2002-05-31,12550.0,14450.0,193640.0,29.18,30,39200,-30380
2002-06-03,12550.0,13000.0,331412.0,26.26,-33520,-129930,163810
2002-06-04,12750.0,13400.0,147190.0,27.06,-33560,-17820,51300
2002-06-05,13250.0,13700.0,83564.0,27.67,-34161,-2423,36584
2002-06-07,13600.0,13800.0,157921.0,27.87,-27950,33040,-4090
2002-06-10,13900.0,14000.0,78370.0,28.28,-42970,18660,23000
2002-06-11,14200.0,13650.0,95220.0,27.57,48410,-36930,-12410
2002-06-12,13650.0,13750.0,208800.0,27.77,-2490,66940,-56980
2002-06-14,13500.0,13550.0,184851.0,27.37,3360,15290,-18350
2002-06-17,13650.0,13000.0,136961.0,26.26,76881,-50741,-25730
2002-06-18,13500.0,13400.0,212095.0,27.06,-46080,-5910,51680
2002-06-19,13550.0,13000.0,172455.0,26.26,-23440,-21200,44340
2002-06-20,13400.0,13800.0,263981.0,27.87,-51556,-37000,79170
2002-06-21,13600.0,13750.0,74950.0,27.77,15335,-23605,8800
2002-06-24,13600.0,13400.0,161421.0,27.06,-6530,-51400,62720
2002-06-25,13450.0,13700.0,207774.0,27.67,-75596,-23790,96156
2002-06-26,13500.0,13350.0,370244.0,26.96,-35680,-240760,277250
2002-06-27,13550.0,12800.0,128866.0,25.85,62900,-10470,-50100
2002-06-28,13000.0,13000.0,154976.0,26.26,18790,-17450,-1540
2002-07-02,12700.0,13300.0,193480.0,26.86,-53460,-23360,91530
2002-07-03,13300.0,13700.0,167991.0,27.67,-52890,-14020,66500
2002-07-04,14150.0,14100.0,213185.0,28.48,-38204,-25936,64140
2002-07-05,14150.0,14100.0,148090.0,28.48,-39710,67310,-29200
2002-07-08,14450.0,13650.0,130150.0,27.57,52870,-51800,0
2002-07-09,13900.0,14400.0,145958.0,29.08,-28315,22245,100
2002-07-10,14400.0,14550.0,133052.0,29.39,-37800,37930,-140
2002-07-11,14500.0,13650.0,94151.0,27.57,33950,-32840,-590
2002-07-12,14000.0,14650.0,144660.0,29.59,-81050,36620,40960
2002-07-15,14600.0,14300.0,130592.0,28.88,-12180,12340,-10
2002-07-16,14500.0,14200.0,157789.0,28.68,27570,-4500,-22770
2002-07-18,14300.0,14100.0,95159.0,28.48,17310,13910,-31220
2002-07-19,14000.0,13700.0,138460.0,27.67,21690,-20850,-1190
2002-07-22,13300.0,13200.0,68290.0,26.66,-26100,17700,7400
2002-07-23,13550.0,13900.0,137816.0,28.07,-29200,28750,150
2002-07-24,14400.0,14300.0,210499.0,28.88,-40870,-7520,58370
2002-07-25,14800.0,14400.0,82918.0,29.08,-13320,9050,3970
2002-07-26,14500.0,14750.0,208352.0,29.79,-49940,-35450,82610
2002-07-29,15000.0,15300.0,147656.0,30.9,-59040,40510,18950
2002-07-30,15400.0,15600.0,526750.0,31.51,10710,-69850,57440
2002-07-31,15500.0,15250.0,193226.0,30.8,-18350,15940,-1440
2002-08-01,15500.0,15050.0,115783.0,30.4,-39010,21780,18300
2002-08-02,14500.0,14950.0,111810.0,30.19,1400,24540,-19890
2002-08-05,14700.0,14900.0,361941.0,30.09,72450,40120,-112000
2002-08-06,14600.0,14650.0,167648.0,29.59,-49480,96420,-39790
2002-08-07,15100.0,14600.0,80380.0,29.49,-19730,23360,-3540
2002-08-08,14400.0,14250.0,154892.0,28.78,59090,-56740,6950
2002-08-09,14600.0,14800.0,174440.0,29.89,-53470,-20530,73700
2002-08-12,15100.0,14900.0,127410.0,30.09,-20080,4480,18000
2002-08-13,15200.0,14800.0,146252.0,29.89,28080,40010,-68090
2002-08-14,14600.0,14900.0,86746.0,30.09,-37330,23770,4000
2002-08-16,15150.0,14650.0,127030.0,29.59,48990,-54560,5800
2002-08-19,14800.0,14700.0,101320.0,29.69,-12750,-19840,33490
2002-08-20,14950.0,15750.0,194785.0,31.81,-82900,61940,-600
2002-08-21,15800.0,15950.0,152925.0,32.21,-30320,-2990,28120
2002-08-22,16000.0,15950.0,179580.0,32.21,-3190,-78960,80820
2002-08-23,16000.0,15400.0,126137.0,31.1,9620,-10840,3500
2002-08-26,15200.0,15400.0,61286.0,31.1,7470,18830,-28330
2002-08-27,15400.0,14850.0,196000.0,29.99,78140,-38110,-55440
2002-08-28,14800.0,15150.0,180427.0,30.6,4840,21880,4980
2002-08-29,14850.0,15500.0,442177.0,31.3,1680,-47290,45180
2002-08-30,15350.0,15250.0,276680.0,30.8,40330,10060,-52170
2002-09-02,15350.0,15900.0,282267.0,32.11,65983,-55423,-2300
2002-09-03,15900.0,15600.0,115920.0,31.51,-10240,-15230,37160
2002-09-04,15450.0,15450.0,139750.0,31.2,39000,-64200,23830
2002-09-05,15700.0,16500.0,562420.0,33.32,-149780,-49720,229700
2002-09-06,16500.0,15850.0,299841.0,32.01,-43880,34160,8920
2002-09-09,16550.0,16500.0,438288.0,33.32,-162280,-2370,201050
2002-09-10,16650.0,16800.0,247370.0,33.93,-44130,-32930,101580
2002-09-11,17000.0,16800.0,173315.0,33.93,-22790,-58940,81200
2002-09-12,16900.0,16900.0,202043.0,34.13,-36090,19620,43000
2002-09-13,16300.0,16150.0,164733.0,32.62,9480,-51610,53080
2002-09-16,16000.0,15800.0,91160.0,31.91,31630,-31270,0
2002-09-17,16200.0,16300.0,116720.0,32.92,-19740,42870,3410
2002-09-18,16100.0,15750.0,103800.0,31.81,28960,-57170,37570
2002-09-19,15800.0,15800.0,132430.0,31.91,6000,-34910,38490
2002-09-23,15500.0,15000.0,155930.0,30.3,68810,-27160,-9460
2002-09-24,14600.0,14450.0,89980.0,29.18,-4610,18470,-15100
2002-09-25,14200.0,13650.0,97310.0,27.57,-16540,13950,0
2002-09-26,13800.0,13500.0,225480.0,27.27,74170,-33310,-44000
2002-09-27,13500.0,14250.0,146420.0,28.78,-65930,24240,43840
2002-09-30,14300.0,14300.0,126000.0,28.88,-22910,-16510,38940
2002-10-01,14250.0,14350.0,85800.0,28.98,-24260,19150,4850
2002-10-02,14700.0,13700.0,73644.0,27.67,2943,-1983,-800
2002-10-04,13600.0,13700.0,103610.0,27.67,3100,38410,-41510
2002-10-07,13600.0,12800.0,170370.0,25.85,47759,-56599,10300
2002-10-08,12650.0,13000.0,143870.0,26.26,8930,-37360,28190
2002-10-09,13150.0,12600.0,274060.0,25.45,48001,31479,-80210
2002-10-10,12500.0,11700.0,264520.0,23.63,34030,-31790,-4040
2002-10-11,12100.0,12100.0,296230.0,24.44,-44510,-46150,92620
2002-10-14,12600.0,13000.0,198870.0,26.26,-18270,24220,-6880
2002-10-15,13050.0,13000.0,193114.0,26.26,69660,-69300,-600
2002-10-16,13300.0,12950.0,131100.0,26.15,15554,-30310,5490
2002-10-17,12700.0,13550.0,334024.0,27.37,-21780,-30050,34680
2002-10-18,13900.0,14000.0,199891.0,28.28,-65660,12920,35040
2002-10-21,13900.0,13250.0,73640.0,26.76,22430,-21990,280
2002-10-22,13550.0,13350.0,107786.0,26.96,5143,-2480,-2203
2002-10-23,13200.0,14200.0,477958.0,28.68,17070,44620,-69820
2002-10-24,14500.0,14300.0,329674.0,28.88,35986,56254,-89260
2002-10-25,13900.0,14000.0,164280.0,28.28,27930,42190,-75860
2002-10-28,13950.0,14000.0,220898.0,28.28,44100,2650,-44700
2002-10-29,14100.0,14550.0,339550.0,29.39,-171150,-1830,172330
2002-10-30,14850.0,14200.0,122160.0,28.68,-11260,-25830,35000
2002-10-31,14400.0,13900.0,83860.0,28.07,4960,-7520,2080
2002-11-01,13600.0,13300.0,152470.0,26.86,95250,-7910,-88620
2002-11-04,13750.0,13600.0,321599.0,27.47,125340,29430,-156980
2002-11-05,13400.0,13550.0,496391.0,27.37,63910,90060,-183630
2002-11-06,13600.0,13900.0,904180.0,28.07,59150,210930,-355910
2002-11-07,13750.0,14550.0,604580.0,29.39,-214690,126160,86640
2002-11-08,14400.0,14300.0,526848.0,28.88,-59278,-46442,201560
2002-11-11,14200.0,14300.0,138810.0,28.88,-16260,-10540,40730
2002-11-12,14250.0,14300.0,211969.0,28.88,-52149,22889,82300
2002-11-13,14200.0,14850.0,691270.0,29.99,-69820,-216960,436850
2002-11-14,14850.0,15350.0,378983.0,31.0,-57800,-23080,160930
2002-11-15,15500.0,15900.0,469335.0,32.11,-123787,-105098,228955
2002-11-18,16100.0,15850.0,296557.0,32.01,-7250,-104650,120100
2002-11-19,16050.0,15350.0,140820.0,31.0,26640,3580,21980
2002-11-20,15250.0,15800.0,185914.0,31.91,-83440,75490,25630
2002-11-21,15900.0,15850.0,175184.0,32.01,-26186,35086,12110
2002-11-22,16200.0,16050.0,176572.0,32.42,-69660,-22330,120370
2002-11-25,15850.0,16400.0,165056.0,33.12,-38364,-18736,82470
2002-11-26,16300.0,16850.0,176040.0,34.03,-37715,-50205,107050
2002-11-27,16500.0,17600.0,432440.0,35.55,-88690,5760,145500
2002-11-28,17700.0,16700.0,299825.0,33.73,16056,-47556,61920
2002-11-29,16900.0,16850.0,309670.0,34.03,-7325,-18729,29030
2002-12-02,16850.0,16850.0,76317.0,34.03,-3963,-18197,22400
2002-12-03,16850.0,17000.0,272053.0,34.33,18941,24909,-26540
2002-12-04,16600.0,17000.0,113710.0,34.33,-40770,-6300,48040
2002-12-05,17200.0,17050.0,140782.0,34.44,-47430,13530,38380
2002-12-06,17000.0,17150.0,72511.0,34.64,-1629,-35411,39440
2002-12-09,17450.0,16900.0,80840.0,34.13,-12790,-8660,23270
2002-12-10,16800.0,17100.0,133840.0,34.54,-13381,-19559,36420
2002-12-11,17100.0,17000.0,184140.0,34.33,-31140,0,39750
2002-12-12,17300.0,17300.0,322680.0,34.94,10150,141700,-161070
2002-12-13,17000.0,16650.0,393236.0,33.63,147580,-2460,-143650
2002-12-16,16200.0,15800.0,159288.0,31.91,50630,-19910,-28000
2002-12-17,15850.0,16000.0,165231.0,32.31,-11950,13240,-10590
2002-12-18,15750.0,16250.0,117780.0,32.82,-63180,33460,23660
2002-12-20,16250.0,16800.0,219180.0,33.93,-59060,-15540,72920
2002-12-23,16600.0,16100.0,110880.0,32.52,-15450,28790,-13400
2002-12-24,15900.0,15700.0,87483.0,31.71,-3680,1400,2620
2002-12-26,15700.0,15900.0,106920.0,32.11,-19760,-15980,40440
2002-12-27,15500.0,15100.0,131390.0,30.5,-2910,20090,-16060
2002-12-30,14900.0,14250.0,101800.0,28.78,3592,15698,-9720
2003-01-02,14150.0,14400.0,121698.0,5.84,47838,-60618,14080
2003-01-03,14700.0,15200.0,166550.0,6.16,11543,-62713,55660
2003-01-06,15400.0,15550.0,166511.0,6.3,15890,-43387,31157
2003-01-07,15600.0,15350.0,187600.0,6.22,-22840,-47720,73590
2003-01-08,15350.0,15250.0,108238.0,6.18,5430,-26270,24810
2003-01-09,15200.0,14900.0,160050.0,6.04,-14850,-44270,64630
2003-01-10,15350.0,15250.0,196030.0,6.18,-19000,1600,4920
2003-01-13,15050.0,15900.0,95590.0,6.45,-26180,20740,-1360
2003-01-14,16000.0,15450.0,125720.0,6.26,42786,-43416,210
2003-01-15,15650.0,16100.0,134834.0,6.53,-34724,-32176,67070
2003-01-16,15750.0,16100.0,106262.0,6.53,-29860,16030,20430
2003-01-17,15950.0,16000.0,122130.0,6.49,-66140,23150,32970
2003-01-20,15700.0,16300.0,55720.0,6.61,-2970,7120,-6690
2003-01-21,16500.0,16350.0,191440.0,6.63,7550,-57580,40740
2003-01-22,15900.0,16100.0,177540.0,6.53,-2530,33120,-31990
2003-01-23,16350.0,16600.0,199030.0,6.73,-68940,35150,-11040
2003-01-24,16500.0,15900.0,130604.0,6.45,-25926,37856,-16200
2003-01-27,15550.0,15300.0,105860.0,6.2,24760,-34040,10500
2003-01-28,15400.0,15750.0,85610.0,6.39,-8740,-13100,21840
2003-01-29,15800.0,15950.0,126330.0,6.47,8590,-14750,14550
2003-01-30,15900.0,15900.0,72705.0,6.45,-3885,8785,-3120
2003-02-03,15950.0,15750.0,52800.0,6.39,4470,1680,-12530
2003-02-04,16000.0,15900.0,76510.0,6.45,9410,5920,-31690
2003-02-05,15800.0,15900.0,124140.0,6.45,-6990,37480,-47910
2003-02-06,15900.0,15600.0,82620.0,6.32,28690,16540,-44320
2003-02-07,15300.0,15250.0,193280.0,6.18,-6040,6660,-29060
2003-02-10,14900.0,14550.0,121602.0,5.9,40050,28940,-69980
2003-02-11,14850.0,14800.0,189890.0,6.0,1520,-44890,42870
2003-02-12,14450.0,14900.0,299490.0,6.04,-28080,2960,9000
2003-02-13,15200.0,14850.0,233596.0,6.02,366,20790,-40156
2003-02-14,14850.0,15100.0,64610.0,6.12,-5990,21640,-22940
2003-02-17,15450.0,15500.0,124052.0,6.28,-6407,-1483,1290
2003-02-18,15800.0,15850.0,394340.0,6.43,-40016,46786,-216680
2003-02-19,16100.0,16900.0,263280.0,6.85,-62330,-80680,155080
2003-02-20,16500.0,16600.0,146530.0,6.73,-8380,48650,-48460
2003-02-21,16750.0,16750.0,72530.0,6.79,-17930,-3870,25570
2003-02-24,16600.0,17500.0,217460.0,7.09,-82960,61840,50530
2003-02-25,17200.0,17250.0,111310.0,6.99,-18730,-27670,58150
2003-02-26,17000.0,17000.0,209110.0,6.89,3810,16050,-15110
2003-02-27,16700.0,16950.0,100625.0,6.87,-5900,28400,-15740
2003-02-28,16950.0,16800.0,79870.0,6.81,15830,-27520,12740
2003-03-03,16550.0,16750.0,134330.0,6.79,13480,-18640,12000
2003-03-04,16600.0,16600.0,117920.0,6.73,-17010,-24130,40530
2003-03-05,16600.0,16400.0,84620.0,6.65,-11840,-13090,24810
