Symbol,SK하이닉스_시가(원),SK하이닉스_종가(원),SK하이닉스_거래량(주),SK하이닉스_PER(IFRS-연결),SK하이닉스_순매수수량(개인)(주),SK하이닉스_순매수수량(기관계)(주),SK하이닉스_순매수수량(외국인계)(주)
2001-09-28,900.0,885.0,126743220.0,,321210,18310,-924730
2001-10-04,955.0,955.0,238488010.0,,-2323200,25890,3050100
2001-10-05,960.0,1095.0,483314760.0,,-2153660,-733810,2988370
2001-10-08,1120.0,1080.0,429545310.0,,533080,-392460,-496090
2001-10-09,1150.0,1110.0,349714270.0,,-2400700,25930,-138180
2001-10-10,1080.0,1035.0,223356930.0,,274080,35920,-504100
2001-10-11,1095.0,1070.0,272381250.0,,-3099650,463040,1246750
2001-10-12,1105.0,1050.0,324922990.0,,-503440,180000,-6770
2001-10-15,1055.0,1055.0,132145360.0,,-1227720,-14000,650480
2001-10-16,1030.0,1015.0,118619060.0,,2220,259090,-555820
2001-10-17,1030.0,1015.0,143050420.0,,1799780,-58100,-669340
2001-10-18,985.0,950.0,132195830.0,,46200,-343710,-352800
2001-10-19,930.0,1005.0,404674390.0,,5096150,132740,-3028710
2001-10-22,1010.0,990.0,152288700.0,,1243720,-228910,-1627740
2001-10-23,1010.0,940.0,160017840.0,,2610840,225730,-4479020
2001-10-24,915.0,900.0,107677250.0,,-583600,-537780,-92120
2001-10-25,910.0,945.0,348845850.0,,-40100,-147140,982170
2001-10-26,970.0,940.0,134199850.0,,866710,203330,-237420
2001-10-29,980.0,990.0,221327570.0,,2369460,-26040,-1972970
2001-10-30,965.0,970.0,141708450.0,,649490,-42030,-1473530
2001-10-31,1015.0,1115.0,408306530.0,,4679630,87870,-958040
2001-11-01,1240.0,1280.0,243527530.0,,2354400,1090090,-2044860
2001-11-02,1310.0,1240.0,578579140.0,,4135450,-742690,-3383570
2001-11-05,1295.0,1265.0,185013820.0,,-845810,131890,167340
2001-11-06,1280.0,1210.0,198406870.0,,-1687030,697410,-698520
2001-11-07,1170.0,1190.0,191887720.0,,-1887800,-242130,1043180
2001-11-08,1220.0,1200.0,204503830.0,,-330580,602490,1605680
2001-11-09,1235.0,1380.0,502786320.0,,-4599300,533370,4764870
2001-11-12,1540.0,1585.0,411194120.0,,2028350,705180,-504710
2001-11-13,1620.0,1640.0,534125910.0,,456150,-1466390,-561440
2001-11-14,1690.0,1830.0,506474470.0,,-1011680,2081420,-879260
2001-11-15,1790.0,1730.0,427898210.0,,-966700,-1655080,-275110
2001-11-16,1730.0,1800.0,340890510.0,,9497980,1137210,-10040780
2001-11-19,1820.0,1930.0,583301300.0,,1162940,1361980,-864530
2001-11-20,1950.0,1715.0,472831640.0,,4754010,-1065470,-4772530
2001-11-21,1700.0,1765.0,376126770.0,,-2739370,394630,1779370
2001-11-22,1805.0,1935.0,450443330.0,,3116010,-619240,-1227670
2001-11-23,1950.0,1910.0,372266960.0,,-1714740,987240,-402570
2001-11-26,1970.0,1945.0,194391600.0,,-503790,312340,745950
2001-11-27,2000.0,2130.0,259007220.0,,-395150,524790,306020
2001-11-28,2130.0,1940.0,297601050.0,,-254280,408280,-2300
2001-11-29,1905.0,2050.0,249042360.0,,-769800,-267900,966920
2001-11-30,2155.0,2145.0,412184620.0,,-551650,684190,-578900
2001-12-03,2180.0,2465.0,543878000.0,,72650,345690,-61670
2001-12-04,2665.0,2660.0,442166180.0,,3189930,-1542600,-19480
2001-12-05,2760.0,2780.0,353753710.0,,168450,1684250,-1146220
2001-12-06,2890.0,2740.0,292183220.0,,-1666600,-136630,436610
2001-12-07,2650.0,2850.0,248424630.0,,5295500,1037770,-6447780
2001-12-10,2815.0,2670.0,246212990.0,,-1831920,-412440,2359480
2001-12-11,2600.0,2650.0,207083740.0,,-131930,344970,-523970
2001-12-12,2600.0,2625.0,187102130.0,,589710,-231230,203000
2001-12-13,2600.0,2440.0,225732000.0,,2834810,-3093960,-122670
2001-12-14,2335.0,2360.0,159301800.0,,88710,-678360,1002560
2001-12-17,2370.0,2445.0,206013920.0,,4878090,-255790,-4112970
2001-12-18,2485.0,2080.0,261613140.0,,1600890,195130,-1494420
2001-12-19,2170.0,2025.0,314681580.0,,-893100,-218350,521690
2001-12-20,2025.0,2040.0,201136460.0,,-468280,-25540,1262260
2001-12-21,1975.0,1950.0,96474840.0,,494550,-553790,-74600
2001-12-24,1980.0,2020.0,165742940.0,,59770,-174120,150790
2001-12-26,2085.0,2320.0,235632480.0,,-530940,900940,572050
2001-12-27,2420.0,2320.0,230784100.0,,-2029520,-951380,2712830
2001-12-28,2420.0,2420.0,209406910.0,,-1033680,1470,818530
2002-01-02,2520.0,2780.0,246233296.0,,-1364571,518471,562110
2002-01-03,2850.0,2850.0,314706140.0,,-1951380,626150,-218950
2002-01-04,3020.0,2940.0,178207266.0,,1046823,98997,689390
2002-01-07,2920.0,2860.0,218383389.0,,1081644,-54614,-588970
2002-01-08,2795.0,2805.0,215215619.0,,-317460,-223640,-370860
2002-01-09,2835.0,3225.0,365153956.0,,1754723,-407963,789370
2002-01-10,3320.0,3120.0,423437658.0,,11602120,-961850,-11965190
2002-01-11,3050.0,3030.0,247917427.0,,3208310,-1285230,-2058820
2002-01-14,3000.0,3165.0,222787155.0,,1711440,-165060,-2468500
2002-01-15,3015.0,2820.0,208842307.0,,2572190,363880,-2946380
2002-01-16,2770.0,2675.0,173771506.0,,2724060,62070,-1296680
2002-01-17,2620.0,2600.0,275388503.0,,-1894547,83837,2013690
2002-01-18,2620.0,2400.0,138360559.0,,333690,-188400,-56680
2002-01-21,2315.0,2375.0,169422186.0,,1546762,398088,-2460150
2002-01-22,2470.0,2585.0,269182162.0,,-1257070,-57710,1245120
2002-01-23,2520.0,2620.0,136603532.0,,-877200,133720,666530
2002-01-24,2770.0,2600.0,149810665.0,,-280260,605850,-418340
2002-01-25,2600.0,2480.0,147371581.0,,-4391440,1225620,2298910
2002-01-28,2580.0,2490.0,149685519.0,,451284,-208080,237346
2002-01-29,2410.0,2290.0,122720301.0,,719530,93900,-433560
2002-01-30,2150.0,2520.0,270803470.0,,1350253,-142200,-641943
2002-01-31,2575.0,2440.0,227578662.0,,1433922,-800962,-83830
2002-02-01,2570.0,2615.0,266552487.0,,1803800,-737510,-1385130
2002-02-04,2600.0,2450.0,183555721.0,,-2123960,-518640,1880020
2002-02-05,2460.0,2470.0,128329141.0,,-2270,-356410,569530
2002-02-06,2520.0,2485.0,103669556.0,,-662225,-181845,846380
2002-02-07,2415.0,2340.0,85649783.0,,1909820,871610,-2494060
2002-02-08,2340.0,2530.0,161547410.0,,-1617590,430310,921600
2002-02-14,2750.0,2370.0,287919020.0,,-2602230,933700,1064990
2002-02-15,2015.0,2015.0,285585509.0,,-71190,35850,-481310
2002-02-18,2030.0,1910.0,427385508.0,,-3326760,66110,3509370
2002-02-19,1915.0,1800.0,225363820.0,,-1370410,-471880,2514510
2002-02-20,1800.0,1765.0,208554774.0,,1420388,955122,-2467040
2002-02-21,1765.0,1560.0,242828498.0,,-419670,31150,-310600
2002-02-22,1505.0,1600.0,305933611.0,,-1356660,33210,1267390
2002-02-25,1550.0,1450.0,149291847.0,,-1514270,191240,390290
2002-02-26,1465.0,1480.0,186219361.0,,-799356,680276,144600
2002-02-27,1495.0,1670.0,219683232.0,,-9685420,1041120,8937030
2002-02-28,1700.0,1615.0,216458526.0,,-633980,-8990,457890
2002-03-04,1715.0,1705.0,150434557.0,,-1884960,160780,1967860
2002-03-05,1735.0,1960.0,248387247.0,,5382160,-828250,-4287860
2002-03-06,2010.0,2100.0,420436428.0,,-1991338,892728,-308100
2002-03-07,2060.0,1785.0,295816138.0,,-2560110,404710,2811680
2002-03-08,1850.0,1735.0,234779515.0,,-562400,-214290,-256700
2002-03-11,1670.0,1610.0,179223458.0,,866463,-937373,-40080
2002-03-12,1580.0,1655.0,213175457.0,,-250320,-17940,-542030
2002-03-13,1645.0,1625.0,126732625.0,,2139310,-111740,-1664130
2002-03-14,1625.0,1695.0,181569821.0,,2644123,-742403,49670
2002-03-15,1700.0,1665.0,134854458.0,,6124600,-230500,-4689560
2002-03-18,1680.0,1580.0,175640707.0,,2765848,-151868,-1182650
2002-03-19,1590.0,1545.0,122290347.0,,-591840,448600,208200
2002-03-20,1545.0,1460.0,135369474.0,,-396920,-121690,-139240
2002-03-21,1405.0,1410.0,131607789.0,,-257260,439850,-889730
2002-03-22,1450.0,1520.0,137375665.0,,-166490,568200,50060
2002-03-25,1520.0,1465.0,72462187.0,,1140,110020,107510
2002-03-26,1430.0,1455.0,55115871.0,,-149085,715160,-433015
2002-03-27,1470.0,1470.0,143148629.0,,-376608,564728,27780
2002-03-28,1480.0,1555.0,212858314.0,,476850,150710,-365720
2002-03-29,1530.0,1440.0,98908495.0,,-566835,271245,508875
2002-04-01,1490.0,1415.0,69769811.0,,1896040,-1166160,-498150
2002-04-02,1380.0,1380.0,83103788.0,,-1556410,391070,174650
2002-04-03,1350.0,1370.0,71391216.0,,-1603690,-248360,329410
2002-04-04,1400.0,1370.0,80463948.0,,-1893640,450980,1438580
2002-04-08,1370.0,1335.0,77962838.0,,1436410,199980,-1433920
2002-04-09,1340.0,1270.0,83459283.0,,-129810,-314500,373150
2002-04-10,1255.0,1270.0,113990523.0,,7086800,-486650,-7354090
2002-04-11,1275.0,1265.0,70213647.0,,1660120,-1105020,-232310
2002-04-12,1245.0,1450.0,271440936.0,,5481942,-479812,-865780
2002-04-15,1520.0,1405.0,247267793.0,,-2175510,-28420,2177850
2002-04-16,1445.0,1365.0,108667187.0,,-1212890,-495250,1462850
2002-04-17,1400.0,1360.0,82304615.0,,-2858140,1087040,1140880
2002-04-18,1320.0,1315.0,76812910.0,,-196925,228320,-152840
2002-04-19,1275.0,1260.0,77686731.0,,944070,-347890,-538730
2002-04-22,1225.0,1175.0,145252045.0,,-463360,673700,89920
2002-04-23,1145.0,1005.0,160970234.0,,-1676570,65410,-115900
2002-04-24,1050.0,1080.0,200736661.0,,-2391580,-11120,1369050
2002-04-25,1060.0,1010.0,115245081.0,,-3150800,-13240,2953670
2002-04-26,1030.0,1055.0,147136611.0,,2539120,-51260,63240
2002-04-29,900.0,900.0,70785286.0,,6130610,-428350,-5583040
2002-04-30,765.0,955.0,560235390.0,,5295670,-390070,-3988720
2002-05-02,875.0,815.0,246380173.0,,1608880,-558730,-982580
2002-05-03,870.0,805.0,214147234.0,,1265690,-404890,-916220
2002-05-06,765.0,705.0,148740076.0,,-97240,176380,-99040
2002-05-07,665.0,620.0,126626416.0,,-309496,188096,-34870
2002-05-08,635.0,710.0,222126813.0,,430170,-152220,-26350
2002-05-09,760.0,695.0,327948417.0,,-636080,-1084610,1924480
2002-05-10,700.0,665.0,100788316.0,,-158080,156630,28230
2002-05-13,655.0,660.0,74704949.0,,92250,-58200,-150
2002-05-14,680.0,705.0,267892172.0,,-832720,267670,-393470
2002-05-15,740.0,740.0,177356214.0,,-494180,326550,147270
2002-05-16,740.0,830.0,491924515.0,,-5243030,89550,-326090
2002-05-17,850.0,860.0,283518630.0,,-4243540,745260,-52130
2002-05-20,870.0,825.0,156292538.0,,1711200,-679010,-1006770
2002-05-21,815.0,760.0,151451496.0,,-609950,-323650,16800
2002-05-22,765.0,770.0,86850864.0,,-448740,216800,8700
2002-05-23,750.0,705.0,91933478.0,,516361,-498930,-12211
2002-05-24,700.0,705.0,74397669.0,,-397140,499140,38680
2002-05-27,710.0,720.0,125506110.0,,349150,20180,-292690
2002-05-28,750.0,735.0,74582007.0,,-442950,440150,9920
2002-05-29,740.0,730.0,134734816.0,,2909880,-769140,-10410
2002-05-30,730.0,700.0,77399063.0,,-216610,177510,-2000
2002-05-31,685.0,690.0,109172195.0,,-429540,119700,240230
2002-06-03,660.0,620.0,110265515.0,,1628580,38700,-1088460
2002-06-04,580.0,530.0,160050627.0,,54980370,-54541120,-436450
2002-06-05,460.0,455.0,365644668.0,,71053740,-71471550,167980
2002-06-07,435.0,390.0,530822387.0,,127140420,-129049820,-120090
2002-06-10,385.0,355.0,790180496.0,,207103064,-211096724,1252350
2002-06-11,365.0,380.0,570229657.0,,13004830,-13399730,96610
2002-06-12,365.0,360.0,274649757.0,,22565200,-22722860,124920
2002-06-14,365.0,360.0,303972784.0,,47176211,-41708350,-819011
2002-06-17,360.0,330.0,336992480.0,,44349020,-45187900,1078880
2002-06-18,340.0,335.0,313137259.0,,22705650,-16813970,-1432950
2002-06-19,325.0,290.0,309978939.0,,3692820,-517210,537780
2002-06-20,280.0,290.0,530655180.0,,42170710,-42728860,1147610
2002-06-21,295.0,285.0,415517368.0,,2129500,-2568560,-194320
2002-06-24,275.0,260.0,259082214.0,,8503330,-8840690,38550
2002-06-25,260.0,230.0,310507605.0,,1552420,-332080,-226400
2002-06-26,210.0,200.0,201270660.0,,-1367910,918040,30250
2002-06-27,205.0,230.0,513160051.0,,3282870,-4090430,1111220
2002-06-28,245.0,260.0,230094491.0,,731500,-7970,-1174130
2002-07-02,285.0,295.0,66672685.0,,-4757720,-404280,5166430
2002-07-03,335.0,335.0,16229042.0,,3746410,-616760,-3002320
2002-07-04,385.0,385.0,1004020028.0,,37332720,-36666220,2295490
2002-07-05,395.0,440.0,450057041.0,,6506040,-6511880,1910
2002-07-08,505.0,505.0,434911395.0,,4576550,-6949240,536570
2002-07-09,510.0,580.0,975615565.0,,-868626,2697375,-294249
2002-07-10,660.0,665.0,149323866.0,,3954625,-717675,-2303730
2002-07-11,760.0,570.0,500747146.0,,-3804370,-851000,2191800
2002-07-12,610.0,655.0,1303780611.0,,-1112170,2513340,-175050
2002-07-15,740.0,660.0,1197572960.0,,-662400,-1389370,312070
2002-07-16,660.0,640.0,1492878281.0,,2055440,-12550,40820
2002-07-18,675.0,705.0,1335622272.0,,-30580,1224360,-1246940
2002-07-19,710.0,735.0,1627712807.0,,4954090,-5046090,-59810
2002-07-22,685.0,625.0,961735372.0,,-2186670,71530,6560
2002-07-23,595.0,565.0,1832794266.0,,164790,2016030,-289980
2002-07-24,530.0,510.0,1446582045.0,,-27931553,-2050500,30005613
2002-07-25,570.0,520.0,792436521.0,,21080353,1854370,-23676233
2002-07-26,470.0,445.0,487660640.0,,-1393350,1372250,-212070
2002-07-29,415.0,510.0,1552343697.0,,1559590,-1879170,612850
2002-07-30,550.0,585.0,847671415.0,,-143140,1021830,-231960
2002-07-31,610.0,510.0,1437929114.0,,1782760,-2175310,913690
2002-08-01,550.0,545.0,962007504.0,,505520,-1644280,-937400
2002-08-02,520.0,595.0,1239196570.0,,-3070890,43030,-408630
2002-08-05,600.0,570.0,1246155720.0,,1496169,-230349,-1069170
2002-08-06,560.0,580.0,971604063.0,,-5745430,4782670,346670
2002-08-07,620.0,590.0,571620593.0,,-4719460,-100650,4486060
2002-08-08,590.0,560.0,497790073.0,,6854920,-6154430,-551460
2002-08-09,575.0,570.0,1015650489.0,,-8041731,184390,5672281
2002-08-12,565.0,565.0,457844891.0,,7384942,563188,-7244050
2002-08-13,575.0,535.0,394130508.0,,-714239,175210,862109
2002-08-14,520.0,505.0,424667795.0,,-3035130,794960,2405990
2002-08-16,515.0,500.0,397285712.0,,-729740,589040,-54350
2002-08-19,515.0,575.0,714470565.0,,5874270,-345760,-5125530
2002-08-20,645.0,590.0,1170102426.0,,-21586135,4909820,14133665
2002-08-21,595.0,625.0,966104110.0,,5105899,934170,-5988400
2002-08-22,645.0,600.0,807730622.0,,-5107410,1438200,3457340
2002-08-23,595.0,580.0,415785241.0,,-5955330,1415530,4081490
2002-08-26,550.0,530.0,339462107.0,,12849080,2444400,-15756790
2002-08-27,535.0,540.0,243804574.0,,5449581,-5623470,340200
2002-08-28,520.0,520.0,186622586.0,,-2140940,2663800,-547580
2002-08-29,550.0,550.0,703679662.0,,-8923582,-1803530,9037652
2002-08-30,560.0,535.0,359995608.0,,-3586110,127030,2714420
2002-09-02,530.0,535.0,209490412.0,,8629340,-817220,-5909860
2002-09-03,535.0,525.0,321364742.0,,2542486,-850277,-1414330
2002-09-04,510.0,515.0,188005362.0,,169750,-2435900,1998910
2002-09-05,525.0,505.0,177389894.0,,7132450,-1025860,-6224990
2002-09-06,495.0,480.0,241949386.0,,52700,-1434250,5859430
2002-09-09,485.0,485.0,510960701.0,,5175180,79510,-5297990
2002-09-10,485.0,465.0,237669586.0,,-1123370,1236120,-499510
2002-09-11,470.0,455.0,200052522.0,,-1130100,857890,56690
2002-09-12,485.0,520.0,254792438.0,,1834390,-388070,-1253530
2002-09-13,595.0,540.0,894378131.0,,1028550,-1118950,98580
2002-09-16,540.0,480.0,526408848.0,,-1323170,-1884180,3241500
2002-09-17,505.0,495.0,226074886.0,,629050,2879270,-3860640
2002-09-18,470.0,470.0,224659555.0,,1061520,-3813940,2777810
2002-09-19,460.0,465.0,177505262.0,,-162890,43680,52150
2002-09-23,460.0,440.0,192104656.0,,-3198460,-109000,3498120
2002-09-24,425.0,430.0,263671661.0,,3501870,675430,-4161830
2002-09-25,440.0,415.0,197873630.0,,5431660,1085160,-1784210
2002-09-26,475.0,475.0,331747821.0,,3418701,-544681,-2776030
2002-09-27,480.0,430.0,806661299.0,,16305007,-33649286,17467110
2002-09-30,415.0,425.0,242095763.0,,14161360,-548690,-13704300
2002-10-01,415.0,430.0,189937465.0,,-1905790,2157840,-418760
2002-10-02,380.0,370.0,451565255.0,,3639740,360380,-3502020
2002-10-04,345.0,315.0,518562207.0,,6552290,-6842610,340330
2002-10-07,300.0,300.0,325392438.0,,2453010,-2507310,20070
2002-10-08,295.0,305.0,226475572.0,,-5231670,4829630,24790
2002-10-09,305.0,285.0,187335435.0,,-462511,878071,-642100
2002-10-10,270.0,280.0,317354409.0,,2664080,-2485820,-138420
2002-10-11,295.0,285.0,317604430.0,,127470,-635380,-137630
2002-10-14,305.0,295.0,228266581.0,,-4770410,3451120,1514080
2002-10-15,300.0,335.0,323637166.0,,1944229,752761,-2295830
2002-10-16,350.0,350.0,696314067.0,,-5542742,-2871960,8121700
2002-10-17,370.0,400.0,782743696.0,,6326820,-1690250,-4944560
2002-10-18,435.0,460.0,606146836.0,,808650,2630570,-2380230
2002-10-21,485.0,465.0,1194169404.0,,-185730,-3092570,2992420
2002-10-22,500.0,460.0,640788610.0,,-238640,77740,-752520
2002-10-23,465.0,525.0,1080763893.0,,-10653090,8096090,3855620
2002-10-24,560.0,545.0,1220169524.0,,8187470,-3275240,-10925250
2002-10-25,525.0,515.0,625377547.0,,3765470,-2346280,2067250
2002-10-28,555.0,590.0,721658137.0,,-1363390,-1333950,4768440
2002-10-29,595.0,505.0,1124983824.0,,20864630,650850,-19995780
2002-10-30,480.0,460.0,924558028.0,,341980,75090,-1365870
2002-10-31,495.0,475.0,603066511.0,,-354205,381155,-13950
2002-11-01,450.0,455.0,526204866.0,,853710,-885560,-360650
2002-11-04,465.0,520.0,1292829175.0,,-4171630,4084100,5983460
2002-11-05,540.0,500.0,821756859.0,,4519110,-2438560,-1046170
2002-11-06,525.0,530.0,817663698.0,,-3469350,3747040,-493180
2002-11-07,530.0,495.0,409320091.0,,4524180,-1472930,-4445950
2002-11-08,470.0,500.0,346847281.0,,147170,-2688620,2013980
2002-11-11,490.0,480.0,325706581.0,,1516120,-1797820,-27260
2002-11-12,465.0,490.0,540159260.0,,-9511820,5339440,-284880
2002-11-13,500.0,470.0,355508263.0,,11176410,-5492590,-949980
2002-11-14,460.0,455.0,260746268.0,,-676790,-527490,1618930
2002-11-15,475.0,420.0,643888620.0,,2785050,-1184950,-2380970
2002-11-18,415.0,410.0,320880644.0,,121940,2010,-230960
2002-11-19,410.0,470.0,1176177099.0,,-5591780,1600160,-171380
2002-11-20,475.0,460.0,739620956.0,,-1236900,3786930,-210
2002-11-21,490.0,460.0,357189636.0,,-4136590,3682280,-30780
2002-11-22,475.0,440.0,311868532.0,,1024010,952190,79010
2002-11-25,435.0,485.0,1074239619.0,,-3621520,1642830,389220
2002-11-26,495.0,465.0,994798449.0,,-1139164,-2820216,-85430
2002-11-27,465.0,450.0,291519687.0,,-730564,178704,568020
2002-11-28,465.0,440.0,301856153.0,,4229190,723850,-58820
2002-11-29,430.0,435.0,196800266.0,,582892,-410542,42020
2002-12-02,435.0,440.0,329272451.0,,-1645050,-1292210,137260
2002-12-03,460.0,460.0,471022025.0,,288680,807270,367440
2002-12-04,455.0,440.0,231429258.0,,165362,478610,107078
2002-12-05,435.0,445.0,175648259.0,,-2625639,3407739,-396830
2002-12-06,440.0,440.0,279008558.0,,1906946,-2361266,82040
2002-12-09,425.0,390.0,533985788.0,,3007830,-1894510,-57660
2002-12-10,380.0,410.0,320572791.0,,-377820,752430,-689980
2002-12-11,390.0,350.0,459554773.0,,7798770,-11575380,135420
2002-12-12,320.0,330.0,764133953.0,,-5105150,2856610,947400
2002-12-13,330.0,315.0,207729702.0,,6098808,-6702828,796160
2002-12-16,305.0,360.0,549178831.0,,6413330,-1927540,-43960
2002-12-17,390.0,355.0,803873629.0,,-1460832,1430742,355460
2002-12-18,355.0,380.0,868339261.0,,-1900170,270220,181590
2002-12-20,360.0,325.0,593453813.0,,-9442390,2472390,1239400
2002-12-23,315.0,315.0,365716675.0,,-2636740,2731630,-398120
2002-12-24,320.0,295.0,319627743.0,,-313244,415214,20250
2002-12-26,290.0,285.0,454382157.0,,3142356,755920,3122480
2002-12-27,285.0,285.0,454116395.0,,13160,-1784120,1349910
2002-12-30,290.0,280.0,258891766.0,,427390,1136560,-735350
2003-01-02,305.0,320.0,312319310.0,,3842460,-3078080,-470390
2003-01-03,340.0,330.0,492958780.0,,-3974740,-3755800,296080
2003-01-06,335.0,325.0,235616953.0,,968940,-74700,-156250
2003-01-07,335.0,305.0,209475913.0,,7327250,-1830830,416310
2003-01-08,305.0,300.0,163405014.0,,2441310,99810,-1349450
2003-01-09,295.0,295.0,184934820.0,,4888254,-2065544,-2404430
2003-01-10,300.0,290.0,201953207.0,,-930150,-106570,-73300
