Symbol,GS건설_시가(원),GS건설_종가(원),GS건설_거래량(주),GS건설_PER(IFRS-연결),GS건설_순매수수량(개인)(주),GS건설_순매수수량(기관계)(주),GS건설_순매수수량(외국인계)(주)
2014-01-08,30500.0,31200.0,921633.0,,-200735,241025,-45550
2014-01-09,31400.0,33100.0,1389162.0,,-418927,461693,-51956
2014-01-10,33100.0,33500.0,1192486.0,,-135768,163663,-27159
2014-01-13,33700.0,35700.0,1131279.0,,-181837,308547,-165420
2014-01-14,35400.0,35500.0,930421.0,,-105126,123076,-16740
2014-01-15,35900.0,36150.0,722357.0,,-117901,13801,98660
2014-01-16,36100.0,36000.0,564424.0,,-114124,-81506,193770
2014-01-17,35700.0,34750.0,885096.0,,-77801,-102880,183041
2014-01-20,34700.0,35500.0,598874.0,,-132490,-9376,148336
2014-01-21,35800.0,37100.0,962631.0,,-524,43958,-30444
2014-01-22,37100.0,36650.0,669787.0,,49990,43530,-92500
2014-01-23,36250.0,36300.0,512637.0,,16855,-18695,-3980
2014-01-24,35250.0,33300.0,2603522.0,,773269,-325660,-446519
2014-01-27,32350.0,32250.0,979333.0,,-34373,-28027,60790
2014-01-28,32100.0,32150.0,719044.0,,16825,-52145,23780
2014-01-29,32400.0,33650.0,955507.0,,-134049,155543,-18404
2014-02-03,33200.0,32400.0,801264.0,,125052,-52682,-55110
2014-02-04,31500.0,32000.0,767285.0,,-2683,-78632,80645
2014-02-05,32250.0,33200.0,897772.0,,-131398,163662,-32734
2014-02-06,33250.0,34550.0,1103809.0,,-189792,218762,-30700
2014-02-07,31500.0,29400.0,5447019.0,,1564606,-1019576,-536900
2014-02-10,29000.0,29700.0,3823393.0,,277780,391550,-678380
2014-02-11,30150.0,29450.0,1635169.0,,88885,14287,-105532
2014-02-12,29750.0,30350.0,1273459.0,,-203557,137634,65283
2014-02-13,30500.0,30100.0,610573.0,,-2687,4733,-7996
2014-02-14,30300.0,30250.0,547448.0,,-50668,-20076,69454
2014-02-17,30600.0,33700.0,2831234.0,,-749656,534016,203800
2014-02-18,34200.0,33000.0,2306333.0,,-353916,410366,-48900
2014-02-19,32800.0,34700.0,2575487.0,,-695942,606372,79860
2014-02-20,35200.0,36050.0,2468111.0,,-406575,420947,-68562
2014-02-21,36600.0,36800.0,1266901.0,,-280057,231277,-18930
2014-02-24,36400.0,37250.0,997477.0,,-237938,272191,-66050
2014-02-25,37650.0,36850.0,1321813.0,,-236686,307836,-69520
2014-02-26,36850.0,37050.0,593798.0,,-146066,166238,-4502
2014-02-27,37050.0,37600.0,845199.0,,-258788,272938,-20030
2014-02-28,37000.0,36050.0,1202856.0,,-10392,54445,-15423
2014-03-03,36050.0,36900.0,708347.0,,-203444,276664,-27150
2014-03-04,36700.0,36850.0,533706.0,,-82808,183898,-100340
2014-03-05,37300.0,38700.0,1172640.0,,-237261,202783,39808
2014-03-06,38850.0,38850.0,760312.0,,-110006,141556,-23460
2014-03-07,39100.0,38750.0,772629.0,,-119831,35782,78229
2014-03-10,38650.0,37100.0,825268.0,,-35129,28919,9560
2014-03-11,37750.0,37400.0,641279.0,,135727,-130857,-8630
2014-03-12,36750.0,35600.0,1665652.0,,129938,-69893,-59905
2014-03-13,35850.0,36750.0,970685.0,,-77049,75171,-14372
2014-03-14,36000.0,36400.0,431640.0,,-1220,10860,-11110
2014-03-17,36200.0,36200.0,474181.0,,27831,-66577,37296
2014-03-18,36850.0,35500.0,787254.0,,200087,-234093,32586
2014-03-19,35750.0,35950.0,502946.0,,-136967,26757,107740
2014-03-20,35900.0,35350.0,295569.0,,19272,2178,-15610
2014-03-21,35400.0,35050.0,493718.0,,9937,23766,-33563
2014-03-24,35050.0,34750.0,383056.0,,35813,-58171,23048
2014-03-25,34750.0,36200.0,596432.0,,-183218,110295,72533
2014-03-26,36200.0,35750.0,385016.0,,24217,60744,-84921
2014-03-27,35600.0,35750.0,366723.0,,-57934,-27751,25995
2014-03-28,34950.0,35800.0,371593.0,,-14527,-5383,20740
2014-03-31,35950.0,36300.0,342368.0,,-53744,-12586,62430
2014-04-01,36250.0,36300.0,280859.0,,-26717,38367,-15050
2014-04-02,36250.0,36600.0,372043.0,,-48618,-7672,58610
2014-04-03,36800.0,37000.0,559028.0,,-129007,76397,44520
2014-04-04,37200.0,36750.0,398754.0,,-7209,57419,-51430
2014-04-07,36550.0,35950.0,484102.0,,23460,34580,-58490
2014-04-08,35400.0,36050.0,323375.0,,3393,-84859,80536
2014-04-09,36200.0,36000.0,298839.0,,-24482,-9038,39450
2014-04-10,36400.0,37250.0,719163.0,,-259082,220091,34701
2014-04-11,36850.0,37900.0,562824.0,,-137502,157850,-23408
2014-04-14,37600.0,38000.0,304692.0,,-90085,105455,-12950
2014-04-15,38200.0,37250.0,329308.0,,17921,-18343,-2428
2014-04-16,37300.0,37350.0,266892.0,,-15258,-15644,31172
2014-04-17,37600.0,38000.0,570466.0,,-200662,186526,15906
2014-04-18,38500.0,38050.0,597613.0,,-10189,-43861,52420
2014-04-21,38050.0,37200.0,673981.0,,69952,-185032,140260
2014-04-22,36550.0,37850.0,1516118.0,,52441,-300568,222267
2014-04-23,35850.0,35150.0,1102787.0,,52828,-83862,31226
2014-04-24,35250.0,35100.0,452312.0,,-66630,-37880,104110
2014-04-25,34850.0,34400.0,441282.0,,99314,-104073,5799
2014-04-28,34100.0,35000.0,234055.0,,-25531,12012,18019
2014-04-29,35100.0,35300.0,404154.0,,5816,-56846,51220
2014-04-30,35700.0,36300.0,462785.0,,-95692,-32728,126130
2014-05-02,36500.0,36500.0,286408.0,,-63998,-14534,78502
2014-05-07,36800.0,35950.0,300557.0,,10812,-49451,64209
2014-05-08,35950.0,35450.0,298328.0,,59053,-71833,26160
2014-05-09,35400.0,35650.0,247320.0,,-5651,-42099,47750
2014-05-12,35450.0,34800.0,327494.0,,-12781,-16971,30052
2014-05-13,35200.0,35900.0,533271.0,,-111796,-102104,216370
2014-05-14,35950.0,36350.0,345114.0,,-101275,-42154,144279
2014-05-15,36350.0,37550.0,956331.0,,-304612,231776,73516
2014-05-16,37500.0,38400.0,1029960.0,,-332330,167878,165772
2014-05-19,38100.0,38400.0,605201.0,,12638,-46478,33680
2014-05-20,38300.0,37850.0,609302.0,,51274,-118999,68975
2014-05-21,38000.0,36850.0,549409.0,,99773,-149943,57620
2014-05-22,37150.0,37150.0,395700.0,,88551,-134786,44435
2014-05-23,37300.0,36950.0,422557.0,,46882,-106122,61580
2014-05-26,36750.0,35950.0,477780.0,,146252,-111992,-29950
2014-05-27,35850.0,35800.0,521806.0,,77399,-162324,67610
2014-05-28,35800.0,36400.0,496469.0,,-72681,-83809,156290
2014-05-29,36400.0,35550.0,512381.0,,70683,-135183,64540
2014-05-30,35600.0,33150.0,1687931.0,,418700,-368466,-68734
2014-06-02,32950.0,32900.0,625230.0,,89166,-144053,52086
2014-06-03,33150.0,32800.0,547310.0,,80378,-197276,117980
2014-06-05,32750.0,31200.0,1165561.0,,312888,-385220,72582
2014-06-09,31200.0,31850.0,775770.0,,131890,-265754,122672
2014-06-10,32050.0,32450.0,502411.0,,40773,-96021,49574
2014-06-11,32600.0,31900.0,690649.0,,180145,-263483,70524
2014-06-12,31800.0,32300.0,1786135.0,,232753,-774688,534477
2014-06-13,31900.0,32400.0,724762.0,,-75428,50926,29307
2014-06-16,32350.0,33350.0,563763.0,,-33508,120456,-94561
2014-06-17,33550.0,33100.0,371087.0,,50301,-13650,-45217
2014-06-18,32950.0,32750.0,290093.0,,35238,-6561,-36367
2014-06-19,32800.0,32150.0,433609.0,,51412,-62137,9845
2014-06-20,32350.0,31600.0,439913.0,,72529,-137938,59901
2014-06-23,31500.0,32600.0,552837.0,,-30109,-34964,61393
2014-06-24,32900.0,33200.0,534005.0,,-119308,115463,-2075
2014-06-25,33150.0,33300.0,593181.0,,92401,-57820,-37297
2014-06-26,33350.0,32750.0,833029.0,,199572,-218255,18311
2014-06-27,32700.0,32600.0,484747.0,,66651,-70325,-4361
2014-06-30,32750.0,33700.0,578530.0,,-129685,64776,58125
2014-07-01,34000.0,36050.0,1499553.0,,-487545,475122,12651
2014-07-02,36450.0,36150.0,680004.0,,32635,81700,-100684
2014-07-03,36150.0,36200.0,797919.0,,-144205,167244,-30522
2014-07-04,36650.0,36850.0,721212.0,,-188627,206539,-19165
2014-07-07,36850.0,37950.0,970121.0,,-266262,196466,69605
2014-07-08,37950.0,36800.0,837741.0,,38244,26596,-75106
2014-07-09,36800.0,38000.0,940488.0,,-175684,274031,-99064
2014-07-10,38400.0,37100.0,876384.0,,194763,46357,-245700
2014-07-11,37000.0,37000.0,567807.0,,16326,36821,-50208
2014-07-14,37000.0,38600.0,827863.0,,-187741,309275,-123812
2014-07-15,39050.0,38400.0,925527.0,,45203,95602,-136839
2014-07-16,38650.0,37350.0,627976.0,,37572,-49501,25960
2014-07-17,37500.0,37500.0,689418.0,,95873,-146381,62248
2014-07-18,37100.0,36250.0,942061.0,,278411,-260438,-16089
2014-07-21,36600.0,36650.0,593569.0,,5257,151425,-148307
2014-07-22,36900.0,37800.0,863985.0,,-41050,305032,-269625
2014-07-23,38000.0,39150.0,1669936.0,,-432738,534887,-116283
2014-07-24,39350.0,38800.0,1516715.0,,-107125,101482,-223
2014-07-25,39200.0,39000.0,710957.0,,73835,-19533,-54101
2014-07-28,38700.0,40000.0,1133877.0,,-77027,159322,-77154
2014-07-29,40500.0,39800.0,867371.0,,16609,62115,-85031
2014-07-30,39800.0,39050.0,1160726.0,,126412,-130455,14589
2014-07-31,39050.0,39300.0,608006.0,,-23513,-44907,67128
2014-08-01,38650.0,38850.0,698563.0,,137068,21728,-160285
2014-08-04,38850.0,39000.0,502814.0,,8026,-61591,59949
2014-08-05,39150.0,38250.0,427101.0,,83102,-88245,7262
2014-08-06,38150.0,37350.0,731628.0,,160477,-134239,-21453
2014-08-07,37450.0,37650.0,541930.0,,-64470,-52112,117639
2014-08-08,37250.0,36550.0,595596.0,,141251,-124091,-12426
2014-08-11,36850.0,36600.0,407524.0,,1980,38666,-42726
2014-08-12,36750.0,36400.0,363236.0,,84769,-24966,-59622
2014-08-13,36400.0,37000.0,442564.0,,89117,10548,-107802
2014-08-14,37400.0,36400.0,633118.0,,234083,-93044,-148851
2014-08-18,36700.0,36300.0,469296.0,,98942,-53990,-43995
2014-08-19,36800.0,37000.0,507041.0,,7291,76305,-91147
2014-08-20,37250.0,36100.0,444482.0,,81275,-53563,-34907
2014-08-21,35850.0,35000.0,798466.0,,243279,-251567,15807
2014-08-22,34800.0,34900.0,417985.0,,-816,-5921,8606
2014-08-25,34600.0,35200.0,358566.0,,-52711,74353,-21599
2014-08-26,35600.0,36550.0,542005.0,,-128534,138164,-11059
2014-08-27,36950.0,36650.0,362521.0,,-15045,41882,-29357
2014-08-28,36600.0,36400.0,231038.0,,866,26759,-26969
2014-08-29,36550.0,36850.0,382465.0,,41013,16784,-58920
2014-09-01,37000.0,37250.0,446911.0,,-27581,144531,-128025
2014-09-02,37650.0,37050.0,497844.0,,-77935,88018,-37044
2014-09-03,37100.0,36500.0,309450.0,,-21165,23934,-10933
2014-09-04,36850.0,36850.0,403850.0,,-95981,59080,34879
2014-09-05,36950.0,37350.0,280372.0,,-96170,79668,13721
2014-09-11,37800.0,37100.0,497184.0,,63348,23500,-92405
2014-09-12,37350.0,37350.0,259169.0,,10523,31038,-41561
2014-09-15,37400.0,36200.0,563606.0,,31556,36582,-64274
2014-09-16,36250.0,36350.0,199664.0,,-6160,12155,317
2014-09-17,36400.0,36400.0,276910.0,,-6056,31758,-14469
2014-09-18,36450.0,37250.0,630277.0,,-140838,32600,119928
2014-09-19,38000.0,38900.0,1196186.0,,-371138,336257,42256
2014-09-22,39100.0,38600.0,487300.0,,21024,-104085,81608
2014-09-23,38300.0,38200.0,417243.0,,-6038,-32521,32343
2014-09-24,38200.0,38000.0,396396.0,,42485,16471,-60392
2014-09-25,38500.0,38650.0,741541.0,,-176239,114095,41969
2014-09-26,38200.0,38450.0,287823.0,,-21528,37692,-16964
2014-09-29,38500.0,36950.0,892895.0,,153749,-155352,7001
2014-09-30,36700.0,36650.0,540814.0,,39951,-753,-38789
2014-10-01,36350.0,35100.0,666775.0,,146081,-47306,-94773
2014-10-02,34500.0,34250.0,813006.0,,192370,-65720,-121818
2014-10-06,34600.0,34300.0,337939.0,,87148,-45248,-41320
2014-10-07,34200.0,33650.0,434299.0,,71328,-40408,-26871
2014-10-08,33450.0,33700.0,347429.0,,31338,-45991,12560
2014-10-10,33500.0,32000.0,663643.0,,255129,-184018,-61611
2014-10-13,31600.0,30900.0,796366.0,,119595,-187479,73997
2014-10-14,31100.0,31550.0,808602.0,,188160,-53320,-124495
2014-10-15,31350.0,31700.0,879957.0,,13873,118535,-133758
2014-10-16,31400.0,31700.0,746707.0,,40930,45106,-85574
2014-10-17,31700.0,30550.0,1011029.0,,539583,-471911,-66972
2014-10-20,31000.0,31700.0,491852.0,,-159631,91285,64040
2014-10-21,31550.0,30300.0,877969.0,,112335,-284779,177466
2014-10-22,31100.0,31500.0,579718.0,,9897,-107338,98569
2014-10-23,31300.0,31050.0,488699.0,,112737,-223643,111396
2014-10-24,31400.0,29150.0,2122755.0,,619397,-793362,160774
2014-10-27,29400.0,29900.0,565815.0,,-337,-73086,58288
2014-10-28,29800.0,29400.0,577054.0,,142145,-231652,88157
2014-10-29,29800.0,29800.0,2074743.0,,294587,-371070,85860
2014-10-30,29350.0,28300.0,1986212.0,,580812,-831145,247861
2014-10-31,28550.0,28100.0,987448.0,,253804,-469092,210886
2014-11-03,28200.0,27250.0,806632.0,,298836,-256819,13294
2014-11-04,27250.0,25800.0,1422021.0,,374675,-558222,177114
2014-11-05,25800.0,26450.0,756411.0,,45483,-221774,176591
2014-11-06,26450.0,27950.0,1077891.0,,-107827,-105154,182314
2014-11-07,28000.0,28100.0,696078.0,,-57572,30703,44191
2014-11-10,28250.0,28350.0,652115.0,,168689,-138461,-26392
2014-11-11,28400.0,27900.0,770522.0,,167872,-175017,11714
2014-11-12,28050.0,28750.0,750386.0,,-73253,-48635,120598
2014-11-13,28900.0,29750.0,1154191.0,,-209204,-89704,302408
2014-11-14,29850.0,28950.0,617956.0,,56259,-161974,104685
2014-11-17,28600.0,29300.0,364862.0,,-32023,9817,24941
2014-11-18,29300.0,28200.0,1092291.0,,269893,-184426,-77124
2014-11-19,28500.0,28050.0,711918.0,,94974,-309449,242503
2014-11-20,28150.0,27900.0,570343.0,,214408,-216527,52346
2014-11-21,28000.0,27650.0,591339.0,,240754,-279024,33091
2014-11-24,27850.0,29200.0,656350.0,,-202559,73518,127330
2014-11-25,29200.0,28900.0,451532.0,,30999,-32,-26471
2014-11-26,28950.0,29000.0,372930.0,,39274,-16462,-25230
2014-11-27,29200.0,27900.0,539636.0,,244496,-197094,-43861
2014-11-28,27550.0,26750.0,858070.0,,377081,-221837,-162933
2014-12-01,26250.0,26250.0,623557.0,,47362,-89092,41536
2014-12-02,26550.0,26500.0,420965.0,,104282,-83301,-24609
2014-12-03,26400.0,26600.0,263873.0,,42997,-46889,3022
2014-12-04,26800.0,27050.0,243936.0,,-2574,40867,-27288
2014-12-05,27100.0,27300.0,308412.0,,-49941,17176,34566
2014-12-08,27500.0,26850.0,324138.0,,59981,-12146,-48266
2014-12-09,26800.0,25950.0,703566.0,,246304,-50481,-196166
2014-12-10,25700.0,24950.0,794922.0,,277714,-47536,-229449
2014-12-11,24350.0,23400.0,1443806.0,,554615,-491831,-59432
2014-12-12,23450.0,23350.0,919075.0,,233565,-47928,-195833
2014-12-15,22700.0,23950.0,893276.0,,71087,86034,-157177
2014-12-16,23650.0,23500.0,644950.0,,24635,-36768,13036
2014-12-17,23550.0,23900.0,420952.0,,3643,23552,-17588
2014-12-18,24400.0,23850.0,594122.0,,158819,-51220,-108119
2014-12-19,24250.0,23750.0,412860.0,,50409,-3500,-46924
2014-12-22,24000.0,23600.0,396413.0,,94295,-63067,9332
2014-12-23,23750.0,23300.0,557544.0,,150183,-96053,-54530
2014-12-24,23300.0,23650.0,691269.0,,24106,30151,1387
2014-12-26,23800.0,23200.0,426571.0,,25393,6157,-33210
2014-12-29,23400.0,23300.0,375099.0,,-5937,-38776,44713
2014-12-30,23200.0,23250.0,260358.0,,19559,-12039,-7482
2015-01-02,22950.0,22400.0,930559.0,,264539,-106802,-159658
2015-01-05,22350.0,21400.0,1179868.0,,366678,-219560,-147752
2015-01-06,20750.0,20400.0,1082306.0,,216593,-148279,-61384
2015-01-07,20150.0,19900.0,1481356.0,,601844,-564154,-37840
2015-01-08,20050.0,20200.0,922458.0,,41725,-72304,30164
2015-01-09,20400.0,20700.0,840734.0,,13361,53836,-64373
2015-01-12,20750.0,21200.0,977130.0,,124622,175059,-302431
2015-01-13,21250.0,20700.0,880776.0,,278904,18240,-297624
2015-01-14,20700.0,20800.0,431770.0,,64314,72635,-137159
2015-01-15,21000.0,20000.0,1278303.0,,576152,-218692,-360041
2015-01-16,20800.0,20100.0,1927553.0,,487160,-216819,-272736
2015-01-19,20500.0,22050.0,2312179.0,,-461279,587427,-151607
2015-01-20,22200.0,21750.0,1419903.0,,156831,125418,-274806
2015-01-21,21750.0,21150.0,1131101.0,,272734,49172,-318770
2015-01-22,21350.0,21650.0,1359804.0,,9698,247011,-277563
2015-01-23,22050.0,21200.0,1334755.0,,237413,-52256,-181270
2015-01-26,21450.0,21050.0,760379.0,,282978,-119195,-173188
2015-01-27,21300.0,22750.0,1807152.0,,-270585,250408,6457
2015-01-28,23550.0,25450.0,3629545.0,,-295047,323235,-98609
2015-01-29,24850.0,25100.0,2190525.0,,61572,62056,-163761
2015-01-30,25500.0,25050.0,1133562.0,,107488,56200,-174373
2015-02-02,25300.0,26100.0,1513505.0,,-107093,196428,-90064
2015-02-03,26450.0,25600.0,1052503.0,,41646,70903,-64426
2015-02-04,26100.0,25650.0,945804.0,,-18165,48682,-32943
2015-02-05,25200.0,26100.0,1289820.0,,-178089,87055,64557
2015-02-06,26400.0,26300.0,1026393.0,,-135425,227713,-58023
2015-02-09,26100.0,26700.0,1016038.0,,-121401,94107,28190
2015-02-10,26500.0,26050.0,1015957.0,,-19162,101729,-64506
2015-02-11,26250.0,26750.0,783109.0,,-245570,226392,8847
2015-02-12,26550.0,25800.0,1025122.0,,243993,-200847,-44252
2015-02-13,25850.0,26350.0,1354121.0,,-346490,296902,42140
2015-02-16,26800.0,27500.0,1174610.0,,-362334,341829,16786
2015-02-17,27700.0,26700.0,2134621.0,,195584,-113618,-72386
2015-02-23,27400.0,27600.0,850123.0,,-220628,211661,3173
2015-02-24,27500.0,27650.0,724928.0,,24544,68954,-106506
2015-02-25,27200.0,28350.0,1443313.0,,-349974,301125,52771
2015-02-26,28500.0,30400.0,2517241.0,,-822007,663152,166749
2015-02-27,30850.0,30300.0,1457870.0,,87231,-6735,-77154
2015-03-02,30850.0,32000.0,1779907.0,,-411896,386536,23813
2015-03-03,32300.0,32200.0,1065777.0,,-70376,40796,22510
2015-03-04,32000.0,31700.0,1243558.0,,-57727,6467,81755
2015-03-05,31550.0,31700.0,950591.0,,36908,-41890,63358
2015-03-06,31750.0,31850.0,684109.0,,14033,-22400,3884
2015-03-09,31550.0,31650.0,1154710.0,,39675,-78668,37621
2015-03-10,32050.0,30600.0,1126435.0,,-33873,14066,16814
2015-03-11,30200.0,30950.0,1028251.0,,120695,-179268,54225
2015-03-12,31000.0,30800.0,1027081.0,,126691,-46672,-91701
2015-03-13,31400.0,31250.0,759628.0,,-34906,38681,-14086
2015-03-16,31300.0,31150.0,997368.0,,-151084,200290,-53510
2015-03-17,31200.0,33500.0,2004098.0,,-497225,406347,34526
2015-03-18,33550.0,33400.0,1329041.0,,-85891,38008,32437
2015-03-19,34500.0,33350.0,1085156.0,,95196,-71780,-25743
2015-03-20,33300.0,32950.0,937323.0,,28663,-157206,133061
2015-03-23,33200.0,32600.0,838846.0,,127374,-50368,-58603
2015-03-24,32650.0,32250.0,950715.0,,267155,-165159,-103970
2015-03-25,32150.0,32400.0,729738.0,,68091,-97896,39495
2015-03-26,31950.0,30850.0,1908488.0,,354292,-297303,-57760
2015-03-27,31300.0,29150.0,2596931.0,,204228,-481419,284111
2015-03-30,29450.0,30600.0,1216921.0,,-83390,-38380,117892
2015-03-31,30850.0,30200.0,852288.0,,127583,-165378,53485
2015-04-01,30150.0,29800.0,552652.0,,65269,-108158,42834
2015-04-02,30050.0,29650.0,732364.0,,201852,-230776,34202
2015-04-03,30400.0,31450.0,1237690.0,,-250603,122051,127566
2015-04-06,32400.0,32550.0,1841787.0,,-101956,173053,-53111
2015-04-07,33150.0,33000.0,815553.0,,-185384,184262,16144
2015-04-08,33200.0,33200.0,996684.0,,-228237,206989,5699
2015-04-09,33250.0,33500.0,1297596.0,,-77702,30355,-1801
2015-04-10,33750.0,33600.0,887866.0,,-118890,125329,16538
2015-04-13,34000.0,35900.0,2431489.0,,-295506,53636,236474
2015-04-14,35750.0,35900.0,1574687.0,,91149,91481,-168646
2015-04-15,36500.0,36650.0,1429566.0,,-161907,172576,-10863
2015-04-16,36950.0,36300.0,863742.0,,52181,-59905,440
2015-04-17,36150.0,35850.0,1049267.0,,48065,-89490,45366
2015-04-20,35050.0,36000.0,780930.0,,-48160,-26746,82031
2015-04-21,36200.0,35650.0,765314.0,,76282,-9663,-63566
2015-04-22,35900.0,34850.0,1494581.0,,203800,-445000,242307
2015-04-23,35350.0,34750.0,1293184.0,,82089,-139248,96313
2015-04-24,34600.0,34250.0,837578.0,,-132102,91745,39139
2015-04-27,34250.0,35300.0,1160666.0,,-165026,224740,-64325
2015-04-28,35500.0,34850.0,609274.0,,82665,14594,-104834
2015-04-29,35000.0,33800.0,1272154.0,,77179,-24696,-54599
2015-04-30,32700.0,32250.0,1577035.0,,111795,98895,-197520
2015-05-04,32300.0,31850.0,880115.0,,192785,-96188,-97718
2015-05-06,31550.0,31750.0,650339.0,,-25693,31689,-5382
2015-05-07,31500.0,32100.0,513388.0,,70375,27566,-105125
2015-05-08,31800.0,32050.0,347108.0,,-3750,27290,-25033
2015-05-11,32850.0,32450.0,545057.0,,38397,44397,-87253
2015-05-12,32600.0,32250.0,420161.0,,6984,36706,-46732
2015-05-13,32200.0,32250.0,465548.0,,2201,16960,-18078
2015-05-14,32250.0,33050.0,566047.0,,-68223,34408,32138
2015-05-15,33400.0,31500.0,829384.0,,279245,-185219,-75563
2015-05-18,31500.0,30350.0,813158.0,,51139,-128208,78437
2015-05-19,30600.0,30300.0,661910.0,,91621,-158172,66001
2015-05-20,29700.0,29850.0,1059278.0,,146779,-97305,-55175
2015-05-21,29750.0,28550.0,1324720.0,,330879,-260087,-72461
2015-05-22,28550.0,29800.0,869848.0,,-20157,108446,-93408
2015-05-26,29550.0,28550.0,935381.0,,313192,-222236,-86200
2015-05-27,28050.0,28700.0,950611.0,,72014,-141922,84566
2015-05-28,28800.0,27700.0,840876.0,,287262,-167463,-107713
2015-05-29,27950.0,27050.0,843840.0,,192937,-119098,-73739
2015-06-01,26800.0,27250.0,656880.0,,-18706,-1795,20501
2015-06-02,27350.0,26250.0,744983.0,,6652,-57121,50978
2015-06-03,26150.0,27100.0,767628.0,,-97368,200164,-102796
2015-06-04,27200.0,29300.0,1501027.0,,-405950,467197,-56664
2015-06-05,29000.0,28600.0,718164.0,,175933,16863,-206191
2015-06-08,28600.0,28800.0,602327.0,,138202,-23452,-118498
2015-06-09,28800.0,29100.0,734690.0,,32320,83798,-112277
2015-06-10,29600.0,29550.0,689847.0,,-54234,86473,-34397
2015-06-11,29850.0,28300.0,981469.0,,329519,-174729,-140154
2015-06-12,28350.0,27400.0,827113.0,,70088,-69706,839
2015-06-15,27650.0,27400.0,430658.0,,-4031,30741,-26344
2015-06-16,27300.0,26550.0,734314.0,,178118,-91466,-86199
2015-06-17,26750.0,28000.0,714592.0,,-78686,91310,-23971
2015-06-18,28300.0,27500.0,363716.0,,68060,-2084,-67832
2015-06-19,28000.0,27900.0,501732.0,,-92085,142687,-52117
2015-06-22,28250.0,28500.0,442333.0,,45585,-6766,-37510
2015-06-23,29100.0,28600.0,741106.0,,199716,-178185,-23435
2015-06-24,28550.0,27950.0,738253.0,,113146,-74579,-38266
2015-06-25,27650.0,27400.0,598111.0,,141393,-79813,-60910
2015-06-26,27350.0,27300.0,555244.0,,105556,-10156,-85665
2015-06-29,26500.0,25850.0,1007694.0,,252696,-203016,-48984
2015-06-30,25850.0,26800.0,750143.0,,149770,-139329,-7241
2015-07-01,26600.0,27100.0,551990.0,,48330,-37754,-15776
2015-07-02,27300.0,27200.0,1069187.0,,-79708,-153092,230822
2015-07-03,27200.0,27400.0,533840.0,,-49498,-56512,104503
2015-07-06,26650.0,26300.0,549556.0,,126948,-135957,-9986
2015-07-07,26650.0,26850.0,522717.0,,-58929,-19701,78855
2015-07-08,27000.0,26700.0,353430.0,,32665,-29773,-5744
2015-07-09,26400.0,25800.0,1070583.0,,485826,-371193,-112196
2015-07-10,26000.0,26800.0,906991.0,,-200999,-22929,229840
2015-07-13,27100.0,27600.0,567712.0,,9574,6391,-14616
2015-07-14,28050.0,28450.0,787170.0,,-162260,45675,122637
2015-07-15,30650.0,29850.0,2234203.0,,-53189,-133362,198024
2015-07-16,29800.0,30150.0,889589.0,,-202114,26228,177526
2015-07-17,30350.0,28900.0,866698.0,,84693,-107949,23030
2015-07-20,28550.0,27950.0,1147327.0,,106426,-260509,153998
2015-07-21,27800.0,28650.0,623812.0,,-124941,23484,99058
2015-07-22,28500.0,28750.0,467712.0,,-17287,-11312,23172
2015-07-23,28700.0,27500.0,1412189.0,,319653,-594277,269678
2015-07-24,26900.0,25650.0,2006097.0,,524073,-484163,-37062
2015-07-27,25600.0,26350.0,919022.0,,63217,-13575,-49254
2015-07-28,25700.0,26200.0,795308.0,,63729,33052,-97281
2015-07-29,26400.0,26250.0,463903.0,,-88734,51350,38704
2015-07-30,26600.0,25900.0,533479.0,,-9057,60955,-50107
2015-07-31,26650.0,26100.0,1207113.0,,104931,-32009,-69639
2015-08-03,26700.0,25200.0,832081.0,,256450,-118790,-142160
2015-08-04,25100.0,24550.0,1195127.0,,316864,-291991,-25547
2015-08-05,24750.0,24700.0,599376.0,,13477,-104153,91996
2015-08-06,24800.0,24200.0,581247.0,,25554,-23616,-5538
2015-08-07,24400.0,24250.0,429660.0,,16064,-70482,55053
2015-08-10,24150.0,23050.0,641135.0,,93858,-98473,7503
2015-08-11,23400.0,23200.0,548553.0,,-88227,-65685,152088
2015-08-12,22750.0,22900.0,597519.0,,75543,63263,-125438
2015-08-13,23150.0,23900.0,617990.0,,-7996,1125,-195
2015-08-17,24050.0,23500.0,337511.0,,86283,-39891,-46392
2015-08-18,23500.0,23050.0,436709.0,,47579,42963,-90636
2015-08-19,22900.0,22250.0,708987.0,,2083,25434,-26814
2015-08-20,21950.0,21600.0,486137.0,,91053,-45548,-45593
2015-08-21,20500.0,20850.0,758504.0,,-65116,13730,54938
2015-08-24,20600.0,21000.0,884003.0,,26953,-57568,20306
2015-08-25,21300.0,22750.0,855138.0,,-82142,110965,-40649
2015-08-26,22750.0,23600.0,783712.0,,-71384,132378,-54110
2015-08-27,23800.0,23550.0,529060.0,,54570,-17382,-41688
2015-08-28,24300.0,24700.0,680321.0,,-290108,116117,170958
2015-08-31,24750.0,24350.0,473861.0,,-28025,16828,11487
2015-09-01,24800.0,23350.0,712856.0,,8572,-97155,93533
2015-09-02,22800.0,23400.0,472604.0,,-33915,3633,31936
2015-09-03,23700.0,23250.0,319249.0,,60153,-254,-63706
2015-09-04,23150.0,22550.0,427964.0,,-15256,-10837,27584
2015-09-07,22550.0,23200.0,238153.0,,-59283,60661,-1378
