Symbol,GS건설_시가(원),GS건설_종가(원),GS건설_거래량(주),GS건설_PER(IFRS-연결),GS건설_순매수수량(개인)(주),GS건설_순매수수량(기관계)(주),GS건설_순매수수량(외국인계)(주)
2006-07-03,61400.0,62300.0,363537.0,11.54,9708,-70743,70631
2006-07-04,64200.0,61300.0,241771.0,11.35,48207,-39369,-7222
2006-07-05,60100.0,61300.0,187905.0,11.35,-9944,-54849,66431
2006-07-06,61500.0,60000.0,204176.0,11.11,12943,-7469,26585
2006-07-07,61000.0,62500.0,300646.0,11.58,5977,-10394,4807
2006-07-10,62500.0,66800.0,515044.0,12.37,-34970,-35989,72409
2006-07-11,66900.0,66100.0,201043.0,12.24,-4800,-15240,18417
2006-07-12,66500.0,65700.0,328221.0,12.17,-10739,-60716,76031
2006-07-13,64600.0,64800.0,334605.0,12.0,79780,-87029,8407
2006-07-14,63200.0,62100.0,259181.0,11.5,21853,-3892,-16482
2006-07-18,60800.0,60000.0,342896.0,11.11,14053,26928,-46371
2006-07-19,60300.0,60800.0,208875.0,11.26,5557,10891,-22190
2006-07-20,63000.0,65400.0,316037.0,12.11,-91141,11396,75748
2006-07-21,64700.0,65400.0,254813.0,12.11,-37963,23129,34742
2006-07-24,65300.0,64000.0,175938.0,11.85,30512,-151,-29377
2006-07-25,65500.0,65000.0,318153.0,12.04,-33145,4887,25563
2006-07-26,65500.0,64500.0,165431.0,11.95,8715,-31237,32064
2006-07-27,65000.0,66200.0,233450.0,12.26,-51343,62675,-20593
2006-07-28,65800.0,65800.0,118349.0,12.19,-19005,41448,-23675
2006-07-31,67500.0,64000.0,207358.0,11.85,13023,-4623,-8817
2006-08-01,64000.0,63700.0,221529.0,11.8,-7486,-2625,13840
2006-08-02,63700.0,65000.0,128973.0,12.04,-22517,-123,16432
2006-08-03,66000.0,66000.0,306557.0,12.23,-51737,-11162,63059
2006-08-04,66900.0,66900.0,141962.0,12.39,-39301,47880,-9295
2006-08-07,66800.0,66500.0,125944.0,12.32,-4270,8630,-3749
2006-08-08,66500.0,66700.0,180216.0,12.35,15501,50468,-74537
2006-08-09,66700.0,66400.0,125491.0,12.3,6716,-9286,-4315
2006-08-10,66800.0,64400.0,175512.0,11.93,12201,-29264,33309
2006-08-11,64400.0,62500.0,163331.0,11.58,42231,-17082,-24555
2006-08-14,63100.0,62200.0,97113.0,11.52,21824,-20118,-5884
2006-08-16,62500.0,63300.0,160048.0,11.73,-16195,49114,-37387
2006-08-17,64000.0,63500.0,147234.0,11.76,1346,32550,-29996
2006-08-18,63000.0,62300.0,100784.0,11.54,14638,-3236,-16471
2006-08-21,62600.0,61400.0,113379.0,11.37,18109,1286,-21353
2006-08-22,61100.0,61500.0,129810.0,11.39,26719,45316,-75673
2006-08-23,61400.0,60700.0,164189.0,11.24,42043,2836,-44600
2006-08-24,60900.0,59400.0,235498.0,11.0,32008,9392,-42980
2006-08-25,59700.0,59800.0,146616.0,11.08,8984,17346,-27822
2006-08-28,60400.0,60500.0,110062.0,11.21,-22123,-11733,33936
2006-08-29,61500.0,64500.0,345744.0,11.95,-111209,36061,76835
2006-08-30,64500.0,64600.0,185105.0,11.97,-11879,-89208,105494
2006-08-31,65000.0,65800.0,260758.0,12.19,-76062,31043,46045
2006-09-01,65800.0,67500.0,218998.0,12.5,-63680,-13433,89357
2006-09-04,67600.0,66800.0,130956.0,12.37,-9177,-35057,55527
2006-09-05,66500.0,66000.0,50486.0,12.23,-15861,9412,6167
2006-09-06,66000.0,64800.0,152454.0,12.0,17306,-3003,-8935
2006-09-07,63900.0,64100.0,112775.0,11.87,20858,29298,-53799
2006-09-08,63700.0,65700.0,89393.0,12.17,-18620,24676,-4136
2006-09-11,65100.0,64000.0,160002.0,11.85,15834,-27608,7870
2006-09-12,64100.0,63200.0,106495.0,11.71,10274,34656,-46807
2006-09-13,63700.0,63900.0,329804.0,11.84,4055,-241369,235883
2006-09-14,64000.0,63700.0,267621.0,11.8,73355,51487,-116502
2006-09-15,64100.0,63700.0,131520.0,11.8,49902,2058,-51234
2006-09-18,64400.0,65000.0,154433.0,12.04,-9881,21115,-17609
2006-09-19,65500.0,66300.0,280016.0,12.28,-38321,-29847,74505
2006-09-20,66000.0,66700.0,89557.0,12.35,-20244,20103,-1948
2006-09-21,67000.0,67400.0,124953.0,12.48,-58974,23717,35134
2006-09-22,67100.0,67000.0,146524.0,12.41,-32122,-396,30401
2006-09-25,67000.0,68500.0,171830.0,12.69,-50558,67534,-15639
2006-09-26,69300.0,68500.0,63818.0,12.69,-15966,-1772,19656
2006-09-27,69500.0,69000.0,112838.0,12.78,-12190,11584,459
2006-09-28,68500.0,68400.0,133553.0,12.67,9235,15115,-22594
2006-09-29,68400.0,66200.0,219679.0,12.26,23596,-103865,72383
2006-10-02,66300.0,65100.0,201699.0,12.06,21593,64502,-94567
2006-10-04,65400.0,68000.0,307785.0,12.6,-48516,11373,40241
2006-10-09,68500.0,65500.0,187749.0,12.13,-20997,-28531,55320
2006-10-10,65500.0,65300.0,183942.0,12.1,42257,23345,-67527
2006-10-11,64500.0,62900.0,451322.0,11.65,122027,-119767,-26550
2006-10-12,62700.0,64500.0,457701.0,11.95,56865,25780,-108073
2006-10-13,65400.0,64300.0,310450.0,11.91,-2114,-24537,24070
2006-10-16,64800.0,65400.0,319682.0,12.11,-5082,-24427,25390
2006-10-17,66000.0,66000.0,355302.0,12.23,-58326,11412,67226
2006-10-18,66000.0,67000.0,179574.0,12.41,-26791,8931,8676
2006-10-19,67000.0,67700.0,251192.0,12.54,-31667,-42159,56920
2006-10-20,67900.0,68500.0,166154.0,12.69,-37531,23840,11813
2006-10-23,68500.0,70100.0,207591.0,12.98,-45139,-28567,79609
2006-10-24,70700.0,72700.0,354804.0,13.47,-65960,-22493,90316
2006-10-25,74000.0,75800.0,631193.0,14.04,-60449,-168277,266287
2006-10-26,75100.0,74500.0,354863.0,13.8,-31893,-129749,162595
2006-10-27,74500.0,72600.0,264088.0,13.45,20897,-80336,48380
2006-10-30,72800.0,72000.0,108316.0,13.34,-1246,-4295,-2007
2006-10-31,72000.0,73300.0,191517.0,13.58,8985,25972,-31321
2006-11-01,74000.0,74100.0,101484.0,13.73,-1164,16899,-15117
2006-11-02,74900.0,73800.0,118022.0,13.67,7869,-31371,18328
2006-11-03,75300.0,76700.0,274315.0,14.21,-60992,26523,31280
2006-11-06,76700.0,75000.0,208510.0,13.89,33506,38027,-78776
2006-11-07,76000.0,74200.0,188326.0,13.74,10895,-20979,3937
2006-11-08,74200.0,71800.0,261457.0,13.3,39661,-7542,-36245
2006-11-09,72400.0,73900.0,257921.0,13.69,12344,-43667,38322
2006-11-10,74000.0,76000.0,123706.0,14.08,-36980,-7136,45379
2006-11-13,76100.0,76100.0,230750.0,14.1,-28408,-71839,114192
2006-11-14,76500.0,77900.0,306163.0,14.43,-27720,-12906,41050
2006-11-15,78400.0,80300.0,230729.0,14.87,-33152,-41461,80460
2006-11-16,80200.0,79800.0,228166.0,14.78,12699,-47267,37520
2006-11-17,80000.0,78800.0,271515.0,14.6,3012,-11045,6010
2006-11-20,78800.0,80200.0,229935.0,14.86,-19416,-35851,68428
2006-11-21,80900.0,81900.0,125416.0,15.17,-9316,16803,2089
2006-11-22,82700.0,83700.0,173705.0,15.5,-15080,4964,13275
2006-11-23,83000.0,83300.0,110512.0,15.43,708,-8515,25552
2006-11-24,83300.0,82600.0,97861.0,15.3,9066,5120,991
2006-11-27,81100.0,82500.0,85839.0,15.28,4800,-5723,775
2006-11-28,81700.0,83900.0,182632.0,15.54,5471,3810,-10928
2006-11-29,83100.0,85200.0,176800.0,15.78,-5693,3362,-1369
2006-11-30,85600.0,86900.0,214318.0,16.1,7938,-64395,68587
2006-12-01,88000.0,89700.0,289425.0,16.62,-40332,-52101,100941
2006-12-04,90400.0,89000.0,270762.0,16.49,43473,-18885,-26363
2006-12-05,89000.0,88600.0,202006.0,16.41,4883,-20195,16445
2006-12-06,87600.0,87800.0,142300.0,16.26,24649,-2862,-24699
2006-12-07,86500.0,88000.0,259205.0,16.3,18663,28986,-39928
2006-12-08,88000.0,88400.0,212338.0,16.37,-12158,-32650,44662
2006-12-11,88000.0,88700.0,78912.0,16.43,-16255,-25453,41709
2006-12-12,88500.0,85800.0,139964.0,15.89,14539,-8477,-9507
2006-12-13,85500.0,84800.0,184904.0,15.71,24727,-42481,15453
2006-12-14,84100.0,87000.0,303626.0,16.12,17985,-50850,43820
2006-12-15,88400.0,85500.0,134962.0,15.84,33433,-20852,-7193
2006-12-18,85500.0,83500.0,254408.0,15.47,56258,-8052,-34281
2006-12-19,82900.0,83000.0,290516.0,15.37,163,69200,-66027
2006-12-20,83300.0,83400.0,153958.0,15.45,-9399,53560,-18875
2006-12-21,83000.0,83000.0,128069.0,15.37,5389,10273,-18034
2006-12-22,82400.0,82400.0,83401.0,15.26,-7817,13997,-5909
2006-12-26,81800.0,82600.0,84871.0,15.3,-9352,11044,863
2006-12-27,83000.0,83800.0,53678.0,15.52,243,13408,-12424
2006-12-28,84500.0,83100.0,131714.0,15.39,-15385,52830,-51735
2007-01-02,83000.0,81600.0,75727.0,10.35,5211,15100,-18943
2007-01-03,82400.0,80000.0,153844.0,10.14,7678,24978,-31226
2007-01-04,80000.0,76900.0,511855.0,9.75,53688,20880,-104502
2007-01-05,76900.0,76900.0,342492.0,9.75,27647,-9134,-18168
2007-01-08,76000.0,75000.0,336255.0,9.51,-12400,2687,7356
2007-01-09,75300.0,78100.0,236098.0,9.9,-45269,29407,14580
2007-01-10,77500.0,77900.0,320265.0,9.88,-8039,-77725,91462
2007-01-11,77200.0,78200.0,168144.0,9.92,-13990,19857,-2761
2007-01-12,79500.0,79400.0,105481.0,10.07,7485,-26080,16625
2007-01-15,80000.0,75800.0,264814.0,9.61,88216,-66207,-24278
2007-01-16,76000.0,75300.0,241023.0,9.55,-14843,4603,10236
2007-01-17,74400.0,76000.0,173285.0,9.64,-22543,-55634,76800
2007-01-18,76600.0,75500.0,212287.0,9.57,-3166,8277,-4379
2007-01-19,76900.0,75100.0,177935.0,9.52,8971,-25792,20964
2007-01-22,75100.0,74500.0,268831.0,9.45,-11075,4798,2231
2007-01-23,74000.0,73000.0,267666.0,9.26,12242,-5674,-22870
2007-01-24,72800.0,74000.0,148471.0,9.38,4021,8028,-16946
2007-01-25,74900.0,75500.0,147023.0,9.57,-31448,37110,-21727
2007-01-26,74900.0,77900.0,274281.0,9.88,-44040,-40849,83513
2007-01-29,78200.0,78500.0,108424.0,9.95,-3984,-9663,15475
2007-01-30,78900.0,79500.0,218632.0,10.08,-34581,8653,46224
2007-01-31,79000.0,78000.0,118083.0,9.89,8125,-21541,13787
2007-02-01,78500.0,78300.0,77532.0,9.93,840,-4814,2571
2007-02-02,79000.0,82000.0,254177.0,10.4,-41652,-24855,85945
2007-02-05,84200.0,83700.0,331613.0,10.61,-22106,-81004,114291
2007-02-06,83800.0,87700.0,202319.0,11.12,-33701,-72517,115707
2007-02-07,85900.0,85500.0,328819.0,10.84,22452,-55390,28976
2007-02-08,85400.0,83000.0,207282.0,10.52,29142,35424,-65388
2007-02-09,83100.0,85000.0,267029.0,10.78,-20006,-18019,34996
2007-02-12,83800.0,85000.0,170114.0,10.78,-2414,-38927,48317
2007-02-13,85000.0,87800.0,277165.0,11.13,-46069,-74645,121353
2007-02-14,88000.0,88000.0,213693.0,11.16,9641,-13985,-382
2007-02-15,87300.0,87200.0,153023.0,11.06,24982,-34461,14284
2007-02-16,87900.0,87700.0,106523.0,11.12,-5915,-51889,57457
2007-02-20,89500.0,85000.0,90214.0,10.78,14207,-13936,-627
2007-02-21,84700.0,84500.0,117591.0,10.71,12401,-26208,11483
2007-02-22,84500.0,85600.0,258240.0,10.85,21835,28712,-53730
2007-02-23,87400.0,90600.0,355952.0,11.49,-73574,-45097,114318
2007-02-26,90600.0,91800.0,250006.0,11.64,-49902,-84825,134829
2007-02-27,93300.0,91000.0,232443.0,11.54,-17750,-106860,121013
2007-02-28,86000.0,86000.0,427647.0,10.9,95697,-42375,-65643
2007-03-02,84500.0,83900.0,165013.0,10.64,44023,-9685,-37186
2007-03-05,83200.0,77100.0,352977.0,9.78,118916,35921,-165647
2007-03-06,77700.0,77900.0,261117.0,9.88,66762,33497,-87340
2007-03-07,79400.0,78000.0,188886.0,9.89,-3005,12188,-14582
2007-03-08,78000.0,79000.0,302735.0,10.02,51965,30829,-89497
2007-03-09,80000.0,78900.0,214486.0,10.0,37091,-12815,-23923
2007-03-12,79900.0,83000.0,274689.0,10.52,-76112,-18477,95301
2007-03-13,83400.0,81500.0,219366.0,10.33,49787,-41613,-16007
2007-03-14,79200.0,79000.0,171374.0,10.02,33010,-23919,-20504
2007-03-15,80000.0,80500.0,228481.0,10.21,25766,12403,-61891
2007-03-16,81000.0,80000.0,146685.0,10.14,5011,-5745,2262
2007-03-19,79500.0,80500.0,249854.0,10.21,13061,-20010,-143
2007-03-20,81000.0,80300.0,299256.0,10.18,63932,-43904,-78157
2007-03-21,80400.0,80400.0,235701.0,10.19,-12700,-30091,-18929
2007-03-22,80700.0,81000.0,248566.0,10.27,11097,2283,-44898
2007-03-23,81500.0,83800.0,233144.0,10.63,-59688,-47444,76359
2007-03-26,85300.0,87400.0,408079.0,11.08,-185036,-58406,259183
2007-03-27,87000.0,86400.0,130286.0,10.95,-11970,-26229,38688
2007-03-28,86000.0,83200.0,344892.0,10.55,119142,-56852,-49605
2007-03-29,83200.0,83600.0,263972.0,10.6,44562,-39292,-16166
2007-03-30,84000.0,84200.0,240905.0,10.68,-8289,11546,7623
2007-04-02,83800.0,84500.0,150083.0,10.71,-20977,-6175,25433
2007-04-03,83500.0,82000.0,332795.0,10.4,80371,34368,-113999
2007-04-04,82800.0,83800.0,318945.0,10.63,-7453,-30309,35611
2007-04-05,83600.0,84400.0,249603.0,10.7,19941,-7307,-10926
2007-04-06,84700.0,83000.0,206823.0,10.52,12235,-60493,48675
2007-04-09,84000.0,89500.0,460253.0,11.35,-140295,-76657,257100
2007-04-10,90000.0,88800.0,286063.0,11.26,18964,-93479,96358
2007-04-11,89300.0,94400.0,498005.0,11.97,-161840,128670,-37349
2007-04-12,93900.0,96000.0,353865.0,12.17,-72437,43172,23219
2007-04-13,95500.0,91500.0,557876.0,11.6,128038,42842,-180391
2007-04-16,92000.0,91500.0,262980.0,11.6,48554,60972,-109746
2007-04-17,91500.0,90800.0,500421.0,11.51,13050,108149,-181933
2007-04-18,90500.0,95600.0,660804.0,12.12,-150277,332721,-245201
2007-04-19,95600.0,95000.0,208643.0,12.05,-24803,5239,-4785
2007-04-20,95900.0,99700.0,573941.0,12.64,-134220,164772,-107736
2007-04-23,103000.0,106000.0,367650.0,13.44,-64260,-57395,72181
2007-04-24,103000.0,106500.0,443458.0,13.5,65209,118244,-223004
2007-04-25,104000.0,102000.0,375892.0,12.93,76469,-18861,-68397
2007-04-26,102000.0,97500.0,313006.0,12.36,76828,-30039,-36587
2007-04-27,97000.0,93500.0,266720.0,11.86,95698,-43879,-42957
2007-04-30,94100.0,93100.0,218841.0,11.8,67408,-2836,-63682
2007-05-02,94000.0,93800.0,283831.0,11.89,56435,33262,-88118
2007-05-03,95000.0,92800.0,320924.0,11.77,80881,-1106,-81026
2007-05-04,94400.0,95100.0,461684.0,12.06,29579,27600,-50899
2007-05-07,97000.0,98500.0,556899.0,12.49,-69185,106564,-99792
2007-05-08,99400.0,100500.0,479806.0,12.74,-194762,193933,-16757
2007-05-09,101500.0,99900.0,253082.0,12.67,-9901,58917,-45281
2007-05-10,100000.0,99000.0,301302.0,12.55,1528,21346,-40413
2007-05-11,97000.0,96200.0,198978.0,12.2,38864,-21222,-8902
2007-05-14,96500.0,94300.0,221072.0,11.96,29560,-21572,6689
2007-05-15,94300.0,94500.0,205317.0,11.98,29180,26213,-55178
2007-05-16,95000.0,93800.0,173553.0,11.89,47307,-61022,39114
2007-05-17,95000.0,97800.0,389606.0,12.4,-33303,10416,27644
2007-05-18,99500.0,103000.0,415623.0,13.06,-140485,88335,41786
2007-05-21,102000.0,107000.0,446389.0,13.57,-122680,93451,-18160
2007-05-22,110000.0,110000.0,550414.0,13.95,-57097,39107,5176
2007-05-23,109000.0,115500.0,566455.0,14.64,-24728,105033,-79061
2007-05-25,112000.0,117500.0,388838.0,14.9,13625,67633,-90235
2007-05-28,118500.0,115000.0,281814.0,14.58,87751,-6463,-85669
2007-05-29,115500.0,113000.0,217180.0,14.33,33597,-54633,-4762
2007-05-30,111000.0,113500.0,327802.0,14.39,44329,3420,-56730
2007-05-31,117000.0,123500.0,534309.0,15.66,-126009,183071,-77102
2007-06-01,128000.0,120500.0,365302.0,15.28,-19057,26938,-28170
2007-06-04,121500.0,124500.0,248742.0,15.79,-10352,-12552,25077
2007-06-05,121000.0,121000.0,221329.0,15.34,27114,16651,-65234
2007-06-07,118500.0,118000.0,373136.0,14.96,96185,35094,-137223
2007-06-08,118000.0,113000.0,333738.0,14.33,79182,60474,-155623
2007-06-11,113000.0,112500.0,265392.0,14.26,60395,-72622,32741
2007-06-12,112000.0,120000.0,266078.0,15.22,-59874,-2026,67815
2007-06-13,118000.0,115000.0,135190.0,14.58,-4291,11165,-11267
2007-06-14,117500.0,119500.0,301467.0,15.15,-38957,80151,-43494
2007-06-15,120000.0,118000.0,234285.0,14.96,7415,-54584,43047
2007-06-18,119000.0,121000.0,292911.0,15.34,-9444,-41352,45723
2007-06-19,121000.0,123000.0,388585.0,15.6,20099,-15491,16630
2007-06-20,122500.0,122000.0,393446.0,15.47,-15241,127989,-112947
2007-06-21,120000.0,118000.0,282354.0,14.96,27705,28169,-84982
2007-06-22,118500.0,112500.0,485037.0,14.26,93130,4312,-134792
2007-06-25,110000.0,113000.0,235030.0,14.33,-15887,13767,137
2007-06-26,113000.0,114500.0,179955.0,14.52,-25968,23612,-2612
2007-06-27,115000.0,111500.0,326060.0,14.14,33282,-15426,-3052
2007-06-28,110500.0,114000.0,443431.0,14.45,-39642,46014,-13695
2007-06-29,113000.0,110500.0,393361.0,14.01,6400,2339,-4514
2007-07-02,112500.0,119500.0,508021.0,15.15,-97257,-109345,228971
2007-07-03,119500.0,126500.0,420189.0,16.04,-130694,18057,112621
2007-07-04,127000.0,124500.0,566694.0,15.79,17410,72510,-92325
2007-07-05,124500.0,125000.0,335816.0,15.85,28667,21891,-79281
2007-07-06,125500.0,123000.0,200892.0,15.6,1732,43127,-51446
2007-07-09,128500.0,129500.0,509117.0,16.42,-67620,-23363,85025
2007-07-10,133500.0,133000.0,330066.0,16.86,15867,-51914,52468
2007-07-11,132000.0,132000.0,245946.0,16.74,-22304,67596,-61943
2007-07-12,133000.0,129500.0,427121.0,16.42,44726,434,-51329
2007-07-13,134500.0,136000.0,438622.0,17.24,-75192,59774,10998
2007-07-16,135000.0,139500.0,198969.0,17.69,-27530,65674,-38968
2007-07-18,137000.0,141000.0,261784.0,17.88,-11163,-28519,52447
2007-07-19,141000.0,142000.0,210948.0,18.0,11254,50695,-62990
2007-07-20,140000.0,144500.0,230276.0,18.32,-13952,-7535,14643
2007-07-23,144500.0,144000.0,139702.0,18.26,3022,-12029,18807
2007-07-24,144000.0,140500.0,138940.0,17.81,17650,6875,-28307
2007-07-25,137500.0,139500.0,477661.0,17.69,-3699,85013,-126892
2007-07-26,140000.0,135500.0,173280.0,17.18,44980,-21491,-9570
2007-07-27,131500.0,127000.0,437705.0,16.1,57936,75258,-142542
2007-07-30,127000.0,127000.0,172375.0,16.1,25426,32586,-68724
2007-07-31,127500.0,138000.0,281920.0,17.5,-64711,19626,46979
2007-08-01,138000.0,136000.0,447461.0,17.24,-48536,4872,-30642
2007-08-02,137500.0,140000.0,763944.0,17.75,10157,261979,-385113
2007-08-03,143000.0,148500.0,317371.0,18.83,-57688,80300,-68594
2007-08-06,143000.0,138500.0,220861.0,17.56,75259,-6290,-81123
2007-08-07,141000.0,135500.0,384070.0,17.18,65538,25504,-128403
2007-08-08,136500.0,139000.0,334823.0,17.62,-1352,87180,-90771
2007-08-09,140000.0,136000.0,315293.0,17.24,39234,8261,-59933
2007-08-10,130000.0,134000.0,248478.0,16.99,263,-25601,11431
2007-08-13,133000.0,132000.0,313650.0,16.74,621,43344,-47274
2007-08-14,131500.0,132000.0,315586.0,16.74,-22132,-43876,66650
2007-08-16,120000.0,120000.0,1011077.0,15.22,41067,194606,-328535
2007-08-17,120000.0,114500.0,635657.0,14.52,69347,60362,-169451
2007-08-20,118500.0,121000.0,367155.0,15.34,-1473,-134116,135910
2007-08-21,123000.0,119000.0,313938.0,15.09,22764,-72203,44718
2007-08-22,119500.0,122000.0,248038.0,15.47,-5109,-18953,22822
2007-08-23,131000.0,135000.0,462260.0,17.12,-37957,-139513,209663
2007-08-24,134500.0,140000.0,427599.0,17.75,-86441,-110689,209671
2007-08-27,143000.0,140500.0,242612.0,17.81,-41070,-20084,95291
2007-08-28,142000.0,151000.0,225030.0,19.15,-82214,-2577,81011
2007-08-29,145000.0,147500.0,448803.0,18.7,56887,44323,-144521
2007-08-30,150000.0,145000.0,330850.0,18.38,40462,37387,-93005
2007-08-31,144500.0,148000.0,322117.0,18.77,-35587,114283,-93052
