Symbol,동원시스템즈_시가(원),동원시스템즈_종가(원),동원시스템즈_거래량(주),동원시스템즈_PER(IFRS-연결),동원시스템즈_순매수수량(개인)(주),동원시스템즈_순매수수량(기관계)(주),동원시스템즈_순매수수량(외국인계)(주)
2001-10-25,2160.0,2115.0,376720.0,3.35,10250,-7210,0
2001-10-26,2140.0,2200.0,938620.0,3.49,-410,170,0
2001-10-29,2280.0,2530.0,1937780.0,4.01,490,-490,0
2001-10-30,2590.0,2430.0,2929060.0,3.85,-10940,940,0
2001-10-31,2530.0,2790.0,1269760.0,4.42,80,-80,0
2001-11-01,2980.0,2810.0,3315120.0,4.45,-470,-130,4100
2001-11-02,2810.0,2680.0,1516210.0,4.25,7440,4570,-2010
2001-11-05,2690.0,2870.0,1407210.0,4.55,-8390,8390,0
2001-11-06,2890.0,2800.0,1248920.0,4.44,-46720,45760,0
2001-11-07,2750.0,2635.0,796700.0,4.18,13730,-13730,0
2001-11-08,2780.0,2685.0,1038370.0,4.25,25200,-31510,0
2001-11-09,2605.0,2720.0,636830.0,4.31,15660,-14900,0
2001-11-12,2670.0,3005.0,1910100.0,4.76,-11440,8160,3280
2001-11-13,3005.0,2900.0,913590.0,4.6,-12800,10630,2000
2001-11-14,3080.0,2980.0,1603440.0,4.72,2880,-500,-2380
2001-11-15,3000.0,2900.0,807430.0,4.6,-27500,24800,0
2001-11-16,2850.0,2825.0,658740.0,4.48,-23790,23810,0
2001-11-19,2825.0,2870.0,838120.0,4.55,-21510,20720,450
2001-11-20,2900.0,2715.0,801470.0,4.3,-6650,4650,300
2001-11-21,2675.0,2730.0,458200.0,4.33,-10580,8990,600
2001-11-22,2700.0,2670.0,359950.0,4.23,3850,-3490,0
2001-11-23,2670.0,2785.0,831470.0,4.41,-15110,15530,0
2001-11-26,2900.0,2865.0,847710.0,4.54,-47650,26670,0
2001-11-27,2930.0,3180.0,3344820.0,5.04,-83490,79960,4450
2001-11-28,3150.0,2940.0,1041280.0,4.66,-45050,40750,-1800
2001-11-29,2930.0,3140.0,1129000.0,4.98,2910,930,0
2001-11-30,3190.0,3370.0,2963930.0,5.34,-34020,19100,3000
2001-12-03,3450.0,3495.0,1121910.0,5.54,57620,-45390,4500
2001-12-04,3460.0,3300.0,1172610.0,5.23,90360,-71990,-3000
2001-12-05,3460.0,3530.0,2126140.0,5.59,-76440,73340,-5500
2001-12-06,3610.0,3450.0,1623920.0,5.47,-15430,14370,-700
2001-12-07,3450.0,3560.0,1144320.0,5.64,-33650,27940,3000
2001-12-10,3500.0,3410.0,1080460.0,5.4,19700,-17630,100
2001-12-11,3345.0,3310.0,606650.0,5.24,740,-60,-150
2001-12-12,3335.0,3320.0,614580.0,5.26,5360,-2560,-1000
2001-12-13,3280.0,3300.0,596870.0,5.23,111990,-104610,750
2001-12-14,3250.0,3370.0,635950.0,5.34,3170,-32940,-150
2001-12-17,3370.0,3240.0,296720.0,5.13,10360,-9980,-360
2001-12-18,3260.0,3040.0,581470.0,4.82,-16820,10170,6010
2001-12-19,3080.0,2880.0,666590.0,4.56,43010,-13210,-2600
2001-12-20,2950.0,2905.0,323700.0,4.6,-4650,4730,0
2001-12-21,2810.0,2730.0,381930.0,4.33,60370,-56540,0
2001-12-24,2750.0,2700.0,277220.0,4.28,710,-1450,0
2001-12-26,2700.0,2830.0,765160.0,4.48,4100,-6690,0
2001-12-27,2805.0,2900.0,352500.0,4.6,6380,-5890,300
2001-12-28,2960.0,3030.0,469160.0,4.8,-34960,34220,0
2002-01-02,3000.0,3150.0,541771.0,,-41039,40049,260
2002-01-03,3150.0,3080.0,479010.0,,-10590,10750,-260
2002-01-04,3150.0,3090.0,469762.0,,-15618,14898,360
2002-01-07,3060.0,3100.0,541430.0,,10060,-10590,-300
2002-01-08,3050.0,3565.0,2135803.0,,-52450,-9310,4000
2002-01-09,3605.0,3940.0,4626473.0,,-200780,14280,61120
2002-01-10,4400.0,4530.0,4241960.0,,18960,1690,-10000
2002-01-11,4730.0,5200.0,6243470.0,,26770,3500,-23570
2002-01-14,5090.0,5010.0,7541873.0,,75250,-44810,-31300
2002-01-15,5200.0,5200.0,7501147.0,,32400,-31610,2660
2002-01-16,5200.0,4600.0,2926900.0,,10180,-20100,-100
2002-01-17,4330.0,4770.0,3033683.0,,-34327,33747,-360
2002-01-18,4560.0,4310.0,1806676.0,,7640,-15370,-1700
2002-01-21,4310.0,4520.0,1753930.0,,-8230,17230,660
2002-01-22,4610.0,4640.0,2356230.0,,21510,-22490,0
2002-01-23,4640.0,4615.0,1161264.0,,-27760,14530,110
2002-01-24,4810.0,4600.0,1558640.0,,-19500,27290,1540
2002-01-25,4600.0,4800.0,2701860.0,,-25730,18860,4840
2002-01-28,4940.0,5250.0,2338920.0,,47940,1410,0
2002-01-29,5260.0,5180.0,1715770.0,,-16810,16020,220
2002-01-30,4980.0,4840.0,1149540.0,,15960,-14960,0
2002-01-31,4850.0,4830.0,908810.0,,50350,-36000,0
2002-02-01,4725.0,4630.0,937630.0,,19750,-39340,0
2002-02-04,4515.0,4630.0,949370.0,,-8130,-11530,-100
2002-02-05,4400.0,4650.0,858950.0,,3110,-2600,0
2002-02-06,4555.0,4495.0,729650.0,,-2080,2080,0
2002-02-07,4365.0,4100.0,1027020.0,,4800,-4770,0
2002-02-08,4025.0,4100.0,540550.0,,1850,-1850,0
2002-02-14,4300.0,4315.0,707244.0,,-28110,35210,-7680
2002-02-15,4200.0,4550.0,1248894.0,,30060,-60,0
2002-02-18,4550.0,4515.0,798464.0,,-1126,3096,0
2002-02-19,4515.0,4800.0,1563562.0,,22568,-23328,0
2002-02-20,4800.0,4740.0,906954.0,,-1080,-8800,0
2002-02-21,4850.0,4920.0,1091470.0,,-17680,27900,0
2002-02-22,4650.0,4620.0,843610.0,,230,530,-1000
2002-02-25,4600.0,4450.0,670830.0,,-14170,4170,0
2002-02-26,4500.0,4400.0,543514.0,,-9130,-2060,690
2002-02-27,4360.0,4400.0,565180.0,,-11770,10960,520
2002-02-28,4410.0,4530.0,625121.0,,-350,350,0
2002-03-04,4690.0,4520.0,769071.0,,-15140,24750,390
2002-03-05,4550.0,4580.0,1051190.0,,32920,-22890,-830
2002-03-06,4650.0,4880.0,2789770.0,,-23720,24960,-160
2002-03-07,4970.0,4700.0,1080117.0,,-9330,7290,2500
2002-03-08,4690.0,4630.0,517020.0,,-3240,3240,0
2002-03-11,4650.0,4605.0,536180.0,,12640,-12210,0
2002-03-12,4585.0,4745.0,1203383.0,,8330,-8330,0
2002-03-13,4705.0,5450.0,3263519.0,,3150,-12030,0
2002-03-14,5510.0,5190.0,3848200.0,,-27050,31790,-4120
2002-03-15,5050.0,5530.0,3481805.0,,13980,-13410,-710
2002-03-18,5800.0,5600.0,2290330.0,,6050,-6050,0
2002-03-19,5530.0,5490.0,1238390.0,,-5660,6300,0
2002-03-20,5550.0,5250.0,1507410.0,,21150,-20060,0
2002-03-21,5120.0,5280.0,1014730.0,,-26950,6340,0
2002-03-22,5280.0,5560.0,5909140.0,,-8440,3224300,700
2002-03-25,5810.0,6390.0,5254142.0,,34230,650,700
2002-03-26,6350.0,6190.0,2183564.0,,-29840,14700,1830
2002-03-27,6300.0,6330.0,3928903.0,,8554,8336,-90
2002-03-28,6330.0,6410.0,1889230.0,,390,110,0
2002-03-29,6420.0,6480.0,3121682.0,,10650,-8090,-100
2002-04-01,6440.0,5590.0,1997590.0,,11870,-15920,440
2002-04-02,5540.0,5600.0,1454320.0,,-7370,5290,3000
2002-04-03,5600.0,5400.0,1349710.0,,-26420,-3320,120
2002-04-04,5100.0,5150.0,888080.0,,-1170,7420,800
2002-04-08,5150.0,5170.0,613366.0,,-7310,6460,150
2002-04-09,5180.0,5020.0,484432.0,,-8140,7840,0
2002-04-10,5050.0,4800.0,597190.0,,7740,-7840,210
2002-04-11,4800.0,4870.0,592840.0,,63080,-53370,-8600
2002-04-12,4750.0,4870.0,572820.0,,10760,-10660,-100
2002-04-15,4870.0,4850.0,440572.0,,1520,-910,0
2002-04-16,4850.0,4970.0,431480.0,,-2390,2260,0
2002-04-17,5150.0,5320.0,1340430.0,,-28040,20380,790
2002-04-18,5400.0,5150.0,561680.0,,-19100,5310,0
2002-04-19,5150.0,4960.0,535112.0,,11020,-5840,120
2002-04-22,4910.0,4795.0,696810.0,,-17740,16150,1210
2002-04-23,4605.0,4600.0,320820.0,,8400,3430,0
2002-04-24,4550.0,4500.0,300890.0,,-2960,2960,0
2002-04-25,4250.0,4150.0,426490.0,,-6130,5520,520
2002-04-26,4200.0,4250.0,256310.0,,920,-10,-910
2002-04-29,4150.0,4030.0,287960.0,,-3200,3050,100
2002-04-30,3970.0,4280.0,613074.0,,650,-420,-100
2002-05-02,4280.0,4300.0,436930.0,,3245,-6805,3740
2002-05-03,4280.0,4160.0,440680.0,,11670,-10830,0
2002-05-06,4060.0,4000.0,478860.0,,-62454,-3506,110
2002-05-07,3890.0,3900.0,426630.0,,-41300,8300,0
2002-05-08,4020.0,3940.0,465620.0,,1230,-1330,100
2002-05-09,4095.0,4020.0,575040.0,,20870,-17080,-1320
2002-05-10,3960.0,3900.0,291230.0,,-19050,-950,0
2002-05-13,3810.0,3800.0,257950.0,,-873,973,-100
2002-05-14,3910.0,4050.0,873720.0,,-5160,5160,-5160
2002-05-15,4300.0,4655.0,845665.0,,-190,500,-310
2002-05-16,4800.0,4570.0,1850495.0,,-8690,8020,400
2002-05-17,4625.0,4585.0,945205.0,,-62380,11920,0
2002-05-20,4640.0,4660.0,1367410.0,,-13650,-10110,-90
2002-05-21,4520.0,4250.0,611458.0,,3230,-3170,210
2002-05-22,4250.0,4400.0,628628.0,,-5380,5530,0
2002-05-23,4350.0,4210.0,373847.0,,15120,-14720,110
2002-05-24,4240.0,4200.0,310320.0,,-14060,14000,0
2002-05-27,4265.0,4080.0,241467.0,,940,-940,0
2002-05-28,4100.0,4250.0,337970.0,,-13770,13770,0
2002-05-29,3950.0,4010.0,549421.0,,32800,-19680,110
2002-05-30,3950.0,4010.0,322137.0,,-6590,6590,0
2002-05-31,3900.0,3800.0,596667.0,,1622,-1622,0
2002-06-03,3750.0,3490.0,1207371.0,,484800,-484400,-400
2002-06-04,3380.0,3300.0,797867.0,,279740,-292470,2730
2002-06-05,3315.0,3420.0,833082.0,,-6690,690,6000
2002-06-07,3200.0,3260.0,358517.0,,19680,-13230,-6000
2002-06-10,3350.0,3370.0,420703.0,,-12270,12270,0
2002-06-11,3350.0,3465.0,298892.0,,-1230,-9770,11000
2002-06-12,3420.0,3480.0,472962.0,,44379,-46150,3110
2002-06-14,3525.0,3545.0,545615.0,,3524,-3524,0
2002-06-17,3585.0,3430.0,254383.0,,7780,-5970,-1810
2002-06-18,3550.0,3460.0,357912.0,,20781,-20331,-450
2002-06-19,3405.0,3200.0,379789.0,,-24670,-5900,30570
2002-06-20,3010.0,3185.0,339180.0,,30090,2150,-32240
2002-06-21,3140.0,3200.0,210392.0,,1240,-850,0
2002-06-24,3100.0,3070.0,202908.0,,-2690,2690,0
2002-06-25,3100.0,2890.0,326234.0,,-6100,6100,0
2002-06-26,2800.0,2490.0,441382.0,,-6980,4700,3000
2002-06-27,2590.0,2550.0,388716.0,,25950,-25270,-680
2002-06-28,2560.0,2750.0,556880.0,,4990,-2650,-2340
2002-07-02,2580.0,2770.0,309699.0,,78200,-3890,0
2002-07-03,2750.0,2880.0,300535.0,,1860,-1860,0
2002-07-04,2900.0,2930.0,299866.0,,13976,-13976,0
2002-07-05,3010.0,3090.0,822793.0,,-9040,8980,0
2002-07-08,3290.0,3110.0,696366.0,,5810,-6750,1000
2002-07-09,3050.0,3180.0,339447.0,,-32534,32534,0
2002-07-10,3065.0,3125.0,354324.0,,26230,-26230,0
2002-07-11,3010.0,3020.0,327392.0,,17871,-18561,690
2002-07-12,3120.0,3290.0,679310.0,,-21810,12990,8500
2002-07-15,3240.0,3310.0,825768.0,,-1820,1820,0
2002-07-16,3350.0,3130.0,386361.0,,6660,1340,-8000
2002-07-18,3230.0,3130.0,290490.0,,-3300,3300,0
2002-07-19,3020.0,2960.0,445204.0,,8080,-9310,1500
2002-07-22,2750.0,2650.0,298970.0,,13920,-2780,-11140
2002-07-23,2550.0,2960.0,416520.0,,-3723,3723,0
2002-07-24,2690.0,2800.0,321220.0,,1030,-1030,0
2002-07-25,3010.0,2860.0,325869.0,,-8500,8500,0
2002-07-26,2800.0,2720.0,207554.0,,5100,-5100,0
2002-07-29,2675.0,2690.0,200327.0,,170,-170,0
2002-07-30,2800.0,2950.0,1127553.0,,-3200,1270,0
2002-07-31,2910.0,2855.0,257926.0,,6530,-6530,0
2002-08-01,2865.0,2900.0,746097.0,,7750,-7700,0
2002-08-02,2860.0,2950.0,323600.0,,560,-570,0
2002-08-05,3030.0,3010.0,927148.0,,1080,-1080,0
2002-08-06,3030.0,3240.0,2374209.0,,-9100,10100,-1000
2002-08-07,3350.0,3200.0,1462293.0,,6270,340,0
2002-08-08,3340.0,3400.0,2689170.0,,15300,-16300,-3000
2002-08-09,3470.0,3290.0,909690.0,,-3160,2160,0
2002-08-12,3240.0,3140.0,649303.0,,-6000,0,0
2002-08-13,3180.0,3250.0,787834.0,,-30910,30910,0
2002-08-14,3200.0,3150.0,436550.0,,-6890,1390,2500
2002-08-16,3150.0,3100.0,753224.0,,-13540,80,0
2002-08-19,3150.0,3105.0,529536.0,,1170,-1170,0
2002-08-20,3180.0,3320.0,1290534.0,,-5370,8010,0
2002-08-21,3320.0,3385.0,746237.0,,20330,2670,0
2002-08-22,3415.0,3270.0,787180.0,,-6520,3590,130
2002-08-23,3270.0,3190.0,539830.0,,-6230,6230,0
2002-08-26,3120.0,3135.0,289301.0,,-7360,7360,0
2002-08-27,3165.0,3350.0,708620.0,,8860,-8110,0
2002-08-28,3310.0,3250.0,556637.0,,-5300,5300,0
2002-08-29,3200.0,3260.0,323485.0,,13610,-2310,-11000
2002-08-30,3300.0,3370.0,1399311.0,,3300,1420,-4720
2002-09-02,3390.0,3495.0,674970.0,,1884,-1884,0
2002-09-03,3500.0,3330.0,1041335.0,,2360,-1610,0
2002-09-04,3280.0,3180.0,629734.0,,10940,-12310,1370
2002-09-05,3205.0,3180.0,558720.0,,5720,-5600,0
2002-09-06,3120.0,3010.0,601565.0,,4980,-6900,2000
2002-09-09,3020.0,3010.0,685300.0,,31010,-31010,0
2002-09-10,2980.0,2930.0,778467.0,,-6073,6073,0
2002-09-11,2930.0,2975.0,433843.0,,-1900,3030,-630
2002-09-12,2905.0,3015.0,479189.0,,-681,681,0
2002-09-13,2960.0,2895.0,348369.0,,8520,-8520,0
2002-09-16,2890.0,2875.0,311907.0,,11200,-11200,0
2002-09-17,2935.0,2985.0,336215.0,,-5110,5060,0
2002-09-18,2850.0,2930.0,210156.0,,6080,-6030,0
2002-09-19,2870.0,2850.0,283280.0,,-9990,-10,0
2002-09-23,2800.0,2715.0,188026.0,,2520,-20,-2500
2002-09-24,2650.0,2605.0,177620.0,,-1560,1510,0
2002-09-25,2590.0,2520.0,279960.0,,-3290,3290,0
2002-09-26,2550.0,2505.0,226885.0,,2530,-1530,0
2002-09-27,2510.0,2450.0,220886.0,,-3720,3720,0
2002-09-30,2240.0,2330.0,264900.0,,-25280,-480,25760
2002-10-01,2180.0,2365.0,178617.0,,-4890,5790,0
2002-10-02,2450.0,2325.0,162192.0,,-2090,2090,0
2002-10-04,2245.0,2300.0,100660.0,,-2770,2770,0
2002-10-07,2245.0,2225.0,151684.0,,3823,-3823,0
2002-10-08,2180.0,2260.0,165316.0,,-3370,2770,1000
2002-10-09,2280.0,2200.0,177525.0,,4040,-2990,-1000
2002-10-10,2140.0,2095.0,185173.0,,8550,-13440,4890
2002-10-11,2240.0,2080.0,216520.0,,-950,-10,960
2002-10-14,2155.0,2165.0,256665.0,,3140,560,-3700
2002-10-15,2180.0,2290.0,570402.0,,3250,0,-2850
2002-10-16,2355.0,2270.0,361800.0,,11480,520,-12000
2002-10-17,2200.0,2310.0,320274.0,,-4960,-40,5000
2002-10-18,2385.0,2490.0,580768.0,,-550,550,0
2002-10-21,2445.0,2450.0,405798.0,,10,-10,0
2002-10-22,2520.0,2475.0,672960.0,,4260,120,-4380
2002-10-23,2475.0,2510.0,382638.0,,-4130,4130,0
2002-10-24,2535.0,2510.0,428620.0,,2600,-2600,0
2002-10-25,2425.0,2430.0,152300.0,,210,-210,0
2002-10-28,2440.0,2590.0,671594.0,,-34420,35040,-670
2002-10-29,2525.0,2650.0,698774.0,,-1260,1880,-620
2002-10-30,2680.0,2565.0,375659.0,,-530,-330,860
2002-10-31,2610.0,2530.0,302409.0,,-110,110,0
2002-11-01,2505.0,2435.0,246980.0,,-16720,20320,-3600
2002-11-04,2480.0,2550.0,362999.0,,-6490,7640,-1200
2002-11-05,2500.0,2460.0,283040.0,,1410,-1410,0
2002-11-06,2500.0,2560.0,444660.0,,-6780,6780,0
2002-11-07,2540.0,2500.0,223240.0,,2900,-2900,0
2002-11-08,2440.0,2410.0,305640.0,,3920,-3920,0
2002-11-11,2355.0,2300.0,343310.0,,3990,-3940,0
2002-11-12,2220.0,2225.0,464234.0,,1330,360,-1690
2002-11-13,2240.0,2150.0,375620.0,,10500,-3340,-7160
2002-11-14,2120.0,2190.0,258260.0,,-6320,-2310,8630
2002-11-15,2235.0,2255.0,378670.0,,-1500,210,-2710
2002-11-18,2200.0,2190.0,299194.0,,-6450,-220,670
2002-11-19,2160.0,2185.0,237482.0,,-1600,1600,0
2002-11-20,2160.0,2200.0,262710.0,,-4160,4060,0
2002-11-21,2250.0,2265.0,470189.0,,-7970,5970,0
2002-11-22,2315.0,2205.0,354540.0,,-9040,2890,150
2002-11-25,2220.0,2250.0,380753.0,,-6720,6470,0
2002-11-26,2250.0,2220.0,504513.0,,4863,-4863,0
2002-11-27,2200.0,2410.0,1204380.0,,-1110,1110,0
2002-11-28,2450.0,2365.0,755531.0,,-2719,-281,0
2002-11-29,2400.0,2420.0,439101.0,,830,-830,0
2002-12-02,2460.0,2470.0,561760.0,,800,-800,0
2002-12-03,2470.0,2550.0,1077533.0,,43470,-53220,-250
2002-12-04,2500.0,2400.0,600130.0,,-14930,3120,11810
2002-12-05,2460.0,2600.0,1144870.0,,-1530,7180,-150
2002-12-06,2565.0,2530.0,1043380.0,,-60730,41550,19180
2002-12-09,2505.0,2515.0,728440.0,,-24200,-1910,0
2002-12-10,2430.0,2430.0,616318.0,,-2090,2090,0
2002-12-11,2480.0,2400.0,304875.0,,2920,-2920,0
2002-12-12,2360.0,2480.0,589380.0,,1347,-4657,3090
2002-12-13,2455.0,2415.0,383081.0,,4750,-7650,0
2002-12-16,2360.0,2330.0,388045.0,,5770,-5660,0
2002-12-17,2375.0,2355.0,268330.0,,-740,740,0
2002-12-18,2310.0,2340.0,232275.0,,-100,100,0
2002-12-20,2350.0,2350.0,177116.0,,-680,680,0
2002-12-23,2370.0,2180.0,313135.0,,15200,6800,0
2002-12-24,2155.0,2140.0,235455.0,,-3880,3830,0
2002-12-26,2030.0,2040.0,284061.0,,1480,950,0
2002-12-27,1960.0,1975.0,246314.0,,4220,-920,0
2002-12-30,1930.0,1880.0,229834.0,,-4190,4190,0
2003-01-02,1910.0,1975.0,283668.0,,48250,-4650,-43500
2003-01-03,2050.0,2055.0,251578.0,,3480,-3130,-300
2003-01-06,2045.0,2110.0,279720.0,,-750,610,140
2003-01-07,2150.0,2045.0,259938.0,,2860,-4370,10
2003-01-08,2045.0,2050.0,217218.0,,3120,660,840
2003-01-09,2020.0,2005.0,257671.0,,20540,-6820,-13720
2003-01-10,2025.0,1950.0,371089.0,,-370,130,240
2003-01-13,2040.0,2100.0,347820.0,,-3500,3380,120
2003-01-14,2080.0,2055.0,167464.0,,3300,-3480,180
2003-01-15,2090.0,2090.0,260464.0,,610,-970,360
2003-01-16,2040.0,2030.0,191970.0,,-3020,2720,300
2003-01-17,1990.0,1970.0,180910.0,,540,-900,360
2003-01-20,1940.0,1970.0,137880.0,,-2180,2060,120
2003-01-21,1960.0,1950.0,134103.0,,2830,-2830,0
2003-01-22,1920.0,1910.0,165634.0,,660,-70,-590
2003-01-23,1890.0,1925.0,168920.0,,-18410,17570,840
2003-01-24,1930.0,1835.0,170630.0,,23320,-3680,-19640
2003-01-27,1780.0,1700.0,268410.0,,10160,-10160,0
2003-01-28,1650.0,1685.0,151604.0,,3950,-3950,0
2003-01-29,1690.0,1620.0,227390.0,,3430,-1630,-1800
2003-01-30,1630.0,1670.0,123700.0,,310,0,-310
2003-02-03,1650.0,1730.0,141095.0,,-1520,1580,-60
2003-02-04,1740.0,1730.0,185366.0,,1666,-1666,0
2003-02-05,1720.0,1870.0,721718.0,,0,0,0
2003-02-06,1850.0,1795.0,184900.0,,2660,-2660,0
2003-02-07,1795.0,1700.0,209003.0,,10,-10,0
2003-02-10,1675.0,1670.0,143380.0,,-1630,1630,0
2003-02-11,1680.0,1770.0,600186.0,,1620,-1620,0
2003-02-12,1730.0,1900.0,402257.0,,-317,317,0
2003-02-13,1910.0,1960.0,584320.0,,-24620,10120,14500
2003-02-14,1930.0,1945.0,228910.0,,1720,200,-1920
2003-02-17,2000.0,1980.0,443775.0,,3552,6228,-9780
2003-02-18,1980.0,1940.0,187102.0,,-60,60,0
2003-02-19,1980.0,1850.0,275813.0,,3510,1080,-4590
2003-02-20,1830.0,1910.0,311937.0,,-1680,1680,0
2003-02-21,1900.0,1880.0,101246.0,,2900,-2900,0
2003-02-24,1890.0,1900.0,191788.0,,-11100,9100,2000
2003-02-25,1870.0,1790.0,188840.0,,2660,-2660,0
2003-02-26,1800.0,1800.0,159440.0,,60,-710,650
2003-02-27,1755.0,1870.0,212480.0,,6920,-6520,-400
2003-02-28,1860.0,1790.0,124550.0,,3510,-3260,-250
2003-03-03,1770.0,1830.0,102766.0,,-1700,1700,0
2003-03-04,1810.0,1740.0,109960.0,,2360,-2360,0
2003-03-05,1710.0,1660.0,269502.0,,924,-924,0
2003-03-06,1670.0,1615.0,149020.0,,420,-420,0
2003-03-07,1580.0,1540.0,204290.0,,140,-140,0
2003-03-10,1490.0,1485.0,111486.0,,880,-880,0
2003-03-11,1420.0,1500.0,340510.0,,280,-280,0
2003-03-12,1510.0,1570.0,174140.0,,-2190,2190,0
2003-03-13,1570.0,1530.0,77780.0,,880,7830,-4650
2003-03-14,1630.0,1570.0,178491.0,,6370,-1930,0
2003-03-17,1530.0,1460.0,141509.0,,-2870,2870,0
2003-03-18,1540.0,1565.0,129080.0,,-1320,1320,0
2003-03-19,1545.0,1560.0,139530.0,,2370,-2370,0
2003-03-20,1580.0,1785.0,649280.0,,2665,-2665,0
2003-03-21,1790.0,1775.0,358887.0,,-190,-1810,2000
2003-03-24,1800.0,1750.0,284470.0,,1560,-1660,100
2003-03-25,1655.0,1625.0,209167.0,,-6160,5960,200
2003-03-26,1650.0,1660.0,279217.0,,-3780,30,750
2003-03-27,1740.0,1905.0,1318520.0,,6250,-3350,-1850
2003-03-28,1950.0,1890.0,1079100.0,,-2610,3260,1300
2003-03-31,1850.0,1730.0,382534.0,,-1900,1900,0
2003-04-01,1670.0,1770.0,380490.0,,6530,-4180,-2350
2003-04-02,1805.0,1880.0,1015671.0,,-3970,4120,-150
2003-04-03,2000.0,1840.0,634242.0,,-1390,1390,0
2003-04-04,1835.0,1890.0,440420.0,,-1740,390,1350
2003-04-07,1950.0,2075.0,1095372.0,,-2680,1630,1050
2003-04-08,2005.0,2060.0,453627.0,,-480,-1480,1960
2003-04-09,2050.0,2125.0,777691.0,,600,-1440,840
2003-04-10,2115.0,2150.0,341852.0,,-9890,-7710,17600
2003-04-11,2150.0,2100.0,478100.0,,-390,-1000,1190
2003-04-14,2110.0,2105.0,409845.0,,-6300,5300,1000
2003-04-15,2155.0,2130.0,306719.0,,-3130,2130,1000
2003-04-16,2155.0,2190.0,433704.0,,-3770,2770,1000
2003-04-17,2140.0,2110.0,301160.0,,2800,-6270,3470
2003-04-18,2155.0,2155.0,342836.0,,-17830,15370,2460
2003-04-21,2165.0,2270.0,885162.0,,10494,-7194,-3300
2003-04-22,2330.0,2270.0,539791.0,,11550,-8870,-2630
2003-04-23,2310.0,2370.0,636040.0,,-4720,6010,-1290
2003-04-24,2320.0,2320.0,479812.0,,152,-1312,1160
2003-04-25,2220.0,2100.0,541728.0,,1540,-2270,880
2003-04-28,1975.0,2040.0,319160.0,,-540,540,0
2003-04-29,2100.0,2130.0,349288.0,,-7000,5730,1270
2003-04-30,2100.0,2160.0,351217.0,,-5480,4680,800
2003-05-02,2200.0,2150.0,287674.0,,3520,-3520,0
2003-05-06,2240.0,2170.0,229768.0,,3190,-3190,0
2003-05-07,2200.0,2200.0,277188.0,,-2850,-8630,11480
2003-05-09,2165.0,2200.0,199657.0,,-2570,-4430,0
2003-05-12,2350.0,2275.0,328470.0,,-14940,12940,2000
2003-05-13,2270.0,2155.0,359940.0,,-11290,3060,0
2003-05-14,2160.0,2180.0,225470.0,,2910,-5780,0
2003-05-15,2190.0,2220.0,210730.0,,-10220,7400,0
2003-05-16,2250.0,2160.0,259530.0,,4020,-6880,0
2003-05-19,2100.0,2050.0,218010.0,,2540,-5510,0
2003-05-20,1975.0,2070.0,240890.0,,-1530,-430,-1000
2003-05-21,2060.0,2015.0,176332.0,,-400,3610,-3210
2003-05-22,1990.0,1980.0,288471.0,,-5610,7960,-2350
2003-05-23,2000.0,1995.0,255713.0,,4880,-4820,-360
2003-05-26,2010.0,2050.0,497790.0,,-7780,5760,-780
2003-05-27,2045.0,2005.0,340964.0,,-378,-2422,0
2003-05-28,2060.0,2005.0,365520.0,,-13640,11950,-1160
2003-05-29,2015.0,1990.0,321410.0,,-5370,2520,0
2003-05-30,1980.0,1980.0,300560.0,,5200,-8000,0
2003-06-02,1985.0,2050.0,455854.0,,-13275,10415,350
2003-06-03,2075.0,2035.0,281680.0,,7170,-9460,-400
2003-06-04,2055.0,2135.0,638501.0,,-2290,-420,20
2003-06-05,2170.0,2130.0,413425.0,,-2490,-200,0
2003-06-09,2100.0,2115.0,286440.0,,-2280,50,0
2003-06-10,2110.0,2040.0,260626.0,,500,-2520,0
2003-06-11,2040.0,2030.0,233710.0,,-260,260,0
2003-06-12,2045.0,2120.0,842363.0,,10318,3662,-13980
2003-06-13,2170.0,2300.0,1151229.0,,-280,280,0
2003-06-16,2270.0,2235.0,422820.0,,970,-970,0
2003-06-17,2300.0,2265.0,538154.0,,-9956,9956,0
