Symbol,신도리코_시가(원),신도리코_종가(원),신도리코_거래량(주),신도리코_PER(IFRS-연결),신도리코_순매수수량(개인)(주),신도리코_순매수수량(기관계)(주),신도리코_순매수수량(외국인계)(주)
2001-10-31,39300.0,40600.0,3450.0,10.24,-1960,1860,100
2001-11-01,40500.0,40350.0,5980.0,10.17,-110,1060,-1350
2001-11-02,40700.0,40000.0,39730.0,10.08,16850,1160,-15860
2001-11-05,40000.0,40500.0,10430.0,10.21,-3360,4860,100
2001-11-06,40500.0,41600.0,83790.0,10.49,-3430,-7890,8870
2001-11-07,41500.0,41900.0,312730.0,10.56,4930,-286520,279550
2001-11-08,42500.0,41900.0,28570.0,10.56,-2290,520,1130
2001-11-09,42000.0,42000.0,52760.0,10.59,4350,-21390,14960
2001-11-12,40300.0,42000.0,8360.0,10.59,-1720,1720,0
2001-11-13,41500.0,42000.0,18690.0,10.59,-370,1980,-2510
2001-11-14,41500.0,41500.0,36090.0,10.46,1440,4160,-5600
2001-11-15,41500.0,41000.0,52940.0,10.34,4250,16120,-2590
2001-11-16,41500.0,43000.0,56670.0,10.84,-10050,9820,3060
2001-11-19,44900.0,42750.0,86480.0,10.78,9310,-11790,20
2001-11-20,43000.0,44500.0,31530.0,11.22,-7960,15200,760
2001-11-21,45000.0,46100.0,54720.0,11.62,390,-9490,5420
2001-11-22,45500.0,45000.0,26160.0,11.35,220,1610,-3240
2001-11-23,46000.0,46900.0,81390.0,11.82,-5230,-7510,11770
2001-11-26,47500.0,47950.0,59530.0,12.09,-7200,-20130,28210
2001-11-27,47100.0,48300.0,50440.0,12.18,-6710,-17830,22140
2001-11-28,48200.0,47500.0,34090.0,11.98,-3490,810,2360
2001-11-29,47000.0,48500.0,26770.0,12.23,-6310,4600,1990
2001-11-30,50000.0,49400.0,17690.0,12.45,1170,-3170,0
2001-12-03,49000.0,48600.0,30850.0,12.25,6240,-2460,-5140
2001-12-04,47800.0,47950.0,40550.0,12.09,4440,-3000,-5000
2001-12-05,48200.0,48300.0,45160.0,12.18,-10850,4870,4600
2001-12-06,49000.0,49800.0,64210.0,12.56,-5960,-27610,29060
2001-12-07,49800.0,49000.0,53670.0,12.35,8340,21560,-27730
2001-12-10,48500.0,47700.0,37380.0,12.03,5270,-5130,20
2001-12-11,46700.0,46700.0,18850.0,11.77,7600,60,-8900
2001-12-12,45550.0,46600.0,38170.0,11.75,1180,2400,-4230
2001-12-13,47500.0,47100.0,121320.0,11.87,-8660,-31950,49540
2001-12-14,46950.0,46250.0,30830.0,11.66,7620,-3160,-5060
2001-12-17,46800.0,50000.0,106530.0,12.61,10230,-15780,4630
2001-12-18,49700.0,50400.0,85170.0,12.71,-10960,5450,3530
2001-12-19,50600.0,51000.0,53200.0,12.86,14030,-4200,-9920
2001-12-20,51900.0,54200.0,92670.0,13.66,-8780,-23150,31810
2001-12-21,54000.0,53000.0,57030.0,13.36,1070,-5210,5910
2001-12-24,52100.0,52200.0,37040.0,13.16,-3890,5960,-1450
2001-12-26,52200.0,51200.0,50860.0,12.91,9630,-9810,0
2001-12-27,49550.0,51500.0,36890.0,12.98,-8620,13120,-4550
2001-12-28,52000.0,51900.0,39810.0,13.08,-4520,3760,-100
2002-01-02,52000.0,51300.0,31810.0,10.55,3870,8320,-12120
2002-01-03,51100.0,50200.0,50050.0,10.33,10540,8680,-20980
2002-01-04,50500.0,49900.0,115253.0,10.27,36361,-24911,-11930
2002-01-07,51500.0,53200.0,121970.0,10.94,-5680,-28670,34580
2002-01-08,53200.0,52900.0,37200.0,10.88,-9440,10810,0
2002-01-09,52500.0,51300.0,50836.0,10.55,5656,2634,-8930
2002-01-10,51300.0,50000.0,55770.0,10.29,19480,-15960,-3370
2002-01-11,50500.0,51500.0,38200.0,10.59,-15600,30,16000
2002-01-14,51100.0,51800.0,27700.0,10.66,-11880,1850,9750
2002-01-15,52200.0,51600.0,28530.0,10.62,-6610,-9260,17710
2002-01-16,51200.0,51200.0,28510.0,10.53,1060,-940,700
2002-01-17,50500.0,50800.0,30230.0,10.45,-4900,3840,760
2002-01-18,51100.0,51300.0,22120.0,10.55,-6280,-350,6350
2002-01-21,51100.0,51900.0,22271.0,10.68,-6719,4729,350
2002-01-22,50500.0,52400.0,36653.0,10.78,-4787,3707,950
2002-01-23,52800.0,55800.0,73252.0,11.48,-21410,-6520,27600
2002-01-24,53500.0,57600.0,56640.0,11.85,-15910,9900,8270
2002-01-25,58000.0,57600.0,25200.0,11.85,-12610,11890,2200
2002-01-28,57600.0,57000.0,16030.0,11.73,-1050,350,600
2002-01-29,57000.0,55500.0,15448.0,11.42,-419,2471,-3410
2002-01-30,55000.0,53200.0,25450.0,10.94,4820,5810,-10810
2002-01-31,53400.0,52300.0,47731.0,10.76,10190,4500,-14740
2002-02-01,52500.0,53000.0,31570.0,10.9,-20,-4810,4900
2002-02-04,53500.0,53000.0,27712.0,10.9,240,3550,-4000
2002-02-05,52000.0,52500.0,26160.0,10.8,2560,-2350,-600
2002-02-06,52800.0,52500.0,21043.0,10.8,2373,407,-2810
2002-02-07,52200.0,51500.0,26190.0,10.59,5560,-3460,-2260
2002-02-08,51500.0,51500.0,18768.0,10.59,-320,3790,-3460
2002-02-14,52500.0,53000.0,35742.0,10.9,9020,-4380,-3350
2002-02-15,53100.0,53300.0,16580.0,10.97,-3152,3710,-1368
2002-02-18,53000.0,53000.0,21390.0,10.9,1850,-4620,3000
2002-02-19,53700.0,51900.0,19410.0,10.68,6840,-8390,-3290
2002-02-20,51500.0,52600.0,16314.0,10.82,-970,3830,-2320
2002-02-21,52600.0,54000.0,25285.0,11.11,-5475,3335,1590
2002-02-22,54100.0,55400.0,69230.0,11.4,-6830,-37820,44290
2002-02-25,56000.0,55000.0,17870.0,11.31,-5010,5380,-1800
2002-02-26,55000.0,55000.0,34430.0,11.31,-1430,-3910,5000
2002-02-27,55000.0,55000.0,23470.0,11.31,-3840,3910,-190
2002-02-28,55000.0,54800.0,32190.0,11.27,1890,-1700,-1880
2002-03-04,55400.0,54800.0,128004.0,11.27,9786,-31406,22620
2002-03-05,55100.0,55500.0,90811.0,11.42,14390,-20810,10020
2002-03-06,56000.0,58000.0,63220.0,11.93,-4280,-10180,13380
2002-03-07,58400.0,56000.0,29188.0,11.52,-7338,9668,-4960
2002-03-08,56800.0,55900.0,15816.0,11.5,-9400,8820,0
2002-03-11,55000.0,55500.0,36705.0,11.42,-85,1535,-2730
2002-03-12,55700.0,56900.0,24710.0,11.71,-5860,-3090,9000
2002-03-13,56400.0,55600.0,35990.0,11.44,4940,-4680,1700
2002-03-14,56100.0,56000.0,48110.0,11.52,3300,-14410,11150
2002-03-15,55100.0,56600.0,63090.0,11.64,6120,-6150,0
2002-03-18,58300.0,56800.0,42775.0,11.69,1570,210,-2500
2002-03-19,56800.0,60000.0,79410.0,12.34,-7840,-8730,16980
2002-03-20,60200.0,59900.0,40440.0,12.32,-3470,-1580,3000
2002-03-21,59100.0,62000.0,38480.0,12.75,-11940,9690,0
2002-03-22,62000.0,61900.0,53780.0,12.73,-7250,5720,700
2002-03-25,62400.0,58900.0,60990.0,12.12,7970,-8620,-410
2002-03-26,59300.0,59700.0,23390.0,12.28,-8790,5520,1560
2002-03-27,60000.0,60300.0,18130.0,12.41,-1780,1510,0
2002-03-28,59800.0,59000.0,31391.0,12.14,-5350,-4890,11000
2002-03-29,59900.0,60100.0,21876.0,12.36,-806,1506,0
2002-04-01,60000.0,58000.0,58200.0,11.93,9600,-9230,0
2002-04-02,58000.0,59000.0,19490.0,12.14,-3590,940,1280
2002-04-03,59000.0,64000.0,167210.0,13.17,13090,-37360,27240
2002-04-04,62200.0,63000.0,63212.0,12.96,12990,-32790,19400
2002-04-08,64300.0,63000.0,87230.0,12.96,-10930,7690,3040
2002-04-09,64000.0,67400.0,118016.0,13.87,-8240,-25250,33510
2002-04-10,67000.0,63000.0,50256.0,12.96,4120,3960,-9900
2002-04-11,64000.0,68200.0,136610.0,14.03,-3190,-31160,37280
2002-04-12,66200.0,67700.0,72453.0,13.93,8110,-8140,-2280
2002-04-15,68000.0,66700.0,59750.0,13.72,7280,18370,-27210
2002-04-16,66500.0,65800.0,35610.0,13.54,-4740,13470,-7270
2002-04-17,66500.0,67200.0,70100.0,13.82,11090,-4170,-7560
2002-04-18,66200.0,67500.0,36140.0,13.89,-2540,8390,-5330
2002-04-19,66500.0,68000.0,46081.0,13.99,-1710,-8710,11480
2002-04-22,68300.0,69900.0,78006.0,14.38,-10730,-710,11700
2002-04-23,69500.0,68000.0,37076.0,13.99,3970,1060,-7520
2002-04-24,69400.0,68000.0,29115.0,13.99,1020,5960,-6420
2002-04-25,67000.0,66200.0,21317.0,13.62,-6800,6570,140
2002-04-26,67400.0,67400.0,14790.0,13.87,-4150,1180,2870
2002-04-29,65000.0,60600.0,70179.0,12.47,17168,-2858,-7600
2002-04-30,59600.0,57600.0,56833.0,11.85,7670,-12590,4630
2002-05-02,60900.0,58500.0,22400.0,12.03,5630,-7540,2210
2002-05-03,58000.0,59700.0,35080.0,12.28,-3900,-9480,13930
2002-05-06,60000.0,61900.0,35611.0,12.73,-1060,-1190,2270
2002-05-07,60000.0,62900.0,19261.0,12.94,-6870,4370,1600
2002-05-08,63000.0,62800.0,24030.0,12.92,-840,470,350
2002-05-09,63800.0,61000.0,39190.0,12.55,-400,-720,100
2002-05-10,62000.0,62000.0,22569.0,12.75,-10610,3370,7400
2002-05-13,61900.0,63000.0,11490.0,12.96,-2790,1390,1210
2002-05-14,62000.0,63100.0,15281.0,12.98,-8359,6250,-6430
2002-05-15,62500.0,64000.0,23290.0,13.17,-6190,12880,-8610
2002-05-16,64200.0,64400.0,11422.0,13.25,-4010,2650,0
2002-05-17,64500.0,65400.0,19410.0,13.45,-5040,4920,-1560
2002-05-20,66500.0,64200.0,14310.0,13.21,3625,-8033,5018
2002-05-21,63000.0,61700.0,26330.0,12.69,3740,6960,-10970
2002-05-22,61000.0,62300.0,17160.0,12.82,-2280,9150,-6930
2002-05-23,62300.0,61600.0,20780.0,12.67,877,-7350,7993
2002-05-24,61900.0,62800.0,13860.0,12.92,-8110,7210,800
2002-05-27,62000.0,62800.0,12040.0,12.92,-20,990,-1010
2002-05-28,62800.0,63200.0,10570.0,13.0,-3290,3310,0
2002-05-29,63000.0,62000.0,45530.0,12.75,140,-25130,25450
2002-05-30,61500.0,62500.0,17870.0,12.86,-2920,13150,-10000
2002-05-31,62900.0,62500.0,15600.0,12.86,-3910,9780,-5840
2002-06-03,62500.0,63400.0,11808.0,13.04,-3852,3462,820
2002-06-04,62200.0,63200.0,16102.0,13.0,950,4370,-5460
2002-06-05,63200.0,63500.0,12410.0,13.06,-3150,5360,-2210
2002-06-07,63500.0,65000.0,54290.0,13.37,-4240,2880,1470
2002-06-10,64500.0,65000.0,21882.0,13.37,2072,7608,-10760
2002-06-11,65100.0,65200.0,14060.0,13.41,1160,-1940,-470
2002-06-12,65200.0,66200.0,32100.0,13.62,-2060,3120,-2260
2002-06-14,65900.0,66200.0,10430.0,13.62,-2910,-480,3300
2002-06-17,66200.0,65300.0,13770.0,13.43,3590,-3160,-400
2002-06-18,65900.0,65000.0,12280.0,13.37,350,-990,-20
2002-06-19,65000.0,62800.0,23290.0,12.92,4070,2490,-7680
2002-06-20,55000.0,62000.0,30544.0,12.75,-4150,-3700,7700
2002-06-21,60600.0,60800.0,22670.0,12.51,3100,4190,-8000
2002-06-24,60600.0,60600.0,14260.0,12.47,-3330,5980,-3590
2002-06-25,61200.0,60300.0,11330.0,12.41,-1290,4340,-3190
2002-06-26,60000.0,59000.0,24380.0,12.14,-5160,-7600,13070
2002-06-27,58900.0,57500.0,22278.0,11.83,2582,648,-3370
2002-06-28,58400.0,58800.0,65310.0,12.1,11850,-13670,890
2002-07-02,56700.0,57800.0,19560.0,11.89,1190,1400,-3340
2002-07-03,58400.0,58300.0,13610.0,11.99,-530,-1040,1540
2002-07-04,58700.0,58100.0,13430.0,11.95,3920,-5410,1590
2002-07-05,57500.0,59000.0,41822.0,12.14,-540,4660,-7580
2002-07-08,61000.0,59900.0,32960.0,12.32,12110,-11420,0
2002-07-09,59900.0,60900.0,41011.0,12.53,-3781,-6969,10830
2002-07-10,60000.0,59900.0,21542.0,12.32,-240,-8620,6820
2002-07-11,58000.0,56200.0,52700.0,11.56,20690,650,-21320
2002-07-12,57200.0,57700.0,26180.0,11.87,2090,-1640,-1200
2002-07-15,57900.0,57500.0,21390.0,11.83,-3730,-1810,5000
2002-07-16,57500.0,56500.0,19080.0,11.62,3960,-1880,-3500
2002-07-18,56800.0,56700.0,12790.0,11.66,-3080,3870,-590
2002-07-19,55700.0,55000.0,43330.0,11.31,9920,-12040,870
2002-07-22,54000.0,53000.0,24640.0,10.9,-7110,2800,3130
2002-07-23,52500.0,54600.0,24500.0,11.23,-3090,3750,-350
2002-07-24,53700.0,55000.0,35452.0,11.31,-1780,-10350,11590
2002-07-25,57000.0,55000.0,30500.0,11.31,-5140,-7700,13800
2002-07-26,54200.0,54300.0,19852.0,11.17,990,-210,0
2002-07-29,53000.0,53900.0,11460.0,11.09,-800,-3270,4060
2002-07-30,54900.0,55000.0,22240.0,11.31,-2930,7820,-4990
2002-07-31,54900.0,53600.0,27470.0,11.03,4130,1900,-5630
2002-08-01,54200.0,53500.0,11353.0,11.01,540,-2240,2290
2002-08-02,52700.0,54000.0,8570.0,11.11,-4640,2580,1840
2002-08-05,53000.0,53000.0,15330.0,10.9,-4080,-7790,12150
2002-08-06,51900.0,51500.0,25550.0,10.59,-2930,8660,-7040
2002-08-07,54000.0,53700.0,15690.0,11.05,-2040,-5530,0
2002-08-08,54000.0,53000.0,25890.0,10.9,2420,-21800,11000
2002-08-09,54000.0,53900.0,8600.0,11.09,-1080,1040,0
2002-08-12,53900.0,54700.0,103540.0,11.25,-2230,400,2250
2002-08-13,55000.0,55800.0,19040.0,11.48,1200,-2670,530
2002-08-14,55100.0,55300.0,20480.0,11.38,2320,7480,-11000
2002-08-16,56000.0,55300.0,17460.0,11.38,1930,-4800,2300
2002-08-19,55800.0,55000.0,13510.0,11.31,680,1440,-2000
2002-08-20,55400.0,56400.0,22600.0,11.6,-6500,3260,3280
2002-08-21,56400.0,55700.0,12988.0,11.46,-772,3582,-2980
2002-08-22,56000.0,55800.0,18282.0,11.48,2560,2890,-5400
2002-08-23,55800.0,56300.0,16570.0,11.58,-6350,570,5820
2002-08-26,56300.0,56500.0,21558.0,11.62,-50,460,-530
2002-08-27,56500.0,56300.0,15440.0,11.58,950,-5320,4500
2002-08-28,56500.0,56600.0,7870.0,11.64,-1900,4420,-2530
2002-08-29,56000.0,56000.0,47020.0,11.52,3418,-11350,7532
2002-08-30,56500.0,56700.0,20830.0,11.66,-360,-3580,4030
2002-09-02,56500.0,57400.0,13170.0,11.81,-2260,-1150,3570
2002-09-03,59800.0,56200.0,20280.0,11.56,5996,-6046,0
2002-09-04,56200.0,56000.0,20660.0,11.52,-120,-6070,6310
2002-09-05,55400.0,56000.0,8130.0,11.52,-930,60,1200
2002-09-06,56200.0,56600.0,28660.0,11.64,-6950,-16580,24170
2002-09-09,57000.0,58000.0,57150.0,11.93,-7830,-32880,40370
2002-09-10,58900.0,60000.0,96555.0,12.34,-1795,-62165,65220
2002-09-11,60900.0,62500.0,71966.0,12.86,-1400,-44540,47960
2002-09-12,63000.0,64600.0,81978.0,13.29,-15620,-23370,41140
2002-09-13,64000.0,63500.0,26520.0,13.06,-3180,-6330,9650
2002-09-16,64500.0,63800.0,22346.0,13.13,-4378,-4620,8998
2002-09-17,63900.0,64000.0,29730.0,13.17,-6060,7910,-2200
2002-09-18,61300.0,62100.0,24523.0,12.78,93,-9723,7970
2002-09-19,62500.0,63700.0,43219.0,13.1,-861,-6749,7440
2002-09-23,63500.0,63000.0,41249.0,12.96,-1182,-14398,16140
2002-09-24,63000.0,63000.0,17922.0,12.96,-3704,5090,-2006
2002-09-25,63900.0,63100.0,69510.0,12.98,-8800,-18910,25640
2002-09-26,64000.0,63300.0,44600.0,13.02,-5880,-3580,7970
2002-09-27,64000.0,65600.0,96830.0,13.5,-2355,-20585,22780
2002-09-30,65000.0,65300.0,30430.0,13.43,-1950,1080,-1600
2002-10-01,64900.0,66600.0,30820.0,13.7,-1660,-6480,11050
2002-10-02,67600.0,66900.0,32514.0,13.76,-4910,-11540,15920
2002-10-04,66000.0,66500.0,15305.0,13.68,-2635,7645,-4960
2002-10-07,65300.0,62700.0,39720.0,12.9,4160,2190,-7590
2002-10-08,61100.0,60800.0,77380.0,12.51,-2120,12680,-11150
2002-10-09,62000.0,59000.0,49300.0,12.14,1130,-16510,15370
2002-10-10,59000.0,57100.0,56260.0,11.75,-4480,-19830,24050
2002-10-11,58500.0,58000.0,85820.0,11.93,-1620,-17510,2730
2002-10-14,62000.0,61400.0,45131.0,12.63,-3470,-15690,21770
2002-10-15,62000.0,60800.0,40502.0,12.51,10350,4050,-15510
2002-10-16,61600.0,63900.0,49124.0,13.15,-8936,-22120,34370
2002-10-17,63700.0,62500.0,25890.0,12.86,2090,3800,-7670
2002-10-18,64000.0,63000.0,29900.0,12.96,100,-1000,-720
2002-10-21,62300.0,63000.0,47040.0,12.96,-3580,3780,-200
2002-10-22,63500.0,62000.0,23920.0,12.75,767,8213,-12470
2002-10-23,62000.0,63300.0,41310.0,13.02,-3500,9530,-7650
2002-10-24,64400.0,64800.0,34420.0,13.33,-2990,-20170,21530
2002-10-25,65000.0,66700.0,80870.0,13.72,-19134,-24246,42370
2002-10-28,67800.0,68900.0,40340.0,14.17,-8730,-13890,23710
2002-10-29,68900.0,69500.0,19680.0,14.3,-3970,-1440,5900
2002-10-30,70000.0,68500.0,20274.0,14.09,-1630,1680,700
2002-10-31,68200.0,67500.0,20750.0,13.89,780,5750,-7750
2002-11-01,66000.0,66000.0,33570.0,13.58,1200,7520,-8370
2002-11-04,66000.0,67400.0,20750.0,13.87,-2350,12490,-10350
2002-11-05,67000.0,67200.0,17880.0,13.82,-720,-1170,1940
2002-11-06,66600.0,68400.0,45370.0,14.07,-1860,-16510,20570
2002-11-07,67700.0,68400.0,18370.0,14.07,2360,-7540,5700
2002-11-08,67800.0,66800.0,14020.0,13.74,3570,-3510,-1850
2002-11-11,65500.0,63500.0,43390.0,13.06,13540,-1220,-11790
2002-11-12,62500.0,63000.0,15100.0,12.96,1210,4160,-5400
2002-11-13,63300.0,61800.0,58200.0,12.71,15340,10580,-25950
2002-11-14,61800.0,61000.0,62960.0,12.55,12330,4610,-17700
2002-11-15,61800.0,61300.0,80072.0,12.61,28672,6868,-6750
2002-11-18,61600.0,61400.0,34912.0,12.63,15772,-5952,-9980
2002-11-19,61400.0,62400.0,57402.0,12.84,-4410,-19240,23600
2002-11-20,62800.0,64000.0,60130.0,13.17,-1080,-9620,10460
2002-11-21,64800.0,64900.0,60690.0,13.35,-15047,-13653,30710
2002-11-22,65700.0,64800.0,59770.0,13.33,-16903,-20857,40340
2002-11-25,64800.0,66000.0,56980.0,13.58,1666,-20116,19080
2002-11-26,65200.0,64500.0,38894.0,13.27,8074,-1584,-3940
2002-11-27,63600.0,65600.0,30120.0,13.5,-8210,1670,9030
2002-11-28,66000.0,67000.0,37730.0,13.78,-5263,-3977,10350
2002-11-29,66500.0,68800.0,58580.0,14.15,-11592,-12428,23990
2002-12-02,68900.0,69300.0,41996.0,14.26,-12034,-12936,24850
2002-12-03,69200.0,70000.0,50218.0,14.4,-12259,-10811,23800
2002-12-04,69100.0,69700.0,69738.0,14.34,-5440,-18210,23410
2002-12-05,70500.0,70500.0,36250.0,14.5,-1250,1210,-2390
2002-12-06,71000.0,70000.0,29490.0,14.4,-430,-11220,12010
2002-12-09,70100.0,70500.0,22435.0,14.5,-5663,-3277,10030
2002-12-10,70000.0,69000.0,20555.0,14.19,2622,-5232,2380
2002-12-11,69100.0,67500.0,17350.0,13.89,1070,-5710,5320
2002-12-12,68900.0,70900.0,45555.0,14.59,-4850,10100,-3520
2002-12-13,69200.0,68400.0,23427.0,14.07,11920,-13900,2500
2002-12-16,67800.0,66000.0,23040.0,13.58,8100,-1470,-7130
2002-12-17,67200.0,68300.0,20821.0,14.05,-7919,3679,4870
2002-12-18,68800.0,68300.0,20723.0,14.05,-704,-6476,8650
2002-12-20,67600.0,68800.0,14855.0,14.15,-4856,6356,-710
2002-12-23,70000.0,70300.0,23090.0,14.46,-9740,6660,8300
2002-12-24,70800.0,70200.0,6934.0,14.44,-416,2691,-965
2002-12-26,70300.0,69900.0,14955.0,14.38,4170,-2060,-2000
2002-12-27,68100.0,68500.0,18040.0,14.09,-1880,-2200,4250
2002-12-30,68500.0,65500.0,22922.0,13.47,-120,-7640,7710
2003-01-02,64400.0,65500.0,20180.0,10.49,5240,-5390,620
2003-01-03,66100.0,65900.0,27245.0,10.56,8610,-9510,-1950
2003-01-06,66400.0,65100.0,13480.0,10.43,110,-210,40
2003-01-07,66000.0,66100.0,30201.0,10.59,-8110,5870,8550
2003-01-08,66000.0,64100.0,20885.0,10.27,237,2063,-2130
2003-01-09,64700.0,63000.0,38270.0,10.09,3940,-6870,3450
2003-01-10,63900.0,63500.0,31343.0,10.17,-1287,-923,3650
2003-01-13,64300.0,68000.0,28180.0,10.9,-9480,5010,8770
2003-01-14,69000.0,68400.0,15390.0,10.96,-390,-4650,5240
2003-01-15,68000.0,66600.0,21701.0,10.67,5560,-9390,3410
2003-01-16,65800.0,66700.0,11750.0,10.69,-2029,859,100
2003-01-17,65800.0,65000.0,14140.0,10.41,-1641,-3439,3490
2003-01-20,63100.0,65900.0,18820.0,10.56,-2370,-270,1940
2003-01-21,66000.0,64200.0,22671.0,10.29,9070,-5270,-3220
2003-01-22,63200.0,62800.0,23120.0,10.06,6210,-1480,-4930
2003-01-23,63600.0,64800.0,22730.0,10.38,-10530,15150,-4930
2003-01-24,64100.0,62600.0,12270.0,10.03,-830,610,1860
2003-01-27,62100.0,61700.0,26730.0,9.89,1510,-5540,5760
2003-01-28,61300.0,62300.0,6890.0,9.98,-3010,-1330,4540
2003-01-29,63300.0,61000.0,29140.0,9.77,4900,-8180,3760
2003-01-30,62500.0,62300.0,9890.0,9.98,-190,1110,-660
2003-02-03,61500.0,62200.0,11660.0,9.97,-1770,4930,-3370
2003-02-04,62700.0,62400.0,14865.0,10.0,1870,-70,-2720
2003-02-05,61700.0,62900.0,11581.0,10.08,-2540,2190,70
2003-02-06,62200.0,64800.0,22120.0,10.38,-9670,-4230,18630
2003-02-07,65000.0,64000.0,13430.0,10.25,-430,-4780,5240
2003-02-10,65000.0,62900.0,10860.0,10.08,1940,3830,-5980
2003-02-11,63400.0,62500.0,16290.0,10.01,220,-6410,8430
2003-02-12,61600.0,62600.0,6350.0,10.03,340,550,-890
2003-02-13,63400.0,61800.0,36450.0,9.9,3400,4590,-6270
2003-02-14,61200.0,60800.0,14340.0,9.74,6850,1010,-7820
2003-02-17,61400.0,61000.0,27530.0,9.77,10730,6050,-16780
2003-02-18,61700.0,63000.0,20106.0,10.09,-10620,6990,4370
2003-02-19,64000.0,63000.0,17720.0,10.09,-6470,480,5860
2003-02-20,62300.0,65200.0,20434.0,10.45,-7740,5670,1000
2003-02-21,64400.0,64800.0,13050.0,10.38,-2080,-990,100
2003-02-24,64200.0,65500.0,23910.0,10.49,-5300,19000,-13560
2003-02-25,65000.0,63000.0,22420.0,10.09,3250,830,-4070
2003-02-26,62400.0,60600.0,40120.0,9.71,19950,7560,-25930
2003-02-27,60000.0,56000.0,79653.0,8.97,25297,6343,-31650
2003-02-28,56800.0,58400.0,30580.0,9.36,-9720,-7100,16920
2003-03-03,58000.0,58800.0,15672.0,9.42,-5570,1290,4240
2003-03-04,58100.0,56300.0,30840.0,9.02,8828,8470,-16258
2003-03-05,55000.0,55200.0,25820.0,8.84,1000,8300,-9140
2003-03-06,55800.0,54100.0,27800.0,8.67,1020,-1300,320
2003-03-07,53000.0,53000.0,50360.0,8.49,-4520,6670,1540
2003-03-10,51000.0,52100.0,19250.0,8.35,-940,4770,-4230
2003-03-11,51000.0,54500.0,12030.0,8.73,-8370,5900,3820
2003-03-12,54000.0,57300.0,44720.0,9.18,-8490,-13140,18400
2003-03-13,55900.0,57900.0,43670.0,9.28,-3460,-5210,4880
2003-03-14,60500.0,57000.0,24500.0,9.13,7170,-250,-4140
2003-03-17,57400.0,56000.0,18290.0,8.97,-5400,3250,2200
2003-03-18,57200.0,57400.0,17531.0,9.2,-660,-1630,1750
2003-03-19,56300.0,56300.0,22940.0,9.02,-430,-4530,-920
2003-03-20,57700.0,57000.0,27280.0,9.13,5280,290,-10590
2003-03-21,57000.0,57200.0,32560.0,9.16,5390,9670,-18900
2003-03-24,58000.0,57500.0,48170.0,9.21,-3453,-477,3930
2003-03-25,56200.0,58500.0,52710.0,9.37,-6800,26760,-19000
2003-03-26,58100.0,57700.0,20410.0,9.24,-1160,10250,-9120
2003-03-27,56500.0,56500.0,17980.0,9.05,4480,1550,-6000
2003-03-28,55800.0,56500.0,23850.0,9.05,4064,6396,-10530
2003-03-31,55300.0,56000.0,16010.0,8.97,-3470,5390,-2110
2003-04-01,55900.0,55500.0,38750.0,8.89,-300,5470,-5220
2003-04-02,54800.0,58000.0,38120.0,9.29,-2440,8100,-5560
2003-04-03,58500.0,58000.0,55700.0,9.29,-3290,6570,-3840
2003-04-04,56500.0,57000.0,34030.0,9.13,8590,15200,-23430
2003-04-07,57100.0,58800.0,18220.0,9.42,-1530,5770,-5470
2003-04-08,58600.0,59500.0,17260.0,9.53,-3640,5340,-1940
2003-04-09,58500.0,58800.0,12100.0,9.42,-800,2870,-2200
2003-04-10,58500.0,58800.0,27790.0,9.42,-1120,4320,-3550
2003-04-11,58500.0,59600.0,17810.0,9.55,-5570,4700,840
2003-04-14,59900.0,61000.0,17010.0,9.77,-3950,2700,800
2003-04-15,61500.0,61000.0,12738.0,9.77,1943,-1233,400
2003-04-16,61500.0,62500.0,18071.0,10.01,-4197,877,3290
2003-04-17,62000.0,64900.0,17001.0,10.4,-6220,1400,4900
2003-04-18,65400.0,67600.0,21521.0,10.83,-4430,-2630,8400
2003-04-21,68000.0,69000.0,12040.0,11.06,-4040,3670,450
2003-04-22,68000.0,64200.0,26320.0,10.29,12510,-860,-11480
2003-04-23,63800.0,64200.0,15740.0,10.29,-613,7933,-7620
2003-04-24,64300.0,61700.0,12350.0,9.89,2550,3580,-5930
2003-04-25,60600.0,60000.0,31851.0,9.61,4840,-6640,1290
