Symbol,부광약품_시가(원),부광약품_종가(원),부광약품_거래량(주),부광약품_PER(IFRS-연결),부광약품_순매수수량(개인)(주),부광약품_순매수수량(기관계)(주),부광약품_순매수수량(외국인계)(주)
2001-11-07,6400.0,6120.0,247460.0,17.69,13830,-4230,0
2001-11-08,6300.0,6300.0,280290.0,18.22,-16260,13750,0
2001-11-09,6480.0,6550.0,314100.0,18.94,9620,-2350,-1510
2001-11-12,6500.0,6470.0,250780.0,18.71,3510,180,0
2001-11-13,6210.0,6250.0,182950.0,18.07,-7820,7260,0
2001-11-14,6120.0,6150.0,243030.0,17.78,-900,900,0
2001-11-15,6110.0,6250.0,1097640.0,18.07,-29970,15420,0
2001-11-16,6270.0,6100.0,461170.0,17.64,-14690,13630,0
2001-11-19,6010.0,6010.0,359220.0,17.38,-12440,12190,270
2001-11-20,6060.0,5900.0,337060.0,17.06,-4050,4190,1090
2001-11-21,5850.0,6000.0,198240.0,17.35,-13470,12340,360
2001-11-22,5910.0,5900.0,166920.0,17.06,18620,-3760,0
2001-11-23,5820.0,5720.0,273690.0,16.54,-18700,7300,0
2001-11-26,5790.0,5750.0,324180.0,16.63,-2620,7420,0
2001-11-27,5840.0,5810.0,216710.0,16.8,-37500,30300,2640
2001-11-28,5700.0,5650.0,204980.0,16.33,-16220,19560,180
2001-11-29,5610.0,5500.0,207250.0,15.9,10130,-3970,0
2001-11-30,5550.0,5630.0,196390.0,16.28,5700,-4940,0
2001-12-03,5730.0,5590.0,171830.0,16.16,19270,-18950,0
2001-12-04,5690.0,5760.0,252580.0,16.65,4200,-9520,0
2001-12-05,5700.0,5750.0,176630.0,16.63,-3820,5530,0
2001-12-06,5800.0,5740.0,214600.0,16.6,-11860,11830,260
2001-12-07,5700.0,5800.0,279230.0,16.77,-34930,19000,8670
2001-12-10,5800.0,5650.0,171990.0,16.33,5610,-6560,2090
2001-12-11,5700.0,5580.0,122360.0,16.13,5130,-3610,-130
2001-12-12,5450.0,5530.0,133550.0,15.99,-1470,1190,60
2001-12-13,5540.0,5400.0,227680.0,15.61,80860,-72500,800
2001-12-14,5410.0,5500.0,193260.0,15.9,9890,-7780,-130
2001-12-17,5610.0,5480.0,176100.0,15.84,17250,-1700,-520
2001-12-18,5570.0,5350.0,140750.0,15.47,110,3480,3990
2001-12-19,5330.0,5200.0,131610.0,15.03,-1400,3100,-2100
2001-12-20,5200.0,5210.0,123510.0,15.06,2880,-2880,0
2001-12-21,5120.0,5130.0,145370.0,14.83,27150,-20850,-5600
2001-12-24,5140.0,5050.0,96890.0,14.6,-2330,2330,0
2001-12-26,4970.0,5070.0,94040.0,14.66,5150,-5150,0
2001-12-27,5070.0,5160.0,84120.0,14.92,4730,-4950,260
2001-12-28,5210.0,5270.0,82160.0,15.24,-15030,12250,100
2002-01-02,5320.0,5300.0,94829.0,15.32,-5930,6150,0
2002-01-03,5320.0,5310.0,86382.0,15.35,-8097,7537,0
2002-01-04,5330.0,5380.0,92136.0,15.55,-9530,7710,360
2002-01-07,5500.0,5460.0,154334.0,15.79,2870,-2490,-260
2002-01-08,5500.0,5530.0,264947.0,15.99,1310,-3520,1970
2002-01-09,5500.0,5600.0,138341.0,16.19,12321,-11391,0
2002-01-10,5600.0,5440.0,142820.0,15.73,38540,-34820,0
2002-01-11,5520.0,5700.0,394337.0,16.48,1300,-1300,0
2002-01-14,6100.0,5780.0,1117810.0,16.71,7500,840,0
2002-01-15,5780.0,5600.0,293870.0,16.19,19820,-17960,-590
2002-01-16,5650.0,5460.0,127942.0,15.79,-1570,1570,0
2002-01-17,5350.0,5320.0,174810.0,15.38,-9830,8550,820
2002-01-18,5320.0,5380.0,154470.0,15.55,6130,-5900,0
2002-01-21,5290.0,5550.0,119040.0,16.05,-9110,7080,660
2002-01-22,5680.0,5550.0,179130.0,16.05,6820,-6040,0
2002-01-23,5600.0,5570.0,159458.0,16.11,-32000,29970,110
2002-01-24,5650.0,5670.0,198500.0,16.39,-21170,18620,1540
2002-01-25,5760.0,5840.0,483738.0,16.89,-25200,16910,4840
2002-01-28,5950.0,5800.0,205830.0,16.77,-1280,880,0
2002-01-29,5800.0,5710.0,160790.0,16.51,-9860,8410,220
2002-01-30,5610.0,5600.0,114645.0,16.19,1870,-1870,0
2002-01-31,5680.0,5650.0,100570.0,16.33,12490,-10670,0
2002-02-01,5670.0,5660.0,129960.0,16.37,21050,-19710,0
2002-02-04,5670.0,5720.0,172948.0,16.54,6760,-6470,0
2002-02-05,5720.0,5610.0,102297.0,16.22,6329,-5919,0
2002-02-06,5600.0,5470.0,143830.0,15.81,-1770,-960,0
2002-02-07,5450.0,5390.0,106190.0,15.58,2750,-2820,0
2002-02-08,5400.0,5450.0,79340.0,15.76,4270,-3880,0
2002-02-14,5410.0,5500.0,159955.0,15.9,10480,-3260,-7550
2002-02-15,5550.0,5490.0,91220.0,15.88,-14050,14050,0
2002-02-18,5410.0,5550.0,151640.0,16.05,22940,-2800,0
2002-02-19,5500.0,5500.0,115559.0,15.9,7669,-7449,0
2002-02-20,5550.0,5460.0,96910.0,15.79,-4930,40,0
2002-02-21,5510.0,5600.0,166130.0,16.19,-10740,10740,0
2002-02-22,5700.0,5870.0,715920.0,16.97,1289,171,0
2002-02-25,5900.0,5780.0,211720.0,16.71,-2510,3670,-1160
2002-02-26,5800.0,5740.0,185980.0,16.6,-18630,13620,0
2002-02-27,5710.0,6000.0,438960.0,17.35,-22600,17160,5440
2002-02-28,6200.0,5900.0,399141.0,17.06,23270,1840,0
2002-03-04,6000.0,5880.0,224042.0,17.0,-14370,9950,330
2002-03-05,5900.0,5740.0,197394.0,16.6,9610,-10120,0
2002-03-06,5780.0,5800.0,185927.0,16.77,1397,-110,-287
2002-03-07,5900.0,5810.0,226751.0,16.8,-4750,710,0
2002-03-08,5810.0,6000.0,211850.0,17.35,9740,-6700,0
2002-03-11,6030.0,6020.0,231920.0,17.4,15480,-10370,0
2002-03-12,6050.0,6340.0,851460.0,18.33,19290,-2090,-15190
2002-03-13,6300.0,6300.0,723300.0,18.22,9300,-10100,500
2002-03-14,6500.0,6350.0,1129790.0,18.36,4540,1910,-5850
2002-03-15,6450.0,6440.0,635740.0,18.62,11370,-930,-600
2002-03-18,6490.0,6440.0,428150.0,18.62,13170,-13170,0
2002-03-19,6490.0,6350.0,383680.0,18.36,-12970,4150,0
2002-03-20,6310.0,6570.0,635190.0,19.0,-3010,2220,-70
2002-03-21,6520.0,6550.0,682370.0,18.94,-16330,10680,5100
2002-03-22,6700.0,6400.0,406450.0,18.51,-21280,10680,10050
2002-03-25,6400.0,6340.0,396946.0,18.33,-2350,3990,-1170
2002-03-26,6310.0,6920.0,1045328.0,20.01,-15790,13540,2820
2002-03-27,6890.0,6970.0,2015263.0,20.15,-119890,18410,100570
2002-03-28,6970.0,6640.0,704700.0,19.2,96390,4230,-100620
2002-03-29,6640.0,6410.0,374894.0,18.53,-1574,-816,0
2002-04-01,6450.0,5920.0,399650.0,18.61,11660,-10760,0
2002-04-02,5750.0,6010.0,236150.0,18.89,-4780,1720,2400
2002-04-03,6010.0,5920.0,236130.0,18.61,2150,-2010,0
2002-04-04,5930.0,6130.0,203570.0,19.27,-7890,7250,640
2002-04-08,6120.0,6100.0,183740.0,19.18,-9650,9530,120
2002-04-09,6100.0,5890.0,176400.0,18.52,-7140,6940,200
2002-04-10,5800.0,5630.0,186520.0,17.7,1630,-1720,0
2002-04-11,5680.0,5500.0,191630.0,17.29,46090,-37860,-7080
2002-04-12,5580.0,5830.0,208030.0,18.33,-31089,31089,0
2002-04-15,5800.0,6030.0,267621.0,18.95,-2600,2790,0
2002-04-16,6150.0,6460.0,707549.0,20.3,41050,-41860,900
2002-04-17,6460.0,6550.0,462853.0,20.59,-88260,85760,820
2002-04-18,6520.0,6360.0,192621.0,19.99,-13630,13630,0
2002-04-19,6220.0,6200.0,156960.0,19.49,2300,-2410,0
2002-04-22,6200.0,5960.0,200050.0,18.74,-8880,8380,0
2002-04-23,6010.0,5900.0,161620.0,18.55,170,-170,0
2002-04-24,6030.0,6120.0,544432.0,19.24,92280,-82280,0
2002-04-25,6000.0,5800.0,242310.0,18.23,7310,4270,350
2002-04-26,5700.0,5840.0,214670.0,18.36,-1410,1320,0
2002-04-29,5700.0,5610.0,146580.0,17.63,-630,490,0
2002-04-30,5620.0,5530.0,220130.0,17.38,67860,970,-68740
2002-05-02,5600.0,5550.0,225790.0,17.45,100450,-3910,-96160
2002-05-03,5580.0,5520.0,157080.0,17.35,24980,-4220,-20100
2002-05-06,5520.0,5530.0,125310.0,17.38,6740,-6620,0
2002-05-07,5530.0,5660.0,122822.0,17.79,-4910,4410,0
2002-05-08,5650.0,5550.0,156320.0,17.45,190,310,0
2002-05-09,5650.0,5550.0,172280.0,17.45,32680,-8840,-1000
2002-05-10,5550.0,5480.0,114500.0,17.23,830,-830,0
2002-05-13,5550.0,5530.0,82210.0,17.38,-810,810,0
2002-05-14,5540.0,5530.0,62600.0,17.38,-4130,4130,-4130
2002-05-15,5550.0,5620.0,127095.0,17.67,-7380,7380,0
2002-05-16,5620.0,5570.0,68200.0,17.51,-1600,1360,0
2002-05-17,5600.0,5570.0,93190.0,17.51,-8130,7890,0
2002-05-20,5610.0,5570.0,70810.0,17.51,5730,-5490,0
2002-05-21,5510.0,5300.0,162590.0,16.66,14330,-13680,-500
2002-05-22,5300.0,5310.0,130870.0,16.69,4100,-4000,0
2002-05-23,5350.0,5250.0,98690.0,16.5,15500,-15120,0
2002-05-24,5250.0,5220.0,61290.0,16.41,-8870,8830,0
2002-05-27,5160.0,5070.0,111000.0,15.94,200,-290,0
2002-05-28,5090.0,5180.0,58530.0,16.28,-7420,7730,-310
2002-05-29,5180.0,5130.0,64010.0,16.13,15240,-14940,0
2002-05-30,5100.0,5160.0,58310.0,16.22,-4420,4550,0
2002-05-31,5110.0,5100.0,66220.0,16.03,-70,400,-190
2002-06-03,5190.0,5050.0,53190.0,15.88,610,-170,0
2002-06-04,5000.0,4975.0,69645.0,15.64,6570,-6430,0
2002-06-05,4950.0,4970.0,40270.0,15.62,-70,70,0
2002-06-07,4920.0,4910.0,56482.0,15.43,16570,-16170,0
2002-06-10,4850.0,5050.0,54130.0,15.88,-1260,2800,0
2002-06-11,4950.0,5080.0,41990.0,15.97,4130,-9950,8100
2002-06-12,5080.0,5340.0,112250.0,16.79,-13420,14200,3670
2002-06-14,5240.0,5370.0,65120.0,16.88,2370,830,0
2002-06-17,5370.0,5230.0,41110.0,16.44,-550,1650,-1020
2002-06-18,5300.0,5260.0,31720.0,16.53,-3800,3800,0
2002-06-19,5180.0,4885.0,74648.0,15.36,2618,-3108,490
2002-06-20,4900.0,4995.0,75190.0,15.7,-1860,1860,0
2002-06-21,4970.0,5000.0,21670.0,15.72,-2400,2420,0
2002-06-24,5000.0,5180.0,90260.0,16.28,-29930,29930,0
2002-06-25,5190.0,5020.0,57300.0,15.78,-14940,14940,0
2002-06-26,5000.0,4800.0,76054.0,15.09,-5250,5250,0
2002-06-27,4990.0,4800.0,42410.0,15.09,620,-620,0
2002-06-28,4860.0,4920.0,49200.0,15.47,2590,-2340,-250
2002-07-02,4800.0,4860.0,54420.0,15.28,19910,-19590,0
2002-07-03,4880.0,4900.0,44940.0,15.4,16710,-16440,0
2002-07-04,4930.0,4910.0,55510.0,15.43,14400,-14400,0
2002-07-05,4980.0,5050.0,99390.0,15.88,-32890,32490,0
2002-07-08,5110.0,4950.0,104780.0,15.56,44190,-44150,0
2002-07-09,4910.0,5070.0,98087.0,15.94,-15290,15090,0
2002-07-10,5050.0,5170.0,83483.0,16.25,2100,-2100,0
2002-07-11,5150.0,4915.0,165310.0,15.45,34270,-32870,-230
2002-07-12,5000.0,5020.0,71320.0,15.78,-9300,8420,0
2002-07-15,5000.0,4955.0,91240.0,15.57,-10090,10090,0
2002-07-16,4880.0,5000.0,100150.0,15.72,860,-860,0
2002-07-18,5060.0,5010.0,45280.0,15.75,-4060,4060,0
2002-07-19,5010.0,4970.0,73970.0,15.62,26700,-25860,0
2002-07-22,4815.0,4700.0,86870.0,14.78,2950,-3040,0
2002-07-23,4850.0,4820.0,49660.0,15.15,-11730,11730,0
2002-07-24,4750.0,4730.0,45880.0,14.87,5560,-5560,0
2002-07-25,4790.0,4800.0,66370.0,15.09,-8110,8110,0
2002-07-26,4900.0,4755.0,92180.0,14.95,-740,740,0
2002-07-29,4800.0,4790.0,74060.0,15.05,2120,-2120,0
2002-07-30,4850.0,4830.0,83060.0,15.18,-7300,7370,0
2002-07-31,4850.0,4800.0,46410.0,15.09,10600,-9970,0
2002-08-01,4750.0,4770.0,44160.0,14.99,5840,-5280,0
2002-08-02,4750.0,4800.0,39650.0,15.09,-2660,2660,0
2002-08-05,4750.0,4735.0,27760.0,14.89,-2240,2240,0
2002-08-06,4655.0,4880.0,222070.0,15.34,-40970,41000,0
2002-08-07,5000.0,4840.0,61620.0,15.22,-2360,2350,10
2002-08-08,4900.0,4750.0,59672.0,14.93,25500,-25500,0
2002-08-09,4860.0,4760.0,51750.0,14.96,-1850,-5650,7500
2002-08-12,4750.0,4800.0,42410.0,15.09,11090,-11090,0
2002-08-13,4810.0,4830.0,44730.0,15.18,-1400,1400,0
2002-08-14,4830.0,4905.0,91540.0,15.42,-4460,4460,0
2002-08-16,4900.0,4890.0,43545.0,15.37,-2120,2080,0
2002-08-19,4950.0,4860.0,41930.0,15.28,920,-920,0
2002-08-20,4850.0,5030.0,157175.0,15.81,35700,13710,0
2002-08-21,5030.0,4890.0,96190.0,15.37,41460,4760,0
2002-08-22,4950.0,4960.0,68725.0,15.59,-2610,2410,100
2002-08-23,5010.0,5170.0,195243.0,16.25,-9200,9180,0
2002-08-26,5170.0,5130.0,83520.0,16.13,-9800,9800,0
2002-08-27,5080.0,4980.0,63812.0,15.65,8730,-8730,0
2002-08-28,4920.0,4950.0,53870.0,15.56,-9850,9850,0
2002-08-29,4920.0,4910.0,46460.0,15.43,880,-880,0
2002-08-30,4910.0,4990.0,37450.0,15.69,-6000,6000,0
2002-09-02,5020.0,5010.0,38510.0,15.75,1430,-1430,0
2002-09-03,5000.0,4920.0,53880.0,15.47,1650,-1650,0
2002-09-04,4900.0,4900.0,54990.0,15.4,13540,-13440,-100
2002-09-05,4900.0,5050.0,84180.0,15.88,5380,-4900,0
2002-09-06,5050.0,5050.0,192310.0,15.88,6000,-5860,0
2002-09-09,5100.0,4850.0,92870.0,15.24,-1530,1530,0
2002-09-10,4850.0,4855.0,76075.0,15.26,-5200,5400,0
2002-09-11,4865.0,4880.0,58200.0,15.34,-260,260,0
2002-09-12,4835.0,4945.0,65750.0,15.55,-8230,6030,280
2002-09-13,4810.0,4820.0,44010.0,15.15,17050,-16810,0
2002-09-16,4850.0,4830.0,43885.0,15.18,1500,-6430,0
2002-09-17,4900.0,5010.0,79920.0,15.75,-8960,9020,0
2002-09-18,5000.0,4960.0,81700.0,15.59,11600,-10960,0
2002-09-19,5000.0,5150.0,417660.0,16.19,-1680,1480,200
2002-09-23,5200.0,5090.0,161270.0,16.0,-500,-100,600
2002-09-24,5050.0,5220.0,426420.0,16.41,-330,740,-500
2002-09-25,5120.0,4895.0,170870.0,15.38,-4660,3760,900
2002-09-26,5020.0,4895.0,86620.0,15.38,220,-420,110
2002-09-27,4860.0,4950.0,69040.0,15.56,1830,4360,-600
2002-09-30,4865.0,4900.0,94630.0,15.4,0,0,0
2002-10-01,4765.0,4810.0,55901.0,15.12,-10670,7120,0
2002-10-02,4900.0,4775.0,96420.0,15.01,18160,-18160,0
2002-10-04,4740.0,4790.0,70970.0,15.05,-16040,16040,0
2002-10-07,4735.0,4680.0,52940.0,14.71,5680,-5520,0
2002-10-08,4625.0,4680.0,53960.0,14.71,-28300,28300,0
2002-10-09,4770.0,4680.0,73260.0,14.71,-16730,10370,0
2002-10-10,4650.0,4480.0,327121.0,14.08,10600,-15710,4980
2002-10-11,4560.0,4430.0,85250.0,13.93,4370,-4330,100
2002-10-14,4460.0,4505.0,73755.0,14.16,-20,800,-1500
2002-10-15,4535.0,4550.0,97920.0,14.3,5870,-2390,-3480
2002-10-16,4575.0,4600.0,70380.0,14.46,1600,-2080,0
2002-10-17,4550.0,4590.0,47433.0,14.43,-1040,320,0
2002-10-18,4635.0,4720.0,86785.0,14.84,11560,-12720,1180
2002-10-21,4720.0,4700.0,40155.0,14.78,4030,-4160,130
2002-10-22,4750.0,4610.0,54630.0,14.49,4220,-4220,0
2002-10-23,4600.0,4630.0,65690.0,14.55,-17350,16900,10
2002-10-24,4720.0,4630.0,53700.0,14.55,20970,-21690,0
2002-10-25,4610.0,4690.0,35510.0,14.74,-5650,4330,600
2002-10-28,4700.0,4800.0,35470.0,15.09,-90,-190,0
2002-10-29,4800.0,4720.0,39210.0,14.84,-3190,2140,90
2002-10-30,4900.0,4700.0,55910.0,14.78,-2240,1520,0
2002-10-31,4715.0,4700.0,41070.0,14.78,-1830,1830,0
2002-11-01,4690.0,4730.0,40740.0,14.87,520,-970,210
2002-11-04,4800.0,4810.0,32730.0,15.12,-9560,12790,-200
2002-11-05,4760.0,4900.0,74830.0,15.4,4980,-5460,0
2002-11-06,4985.0,5100.0,163240.0,16.03,-12120,10920,0
2002-11-07,5100.0,5040.0,61720.0,15.84,5530,-5450,0
2002-11-08,4950.0,4950.0,58700.0,15.56,5700,-5940,0
2002-11-11,5030.0,4900.0,56150.0,15.4,3560,-4440,200
2002-11-12,4830.0,4935.0,35270.0,15.51,-3860,5140,-1200
2002-11-13,4900.0,4915.0,31250.0,15.45,15910,-10140,-5610
2002-11-14,5030.0,5300.0,444255.0,16.66,30790,-36360,5810
2002-11-15,5280.0,5350.0,184620.0,16.82,5940,-3780,-2160
2002-11-18,5400.0,5510.0,290739.0,17.32,1510,-1510,-960
2002-11-19,5540.0,5450.0,542270.0,17.13,-4940,4940,0
2002-11-20,5450.0,5650.0,540788.0,17.76,-74177,13887,58730
2002-11-21,5700.0,5600.0,244641.0,17.6,-17110,16270,0
2002-11-22,5610.0,5710.0,236055.0,17.95,-5940,5610,130
2002-11-25,5900.0,5500.0,1335270.0,17.29,-16220,8910,1630
2002-11-26,5500.0,5240.0,360783.0,16.47,-2900,-8160,2000
2002-11-27,5240.0,5390.0,281010.0,16.94,430,2250,1320
2002-11-28,5330.0,5250.0,249606.0,16.5,220,880,3880
2002-11-29,5180.0,5190.0,133564.0,16.32,-960,-740,480
2002-12-02,5210.0,5220.0,120540.0,16.41,2190,-1690,0
2002-12-03,5230.0,5250.0,75873.0,16.5,-3060,1860,2200
2002-12-04,5300.0,5100.0,84624.0,16.03,-5290,1970,2120
2002-12-05,5120.0,5130.0,131000.0,16.13,-10620,10740,-120
2002-12-06,5070.0,5080.0,100379.0,15.97,4690,-5820,-320
2002-12-09,5080.0,5030.0,93010.0,15.81,3559,-3179,0
2002-12-10,4950.0,5140.0,228660.0,16.16,-2370,3660,0
2002-12-11,5300.0,5080.0,93854.0,15.97,7750,-7750,0
2002-12-12,5100.0,5040.0,98534.0,15.84,2620,-5580,2440
2002-12-13,5040.0,5070.0,124236.0,15.94,24690,-23830,0
2002-12-16,5080.0,5000.0,117220.0,15.72,8940,-8200,0
2002-12-17,5020.0,5000.0,71570.0,15.72,-1710,2510,-1000
2002-12-18,5000.0,4985.0,61281.0,15.67,-70,70,0
2002-12-20,4990.0,4945.0,67590.0,15.55,-11420,11420,0
2002-12-23,4950.0,4835.0,94410.0,15.2,-13890,14090,0
2002-12-24,4835.0,4700.0,91720.0,14.78,-4020,3980,0
2002-12-26,4700.0,4590.0,75400.0,14.43,1650,2350,0
2002-12-27,4660.0,4560.0,59280.0,14.33,10480,-7090,-3150
2002-12-30,4525.0,4550.0,77890.0,14.3,-2620,5620,-3000
2003-01-02,4630.0,4600.0,61260.0,14.46,14980,-14220,-680
2003-01-03,4700.0,4700.0,73940.0,14.78,14410,-13370,-200
2003-01-06,4670.0,4700.0,45310.0,14.78,2510,-2610,100
2003-01-07,4720.0,4620.0,97141.0,14.52,10610,-10140,10
2003-01-08,4670.0,4580.0,61335.0,14.4,-1650,1890,0
2003-01-09,4580.0,4470.0,79913.0,14.05,23530,-12080,-10090
2003-01-10,4510.0,4430.0,108430.0,13.93,2130,-2210,160
2003-01-13,4515.0,4495.0,43750.0,14.13,-7840,7600,80
2003-01-14,4485.0,4590.0,43600.0,14.43,5200,-5400,120
2003-01-15,4580.0,4615.0,78980.0,14.51,3580,-3500,240
2003-01-16,4605.0,4600.0,24030.0,14.46,-5540,5340,200
2003-01-17,4570.0,4560.0,45640.0,14.33,3480,-3720,240
2003-01-20,4460.0,4550.0,30493.0,14.3,160,-240,80
2003-01-21,4550.0,4550.0,32170.0,14.3,2710,-1510,-1200
2003-01-22,4550.0,4590.0,34660.0,14.43,-3750,4340,-590
2003-01-23,4630.0,4670.0,47940.0,14.68,-13490,12930,560
2003-01-24,4630.0,4550.0,40770.0,14.3,1420,-2330,910
2003-01-27,4460.0,4450.0,55200.0,13.99,11860,-11780,0
2003-01-28,4340.0,4420.0,92951.0,13.89,2940,-2940,0
2003-01-29,4500.0,4410.0,69720.0,13.86,2960,-1760,-1200
2003-01-30,4405.0,4420.0,16806.0,13.89,210,0,-210
2003-02-03,4390.0,4445.0,20640.0,13.97,-2600,2640,-40
2003-02-04,4500.0,4435.0,27090.0,13.94,3760,-2620,-1140
2003-02-05,4435.0,4450.0,38610.0,13.99,1750,-1750,0
2003-02-06,4410.0,4410.0,49600.0,13.86,5610,-5610,0
2003-02-07,4400.0,4285.0,100945.0,13.47,-20,20,0
2003-02-10,4240.0,4200.0,40970.0,13.21,-2430,2430,0
2003-02-11,4190.0,4190.0,67490.0,13.17,2860,-2860,0
2003-02-12,4160.0,4180.0,21954.0,13.14,-296,296,0
2003-02-13,4200.0,4265.0,65430.0,13.41,-9660,9660,0
2003-02-14,4225.0,4250.0,28420.0,13.36,-150,-290,440
2003-02-17,4270.0,4365.0,33010.0,13.72,-4500,2700,1800
2003-02-18,4385.0,4500.0,62570.0,14.14,-1150,1150,0
2003-02-19,4505.0,4505.0,43100.0,14.16,1590,-2270,680
2003-02-20,4540.0,4455.0,36150.0,14.0,-2520,2520,0
2003-02-21,4410.0,4460.0,18650.0,14.02,2630,-2630,0
2003-02-24,4500.0,4590.0,34440.0,14.43,-15610,12650,2960
2003-02-25,4520.0,4450.0,29420.0,13.99,3090,-3570,480
2003-02-26,4440.0,4455.0,34650.0,14.0,1100,-1140,40
2003-02-27,4490.0,4440.0,22400.0,13.95,4860,-3580,-1280
2003-02-28,4420.0,4430.0,25350.0,13.93,4090,-2930,-1160
2003-03-03,4450.0,4480.0,23630.0,14.08,-4870,3430,1440
2003-03-04,4480.0,4425.0,18560.0,13.91,4270,-4270,0
2003-03-05,4355.0,4350.0,41150.0,13.67,2360,-920,-1200
2003-03-06,4470.0,4300.0,36853.0,13.52,890,-650,0
2003-03-07,4250.0,4300.0,47170.0,13.52,-19220,17300,1920
2003-03-10,4300.0,4240.0,22010.0,13.33,-4060,1660,0
2003-03-11,4180.0,4180.0,21630.0,13.14,-2280,2280,0
2003-03-12,4165.0,4310.0,33870.0,13.55,-11330,10610,0
2003-03-13,4275.0,4590.0,71910.0,14.43,-13720,17440,-3720
2003-03-14,4590.0,4600.0,109170.0,14.46,-4550,4550,0
2003-03-17,4630.0,4510.0,141050.0,14.18,-23470,21520,0
2003-03-18,4630.0,4590.0,59350.0,14.43,-1555,6485,0
2003-03-19,4560.0,4520.0,47230.0,14.21,2225,-2225,0
2003-03-20,4475.0,4600.0,77597.0,14.46,7060,-7480,0
2003-03-21,4600.0,4715.0,115040.0,14.82,-12470,12470,0
2003-03-24,4800.0,4700.0,76570.0,14.78,1970,-2550,580
2003-03-25,4520.0,4555.0,87880.0,14.32,-17240,17080,160
2003-03-26,4600.0,4565.0,76720.0,14.35,-2410,1410,1000
2003-03-27,4570.0,4525.0,49580.0,14.22,320,-920,600
2003-03-28,4520.0,4495.0,35915.0,14.13,3740,-2680,-1060
2003-03-31,4390.0,4420.0,27470.0,13.89,-660,2040,-1380
2003-04-01,4420.0,4355.0,37790.0,10.41,3450,-3170,-280
2003-04-02,4355.0,4450.0,47471.0,10.64,-5190,5190,0
2003-04-03,4515.0,4720.0,329208.0,11.29,-9070,9210,-140
2003-04-04,4680.0,4600.0,137956.0,11.0,-7880,4580,1080
2003-04-07,4960.0,4950.0,446476.0,11.83,-11490,8970,2160
2003-04-08,5000.0,4850.0,176880.0,11.59,-18780,4770,2880
2003-04-09,4800.0,4720.0,97880.0,11.29,-8320,-2940,680
2003-04-10,4630.0,4710.0,91841.0,11.26,-8329,-5551,13040
2003-04-11,4660.0,4620.0,82180.0,11.04,18630,940,920
2003-04-14,4650.0,4670.0,56590.0,11.17,-8160,6100,800
2003-04-15,4750.0,4685.0,59991.0,11.2,18200,-6850,-300
2003-04-16,4710.0,4750.0,99982.0,11.36,-12700,5000,7700
2003-04-17,4800.0,4720.0,60430.0,11.29,-3760,1750,2010
2003-04-18,4785.0,4900.0,194469.0,11.72,-14010,14770,-1600
2003-04-21,4950.0,5170.0,224800.0,12.36,-6400,6560,-160
2003-04-22,5170.0,5070.0,114060.0,12.12,12460,-12140,-280
2003-04-23,5120.0,5080.0,129040.0,12.15,-39150,36910,2240
2003-04-24,5180.0,5100.0,404850.0,12.19,-3690,3690,0
2003-04-25,5100.0,4640.0,219381.0,11.1,9981,-9861,0
2003-04-28,4515.0,4550.0,83520.0,10.88,-2720,2720,0
2003-04-29,4570.0,4710.0,68060.0,11.26,-12950,10350,2600
2003-04-30,4820.0,4930.0,292520.0,11.79,-11630,8590,3040
2003-05-02,4860.0,4860.0,66870.0,11.62,11810,-9810,0
2003-05-06,4860.0,4800.0,39090.0,11.47,2880,2010,-4890
2003-05-07,4800.0,4855.0,104513.0,11.61,22380,-27990,5610
2003-05-09,4890.0,4870.0,142500.0,11.64,-1140,2140,-1000
2003-05-12,4900.0,4930.0,211620.0,11.79,-10880,11790,240
2003-05-13,5000.0,4795.0,89340.0,11.46,15890,-20570,2600
2003-05-14,4790.0,4750.0,75490.0,11.36,2370,-5860,1500
2003-05-15,4805.0,4770.0,30790.0,11.4,-4190,2110,0
2003-05-16,4770.0,4760.0,62630.0,11.38,8310,-10420,0
2003-05-19,4610.0,4710.0,63860.0,11.26,14980,-17170,0
2003-05-20,4605.0,4685.0,39840.0,11.2,4170,-5540,-810
2003-05-21,4710.0,4720.0,59490.0,11.29,8700,-7070,-1630
2003-05-22,4720.0,4670.0,44130.0,11.17,1710,-1310,-280
2003-05-23,4670.0,5100.0,358530.0,12.19,-19250,10840,48670
2003-05-26,5150.0,5430.0,479755.0,12.98,-23850,20300,1500
2003-05-27,5450.0,5500.0,268530.0,13.15,-2479,-4411,4840
2003-05-28,5600.0,5710.0,440137.0,13.65,-48650,46080,-2000
2003-05-29,5580.0,5520.0,534274.0,13.2,-20510,28410,-9990
2003-05-30,5680.0,5340.0,297162.0,12.77,-52100,45230,4820
2003-06-02,5340.0,5400.0,200560.0,12.91,-16900,10400,3640
2003-06-03,5310.0,5440.0,245670.0,13.0,-670,2530,-3850
2003-06-04,5360.0,5370.0,117510.0,12.84,1670,-3380,-280
2003-06-05,5340.0,5270.0,171930.0,12.6,-10010,8020,0
2003-06-09,5270.0,5430.0,656837.0,12.98,530,820,-5000
2003-06-10,5430.0,5240.0,198910.0,12.53,-5440,3170,-720
2003-06-11,5250.0,5300.0,478050.0,12.67,1300,200,0
2003-06-12,5280.0,5280.0,260645.0,12.62,46325,-25845,-5560
2003-06-13,5300.0,5310.0,155955.0,12.7,22865,-17865,-5000
2003-06-16,5340.0,5230.0,159290.0,12.5,15470,-15470,0
