Symbol,삼성전자_시가(원),삼성전자_종가(원),삼성전자_거래량(주),삼성전자_PER(IFRS-연결),삼성전자_순매수수량(개인)(주),삼성전자_순매수수량(기관계)(주),삼성전자_순매수수량(외국인계)(주)
2013-01-25,1460000.0,1417000.0,436418.0,10.4,109399,-12847,-105211
2013-01-28,1396000.0,1372000.0,618708.0,10.07,135489,89494,-231844
2013-01-29,1390000.0,1409000.0,432719.0,10.34,-38311,41067,-4012
2013-01-30,1426000.0,1440000.0,323848.0,10.57,-53048,-17217,75643
2013-01-31,1430000.0,1448000.0,321056.0,10.63,-34148,-5122,40477
2013-02-01,1460000.0,1441000.0,231524.0,10.57,-9371,-9694,16791
2013-02-04,1450000.0,1437000.0,257238.0,10.54,14901,-38547,23322
2013-02-05,1415000.0,1435000.0,227762.0,10.53,-10884,-39093,49750
2013-02-06,1440000.0,1427000.0,137943.0,10.47,19316,-1238,-17926
2013-02-07,1439000.0,1420000.0,194422.0,10.42,14280,-13442,-711
2013-02-08,1418000.0,1462000.0,268477.0,10.73,-65455,16003,50770
2013-02-12,1484000.0,1468000.0,168395.0,10.77,-20999,-30595,52000
2013-02-13,1474000.0,1487000.0,184181.0,10.91,-41235,25964,15824
2013-02-14,1490000.0,1490000.0,150682.0,10.93,-11777,-2067,3106
2013-02-15,1490000.0,1498000.0,151999.0,10.99,-40205,10485,27507
2013-02-18,1490000.0,1490000.0,142199.0,10.93,2639,6433,-12344
2013-02-19,1480000.0,1492000.0,122645.0,10.95,-4085,-2784,6504
2013-02-20,1502000.0,1545000.0,360787.0,11.34,-142132,55257,92604
2013-02-21,1540000.0,1550000.0,262473.0,11.37,-49813,-39350,89306
2013-02-22,1530000.0,1530000.0,277053.0,11.23,14457,48808,-63281
2013-02-25,1549000.0,1530000.0,177951.0,11.23,-13899,-14745,28841
2013-02-26,1515000.0,1527000.0,184895.0,11.21,-7525,6553,1018
2013-02-27,1559000.0,1527000.0,178764.0,11.21,-11815,-5588,17132
2013-02-28,1530000.0,1544000.0,255684.0,11.33,-60445,42644,20509
2013-03-04,1563000.0,1539000.0,265537.0,11.29,-4039,-57251,60768
2013-03-05,1556000.0,1550000.0,185892.0,11.37,-33121,-22895,57956
2013-03-06,1572000.0,1560000.0,202973.0,11.45,-12479,10232,3572
2013-03-07,1548000.0,1520000.0,269654.0,11.15,101610,-60090,-46461
2013-03-08,1515000.0,1499000.0,378820.0,11.0,85569,4371,-95178
2013-03-11,1493000.0,1508000.0,274965.0,11.07,3622,72354,-76889
2013-03-12,1504000.0,1494000.0,174931.0,10.96,33376,-19520,-14416
2013-03-13,1506000.0,1527000.0,226071.0,11.21,-22057,-1485,22628
2013-03-14,1528000.0,1520000.0,251156.0,11.15,48220,-11910,-38723
2013-03-15,1529000.0,1480000.0,732367.0,10.86,179075,113349,-297144
2013-03-18,1460000.0,1445000.0,528791.0,10.6,157411,98862,-261029
2013-03-19,1450000.0,1475000.0,279542.0,10.82,-14764,44650,-34106
2013-03-20,1460000.0,1460000.0,270315.0,10.71,35045,66125,-102785
2013-03-21,1461000.0,1457000.0,235371.0,10.69,34516,33843,-71034
2013-03-22,1458000.0,1455000.0,213742.0,10.68,31995,61518,-95288
2013-03-25,1480000.0,1495000.0,205441.0,10.97,-37161,45862,-10489
2013-03-26,1495000.0,1509000.0,336600.0,11.07,-47679,59293,-13665
2013-03-27,1515000.0,1504000.0,257628.0,11.04,7216,91009,-99306
2013-03-28,1503000.0,1510000.0,159792.0,11.08,-18079,54861,-35852
2013-03-29,1524000.0,1527000.0,190674.0,11.21,-87256,48019,40811
2013-04-01,1535000.0,1512000.0,105910.0,11.09,2303,34971,-37396
2013-04-02,1510000.0,1525000.0,171497.0,11.19,-35122,2970,32358
2013-04-03,1526000.0,1521000.0,217654.0,11.16,-3906,54001,-51956
2013-04-04,1517000.0,1506000.0,214009.0,11.05,-5517,66533,-60979
2013-04-05,1505000.0,1505000.0,299547.0,11.04,2439,75667,-79546
2013-04-08,1505000.0,1520000.0,259190.0,11.15,-47204,61258,-15484
2013-04-09,1527000.0,1528000.0,184880.0,11.21,-26095,29106,-2730
2013-04-10,1540000.0,1521000.0,235594.0,11.16,12733,-11355,-3904
2013-04-11,1521000.0,1540000.0,225830.0,11.3,-47502,32136,17741
2013-04-12,1540000.0,1517000.0,214881.0,11.13,2944,34540,-39167
2013-04-15,1503000.0,1523000.0,215346.0,11.18,-16299,12204,6355
2013-04-16,1505000.0,1528000.0,371037.0,11.21,-11909,16565,-4308
2013-04-17,1566000.0,1518000.0,209822.0,11.14,9856,7796,-17541
2013-04-18,1520000.0,1483000.0,267168.0,10.88,92895,-1454,-94206
2013-04-19,1465000.0,1475000.0,314080.0,10.82,77116,-5502,-72822
2013-04-22,1490000.0,1503000.0,186717.0,11.03,3565,84,-6484
2013-04-23,1500000.0,1483000.0,177297.0,10.88,20863,15555,-47753
2013-04-24,1485000.0,1486000.0,201731.0,10.9,22130,26159,-56180
2013-04-25,1470000.0,1494000.0,209278.0,10.96,20253,32486,-56464
2013-04-26,1495000.0,1486000.0,233032.0,10.9,27797,26940,-56312
2013-04-29,1491000.0,1481000.0,170003.0,10.87,4687,28948,-34655
2013-04-30,1490000.0,1520000.0,374100.0,11.15,-124455,89948,36318
2013-05-02,1526000.0,1528000.0,200979.0,11.21,-37199,8021,29228
2013-05-03,1535000.0,1535000.0,131181.0,11.26,-38413,3107,34354
2013-05-06,1540000.0,1514000.0,173086.0,11.11,16348,-4560,-3637
2013-05-07,1508000.0,1493000.0,228690.0,10.96,51163,4207,-55477
2013-05-08,1493000.0,1488000.0,298439.0,10.92,88821,-1647,-90177
2013-05-09,1490000.0,1515000.0,216123.0,11.12,-43164,-2881,46431
2013-05-10,1514000.0,1476000.0,235897.0,10.83,83956,-36498,-48859
2013-05-13,1471000.0,1477000.0,175002.0,10.84,24039,1557,-24147
2013-05-14,1487000.0,1500000.0,180053.0,11.01,-49710,434,47743
2013-05-15,1485000.0,1500000.0,211896.0,11.01,-1739,-23923,26415
2013-05-16,1501000.0,1508000.0,293151.0,11.07,-62546,31189,37673
2013-05-20,1502000.0,1497000.0,245777.0,10.98,7462,-7951,-201
2013-05-21,1510000.0,1492000.0,232008.0,10.95,24405,-13601,-10280
2013-05-22,1504000.0,1509000.0,198462.0,11.07,-33265,18417,20156
2013-05-23,1492000.0,1484000.0,239883.0,10.89,47342,10438,-58456
2013-05-24,1487000.0,1486000.0,203812.0,10.9,47866,-4838,-43343
2013-05-27,1490000.0,1489000.0,122928.0,10.93,-13964,18452,-4532
2013-05-28,1481000.0,1484000.0,231761.0,10.89,3631,27642,-31255
2013-05-29,1484000.0,1512000.0,295211.0,11.09,-88407,27354,63243
2013-05-30,1518000.0,1544000.0,455560.0,11.33,-186318,57187,129837
2013-05-31,1546000.0,1538000.0,360501.0,11.29,-76819,29958,47756
2013-06-03,1536000.0,1532000.0,206189.0,11.24,-21581,-225,22187
2013-06-04,1533000.0,1540000.0,169932.0,11.3,-1812,-10429,12323
2013-06-05,1549000.0,1521000.0,271813.0,11.16,-14335,32929,-13503
2013-06-07,1475000.0,1427000.0,1085816.0,10.47,396459,40279,-453732
2013-06-10,1420000.0,1425000.0,533554.0,10.46,139847,22482,-161178
2013-06-11,1411000.0,1389000.0,692260.0,10.19,177045,57257,-233607
2013-06-12,1378000.0,1385000.0,457753.0,10.16,114743,65216,-183567
2013-06-13,1380000.0,1357000.0,670197.0,9.96,248658,69564,-334074
2013-06-14,1365000.0,1369000.0,351167.0,10.05,16469,59802,-83537
2013-06-17,1370000.0,1366000.0,235169.0,10.02,-32405,30075,1853
2013-06-18,1368000.0,1387000.0,220861.0,10.18,5620,44319,-49216
2013-06-19,1382000.0,1369000.0,205405.0,10.05,30789,31159,-64175
2013-06-20,1343000.0,1329000.0,356359.0,9.75,50500,76264,-132616
2013-06-21,1294000.0,1325000.0,553556.0,9.72,4575,167108,-171709
2013-06-24,1350000.0,1313000.0,316958.0,9.63,20629,14646,-38663
2013-06-25,1301000.0,1297000.0,415499.0,9.52,21167,53143,-78747
2013-06-26,1301000.0,1261000.0,635024.0,9.25,117827,-11595,-107902
2013-06-27,1295000.0,1339000.0,515123.0,9.83,-57401,-29015,72368
2013-06-28,1350000.0,1342000.0,419225.0,9.85,-18743,-54847,80104
2013-07-01,1334000.0,1326000.0,256519.0,9.73,18652,-13631,-5001
2013-07-02,1340000.0,1335000.0,204289.0,9.8,-9380,14218,-8597
2013-07-03,1334000.0,1301000.0,256441.0,9.55,51196,-8413,-43094
2013-07-04,1302000.0,1317000.0,180853.0,9.66,6985,12693,-21328
2013-07-05,1286000.0,1267000.0,607656.0,9.3,232398,-131822,-100492
2013-07-08,1250000.0,1226000.0,529603.0,9.0,76864,46292,-124481
2013-07-09,1230000.0,1237000.0,393899.0,9.08,10745,38586,-55312
2013-07-10,1245000.0,1248000.0,346113.0,9.16,-15393,-4952,19548
2013-07-11,1251000.0,1312000.0,415767.0,9.63,-94932,50378,44765
2013-07-12,1320000.0,1312000.0,227826.0,9.63,-17635,-40961,59134
2013-07-15,1315000.0,1313000.0,192592.0,9.63,3666,-20806,17878
2013-07-16,1318000.0,1298000.0,186019.0,9.52,33319,-23341,-9525
2013-07-17,1301000.0,1320000.0,246046.0,9.69,-58262,47072,8085
2013-07-18,1325000.0,1292000.0,314084.0,9.48,75184,6809,-83463
2013-07-19,1288000.0,1273000.0,325426.0,9.34,78529,-21018,-56936
2013-07-22,1280000.0,1273000.0,207023.0,9.34,11963,-17269,5025
2013-07-23,1273000.0,1307000.0,238978.0,9.59,-76995,-1864,78179
2013-07-24,1307000.0,1315000.0,175453.0,9.65,-20846,-1075,22071
2013-07-25,1317000.0,1315000.0,169913.0,9.65,-20339,-11409,32247
2013-07-26,1314000.0,1303000.0,272391.0,9.56,13637,-35843,23308
2013-07-29,1291000.0,1283000.0,236437.0,9.41,43137,-27551,-15193
2013-07-30,1277000.0,1290000.0,188507.0,9.47,-7668,40157,-32301
2013-07-31,1280000.0,1280000.0,254710.0,9.39,19022,7030,-29178
2013-08-01,1285000.0,1280000.0,181178.0,9.39,22563,-8541,-14372
2013-08-02,1293000.0,1286000.0,224827.0,9.44,862,-2336,1295
2013-08-05,1283000.0,1274000.0,161597.0,9.35,23152,-27368,4621
2013-08-06,1245000.0,1254000.0,289874.0,9.2,53078,12008,-64335
2013-08-07,1237000.0,1222000.0,315562.0,8.97,126492,5056,-131834
2013-08-08,1213000.0,1217000.0,358216.0,8.93,68430,59433,-128571
2013-08-09,1229000.0,1230000.0,241604.0,9.03,-677,3890,-3608
2013-08-12,1230000.0,1232000.0,202812.0,9.04,-4215,40155,-35307
2013-08-13,1244000.0,1290000.0,418589.0,9.47,-105372,53858,50322
2013-08-14,1289000.0,1300000.0,260102.0,9.54,-62769,-32799,97809
2013-08-16,1286000.0,1295000.0,228332.0,9.5,-25998,1162,25154
2013-08-19,1286000.0,1286000.0,129997.0,9.44,14204,-38267,23943
2013-08-20,1296000.0,1269000.0,284619.0,9.31,-13186,-40092,57454
2013-08-21,1265000.0,1256000.0,246921.0,9.22,25295,-10587,-13784
2013-08-22,1250000.0,1255000.0,239697.0,9.21,-12399,2540,11098
2013-08-23,1280000.0,1295000.0,344068.0,9.5,-87277,-31729,119563
2013-08-26,1301000.0,1300000.0,230393.0,9.54,-40075,-16677,60698
2013-08-27,1307000.0,1304000.0,182616.0,9.57,-43465,5223,37619
2013-08-28,1284000.0,1309000.0,189851.0,9.61,-46127,-10773,59006
2013-08-29,1317000.0,1344000.0,326300.0,9.86,-134387,18672,117760
2013-08-30,1360000.0,1368000.0,342716.0,10.04,-122566,-44635,172509
2013-09-02,1368000.0,1351000.0,201632.0,9.91,-13807,-20624,36149
2013-09-03,1364000.0,1337000.0,235970.0,9.81,-1568,-43483,48291
2013-09-04,1330000.0,1340000.0,218401.0,9.83,-2230,-31921,36165
2013-09-05,1370000.0,1365000.0,302002.0,10.02,-72760,-3580,84309
2013-09-06,1370000.0,1369000.0,238759.0,10.05,-47360,-17463,67782
2013-09-09,1371000.0,1373000.0,185831.0,10.07,-38516,-17378,56777
2013-09-10,1369000.0,1396000.0,294353.0,10.24,-97891,-35371,135749
2013-09-11,1398000.0,1402000.0,267060.0,10.29,-50773,-62070,117307
2013-09-12,1405000.0,1410000.0,436108.0,10.35,-81767,-54101,146168
2013-09-13,1409000.0,1406000.0,245630.0,10.32,-25978,-108185,136389
2013-09-16,1423000.0,1425000.0,234214.0,10.46,-48533,-51508,102689
2013-09-17,1420000.0,1386000.0,343627.0,10.17,48992,-91583,43783
2013-09-23,1365000.0,1360000.0,487258.0,9.98,54286,-52654,-1383
2013-09-24,1342000.0,1373000.0,302778.0,10.07,-8020,-40022,45971
2013-09-25,1367000.0,1364000.0,223529.0,10.01,8127,-24008,16338
2013-09-26,1364000.0,1372000.0,207494.0,10.07,3033,-34320,31025
2013-09-27,1375000.0,1366000.0,232265.0,10.02,-1455,-51489,54394
2013-09-30,1366000.0,1367000.0,233018.0,10.03,-32625,-8239,39671
2013-10-01,1380000.0,1382000.0,195463.0,10.14,-57827,-13021,70266
2013-10-02,1398000.0,1418000.0,351727.0,10.41,-142104,47791,95111
2013-10-04,1438000.0,1418000.0,315074.0,10.41,-44208,1551,45345
2013-10-07,1437000.0,1436000.0,204565.0,10.54,-21991,-7052,34145
2013-10-08,1417000.0,1430000.0,210920.0,10.49,-16838,-17906,30709
2013-10-10,1421000.0,1430000.0,276380.0,10.49,483,-38693,33031
2013-10-11,1440000.0,1443000.0,225083.0,10.59,-19129,-3842,24932
2013-10-14,1448000.0,1438000.0,147474.0,10.55,-8364,-48110,57116
2013-10-15,1450000.0,1457000.0,200473.0,10.69,-62584,-21977,89745
2013-10-16,1469000.0,1450000.0,160212.0,10.64,-17888,-30356,52380
2013-10-17,1460000.0,1463000.0,181987.0,10.74,-34344,-38322,73496
2013-10-18,1472000.0,1472000.0,157043.0,10.8,-32826,-18726,49727
2013-10-21,1475000.0,1464000.0,142521.0,10.74,-2801,-22341,24787
2013-10-22,1460000.0,1455000.0,247065.0,10.68,-5823,-7446,13036
2013-10-23,1464000.0,1442000.0,171969.0,10.58,-3705,-50235,54511
2013-10-24,1431000.0,1449000.0,178313.0,10.63,5242,-39617,34139
2013-10-25,1450000.0,1449000.0,134706.0,10.63,-4047,-26566,32209
2013-10-28,1465000.0,1482000.0,226154.0,10.87,-64275,-1523,63514
2013-10-29,1490000.0,1490000.0,206698.0,10.93,-42752,-13057,56836
2013-10-30,1485000.0,1500000.0,211768.0,11.01,-77363,-19249,98572
2013-10-31,1498000.0,1465000.0,252941.0,10.75,-5686,-20085,27730
2013-11-01,1490000.0,1500000.0,227154.0,11.01,-76068,-33171,109108
2013-11-04,1492000.0,1499000.0,217756.0,11.0,-18856,-13442,41503
2013-11-05,1502000.0,1485000.0,160186.0,10.9,17586,-26355,9479
2013-11-06,1498000.0,1451000.0,244368.0,10.65,76012,-86787,10505
2013-11-07,1451000.0,1437000.0,260136.0,10.54,48365,-44749,-1911
2013-11-08,1411000.0,1410000.0,273627.0,10.35,54098,-40735,-15156
2013-11-11,1425000.0,1428000.0,171277.0,10.48,-10744,-5614,16533
2013-11-12,1440000.0,1456000.0,195698.0,10.68,-44660,-10925,56278
2013-11-13,1445000.0,1419000.0,199904.0,10.41,33549,-16140,-19085
2013-11-14,1455000.0,1424000.0,202643.0,10.45,18102,-19505,1825
2013-11-15,1434000.0,1462000.0,166785.0,10.73,-46738,34284,10853
2013-11-18,1470000.0,1474000.0,127736.0,10.82,-27918,81,29772
2013-11-19,1483000.0,1489000.0,163671.0,10.93,-56782,7331,51154
2013-11-20,1473000.0,1470000.0,163563.0,10.79,-7419,31211,-23110
2013-11-21,1472000.0,1440000.0,180396.0,10.57,42174,-4061,-40986
2013-11-22,1441000.0,1450000.0,171492.0,10.64,9965,-86,-10210
2013-11-25,1451000.0,1465000.0,132306.0,10.75,-33985,9498,25363
2013-11-26,1458000.0,1479000.0,171725.0,10.85,-22151,5556,16847
2013-11-27,1467000.0,1470000.0,187034.0,10.79,-1173,16679,-14915
2013-11-28,1480000.0,1494000.0,212898.0,10.96,-94882,35673,67338
2013-11-29,1499000.0,1494000.0,135044.0,10.96,-19316,-16035,35901
2013-12-02,1500000.0,1467000.0,149756.0,10.76,1240,-13439,14133
2013-12-03,1464000.0,1461000.0,155972.0,10.72,-6143,-8977,16646
2013-12-04,1450000.0,1432000.0,216880.0,10.51,84220,11787,-97367
2013-12-05,1433000.0,1440000.0,209593.0,10.57,28678,-20721,-6170
2013-12-06,1454000.0,1428000.0,182949.0,10.48,23750,-47374,24824
2013-12-09,1440000.0,1454000.0,139938.0,10.67,-31337,-12031,46674
2013-12-10,1441000.0,1440000.0,155112.0,10.57,3119,-916,104
2013-12-11,1426000.0,1420000.0,212583.0,10.42,55406,-25712,-30915
2013-12-12,1396000.0,1410000.0,299241.0,10.35,51123,61925,-111210
2013-12-13,1410000.0,1390000.0,201065.0,10.2,52162,-8738,-41322
2013-12-16,1391000.0,1400000.0,179088.0,10.27,1421,-9293,7733
2013-12-17,1417000.0,1395000.0,155248.0,10.24,4098,7971,-10802
2013-12-18,1405000.0,1401000.0,217984.0,10.28,-4604,17180,-14243
2013-12-19,1418000.0,1427000.0,211048.0,10.47,-69811,3125,69569
2013-12-20,1413000.0,1427000.0,168148.0,10.47,-14537,10176,16016
2013-12-23,1437000.0,1433000.0,212784.0,10.52,-58134,19264,42412
2013-12-24,1430000.0,1415000.0,219607.0,10.38,-34092,32652,7628
2013-12-26,1408000.0,1408000.0,246156.0,10.33,-91224,77112,19688
2013-12-27,1410000.0,1396000.0,210200.0,10.24,50779,-113165,63142
2013-12-30,1396000.0,1372000.0,338162.0,10.07,64804,-46761,-16769
2014-01-02,1348000.0,1309000.0,620500.0,7.47,193752,-31456,-165474
2014-01-03,1300000.0,1296000.0,529932.0,7.39,131186,-5412,-130499
2014-01-06,1303000.0,1307000.0,394716.0,7.46,10373,-36466,23486
2014-01-07,1300000.0,1304000.0,395264.0,7.44,-1329,-72386,77971
2014-01-08,1300000.0,1291000.0,409493.0,7.37,24205,-70964,44546
2014-01-09,1307000.0,1275000.0,425019.0,7.27,81110,-96420,10210
2014-01-10,1275000.0,1272000.0,363783.0,7.26,20613,-12997,-8629
2014-01-13,1283000.0,1295000.0,328987.0,7.39,-27025,-4535,32605
2014-01-14,1297000.0,1313000.0,294333.0,7.49,-56708,19959,37062
2014-01-15,1330000.0,1299000.0,234949.0,7.41,18289,-11207,-8780
2014-01-16,1300000.0,1301000.0,195049.0,7.42,4490,5448,-9605
2014-01-17,1301000.0,1292000.0,255485.0,7.37,5024,2628,-8216
2014-01-20,1305000.0,1316000.0,173656.0,7.51,-25792,3309,29692
2014-01-21,1315000.0,1324000.0,151246.0,7.55,-27497,-1555,34835
2014-01-22,1314000.0,1328000.0,216530.0,7.58,-12584,1503,11369
2014-01-23,1316000.0,1299000.0,206739.0,7.41,30377,-33693,4036
2014-01-24,1300000.0,1307000.0,280035.0,7.46,216,-37270,34417
2014-01-27,1293000.0,1292000.0,266926.0,7.37,-5685,25413,-18557
2014-01-28,1273000.0,1283000.0,234027.0,7.32,20706,22852,-43325
2014-01-29,1280000.0,1280000.0,383637.0,7.3,36839,-15387,-16460
2014-02-03,1286000.0,1272000.0,325184.0,7.26,9965,23655,-34067
2014-02-04,1263000.0,1249000.0,320660.0,7.13,52434,-6818,-48874
2014-02-05,1245000.0,1237000.0,298533.0,7.06,51231,3943,-54718
2014-02-06,1245000.0,1259000.0,303949.0,7.18,-8257,18545,-9767
2014-02-07,1275000.0,1275000.0,198872.0,7.27,-13307,-20852,34547
2014-02-10,1271000.0,1277000.0,155993.0,7.29,-9094,-35411,45787
2014-02-11,1281000.0,1311000.0,253680.0,7.48,-83644,-24688,107833
2014-02-12,1331000.0,1307000.0,200548.0,7.46,-20120,-8303,28481
2014-02-13,1300000.0,1298000.0,116769.0,7.41,14528,-8798,-5711
2014-02-14,1296000.0,1301000.0,124415.0,7.42,-7328,-6567,15096
2014-02-17,1292000.0,1285000.0,187733.0,7.33,21666,-10774,-11417
2014-02-18,1285000.0,1295000.0,118213.0,7.39,1309,-6000,3700
2014-02-19,1300000.0,1290000.0,123595.0,7.36,12779,-23920,11470
2014-02-20,1290000.0,1286000.0,190866.0,7.34,-10954,-31461,42940
2014-02-21,1333000.0,1330000.0,286924.0,7.59,-109600,-34725,148868
2014-02-24,1334000.0,1328000.0,148501.0,7.58,-24788,5024,19262
2014-02-25,1332000.0,1334000.0,175706.0,7.61,-27703,-19030,47490
2014-02-26,1337000.0,1342000.0,258361.0,7.66,-41503,749,41172
2014-02-27,1335000.0,1341000.0,157827.0,7.65,-10376,-12905,24821
2014-02-28,1337000.0,1349000.0,284647.0,7.7,-31842,9426,24033
2014-03-03,1336000.0,1325000.0,242083.0,7.56,19417,-29574,12306
2014-03-04,1320000.0,1315000.0,158003.0,7.5,8688,-14479,4462
2014-03-05,1335000.0,1330000.0,149830.0,7.59,-17449,2048,15783
2014-03-06,1329000.0,1326000.0,172335.0,7.56,15040,-58206,40332
2014-03-07,1339000.0,1339000.0,150973.0,7.64,-22513,-28678,52931
2014-03-10,1320000.0,1320000.0,173152.0,7.53,807,-32254,33560
2014-03-11,1320000.0,1322000.0,181596.0,7.54,13695,-20426,7068
2014-03-12,1320000.0,1294000.0,251585.0,7.38,41730,-30566,-10394
2014-03-13,1294000.0,1290000.0,235004.0,7.36,14252,28712,-43531
2014-03-14,1270000.0,1275000.0,216736.0,7.27,39070,-3106,-37164
2014-03-17,1275000.0,1266000.0,176400.0,7.22,47209,15974,-63296
2014-03-18,1270000.0,1278000.0,220912.0,7.29,15444,34791,-51696
2014-03-19,1280000.0,1269000.0,152771.0,7.24,14585,9266,-24190
2014-03-20,1270000.0,1262000.0,118788.0,7.2,18654,-6132,-12460
2014-03-21,1269000.0,1273000.0,166426.0,7.26,24390,-14787,-8705
2014-03-24,1260000.0,1273000.0,141478.0,7.26,9064,672,-10121
2014-03-25,1269000.0,1247000.0,272500.0,7.11,97579,-59074,-40821
2014-03-26,1269000.0,1285000.0,348894.0,7.33,-83350,88549,-6040
2014-03-27,1290000.0,1333000.0,417557.0,7.6,-181305,19321,161548
2014-03-28,1320000.0,1335000.0,212974.0,7.62,-64906,4036,62902
2014-03-31,1345000.0,1343000.0,265197.0,7.66,-46646,-17893,65520
2014-04-01,1345000.0,1339000.0,221620.0,7.64,-16729,-41276,58286
2014-04-02,1350000.0,1357000.0,262001.0,7.74,-78987,-67112,146537
2014-04-03,1351000.0,1390000.0,381976.0,7.93,-135540,21415,113925
2014-04-04,1377000.0,1380000.0,368007.0,7.87,-11662,2232,9151
2014-04-07,1397000.0,1397000.0,215235.0,7.97,-40920,-38360,80284
2014-04-08,1387000.0,1394000.0,212164.0,7.95,-36834,-25730,67102
2014-04-09,1394000.0,1371000.0,321232.0,7.82,17544,-119,-17018
2014-04-10,1369000.0,1380000.0,199984.0,7.87,-16236,-22771,38485
2014-04-11,1362000.0,1365000.0,213187.0,7.79,5400,-40127,34614
2014-04-14,1365000.0,1370000.0,211720.0,7.82,-2508,-6062,8489
2014-04-15,1386000.0,1370000.0,219396.0,7.82,3369,-29923,30019
2014-04-16,1370000.0,1380000.0,186171.0,7.87,-27447,21013,7305
2014-04-17,1376000.0,1370000.0,144833.0,7.82,3649,-5153,1478
2014-04-18,1370000.0,1378000.0,190367.0,7.86,-8500,51382,-43612
2014-04-21,1379000.0,1380000.0,65985.0,7.87,-10763,4948,5995
2014-04-22,1374000.0,1375000.0,121686.0,7.84,-1411,13031,-1842
2014-04-23,1394000.0,1389000.0,190015.0,7.92,-46231,6943,39336
2014-04-24,1409000.0,1407000.0,210924.0,8.03,-54403,-27499,84528
2014-04-25,1420000.0,1399000.0,305396.0,7.98,-57768,-53580,106122
2014-04-28,1404000.0,1388000.0,188629.0,7.92,-526,1613,-1313
2014-04-29,1389000.0,1360000.0,218184.0,7.76,34757,11494,-47552
2014-04-30,1380000.0,1343000.0,300946.0,7.66,60461,-27337,-32044
2014-05-02,1354000.0,1346000.0,298867.0,7.68,-6450,-5413,12212
2014-05-07,1350000.0,1344000.0,283794.0,7.67,1078,13803,-15302
2014-05-08,1355000.0,1350000.0,325638.0,7.7,10135,3085,-14636
2014-05-09,1356000.0,1335000.0,263141.0,7.62,33914,938,-35222
2014-05-12,1336000.0,1388000.0,318896.0,7.92,-84234,80811,995
2014-05-13,1388000.0,1400000.0,242148.0,7.99,-74218,43738,24046
2014-05-14,1409000.0,1415000.0,222075.0,8.07,-61023,23507,37972
2014-05-15,1414000.0,1410000.0,136134.0,8.04,-26101,-11282,38222
2014-05-16,1400000.0,1428000.0,317130.0,8.15,-50667,-60860,116704
2014-05-19,1428000.0,1448000.0,385621.0,8.26,-88156,-5358,93751
2014-05-20,1445000.0,1451000.0,320146.0,8.28,-33013,-21617,56058
2014-05-21,1435000.0,1441000.0,216850.0,8.22,-14766,-16591,31957
2014-05-22,1441000.0,1426000.0,190800.0,8.14,-4674,-21669,25745
2014-05-23,1405000.0,1428000.0,170233.0,8.15,-8982,4913,4059
2014-05-26,1420000.0,1422000.0,74712.0,8.11,-2138,-3547,6914
2014-05-27,1417000.0,1407000.0,94968.0,8.03,4257,-7536,4131
2014-05-28,1419000.0,1433000.0,184019.0,8.18,-11444,13289,-870
2014-05-29,1450000.0,1460000.0,250430.0,8.33,-78706,18394,58670
2014-05-30,1470000.0,1443000.0,316621.0,8.23,-24531,38212,-11566
2014-06-02,1443000.0,1455000.0,148789.0,8.3,-6850,-37704,43222
2014-06-03,1484000.0,1470000.0,344685.0,8.39,-2899,17228,-20438
2014-06-05,1466000.0,1457000.0,270141.0,8.31,20170,-6507,-18524
2014-06-09,1470000.0,1409000.0,445392.0,8.04,38777,-17059,-20751
2014-06-10,1421000.0,1436000.0,184282.0,8.19,-4182,-28628,32591
2014-06-11,1412000.0,1422000.0,172515.0,8.11,8333,-14247,14096
2014-06-12,1430000.0,1413000.0,258863.0,8.06,39495,-53712,16779
2014-06-13,1402000.0,1367000.0,371781.0,7.8,138135,-58053,-70156
2014-06-16,1380000.0,1374000.0,306399.0,7.84,5073,-45131,41660
2014-06-17,1360000.0,1374000.0,269535.0,7.84,14690,-21656,8321
2014-06-18,1373000.0,1358000.0,220887.0,7.75,28246,-29195,-501
2014-06-19,1345000.0,1323000.0,446794.0,7.55,119215,-7825,-110953
2014-06-20,1330000.0,1301000.0,478053.0,7.42,79837,70553,-154629
2014-06-23,1321000.0,1322000.0,249765.0,7.54,-4490,718,3555
2014-06-24,1340000.0,1345000.0,237817.0,7.67,-20646,3564,17427
2014-06-25,1330000.0,1320000.0,204638.0,7.53,25624,4002,-29846
2014-06-26,1309000.0,1325000.0,255306.0,7.56,5060,27840,-32875
2014-06-27,1307000.0,1311000.0,179061.0,7.48,44505,7433,-52647
2014-06-30,1310000.0,1322000.0,177621.0,7.54,2043,-28556,26099
2014-07-01,1308000.0,1310000.0,174508.0,7.47,27844,-74172,47639
2014-07-02,1317000.0,1330000.0,222785.0,7.59,-17511,-35031,49307
2014-07-03,1336000.0,1318000.0,170861.0,7.52,593,-39197,38296
2014-07-04,1322000.0,1306000.0,119577.0,7.45,28942,-23291,-7926
2014-07-07,1291000.0,1292000.0,188741.0,7.37,44999,-55641,10411
2014-07-08,1294000.0,1295000.0,241464.0,7.39,-7367,-19846,30742
2014-07-09,1287000.0,1308000.0,236598.0,7.46,3275,-26057,24050
2014-07-10,1308000.0,1306000.0,179204.0,7.45,-8389,-26245,35039
2014-07-11,1300000.0,1284000.0,215592.0,7.33,53876,-48272,-5918
2014-07-14,1298000.0,1286000.0,141643.0,7.34,2036,-967,-1198
