Symbol,삼성전자_시가(원),삼성전자_종가(원),삼성전자_거래량(주),삼성전자_PER(IFRS-연결),삼성전자_순매수수량(개인)(주),삼성전자_순매수수량(기관계)(주),삼성전자_순매수수량(외국인계)(주)
2005-05-13,475000.0,481500.0,410919.0,7.65,-34451,-27923,66054
2005-05-16,485000.0,488000.0,347032.0,7.75,-56486,21581,40633
2005-05-17,490000.0,489500.0,363568.0,7.77,-51810,6616,48854
2005-05-18,494500.0,489500.0,341989.0,7.77,-55490,938,58386
2005-05-19,493000.0,498500.0,508780.0,7.92,-131337,93502,28471
2005-05-20,499500.0,498500.0,233768.0,7.92,-24938,17401,9034
2005-05-23,496000.0,498000.0,160941.0,7.91,-16994,19827,-5819
2005-05-24,496500.0,495000.0,255070.0,7.86,-17378,15010,3586
2005-05-25,493500.0,484500.0,426388.0,7.69,23970,-2890,-17103
2005-05-26,481500.0,482000.0,277951.0,7.65,43020,52821,-103001
2005-05-27,490000.0,490000.0,375574.0,7.78,-36623,49920,-57600
2005-05-30,490000.0,493500.0,228959.0,7.84,-11411,-2400,9632
2005-05-31,492500.0,489000.0,445531.0,7.77,26139,52050,-83839
2005-06-01,483500.0,489000.0,330983.0,7.77,-5453,7807,-1569
2005-06-02,495000.0,487500.0,366428.0,7.74,-26564,-15127,45723
2005-06-03,488000.0,488000.0,353579.0,7.75,3579,26181,-26352
2005-06-07,484000.0,480500.0,482598.0,7.63,43043,-6444,-35746
2005-06-08,478000.0,477500.0,535763.0,7.58,30340,106580,-143099
2005-06-09,475500.0,480000.0,750424.0,7.62,64440,20653,-51284
2005-06-10,480000.0,491500.0,812962.0,7.81,-15815,809,-26104
2005-06-13,491500.0,498000.0,455384.0,7.91,-115120,26985,84717
2005-06-14,498000.0,496500.0,389984.0,7.89,-87231,-7281,-21473
2005-06-15,496500.0,500000.0,449256.0,7.94,-77055,42152,-78324
2005-06-16,500000.0,498500.0,367992.0,7.92,-51039,16244,-61679
2005-06-17,499000.0,493500.0,478983.0,7.84,10147,-24960,-83286
2005-06-20,493500.0,490500.0,332126.0,7.79,-28659,-57510,-12364
2005-06-21,490500.0,488000.0,405211.0,7.75,-10552,58174,-146836
2005-06-22,488000.0,493000.0,393089.0,7.83,-46764,-27371,-29804
2005-06-23,493000.0,498000.0,519819.0,7.91,-40000,-16286,-41392
2005-06-24,496000.0,491000.0,435634.0,7.8,8391,-37501,-63226
2005-06-27,489000.0,488500.0,561046.0,7.76,2613,-70469,-12666
2005-06-28,488500.0,489500.0,370658.0,7.77,-34496,-16221,-49751
2005-06-29,490000.0,490000.0,383764.0,7.78,-17856,15160,-102236
2005-06-30,490000.0,494000.0,396777.0,7.85,-43639,10770,32369
2005-07-01,494000.0,501000.0,531182.0,7.96,-140452,-86461,128271
2005-07-04,505000.0,503000.0,313114.0,7.99,-15781,-53665,81905
2005-07-05,504000.0,502000.0,186060.0,7.97,-19543,13350,687
2005-07-06,503000.0,504000.0,269198.0,8.0,-49828,-20672,71167
2005-07-07,504000.0,516000.0,638200.0,8.19,-114066,57645,9386
2005-07-08,517000.0,516000.0,393397.0,8.19,-98690,-61081,154363
2005-07-11,525000.0,533000.0,691762.0,8.46,-170664,-17589,161015
2005-07-12,540000.0,541000.0,936718.0,8.59,-213675,-89983,327591
2005-07-13,543000.0,547000.0,509310.0,8.69,-130836,-77234,117080
2005-07-14,549000.0,547000.0,577773.0,8.69,-127286,32244,65066
2005-07-15,548000.0,542000.0,522167.0,8.61,-99816,15654,19187
2005-07-18,543000.0,549000.0,424479.0,8.72,-100219,-47691,42448
2005-07-19,550000.0,561000.0,675722.0,8.91,-65460,17691,45065
2005-07-20,562000.0,558000.0,600564.0,8.86,-100713,-19006,24408
2005-07-21,565000.0,563000.0,535612.0,8.94,-27559,-42525,77970
2005-07-22,559000.0,552000.0,551599.0,8.77,-84593,61115,-84893
2005-07-25,552000.0,555000.0,369101.0,8.81,-102699,21826,-6119
2005-07-26,556000.0,551000.0,412660.0,8.75,-60635,-20820,-13736
2005-07-27,552000.0,551000.0,368686.0,8.75,-50865,-24217,-28216
2005-07-28,552000.0,560000.0,473196.0,8.89,-41352,-30345,75400
2005-07-29,566000.0,565000.0,357510.0,8.97,31661,-36872,16739
2005-08-01,566000.0,569000.0,329422.0,9.04,-62231,-53042,30185
2005-08-02,570000.0,568000.0,285080.0,9.02,-31359,-26219,-38046
2005-08-03,575000.0,568000.0,472771.0,9.02,-45227,-15686,-3351
2005-08-04,568000.0,566000.0,367406.0,8.99,-74333,15787,-50619
2005-08-05,561000.0,553000.0,602057.0,8.78,-60143,53379,-93296
2005-08-08,552000.0,551000.0,365714.0,8.75,-56480,-5224,-41719
2005-08-09,551000.0,550000.0,406503.0,8.73,7243,16537,-128216
2005-08-10,555000.0,555000.0,329612.0,8.81,-22136,-29115,53101
2005-08-11,555000.0,567000.0,397705.0,9.0,-73111,-26960,73962
2005-08-12,569000.0,578000.0,489617.0,9.18,-66861,-10537,83786
2005-08-16,578000.0,572000.0,520855.0,9.08,-46292,-38349,-25929
2005-08-17,566000.0,572000.0,408410.0,9.08,-54687,-14844,-21945
2005-08-18,572000.0,555000.0,670314.0,8.81,71510,-51516,-136413
2005-08-19,555000.0,553000.0,418721.0,8.78,-61928,-37083,4922
2005-08-22,553000.0,563000.0,391070.0,8.94,-26200,51161,-44339
2005-08-23,564000.0,562000.0,375451.0,8.93,-22075,35418,-118752
2005-08-24,562000.0,556000.0,479797.0,8.83,45363,-146281,1201
2005-08-25,553000.0,552000.0,487216.0,8.77,45729,7317,-138546
2005-08-26,552000.0,549000.0,378335.0,8.72,-36011,-17857,-38126
2005-08-29,542000.0,540000.0,365599.0,8.58,-11601,-86404,26794
2005-08-30,544000.0,541000.0,298314.0,8.59,33385,-23394,-13335
2005-08-31,534000.0,544000.0,244132.0,8.64,828,40588,-35560
2005-09-01,549000.0,549000.0,239426.0,8.72,-11935,52251,-41931
2005-09-02,549000.0,554000.0,243894.0,8.8,-31043,21461,7368
2005-09-05,558000.0,561000.0,218480.0,8.91,-29758,7755,34087
2005-09-06,563000.0,569000.0,381016.0,9.04,-153727,168675,-25723
2005-09-07,576000.0,579000.0,351354.0,9.2,-108896,46770,55860
2005-09-08,585000.0,587000.0,692548.0,9.32,-165418,100026,125710
2005-09-09,585000.0,589000.0,262111.0,9.35,-32427,39190,-12630
2005-09-12,594000.0,589000.0,401478.0,9.35,-12167,-48810,54489
2005-09-13,590000.0,606000.0,697730.0,9.62,-88605,85242,-22728
2005-09-14,605000.0,613000.0,511770.0,9.74,-48699,31519,15880
2005-09-15,605000.0,607000.0,580759.0,9.64,23151,-33478,14754
2005-09-16,604000.0,593000.0,612542.0,9.42,96467,-8122,-85868
2005-09-20,600000.0,593000.0,560903.0,9.42,69843,-17433,-29669
2005-09-21,596000.0,601000.0,381782.0,9.54,-55453,-16800,71045
2005-09-22,593000.0,600000.0,320007.0,9.53,27290,30681,-67396
2005-09-23,592000.0,585000.0,373549.0,9.29,82950,-25590,-59428
2005-09-26,586000.0,597000.0,437917.0,9.48,591,117394,-133757
2005-09-27,598000.0,593000.0,318206.0,9.42,13364,36448,-56571
2005-09-28,590000.0,598000.0,270129.0,9.5,10727,3389,-11730
2005-09-29,594000.0,590000.0,394362.0,9.37,66192,38030,-108071
2005-09-30,594000.0,588000.0,458085.0,9.34,-6372,41267,-33982
2005-10-04,590000.0,602000.0,544049.0,9.56,-69461,134981,-87163
2005-10-05,604000.0,601000.0,446328.0,9.54,-33459,-55584,80496
2005-10-06,595000.0,586000.0,422333.0,9.31,110340,-115529,10116
2005-10-07,578000.0,581000.0,513223.0,9.23,87964,50850,-156148
2005-10-10,584000.0,593000.0,301891.0,9.42,-86163,53876,32404
2005-10-11,588000.0,599000.0,215077.0,9.51,-34919,21477,13386
2005-10-12,593000.0,578000.0,571620.0,9.18,178582,-65440,-115785
2005-10-13,571000.0,562000.0,723035.0,8.93,276925,-184286,-85339
2005-10-14,565000.0,562000.0,628182.0,8.93,122087,-49520,-74280
2005-10-17,560000.0,563000.0,350592.0,8.94,-59422,71255,-15703
2005-10-18,564000.0,565000.0,356791.0,8.97,-34260,94952,-65133
2005-10-19,560000.0,550000.0,374710.0,8.73,47365,12462,-67885
2005-10-20,560000.0,556000.0,359267.0,8.83,-22922,35555,-24031
2005-10-21,550000.0,564000.0,438004.0,8.96,-53732,139201,-86957
2005-10-24,566000.0,567000.0,342068.0,9.0,-930,-30865,38873
2005-10-25,572000.0,565000.0,370469.0,8.97,-17691,19774,4462
2005-10-26,562000.0,563000.0,315372.0,8.94,14882,-3433,-15187
2005-10-27,563000.0,558000.0,387209.0,8.86,12800,-37540,33757
2005-10-28,549000.0,546000.0,438963.0,8.67,99453,-69797,-27842
2005-10-31,549000.0,552000.0,391918.0,8.77,-7493,23289,-26462
2005-11-01,560000.0,564000.0,615171.0,8.96,-57552,-57503,113333
2005-11-02,564000.0,575000.0,314320.0,9.13,-90283,26239,52396
2005-11-03,588000.0,587000.0,471441.0,9.32,-108923,86831,23346
2005-11-04,597000.0,599000.0,496143.0,9.51,-163071,57562,108957
2005-11-07,602000.0,600000.0,259275.0,9.53,-65229,-9133,77046
2005-11-08,600000.0,603000.0,294792.0,9.58,-92617,52938,38190
2005-11-09,601000.0,601000.0,358627.0,9.54,-82890,54020,8764
2005-11-10,601000.0,605000.0,377342.0,9.61,-64872,-25866,54440
2005-11-11,617000.0,618000.0,590875.0,9.81,-139420,93705,41064
2005-11-14,621000.0,626000.0,443395.0,9.94,-91742,34438,67185
2005-11-15,626000.0,621000.0,281923.0,9.86,-15328,36875,-20934
2005-11-16,616000.0,630000.0,280777.0,10.01,-70559,82870,-36301
2005-11-17,627000.0,624000.0,250852.0,9.91,-15208,10652,5771
2005-11-18,625000.0,627000.0,291995.0,9.96,-15319,-2751,26961
2005-11-21,632000.0,621000.0,481865.0,9.86,-20968,-30084,43576
2005-11-22,611000.0,590000.0,912923.0,9.37,110649,49309,-166454
2005-11-23,600000.0,607000.0,864854.0,9.64,-105287,-45475,148902
2005-11-24,618000.0,608000.0,310103.0,9.66,-44455,10296,39707
2005-11-25,608000.0,600000.0,315126.0,9.53,42465,30597,-77281
2005-11-28,600000.0,601000.0,188687.0,9.54,-22003,16814,9299
2005-11-29,598000.0,594000.0,350219.0,9.43,58076,-42128,-10940
2005-11-30,593000.0,598000.0,358182.0,9.5,-42304,55770,3649
2005-12-01,596000.0,606000.0,406300.0,9.62,-5045,-8648,22532
2005-12-02,620000.0,617000.0,392830.0,9.8,-112964,-39095,153494
2005-12-05,622000.0,622000.0,251823.0,9.88,-61781,7766,31508
2005-12-06,619000.0,630000.0,423633.0,10.01,-95847,8283,74497
2005-12-07,630000.0,641000.0,530716.0,10.18,-123609,46024,50828
2005-12-08,635000.0,633000.0,538546.0,10.05,47700,118758,-81286
2005-12-09,628000.0,622000.0,465264.0,9.88,45382,42955,-97134
2005-12-12,622000.0,618000.0,371779.0,9.81,4437,98821,-102024
2005-12-13,621000.0,618000.0,360761.0,9.81,55182,8838,-61852
2005-12-14,622000.0,609000.0,534330.0,9.67,74080,-64634,-21734
2005-12-15,609000.0,609000.0,374817.0,9.67,27275,758,-30409
2005-12-16,606000.0,602000.0,594153.0,9.56,49859,5735,-59058
2005-12-19,607000.0,608000.0,363354.0,9.66,-32644,96330,-75374
2005-12-20,603000.0,612000.0,343970.0,9.72,-65824,41910,26653
2005-12-21,614000.0,628000.0,507287.0,9.97,-134109,41074,84948
2005-12-22,635000.0,634000.0,561916.0,10.07,-147205,33735,94404
2005-12-23,642000.0,645000.0,576358.0,10.24,-167484,141874,-17233
2005-12-26,650000.0,654000.0,356642.0,10.39,-108143,86642,-6522
2005-12-27,659000.0,662000.0,361357.0,10.51,-138451,79210,49746
2005-12-28,658000.0,661000.0,430162.0,10.5,-5389,55118,-71277
2005-12-29,660000.0,659000.0,420541.0,10.47,-14333,33370,-31194
2006-01-02,664000.0,659000.0,419111.0,14.67,15363,-37743,16798
2006-01-03,660000.0,665000.0,358018.0,14.81,-4035,-3241,4485
2006-01-04,675000.0,699000.0,785812.0,15.57,-210986,107975,85322
2006-01-05,695000.0,679000.0,710373.0,15.12,22030,53847,-91313
2006-01-06,685000.0,687000.0,353915.0,15.3,-19309,-8704,21779
2006-01-09,695000.0,688000.0,325507.0,15.32,-12123,25772,-12748
2006-01-10,695000.0,698000.0,485875.0,15.54,-89197,-40296,132070
2006-01-11,693000.0,683000.0,356985.0,15.21,38085,32910,-69193
2006-01-12,684000.0,684000.0,405859.0,15.23,16014,-86767,90514
2006-01-13,677000.0,694000.0,490124.0,15.45,-38823,28846,21684
2006-01-16,700000.0,706000.0,403367.0,15.72,-97285,82856,24328
2006-01-17,707000.0,697000.0,436666.0,15.52,-40884,-43771,77222
2006-01-18,685000.0,680000.0,621662.0,15.14,56916,87141,-135441
2006-01-19,682000.0,689000.0,409902.0,15.34,-69774,9350,68745
2006-01-20,702000.0,687000.0,461590.0,15.3,-103497,-33311,148147
2006-01-23,677000.0,685000.0,552960.0,15.25,-113093,137958,-23171
2006-01-24,683000.0,698000.0,594140.0,15.54,-14202,-74304,105371
2006-01-25,709000.0,714000.0,587614.0,15.9,-93747,-180985,275849
2006-01-26,714000.0,716000.0,392954.0,15.94,-20871,-10312,32158
2006-01-27,720000.0,720000.0,338278.0,16.03,-22044,27983,-6568
2006-01-31,723000.0,740000.0,460173.0,16.48,-96875,-19420,112956
2006-02-01,735000.0,730000.0,442082.0,16.26,-35874,31284,646
2006-02-02,738000.0,725000.0,406240.0,16.14,15622,4263,-22602
2006-02-03,718000.0,704000.0,444154.0,15.68,45569,-64937,28030
2006-02-06,700000.0,706000.0,430411.0,15.72,6180,-8370,6288
2006-02-07,709000.0,706000.0,349104.0,15.72,-15054,-4050,5966
2006-02-08,700000.0,690000.0,401348.0,15.37,78046,-23862,-60720
2006-02-09,696000.0,691000.0,385790.0,15.39,16805,-85892,68996
2006-02-10,692000.0,687000.0,451657.0,15.3,27647,38,-27834
2006-02-13,686000.0,678000.0,488896.0,15.1,84981,-73477,-120
2006-02-14,670000.0,673000.0,543456.0,14.99,96119,103057,-210989
2006-02-15,678000.0,654000.0,676967.0,14.56,97977,-31338,-71431
2006-02-16,651000.0,656000.0,497309.0,14.61,24966,101574,-135033
2006-02-17,661000.0,673000.0,443189.0,14.99,-43901,18481,25153
2006-02-20,668000.0,683000.0,362991.0,15.21,-56159,70771,-8256
2006-02-21,682000.0,672000.0,358335.0,14.96,45169,20998,-61474
2006-02-22,669000.0,670000.0,499074.0,14.92,57394,-66325,8601
2006-02-23,671000.0,681000.0,332151.0,15.16,-55301,91249,-44631
2006-02-24,678000.0,681000.0,282337.0,15.16,-13545,50694,-28221
2006-02-27,678000.0,691000.0,245877.0,15.39,-28249,-5579,34406
2006-02-28,694000.0,687000.0,267304.0,15.3,-1890,-3353,-6719
2006-03-02,696000.0,686000.0,307133.0,15.28,-6552,6382,-2302
2006-03-03,682000.0,652000.0,765966.0,14.52,241271,-45382,-213503
2006-03-06,656000.0,658000.0,479364.0,14.65,68018,61154,-134506
2006-03-07,650000.0,629000.0,833034.0,14.01,147323,919,-147382
2006-03-08,615000.0,623000.0,987621.0,13.87,136982,166369,-315345
2006-03-09,616000.0,615000.0,782188.0,13.7,147575,72909,-209220
2006-03-10,614000.0,620000.0,617916.0,13.81,-41635,-46818,79718
2006-03-13,629000.0,632000.0,385826.0,14.07,-33995,-7292,34989
2006-03-14,628000.0,624000.0,366887.0,13.9,40737,-75751,41180
