Symbol,한미사이언스_시가(원),한미사이언스_종가(원),한미사이언스_거래량(주),한미사이언스_PER(IFRS-연결),한미사이언스_순매수수량(개인)(주),한미사이언스_순매수수량(기관계)(주),한미사이언스_순매수수량(외국인계)(주)
2015-07-16,135000.0,139500.0,833871.0,369.13,-44177,49863,-6448
2015-07-17,141000.0,142500.0,518187.0,377.07,-32808,44126,-11463
2015-07-20,144000.0,141000.0,592314.0,373.1,70492,-43591,-28853
2015-07-21,143000.0,136000.0,375224.0,359.87,-20046,12274,6671
2015-07-22,136000.0,135500.0,335936.0,358.55,-32178,2274,27611
2015-07-23,140500.0,150000.0,890769.0,396.92,-113721,69102,51997
2015-07-24,150000.0,159500.0,947152.0,422.05,-11116,-1272,16885
2015-07-27,155000.0,150000.0,700875.0,396.92,51846,-6846,-45258
2015-07-28,145000.0,171500.0,1741886.0,453.81,-42191,35988,6785
2015-07-29,183000.0,137500.0,3583042.0,363.84,187623,-215345,34640
2015-07-30,136000.0,138500.0,1617772.0,366.49,-23522,34521,-6984
2015-07-31,140000.0,130000.0,1875515.0,343.99,-18315,-16996,30176
2015-08-03,127000.0,122000.0,673605.0,322.83,-48719,-21422,70325
2015-08-04,121500.0,143500.0,1292068.0,379.72,-140738,104629,39896
2015-08-05,142000.0,146000.0,1136937.0,386.33,-113720,101175,10759
2015-08-06,150500.0,153000.0,823801.0,404.86,-62672,32170,26112
2015-08-07,149500.0,154500.0,418231.0,408.83,-15550,-10975,29022
2015-08-10,156500.0,151000.0,379321.0,399.56,13241,-5750,-8924
2015-08-11,154000.0,142000.0,467103.0,375.75,-8819,-20246,29305
2015-08-12,141000.0,137500.0,671547.0,363.84,31607,-98406,66484
2015-08-13,137500.0,147000.0,585238.0,388.98,-21856,13037,9508
2015-08-17,149500.0,142500.0,349275.0,377.07,-20118,9847,9727
2015-08-18,145000.0,142500.0,380755.0,377.07,-13558,-14484,28667
2015-08-19,140000.0,133000.0,824553.0,351.93,72886,-89760,16957
2015-08-20,132000.0,134500.0,572496.0,355.9,-65902,8252,59640
2015-08-21,127000.0,136500.0,807743.0,361.2,-106943,72361,30983
2015-08-24,138000.0,133000.0,363415.0,351.93,12724,-17793,6663
2015-08-25,135500.0,138000.0,386301.0,365.16,-62925,42923,18833
2015-08-26,138000.0,154000.0,789544.0,407.5,-139681,73029,61706
2015-08-27,157500.0,149500.0,709978.0,395.59,60799,-36737,-19203
2015-08-28,152500.0,148000.0,873301.0,391.62,-93763,28468,57872
2015-08-31,146500.0,160000.0,1613225.0,423.38,-187600,-91339,278579
2015-09-01,157500.0,155500.0,885245.0,411.47,50159,-3397,-57419
2015-09-02,151000.0,153500.0,395562.0,406.18,11277,-24691,19313
2015-09-03,156500.0,154500.0,437935.0,408.83,-20153,-1065,21221
2015-09-04,156000.0,139500.0,808763.0,369.13,188158,-143100,-43898
2015-09-07,137500.0,139000.0,485153.0,367.81,-12179,-30987,48497
2015-09-08,138500.0,118000.0,1334481.0,312.24,177539,-157830,-18377
2015-09-09,123000.0,124500.0,661161.0,329.44,-3729,-35448,37788
2015-09-10,121000.0,131500.0,658572.0,347.96,-77665,75316,11647
2015-09-11,129500.0,146000.0,628171.0,386.33,-165499,223040,-57592
2015-09-14,144000.0,135000.0,647094.0,357.23,103074,-95870,-11093
2015-09-15,135000.0,137500.0,314261.0,363.84,-2730,-24236,27295
2015-09-16,139500.0,140000.0,391418.0,370.46,-17345,34644,-14995
2015-09-17,141000.0,139000.0,294703.0,367.81,-8379,13546,-6228
2015-09-18,145000.0,148000.0,935373.0,391.62,-163646,91917,72685
2015-09-21,146000.0,150000.0,419286.0,396.92,-89563,63648,16967
2015-09-22,148500.0,149500.0,196857.0,395.59,-13717,8375,5507
2015-09-23,148500.0,147000.0,362965.0,388.98,17342,-1957,-14750
2015-09-24,150500.0,146500.0,180425.0,387.66,-17969,18205,479
2015-09-25,147000.0,140000.0,378534.0,370.46,25225,-63942,39578
2015-09-30,133500.0,139000.0,329012.0,367.81,-2117,-59379,73814
2015-10-01,142000.0,138500.0,176392.0,366.49,40155,-43895,6194
2015-10-02,138500.0,138000.0,185073.0,365.16,9018,-24274,16537
2015-10-05,141000.0,139000.0,222004.0,367.81,21698,-30804,8742
2015-10-06,140500.0,131000.0,437410.0,346.64,99335,-109183,8041
2015-10-07,130000.0,121000.0,647182.0,320.18,251883,-281871,24837
2015-10-08,123500.0,121000.0,348684.0,320.18,101234,-42500,-58466
2015-10-12,120500.0,113000.0,474652.0,299.01,109530,-99069,-14220
2015-10-13,114000.0,115500.0,549876.0,305.63,110404,-101666,-9255
2015-10-14,114500.0,110000.0,381991.0,291.07,80057,-76275,-6958
2015-10-15,108000.0,112500.0,386121.0,297.69,-104862,74624,28977
2015-10-16,116500.0,123000.0,699990.0,325.47,-74483,59644,11676
2015-10-19,124000.0,122500.0,420397.0,324.15,36040,35251,-75328
2015-10-20,124000.0,128500.0,527427.0,340.03,-107331,102324,3637
2015-10-21,128500.0,128500.0,356717.0,340.03,-9677,36845,-28592
2015-10-22,127500.0,130000.0,521736.0,343.99,-23017,36928,-15967
2015-10-23,134000.0,137500.0,585466.0,363.84,-61054,77828,-18306
2015-10-26,135500.0,133500.0,428291.0,353.26,18061,7979,-26034
2015-10-27,135000.0,128500.0,505378.0,340.03,-16299,-31032,44500
2015-10-28,128000.0,123500.0,349720.0,326.79,37484,-95138,58843
2015-10-29,124500.0,135500.0,443108.0,358.55,-43866,-6883,49471
2015-10-30,134000.0,131500.0,326345.0,347.96,43473,-9633,-39091
2015-11-02,132000.0,124500.0,312299.0,329.44,84892,-102283,20209
2015-11-03,125000.0,128500.0,196176.0,340.03,11517,-18315,7273
2015-11-04,129500.0,135000.0,329485.0,357.23,-10112,840,5786
2015-11-05,138000.0,137000.0,368287.0,362.52,-20535,7027,10358
2015-11-06,178000.0,178000.0,770699.0,471.01,-50391,-36508,80875
2015-11-09,180500.0,175000.0,3303384.0,463.07,341057,-316170,-19216
2015-11-10,184500.0,168000.0,1873906.0,444.55,41646,-105382,75807
2015-11-11,168000.0,164000.0,983849.0,433.96,35259,-45159,12650
2015-11-12,162500.0,155000.0,610164.0,410.15,9706,-31959,22120
2015-11-13,152500.0,155500.0,751443.0,411.47,-28247,8257,14725
2015-11-16,151000.0,150000.0,447159.0,396.92,40537,27660,-66250
2015-11-17,153500.0,149500.0,484182.0,395.59,16500,7589,-24091
2015-11-18,150000.0,142000.0,397164.0,375.75,66509,-51567,-18132
2015-11-19,144000.0,145500.0,652136.0,385.01,9215,-27815,16261
2015-11-20,145000.0,144500.0,386458.0,382.36,40605,-7594,-33391
2015-11-23,147000.0,163000.0,1305799.0,431.32,-111488,80472,32285
2015-11-24,162000.0,153500.0,611134.0,406.18,43282,22497,-62105
2015-11-25,152500.0,153500.0,410943.0,406.18,7967,2526,-12809
2015-11-26,155000.0,155500.0,392329.0,411.47,-42204,38300,-794
2015-11-27,157000.0,155500.0,220908.0,411.47,2444,1719,-5364
2015-11-30,154000.0,149000.0,410347.0,394.27,52570,-28600,-24568
2015-12-01,149000.0,146000.0,315842.0,386.33,-1769,-41525,42090
2015-12-02,148000.0,144000.0,244200.0,381.04,-18843,50492,-37635
2015-12-03,143000.0,144000.0,169677.0,381.04,13858,2459,-18733
2015-12-04,142000.0,140000.0,183494.0,370.46,29325,-5681,-26206
2015-12-07,143500.0,145500.0,320657.0,385.01,-24479,26335,-5557
2015-12-08,145000.0,140000.0,253727.0,370.46,41580,3206,-45465
2015-12-09,140500.0,141000.0,129331.0,373.1,10444,457,-17079
2015-12-10,141000.0,132500.0,366995.0,350.61,58812,-35235,-15110
2015-12-11,131500.0,124000.0,507802.0,328.12,28565,-84515,54329
2015-12-14,120500.0,120500.0,311123.0,318.86,9332,-4298,4009
2015-12-15,122000.0,124500.0,286838.0,329.44,-31165,53079,-23850
2015-12-16,128500.0,127000.0,228636.0,336.06,1850,33569,-33666
2015-12-17,129500.0,127500.0,209307.0,337.38,8770,16854,-27682
2015-12-18,125500.0,131000.0,199949.0,346.64,-19219,12542,9724
2015-12-21,130000.0,132000.0,194120.0,349.29,-18190,34873,-12949
2015-12-22,133500.0,132500.0,188537.0,350.61,23096,10140,-33860
2015-12-23,133000.0,128000.0,174067.0,338.7,15248,10072,-27448
2015-12-24,129500.0,125000.0,162404.0,330.77,4568,2395,-7569
2015-12-28,122500.0,126000.0,245553.0,333.41,7921,-9095,5537
2015-12-29,126000.0,132500.0,350376.0,356.27,-18391,26394,-6852
2015-12-30,134000.0,129000.0,191165.0,346.86,54968,-4038,-51506
2016-01-04,129500.0,130500.0,151129.0,41.89,-39670,19846,16822
2016-01-05,130000.0,132500.0,185909.0,42.53,4609,6158,-11689
2016-01-06,132500.0,144000.0,590131.0,46.22,-86552,65677,16897
2016-01-07,145000.0,145500.0,385042.0,46.7,-14111,20733,-8707
2016-01-08,141500.0,149500.0,455058.0,47.99,-7913,20092,-14343
2016-01-11,149000.0,144000.0,320562.0,46.22,29849,-20658,-3770
2016-01-12,144000.0,145000.0,244399.0,46.54,8375,-13535,3459
2016-01-13,146000.0,150000.0,320770.0,48.15,-37544,27665,10658
2016-01-14,146500.0,150500.0,329558.0,48.31,6348,-18375,7591
2016-01-15,152000.0,149500.0,465511.0,47.99,-28154,31142,-1708
2016-01-18,147000.0,154000.0,324724.0,49.43,-61724,76247,-15412
2016-01-19,154000.0,163000.0,576558.0,52.32,-118017,101347,16170
2016-01-20,163000.0,159000.0,599210.0,51.04,-50692,44137,-1732
2016-01-21,162500.0,166500.0,607265.0,53.45,-77817,54993,27663
2016-01-22,167000.0,162500.0,471386.0,52.16,39913,-26951,-17455
2016-01-25,162500.0,162500.0,238419.0,52.16,-46700,11855,36237
2016-01-26,161500.0,161000.0,281189.0,51.68,-45471,5927,41738
2016-01-27,162500.0,155000.0,430607.0,49.75,-8850,-27619,32891
2016-01-28,155000.0,158000.0,232603.0,50.72,-33109,1046,34727
2016-01-29,157000.0,156500.0,288874.0,50.24,-12601,-10769,28398
2016-02-01,159000.0,165500.0,430181.0,53.12,-92345,47807,50136
2016-02-02,165500.0,170000.0,423715.0,54.57,-39937,32544,-1482
2016-02-03,170000.0,169500.0,256577.0,54.41,-1836,10635,-13628
2016-02-04,171000.0,161000.0,577538.0,51.68,36676,22140,-58971
2016-02-05,163500.0,158000.0,348048.0,50.72,5898,-34786,27099
2016-02-11,152000.0,145500.0,389456.0,46.7,18812,-27236,3549
2016-02-12,143000.0,133000.0,843965.0,42.69,91354,-41280,-53793
2016-02-15,135500.0,136500.0,369005.0,43.82,21321,-22219,25
2016-02-16,138500.0,139500.0,249406.0,44.78,15215,-1662,-12544
2016-02-17,140000.0,131500.0,385221.0,42.21,107617,-78220,-28560
2016-02-18,135000.0,137000.0,263762.0,43.98,-2355,-14655,17606
2016-02-19,137500.0,144000.0,256938.0,46.22,-9851,12804,-2800
2016-02-22,144000.0,146000.0,177270.0,46.86,3788,9692,-13617
2016-02-23,146500.0,141500.0,157441.0,45.42,4806,8609,-13207
2016-02-24,141000.0,144000.0,162827.0,46.22,-23626,6325,14851
2016-02-25,145500.0,145500.0,126945.0,46.7,-9642,19817,-10176
2016-02-26,145500.0,149500.0,173294.0,47.99,-38054,21839,17949
2016-02-29,149500.0,147500.0,144158.0,47.35,956,-7255,5892
2016-03-02,150500.0,158000.0,449810.0,50.72,-118125,55757,68083
2016-03-03,158500.0,160500.0,290193.0,51.52,-55783,45691,9908
2016-03-04,160000.0,162000.0,313654.0,52.0,-16367,11239,6150
2016-03-07,163000.0,156500.0,202329.0,50.24,-11095,-10729,20867
2016-03-08,157500.0,151500.0,310636.0,48.63,55799,-92920,36488
2016-03-09,150000.0,150500.0,276896.0,48.31,49270,-72576,21067
2016-03-10,151000.0,146000.0,435158.0,46.86,165532,-177765,10663
2016-03-11,146000.0,148000.0,294959.0,47.51,22054,-46673,26290
2016-03-14,150500.0,147000.0,169365.0,47.19,511,-16872,17018
2016-03-15,147500.0,145500.0,133111.0,46.7,13247,-11330,-1827
2016-03-16,144500.0,147500.0,148868.0,47.35,-22372,2467,20302
2016-03-17,149000.0,147000.0,150887.0,47.19,19302,-15926,-3054
2016-03-18,147500.0,149000.0,143506.0,47.83,-18894,-2506,21787
2016-03-21,153000.0,153000.0,302864.0,49.11,-21720,29886,-8632
2016-03-22,153000.0,152500.0,115654.0,48.95,-16706,15256,3052
2016-03-23,152500.0,151000.0,111991.0,48.47,1464,6284,-4669
2016-03-24,151000.0,151500.0,115173.0,48.63,-18891,10930,7961
2016-03-25,152000.0,155000.0,256289.0,49.75,-79582,54195,23113
2016-03-28,156000.0,153500.0,149961.0,49.27,-29143,21459,6552
2016-03-29,154500.0,156500.0,176388.0,50.24,-24650,14438,14406
2016-03-30,157500.0,156000.0,134585.0,50.08,-10570,2187,6215
2016-03-31,156500.0,149000.0,274877.0,47.83,30741,-15056,-16292
2016-04-01,149500.0,153500.0,221651.0,49.27,-94896,44204,52075
2016-04-04,155000.0,156000.0,149157.0,50.08,-56342,27577,29216
2016-04-05,156500.0,155500.0,94317.0,49.91,-20429,11483,9090
2016-04-06,155000.0,153000.0,146775.0,49.11,-6280,6376,6295
2016-04-07,153500.0,154000.0,111474.0,49.43,-20019,4430,15886
2016-04-08,152500.0,154000.0,130132.0,49.43,-40279,13491,27774
2016-04-11,154000.0,145500.0,360054.0,46.7,142957,-131690,-10882
2016-04-12,144500.0,141500.0,300927.0,45.42,78148,-90165,11800
2016-04-14,143000.0,137500.0,307982.0,44.14,124682,-122940,-2394
2016-04-15,138500.0,140000.0,136011.0,44.94,28743,-20802,-7312
2016-04-18,140000.0,137500.0,148472.0,44.14,62407,-60152,-253
2016-04-19,139000.0,138000.0,173048.0,44.3,51063,-41336,-7341
2016-04-20,138500.0,139500.0,103643.0,44.78,-14567,23727,-8009
2016-04-21,140000.0,140000.0,105413.0,44.94,5065,12225,-15893
2016-04-22,140500.0,142000.0,160550.0,45.58,-1938,17956,-16241
2016-04-25,142500.0,141000.0,114323.0,45.26,-12048,28554,-28649
2016-04-26,141000.0,142000.0,110852.0,45.58,-20670,27385,-6710
2016-04-27,141000.0,138000.0,197636.0,44.3,27585,-14542,-11790
2016-04-28,138000.0,139500.0,127578.0,44.78,-17316,8257,8948
2016-04-29,139000.0,136000.0,239826.0,43.65,81828,-47601,-33376
2016-05-02,136000.0,130000.0,206184.0,41.73,21634,-9510,-11405
2016-05-03,130000.0,133500.0,115861.0,42.85,-7843,2839,5449
2016-05-04,132500.0,134500.0,94020.0,43.17,-4017,9001,-5104
2016-05-09,135500.0,136500.0,143998.0,43.82,-24381,27539,-3408
2016-05-10,137500.0,143500.0,270205.0,46.06,-94630,66370,27954
2016-05-11,144000.0,142000.0,97694.0,45.58,-8506,5626,3238
2016-05-12,141500.0,142500.0,77858.0,45.74,-30254,18066,12473
2016-05-13,142500.0,143500.0,101934.0,46.06,-30131,23871,5911
2016-05-16,141500.0,143500.0,84004.0,46.06,-20089,15889,5034
2016-05-17,144000.0,141000.0,95338.0,45.26,-27371,16790,10386
2016-05-18,141000.0,141500.0,102264.0,45.42,-39111,12890,25958
2016-05-19,141500.0,139000.0,74876.0,44.62,-8126,309,7456
2016-05-20,139000.0,145500.0,246414.0,46.7,-116407,53364,62948
2016-05-23,145500.0,150000.0,410283.0,48.15,-105490,71795,34002
2016-05-24,150000.0,148500.0,149153.0,47.67,-39902,27119,12634
2016-05-25,150500.0,148500.0,213283.0,47.67,-35569,26830,8094
2016-05-26,149500.0,149500.0,198955.0,47.99,-34971,12101,22824
2016-05-27,149500.0,149500.0,100228.0,47.99,-46850,32717,13773
2016-05-30,150500.0,152500.0,240196.0,48.95,-63990,56648,8830
2016-05-31,153000.0,154000.0,256677.0,49.43,-95848,40520,63743
2016-06-01,153500.0,155000.0,137531.0,49.75,-52627,25393,29784
2016-06-02,154500.0,154000.0,188254.0,49.43,-62976,44939,21466
2016-06-03,155000.0,154500.0,127273.0,49.59,-34863,22204,12112
2016-06-07,155000.0,158000.0,293969.0,50.72,-38447,12862,26935
2016-06-08,158000.0,157500.0,221823.0,50.56,-50460,52415,-1432
2016-06-09,157000.0,154500.0,883662.0,49.59,-109291,470745,-351654
2016-06-10,154500.0,149500.0,319579.0,47.99,26716,-29800,2620
2016-06-13,148500.0,146500.0,171539.0,47.03,-31569,22077,9471
2016-06-14,146500.0,146500.0,215340.0,47.03,-22241,32178,-10829
2016-06-15,146500.0,146500.0,123924.0,47.03,-881,7384,-3564
2016-06-16,147000.0,143500.0,154403.0,46.06,-14898,8729,9067
2016-06-17,145000.0,146500.0,134906.0,47.03,-17442,13410,4029
2016-06-20,147500.0,147500.0,105359.0,47.35,-20071,43097,-23644
2016-06-21,148000.0,155000.0,267301.0,49.75,-63973,77029,-11240
2016-06-22,154500.0,156000.0,231156.0,50.08,-86889,94156,-7647
2016-06-23,157000.0,154500.0,135801.0,49.59,-14762,21925,-6811
2016-06-24,155500.0,146500.0,420432.0,47.03,-18039,13236,3169
2016-06-27,143500.0,148000.0,174137.0,47.51,-38389,26077,13643
2016-06-28,146500.0,150000.0,196794.0,48.15,26078,-28406,1123
2016-06-29,150000.0,155500.0,252586.0,49.91,-47102,50850,-1775
2016-06-30,157000.0,153000.0,134592.0,49.11,-12919,6035,6680
2016-07-01,154500.0,158000.0,222697.0,50.72,-98800,81125,15829
2016-07-04,160000.0,157000.0,115250.0,50.4,13814,1737,-16358
2016-07-05,156000.0,154500.0,133450.0,49.59,-24521,10454,13909
2016-07-06,154500.0,153500.0,128170.0,49.27,6307,-2083,-3876
2016-07-07,154500.0,157000.0,111976.0,50.4,-13120,16748,-3627
2016-07-08,156500.0,158000.0,101307.0,50.72,-27251,32962,-6163
2016-07-11,159500.0,159000.0,111871.0,51.04,-32887,26414,6794
2016-07-12,159000.0,158500.0,88545.0,50.88,-19885,19529,-259
2016-07-13,159000.0,154500.0,180097.0,49.59,1553,8414,-10125
2016-07-14,154500.0,156000.0,97727.0,50.08,-28179,20213,7794
2016-07-15,156000.0,157000.0,113631.0,50.4,-32124,15783,15846
2016-07-18,157000.0,158500.0,113462.0,50.88,-23263,25434,-3140
2016-07-19,159000.0,158000.0,65461.0,50.72,-5036,391,5487
2016-07-20,158000.0,156500.0,69154.0,50.24,-7457,3967,8643
2016-07-21,156500.0,153500.0,98375.0,49.27,-7581,3115,5126
2016-07-22,153000.0,154500.0,79913.0,49.59,-12751,3840,8911
2016-07-25,154500.0,151500.0,94824.0,48.63,4506,-5441,875
2016-07-26,152000.0,154500.0,60963.0,49.59,-11782,9183,1842
2016-07-27,153000.0,147000.0,291718.0,47.19,128882,-110385,-20955
2016-07-28,145000.0,145500.0,199646.0,46.7,40423,-23352,-16880
2016-07-29,146500.0,144000.0,126677.0,46.22,12536,-14240,2152
2016-08-01,143000.0,133000.0,433884.0,42.69,160459,-156192,-400
2016-08-02,134000.0,136000.0,181016.0,43.65,-320,-1066,1486
2016-08-03,135500.0,133500.0,127749.0,42.85,44641,-18728,-25454
2016-08-04,132500.0,137500.0,132860.0,44.14,3224,31858,-36556
2016-08-05,136000.0,134000.0,137769.0,43.01,42585,-5920,-31935
2016-08-08,135500.0,137000.0,80498.0,43.98,-6801,1993,4771
2016-08-09,136000.0,138000.0,148250.0,44.3,-6296,19562,-13735
2016-08-10,138000.0,141500.0,128165.0,45.42,-19165,17395,1730
2016-08-11,141500.0,141000.0,75028.0,45.26,6166,13775,-20280
2016-08-12,141500.0,143000.0,93016.0,45.9,-8853,14747,-4698
2016-08-16,144500.0,140500.0,73810.0,45.1,7052,-5885,299
2016-08-17,140500.0,138000.0,86005.0,44.3,-4249,-7353,14476
2016-08-18,138500.0,135000.0,114217.0,43.33,23125,-29942,6063
2016-08-19,135500.0,136000.0,77694.0,43.65,11624,-11520,-841
2016-08-22,135500.0,134000.0,76904.0,43.01,22442,-13907,-8689
2016-08-23,134000.0,140000.0,141576.0,44.94,-34554,32352,1654
2016-08-24,141000.0,138000.0,80550.0,44.3,18420,7542,-25448
2016-08-25,138500.0,137500.0,61240.0,44.14,18821,-671,-18130
2016-08-26,139000.0,140000.0,75134.0,44.94,-15738,17488,-750
2016-08-29,139500.0,137500.0,95156.0,44.14,20643,-7302,-13423
2016-08-30,137500.0,137000.0,60506.0,43.98,-8825,8362,163
2016-08-31,137000.0,134000.0,169176.0,43.01,26101,-14676,-10278
2016-09-01,133500.0,138000.0,98844.0,44.3,-34357,23210,11176
2016-09-02,138000.0,138500.0,56902.0,44.46,-459,14204,-13711
2016-09-05,139000.0,139500.0,75921.0,44.78,-23228,21075,2082
2016-09-06,139500.0,135000.0,92152.0,43.33,23154,-10596,-12900
2016-09-07,135000.0,133500.0,104177.0,42.85,29624,-29388,-1170
2016-09-08,133500.0,135000.0,143466.0,43.33,27116,-35213,7731
2016-09-09,133500.0,132000.0,113351.0,42.37,36468,-30394,-5881
2016-09-12,130000.0,129000.0,107665.0,41.41,29249,-32578,2772
2016-09-13,131000.0,129000.0,115651.0,41.41,47254,-34562,-12962
2016-09-19,127500.0,129500.0,101215.0,41.57,28553,-21346,-7168
2016-09-20,129000.0,135000.0,194723.0,43.33,-22588,-4822,22683
2016-09-21,136000.0,134500.0,157688.0,43.17,17387,8864,-26460
2016-09-22,135500.0,134500.0,112626.0,43.17,5617,16262,-23980
2016-09-23,136000.0,136000.0,81340.0,43.65,-4906,-6527,11413
2016-09-26,136500.0,137000.0,128728.0,43.98,12199,-13633,2927
2016-09-27,137000.0,139000.0,129577.0,44.62,-23715,15437,9847
2016-09-28,139500.0,140000.0,95860.0,44.94,-553,7461,-7687
2016-09-29,141000.0,139500.0,182447.0,44.78,725,9260,-10432
2016-09-30,142000.0,114000.0,1862415.0,36.59,244994,-182166,-70779
2016-10-04,101000.0,104500.0,1266560.0,33.54,9350,34107,-43396
2016-10-05,106500.0,101000.0,590905.0,32.42,123326,-55042,-72907
2016-10-06,99900.0,98700.0,422860.0,31.68,30311,-21682,-5255
2016-10-07,99600.0,91900.0,644455.0,29.5,23344,-23535,-2070
2016-10-10,92000.0,96300.0,299448.0,30.91,-38185,25711,12731
2016-10-11,96700.0,94700.0,161388.0,30.4,21407,10874,-35057
2016-10-12,94000.0,95600.0,151439.0,30.69,3784,15221,-18932
2016-10-13,95600.0,93300.0,130586.0,29.95,15908,-9212,-6798
2016-10-14,93500.0,92000.0,145939.0,29.53,1804,-4701,2802
2016-10-17,91700.0,88800.0,431808.0,28.5,44231,-58104,888
2016-10-18,88700.0,87100.0,149609.0,27.96,-324,-3433,3024
2016-10-19,87200.0,87700.0,142888.0,28.15,13074,-2796,-10275
2016-10-20,88400.0,86400.0,130691.0,27.73,32632,5274,-37202
2016-10-21,86200.0,87600.0,172381.0,28.12,4128,27208,-30885
2016-10-24,88600.0,87700.0,161703.0,28.15,47562,14589,-61804
2016-10-25,87600.0,83700.0,205757.0,26.87,44580,-14612,-31038
2016-10-26,83500.0,84500.0,102212.0,27.12,-22991,3810,19397
2016-10-27,84500.0,85300.0,93718.0,27.38,-9269,6435,2038
2016-10-28,85400.0,79400.0,236129.0,25.49,26505,-27454,4
2016-10-31,79000.0,76100.0,304775.0,24.43,-48558,-13619,61623
2016-11-01,75800.0,74400.0,180118.0,23.88,-11614,-109,10662
2016-11-02,74600.0,70700.0,208936.0,22.69,-35984,10235,23802
2016-11-03,70300.0,74600.0,223943.0,23.95,-39762,25337,14360
2016-11-04,74400.0,75700.0,168823.0,24.3,-875,23823,-25746
2016-11-07,76800.0,76100.0,73076.0,24.43,-456,17875,-17399
2016-11-08,76500.0,78000.0,111779.0,25.04,8582,9608,-18135
2016-11-09,77000.0,74200.0,311369.0,23.82,-22830,23382,-6035
2016-11-10,77300.0,87000.0,654708.0,27.93,-125247,122888,4512
2016-11-11,88400.0,86500.0,395944.0,27.77,42818,32075,-75507
2016-11-14,87000.0,86500.0,167219.0,27.77,25361,752,-27355
2016-11-15,86500.0,83600.0,178438.0,26.84,7783,-10142,-3556
2016-11-16,83900.0,82600.0,128919.0,26.51,16100,-16739,-548
2016-11-17,82600.0,79400.0,198425.0,25.49,59736,-35251,-25749
2016-11-18,79800.0,76300.0,144127.0,24.49,1612,-8710,3348
2016-11-21,76200.0,74100.0,150089.0,23.79,24958,-30210,5971
2016-11-22,74800.0,73300.0,112775.0,23.53,25062,-17504,-7658
2016-11-23,73400.0,70000.0,214121.0,22.47,67521,-52016,-16525
2016-11-24,69800.0,70600.0,174561.0,22.66,2266,-5005,2702
2016-11-25,70600.0,74600.0,233737.0,23.95,-3894,-1755,4355
2016-11-28,75600.0,73200.0,112143.0,23.5,31015,-2706,-28304
2016-11-29,73100.0,74300.0,120896.0,23.85,-1913,9835,-6922
2016-11-30,75000.0,75000.0,112586.0,24.07,8641,-1583,-7058
2016-12-01,74700.0,72100.0,143056.0,23.14,42724,-885,-42537
2016-12-02,71400.0,71500.0,89263.0,22.95,-4761,-3138,8310
2016-12-05,71000.0,70500.0,104855.0,22.63,10543,7333,-17174
2016-12-06,71100.0,70800.0,139940.0,22.73,27913,5706,-33669
2016-12-07,70900.0,60300.0,1809192.0,19.36,232929,-96327,-142032
2016-12-08,60700.0,59000.0,582698.0,18.94,-6531,-27869,36507
2016-12-09,58800.0,60200.0,301054.0,19.32,-59691,14551,44855
