Symbol,한미사이언스_시가(원),한미사이언스_종가(원),한미사이언스_거래량(주),한미사이언스_PER(IFRS-연결),한미사이언스_순매수수량(개인)(주),한미사이언스_순매수수량(기관계)(주),한미사이언스_순매수수량(외국인계)(주)
2013-12-23,12850.0,13000.0,91248.0,53.56,2034,-12660,1966
2013-12-24,13000.0,13050.0,23631.0,53.76,-2270,5810,-3540
2013-12-26,12750.0,13500.0,64046.0,55.62,-18255,10535,-3020
2013-12-27,13000.0,12750.0,11125.0,54.97,5785,-4365,-1420
2013-12-30,12950.0,12650.0,29897.0,54.54,11857,-13250,1393
2014-01-02,12600.0,12250.0,24866.0,68.81,8270,-7040,-1230
2014-01-03,12150.0,12050.0,24526.0,67.69,8192,-12152,-1040
2014-01-06,11900.0,12300.0,21640.0,69.09,-968,-2752,-280
2014-01-07,12300.0,13300.0,87773.0,74.71,4800,-4810,-4990
2014-01-08,13350.0,13850.0,31720.0,77.8,-6341,5971,-2700
2014-01-09,13800.0,13400.0,29028.0,75.27,2675,-10795,-1880
2014-01-10,13100.0,13050.0,27304.0,73.3,-24,-8386,2410
2014-01-13,13050.0,13150.0,16117.0,73.87,-1790,-4430,1720
2014-01-14,13250.0,13150.0,11031.0,73.87,-3810,-530,2340
2014-01-15,13100.0,13150.0,13000.0,73.87,-2340,-3270,2610
2014-01-16,13000.0,13150.0,11045.0,73.87,-3190,-1560,2000
2014-01-17,13200.0,13500.0,31964.0,75.83,-2527,-3553,3640
2014-01-20,13550.0,13450.0,19139.0,75.55,5292,-2030,-2352
2014-01-21,13250.0,13450.0,17094.0,75.55,-1495,-2340,835
2014-01-22,13500.0,13200.0,15617.0,74.15,-5467,2897,70
2014-01-23,13250.0,12900.0,18331.0,72.46,-555,-1855,-2590
2014-01-24,13200.0,13100.0,27319.0,73.59,1996,-5363,867
2014-01-27,12850.0,13050.0,17459.0,73.3,-1650,-3280,-70
2014-01-28,13050.0,13250.0,27053.0,74.43,-11138,11767,-629
2014-01-29,13250.0,13100.0,22305.0,73.59,1878,-3058,1180
2014-02-03,13200.0,13350.0,21358.0,74.99,1697,-2009,1312
2014-02-04,13250.0,13300.0,17123.0,74.71,-7360,-2830,2120
2014-02-05,13250.0,13400.0,23507.0,75.27,-1350,150,-1800
2014-02-06,13450.0,13550.0,29605.0,76.11,-8649,10265,-1026
2014-02-07,13650.0,13750.0,19704.0,77.24,-3113,2293,820
2014-02-10,13800.0,13800.0,12631.0,77.51,-5580,2790,-210
2014-02-11,13750.0,13850.0,21317.0,77.8,-11557,5407,3150
2014-02-12,13850.0,13850.0,17254.0,77.8,-3569,2609,960
2014-02-13,13900.0,13900.0,16401.0,78.08,-8153,6333,1820
2014-02-14,13950.0,14100.0,36822.0,79.21,-11042,10132,910
2014-02-17,14100.0,14300.0,20502.0,80.32,-7990,8520,-530
2014-02-18,14200.0,14750.0,33604.0,82.85,-18310,16845,1465
2014-02-19,14950.0,14850.0,50200.0,83.41,2373,-1170,-4203
2014-02-20,14750.0,15000.0,50920.0,84.26,-86,1526,660
2014-02-21,14950.0,14800.0,29812.0,83.13,3674,-3344,-3760
2014-02-24,14900.0,14550.0,35070.0,81.73,-2028,-7802,9080
2014-02-25,14700.0,14350.0,33940.0,80.61,-1661,-659,3140
2014-02-26,14450.0,14300.0,24059.0,80.32,-8167,5537,4550
2014-02-27,14300.0,14250.0,14260.0,80.04,1860,-820,-1040
2014-02-28,14050.0,14500.0,33200.0,81.45,-3570,-6320,9890
2014-03-03,14600.0,14150.0,15298.0,79.49,4603,-3953,-650
2014-03-04,14250.0,13650.0,32564.0,76.68,290,-1070,780
2014-03-05,13800.0,13800.0,45790.0,77.51,-13360,6720,4850
2014-03-06,13850.0,13850.0,12225.0,77.8,-70,-820,890
2014-03-07,13950.0,13750.0,12678.0,77.24,-1265,3215,-1950
2014-03-10,13750.0,13450.0,19559.0,75.55,800,-270,-530
2014-03-11,13350.0,13600.0,28392.0,76.4,-3686,3060,626
2014-03-12,13400.0,13200.0,32171.0,74.15,-6446,10616,-4170
2014-03-13,13200.0,13250.0,19672.0,74.43,-1100,990,110
2014-03-14,13200.0,12950.0,33786.0,72.74,514,-2054,1540
2014-03-17,13000.0,13650.0,30857.0,76.68,-6300,9500,-3200
2014-03-18,13600.0,13500.0,16167.0,75.83,6757,-907,-5850
2014-03-19,13450.0,13650.0,18502.0,76.68,-3450,6340,-2890
2014-03-20,13600.0,13200.0,22110.0,74.15,3669,8141,-11810
2014-03-21,13200.0,13650.0,56127.0,76.68,-4537,11567,-7030
2014-03-24,13650.0,13500.0,49847.0,75.83,-18980,15340,3640
2014-03-25,13250.0,13400.0,30560.0,75.27,-7000,11550,-4550
2014-03-26,13300.0,13400.0,19689.0,75.27,-5355,7030,-1675
2014-03-27,13300.0,13550.0,21133.0,76.11,-14600,14360,240
2014-03-28,13550.0,13850.0,19877.0,77.8,-13240,12590,650
2014-03-31,13850.0,13550.0,42648.0,76.11,-5120,7080,-1960
2014-04-01,13450.0,13150.0,59756.0,73.87,-6580,4180,2400
2014-04-02,13250.0,13000.0,16541.0,73.02,2410,-1690,-720
2014-04-03,13100.0,12950.0,26478.0,72.74,720,-960,240
2014-04-04,12850.0,13000.0,10290.0,73.02,-140,-720,860
2014-04-07,13050.0,12600.0,13922.0,70.78,3060,-1000,-2060
2014-04-08,12500.0,12950.0,13782.0,72.74,-1260,810,450
2014-04-09,12900.0,13000.0,10332.0,73.02,450,0,-450
2014-04-10,13050.0,13050.0,11110.0,73.3,2430,-1850,-580
2014-04-11,12950.0,12900.0,12801.0,72.46,-3110,1300,1810
2014-04-14,13000.0,12950.0,17673.0,72.74,10950,-6090,-4860
2014-04-15,13000.0,12900.0,16604.0,72.46,-1534,2284,-750
2014-04-16,12850.0,12950.0,25027.0,72.74,-9805,8985,820
2014-04-17,12950.0,13100.0,3991.0,73.59,-140,-10,150
2014-04-18,13050.0,13300.0,28909.0,74.71,-15010,13740,1270
2014-04-21,13300.0,13200.0,5088.0,74.15,831,-41,-460
2014-04-22,13200.0,13350.0,9035.0,74.99,-1790,1370,420
2014-04-23,13250.0,13200.0,9545.0,74.15,1522,-212,-1310
2014-04-24,13300.0,13300.0,13105.0,74.71,-647,27,620
2014-04-25,13300.0,13200.0,9630.0,74.15,330,800,-1130
2014-04-28,13300.0,14500.0,245354.0,81.45,-12500,17010,-4510
2014-04-29,14950.0,14600.0,136321.0,82.01,2760,1620,-4380
2014-04-30,14800.0,14900.0,148986.0,83.7,-12956,14076,-1120
2014-05-02,14900.0,14550.0,26860.0,81.73,-410,-10,420
2014-05-07,14450.0,14200.0,65718.0,79.76,-4855,5465,900
2014-05-08,14200.0,16300.0,695049.0,91.56,-209716,198217,3509
2014-05-09,16550.0,16000.0,227741.0,89.88,2299,811,-2010
2014-05-12,16050.0,16100.0,147030.0,90.44,-12337,9397,2940
2014-05-13,16250.0,16200.0,84191.0,91.0,-18510,17700,810
2014-05-14,16350.0,16800.0,408878.0,94.37,-83320,80730,2770
2014-05-15,16900.0,17600.0,288722.0,98.86,-23389,24289,-910
2014-05-16,17450.0,17950.0,127578.0,100.83,-25739,17339,8400
2014-05-19,18100.0,17900.0,91954.0,100.55,-5757,-5623,11380
2014-05-20,18000.0,17400.0,148585.0,97.74,-12765,7645,5120
2014-05-21,17250.0,17500.0,86495.0,98.3,-14360,6920,7440
2014-05-22,17800.0,17400.0,50453.0,97.74,-16620,15680,940
2014-05-23,17400.0,17150.0,39554.0,96.33,-2777,-363,3140
2014-05-26,17250.0,18050.0,219244.0,101.39,-42530,30240,11580
2014-05-27,18150.0,17600.0,101633.0,98.86,30290,-23930,-6820
2014-05-28,17650.0,17750.0,71554.0,99.71,-3680,5070,-1390
2014-05-29,17700.0,17750.0,51152.0,99.71,-10002,20702,-10700
2014-05-30,17750.0,17200.0,119178.0,96.62,5607,5523,-11130
2014-06-02,17250.0,17200.0,95487.0,96.62,-13895,15066,-2533
2014-06-03,17200.0,16750.0,73694.0,94.09,-4646,9109,-5612
2014-06-05,16750.0,16250.0,283642.0,91.28,-26252,1348,24774
2014-06-09,16600.0,16150.0,56160.0,90.71,-13988,14632,-907
2014-06-10,16250.0,16900.0,111685.0,94.93,-23140,24458,-1978
2014-06-11,16850.0,17150.0,48580.0,96.33,-15920,21875,-5947
2014-06-12,17200.0,16900.0,73891.0,94.93,6836,5756,-13456
2014-06-13,16750.0,15950.0,217873.0,89.6,101763,-97760,997
2014-06-16,16000.0,16400.0,76243.0,92.12,-16573,20844,-4271
2014-06-17,16250.0,16350.0,62524.0,91.84,-117,5699,-5677
2014-06-18,16450.0,15900.0,51904.0,89.32,5068,-2176,-2892
2014-06-19,15800.0,16300.0,46101.0,91.56,-13478,15838,-2360
2014-06-20,16300.0,16150.0,32732.0,90.71,-7088,12791,-5703
2014-06-23,16300.0,16450.0,61588.0,92.41,-22808,22230,-2772
2014-06-24,16550.0,16900.0,126085.0,94.93,10362,47955,-58317
2014-06-25,16900.0,16900.0,78574.0,94.93,-12522,20707,-8185
2014-06-26,16950.0,17200.0,77181.0,96.62,-28380,28651,-2323
2014-06-27,17000.0,16600.0,62823.0,93.24,9217,-3917,-5300
2014-06-30,16600.0,16900.0,24634.0,94.93,-14695,17107,-2412
2014-07-01,16900.0,16950.0,27504.0,95.21,-3952,6480,-2572
2014-07-02,17050.0,16800.0,67684.0,94.37,-4265,4412,522
2014-07-03,16700.0,16850.0,34155.0,94.65,-822,-782,-244
2014-07-04,16750.0,16450.0,47913.0,92.41,6677,-6695,18
2014-07-07,16450.0,16300.0,39866.0,91.56,-3414,3094,970
2014-07-08,16150.0,17150.0,136657.0,96.33,-40110,38760,3350
2014-07-09,17050.0,17500.0,156493.0,98.3,-42314,53001,-9000
2014-07-10,17550.0,17650.0,93409.0,99.14,-33941,35593,-1652
2014-07-11,17500.0,18100.0,133059.0,101.67,-38078,30693,1196
2014-07-14,18150.0,18750.0,146788.0,105.33,-47298,56959,-3689
2014-07-15,18850.0,19350.0,162700.0,108.69,-66980,74273,-8300
2014-07-16,19500.0,19050.0,76754.0,107.01,-13874,20244,-6370
2014-07-17,19000.0,18950.0,73520.0,106.44,-345,-7363,8208
2014-07-18,18700.0,19750.0,184042.0,110.94,-62442,63156,-989
2014-07-21,20000.0,18850.0,108492.0,105.88,20148,-3390,1450
2014-07-22,18800.0,19200.0,115696.0,107.85,-39124,30479,8645
2014-07-23,19200.0,18750.0,136204.0,105.33,-23369,24145,-776
2014-07-24,18950.0,18750.0,92171.0,105.33,-18916,18583,-1869
2014-07-25,18950.0,19400.0,93235.0,108.97,-17535,22774,-5239
2014-07-28,19600.0,19500.0,83640.0,109.53,1476,12815,-14291
2014-07-29,19500.0,18200.0,134348.0,102.23,19138,-12817,-4023
2014-07-30,18200.0,16300.0,288463.0,91.56,48898,-83956,48587
2014-07-31,16300.0,13900.0,876815.0,78.08,309381,-280932,-26449
2014-08-01,13850.0,13900.0,303664.0,78.08,39051,-26116,-12935
2014-08-04,14000.0,14300.0,231329.0,80.32,-43201,58326,-15125
2014-08-05,14300.0,14100.0,87377.0,79.21,8583,-1439,-7144
2014-08-06,14050.0,14050.0,76252.0,78.92,-13783,16379,-2596
2014-08-07,14000.0,13450.0,112634.0,75.55,10069,-4203,-5866
2014-08-08,13650.0,13350.0,72496.0,74.99,-11221,-4804,16025
2014-08-11,13400.0,13550.0,49457.0,76.11,1665,-2610,945
2014-08-12,13600.0,13500.0,51134.0,75.83,14049,-5042,-9007
2014-08-13,13350.0,13200.0,56443.0,74.15,12033,-13142,1009
2014-08-14,13150.0,13550.0,61650.0,76.11,10470,-13695,3225
2014-08-18,13550.0,13700.0,38872.0,76.96,-20,7280,-7260
2014-08-19,13700.0,13650.0,28315.0,76.68,-2987,11309,-10340
2014-08-20,13650.0,13300.0,37047.0,74.71,15181,-13590,-1591
2014-08-21,13450.0,13900.0,58611.0,78.08,-24353,19718,4635
2014-08-22,13900.0,14100.0,73080.0,79.21,-1953,23358,-21405
2014-08-25,13950.0,14500.0,75745.0,81.45,6673,12621,-19294
2014-08-26,14500.0,14250.0,45554.0,80.04,14455,-11934,-2521
2014-08-27,14500.0,14050.0,53143.0,78.92,1935,2488,-6293
2014-08-28,14050.0,14200.0,27984.0,79.76,6117,-7791,1924
2014-08-29,14200.0,13900.0,31293.0,78.08,10343,-9859,-484
2014-09-01,13850.0,13850.0,29342.0,77.8,3778,-3753,-25
2014-09-02,13850.0,14300.0,38559.0,80.32,-10185,6084,4107
2014-09-03,14250.0,13950.0,29029.0,78.36,-555,-916,1471
2014-09-04,14050.0,14100.0,34502.0,79.21,-8409,11490,-3081
2014-09-05,14250.0,14350.0,29034.0,80.61,-14075,13270,805
2014-09-11,14350.0,14200.0,27447.0,79.76,1242,4915,-6157
2014-09-12,14050.0,13950.0,27380.0,78.36,6318,5046,-11364
2014-09-15,13750.0,14800.0,118663.0,83.13,-51912,52701,-789
2014-09-16,14850.0,14700.0,50919.0,82.57,-4405,7327,-2822
2014-09-17,14800.0,14800.0,44496.0,83.13,-11733,2301,6516
2014-09-18,14850.0,14600.0,41738.0,82.01,4597,1997,-6594
2014-09-19,14550.0,14800.0,24981.0,83.13,-2959,-679,3638
2014-09-22,14700.0,15400.0,65393.0,86.51,-30608,28312,-324
2014-09-23,15200.0,15600.0,70386.0,87.63,-16309,21497,-5188
2014-09-24,15750.0,15200.0,38070.0,85.38,1001,481,-1482
2014-09-25,15150.0,15800.0,218652.0,88.75,-48271,29794,3506
2014-09-26,15900.0,15750.0,86919.0,88.47,5562,4113,-6759
2014-09-29,15750.0,15550.0,35572.0,87.35,-2868,2993,-1379
2014-09-30,15550.0,15900.0,32392.0,89.32,-10650,10160,490
2014-10-01,16000.0,15650.0,23601.0,87.91,761,3187,-3948
2014-10-02,15600.0,16050.0,56499.0,90.16,-36854,36648,-730
2014-10-06,16200.0,15900.0,20543.0,89.32,-1521,4827,-4306
2014-10-07,15900.0,16100.0,42928.0,90.44,-21074,20485,589
2014-10-08,16100.0,15800.0,47461.0,88.75,6764,-2800,-3964
2014-10-10,15800.0,15550.0,22477.0,87.35,-7521,6080,1441
2014-10-13,15350.0,16100.0,136817.0,90.44,-56645,65445,-13004
2014-10-14,16150.0,16350.0,46213.0,91.84,-10856,12495,-4089
2014-10-15,16150.0,17200.0,129806.0,96.62,-57404,59755,-2351
2014-10-16,17100.0,17900.0,224717.0,100.55,-78403,70660,6880
2014-10-17,17750.0,18000.0,99740.0,101.11,-40152,42958,-5242
2014-10-20,18200.0,17600.0,47993.0,98.86,1222,-5134,3912
2014-10-21,17600.0,15000.0,397464.0,84.26,106039,-115613,13799
2014-10-22,15000.0,14950.0,204830.0,83.98,5707,-31754,26047
2014-10-23,14950.0,14900.0,100558.0,83.7,51264,-52295,1031
2014-10-24,14900.0,14700.0,70810.0,82.57,14087,-11267,-3180
2014-10-27,14600.0,14700.0,50453.0,82.57,4161,-9719,5558
2014-10-28,14600.0,14700.0,17476.0,82.57,-447,3010,-2563
2014-10-29,14700.0,14800.0,33137.0,83.13,7309,-804,-6505
2014-10-30,14650.0,14950.0,42520.0,83.98,-14181,20121,-5940
2014-10-31,14950.0,14600.0,44395.0,82.01,7996,-6397,-1599
2014-11-03,14500.0,14850.0,31171.0,83.41,-3755,3999,1621
2014-11-04,14900.0,14600.0,34025.0,82.01,-6935,8021,-1086
2014-11-05,14500.0,14950.0,26447.0,83.98,-10678,-1923,12601
2014-11-06,14950.0,14500.0,35060.0,81.45,7928,-5122,-2806
2014-11-07,14600.0,14500.0,18503.0,81.45,-451,-3409,3860
2014-11-10,14500.0,14650.0,9102.0,82.29,-45,0,45
2014-11-11,14800.0,14650.0,37073.0,82.29,11716,-20402,8686
2014-11-12,14650.0,14750.0,36480.0,82.85,-10663,-1207,11870
2014-11-13,14800.0,14700.0,18953.0,82.57,6586,-5493,-1093
2014-11-14,14750.0,14700.0,15422.0,82.57,1981,-3597,1616
2014-11-17,14800.0,15400.0,101797.0,86.51,-36333,32195,4138
2014-11-18,15500.0,14950.0,69712.0,83.98,998,7767,-8765
2014-11-19,15100.0,14850.0,23581.0,83.41,980,-660,920
2014-11-20,15000.0,14900.0,20724.0,83.7,-4838,1321,3537
2014-11-21,14900.0,14750.0,26313.0,82.85,-1501,344,1157
2014-11-24,14700.0,14950.0,12548.0,83.98,-3487,4745,-1258
2014-11-25,14900.0,15200.0,29831.0,85.38,-15793,14559,1234
2014-11-26,15300.0,15900.0,69474.0,89.32,-27085,16268,11177
2014-11-27,15900.0,15850.0,43354.0,89.03,-4777,-4247,9024
2014-11-28,15700.0,15550.0,28274.0,87.35,842,-1427,585
2014-12-01,15550.0,15000.0,26446.0,84.26,3539,-5578,2039
2014-12-02,15000.0,15250.0,8021.0,85.66,-870,-61,931
2014-12-03,15100.0,15100.0,7219.0,84.82,-1607,1986,-379
2014-12-04,15050.0,15100.0,18203.0,84.82,-2186,4012,-1826
2014-12-05,15300.0,14950.0,12404.0,83.98,3838,-2126,-1712
2014-12-08,14850.0,15300.0,44128.0,85.94,-6873,7890,-1017
2014-12-09,15200.0,15300.0,7677.0,85.94,-1286,1026,260
2014-12-10,15250.0,15350.0,16037.0,86.22,-6022,8958,-2936
2014-12-11,15300.0,15800.0,23125.0,88.75,-13244,10446,2798
2014-12-12,15850.0,15900.0,26693.0,89.32,-6361,9151,-2790
2014-12-15,15900.0,16750.0,74084.0,94.09,-22776,20667,2009
2014-12-16,16750.0,17200.0,96413.0,96.62,-37435,30293,7142
2014-12-17,17200.0,17250.0,57065.0,96.9,-26154,20945,5159
2014-12-18,17450.0,16500.0,70218.0,92.68,15026,-26824,11798
2014-12-19,16500.0,17000.0,28541.0,95.49,-8642,7300,1342
2014-12-22,17100.0,18350.0,80198.0,103.08,-38323,36741,1582
2014-12-23,18350.0,17700.0,32969.0,99.42,808,-1298,490
2014-12-24,17600.0,17400.0,20434.0,97.74,414,-2158,1694
2014-12-26,17400.0,17400.0,23366.0,97.74,3668,-7318,3650
2014-12-29,16850.0,16100.0,24457.0,94.8,2467,-2681,214
2014-12-30,15850.0,15450.0,61386.0,90.97,32030,-30354,210
2015-01-02,15300.0,15200.0,46493.0,40.22,27500,-28490,1472
2015-01-05,15100.0,15450.0,13430.0,40.88,4324,-3693,-631
2015-01-06,15250.0,15400.0,12995.0,40.75,3165,1468,-5971
2015-01-07,15150.0,15650.0,11420.0,41.41,786,1757,-2543
2015-01-08,15700.0,15650.0,14681.0,41.41,5326,-5623,297
2015-01-09,15750.0,15550.0,14614.0,41.15,7037,-4859,-2178
2015-01-12,15800.0,15600.0,8077.0,41.28,2479,-2002,-477
2015-01-13,15800.0,15350.0,10211.0,40.62,4437,-3057,-1380
2015-01-14,15350.0,15550.0,4534.0,41.15,-1346,95,1251
2015-01-15,15600.0,15500.0,7143.0,41.01,976,1597,-2623
2015-01-16,15700.0,16150.0,29207.0,42.74,-4487,89,4278
2015-01-19,16150.0,15350.0,44240.0,40.62,26495,-19149,-4645
2015-01-20,15350.0,15550.0,15361.0,41.15,-6116,5955,-209
2015-01-21,15950.0,16350.0,22885.0,43.26,-11608,12203,-1417
2015-01-22,16350.0,16000.0,19812.0,42.34,-1254,3368,-2114
2015-01-23,16000.0,16050.0,10547.0,42.47,-3256,4435,-1079
2015-01-26,16050.0,15550.0,11639.0,41.15,5003,-807,-4626
2015-01-27,15550.0,15550.0,28317.0,41.15,4546,-774,-3772
2015-01-28,15450.0,15150.0,28362.0,40.09,6907,-2189,-4813
2015-01-29,15150.0,15050.0,14325.0,39.82,4815,-2128,-2687
2015-01-30,15100.0,15000.0,20886.0,39.69,8973,-5791,-3182
2015-02-02,14950.0,14750.0,24227.0,39.03,10354,-7512,-795
2015-02-03,14950.0,14800.0,21327.0,39.16,8685,-5066,-3619
2015-02-04,14950.0,14950.0,15799.0,39.56,3727,-870,-2857
2015-02-05,15100.0,15500.0,47393.0,41.01,6155,-488,-5667
2015-02-06,15400.0,15200.0,26910.0,40.22,7640,-1038,-6602
2015-02-09,15200.0,15500.0,39547.0,41.01,-6665,14988,-8323
2015-02-10,15550.0,14850.0,64018.0,39.3,26740,-1706,-14817
2015-02-11,14950.0,14900.0,23479.0,39.43,2475,3317,-3587
2015-02-12,14800.0,14650.0,39591.0,38.77,11520,-599,-10921
2015-02-13,14800.0,14750.0,49510.0,39.03,-6613,13294,-6681
2015-02-16,14900.0,15100.0,46571.0,39.96,2685,3643,-6328
2015-02-17,15250.0,15100.0,29837.0,39.96,-3590,9892,-6302
2015-02-23,15350.0,15250.0,30450.0,40.35,-4688,10847,-6159
2015-02-24,15450.0,15250.0,19219.0,40.35,-4685,2397,2288
2015-02-25,15400.0,15200.0,57507.0,40.22,13145,-4208,-8937
2015-02-26,15200.0,15050.0,17342.0,39.82,-4921,8631,-3710
2015-02-27,15250.0,15150.0,21799.0,40.09,3125,-1938,-1187
2015-03-02,15200.0,15150.0,20393.0,40.09,-1885,6915,-5030
2015-03-03,15150.0,15050.0,26043.0,39.82,2562,2772,-5334
2015-03-04,15100.0,15050.0,29411.0,39.82,10047,-5864,-4183
2015-03-05,15050.0,15000.0,34248.0,39.69,8518,-4170,-6015
2015-03-06,14800.0,15000.0,39453.0,39.69,21262,-15252,-6010
2015-03-09,15000.0,16000.0,111892.0,42.34,-19326,7123,9203
2015-03-10,16150.0,16400.0,102936.0,43.4,-27771,28513,-742
2015-03-11,16100.0,17050.0,154077.0,45.12,-42094,50818,-8724
2015-03-12,17050.0,19600.0,483942.0,51.86,-179086,171942,7176
2015-03-13,20200.0,21350.0,908801.0,56.49,-105877,94515,-2661
2015-03-16,21700.0,21850.0,506702.0,57.82,-22757,31966,-8274
2015-03-17,21950.0,22400.0,382593.0,59.27,-6512,-11368,13610
2015-03-18,22500.0,22950.0,393105.0,60.73,687,17496,-8100
2015-03-19,25950.0,26350.0,1543464.0,69.73,-320715,231299,25190
2015-03-20,28000.0,30300.0,669534.0,80.18,-52531,58027,-7574
2015-03-23,30300.0,30300.0,0.0,80.18,0,0,0
2015-03-24,30300.0,29050.0,892062.0,76.87,176434,-160382,-13381
2015-03-25,29800.0,31000.0,621758.0,82.03,145163,-174185,3875
2015-03-26,29300.0,28500.0,264219.0,75.41,65874,-100763,-2623
2015-03-27,28600.0,32750.0,834028.0,86.66,-193372,228321,-35657
2015-03-30,32050.0,34300.0,659201.0,90.76,-18281,46778,-26163
2015-03-31,34300.0,34300.0,0.0,90.76,0,0,0
2015-04-01,32850.0,35900.0,191466.0,94.99,-19012,24971,-6398
2015-04-02,35500.0,37000.0,165850.0,97.91,3363,9957,-4125
2015-04-03,37650.0,37000.0,154878.0,97.91,21173,-20246,-371
2015-04-06,36000.0,38200.0,337107.0,101.08,4721,7632,-3251
2015-04-07,37500.0,40400.0,265137.0,106.9,-31248,45591,-14879
2015-04-08,41000.0,43200.0,394876.0,114.31,31992,-31425,-3183
2015-04-09,44500.0,44900.0,554901.0,118.81,182567,-153263,-29473
2015-04-10,45500.0,43300.0,637115.0,114.58,226966,-215609,-11631
2015-04-13,43400.0,43200.0,296357.0,114.31,-2949,27125,-22937
2015-04-14,42500.0,40950.0,521198.0,108.36,86859,-74622,-9570
2015-04-15,42100.0,44550.0,1208401.0,117.88,144557,-107226,-39648
2015-04-16,45000.0,42950.0,1162814.0,113.65,102333,-55314,-35763
2015-04-17,43900.0,42700.0,265036.0,112.99,-11727,41497,-29370
2015-04-20,42000.0,45200.0,1155573.0,119.61,6234,-9556,6335
2015-04-21,44200.0,44650.0,327223.0,118.15,-6931,13009,-4990
2015-04-22,44100.0,44050.0,552118.0,116.56,-13602,14290,159
2015-04-23,43300.0,41600.0,330932.0,110.08,-17810,19456,-1775
2015-04-24,41000.0,43150.0,263487.0,114.18,-10632,3183,8316
2015-04-27,42550.0,43950.0,153072.0,116.3,-4317,13814,-9497
2015-04-28,43100.0,42300.0,155907.0,111.93,36406,-40537,4063
2015-04-29,42500.0,42950.0,271506.0,113.65,1938,-19413,19225
2015-04-30,43400.0,43000.0,130146.0,113.78,-11678,17794,-6116
2015-05-04,42400.0,39800.0,250268.0,105.32,97395,-104820,5686
2015-05-06,38800.0,38750.0,311911.0,102.54,26918,-106794,76509
2015-05-07,39000.0,37300.0,519762.0,98.7,35753,-43352,19602
2015-05-08,37300.0,39700.0,228508.0,105.05,-19207,34148,-14941
2015-05-11,40200.0,41000.0,175312.0,108.49,621,9756,-10384
2015-05-12,41600.0,40300.0,153414.0,106.64,16267,-8806,-7462
2015-05-13,40100.0,41400.0,160883.0,109.55,-16048,25354,-11496
2015-05-14,43400.0,44300.0,612305.0,117.22,-53071,115960,-63082
2015-05-15,45500.0,44350.0,348890.0,117.36,44303,17978,-58201
2015-05-18,44950.0,51000.0,696997.0,134.95,-73653,71796,17069
2015-05-19,54000.0,51000.0,703482.0,134.95,124571,-90871,-34744
2015-05-20,51600.0,55900.0,741321.0,147.92,47960,-84912,33681
2015-05-21,57500.0,59100.0,733591.0,156.39,168934,-164250,10252
2015-05-22,60400.0,62100.0,447845.0,164.32,-5314,25247,-22259
2015-05-26,64000.0,61400.0,443209.0,162.47,55226,-43201,-12197
2015-05-27,59700.0,59800.0,303748.0,158.24,6000,-37425,33058
2015-05-28,60600.0,63000.0,476330.0,166.71,52100,-55697,2243
2015-05-29,61700.0,61300.0,423468.0,162.21,101682,-97122,9756
2015-06-01,61000.0,61800.0,325940.0,163.53,-13300,27116,-13913
2015-06-02,62500.0,62400.0,410127.0,165.12,-22968,56267,-34475
2015-06-03,61700.0,61200.0,284396.0,161.94,14127,-20180,7784
2015-06-04,60700.0,64100.0,304180.0,169.62,-57827,51615,6572
2015-06-05,64100.0,72000.0,978612.0,190.52,45096,-47015,3017
2015-06-08,76000.0,73900.0,621277.0,195.55,112267,-103422,6708
2015-06-09,73900.0,75700.0,343228.0,200.31,-1118,-17838,23729
2015-06-10,77500.0,74900.0,426579.0,198.19,55974,-49925,-4427
2015-06-11,75900.0,85300.0,1243050.0,225.71,-34580,-65462,96082
2015-06-12,86100.0,90900.0,1463677.0,240.53,138596,-153833,13911
2015-06-15,91500.0,88200.0,625408.0,233.39,49952,-13386,-37055
2015-06-16,90000.0,90900.0,642086.0,240.53,-34906,22822,12300
2015-06-17,93000.0,90000.0,356083.0,238.15,40216,23338,-63544
2015-06-18,90800.0,92200.0,670583.0,243.97,3644,-15628,12265
2015-06-19,92300.0,97800.0,666598.0,258.79,-103484,64252,42820
2015-06-22,100000.0,99000.0,569561.0,261.97,128380,-93780,-27069
2015-06-23,98900.0,100000.0,301816.0,264.61,-9977,15833,-5
2015-06-24,100500.0,99800.0,272902.0,264.08,-29268,30487,2183
2015-06-25,99400.0,120000.0,1251099.0,317.53,13525,-47715,40117
2015-06-26,124500.0,123500.0,1068794.0,326.79,157318,-140335,-16096
2015-06-29,116000.0,126500.0,677368.0,334.73,-2119,-20914,41972
2015-06-30,129000.0,132500.0,946859.0,350.61,134317,-117229,-15668
2015-07-01,134500.0,137500.0,545017.0,363.84,22451,-25370,3025
2015-07-02,146500.0,158000.0,1742542.0,418.09,122269,-149328,28429
2015-07-03,163500.0,174500.0,1020644.0,461.75,26960,-1179,-25979
2015-07-06,169000.0,183000.0,1289788.0,484.24,216469,-206623,-7939
2015-07-07,181500.0,128500.0,2677583.0,340.03,191835,-264176,71856
2015-07-08,130000.0,128000.0,7370326.0,338.7,-107539,-53608,149663
2015-07-09,123000.0,133500.0,3207868.0,353.26,73968,6733,-78882
2015-07-10,138000.0,126500.0,1945193.0,334.73,126106,-95000,-34472
2015-07-13,119500.0,123500.0,1630600.0,326.79,-32400,11671,10867
2015-07-14,128000.0,128000.0,846550.0,338.7,-34736,26304,2968
2015-07-15,131000.0,140000.0,1460846.0,370.46,-29936,-3456,36007
