Symbol,롯데정밀화학_시가(원),롯데정밀화학_종가(원),롯데정밀화학_거래량(주),롯데정밀화학_PER(IFRS-연결),롯데정밀화학_순매수수량(개인)(주),롯데정밀화학_순매수수량(기관계)(주),롯데정밀화학_순매수수량(외국인계)(주)
2010-12-02,85900.0,84900.0,385294.0,25.27,36573,-22078,-3422
2010-12-03,84800.0,84500.0,665764.0,25.15,34282,-24217,-28735
2010-12-06,84200.0,82900.0,349272.0,24.68,24863,-7353,-490
2010-12-07,83400.0,83800.0,244792.0,24.94,-14935,8070,6998
2010-12-08,84000.0,83300.0,238287.0,24.8,-107,-10807,13836
2010-12-09,83500.0,84000.0,331489.0,25.0,6685,-19877,8254
2010-12-10,84400.0,86300.0,461097.0,25.69,-24462,34159,-10078
2010-12-13,87900.0,86600.0,390933.0,25.78,32596,-28778,-15402
2010-12-14,86400.0,85800.0,273332.0,25.54,-16998,32397,13999
2010-12-15,85800.0,86200.0,212250.0,25.66,2740,9029,4753
2010-12-16,85900.0,85700.0,162489.0,25.51,-26995,18795,5186
2010-12-17,86000.0,83800.0,385217.0,24.94,14360,-25357,10388
2010-12-20,82200.0,82000.0,361711.0,24.41,-27453,11417,22206
2010-12-21,82800.0,83000.0,361451.0,24.71,76813,-69264,-7642
2010-12-22,83400.0,80300.0,585124.0,23.9,72880,-31626,8051
2010-12-23,80900.0,80900.0,283521.0,24.08,-26930,-10867,37438
2010-12-24,80800.0,79900.0,200468.0,23.78,-27584,19188,6904
2010-12-27,79600.0,79100.0,161921.0,23.55,1313,-17258,9462
2010-12-28,79100.0,79700.0,238195.0,23.72,-41557,21195,19439
2010-12-29,80400.0,82000.0,212108.0,24.41,-34924,16305,15267
2010-12-30,82500.0,82900.0,194880.0,24.68,-45344,27847,17316
2011-01-03,83300.0,81900.0,223087.0,24.82,51236,-35890,-13007
2011-01-04,81800.0,80000.0,543335.0,24.25,160318,-169126,14522
2011-01-05,80300.0,80100.0,321301.0,24.28,2782,-40549,28564
2011-01-06,80600.0,78600.0,497713.0,23.82,38354,-36300,-2552
2011-01-07,78200.0,84800.0,1702955.0,25.7,9376,-2380,-10303
2011-01-10,84000.0,82000.0,464215.0,24.85,-538,7257,-9352
2011-01-11,82600.0,82800.0,359657.0,25.1,4646,8673,-5658
2011-01-12,82800.0,81500.0,274088.0,24.7,67673,-76434,12361
2011-01-13,81500.0,80400.0,390829.0,24.37,86991,-7236,-74715
2011-01-14,81000.0,80800.0,335857.0,24.49,112325,-11612,-116757
2011-01-17,80700.0,81300.0,434985.0,24.64,-8034,2150,9058
2011-01-18,81400.0,81400.0,348227.0,24.67,28471,-18023,-10302
2011-01-19,81500.0,81600.0,222246.0,24.73,-10745,17754,-8474
2011-01-20,82100.0,81400.0,446994.0,24.67,25150,10011,-40002
2011-01-21,81400.0,79600.0,308182.0,24.13,6094,-10666,-912
2011-01-24,79500.0,79600.0,159493.0,24.13,-14135,3437,4341
2011-01-25,79600.0,79000.0,188787.0,23.94,11139,-19234,2241
2011-01-26,79000.0,79300.0,147468.0,24.03,3236,-20966,14619
2011-01-27,80000.0,82100.0,428385.0,24.88,7308,-18032,14041
2011-01-28,83100.0,84000.0,587513.0,25.46,-13446,19002,-7446
2011-01-31,82700.0,81700.0,229457.0,24.76,33431,-16623,-15505
2011-02-01,82000.0,81900.0,221837.0,24.82,522,14184,2658
2011-02-07,83000.0,81500.0,262223.0,24.7,33113,-1832,-30279
2011-02-08,81600.0,80200.0,217209.0,24.31,17228,-23565,6812
2011-02-09,80700.0,83000.0,399940.0,25.16,20889,9928,-28506
2011-02-10,83000.0,80500.0,574652.0,24.4,58462,-13859,-68915
2011-02-11,81000.0,75900.0,438327.0,23.0,33395,-40403,28567
2011-02-14,76900.0,77900.0,194291.0,23.61,-26899,3869,24906
2011-02-15,78000.0,77800.0,121462.0,23.58,12548,114,-12260
2011-02-16,80600.0,75700.0,509306.0,22.94,74646,-73569,-6325
2011-02-17,76900.0,74700.0,295174.0,22.64,-9516,-19898,31235
2011-02-18,75000.0,76600.0,180732.0,23.22,-1485,-15129,22014
2011-02-21,76600.0,75400.0,155260.0,22.85,41815,-38495,265
2011-02-22,74200.0,71800.0,288988.0,21.76,12080,-16310,6262
2011-02-23,71600.0,72100.0,134308.0,21.85,-23909,-3561,21801
2011-02-24,72000.0,71700.0,102211.0,21.73,-8365,7472,-1354
2011-02-25,71700.0,72700.0,82117.0,22.03,892,1267,2919
2011-02-28,73000.0,70600.0,134127.0,21.4,10633,-2469,-7020
2011-03-02,69600.0,67400.0,317676.0,20.43,34344,-25433,-5741
2011-03-03,67400.0,70200.0,209874.0,21.28,-60444,44438,17030
2011-03-04,71000.0,72000.0,162495.0,21.82,-14820,15085,-8413
2011-03-07,71500.0,69700.0,162617.0,21.12,47938,-30739,-11525
2011-03-08,69400.0,70600.0,132582.0,21.4,-3207,-34937,28938
2011-03-09,71400.0,70900.0,146054.0,21.49,5282,-24963,22409
2011-03-10,70600.0,71100.0,151292.0,21.55,12295,-3777,-17494
2011-03-11,69800.0,68600.0,209615.0,20.79,72929,-51905,-14315
2011-03-14,67600.0,65800.0,423082.0,19.94,23847,-40433,20417
2011-03-15,67300.0,68000.0,441759.0,20.61,3833,-16988,19094
2011-03-16,68400.0,69000.0,227332.0,20.91,-14162,25908,-15945
2011-03-17,67100.0,71000.0,316750.0,21.52,-1116,6929,-2052
2011-03-18,71600.0,72500.0,243718.0,21.97,110,6946,-6254
2011-03-21,73000.0,73100.0,300331.0,22.16,19981,-6516,-14529
2011-03-22,74000.0,74200.0,308892.0,22.49,-7446,16470,-9028
2011-03-23,74000.0,73800.0,164618.0,22.37,-9341,2484,1452
2011-03-24,73800.0,74500.0,150321.0,22.58,-4231,-11310,-1372
2011-03-25,74600.0,73700.0,153766.0,22.34,173,-2739,1293
2011-03-28,73500.0,73700.0,137600.0,22.34,-15902,-5714,24684
2011-03-29,74000.0,78000.0,556790.0,23.64,-23605,8723,20383
2011-03-30,78500.0,78300.0,460470.0,23.73,46691,-20404,-24799
2011-03-31,77600.0,79900.0,220925.0,24.22,-45076,34955,17257
2011-04-01,79900.0,80400.0,251197.0,24.37,-25281,-21579,46861
2011-04-04,80300.0,81700.0,317434.0,24.76,-77829,13474,65214
2011-04-05,81700.0,81400.0,209937.0,24.67,-40250,13517,29121
2011-04-06,81000.0,80700.0,246715.0,24.46,-1267,11041,8134
2011-04-07,81200.0,82800.0,410566.0,25.1,-132950,88907,50196
2011-04-08,83000.0,83000.0,380425.0,25.16,-73450,17546,60056
2011-04-11,83700.0,83800.0,295094.0,25.4,-5194,-11688,21134
2011-04-12,83300.0,81100.0,235555.0,24.58,4137,-4800,8385
2011-04-13,81400.0,81500.0,179302.0,24.7,11743,-27595,29326
2011-04-14,82000.0,82400.0,261078.0,24.97,-3548,-2839,2801
2011-04-15,82600.0,81900.0,172371.0,24.82,20769,-30549,6853
2011-04-18,82400.0,82200.0,228958.0,24.91,-10053,2879,8579
2011-04-19,81800.0,84100.0,565365.0,25.49,12546,18040,-20950
2011-04-20,84500.0,83900.0,274980.0,25.43,18165,-519,-22650
2011-04-21,84100.0,85400.0,725351.0,25.88,-46237,20454,19845
2011-04-22,86200.0,84600.0,444642.0,25.64,-41661,2637,36634
2011-04-25,83900.0,83300.0,341971.0,25.25,-1413,7816,719
2011-04-26,83600.0,81400.0,399714.0,24.67,-44365,3566,37648
2011-04-27,82100.0,81500.0,399610.0,24.7,-7700,-18943,25841
2011-04-28,82500.0,80000.0,284003.0,24.25,42569,-37834,1258
2011-04-29,79500.0,79300.0,264990.0,24.03,-2841,-2023,2662
2011-05-02,79600.0,81100.0,164189.0,24.58,-23725,7376,10781
2011-05-03,81000.0,78800.0,137738.0,23.88,11111,-7213,-5062
2011-05-04,78500.0,78400.0,119765.0,23.76,-2248,-16505,18432
2011-05-06,77500.0,77700.0,103846.0,23.55,-21561,7422,16120
2011-05-09,78500.0,78000.0,106596.0,23.64,6558,41,4406
2011-05-11,78100.0,74300.0,671453.0,22.52,177662,-13640,-162414
2011-05-12,73400.0,73600.0,279362.0,22.31,54185,17770,-71529
2011-05-13,73700.0,71700.0,295773.0,21.73,57552,10496,-68095
2011-05-16,71000.0,72200.0,173500.0,21.88,22908,-7060,-15596
2011-05-17,71500.0,71400.0,124444.0,21.64,15050,2380,-17941
2011-05-18,71400.0,72600.0,173724.0,22.0,5652,12267,-25868
2011-05-19,73000.0,70600.0,190566.0,21.4,-138,21447,-20464
2011-05-20,70700.0,69500.0,191311.0,21.06,-8804,5211,1069
2011-05-23,69600.0,68100.0,109062.0,20.64,-8069,2633,3487
2011-05-24,68000.0,68500.0,92900.0,20.76,-7198,7854,-1295
2011-05-25,68700.0,68800.0,149387.0,20.85,38578,-16969,-21643
2011-05-26,69200.0,70700.0,174684.0,21.43,18103,-16016,-7321
2011-05-27,70500.0,69200.0,179598.0,20.97,28511,-18398,-7151
2011-05-30,70000.0,69500.0,124615.0,21.06,-14642,6141,8471
2011-05-31,69400.0,71700.0,195198.0,21.73,-18706,-2849,7574
2011-06-01,71400.0,71600.0,143242.0,21.7,4850,-508,-9292
2011-06-02,70000.0,68200.0,238666.0,20.67,95363,-73136,-17251
2011-06-03,68300.0,69600.0,89925.0,21.09,-17638,14602,-3200
2011-06-07,69100.0,67800.0,117429.0,20.55,31272,-15202,-17905
2011-06-08,67800.0,67500.0,102313.0,20.46,-14381,24214,-4945
2011-06-09,67100.0,67800.0,120999.0,20.55,5117,-3193,3280
2011-06-10,68500.0,67200.0,96608.0,20.37,87,-158,2059
2011-06-13,66300.0,65100.0,121230.0,19.73,-11529,12755,-6206
2011-06-14,65000.0,65900.0,103344.0,19.97,-16008,-9704,19969
2011-06-15,66600.0,68500.0,112637.0,20.76,-25277,16819,5967
2011-06-16,67500.0,67300.0,79968.0,20.4,10154,-4407,-2052
2011-06-17,67900.0,66400.0,99671.0,20.12,-15655,17123,-5089
2011-06-20,66400.0,66600.0,66359.0,20.19,4081,-860,-4089
2011-06-21,67000.0,68200.0,86359.0,20.67,-10607,12265,-5160
2011-06-22,68900.0,70800.0,194762.0,21.46,-52772,56153,-3983
2011-06-23,70800.0,70100.0,96237.0,21.25,14912,-3200,-9648
2011-06-24,70100.0,69600.0,134849.0,21.09,-9061,9245,-1715
2011-06-27,69000.0,69600.0,73199.0,21.09,9121,8404,-4507
2011-06-28,70000.0,68500.0,125276.0,20.76,13860,-20215,-1120
2011-06-29,69200.0,68300.0,127669.0,20.7,12127,-6384,-6934
2011-06-30,68500.0,68500.0,146739.0,20.76,-18173,2235,11746
2011-07-01,69300.0,70900.0,299017.0,21.49,-12017,9688,7473
2011-07-04,72200.0,71700.0,250853.0,21.73,44864,-33578,-14854
2011-07-05,71200.0,72100.0,160585.0,21.85,-5289,-9752,13909
2011-07-06,71500.0,71200.0,142142.0,21.58,46290,-48963,3311
2011-07-07,70800.0,71900.0,153256.0,21.79,-4877,-10009,36184
2011-07-08,72400.0,71100.0,202618.0,21.55,18229,-29805,14465
2011-07-11,70500.0,70000.0,141092.0,21.22,-5356,-17767,23889
2011-07-12,68800.0,68200.0,149343.0,20.67,1662,-14929,20283
2011-07-13,68300.0,68400.0,120331.0,20.73,37238,-41227,15929
2011-07-14,68100.0,67600.0,220826.0,20.49,91074,-118238,34792
2011-07-15,67700.0,69900.0,192332.0,21.19,-12850,-10315,16230
2011-07-18,70200.0,69200.0,189546.0,20.97,58925,10174,-48501
2011-07-19,69000.0,68400.0,168521.0,20.73,40951,-30375,-16299
2011-07-20,69100.0,68800.0,164113.0,20.85,23029,-32970,6228
2011-07-21,68200.0,69100.0,98086.0,20.94,-7732,2375,4813
2011-07-22,69800.0,72800.0,562931.0,22.06,-165143,155755,4729
2011-07-25,72800.0,73000.0,297726.0,22.13,-23441,47590,-17049
2011-07-26,73500.0,73200.0,242555.0,22.19,10186,-28401,-8377
2011-07-27,72500.0,71600.0,150108.0,21.7,4280,-4382,-2
2011-07-28,70700.0,72000.0,153469.0,21.82,-26203,-10794,21892
2011-07-29,72000.0,70400.0,112040.0,21.34,5409,-3869,1171
2011-08-01,71200.0,72100.0,132211.0,21.85,-13508,4758,5549
2011-08-02,71900.0,70000.0,195134.0,21.22,52041,-24543,-23280
2011-08-03,68000.0,67800.0,171501.0,20.55,-2115,18888,-9323
2011-08-04,68300.0,65000.0,212774.0,19.7,42147,-23964,-22554
2011-08-05,60200.0,60500.0,283868.0,18.34,-5379,-5264,5345
2011-08-08,59200.0,55600.0,330578.0,16.85,16671,-25074,5460
2011-08-09,52800.0,54000.0,517429.0,16.37,51496,-46650,-5679
2011-08-10,56500.0,53800.0,319330.0,16.31,67026,-15384,-53511
2011-08-11,50100.0,55000.0,265635.0,16.67,5599,-38849,4716
2011-08-12,56100.0,53800.0,196269.0,16.31,52671,-21645,-33085
2011-08-16,55500.0,56000.0,194335.0,16.97,59952,-62168,4769
2011-08-17,55700.0,56400.0,175996.0,17.09,43070,-50653,7417
2011-08-18,56900.0,53200.0,281447.0,16.12,113043,-102819,-6564
2011-08-19,51000.0,48150.0,318941.0,14.59,64465,-93042,13476
2011-08-22,48000.0,45800.0,243059.0,13.88,65469,-83298,13690
2011-08-23,45800.0,47400.0,285245.0,14.37,101059,-111810,34710
2011-08-24,48200.0,48300.0,268977.0,14.64,17,12958,-2717
2011-08-25,49000.0,47700.0,168288.0,14.46,57077,-36774,-19153
2011-08-26,47250.0,47850.0,114786.0,14.5,34130,-38987,167
2011-08-29,49100.0,50600.0,239319.0,15.34,49138,-39065,-9321
2011-08-30,51900.0,51000.0,227398.0,15.46,18182,-12923,-6839
2011-08-31,51400.0,51700.0,137810.0,15.67,14735,-26332,9275
2011-09-01,51500.0,51000.0,249897.0,15.46,1085,-5015,1922
2011-09-02,50600.0,50100.0,142371.0,15.18,3948,-2972,2072
2011-09-05,48850.0,47000.0,179887.0,14.24,52633,-40422,-12970
2011-09-06,45800.0,47450.0,163833.0,14.38,-6024,-8476,2280
2011-09-07,48200.0,49000.0,181564.0,14.85,40513,-42373,-1780
2011-09-08,49700.0,49500.0,166132.0,15.0,-26924,27451,-2362
2011-09-09,48800.0,47800.0,167348.0,14.49,57058,-41458,-6550
2011-09-14,47900.0,45450.0,173770.0,13.78,32663,-25185,260
2011-09-15,46450.0,44300.0,226305.0,13.43,50918,-41450,1550
2011-09-16,45100.0,45650.0,192623.0,13.84,19730,-52757,22217
2011-09-19,45400.0,45050.0,106370.0,13.65,-4966,3146,9100
2011-09-20,45000.0,46200.0,160984.0,14.0,2605,-10875,1610
2011-09-21,46600.0,47100.0,153045.0,14.28,-9562,2032,9120
2011-09-22,45900.0,44600.0,248532.0,13.52,81620,-36417,-20860
2011-09-23,42600.0,41600.0,236547.0,12.61,4065,12623,-15684
2011-09-26,42050.0,38900.0,258050.0,11.79,5463,-16285,4562
2011-09-27,40100.0,40700.0,199159.0,12.34,41918,-51883,5845
2011-09-28,41100.0,39850.0,234460.0,12.08,42806,-47813,13967
2011-09-29,39100.0,41450.0,213802.0,12.56,1054,-8555,8631
2011-09-30,41400.0,41550.0,181187.0,12.59,37389,-26046,-10197
2011-10-04,39300.0,40850.0,169670.0,12.38,-45681,39261,15100
2011-10-05,41300.0,40500.0,212432.0,12.27,-18529,10209,-9020
2011-10-06,41400.0,41700.0,259105.0,12.64,-20361,19749,-588
2011-10-07,43100.0,45000.0,408794.0,13.64,-89526,71236,17860
2011-10-10,45000.0,46400.0,260441.0,14.06,-30347,33014,-6197
2011-10-11,47600.0,46700.0,256036.0,14.15,-58641,13050,19380
2011-10-12,46650.0,47150.0,108722.0,14.29,-7433,14213,1950
2011-10-13,47900.0,47400.0,145895.0,14.37,6637,12423,-19360
2011-10-14,47100.0,47500.0,106573.0,14.4,-23072,19902,3080
2011-10-17,48400.0,51200.0,335800.0,15.52,-121793,107012,15877
2011-10-18,50100.0,51000.0,263151.0,15.46,-39944,48349,-8927
2011-10-19,51600.0,50700.0,132648.0,15.37,-791,8086,-7260
2011-10-20,50400.0,49000.0,158611.0,14.85,-7865,21988,-10879
2011-10-21,49800.0,50500.0,141866.0,15.31,-6584,5517,-1273
2011-10-24,51500.0,53000.0,231383.0,16.06,-77949,62520,6884
2011-10-25,53400.0,52400.0,175755.0,15.88,-36299,29017,2394
2011-10-26,51500.0,52700.0,101925.0,15.97,3112,-2441,-2714
2011-10-27,53100.0,53200.0,186975.0,16.12,-21220,25415,2412
2011-10-28,54600.0,55700.0,306207.0,16.88,-81318,78313,3010
2011-10-31,55400.0,54100.0,143309.0,16.4,22216,-17712,-7778
2011-11-01,52900.0,52500.0,169685.0,15.91,-2830,1630,4557
2011-11-02,50600.0,52100.0,143395.0,15.79,-10496,10376,5624
2011-11-03,53000.0,52500.0,172015.0,15.91,-29855,8133,-206
2011-11-04,53700.0,54400.0,217102.0,16.49,10639,-15993,-1207
2011-11-07,54000.0,54800.0,117664.0,16.61,-7468,14094,-641
2011-11-08,55000.0,53800.0,89581.0,16.31,-17901,15526,-1639
2011-11-09,54500.0,54500.0,92322.0,16.52,-18069,6608,3141
2011-11-10,52300.0,51600.0,290804.0,15.64,-53652,69762,-9982
2011-11-11,52500.0,51700.0,143067.0,15.67,31042,14409,-37507
2011-11-14,52400.0,54100.0,257439.0,16.4,-58099,66315,-9962
2011-11-15,53500.0,54000.0,117742.0,16.37,-24630,25686,-3898
2011-11-16,54000.0,52400.0,143540.0,15.88,2109,15051,-10412
2011-11-17,52700.0,53100.0,110378.0,16.09,-1356,5596,-4348
2011-11-18,52200.0,52000.0,90301.0,15.76,9795,-7789,273
2011-11-21,51600.0,51800.0,84441.0,15.7,-20808,18892,671
2011-11-22,50600.0,51400.0,71217.0,15.58,1181,14984,-14486
2011-11-23,51200.0,50400.0,127862.0,15.28,-22136,27245,-3288
2011-11-24,49700.0,49700.0,120708.0,15.06,-2514,17566,-8465
2011-11-25,49300.0,48450.0,151481.0,14.68,10138,-11269,660
2011-11-28,49000.0,52900.0,279805.0,16.03,-148884,135164,-2340
2011-11-29,52800.0,52900.0,198849.0,16.03,28944,-36551,-7510
2011-11-30,52400.0,53300.0,129965.0,16.15,-51863,38817,13007
2011-12-01,55100.0,55500.0,338066.0,16.82,-92293,56646,31494
2011-12-02,55700.0,56000.0,140496.0,16.97,-64212,41269,21478
2011-12-05,56800.0,57100.0,127597.0,17.31,-38263,36858,2160
2011-12-06,57200.0,57100.0,161657.0,17.31,-76784,74415,-381
2011-12-07,57800.0,61000.0,429809.0,18.49,-186879,186454,-10897
2011-12-08,60900.0,60100.0,210159.0,18.22,-134,11182,-15229
2011-12-09,59200.0,62800.0,306388.0,19.03,-74621,85890,-13883
2011-12-12,63000.0,65100.0,494245.0,19.73,-118222,102758,3196
2011-12-13,65000.0,65100.0,245737.0,19.73,-66718,86581,-20883
2011-12-14,64600.0,65300.0,238471.0,19.79,-77497,80539,-6194
2011-12-15,64100.0,63300.0,235509.0,19.19,-33024,35468,1655
2011-12-16,64000.0,61400.0,228657.0,18.61,51321,-7550,-41242
2011-12-19,61300.0,59200.0,299962.0,17.94,-43714,1759,41173
2011-12-20,59300.0,61500.0,146879.0,18.64,-26234,20301,2
2011-12-21,62900.0,62200.0,165866.0,18.85,-17664,19556,-6429
2011-12-22,62500.0,62800.0,69825.0,19.03,-12319,8448,-1527
2011-12-23,63100.0,62700.0,105319.0,19.0,-27148,4469,8614
2011-12-26,62700.0,61200.0,105682.0,18.55,-18294,16688,541
2011-12-27,62100.0,61300.0,145260.0,18.58,-28915,26354,4055
2011-12-28,61000.0,62300.0,62533.0,18.88,-13036,10824,2355
2011-12-29,62000.0,61000.0,73113.0,18.49,-2846,13868,-10455
2012-01-02,61100.0,60100.0,165391.0,21.12,-31479,31441,3534
2012-01-03,60800.0,61600.0,122248.0,21.64,-16971,-1560,8432
2012-01-04,61100.0,62000.0,70189.0,21.78,-28080,11658,20982
2012-01-05,62000.0,60300.0,109744.0,21.19,28532,-29560,1274
2012-01-06,60500.0,60300.0,107194.0,21.19,-5988,-10180,17633
2012-01-09,60000.0,60400.0,83697.0,21.22,-1599,4679,8582
2012-01-10,60500.0,61500.0,108728.0,21.61,-25961,23445,-8612
2012-01-11,61800.0,61000.0,66078.0,21.43,2670,-6522,5280
2012-01-12,61500.0,62500.0,203230.0,21.96,-2498,47253,-40274
2012-01-13,62500.0,64700.0,268423.0,22.73,-102563,28034,76597
2012-01-16,64200.0,63900.0,103425.0,22.45,-636,16797,-12005
2012-01-17,64000.0,63500.0,147936.0,22.31,-5928,-9808,8551
2012-01-18,63500.0,62100.0,153985.0,21.82,16726,-35852,25209
2012-01-19,62600.0,63000.0,122905.0,22.14,-43583,8781,31220
2012-01-20,63200.0,63000.0,197357.0,22.14,-20007,4888,11351
2012-01-25,62800.0,61500.0,184061.0,21.61,58419,-79515,21354
2012-01-26,61800.0,61800.0,122852.0,21.71,15292,-39708,25763
2012-01-27,61800.0,63600.0,179368.0,22.35,-17558,6615,12355
2012-01-30,63800.0,61900.0,200745.0,21.75,45224,-43891,-3710
2012-01-31,61900.0,61600.0,87643.0,21.64,11052,-20220,10798
2012-02-01,61400.0,61900.0,176622.0,21.75,52762,-3750,-41287
2012-02-02,62600.0,65800.0,517494.0,23.12,-93048,30758,42568
2012-02-03,66500.0,67500.0,437407.0,23.72,-72419,46410,32174
2012-02-06,68000.0,66500.0,237262.0,23.37,11829,7546,-10906
2012-02-07,66500.0,65900.0,175775.0,23.15,-12074,1953,9579
2012-02-08,66500.0,65700.0,204185.0,23.08,24480,-31344,11902
2012-02-09,65900.0,66700.0,231285.0,23.44,17647,-39008,25110
2012-02-10,66600.0,65400.0,140467.0,22.98,14243,-13158,18
2012-02-13,65200.0,64700.0,122058.0,22.73,12548,-26419,10307
2012-02-14,64700.0,64700.0,183431.0,22.73,50621,-61458,9959
2012-02-15,64700.0,64400.0,211102.0,22.63,52226,-46404,2845
2012-02-16,63900.0,61800.0,268800.0,21.71,76170,-68907,6707
2012-02-17,62700.0,62000.0,183974.0,21.78,54305,-55732,14448
2012-02-20,62600.0,62900.0,104246.0,22.1,-3491,-9842,7677
2012-02-21,62900.0,62100.0,89713.0,21.82,20448,-12756,-3618
2012-02-22,62200.0,62100.0,152415.0,21.82,6322,-8112,-2258
2012-02-23,62000.0,62500.0,112576.0,21.96,-28462,29246,1291
2012-02-24,62700.0,62400.0,110737.0,21.92,-3054,23087,-16428
2012-02-27,62600.0,60800.0,121243.0,21.36,9862,1428,-12298
2012-02-28,60800.0,60600.0,144770.0,21.29,13150,-17513,-2192
2012-02-29,60900.0,61400.0,137135.0,21.57,30516,-51404,25885
2012-03-02,61300.0,60400.0,170977.0,21.22,105352,-106569,614
2012-03-05,60400.0,58300.0,291377.0,20.48,125477,-145374,8202
2012-03-06,58200.0,57200.0,210982.0,20.1,81951,-96002,10600
2012-03-07,56700.0,59500.0,219974.0,20.91,-65375,35456,24778
2012-03-08,59500.0,61000.0,281942.0,21.43,-65040,54130,13311
2012-03-09,61300.0,60000.0,121692.0,21.08,22081,-4871,-19023
2012-03-12,60100.0,58500.0,168674.0,20.55,78804,-78783,2262
2012-03-13,58600.0,58700.0,80724.0,20.62,15953,-24290,4731
2012-03-14,59100.0,58800.0,119557.0,20.66,22806,-31301,8159
2012-03-15,58800.0,59000.0,77745.0,20.73,10698,-8221,720
2012-03-16,59100.0,59200.0,82188.0,20.8,7740,533,-10469
2012-03-19,59300.0,59600.0,74239.0,20.94,-14284,11490,3183
2012-03-20,59500.0,59500.0,98987.0,20.91,15112,-17093,708
2012-03-21,59300.0,58500.0,81645.0,20.55,11184,4079,-11925
2012-03-22,58500.0,58700.0,76211.0,20.62,1303,5056,-6966
2012-03-23,58100.0,56900.0,237496.0,19.99,123462,-63928,-55581
2012-03-26,57200.0,57200.0,77492.0,20.1,-3577,-3323,7459
2012-03-27,57500.0,55700.0,203218.0,19.57,85062,-64586,-19093
2012-03-28,55200.0,54700.0,191460.0,19.22,54733,-62150,22408
2012-03-29,54800.0,53600.0,112750.0,18.83,34010,-37649,11701
2012-03-30,53300.0,54500.0,140855.0,19.15,34286,-15865,-14494
2012-04-02,54500.0,54700.0,60272.0,19.22,16620,-5896,-7701
2012-04-03,54900.0,55000.0,66526.0,19.32,8915,-10921,-4973
2012-04-04,55200.0,53400.0,149720.0,18.76,42992,-47275,-13507
2012-04-05,53400.0,52700.0,123807.0,18.52,27498,-26056,5408
2012-04-06,53000.0,53100.0,62491.0,18.66,9969,-11053,2920
2012-04-09,53100.0,51500.0,111139.0,18.09,28036,-20731,-4536
2012-04-10,51700.0,50900.0,101254.0,17.88,24187,-27683,18406
2012-04-12,50900.0,51000.0,131513.0,17.92,60182,-12588,25682
2012-04-13,51800.0,52700.0,110981.0,18.52,44242,-30345,-4580
2012-04-16,51900.0,51900.0,91798.0,18.24,36321,-10843,-15622
2012-04-17,52600.0,52300.0,104082.0,18.38,47084,-24316,-21535
2012-04-18,52800.0,52600.0,73701.0,18.48,-4713,10459,-7878
2012-04-19,52100.0,52900.0,70130.0,18.59,-10722,10462,-275
2012-04-20,52400.0,51400.0,109534.0,18.06,19046,25987,-49322
2012-04-23,51300.0,52000.0,43036.0,18.27,-13269,13588,-581
2012-04-24,51500.0,51800.0,57150.0,18.2,4774,9441,-7240
2012-04-25,52300.0,51100.0,61795.0,17.95,8421,9033,-17483
2012-04-26,51500.0,50600.0,66560.0,17.78,10173,-2063,-10597
2012-04-27,50500.0,52900.0,146129.0,18.59,5575,14378,-16168
2012-04-30,53300.0,54300.0,154551.0,19.08,-16130,23234,-6396
2012-05-02,54400.0,53900.0,107083.0,18.94,26211,-12106,-12288
2012-05-03,53800.0,54900.0,73850.0,19.29,-15977,13650,28
2012-05-04,54800.0,55400.0,120795.0,19.47,-5293,11742,-5965
2012-05-07,54700.0,52700.0,113312.0,18.52,48210,-12051,-33544
2012-05-08,53500.0,53400.0,135269.0,18.76,47334,4977,-54454
