Symbol,현대제철_시가(원),현대제철_종가(원),현대제철_거래량(주),현대제철_PER(IFRS-연결),현대제철_순매수수량(개인)(주),현대제철_순매수수량(기관계)(주),현대제철_순매수수량(외국인계)(주)
2001-10-26,3240.0,3180.0,96670.0,5.72,2180,-2590,0
2001-10-29,3205.0,3190.0,44270.0,5.74,5850,-5440,0
2001-10-30,3200.0,3140.0,58740.0,5.65,-2160,1600,0
2001-10-31,3110.0,3125.0,57140.0,5.62,-15830,15830,0
2001-11-01,3130.0,3130.0,137830.0,5.63,37430,-37430,0
2001-11-02,3150.0,3150.0,118820.0,5.67,-28320,16810,11510
2001-11-05,3150.0,3210.0,84430.0,5.78,-41350,42370,-1020
2001-11-06,3250.0,3255.0,147030.0,5.86,-59290,54880,500
2001-11-07,3255.0,3220.0,410040.0,5.79,35400,-34700,0
2001-11-08,3175.0,3245.0,179800.0,5.84,-12290,11380,250
2001-11-09,3230.0,3195.0,132590.0,5.75,27800,-24840,0
2001-11-12,3295.0,3290.0,122980.0,5.92,-8010,8010,0
2001-11-13,3290.0,3285.0,206160.0,5.91,-30770,29590,0
2001-11-14,3410.0,3450.0,293460.0,6.21,-6460,6660,-250
2001-11-15,3400.0,3410.0,261810.0,6.14,-56380,58690,0
2001-11-16,3430.0,3490.0,208140.0,6.28,-105370,99350,590
2001-11-19,3700.0,3680.0,404260.0,6.62,-101240,96800,1710
2001-11-20,3730.0,3550.0,275430.0,6.39,-66830,51370,9750
2001-11-21,3480.0,3600.0,189090.0,6.48,-85600,61400,16050
2001-11-22,3525.0,3540.0,146010.0,6.37,27200,-23600,-3060
2001-11-23,3560.0,3680.0,205390.0,6.62,-82900,69010,0
2001-11-26,3640.0,3780.0,296100.0,6.8,-80000,76120,0
2001-11-27,3800.0,3930.0,375870.0,7.07,-180600,120670,28890
2001-11-28,3900.0,3770.0,322050.0,6.78,-78630,66870,10320
2001-11-29,3710.0,3850.0,358450.0,6.93,41740,-44300,1530
2001-11-30,3870.0,3800.0,186730.0,6.84,40100,-39200,0
2001-12-03,3850.0,3730.0,291350.0,6.71,139430,-135040,2790
2001-12-04,3720.0,3890.0,340770.0,7.0,-39810,39910,0
2001-12-05,3980.0,4210.0,1094350.0,7.57,-386790,357390,10400
2001-12-06,4400.0,4130.0,444410.0,7.43,-81250,75340,7820
2001-12-07,4280.0,4400.0,480090.0,7.92,-113720,89750,17530
2001-12-10,4355.0,4310.0,475840.0,7.75,-8700,12020,-800
2001-12-11,4250.0,4205.0,221970.0,7.57,8590,-8600,-690
2001-12-12,4250.0,4290.0,265410.0,7.72,3540,1110,0
2001-12-13,4220.0,4150.0,725910.0,7.47,240180,-214860,4370
2001-12-14,4120.0,4050.0,422080.0,7.29,119800,-35910,-83690
2001-12-17,4040.0,3910.0,232610.0,7.03,-2790,32590,-30140
2001-12-18,3910.0,3730.0,339090.0,6.71,-8450,38180,16380
2001-12-19,3750.0,3880.0,181700.0,6.98,-52860,58530,-5670
2001-12-20,3880.0,4070.0,269710.0,7.32,-101710,117390,-3260
2001-12-21,3900.0,3960.0,353060.0,7.12,26980,4620,-21670
2001-12-24,4000.0,4010.0,222620.0,7.21,-56980,79410,-18070
2001-12-26,4010.0,4020.0,270260.0,7.23,-27560,26820,0
2001-12-27,3940.0,3905.0,256180.0,7.03,-4230,4570,1380
2001-12-28,3950.0,3950.0,232520.0,7.11,-55440,98880,0
2002-01-02,3950.0,4010.0,234920.0,14.3,-71930,98820,-19750
2002-01-03,4050.0,4170.0,394421.0,14.87,-57687,63357,0
2002-01-04,4200.0,4245.0,282309.0,15.14,-83640,75090,3060
2002-01-07,4250.0,4335.0,481122.0,15.46,-44520,90400,-1580
2002-01-08,4340.0,4280.0,276410.0,15.27,-12640,16850,-1000
2002-01-09,4300.0,4600.0,1017700.0,16.41,-102034,262554,0
2002-01-10,4600.0,4655.0,1006080.0,16.6,-104550,112640,0
2002-01-11,4800.0,4825.0,870080.0,17.21,-70710,-66450,0
2002-01-14,4750.0,5090.0,617551.0,18.16,-206590,61020,2270
2002-01-15,5090.0,5310.0,1221646.0,18.94,-61440,57700,250
2002-01-16,5290.0,5290.0,589690.0,18.87,-267530,264630,2880
2002-01-17,5230.0,5350.0,538465.0,19.08,-107360,78930,4780
2002-01-18,5250.0,5200.0,501165.0,18.55,-150270,141350,10200
2002-01-21,5250.0,5250.0,297727.0,18.73,-126840,113700,3420
2002-01-22,5350.0,5880.0,1169454.0,20.97,-239150,232600,0
2002-01-23,6000.0,6300.0,1887986.0,22.47,-52265,72525,520
2002-01-24,6400.0,6150.0,937610.0,21.94,-14450,5390,7980
2002-01-25,6210.0,6160.0,718080.0,21.97,12230,-47520,28760
2002-01-28,6170.0,6070.0,573820.0,21.65,97350,-53480,5740
2002-01-29,6070.0,6130.0,448780.0,21.87,-42640,35270,1140
2002-01-30,6010.0,6000.0,392853.0,21.4,-121270,64060,1150
2002-01-31,5900.0,6350.0,1092940.0,22.65,-126410,83180,-1150
2002-02-01,6350.0,6000.0,863950.0,21.4,151170,-308070,0
2002-02-04,6120.0,6060.0,744710.0,21.62,-144100,-132660,200
2002-02-05,5920.0,6150.0,377270.0,21.94,-77850,76520,0
2002-02-06,6170.0,6210.0,419088.0,22.15,-113290,113360,-200
2002-02-07,6200.0,6350.0,701430.0,22.65,-245250,240010,0
2002-02-08,6390.0,6300.0,281366.0,22.47,-51510,51770,0
2002-02-14,6480.0,6740.0,1391090.0,24.04,24340,109660,-39980
2002-02-15,6700.0,6700.0,1348642.0,23.9,-105402,-122398,273080
2002-02-18,6850.0,6750.0,658342.0,24.08,115862,-53142,0
2002-02-19,6750.0,6600.0,651310.0,23.54,43840,-44650,0
2002-02-20,6410.0,6390.0,338620.0,22.79,45750,-43610,0
2002-02-21,6450.0,6380.0,924953.0,22.76,34500,-222440,190570
2002-02-22,6380.0,6620.0,520896.0,23.61,-59490,49880,0
2002-02-25,6640.0,6390.0,375700.0,22.79,18820,-26200,0
2002-02-26,6520.0,6590.0,861090.0,23.51,83000,-89980,0
2002-02-27,6690.0,6600.0,861720.0,23.54,17970,193330,2280
2002-02-28,6580.0,6600.0,690861.0,23.54,158940,75920,0
2002-03-04,6800.0,6700.0,1131170.0,23.9,55320,162430,33050
2002-03-05,6750.0,6850.0,1414030.0,24.43,-22590,16530,107500
2002-03-06,6720.0,6600.0,1183537.0,23.54,-118410,161490,-42090
2002-03-07,6600.0,6350.0,886320.0,22.65,-53180,51280,0
2002-03-08,6270.0,6390.0,381110.0,22.79,-35640,34570,0
2002-03-11,6350.0,6360.0,389740.0,22.69,-61470,57460,0
2002-03-12,6210.0,6590.0,571894.0,23.51,-65170,33360,0
2002-03-13,6590.0,6700.0,692730.0,23.9,-241720,173420,0
2002-03-14,6610.0,6890.0,602188.0,24.58,-25950,16400,12980
2002-03-15,6810.0,7910.0,2732579.0,28.22,-334681,317931,261000
2002-03-18,8390.0,8210.0,2431464.0,29.29,109730,-274430,93550
2002-03-19,8330.0,8290.0,1206180.0,29.57,52781,14549,-60
2002-03-20,8350.0,7950.0,958085.0,28.36,178500,-173920,1000
2002-03-21,8000.0,8430.0,918566.0,30.07,-101190,97300,-3310
2002-03-22,8500.0,8540.0,896902.0,30.46,-134931,130941,0
2002-03-25,8420.0,8150.0,764670.0,29.07,-32120,31720,5600
2002-03-26,8100.0,8020.0,457422.0,28.61,-154718,118768,18440
2002-03-27,7860.0,7780.0,849028.0,27.75,243259,175511,-437300
2002-03-28,7810.0,7600.0,778600.0,27.11,132670,-119170,-5650
2002-03-29,7700.0,7510.0,542720.0,26.79,55070,-70370,0
2002-04-01,7510.0,7100.0,661444.0,25.33,43740,-30960,-16360
2002-04-02,7190.0,7410.0,772340.0,26.43,-20660,54970,-43900
2002-04-03,7500.0,7820.0,970150.0,27.89,268770,-227670,0
2002-04-04,7820.0,7820.0,565889.0,27.89,16820,-22600,-2250
2002-04-08,7850.0,7750.0,625160.0,27.65,9900,25060,690
2002-04-09,7810.0,7770.0,394190.0,27.72,-52190,46360,0
2002-04-10,7710.0,7300.0,458310.0,26.04,-36790,39190,0
2002-04-11,7440.0,7420.0,937379.0,26.47,162200,-126540,-39560
2002-04-12,7580.0,8000.0,3340373.0,28.54,156078,943622,0
2002-04-15,8300.0,7910.0,1518400.0,28.22,-43750,50580,75000
2002-04-16,8050.0,8090.0,733918.0,28.86,-106040,50710,19980
2002-04-17,8280.0,8130.0,936315.0,29.0,-87180,69260,4460
2002-04-18,8120.0,8220.0,874157.0,29.32,-3140,-24370,20000
2002-04-19,8150.0,7950.0,617510.0,28.36,28560,-52780,39510
2002-04-22,7870.0,7780.0,9137480.0,27.75,-81890,131740,-8357820
2002-04-23,7750.0,7580.0,531470.0,27.04,18530,-36230,20000
2002-04-24,7400.0,7340.0,533449.0,26.18,57678,-21038,-82730
2002-04-25,7260.0,6920.0,465447.0,24.68,-16400,16370,-8450
2002-04-26,6880.0,6920.0,318400.0,24.68,26420,-11500,0
2002-04-29,6710.0,6190.0,658460.0,22.08,151560,73610,-205640
2002-04-30,6030.0,5990.0,570565.0,21.37,170310,-123110,-36460
2002-05-02,6110.0,6200.0,441670.0,22.12,193690,-199260,1010
2002-05-03,6290.0,6040.0,577900.0,21.55,214710,-213930,0
2002-05-06,5900.0,5810.0,448980.0,20.72,193270,-152190,0
2002-05-07,5740.0,5990.0,654110.0,21.37,130320,-130240,0
2002-05-08,6090.0,6480.0,710049.0,23.11,-108120,112320,2600
2002-05-09,6660.0,6250.0,1072750.0,22.29,266520,-278700,-5570
2002-05-10,6440.0,6400.0,637830.0,22.83,124700,-118920,2600
2002-05-13,6480.0,6550.0,537440.0,23.36,-139110,136120,3500
2002-05-14,6550.0,6600.0,456562.0,23.54,-119530,-9050,2870
2002-05-15,6720.0,6780.0,423660.0,24.18,-90669,99729,0
2002-05-16,6730.0,6800.0,574245.0,24.26,42780,-10550,0
2002-05-17,6900.0,6920.0,352760.0,24.68,-113000,108220,0
2002-05-20,6980.0,6600.0,597630.0,23.54,185010,-185830,-2570
2002-05-21,6690.0,6210.0,797781.0,22.15,217011,-225871,0
2002-05-22,6210.0,6400.0,628189.0,22.83,-87600,86640,0
2002-05-23,6400.0,6220.0,409496.0,22.19,85117,-71000,-7
2002-05-24,6090.0,6390.0,322291.0,22.79,-113930,112170,0
2002-05-27,6350.0,6380.0,321717.0,22.76,-5080,4600,0
2002-05-28,6410.0,6480.0,272586.0,23.11,-41930,42040,0
2002-05-29,6400.0,6250.0,425150.0,22.29,100340,-139210,43300
2002-05-30,6230.0,6100.0,246700.0,21.76,-34830,-14380,50000
2002-05-31,6000.0,6180.0,264285.0,22.04,-120510,77670,5000
2002-06-03,6250.0,6200.0,185030.0,22.12,-54660,30210,0
2002-06-04,6130.0,6380.0,377060.0,22.76,23300,-28800,0
2002-06-05,6450.0,6320.0,409970.0,22.54,33700,-86720,20
2002-06-07,6210.0,6250.0,312891.0,22.29,70170,-96500,20000
2002-06-10,6310.0,7010.0,1692571.0,25.01,-242970,57280,240000
2002-06-11,6900.0,7040.0,1234770.0,25.11,-15480,-100800,128850
2002-06-12,7070.0,7190.0,1008010.0,25.65,59390,-58980,-21790
2002-06-14,7280.0,7320.0,1275500.0,26.11,-22110,-197690,181600
2002-06-17,7500.0,7340.0,2046223.0,26.18,413290,-108720,-271900
2002-06-18,7480.0,7480.0,3092640.0,26.68,69680,-204410,149270
2002-06-19,7500.0,6950.0,1394177.0,24.79,-110150,70560,-1020
2002-06-20,7000.0,7400.0,1163660.0,26.4,-174380,153760,-6130
2002-06-21,7050.0,7370.0,665370.0,26.29,-43390,53010,-10
2002-06-24,7200.0,7280.0,654750.0,25.97,-242520,197090,7140
2002-06-25,7400.0,7000.0,923872.0,24.97,-115405,143116,-3251
2002-06-26,6820.0,6400.0,778540.0,22.83,-166940,248660,-15000
2002-06-27,6660.0,6400.0,607790.0,22.83,-7810,7700,0
2002-06-28,6600.0,6930.0,1701658.0,24.72,23540,-141420,100240
2002-07-02,6600.0,6790.0,548905.0,24.22,51645,-38860,-11290
2002-07-03,6810.0,6700.0,485740.0,23.9,60640,-44230,0
2002-07-04,6900.0,7050.0,1330202.0,25.15,176779,-268589,63810
2002-07-05,7060.0,7150.0,1500879.0,25.5,-195280,165600,21330
2002-07-08,7350.0,7030.0,927908.0,25.08,72580,-102990,10
2002-07-09,7140.0,7600.0,1650484.0,27.11,13170,-96730,49960
2002-07-10,7600.0,7650.0,1672571.0,27.29,22520,-324190,-800
2002-07-11,7550.0,7360.0,969322.0,26.25,165470,-114590,330
2002-07-12,7490.0,7490.0,966815.0,26.72,-177965,140035,0
2002-07-15,7530.0,7410.0,834890.0,26.43,550,13210,-28300
2002-07-16,7450.0,7150.0,738680.0,25.5,-24270,-41810,48000
2002-07-18,7250.0,7100.0,946834.0,25.33,-59249,55469,3200
2002-07-19,6970.0,6900.0,1204699.0,24.61,176110,-5230,-4900
2002-07-22,6650.0,6350.0,710010.0,22.65,-159400,194330,-24270
2002-07-23,6690.0,6840.0,1030730.0,24.4,2490,-4560,-200
2002-07-24,6670.0,6570.0,514430.0,23.44,148600,-103910,-45020
2002-07-25,7000.0,6680.0,530510.0,23.83,-36650,34890,170
2002-07-26,6520.0,6450.0,478320.0,23.01,-5470,8250,-300
2002-07-29,6490.0,6350.0,317520.0,22.65,20330,9640,200
2002-07-30,6450.0,6400.0,644087.0,22.83,168480,28960,-199000
2002-07-31,6490.0,6110.0,1152280.0,21.79,644700,-539620,0
2002-08-01,6150.0,6050.0,477122.0,21.58,102850,-94740,-3360
2002-08-02,5900.0,5990.0,432720.0,21.37,-38720,32570,400
2002-08-05,5720.0,5420.0,811940.0,19.33,320060,-269380,-53900
2002-08-06,5190.0,5300.0,872340.0,18.91,14180,56640,0
2002-08-07,5450.0,5400.0,579830.0,19.26,26180,-31430,0
2002-08-08,5350.0,5430.0,571559.0,19.37,142730,-67440,-52600
2002-08-09,5520.0,5550.0,658900.0,19.8,-91810,63760,0
2002-08-12,5680.0,5570.0,426920.0,19.87,103210,-121210,-3000
2002-08-13,5510.0,6060.0,1801220.0,21.62,173670,-41840,-2000
2002-08-14,5950.0,6150.0,1176070.0,21.94,-258050,43880,181500
2002-08-16,6250.0,6050.0,660833.0,21.58,-26220,25320,-100
2002-08-19,6010.0,6000.0,534348.0,21.4,115340,-33330,0
2002-08-20,6080.0,6070.0,594522.0,21.65,-47322,164292,0
2002-08-21,6000.0,6150.0,382117.0,21.94,-121140,120310,0
2002-08-22,6130.0,6100.0,748781.0,21.76,14590,-5590,530
2002-08-23,6150.0,6080.0,383860.0,21.69,-141040,132670,0
2002-08-26,6050.0,6030.0,238280.0,21.51,-45380,54470,0
2002-08-27,6080.0,5880.0,594941.0,20.97,163191,-164281,0
2002-08-28,5850.0,5900.0,411810.0,21.05,-122130,119350,0
2002-08-29,5850.0,5700.0,470653.0,20.33,32812,-14430,-20262
2002-08-30,5700.0,5750.0,495380.0,20.51,94200,-103070,6260
2002-09-02,5750.0,6110.0,973179.0,21.79,60326,-65616,0
2002-09-03,6150.0,6120.0,855142.0,21.83,30810,-32050,1000
2002-09-04,5930.0,5990.0,523330.0,21.37,60540,-66010,-530
2002-09-05,6100.0,6130.0,1081160.0,21.87,-145800,-49400,100
2002-09-06,6020.0,5960.0,418940.0,21.26,-114450,-2730,-400
2002-09-09,5950.0,5910.0,411470.0,21.08,-141620,91820,50450
2002-09-10,5850.0,5950.0,360310.0,21.22,-30868,32148,-1100
2002-09-11,6150.0,6030.0,286538.0,21.51,-61371,58151,0
2002-09-12,6070.0,6240.0,885490.0,22.26,-164680,116510,37800
2002-09-13,6120.0,6160.0,654340.0,21.97,-109540,111540,0
2002-09-16,6170.0,6040.0,389745.0,21.55,44170,-39890,0
2002-09-17,6050.0,6140.0,346375.0,21.9,-23680,3820,0
2002-09-18,6060.0,5900.0,538100.0,21.05,103720,-96040,2340
2002-09-19,5790.0,5990.0,318600.0,21.37,-145200,144650,-1130
2002-09-23,5850.0,5760.0,318372.0,20.55,-51702,50742,0
2002-09-24,5750.0,5850.0,274490.0,20.87,-130770,128450,0
2002-09-25,5700.0,5850.0,220790.0,20.87,-156100,155150,0
2002-09-26,5900.0,5900.0,204130.0,21.05,-86420,86260,0
2002-09-27,6000.0,6000.0,213610.0,21.4,-111040,109680,0
2002-09-30,5860.0,6000.0,186860.0,21.4,-77330,76600,170
2002-10-01,6000.0,6050.0,196800.0,21.58,-60640,61530,1170
2002-10-02,6110.0,6000.0,180770.0,21.4,-9340,-14160,23910
2002-10-04,5990.0,5950.0,175190.0,21.22,-55170,56630,-1460
2002-10-07,5950.0,5600.0,429930.0,19.98,60870,68290,-120100
2002-10-08,5500.0,5800.0,342540.0,20.69,-231890,252710,-21100
2002-10-09,5930.0,5700.0,265734.0,20.33,-31736,23866,-170
2002-10-10,5530.0,5310.0,343920.0,18.94,20200,-38720,10840
2002-10-11,5510.0,5410.0,265810.0,19.3,400,31470,-14300
2002-10-14,5540.0,5650.0,325900.0,20.15,-116180,141940,-27670
2002-10-15,5600.0,5600.0,289270.0,19.98,-48880,57000,-8400
2002-10-16,5650.0,5600.0,492655.0,19.98,17895,71270,-81000
2002-10-17,5500.0,5640.0,393100.0,20.12,-72240,147760,-81000
2002-10-18,5710.0,5870.0,399265.0,20.94,-132910,132830,530
2002-10-21,5760.0,5850.0,172080.0,20.87,-34910,35070,680
2002-10-22,5910.0,5650.0,95860.0,20.15,12840,-14180,180
2002-10-23,5660.0,5880.0,250380.0,20.97,-154510,142030,50
2002-10-24,5810.0,5800.0,278450.0,20.69,64790,-58990,-180
2002-10-25,5850.0,5800.0,126258.0,20.69,-61920,53520,3400
2002-10-28,5850.0,5940.0,246832.0,21.19,36987,-34727,-2100
2002-10-29,5910.0,5970.0,153278.0,21.3,-1450,3310,0
2002-10-30,6000.0,5850.0,226618.0,20.87,4880,-4510,0
2002-10-31,5820.0,5870.0,291200.0,20.94,-78400,77840,0
2002-11-01,5720.0,5760.0,139590.0,20.55,5230,-8200,2800
2002-11-04,5700.0,5850.0,259390.0,20.87,-151420,158850,0
2002-11-05,5810.0,5900.0,245100.0,21.05,-18466,19496,0
2002-11-06,5900.0,6030.0,395250.0,21.51,-163680,155350,5400
2002-11-07,6000.0,6000.0,222692.0,21.4,-3010,-630,2000
2002-11-08,5960.0,5890.0,135330.0,21.01,21980,-35720,15000
2002-11-11,5890.0,5750.0,134536.0,20.51,16580,-13310,0
2002-11-12,5660.0,5750.0,133330.0,20.51,-63500,68140,-5980
2002-11-13,5710.0,5710.0,198250.0,20.37,16310,13250,-26000
2002-11-14,5710.0,5800.0,158830.0,20.69,-60260,26250,32330
2002-11-15,5880.0,5880.0,208940.0,20.97,-61950,74660,-34250
2002-11-18,5900.0,5880.0,108490.0,20.97,-20100,17600,2700
2002-11-19,5750.0,5910.0,186477.0,21.08,-92620,91970,0
2002-11-20,5900.0,5950.0,172510.0,21.22,-88350,84310,0
2002-11-21,5950.0,6000.0,286370.0,21.4,-54950,103370,0
2002-11-22,6100.0,6100.0,231390.0,21.76,-110820,89090,13400
2002-11-25,6150.0,6150.0,249250.0,21.94,-90810,64270,12250
2002-11-26,6140.0,6030.0,194872.0,21.51,76222,-77722,520
2002-11-27,6050.0,6420.0,1065885.0,22.9,83535,-228965,141450
2002-11-28,6550.0,6440.0,824480.0,22.97,112680,-82460,-13590
2002-11-29,6410.0,6580.0,447790.0,23.47,-5790,-8040,900
2002-12-02,6580.0,6520.0,349510.0,23.26,109270,-121340,530
2002-12-03,6500.0,6540.0,417630.0,23.33,6010,-8100,7400
2002-12-04,6420.0,6310.0,413770.0,22.51,-93170,69630,-45700
2002-12-05,6220.0,6310.0,301980.0,22.51,-40880,93720,-7600
2002-12-06,6260.0,6150.0,233090.0,21.94,58510,-60970,-1600
2002-12-09,6250.0,6100.0,355220.0,21.76,24800,-54710,1000
2002-12-10,6040.0,6220.0,201280.0,22.19,-69710,82970,-3500
2002-12-11,6250.0,6200.0,163890.0,22.12,10360,-64180,780
2002-12-12,6110.0,6340.0,613411.0,22.62,-135580,224130,11660
2002-12-13,6350.0,6270.0,388050.0,22.37,150627,-188490,0
2002-12-16,6280.0,6100.0,295649.0,21.76,81520,-82290,0
2002-12-17,6180.0,6200.0,264543.0,22.12,-57207,59420,0
2002-12-18,6110.0,6130.0,323490.0,21.87,-30150,18670,0
2002-12-20,6000.0,6100.0,287350.0,21.76,-66570,79310,-14830
2002-12-23,6150.0,5980.0,359890.0,21.33,-53650,-28980,-600
2002-12-24,5960.0,5800.0,758250.0,20.69,2160,-1870,0
2002-12-26,5730.0,5550.0,434597.0,19.8,90506,-61766,0
2002-12-27,5500.0,5690.0,340440.0,20.3,-119560,138180,-15600
2002-12-30,5490.0,5800.0,283570.0,20.69,-146230,204610,-17050
2003-01-02,5600.0,5480.0,520693.0,4.3,350640,-280240,-44970
2003-01-03,5600.0,5500.0,578300.0,4.32,231450,-178680,-50
2003-01-06,5550.0,5490.0,374213.0,4.31,110002,-148392,41520
2003-01-07,5530.0,5410.0,614410.0,4.24,-1770,-45030,101250
2003-01-08,5400.0,5320.0,441970.0,4.17,82776,-80346,-200
2003-01-09,5280.0,5110.0,600060.0,4.01,50720,147480,-189950
2003-01-10,5110.0,5180.0,485304.0,4.06,-83270,84520,-16020
2003-01-13,5020.0,5240.0,339900.0,4.11,8430,-10320,420
2003-01-14,5240.0,5200.0,173420.0,4.08,40160,-39090,630
2003-01-15,5270.0,5210.0,424560.0,4.09,97520,-93890,1260
2003-01-16,5250.0,5350.0,540000.0,4.2,53140,41630,-95050
2003-01-17,5280.0,5150.0,307442.0,4.04,-3180,-2890,1260
2003-01-20,5050.0,5150.0,166821.0,4.04,-29900,25810,420
2003-01-21,5080.0,5100.0,253394.0,4.0,29340,-23490,-5900
2003-01-22,4960.0,5080.0,216360.0,3.99,-44020,45760,-2090
2003-01-23,5050.0,5140.0,291040.0,4.03,-85760,176560,-96160
2003-01-24,5160.0,5110.0,225790.0,4.01,-96360,-3440,92850
2003-01-27,5100.0,5080.0,251630.0,3.99,16210,-17480,0
2003-01-28,5000.0,5070.0,555820.0,3.98,92990,-14140,-92500
2003-01-29,5140.0,4800.0,877540.0,3.77,258730,-20090,-236300
2003-01-30,4720.0,4840.0,199980.0,3.8,-27880,41400,-1060
2003-02-03,4760.0,4800.0,197947.0,3.77,-9080,7500,-210
2003-02-04,4800.0,4800.0,215120.0,3.77,36280,-28480,-7400
2003-02-05,4760.0,4800.0,124690.0,3.77,-25580,25180,0
2003-02-06,4755.0,4800.0,172660.0,3.77,-76880,77940,0
2003-02-07,4750.0,4790.0,173760.0,3.76,-40830,41000,0
2003-02-10,4780.0,4810.0,134707.0,3.77,-90660,90460,0
2003-02-11,4840.0,4790.0,220290.0,3.76,-27600,24960,950
2003-02-12,4715.0,4780.0,90049.0,3.75,-59995,8165,49450
2003-02-13,4840.0,4925.0,283040.0,3.86,-86770,58890,34010
2003-02-14,4850.0,4855.0,129480.0,3.81,34840,-20570,-13490
2003-02-17,4950.0,5030.0,178874.0,3.95,-83660,46860,35800
2003-02-18,5120.0,5090.0,134031.0,3.99,-47780,40350,9640
2003-02-19,5140.0,5180.0,443660.0,4.06,-64300,-181700,246480
2003-02-20,5200.0,5170.0,241000.0,4.06,61090,15570,-111990
2003-02-21,5160.0,5050.0,109409.0,3.96,22940,-22280,0
2003-02-24,5100.0,5150.0,211945.0,4.04,-131510,104320,8050
2003-02-25,5090.0,5050.0,92550.0,3.96,19620,-21900,900
2003-02-26,5040.0,5040.0,103340.0,3.95,8870,-9190,1700
2003-02-27,4950.0,5160.0,615611.0,4.05,125120,-115600,-3390
2003-02-28,5220.0,5100.0,287710.0,4.0,5560,-42760,37200
2003-03-03,5010.0,5060.0,137400.0,3.97,-54820,51670,2690
2003-03-04,5010.0,4890.0,179935.0,3.84,59970,-50130,-9380
2003-03-05,4860.0,4800.0,188420.0,3.77,-25150,28540,-2250
2003-03-06,4740.0,4800.0,472690.0,3.77,33570,61500,-93240
2003-03-07,4780.0,4600.0,326130.0,3.61,-29190,24720,3600
2003-03-10,4510.0,4490.0,129477.0,3.52,-5350,780,0
2003-03-11,4420.0,4400.0,187060.0,3.45,-770,51990,-40950
2003-03-12,4400.0,4400.0,252924.0,3.45,-29880,66660,1870
2003-03-13,4410.0,4320.0,369040.0,3.39,44730,12400,-18600
2003-03-14,4450.0,4420.0,174040.0,3.47,38948,-33948,-5000
2003-03-17,4365.0,4220.0,168210.0,3.31,-17390,41290,0
2003-03-18,4330.0,4315.0,216836.0,3.39,65290,-39930,-25000
2003-03-19,4280.0,4350.0,230200.0,3.41,34600,-41250,-4130
2003-03-20,4360.0,4520.0,578578.0,3.55,175780,-176210,0
2003-03-21,4540.0,4760.0,1303797.0,3.73,141900,-129420,-5000
2003-03-24,4800.0,4625.0,501386.0,3.63,133270,-135200,420
2003-03-25,4500.0,4490.0,283880.0,3.52,-88600,87760,840
2003-03-26,4525.0,4420.0,437890.0,3.47,115430,-108700,-7120
2003-03-27,4380.0,4400.0,396620.0,3.45,92770,-98430,5970
2003-03-28,4355.0,4505.0,621270.0,3.53,83172,-73152,710
2003-03-31,4425.0,4375.0,177150.0,3.43,-800,2110,-2600
2003-04-01,4340.0,4410.0,178980.0,3.46,-7800,24780,-17290
2003-04-02,4430.0,4490.0,369162.0,3.52,8720,56710,-65000
2003-04-03,4560.0,4525.0,412790.0,3.55,-40280,540,1890
2003-04-04,4480.0,5000.0,1003840.0,3.92,-429730,385300,5400
2003-04-07,5030.0,5110.0,631193.0,4.01,-143610,135500,-28450
2003-04-08,5010.0,5220.0,507860.0,4.1,-186090,191560,-1490
2003-04-09,5200.0,5430.0,925320.0,4.26,-470480,227160,208390
2003-04-10,5450.0,5580.0,575787.0,4.38,-135675,-20655,140220
2003-04-11,5660.0,5550.0,1029110.0,4.35,-2419,-361171,277760
2003-04-14,5700.0,5640.0,285590.0,4.42,-22130,15670,8000
2003-04-15,5720.0,5540.0,289198.0,4.35,61950,-17400,-29770
2003-04-16,5570.0,5490.0,598244.0,4.31,43114,-38664,0
