Symbol,쌍용양회_시가(원),쌍용양회_종가(원),쌍용양회_거래량(주),쌍용양회_PER(IFRS-연결),쌍용양회_순매수수량(개인)(주),쌍용양회_순매수수량(기관계)(주),쌍용양회_순매수수량(외국인계)(주)
2014-02-11,8160.0,8350.0,135230.0,16.57,-5259,18259,-17320
2014-02-12,8250.0,8500.0,176593.0,16.87,-47832,37202,10630
2014-02-13,8600.0,8450.0,135344.0,16.77,-540,16540,-14930
2014-02-14,8450.0,8580.0,159542.0,17.03,-51970,23760,27320
2014-02-17,8740.0,8890.0,92646.0,17.65,-26166,12276,13890
2014-02-18,8960.0,9060.0,163878.0,17.99,-82890,79370,3520
2014-02-19,9170.0,8860.0,89984.0,17.59,-1700,11070,-9340
2014-02-20,8860.0,9090.0,89654.0,18.04,-7580,-580,8160
2014-02-21,9070.0,9100.0,81339.0,18.06,-7100,6590,-590
2014-02-24,9020.0,9300.0,217178.0,18.46,6620,4610,-11170
2014-02-25,9330.0,9050.0,155614.0,17.97,-20960,10280,10790
2014-02-26,9100.0,8980.0,109431.0,17.83,6924,-27574,20360
2014-02-27,8920.0,8820.0,148059.0,17.51,8130,-12400,5110
2014-02-28,8830.0,8770.0,169141.0,17.41,-16820,-14380,28550
2014-03-03,8640.0,8730.0,151968.0,17.33,17960,-27950,10040
2014-03-04,8730.0,9260.0,141826.0,18.38,-32440,-370,32910
2014-03-05,9390.0,9720.0,302361.0,19.3,-33416,13186,21310
2014-03-06,9850.0,10200.0,317041.0,20.25,18630,-160,-15910
2014-03-07,10150.0,10200.0,178831.0,20.25,-19360,14160,4060
2014-03-10,10200.0,10100.0,150492.0,20.05,-3770,7750,4180
2014-03-11,10000.0,10150.0,103209.0,20.15,-21889,13929,13760
2014-03-12,10100.0,9740.0,118144.0,19.33,14880,-12460,-3020
2014-03-13,9750.0,9610.0,114646.0,19.08,-5900,-6210,14710
2014-03-14,9610.0,9700.0,85546.0,19.26,-14990,-3140,18150
2014-03-17,9610.0,9840.0,101403.0,19.53,15415,-3565,-12780
2014-03-18,9930.0,9630.0,76303.0,19.12,-19389,8689,10270
2014-03-19,9740.0,9870.0,72160.0,19.59,-22200,11320,10790
2014-03-20,9940.0,9820.0,37081.0,19.49,7870,5270,-13140
2014-03-21,9820.0,9580.0,61887.0,19.02,-3820,3810,-1330
2014-03-24,9580.0,9380.0,90524.0,18.62,-7130,-13650,19980
2014-03-25,9460.0,9150.0,99407.0,18.16,-22550,9000,7770
2014-03-26,9170.0,9500.0,87037.0,18.86,-28895,10335,18560
2014-03-27,9560.0,9510.0,45222.0,18.88,-3600,8330,-4730
2014-03-28,9510.0,9350.0,43950.0,18.56,3275,-12065,8790
2014-03-31,9270.0,9130.0,37523.0,18.12,-3965,305,3690
2014-04-01,9140.0,8930.0,178504.0,17.73,56381,-20531,-28140
2014-04-02,8870.0,9240.0,108175.0,18.34,-52083,35573,27510
2014-04-03,9160.0,9400.0,76272.0,18.66,-32350,22310,11480
2014-04-04,9400.0,9490.0,82378.0,18.84,-33092,31090,2010
2014-04-07,9400.0,9370.0,44363.0,18.6,-19300,14090,5320
2014-04-08,9290.0,9380.0,49642.0,18.62,-8182,9382,-1250
2014-04-09,9390.0,9490.0,47863.0,18.84,-25613,15753,11840
2014-04-10,9490.0,9330.0,39337.0,18.52,2582,-5492,2440
2014-04-11,9250.0,9020.0,78983.0,17.9,35480,-31710,-690
2014-04-14,9000.0,9020.0,57383.0,17.9,8350,-17250,8870
2014-04-15,9000.0,9000.0,49700.0,17.86,9210,-11560,2350
2014-04-16,8900.0,8990.0,65086.0,17.85,-793,-8547,8760
2014-04-17,9000.0,8880.0,76174.0,17.63,28160,-29110,920
2014-04-18,9020.0,9190.0,57613.0,18.24,-25360,9290,16270
2014-04-21,9070.0,9040.0,26706.0,17.95,2770,180,-2950
2014-04-22,9020.0,9400.0,89519.0,18.66,6892,-342,-10580
2014-04-23,9340.0,9530.0,130507.0,18.92,652,12038,-21110
2014-04-24,9470.0,9830.0,87006.0,19.51,-10864,26494,-14290
2014-04-25,9830.0,9320.0,90441.0,18.5,-6115,37065,-30950
2014-04-28,9220.0,9510.0,31860.0,18.88,-12463,-1557,10020
2014-04-29,9500.0,9660.0,57634.0,19.18,-25480,27550,-2070
2014-04-30,9600.0,9440.0,46258.0,18.74,-8970,18130,-9160
2014-05-02,9440.0,9520.0,87692.0,18.9,-17680,4320,12740
2014-05-07,9600.0,9480.0,130730.0,18.82,22020,-14270,-9750
2014-05-08,9420.0,9260.0,109595.0,18.38,22491,-10661,-16830
2014-05-09,9100.0,9700.0,134866.0,19.26,-15090,-790,15970
2014-05-12,9790.0,9800.0,125931.0,19.45,21230,-2230,-19000
2014-05-13,9850.0,9590.0,92254.0,19.04,-2062,-3058,5220
2014-05-14,9620.0,9500.0,103171.0,18.86,-14870,-6590,21460
2014-05-15,9440.0,9640.0,96501.0,19.14,-22200,5470,17030
2014-05-16,9520.0,9700.0,98566.0,19.26,-7726,8276,-720
2014-05-19,9620.0,9530.0,94655.0,18.92,30595,-7115,-31290
2014-05-20,9450.0,9750.0,87903.0,19.35,3130,-12810,9680
2014-05-21,9680.0,9320.0,137899.0,18.5,-3942,-18688,22480
2014-05-22,9260.0,9430.0,85305.0,18.72,-11940,-14210,26060
2014-05-23,9430.0,9660.0,82894.0,19.18,-39290,12390,26900
2014-05-26,9660.0,9750.0,77165.0,19.35,-29659,28019,1640
2014-05-27,9790.0,9700.0,59091.0,19.26,-14320,25450,-11130
2014-05-28,9590.0,10200.0,183439.0,20.25,-47602,22052,31040
2014-05-29,10200.0,10200.0,131172.0,20.25,-10910,210,10820
2014-05-30,10150.0,10000.0,86847.0,19.85,4700,-5210,510
2014-06-02,10000.0,9690.0,67564.0,19.24,-10720,7292,4408
2014-06-03,9530.0,10400.0,191338.0,20.64,-22409,1615,21554
2014-06-05,10250.0,10500.0,149322.0,20.84,-16702,-5775,22577
2014-06-09,10450.0,10250.0,155646.0,20.35,-6887,-5270,12557
2014-06-10,10250.0,10600.0,81352.0,21.04,-19348,9261,10087
2014-06-11,10700.0,10400.0,112161.0,20.64,-629,-193,1022
2014-06-12,10400.0,11200.0,261706.0,22.23,-41537,48634,-1696
2014-06-13,11200.0,11550.0,176614.0,22.93,25502,15510,-37869
2014-06-16,11450.0,11600.0,73632.0,23.03,6246,2603,-8849
2014-06-17,11550.0,11250.0,91372.0,22.33,-12847,3958,8588
2014-06-18,11300.0,11050.0,106910.0,21.93,-2703,-10167,16614
2014-06-19,11200.0,11100.0,87498.0,22.03,-36621,29979,8170
2014-06-20,11200.0,11450.0,112670.0,22.73,-38446,36603,2873
2014-06-23,11450.0,12250.0,212989.0,24.32,-19660,14318,5342
2014-06-24,12250.0,11800.0,204251.0,23.42,11892,-7688,-33664
2014-06-25,11750.0,11500.0,106892.0,22.83,18259,-15809,-2223
2014-06-26,11500.0,11850.0,128542.0,23.52,-41506,34618,8508
2014-06-27,11850.0,11400.0,102573.0,22.63,-11452,19450,-7998
2014-06-30,11400.0,11250.0,90907.0,22.33,-5854,-4093,9879
2014-07-01,11300.0,11550.0,155657.0,22.93,-12245,3646,12366
2014-07-02,11550.0,11800.0,160350.0,23.42,-62546,37109,25251
2014-07-03,12000.0,11700.0,72929.0,23.22,288,-4596,-22
2014-07-04,11800.0,11900.0,88469.0,23.62,-15019,6573,10632
2014-07-07,11800.0,11650.0,71245.0,23.13,20241,-14382,-5859
2014-07-08,11550.0,11500.0,98710.0,22.83,4507,-5275,1108
2014-07-09,11350.0,11400.0,74031.0,22.63,20123,-16194,-3930
2014-07-10,11500.0,11650.0,116891.0,23.13,3531,-16057,12526
2014-07-11,11550.0,11400.0,81614.0,22.63,17774,-29332,12068
2014-07-14,11250.0,11400.0,135196.0,22.63,-1302,-10902,16347
2014-07-15,11400.0,9850.0,936317.0,19.55,42381,-116293,79913
2014-07-16,9860.0,9510.0,530120.0,18.88,83776,-108711,28672
2014-07-17,9610.0,9440.0,269285.0,18.74,41910,-50198,17288
2014-07-18,9380.0,9520.0,157751.0,18.9,27390,-24683,-11547
2014-07-21,9520.0,9400.0,114018.0,18.66,5361,-22946,15585
2014-07-22,9400.0,9690.0,152249.0,19.24,-47685,40097,1745
2014-07-23,9690.0,9420.0,137683.0,18.7,8799,-15991,7192
2014-07-24,9440.0,9370.0,79451.0,18.6,2357,-8302,5921
2014-07-25,9380.0,9440.0,65951.0,18.74,8766,-9304,397
2014-07-28,9420.0,9020.0,153762.0,17.9,3950,-5323,1373
2014-07-29,9090.0,9130.0,121822.0,18.12,-47782,18705,29122
2014-07-30,9210.0,9140.0,105070.0,18.14,-40668,36592,6396
2014-07-31,9240.0,9700.0,202245.0,19.26,-47937,34976,12991
2014-08-01,9770.0,9970.0,180701.0,19.79,-33049,48124,-15585
2014-08-04,9960.0,9800.0,170070.0,19.45,-3349,25736,-14757
2014-08-05,9780.0,9850.0,110688.0,19.55,-41581,48897,-7316
2014-08-06,9750.0,9650.0,110685.0,19.16,13607,9860,-20416
2014-08-07,9600.0,9690.0,77714.0,19.24,-14283,11665,2618
2014-08-08,9520.0,9920.0,128693.0,19.69,-5635,14715,-9080
2014-08-11,9920.0,9840.0,89284.0,19.53,-11764,34254,-22330
2014-08-12,9710.0,9950.0,77967.0,19.75,-6882,-3690,10072
2014-08-13,9920.0,9830.0,95630.0,19.51,-12851,-405,14802
2014-08-14,9750.0,9880.0,97170.0,19.61,2624,-19263,17811
2014-08-18,10150.0,10200.0,148607.0,20.25,-14938,639,7779
2014-08-19,10350.0,10350.0,103096.0,20.55,8447,-6376,-2071
2014-08-20,10300.0,10300.0,91989.0,20.45,1341,-440,-1093
2014-08-21,10200.0,10350.0,95346.0,20.55,-4180,-12856,13546
2014-08-22,10250.0,10600.0,80254.0,21.04,-23626,18511,4515
2014-08-25,10600.0,10700.0,112655.0,21.24,-5129,19057,-18827
2014-08-26,10850.0,10750.0,118122.0,21.34,-21855,11032,-3388
2014-08-27,10850.0,10550.0,56335.0,20.94,-16028,16386,-434
2014-08-28,10500.0,10500.0,60449.0,20.84,2215,-9028,6766
2014-08-29,10450.0,10500.0,75697.0,20.84,-2431,492,1939
2014-09-01,10500.0,10500.0,125458.0,20.84,-12946,14364,-30
2014-09-02,10300.0,10450.0,82129.0,20.74,-23627,11910,5638
2014-09-03,10350.0,10400.0,78556.0,20.64,-1428,-15130,13677
2014-09-04,10350.0,9980.0,98125.0,19.81,-19313,67,14214
2014-09-05,10000.0,10250.0,98468.0,20.35,-48482,137,35001
2014-09-11,10150.0,10000.0,68379.0,19.85,15522,-20261,4000
2014-09-12,10050.0,10100.0,181635.0,20.05,-43412,10389,24205
2014-09-15,10000.0,9970.0,75286.0,19.79,-25727,13088,10303
2014-09-16,10150.0,10250.0,73979.0,20.35,-25396,6327,18131
2014-09-17,10300.0,10550.0,227176.0,20.94,-84079,17121,71687
2014-09-18,10550.0,10700.0,153066.0,21.24,-43761,43741,7511
2014-09-19,11000.0,11000.0,183618.0,21.84,-29857,34598,8186
2014-09-22,11000.0,11050.0,125653.0,21.93,-7600,20814,-34204
2014-09-23,11100.0,11050.0,81302.0,21.93,-28297,31409,-2476
2014-09-24,11100.0,11550.0,224728.0,22.93,24358,12550,-36908
2014-09-25,11500.0,10800.0,310775.0,21.44,-8255,43107,-22558
2014-09-26,10700.0,10550.0,139294.0,20.94,-20406,-23,20395
2014-09-29,10500.0,10600.0,76078.0,21.04,6299,14078,-8124
2014-09-30,10550.0,10350.0,88852.0,20.55,-21008,1548,19413
2014-10-01,10300.0,10350.0,72573.0,20.55,-20395,-1241,25264
2014-10-02,10350.0,9500.0,230233.0,18.86,92241,-61315,-24964
2014-10-06,9650.0,9430.0,213507.0,18.72,20375,-42225,24550
2014-10-07,9640.0,9650.0,101945.0,19.16,-27971,32541,-4570
2014-10-08,9530.0,9460.0,105568.0,18.78,17653,-16992,-1042
2014-10-10,9350.0,9100.0,97257.0,18.06,-7996,4434,3338
2014-10-13,9090.0,9210.0,98019.0,18.28,-42534,22436,28897
2014-10-14,9390.0,9460.0,97297.0,18.78,-15909,8995,13079
2014-10-15,9450.0,9480.0,74708.0,18.82,-11125,9600,1525
2014-10-16,9470.0,9510.0,84443.0,18.88,-20086,13107,6847
2014-10-17,9680.0,9830.0,77053.0,19.51,-27440,31642,-4702
2014-10-20,9770.0,9690.0,55789.0,19.24,11198,-2827,-7906
2014-10-21,9510.0,9830.0,55719.0,19.51,-13444,-5179,18623
2014-10-22,9750.0,10150.0,91535.0,20.15,-16979,1336,8745
2014-10-23,10100.0,10300.0,50208.0,20.45,-12912,8064,4657
2014-10-24,10300.0,10200.0,74993.0,20.25,-11141,8895,9053
2014-10-27,10250.0,10550.0,165740.0,20.94,-25669,30688,-7967
2014-10-28,10750.0,10900.0,151642.0,21.64,-42684,39560,3124
2014-10-29,10800.0,10600.0,114457.0,21.04,-18158,38567,-20409
2014-10-30,10400.0,10600.0,85588.0,21.04,-3258,-10575,13979
2014-10-31,10500.0,10350.0,65065.0,20.55,6386,1031,-7474
2014-11-03,10300.0,11250.0,223968.0,22.33,-88572,56190,32382
2014-11-04,11400.0,11950.0,556697.0,23.72,-180614,251942,-74247
2014-11-05,11900.0,12050.0,221435.0,23.92,-62300,89159,-19997
2014-11-06,11900.0,12400.0,211066.0,24.62,-21123,34971,-19215
2014-11-07,12400.0,12600.0,167962.0,25.01,-43584,44345,2699
2014-11-10,12600.0,12700.0,250176.0,25.21,-59158,127184,-66544
2014-11-11,12700.0,12300.0,168523.0,24.42,12887,-15625,7886
2014-11-12,12300.0,12100.0,113297.0,24.02,7516,-5438,3346
2014-11-13,12200.0,12350.0,82651.0,24.52,-19516,20469,11489
2014-11-14,12350.0,11900.0,76824.0,23.62,12400,591,-13143
2014-11-17,11600.0,10600.0,416178.0,21.04,-19291,-45433,62368
2014-11-18,10650.0,10550.0,165303.0,20.94,41247,-61382,20139
2014-11-19,10600.0,10250.0,212657.0,20.35,36171,-35858,10027
2014-11-20,10150.0,10250.0,162079.0,20.35,-33698,6947,27979
2014-11-21,10300.0,10400.0,98708.0,20.64,-9989,-4113,15072
2014-11-24,10400.0,10600.0,137821.0,21.04,-6109,54606,-47750
2014-11-25,10500.0,10200.0,203529.0,20.25,58503,-43958,-14349
2014-11-26,10200.0,10150.0,81643.0,20.15,-15852,1215,14584
2014-11-27,10150.0,10100.0,65446.0,20.05,8479,-16576,8097
2014-11-28,10050.0,10400.0,82192.0,20.64,-10619,21432,-10913
2014-12-01,10200.0,10150.0,99231.0,20.15,-3187,6925,-3738
2014-12-02,10100.0,10950.0,155658.0,21.74,-39219,26345,12127
2014-12-03,10800.0,11450.0,201463.0,22.73,-32534,81231,-48608
2014-12-04,11350.0,11900.0,197244.0,23.62,-93022,137689,-44667
2014-12-05,11900.0,12000.0,129001.0,23.82,-59316,67258,-7942
2014-12-08,11800.0,11700.0,109378.0,23.22,-12822,22480,-6548
2014-12-09,11700.0,11400.0,145056.0,22.63,-32992,31439,1543
2014-12-10,11200.0,11250.0,70588.0,22.33,-2431,231,9204
2014-12-11,11250.0,11600.0,115267.0,23.03,-779,34859,-35563
2014-12-12,11450.0,11250.0,58533.0,22.33,19155,5780,-24935
2014-12-15,11000.0,10800.0,135607.0,21.44,19125,-38083,18564
2014-12-16,10800.0,11000.0,92223.0,21.84,-35521,10373,29074
2014-12-17,11100.0,10900.0,71812.0,21.64,-17421,10074,6681
2014-12-18,11200.0,11250.0,336606.0,22.33,-2248,-55623,60891
2014-12-19,11350.0,11450.0,124541.0,22.73,-174,-2309,4831
2014-12-22,11500.0,11400.0,63865.0,22.63,13188,-22649,9461
2014-12-23,11500.0,12000.0,193227.0,23.82,-75246,74952,394
2014-12-24,12000.0,12600.0,176645.0,25.01,-73428,92539,-18523
2014-12-26,12900.0,12550.0,216859.0,24.91,-46140,62550,-16607
2014-12-29,12850.0,12350.0,140902.0,24.52,-7050,-350,12510
2014-12-30,12350.0,12100.0,293196.0,24.02,64051,-65716,-132
2015-01-02,12000.0,13900.0,396528.0,10.58,-42105,16630,6028
2015-01-05,13700.0,13600.0,325545.0,10.35,53392,38686,-77078
2015-01-06,13350.0,13950.0,338029.0,10.62,-12879,86169,-50284
2015-01-07,14000.0,14050.0,244218.0,10.69,-33642,78270,-38322
2015-01-08,13850.0,13500.0,167277.0,10.27,4736,-5325,-411
2015-01-09,13600.0,13700.0,118355.0,10.43,-18228,-8335,26342
2015-01-12,13700.0,14150.0,154544.0,10.77,-35613,57564,-23508
2015-01-13,14200.0,13500.0,121987.0,10.27,18545,-12160,-7046
2015-01-14,13450.0,13800.0,102937.0,10.5,-41819,15827,25992
2015-01-15,13800.0,13950.0,102028.0,10.62,-19050,-3850,13561
2015-01-16,13800.0,13900.0,90710.0,10.58,784,3146,-25555
2015-01-19,13950.0,13600.0,96087.0,10.35,-13105,18901,-2796
2015-01-20,13500.0,14550.0,599659.0,11.07,19064,-22262,15582
2015-01-21,14500.0,14600.0,381774.0,11.11,-131879,112995,17018
2015-01-22,15000.0,14250.0,183158.0,10.85,32726,-28994,4556
2015-01-23,14300.0,14150.0,104887.0,10.77,5834,-21267,20414
2015-01-26,14200.0,14100.0,97090.0,10.73,-10285,666,5619
2015-01-27,14050.0,14650.0,258493.0,11.15,4792,-13242,-1346
2015-01-28,14500.0,14800.0,165448.0,11.26,-67171,80118,-12947
2015-01-29,14800.0,14800.0,135796.0,11.26,-59070,82872,-23042
2015-01-30,14700.0,15050.0,154851.0,11.45,-48605,45195,14410
2015-02-02,15100.0,14850.0,128309.0,11.3,27346,-25200,-3989
2015-02-03,14850.0,15050.0,84654.0,11.45,-18191,31884,-13280
2015-02-04,15050.0,14600.0,219823.0,11.11,27404,21904,-26788
2015-02-05,14700.0,14650.0,87599.0,11.15,-763,2100,-1337
2015-02-06,14500.0,14000.0,213908.0,10.65,16691,-50727,36806
2015-02-09,14000.0,14100.0,187306.0,10.73,-5443,-66998,76018
2015-02-10,14300.0,13950.0,84373.0,10.62,-5447,3620,2071
2015-02-11,13950.0,14650.0,126486.0,11.15,-71431,49820,21611
2015-02-12,14600.0,14000.0,114569.0,10.65,48395,-27890,-17005
2015-02-13,14000.0,14200.0,88035.0,10.81,-23006,2545,20461
2015-02-16,14100.0,14150.0,81292.0,10.77,2994,-12516,14660
2015-02-17,14050.0,14150.0,49431.0,10.77,-13160,588,12572
2015-02-23,14100.0,13900.0,75674.0,10.58,16687,-6192,-9864
2015-02-24,13900.0,14150.0,74869.0,10.77,-6285,-6544,12829
2015-02-25,14250.0,14100.0,214184.0,10.73,3314,4848,-8031
2015-02-26,14350.0,15000.0,365015.0,11.42,-90417,43209,47243
2015-02-27,15050.0,14850.0,175799.0,11.3,20252,-7557,-16224
2015-03-02,14850.0,15750.0,311777.0,11.99,-36725,35536,1189
2015-03-03,15750.0,15450.0,210726.0,11.76,18066,9949,-36612
2015-03-04,15350.0,15300.0,120307.0,11.64,18662,-32301,13139
2015-03-05,15100.0,15550.0,69070.0,11.83,-3432,4535,-783
2015-03-06,15500.0,14950.0,136344.0,11.38,20161,-16673,-3488
2015-03-09,14750.0,15000.0,85685.0,11.42,-29374,23219,3087
2015-03-10,15000.0,14900.0,100073.0,11.34,8535,1132,-12226
2015-03-11,14600.0,14300.0,208950.0,10.88,81818,-37843,-48533
2015-03-12,14350.0,14300.0,170838.0,10.88,36001,-84144,48246
2015-03-13,14500.0,14500.0,92157.0,11.04,-4985,-12127,17115
2015-03-16,14550.0,14450.0,82311.0,11.0,-2672,-11256,13404
2015-03-17,14450.0,14750.0,114011.0,11.23,-17466,17504,11998
2015-03-18,15150.0,14750.0,78471.0,11.23,253,3161,2579
2015-03-19,14850.0,14950.0,70820.0,11.38,-14264,14869,-4619
2015-03-20,15000.0,14700.0,133176.0,11.19,-12373,7898,2102
2015-03-23,14800.0,15100.0,169315.0,11.49,3204,-13002,10066
2015-03-24,14950.0,15900.0,322569.0,12.1,-25858,35247,-12617
2015-03-25,15800.0,15850.0,195753.0,12.06,-4260,-7011,10265
2015-03-26,16400.0,16000.0,518602.0,12.18,41043,-171,-31939
2015-03-27,15700.0,15850.0,230750.0,12.06,15280,-35957,15622
2015-03-30,15850.0,16200.0,199968.0,12.33,3643,-28296,30653
2015-03-31,16250.0,16250.0,181429.0,12.37,-22925,15733,4055
2015-04-01,16150.0,16800.0,188946.0,12.79,-59720,17158,53182
2015-04-02,16800.0,16950.0,185329.0,12.9,-48277,42237,-7716
2015-04-03,17000.0,16950.0,110564.0,12.9,-1207,2682,-10590
2015-04-06,17000.0,17400.0,160989.0,13.24,-90072,53425,22742
2015-04-07,17450.0,17100.0,131064.0,13.01,13419,-11826,12458
2015-04-08,16900.0,16600.0,187447.0,12.63,8452,-38976,34414
2015-04-09,16600.0,16650.0,107182.0,12.67,9197,-56981,47784
2015-04-10,16550.0,17000.0,116482.0,12.94,-27665,-9391,37056
2015-04-13,16800.0,17100.0,111757.0,13.01,2160,-16930,14244
2015-04-14,17150.0,17250.0,130141.0,13.13,-42393,33783,8793
2015-04-15,16850.0,16800.0,110093.0,12.79,3041,8349,-11341
2015-04-16,16750.0,17200.0,127903.0,13.09,-27174,-8516,29858
2015-04-17,16900.0,16650.0,75017.0,12.67,31167,-10627,-24040
2015-04-20,16650.0,16000.0,169186.0,12.18,60808,-53097,-7467
2015-04-21,16000.0,16050.0,189551.0,12.21,5478,-74552,69292
2015-04-22,15900.0,15850.0,168038.0,12.06,1072,-23166,17999
2015-04-23,15800.0,15450.0,188303.0,11.76,48285,-96305,47995
2015-04-24,15400.0,16200.0,145254.0,12.33,-26007,12487,18909
2015-04-27,16300.0,16400.0,94488.0,12.48,-1278,4735,-3435
2015-04-28,16550.0,17000.0,105536.0,12.94,-33497,15389,18108
2015-04-29,17250.0,16800.0,62644.0,12.79,2909,893,-3802
2015-04-30,16750.0,16850.0,82481.0,12.82,-23391,42733,-18540
2015-05-04,16850.0,15850.0,100118.0,12.06,48645,-30188,-5753
2015-05-06,15750.0,15100.0,123126.0,11.49,9188,-60500,51207
2015-05-07,15250.0,15350.0,53129.0,11.68,-6389,-3019,9418
2015-05-08,15550.0,15400.0,80811.0,11.72,1965,946,-2909
2015-05-11,15450.0,15600.0,37178.0,11.87,-2620,-4870,7490
2015-05-12,15400.0,15650.0,40951.0,11.91,-5547,-950,6497
2015-05-13,15500.0,16050.0,75067.0,12.21,-11375,12610,-8196
2015-05-14,16550.0,17050.0,141392.0,12.98,-31634,35716,-7500
2015-05-15,17150.0,16900.0,137037.0,12.86,-36202,11705,25997
2015-05-18,16850.0,16950.0,79151.0,12.9,-26139,23948,2219
2015-05-19,16800.0,17300.0,161286.0,13.17,-21575,17556,3000
2015-05-20,17050.0,17300.0,108414.0,13.17,-12570,5964,-675
2015-05-21,17150.0,17150.0,98234.0,13.05,-12514,-2868,8473
2015-05-22,17400.0,17500.0,146018.0,13.32,-64071,31019,33231
2015-05-26,17650.0,17250.0,121403.0,13.13,-762,6480,-5738
2015-05-27,17000.0,16850.0,106005.0,12.82,-1182,-9980,11162
2015-05-28,16750.0,17450.0,105733.0,13.28,-18346,22418,7866
2015-05-29,17150.0,17850.0,146813.0,13.59,-39776,4548,35228
2015-06-01,17550.0,17550.0,96463.0,13.36,8241,-12370,4129
2015-06-02,17300.0,17450.0,76705.0,13.28,-1504,3950,4295
2015-06-03,17300.0,17150.0,84529.0,13.05,-5437,8904,5767
2015-06-04,17100.0,17050.0,85826.0,12.98,13899,-38081,25334
2015-06-05,16900.0,16850.0,60453.0,12.82,10385,-16237,5852
2015-06-08,16500.0,17200.0,64191.0,13.09,-12737,1524,11168
2015-06-09,17100.0,16800.0,125535.0,12.79,29746,-36278,5649
2015-06-10,16800.0,16900.0,137760.0,12.86,63079,-72306,8297
2015-06-11,17050.0,17150.0,89547.0,13.05,-3441,4672,-1320
2015-06-12,17200.0,16700.0,82849.0,12.71,2804,7198,-11002
2015-06-15,16850.0,16700.0,65510.0,12.71,12540,-14386,1247
2015-06-16,16700.0,15600.0,180861.0,11.87,73441,-47876,-24358
2015-06-17,15600.0,15750.0,89989.0,11.99,16394,-19123,4596
2015-06-18,15700.0,15400.0,205600.0,11.72,33594,-45251,11822
2015-06-19,15400.0,16300.0,118099.0,12.4,-40168,44436,-2162
2015-06-22,16100.0,16350.0,55288.0,12.44,-4756,274,4482
2015-06-23,16150.0,16350.0,58077.0,12.44,-6359,-16422,22297
2015-06-24,16200.0,16400.0,70538.0,12.48,-10821,13293,-2449
2015-06-25,16450.0,16400.0,60795.0,12.48,-11316,7740,3576
2015-06-26,16500.0,16100.0,71943.0,12.25,21295,-36173,8427
2015-06-29,15850.0,15450.0,102849.0,11.76,19919,-31392,11473
2015-06-30,15200.0,15900.0,100903.0,12.1,19642,-14212,7342
2015-07-01,15850.0,16300.0,77857.0,12.4,12163,-1501,-6705
2015-07-02,16350.0,17000.0,117004.0,12.94,-39,19757,-19718
2015-07-03,17350.0,16600.0,82211.0,12.63,13458,16961,-30316
2015-07-06,16400.0,16700.0,90190.0,12.71,-20208,48069,-27862
2015-07-07,16900.0,17150.0,172643.0,13.05,-25891,38632,-18541
2015-07-08,17000.0,17050.0,125703.0,12.98,-48093,26993,20457
2015-07-09,17250.0,17500.0,152317.0,13.32,-59955,51367,8588
2015-07-10,17650.0,18600.0,405203.0,14.16,-36541,19274,22362
2015-07-13,18850.0,20150.0,490334.0,15.34,-47653,28912,18993
2015-07-14,20850.0,21350.0,403148.0,16.25,-123004,68874,59205
2015-07-15,21500.0,24500.0,335622.0,18.65,-56922,49607,-825
2015-07-16,24000.0,24050.0,372145.0,18.3,-36493,30161,14531
2015-07-17,24300.0,25150.0,201159.0,19.14,-11763,29476,-15568
2015-07-20,26400.0,24700.0,298626.0,18.8,-31369,12941,17808
2015-07-21,25150.0,24100.0,270561.0,18.34,-38758,-38100,76665
2015-07-22,24150.0,22900.0,253641.0,17.43,51805,-72543,19760
2015-07-23,23200.0,21700.0,381897.0,16.52,-26672,-65652,100004
2015-07-24,21900.0,22050.0,250191.0,16.78,-16385,-46805,31505
2015-07-27,21500.0,20650.0,192891.0,15.72,51806,-30903,-11970
2015-07-28,20500.0,20300.0,181246.0,15.45,-9813,-5454,7982
2015-07-29,20500.0,19750.0,250337.0,15.03,34691,-62437,28346
2015-07-30,20150.0,19900.0,132576.0,15.14,-17116,9833,7283
2015-07-31,20400.0,20050.0,172437.0,15.26,7948,12338,-22959
2015-08-03,20200.0,20550.0,139607.0,15.64,-940,6205,-9145
2015-08-04,20700.0,20600.0,157617.0,15.68,-18865,32530,-13665
2015-08-05,20450.0,21000.0,143118.0,15.98,-16392,26219,-10603
2015-08-06,21350.0,21100.0,123140.0,16.06,-27069,47973,-19954
2015-08-07,21250.0,20350.0,78061.0,15.49,2207,-11030,7404
2015-08-10,20350.0,20800.0,106754.0,15.83,-44720,27210,12695
2015-08-11,21050.0,19900.0,162784.0,15.14,49859,-14318,-40853
2015-08-12,20000.0,19450.0,141897.0,14.8,17003,-31457,14390
2015-08-13,19450.0,20000.0,50987.0,15.22,-8808,11040,-1809
2015-08-17,20200.0,19600.0,82741.0,14.92,19931,7144,-27050
2015-08-18,20050.0,19500.0,71786.0,14.84,-7161,20989,-13828
2015-08-19,19150.0,19050.0,89438.0,14.5,-1749,14297,-16782
2015-08-20,18500.0,19050.0,56706.0,14.5,891,-3993,8271
2015-08-21,19000.0,18850.0,144381.0,14.35,-38173,29827,5295
2015-08-24,19250.0,19100.0,93859.0,14.54,3254,33062,-37416
2015-08-25,19150.0,19350.0,106962.0,14.73,13932,11436,-25933
2015-08-26,19350.0,19250.0,98276.0,14.65,20056,3669,-23745
2015-08-27,19350.0,19650.0,164410.0,14.95,33986,-28817,-5169
