Symbol,쌍용양회_시가(원),쌍용양회_종가(원),쌍용양회_거래량(주),쌍용양회_PER(IFRS-연결),쌍용양회_순매수수량(개인)(주),쌍용양회_순매수수량(기관계)(주),쌍용양회_순매수수량(외국인계)(주)
2005-05-30,1295.0,1285.0,645210.0,10.18,-6980,11770,-4750
2005-05-31,1285.0,1285.0,582420.0,10.18,-124880,128630,-3750
2005-06-01,1285.0,1300.0,926132.0,10.3,-166580,125540,41340
2005-06-02,1315.0,1330.0,1752481.0,10.54,-36210,75040,-38830
2005-06-03,1350.0,1315.0,858760.0,10.42,-197370,160930,36440
2005-06-07,1300.0,1310.0,748727.0,10.38,-179727,171047,-45590
2005-06-08,1300.0,1325.0,629186.0,10.5,-224865,208015,5730
2005-06-09,1310.0,1360.0,1491372.0,10.77,-238158,208868,97790
2005-06-10,1380.0,1360.0,1203940.0,10.77,-57740,79790,-19310
2005-06-13,1375.0,1330.0,959170.0,10.54,-210990,198130,12860
2005-06-14,1340.0,1330.0,617733.0,10.54,-157210,155510,-17480
2005-06-15,1325.0,1335.0,727888.0,10.58,-75400,33880,18460
2005-06-16,1335.0,1380.0,1189410.0,10.93,-82750,27040,37020
2005-06-17,1380.0,1335.0,1380776.0,10.58,-32340,-3380,26890
2005-06-20,1345.0,1335.0,582110.0,10.58,52520,-64160,10050
2005-06-21,1335.0,1365.0,1410090.0,10.81,-509450,47350,444940
2005-06-22,1380.0,1450.0,4042340.0,11.49,-409540,285490,89800
2005-06-23,1475.0,1510.0,3077680.0,11.96,-214820,93740,169990
2005-06-24,1485.0,1480.0,2345020.0,11.73,159220,39210,-191650
2005-06-27,1480.0,1535.0,4004550.0,12.16,-388166,-81804,472210
2005-06-28,1510.0,1545.0,2833010.0,12.24,-328620,24250,290700
2005-06-29,1585.0,1575.0,2375979.0,12.48,-567970,112660,339520
2005-06-30,1560.0,1615.0,2514893.0,12.79,-242310,63530,143780
2005-07-01,1610.0,1660.0,2669400.0,13.15,-395800,-1500,390550
2005-07-04,1680.0,1640.0,2688341.0,12.99,-86880,103500,0
2005-07-05,1625.0,1560.0,2793371.0,12.36,-124140,100900,0
2005-07-06,1560.0,1500.0,13622915.0,11.88,563580,-8560290,7907310
2005-07-07,1520.0,1585.0,5089391.0,12.56,-208720,140660,65210
2005-07-08,1610.0,1565.0,2142673.0,12.4,-240610,358900,4410
2005-07-11,1600.0,1575.0,2630454.0,12.48,338290,186560,-499350
2005-07-12,1580.0,1540.0,2413740.0,12.2,439340,141990,-602100
2005-07-13,1535.0,1505.0,2161719.0,11.92,562810,-93700,-429110
2005-07-14,1495.0,1500.0,2892530.0,11.88,146460,199720,-298540
2005-07-15,1505.0,1550.0,2433310.0,12.28,-399200,235420,163780
2005-07-18,1540.0,1620.0,3583830.0,12.83,-495690,353240,192450
2005-07-19,1640.0,1605.0,1939250.0,12.72,-482940,443300,39640
2005-07-20,1610.0,1610.0,4416690.0,12.76,-503107,388887,144220
2005-07-21,1630.0,1695.0,4372490.0,13.43,-460534,425364,37410
2005-07-22,1690.0,1740.0,4582888.0,13.79,-454751,475001,-12570
2005-07-25,1760.0,1735.0,3479590.0,13.75,-213960,361000,-142040
2005-07-26,1740.0,1700.0,2324250.0,13.47,-337200,377560,47560
2005-07-27,1700.0,1850.0,4646801.0,14.66,-359330,504350,-90050
2005-07-28,1855.0,1850.0,3799467.0,14.66,104401,73690,-39361
2005-07-29,1850.0,1770.0,3404070.0,14.02,-201080,142590,60260
2005-08-01,1760.0,1765.0,1916551.0,13.98,-258040,131970,118310
2005-08-02,1775.0,1835.0,3014190.0,14.54,-59865,158315,-77890
2005-08-03,1810.0,1800.0,2198989.0,14.26,-248092,323472,-62060
2005-08-04,1810.0,1720.0,3619505.0,13.63,-60070,700520,-643020
2005-08-05,1690.0,1650.0,2821247.0,13.07,-533266,908186,-383890
2005-08-08,1570.0,1595.0,1709417.0,12.64,120547,328790,-446587
2005-08-09,1570.0,1830.0,5476392.0,14.5,-145335,121495,20760
2005-08-10,1870.0,1950.0,12488057.0,15.45,-37818,371178,-252170
2005-08-11,1945.0,1955.0,3776595.0,15.49,-514390,308640,183650
2005-08-12,2000.0,2070.0,9782992.0,16.4,-132869,251489,-58560
2005-08-16,2050.0,2380.0,13124040.0,18.86,338010,51390,-18900
2005-08-17,2445.0,2735.0,20772229.0,21.67,583945,87445,6320
2005-08-18,2915.0,2715.0,30583186.0,21.51,1347640,116580,-589600
2005-08-19,2745.0,2800.0,24602343.0,22.18,-30861,121711,-28320
2005-08-22,2910.0,2900.0,18949792.0,22.98,113621,277549,-13480
2005-08-23,2840.0,2855.0,11273692.0,22.62,58850,160560,-224610
2005-08-24,2800.0,2810.0,11760552.0,22.26,-1719700,-188380,1852900
2005-08-25,2875.0,2740.0,12018930.0,21.71,22280,35000,48530
2005-08-26,2710.0,2420.0,12219272.0,19.17,-235820,-36720,581680
2005-08-29,2350.0,2370.0,8470209.0,18.78,2770,48230,-51680
2005-08-30,2425.0,2250.0,9653160.0,17.83,1086940,12760,-268980
2005-08-31,2120.0,2585.0,13934074.0,20.48,20630,-18780,-75850
2005-09-01,2730.0,2585.0,19164368.0,20.48,1414030,174930,-294110
2005-09-02,2530.0,2320.0,17211443.0,18.38,2040,71800,130560
2005-09-05,1975.0,1975.0,6944974.0,15.65,43660,-29330,-11340
2005-09-06,1680.0,1840.0,58272676.0,14.58,2688312,175270,-194592
2005-09-07,1910.0,2075.0,31433460.0,16.44,-4738780,25970,4727290
2005-09-08,2100.0,2100.0,17150058.0,16.64,-1487670,86430,1518170
2005-09-09,2160.0,2020.0,7895607.0,16.0,36469,35561,-41110
2005-09-12,2040.0,2105.0,11720020.0,16.68,-984231,-13450,997081
2005-09-13,2105.0,2090.0,7602829.0,16.56,-808300,-37900,846380
2005-09-14,2080.0,2100.0,9765435.0,16.64,-548790,43900,498390
2005-09-15,2090.0,2090.0,5373549.0,16.56,-917716,-28834,833550
2005-09-16,2115.0,2150.0,10554303.0,17.03,444857,-964967,434350
2005-09-20,2200.0,2115.0,7860424.0,16.76,1002170,-1342410,337350
2005-09-21,2100.0,2100.0,5415541.0,16.64,-398950,-742690,1111640
2005-09-22,2105.0,2075.0,4420970.0,16.44,76920,-8790,-21240
2005-09-23,2065.0,2095.0,7788479.0,16.6,-1453230,-1466050,2988990
2005-09-26,2115.0,2090.0,3556148.0,16.56,-435150,-558130,970570
2005-09-27,2105.0,2160.0,12509108.0,17.11,930820,-1254280,247460
2005-09-28,2165.0,2130.0,4525760.0,16.88,-101880,24150,50310
2005-09-29,2150.0,2105.0,2810550.0,16.68,-79410,28020,51890
2005-09-30,2105.0,2105.0,3850661.0,16.68,-66287,36417,44070
2005-10-04,2110.0,2085.0,3613545.0,16.52,123300,80260,-139870
2005-10-05,2070.0,2010.0,4549441.0,15.92,882583,-911103,31230
2005-10-06,1995.0,1915.0,4536209.0,15.17,937719,-998759,-17750
2005-10-07,1890.0,1900.0,3445160.0,15.05,902640,58050,-960690
2005-10-10,1900.0,1900.0,4492376.0,15.05,-57858,-250252,335610
2005-10-11,1920.0,1905.0,3761007.0,15.09,242440,-247710,5270
2005-10-12,1900.0,1955.0,7764778.0,15.49,86380,-113280,27320
2005-10-13,1930.0,1925.0,3386956.0,15.25,613600,-468430,-120410
2005-10-14,1925.0,1900.0,3416211.0,15.05,-490630,-287190,776970
2005-10-17,1870.0,1860.0,2485771.0,14.74,-60151,-152139,208290
2005-10-18,1840.0,1800.0,4299730.0,14.26,45605,-458645,413040
2005-10-19,1800.0,1730.0,2577145.0,13.71,243830,-263850,20020
2005-10-20,1780.0,1875.0,6328080.0,14.86,-307901,-54879,405000
2005-10-21,1880.0,1815.0,2185847.0,14.38,-159017,133057,25390
2005-10-24,1800.0,1880.0,3740434.0,14.89,-510686,-68824,580080
2005-10-25,1880.0,2005.0,7840025.0,15.88,-545226,44856,432900
2005-10-26,2020.0,1965.0,2729785.0,15.57,-163750,77970,75570
2005-10-27,1990.0,1880.0,2349846.0,14.89,-149630,-65670,71320
2005-10-28,1830.0,1925.0,2770056.0,15.25,-298540,-157490,464160
2005-10-31,1950.0,1890.0,1431865.0,14.97,-46420,29370,9050
2005-11-01,1860.0,1870.0,1607718.0,14.82,231911,-148941,-92970
2005-11-02,1855.0,1945.0,2627330.0,15.41,-413410,-107160,499600
2005-11-03,1955.0,1935.0,1792535.0,15.33,-31500,50350,-18850
2005-11-04,1945.0,1895.0,2555384.0,15.01,174170,145710,-313870
2005-11-07,1900.0,1885.0,2139333.0,14.93,249360,-8220,-241140
2005-11-08,1885.0,1865.0,2892060.0,14.78,808400,-433820,-382000
2005-11-09,1860.0,1865.0,1237736.0,14.78,-85100,-10960,41860
2005-11-10,1875.0,1850.0,1980095.0,14.66,433289,-234799,-324090
2005-11-11,1850.0,1860.0,2736814.0,14.74,80477,-59107,-75570
2005-11-14,1900.0,1940.0,4001003.0,15.37,-144658,-201452,315610
2005-11-15,1955.0,1920.0,1939295.0,15.21,132310,-119720,-12090
2005-11-16,1920.0,1950.0,2652103.0,15.45,70780,-70120,51410
2005-11-17,1960.0,1985.0,3271254.0,15.73,220489,-309629,149140
2005-11-18,2005.0,2100.0,6778200.0,16.64,-507180,-708490,1338070
2005-11-21,2100.0,2100.0,0.0,16.64,0,0,0
2005-11-22,2100.0,2100.0,0.0,16.64,0,0,0
2005-11-23,2100.0,2100.0,0.0,16.64,0,0,0
2005-11-24,2100.0,2100.0,0.0,16.64,0,0,0
2005-11-25,2100.0,2100.0,0.0,16.64,0,0,0
2005-11-28,2100.0,2100.0,0.0,16.64,0,0,0
2005-11-29,2100.0,2100.0,0.0,16.64,0,0,0
2005-11-30,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-01,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-02,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-05,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-06,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-07,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-08,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-09,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-12,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-13,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-14,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-15,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-16,2100.0,2100.0,0.0,16.64,0,0,0
2005-12-19,17200.0,15800.0,1063363.0,15.28,115925,-19455,-91940
2005-12-20,15700.0,14500.0,728242.0,14.03,219258,-95379,-123319
2005-12-21,14550.0,14250.0,576483.0,13.78,214387,-54157,-161480
2005-12-22,14300.0,15400.0,1903371.0,14.9,119483,-238398,110215
2005-12-23,15550.0,15350.0,597362.0,14.85,32130,-28242,-1008
2005-12-26,15350.0,14700.0,328961.0,14.22,-9326,6586,0
2005-12-27,14400.0,14350.0,324898.0,13.88,1565,-1565,0
2005-12-28,14250.0,14350.0,296230.0,13.88,42526,-42576,0
2005-12-29,14350.0,14200.0,291623.0,13.74,27506,-32496,3990
2006-01-02,14300.0,14350.0,249499.0,,25676,-31296,8860
2006-01-03,14350.0,14900.0,716944.0,,143651,-132901,1800
2006-01-04,15000.0,15500.0,602236.0,,-11440,-41105,21400
2006-01-05,15700.0,15200.0,352747.0,,-66466,35496,-9770
2006-01-06,15100.0,15100.0,371788.0,,29180,-30710,12000
2006-01-09,15050.0,14550.0,326048.0,,2350,-3530,-4870
2006-01-10,14450.0,14100.0,405441.0,,40896,-26366,-7480
2006-01-11,14100.0,14050.0,398013.0,,157512,19048,0
2006-01-12,14100.0,13950.0,522825.0,,217536,-10710,554
2006-01-13,14000.0,14400.0,300279.0,,-2511,581,6930
2006-01-16,14400.0,14150.0,328439.0,,4930,-2540,-2430
2006-01-17,14150.0,14150.0,696375.0,,18170,-33110,23740
2006-01-18,14200.0,14400.0,589103.0,,23183,-2163,-11790
2006-01-19,14400.0,13900.0,284193.0,,39722,-34922,800
2006-01-20,13850.0,12600.0,440374.0,,11233,-10783,350
2006-01-23,12700.0,11800.0,318164.0,,-71920,76440,2150
2006-01-24,11600.0,11750.0,332328.0,,-6440,16460,-22120
2006-01-25,11750.0,11750.0,456802.0,,78860,-61290,13730
2006-01-26,11750.0,11700.0,340690.0,,-9530,-3380,14810
2006-01-27,12000.0,12150.0,362843.0,,-20117,11027,19090
2006-01-31,12300.0,12350.0,207121.0,,8700,-8280,9980
2006-02-01,12200.0,11900.0,248483.0,,-9122,37142,-18020
2006-02-02,12100.0,11950.0,167444.0,,-6040,15370,670
2006-02-03,11850.0,11600.0,175035.0,,33910,-20280,-11030
2006-02-06,11500.0,11650.0,130292.0,,-7490,5960,1530
2006-02-07,11500.0,11400.0,110618.0,,18501,-18860,-2131
2006-02-08,11100.0,11000.0,182375.0,,12664,-6044,-6620
2006-02-09,11200.0,10600.0,230193.0,,74518,-24782,-52136
2006-02-10,10800.0,11350.0,307745.0,,-51700,-3920,56020
2006-02-13,11500.0,11950.0,397674.0,,-128170,-26210,157350
2006-02-14,11900.0,12750.0,376110.0,,-70950,21300,48540
2006-02-15,12650.0,12900.0,452877.0,,-65769,-33221,100000
2006-02-16,12950.0,13200.0,261318.0,,-109610,4870,102000
2006-02-17,13200.0,13200.0,252461.0,,-91261,-319,92400
2006-02-20,13250.0,13300.0,111999.0,,-38510,42710,-4200
2006-02-21,13350.0,13200.0,188544.0,,-96080,12280,86560
2006-02-22,13200.0,13600.0,229430.0,,-51179,-45183,96822
2006-02-23,13600.0,14600.0,350898.0,,-92110,24250,55870
2006-02-24,14550.0,14700.0,592113.0,,-312550,5410,295120
2006-02-27,14900.0,15500.0,365313.0,,-179173,2013,180080
2006-02-28,15600.0,15550.0,257794.0,,-103274,4004,98540
2006-03-02,15450.0,15600.0,200420.0,,-111984,11734,100000
2006-03-03,15600.0,15150.0,233810.0,,-66450,-33880,101990
2006-03-06,15200.0,16000.0,337310.0,,-162233,14804,144839
2006-03-07,16000.0,16050.0,410670.0,,-15831,-191099,198620
2006-03-08,16100.0,16950.0,627183.0,,-187965,15975,168720
2006-03-09,16900.0,17750.0,620983.0,,-128809,-28601,168860
2006-03-10,17750.0,18750.0,515741.0,,-104512,-39786,150168
2006-03-13,19000.0,17850.0,667029.0,,8240,-103730,97340
2006-03-14,17700.0,16650.0,664567.0,,6823,-112003,111430
2006-03-15,16850.0,17900.0,617886.0,,-124708,30298,97910
2006-03-16,18300.0,17550.0,403044.0,,-110168,8918,100000
2006-03-17,17350.0,16850.0,377251.0,,-108258,918,107540
2006-03-20,16800.0,17000.0,230484.0,,-34886,16577,18309
2006-03-21,17000.0,17250.0,249046.0,,-26793,-4927,29480
2006-03-22,17150.0,16500.0,192711.0,,40850,-33670,-6210
2006-03-23,16800.0,16000.0,258260.0,,-29779,-7929,36708
2006-03-24,15600.0,16250.0,169110.0,,-61520,15310,44190
2006-03-27,16050.0,16000.0,107867.0,,-16905,14335,2010
2006-03-28,15900.0,15650.0,142503.0,,-26430,19090,5900
2006-03-29,15400.0,16100.0,113110.0,,-35134,23414,9950
2006-03-30,16250.0,16000.0,142595.0,,-16570,10130,6140
2006-03-31,16000.0,16100.0,174910.0,,-45010,27490,12720
2006-04-03,16150.0,16250.0,166832.0,,-29814,25554,1160
2006-04-04,16450.0,17350.0,332486.0,,26202,-22042,-2480
2006-04-05,17450.0,16300.0,326906.0,,23420,-10200,-13730
2006-04-06,16300.0,16000.0,225195.0,,-12785,13515,-1940
2006-04-07,16050.0,15900.0,118393.0,,-15470,14590,-2670
2006-04-10,16000.0,16650.0,159989.0,,-45060,35710,3500
2006-04-11,16800.0,16350.0,91980.0,,4084,-1224,-3270
2006-04-12,16100.0,16000.0,109795.0,,10042,-8342,-1950
2006-04-13,16000.0,16200.0,104497.0,,3070,-9080,3860
2006-04-14,16150.0,16450.0,155152.0,,-27178,17018,7140
2006-04-17,16700.0,16500.0,98906.0,,7550,-5160,-60
2006-04-18,16450.0,16600.0,131138.0,,-29197,28557,-2350
2006-04-19,16800.0,16450.0,168367.0,,-6280,4330,1580
2006-04-20,16700.0,16200.0,102477.0,,-9530,1060,7060
2006-04-21,16100.0,16000.0,164432.0,,-1908,238,2000
2006-04-24,16000.0,15600.0,119697.0,,47464,-45644,1880
2006-04-25,15500.0,15700.0,102922.0,,-27788,26928,0
2006-04-26,15550.0,16200.0,78811.0,,-30480,26790,2650
2006-04-27,16550.0,16050.0,79238.0,,-16310,3640,12890
2006-04-28,16050.0,15700.0,70444.0,,20467,-17557,-1020
2006-05-02,15600.0,15650.0,63684.0,,-6263,-4487,10750
2006-05-03,15750.0,15850.0,151657.0,,10685,-25515,25090
2006-05-04,15900.0,16250.0,130912.0,,37700,-22780,-70
2006-05-08,16350.0,16050.0,128795.0,,1717,-13207,22430
2006-05-09,16000.0,15850.0,118040.0,,12370,-24890,23220
2006-05-10,15750.0,15400.0,160010.0,,17620,580,-14900
2006-05-11,15550.0,15400.0,143689.0,,-7198,-572,5390
2006-05-12,15200.0,14750.0,142092.0,,53505,-56815,3850
2006-05-15,14500.0,14050.0,95581.0,,28858,-23428,-5170
2006-05-16,14150.0,13900.0,104153.0,,26412,-15552,-10860
2006-05-17,13900.0,13900.0,51103.0,,1813,-8733,-90
2006-05-18,13700.0,13800.0,115822.0,,2970,-8030,6760
2006-05-19,13750.0,13650.0,59924.0,,8196,-6866,-1330
2006-05-22,13650.0,12650.0,91505.0,,13000,-16300,3350
2006-05-23,13000.0,14100.0,217228.0,,-66250,48040,11370
2006-05-24,14200.0,14200.0,120506.0,,-15552,10532,-6900
2006-05-25,13900.0,13100.0,90189.0,,25480,-20750,-4250
2006-05-26,13150.0,13350.0,62760.0,,2210,-2210,-420
2006-05-29,13600.0,12900.0,87481.0,,39840,-38380,700
2006-05-30,12900.0,12900.0,89781.0,,26270,-27520,1550
2006-06-01,12800.0,12500.0,75378.0,,12401,-13641,1240
2006-06-02,12600.0,13100.0,72660.0,,-22910,12670,10540
2006-06-05,12800.0,12300.0,82287.0,,29517,-28937,560
2006-06-07,12600.0,12250.0,70921.0,,-47730,54230,-6500
2006-06-08,12300.0,11100.0,180120.0,,77810,-63350,4110
2006-06-09,11300.0,11600.0,112560.0,,32601,-25611,-8190
2006-06-12,11450.0,11350.0,89050.0,,21710,1330,6320
2006-06-13,11300.0,11050.0,90735.0,,34940,-35030,-620
2006-06-14,10800.0,11350.0,54578.0,,-29129,25609,530
2006-06-15,11450.0,11300.0,62482.0,,24580,-30820,7590
2006-06-16,11600.0,11700.0,63234.0,,-13343,11953,260
2006-06-19,11450.0,11200.0,39620.0,,16010,-17830,2340
2006-06-20,11550.0,11100.0,68920.0,,23120,-19260,6890
2006-06-21,11300.0,11000.0,59218.0,,15150,-280,-4870
2006-06-22,11200.0,11500.0,85605.0,,-41080,31150,7640
2006-06-23,11400.0,11100.0,62900.0,,24120,-18980,-4900
2006-06-26,11100.0,11150.0,59520.0,,-2700,-150,-3480
2006-06-27,11250.0,11100.0,55215.0,,26062,-15422,-470
2006-06-28,11000.0,10700.0,79480.0,,45185,-19575,-10960
2006-06-29,10950.0,11400.0,83410.0,,-51430,43650,4700
2006-06-30,11700.0,11700.0,56165.0,,-9340,5280,1860
2006-07-03,11600.0,11450.0,42940.0,,16580,-17540,1540
2006-07-04,11550.0,11500.0,89293.0,,14690,-13410,-630
2006-07-05,11350.0,11250.0,66475.0,,9270,-8850,-220
2006-07-06,11400.0,10900.0,76123.0,,39909,-39119,2170
2006-07-07,11050.0,10950.0,60552.0,,30550,-17730,-12510
2006-07-10,11050.0,11700.0,113696.0,,-57260,47660,4880
2006-07-11,11750.0,11550.0,68100.0,,16030,-14780,-1250
2006-07-12,11650.0,11950.0,145430.0,,-19870,10830,7850
2006-07-13,11950.0,11800.0,112655.0,,24580,-22890,-10
2006-07-14,11350.0,11100.0,121620.0,,58560,-51580,-7410
2006-07-18,11650.0,11750.0,431687.0,,8920,-3650,-2130
2006-07-19,12000.0,11200.0,148681.0,,8160,-1180,-7720
2006-07-20,11450.0,11300.0,121295.0,,-39820,33430,0
2006-07-21,11100.0,11100.0,71821.0,,6060,-7540,1290
2006-07-24,11000.0,11400.0,82687.0,,7130,-6110,780
2006-07-25,11500.0,11650.0,73010.0,,-38220,34710,-480
2006-07-26,11500.0,11300.0,43644.0,,10717,-11147,0
2006-07-27,11300.0,11500.0,96539.0,,-43740,38450,2920
2006-07-28,11600.0,11400.0,42980.0,,-7280,6450,420
2006-07-31,11650.0,11300.0,53675.0,,7400,-9020,1110
2006-08-01,11350.0,11450.0,59206.0,,-14478,12028,1520
2006-08-02,11450.0,11800.0,95470.0,,-7250,10250,-3460
2006-08-03,11900.0,11600.0,76892.0,,12256,-12856,260
2006-08-04,11500.0,11800.0,70590.0,,-24241,20431,1750
2006-08-07,11850.0,11250.0,90670.0,,34790,-33580,-2410
2006-08-08,11450.0,11800.0,84343.0,,-56250,50430,1370
2006-08-09,11800.0,11600.0,69893.0,,-17750,12790,490
2006-08-10,11600.0,11400.0,99358.0,,25510,-32990,6860
2006-08-11,11600.0,11400.0,63388.0,,-2340,4810,-3950
2006-08-14,11400.0,11650.0,57210.0,,-27890,24830,-570
2006-08-16,11750.0,11650.0,69581.0,,-20173,20353,-1370
2006-08-17,11550.0,11700.0,62228.0,,-10890,5920,4280
2006-08-18,11700.0,11550.0,39107.0,,-4400,2880,-260
2006-08-21,11550.0,11400.0,72577.0,,19632,-12132,-7500
2006-08-22,11600.0,11700.0,73297.0,,-32700,31600,-2280
2006-08-23,11700.0,11550.0,56612.0,,14650,-13760,-920
2006-08-24,11650.0,11350.0,58630.0,,11650,-10600,-1550
2006-08-25,11300.0,11400.0,48816.0,,-20770,19080,1030
2006-08-28,11500.0,11300.0,89617.0,,7060,-1100,-3060
2006-08-29,11300.0,11350.0,44217.0,,-5710,7180,-190
2006-08-30,11300.0,11200.0,70401.0,,12810,-8230,-900
2006-08-31,11300.0,11650.0,158693.0,,-51870,28820,20480
2006-09-01,11700.0,12350.0,266731.0,,-12150,2140,9260
2006-09-04,12400.0,12200.0,90830.0,,5860,-3480,-930
2006-09-05,12050.0,12100.0,59294.0,,5103,1177,-7080
2006-09-06,12100.0,11700.0,89810.0,,13490,-14520,-450
2006-09-07,11700.0,11800.0,57181.0,,-21605,17850,630
2006-09-08,12000.0,12100.0,61774.0,,-22630,12390,6580
2006-09-11,12200.0,11750.0,50143.0,,11223,-9343,-1780
2006-09-12,11750.0,11650.0,43300.0,,2486,-3626,670
2006-09-13,11700.0,11500.0,61010.0,,-450,-510,840
2006-09-14,11550.0,11950.0,194370.0,,-31970,59160,-400
2006-09-15,11800.0,11850.0,79198.0,,-440,-9380,10330
2006-09-18,11900.0,12200.0,90960.0,,-50507,33527,2430
2006-09-19,12150.0,12100.0,40662.0,,13400,-13450,410
2006-09-20,12050.0,12300.0,44923.0,,-13380,15240,-2910
2006-09-21,12300.0,12050.0,44224.0,,3390,4620,-8910
2006-09-22,11950.0,11650.0,53858.0,,15770,-11590,-3410
2006-09-25,11750.0,12100.0,53425.0,,-26480,23520,3010
2006-09-26,12050.0,11700.0,66680.0,,28970,-25690,-1580
2006-09-27,11800.0,12000.0,60059.0,,-46580,45210,-370
2006-09-28,12100.0,12000.0,36040.0,,-13900,14080,-180
2006-09-29,12000.0,11900.0,37731.0,,-1330,670,80
2006-10-02,11950.0,11750.0,47197.0,,-24300,23370,-350
2006-10-04,11700.0,11350.0,84046.0,,32969,-23779,-4370
2006-10-09,11600.0,10400.0,129702.0,,-2730,5300,-1330
2006-10-10,10500.0,10600.0,87557.0,,-8680,-1950,4070
2006-10-11,10550.0,10500.0,66535.0,,-8966,3946,2680
2006-10-12,10650.0,10550.0,80356.0,,11088,-14368,3300
2006-10-13,10800.0,10850.0,71502.0,,-26090,27660,-3890
2006-10-16,10750.0,10900.0,43987.0,,-5770,3680,2090
2006-10-17,10900.0,10800.0,57037.0,,-6900,8110,-1700
2006-10-18,10800.0,10800.0,67305.0,,-10180,14220,-18900
2006-10-19,10850.0,10750.0,76485.0,,8300,-8290,-10
2006-10-20,10850.0,10800.0,48480.0,,-13320,5600,7090
2006-10-23,10800.0,10850.0,63373.0,,-12250,8700,3160
2006-10-24,10900.0,11050.0,93461.0,,319,-3919,3520
2006-10-25,11250.0,11250.0,64756.0,,-13630,12850,100
2006-10-26,11250.0,11450.0,57164.0,,-22460,3960,16570
2006-10-27,11650.0,11500.0,50732.0,,-11160,10400,-1070
2006-10-30,11600.0,11700.0,63970.0,,-19400,4340,13620
2006-10-31,11550.0,11800.0,40430.0,,-2870,3970,-30
2006-11-01,11700.0,12350.0,177216.0,,-30085,21185,10410
2006-11-02,12350.0,13000.0,173931.0,,-34210,25420,-2080
2006-11-03,13000.0,13700.0,659570.0,,9289,-2949,-7550
2006-11-06,13800.0,13600.0,152609.0,,12285,-5285,-7090
2006-11-07,13600.0,12850.0,270888.0,,-1633,25473,-28530
2006-11-08,12850.0,12450.0,122346.0,,10099,1590,-15779
2006-11-09,12450.0,13300.0,153803.0,,-52840,20320,34830
2006-11-10,13250.0,13250.0,86294.0,,-3790,6210,-1520
2006-11-13,13250.0,12850.0,65120.0,,10570,-730,-14040
2006-11-14,12850.0,12700.0,63165.0,,8112,-8912,5990
2006-11-15,12900.0,13150.0,102091.0,,-25941,-6159,32510
2006-11-16,13250.0,13350.0,113310.0,,-6744,3224,-1380
2006-11-17,13600.0,13150.0,79547.0,,-12430,14590,-3700
2006-11-20,13200.0,12800.0,78510.0,,4285,-2765,1480
2006-11-21,13000.0,12950.0,40550.0,,-16290,14740,630
2006-11-22,13300.0,13650.0,101222.0,,-51700,35230,12860
2006-11-23,13750.0,13650.0,106595.0,,-18014,19464,-4420
2006-11-24,13700.0,14000.0,91180.0,,-26936,22366,1640
2006-11-27,13800.0,14100.0,54564.0,,-1770,4100,-5820
2006-11-28,13600.0,13250.0,115791.0,,39340,3650,-42980
2006-11-29,13450.0,13750.0,77481.0,,-26740,22660,1210
2006-11-30,13800.0,13850.0,75224.0,,-23155,1400,4855
2006-12-01,13700.0,13500.0,34903.0,,-10640,2890,530
2006-12-04,13350.0,13350.0,30389.0,,1202,238,-2070
2006-12-05,13550.0,13450.0,40580.0,,-7880,3820,2860
2006-12-06,13600.0,13200.0,41378.0,,-11470,3670,1560
2006-12-07,13600.0,13250.0,42648.0,,-14310,12000,2970
2006-12-08,13300.0,13000.0,29741.0,,-3060,770,1330
2006-12-11,13100.0,12800.0,31857.0,,-770,-4540,3150
2006-12-12,12800.0,12800.0,34012.0,,-578,-7092,8360
2006-12-13,12800.0,12450.0,54547.0,,30770,-14850,-15410
2006-12-14,12700.0,12600.0,202039.0,,6820,-93950,92990
2006-12-15,12600.0,12750.0,47099.0,,15627,-18347,3850
2006-12-18,12900.0,13200.0,55451.0,,-18454,16564,1240
