Symbol,POSCO_시가(원),POSCO_종가(원),POSCO_거래량(주),POSCO_PER(IFRS-연결),POSCO_순매수수량(개인)(주),POSCO_순매수수량(기관계)(주),POSCO_순매수수량(외국인계)(주)
2002-08-12,108500.0,109000.0,189315.0,12.31,15175,5095,-24150
2002-08-13,108000.0,110500.0,263648.0,12.48,29147,44813,-74330
2002-08-14,110000.0,112500.0,278921.0,12.7,28856,24214,-57480
2002-08-16,115000.0,114500.0,338710.0,12.93,-84885,68595,10560
2002-08-19,114000.0,112000.0,154396.0,12.65,8849,3112,-11141
2002-08-20,115000.0,117000.0,292794.0,13.21,-90420,91490,-640
2002-08-21,117000.0,116000.0,183083.0,13.1,6607,31273,-35890
2002-08-22,116000.0,113000.0,278250.0,12.76,59079,18870,-84169
2002-08-23,113000.0,113500.0,184095.0,12.82,-1900,16575,-11835
2002-08-26,113000.0,113500.0,152212.0,12.82,-1252,27200,-29008
2002-08-27,112500.0,112500.0,303935.0,12.7,61240,-27910,-52650
2002-08-28,111500.0,110500.0,304180.0,12.48,41563,-16798,-31525
2002-08-29,110000.0,108500.0,187842.0,12.25,28654,-62444,22710
2002-08-30,108500.0,108000.0,423044.0,12.2,131367,-18017,-117410
2002-09-02,108000.0,110000.0,318254.0,12.42,47921,-57161,-15060
2002-09-03,110000.0,114000.0,532380.0,12.87,9619,33213,-49840
2002-09-04,112000.0,110000.0,405495.0,12.42,-55410,-69506,121960
2002-09-05,113000.0,112500.0,205020.0,12.7,-21270,-17080,39960
2002-09-06,110500.0,111000.0,148498.0,12.53,-10140,11790,-5790
2002-09-09,111000.0,109500.0,145463.0,12.37,-32658,-5322,39730
2002-09-10,111000.0,114000.0,228310.0,12.87,-54900,35310,16390
2002-09-11,116000.0,117500.0,288126.0,13.27,-88550,34210,58480
2002-09-12,118500.0,119000.0,394290.0,13.44,-21590,11460,10660
2002-09-13,116000.0,116000.0,223100.0,13.1,8250,-55130,43030
2002-09-16,119000.0,116000.0,189659.0,13.1,-25845,-37860,69485
2002-09-17,117500.0,120000.0,321680.0,13.55,-56383,70508,14195
2002-09-18,116000.0,119000.0,360927.0,13.44,51,-147551,162090
2002-09-19,120000.0,118000.0,294132.0,13.33,-3320,-49000,56640
2002-09-23,116000.0,110000.0,468460.0,12.42,78595,-110735,26900
2002-09-24,106000.0,106000.0,417330.0,11.97,54691,86456,-156787
2002-09-25,105000.0,101000.0,556365.0,11.41,92349,113288,-216760
2002-09-26,104000.0,104000.0,446661.0,11.74,-46460,-53080,106140
2002-09-27,106000.0,106000.0,291308.0,11.97,-52200,32150,24980
2002-09-30,102500.0,106500.0,205073.0,12.03,-33260,-27710,63880
2002-10-01,105000.0,107500.0,184825.0,12.14,-8262,97312,-84370
2002-10-02,110500.0,110000.0,275201.0,12.42,-52878,5700,60288
2002-10-04,111000.0,113500.0,179275.0,12.82,-54940,16829,43871
2002-10-07,113000.0,108000.0,171333.0,12.2,11750,-73850,61980
2002-10-08,107500.0,111500.0,180754.0,12.59,-13005,47735,-35810
2002-10-09,112500.0,109500.0,224442.0,12.37,13980,-41640,24690
2002-10-10,106000.0,103500.0,498310.0,11.69,18270,-94500,79450
2002-10-11,105500.0,105000.0,266775.0,11.86,9950,-46500,48460
2002-10-14,107500.0,108000.0,205127.0,12.2,-3492,-64848,63890
2002-10-15,110000.0,108000.0,258096.0,12.2,27756,28444,-57740
2002-10-16,111000.0,107500.0,357321.0,12.14,54909,-50349,-709
2002-10-17,107000.0,107500.0,326302.0,12.14,40543,52777,-110560
2002-10-18,109500.0,111500.0,393015.0,12.59,-60198,57908,700
2002-10-21,111000.0,110000.0,235394.0,12.42,15414,-59564,38710
2002-10-22,112500.0,111500.0,325756.0,12.59,-58686,-54284,132500
2002-10-23,110500.0,115500.0,414551.0,13.04,-81595,73871,874
2002-10-24,116500.0,117000.0,262224.0,13.21,-4268,-56492,58220
2002-10-25,114500.0,115500.0,215270.0,13.04,-19017,86987,-65570
2002-10-28,117000.0,115500.0,150542.0,13.04,3201,9745,-8906
2002-10-29,115500.0,113500.0,151270.0,12.82,21673,14097,-36650
2002-10-30,115500.0,114000.0,285154.0,12.87,18760,-104360,95910
2002-10-31,114500.0,114500.0,177759.0,12.93,-33676,22802,4045
2002-11-01,113500.0,113500.0,183690.0,12.82,8837,18633,-32330
2002-11-04,114500.0,115000.0,245503.0,12.99,-21360,59110,-26970
2002-11-05,116000.0,113500.0,303505.0,12.82,19010,-57510,40070
2002-11-06,114500.0,116500.0,304569.0,13.16,-63321,-10329,88020
2002-11-07,117000.0,116500.0,238329.0,13.16,-14090,-47540,64240
2002-11-08,114500.0,117500.0,218857.0,13.27,-17970,-33570,43940
2002-11-11,118000.0,117000.0,180265.0,13.21,56,-46366,49360
2002-11-12,115000.0,116500.0,152483.0,13.16,-19559,3909,12520
2002-11-13,116500.0,115000.0,356938.0,12.99,53768,-57198,-3570
2002-11-14,113000.0,112500.0,278081.0,12.7,48913,-14538,-43745
2002-11-15,115000.0,115000.0,250087.0,12.99,-43123,68753,-39010
2002-11-18,115000.0,117500.0,424788.0,13.27,15310,-1290,-31970
2002-11-19,118000.0,117500.0,293060.0,13.27,22820,-53000,21460
2002-11-20,117500.0,116500.0,455622.0,13.16,19320,34630,-54400
2002-11-21,118000.0,115000.0,521839.0,12.99,96135,86535,-175340
2002-11-22,118000.0,115500.0,381100.0,13.04,45210,-22750,-3290
2002-11-25,115500.0,117000.0,209464.0,13.21,-12489,48319,-22080
2002-11-26,117000.0,114500.0,341395.0,12.93,87304,-104376,20790
2002-11-27,113000.0,114500.0,216464.0,12.93,29113,-45223,17620
2002-11-28,116500.0,120500.0,508221.0,13.61,-82728,-5522,76170
2002-11-29,120500.0,124500.0,329624.0,14.06,-50597,19237,34870
2002-12-02,124500.0,127000.0,203291.0,14.34,-37621,-44179,90290
2002-12-03,127000.0,126000.0,367568.0,14.23,5364,-42717,46033
2002-12-04,124000.0,123000.0,247006.0,13.89,-20004,-31576,50580
2002-12-05,121500.0,125000.0,195403.0,14.12,-50407,38047,12270
2002-12-06,124000.0,126000.0,170610.0,14.23,-25390,-60970,96230
2002-12-09,126000.0,123500.0,169667.0,13.95,-14138,-33278,44586
2002-12-10,120500.0,121500.0,163062.0,13.72,-7963,-12187,16250
2002-12-11,122500.0,120000.0,131190.0,13.55,10863,-42038,31425
2002-12-12,121000.0,125500.0,516091.0,14.17,-66421,4271,70710
2002-12-13,124000.0,126000.0,377914.0,14.23,4590,-52490,43700
2002-12-16,123500.0,124000.0,192129.0,14.0,40331,-50241,10820
2002-12-17,124500.0,129000.0,334890.0,14.57,-97925,34285,71620
2002-12-18,127500.0,129000.0,276567.0,14.57,-45097,44562,27535
2002-12-20,128500.0,130500.0,221267.0,14.74,-34972,9542,32960
2002-12-23,130000.0,128000.0,221039.0,14.45,-5200,5530,-1050
2002-12-24,128000.0,125000.0,171736.0,14.12,340,-21200,24620
2002-12-26,123500.0,123000.0,158744.0,13.89,-12149,-18942,39341
2002-12-27,121500.0,122000.0,190935.0,13.78,12793,-21150,34557
2002-12-30,120500.0,118000.0,274993.0,13.33,249,22890,-22799
2003-01-02,117000.0,118000.0,222667.0,10.1,40340,-27390,-14930
2003-01-03,122000.0,121500.0,296499.0,10.4,15695,-157535,132720
2003-01-06,122500.0,124500.0,171565.0,10.66,-38647,-37798,84280
2003-01-07,126000.0,123000.0,340704.0,10.53,-21268,-93307,132945
2003-01-08,123000.0,124000.0,170037.0,10.62,-11384,-31392,49116
2003-01-09,124000.0,121500.0,337844.0,10.4,3610,-116120,122090
2003-01-10,124500.0,125000.0,685699.0,10.7,-87077,-116868,224260
2003-01-13,127500.0,133000.0,285635.0,11.39,-61089,12399,50740
2003-01-14,133500.0,132500.0,198674.0,11.35,-21955,-40995,47550
2003-01-15,135000.0,132500.0,286875.0,11.35,10795,-82875,75140
2003-01-16,130000.0,128000.0,331128.0,10.96,5046,53944,-67660
2003-01-17,129500.0,127000.0,313517.0,10.88,-12874,-58386,73770
2003-01-20,123000.0,124000.0,225774.0,10.62,21363,40937,-82110
2003-01-21,125000.0,125500.0,252799.0,10.75,-1405,-29420,29315
2003-01-22,124000.0,126500.0,235237.0,10.83,-21813,-64962,120155
2003-01-23,126500.0,129000.0,289439.0,11.05,-30464,31654,4530
2003-01-24,127500.0,125500.0,308887.0,10.75,19738,-55028,35380
2003-01-27,123000.0,123000.0,276864.0,10.53,-6207,-41247,52260
2003-01-28,122000.0,123500.0,180471.0,10.58,4347,763,-5900
2003-01-29,123500.0,120000.0,386370.0,10.28,31706,-51236,22700
