Symbol,·Ôµ¥ÄÉ¹ÌÄ®_½Ã°¡(¿ø),·Ôµ¥ÄÉ¹ÌÄ®_Á¾°¡(¿ø),·Ôµ¥ÄÉ¹ÌÄ®_°Å·¡·®(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_PER(IFRS-¿¬°á),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2015-08-10,240500.0,225000.0,203657.0,52.51,47729,-67513,17927
2015-08-11,232000.0,232000.0,218391.0,54.15,-15811,15872,1724
2015-08-12,225000.0,228500.0,221358.0,53.33,1187,32512,-33136
2015-08-13,233500.0,238500.0,140296.0,55.66,-15045,24465,-11588
2015-08-17,239500.0,240500.0,107188.0,56.13,-6208,9387,1332
2015-08-18,240500.0,230000.0,103377.0,53.68,7561,8153,-15707
2015-08-19,231000.0,227000.0,185134.0,52.98,11927,-35279,23274
2015-08-20,224500.0,227000.0,163404.0,52.98,-21914,-8215,29972
2015-08-21,222500.0,227500.0,235591.0,53.1,-37140,50830,-12895
2015-08-24,220000.0,223000.0,221102.0,52.05,12550,-3703,-8235
2015-08-25,220500.0,221000.0,342485.0,51.58,49468,-11812,-37775
2015-08-26,223000.0,231500.0,216418.0,54.03,-22837,-7468,29479
2015-08-27,231500.0,235500.0,200293.0,54.96,-41319,-9988,42013
2015-08-28,257500.0,247500.0,260784.0,57.77,-25715,-8652,33801
2015-08-31,247500.0,247000.0,152280.0,57.65,-2098,-4098,5810
2015-09-01,252000.0,251000.0,177865.0,58.58,-16696,-7848,25088
2015-09-02,241000.0,243000.0,205461.0,56.72,12847,-13180,-549
2015-09-03,247000.0,239000.0,108382.0,55.78,18607,-17303,-1238
2015-09-04,241500.0,242000.0,141012.0,56.48,-19784,-31088,52843
2015-09-07,239000.0,242000.0,101708.0,56.48,-10512,-5757,18086
2015-09-08,242500.0,233000.0,136887.0,54.38,24496,-37302,13495
2015-09-09,237000.0,252500.0,233465.0,58.93,-50152,4467,53204
2015-09-10,247000.0,255500.0,163123.0,59.63,-9332,14387,-5388
2015-09-11,256500.0,261500.0,120576.0,61.03,-24424,-9940,34212
2015-09-14,265500.0,272000.0,242045.0,63.48,-54467,-7783,61994
2015-09-15,270500.0,270000.0,157280.0,63.02,2499,23911,-26099
2015-09-16,273500.0,277500.0,208569.0,64.77,-68039,49002,20253
2015-09-17,282000.0,280500.0,168749.0,65.47,-32053,6101,26521
2015-09-18,282000.0,276500.0,130725.0,64.53,10761,-11290,735
2015-09-21,267000.0,270500.0,94875.0,63.13,6453,-21463,15022
2015-09-22,275500.0,271000.0,111286.0,63.25,15782,11155,-26915
2015-09-23,266500.0,259000.0,172641.0,60.45,33648,-19700,-13855
2015-09-24,259500.0,264000.0,107782.0,61.62,-5893,-14848,20656
2015-09-25,269500.0,262000.0,86428.0,61.15,5908,-10232,4416
2015-09-30,259000.0,270000.0,257238.0,63.02,-489,-1446,1685
2015-10-01,267000.0,266500.0,134875.0,62.2,20027,-3937,-14246
2015-10-02,266000.0,267000.0,126253.0,62.32,-7844,-20578,29112
2015-10-05,269500.0,273500.0,168026.0,63.83,-16650,-18308,36336
2015-10-06,278000.0,274000.0,133476.0,63.95,-5063,-10470,14593
2015-10-07,275000.0,277500.0,107419.0,64.77,-23236,-9650,32825
2015-10-08,279500.0,264000.0,170281.0,61.62,37112,-36170,-634
2015-10-12,267000.0,271000.0,144496.0,63.25,-37590,-6472,43788
2015-10-13,270500.0,265000.0,142693.0,61.85,12042,-24552,12790
2015-10-14,261000.0,258000.0,111645.0,60.22,22416,-11825,-10830
2015-10-15,258500.0,271000.0,145018.0,63.25,-37641,-8938,47059
2015-10-16,271000.0,273500.0,92161.0,63.83,-27364,3996,23586
2015-10-19,277500.0,267000.0,127329.0,62.32,37370,4905,-42308
2015-10-20,268000.0,263000.0,109698.0,61.38,26005,-26806,631
2015-10-21,265000.0,263500.0,82579.0,61.5,38,7533,-7477
2015-10-22,260500.0,256000.0,100648.0,59.75,16177,-27233,11003
2015-10-23,263000.0,273000.0,186459.0,63.72,-73689,11282,60842
2015-10-26,275000.0,286000.0,210331.0,66.75,-102317,15015,91422
2015-10-27,286500.0,283000.0,107299.0,66.05,-4950,-1409,6369
2015-10-28,282500.0,281000.0,132269.0,65.58,15284,9747,-26087
2015-10-29,283500.0,279000.0,111443.0,65.12,19389,-6716,-8802
2015-10-30,258000.0,240500.0,842765.0,56.13,281855,-181215,-114096
2015-11-02,244000.0,243500.0,331201.0,56.83,38197,-21339,-20593
2015-11-03,243500.0,240500.0,216007.0,56.13,30175,29249,-64202
2015-11-04,243000.0,249500.0,180878.0,58.23,-25831,56430,-31934
2015-11-05,254000.0,246500.0,186077.0,57.53,36348,-7547,-28770
2015-11-06,245000.0,244500.0,96553.0,57.07,6792,-3841,-3809
2015-11-09,241000.0,231500.0,217553.0,54.03,62139,-53595,-8872
2015-11-10,228500.0,229500.0,136613.0,53.56,23979,-3744,-21029
2015-11-11,230000.0,227000.0,174929.0,52.98,37444,-11549,-26410
2015-11-12,225000.0,225000.0,79423.0,52.51,13441,-6785,-8519
2015-11-13,219500.0,226000.0,83185.0,52.75,-5924,-3653,9472
2015-11-16,217000.0,224500.0,83459.0,52.4,-1756,6897,-5652
2015-11-17,231500.0,230000.0,131388.0,53.68,-2935,19464,-16465
2015-11-18,230500.0,230000.0,101759.0,53.68,-2014,18260,-15124
2015-11-19,233000.0,240000.0,173823.0,56.01,-24863,48415,-23672
2015-11-20,240500.0,245500.0,154339.0,57.3,-7844,6079,2355
2015-11-23,247000.0,248500.0,104629.0,58.0,-9670,11310,-1048
2015-11-24,248000.0,249000.0,108815.0,58.12,-22916,26260,-3515
2015-11-25,250500.0,249000.0,55593.0,58.12,-7526,-6620,14077
2015-11-26,248000.0,246500.0,96013.0,57.53,6531,-3828,-2722
2015-11-27,247500.0,247000.0,45471.0,57.65,939,-8528,7326
2015-11-30,245500.0,240500.0,137570.0,56.13,20973,-17964,-3363
2015-12-01,241000.0,250000.0,110805.0,58.35,-33177,11295,24264
2015-12-02,250000.0,246000.0,73964.0,57.42,-8796,-631,11838
2015-12-03,243000.0,246500.0,96270.0,57.53,5364,-16565,9651
2015-12-04,242500.0,241500.0,63721.0,56.36,14228,-454,-13707
2015-12-07,244000.0,236500.0,79566.0,55.2,16529,-12055,-2042
2015-12-08,236000.0,236500.0,83365.0,55.2,-13001,-10193,23196
2015-12-09,238500.0,237000.0,109654.0,55.31,-4078,10956,-5547
2015-12-10,235500.0,232000.0,99627.0,54.15,21506,5028,-26701
2015-12-11,232000.0,230000.0,124956.0,53.68,18598,-19573,-478
2015-12-14,225500.0,232000.0,94811.0,54.15,-30666,9261,21138
2015-12-15,231500.0,221000.0,267623.0,51.58,25211,-39706,14319
2015-12-16,224000.0,234500.0,203908.0,54.73,-62501,43876,17340
2015-12-17,235000.0,231500.0,103100.0,54.03,4988,4297,-12000
2015-12-18,231000.0,239000.0,108768.0,55.78,2210,15216,-19472
2015-12-21,237500.0,239500.0,57121.0,55.9,1583,2564,-5060
2015-12-22,241500.0,241000.0,47547.0,56.25,-3147,466,2312
2015-12-23,242000.0,243500.0,126737.0,56.83,-16488,21788,-3822
2015-12-24,247500.0,243500.0,60501.0,56.83,-24796,33700,-9848
2015-12-28,243500.0,236500.0,73625.0,55.2,-1752,24357,-23456
2015-12-29,237000.0,240500.0,57444.0,56.13,4741,-10686,5877
2015-12-30,240500.0,243500.0,75309.0,56.83,-21507,30841,-12250
2016-01-04,248000.0,245000.0,228166.0,8.46,-36414,57949,-23322
2016-01-05,246000.0,250000.0,204402.0,8.63,-23433,64870,-35914
2016-01-06,251500.0,260000.0,253335.0,8.98,-69139,42857,27467
2016-01-07,257000.0,253500.0,125124.0,8.75,-3056,36372,-32361
2016-01-08,249500.0,264500.0,152703.0,9.13,-38313,65111,-26527
2016-01-11,261000.0,258000.0,95112.0,8.91,-6197,27101,-21852
2016-01-12,260500.0,262000.0,112148.0,9.05,-27202,20001,8874
2016-01-13,265000.0,260500.0,92364.0,9.0,15385,-7392,-9367
2016-01-14,254500.0,256000.0,183802.0,8.84,32320,24862,-58103
2016-01-15,259000.0,248500.0,88520.0,8.58,13706,-14372,2542
2016-01-18,246000.0,254000.0,83932.0,8.77,-14660,7319,8581
2016-01-19,254000.0,255000.0,87605.0,8.81,-2191,-2307,5194
2016-01-20,255000.0,242000.0,113742.0,8.36,41153,-5874,-35588
2016-01-21,245500.0,252500.0,116779.0,8.72,-40240,19664,20755
2016-01-22,255000.0,248000.0,107621.0,8.56,5368,22335,-27295
2016-01-25,251500.0,259000.0,189115.0,8.94,-55618,46708,8599
2016-01-26,256500.0,251500.0,208009.0,8.69,-2436,80212,-77285
2016-01-27,258500.0,269500.0,230835.0,9.31,-75582,92150,-19444
2016-01-28,267500.0,270500.0,158809.0,9.34,-19974,52329,-32237
2016-01-29,274000.0,275000.0,95754.0,9.5,-19752,25327,-5874
2016-02-01,276000.0,277500.0,111901.0,9.58,-16764,43215,-24693
2016-02-02,274000.0,274500.0,158071.0,9.48,21178,18599,-39975
2016-02-03,277500.0,282500.0,317167.0,9.76,-60807,58038,4330
2016-02-04,283500.0,293000.0,173973.0,10.12,-62420,32080,28485
2016-02-05,293000.0,287500.0,112141.0,9.93,6672,18137,-23915
2016-02-11,280000.0,280000.0,111994.0,9.67,-18087,-6874,28560
2016-02-12,278500.0,269000.0,184778.0,9.29,-10718,26668,-6644
2016-02-15,273000.0,270500.0,117904.0,9.34,-44639,17363,31726
2016-02-16,274000.0,285500.0,113628.0,9.86,-45203,25133,20343
2016-02-17,283000.0,283500.0,117316.0,9.79,-11112,24883,-13614
2016-02-18,289500.0,284500.0,130476.0,9.82,-2644,17477,-15336
2016-02-19,283500.0,294000.0,123626.0,10.15,-51306,24183,26573
2016-02-22,294000.0,305000.0,212523.0,10.53,-56443,17909,44056
2016-02-23,307500.0,309500.0,170645.0,10.69,-40122,34561,5225
2016-02-24,306500.0,307000.0,89056.0,10.6,-14539,-5015,20093
2016-02-25,310500.0,309500.0,138259.0,10.69,-23719,-620,24528
2016-02-26,312500.0,311000.0,83433.0,10.74,-8279,-9936,18959
2016-02-29,311000.0,319500.0,136425.0,11.03,-33670,17689,16028
2016-03-02,329500.0,331000.0,183097.0,11.43,-47361,19105,30014
2016-03-03,331000.0,316500.0,199895.0,10.93,26518,-6021,-21125
2016-03-04,316000.0,313500.0,181844.0,10.83,-9120,-21507,31346
2016-03-07,317000.0,316000.0,111675.0,10.91,-10523,25218,-13807
2016-03-08,316000.0,316000.0,81511.0,10.91,-1593,17856,-14310
2016-03-09,318000.0,310000.0,103424.0,10.71,-1279,13163,-12122
2016-03-10,316500.0,321000.0,187225.0,11.09,-16624,43549,-26396
2016-03-11,319500.0,315500.0,77702.0,10.9,11384,19100,-30256
2016-03-14,320000.0,326500.0,120805.0,11.28,-17884,6554,8790
2016-03-15,325000.0,320000.0,114595.0,11.05,18646,12478,-31837
2016-03-16,320000.0,309500.0,146516.0,10.69,41833,-17134,-27633
2016-03-17,314500.0,325500.0,164668.0,11.24,-44273,-14641,59322
2016-03-18,333000.0,324000.0,131675.0,11.19,-11111,-2675,14277
2016-03-21,327500.0,328500.0,83685.0,11.34,-3426,-507,4341
2016-03-22,328500.0,320000.0,115648.0,11.05,29949,-35650,5235
2016-03-23,322500.0,320500.0,98350.0,11.07,-10221,14071,-3756
2016-03-24,320500.0,325500.0,116128.0,11.24,-20660,18324,2334
2016-03-25,328000.0,339000.0,146891.0,11.71,-51941,51201,408
2016-03-28,340500.0,344000.0,101764.0,11.88,-12959,26222,-15282
2016-03-29,348000.0,346500.0,88089.0,11.97,-2573,9969,-7254
2016-03-30,346500.0,349500.0,131140.0,12.07,-5040,9314,-3701
2016-03-31,351500.0,341500.0,123716.0,11.79,20510,-7808,-8722
2016-04-01,340500.0,336000.0,128519.0,11.6,11940,-22598,10150
2016-04-04,335000.0,337500.0,106742.0,11.66,-429,-14918,15508
2016-04-05,333500.0,324000.0,163149.0,11.19,42874,-8284,-35051
2016-04-06,324000.0,326500.0,121614.0,11.28,-6922,3785,3114
2016-04-07,333000.0,331000.0,82967.0,11.43,-3871,-6638,11082
2016-04-08,327000.0,329000.0,200029.0,11.36,27058,-9279,-18452
2016-04-11,330000.0,322000.0,111627.0,11.12,26084,-16694,-8760
2016-04-12,321000.0,323000.0,131070.0,11.15,1341,936,-2291
2016-04-14,332000.0,330000.0,239439.0,11.4,-26201,33808,-12044
2016-04-15,329000.0,327000.0,138410.0,11.29,-5220,25320,-20154
2016-04-18,323000.0,321500.0,131945.0,11.1,24358,-11896,-12464
2016-04-19,322000.0,316500.0,144803.0,10.93,20528,-22704,952
2016-04-20,319000.0,310500.0,215514.0,10.72,50999,-40988,-12152
2016-04-21,313500.0,317000.0,272372.0,10.95,-8890,55536,-47356
2016-04-22,315000.0,312500.0,101664.0,10.79,4436,-1747,-2209
2016-04-25,312000.0,307000.0,127155.0,10.6,15190,15292,-30541
2016-04-26,308000.0,305500.0,104415.0,10.55,9654,-8898,-1105
2016-04-27,306000.0,308000.0,96111.0,10.64,-8901,9901,-994
2016-04-28,308500.0,301500.0,176970.0,10.41,25748,-28387,1426
2016-04-29,301500.0,292500.0,229837.0,10.1,37394,-44544,7253
2016-05-02,292000.0,292000.0,98495.0,10.08,-12193,7109,5710
2016-05-03,293000.0,292000.0,127810.0,10.08,21346,-33639,12151
2016-05-04,290500.0,291500.0,165644.0,10.07,-20030,-28126,50652
2016-05-09,289000.0,283000.0,205055.0,9.77,23560,-487,-24838
2016-05-10,282500.0,288000.0,222189.0,9.95,7206,38683,-49289
2016-05-11,294500.0,300000.0,211518.0,10.36,-44121,66854,-20716
2016-05-12,297500.0,299000.0,84659.0,10.33,-94,22115,-24055
2016-05-13,300500.0,289000.0,99454.0,9.98,25955,-11264,-14060
2016-05-16,285500.0,288500.0,98813.0,9.96,13103,-35427,20983
2016-05-17,292500.0,283000.0,97077.0,9.77,1993,-775,27
2016-05-18,281500.0,288500.0,182367.0,9.96,-37248,-13528,51633
2016-05-19,290000.0,284500.0,90182.0,9.82,876,-53,528
2016-05-20,282500.0,279500.0,101709.0,9.65,16762,1914,-18228
2016-05-23,284000.0,289500.0,102172.0,10.0,-23228,24353,-2248
2016-05-24,287000.0,275000.0,235779.0,9.5,72417,-36893,-34315
2016-05-25,281000.0,277000.0,193996.0,9.57,-35054,-5425,52406
2016-05-26,280000.0,281500.0,168459.0,9.72,-28876,-45342,73731
2016-05-27,281500.0,292500.0,170387.0,10.1,-65149,35356,29648
2016-05-30,292000.0,283000.0,160859.0,9.77,46120,-51312,3502
2016-05-31,284000.0,284000.0,89009.0,9.81,7392,-8805,1553
2016-06-01,283500.0,277500.0,112081.0,9.58,31077,-46830,15221
2016-06-02,279000.0,279000.0,83402.0,9.63,-1376,-15980,17364
2016-06-03,280500.0,270000.0,152469.0,9.32,32739,-24900,-7677
2016-06-07,270000.0,260500.0,355147.0,9.0,42089,-41342,5012
2016-06-08,264500.0,263000.0,257274.0,9.08,18355,4308,-24544
2016-06-09,267000.0,268500.0,208500.0,9.27,-28603,9499,15338
2016-06-10,268000.0,268500.0,121297.0,9.27,-5638,12247,-5901
2016-06-13,259500.0,258000.0,173973.0,8.91,-12978,24042,-10618
2016-06-14,260500.0,255000.0,240987.0,8.81,22579,21888,-45278
2016-06-15,257500.0,260000.0,221899.0,8.98,-16526,77275,-61287
2016-06-16,261500.0,266500.0,240412.0,9.2,-57678,93889,-35036
2016-06-17,268000.0,268500.0,152266.0,9.27,-11502,55482,-44643
2016-06-20,274000.0,283500.0,206490.0,9.79,-69062,68826,827
2016-06-21,280000.0,277000.0,173107.0,9.57,6880,61321,-68352
2016-06-22,279000.0,284000.0,198049.0,9.81,-15901,-20245,35082
2016-06-23,280000.0,282000.0,115525.0,9.74,472,29998,-34214
2016-06-24,284000.0,268500.0,274165.0,9.27,13616,1111,-11388
2016-06-27,263000.0,269500.0,106909.0,9.31,-4508,4269,567
2016-06-28,266000.0,265500.0,179063.0,9.17,36640,52674,-89731
2016-06-29,270500.0,277500.0,211535.0,9.58,-31099,51899,-23692
2016-06-30,283000.0,283000.0,153402.0,9.77,-18951,55101,-38523
2016-07-01,283000.0,285500.0,105178.0,9.86,-13327,40882,-28961
2016-07-04,286500.0,294500.0,133733.0,10.17,-41484,51108,-10105
2016-07-05,292000.0,290500.0,89277.0,10.03,3297,22586,-25844
2016-07-06,289000.0,282000.0,129483.0,9.74,20490,8308,-25004
2016-07-07,285000.0,281000.0,61526.0,9.7,9473,3511,-13250
2016-07-08,281500.0,281000.0,74743.0,9.7,7001,-8002,526
2016-07-11,282000.0,289000.0,99280.0,9.98,-26875,23570,3659
2016-07-12,289000.0,290000.0,78618.0,10.01,2661,10572,-13194
2016-07-13,292500.0,290000.0,78362.0,10.01,-3114,-10412,12775
2016-07-14,290500.0,292500.0,77651.0,10.1,-6612,-11040,17703
2016-07-15,293000.0,292000.0,81825.0,10.08,-15651,-4913,21244
2016-07-18,293000.0,299000.0,109894.0,10.33,-33513,23279,7218
2016-07-19,298500.0,289000.0,124408.0,9.98,22806,-1403,-21090
2016-07-20,289500.0,289000.0,102398.0,9.98,-529,-5271,6491
2016-07-21,291500.0,285500.0,150953.0,9.86,-4855,-7722,18495
2016-07-22,287000.0,282500.0,80125.0,9.76,11634,-26470,14849
2016-07-25,284500.0,288000.0,80328.0,9.95,-12735,1426,11413
2016-07-26,290000.0,292500.0,116113.0,10.1,-20808,-11509,32502
2016-07-27,292000.0,288000.0,92864.0,9.95,7402,22250,-27957
2016-07-28,288000.0,295000.0,113724.0,10.19,1039,-12587,9902
2016-07-29,301500.0,303500.0,386773.0,10.48,-42789,47673,-6766
2016-08-01,305000.0,317000.0,178476.0,10.95,-60449,-17587,79150
2016-08-02,315000.0,317500.0,91191.0,10.96,-482,-21278,22352
2016-08-03,313000.0,303500.0,128855.0,10.48,25095,-8710,-16871
2016-08-04,308000.0,302000.0,72364.0,10.43,6193,-21712,15617
2016-08-05,303000.0,301000.0,85838.0,10.39,842,-19708,19058
2016-08-08,302000.0,301000.0,78751.0,10.39,8249,-549,-8287
2016-08-09,302000.0,307500.0,90111.0,10.62,-1718,9541,-7895
2016-08-10,307000.0,305000.0,91838.0,10.53,1816,-12774,11248
2016-08-11,304000.0,303000.0,74088.0,10.46,3374,-15643,12844
2016-08-12,306000.0,304500.0,63429.0,10.52,1453,-10492,8958
2016-08-16,305500.0,303000.0,71731.0,10.46,5221,-27416,22423
2016-08-17,302000.0,296000.0,134985.0,10.22,21745,-37961,14688
2016-08-18,296000.0,288500.0,130920.0,9.96,23851,-26692,9633
2016-08-19,291000.0,293000.0,98057.0,10.12,6605,-45681,39545
2016-08-22,292500.0,283000.0,112112.0,9.77,13458,-6451,-6998
2016-08-23,281000.0,277000.0,210241.0,9.57,42050,-87742,45943
2016-08-24,277000.0,276000.0,135482.0,9.53,37208,-53659,16146
2016-08-25,277500.0,281000.0,91850.0,9.7,-16465,8035,8330
2016-08-26,281000.0,282500.0,83336.0,9.76,9969,-2499,-7370
2016-08-29,278500.0,271000.0,120921.0,9.36,28787,-18104,-10811
2016-08-30,271000.0,270500.0,76957.0,9.34,10054,500,-10591
2016-08-31,267500.0,268000.0,160877.0,9.26,27962,-16743,-10062
2016-09-01,270000.0,273500.0,105951.0,9.45,-17882,18737,-897
2016-09-02,275500.0,277000.0,100044.0,9.57,-4101,5109,-1108
2016-09-05,278500.0,280500.0,67491.0,9.69,-13258,14250,-194
2016-09-06,281500.0,274000.0,99274.0,9.46,17780,-35406,17275
2016-09-07,274000.0,272500.0,59595.0,9.41,2517,-9727,7317
2016-09-08,273000.0,272000.0,73613.0,9.39,-10458,-11407,21865
2016-09-09,271000.0,272000.0,58313.0,9.39,3018,2230,-5274
2016-09-12,270000.0,269000.0,66639.0,9.29,2328,30042,-32346
2016-09-13,272000.0,275500.0,132356.0,9.51,-15665,36893,-21269
2016-09-19,271000.0,277500.0,125313.0,9.58,405,-11372,10337
2016-09-20,274000.0,279000.0,84863.0,9.63,4947,-5183,192
2016-09-21,281000.0,280000.0,77235.0,9.67,-7432,12296,-4810
2016-09-22,284000.0,286000.0,120672.0,9.88,-37295,20433,16351
2016-09-23,289500.0,287500.0,68767.0,9.93,-22552,19916,2436
2016-09-26,285000.0,286500.0,68759.0,9.89,-4826,2922,1903
2016-09-27,286500.0,288500.0,94189.0,9.96,-3031,16456,-13535
2016-09-28,286000.0,291500.0,138396.0,10.07,-47774,38867,8550
2016-09-29,298500.0,301000.0,153851.0,10.39,-50891,18984,23441
2016-09-30,298500.0,298000.0,94580.0,10.29,-13944,36867,-23122
2016-10-04,300500.0,308000.0,111030.0,10.64,-24495,38302,-13991
2016-10-05,305500.0,303000.0,75654.0,10.46,12032,4584,-17348
2016-10-06,303000.0,300500.0,89960.0,10.38,4555,-11279,7896
2016-10-07,302500.0,303500.0,89210.0,10.48,-17112,25279,-8164
2016-10-10,306000.0,301500.0,82214.0,10.41,3636,25213,-28867
2016-10-11,306500.0,311000.0,183704.0,10.74,-50414,49135,795
2016-10-12,309500.0,310500.0,98727.0,10.72,-5028,-1755,6750
2016-10-13,310000.0,296500.0,138911.0,10.24,45449,-34521,-11014
2016-10-14,299500.0,302000.0,77745.0,10.43,-10275,-20117,30550
2016-10-17,305000.0,309500.0,84381.0,10.69,-14907,-816,15691
2016-10-18,315000.0,316000.0,152940.0,10.91,-31228,45387,-14646
2016-10-19,315000.0,309000.0,109962.0,10.67,20741,9381,-35261
2016-10-20,309500.0,307000.0,76605.0,10.6,16045,-13123,-2632
2016-10-21,307500.0,307500.0,64056.0,10.62,-924,-3615,4508
2016-10-24,307500.0,305500.0,36618.0,10.55,2076,-2843,777
2016-10-25,308000.0,310500.0,55565.0,10.72,-2284,-1650,3858
2016-10-26,308500.0,300000.0,67642.0,10.36,16525,-9588,-6499
2016-10-27,302000.0,300000.0,53186.0,10.36,2106,-5615,3385
2016-10-28,299500.0,299000.0,56474.0,10.33,6328,-12766,6215
2016-10-31,298500.0,288500.0,118382.0,9.96,17668,-27761,10119
2016-11-01,288000.0,294000.0,93937.0,10.15,-17881,-8155,26156
2016-11-02,291500.0,289500.0,71388.0,10.0,-5686,11605,-5589
2016-11-03,289500.0,294500.0,81821.0,10.17,-11244,24306,-13406
2016-11-04,296000.0,291500.0,62037.0,10.07,909,13915,-14828
2016-11-07,296500.0,302000.0,72250.0,10.43,-16238,17155,-1154
2016-11-08,302500.0,302000.0,45273.0,10.43,-733,-2929,3666
2016-11-09,302000.0,291000.0,167120.0,10.05,16157,36865,-52457
2016-11-10,297500.0,304000.0,135512.0,10.5,-39057,63461,-26264
2016-11-11,303500.0,310500.0,160497.0,10.72,-39703,78269,-37908
2016-11-14,310500.0,321000.0,201855.0,11.09,-65447,41437,23944
2016-11-15,323000.0,318500.0,107953.0,11.0,-16535,27666,-11455
2016-11-16,324000.0,317500.0,69087.0,10.96,3429,203,-3566
2016-11-17,315000.0,316000.0,37289.0,10.91,3014,-6053,2938
2016-11-18,318000.0,316500.0,51469.0,10.93,-1635,-507,2132
2016-11-21,319000.0,321000.0,93093.0,11.09,-17562,23940,-7004
2016-11-22,324500.0,327500.0,68406.0,11.31,-7026,10638,-3397
2016-11-23,325000.0,329500.0,95856.0,11.38,-16324,8802,8019
2016-11-24,328000.0,325500.0,77066.0,11.24,-1023,12293,-11391
2016-11-25,328000.0,322000.0,55292.0,11.12,-224,-4987,5794
2016-11-28,320500.0,323500.0,58652.0,11.17,-2131,-7039,9104
2016-11-29,323500.0,323500.0,62361.0,11.17,2785,-13465,10690
2016-11-30,321500.0,321500.0,124263.0,11.1,-1557,299,3758
2016-12-01,325500.0,340000.0,177336.0,11.74,-70795,33405,40181
2016-12-02,336500.0,338500.0,128789.0,11.69,-14471,4984,9531
2016-12-05,339000.0,334000.0,65801.0,11.53,7077,10141,-16946
2016-12-06,341000.0,350500.0,176448.0,12.1,-43279,44422,-1763
2016-12-07,350000.0,349500.0,84554.0,12.07,-2763,8777,-5578
2016-12-08,357000.0,363000.0,110995.0,12.54,-30146,40870,-10242
2016-12-09,357000.0,360000.0,74046.0,12.43,25906,-9341,-17134
2016-12-12,366500.0,351500.0,155375.0,12.14,32696,-14788,-18022
2016-12-13,351500.0,358500.0,104712.0,12.38,-9056,-2008,11520
2016-12-14,356000.0,348000.0,100305.0,12.02,22132,811,-24341
2016-12-15,343500.0,354500.0,88749.0,12.24,-3254,8074,-6122
2016-12-16,354500.0,350000.0,73637.0,12.09,16210,5831,-21233
2016-12-19,350500.0,348000.0,56446.0,12.02,1880,7076,-8939
2016-12-20,349000.0,344500.0,92464.0,11.9,15815,-28185,11921
2016-12-21,344500.0,350500.0,111481.0,12.1,-27654,8873,17773
2016-12-22,350500.0,347500.0,46255.0,12.0,3090,7423,-10508
2016-12-23,348500.0,356000.0,77072.0,12.29,-20632,10748,9869
