Symbol,·Ôµ¥ÄÉ¹ÌÄ®_½Ã°¡(¿ø),·Ôµ¥ÄÉ¹ÌÄ®_Á¾°¡(¿ø),·Ôµ¥ÄÉ¹ÌÄ®_°Å·¡·®(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_PER(IFRS-¿¬°á),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),·Ôµ¥ÄÉ¹ÌÄ®_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2014-02-04,199500.0,201500.0,217427.0,23.99,14935,-22831,11199
2014-02-05,203500.0,203500.0,90970.0,24.23,-22162,17611,4558
2014-02-06,208000.0,210000.0,172071.0,25.0,-15484,33170,-18485
2014-02-07,210000.0,209500.0,103857.0,24.94,-7058,28849,-21944
2014-02-10,212000.0,210500.0,105339.0,25.06,3010,35246,-37778
2014-02-11,211000.0,215500.0,234116.0,25.65,-28293,93623,-75734
2014-02-12,218000.0,226500.0,355046.0,26.96,-109553,43375,65089
2014-02-13,227000.0,223000.0,129013.0,26.55,13882,14697,-26839
2014-02-14,224000.0,220500.0,123785.0,26.25,24532,-10483,-14937
2014-02-17,224000.0,222500.0,145612.0,26.49,-34596,51699,-17891
2014-02-18,224000.0,217000.0,208265.0,25.83,73689,-31740,-37941
2014-02-19,218000.0,218500.0,78698.0,26.01,-1580,4830,-3620
2014-02-20,216500.0,217000.0,109844.0,25.83,7593,-1312,-6306
2014-02-21,218000.0,215500.0,94084.0,25.65,20310,-8826,-11784
2014-02-24,215500.0,209500.0,219585.0,24.94,56631,-69150,12403
2014-02-25,211500.0,209500.0,180739.0,24.94,38473,-35119,-3025
2014-02-26,210000.0,208000.0,247182.0,24.76,35317,-38043,4088
2014-02-27,206500.0,203500.0,441199.0,24.23,167449,-183203,17116
2014-02-28,204000.0,203000.0,194159.0,24.17,53456,-43699,-10712
2014-03-03,201000.0,196500.0,253656.0,23.39,45490,-37719,-5274
2014-03-04,195500.0,196000.0,194406.0,23.33,42627,-41878,-72
2014-03-05,199000.0,200000.0,280714.0,23.81,8092,38339,-44153
2014-03-06,201000.0,202500.0,120301.0,24.11,-13036,-2915,14179
2014-03-07,202500.0,202500.0,132785.0,24.11,-5976,-32172,38072
2014-03-10,199500.0,190000.0,471355.0,22.62,140161,-97149,-39711
2014-03-11,189000.0,191000.0,236797.0,22.74,-2782,-29231,34297
2014-03-12,190000.0,182500.0,385335.0,21.73,63050,-5325,-53995
2014-03-13,182000.0,182000.0,229917.0,21.67,20356,26794,-46846
2014-03-14,178500.0,176500.0,291273.0,21.01,49659,-46504,-5665
2014-03-17,174000.0,181000.0,227842.0,21.55,-29523,1945,29941
2014-03-18,184000.0,182000.0,141249.0,21.67,-3189,23732,-23117
2014-03-19,183500.0,179500.0,152559.0,21.37,17375,-5728,-12970
2014-03-20,179000.0,175000.0,139061.0,20.83,39041,-16532,-22735
2014-03-21,177500.0,180000.0,146046.0,21.43,-3686,12845,-9074
2014-03-24,183500.0,189000.0,345931.0,22.5,-115469,170502,-59049
2014-03-25,189000.0,192000.0,262534.0,22.86,-42356,94601,-48991
2014-03-26,193000.0,190500.0,189001.0,22.68,3169,-32950,28988
2014-03-27,189500.0,190000.0,107125.0,22.62,11163,-14089,4571
2014-03-28,189500.0,188000.0,106827.0,22.38,12837,-10644,-2011
2014-03-31,188500.0,188000.0,172640.0,22.38,-7973,11650,-1581
2014-04-01,190000.0,193500.0,233914.0,23.04,-65406,86662,-20542
2014-04-02,195000.0,190000.0,236300.0,22.62,60781,-28709,-35389
2014-04-03,192000.0,186500.0,169400.0,22.2,36564,-1814,-36178
2014-04-04,186500.0,186500.0,115596.0,22.2,6566,13701,-20265
2014-04-07,185000.0,191000.0,127399.0,22.74,-62798,35608,24551
2014-04-08,191000.0,193000.0,146474.0,22.98,-40233,44257,-3717
2014-04-09,194500.0,192500.0,110515.0,22.92,-5586,-23241,29081
2014-04-10,194000.0,189500.0,308560.0,22.56,71594,-32233,-40918
2014-04-11,186000.0,184000.0,202742.0,21.9,91889,-57680,-31834
2014-04-14,184500.0,182500.0,87116.0,21.73,19255,-29976,11298
2014-04-15,183500.0,183000.0,87242.0,21.79,-8854,-7465,16501
2014-04-16,184500.0,181500.0,93085.0,21.61,26710,-22304,-4829
2014-04-17,182000.0,182500.0,78509.0,21.73,-5058,7893,-3386
2014-04-18,184500.0,185500.0,98839.0,22.08,-19892,12779,2698
2014-04-21,187500.0,186500.0,79974.0,22.2,-8989,2373,6398
2014-04-22,185500.0,184000.0,105710.0,21.9,33597,-31343,-817
2014-04-23,184500.0,180000.0,175769.0,21.43,81124,-93005,16723
2014-04-24,179500.0,178500.0,122657.0,21.25,37013,-29959,-6814
2014-04-25,178500.0,172000.0,284571.0,20.48,101553,-73528,-29018
2014-04-28,171500.0,173500.0,136682.0,20.65,4165,-32129,29937
2014-04-29,173000.0,167000.0,437488.0,19.88,94748,-51845,-39496
2014-04-30,168000.0,163000.0,269597.0,19.4,103907,-129765,28616
2014-05-02,163500.0,163000.0,128461.0,19.4,12202,-42724,31091
2014-05-07,163000.0,160500.0,109577.0,19.11,13140,-15540,3314
2014-05-08,159000.0,161500.0,135063.0,19.23,14450,-13763,1573
2014-05-09,162000.0,159000.0,144590.0,18.93,32583,-39571,-54
2014-05-12,158500.0,159000.0,153164.0,18.93,7038,-24183,18747
2014-05-13,160000.0,163500.0,286107.0,19.46,-27121,55841,-29553
2014-05-14,164500.0,165000.0,128210.0,19.64,25218,-6987,-18231
2014-05-15,165000.0,167500.0,232933.0,19.94,-40835,27103,13814
2014-05-16,166000.0,167500.0,90059.0,19.94,8062,-17686,9624
2014-05-19,169000.0,165500.0,90299.0,19.7,19176,-11461,-7707
2014-05-20,165000.0,161500.0,199659.0,19.23,4015,-53736,48965
2014-05-21,160500.0,160500.0,128670.0,19.11,-3933,-7167,4464
2014-05-22,161500.0,169500.0,384443.0,20.18,-131798,116678,15280
2014-05-23,170500.0,170000.0,154931.0,20.24,-10934,44632,-34235
2014-05-26,170500.0,169000.0,99542.0,20.12,9835,-223,-9641
2014-05-27,171000.0,169500.0,154015.0,20.18,9092,6085,-16688
2014-05-28,171000.0,170000.0,129994.0,20.24,-4839,-4465,8206
2014-05-29,170000.0,162500.0,276371.0,19.34,56365,-68430,13203
2014-05-30,162500.0,161000.0,253138.0,19.17,22746,-35621,14820
2014-06-02,162000.0,163000.0,122831.0,19.4,-40316,33022,7156
2014-06-03,164000.0,168500.0,281682.0,20.06,-68373,92488,-27451
2014-06-05,168000.0,168500.0,152469.0,20.06,-7273,21507,-16729
2014-06-09,172000.0,174000.0,311286.0,20.71,-89981,112124,-28382
2014-06-10,175000.0,176000.0,197538.0,20.95,-72141,14910,58906
2014-06-11,175000.0,179000.0,272465.0,21.31,-93027,110678,-17100
2014-06-12,179000.0,180000.0,183441.0,21.43,-11691,58870,-47111
2014-06-13,180000.0,180000.0,130058.0,21.43,-13646,36961,-17692
2014-06-16,181500.0,180000.0,153911.0,21.43,25669,21551,-10630
2014-06-17,179500.0,182000.0,123124.0,21.67,-36973,11080,25849
2014-06-18,183000.0,183500.0,150073.0,21.84,-52003,55771,-4690
2014-06-19,184000.0,184000.0,104703.0,21.9,-3526,2918,153
2014-06-20,182500.0,178500.0,226880.0,21.25,-3623,-17929,22645
2014-06-23,178500.0,182000.0,165039.0,21.67,-21247,12576,7250
2014-06-24,181500.0,181000.0,82565.0,21.55,-5216,8033,-2841
2014-06-25,180000.0,178500.0,157271.0,21.25,-13208,11083,1596
2014-06-26,179000.0,181000.0,143498.0,21.55,-8196,20660,-14707
2014-06-27,181000.0,184000.0,168916.0,21.9,-40531,47755,-7065
2014-06-30,186000.0,184500.0,115538.0,21.96,-15280,16846,-1705
2014-07-01,185000.0,183000.0,100314.0,21.79,16336,-4363,-11936
2014-07-02,183000.0,182000.0,100516.0,21.67,15358,-22046,11503
2014-07-03,182000.0,177500.0,280236.0,21.13,96970,-115586,21151
2014-07-04,178000.0,174000.0,168435.0,20.71,55930,-78423,22592
2014-07-07,174500.0,174000.0,75173.0,20.71,4070,-18180,12565
2014-07-08,173500.0,171000.0,202214.0,20.36,27585,-75016,46393
2014-07-09,167500.0,167500.0,158456.0,19.94,38710,-15983,-24033
2014-07-10,168000.0,166000.0,146513.0,19.76,29830,-48499,21256
2014-07-11,165000.0,165500.0,95614.0,19.7,17346,-26254,9410
2014-07-14,166500.0,163000.0,113638.0,19.4,20464,-33095,13475
2014-07-15,164000.0,168000.0,166410.0,20.0,-1167,-9390,6455
2014-07-16,168000.0,168000.0,149180.0,20.0,5032,12655,-16537
2014-07-17,170000.0,166500.0,128679.0,19.82,25747,-9595,-15893
2014-07-18,164500.0,166000.0,122328.0,19.76,16197,-38417,19576
2014-07-21,167500.0,164500.0,109305.0,19.58,22589,-35720,13790
2014-07-22,164500.0,167000.0,78305.0,19.88,-480,-12636,9840
2014-07-23,168000.0,170000.0,138158.0,20.24,-25083,-5832,28601
2014-07-24,169000.0,171000.0,180753.0,20.36,-24288,23786,3417
2014-07-25,172500.0,173000.0,124412.0,20.59,-35645,47451,-12717
2014-07-28,173500.0,176500.0,203514.0,21.01,-69482,89195,-19559
2014-07-29,178500.0,177500.0,170607.0,21.13,-37158,21115,16431
2014-07-30,176500.0,173000.0,154227.0,20.59,-5265,-13637,16462
2014-07-31,173000.0,176500.0,158341.0,21.01,-9343,-34152,45980
2014-08-01,177000.0,188000.0,684496.0,22.38,-194813,74790,113220
2014-08-04,189500.0,186000.0,212212.0,22.14,14924,-11813,-6322
2014-08-05,186500.0,179500.0,231163.0,21.37,32264,-16497,-14486
2014-08-06,180000.0,178500.0,117800.0,21.25,896,13656,-16752
2014-08-07,180000.0,177000.0,128360.0,21.07,26237,-40673,15556
2014-08-08,175500.0,174500.0,123344.0,20.77,16635,-24066,7300
2014-08-11,176500.0,174500.0,64609.0,20.77,9816,-7586,-1730
2014-08-12,175000.0,176000.0,82538.0,20.95,427,-323,1131
2014-08-13,176000.0,172500.0,197717.0,20.54,16567,-39691,24671
2014-08-14,172500.0,171000.0,140133.0,20.36,18611,-27124,8477
2014-08-18,171000.0,167500.0,232990.0,19.94,56639,-58215,3446
2014-08-19,168500.0,167500.0,166900.0,19.94,43727,-45370,702
2014-08-20,169000.0,165500.0,281338.0,19.7,55905,-75833,17784
2014-08-21,164500.0,163000.0,243544.0,19.4,30702,-503,-29497
2014-08-22,163000.0,163000.0,133972.0,19.4,25803,-31781,7112
2014-08-25,162000.0,161500.0,169453.0,19.23,-83,8943,-8985
2014-08-26,162500.0,164500.0,103767.0,19.58,2772,-36290,33520
2014-08-27,165500.0,163000.0,107657.0,19.4,22670,-37584,15568
2014-08-28,163000.0,163500.0,99391.0,19.46,2479,-29677,27293
2014-08-29,163500.0,163500.0,132580.0,19.46,10893,-35050,25972
2014-09-01,164000.0,166000.0,112383.0,19.76,-2276,7206,-4772
2014-09-02,166500.0,165000.0,122896.0,19.64,-2095,-12214,10159
2014-09-03,166000.0,165500.0,151210.0,19.7,21506,-14232,-11656
2014-09-04,167000.0,164000.0,94230.0,19.52,3185,-9381,7918
2014-09-05,163000.0,164500.0,99678.0,19.58,1838,-19960,19692
2014-09-11,165000.0,168000.0,230084.0,20.0,-17692,-42482,56448
2014-09-12,169500.0,170500.0,230282.0,20.3,-48915,30411,18551
2014-09-15,171000.0,170500.0,92833.0,20.3,-11689,4533,6176
2014-09-16,170500.0,169000.0,71281.0,20.12,3143,-6687,934
2014-09-17,171000.0,175000.0,228910.0,20.83,-59065,16689,42050
2014-09-18,175000.0,173500.0,87860.0,20.65,-4263,-4889,7687
2014-09-19,174000.0,173500.0,95012.0,20.65,-5357,-7473,12646
2014-09-22,173500.0,166500.0,262995.0,19.82,46899,-25266,-19715
2014-09-23,164500.0,161000.0,296598.0,19.17,100121,-107518,4147
2014-09-24,160500.0,160000.0,152638.0,19.05,21239,-15737,-5629
2014-09-25,161500.0,159000.0,123164.0,18.93,-647,-1575,2479
2014-09-26,156500.0,154500.0,219555.0,18.39,35399,-15200,-23202
2014-09-29,153500.0,145000.0,400614.0,17.26,43755,-82774,40897
2014-09-30,145000.0,140500.0,360723.0,16.73,58875,-62600,6603
2014-10-01,141500.0,137000.0,303342.0,16.31,49450,-115728,63081
2014-10-02,136000.0,140000.0,241337.0,16.67,-55338,28367,30181
2014-10-06,141000.0,140500.0,127656.0,16.73,-913,-7959,13266
2014-10-07,139500.0,139500.0,156462.0,16.61,4341,-39894,36488
2014-10-08,138000.0,140000.0,128698.0,16.67,-9879,-28541,37755
2014-10-10,138000.0,137500.0,136780.0,16.37,-2777,-16776,17944
2014-10-13,134500.0,135500.0,203246.0,16.13,4115,-39340,36897
2014-10-14,135000.0,137500.0,231756.0,16.37,7104,7021,-13307
2014-10-15,138500.0,136500.0,182722.0,16.25,-1903,-16121,18123
2014-10-16,134000.0,136000.0,161697.0,16.19,-4063,857,2765
2014-10-17,138000.0,138500.0,240480.0,16.49,7346,2398,-15401
2014-10-20,142000.0,142000.0,139763.0,16.9,-19433,34365,-12940
2014-10-21,141000.0,135000.0,305983.0,16.07,10432,25206,-39175
2014-10-22,137500.0,135500.0,148723.0,16.13,-4693,22892,-18028
2014-10-23,134500.0,123000.0,393652.0,14.64,85881,-79982,2026
2014-10-24,124000.0,126500.0,428937.0,15.06,15674,-1343,-14805
2014-10-27,134000.0,135500.0,502628.0,16.13,-123953,216383,-92229
2014-10-28,135500.0,137000.0,250981.0,16.31,-20327,31225,-11386
2014-10-29,139500.0,148000.0,450736.0,17.62,-142222,178866,-40674
2014-10-30,147000.0,146000.0,170322.0,17.38,16742,5131,-21419
2014-10-31,148000.0,145000.0,157993.0,17.26,17259,36661,-54957
2014-11-03,146000.0,141500.0,169823.0,16.84,-3272,10393,-7520
2014-11-04,141500.0,138500.0,190315.0,16.49,19556,-17268,737
2014-11-05,138000.0,135000.0,176379.0,16.07,18467,5772,-23877
2014-11-06,136000.0,146500.0,414451.0,17.44,-103932,177129,-78583
2014-11-07,146000.0,151000.0,286732.0,17.98,-74199,86843,-12026
2014-11-10,152000.0,157500.0,373351.0,18.75,-114469,121144,-5701
2014-11-11,157500.0,159000.0,208938.0,18.93,-32900,19692,13952
2014-11-12,158500.0,166500.0,311468.0,19.82,-96250,150167,-41944
2014-11-13,167000.0,163000.0,194496.0,19.4,3860,-45134,41632
2014-11-14,162500.0,164000.0,156970.0,19.52,-14205,-15979,30272
2014-11-17,162000.0,168000.0,201001.0,20.0,-65403,80571,-14581
2014-11-18,167000.0,169500.0,244423.0,20.18,-72850,77755,-1904
2014-11-19,170000.0,166500.0,172043.0,19.82,19610,-35745,16047
2014-11-20,167500.0,169000.0,174625.0,20.12,-41171,62523,-24319
2014-11-21,170500.0,175500.0,302247.0,20.89,-162641,146023,17563
2014-11-24,184500.0,185500.0,522321.0,22.08,-194114,182869,10425
2014-11-25,186500.0,181000.0,239077.0,21.55,-10508,57257,-45443
2014-11-26,180000.0,181000.0,180404.0,21.55,-5912,-27799,26635
2014-11-27,180500.0,175500.0,293436.0,20.89,27017,-22467,8743
2014-11-28,170000.0,176000.0,245063.0,20.95,-27262,-26444,54299
2014-12-01,173000.0,165500.0,452165.0,19.7,112714,-170610,56508
2014-12-02,168500.0,167000.0,253904.0,19.88,-31533,35325,-344
2014-12-03,168500.0,172500.0,111836.0,20.54,-13563,-3657,17436
2014-12-04,174500.0,174000.0,139246.0,20.71,-3784,17105,-21647
2014-12-05,173000.0,172000.0,83728.0,20.48,13546,-19335,5789
2014-12-08,175000.0,180500.0,221177.0,21.49,-81944,29089,46782
2014-12-09,178500.0,179500.0,140896.0,21.37,-3272,-18696,21714
2014-12-10,175000.0,159500.0,733507.0,18.99,255010,-286027,31917
2014-12-11,155000.0,157500.0,450353.0,18.75,44135,-55413,14676
2014-12-12,159000.0,156500.0,242601.0,18.63,-19683,-30205,49582
2014-12-15,151000.0,158500.0,175549.0,18.87,-11299,-251,12338
2014-12-16,157000.0,158500.0,197274.0,18.87,-8917,3279,5638
2014-12-17,160500.0,162500.0,172688.0,19.34,-42823,22238,19502
2014-12-18,167500.0,166000.0,188522.0,19.76,-48015,6704,41514
2014-12-19,169000.0,167500.0,122249.0,19.94,-4017,20292,-16268
2014-12-22,168500.0,172000.0,155543.0,20.48,-58919,28733,30128
2014-12-23,171000.0,170500.0,137861.0,20.3,-13205,-5765,19073
2014-12-24,170000.0,170500.0,85887.0,20.3,-10789,-17142,28465
2014-12-26,168000.0,164000.0,177018.0,19.52,-578,-41307,42539
2014-12-29,163500.0,162000.0,114954.0,19.29,6004,-41866,34994
2014-12-30,162000.0,160000.0,108002.0,19.05,2151,-22736,23414
2015-01-02,159000.0,161000.0,101444.0,37.58,3887,-18542,14775
2015-01-05,160500.0,155500.0,187535.0,36.29,52540,-76112,24429
2015-01-06,150000.0,146000.0,483546.0,34.08,82934,-92125,11820
2015-01-07,144000.0,147500.0,278830.0,34.43,21385,-69767,55037
2015-01-08,150000.0,145000.0,298017.0,33.84,82942,-33860,-48615
2015-01-09,147500.0,148500.0,304688.0,34.66,-10541,28223,-15987
2015-01-12,148000.0,148000.0,206972.0,34.54,49618,-52898,3837
2015-01-13,146500.0,144000.0,193373.0,33.61,65037,-78830,17562
2015-01-14,143000.0,144000.0,242214.0,33.61,-1468,-48054,49074
2015-01-15,146000.0,148000.0,191296.0,34.54,-21285,-29422,50691
2015-01-16,146000.0,142000.0,251821.0,33.14,113227,-91291,-22167
2015-01-19,145500.0,150500.0,312069.0,35.13,-72615,64650,1509
2015-01-20,151500.0,149500.0,149567.0,34.89,-5414,8894,-3299
2015-01-21,147500.0,151500.0,121196.0,35.36,-3891,-27303,32122
2015-01-22,153000.0,157500.0,294999.0,36.76,-61039,6018,55938
2015-01-23,161000.0,160000.0,427129.0,37.34,-37191,-28203,66028
2015-01-26,158000.0,159000.0,161860.0,37.11,-37109,-1302,39931
2015-01-27,161000.0,172000.0,497167.0,40.14,-180870,-17324,200844
2015-01-28,172000.0,174000.0,223264.0,40.61,-15932,2249,4492
2015-01-29,170000.0,171000.0,167243.0,39.91,2107,-31235,28582
2015-01-30,174000.0,174500.0,172222.0,40.73,-58625,29354,30207
2015-02-02,179500.0,174000.0,199615.0,40.61,-25863,17276,9069
2015-02-03,177000.0,178000.0,215065.0,41.54,-43792,-24800,69111
2015-02-04,183000.0,179500.0,296754.0,41.89,-79751,-48792,130945
2015-02-05,176500.0,173500.0,150233.0,40.49,8210,-17198,7496
2015-02-06,175500.0,178000.0,143474.0,41.54,-24653,-22879,48393
2015-02-09,178500.0,182000.0,278863.0,42.48,-72235,14844,57052
2015-02-10,181500.0,182000.0,190017.0,42.48,-43420,-6128,50464
2015-02-11,183000.0,177000.0,127712.0,41.31,22269,-47911,26987
2015-02-12,174500.0,175000.0,150226.0,40.84,-4890,-15944,21616
2015-02-13,178000.0,177000.0,70332.0,41.31,-6190,-8596,14931
2015-02-16,178000.0,172500.0,183637.0,40.26,38977,-61457,23079
2015-02-17,172000.0,175500.0,97431.0,40.96,-21605,-4321,26012
2015-02-23,176500.0,174500.0,89407.0,40.73,-14670,-8042,21848
2015-02-24,175500.0,175500.0,95897.0,40.96,4138,-26358,19747
2015-02-25,177000.0,184000.0,318935.0,42.94,-84038,108371,-20591
2015-02-26,187500.0,193500.0,462075.0,45.16,-126518,107826,20852
2015-02-27,191500.0,190500.0,242330.0,44.46,-38994,13291,25397
2015-03-02,196500.0,194500.0,208287.0,45.4,-25656,4644,20236
2015-03-03,193500.0,193500.0,139333.0,45.16,12433,-18448,6165
2015-03-04,194500.0,187500.0,108444.0,43.76,1535,-9324,6871
2015-03-05,187000.0,187500.0,135471.0,43.76,6387,16454,-19120
2015-03-06,188500.0,192000.0,150587.0,44.81,-9318,-1600,10923
2015-03-09,189000.0,192500.0,111996.0,44.93,-14150,16453,-2297
2015-03-10,195500.0,197500.0,243999.0,46.1,-69392,25593,44961
2015-03-11,195000.0,197500.0,138751.0,46.1,-5123,-7121,10320
2015-03-12,198000.0,204500.0,325386.0,47.73,-63679,20204,42873
2015-03-13,206000.0,202500.0,234478.0,47.26,-23645,-39059,63022
2015-03-16,199000.0,192000.0,303230.0,44.81,40055,-121969,81883
2015-03-17,192000.0,196500.0,238447.0,45.86,-15580,-25995,45198
2015-03-18,195500.0,190500.0,280773.0,44.46,58160,-72569,15224
2015-03-19,195500.0,196000.0,267384.0,45.75,-57110,33541,22720
2015-03-20,193000.0,197500.0,111617.0,46.1,-21402,13773,7592
2015-03-23,201500.0,196000.0,172130.0,45.75,-11771,9370,2264
2015-03-24,197500.0,197000.0,93150.0,45.98,-6087,11954,-5386
2015-03-25,200000.0,195500.0,132257.0,45.63,-831,18412,-19137
2015-03-26,196500.0,205000.0,286517.0,47.85,-98113,55825,42493
2015-03-27,209000.0,202500.0,160699.0,47.26,-11930,37028,-21850
2015-03-30,204000.0,207500.0,100401.0,48.43,-32132,33541,-308
2015-03-31,209500.0,203500.0,126387.0,47.5,1001,8869,-10376
2015-04-01,205000.0,207500.0,121282.0,48.43,-10733,27069,-16384
2015-04-02,215000.0,216000.0,333285.0,50.41,-91263,115171,-27235
2015-04-03,216500.0,219500.0,144174.0,51.23,-35188,54421,-19057
2015-04-06,220000.0,218500.0,148901.0,51.0,-47931,28219,15153
2015-04-07,222000.0,218000.0,137650.0,50.88,-22676,59307,-37130
2015-04-08,222000.0,230000.0,320251.0,53.68,-94506,173289,-75194
2015-04-09,229500.0,233500.0,284098.0,54.5,-70043,22049,52633
2015-04-10,235000.0,235000.0,127611.0,54.85,-34134,52920,-18144
2015-04-13,236500.0,242000.0,170954.0,56.48,-8718,12568,-2231
2015-04-14,242000.0,241000.0,161736.0,56.25,-16704,48892,-31936
2015-04-15,244000.0,247500.0,162327.0,57.77,-14680,33223,-9616
2015-04-16,250000.0,236000.0,291600.0,55.08,62613,-59596,-1630
2015-04-17,236000.0,237000.0,248140.0,55.31,-18143,-24436,40447
2015-04-20,235500.0,259500.0,348965.0,60.57,-132045,46908,88267
2015-04-21,261000.0,254500.0,156615.0,59.4,16569,-2860,-15236
2015-04-22,267000.0,268000.0,339992.0,62.55,-95524,27041,57257
2015-04-23,268000.0,271000.0,154215.0,63.25,-24718,37839,-13150
2015-04-24,273500.0,271000.0,193513.0,63.25,14197,-26682,12375
2015-04-27,276000.0,256500.0,266149.0,59.87,85443,-23117,-66516
2015-04-28,259000.0,265000.0,268160.0,61.85,-9825,21202,-10996
2015-04-29,268000.0,256500.0,288102.0,59.87,31618,24482,-54951
2015-04-30,259500.0,251000.0,205018.0,58.58,10904,5015,-15801
2015-05-04,253000.0,259000.0,120072.0,60.45,-22552,-12784,35627
2015-05-06,258500.0,254000.0,128259.0,59.28,7740,1881,-8484
2015-05-07,254500.0,249500.0,154928.0,58.23,11679,-15380,4251
2015-05-08,251000.0,243000.0,222678.0,56.72,22577,-47888,21769
2015-05-11,248000.0,253000.0,169095.0,59.05,-48024,12258,35723
2015-05-12,253000.0,252000.0,212393.0,58.82,26188,-4356,-21075
2015-05-13,252000.0,252000.0,125288.0,58.82,762,-13573,12396
2015-05-14,251000.0,235000.0,344193.0,54.85,87505,-77781,-12334
2015-05-15,238000.0,230500.0,302643.0,53.8,37484,-84692,48761
2015-05-18,231500.0,234500.0,142355.0,54.73,-26140,-27441,53144
2015-05-19,235000.0,238500.0,209614.0,55.66,-37764,11333,25138
2015-05-20,241000.0,229500.0,224025.0,53.56,60771,-47662,-13249
2015-05-21,231000.0,229500.0,142652.0,53.56,-3242,-10591,14007
2015-05-22,233000.0,241500.0,266298.0,56.36,-59945,22404,41461
2015-05-26,245500.0,241500.0,139111.0,56.36,8008,-17459,9220
2015-05-27,238000.0,236500.0,224798.0,55.2,-15870,-52391,68292
2015-05-28,238500.0,240500.0,146774.0,56.13,-20723,-30457,51753
2015-05-29,239000.0,236000.0,149425.0,55.08,-185,-13729,14105
2015-06-01,240000.0,240500.0,126044.0,56.13,-35259,9812,25545
2015-06-02,242000.0,241000.0,133191.0,56.25,-19330,38344,-16715
2015-06-03,244500.0,252500.0,255168.0,58.93,-78199,58875,30418
2015-06-04,250500.0,255000.0,182180.0,59.52,-41895,59991,-18837
2015-06-05,251000.0,254500.0,176442.0,59.4,-19844,49056,-34736
2015-06-08,257500.0,268000.0,196216.0,62.55,-76771,87185,-7635
2015-06-09,273000.0,274000.0,308093.0,63.95,-26067,28669,-7770
2015-06-10,280000.0,275500.0,152694.0,64.3,-38825,55313,-16280
2015-06-11,280000.0,280000.0,155365.0,65.35,-39117,34542,5010
2015-06-12,280500.0,272000.0,146457.0,63.48,-9286,927,6460
2015-06-15,270000.0,275000.0,96958.0,64.18,-14935,10677,3189
2015-06-16,282000.0,280500.0,149045.0,65.47,-20604,44721,-23753
2015-06-17,282000.0,286000.0,260654.0,66.75,-17203,74616,-61348
2015-06-18,290000.0,300500.0,338124.0,70.14,-18210,74610,-70696
2015-06-19,304000.0,298000.0,227689.0,69.55,12759,46040,-62514
2015-06-22,298000.0,282000.0,238490.0,65.82,39974,-32966,-6698
2015-06-23,285000.0,281000.0,245787.0,65.58,25934,-54040,27979
2015-06-24,283000.0,282500.0,163278.0,65.93,11921,-16595,4887
2015-06-25,281500.0,295500.0,246625.0,68.97,-65381,10783,57663
2015-06-26,295500.0,292500.0,139672.0,68.27,7565,-6075,2474
2015-06-29,283000.0,278000.0,189741.0,64.88,6893,-7309,-1321
2015-06-30,278500.0,289000.0,188376.0,67.45,-13351,11962,1822
2015-07-01,293000.0,300000.0,174659.0,70.02,-48546,41066,9792
2015-07-02,304000.0,300000.0,144520.0,70.02,-20453,-3702,21470
2015-07-03,301000.0,299500.0,113989.0,69.9,-7746,21386,-13873
2015-07-06,293500.0,279500.0,141595.0,65.23,40112,-8536,-33605
2015-07-07,283500.0,271000.0,315204.0,63.25,52968,-24308,-31793
2015-07-08,273500.0,252000.0,410250.0,58.82,80798,-90121,14367
2015-07-09,247000.0,254000.0,433829.0,59.28,52528,-49063,-4904
2015-07-10,258500.0,268500.0,258134.0,62.67,-36348,-35605,70889
2015-07-13,268500.0,265000.0,239547.0,61.85,7159,-56986,51521
2015-07-14,267000.0,262000.0,146583.0,61.15,28924,-45529,16252
2015-07-15,267000.0,278000.0,193085.0,64.88,-54927,18763,35678
2015-07-16,283500.0,280000.0,213243.0,65.35,-1384,-42698,39675
2015-07-17,283500.0,283000.0,91751.0,66.05,-1520,-5014,-434
2015-07-20,287000.0,279500.0,95813.0,65.23,7286,7651,-12339
2015-07-21,283000.0,282500.0,144985.0,65.93,10084,9175,-18177
2015-07-22,283500.0,283000.0,92577.0,66.05,-10048,2984,6938
2015-07-23,281500.0,272000.0,182709.0,63.48,29113,-50762,20303
2015-07-24,269500.0,265000.0,167676.0,61.85,-7681,-20935,28240
2015-07-27,261000.0,255500.0,137975.0,59.63,13733,-34610,22421
2015-07-28,253500.0,252000.0,224353.0,58.82,26572,1635,-28161
2015-07-29,259000.0,252500.0,131149.0,58.93,6296,-9046,-1069
2015-07-30,256000.0,262500.0,174819.0,61.27,-11658,-12862,23784
2015-07-31,278000.0,260500.0,474686.0,60.8,80503,3607,-91392
2015-08-03,255000.0,225000.0,488854.0,52.51,111660,-79986,-31920
2015-08-04,222000.0,232500.0,327643.0,54.26,-3806,-17726,16981
2015-08-05,230500.0,243500.0,173801.0,56.83,-26718,-11206,38469
2015-08-06,242500.0,242500.0,116881.0,56.6,-12177,-12891,24768
2015-08-07,243500.0,240500.0,98207.0,56.13,942,-13087,12026
