Symbol,»ï¾çÈ¦µù½º_½Ã°¡(¿ø),»ï¾çÈ¦µù½º_Á¾°¡(¿ø),»ï¾çÈ¦µù½º_°Å·¡·®(ÁÖ),»ï¾çÈ¦µù½º_PER(IFRS-¿¬°á),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2013-06-07,84200.0,80300.0,10011.0,4.79,3376,-3351,-25
2013-06-10,80500.0,85800.0,9317.0,5.12,-3073,3827,-754
2013-06-11,86000.0,90700.0,18034.0,5.41,-13540,13453,87
2013-06-12,91000.0,91400.0,17310.0,5.45,-11581,14074,-1163
2013-06-13,90200.0,88100.0,18055.0,5.25,-289,267,397
2013-06-14,89500.0,88600.0,11007.0,5.28,-1076,5070,-3794
2013-06-17,88700.0,90000.0,10296.0,5.37,-3384,4943,-1134
2013-06-18,90500.0,90000.0,15685.0,5.37,-700,3576,-2876
2013-06-19,88600.0,90400.0,4335.0,5.39,-657,2393,-1240
2013-06-20,90500.0,89000.0,9813.0,5.31,-1269,4810,-3261
2013-06-21,88900.0,88100.0,12302.0,5.25,-2523,6272,-3737
2013-06-24,87900.0,87400.0,7040.0,5.21,-842,2425,-1593
2013-06-25,87300.0,85600.0,9493.0,5.11,-1513,3080,-1567
2013-06-26,84600.0,87400.0,9676.0,5.21,-3569,5420,-1851
2013-06-27,87500.0,88400.0,10116.0,5.27,914,2604,-3518
2013-06-28,86200.0,86700.0,9246.0,5.17,-60,2927,-2876
2013-07-01,85200.0,83900.0,7479.0,5.0,2092,-3973,1881
2013-07-02,83900.0,81800.0,12045.0,4.88,-757,-2873,2990
2013-07-03,81300.0,80400.0,5346.0,4.8,1030,-2459,1429
2013-07-04,80400.0,80400.0,7424.0,4.8,764,-2345,1581
2013-07-05,81000.0,80500.0,6398.0,4.8,630,-1179,549
2013-07-08,80700.0,81800.0,6366.0,4.88,-2062,726,1006
2013-07-09,82100.0,80700.0,6149.0,4.81,1452,-527,-925
2013-07-10,80100.0,76300.0,7394.0,4.55,3984,-2418,-1266
2013-07-11,76400.0,79700.0,13034.0,4.75,-6037,3700,2387
2013-07-12,79000.0,80800.0,8010.0,4.82,-576,2596,-1920
2013-07-15,79600.0,79300.0,8939.0,4.73,1001,1065,-3066
2013-07-16,79300.0,79000.0,7962.0,4.71,618,-2209,1591
2013-07-17,79200.0,81400.0,14983.0,4.86,-3299,6441,-3142
2013-07-18,80600.0,80500.0,9104.0,4.8,1907,3624,-5531
2013-07-19,80500.0,81400.0,5313.0,4.86,-1962,4045,-2083
2013-07-22,82300.0,84200.0,4057.0,5.02,-986,1579,-742
2013-07-23,83900.0,84200.0,12793.0,5.02,-800,7195,-6395
2013-07-24,85200.0,86000.0,6714.0,5.13,-2963,5145,-2182
2013-07-25,85500.0,85500.0,6794.0,5.1,-265,1221,-956
2013-07-26,85000.0,85000.0,4612.0,5.07,-262,1601,-1339
2013-07-29,85000.0,84700.0,7123.0,5.05,-869,3668,-2799
2013-07-30,85200.0,85100.0,4555.0,5.08,-1713,2068,-206
2013-07-31,84900.0,85600.0,10378.0,5.11,-1585,3234,-1649
2013-08-01,85000.0,87000.0,10223.0,5.19,-608,3369,-2761
2013-08-02,87100.0,89400.0,7925.0,5.33,-2643,1144,1499
2013-08-05,88400.0,90500.0,8739.0,5.4,-2540,2007,533
2013-08-06,90500.0,90500.0,7591.0,5.4,-1119,2607,-1488
2013-08-07,90000.0,90600.0,9107.0,5.4,-2084,3020,-936
2013-08-08,91000.0,89800.0,3838.0,5.36,818,-508,-310
2013-08-09,88600.0,86200.0,7445.0,5.14,2653,-2284,-369
2013-08-12,86000.0,86300.0,8759.0,5.15,-1183,1268,-85
2013-08-13,86800.0,84700.0,9599.0,5.05,-643,1465,-822
2013-08-14,85200.0,84000.0,8655.0,5.01,642,-249,-393
2013-08-16,82700.0,82000.0,8583.0,4.89,2013,-2139,126
2013-08-19,81500.0,85100.0,11161.0,5.08,-2579,1194,1385
2013-08-20,83200.0,82600.0,8130.0,4.93,1843,-468,-1375
2013-08-21,82800.0,82700.0,9873.0,4.93,90,3733,-3823
2013-08-22,81500.0,81600.0,11003.0,4.87,1015,3600,-4615
2013-08-23,80300.0,83200.0,13018.0,4.96,-1765,4269,-2630
2013-08-26,82400.0,84400.0,5321.0,5.03,-30,1776,-1746
2013-08-27,83500.0,83600.0,7223.0,4.99,1344,1087,-2431
2013-08-28,83200.0,83400.0,5487.0,4.97,-1005,3451,-2196
2013-08-29,83700.0,84400.0,5792.0,5.03,-2428,3427,-999
2013-08-30,84600.0,85100.0,5923.0,5.08,-2679,1807,272
2013-09-02,84500.0,85300.0,4459.0,5.09,-637,-93,730
2013-09-03,85300.0,87400.0,12582.0,5.21,-7465,5674,1791
2013-09-04,88200.0,87600.0,5711.0,5.22,455,703,-1158
2013-09-05,87100.0,89700.0,6856.0,5.35,-2496,1728,768
2013-09-06,89100.0,88200.0,6888.0,5.26,-11,-817,828
2013-09-09,88200.0,87500.0,7149.0,5.22,-1784,938,865
2013-09-10,88600.0,87400.0,4573.0,5.21,-993,-1394,2387
2013-09-11,86800.0,88100.0,6765.0,5.25,-1271,416,855
2013-09-12,88200.0,90400.0,12407.0,5.39,-6350,1063,5287
2013-09-13,89300.0,90300.0,5613.0,5.39,-1575,1029,575
2013-09-16,91000.0,88900.0,4245.0,5.3,-264,239,25
2013-09-17,84900.0,85400.0,104817.0,5.09,6657,60187,2101
2013-09-23,85900.0,84600.0,12655.0,5.05,631,-1693,1062
2013-09-24,84000.0,84300.0,11334.0,5.03,706,-3257,2551
2013-09-25,84400.0,82600.0,13327.0,4.93,506,-2201,1620
2013-09-26,83100.0,84800.0,5384.0,5.06,-2641,1233,1010
2013-09-27,84800.0,85900.0,6983.0,5.12,-3176,3025,151
2013-09-30,85500.0,89000.0,11920.0,5.31,-5334,790,4634
2013-10-01,89000.0,89600.0,13967.0,5.34,-3381,-185,3566
2013-10-02,90000.0,89200.0,9582.0,5.32,-1649,-1518,3167
2013-10-04,88400.0,86800.0,10578.0,5.18,1911,-4760,2509
2013-10-07,85200.0,87200.0,10176.0,5.2,562,-943,381
2013-10-08,87200.0,86600.0,4568.0,5.17,979,19,-997
2013-10-10,86900.0,84000.0,5696.0,5.01,1331,-1576,245
2013-10-11,85900.0,85500.0,4190.0,5.1,-1811,-390,2201
2013-10-14,85000.0,86100.0,4544.0,5.14,-958,1002,-44
2013-10-15,86100.0,85100.0,12771.0,5.08,2933,-1982,-1591
2013-10-16,84900.0,86300.0,9037.0,5.15,-3843,-256,4099
2013-10-17,87000.0,86000.0,8030.0,5.13,936,-281,-655
2013-10-18,85300.0,86500.0,6336.0,5.16,-2979,2754,55
2013-10-21,85500.0,86300.0,5233.0,5.15,126,-836,713
2013-10-22,86400.0,87000.0,8983.0,5.19,-4187,381,3806
2013-10-23,87400.0,87100.0,6019.0,5.2,-1405,-266,1673
2013-10-24,87600.0,87800.0,5127.0,5.24,-2020,865,1158
2013-10-25,87800.0,88200.0,3191.0,5.26,227,679,112
2013-10-28,89200.0,87900.0,3046.0,5.24,-486,1272,-279
2013-10-29,87100.0,88600.0,7224.0,5.28,-532,2585,-658
2013-10-30,88100.0,89900.0,4703.0,5.36,-2881,2810,376
2013-10-31,90000.0,88500.0,8852.0,5.28,-1276,-461,2584
2013-11-01,87900.0,88300.0,10721.0,5.27,-853,-44,557
2013-11-04,87600.0,86200.0,6462.0,5.14,686,-2359,1673
2013-11-05,85500.0,86100.0,4172.0,5.14,661,-1210,549
2013-11-06,85300.0,86600.0,5446.0,5.17,-1518,344,1174
2013-11-07,85500.0,86300.0,6251.0,5.15,-1702,618,1104
2013-11-08,87100.0,85100.0,7612.0,5.08,2539,-2682,147
2013-11-11,84600.0,85900.0,6073.0,5.12,-1626,2468,-842
2013-11-12,85000.0,85800.0,3872.0,5.12,-473,1512,-1039
2013-11-13,85800.0,84100.0,5444.0,5.02,-497,845,-688
2013-11-14,84000.0,82800.0,6834.0,4.94,1356,-218,-1618
2013-11-15,83800.0,84300.0,5988.0,5.03,-1129,1586,-457
2013-11-18,84300.0,84200.0,6122.0,5.02,-419,1186,-767
2013-11-19,83100.0,86300.0,6492.0,5.15,-3334,3517,-183
2013-11-20,86300.0,86300.0,3425.0,5.15,-511,849,-474
2013-11-21,85900.0,86200.0,4964.0,5.14,-971,873,275
2013-11-22,86200.0,86400.0,5032.0,5.15,261,2159,-885
2013-11-25,86400.0,87500.0,6930.0,5.22,-1778,2627,101
2013-11-26,86300.0,86400.0,4911.0,5.15,593,534,-1127
2013-11-27,86100.0,86100.0,3548.0,5.14,50,-571,521
2013-11-28,86400.0,86400.0,5309.0,5.15,-2330,3021,959
2013-11-29,86000.0,86500.0,3240.0,5.16,-666,327,337
2013-12-02,86500.0,85200.0,4973.0,5.08,119,2223,-2331
2013-12-03,85300.0,84900.0,7713.0,5.06,135,1774,-1909
2013-12-04,84000.0,82700.0,9869.0,4.93,3027,1721,-4749
2013-12-05,83200.0,82300.0,4930.0,4.91,196,1898,-2094
2013-12-06,82600.0,79200.0,13142.0,4.72,7033,-6598,-1188
2013-12-09,79700.0,79300.0,7843.0,4.73,1376,-337,-1039
2013-12-10,79400.0,79000.0,11636.0,4.71,286,823,-1109
2013-12-11,78800.0,76700.0,11145.0,4.57,4311,-224,-4087
2013-12-12,76200.0,76000.0,8890.0,4.53,2981,-816,-2165
2013-12-13,76000.0,77300.0,11484.0,4.61,649,1831,-2480
2013-12-16,76600.0,76800.0,7144.0,4.58,-739,3343,-2604
2013-12-17,77300.0,77100.0,3234.0,4.6,88,873,-961
2013-12-18,77200.0,77800.0,2982.0,4.64,-740,1394,-654
2013-12-19,78100.0,76000.0,4840.0,4.53,487,-538,51
2013-12-20,76500.0,77200.0,6882.0,4.6,-3134,1187,1280
2013-12-23,77700.0,77500.0,8181.0,4.62,647,-1175,-139
2013-12-24,77400.0,78500.0,5817.0,4.68,-3540,3608,-482
2013-12-26,78500.0,79500.0,6601.0,4.74,-3194,3891,-108
2013-12-27,79400.0,78300.0,3411.0,4.67,884,-311,-577
2013-12-30,78700.0,74600.0,17190.0,4.45,8232,1705,-9987
2014-01-02,75500.0,73500.0,12328.0,,4399,333,-4732
2014-01-03,73400.0,71800.0,12650.0,,4213,173,-4386
2014-01-06,71700.0,72700.0,3465.0,,403,-1582,1179
2014-01-07,72600.0,73900.0,8012.0,,-1083,2733,-1650
2014-01-08,73400.0,73600.0,9353.0,,1932,335,-2044
2014-01-09,73000.0,72300.0,8877.0,,312,-166,-196
2014-01-10,72400.0,71200.0,4701.0,,2527,-1723,-404
2014-01-13,71500.0,70600.0,5600.0,,1993,-2264,421
2014-01-14,70500.0,69800.0,6561.0,,1397,-1049,-313
2014-01-15,69800.0,70500.0,5908.0,,652,-668,16
2014-01-16,70600.0,70800.0,4808.0,,329,569,-898
2014-01-17,70500.0,70700.0,3120.0,,1277,-350,-927
2014-01-20,70800.0,70500.0,4294.0,,1553,150,-1703
2014-01-21,70000.0,70500.0,6681.0,,-4,2872,-2868
2014-01-22,70300.0,69800.0,5793.0,,1712,116,-1828
2014-01-23,69300.0,68200.0,9789.0,,2021,755,-2826
2014-01-24,68400.0,67300.0,7926.0,,341,2845,-3236
2014-01-27,67300.0,65900.0,9749.0,,1508,3222,-4730
2014-01-28,66800.0,67200.0,4571.0,,-800,1044,-244
2014-01-29,67400.0,68600.0,3162.0,,-260,24,236
2014-02-03,68600.0,68500.0,4033.0,,-118,75,43
2014-02-04,67700.0,68100.0,9480.0,,-364,4003,-4139
2014-02-05,68400.0,68500.0,7014.0,,-400,1854,-1454
2014-02-06,68900.0,69500.0,6993.0,,-2392,2123,319
2014-02-07,69900.0,71000.0,13286.0,,-2062,3260,-1148
2014-02-10,71800.0,72300.0,7774.0,,-2343,3206,-847
2014-02-11,71900.0,72700.0,7942.0,,-1905,2510,-571
2014-02-12,72300.0,73600.0,7359.0,,-3998,4744,-696
2014-02-13,73500.0,72700.0,5977.0,,316,1010,-1315
2014-02-14,72600.0,73100.0,13281.0,,-4240,1699,2541
2014-02-17,72800.0,72400.0,6461.0,,-705,498,207
2014-02-18,72400.0,73100.0,4239.0,,-2062,3052,-990
2014-02-19,72600.0,72300.0,4767.0,,921,-99,-822
2014-02-20,71800.0,71200.0,6381.0,,-125,1585,-1460
2014-02-21,71100.0,71200.0,1150.0,,-3,123,-120
2014-02-24,71300.0,70200.0,3493.0,,969,-649,-319
2014-02-25,70300.0,71000.0,6058.0,,-1503,1020,483
2014-02-26,70500.0,71300.0,8051.0,,573,-494,-712
2014-02-27,70700.0,71600.0,6577.0,,-2479,3455,-976
2014-02-28,71500.0,73300.0,9812.0,,-3620,3903,-283
2014-03-03,72300.0,71800.0,6759.0,,2970,-621,-2069
2014-03-04,71800.0,72600.0,6785.0,,-975,371,604
2014-03-05,72900.0,72400.0,4555.0,,1816,-1459,-357
2014-03-06,72100.0,72300.0,2594.0,,277,137,-414
2014-03-07,72100.0,71100.0,7184.0,,1979,-76,-1813
2014-03-10,71200.0,69200.0,10592.0,,4124,-2066,-2108
2014-03-11,69200.0,68800.0,6737.0,,1622,-1573,121
2014-03-12,68700.0,68100.0,13129.0,,1346,1393,-2429
2014-03-13,68200.0,68300.0,10182.0,,2576,39,-2235
2014-03-14,68300.0,67900.0,5693.0,,2524,-605,-1646
2014-03-17,67600.0,67500.0,6563.0,,1389,2493,-3438
2014-03-18,67500.0,67500.0,4516.0,,1525,-1134,-439
2014-03-19,67500.0,67100.0,5289.0,,1187,1203,-2435
2014-03-20,67600.0,66300.0,7304.0,,235,2001,-2587
2014-03-21,66400.0,67100.0,5981.0,,-277,2101,-1404
2014-03-24,67100.0,68500.0,6471.0,,-2036,3422,-1381
2014-03-25,68800.0,68800.0,5502.0,,-1401,3452,-2051
2014-03-26,68800.0,70800.0,12368.0,,-5231,5449,-168
2014-03-27,70700.0,71300.0,11279.0,,-2617,4322,-1705
2014-03-28,71300.0,72100.0,10097.0,,-4783,7023,-2114
2014-03-31,71200.0,71400.0,6360.0,,497,1564,-2057
2014-04-01,70900.0,70200.0,8496.0,,636,1913,-2549
2014-04-02,70200.0,70400.0,4106.0,,516,-1111,459
2014-04-03,70000.0,69900.0,3532.0,,264,245,-429
2014-04-04,70400.0,70500.0,3487.0,,-1024,466,558
2014-04-07,70900.0,71300.0,5657.0,,-1318,1737,-419
2014-04-08,71300.0,72300.0,5119.0,,-115,1264,-1149
2014-04-09,72400.0,72200.0,5914.0,,-1471,2721,-1304
2014-04-10,72100.0,73500.0,7368.0,,-3580,3158,422
2014-04-11,73100.0,73700.0,7357.0,,-1328,1730,-793
2014-04-14,73300.0,72800.0,3654.0,,-426,940,-433
2014-04-15,72500.0,72000.0,7597.0,,485,88,-573
2014-04-16,71400.0,71100.0,8103.0,,1347,1035,-2395
2014-04-17,71100.0,72200.0,5206.0,,-1719,529,1190
2014-04-18,72200.0,73300.0,4965.0,,-1996,1637,-75
2014-04-21,72900.0,73200.0,1738.0,,-370,491,-121
2014-04-22,73000.0,73300.0,2940.0,,-862,832,30
2014-04-23,72900.0,73000.0,3158.0,,-53,-133,186
2014-04-24,72700.0,72100.0,4255.0,,1698,-50,-25
2014-04-25,71600.0,72400.0,6345.0,,-2634,3744,-1110
2014-04-28,72200.0,72300.0,3341.0,,2019,-962,443
2014-04-29,72600.0,72600.0,4206.0,,-424,1041,483
2014-04-30,72200.0,72000.0,1564.0,,434,-575,141
2014-05-02,71700.0,71900.0,3600.0,,174,545,-719
2014-05-07,71400.0,69800.0,7098.0,,1597,1323,-2920
2014-05-08,70200.0,68500.0,8182.0,,4167,-2431,-1736
2014-05-09,68500.0,70200.0,7792.0,,-2062,1546,476
2014-05-12,70300.0,68900.0,6221.0,,2458,718,-1979
2014-05-13,69000.0,69300.0,6104.0,,1299,-1129,1530
2014-05-14,69100.0,69800.0,5990.0,,-987,1604,-617
2014-05-15,70100.0,70400.0,3353.0,,151,831,-942
2014-05-16,70500.0,69500.0,5136.0,,344,749,-276
2014-05-19,69100.0,69600.0,7590.0,,-1332,3449,-934
2014-05-20,70000.0,69500.0,4491.0,,1937,-1082,-518
2014-05-21,69500.0,69400.0,2943.0,,245,-14,-231
2014-05-22,69300.0,70100.0,5280.0,,-1828,2293,1007
2014-05-23,70500.0,69900.0,3920.0,,-1758,1610,144
2014-05-26,70000.0,71500.0,8289.0,,-2121,1155,964
2014-05-27,72000.0,69900.0,9881.0,,5715,-4957,-759
2014-05-28,69700.0,71400.0,8437.0,,-2915,99,2816
2014-05-29,71200.0,72300.0,9262.0,,-3872,4651,-780
2014-05-30,71700.0,72400.0,14979.0,,-5624,6874,-1250
2014-06-02,73100.0,74100.0,11494.0,,-3705,3429,276
2014-06-03,74000.0,72900.0,8432.0,,-528,2083,-1556
2014-06-05,72500.0,71600.0,5785.0,,1632,-460,-1172
2014-06-09,71400.0,71000.0,10922.0,,1795,-2220,425
2014-06-10,71000.0,71100.0,4079.0,,341,-643,302
2014-06-11,71500.0,70700.0,5820.0,,2776,-2408,-368
2014-06-12,70500.0,69200.0,15266.0,,7678,-7217,-536
2014-06-13,69000.0,68400.0,7300.0,,2254,-1256,-998
2014-06-16,68400.0,69200.0,3483.0,,200,-119,-81
2014-06-17,69300.0,67800.0,7593.0,,5067,-972,-4095
2014-06-18,67800.0,67300.0,8035.0,,492,585,-1079
2014-06-19,67300.0,68200.0,5373.0,,1661,-1442,-219
2014-06-20,68000.0,68900.0,3306.0,,-1275,811,464
2014-06-23,68500.0,69100.0,3915.0,,-1108,2787,-1679
2014-06-24,68800.0,68900.0,1995.0,,239,125,-364
2014-06-25,68600.0,67800.0,7486.0,,2320,-2249,-71
2014-06-26,67600.0,68100.0,3881.0,,-907,443,464
2014-06-27,68500.0,68400.0,990.0,,-409,382,27
2014-06-30,68500.0,68300.0,1473.0,,-184,173,10
2014-07-01,67700.0,68300.0,2255.0,,7,-646,639
2014-07-02,68300.0,69400.0,6437.0,,-1224,166,1158
2014-07-03,69600.0,72100.0,17344.0,,-2611,1109,1332
2014-07-04,72200.0,76600.0,27921.0,,-11063,10541,572
2014-07-07,77300.0,78400.0,25090.0,,-5535,9575,-3949
2014-07-08,78500.0,77900.0,17462.0,,-3165,5647,-2482
2014-07-09,77200.0,77000.0,13094.0,,3404,-246,-3158
2014-07-10,77000.0,78900.0,15649.0,,4485,-1135,-3677
2014-07-11,78100.0,79000.0,3779.0,,-547,661,-114
2014-07-14,79300.0,78500.0,4177.0,,456,-343,-113
2014-07-15,78200.0,76300.0,8905.0,,-1736,-663,2399
2014-07-16,75800.0,76300.0,6955.0,,-1016,-935,1981
2014-07-17,75600.0,75700.0,10077.0,,-2391,-573,2994
2014-07-18,75500.0,75800.0,3944.0,,-211,-897,1138
2014-07-21,77700.0,76900.0,6834.0,,1729,-3369,1520
2014-07-22,76400.0,77200.0,5600.0,,-511,406,135
2014-07-23,76900.0,76500.0,5704.0,,637,-567,-40
2014-07-24,76200.0,75700.0,4480.0,,507,-464,-43
2014-07-25,75300.0,75000.0,6915.0,,71,532,-603
2014-07-28,74900.0,75500.0,4042.0,,-1360,1025,335
2014-07-29,76400.0,75300.0,5132.0,,-258,1420,-1157
2014-07-30,76300.0,75600.0,9225.0,,-996,-95,1091
2014-07-31,76000.0,76900.0,8428.0,,-5161,2053,3039
2014-08-01,77000.0,77700.0,9423.0,,-4054,3469,585
2014-08-04,79000.0,80400.0,20508.0,,-5830,2214,3616
2014-08-05,80300.0,80300.0,205523.0,,1194,-106,-944
2014-08-06,80400.0,77800.0,8516.0,,617,-801,184
2014-08-07,77400.0,78100.0,17773.0,,-8708,7611,1097
2014-08-08,78100.0,77600.0,7807.0,,-2109,4201,-2092
2014-08-11,77200.0,76200.0,6700.0,,1301,-1266,-35
2014-08-12,77600.0,79900.0,29588.0,,-1099,1069,-1020
2014-08-13,79900.0,80500.0,25311.0,,5322,-2450,-2930
2014-08-14,79700.0,79900.0,19095.0,,1652,-1272,-377
2014-08-18,80500.0,82800.0,28004.0,,2854,419,-4212
2014-08-19,83900.0,83200.0,12009.0,,-454,4716,-4262
2014-08-20,83200.0,84400.0,22195.0,,2044,1584,-3628
2014-08-21,85000.0,83100.0,16382.0,,-33,4850,-4814
2014-08-22,83200.0,83200.0,22957.0,,2259,-3497,1139
2014-08-25,84400.0,83200.0,16073.0,,-2085,2189,-84
2014-08-26,83200.0,83100.0,14728.0,,-2695,1724,976
2014-08-27,83600.0,84300.0,18581.0,,-7675,6297,1750
2014-08-28,84000.0,83400.0,8881.0,,261,418,-1679
2014-08-29,83400.0,83600.0,8956.0,,-2338,3245,-957
2014-09-01,83000.0,84100.0,8914.0,,-1892,2390,-1831
2014-09-02,83900.0,84200.0,17583.0,,417,-1059,751
2014-09-03,83100.0,83000.0,17055.0,,2480,-1386,-1110
2014-09-04,83100.0,83100.0,10163.0,,-2026,2969,-1020
2014-09-05,83000.0,82600.0,11879.0,,1418,-3447,379
2014-09-11,82900.0,83900.0,15139.0,,3165,-5089,1924
2014-09-12,84300.0,82900.0,8608.0,,985,2109,-3094
2014-09-15,82900.0,82300.0,5964.0,,-21,-1105,1154
2014-09-16,82300.0,83800.0,8936.0,,-4908,2952,2156
2014-09-17,87000.0,85700.0,20540.0,,3877,-2886,-620
2014-09-18,85000.0,86800.0,18575.0,,1798,390,3792
2014-09-19,87900.0,87600.0,7054.0,,-2660,2609,51
2014-09-22,86500.0,88300.0,10289.0,,-4299,5729,-1430
2014-09-23,88400.0,88200.0,10612.0,,-1415,3646,-2231
2014-09-24,88200.0,89200.0,11495.0,,-4068,3874,194
2014-09-25,89300.0,90400.0,16788.0,,-5165,4910,-257
2014-09-26,90800.0,91200.0,9837.0,,-4245,4393,-930
2014-09-29,90300.0,89400.0,7587.0,,77,-58,-270
2014-09-30,88500.0,87000.0,10059.0,,-3100,-199,3301
2014-10-01,87100.0,87800.0,5698.0,,-2815,-668,3480
2014-10-02,87700.0,89900.0,12208.0,,-3034,3362,-328
2014-10-06,90900.0,90100.0,10874.0,,-1900,4910,-2686
2014-10-07,90300.0,91000.0,12747.0,,-5944,5913,114
2014-10-08,90900.0,91100.0,5962.0,,-1121,654,467
2014-10-10,91800.0,91200.0,7977.0,,-3465,2454,1008
2014-10-13,91100.0,88800.0,7751.0,,-1162,3967,-2843
2014-10-14,89700.0,88900.0,5362.0,,-2465,2909,-482
2014-10-15,89000.0,89500.0,5454.0,,-2479,1486,1003
2014-10-16,89800.0,91000.0,6315.0,,-2649,1492,1157
2014-10-17,92500.0,91200.0,8738.0,,-2469,3349,-895
2014-10-20,91900.0,90400.0,5635.0,,328,-188,-220
2014-10-21,90100.0,89000.0,7209.0,,-1675,121,1554
2014-10-22,88800.0,89000.0,8480.0,,-2493,-922,3415
2014-10-23,88400.0,91200.0,9298.0,,-2026,-458,2476
2014-10-24,91300.0,90500.0,11210.0,,-527,2386,-1860
2014-10-27,91400.0,89000.0,2451.0,,702,117,-819
2014-10-28,89000.0,88900.0,6264.0,,-1588,1078,517
2014-10-29,88900.0,89500.0,5741.0,,-2816,3130,-313
2014-10-30,88700.0,89600.0,6078.0,,495,2569,-3064
2014-10-31,88700.0,89000.0,7898.0,,-47,1914,-1872
2014-11-03,88200.0,91600.0,13857.0,,-7225,1821,5404
2014-11-04,91600.0,92300.0,11693.0,,38,146,-189
2014-11-05,92900.0,91500.0,6468.0,,-1325,-943,2252
2014-11-06,90700.0,91300.0,7254.0,,-2388,2432,-44
2014-11-07,90200.0,87200.0,7380.0,,769,-1467,698
2014-11-10,87200.0,83200.0,14015.0,,-3041,1598,1453
2014-11-11,82900.0,84200.0,3766.0,,-723,203,520
2014-11-12,83200.0,84200.0,5679.0,,-748,671,70
2014-11-13,84700.0,86400.0,3663.0,,-2064,62,2002
2014-11-14,86400.0,85100.0,3697.0,,628,-1128,490
2014-11-17,85100.0,87200.0,7541.0,,-2622,2143,467
2014-11-18,87400.0,88500.0,4179.0,,-669,340,329
2014-11-19,87400.0,88900.0,5453.0,,-1410,60,1350
2014-11-20,87700.0,89800.0,6101.0,,-2846,1852,994
2014-11-21,90500.0,90700.0,5611.0,,-893,-94,987
2014-11-24,89800.0,89900.0,5622.0,,232,-1668,1436
2014-11-25,90700.0,91000.0,5765.0,,-2749,712,2037
2014-11-26,91000.0,89000.0,6583.0,,1635,-1787,152
2014-11-27,88700.0,89100.0,4266.0,,-815,1184,-369
2014-11-28,87500.0,88800.0,2700.0,,-889,-863,1752
2014-12-01,86700.0,87100.0,3756.0,,356,-2070,1714
2014-12-02,86200.0,88000.0,6833.0,,-1355,-1407,2921
2014-12-03,86700.0,86800.0,3181.0,,40,-705,665
2014-12-04,85900.0,89700.0,7832.0,,-1173,-1439,2612
2014-12-05,88300.0,90500.0,5109.0,,-1669,1681,-12
2014-12-08,88300.0,91500.0,5001.0,,-3357,1593,1762
2014-12-09,91500.0,90200.0,3609.0,,-481,1546,-815
2014-12-10,89100.0,89500.0,7272.0,,904,389,-193
2014-12-11,88700.0,88600.0,9576.0,,-219,217,-598
2014-12-12,88800.0,90300.0,6841.0,,-1116,-37,1153
2014-12-15,90300.0,89500.0,2521.0,,301,-67,-246
2014-12-16,89500.0,88900.0,3780.0,,54,799,-739
2014-12-17,90000.0,89500.0,3892.0,,-1720,1869,-178
2014-12-18,91000.0,88600.0,6610.0,,-4760,5202,-442
2014-12-19,88800.0,86800.0,7714.0,,-2716,-420,3136
2014-12-22,87400.0,86600.0,7657.0,,-4477,1181,3295
2014-12-23,87200.0,87300.0,6863.0,,-3997,1772,2225
2014-12-24,86800.0,90200.0,4412.0,,-2439,1587,852
2014-12-26,89600.0,90900.0,7987.0,,-2608,1209,899
2014-12-29,90800.0,90600.0,2891.0,,-967,-604,1571
2014-12-30,89800.0,89700.0,5325.0,,-1500,458,860
2015-01-02,87800.0,89800.0,6173.0,303.37,-1235,-721,1956
2015-01-05,88300.0,88700.0,12398.0,299.65,2,-3201,3399
2015-01-06,87300.0,89500.0,7836.0,302.35,-2645,1438,1042
2015-01-07,88600.0,88100.0,13214.0,297.63,-769,-537,521
2015-01-08,87000.0,86600.0,3987.0,292.56,272,840,-1112
2015-01-09,87000.0,87800.0,2357.0,296.61,-1207,1020,187
2015-01-12,87000.0,88800.0,4486.0,299.99,-1182,-336,1518
2015-01-13,87700.0,88800.0,4787.0,299.99,-471,-1002,1683
2015-01-14,88100.0,89000.0,7061.0,300.67,-715,250,1976
2015-01-15,88100.0,88900.0,2488.0,300.33,233,202,-435
2015-01-16,88200.0,87200.0,3380.0,294.58,1022,-458,-564
2015-01-19,87200.0,87700.0,4984.0,296.27,-287,-848,1135
2015-01-20,87700.0,89000.0,6413.0,300.67,-1111,507,1804
2015-01-21,87700.0,88100.0,4650.0,297.63,-417,-1796,2213
2015-01-22,88300.0,88200.0,3992.0,297.96,-510,-1190,1700
2015-01-23,87700.0,89500.0,4551.0,302.35,9,745,220
2015-01-26,89500.0,89500.0,1183.0,302.35,224,-90,-134
2015-01-27,89600.0,90000.0,5280.0,304.04,729,-134,-595
2015-01-28,91200.0,95100.0,14871.0,321.27,-1939,-3163,5102
2015-01-29,95500.0,92400.0,7329.0,312.15,549,272,-821
2015-01-30,92600.0,94600.0,10273.0,319.58,-4410,1112,3298
2015-02-02,93400.0,92500.0,7180.0,312.49,-1235,1724,-489
2015-02-03,92300.0,93400.0,5227.0,315.53,-1260,1256,4
2015-02-04,92700.0,93500.0,5557.0,315.87,-2402,2085,317
