Symbol,»ï¾çÈ¦µù½º_½Ã°¡(¿ø),»ï¾çÈ¦µù½º_Á¾°¡(¿ø),»ï¾çÈ¦µù½º_°Å·¡·®(ÁÖ),»ï¾çÈ¦µù½º_PER(IFRS-¿¬°á),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(°³ÀÎ)(ÁÖ),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(±â°ü°è)(ÁÖ),»ï¾çÈ¦µù½º_¼ø¸Å¼ö¼ö·®(¿Ü±¹ÀÎ°è)(ÁÖ)
2001-10-31,14300.0,14500.0,10080.0,2.92,-1930,-600,0
2001-11-01,14600.0,14500.0,8590.0,2.92,-5470,2260,0
2001-11-02,14650.0,14800.0,28660.0,2.98,-8260,15190,2510
2001-11-05,14800.0,15950.0,61600.0,3.21,-20860,26370,-1180
2001-11-06,15950.0,15650.0,18380.0,3.15,-3950,3600,0
2001-11-07,15650.0,14650.0,21470.0,2.95,11540,-6730,0
2001-11-08,14500.0,14800.0,22310.0,2.98,3960,-3320,0
2001-11-09,15000.0,14400.0,18450.0,2.9,11840,-4770,-6110
2001-11-12,14400.0,14000.0,47850.0,2.82,22070,-10560,-21510
2001-11-13,14100.0,14400.0,59260.0,2.9,2350,-12640,-8810
2001-11-14,14200.0,14350.0,42120.0,2.89,24080,-19080,-2000
2001-11-15,14500.0,13900.0,55980.0,2.8,32200,-35090,-3000
2001-11-16,13800.0,13600.0,56600.0,2.74,37410,-33370,-4800
2001-11-19,13650.0,14100.0,98700.0,2.84,13020,-25380,-2210
2001-11-20,14150.0,14200.0,59190.0,2.86,-8890,18530,-6450
2001-11-21,14250.0,14300.0,29510.0,2.88,-6610,5820,200
2001-11-22,14500.0,14850.0,41220.0,2.99,-16180,16740,-500
2001-11-23,14850.0,14200.0,70230.0,2.86,-570,10630,0
2001-11-26,14350.0,14700.0,24140.0,2.96,630,-980,0
2001-11-27,14800.0,14600.0,34400.0,2.94,-12640,13370,-920
2001-11-28,14650.0,14200.0,36090.0,2.86,-5230,7280,100
2001-11-29,14200.0,14350.0,22110.0,2.89,-6170,7650,0
2001-11-30,14700.0,15000.0,54460.0,3.02,-20340,-430,-3020
2001-12-03,15650.0,15600.0,67790.0,3.14,-2470,18630,-19790
2001-12-04,15600.0,15400.0,33410.0,3.1,-14990,7930,0
2001-12-05,15400.0,15500.0,47170.0,3.12,-2270,-3960,0
2001-12-06,15500.0,15950.0,59770.0,3.21,-26610,10130,3040
2001-12-07,15650.0,17200.0,149060.0,3.47,-65180,45020,3850
2001-12-10,18000.0,16750.0,50510.0,3.38,610,-230,-380
2001-12-11,16750.0,16350.0,21410.0,3.29,-1020,2360,-200
2001-12-12,16200.0,16900.0,79970.0,3.41,-2120,-50920,0
2001-12-13,16900.0,16000.0,92210.0,3.22,37580,-36390,260
2001-12-14,16000.0,15900.0,37400.0,3.2,14090,9020,-70
2001-12-17,16100.0,15650.0,18980.0,3.15,1840,-590,-420
2001-12-18,15900.0,15700.0,34540.0,3.16,1660,-1610,720
2001-12-19,15700.0,16000.0,43780.0,3.22,10050,-12250,1270
2001-12-20,16100.0,16600.0,54430.0,3.35,7540,-6600,0
2001-12-21,16500.0,16200.0,39980.0,3.26,-140,5080,-2450
2001-12-24,15900.0,16100.0,22740.0,3.24,-1330,1330,0
2001-12-26,15900.0,16200.0,65460.0,3.26,-10530,530,0
2001-12-27,15950.0,15700.0,27400.0,3.16,1390,-6510,140
2001-12-28,15750.0,15600.0,42270.0,3.14,5340,-10610,0
2002-01-02,15600.0,15550.0,30861.0,3.13,9311,-8271,0
2002-01-03,15600.0,16500.0,53780.0,3.33,-4401,-2199,0
2002-01-04,16500.0,16350.0,67380.0,3.29,19540,-20260,180
2002-01-07,16500.0,16700.0,65780.0,3.37,6230,-7630,-140
2002-01-08,16800.0,16400.0,58050.0,3.3,-1950,-3300,0
2002-01-09,16200.0,16000.0,36560.0,3.22,9100,-8680,0
2002-01-10,16100.0,15800.0,42540.0,3.18,19830,-15620,0
2002-01-11,15900.0,17200.0,159781.0,3.47,-62580,42580,0
2002-01-14,17700.0,17050.0,81350.0,3.44,8290,-7290,0
2002-01-15,16800.0,16700.0,99450.0,3.37,3690,15740,-300
2002-01-16,16750.0,17200.0,98296.0,3.47,-16170,16170,0
2002-01-17,17200.0,17200.0,62284.0,3.47,-4610,4020,450
2002-01-18,17200.0,17200.0,33720.0,3.47,-6510,6540,70
2002-01-21,17200.0,17000.0,21587.0,3.43,-4643,4083,360
2002-01-22,17250.0,18300.0,66480.0,3.69,-29870,30090,0
2002-01-23,17300.0,18300.0,101360.0,3.69,-14300,14100,60
2002-01-24,17900.0,18600.0,181420.0,3.75,-640,-650,840
2002-01-25,18700.0,20400.0,152820.0,4.11,-80980,28000,2640
2002-01-28,20400.0,20500.0,64280.0,4.13,-2410,-7170,0
2002-01-29,20500.0,20800.0,49160.0,4.19,-12360,11670,120
2002-01-30,20400.0,19650.0,39300.0,3.96,1540,-1440,0
2002-01-31,20000.0,20400.0,72800.0,4.11,-3110,-5310,0
2002-02-01,20000.0,19400.0,39590.0,3.91,2600,-2400,0
2002-02-04,19500.0,19900.0,49250.0,4.01,-990,1050,0
2002-02-05,19500.0,20850.0,136913.0,4.2,-15967,17047,0
2002-02-06,21800.0,21350.0,60487.0,4.3,2550,-2600,0
2002-02-07,21300.0,22000.0,81151.0,4.43,-6550,6560,0
2002-02-08,22300.0,21450.0,29890.0,4.32,2990,-2580,-410
2002-02-14,21450.0,21650.0,68375.0,4.36,19960,-4390,-4130
2002-02-15,21850.0,21500.0,81383.0,4.33,12380,-12480,250
2002-02-18,21700.0,21200.0,46387.0,4.27,14631,-15091,750
2002-02-19,21900.0,20550.0,61571.0,4.14,20900,-17360,0
2002-02-20,20500.0,20900.0,37992.0,4.21,2742,-1692,-1000
2002-02-21,21500.0,21500.0,23050.0,4.33,-8450,8380,0
2002-02-22,21500.0,21700.0,30024.0,4.37,-5624,12500,30
2002-02-25,21900.0,23000.0,75550.0,4.63,-11067,6907,0
2002-02-26,23400.0,24900.0,147850.0,5.02,-55690,60370,5000
2002-02-27,25100.0,26000.0,92474.0,5.24,-7470,16800,240
2002-02-28,26000.0,24900.0,90104.0,5.02,4576,-5110,370
2002-03-04,25050.0,24350.0,83868.0,4.91,20380,-20820,-120
2002-03-05,24400.0,23650.0,65706.0,4.77,19930,-19360,0
2002-03-06,24000.0,23550.0,49511.0,4.75,11280,1270,-520
2002-03-07,23750.0,23900.0,190730.0,4.82,57311,-33811,-500
2002-03-08,23900.0,24250.0,65218.0,4.89,-4730,2930,-11500
2002-03-11,24300.0,23900.0,32635.0,4.82,3099,-2549,0
2002-03-12,23600.0,23900.0,41116.0,4.82,5390,-260,0
2002-03-13,23900.0,24950.0,80600.0,5.03,-8490,13610,-2900
2002-03-14,25500.0,25400.0,71240.0,5.12,-16430,15480,1270
2002-03-15,25300.0,25500.0,69640.0,5.14,5630,-3900,0
2002-03-18,25500.0,25350.0,65570.0,5.11,13220,-12000,0
2002-03-19,25500.0,25800.0,132270.0,5.2,-340,3510,3200
2002-03-20,26300.0,27400.0,189984.0,5.52,8566,-8326,0
2002-03-21,27400.0,28000.0,92420.0,5.64,1090,2710,0
2002-03-22,27950.0,27800.0,83376.0,5.6,-4980,20890,0
2002-03-25,27400.0,26000.0,140578.0,5.24,-21040,33690,400
2002-03-26,29900.0,26500.0,257001.0,5.34,30464,-29824,1460
2002-03-27,26900.0,25800.0,77994.0,5.2,-1190,3980,-3200
2002-03-28,25900.0,26700.0,76390.0,5.38,-11430,8340,0
2002-03-29,26450.0,25650.0,53976.0,5.17,1120,-1680,-10
2002-04-01,25300.0,23800.0,75030.0,4.8,10050,-3720,-5300
2002-04-02,23800.0,23800.0,42106.0,4.8,-7760,5750,1200
2002-04-03,24000.0,24100.0,56370.0,4.86,24790,-21210,-500
2002-04-04,24100.0,24350.0,34911.0,4.91,5871,3469,-11340
2002-04-08,24500.0,23250.0,51350.0,4.69,16900,-10970,-5840
2002-04-09,23300.0,23250.0,28294.0,4.69,-8250,5050,3300
2002-04-10,23150.0,22400.0,37446.0,4.51,-6810,6780,0
2002-04-11,22700.0,22750.0,59665.0,4.58,-6220,10380,-3440
2002-04-12,22800.0,24250.0,85988.0,4.89,-17340,2640,0
2002-04-15,24350.0,24600.0,82730.0,4.96,-5390,5060,0
2002-04-16,24200.0,24750.0,43480.0,4.99,-6530,1480,2900
2002-04-17,25000.0,24550.0,43627.0,4.95,290,-1730,360
2002-04-18,25000.0,24600.0,30900.0,4.96,540,3110,0
2002-04-19,24200.0,24500.0,99502.0,4.94,6960,-7250,0
2002-04-22,24400.0,23700.0,40460.0,4.78,-5040,4370,0
2002-04-23,24000.0,22900.0,46260.0,4.61,17620,-17540,0
2002-04-24,23150.0,22600.0,28871.0,4.55,-7030,3740,0
2002-04-25,22600.0,22200.0,24865.0,4.47,-6770,6110,140
2002-04-26,22200.0,23000.0,14300.0,4.63,-8210,7920,0
2002-04-29,23250.0,22450.0,13110.0,4.52,2910,-2710,0
2002-04-30,22150.0,21700.0,33680.0,4.37,-1260,1200,0
2002-05-02,22100.0,22400.0,30320.0,4.51,2960,-3850,1100
2002-05-03,22100.0,22500.0,22350.0,4.53,2010,-1410,0
2002-05-06,22800.0,22000.0,27875.0,4.43,3980,3830,-7800
2002-05-07,21450.0,21700.0,25582.0,4.37,-480,8160,-7650
2002-05-08,21950.0,22100.0,16170.0,4.45,2310,1960,-4350
2002-05-09,23200.0,22000.0,32360.0,4.43,1570,-1170,-500
2002-05-10,22000.0,21800.0,11650.0,4.39,950,-1100,0
2002-05-13,21800.0,21800.0,8140.0,4.39,-2630,2320,200
2002-05-14,21900.0,22350.0,19506.0,4.5,-5492,2222,-2292
2002-05-15,22500.0,22800.0,18190.0,4.59,-8240,7780,0
2002-05-16,23050.0,22200.0,21773.0,4.47,3160,-3330,0
2002-05-17,22450.0,22500.0,29014.0,4.53,4500,-5380,0
2002-05-20,22550.0,22000.0,19719.0,4.43,12329,-11770,-9
2002-05-21,22150.0,21850.0,20500.0,4.4,-7290,7060,400
2002-05-22,21900.0,21800.0,28140.0,4.39,10180,-10070,0
2002-05-23,21900.0,20800.0,44940.0,4.19,16890,-16180,0
2002-05-24,20950.0,21400.0,51250.0,4.31,-11300,12000,0
2002-05-27,21500.0,21350.0,14273.0,4.3,120,-170,0
2002-05-28,21500.0,21250.0,10762.0,4.28,-4570,4470,0
2002-05-29,21400.0,20400.0,36810.0,4.11,6470,-2550,0
2002-05-30,20100.0,19900.0,16320.0,4.01,960,-1040,0
2002-05-31,20050.0,18550.0,56740.0,3.74,16600,-18930,0
2002-06-03,18600.0,18300.0,37764.0,3.69,14710,-16420,-40
2002-06-04,17850.0,18200.0,32500.0,3.67,8400,-8280,0
2002-06-05,18200.0,18500.0,22210.0,3.73,80,-80,0
2002-06-07,18350.0,17900.0,32394.0,3.61,11390,-1310,-9930
2002-06-10,17750.0,18000.0,21622.0,3.63,7022,1228,-8090
2002-06-11,18300.0,18000.0,50150.0,3.63,26790,-10790,-14000
2002-06-12,17900.0,18950.0,67510.0,3.82,7990,7300,-14910
2002-06-14,18850.0,18950.0,46006.0,3.82,5670,4780,-10580
2002-06-17,19400.0,19150.0,38222.0,3.86,7550,1960,-9480
2002-06-18,19150.0,19250.0,29850.0,3.88,11560,-1360,-10200
2002-06-19,19300.0,18650.0,63996.0,3.76,-23120,-3290,26330
2002-06-20,17800.0,18350.0,55376.0,3.7,746,2514,-3390
2002-06-21,18350.0,18800.0,25350.0,3.79,-1740,2400,-800
2002-06-24,18800.0,18350.0,26620.0,3.7,-500,370,0
2002-06-25,18800.0,18350.0,61852.0,3.7,18372,-12922,-5670
2002-06-26,18000.0,17400.0,43510.0,3.51,-15570,16540,0
2002-06-27,17200.0,16600.0,34185.0,3.35,-9685,9405,0
2002-06-28,16600.0,17450.0,16870.0,3.52,-4730,4600,-130
2002-07-02,16900.0,16850.0,29710.0,3.45,6250,-3760,-2840
2002-07-03,16850.0,17350.0,36230.0,3.55,-8200,-2570,10640
2002-07-04,17600.0,17600.0,25750.0,3.6,5420,-5420,0
2002-07-05,18000.0,19000.0,75910.0,3.89,-11940,11410,0
2002-07-08,19500.0,18800.0,61930.0,3.84,2540,-2140,0
2002-07-09,19000.0,20200.0,119248.0,4.13,-20650,20990,0
2002-07-10,19850.0,20600.0,51220.0,4.21,-8290,6890,0
2002-07-11,20200.0,19550.0,64310.0,4.0,-8820,8800,-120
2002-07-12,20300.0,21150.0,71920.0,4.33,-10030,8550,0
2002-07-15,20950.0,21800.0,102610.0,4.46,-30330,30400,0
2002-07-16,22150.0,22800.0,181926.0,4.66,-60210,51850,0
2002-07-18,22800.0,22800.0,99340.0,4.66,620,610,0
2002-07-19,22300.0,21500.0,69601.0,4.4,36790,-35020,-810
2002-07-22,20950.0,20150.0,40631.0,4.12,-11070,15690,-4820
2002-07-23,20050.0,21300.0,31500.0,4.36,-12240,11100,1110
2002-07-24,20700.0,20750.0,16770.0,4.24,-260,-1930,2190
2002-07-25,21950.0,20300.0,52010.0,4.15,18960,-22660,3700
2002-07-26,20100.0,20000.0,37610.0,4.09,5760,-6760,1000
2002-07-29,20350.0,20000.0,20300.0,4.09,-2070,-60,2000
2002-07-30,20750.0,20400.0,33602.0,4.17,3510,-3530,0
2002-07-31,20300.0,19500.0,42220.0,3.99,21970,-21620,0
2002-08-01,20100.0,19000.0,27000.0,3.89,-4100,4770,-80
2002-08-02,19000.0,19650.0,22065.0,4.02,-8220,8170,0
2002-08-05,19100.0,19000.0,13396.0,3.89,1120,-730,0
2002-08-06,18300.0,19100.0,32560.0,3.91,-9460,15040,-6100
2002-08-07,19500.0,19000.0,32435.0,3.89,1700,-1570,0
2002-08-08,19000.0,18400.0,28200.0,3.76,20910,-20110,-130
2002-08-09,18750.0,18500.0,31790.0,3.78,11930,-11930,0
2002-08-12,18500.0,18300.0,11660.0,3.74,-340,340,0
2002-08-13,18500.0,18600.0,8530.0,3.8,-350,350,0
2002-08-14,18250.0,18700.0,15345.0,3.82,-6330,6300,0
2002-08-16,19000.0,19200.0,26475.0,3.93,7030,-7050,0
2002-08-19,19200.0,19300.0,15180.0,3.95,640,-640,0
2002-08-20,19400.0,19700.0,30480.0,4.03,-9620,9170,0
2002-08-21,19800.0,19600.0,23390.0,4.01,2410,-2530,0
2002-08-22,19600.0,19800.0,29940.0,4.05,7670,-7620,30
2002-08-23,20150.0,20650.0,124170.0,4.22,1540,3440,-5000
2002-08-26,20800.0,21250.0,59570.0,4.35,7470,-7400,0
2002-08-27,21200.0,20900.0,32504.0,4.27,-1100,1180,0
2002-08-28,20800.0,21300.0,141500.0,4.36,23150,-5840,-1550
2002-08-29,21500.0,20800.0,175345.0,4.25,23110,-14660,-8450
2002-08-30,21300.0,20500.0,96360.0,4.19,16360,-16420,0
2002-09-02,20900.0,20700.0,126790.0,4.23,33791,-33751,0
2002-09-03,20500.0,20450.0,53210.0,4.18,-7350,7350,0
2002-09-04,20200.0,20300.0,42510.0,4.15,1810,-1780,-30
2002-09-05,20300.0,20700.0,57334.0,4.23,1740,-800,0
2002-09-06,20700.0,20400.0,31080.0,4.17,-2760,2960,0
2002-09-09,20900.0,21000.0,158175.0,4.29,-15400,12400,0
2002-09-10,21600.0,21500.0,65200.0,4.4,1580,-3300,2080
2002-09-11,21900.0,21650.0,55670.0,4.43,-4660,4640,20
2002-09-12,21250.0,21450.0,51152.0,4.39,-8237,6020,1797
2002-09-13,21350.0,20500.0,37990.0,4.19,12978,-12978,40
2002-09-16,20600.0,20150.0,25301.0,4.12,1230,-2070,840
2002-09-17,20350.0,20500.0,30770.0,4.19,-2300,1050,1290
2002-09-18,20150.0,20750.0,67040.0,4.24,12800,-21490,0
2002-09-19,20800.0,21600.0,78765.0,4.42,-23410,11320,-20
2002-09-23,21400.0,21150.0,26453.0,4.33,7740,-2020,0
2002-09-24,21000.0,21500.0,33958.0,4.4,5480,-5560,0
2002-09-25,21300.0,21000.0,50728.0,4.29,5761,-5761,0
2002-09-26,21350.0,22000.0,119114.0,4.5,9374,616,0
2002-09-27,22000.0,22800.0,160160.0,4.66,-6850,7080,-10
2002-09-30,22400.0,22050.0,84640.0,4.51,-14040,10720,2100
2002-10-01,21800.0,22850.0,78644.0,4.67,-17078,19718,0
2002-10-02,23000.0,23400.0,101171.0,4.79,10180,-6150,-3390
2002-10-04,23400.0,23400.0,50980.0,4.79,-5220,4580,0
2002-10-07,23000.0,21850.0,60130.0,4.47,-710,640,-20
2002-10-08,21800.0,22500.0,39922.0,4.6,-16790,16800,-10
2002-10-09,22900.0,21050.0,50660.0,4.3,-139,-1891,0
2002-10-10,20750.0,19600.0,86460.0,4.01,-15020,15470,-820
2002-10-11,20100.0,19150.0,54781.0,3.92,-5420,-15050,230
2002-10-14,19450.0,19700.0,87477.0,4.03,21737,-24137,0
2002-10-15,20200.0,20000.0,33751.0,4.09,-4440,4520,-780
2002-10-16,20750.0,20000.0,46690.0,4.09,12190,-6750,-5340
2002-10-17,19750.0,20050.0,36120.0,4.1,6490,-8050,500
2002-10-18,20350.0,21450.0,106331.0,4.39,-14080,33810,440
2002-10-21,21000.0,21500.0,29872.0,4.4,1970,-1370,-430
2002-10-22,21600.0,21300.0,28578.0,4.36,2664,-424,-10
2002-10-23,21000.0,21900.0,30700.0,4.48,-15500,15110,0
2002-10-24,21900.0,21350.0,24390.0,4.37,13630,-13710,0
2002-10-25,21300.0,21500.0,22520.0,4.4,-11300,12790,300
2002-10-28,21500.0,21700.0,24704.0,4.44,-460,530,-200
2002-10-29,21800.0,21350.0,12280.0,4.37,-910,670,0
2002-10-30,21600.0,20700.0,19270.0,4.23,-1560,360,-10
2002-10-31,20700.0,20700.0,23280.0,4.23,-6930,6940,-10
2002-11-01,20450.0,20100.0,17555.0,4.11,5650,2770,-8460
2002-11-04,20800.0,21000.0,21840.0,4.29,-15490,8870,6950
2002-11-05,21100.0,20400.0,17590.0,4.17,5040,-11500,5830
2002-11-06,20800.0,21000.0,34725.0,4.29,-7445,-3195,11000
2002-11-07,21200.0,21150.0,40960.0,4.33,8080,-21520,13530
2002-11-08,21000.0,20750.0,21560.0,4.24,5480,-5510,0
2002-11-11,20500.0,20250.0,13190.0,4.14,5190,-7180,0
2002-11-12,20150.0,20400.0,15400.0,4.17,-3490,4150,-620
2002-11-13,20850.0,20300.0,17320.0,4.15,9380,-6740,-2560
2002-11-14,20100.0,20350.0,10113.0,4.16,-730,-1780,2580
2002-11-15,20500.0,20500.0,23152.0,4.19,2490,-1390,-1100
2002-11-18,20400.0,20050.0,25873.0,4.1,12318,-11318,-280
2002-11-19,20350.0,20150.0,27538.0,4.12,8334,1306,0
2002-11-20,20250.0,21100.0,94358.0,4.31,-3999,23799,-20
2002-11-21,21500.0,21650.0,58750.0,4.43,-27770,5310,0
2002-11-22,21750.0,22200.0,66420.0,4.54,-23770,11900,50
2002-11-25,22000.0,22000.0,27116.0,4.5,-509,1609,930
2002-11-26,22000.0,21900.0,76764.0,4.48,-1020,-7900,0
2002-11-27,21650.0,21600.0,19867.0,4.42,-600,240,860
2002-11-28,21550.0,21950.0,30490.0,4.49,3780,-7390,380
2002-11-29,21750.0,21650.0,25112.0,4.43,8563,-10230,107
2002-12-02,21700.0,21700.0,33150.0,4.44,12824,-10324,200
2002-12-03,21900.0,21750.0,57770.0,4.45,22820,-24720,620
2002-12-04,21500.0,20900.0,53840.0,4.27,-3750,4240,-3870
2002-12-05,20650.0,20850.0,35380.0,4.26,-3581,3421,-40
2002-12-06,20650.0,20800.0,25718.0,4.25,1828,-4038,-360
2002-12-09,20750.0,20700.0,15690.0,4.23,1470,-1360,30
2002-12-10,20650.0,20600.0,23680.0,4.21,12070,-12070,0
2002-12-11,20700.0,20450.0,26830.0,4.18,6814,-6774,0
2002-12-12,20750.0,20450.0,58930.0,4.18,11910,-13230,960
2002-12-13,20700.0,21000.0,65632.0,4.29,6530,-5870,0
2002-12-16,21000.0,20950.0,25030.0,4.28,2820,-4540,0
2002-12-17,21000.0,21000.0,22120.0,4.29,-8480,6580,-20
2002-12-18,20700.0,20800.0,18297.0,4.25,5140,-130,-10
2002-12-20,20600.0,20600.0,33940.0,4.21,7180,-5170,-10
2002-12-23,20650.0,20550.0,28510.0,4.2,-6680,6300,0
2002-12-24,20300.0,20350.0,28080.0,4.16,320,4590,0
2002-12-26,20050.0,20050.0,51230.0,4.1,-1700,7330,20
2002-12-27,19750.0,19500.0,16230.0,3.99,4320,1190,-1350
2002-12-30,19400.0,19700.0,39200.0,4.03,-11150,11630,-1330
2003-01-02,19150.0,19000.0,24880.0,6.54,17540,-15490,-1790
2003-01-03,19350.0,18950.0,56623.0,6.52,24040,-13470,-100
2003-01-06,19100.0,18500.0,33230.0,6.37,3520,-2980,-500
2003-01-07,18750.0,18600.0,39380.0,6.4,7290,-7130,-20
2003-01-08,18500.0,18300.0,18870.0,6.3,5210,-3670,-1970
2003-01-09,18450.0,17500.0,53910.0,6.02,22690,-20810,-4310
2003-01-10,17800.0,17600.0,52150.0,6.06,-7540,7310,80
2003-01-13,17500.0,18500.0,25370.0,6.37,-14960,15870,30
2003-01-14,18500.0,18350.0,16210.0,6.31,6580,-1660,-4960
2003-01-15,18400.0,18350.0,18660.0,6.31,1020,-3510,120
2003-01-16,17900.0,18500.0,18260.0,6.37,-5450,3130,100
2003-01-17,18150.0,17800.0,18120.0,6.12,-2780,-2100,120
2003-01-20,17500.0,17700.0,12890.0,6.09,860,-900,40
2003-01-21,17650.0,17300.0,21441.0,5.95,14610,-12600,-500
2003-01-22,17100.0,16600.0,40620.0,5.71,29810,-20940,-180
2003-01-23,16650.0,17100.0,21810.0,5.88,-9320,8920,280
2003-01-24,17000.0,17200.0,29450.0,5.92,-7380,1920,380
2003-01-27,16600.0,16800.0,14630.0,5.78,2140,-1890,0
2003-01-28,16500.0,16850.0,14143.0,5.8,-3670,2270,1400
2003-01-29,16850.0,16650.0,20030.0,5.73,-460,-4310,3300
2003-01-30,16500.0,16700.0,17590.0,5.75,-2880,2990,-110
2003-02-03,16500.0,17200.0,24680.0,5.92,-11000,11030,-20
2003-02-04,17000.0,17000.0,9310.0,5.85,1780,220,-480
2003-02-05,17000.0,17100.0,10880.0,5.88,-1640,-360,0
2003-02-06,17100.0,16950.0,12750.0,5.83,-7670,7640,-10
2003-02-07,16700.0,16850.0,5700.0,5.8,-460,440,0
2003-02-10,16600.0,17300.0,12620.0,5.95,-8410,8210,0
2003-02-11,17300.0,17050.0,23732.0,5.87,22,-8732,0
2003-02-12,16900.0,16750.0,14007.0,5.76,7407,-11267,-140
2003-02-13,16900.0,17050.0,16023.0,5.87,-4080,4520,0
2003-02-14,16850.0,16800.0,4548.0,5.78,448,-358,20
2003-02-17,17100.0,17550.0,33671.0,6.04,2050,1270,890
2003-02-18,17550.0,17600.0,15200.0,6.06,-1380,1370,0
2003-02-19,17950.0,17600.0,15260.0,6.06,260,-620,360
2003-02-20,17650.0,17300.0,57887.0,5.95,11610,-11620,10
2003-02-21,17100.0,17150.0,34430.0,5.9,3800,-3810,10
2003-02-24,17100.0,17150.0,46370.0,5.9,20820,-22980,1030
2003-02-25,17200.0,16800.0,21820.0,5.78,-3090,-1380,160
2003-02-26,17100.0,16750.0,11760.0,5.76,170,-270,130
2003-02-27,16150.0,16600.0,22750.0,5.71,-2410,-2140,-420
2003-02-28,16650.0,16850.0,9850.0,5.8,-2240,2420,-380
2003-03-03,16800.0,17100.0,14420.0,5.88,-9590,9230,420
2003-03-04,16850.0,16400.0,21210.0,5.64,-3980,-4990,0
2003-03-05,16300.0,16200.0,24090.0,5.57,-3918,938,-350
2003-03-06,16300.0,15850.0,9694.0,5.45,-1010,1060,0
2003-03-07,15800.0,14950.0,43150.0,5.14,8320,-5010,560
2003-03-10,15200.0,15700.0,16850.0,5.4,-9530,5620,0
2003-03-11,15200.0,15200.0,12411.0,5.23,-2000,-1120,0
2003-03-12,15100.0,15250.0,20961.0,5.25,-3530,3220,0
2003-03-13,15300.0,15100.0,42271.0,5.2,-8190,7390,-1860
2003-03-14,15250.0,15300.0,40951.0,5.26,-3800,3170,0
2003-03-17,15300.0,15000.0,28151.0,5.16,-20240,17980,0
2003-03-18,15200.0,15500.0,21725.0,5.33,-4638,4918,0
2003-03-19,15800.0,15500.0,8112.0,5.33,2340,-2190,0
2003-03-20,15550.0,15650.0,52380.0,5.39,1900,3000,10
2003-03-21,15850.0,16250.0,37666.0,5.59,8818,1652,-10
2003-03-24,16400.0,15900.0,19130.0,5.47,5370,-2430,40
2003-03-25,15250.0,15700.0,17500.0,5.4,-12880,10170,200
2003-03-26,15500.0,15400.0,101520.0,5.3,69340,-72640,300
2003-03-27,15500.0,14900.0,84140.0,5.13,49000,-54150,220
2003-03-28,14950.0,14900.0,67242.0,5.13,21814,-2344,-160
2003-03-31,14750.0,14750.0,35244.0,5.08,-4000,4140,-340
2003-04-01,14500.0,14750.0,36690.0,5.08,4420,730,-140
2003-04-02,14850.0,15300.0,41598.0,5.26,-1272,1392,0
2003-04-03,15500.0,15600.0,67940.0,5.37,-45120,44370,170
2003-04-04,15300.0,15850.0,44019.0,5.45,-10970,7110,530
2003-04-07,16000.0,16500.0,58730.0,5.68,4370,1500,1020
2003-04-08,16350.0,16400.0,54519.0,5.64,11830,-3810,1710
2003-04-09,16150.0,16200.0,26977.0,5.57,-2212,162,340
2003-04-10,16100.0,16500.0,70898.0,5.68,1653,5187,4770
2003-04-11,16400.0,16950.0,66320.0,5.83,-28190,26370,810
2003-04-14,17200.0,17250.0,30061.0,5.94,-10360,8880,800
2003-04-15,17350.0,17400.0,72220.0,5.99,-14100,32710,400
2003-04-16,17600.0,17500.0,47483.0,6.02,-4063,5833,690
2003-04-17,17250.0,17700.0,57780.0,6.09,-15580,2440,190
2003-04-18,17750.0,18100.0,48416.0,6.23,1130,-4420,380
2003-04-21,18100.0,17800.0,22680.0,6.12,-4370,4570,-90
2003-04-22,18000.0,17450.0,40671.0,6.0,620,-3900,60
2003-04-23,17500.0,17400.0,26767.0,5.99,-4813,3433,610
2003-04-24,17450.0,17400.0,22430.0,5.99,-5370,5570,0
2003-04-25,17150.0,16550.0,36781.0,5.69,2530,-3350,600
2003-04-28,16550.0,16650.0,23800.0,5.73,-6520,6520,0
2003-04-29,16750.0,17500.0,35142.0,6.02,-15410,7830,770
2003-04-30,17550.0,17700.0,31030.0,6.09,-15760,15020,1000
2003-05-02,17750.0,17700.0,47250.0,6.09,7140,-4780,-10
2003-05-06,17600.0,17650.0,33949.0,6.07,6964,-6614,-10
2003-05-07,17700.0,18550.0,97420.0,6.38,-10410,-12460,19590
2003-05-09,18400.0,18800.0,71350.0,6.47,200,-10030,9880
2003-05-12,19000.0,18600.0,47930.0,6.4,1603,247,110
2003-05-13,18950.0,18050.0,30970.0,6.21,4710,-6470,0
2003-05-14,17900.0,18300.0,101992.0,6.3,7182,-9032,0
2003-05-15,18300.0,19200.0,50310.0,6.61,-23790,20970,1870
2003-05-16,19250.0,18800.0,38840.0,6.47,-9960,9110,0
2003-05-19,18700.0,18750.0,87020.0,6.45,-5330,7960,-2800
2003-05-20,18300.0,18750.0,36610.0,6.45,-9420,9020,-440
2003-05-21,18500.0,19100.0,46630.0,6.57,70,-1770,-1210
2003-05-22,19100.0,19100.0,68387.0,6.57,-12233,11223,-1290
2003-05-23,19250.0,19700.0,103431.0,6.78,-5590,11920,-210
2003-05-26,19800.0,20700.0,127204.0,7.12,-8706,9916,-470
2003-05-27,20700.0,20900.0,50710.0,7.19,-21380,20510,-120
2003-05-28,21000.0,21050.0,40489.0,7.24,-14959,13369,30
