Symbol,대한항공_시가(원),대한항공_종가(원),대한항공_거래량(주),대한항공_PER(IFRS-연결),대한항공_순매수수량(개인)(주),대한항공_순매수수량(기관계)(주),대한항공_순매수수량(외국인계)(주)
2001-11-07,4940.0,4940.0,1964960.0,,72110,-2410,-61280
2001-11-08,4950.0,4920.0,1436600.0,,-103560,66810,-11920
2001-11-09,4850.0,4870.0,793780.0,,234160,-227170,10420
2001-11-12,4900.0,5100.0,2304860.0,,547660,290080,-806640
2001-11-13,4890.0,5100.0,2317740.0,,-35310,117790,-75250
2001-11-14,5220.0,5430.0,4023120.0,,453450,-477290,-6660
2001-11-15,5600.0,5560.0,2073450.0,,5120,-33990,5710
2001-11-16,5960.0,6000.0,3938610.0,,-455390,-204110,702540
2001-11-19,6300.0,6790.0,5776380.0,,-1080640,-211980,1366540
2001-11-20,6800.0,6270.0,3768510.0,,52850,10240,-75200
2001-11-21,6200.0,6300.0,1488350.0,,-7790,22720,-12260
2001-11-22,6400.0,6680.0,2220860.0,,-206300,-335930,544460
2001-11-23,6590.0,6670.0,2048310.0,,-255420,402860,2250
2001-11-26,7010.0,6910.0,2490220.0,,120860,-77830,-2050
2001-11-27,6910.0,7250.0,3583560.0,,-630040,126250,516610
2001-11-28,7030.0,6710.0,2835260.0,,186240,-362020,175470
2001-11-29,6810.0,7320.0,6425940.0,,175030,-4110,-183330
2001-11-30,7430.0,7700.0,4512740.0,,-75670,-21470,105510
2001-12-03,7700.0,7850.0,3125940.0,,51980,-256820,207510
2001-12-04,7700.0,7800.0,2049940.0,,-244730,6010,258160
2001-12-05,7710.0,7750.0,2914820.0,,-294280,175140,116720
2001-12-06,7920.0,8910.0,9386790.0,,-198530,-257420,462850
2001-12-07,9300.0,8840.0,8012460.0,,203830,55230,-253270
2001-12-10,8500.0,8100.0,3815320.0,,516430,-35460,-481930
2001-12-11,7900.0,8420.0,3154900.0,,-234460,57150,148170
2001-12-12,8100.0,8120.0,1643270.0,,-62430,128210,-98770
2001-12-13,8120.0,8250.0,1913480.0,,166660,-198480,45470
2001-12-14,8100.0,8080.0,863350.0,,-48310,61730,-6060
2001-12-17,8000.0,7350.0,1855370.0,,570740,6020,-573630
2001-12-18,7480.0,7210.0,1187560.0,,112830,-105760,-28040
2001-12-19,7350.0,8000.0,1719490.0,,-32020,38860,-12540
2001-12-20,7900.0,7920.0,2579320.0,,-158950,134360,10
2001-12-21,7600.0,7800.0,2469110.0,,5100,32390,-55720
2001-12-24,7800.0,7800.0,1184580.0,,-290250,129990,159700
2001-12-26,7850.0,7740.0,743690.0,,44770,-38180,-8500
2001-12-27,7740.0,7800.0,1079370.0,,46340,-228780,182950
2001-12-28,7920.0,8120.0,1610590.0,,-250590,250150,23100
2002-01-02,8500.0,8460.0,1480277.0,,-137437,168387,-30770
2002-01-03,8520.0,8400.0,1177894.0,,-209166,140906,61500
2002-01-04,8530.0,8600.0,1520122.0,,-103130,69380,31280
2002-01-07,8650.0,9190.0,3288306.0,,-648190,275100,376560
2002-01-08,9250.0,9000.0,2125088.0,,-115272,32662,69960
2002-01-09,9000.0,9100.0,1366186.0,,50110,-89570,2290
2002-01-10,9000.0,8710.0,1703834.0,,370400,-158770,-225580
2002-01-11,8810.0,8670.0,1111738.0,,-142310,37540,-4010
2002-01-14,8500.0,8800.0,1102900.0,,-160710,97970,68560
2002-01-15,8550.0,8660.0,612705.0,,-157550,131800,24770
2002-01-16,8990.0,9840.0,9999477.0,,-353460,209330,160970
2002-01-17,9850.0,10500.0,9199442.0,,-1234970,61450,1181830
2002-01-18,10000.0,10400.0,4087250.0,,-520315,62145,447410
2002-01-21,10500.0,11300.0,7390104.0,,-9117,-97293,170160
2002-01-22,11000.0,11000.0,5113437.0,,-138300,74770,52100
2002-01-23,11300.0,11200.0,2614707.0,,-89354,25660,55284
2002-01-24,11300.0,12000.0,5060044.0,,-552150,48030,501420
2002-01-25,12250.0,12500.0,8233139.0,,-599570,72400,467390
2002-01-28,13000.0,12650.0,2050320.0,,-77030,39640,11600
2002-01-29,12800.0,12850.0,1559693.0,,-87780,68660,1760
2002-01-30,12100.0,12000.0,1476461.0,,149410,26820,-122980
2002-01-31,12200.0,12100.0,958612.0,,21120,-11390,-7530
2002-02-01,11950.0,11300.0,1915607.0,,284170,10630,-293500
2002-02-04,11000.0,10800.0,1228434.0,,37450,-400,-35270
2002-02-05,10500.0,12150.0,2987763.0,,-343610,71130,270340
2002-02-06,11800.0,11500.0,2934255.0,,495010,142820,-640260
2002-02-07,11300.0,11300.0,989884.0,,-124546,67996,56130
2002-02-08,11700.0,11550.0,1073602.0,,-115000,151140,-29560
2002-02-14,12000.0,12500.0,2281515.0,,-372040,41540,318840
2002-02-15,12400.0,12700.0,1749622.0,,11293,-79853,55950
2002-02-18,12900.0,13800.0,3528326.0,,-385658,-215952,610650
2002-02-19,13850.0,13850.0,2567072.0,,-377541,90241,241820
2002-02-20,14000.0,14450.0,2515644.0,,-410590,-3280,430630
2002-02-21,15000.0,16250.0,5032252.0,,-824380,-170170,1058730
2002-02-22,16250.0,15200.0,3478198.0,,582010,-138900,-429780
2002-02-25,15500.0,15200.0,1355892.0,,-5400,131220,-97920
2002-02-26,15500.0,15600.0,1779988.0,,-32315,174095,-32890
2002-02-27,15600.0,16850.0,2551690.0,,-423937,134747,409770
2002-02-28,17300.0,16650.0,2319648.0,,131698,28350,-132048
2002-03-04,17400.0,16950.0,1287886.0,,-128430,125750,88050
2002-03-05,17000.0,17200.0,2014085.0,,-84285,17205,105340
2002-03-06,17000.0,17100.0,1463017.0,,-69687,-95443,159190
2002-03-07,17600.0,16450.0,1042628.0,,63437,18933,-71870
2002-03-08,16150.0,16700.0,1272136.0,,76098,90932,-206870
2002-03-11,16500.0,16100.0,1081169.0,,115040,80370,-206810
2002-03-12,15700.0,16300.0,1075726.0,,-76250,194320,-120880
2002-03-13,15900.0,16500.0,1185212.0,,142884,-186724,47300
2002-03-14,16500.0,17200.0,1384819.0,,-37650,3310,4720
2002-03-15,17200.0,17700.0,1927561.0,,-103149,78939,27040
2002-03-18,18000.0,17300.0,1243148.0,,24830,3190,-41000
2002-03-19,17300.0,17450.0,1036084.0,,51560,-25410,-49480
2002-03-20,17300.0,16650.0,1875493.0,,551518,-352798,-190730
2002-03-21,16350.0,16450.0,981832.0,,220470,14610,-212870
2002-03-22,16450.0,16550.0,900782.0,,-63330,137940,-64230
2002-03-25,16400.0,16650.0,1138414.0,,-24176,90466,-100900
2002-03-26,16800.0,18000.0,2676787.0,,-557995,181675,387690
2002-03-27,18200.0,17350.0,1794691.0,,140224,81746,-234650
2002-03-28,17700.0,17600.0,1800149.0,,-369180,373160,-111440
2002-03-29,17500.0,17400.0,788742.0,,-165690,68890,35330
2002-04-01,17200.0,16550.0,1025104.0,,-139320,163000,-32310
2002-04-02,16100.0,16950.0,867921.0,,-276970,158510,1970
2002-04-03,16500.0,15850.0,1745050.0,,533965,-55385,-618640
2002-04-04,15650.0,16050.0,1114350.0,,-55340,129290,-88350
2002-04-08,16400.0,16300.0,843541.0,,-118715,40795,59640
2002-04-09,15800.0,15300.0,994301.0,,221200,19280,-232080
2002-04-10,15300.0,14800.0,969886.0,,86530,-41710,-34370
2002-04-11,15000.0,15400.0,1187518.0,,6284,13310,-23114
2002-04-12,15150.0,15700.0,715122.0,,-110229,120860,-11451
2002-04-15,16300.0,15650.0,1133212.0,,-151810,108150,45440
2002-04-16,15650.0,16300.0,530879.0,,-164730,105650,57250
2002-04-17,17000.0,17600.0,2332891.0,,-1190160,1137380,-112560
2002-04-18,17150.0,17800.0,1369730.0,,-421840,422840,47430
2002-04-19,17800.0,17300.0,767089.0,,-52060,103920,-43500
2002-04-22,17500.0,17700.0,1021421.0,,-147710,75910,72210
2002-04-23,17200.0,17350.0,570934.0,,-55409,80829,-24100
2002-04-24,17100.0,17750.0,903320.0,,-98490,-16310,3520
2002-04-25,17950.0,17450.0,1566472.0,,-83210,167190,-52110
2002-04-26,17800.0,19500.0,4077261.0,,-607696,602396,-73890
2002-04-29,19050.0,18300.0,4430793.0,,41940,217710,-496090
2002-04-30,19000.0,20100.0,3400356.0,,-244480,2350,236630
2002-05-02,21500.0,21350.0,4421158.0,,218846,-356506,167160
2002-05-03,20500.0,20750.0,2728248.0,,245111,214929,-554180
2002-05-06,20050.0,19300.0,1699146.0,,90669,172010,-257309
2002-05-07,18600.0,20200.0,2474095.0,,-183180,74570,49880
2002-05-08,20500.0,20000.0,1499378.0,,-242700,182790,21570
2002-05-09,20500.0,19700.0,1459539.0,,235960,-6020,-217940
2002-05-10,19700.0,20150.0,1355860.0,,-157830,40550,81570
2002-05-13,19700.0,19550.0,955808.0,,-151090,141740,-15450
2002-05-14,20000.0,19200.0,1155651.0,,55610,-115860,114310
2002-05-15,19200.0,19400.0,1689742.0,,342940,-224400,-97660
2002-05-16,19400.0,19650.0,2246460.0,,200570,-16290,-53280
2002-05-17,19750.0,20700.0,2801214.0,,-563490,378550,273520
2002-05-20,21000.0,20300.0,2009575.0,,-288650,50050,214890
2002-05-21,20200.0,19700.0,1792793.0,,12240,-35030,12880
2002-05-22,20000.0,20000.0,1487270.0,,-71480,166320,18200
2002-05-23,19750.0,19050.0,1005538.0,,-36837,84220,-163
2002-05-24,19250.0,20200.0,1687060.0,,-336980,56280,277970
2002-05-27,20100.0,20350.0,1014177.0,,-217080,30390,187550
2002-05-28,20400.0,19750.0,1041179.0,,-70450,91190,-11470
2002-05-29,19350.0,19700.0,1183891.0,,-225469,-30080,255709
2002-05-30,19500.0,19250.0,1043607.0,,-166190,14090,171100
2002-05-31,19050.0,18300.0,894237.0,,-148420,102850,32920
2002-06-03,17950.0,16900.0,2387135.0,,-55790,32670,89190
2002-06-04,16200.0,16700.0,1381889.0,,35540,-162910,86390
2002-06-05,16850.0,16800.0,905144.0,,-166302,108152,52340
2002-06-07,16000.0,16300.0,994192.0,,-83162,90462,-18730
2002-06-10,16600.0,17500.0,1216966.0,,-207706,155286,50150
2002-06-11,17300.0,17750.0,695160.0,,-272460,41750,198120
2002-06-12,17550.0,17950.0,680330.0,,-102518,154068,-49380
2002-06-14,18000.0,17750.0,497661.0,,-81130,1050,78830
2002-06-17,17900.0,17350.0,324310.0,,-33030,-8970,35070
2002-06-18,17500.0,16950.0,451459.0,,-2475,10495,-20860
2002-06-19,16800.0,16150.0,1156312.0,,315350,-80500,-259220
2002-06-20,15500.0,15800.0,786824.0,,26560,-78280,61560
2002-06-21,15300.0,15200.0,705028.0,,135650,-94230,-47260
2002-06-24,14650.0,14600.0,1163591.0,,-27030,-40320,50070
2002-06-25,14600.0,15100.0,1326300.0,,-262786,-12270,267146
2002-06-26,14700.0,14050.0,1225928.0,,-107100,-71630,119710
2002-06-27,14600.0,14700.0,878260.0,,-207746,205446,-49650
2002-06-28,15100.0,15900.0,919025.0,,-57300,39980,-2670
2002-07-02,15000.0,15950.0,643425.0,,-181270,144000,1890
2002-07-03,15850.0,15700.0,564540.0,,62190,58040,-107160
2002-07-04,15900.0,16300.0,601073.0,,1478,-14328,38690
2002-07-05,16400.0,17350.0,1525525.0,,-457320,44660,423730
2002-07-08,17950.0,17800.0,1692600.0,,-370630,39210,362270
2002-07-09,18200.0,19000.0,1090913.0,,-174918,160858,15490
2002-07-10,18900.0,19200.0,1663058.0,,-5700,-26700,33660
2002-07-11,18800.0,18900.0,867391.0,,-210273,357563,-189940
2002-07-12,19000.0,18900.0,629460.0,,-91655,233740,-141230
2002-07-15,18200.0,18650.0,575115.0,,-55565,82635,-53300
2002-07-16,18650.0,18500.0,666936.0,,-64190,-7360,-16000
2002-07-18,18700.0,18500.0,317858.0,,-76327,91507,-39620
2002-07-19,18300.0,19000.0,1027973.0,,-241100,-51240,327200
2002-07-22,18500.0,17850.0,559591.0,,-76550,84590,-32780
2002-07-23,17850.0,18650.0,795521.0,,-245360,53440,193160
2002-07-24,18150.0,18000.0,625245.0,,71880,-81590,-450
2002-07-25,18700.0,18000.0,424460.0,,-94440,69340,5640
2002-07-26,17800.0,17300.0,452444.0,,-56650,113940,-56940
2002-07-29,17300.0,17400.0,285534.0,,-47300,38240,1960
2002-07-30,17700.0,17600.0,342830.0,,-48360,125000,-4130
2002-07-31,18000.0,18150.0,350510.0,,-117920,64160,23430
2002-08-01,18250.0,17950.0,206749.0,,-63726,44556,-1170
2002-08-02,18000.0,18500.0,582322.0,,-210780,86050,119140
2002-08-05,18500.0,17500.0,754829.0,,10630,-191680,207900
2002-08-06,17500.0,17550.0,626707.0,,-73330,46980,28370
2002-08-07,17750.0,16750.0,708260.0,,139090,152730,-294270
2002-08-08,16750.0,16550.0,855820.0,,174790,127310,-322790
2002-08-09,16600.0,15950.0,571070.0,,134490,-74190,-57520
2002-08-12,16100.0,15800.0,282500.0,,2950,16940,-15890
2002-08-13,15800.0,16450.0,387577.0,,-83395,65265,2130
2002-08-14,16200.0,17000.0,488536.0,,-160550,31780,128100
2002-08-16,17300.0,16850.0,603397.0,,124503,-68043,-109390
2002-08-19,16700.0,16400.0,396727.0,,78630,-1810,-82270
2002-08-20,16600.0,16300.0,976332.0,,343510,-152980,-254850
2002-08-21,16000.0,15800.0,1381876.0,,724040,3080,-740020
2002-08-22,16400.0,15900.0,1407925.0,,236290,101420,-388030
2002-08-23,16000.0,16300.0,899200.0,,-303770,150110,19900
2002-08-26,16000.0,15400.0,1089449.0,,368370,-84170,-413530
2002-08-27,15300.0,15550.0,515750.0,,99790,-101050,5200
2002-08-28,15200.0,15350.0,398513.0,,-30250,33900,0
2002-08-29,15100.0,15450.0,414430.0,,-57287,-6830,20917
2002-08-30,15450.0,15700.0,639735.0,,-167218,193488,-19940
2002-09-02,15550.0,16000.0,653417.0,,-97984,135474,9340
2002-09-03,16000.0,15800.0,723911.0,,18500,-223170,176540
2002-09-04,15500.0,15350.0,478768.0,,144440,-102890,-34790
2002-09-05,15500.0,15100.0,431215.0,,104650,-118760,-4590
2002-09-06,14900.0,13500.0,1243501.0,,594300,-50210,-519630
2002-09-09,13500.0,13300.0,1058130.0,,-24458,-179042,221330
2002-09-10,13300.0,13500.0,715326.0,,-74443,35803,27110
2002-09-11,13500.0,14300.0,1022353.0,,-70480,-12060,107030
2002-09-12,14300.0,14500.0,970490.0,,-57753,-198720,298943
2002-09-13,14200.0,13900.0,387612.0,,11580,-43270,34260
2002-09-16,14050.0,13400.0,605523.0,,100262,-94192,-6990
2002-09-17,14500.0,14950.0,1845888.0,,-157380,193590,-17660
2002-09-18,14150.0,13600.0,992121.0,,426011,-123230,-287471
2002-09-19,13700.0,13400.0,561469.0,,51480,1580,-66540
2002-09-23,13050.0,12000.0,896020.0,,203130,-65220,-34490
2002-09-24,11900.0,12200.0,829083.0,,-143660,14420,139350
2002-09-25,11700.0,11500.0,1185860.0,,103330,-187910,146490
2002-09-26,12000.0,10800.0,1548099.0,,329040,-158680,-188350
2002-09-27,11000.0,11200.0,1288760.0,,-134240,138910,-6040
2002-09-30,10500.0,10500.0,695780.0,,25470,-48240,47360
2002-10-01,10300.0,10700.0,1126251.0,,374191,-62861,-323440
2002-10-02,11200.0,11300.0,1755514.0,,-400440,256490,137670
2002-10-04,11000.0,12050.0,1262180.0,,-356530,204260,184900
2002-10-07,12100.0,11800.0,829753.0,,-18520,-33750,149230
2002-10-08,11550.0,11000.0,1621008.0,,537488,234482,-797450
2002-10-09,11250.0,10700.0,725155.0,,-107207,64227,9570
2002-10-10,10400.0,10700.0,894320.0,,-60410,112440,19370
2002-10-11,11100.0,10500.0,679376.0,,-108850,93600,17190
2002-10-14,11000.0,11150.0,851145.0,,-138390,61360,90000
2002-10-15,11300.0,11550.0,787815.0,,-80610,90320,-37920
2002-10-16,12000.0,11500.0,1167565.0,,-14701,-76749,158730
2002-10-17,11750.0,12750.0,1992044.0,,-308518,-123199,390350
2002-10-18,13100.0,13150.0,1399079.0,,-157400,-88280,239470
2002-10-21,13000.0,12700.0,566380.0,,-146210,22230,122490
2002-10-22,13200.0,12200.0,1237943.0,,219759,-231049,-90300
2002-10-23,12650.0,14000.0,3165589.0,,-133680,-416130,678740
2002-10-24,14200.0,13850.0,1630888.0,,-66040,-52810,99160
2002-10-25,13600.0,13850.0,1420468.0,,-315100,190560,159860
2002-10-28,14400.0,14400.0,1571512.0,,-4920,-85640,139900
2002-10-29,14350.0,14550.0,1319099.0,,-183620,41370,140260
2002-10-30,14750.0,13900.0,952788.0,,98830,-39490,-58450
2002-10-31,14050.0,14200.0,1257338.0,,-91680,132540,-6510
2002-11-01,13950.0,13650.0,1559291.0,,300643,-365873,91940
2002-11-04,13700.0,13900.0,1266196.0,,116540,43440,-111200
2002-11-05,14050.0,13950.0,1233129.0,,-131110,20260,76870
2002-11-06,14350.0,14600.0,1640629.0,,-491300,307030,162210
2002-11-07,14900.0,14300.0,1327549.0,,-54170,-8540,123580
2002-11-08,14100.0,14200.0,667444.0,,50160,-37720,-16700
2002-11-11,14050.0,13600.0,840738.0,,216590,-36960,-174130
2002-11-12,13150.0,12900.0,1660884.0,,482410,168690,-645580
2002-11-13,13000.0,12900.0,834220.0,,-2140,-9710,20370
2002-11-14,13600.0,13200.0,1284099.0,,307719,-271099,-4560
2002-11-15,13700.0,13750.0,913233.0,,-232632,150172,52270
2002-11-18,13950.0,14100.0,1052110.0,,-562790,285220,172510
2002-11-19,13950.0,14100.0,567241.0,,-147500,184380,-55510
2002-11-20,13900.0,14050.0,585142.0,,-45157,143697,-120720
2002-11-21,14250.0,14000.0,660616.0,,-25349,86319,-18680
2002-11-22,14400.0,14300.0,902697.0,,-177992,216532,76500
2002-11-25,14300.0,14500.0,743380.0,,-34485,35035,-23700
2002-11-26,14700.0,14850.0,1157630.0,,-70910,156650,-52370
2002-11-27,14850.0,14950.0,1009178.0,,-127061,175871,-5310
2002-11-28,15350.0,15300.0,1414822.0,,-386289,207759,214520
2002-11-29,15650.0,15600.0,759071.0,,-129910,56740,56170
2002-12-02,15400.0,15700.0,475498.0,,-44154,11424,55990
2002-12-03,15550.0,15500.0,1102780.0,,173354,36026,-215410
2002-12-04,15100.0,14800.0,649198.0,,-4619,191440,-183391
2002-12-05,14650.0,14750.0,978767.0,,297924,-266874,-31890
2002-12-06,14600.0,14550.0,2362140.0,,78986,-79276,-4150
2002-12-09,14200.0,14000.0,991101.0,,123017,185353,-397340
2002-12-10,13700.0,13950.0,711251.0,,197570,-75810,-104440
2002-12-11,14200.0,14200.0,597443.0,,-52680,-32680,44700
2002-12-12,14200.0,14500.0,758980.0,,-31920,-47820,2270
2002-12-13,14300.0,14250.0,537872.0,,126650,-97460,-76860
2002-12-16,13900.0,13700.0,399636.0,,190790,-130220,-57360
2002-12-17,13950.0,13700.0,496659.0,,221700,-244780,20620
2002-12-18,13550.0,14000.0,589030.0,,139190,-73970,-47870
2002-12-20,13800.0,13450.0,861849.0,,246977,-80040,-118087
2002-12-23,13300.0,12500.0,751951.0,,79070,-13040,-78520
2002-12-24,12100.0,11950.0,1529044.0,,222262,309018,-490050
2002-12-26,11650.0,11800.0,873039.0,,126056,-131677,28551
2002-12-27,11600.0,11700.0,554960.0,,23960,9700,33200
2002-12-30,11500.0,11400.0,573005.0,,-48150,10550,58220
2003-01-02,11600.0,11850.0,634659.0,10.03,220620,-119430,1120
2003-01-03,12200.0,12550.0,1298097.0,10.62,63850,-220630,175010
2003-01-06,12700.0,12700.0,659017.0,10.75,-23980,-90867,72327
2003-01-07,12900.0,12400.0,833637.0,10.49,-49613,-43668,191641
2003-01-08,12650.0,12700.0,575520.0,10.75,-115620,117210,-1830
2003-01-09,12450.0,12400.0,557930.0,10.49,-26690,104720,-82580
2003-01-10,12650.0,12600.0,741791.0,10.66,-166140,186490,-11810
2003-01-13,12300.0,13500.0,1074879.0,11.42,-269640,20300,275920
2003-01-14,13500.0,13800.0,888232.0,11.68,-287015,73535,141960
2003-01-15,13750.0,13000.0,646509.0,11.0,89880,-52700,-77690
2003-01-16,12650.0,12800.0,641427.0,10.83,-2910,183440,-228330
2003-01-17,12500.0,12800.0,544127.0,10.83,19172,-104102,113920
2003-01-20,12400.0,12750.0,241305.0,10.79,-47230,27990,17740
2003-01-21,12900.0,13000.0,327589.0,11.0,-37880,9840,29850
2003-01-22,12700.0,12450.0,751116.0,10.54,146495,189385,-342250
2003-01-23,12400.0,12500.0,354845.0,10.58,-14660,141810,-145250
2003-01-24,12500.0,12000.0,413079.0,10.15,-38560,144460,-107550
2003-01-27,11650.0,11550.0,512580.0,9.77,51240,174520,-242600
2003-01-28,11400.0,11750.0,1452540.0,9.94,-1205120,53830,-48710
2003-01-29,11650.0,11600.0,401861.0,9.82,-11370,53470,-60780
2003-01-30,11550.0,11700.0,357549.0,9.9,21568,153373,-183100
2003-02-03,11600.0,12500.0,866740.0,10.58,-15690,110770,-113940
2003-02-04,12500.0,12900.0,668440.0,10.92,-198910,238810,-101750
2003-02-05,12700.0,12950.0,618880.0,10.96,-247000,350780,-182940
2003-02-06,12900.0,12950.0,918000.0,10.96,-281930,263670,16770
2003-02-07,12900.0,12700.0,500944.0,10.75,-150224,76624,75120
2003-02-10,12450.0,12300.0,924520.0,10.41,-4018,157768,-215790
2003-02-11,12450.0,12650.0,418826.0,10.7,-91150,27780,74430
2003-02-12,12400.0,12800.0,321600.0,10.83,-78360,135490,-70120
2003-02-13,12900.0,13000.0,631710.0,11.0,-152840,-24810,205680
2003-02-14,13000.0,12850.0,409291.0,10.87,10510,180260,-188250
2003-02-17,13300.0,13900.0,998764.0,11.76,-33838,41298,19190
2003-02-18,13800.0,13700.0,877560.0,11.59,-78893,149133,-72610
2003-02-19,14200.0,13900.0,776600.0,11.76,-228684,140684,129260
2003-02-20,14000.0,14250.0,833540.0,12.06,-121150,-149910,289420
2003-02-21,14200.0,13900.0,368740.0,11.76,-21330,120710,-98850
2003-02-24,13750.0,13850.0,497385.0,11.72,-11740,-32380,38000
2003-02-25,13500.0,13000.0,652360.0,11.0,131630,11100,-86430
2003-02-26,13100.0,13000.0,357913.0,11.0,55570,74640,-128710
2003-02-27,12900.0,13250.0,345010.0,11.21,-71170,85940,-29190
2003-02-28,13400.0,13500.0,321560.0,11.42,-95939,113849,-17220
2003-03-03,13600.0,13800.0,478242.0,11.68,-130360,96560,35020
2003-03-04,13500.0,13200.0,375933.0,11.17,69102,7520,-75235
2003-03-05,12900.0,12700.0,381179.0,10.75,-18080,26980,-30190
2003-03-06,12600.0,11850.0,1719662.0,10.03,285633,143770,-438700
2003-03-07,11500.0,11700.0,409327.0,9.9,-56660,33070,-9510
2003-03-10,11800.0,11250.0,503550.0,9.52,180480,-214290,18780
2003-03-11,10700.0,10100.0,1135962.0,8.55,248642,-141712,-162300
2003-03-12,10000.0,9050.0,8024385.0,7.66,1842643,-2731573,976060
2003-03-13,9330.0,8510.0,4160970.0,7.2,1045850,-819150,-71530
2003-03-14,9400.0,9780.0,4473205.0,8.28,-175530,236360,66660
2003-03-17,9600.0,9250.0,1815318.0,7.83,-396469,294699,67960
2003-03-18,10250.0,10600.0,2760592.0,8.97,-447938,179568,232000
2003-03-19,11000.0,11350.0,2848830.0,9.6,-300085,-155235,509050
2003-03-20,11700.0,11650.0,4017267.0,9.86,1091231,-1303991,180330
2003-03-21,11650.0,11800.0,1784536.0,9.99,-70250,-133380,184130
2003-03-24,12100.0,11600.0,1393334.0,9.82,-10280,-149170,181820
2003-03-25,10700.0,10450.0,1753830.0,8.84,150260,15880,-201980
2003-03-26,10800.0,10700.0,1491799.0,9.05,-224810,84480,-53800
