Symbol,SK디스커버리_시가(원),SK디스커버리_종가(원),SK디스커버리_거래량(주),SK디스커버리_PER(IFRS-연결),SK디스커버리_순매수수량(개인)(주),SK디스커버리_순매수수량(기관계)(주),SK디스커버리_순매수수량(외국인계)(주)
2003-03-04,4885.0,4780.0,191270.0,,23630,-2740,0
2003-03-05,4655.0,4570.0,267410.0,,87120,-90120,0
2003-03-06,4610.0,4435.0,158053.0,,10,-510,0
2003-03-07,4390.0,4315.0,141720.0,,20470,-970,0
2003-03-10,4260.0,4180.0,111590.0,,1090,-1090,0
2003-03-11,4030.0,3850.0,722960.0,,47380,-37580,0
2003-03-12,3750.0,3600.0,557683.0,,69234,-54054,0
2003-03-13,3465.0,3060.0,996950.0,,261940,-135450,-2790
2003-03-14,3220.0,3250.0,776030.0,,2260,-5260,0
2003-03-17,3310.0,3270.0,604289.0,,-24360,3520,0
2003-03-18,3420.0,3540.0,459150.0,,-3100,160,0
2003-03-19,3595.0,3570.0,426070.0,,23860,-2080,0
2003-03-20,3735.0,3950.0,368263.0,,23810,-3810,0
2003-03-21,4020.0,4180.0,416440.0,,2940,60,0
2003-03-24,4480.0,4400.0,1134270.0,,45830,-5360,60
2003-03-25,4200.0,4220.0,452339.0,,-4930,4710,220
2003-03-26,4360.0,4075.0,269874.0,,450,2100,450
2003-03-27,3935.0,3990.0,186657.0,,2161,-2461,300
2003-03-28,4050.0,4025.0,119903.0,,400,20,-420
2003-03-31,3905.0,3820.0,160270.0,,-5770,5770,0
2003-04-01,3720.0,3900.0,358830.0,,1100,-1890,-210
2003-04-02,3980.0,3880.0,138850.0,,-1140,1140,0
2003-04-03,3990.0,3905.0,295270.0,,640,3170,-3810
2003-04-04,3910.0,3950.0,147592.0,,-1950,1140,810
2003-04-07,4180.0,4395.0,502688.0,,15470,-16700,1230
2003-04-08,4340.0,4400.0,453189.0,,-1040,-120,1160
2003-04-09,4410.0,4070.0,268111.0,,5031,-5541,510
2003-04-10,4050.0,4160.0,178772.0,,19440,-9750,10310
2003-04-11,4160.0,4165.0,207364.0,,43700,2600,710
2003-04-14,4250.0,4720.0,902600.0,,-6040,5340,700
2003-04-15,4800.0,4560.0,1041832.0,,-2380,1520,-100
2003-04-16,4625.0,5240.0,1844567.0,,-59300,43300,0
2003-04-17,5240.0,4800.0,1755689.0,,-26650,-39350,0
2003-04-18,4890.0,4680.0,736080.0,,-25710,10520,310
2003-04-21,4680.0,4700.0,1045411.0,,96290,-86170,-120
2003-04-22,4460.0,4470.0,568791.0,,-28920,-10790,470
2003-04-23,4560.0,4380.0,347210.0,,-46690,11850,-130
2003-04-24,4310.0,4290.0,252970.0,,-15440,4440,0
2003-04-25,4205.0,4020.0,408563.0,,-34688,-5742,300
2003-04-28,3830.0,4055.0,168297.0,,-3900,1400,0
2003-04-29,4110.0,4165.0,194007.0,,-14990,7030,160
2003-04-30,4155.0,4165.0,132090.0,,-8450,1970,480
2003-05-02,4180.0,4200.0,120080.0,,3730,-3730,0
2003-05-06,4350.0,4265.0,124771.0,,510,-510,0
2003-05-07,4280.0,4265.0,188610.0,,-15060,-6510,8570
2003-05-09,4255.0,4330.0,221936.0,,23170,-34170,0
2003-05-12,4410.0,4600.0,659540.0,,-11210,11030,180
2003-05-13,4650.0,4395.0,297890.0,,-10240,-410,0
2003-05-14,4440.0,4240.0,175350.0,,-180,-3000,0
2003-05-15,4200.0,4240.0,181230.0,,-38370,11210,0
2003-05-16,4230.0,4220.0,205990.0,,-1630,-12050,0
2003-05-19,4135.0,4100.0,143000.0,,1840,-14570,0
2003-05-20,4020.0,4070.0,140631.0,,-30820,-50,-600
2003-05-21,4040.0,4010.0,108020.0,,4780,-2290,-2490
2003-05-22,3960.0,3920.0,193150.0,,13190,-11520,-1670
2003-05-23,4000.0,3980.0,137010.0,,23560,-26230,1030
2003-05-26,4010.0,3980.0,187572.0,,-448,-10082,8900
2003-05-27,3980.0,3935.0,119162.0,,4840,-4870,-1600
2003-05-28,3990.0,4040.0,232090.0,,-18490,16960,-130
2003-05-29,3850.0,3930.0,209180.0,,-28230,12080,14490
2003-05-30,3935.0,3915.0,205400.0,,-14800,2840,10330
2003-06-02,4015.0,4300.0,427472.0,,-27770,-3240,2110
2003-06-03,4395.0,4130.0,320520.0,,22240,-7360,-16450
2003-06-04,4210.0,4050.0,188370.0,,5820,-30,140
2003-06-05,4100.0,4110.0,175980.0,,-2810,1180,0
2003-06-09,4080.0,4200.0,228503.0,,3798,-5258,0
2003-06-10,4210.0,4165.0,123833.0,,-6170,4990,0
2003-06-11,4210.0,4115.0,122623.0,,5090,-5190,0
2003-06-12,4170.0,4680.0,1058100.0,,-234440,34640,146100
2003-06-13,4750.0,5030.0,1652379.0,,-164627,-2443,160070
2003-06-16,4960.0,4750.0,610070.0,,14330,-840,-70
2003-06-17,4910.0,4740.0,402800.0,,-5430,15430,0
2003-06-18,4730.0,4635.0,273080.0,,9310,-9310,0
2003-06-19,4690.0,4705.0,269271.0,,6790,-6150,0
2003-06-20,4250.0,4495.0,750794.0,,15130,-8530,0
2003-06-23,4500.0,4500.0,442823.0,,-14160,11160,0
2003-06-24,4420.0,4370.0,147100.0,,-5560,10560,0
2003-06-25,4380.0,4615.0,398466.0,,-5000,130,66000
2003-06-26,4615.0,4740.0,760926.0,,-53264,29114,90000
